Word	eo
invest	investi
investigate	enketi
investigation	esploro
investigative	enketa
investigator	investigador
investment	investo
investor	investanto
invidious	malvirta
invigorate	vigligi
invincible	nevenkebla
invisibility	nevidebleco
invisible	nevidebla
invitation	invito
invite	inviti
inviting	invitante
invocation	alvoko
invoice	fakturo
invoke	invokas
involuntary	senintenca
involution	involvo
involve	implikas
involvement	implikiĝo
invulnerable	nevundebla
inwards	enen
iodine	jodo
ion	jono
iota	iota
irate	irate
ire	NO TRANSLATION
iridescent	iridescentaj
iris	iriso
irked	irked
irks	irks
iron	fero
ironclad	ironclad
ironic	ironia
irons	feroj
irony	ironio
irradiation	radiado
irrational	neracia
irrationality	irracionalidad
irreconcilable	nerekonebla
irreducible	nereduktebla
irrefutable	nerefutebla
irregular	malregula
irregularity	malregulaĵo
irregularly	malregula
irrelevant	pala
irreparable	nereparable
irreplaceable	neinstataŭigebla
irrepressible	nepreprimebla
irresistible	nerezistebla
irrespective	sendepende
irresponsible	nerespondeca
irreverent	irreverente
irreversible	neinversigebla
irrevocable	nerevokebla
irrigate	irrigadi
irrigation	akvumas
irritability	irritabilidad
irritable	irritable
irritate	iritas
irritated	iritis
irritates	iritas
irritating	kolera
irritation	kolero
island	insulo
isle	isle
islet	insuleto
isolate	izolita
isolated	izolita
isolation	izolado
isomorphism	izomorfio
isothermal	isoterma
isotope	izotopo
issue	afero
itch	itch
itching	pika
itchy	juko
item	ero
itemize	elementigi
items	erojn
iterate	ripeti
iteration	ripeto
iterative	ripetaj
itinerant	itinero
itinerary	itinero
ivory	eburo
jab	jab
jabber	jabber
jack	jako
jackal	jakalo
jackass	jako
jacket	jako
jackhammer	jackhammer
jackpot	jakpot
jackrabbit	jackrabbit
jacks	katoj
jade	jado
jaded	jaded
jag	NO TRANSLATION
jagged	zorgis
jaguar	jaguaro
jail	malliberejo
jailbird	jailbird
jailbreak	jailbreak
jailer	gvidisto
jailhouse	malliberejo
jalopy	jalopy
jam	jam
jamboree	jamboreo
jammed	ĉagrenita
jammer	jammer
janitor	pordisto
janitorial	janitorial
japan	Japanio
jar	kruĉo
jargon	slango
jarhead	jarhead
jarring	ĵetanta
jasmine	jasmino
jasper	jasper
jaundice	Ĝavo
jaunt	Ĉefpaĝo
java	java
javelin	javelino
jaw	makzelo
jawbone	makzelo
jaws	makzeloj
jay	jaja
jazz	ĵazo
jazzy	ĵazo
jealous	ĵaluza
jealousy	zorgoj
jean	Jean
jeans	Jeans
jeep	Jeep
jeering	jeering
jelly	kaliko
jellybean	jellybean
jellyfish	meduzoj
jenny	jenny
jeopardize	kompromititaj
jeopardy	kompromito
jerk	jerk
jerks	jerks
jerky	jerky
jersey	Ĵerzo
jest	NO TRANSLATION
jester	jester
jesus	Jesuo
jet	jeto
jetty	kuŝejo
jewel	juvelo
jeweler	juvelisto
jewelry	juvelarto
jib	jib
jiff	NO TRANSLATION
jiffy	jiffy
jig	jig
jiggle	ĵeti
jigsaw	jigsaw
jihad	jihad
jimmy	jimmy
jingle	jingle
jinx	jinx
jitters	ĵetantoj
jittery	jittery
jive	jive
job	laboro
jobinterview	NO TRANSLATION
jock	jako
jockey	jokeo
jockstrap	jako
jog	jog
jogger	jogger
john	john
join	kunigu
joined	kuniĝis
joining	kuniĝante
joint	artiko
jointly	kune
joke	ŝerco
joker	jokero
joking	ŝercante
jolly	gaja
jolt	jolt
jornada	NO TRANSLATION
jot	jot
jour	NO TRANSLATION
journal	revuo
journalism	ĵurnalismo
journalist	ĵurnalisto
journalistic	ĵurnala
journey	vojaĝo
journeyman	journeyman
joust	justa
jovial	jovial
joy	ĝojo
joyful	Ĝoje
joyous	Ĝoje
joyride	joyride
joys	ĝojoj
jubilant	jubilantaj
jubilee	jubileo
judge	juĝu
judged	juĝita
judging	juĝante
judgment	juĝo
judgmental	juĝa
judicial	juĝa
judiciary	juĝistaro
judicious	juĝema
judo	judo
jug	kruĉo
juggle	ludu
juggler	kruĉisto
juggling	zorgado
jugular	jugula
juice	suko
juicer	juicer
juicy	suka
juju	NO TRANSLATION
juke	juke
jukebox	jukebox
jumble	malpurigi
jumbled	implikis
jumbo	jumbo
jump	salti
jump rope	salti ŝnuron
jumper	jumper
jumpsuit	salto
jumpy	saltas
junction	kruciĝo
juncture	kunsido
jungle	ĝangalo
junior	junior
juniper	junipero
junk	ŝtrumpeto
junket	junketo
junkie	junkie
junky	junky
junkyard	junkyard
junta	junta
juridical	juraj
jurisdiction	jurisdikcio
jurisprudence	jurisprudenco
jurist	juristo
juror	juristo
jury	ĵurio
justice	justeco
justifiable	pravigebla
justification	pravigo
justify	pravigi
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	jute
juvenile	junulo
juxtaposition	apudmeto
kaiser	kaiser
kale	kale
kaleidoscope	kaleidoskopo
kamikaze	kamikaze
kangaroo	kanguruo
kanji	kanji
kappa	kappa
kaput	NO TRANSLATION
karaoke	karaokeo
karate	karate
karma	karmo
karmic	karmiko
kayak	kayak
kazoo	kazoo
kebab	kebab
keel	kilo
keen	fervora
keep	gardu
keeper	gardisto
keeping	konservante
keepsake	konservi
keg	kolo
kelp	kelpo
ken	ken
kennel	kameno
kerchief	tranĉaĵo
kern	kerno
kernel	kerno
kerosene	keroseno
ketchup	ketchup
kettle	kaldrono
key	ŝlosilo
keyboard	klavaro
keyed	ŝlosita
keyhole	ŝlosilo
keynote	keynote
keypad	klavaro
keystone	ŝlosilo
keyword	ŝlosilvorto
khaki	kaki
khan	khan
kibble	kibulo
kick	piedbaton
kickboxing	piedbatokado
kicker	piedbato
kicking	piedbatante
kickoff	piedbato
kid	infano
kidder	kadavro
kidding	Prenado
kiddo	kiddo
kiddos	kiddoj
kidnap	forrabi
kidnapped	forrabita
kidnapper	kidnapo
kidnapping	kidnapo
kidney	reno
kids	infanoj
kill	mortigi
killer	murdisto
killing	mortigante
killjoy	mortigu
kiln	kilno
kilo	NO TRANSLATION
kilogram	kilogramo
kilometer	kilometro
kilt	kilt
kimono	kimono
kin	kin
kind	afabla
kindergarten	infanĝardeno
kindling	ekklamante
kindness	bonkoreco
kindred	familio
kinematics	kinematiko
kinesiology	kinesiologio
kinetic	kineta
king	reĝo
king snake	reĝo serpento
kingdom	reĝlando
kingpin	repo
kink	kink
kinky	kinky
kinship	parenceco
kiosk	kiosko
kirk	kirko
kiss	kiso
kisser	kisisto
kissy	kisis
kit	kit
kitchen	kuirejo
kite	Kajto
kitten	katido
kiwi	kivo
klutz	klutz
knack	knack
knapsack	tornistro
knead	amasu
knee	genuo
kneecap	kneecap
kneel	genuu
kneeling	genuante
knell	knell
knick	knick
knickers	knickers
knife	tranĉilo
knight	sinjoro
knighthood	knighthood
knit	triki
knob	kapeto
knock	frapi
knockoff	frapado
knockout	knokaŭto
knoll	montículo
knot	nodo
knots	nodoj
knotted	knotita
know	sciu
knowing	sciante
knowingly	sciante
knowledge	scio
knowledgeable	scivola
knuckle	knuckle
knucklehead	knucklehead
knuckles	knuckloj
koala	koala
kook	NO TRANSLATION
kooky	koko
kool-aid	kool-helpo
kos	kos
kosher	kosher
kraut	NO TRANSLATION
kris	kris
kryptonite	kryptonita
kudos	kudoj
kumquat	kumquat
lab	laboratorio
label	etikedo
labor	laboro
laboratory	laboratorio
labored	laboris
laborer	laboristo
laboring	laborante
laborious	peniga
labyrinth	labirinto
lac	lac
lace	ligo
laceration	laceración
lack	manko
lackey	Lackey
lacking	mankas
lackluster	malklara
lacquer	lako
lacrosse	lacrosse
lactose	laktozo
lad	knabo
ladder	ŝtuparo
laddie	mortigo
laden	ŝarĝitaj
lading	kuniĝo
ladle	ŝtupo
lady	sinjorino
lady bug	NO TRANSLATION
ladybug	sinjorino
ladylike	knabino
ladyship	knabino
lag	malforta
lager	NO TRANSLATION
lagging	malfiksante
lagoon	lageto
lair	Lair
laity	laico
lake	lago
lama	NO TRANSLATION
lamb	ŝafido
lame	lama
lament	lamentu
lamenting	lamentante
lamina	plakaĵo
laminated	laminado
lamp	lampo
lamppost	antaŭlumo
lance	lanco
lancer	lancer
land	lando
landed	surteriĝis
landfall	landfall
landfill	landfluo
landing	surteriĝo
landlady	terkultura
landlocked	landlokita
landlord	mastro
landmark	limŝtono
lands	terenoj
landscape	pejzaĝo
landscaping	pajajĝaj
landslide	derrumbe
lane	vojo
language	lingvo
languid	languide
languish	maldolĉa
languishing	languante
lanky	lanka
lantern	poŝlampo
lap	rondiro
lapdog	lapdogo
lapel	kapelo
lapse	lapso
lapsed	falis
laptop	tekkomputilo
larceny	larceny
lard	kapo
larder	Larder
large	granda
larger	pli granda
largo	NO TRANSLATION
lark	larko
larva	larvo
laryngitis	laringitis
larynx	laringo
lasagna	Lasagna
laser	lasero
lash	Lash
lass	lass
lasso	Lasso
lastday	NO TRANSLATION
lasting	daŭranta
lastminute	daŭru
latch	krado
late	malfrue
lateness	longeco
latent	latenta
lateral	flanka
laterally	flanke
latex	latekso
lathe	tornilo
lather	foje
latitude	latitudo
latrine	latrino
latrines	latrines
latte	latte
lattice	krado
laud	laud
laudable	laŭdinda
laudation	laŭdo
laudatory	laŭdinda
laugh	ridu
laughable	ridinda
laughing	ridante
laughingstock	NO TRANSLATION
laughs	ridas
laughter	ridado
launch	ĵeto
launcher	ĵetilo
launches	ĵetas
launder	lavita
laundering	lavado
laundry	kuirejo
laureate	laurulo
laurel	laŭro
laurels	laŭroj
lava	lafo
lavage	lavado
lavatory	lavatorio
lavender	lavendo
lavish	pura
law	leĝo
lawful	laŭleĝa
lawless	senkulpa
lawlessness	senleĝa
lawman	leĝisto
lawn	greno
lawnmower	gazontondilo
lawsuit	peto
lawyer	advokato
lax	lax
laxative	laxante
lay	kuŝis
layaway	Layaway
layer	tavolo
layered	manteloj
layman	laico
layout	aranĝo
layover	layover
laziness	pigreco
lazy	mallaborema
lazyday	NO TRANSLATION
lea	lea
lead	plumbo
leaded	kondukita
leader	ĉefo
leadership	gvidantaro
leading	kondukante
leads	kondukas
leaf	folio
leaflet	flugfolio
leafy	frondoriĉa
league	ligo
leak	filtri
leakage	filtrado
leaky	leaky
lean	maldika
leaned	klinis sin
leaning	klinanta
leap	saltu
learn	lernu
learned	lernis
learner	lernanto
learning	lernante
lease	luo
leash	leash
leather	ledo
leathery	ledo
leave	foriru
leavemealone	lasu min sola
leaving	lasante
lecherous	lecheroso
lecture	prelego
lecturer	konferenco
ledge	kapo
ledger	kapo
lee	lee
leech	maldolĉa
leeches	leeches
leer	NO TRANSLATION
leery	doloro
lees	NO TRANSLATION
leeway	leeway
left	maldekstra
leftout	NO TRANSLATION
leftover	sobrante
leftovers	restoj
lefty	lefty
leg	kruro
legacy	legaco
legal	jura
legality	leĝeco
legalize	legalizi
legalized	legalizita
legally	jure
legend	legendo
legendary	legendario
legibility	legibilidad
legible	legible
legion	legio
legislate	legislar
legislation	leĝaro
legislative	leĝdonaj
legislator	leĝdonanto
legislature	leĝdona periodo
legit	legit
legitimacy	legitimeco
legitimate	leĝa
lego	lego
legs	kruroj
legume	legumo
legwork	legado
leisure	senokupeco
leisurely	senpage
lemma	lemo
lemon	citrono
lemonade	limonado
lend	pruntedonu
lender	pruntedonanto
lending	pruntante
length	longo
lengthen	plilongigu
lengthened	plilongigita
lengthening	plilongiganta
lengthwise	longtempe
lengthy	longa
leniency	lenikeco
lenient	malforta
lens	lenso
leopard	leopardo
leotard	leotardo
leper	leprulo
leprechaun	leprechaun
leprosy	lepro
lesbian	lesba
lesbianism	lesbianismo
lesion	lesion
less	malpli
lessee	Luzisto
lessen	malplenigi
lessening	malpliigante
lesser	malpli
lesson	leciono
lessor	mankonanto
let	Lasu
lethal	mortiga
lethargic	letargia
lethargy	letargio
letter	letero
lettered	literoj
letterhead	litero
lettering	literoj
letters	literoj
lettuce	laktuko
leukemia	leŭkemio
levee	levee
level	nivelo
lever	levilo
leverage	avantaĝo
levitate	levitate
levy	leĝo
lewd	maldolĉa
lexicon	leksikon
ley	NO TRANSLATION
liabilities	pasivaj
liability	respondeco
liable	respondeca
liaison	kontakto
liar	mensoganto
libel	libelo
libelous	malpura
liberal	liberalaj
liberalism	liberalismo
liberate	liberigu
liberated	liberigita
liberating	liberigante
liberation	liberigo
liberty	libereco
libido	libido
librarian	bibliotekisto
library	biblioteko
libretto	libretto
lice	pikoj
license	permesilo
lichen	likeno
lick	leku
licorice	licorizo
lid	kovrilo
lie	mensogo
liege	mensogo
lien	lien
lieu	lieu
lieutenant	leŭtenanto
life	vivo
lifeblood	vivo
lifeboat	bato de vivo
lifeguard	salvavortisto
lifeisgood	vivo estas bona
lifeless	senvivaj
lifelike	vivi
lifeline	vivkuro
lifelong	dumviva
lifer	lefilo
lifesaver	Vivpostisto
lifestyle	Vivstilo
lifesucks	vivokondiĉoj
lifetime	Vivdaŭro
lift	levi
lifted	levita
liftoff	levilo
ligament	ligamento
ligation	ligado
ligature	ligita
light	lumo
light year	luma jaro
lightbulb	ampolo
lighten	lumo
lightheaded	malpeza kapo
lighthouse	lumturo
lighting	lumigado
lightness	malpezeco
lightning	fulmo
lights	lumoj
lightweight	malpeza
likable	plaĉa
like	Ŝati
likelihood	verŝajneco
likely	verŝajne
likeness	simileco
likewise	same
liking	hovio
lilac	siringo
lily	lilio
limb	membro
limber	limber
limbo	limbo
lime	kalko
limelight	limelight
limestone	kalkŝtono
limey	kalima
limit	limo
limitation	limigo
limited	limigita
limitless	senlima
limo	limo
limousine	limusino
limp	purpura
lin	Lin
line	linio
lineage	kasto
lineal	lineala
linear	lineara
linebacker	linebacker
lined	kovrita
linen	lino
liner	reto
lines	linioj
lineup	enviciĝu
linger	daŭri
lingerie	lingvistiko
lingering	daŭranta
lingo	lingvo
lingual	lingva
linguini	lingva
linguist	lingvisto
linguistic	lingva
linguistics	lingvistiko
lining	tegaĵo
link	ligilo
linoleum	Linolo
lint	lint
lion	leono
lip	lipo
liposuction	liposukto
lipstick	lipruzo
liquefaction	likvaĵo
liquefied	licuita
liqueur	Likvoro
liquid	likva
liquidate	likvidi
liquidation	forvendo
liquidator	likvilo
liquidity	liquideco
liquor	likvoro
lira	NO TRANSLATION
lisp	lisp
list	listo
listen	aŭskultu
listener	aŭskultanto
listenting	NO TRANSLATION
listing	printado
listless	senlima
listneing	NO TRANSLATION
litany	litanio
liter	litro
literacy	alfabetismo
literal	laŭvorta
literally	laŭvorte
literary	literatura
literature	literaturo
lithe	lithe
lithium	litio
lithograph	litografo
lithography	litografio
lithology	litologio
lithosphere	litosfera
litigant	litiganto
litigate	malpermesu
litigation	proceso
litigator	litiganto
litigious	litigaj
litter	litilo
little	iom
littlethings	malgrandaj aferoj
littoral	littoral
liturgy	liturgio
live	vivu
livelife	vivu VIVON
livelihood	vivokapablo
lively	vigla
liven	vivas
liver	hepato
livery	liveri
livestock	brutaro
livid	livid
living	vivanta
lizard	lacerto
llama	flamo
lml	lml
load	ŝarĝi
loader	loader
loaf	pan
loafer	malpura
loam	leam
loan	prunto
loath	malhonoro
loathe	maltrankviliĝu
loathful	malpura
loathing	maltrankvila
loathsome	maldolĉa
lobby	vestiblo
lobbyist	lobiisto
lobe	lobo
lobotomy	lobotomio
lobster	omaro
local	loka
locale	loko
locality	loko
localization	lokaligo
localize	lokalizi
localized	lokalizita
locate	loku
location	loko
locator	lokigilo
loch	loch
lock	seruro
locker	ŝranko
locket	locket
locksmith	cerrajero
lockup	ŝlosi
loco	freneza
locomotion	lokomocado
locomotive	lokomotivo
locust	akridoj
lode	NO TRANSLATION
lodge	loĝigi
lodger	tranoktejo
lodging	tranoktejo
loft	lofto
lofty	alta
log	log
logarithm	logaritmo
logarithmic	logaritma
logic	logiko
logical	logika
logistics	loĝistiko
logo	logo
logotype	logotipo
loin	NO TRANSLATION
lollipop	lollipop
lone	sola
loneliness	soleco
lonely	soleca
loner	loner
lonesome	felicxa
long	longa
longboat	longboat
longevity	longevidad
longing	sopiro
longitude	longitudo
longitudinal	longitudinal
longitudinally	longitudinalmente
longtime	longa tempo
loo	jen
look	rigardu
looker	rigardilo
lookout	Atentu
loom	lumo
looming	vekanta
loon	bedaŭrinde
loony	loonio
loop	buklo
loophole	buklo
loopy	malklara
loose	malfiksas
loosen	malfiksi
loosening	malfiksante
loot	rabu
lop	lop
lopsided	malplenigita
lord	sinjoro
lords	sinjoroj
lordship	sinjorlando
lore	lore
lorry	truon
lose	Perdi
loser	perdanto
losing	perdante
loss	perdo
lost	perdita
lot	multe
lotion	lotion
lots	multaj
lottery	loterio
lotto	lotto
lotus	lotuso
loud	laŭta
loudly	laŭte
loudmouth	laŭtega
loudness	sonoro
loudspeaker	laŭtparolilo
lounge	salono
lounging	salutado
louse	kuzo
lousy	fervora
lovable	lovable
love	amo
loved	amata
lovee	amo
loveee	loveee
loveless	sen amo
lovelife	NO TRANSLATION
loveliness	beleco
lovelovelove	NO TRANSLATION
lovely	Amindaj
lovemaking	amo
lovemylife	amas mian vivon
lover	amanto
lovesick	loveick
lovethis	amo
loving	amanta
lovinglife	amanta vivo
lovinlife	lovinlife
low	malalta
lowdown	malaltiĝo
lower	malsupren
lowering	malsuprenirante
lowest	plej malalta
lowlands	malaltaj teroj
lowlife	malalta vivo
lowly	malalte
lox	lumo
loyal	lojala
loyalty	lojaleco
lsd	lsd
luau	Luau
lube	lube
lubricant	lubrika
lubricate	lubri
lubrication	lubrikado
lucid	lucida
luck	ŝanco
luckiest	pli bonŝanca
lucky	bonŝanca
luckygirl	luckygirl
lucrative	lukra
ludicrous	ridinda
lug	lukto
luggage	pakaĵo
lukewarm	varmeta
lull	lulilo
lullaby	lulilo
lumbar	lumbar
lumber	ligno
lumbering	lignigado
lumberjack	lumberjako
luminescent	lumineca
luminous	hela
lump	bulo
lumpy	lumpy
lunacy	luno
lunar	luna
lunatic	freneza
lunch	tagmanĝo
lunchbox	lunĉujo
luncheon	lunĉo
lunchtime	tagmanĝa horo
lung	pulmo
lunge	Luno
lungs	pulmoj
lurch	lurch
lure	atentu
lurid	ridinda
lurk	Lurk
lurking	kaŝante
luscious	ridinda
lush	pura
lust	volupto
luster	brilo
lustful	Lustful
lustrous	lustra
lusty	Lusty
lute	lute
luxuriant	luksa
luxurious	luksa
luxury	lukso
lycra	lycra
lye	lye
lying	mensoganta
lymph	linfa
lymphatic	linfático
lymphoma	Linfoma
lynch	Lynch
lynching	Lynching
lynx	linkso
lyre	liro
lyric	lirika
lyrical	lirika
lyrics	literoj
macadamia	macadamio
macarena	macarena
macaroni	macaronoj
mace	maza
mach	mach
machete	maĉeto
machine	maŝino
machinery	maŝinaro
machinist	maŝinisto
macho	masklo
mackerel	kalkulo
macro	macro
mad	freneza
madam	fremdulo
madame	madame
madden	Madden
madder	freneza
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	madhouse
madman	freneza
madness	frenezo
maestro	majstro
mafia	mafio
magazine	revuo
mage	mago
magenta	magenta
maggot	sorĉisto
magic	magio
magical	magia
magician	magiisto
magistrate	juĝisto
magma	magmo
magna	granda
magnate	magnato
magnesium	magnezio
magnet	magneto
magnetic	magneta
magnetism	magnetismo
magnetite	magnetita
magnification	grandiĝo
magnificence	grandiozeco
magnificent	superba
magnifier	magnifilo
magnify	magnigi
magnifying	magnigado
magnitude	grando
magnolia	magnolia
magpie	pigo
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	mahagono
maid	virgulino
maiden	virgulino
mail	poŝto
mailbox	leterkesto
mailing	poŝto
mailman	poŝtisto
maim	NO TRANSLATION
main	ĉefa
mainframe	ĉefa kadro
mainland	kontinento
mainstay	Ĉefstato
mainstream	ĉefa
maintain	subteni
maintenance	bontenado
majestic	majesta
majesty	majesto
major	plej granda
majority	plimulto
make	fari
makeover	kompenso
maker	kreinto
makeshift	malmola
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	ŝminkon
makingdisciples	NO TRANSLATION
malady	malsano
malaise	ioma misfarto
malaria	malario
malarkey	malarkey
male	vira
malevolent	malbonfara
malfeasance	malfeliĉo
malformation	malformo
malfunction	misfunkcio
malice	NO TRANSLATION
malicious	malica
malign	maligno
malignancy	maligno
malignant	maligna
maligned	maligned
mall	Mall
malleable	malebla
mallet	malleto
malnutrition	sennutrado
malpractice	neglektado
malt	malto
mama	patrino
mambo	mambo
mamma	NO TRANSLATION
mammal	mamulo
mammoth	mamuto
mammy	mamio
man	viro
manage	administri
manageable	regebla
management	administrado
manager	direktisto
managerial	administra
mandamus	mandamus
mandarin	mandarino
mandate	ordono
mandatory	deviga
mandible	mandeblo
mandolin	mandolino
mandrel	mandralo
mane	NO TRANSLATION
maneuver	manovri
maneuvering	manovrante
mange	NO TRANSLATION
manger	manger
mangle	manglo
mango	mango
mangosteen	Mangosteen
mangy	mangy
manhole	manhole
manhood	homaro
manhunt	manko
mania	manio
maniac	mania
maniacal	maniaca
manic	maniko
manicure	manikulo
manicurist	manicuristo
manifest	manifestas
manifestation	demonstracio
manifested	manifestita
manifestly	klare
manifesto	manifesto
manifold	dukto
manipulate	manipuli
manipulation	manipulado
manipulative	manipulativa
mankind	homaro
manly	viro
manna	manao
manned	tripulada
mannequin	mannequin
manner	maniero
mannered	Mannered
manners	kutimoj
manor	manor
manpower	mano de verko
mansion	palaco
mansions	palacoj
manslaughter	mortigo
mantel	mantelo
mantis	mantis
mantle	mantelo
mantra	mantra
manual	manlibro
manufacture	fabrikado
manufacturer	fabrikisto
manufacturing	fabrikado
manure	manure
manuscript	manuskripto
map	mapo
maple	arce
mar	maro
marathon	maratono
marble	marmoro
marbled	marmorita
marbles	marmoroj
march	marŝi
mare	NO TRANSLATION
margarine	margarino
margarita	margarita
margin	rando
marginal	marginal
mariachi	mariachi
marijuana	mariĥuano
marinara	marinara
marine	maraj
mariner	maristo
marital	edziĝema
maritime	maritime
mark	marko
marked	markita
marker	markilo
market	merkato
marketable	merkata
marketing	marketing
marketplace	merkato
marks	markoj
marksman	markisto
marksmanship	kadroj
marl	marlo
marmalade	marmalado
maroon	maruno
marooned	marooned
marquee	marŝelo
marquis	marko
marred	mortigis
marriage	geedzeco
married	edziĝinta
marrow	Medolo
marry	edziĝu
marsh	marĉo
marshal	mariscal
marshmallow	marshmallow
mart	mart
martial	marcial
martingale	martingale
martini	martini
martyr	martiro
martyrdom	martirio
marvel	Mirindaĵo
marvellous	mirinda
marvelous	mirinda
marvelously	mirinde
marzipan	NO TRANSLATION
mascara	mascara
mascot	maskoto
masculine	vira
masculinity	virseco
mash	mash
mashed	mashed
mask	masko
masked	maskita
masks	maskoj
masochism	masochismo
masochist	masochisto
mason	mason
masquerade	maskisto
mass	maso
massacre	masakro
massage	masaĝo
masses	masoj
masseur	masseur
masseuse	massezo
massive	amasa
mast	masto
master	mastro
masterful	majstro
mastermind	Majstro
masterpiece	ĉefverko
mastery	Majstro
masturbate	masturbi
masturbation	masturbo
mat	mat
matador	matador
match	matĉo
matchbook	kongruo
matching	kongruaj
matchmaker	koŝmakisto
mate	mortigu
material	materialo
materialism	materiismo
materialist	materiisma
materialistic	materiisma
materiality	materieco
materialize	materiigi
materially	materie
materials	materialoj
materiel	materiel
maternal	patrina
maternity	patrineco
math	math
mathematical	matematika
mathematician	matematikisto
mathematics	matematiko
matinee	matinino
mating	matiĝanta
matriculation	numerplato
matrimony	geedzeco
matrix	matrico
matron	matrono
matted	matita
matter	materio
matting	estero
mattress	matraco
maturation	matureco
mature	matura
maturity	matureco
maudlin	maudlino
mausoleum	maŭzoleo
mauve	mauve
maverick	maverick
maxim	maksimumo
maximize	maksimumigi
maximum	maksimuma
may	eble
mayday	Majtago
mayflower	maflower
mayhem	majesto
mayonnaise	majonezo
mayor	urbestro
maze	maze
mead	rimarki
meadow	herbejo
meager	malmola
meal	manĝo
mean	signifas
meander	meandro
meandering	meandrante
meanie	meanie
meaning	signifo
meaningful	signifa
meaningless	sen senso
meanness	meanness
means	signifas
meantime	dume
measles	saŭlo
measurable	mezurebla
measure	mezuri
measured	mezurita
measurement	mezurado
measuring	mezurante
measuring cup	mezuranta tason
measuring tape	mezuri bendon
meat	karno
meatball	meatball
meathead	karno
meatloaf	manĝaĵo
mechanic	mekanika
mechanical	mekanika
mechanics	mekaniko
mechanism	mekanismo
med	NO TRANSLATION
medal	medalo
medallion	medalono
medallist	medalisto
meddle	pensi
meddling	mokante
media	amaskomunikiloj
medial	media
median	meza
mediate	median
mediation	mediacio
mediator	interulo
medic	kuracilo
medical	medicinaj
medicate	NO TRANSLATION
medication	medikamento
medicinal	kuracaj
medicine	medicino
medieval	mezepoka
mediocre	mediocre
mediocrity	mediocridad
meditate	meditu
meditating	meditante
meditation	meditado
meditative	medita
mediterranean	mediterranea
medium	meza
medley	Medley
meek	milda
meet	renkontu
meeting	renkontiĝo
mega	mega
meh	meh
melancholic	sombra
melancholy	melankolio
melee	kune
mellow	milda
melodious	melodia
melodrama	melodramo
melodramatic	melodrama
melody	melodio
melon	melono
melt	fandi
meltdown	malfelicxo
melting	fandanta
member	membro
membership	membreco
membrane	membrano
memento	memoraĵo
memo	memo
memoir	memoro
memorabilia	memorabilojn
memorable	memorinda
memorandum	memorandumo
memorial	memorial
memorials	monumentoj
memories	Memoroj
memoriesiwontforget	NO TRANSLATION
memorize	enmemorigi
memory	memoro
menace	minaco
menacing	minacante
menagerie	menagerie
mend	mendu
mending	riparantaj
menial	menial
meningitis	meningitis
meniscus	menizo
menopause	menopaŭzo
menses	menses
menstrual	menstrua
mental	mensa
mentalhealth	NO TRANSLATION
mentality	menso
menthol	menthol
mention	mencio
mentor	mentoro
menu	menuo
meow	miaŭ
mercantile	mercantil
mercenary	mercenario
merchandise	varoj
merchant	komercisto
merciful	kompatema
merciless	senkompata
mercurial	mercurial
mercury	hidrargo
mercy	kompato
mere	nura
merengue	merengue
merge	kunfandi
merger	fandado
meridian	meridiano
meridional	suda
meringue	meringo
merit	merito
meritorious	meritinda
mermaid	marvirino
merriment	gajeco
merry	gaja
merrychristmas	NO TRANSLATION
mesa	tablo
mescaline	mescalino
mesh	mesh
meshes	mesoj
mesmerized	mesmerizita
mess	salato
message	mesaĝo
messedup	NO TRANSLATION
messenger	mesaĝisto
messiah	mesio
messy	maltrankvila
metabolic	metabola
metabolism	metabolo
metal	metalo
metallic	metala
metallurgy	metalurgio
metamorphosis	metamorfosis
metaphor	metaforo
metaphorical	metafora
metaphysical	metafizika
metaphysics	metafiziko
metastasis	metastasis
meteor	meteoro
meteoric	meteora
meteorite	meteorito
meteorological	meteorológica
meteorology	meteologio
meter	metro
meth	met
methadone	metadono
methane	metano
methanol	metanolo
method	metodo
methodical	metoda
methodology	metodiko
meticulous	minuciosa
metime	metime
metric	metriko
metrical	metraj
metrology	metrologio
metropolis	metropolo
metropolitan	metropola
mettle	metilo
mew	mew
mezzanine	mezzanine
mica	mica
mick	moku
micro	mikro
microbe	mikrobo
microbiology	mikrobiologio
microchip	mikrokripto
microcosm	microcosmo
microfilm	mikrofilmo
microgram	mikrogramo
micrometer	micrometro
micron	microno
microphone	mikrofono
microscope	mikroskopo
microscopic	mikroskopa
microscopically	mikroskopie
microscopy	mikroskopio
microwave	mikroondoj
mid	meze
midair	mezaro
midday	midday
middle	meza
middleman	meza viro
middleweight	meza pezo
midget	medu
midland	midlando
midlife	midlife
midline	meza linio
midnight	noktomezo
midshipman	Mezlernejo
midst	meze
midsummer	meza tago
midterm	midterm
midtown	midtown
midway	meze
midwife	akuŝistino
midwifery	midwifery
mien	NO TRANSLATION
miffed	miffis
mighty	potenca
mignon	mignon
migraine	migreno
migrate	migri
migration	migrado
migratory	migrantaj
mike	mike
mil	NO TRANSLATION
mild	milda
mildew	milda
mildness	milda
mile	mejlo
mileage	mejlo
milestone	mejloŝtono
militant	aktivulo
militants	aktivuloj
military	milita
militia	milicio
milk	lakto
milkman	letero
