Word	my
outdo	outdo
outdoor	ပြင်ပတွင်
outdoors	အိမ့်ပြင်တွင်
outer	ပြင်ဘက်တွင်ရှိသော
outfit	မတ်မတ်
outgoing	အထွက်
outgrow	outgrow
outgrowth	outgrowth
outhouse	outhouse
outing	outing
outlandish	ရို့ကား
outlast	outlast
outlaw	ရာဇဝတ်သား
outlet	ထွက်ပေါက်
outline	အကြမ်းဖျင်း
outlines	ခကျြအော
outlive	outlive
outlook	သဘောတား
outlying	စွန်အဖျား
outnumber	outnumber
outpatient	ပြင်ပလူနာ
outpost	တပ်စခန်း
outpouring	သှနျးလောငျး
output	output ကို
outrage	ဒေါသ
outraged	ဒေါသထွက်
outrageous	မခံမရပ်နိုင်သော
outrank	outrank
outreach	အဝေးရောက်
outright	လုံးလုံးလြားလြား
outrun	outrun
outset	အစကတည်းက
outsider	အပြင်လူ
outskirts	မွို့ဆငျခွေဖုံး
outsmart	outsmart
outspoken	outspoken
outstanding	ထူးချွန်
outstretched	ဆန့်သော
outward	အပြင်ကျသော
outwards	အပြင်
outweigh	ထင်ရှားသော
outwit	outwit
oval	ကြက်ဉပုံ
ovary	Ovary
ovate	ထူထပ်
ovation	ထူထပ်
oven	ပေါင်းအိုးမီးဖို
overactive	overactive
overall	ခြုံငုံ
overalls	ယေဘုယျအား
overbearing	overbearing
overburden	ဝနျထမျး
overcast	မှောငျသော
overcharged	တွေ့ကြုံ
overcoat	လောင်းကုတ်အင်္ကျီ
overcome	ကျော်လွှား
overcoming	ကျော်လွှား
overcrowded	ရေအလွန်ထူထပ်
overdo	overdo
overdose	ဆေးအတိုက်လွန်း
overdrive	overdrive
overdue	မပွေကုနျနသော
overestimate	အထင်ကြီး
overestimated	ပိုမိုမှန်းဆ
overflow	ပွညျ့လြှံ
overflowing	လျှံ
overgrown	ရှုတ်ထွေး
overgrowth	overgrowth
overhanging	ဖေး
overhaul	ဆန်းသစ်
overhead	overhead
overhear	overhear
overheated	အပူလွန်
overjoyed	အလှနျ
overkill	overkill
overlaid	မွမ်းမံလေ၏
overlap	ထပ်တူ
overlapping	ထပ်
overlay	ပြသမှု
overload	ဝန်တင်လွန်း
overlook	ကြည့်ရှုမှတ်သား
overlord	overlord
overlying	အလွန်အမင်း
overpaid	overpaid
overpass	မြေပေါ်
overplayed	overplayed
overpower	နိုင်
overpowering	overpowering
overpriced	အလွန်အမင်းကြီးလွန်း
overprotective	overprotective
overrated	overrated
overreact	လွန်တုံ့ပြန်
override	အပေါ်မှထပ်
overriding	၎င်းအား
overrule	ပယ်ဖျက်
overrun	ရေလွှမ်းမိုး
oversee	ကြီးကြပ်
overseer	ကြီးကြပ်မှူး
overshadow	လှမျးမိုး
oversight	ကြီးကြပ်
oversized	အဆမတန်ကြီးမား
overslept	overslept
overstate	overstate
overstock	လှောငျ
overt	ပေးခြင်း
overtake	အမှီပွေးလိုကျ
overtaken	ကျော်ဖြတ်
overthemoon	NO TRANSLATION
overthinker	overthinker
overthinking	စဥ်းစားလွန်နေခြင်း
overthrow	ဖြိုဖျက်
overtime	အချိန်ပို
overtired	overtired
overture	ကမျးလှမျးခ
overturn	မှောကျလှနျ
overview	ယေဘုယျအမြင်
overweight	ဝန်ပို
overwhelm	လွှမ်းမိုး
overwhelmed	လွှမ်းမိုး
overwhelming	လွှမ်းမိုးသော
overworked	အလုပ်များတဲ့
overwrought	overwrought
overzealous	overzealous
owe	ကွှေးတငျ
owing	မရှိစေရန်
owl	ဇီးကွက်
owner	ပိုင်ဆိုင်သူ
ownership	ပိုင်ဆိုင်မှု
ox	နွားထီး
oxidation	ဓာတ်တိုး
oxide	အောက်ဆိုဒ်
oxygen	အောက်စီဂျင်
oxymoron	oxymoron
oyster	ကမာ
ozone	အိုဇုနျး
pace	အရှိန်အဟုန်
pacemaker	pacemaker
pacific	ပစိဖိတ်
pacified	pacified
pacifier	pacifier
pacifist	စိတ်ပျက်
pacify	မျက်တော်ကိုဖြေတတ်
pacing	PACE
pack	ဝန်ထုပ်
package	အထုပ်
packaging	ထုပ်ပိုး
packer	packer
packet	packet ကို
pact	စာချုပ်
pad	pad ပါ
padded	တေးသံ
padding	padding ကို
paddle	လျှော
paddle boat	လှော်လှေ
paddock	paddock
paddy	စပါး
padlock	သော့ခလောက်
padre	NO TRANSLATION
paean	paean
pagan	အယူမှား
paganism	အယူမှားဝါဒ
page	စာမျက်နှာ
pageant	အလှမယ်
pager	ပေဂျာ
pagination	pagination
paging	ပေ့ဂျင်းလုပ်ခြင်းအား
pagoda	စေတီတော်
pail	လက်ဆွဲပုံး
pain	နာခြင်း
pained	တုန်လှုပ်
painful	နာကျင်
painfully	နာကျင်စွာ
painkiller	Painkiller
painless	မနာမကျင်သော
pains	ဝဒေနာ
painstaking	painstaking
paint	ပနျးခြီရေးဆှဲ
paintball	paintball
paintbrush	paintbrush
painted	ပန်းချီ
painter	ပန်းချီဆရာ
painting	ပန်းချီ
pair	pair တစုံ
paisley	Paisley
pajama	ညဝတ်အင်္ကျီဘောင်းဘီပွ
pajamas	ညဝတ်အင်္ကျီဘောင်းဘီပွ
pal	PAL
palace	နန်းတော်
palatable	အရေးပါတယ်လို့
palate	အာခေါင်
pale	အရောငျဖြော့သော
paleontology	ကျောက်ဖြစ်ရုပ်ကြွင်း
palette	palette
pall	ကနျြးမာ
palladium	ပယ်လေဒီယမ်
pallet	pallet
palliative	palliative
palm	လက်ဝါး
palmer	Palmer
palomino	palomino
palpable	အဖွဲ့ဝင်များကို
palpitations	ရင်တုန်
palsy	လက်ခြေသေသောသူ
paltry	paltry
pamper	ပျက်စီးစေ
pamphlet	စာစောင်ငယ်
pan	ကျင်ခွက်
panacea	panacea
panache	panache
pancake	pancake
pancakes	pancakes
pancreas	ပန်ကရိယ
panda	ပန်ဒါ
pandemic	တုပ်ကွေးရောဂါ
pandemonium	pandemonium
pane	pane ထဲက
panel	panel က
pang	NO TRANSLATION
panhandle	panhandle
panic	အလန့်တကြားဖြစ်ခြင်း
panicattack	NO TRANSLATION
panicked	ထိတ်လ
panicking	စိုးရိမ်မ
panicky	panicky
panier	NO TRANSLATION
panorama	မြင်ကွင်းကျယ်
panoramic	မြင်ကွင်းကျယ်
pansy	pansy
pant	ကိုယ်တော်ကိုဟစ်ကြော်
pantheon	Pantheon
panther	ကျားနက်
panties	panties
pantomime	pantomime
pantry	စားစရာခန်း
pants	ဘောင်းဘီ
panty	panty
pantyhose	pantyhose
pap	pap
papa	ဖေဖေ
papacy	ကြာသာပတေးနေ့
papal	NO TRANSLATION
papaya	သင်္ဘောသီး
paper	စက္ကူ
paperback	paperback
paperboy	paperboy
paperweight	paperweight
paperwork	စာရွက်စာတမ်း
paprika	paprika
papyrus	ကျူစက္ကူ
par	NO TRANSLATION
parable	ဥပမာအနကျအဓိပ်ပါယျ
parabola	parabola
parabolic	parabolic
parachute	လေထီး
parade	ချင်းပျင်းပြသခြင်း
paradigm	ပါရာဒိုင်း
paradise	နတ်ဘုံနတ်နန်း
paradox	ဝိရောဓိ
paradoxical	ဝိရောဓိ
paraffin	paraffin
paragon	Paragon
paragraph	စာပိုဒ်
parakeet	parakeet
paralegal	ရှေ့နေအကူ
parallax	Parallax
parallel	မျဉ်းပြိုင်နေသော
parallelism	parallel
paralysis	ကိုယ်လက်အင်္ဂါသေခြင်း
paralyze	သွက္ချာပါဒလိုက်စေ
paralyzed	အောက်ပိုင်းသေ
paramedic	ဆေးဘက်
paramedics	သူနာပြု
paramilitary	စစ်ရေးတဝက်
paramount	ထိပ်တန်း
paranoia	လီယံ
paranoid	အကြောက်လွန်ရောဂါ
paranormal	လျှို့ဝှက်ဆန်းကြယ်တဲ့
parapet	parapet
paraphernalia	paraphernalia
paraphrase	paraphrase
paraplegic	paraplegic
parasite	ကပ်ပါး
parasitic	ကပ်ပါး
parasol	parasol
parcel	အပိုင်း
parcels	ချောထုပ်
parched	သွေ့ခြောက်
parchment	ခေပျြမြား
pardon	အပြစ်လွှတ်
pare	NO TRANSLATION
parenchyma	parenchyma
parent	မိဘ
parentage	မိဘ
parental	မိဘ
parenthesis	NO TRANSLATION
parenthetical	parenthetical
parenthood	မိဘ
parenting	မိဘအုပ်ထိန်း
pariah	အပယ်ခံ
parietal	parietal
paring	paring
parish	စီရင်စုနယ်
parity	ကွာခြားမှုနှုန်း
park	ပန်းခြံ
parka	parka
parking	ကားရပ်ခြံ
parkinsons	Parkinson
parlance	parlance
parlay	ပျက်ပြယ်
parliament	ပါလီမန်လွှတ်တော်
parliamentary	ပါလီမန်
parlor	နန်းတော်
parmesan	parmesan
parody	ပျက်လုံးများ
parole	လြှို့ဝှကျစကား
parquet	parquet
parrot	ကွကျတူရှေး
parry	parry
parse	ဤဖွဲ့စည်းတည်ဆောက်မှုပုံစံ
parsimonious	parsimonious
parsimony	parsimony
parsley	နံနံပင်
parson	ဆီ
part	အပိုင်း
partake	စားသုံး
partial	တစိတ်တဒေသဖြစ်သော
partiality	လူမျက်နှာကိုထောက်
partially	တစ်စိတ်တစ်ပိုင်း
participant	ပါဝင်သူ
participate	ပါဝင်ဆောင်ရွက်
participation	ပါဝင်ဆောင်ရွက်
particle	အမှုန်
particular	အထူးသဖြင့်
particularity	အထူးသဖြင့်
particulars	အထူးသဖြင့်
parting	နှုတ်ဆက်စကား
partisan	အုပ်စုတစ်စု၏
partisanship	partisanship
partition	partition ကို
partly	တစ်စိတ်တစ်ပိုင်း
partner	မိတ်ဖက်
partnership	ပူးပေါင်းဆောင်ရွက်ခြင်း
partridge	Partridge
parts	စိတျအပိုငျး
party	ပါတီ
pas	NO TRANSLATION
pass	Pass တ
passable	ဖြတ်သန်း
passage	လမ်းပေါက်
passageway	လမ်းကြောင်း
passe	NO TRANSLATION
passenger	ခရီးသည်
passim	NO TRANSLATION
passing	သွားတာ
passion	စှဲလနျးခွငျး
passionate	စိတ်ထွက်လွယ်သော
passive	မလှုပ်မရှားနေသော
passivity	လိုက်လျောညီထွေနေ
passkey	သော့တံ
passport	နိုင်ငံကူးလက်မှတ်
password	စကားဝှက်ကို
past	အတိတ်
pasta	ခေါက်ဆွဲ
paste	ငါးပိ
pastel	pastel
pastime	အပျြော
pastor	သိုးထိန်း
pastrami	pastrami
pastry	အချိုအချဉ်များ
pasture	စားကျက်
pasty	pasty
pat	ပုတ်လိုက်
patch	ဖါ
patchwork	စပ်ချုပ်ပညာ
pate	pate
patella	patella
patent	ပိုင်ဆိုင်ခွင့်လက်မှတ်
patented	မူပိုင်ခွင့်
paternal	ဖခင်နှင့်ဆိုင်သော
paternity	ဖခင်ဖြစ်ခြင်း၏အဖြစ်
path	လမ်းကြောင်း
pathetic	သနားစရာ
pathological	ရောဂါဗေဒ
pathologist	ရောဂါဗေဒပညာရှင်
pathology	ရောဂါဗေဒ
pathos	NO TRANSLATION
pathway	လမ်းကြောင်း
patience	သည်းခံခြင်း
patient	လူနာ
patio	လသာဆောင်
patriarch	ရှေးဘိုးဘေး
patriarchal	ကြီးစိုး
patrimony	patrimony
patriot	မျိုးချစ်စိတ်ရှိသူများ
patriotic	ပြည်ချစ်စိတ်ရှိသော
patriotism	မျိုးချစ်စိတ်
patrol	ကင်းထောက်
patrolman	patrolman
patron	နာယက
patronage	ပြည်ခိုင်ဖြိုး
patronising	patronizing
patronize	patronize
patronizing	patronizing
patter	အီတလီတို့
pattern	ပုံစံ
paucity	နည်းပါး
pauper	pauper
pause	ခေတ္တရပ်ဆိုင်း
pave	လမ်းခင်း
pavement	လမ်းဘေးလူသွားလမ်း
pavilion	တဲ
paving	လမ်းခင်း
paw	တိရစ်ာဆနျလကျ
pawn	ပေါင်
pawnshop	အပေါင်ဆိုင်
pax	pax
pay	အခပေး
payable	ပေးအပ်သော
payback	payback
paycheck	လစာ
payday	payday
payer	အခွန်ဆောင်သူ
payload	payload
payment	ငွေပေးချေမှု
payoff	အောင်မြင်သည်
payout	ပေးချေမှု
payphone	အများသုံးတယ်လီဖုန်း
payroll	အခစာရင်း
pea	စားတော်ပဲ
peace	ငြိမ်းချမ်းရေး
peaceable	သင့်တင့်
peaceful	ငြိမ်းချမ်းသော
peacefully	ငြိမ်းချမ်းစွာ
peacekeeper	ငြိမ်းချမ်းမှုထိန်းသိမ်းရေး
peaceofmind	NO TRANSLATION
peacetime	စစ်အေးကာလ
peach	မက်မွန်သီး
peachy	peachy
peacock	ဉဒေါင်း
peak	တောင်ထွတ်
peaked	အထွတ်အထိပ်သို့
peanut	မွေပဲ
peanuts	မြေပဲ
pear	သစ်တော်သီး
pearl	ပုလဲ
pearly	Pearly
peas	ပဲစေ့တွေဟာ
peasant	တောင်သူလယ်သမား
peat	သစ်ဆွေး
pebble	ကြောကျစရစျ
pecan	pecan
peck	Peck
pecker	pecker
peculiar	ပိုင်ထိုက်သော
peculiarities	ပိုင်ထိုက်သော
peculiarity	ပိုင်ထိုက်သော
peculiarly	peculiarly
pecuniary	pecuniary
pedal	ခွေနငျးခလုပျ
pedantic	pedantic
peddle	peddle
peddler	peddler
pedestal	အောက်ခံ
pedestrian	လမျးလြှောကျသှားသူ
pediatric	ကလေးအထူးကု
pediatrician	ကလေးအထူးကု
pediatrics	ကလေးအထူးကု
pedicure	ခြေသည်းအ
pedigree	pedigree
pedometer	pedometer
pedophile	pedophile
pee	pee
peek	peek
peekaboo	peekaboo
peel	အခွံ
peep	ပြူ
peeper	peeper
peephole	peephole
peer	သက်တူရွယ်တူ
peering	ဂုဏျရညျတူ
peerless	peerless
peeved	peeved
peg	ချိတ်
pegs	တံစို့
peice	NO TRANSLATION
pelagic	pelagic
pelican	ငှက်ကြီးစံပို
pellet	တောင့်
pelvic	တင်ပါးဆုံတွင်း
pelvis	တင်ဆုံ
pen	ကလောင်
penal	ပြစ်မှုဆိုင်ရာ
penalty	ပြစ်ဒဏ်
penance	penance
penchant	penchant
pencil	ခဲတံ
pendant	ဆွဲပြား
pendency	ကလေး၏တရားစွဲဆိုနေစဉ်
pendent	NO TRANSLATION
pending	လာမည့်
pendulum	ချိန်သီး
penetrate	ထိုးဖေါက်
penetrating	မထိုးဖောက်
penetration	ထိုးဖောက်မှု
penguin	ပင်ဂွင်ငှက်
penicillin	ပယ်နီစီလင်ဆေး
penile	penile
peninsula	ကျွန်းဆွယ်
penis	ယောကျ်ားအင်္ဂါဇါတ်
penitent	penitent
penitentiary	penitentiary
penmanship	penmanship
pennant	တံခွန်
penniless	စညျးစိမျဥစ်
penny	တစ်ပြားမှ
pension	ပင်စင်လခ
pensioner	ပင်စင်စား
pensive	pensive
pentagon	ပင်တဂွန်
pentagram	pentagram
penthouse	penthouse
penultimate	penultimate
people	လူထု
peopled	လူနေ
pep	Pep
pepper	ငရုတ်ကောင်း
peppermint	ပူဒီနာမျိုး
pepperoni	pepperoni
peppy	peppy
peptic	peptic
peptide	peptide
perceive	နားလည်
percent	ရာခိုင်နှုန်းကို
percentage	ရာခိုင်နှုန်း
percentile	ရာခိုင်နှုန်း
perceptible	သိမြင်နိုင်သော
perception	သဘောပေါက်ခြင်း
perceptive	နားလည်လွယ်သော
perch	ပုံမှန်အတိုင်း
perchance	perchance
percolation	percolation
percussion	ဒေသန္တရ
perdition	ဖျက်ဆီးခြင်း
peremptory	peremptory
perennial	နှစ်ရှည်
perfect	စုံလင်သော
perfection	စုံလင်ခြင်း
perfectionist	perfectionist
perfecto	NO TRANSLATION
perforated	ဖောက်ထား
perforation	ဖောက်ထား
perforce	perforce
perform	လုပ်ဆောင်
performance	စွမ်းဆောင်ရည်
performer	ပြုလုပ်သူ, ပါဝင်ကပြသူ
perfume	ရမှေး
perfumed	မွှေး
peri	အနီးအနား
peridot	peridot
peril	ဘေး
perilous	ဘေးအန်တရာယျနဲ့
perimeter	ပတ်လည်အတိုင်းအတာ
period	ကာလ
periodic	ကာလပတ်
periodical	စာစောင်
periodically	အခါအားလျော်စွာ
periodicity	PERIODICITY အချိန်တိုင်း
peripheral	အရံ
periphery	အစွန်အဖျား
periscope	periscope
perish	ဆုံးရှုံး
perishable	ပျက်စီး
perished	ပျောက်ပျက်
perishing	ကွယ်
perjury	မုသားသက်သေခံမှု
perk	အခွင့်အရေး
perky	perky
perm	Perm
permanence	မွဲ
permanent	အမြဲတမ်း
permeable	permeable
permeate	လှမျးမိုးပြံ့နှံ့
permeation	permeation
permissible	ခွင့်ပြုနိုင်သော
permission	အခွင့်
permissive	အလိုလို
permit	ခွင့်ပြု
permitted	ခွင့်ပြု
permitting	ခွင့်ပြု
permutation	permutation
pernicious	pernicious
peroxide	ပါအောက်ဆိုဒ်
perpendicular	perpendicular
perpetrate	ကျူးလွန်
perpetrator	ပြစ်မှုကျူးလွန်သူ
perpetual	အစဉ်အမြဲ
perpetually	အစဉ်စွဲ
perpetuate	ရှည်
perpetuation	တည်တံ့ခိုင်မြဲရေး
perpetuity	အစဉ်ပိုင်
perplexed	စိတ်မပျက်
perplexing	ရှငျးမလငျး
perplexity	မငြိမ်မသက်စိုးရိမ်ကြောင့်ကြ
persecute	ညှဉ်းပန်း
persecution	နှိပ်စက်ညှဉ်းပန်း
perseverance	ဇွဲ
persevere	စှဲမွဲ
persist	ကြံခံ
persistence	ဇှဲကောငျးခွငျး
persistent	ဇှဲကောငျးသော
persisting	မွဲ
person	လူ
persona	NO TRANSLATION
personable	လူ
personage	ပုဂ္ဂိုလ်
personal	ပုဂ္ဂိုလ်ရေး
personality	ပုဂ္ဂိုလ်
personification	ဂျ
personnel	အမှုထမ်းများ
persons	လူပုဂ္ဂိုလ်များ
perspective	ရှုထောင့်
perspiration	ခြှေး
persuade	သှေးဆောငျ
persuasion	သှေးဆောငျခွငျး
persuasive	သဘောကျအောင်လုပ်သော
pert	pert
pertinent	ဆိုင်တဲ့
perturbation	အထင်သည်တုန်လှုပ်မှုတည်း
pertussis	ကြက်ညှာချောင်းဆိုး
perusal	perusal
peruse	peruse
pervading	pervading
perverse	ကောက်သော
perversion	ဖောက်ပြန်တဲ့
pervert	မတရားသ
perverted	မတရားသ
pesky	ဒုက္ခပေးတတ်တဲ့
pessimism	အဆိုးမြင်
pessimist	အဆိုးမြင်
pessimistic	အဆိုးမြင်
pest	ကပ်ရောဂါ
pester	pester
pestilence	ကာလနာ
pestle	pestle
pesto	pesto
pet	ချစ်. ကစား
petal	ပွင့်လွှာ
petite	ကျစ်လျစ်သေးသွယ်
petition	လြှောကျထားခကျြ
petitioner	အသနားခံလွှာ
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	petrified
petrify	petrify
petrol	ဓါတ်ဆီ
petroleum	ရေနံ
petticoat	petticoat
petting	petting
petty	သေး
petulant	petulant
petunia	petunia
pew	ထိုင်စရာ
pewter	pewter
peyote	NO TRANSLATION
phalanx	phalanx
phantom	Phantom
pharaoh	ဖါရောဘုရငျ
pharmaceutical	ဆေးဝါး
pharmacist	ဆေးဝါးဆရာ
pharmacology	ဆေးဝါးဗေဒ
pharmacy	ဆေးတိုက်
phase	အဆင့်
pheasant	ရစ်ငှက်
phenomenal	ထူးခြားဆန်းပြားတဲ့
phenomenon	ဖြစ်ရပ်ဆန်း
pheromone	pheromones
phew	phew
phi	phi
philanthropic	ပရဟိတ
philanthropist	ပရဟိတ
philanthropy	ပရဟိတအလှူ
philistine	ဖိလိတ္တိလူ
philosopher	အတွေးအခေါ်ပညာရှင်
philosophic	ဒဿန
philosophical	ဒဿန
philosophy	အဘိဓမ္မာ
phlegm	ချွဲ
pho	Pho
phobia	phobia
phoenix	phoenix
phone	ဖုန်းကို
phonetic	အသံထွက်
phonetics	အသံထွက်ဆိုင်ရာပညာ
phonics	phonics
phonograph	ဓာတ်စက်
phonology	phonology
phony	အတု
phooey	phooey
phosphate	ဖော့စဖိတ်
phosphor	ဖော့စဖရပ်
phosphorus	ဖော့စဖောရက်
photo	ဓာတ်ပုံကို
photogenic	Photogenic
photograph	ဓါတ်ပုံ
photographer	ဓာတ်ပုံဆရာ
photographic	ဓာတ်ပုံပြပွဲ
photography	ဓာတ်ပုံ
photometry	photometry
photon	ဖိုတွန်
phrase	ထားသောစာပိုဒ်တိုများ
phraseology	phraseology
phylogeny	phylogeny
physical	ရုပ်ပိုင်းဆိုင်ရာ
physical therapist	ရုပ်ပိုင်းဆိုင်ရာကုထုံး
physician	ဆရာဝန်
physicist	ရူပဗေဒပညာရှင်
physics	ရူပေဗဒ
physiological	ဇီဝကမ္မ
physiology	ဇီဝြဖစ်စဉ်
physique	ကောင်
pi	ပိုင်
pianist	pianist
piano	စန္တယား
piazza	Piazza
piccolo	NO TRANSLATION
pick	ခူး
picked	ကောက်ယူ
picker	ရွေးသူ
picket	picket
picketing	picketing
pickle	ဆားစိမ်ရေ
pickled	ချဉ်
pickpocket	ခါးပိုကျနှိုကျ
pickup	ကောက်ကိုင်လိုက်သည်
picky	ဇီဇာ
picnic	ပျော်ပွဲစားထွက်ခြင်း
pictorial	လတ်
picture	ရုပ်ပုံ
pictures	ရုပ်ပုံများ
picturesque	ပါ
pie	ဌပနာမုံ့
piece	အပိုင်းအစ
piecemeal	piecemeal
pieceofshit	pieceofshit
pied	pied
pier	တံတားတိုက်ခံ
pierce	ဖေါက်ဝင်
piety	ဘာသာတရားကိုင်းရှိုင်း
pig	ဝက်
pigeon	ခို
piggy	piggy
piggyback	piggyback
pigheaded	pigheaded
piglet	piglet
pigment	ချယ်ဆေး
pigskin	pigskin
pigsty	pigsty
pike	ပိုက်
pile	သစ်ပုံ
piles	လိပ်ခေါင်း
pileup	pileup
pilgrim	ဘုရားဖူး
pilgrimage	ဘုရားဖူးသွားခြင်း
pill	ဆေးလုံး
pillage	လု ယူ.
pillar	မှတ်တိုင်
pillbox	pillbox
pillow	ခေါင်းအုံး
pillowcase	pillowcase
pilot	လေယာဉ်မှူး
pimp	ပြည့်တန်ဆာခေါင်း
pimple	ဝက်ခြံ
pin	တွယ်အပ်
pinball	Pinball
pinch	တဆိတ်စာ
pinching	pinching
pine	ထင်းရုးပင်
pineapple	နာနတ်သီး
ping	ping ရဲ့
pinhead	ပင်အပ်ထိပ်ဖျား
pinhole	ပေါက်ကိုဖောက်ပေးထားတယ်
pinion	တောင်တော်အမွေး
pink	ပန်းရောင်
pinkie	pinkie
pinnacle	အထွတ်အထိပ်
pinot	pinot
pinpoint	အတိအကျရှာရန်
pint	ပိုင့်
pinto	Pinto
pinup	ပိုစတာပုံကပ်ခြင်း
pioneer	ရှေ့ဆောင်
pious	ကိုင်းရှိုင်း
pip	PIP
pipe	ပြွန်
piped	piped
pipeline	ပိုက်လိုင်း
piper	Piper
pipette	pipette
piping	ပိုက်
pipsqueak	pipsqueak
pique	pique
piracy	ခိုးကူး
piranha	Piranha
pirate	ပင်လယ်ဓါးပြ
piscina	NO TRANSLATION
piss	piss
pissed	pissed
pissedoff	စိတ်ဆိုးသည်
pisser	NO TRANSLATION
pissesmeoff	pissesmeoff
pissingmeoff	pissingmeoff
pissoff	pissoff
pistachio	စိမ်းဝါနုရောင်
pistol	မြင်းစီးသေနတ်
piston	ပြွန်ကြပ်
pit	တွင်း
pita	pita
pitch	အစေး
pitcher	အိုး
pitchfork	ကောက်ဆွ
pitfall	ကြော့ကှငျးကို
pith	အူ
pithy	pithy
pitiful	သနားတတ်သော
pitted	ချွတ်ချွတ်
pitter	pitter
pituitary	pituitary
pity	သနားခြင်း
pivot	မဏ္ဍိုင်
pivotal	အဓိက
pix	Pix
pixie	pixie
pizza	ပီဇာ
pizzazz	pizzazz
pizzeria	ပီဇာဆိုင်ကို
placard	စာတန်းများချိတ်ဆွဲထားသည်
place	နေရာ
placebo	ရလဒ်များအရအိပ်ယာ
placement	နေရာချထား
placenta	အချင်း
placid	placid
placket	placket
plagiarism	plagiarism
plague	ကပ်ရောဂါ
plaid	plaid
plain	လွင်ပြင်
plainclothes	plainclothes
plaintiff	တရားလို
plaintive	plaintive
plan	စီမံကိန်း
plane	လေယာဉ်
planes	လေယာဉ်
planet	ဂြိုဟ်
planetarium	planetarium
planetary	ဂြိုဟ်
planets	ဂြိုလ်
plank	ပျဉ်
plankton	ရေမျော
planned	စီစဉ်ထား
planner	စီမံ
planning	စီမံကိန်းရေးဆွဲခြင်း
plant	စက်ရုံ
plantation	စိုက်ခင်း
planter	စိုက်ပျိုး
planting	စပါးစိုက်ပျိုးချိန်
plaque	plaque
plasma	ပလာစမာ
plaster	သရွက်
plastic	ပလပ်စတစ်
plasticity	plasticity
plat	plat
plate	ပန်းကန်
plateau	ကုန်းပြင်မြင့်
plated	ချထားတဲ့
platform	ပလက်ဖောင်း
plating	plating
platinum	ပလက်တီနမ်
platonic	ပလေတို
platoon	တပ်စုတစ်စု
platter	လင်ပန်း
plaudit	NO TRANSLATION
plausibility	ယုတ္တိတန်သည်ဟုဆိုရမည်
plausible	ယုတ္တိတန်သည်ဟုဆိုရမည်
play	ကစား
playa	playa
playback	ပြန်ဖွင့်
playbook	Playbook
playboy	ပလေးဘွိုင်
player	ကစားသူ
playful	ပျြောတတျသော
playground	ကစားကွင်း
playhouse	playhouse
playmate	ကစားဖော်
playoff	သရေကျနေသည်ကိုအဆုံးအဖြတ်ပေးမည့်ပွဲ
playpen	playpen
playroom	ကစားခန်း
plaything	plaything
playtime	playtime
playwright	ပြဇာတ်ရေးဆရာ
plaza	Plaza
plea	အသနားခံ
plead	လြှောကျထား
pleasant	သာယာသော
pleased	ကျေနပ်
pleasing	သာယာဝပွောသော
pleasurable	ပျြောမှေ့စ
pleasure	အပျြောအပါး
pleasures	အပျော်အပါး
pleat	pleat
pleated	pleated
pledge	ကတိ
pledged	ကတိပြု
plenary	မျက်နှာစုံညီ
plentiful	ပေါများသော
plenty	ပဒေသာ
plenum	plenum
plethora	ကြီးထွားလာတယ်ဆိုတာသိနိုင်ပါတယ်
plexus	plexus
pliable	pliable
plication	plication
pliers	သံနှုတ်
plight	ဆင်းရဲဒုက္ခ
plinth	plinth
plodding	plodding
plop	plop
plot	မွေကှကျ
plough	တယ်ထိုး
ploughed	ထွန်
plover	plover
plow	တယ်ထိုး
plowed	ထွန်
plowing	လယ်ထွန်
ploy	ploy
pluck	ခူး
plucky	plucky
plug	ပလပ်ဂ်
plum	ဇီးသီး
plumage	အမွေးအတောင်
plumb	မှန်ထုပ်
plumber	ရေပြွန်တပ်ဆင်သူ
plumbing	ပိုက်
plume	ထွက်လာသည့်အပူရှိန်
plummet	မှန်ထုပ်
plump	ဆူဖြိုး
plumper	plumper
plunder	လုယူသောဥစ္စာ
plunge	ကျဆင်း
plunger	plunger
plural	များသော
plurality	ဗဟု
plush	plush
plutonium	plutonium
ply	သက်တမ်းထပ်တိုး
plywood	အထပ်သား
pneumatic	pneumatic
pneumonia	အဆုတ်ရောင်နာ
poacher	တရားမဝင်ကျားဖမ်း
poachers	တရားမဝင်ကျားဖမ်း
poaching	မဲခိုး
pocket	အိတ်
pocketbook	pocketbook
pocketful	အိတ်ကပ်
pod	NO TRANSLATION
podium	စင်မြင့်
poem	ကဗျာ
poems	ကဗျာ
poet	ကဗျာဆရာ
poetic	ကဗြာဆနျ
poetical	ကဗြာဆနျ
poetics	ကဗြာဆနျ
poetry	ကဗျာ
pogo	တော့ Pogo
poignant	ဖှယျ
point	အမှတ်
pointedly	ဤသို့တိုကျရိုကျ
pointer	pointer
pointless	မချွန်သော
pointy	pointy
poise	တားမြစ်မှုခံရ
poison	အဆိပ်
poisoned	အဆိပ်သင့်
poisoning	အဆိပ်ခတ်ခြင်း
poisonous	အဆိပ်အတောက်ဖြစ်သော
poke	ထိုး
poker	ဖဲချပ်ဝေ
pokes	ထိုး
polar	ဝင်ရိုးစွန်း
polarity	polarity က
pole	မြော
polemic	polemic
police	ရဲတပ်ဖွဲ့
police officer	ရဲအရာရှိ
policeman	ရဲသား
policewoman	ရဲသူ
