Word	ta
imperfection	அபூரணமும்
imperfectly	குறைபாட்டோடுயிருந்தாலும்
imperial	ஏகாதிபத்திய
imperialist	NO TRANSLATION
impermeable	புகாத
impermissible	அனுமதிக்கப்படாத
impersonal	அப்பாற்பட்ட
impersonate	ஆள்மாறாட்டம்
impersonation	ஆள்மாறாட்டம்
impersonator	வேறு வலையமைப்பில்
impertinence	தொல்லை
impertinent	மரியாதையற்ற
impervious	பாதிக்கப்படாதவர்
impetuous	மூர்க்கமான
impetus	உத்வேகம்
implacable	சமரசமற்ற
implant	உள்வைப்பு
implantation	பதிய
implanted	பொருத்தப்பட
implement	செயல்படுத்த
implicate	பாதிப்பைக்
implicated	ஈடுபடுவதாக
implication	இது சம்பந்தமாக
implied	சட்டப்பூர்வமாக
implore	மன்றாடுகின்றனர்
implosion	உள்வெடிப்பைத்
imply	வெளிப்படுத்தாது
impolite	இழி
import	இறக்குமதி
importance	முக்கியத்துவம்
important	முக்கியமான
importation	இறக்குமதி
impose	திணிக்க
imposing	விதிப்பது
imposition	சுமத்துவதற்கு
impossibility	சாத்தியமற்றது என்பதை அடிப்படையாகக்
impossible	சாத்தியமற்றது
impostor	ஆள்மாறாட்ட
impotence	ஆண்மையின்மை
impotent	ஆண்மையற்றதாக
impound	கைப்பற்று கிடங்கில்
impoverished	வறிய
impracticable	நடைமுறைக்காகாத
impractical	சாத்தியமற்றதாக
impregnable	அசைந்து கொடுக்காத
impregnate	கருவுற
impress	ஈர்க்க
impressed	ஈர்க்கப்பட்டார்
impression	உணர்வை
impressionable	எளிதில்
impressive	ஈர்க்கக்கூடிய
imprint	முத்திரையில்
imprison	சிறையிலிடுவதற்கு
imprisoned	சிறையில்
imprisonment	சிறை
improbable	சாத்தியமற்றதாக
impromptu	அவசர
improper	முறையற்ற
impropriety	சரியில்லாமை
improve	மேம்படுத்த
improved	மேம்படுத்தலாம்
improvement	முன்னேற்றம்
improves	அதிகரிக்கிறது
improving	மேம்படுத்த
improvisation	மேம்பாடு
improvise	கையிலுள்ள
improvised	இயற்றும்
imprudent	முன்னாய்வற்ற
impudence	அகம்பாவம்
impudent	ஆணவமான
impulse	உந்துவிசை
impulsive	மனக்கிளர்ச்சி
impunity	தண்டனைகளிலிருந்து
impure	தூய்மையல்லாத
impurity	மாசு
imputation	பொறுப்பேற்கும்
imtryingtosleep	NO TRANSLATION
inability	இயலாமை
inaccessible	அணுக
inaccurate	தவறான
inaction	செயலற்று
inactivate	செயல்படவிடாமல்
inactivation	செயலிழக்க
inactive	செயலற்று
inactivity	செயல்படாமல்
inadequacy	போதாமை
inadequate	போதிய
inadequateness	inadequateness
inadmissible	ஏற்பு மறுப்பை
inadvertent	கவனக்குறைவுடன்
inadvertently	கவனக்குறைவாக
inaffable	NO TRANSLATION
inalienable	மாற்றித்தர இயலாத
inane	முட்டாள்தனமான
inanimate	உயிரற்ற
inapplicable	பொருந்தாதவை
inappropriate	பொருத்தமற்ற
inattention	கவனமின்மை
inaudible	காதால் கேட்க முடியாத
inaugural	தொடக்க
inaugurate	திறந்துவைக்க
inauguration	திறப்புவிழா
inborn	உடன்பிறந்த
inbound	பிணைப்பிலுள்ள
inbred	உடன் பிறந்த
incalculable	கணித்தற்கரிய
incandescent	ஒளிர்வு
incantation	மந்திரத்தின்
incapable	திறனற்று
incapacity	இயலாமை
incarceration	சிறைவைப்பு
incarnate	அதுவே
incase	ஒரு வேளை
incendiary	தீமூட்டும்
incense	தூப
incensed	சினம்கொண்டுள்ளனர்
incentive	ஊக்க
inception	தொடக்கத்தில்
incessant	இடையறாத
incessantly	இடைவிடாது
incest	கூடா
incestuous	முறையற்ற
inch	அங்குலம்
incidence	நிகழ்வு
incident	சம்பவம்
incidental	இடை
incidentally	தற்செயலாக
incineration	எரித்து சாம்பலாக்க
incinerator	சாம்பலாக்கிகளில்
incipient	எல்லை இல்லா
incision	கீறல்
incisive	நறுக்குத்தெறிக்கும்
incite	தூண்டிவிடுதல்
incitement	தூண்டுதல்
inclement	கொந்தளிப்பான
inclination	சாய்வு
incline	சாய்
inclined	பாராட்டுவதில்லை
include	சேர்க்கிறது
included	சேர்க்கப்பட்டுள்ளது
including	இவர்களும்
inclusion	சேர்ப்பதற்காக
inclusive	உள்ளடக்கிய
incognito	மறைநிலை
incoherent	ஒத்திசைவற்றது
income	வருமானம்
incoming	வருகை
incomparable	ஒப்பிட
incompatible	இணக்கமற்ற
incompetence	திறமையின்மை
incompetent	தகுதியின்மை
incomplete	முழுமையற்ற
incompletely	அரைகுறையாக
incompleteness	முற்றுப்பெறாத
incomprehensible	புரியாது
inconceivable	பேசலாம்
inconclusive	தெளிவற்றது
incongruous	பொருத்தமற்ற
inconsequential	அற்ற
inconsiderate	பிறர்
inconsistency	முரண்பாடு
inconsistent	சீரற்ற
inconspicuous	தெளிவில்லாத
incontinence	அடங்காமை
inconvenience	சிரமத்திற்கு
inconvenient	சிரமமாக
incorporate	இணைத்துக்கொள்ள
incorporation	இணைத்தது
incorrect	தவறான
incorrigible	மாற்றமுடியாத
increase	அதிகரி
increased	அதிகரித்த
incredible	நம்பமுடியாத
incredulous	நம்பாத
increment	அதிகரிப்பு
incriminate	குற்றவாளியாக்க
incriminating	குற்றத்தை சுட்டிக்காட்டுகின்ற
incrimination	சாட்சியத்தைக் கூறத்தேவையில்லை
incubation	அடைகாக்கும்
incubator	காப்பகத்தில்
incubus	இன்குபஸ்
incumbent	பதவியில்
incur	நேர்வதில்லை
incurable	குணப்படுத்த முடியாத
incursion	ஊடுருவல்
indebted	கடன்
indecency	அநாகரீகம்
indecent	அநாகரீகமான
indecision	இருமனம்
indecisive	சந்தேகமான
indefensible	சமாதானம்
indefinite	காலவரையற்ற
indelible	அழிக்கமுடியாத
indemnification	ஆள்மாறாட்ட
indemnify	இழப்பீடுகளுக்கு
indemnity	இழப்பெதிர்காப்புப்
indent	உள்தள்ளலைக்
indentation	உள்தள்ளலை
indenture	நிபந்தனைகளுடன் கூடிய
independence	சுதந்திரம்
independent	சுயாதீன
indescribable	விவரிக்க முடியாத
indestructible	அழிக்கமுடியாத
indeterminate	விடைகாணா
index	குறியீட்டு
indicate	குறிப்பிடுகின்றன
indicating	குறிக்கும்
indication	அறிகுறி
indicative	அறிகுறியாக
indicator	காட்டி
indice	NO TRANSLATION
indict	குற்றப்பத்திரிக்கை தாக்கல்
indictment	குற்றச்சாட்டு
indie	இண்டி
indifference	அலட்சியம்
indifferent	அலட்சிய
indigenous	உள்நாட்டு
indigent	ஏழைகளுக்கு
indigestion	அஜீரணம்
indignant	கோபித்து
indignation	கோபத்தை
indignity	அபச்சாரம்
indigo	இண்டிகோ
indirect	மறைமுக
indiscreet	யோசனையின்றி
indiscretion	விவேகமற்ற
indispensable	தவிர்க்க முடியாத
indisposed	தேகாரோக்கியமில்லாத
indistinct	தெளிவில்லாத
indistinguishable	பிரித்தறிய முடியாத
individual	தனிப்பட்ட
individuality	தனித்துவம்
indivisible	பிரிக்கப்படவியலாதது
indoctrination	போதனைகளுக்கு
indolent	சுறுசுறுப்பற்ற
indomitable	வெல்லமுடியாத
indoor	உட்புற
induce	தூண்ட
induced	தூண்டப்பட்ட
inducement	தூண்டுதல்
induction	தூண்டல்
indulge	ஈடுபடுதல்
indulgence	நுகர்வு
indulgent	இடம்கொடுத்து
industrial	தொழில்துறை
industrialist	தொழிலதிபர்
industrious	தொழில் அதிபராக
industry	தொழில்
ineffable	வருணிக்கவியலாத
ineffective	பயனற்ற
ineffectual	பலனற்ற
inefficiency	திறமையின்மை
inefficient	திறனற்ற
inelastic	நெகிழ்வற்ற
ineligible	தகுதியில்லை
inept	திறமையற்றவர்களாய்
ineptitude	மடத்தனமான
inequality	சமத்துவமின்மை
inequitable	நியாயமற்ற
inert	மந்த
inertia	நிலைமம்
inevitable	தவிர்க்க முடியாத
inexact	தெளிவற்ற
inexcusable	மன்னிக்கக்கூடாத
inexhaustible	வற்றாத
inexpensive	மலிவான
inexperience	அனுபவமின்மை
inexperienced	அனுபவமற்ற
inexplicable	விவரிக்கவொண்ணாத
inexpressible	வெளிப்படுத்த முடியாத
infallibility	தவறிழைக்காததன்மை
infallible	தவறிழைக்காத
infamous	பிரபலமற்ற
infamy	அபகீர்த்தி
infancy	குழந்தை பருவத்திலேயே
infant	குழந்தை
infanticide	சிசுக்கொலை
infantile	குழந்தைக்குரிய
infantry	காலாட்படை
infarct	இன்ஃபார்க்ட்
infatuated	மோகம்
infatuation	மோகம்
infeasible	சாத்தியமல்ல
infect	பாதிப்பை
infection	தொற்று
infectious	தொற்று
infer	ஊகி
inference	அனுமானம்
inferential	அனுமான
inferior	தாழ்வான
inferiority	தாழ்வு
infernal	நரக
inferno	நரகம்
infertile	கர்ப்பம் தரிக்க
infertility	மலட்டுத்தன்மையை
infestation	தொற்று
infidel	நாஸ்திகன்
infidelity	துரோகத்தின்
infield	டெண்டுல்கர் பிட்சில்
infiltrate	ஊடுருவ
infiltration	ஊடுருவலை
infinite	எல்லையற்ற
infinitely	எண்ணற்ற
infinitesimal	எல்லைமிகுந்த
infinity	முடிவிலி
infirm	பலவீனமான
infirmary	மருத்துவமனையில்
infirmity	பலவீனத்தைத்
inflammation	வீக்கம்
inflammatory	அழற்சி
inflatable	ஊதப்பட்ட
inflate	உயர்த்துவதற்காக
inflated	பணவீக்கம்
inflation	வீக்கம்
inflection	மாறுதல்
inflict	ஏற்படுத்துவதற்கு
infliction	ஏற்படுத்தும்
inflorescence	மஞ்சரி
influence	செல்வாக்கு
influential	செல்வாக்கு
influenza	இன்ஃப்ளூயன்ஸா
influx	உட்புகுதல்
info	தகவல்
infomercial	தகவல் விளம்பரங்கள்
inform	தெரிவிக்க
informal	முறைசாரா
informant	தகவல்
information	தகவல்
informative	தகவல்
informed	தகவல்
informer	தகவல்
infraction	உடையாமுறிவு
infrared	அகச்சிவப்பு
infrastructure	உள்கட்டமைப்பு
infrequent	இடைக்கிடை
infrequently	எப்போதாவது
infringement	மீறல்
infuriate	கோபமூட்டு
infuriated	இதனால் ஆத்திரமடைந்த
infuriates	கொதிப்படையச்
infuriating	ஆத்திரமூட்டுகிறது
infuse	உட்செலுத்த
infused	வியாபிக்க
infuser	infuser
infusion	உட்செலுத்துதல்
ingenious	தனித்துவமான
ingenuity	புத்தி கூர்மை
ingest	உட்கொள்ள
ingestion	உட்கொள்வதால்
ingot	இங்காட்
ingrained	வேரூன்றியிருக்கும்
ingrate	நன்றி கெட்ட மனிதன்
ingredient	மூலப்பொருள்
ingress	உட்செல்வதை
inhabit	வசிப்பதாக
inhabitant	வசிப்பிடத்தை
inhabited	வசித்து
inhabiting	கைக்கொள்ளும்
inhalation	உள்ளிழுக்கும்
inhale	உள்ளிழுக்க
inhaler	இன்ஹேலர்
inherent	உள்ளார்ந்த
inherit	மரபுரிமையாக
inheritance	பரம்பரை
inhibit	தடுக்கும்
inhibition	தடுப்பு
inhibitor	மட்டுப்படுத்தி
inhospitable	தரிசாகி
inhuman	மனிதத்தன்மையற்ற
inhumane	மனிதாபிமானமற்ற
inhumanity	மனிதாபிமானமற்ற
inimaginable	NO TRANSLATION
inimical	பகையானவராக
inimitable	பார்த்துப் பின்பற்ற
iniquity	அநீதி
initial	ஆரம்ப
initiate	தொடங்க
initiated	ஆரம்பிக்கப்பட்ட
initiation	தொடங்கப்படுவதற்கு
initiative	முயற்சி
inject	புகுத்த
injection	ஊசி
injunction	உத்தரவு
injure	காயப்படுத்தும்
injured	காயம்
injuring	காயம்
injurious	காயப்படுத்திக் கொள்ளும்
injury	காயம்
injustice	அநீதி
ink	மை
inkling	அறிகுறி
inland	உள்நாட்டு
inlay	இழைகள்
inlet	நுழைவாயில்
inmate	சிறைத்தோழர்
inn	ஹோட்டலுக்குள்
innards	செல்லரிக்கின்ற
innate	உள்ளார்ந்த
inner	உள்
innermost	உட்புறமான
innerpeace	NO TRANSLATION
inning	இன்னிங்
innings	இன்னிங்ஸ்
innkeeper	சத்திரக்காரனிடம்
innocence	குற்றமற்ற
innocent	அப்பாவி
innocently	அப்பாவித்தனமாக
innocuous	தீங்கற்ற
innovate	புதுமையைப்
innovation	கண்டுபிடிப்பு
innovative	புதுமையான
innuendo	அவமதிப்பாக
innumerable	கணக்கில்லாத
inoculation	தடுப்பூசியாக
inoperable	அறுவை சிகிச்சை செய்ய இயலாத
inoperative	செயலற்றுள்ளது
inordinate	மட்டுமீறிய
inorganic	கனிம
input	உள்ளீடு
inquest	புலன்விசாரணையில்
inquire	விசாரிக்க
inquirer	கேள்வி
inquiring	விசாரிக்க
inquiry	விசாரணை
inquisitive	தவறாக
inquisitor	புலன் விசாரணை அதிகாரியாக
insane	பைத்தியம்
insanity	பைத்தியத்தின்
insatiable	திருப்திப்படுத்தப்படாத
inscription	கல்வெட்டு
inscrutable	புரிந்து கொள்ளக்
insect	பூச்சி
insecticide	பூச்சிக்கொல்லி
insecure	பாதுகாப்பற்ற
insecurity	பாதுகாப்பின்மை
insemination	கருவூட்டல்
insensitive	உணர்ச்சியற்றதாகவும்
inseparable	பிரிக்க
insert	நுழைக்க
inserted	செருகிய
insertion	செருகும்
inside	உள்ளே
insider	உள்
insidious	நயவஞ்சக
insight	நுண்ணறிவால்
insightful	புத்திசாதுர்யமான
insignia	முத்திரை
insignificance	முக்கியமற்ற
insignificant	முக்கியமற்ற
insinuate	உதறிவிடுகிறது
insipid	சுவையற்ற
insist	வலியுறுத்துகின்றனர்
insistence	வலியுறுத்தல்
insistent	வற்புறுத்தினர்
insists	வலியுறுத்துகிறது
insolence	தடுக்கு
insolent	ஆணவம் பிடித்த
insoluble	கரையாத
insolvency	நொடித்துப்
insolvent	திவாலான
insomnia	தூக்கமின்மை
insomniac	உறக்கமற்றவர்
inspect	ஆய்வு
inspection	ஆய்வு
inspector	இன்ஸ்பெக்டர்
inspiration	உத்வேகம்
inspirational	உணர்ச்சிமயமான
inspire	ஊக்குவிக்கும்
inspired	ஈர்க்கப்பட்டு
instability	ஸ்திரமின்மை
install	நிறுவ
installation	நிறுவல்
installment	தவணை
instance	உதாரணமாக
instant	உடனடி
instantaneous	உடனடியாக
instantaneously	உடனடியாக
instigate	தூண்ட
instigation	தூண்டுதலினால்
instill	வலிமைகளையும்
instinct	உள்ளுணர்வு
instinctive	உள்ளுணர்வு
institute	நிறுவனம்
institution	நிறுவனம்
instruct	அறிவுறுத்தப்படும்
instructed	அறிவுறுத்தினார்
instruction	அறிவுறுத்தல்
instructional	வழிகாட்டும்
instructions	அறிவுறுத்தல்கள்
instructive	போதனையை
instructor	பயிற்றுவிப்பாளராக
instrument	கருவி
instrumental	கருவியாக
instrumentalist	வாத்திய இசைக் கலைஞர்
instrumentality	கருவியாகும்
insubordination	கீழ்ப்படியாமை
insufferable	அவதியற்றுக்
insufficiency	பற்றாக்குறை
insufficient	போதிய
insufficiently	போதுமான
insular	தனிமைப்பட்ட
insulate	காப்பிடு
insulated	தனிமைப்பட்ட
insulation	காப்பு
insulin	இன்சுலின்
insult	அவமானம்
insulting	அவமதிக்கும்
insurance	காப்பீடு
insure	காப்பீடு
insurgent	கிளர்ச்சிக்
insurmountable	ஜயிக்க
insurrection	கிளர்ச்சியைப்
intact	அப்படியே
intake	உட்கொள்ளும்
intangible	தொட்டறியமுடியாத
integer	முழு
integral	ஒருங்கிணைந்த
integrate	ஒருங்கிணைக்க
integration	ஒருங்கிணைப்பு
integrity	நேர்மை
intellect	அறிவு
intellectual	அறிவுசார்
intelligence	உளவுத்துறை
intelligent	புத்திசாலி
intelligibility	அறிவுபூர்வமாக
intelligible	தெளிவான
intend	திட்டமிட்டுள்ளீர்கள்
intended	நோக்கம்
intending	உத்தேசித்திருந்த
intense	தீவிர
intensely	தீவிர
intensify	தீவிரப்படுத்தும்
intensity	தீவிரம்
intensive	தீவிர
intent	நோக்கம்
intention	எண்ணம்
intentional	வேண்டுமென்றே
intentionally	வேண்டுமென்றே
inter	இடையேயான
interact	தொடர்பு
interaction	தொடர்பு
interactive	ஊடாடும்
intercede	பரிந்து
intercept	இடைமறிப்பு
interception	இடைமறிப்பு
intercession	பரிந்துரை
interchange	பரிமாற்றம்
interchangeable	பரஸ்பரம்
interchanged	பரிமாற்றம்
intercom	இண்டர்காம்
intercourse	உடலுறவு
interdependence	இணைச்சார்புகளைப்
interdependent	சார்புடையவை
interdiction	தடை
interest	ஆர்வம்
interested	ஆர்வம்
interesting	சுவாரஸ்யமான
interface	இடைமுகம்
interfere	தலையிட
interference	குறுக்கீடு
interferometer	இன்டர்ஃபெரோமீட்டர்
intergalactic	உலகளாவிய
interim	இடைக்கால
interior	உள்துறை
interject	இடையில் கூறு
interlocutory	interlocutory
interlude	இடைவேளையை
intermediary	இடைத்தரகர்
intermediate	இடைநிலை
interment	புதைத்தல்
interminable	ஓயாத
intermission	இடைவேளை
intermittent	இடைப்பட்ட
intern	பயிற்சி
internal	உள்
internally	உள்நாட்டில்
international	சர்வதேச
internet	இணைய
internship	இன்டர்ன்ஷிப்
interoffice	உள் அலுவலகக்
interpolate	இடைச்செருக
interpolation	இடைச்செருகல்
interpret	விளக்குவது
interpretation	விளக்கம்
interpreter	மொழிப்பெயர்ப்பாளர்
interpretive	உட்பொருள்
interrelated	ஒன்றோடொன்று
interrogate	வினவும்
interrogation	விசாரணை
interrupt	குறுக்கிட
interrupted	தடங்கல்
interrupting	வெட்டிவிட்டு
interruption	குறுக்கீடு
interrupts	குறுக்கீடுகளை
intersect	சந்திக்கின்றன
intersection	வெட்டும்
interstate	மாநிலங்களுக்கு
interstellar	உடுக்களிடையே
interstitial	திரைக்கு
interval	இடைவெளி
intervene	தலையீடு
intervening	இடைப்பட்ட
intervention	தலையீடு
interview	பேட்டியில்
interviewer	நேர்காணல்
interworking	interworking
intestate	க
intestinal	குடல்
intestine	குடல்
intestines	குடல்
intimacy	நெருக்கம்
intimate	நெருக்கமான
intimately	நெருக்கமாகத்
intimation	அறிவிப்பு
intimidate	அச்சுறுத்தும்
intimidated	மிரட்டப்பட்டது
intimidating	மிரட்டுதல்
intimidation	மிரட்டல்
intolerable	தாங்க முடியாத
intolerance	வெறுப்பின்
intolerant	சகிப்புத்தன்மை
intonation	பேச்சானது
intoxicated	மயக்க நிலைக்கு ஆளாகிறார்கள்
intoxicating	போதையேற்றுபவையாகும்
intoxication	போதை
intracranial	மண்டையோட்டுக்குள்ளான
intractable	இயலாத
intramural	சார்பான
intravenous	நரம்பு வழி
intrepid	துணிச்சலான
intricate	சிக்கலான
intrigue	சூழ்ச்சியை
intriguing	புதிரான
intrinsic	உள்ளார்ந்த
intrinsically	உள்ளார்ந்த
intro	அறிமுக
introduce	அறிமுகப்படுத்த
introduction	அறிமுகம்
introductory	அறிமுக
introspection	சுயபரிசோதனை
introspective	உள்
intrude	கூப்பிடாமல்
intruder	ஆகாத
intrusion	ஊடுருவல்
intrusive	ஊடுருவும்
intubation	செருகல்
intuition	உள்ளுணர்வு
intuitive	உள்ளுணர்வு
intuitively	உள்ளுணர்வுடன்
inundation	மூழ்கடித்தலை
invade	படையெடுத்து
invader	ஊடுருவும்
invalid	தவறான
invalidate	நீக்கம்
invalidation	செல்லாததாக்கிய
invalidity	செல்லுபடியாகாததன்
invaluable	விலைமதிப்பற்ற
invariably	எப்போதும்
invasion	படையெடுப்பு
invasive	துளையிடும்
invent	கண்டுபிடித்தல்
invention	கண்டுபிடிப்பு
inventive	கண்டுபிடிப்பு
inventor	கண்டுபிடிப்பாளர்
inventory	சரக்கு
inverse	தலைகீழ்
inversely	தலைகீழாகவும்
inversion	தலைகீழ்
invert	தலைகீழ்
inverted	தலைகீழான
invest	முதலீடு
investigate	விசாரணை
investigation	விசாரணை
investigative	புலனாய்வு
investigator	புலன்விசாரணை
investment	முதலீட்டு
investor	முதலீட்டாளர்
invidious	பெருமையூட்டக்கூடிய
invigorate	ஊக்குவிக்கும்
invincible	வெல்ல முடியாத
invisibility	மாயமாக
invisible	கண்ணுக்கு தெரியாத
invitation	அழைப்பை
invite	அழைக்க
inviting	அழைப்பு
invocation	பிரார்த்தனையுடன்
invoice	விலைப்பட்டியல்
invoke	செயலாக்க
involuntary	விருப்பமின்றி
involution	சிக்க வைத்தல்
involve	உள்ளடக்கியது
involvement	ஈடுபாடு
invulnerable	பாதிப்படையவில்லை
inwards	உட்புறமாக
iodine	அயோடின்
ion	அயன்
iota	சிறிதளவும்
irate	கடுங்கோபத்துடன்
ire	NO TRANSLATION
iridescent	மாறுபட்ட
iris	கருவிழிப் படலம்
irked	தனக்கு
irks	irks
iron	இரும்பு
ironclad	இரும்புக் கவசம்
ironic	முரண்
irons	மண் இரும்புகள்
irony	முரண்
irradiation	கதிர்வீச்சு
irrational	பகுத்தறிவற்ற
irrationality	பகுத்தறிவின்மையின்
irreconcilable	சரிசெய்ய முடியாத
irreducible	சீரற்றவை
irrefutable	மறுக்க இயலாத
irregular	ஒழுங்கற்ற
irregularity	முறையற்ற
irregularly	ஒழுங்கற்ற
irrelevant	பொருத்தமற்ற
irreparable	சீர்படுத்த முடியாத
irreplaceable	இயலாமலும்
irrepressible	கட்டுப்படுத்த முடியாத
irresistible	தவிர்க்கமுடியாதது
irrespective	எதுவாக
irresponsible	பொறுப்பற்ற
irreverent	பொருத்தமற்ற
irreversible	மாற்றமுடியாத
irrevocable	மாற்ற இயலாத
irrigate	பாசனத்திற்கு
irrigation	பாசன
irritability	எரிச்சல்
irritable	எரிச்சல்
irritate	எரிச்சல்
irritated	எரிச்சலடைந்துவிடுகிறேன்
irritates	எரிச்சல்
irritating	எரிச்சலை
irritation	எரிச்சல்
island	தீவின்
isle	தீவு
islet	ஐலண்ட்
isolate	தனிமைப்படுத்த
isolated	தனிமைப்படுத்தப்பட்ட
isolation	தனிமை
isomorphism	ஓரினச்சார்பு
isothermal	சமவெப்ப
isotope	ஐசோடோப்பு
issue	பிரச்சினை
itch	நமைச்சல்
itching	அரிப்பு
itchy	அரிக்கும்
item	உருப்படியை
itemize	வகைப்படுத்து
items	பொருட்களை
iterate	கூறு
iteration	ஹீரோக்களின்
iterative	மறுசெய்கையுடைய
itinerant	நாடோடி
itinerary	பயணத்
ivory	யானை தந்தம்
jab	ஜப்
jabber	உளறு
jack	ஜாக்
jackal	குள்ளநரி
jackass	ஜேக்கஸ்
jacket	ஜாக்கெட்
jackhammer	ஜாக்ஹாம்மர்
jackpot	பரிசு
jackrabbit	jackrabbit
jacks	ஜாக்ஸ்
jade	ஜேட்
jaded	பிரபலத்திற்காக
jag	NO TRANSLATION
jagged	துண்டிக்கப்பட்ட
jaguar	ஜாகுவார்
jail	சிறையில்
jailbird	சிறையில் இருப்பவர்
jailbreak	கண்டுவருகின்றனர்
jailer	சிறைக்காவலர்
jailhouse	சிறைச்சாலை
jalopy	பழைய ஊர்தி
jam	ஜாம்
jamboree	மகிழ்ச்சிக் கூட்டம்
jammed	திறக்கமுடியவில்லை
jammer	நெருக்குதல்
janitor	வாயிற்காவலர்
janitorial	கட்டிட பராமரிப்பு
japan	ஜப்பான்
jar	ஜாடி
jargon	வாசகங்கள்
jarhead	jarhead
jarring	jarring
jasmine	மல்லிகை
jasper	ஜாஸ்பர்
jaundice	மஞ்சள் காமாலை
jaunt	நிகழ்ச்சியில் பங்கேற்றதால்
java	ஜாவா
javelin	ஈட்டியை
jaw	தாடை
jawbone	தாடை
jaws	தாடைகள்
jay	ஜே
jazz	ஜாஸ்
jazzy	கவர்ச்சியாக
jealous	பொறாமை
jealousy	பொறாமை
jean	Jean
jeans	ஜீன்ஸ்
jeep	ஜீப்
jeering	ஊளையிட்டது
jelly	ஜெல்லி
jellybean	ஜெல்லி பீன்
jellyfish	ஜெல்லிமீன்
jenny	ஜென்னி
jeopardize	பாதிக்க
jeopardy	ஜியோபார்டியில்
jerk	முட்டாள்
jerks	குலுக்குதல்
jerky	செயற்கைகோள்
jersey	ஜெர்சி
jest	NO TRANSLATION
jester	வேடிக்கை செய்பவன்
jesus	கிறிஸ்தவ சமயத்தை தோற்றுவித்தவர்
jet	ஜெட்
jetty	படகுத்துறை
jewel	நகை
jeweler	நகைக்கடைக்கு
jewelry	நகை
jib	அபாய
jiff	NO TRANSLATION
jiffy	கூடியவிரைவில்
jig	வழியுறுதித்
jiggle	நெளிந்தாடு
jigsaw	திகைப்பளி
jihad	ஜிகாத்
jimmy	ஜிம்மி
jingle	ஜிங்கள்
jinx	தீய செய்தி கொண்டு வருபவர்
jitters	நடுக்கங்கள்
jittery	நிலைகுலைந்துள்ள
jive	ஜிவ்
job	வேலை
jobinterview	NO TRANSLATION
jock	ஜாக்
jockey	தொகுப்பாளராக
jockstrap	jockstrap
jog	ஓடுவது
jogger	ஜோக்கர்
john	ஜான்
join	சேர
joined	சேர்ந்தார்
joining	சேர
joint	கூட்டு
jointly	கூட்டாக
joke	ஜோக்
joker	கோமாளி
joking	வேடிக்கையாகப்
jolly	ஜாலி
jolt	அதிர்ச்சி
jornada	NO TRANSLATION
jot	சிறிதளவு
jour	NO TRANSLATION
journal	பத்திரிகை
journalism	இதழியல்
journalist	பத்திரிகையாளர்
journalistic	இதழியல்
journey	பயணம்
journeyman	கைதேர்ந்த
joust	தோழர்களே
jovial	மகிழ்வான
joy	மகிழ்ச்சி
joyful	மகிழ்ச்சிமிக்க
joyous	மகிழ்ச்சி
joyride	களிப்புப்பயணம்
joys	மகிழ்ச்சிகளில்
jubilant	களிப்புடன்
jubilee	ஐம்பதாம்
judge	நீதிபதி
judged	தீர்மானித்தனர்
judging	ஆராய
judgment	தீர்ப்பு
judgmental	தீர்ப்பு
judicial	நீதித்துறை
judiciary	நீதித்துறை
judicious	சிறப்பான
judo	ஜூடோ
jug	குடம்
juggle	மோசடியாக
juggler	செப்பிடு வித்தைக்காரர்
juggling	ஏமாற்று வித்தை
jugular	தொண்டைக்
juice	சாறு
juicer	juicer
juicy	தாகமாக
juju	NO TRANSLATION
juke	Juke
jukebox	ஜூக்பாக்ஸ்
jumble	குழப்பநிலை
jumbled	சரிசெய்யவேண்டும்
jumbo	ஜம்போ
jump	குதிக்க
jump rope	குதித்து கயிறு
jumper	குதிப்பவன்
jumpsuit	ஜம்ப்சூட்
jumpy	துடிப்போடு
junction	சந்தி
juncture	சூழ்நிலையில்
jungle	காட்டில்
junior	இளைய
juniper	ஜூனிபர்
junk	குப்பை
junket	இன்ப சுற்றுலா
junkie	ஜன்கி
junky	junky
junkyard	குப்பைக்கொட்டுமிடம்
junta	ஆட்சிக்குழு
juridical	சட்டமுறையான
jurisdiction	அதிகார
jurisprudence	நீதி பரிபாலனம்
jurist	நீதியாளர்
juror	தி ஜூரர்
jury	ஜூரி
justice	நீதி
justifiable	நியாயமான
justification	நியாயப்படுத்துவதாக
justify	நியாயப்படுத்துவதற்கு
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	சணல்
juvenile	இளம்
juxtaposition	தீர்வை
kaiser	கைசர்
kale	காலே
kaleidoscope	பலவண்ணக்காட்சியாக
kamikaze	Kamikaze
kangaroo	கங்காரு
kanji	காஞ்சி
kappa	கப்பாத்
kaput	NO TRANSLATION
karaoke	கரோக்கே
karate	கராத்தே
karma	கர்மா
karmic	கர்ம
kayak	கயாக்
kazoo	kazoo
kebab	கபாப் உணவகங்களுக்கு
keel	சம
keen	முனைப்புடன்
keep	வை
keeper	கீப்பர்
keeping	கீப்பிங்
keepsake	ஞாபகார்த்த
keg	சிறு பீப்பாய்
kelp	கெல்ப்
ken	கென்
kennel	கேனல்
kerchief	தலைக்குட்டை
kern	கெர்ன்
kernel	கர்னல்
kerosene	மண்ணெண்ணெய்
ketchup	கெட்ச்அப்
kettle	கெண்டி
key	முக்கிய
keyboard	விசைப்பலகை
keyed	இயங்கக்கூடிய
keyhole	சாவித் துவாரத்தின்
