Word	da
humane	human
humanitarian	humanitær
humanities	humaniora
humanity	menneskelighed
humankind	menneskeheden
humanoid	menneskelignende
humanrights	NO TRANSLATION
humble	ydmyg
humbled	ydmyget
humbly	ydmygt
humbug	humbug
humdrum	kedsommeligt
humid	fugtig
humidity	fugtighed
humiliate	ydmyge
humiliated	ydmyget
humiliating	ydmygende
humiliation	ydmygelse
humility	ydmyghed
hummer	hummer
hummingbird	kolibri
humongous	humongous
humor	humor
humored	humør
humorist	humorist
humorous	humoristisk
hump	pukkel
humpback	pukkelhval
hunch	forudanelse
hunchback	pukkelrygget
hundred	hundrede
hundredth	hundrededel
hunger	sult
hungry	sulten
hunk	luns
hunks	hunks
hunky	hunky
hunt	jage
hunter	jæger
hunting	jagt
huntress	huntress
hurdle	hurdle
hurl	kyle
hurrah	hurra
hurricane	orkan
hurricanes	orkaner
hurried	skyndte sig
hurry	skynde sig
hurryup	NO TRANSLATION
hurt	gøre ondt
hurtful	sårende
hurting	såre
husband	mand
husbandry	dyrehold
hush	stille
hushed	tyst
husk	NO TRANSLATION
husky	husky
hussy	hussy
hustle	trængsel
hustler	hustler
hut	hytte
hutch	Hutch
hyacinth	hyacint
hybrid	hybrid
hydra	hydra
hydrant	brandhane
hydrate	hydrat
hydraulic	hydraulisk
hydraulics	hydraulik
hydrocephalus	hydrocephalus
hydrodynamics	hydrodynamik
hydrogen	hydrogen
hydrographic	hydrografiske
hydrology	hydrologi
hydrophobia	hundegalskab
hydroponics	hydroponics
hyena	hyæne
hygiene	hygiejne
hygienic	hygiejnisk
hygienist	tandplejer
hymen	jomfruhinden
hymn	salme
hype	hype
hyped	hyped
hyper	hyper
hyperactive	hyperaktive
hyperbole	overdrivelse
hyperspace	hyperspace
hypertension	forhøjet blodtryk
hypertrophy	hypertrofi
hyperventilate	hyperventilate
hyperventilating	hyperventilating
hyphen	bindestreg
hypnosis	hypnose
hypnotic	hypnotisk
hypnotist	hypnotisør
hypnotize	hypnotisere
hypnotized	hypnotiseret
hypochondriac	hypokonder
hypocrisy	hykleri
hypocrite	hykler
hypocritical	dobbeltmoralsk
hypodermic	subkutan
hypothalamus	hypothalamus
hypothermia	hypotermi
hypothesis	hypotese
hypothetical	hypotetiske
hysterectomy	hysterektomi
hysteria	hysteri
hysterical	hysterisk
ibuprofen	ibuprofen
ice	is
ice tea	Iste
iceberg	isbjerg
icebox	frostboks
icebreaker	isbryder
iced	iset
icing	glasur
icky	icky
icon	ikon
iconic	ikonisk
iconography	ikonografi
icy	isnende
id	id
idea	ide
ideal	ideel
idealism	idealisme
idealist	idealist
idealistic	idealistisk
identical	identisk
identically	identisk
identification	identifikation
identify	identificere
identity	identitet
ideology	ideologi
idiocy	idioti
idiom	idiom
idiomatic	mundret
idiot	idiot
idiotic	idiotisk
idiots	idioter
idle	ledig
idleness	lediggang
idler	stjernehjul
idol	idol
idolatry	afgudsdyrkelse
idolizing	idoliseringen
idyllic	idyllisk
iffy	usikker
ifonly	hvis bare
igloo	iglo
igneous	magmatiske
ignite	antænde
ignition	tænding
ignorance	uvidenhed
ignorant	uvidende
ignore	ignorere
iguana	leguan
ihatespiders	NO TRANSLATION
ilk	NO TRANSLATION
ill	syg
illegal	ulovlig
illegality	ulovlighed
illegally	ulovligt
illegible	ulæselig
illegitimate	uægte
illicit	ulovlig
illiterate	analfabetisk
illness	sygdom
illogical	ulogisk
illuminate	belyse
illuminating	lysende
illumination	belysning
illuminator	illuminator
illusion	illusion
illustrate	illustrere
illustration	illustration
illustrative	illustrativ
illustrious	hæderkronede
ilovechristmas	NO TRANSLATION
iloveher	NO TRANSLATION
image	billede
imagery	billedsprog
imaginable	tænkelige
imaginary	imaginært
imagination	fantasi
imaginative	fantasifulde
imagine	forestille
imagined	forestillet
imaging	billedbehandling
imagining	forestille
imam	NO TRANSLATION
imbalance	uligevægt
imbecile	tåbe
imbedded	indlejret
imissyou	NO TRANSLATION
imitate	efterligne
imitated	efterlignet
imitation	efterligning
immaculate	ulastelig
immaterial	uvæsentlig
immature	umoden
immaturity	umodenhed
immeasurable	umålelig
immeasurably	umådeligt
immediacy	umiddelbarhed
immediate	umiddelbar
immediately	med det samme
immemorial	Arilds
immense	umådelig
immerse	fordybe
immersion	nedsænkning
immigrant	immigrant
immigration	indvandring
imminent	forestående
immobile	immobil
immoral	umoralsk
immorality	umoral
immortal	udødelig
immortality	udødelighed
immovable	ubevægelig
immune	immun
immunity	immunitet
immunization	immunisering
immutable	uforanderlige
imp	imp
impact	indvirkning
impair	hæmmet
impaired	svækket
impairment	leverfunktion
impart	bibringe
impartial	upartisk
impartiality	upartiskhed
impassable	ufremkommelig
impassioned	lidenskabelig
impatience	utålmodighed
impatient	utålmodig
impatiently	NO TRANSLATION
impeach	anklage
impeachment	rigsretssag
impeccable	upåklagelig
impede	hindre
impediment	hindring
impelled	drives
impending	forestående
impenetrable	uigennemtrængelig
imperative	bydende nødvendigt
imperceptible	umærkelig
imperfect	ufuldkommen
imperfection	ufuldkommenhed
imperfectly	ufuldkomment
imperial	kejserlig
imperialist	NO TRANSLATION
impermeable	uigennemtrængelig
impermissible	utilladeligt
impersonal	upersonlig
impersonate	udgive
impersonation	personifikation
impersonator	imitator
impertinence	uforskammethed
impertinent	uforskammet
impervious	uigennemtrængelig
impetuous	fremfusende
impetus	fremdrift
implacable	uforsonlig
implant	implantat
implantation	implantation
implanted	implanteret
implement	gennemføre
implicate	implicere
implicated	impliceret
implication	implikation
implied	underforstået
implore	bønfalder
implosion	implosion
imply	indebære
impolite	uhøfligt
import	importere
importance	betydning
important	vigtig
importation	import
impose	pålægge
imposing	pålægge
imposition	indførelse
impossibility	umulighed
impossible	umulig
impostor	bedrager
impotence	impotens
impotent	impotent
impound	impound
impoverished	forarmede
impracticable	uigennemførlig
impractical	upraktisk
impregnable	uindtagelig
impregnate	imprægnere
impress	imponere
impressed	imponeret
impression	indtryk
impressionable	letpåvirkelig
impressive	imponerende
imprint	aftryk
imprison	fængsle
imprisoned	fængslet
imprisonment	fængsling
improbable	usandsynlig
impromptu	improviseret
improper	upassende
impropriety	uregelmæssigheder
improve	forbedre
improved	forbedret
improvement	forbedring
improves	forbedrer
improving	forbedring
improvisation	improvisation
improvise	improvisere
improvised	improviserede
imprudent	uforsigtig
impudence	frækhed
impudent	uforskammet
impulse	impuls
impulsive	impulsiv
impunity	straffrihed
impure	uren
impurity	urenhed
imputation	imputering
imtryingtosleep	NO TRANSLATION
inability	manglende evne
inaccessible	utilgængelig
inaccurate	forkert
inaction	passivitet
inactivate	inaktivere
inactivation	inaktivering
inactive	inaktiv
inactivity	inaktivitet
inadequacy	utilstrækkelighed
inadequate	utilstrækkelig
inadequateness	inadequateness
inadmissible	afvises
inadvertent	utilsigtet
inadvertently	utilsigtet
inaffable	NO TRANSLATION
inalienable	umistelig
inane	åndsforladt
inanimate	livløse
inapplicable	uanvendelig
inappropriate	upassende
inattention	uopmærksomhed
inaudible	uhørlig
inaugural	konstituerende
inaugurate	indvie
inauguration	indvielse
inborn	medfødt
inbound	indgående
inbred	indavlede
incalculable	uoverskuelige
incandescent	glødelampe
incantation	besværgelse
incapable	stand
incapacity	uarbejdsdygtighed
incarceration	indespærring
incarnate	inkarneret
incase	i tilfælde af
incendiary	brandbomber
incense	røgelse
incensed	opbragte
incentive	tilskyndelse
inception	starten
incessant	uophørlige
incessantly	uophørligt
incest	blodskam
incestuous	incestuøs
inch	inch
incidence	incidens
incident	utilsigtet hændelse
incidental	tilfældige
incidentally	I øvrigt
incineration	forbrænding
incinerator	forbrændingsanlæg
incipient	begyndende
incision	indsnit
incisive	skarp
incite	tilskynde
incitement	tilskyndelse
inclement	barskt
inclination	hældning
incline	hælde
inclined	hældende
include	omfatte
included	inkluderet
including	inklusive
inclusion	inklusion
inclusive	inklusive
incognito	inkognito
incoherent	usammenhængende
income	indkomst
incoming	indkommende
incomparable	uforlignelige
incompatible	uforenelig
incompetence	inkompetence
incompetent	inkompetent
incomplete	ufuldstændig
incompletely	ufuldstændigt
incompleteness	ufuldstændige
incomprehensible	uforståelig
inconceivable	utænkeligt
inconclusive	ufyldestgørende
incongruous	inkongruent
inconsequential	ligegyldig
inconsiderate	ubetænksom
inconsistency	uoverensstemmelse
inconsistent	inkonsekvent
inconspicuous	upåfaldende
incontinence	inkontinens
inconvenience	ulejlighed
inconvenient	ubelejligt
incorporate	indarbejde
incorporation	inkorporering
incorrect	ukorrekt
incorrigible	uforbederlig
increase	øge
increased	øget
incredible	utrolig
incredulous	skeptisk
increment	tilvækst
incriminate	anklage
incriminating	belastende
incrimination	strafbarhed
incubation	inkubation
incubator	inkubator
incubus	Incubus
incumbent	etablerede
incur	pådrage sig
incurable	uhelbredelig
incursion	indtrængen
indebted	forgældede
indecency	uanstændighed
indecent	uanstændig
indecision	ubeslutsomhed
indecisive	ubeslutsom
indefensible	uforsvarligt
indefinite	ubestemt
indelible	uudslettelig
indemnification	erstatning
indemnify	friholde
indemnity	godtgørelse
indent	led
indentation	indrykning
indenture	indenture
independence	uafhængighed
independent	uafhængig
indescribable	ubeskrivelig
indestructible	uforgængelige
indeterminate	ubestemt
index	indeks
indicate	angive
indicating	angiver
indication	tegn
indicative	vejledende
indicator	indikator
indice	NO TRANSLATION
indict	anklage
indictment	anklage
indie	indie
indifference	ligegyldighed
indifferent	ligegyldig
indigenous	indfødte
indigent	trængende
indigestion	dårlig fordøjelse
indignant	indignerede
indignation	harme
indignity	tort
indigo	indigo
indirect	indirekte
indiscreet	indiskret
indiscretion	indiskretion
indispensable	uundværlig
indisposed	forfald
indistinct	utydelig
indistinguishable	skelnes
individual	individuel
individuality	individualitet
indivisible	udelelig
indoctrination	indoktrinering
indolent	indolent
indomitable	ukuelig
indoor	indendørs
induce	inducere
induced	induceret
inducement	tilskyndelse
induction	induktion
indulge	forkæle
indulgence	overbærenhed
indulgent	overbærende
industrial	industriel
industrialist	industrimand
industrious	flittig
industry	industri
ineffable	uudsigelige
ineffective	ineffektiv
ineffectual	virkningsløs
inefficiency	ineffektivitet
inefficient	ineffektiv
inelastic	uelastisk
ineligible	støtteberettigede
inept	uduelig
ineptitude	uduelighed
inequality	ulighed
inequitable	uretfærdig
inert	indifferent
inertia	inerti
inevitable	uundgåelige
inexact	upræcis
inexcusable	utilgiveligt
inexhaustible	uudtømmelig
inexpensive	billig
inexperience	uerfarenhed
inexperienced	uerfarne
inexplicable	uforklarlig
inexpressible	usigelig
infallibility	ufejlbarlighed
infallible	ufejlbarlig
infamous	berygtede
infamy	skændsel
infancy	vorden
infant	spædbarn
infanticide	barnemord
infantile	infantil
infantry	infanteri
infarct	infarkt
infatuated	betaget
infatuation	forelskelse
infeasible	umuligt
infect	inficere
infection	infektion
infectious	smitsom
infer	udlede
inference	følgeslutning
inferential	inferential
inferior	underlegen
inferiority	underlegenhed
infernal	infernalsk
inferno	helvede
infertile	ufrugtbar
infertility	barnløshed
infestation	skadedyrsangreb
infidel	vantro
infidelity	utroskab
infield	indmarken
infiltrate	infiltrere
infiltration	infiltration
infinite	uendelig
infinitely	uendeligt
infinitesimal	uendelig lille
infinity	uendelighed
infirm	svagelige
infirmary	Ambulatorium
infirmity	svagelighed
inflammation	betændelse
inflammatory	inflammatorisk
inflatable	oppustelige
inflate	puste
inflated	oppustet
inflation	inflation
inflection	bøjning
inflict	påføre
infliction	Udsættelse
inflorescence	blomsterstand
influence	indflydelse
influential	indflydelsesrig
influenza	influenza
influx	tilgang
info	info
infomercial	oplysningsspot
inform	informere
informal	uformel
informant	informant
information	Information
informative	informativ
informed	informeret
informer	informant
infraction	overtrædelse
infrared	infrarød
infrastructure	infrastruktur
infrequent	sjælden
infrequently	sjældent
infringement	krænkelse
infuriate	hidse
infuriated	rasende
infuriates	infuriates
infuriating	oprørende
infuse	indgyde
infused	infunderet
infuser	infusionsenheden
infusion	infusion
ingenious	genial
ingenuity	opfindsomhed
ingest	indtager
ingestion	indtagelse
ingot	barre
ingrained	indgroet
ingrate	utaknemlig
ingredient	ingrediens
ingress	indtrængen
inhabit	Bebo
inhabitant	indbygger
inhabited	beboet
inhabiting	bebo
inhalation	inhalation
inhale	inhalere
inhaler	inhalator
inherent	iboende
inherit	arve
inheritance	arv
inhibit	inhibere
inhibition	inhibering
inhibitor	inhibitor
inhospitable	ugæstfri
inhuman	umenneskelig
inhumane	umenneskelig
inhumanity	umenneskelighed
inimaginable	NO TRANSLATION
inimical	fjendtlig
inimitable	uforligneligt
iniquity	Uret
initial	initial
initiate	igangsætte
initiated	sat i gang
initiation	indvielse
initiative	initiativ
inject	indsprøjte
injection	indsprøjtning
injunction	påbud
injure	beskadige
injured	tilskadekomne
injuring	sårede
injurious	skadelig
injury	skade
injustice	uretfærdighed
ink	blæk
inkling	anelse
inland	indre
inlay	indlæg
inlet	Fjord
inmate	indsatte
inn	Kro
innards	indmad
innate	medfødt
inner	indre
innermost	inderste
innerpeace	NO TRANSLATION
inning	inning
innings	innings
innkeeper	kromand
innocence	uskyld
innocent	uskyldig
innocently	uskyldigt
innocuous	harmløs
innovate	innovere
innovation	innovation
innovative	innovativ
innuendo	insinuationer
innumerable	utallig
inoculation	podning
inoperable	ubrugeligt
inoperative	inoperativ
inordinate	overdrevne
inorganic	uorganisk
input	input
inquest	ligsyn
inquire	forhøre
inquirer	Inquirer
inquiring	spørgende
inquiry	forespørgsel
inquisitive	nysgerrig
inquisitor	inkvisitor
insane	sindssyg
insanity	sindssyge
insatiable	umættelig
inscription	indskrift
inscrutable	uransagelige
insect	insekt
insecticide	insekticid
insecure	usikker
insecurity	usikkerhed
insemination	insemination
insensitive	ufølsom
inseparable	uadskillelige
insert	indsætte
inserted	indsat
insertion	insertion
inside	inde
insider	insider
insidious	snigende
insight	indsigt
insightful	indsigtsfuld
insignia	insignier
insignificance	ubetydelighed
insignificant	ubetydelig
insinuate	insinuere
insipid	fadt
insist	insistere
insistence	insisteren
insistent	vedholdende
insists	insisterer
insolence	uforskammethed
insolent	uforskammet
insoluble	uopløselig
insolvency	insolvens
insolvent	konkurs
insomnia	søvnløshed
insomniac	insomniac
inspect	inspicere
inspection	inspektion
inspector	inspektør
inspiration	inspiration
inspirational	inspirerende
inspire	inspirere
inspired	inspireret
instability	ustabilitet
install	installere
installation	installation
installment	rate
instance	instans
instant	øjeblikkelig
instantaneous	øjeblikkelig
instantaneously	øjeblikkeligt
instigate	anstifte
instigation	anstiftelse
instill	indgyde
instinct	instinkt
instinctive	instinktiv
institute	institut
institution	institution
instruct	instruere
instructed	instrueret
instruction	instruktion
instructional	instruktions-
instructions	instruktioner
instructive	lærerigt
instructor	instruktør
instrument	instrument
instrumental	medvirkende
instrumentalist	instrumentalist
instrumentality	instrumentality
insubordination	ulydighed
insufferable	ulidelig
insufficiency	insufficiens
insufficient	utilstrækkelig
insufficiently	utilstrækkeligt
insular	ø
insulate	isolere
insulated	isolerede
insulation	isolering
insulin	insulin
insult	fornærme
insulting	fornærmende
insurance	forsikring
insure	forsikre
insurgent	oprørernes
insurmountable	uovervindelige
insurrection	oprør
intact	intakt
intake	indtag
intangible	immaterielle
integer	heltal
integral	integreret
integrate	integrere
integration	integration
integrity	integritet
intellect	intellekt
intellectual	intellektuel
intelligence	intelligens
intelligent	intelligent
intelligibility	forståelighed
intelligible	forståelig
intend	hensigt
intended	beregnet
intending	hensigt
intense	intens
intensely	intenst
intensify	intensivere
intensity	intensitet
intensive	intensiv
intent	hensigt
intention	hensigt
intentional	forsætlig
intentionally	med vilje
inter	inter
interact	interagere
interaction	interaktion
interactive	interaktiv
intercede	forbøn
intercept	opfange
interception	aflytning
intercession	forbøn
interchange	udveksling
interchangeable	udskiftelig
interchanged	byttes
intercom	samtaleanlæg
intercourse	samleje
interdependence	indbyrdes afhængighed
interdependent	indbyrdes afhængige
interdiction	forbud
interest	interesse
interested	interesseret
interesting	interessant
interface	grænseflade
interfere	blande
interference	interferens
interferometer	interferometer
intergalactic	intergalaktisk
interim	foreløbig
interior	interiør
interject	indskyde
interlocutory	foreløbige
interlude	mellemspil
intermediary	mellemmand
intermediate	mellemprodukt
interment	begravelse
interminable	uendelig
intermission	pause
intermittent	sporadisk
intern	praktikant
internal	indre
internally	internt
international	international
internet	internet
internship	praktik
interoffice	Interoffice
interpolate	interpolere
interpolation	interpolation
interpret	fortolke
interpretation	fortolkning
interpreter	tolk
interpretive	fortolkende
interrelated	indbyrdes
interrogate	forhøre
interrogation	forhør
interrupt	afbryde
interrupted	afbrudt
interrupting	afbryde
interruption	afbrydelse
interrupts	afbryder
intersect	krydse
intersection	vejkryds
interstate	mellemstatlige
interstellar	interstellar
interstitial	interstitiel
interval	interval
intervene	intervenere
intervening	intervenerende
intervention	intervention
interview	interview
interviewer	Interviewer
interworking	indbyrdes samarbejde
intestate	testamente
intestinal	intestinal
intestine	tarm
intestines	tarme
intimacy	intimitet
intimate	intim
intimately	intimt
intimation	tilkendegivelse
intimidate	skræmme
intimidated	intimideret
intimidating	skræmmende
intimidation	intimidering
intolerable	utålelig
intolerance	intolerance
intolerant	intolerant
intonation	intonation
intoxicated	beruset
intoxicating	berusende
intoxication	forgiftning
intracranial	intrakranielt
intractable	umedgørlig
intramural	intramuralt
intravenous	intravenøs
intrepid	Intrepid
intricate	indviklet
intrigue	intrige
intriguing	spændende
intrinsic	iboende
intrinsically	uløseligt
intro	intro
introduce	indføre
introduction	introduktion
introductory	indledende
introspection	introspektion
introspective	indadvendt
intrude	trænge
intruder	ubuden gæst
intrusion	indbrud
intrusive	påtrængende
intubation	intubation
intuition	intuition
intuitive	intuitiv
intuitively	intuitivt
inundation	oversvømmelse
invade	invadere
invader	angriber
invalid	ugyldig
invalidate	afkræfte
invalidation	ugyldiggørelse
invalidity	invaliditet
invaluable	uvurderlig
invariably	uvægerligt
invasion	invasion
invasive	invasiv
invent	opfinde
invention	opfindelse
inventive	opfindsomme
inventor	opfinder
inventory	beholdning
inverse	invers
inversely	omvendt
inversion	inversion
invert	invertsukker
inverted	inverteret
invest	investere
investigate	undersøge
investigation	efterforskning
investigative	undersøgende
investigator	investigator
investment	investering
investor	investor
invidious	uheldige
invigorate	puste nyt liv
invincible	uovervindelig
invisibility	usynlighed
invisible	usynlig
invitation	invitation
invite	invitere
inviting	indbydende
invocation	påkaldelse
invoice	faktura
invoke	påberåbe
involuntary	ufrivillig
involution	involution
involve	involvere
involvement	involvering
invulnerable	usårlig
inwards	indad
iodine	jod
ion	ion
iota	tøddel
irate	harmdirrende
ire	NO TRANSLATION
iridescent	iriserende
iris	iris
irked	irriterede
irks	irriterer
iron	jern
ironclad	panserskib
ironic	ironisk
irons	strygejern
irony	ironi
irradiation	bestråling
irrational	irrationel
irrationality	irrationalitet
irreconcilable	uforenelige
irreducible	irreducible
irrefutable	uigendrivelige
irregular	uregelmæssig
irregularity	uregelmæssighed
irregularly	uregelmæssigt
irrelevant	irrelevant
irreparable	uoprettelig
irreplaceable	uerstattelige
irrepressible	ukuelig
irresistible	uimodståelig
irrespective	uanset
irresponsible	uansvarlig
irreverent	respektløs
irreversible	irreversibel
irrevocable	uigenkaldelig
irrigate	overrisle
irrigation	vanding
irritability	irritabilitet
irritable	irritabel
irritate	irritere
irritated	irriteret
irritates	irriterer
irritating	irriterende
irritation	irritation
island	ø
isle	isle
islet	holm
isolate	isolere
isolated	isolerede
isolation	isolation
isomorphism	isomorfi
isothermal	isotermiske
isotope	isotop
issue	problem
itch	kløe
itching	kløe
itchy	kløende
item	vare
itemize	itemize
items	elementer
iterate	ITERATE-
iteration	iteration
iterative	iterativ
itinerant	omrejsende
itinerary	rute
ivory	elfenben
jab	jab
jabber	jabber
jack	donkraft
jackal	sjakal
jackass	jackass
jacket	jakke
jackhammer	trykluftsbor
jackpot	jackpot
jackrabbit	jackrabbit
jacks	donkrafte
jade	jade
jaded	slidte
jag	NO TRANSLATION
jagged	takkede
jaguar	jaguar
jail	fængsel
jailbird	vaneforbryder
jailbreak	jailbreak
jailer	fangevogter
jailhouse	jailhouse
jalopy	Jalopy
jam	marmelade
jamboree	jamboree
jammed	fastklemt
jammer	jammer
janitor	pedel
janitorial	janitorial
japan	japan
jar	krukke
jargon	jargon
jarhead	Jarhead
jarring	disharmonisk
jasmine	jasmin
jasper	jaspis
jaundice	gulsot
jaunt	udflugt
java	java
javelin	spydkast
jaw	kæbe
jawbone	kæbeben
jaws	kæber
jay	jay
jazz	jazz
jazzy	jazzy
jealous	jaloux
jealousy	misundelse
jean	jean
jeans	jeans
jeep	jeep
jeering	hujende
jelly	gele
jellybean	jellybean
jellyfish	vandmand
jenny	jenny
jeopardize	true
jeopardy	fare
jerk	fjols
jerks	ryk
jerky	jerky
jersey	trøje
jest	NO TRANSLATION
jester	hofnar
jesus	jesus
jet	Jet
jetty	anløbsbro
jewel	juvel
jeweler	guldsmed
jewelry	smykker
jib	fok
jiff	NO TRANSLATION
jiffy	snuptag
jig	jig
jiggle	jiggle
jigsaw	puslespil
jihad	jihad
jimmy	jimmy
jingle	jingle
jinx	jinx
jitters	rystesyge
jittery	nervøs
jive	jive
job	job
jobinterview	NO TRANSLATION
jock	Jock
jockey	jockey
jockstrap	skridtbeskytter
jog	løbetur
jogger	jogger
john	John
join	tilslutte
joined	sluttede
joining	sammenføjning
joint	samling
jointly	fællesskab
joke	joke
joker	joker
joking	laver sjov
jolly	jolly
jolt	rystelse
jornada	NO TRANSLATION
jot	tøddel
jour	NO TRANSLATION
journal	tidsskrift
journalism	journalistik
journalist	journalist
journalistic	journalistisk
journey	rejse
journeyman	svend
joust	dyst
jovial	jovial
joy	glæde
joyful	glad
joyous	glad
joyride	joyride
joys	glæderne
jubilant	jublende
jubilee	jubilæum
judge	dommer
judged	bedømmes
judging	dømme
judgment	dom
judgmental	fordømmende
judicial	retslige
judiciary	retsvæsen
judicious	velovervejet
judo	judo
jug	kande
juggle	jonglere
juggler	jonglør
juggling	jonglere
jugular	jugularis
juice	Juice
juicer	saftpresser
juicy	saftig
juju	NO TRANSLATION
juke	juke
jukebox	jukebox
jumble	virvar
jumbled	rodet
jumbo	jumbo
jump	hoppe
jump rope	sjippetov
jumper	jumper
jumpsuit	buksedragt
jumpy	hoppende
junction	knudepunkt
juncture	tidspunkt
jungle	jungle
junior	junior-
juniper	enebær
junk	junk
junket	tykmælk
junkie	junkie
junky	elendige
junkyard	Junkyard
junta	junta
juridical	juridisk
jurisdiction	jurisdiktion
jurisprudence	retspraksis
jurist	jurist
juror	nævning
jury	jury
justice	retfærdighed
justifiable	berettiget
justification	begrundelse
justify	retfærdiggøre
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	jute
juvenile	ungdoms
juxtaposition	sammenstilling
kaiser	kaiser
kale	grønkål
kaleidoscope	kalejdoskop
kamikaze	kamikaze
kangaroo	kænguru
kanji	kanji
kappa	kappa
kaput	NO TRANSLATION
karaoke	karaoke
karate	karate
karma	karma
karmic	karmiske
kayak	kajak
kazoo	kazoo
kebab	kebab
keel	køl
keen	opsat
keep	holde
keeper	keeper
keeping	beholde
keepsake	souvenir
keg	tønde
kelp	søgræs
ken	ken
kennel	kennel
kerchief	tørklæde
kern	kern
kernel	kerne
kerosene	petroleum
ketchup	ketchup
kettle	kedel
key	nøgle
keyboard	tastatur
keyed	indtastet
keyhole	nøglehul
keynote	keynote
keypad	tastatur
keystone	slutsten
keyword	søgeord
khaki	khaki
khan	khan
kibble	tørfoder
kick	sparke
kickboxing	kickboxing
kicker	kicker
kicking	sparke
kickoff	kickoff
kid	barn
kidder	Kidder
kidding	kidding
kiddo	Kiddo
kiddos	kiddos
kidnap	kidnappe
kidnapped	kidnappet
kidnapper	kidnapper
kidnapping	kidnapning
kidney	nyre
kids	børn
kill	dræbe
killer	morder
killing	drab
killjoy	lyseslukker
kiln	ovn
kilo	NO TRANSLATION
kilogram	kilogram
kilometer	kilometer
kilt	kilt
kimono	kimono
kin	kin
kind	venlig
kindergarten	børnehave
kindling	pindebrænde
kindness	venlighed
kindred	beslægtet
kinematics	kinematik
kinesiology	kinesiologi
kinetic	kinetisk
king	konge
king snake	konge slange
kingdom	Kongerige
kingpin	kingpin
kink	knækket
kinky	kinky
kinship	slægtskab
kiosk	kiosk
kirk	Kirk
kiss	kys
kisser	kisser
kissy	Kissy
kit	kit
kitchen	køkken
kite	glente
kitten	killing
kiwi	kiwi
klutz	klutz
knack	håndelag
knapsack	tornyster
knead	ælte
knee	knæ
kneecap	knæskal
kneel	knæle
kneeling	knælende
knell	stemt ned
knick	knick
knickers	trusser
knife	kniv
knight	ridder
knighthood	ridderskab
knit	strikke
knob	knop
knock	banke
knockoff	kopi
knockout	slå ud
knoll	knold
knot	knude
knots	knob
knotted	knyttede
know	ved godt
knowing	kende
knowingly	bevidst
knowledge	viden
knowledgeable	vidende
knuckle	kno
knucklehead	knucklehead
knuckles	knoer
koala	koala
kook	NO TRANSLATION
kooky	kooky
kool-aid	Kool-støtte
kos	kos
kosher	kosher
kraut	NO TRANSLATION
kris	kris
kryptonite	kryptonit
kudos	kudos
kumquat	kumquat
lab	lab
label	etiket
labor	arbejdskraft
laboratory	laboratorium
labored	arbejdede
laborer	arbejdsmand
laboring	laboring
laborious	besværlig
labyrinth	labyrint
lac	lac
lace	blonder
laceration	laceration
lack	mangel
lackey	lakaj
lacking	mangler
lackluster	glansløse
lacquer	lak
lacrosse	lacrosse
lactose	lactose
lad	dreng
ladder	stige
laddie	Laddie
laden	lastet
lading	Lading
ladle	slev
lady	dame
lady bug	NO TRANSLATION
ladybug	mariehøne
ladylike	dameagtig
ladyship	Naade
lag	forsinkelse
lager	NO TRANSLATION
lagging	halter
lagoon	lagune
lair	hule
laity	lægfolk
lake	sø
lama	NO TRANSLATION
lamb	lam
lame	halt
lament	klagesang
lamenting	begræder
lamina	lamina
laminated	lamineret
lamp	lampe
lamppost	lygtepæl
lance	lanse
lancer	lancer
land	jord
landed	landet
landfall	landkending
landfill	deponering
landing	landing
landlady	værtinde
landlocked	indlandsstat
landlord	udlejeren
landmark	milepæl
lands	lander
landscape	landskab
landscaping	landskabspleje
landslide	jordskred
lane	bane
language	Sprog
languid	sløv
languish	sygne hen
languishing	smægtende
lanky	ranglet
lantern	lanterne
lap	skød
lapdog	skødehund
lapel	revers
lapse	bortfalder
lapsed	bortfaldet
laptop	bærbar
larceny	tyveri
lard	svinefedt
larder	spisekammer
large	stor
larger	større
largo	NO TRANSLATION
lark	lærke
larva	larve
laryngitis	halsbetændelse
larynx	strubehoved
lasagna	Lasagne
laser	laser
lash	øjenvippe
lass	lass
lasso	lasso
lastday	NO TRANSLATION
lasting	varig
lastminute	sidste minut
latch	låsen
late	sent
lateness	sene
latent	latent
lateral	tværgående
laterally	lateralt
latex	latex
lathe	drejebænk
lather	skumme
latitude	Breddegrad
latrine	latrin
latrines	latriner
latte	latte
lattice	gitter
laud	prise
laudable	prisværdigt
laudation	laudation
laudatory	rosende
laugh	grine
laughable	latterlig
laughing	griner
laughingstock	NO TRANSLATION
laughs	griner
laughter	latter
launch	lancering
launcher	løfteraket
launches	lanceringer
launder	hvidvaske
laundering	hvidvaskning
laundry	vasketøj
laureate	prismodtageren
laurel	laurbær
laurels	laurbær
lava	lava
lavage	udskylning
lavatory	toilet
lavender	lavendel
lavish	overdådige
law	lov
lawful	lovlig
lawless	lovløs
lawlessness	lovløshed
lawman	lawman
lawn	græsplæne
lawnmower	græsslåmaskine
lawsuit	retssag
lawyer	jurist
lax	slap
laxative	afføringsmiddel
lay	lægge
layaway	layaway
layer	lag
layered	lagdelt
layman	lægmand
layout	layout
layover	ventetid
laziness	dovenskab
lazy	doven
lazyday	doven dag
lea	Lea
lead	at føre
leaded	blyholdig
leader	leder
leadership	ledelse
leading	førende
leads	kundeemner
leaf	blad
leaflet	folder
