Word	ku
institution	dayre
instruct	dersdan
instructed	şîret kirin
instruction	ders
instructional	perwerdeyê
instructions	fermanên
instructive	perwerdeyê
instructor	dersda
instrument	alet
instrumental	alîkar
instrumentalist	instrumentist
instrumentality	instrument
insubordination	binçavkirin
insufferable	neheq
insufficiency	nebaweriyê
insufficient	nebes
insufficiently	nebawer
insular	insuler
insulate	tenêkirin
insulated	xistin
insulation	tenêkirinî
insulin	derzîya nexweşîya şekir
insult	kêmkirinî
insulting	kêmkir
insurance	sixorte
insure	sîxortekirin
insurgent	xirabkar
insurmountable	neheq
insurrection	serhildanê
intact	serhev
intake	bistînin
intangible	neheq
integer	integer
integral	întegral
integrate	linavxistin
integration	pêxistinî
integrity	linavketinî
intellect	rewşen
intellectual	rewşenbîr
intelligence	nûçe
intelligent	reweşenbîr
intelligibility	hişmendiyê
intelligible	têgihîştin
intend	nêtkirin
intended	armanc
intending	armanc dike
intense	liserhev
intensely	giran
intensify	zexmkirin
intensity	zexmî
intensive	zexm
intent	armanc
intention	nêt
intentional	binêt
intentionally	bizanin
inter	inter
interact	lihevtesîrkirin
interaction	tesîra li serhev
interactive	bihevra
intercede	wergirtin
intercept	bikişînin
interception	tevgerê
intercession	pêvajo
interchange	veguherîn
interchangeable	têgûherr
interchanged	danûstandin
intercom	alta axaftinê
intercourse	rêsazî
interdependence	têkiliyê
interdependent	nakokî
interdiction	binpêkirin
interest	zem
interested	balkêş
interesting	balkêş
interface	interface
interfere	tedaxûlbûn
interference	acizkirin
interferometer	interferometer
intergalactic	veguherîn
interim	interim
interior	navî
interject	vegotin
interlocutory	hevpeyman
interlude	tevlihev
intermediary	navendî
intermediate	di nav
interment	veguhestinê
interminable	berbiçav
intermission	rawestanî
intermittent	navend
intern	pizişka destpêker
internal	navbend
internally	navxweyî
international	navnetewî
internet	înternet
internship	înternetê
interoffice	navendî
interpolate	veguhestin
interpolation	veguhestinê
interpret	jêderxistin
interpretation	jêfêhmî
interpreter	werger
interpretive	şîrovekirin
interrelated	bihevgrêdayî
interrogate	îfadegirtin
interrogation	îfade
interrupt	devjêberdan
interrupted	asteng kirin
interrupting	asteng kirin
interruption	rawesta
interrupts	asteng dike
intersect	jêkirin
intersection	xaç
interstate	interstate
interstellar	interstellar
interstitial	navîn
interval	navber
intervene	êrişdan
intervening	têkoşînê
intervention	êriş
interview	hevpeyvîn
interviewer	hevpeyvînerê
interworking	tevger
intestate	navîn
intestinal	navîn
intestine	rêvî
intestines	kolanan
intimacy	nasî
intimate	nas
intimately	bi awayekî
intimation	intimation
intimidate	tirsavêtin
intimidated	ditirsin
intimidating	ditirsin
intimidation	tirsavêtinî
intolerable	nakêş
intolerance	neheqiyê
intolerant	dilteng
intonation	deng
intoxicated	serxweş
intoxicating	bêxilandin
intoxication	serxweşî
intracranial	intracranial
intractable	balkêş
intramural	intramural
intravenous	tamara dilî
intrepid	berbiçav
intricate	tevlihev
intrigue	fen
intriguing	balkêş
intrinsic	xweser
intrinsically	navxweyî
intro	intro
introduce	derbaskirin
introduction	pêşkêş
introductory	destpêkê
introspection	introspection
introspective	vekirî
intrude	ketina nav
intruder	binavket
intrusion	veguhestin
intrusive	xweser
intubation	veguhestinê
intuition	fikir
intuitive	fikrî
intuitively	xweş
inundation	kişandin
invade	bîrketin
invader	êrişker
invalid	seqet
invalidate	nerastkirin
invalidation	nerazîbûnê
invalidity	neheqiyê
invaluable	nirxandin
invariably	berbiçav
invasion	dagirî
invasive	berbiçav
invent	armanc
invention	kişif
inventive	muxalîf
inventor	nûhdît
inventory	belgeyê
inverse	berbiçav
inversely	berbiçav
inversion	veguherîn
invert	bikişînin
inverted	şaş kirin
invest	sermîyandan
investigate	lêkolîn
investigation	lêkolînî
investigative	lêkolîner
investigator	lêkolîner
investment	dorber
investor	veberhênêr
invidious	berbiçav
invigorate	bikişînin
invincible	têknare
invisibility	veguhestinê
invisible	nedît
invitation	ezimanî
invite	ezimanden
inviting	vexwendin
invocation	veguhestinê
invoice	biha
invoke	vexwendin
involuntary	nexwendin
involution	veguherîn
involve	linavketin
involvement	linavketinî
invulnerable	berbiçav
inwards	berbinav
iodine	xwê
ion	ion
iota	iota
irate	nehêle
ire	NO TRANSLATION
iridescent	iridescent
iris	iris
irked	irked
irks	irks
iron	hesin
ironclad	ironclad
ironic	bi mane
irons	irons
irony	xemgîniyê
irradiation	irradiation
irrational	bêaqil
irrationality	neqalîtiyê
irreconcilable	neheq
irreducible	neheq
irrefutable	neheq
irregular	nerast
irregularity	neheqî
irregularly	neheqî
irrelevant	bêqîmet
irreparable	neheqî
irreplaceable	neheq
irrepressible	neheqî
irresistible	bêteşîn
irrespective	bêyî
irresponsible	bêpersîyar
irreverent	irreverent
irreversible	neçar
irrevocable	nerazîbûn
irrigate	avdan
irrigation	avdanî
irritability	xemgîniyê
irritable	hêcber
irritate	şeqitandin
irritated	xistin
irritates	xemgîn
irritating	xemgîniyê
irritation	qehirandin
island	girav
isle	isle
islet	qutikê
isolate	dorgirtin
isolated	berbiçav
isolation	dorgirtî
isomorphism	isomorphîzmê
isothermal	isothermal
isotope	isotope
issue	pirs
itch	xûrandi
itching	xerîb
itchy	xerîb
item	şanî
itemize	tiştek
items	tiştên
iterate	vedigire
iteration	revandin
iterative	berbiçav
itinerant	itinerant
itinerary	rêya gerrê
ivory	hestîyê fîl
jab	jab
jabber	jabber
jack	jack
jackal	zelal
jackass	kûçik
jacket	sako
jackhammer	jackhammer
jackpot	qulikê
jackrabbit	jackrabbit
jacks	jacks
jade	jade
jaded	jor
jag	NO TRANSLATION
jagged	şaş
jaguar	jaguar
jail	girtîgeh
jailbird	girtîgehê
jailbreak	zindanê
jailer	girtîgehê
jailhouse	girtîgehê
jalopy	jalopî
jam	rîçal
jamboree	jamboree
jammed	tengket
jammer	jammer
janitor	sûxrekar
janitorial	deryariyê
japan	Japonya
jar	kodik
jargon	jargon
jarhead	jarhead
jarring	jorîn
jasmine	jasmine
jasper	jasper
jaundice	zêrîn
jaunt	zû
java	java
javelin	javelin
jaw	hestîyê çengê
jawbone	jawbone
jaws	jaws
jay	jay
jazz	jazz
jazzy	jazzy
jealous	beecok
jealousy	nekêşî
jean	jean
jeans	jeans
jeep	cîp
jeering	jeering
jelly	keşke
jellybean	jellybean
jellyfish	tebakî nav avê
jenny	jenny
jeopardize	xeter
jeopardy	xetereyê
jerk	jerk
jerks	jerks
jerky	jerky
jersey	jersey
jest	NO TRANSLATION
jester	jester
jesus	Îsa
jet	bêhnok
jetty	erdê balafirdaket
jewel	cewher
jeweler	cewherfiroş
jewelry	xemil
jib	jib
jiff	NO TRANSLATION
jiffy	jiffy
jig	jig
jiggle	jiggle
jigsaw	jigsaw
jihad	cîhad
jimmy	jimmy
jingle	jingle
jinx	jinx
jitters	jitters
jittery	hêrs
jive	jive
job	kar
jobinterview	NO TRANSLATION
jock	jock
jockey	jockey
jockstrap	jockstrap
jog	jog
jogger	jogger
john	john
join	bihevgirêdan
joined	bûn
joining	tevlî bibin
joint	movirk
jointly	hevbeş
joke	henek
joker	joker
joking	şewitandin
jolly	jolly
jolt	jolt
jornada	NO TRANSLATION
jot	jot
jour	NO TRANSLATION
journal	rojname
journalism	rojnamevanî
journalist	rojnamevan
journalistic	rojnamevaniyê
journey	gerr
journeyman	rêwîtiyê
joust	joust
jovial	jovial
joy	kêf
joyful	dilfireh
joyous	şahî
joyride	kêfxweş
joys	kêfxweş
jubilant	jûbilant
jubilee	jûbîlê
judge	dadmend
judged	dadbar kirin
judging	dadbar kirin
judgment	biryar
judgmental	darizandin
judicial	dadwerî
judiciary	dadweriyê
judicious	rastdar
judo	judo
jug	jug
juggle	şaş
juggler	juggler
juggling	şehîd
jugular	jugular
juice	av
juicer	juicer
juicy	avî
juju	NO TRANSLATION
juke	juke
jukebox	jukebox
jumble	qirêj
jumbled	jumbled
jumbo	jumbo
jump	helperkîn
jump rope	rope jump
jumper	jumper
jumpsuit	jumpsuit
jumpy	veşartin
junction	xaçî
juncture	çemê
jungle	daristan
junior	ciwantir
juniper	juniper
junk	junk
junket	kincê
junkie	junkie
junky	kinc
junkyard	zevî
junta	junta
juridical	juridical
jurisdiction	dadî
jurisprudence	zagonî
jurist	jiyîst
juror	dadê ji nav gel
jury	şêwre
justice	mafî
justifiable	rastdar
justification	bersivkirinî
justify	bersivkirin
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	jute
juvenile	ciwan
juxtaposition	juxtapasyon
kaiser	kaiser
kale	kale
kaleidoscope	kaleidoscope
kamikaze	kamikaze
kangaroo	kengûrû
kanji	kanji
kappa	kappa
kaput	NO TRANSLATION
karaoke	karaoke
karate	karate
karma	karma
karmic	karmic
kayak	kayak
kazoo	kazoo
kebab	kebab
keel	keel
keen	keç
keep	didesthiştin
keeper	keeper
keeping	biparêzin
keepsake	bimîne
keg	keg
kelp	kelp
ken	ken
kennel	holîka seh
kerchief	kerchief
kern	kern
kernel	kernel
kerosene	kerosene
ketchup	ava bacanê sor
kettle	teşt
key	qûfle
keyboard	kilawye
keyed	keyed
keyhole	keyhole
keynote	keynote
keypad	keypad
keystone	keystone
keyword	lêgerîn
khaki	khaki
khan	khan
kibble	kibble
kick	peîn
kickboxing	kickboxing
kicker	kicker
kicking	kişandin
kickoff	top lêdan
kid	zarok
kidder	kulikê
kidding	tengahiyê
kiddo	kiddo
kiddos	kiddos
kidnap	revandin
kidnapped	revandin
kidnapper	revandin
kidnapping	revandinî
kidney	gûrçik
kids	zarok
kill	kûştin
killer	mirdar
killing	kuştin
killjoy	kuştin
kiln	kiln
kilo	NO TRANSLATION
kilogram	kîlogram
kilometer	kîlometr
kilt	kilt
kimono	kimono
kin	kin
kind	hevalbend
kindergarten	kindergarten
kindling	xemgîniyê
kindness	hevalbend
kindred	xemgîn
kinematics	kinematics
kinesiology	kinesiolojiyê
kinetic	kinetic
king	qiral
king snake	bayê bayê
kingdom	qiralî
kingpin	padîşah
kink	kink
kinky	kinky
kinship	kişandin
kiosk	kiosk
kirk	kirk
kiss	maç
kisser	kêfxweş
kissy	kêfxweş
kit	kit
kitchen	aşxane
kite	zîha
kitten	pişîlek
kiwi	kiwi
klutz	klutz
knack	qulikê
knapsack	qulikê
knead	sitiran
knee	çog
kneecap	serçog
kneel	biçogçûn
kneeling	çokan
knell	nehêl
knick	xemgîn
knickers	qirêj
knife	kêr
knight	sûwar
knighthood	nîv
knit	hûnan
knob	biçkov
knock	lêdan
knockoff	qutikê
knockout	ez jî wisa
knoll	qalikê
knot	girêkkirin
knots	kulikan
knotted	qewimandin
know	zanîn
knowing	dizanin
knowingly	bi zanistî
knowledge	zanyarîn
knowledgeable	zanist
knuckle	gûzok
knucklehead	kulikê
knuckles	kulikê
koala	koala
kook	NO TRANSLATION
kooky	kooky
kool-aid	kool-aid
kos	kos
kosher	kişandin
kraut	NO TRANSLATION
kris	kris
kryptonite	kryptonite
kudos	kudos
kumquat	kumquat
lab	lab
label	awanasî
labor	kar
laboratory	lêkolînxane
labored	dixebitin
laborer	karker
laboring	karker
laborious	karker
labyrinth	labyrinth
lac	lac
lace	ser
laceration	laceration
lack	kêmasî
lackey	lackey
lacking	kêm
lackluster	kêmasî
lacquer	lacquer
lacrosse	lacrosse
lactose	lactose
lad	lad
ladder	serok
laddie	laddie
laden	zêrîn
lading	xurt kirin
ladle	şewitandin
lady	sitê
lady bug	NO TRANSLATION
ladybug	kêzxatûn
ladylike	ladylike
ladyship	jinikê
lag	lag
lager	NO TRANSLATION
lagging	xerîb
lagoon	berav
lair	mirin
laity	dilsoz
lake	gol
lama	NO TRANSLATION
lamb	pez
lame	felc
lament	xemgîniyê
lamenting	bîr
lamina	lamina
laminated	xwandî
lamp	çira
lamppost	lamppost
lance	xilas
lancer	lancer
land	welat
landed	kir
landfall	erdê
landfill	erdê
landing	daketin
landlady	mazûban
landlocked	xistin
landlord	mazûban
landmark	nasî
lands	erd
landscape	dorhalî
landscaping	xanîkirin
landslide	erdherrik
lane	kûçe
language	ziman
languid	nexweşî
languish	şaş
languishing	davêjin
lanky	zelal
lantern	lantern
lap	himbêz
lapdog	lapdog
lapel	kulikê
lapse	dawîn
lapsed	xeletî
laptop	laptop
larceny	dizî
lard	dohn
larder	xerîb
large	mezin
larger	mezin
largo	NO TRANSLATION
lark	lark
larva	kûrmik
laryngitis	laryngitis
larynx	ximximk
lasagna	lasagna
laser	laser
lash	laş
lass	las
lasso	lasso
lastday	NO TRANSLATION
lasting	berdewam
lastminute	deqeya dawî
latch	girtok
late	dereng
lateness	latînî
latent	latînî
lateral	paşê
laterally	paşê
latex	latex
lathe	lathe
lather	bibînin
latitude	firehî
latrine	latînî
latrines	latînî
latte	latte
lattice	xemgîn
laud	laud
laudable	dilsoz
laudation	dilsoz
laudatory	dilsoz
laugh	ken
laughable	pêkenok
laughing	dikim
laughingstock	NO TRANSLATION
laughs	dikenin
laughter	pêkenîn
launch	destpêkirin
launcher	launcher
launches	dest pê dike
launder	şaş
laundering	şaş kirin
laundry	cil
laureate	pîroz kirin
laurel	laurel
laurels	nîjer
lava	lawa
lavage	qirêj
lavatory	lavatory
lavender	lavender
lavish	şaş
law	qanûn
lawful	qanûnî
lawless	bêqanûn
lawlessness	neheqiyê
lawman	lawman
lawn	lawn
lawnmower	lawnmower
lawsuit	doz
lawyer	parêzkar
lax	lax
laxative	laxative
lay	danîn
layaway	dûr
layer	pel
layered	pêdivî ye
layman	deveran
layout	rêz
layover	derxistin
laziness	qelpî
lazy	qelp
lazyday	NO TRANSLATION
lea	lea
lead	gûlle
leaded	rêve kirin
leader	birêvebir
leadership	birêvebirî
leading	sereke
leads	dibe
leaf	pel
leaflet	belavok
leafy	pelik
league	league
leak	qûl
leakage	leakage
leaky	leaky
lean	paldan
leaned	şikilandin
leaning	şewitandin
leap	perkîn
learn	fêrbûn
learned	fêr kirin
learner	fêrbûnê
learning	fêrbûnê
lease	kirêkirin
leash	şewitandin
leather	çerm
leathery	çerm
leave	terikandin
leavemealone	min tenê bêlin
leaving	derketin
lecherous	lex
lecture	axaftin
lecturer	lecturer
ledge	pêşvewarî
ledger	rêber
lee	lee
leech	xwînmêj
leeches	lex
leer	NO TRANSLATION
leery	leery
lees	NO TRANSLATION
leeway	derê
left	çep
leftout	NO TRANSLATION
leftover	leftover
leftovers	çep
lefty	çepgir
leg	çîp
legacy	mîras
legal	mafî
legality	qanûnî
legalize	qanûnî bikin
legalized	hiqûqî
legally	qanûnî
legend	çîrok
legendary	dilsoz
legibility	rastiyê
legible	texwendin
legion	liq
legislate	qanûnî
legislation	qanûmda
legislative	qanûnî
legislator	qanûnkar
legislature	pêşvebirî
legit	legit
legitimacy	qanûnî
legitimate	qanûnî
lego	lego
legs	ling
legume	dirûnê
legwork	kevir
leisure	betalî
leisurely	bêdeng
lemma	lemma
lemon	leymûn
lemonade	ava leymûnê
lend	deynkirin
lender	deyndar
lending	dayîn
length	dirêjî
lengthen	dirêjkirin
lengthened	dirêj kirin
lengthening	dirêj kirin
lengthwise	demek dirêj
lengthy	dirêj
leniency	hûrgelan
lenient	têgihîşt
lens	nîsk
leopard	leopar
leotard	leotard
leper	leper
leprechaun	leprechaun
leprosy	leopsy
lesbian	lesbian
lesbianism	lesbianism
lesion	çepê
less	kêmtir
lessee	kêmtirîn
lessen	kêmkirin
lessening	kêmtir
lesser	kêmtir
lesson	ders
lessor	piçûk
let	berdan
lethal	kujyar
lethargic	lezgîn
lethargy	dilovanî
letter	name
lettered	nameyek
letterhead	nameyek
lettering	nameya
letters	nameyan
lettuce	selete
leukemia	leukemia
levee	levee
level	serrast
lever	dirsek
leverage	hilberînin
levitate	levitate
levy	levy
lewd	lewd
lexicon	lexicon
ley	NO TRANSLATION
liabilities	berpirsiyariyên
liability	bar
liable	berpirsîyar
liaison	girêk
liar	derewîn
libel	fesadî
libelous	serbixwe
liberal	dilfireh
liberalism	lîberalîzm
liberate	rizgarkirin
liberated	azad kirin
liberating	rizgar kirin
liberation	rizgarî
liberty	Azadî
libido	libido
librarian	pirtûkxanevan
library	pirtûkxane
libretto	libretto
lice	lice
license	îcaze
lichen	lichen
lick	alastin
licorice	licorice
lid	devik
lie	derew
liege	derxistin
lien	lien
lieu	lieu
lieutenant	serbaz
life	jîyan
lifeblood	jiyanê
lifeboat	kaşîya rizgarî
lifeguard	jiyanê
lifeisgood	jiyan xweş e
lifeless	becan
lifelike	jiyanê
lifeline	lifeline
lifelong	jiyanê
lifer	zindî
lifesaver	lifesaver
lifestyle	jiyanê
lifesucks	lifesucks
lifetime	jiyanê
lift	esansor
lifted	rakirin
liftoff	rakirin
ligament	bendik
ligation	kir
ligature	xerîb
light	sivik
light year	salî
lightbulb	dûr bûn
lighten	ronahî
lightheaded	şewitandin
lighthouse	birca ronîdankê
lighting	ronahî
lightness	ronahî
lightning	brûsk
lights	ronahî
lightweight	hildan
likable	balkêş
like	çawa
likelihood	derfetê
likely	belkî
likeness	nêzhevî
likewise	her wiha
liking	dixwaze
lilac	lilac
lily	lily
limb	limbê
limber	lîber
limbo	limbo
lime	lime
limelight	razight
limestone	kils
limey	limey
limit	sînorkirin
limitation	sînor
limited	sînor
limitless	sînor
limo	limo
limousine	lîmozînok
limp	kûllekînî
lin	lin
line	xet
lineage	xerîb
lineal	lîberal
linear	linear
linebacker	pêdivî ye
lined	xistin
linen	paçê pemboyî
liner	liner
lines	rêz
lineup	berdewam dibe
linger	xerîb
lingerie	lingerie
lingering	lingering
lingo	lingo
lingual	lingual
linguini	linguini
linguist	zimanzan
linguistic	zimanî
linguistics	zimanzanî
lining	rûniştin
link	pêvek
linoleum	linoleum
lint	lint
lion	şêr
lip	lêv
liposuction	liposuction
lipstick	lipstick
liquefaction	şewitandin
liquefied	şewitandin
liqueur	liqueur
liquid	herrik
liquidate	şewitandin
liquidation	şermezar kirin
liquidator	şewitandin
liquidity	qezencê
liquor	alkolî
lira	NO TRANSLATION
lisp	berxwede axaftin
list	rêzok
listen	gûhdarkirin
listener	gûhdar
listenting	NO TRANSLATION
listing	lîsteyê
listless	bête
listneing	NO TRANSLATION
litany	lîtanyayê
liter	lîgar
literacy	kêrhatina xwendinê
literal	asas
literally	wêjeyê
literary	edebî
literature	hêdane
lithe	rûniştin
lithium	lîtium
lithograph	lîtografî
lithography	lîtografiyê
lithology	lîtolojiya
lithosphere	lithosphere
litigant	lêpirsîn
litigate	dozkirin
litigation	dozxwazî
litigator	lêgerîn
litigious	birêvebirin
litter	kulikê
little	kêm
littlethings	çi nûçe
littoral	lîber
liturgy	lêgerîn
live	jîyan
livelife	jiyana zindî
livelihood	debara jîyanê
lively	jîyanî
liven	xistin
liver	ceger
livery	deriyê
livestock	heywanan
livid	şewitandin
living	dijîn
lizard	marmarok
llama	llama
lml	lml
load	gazîname
loader	loader
loaf	kelek
loafer	berbiçav
loam	loam
loan	sened
loath	dorpêç
loathe	bimînin
loathful	neheq
loathing	hiştin
loathsome	bêhêz
lobby	berpê
lobbyist	lobbyist
lobe	lobe
lobotomy	lobotomy
lobster	kevcal
local	herêmî
locale	locale
locality	herêmî
localization	herêmîbûnê
localize	herêmî bikin
localized	herêmî
locate	dîtin
location	cîh
locator	locator
loch	loch
lock	qesr
locker	laşker
locket	locket
locksmith	lozmîn
lockup	lêdanê
loco	loco
locomotion	lokomotion
locomotive	locomotive
locust	navîn
lode	NO TRANSLATION
lodge	lodge
lodger	lodger
lodging	rûniştinê
loft	serbanî
lofty	bilind
log	rojname
logarithm	logarîtmê
logarithmic	logarîtmîk
logic	fêhm
logical	bifêhm
logistics	lojîstîk
logo	logo
logotype	logotype
loin	NO TRANSLATION
lollipop	lollipop
lone	lone
loneliness	tenêbûnî
lonely	tenê
loner	loner
lonesome	lonesome
long	dirêj
longboat	longboat
longevity	dirêjî
longing	hisret
longitude	dirêjî
longitudinal	dirêj
longitudinally	demek dirêj
longtime	dirêj
loo	loo
look	dîtinî
looker	lêgerîn
lookout	derve binêre
loom	berbiçav
looming	berbiçav
loon	loon
loony	lûkî
loop	laş
loophole	loophole
loopy	loopy
loose	serbixwe
loosen	vekirin
loosening	hilweşîn
loot	loot
lop	lop
lopsided	lêdan
lord	mirze
lords	xulaman
lordship	Xudan
lore	nehêle
lorry	qemyûn
lose	windakirin
loser	windaker
losing	winda dike
loss	winda
lost	windabû
lot	pirr
lotion	merhem
lots	gelek
lottery	qismetnazî
lotto	pirrjimar
lotus	lotus
loud	dengbilind
loudly	bilind
loudmouth	bilind
loudness	bilind e
loudspeaker	loudspeaker
lounge	xanî
lounging	derxistin
louse	spî
lousy	hêrs
lovable	xweşik
love	evîn
loved	hez dikir
lovee	lovee
loveee	hezkirî
loveless	bêbawer
lovelife	NO TRANSLATION
loveliness	hezkirin
lovelovelove	NO TRANSLATION
lovely	têhezkir
lovemaking	hezkirin
lovemylife	NO TRANSLATION
lover	hezkirinê
lovesick	loveick
lovethis	lovethis
loving	ji dil
lovinglife	hezkirina jiyanê
lovinlife	hezkirin
low	nizm
lowdown	kêmtir
lower	kêmkirin
lowering	kêmkirin
lowest	herî kêm
lowlands	erdê
lowlife	zindî
lowly	kêm
lox	lox
loyal	pêvgirêda
loyalty	pêvgirêdayî
lsd	lsd
luau	luau
lube	lube
lubricant	dohn
lubricate	dohnkirin
lubrication	lubricasyon
lucid	berbiçav
luck	şahî
luckiest	dilsoz
lucky	şayî
luckygirl	luckygirl
lucrative	balkêş
ludicrous	hêrs
lug	lug
luggage	bar
lukewarm	lukewarm
lull	hêrs
lullaby	hêrs
lumbar	lumbar
lumber	darê bi kêrtê
lumbering	karkeriyê
lumberjack	lumberjack
luminescent	luminescent
luminous	zêrîn
lump	perçek
lumpy	xemgîn
lunacy	xemgîniyê
lunar	lunar
lunatic	lunatic
lunch	firavîn
lunchbox	xwarinê
luncheon	luncheon
lunchtime	xwarinê
lung	pişik
lunge	lêdanê
lungs	lêdan
lurch	lurch
lure	xemgîniyê
lurid	lêdanê
lurk	laş
lurking	winda dike
luscious	dilsoz
lush	rush
lust	xwestinî
luster	tirsa
lustful	bêdeng
lustrous	dilovan
lusty	lûk
lute	lute
luxuriant	berbiçav
luxurious	dewlemend
luxury	dewlemendî
lycra	lycra
lye	lî
lying	derew
lymph	lîph
lymphatic	lymphatic
lymphoma	lymphoma
lynch	lynch
lynching	lînkîn
lynx	lynx
lyre	lîre
lyric	lyric
lyrical	lyrical
lyrics	stran
macadamia	macadamia
macarena	macarena
macaroni	macaroni
mace	mace
mach	mach
machete	machete
machine	makîne
machinery	çekgeh
machinist	makînevan
macho	macho
mackerel	mackerel
macro	macro
mad	bêbawer
madam	madam
madame	madem
madden	madden
madder	şîn
mademoiselle	NO TRANSLATION
mademyday	mademeydayê
madhouse	madhouse
madman	madman
madness	derman
maestro	maestro
mafia	mafî
magazine	kovar
mage	mage
magenta	magenta
maggot	kûrm
magic	sihr
magical	sêrik
magician	sihrevan
magistrate	dadî aşîtîyê
magma	magma
magna	magna
magnate	kişandin
magnesium	magnesium
magnet	meknetîs
magnetic	magnetic
magnetism	magnetîzmê
magnetite	magnetite
magnification	mezinbûnê
magnificence	celeb
magnificent	geş
magnifier	magnifier
magnify	mezinkirin
magnifying	mecbûr kirin
magnitude	mezinahiya
magnolia	magnolia
magpie	magpie
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	mahogany
maid	suxrekar
maiden	mêr
mail	poste
mailbox	qutîka poste
mailing	şandin
mailman	postevan
maim	NO TRANSLATION
main	ser
mainframe	sereke
mainland	welat
mainstay	sereke
mainstream	sereke
maintain	lênerrîn
maintenance	lênerrînî
majestic	dilsoz
majesty	dilsoz
major	serbaz
majority	pirranî
make	kirin
makeover	guhartina
maker	çêker
makeshift	xurt dike
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	xemilandin
makingdisciples	NO TRANSLATION
malady	malady
malaise	xemgîniyê
malaria	malaria
malarkey	malarkey
male	nêrî
malevolent	neheq
malfeasance	şaş
malformation	nexşandin
malfunction	xemgîniyê
malice	NO TRANSLATION
malicious	xerab
malign	xerîb
malignancy	neheq
malignant	dilnexwaz
maligned	xelet
mall	mall
malleable	nehêle
mallet	mallet
malnutrition	xwarin
malpractice	xerîb
malt	malt
mama	mama
mambo	mambo
mamma	NO TRANSLATION
mammal	heywana şîrmêj
mammoth	mammoth
mammy	mammy
man	mêr
manage	rêvebirin
manageable	bidesttê
management	serekî
manager	rêvebir
managerial	birêvebirin
mandamus	mandamus
mandarin	mandarin
mandate	desthilatdariyê
mandatory	bicî
mandible	berpirsiyar
mandolin	mandolîn
mandrel	mandel
mane	NO TRANSLATION
maneuver	manewra
maneuvering	manejirandin
mange	NO TRANSLATION
manger	manger
mangle	xemgîn
mango	mango
mangosteen	mangosteen
mangy	mangy
manhole	manhole
manhood	mêrî
manhunt	manhunt
mania	mania
maniac	manîac
maniacal	manîacal
manic	manic
manicure	manicure
manicurist	manicurîst
manifest	nîşan
manifestation	xuya dike
manifested	vekirî
manifestly	eşkere
manifesto	manifesto
manifold	celeb
manipulate	gorî xwe kirin
manipulation	manipulasyonê
manipulative	manipulative
mankind	mirovatî
manly	zilam
manna	manna
manned	kir
mannequin	mannequin
manner	awa
mannered	xemgîn kirin
manners	tore
manor	manor
manpower	hêza mirovan
mansion	hêrs
mansions	mêr
manslaughter	derba kûştinê
mantel	mantel
mantis	mantis
mantle	mantle
mantra	mantra
manual	destî
manufacture	çêkirin
manufacturer	çêker
manufacturing	hilberînê
manure	zibil
manuscript	manuscript
map	qert
maple	maple
mar	mar
marathon	marathon
marble	mermer
marbled	marbled
marbles	marbles
march	Adar
mare	NO TRANSLATION
margarine	margarîn
margarita	margarita
margin	margin
marginal	kêm
mariachi	mariachi
marijuana	marijuana
marinara	marinara
marine	marine
mariner	mariner
marital	zewacî
maritime	maritime
mark	delîl
marked	nîşankirin
marker	marker
market	bazar
marketable	bazarê
marketing	bazirganî
marketplace	bazarê
marks	nîşan
marksman	segman
marksmanship	marksmanship
marl	marl
marmalade	marmalade
maroon	maroon
marooned	şewitandin
marquee	marquee
marquis	marquis
marred	şaş
marriage	mahrî
married	zewicî
marrow	marrow
marry	zewicîn
marsh	avî
marshal	marşal
marshmallow	marshmallow
mart	mart
martial	şehîd
martingale	martingale
martini	martini
martyr	şehîd
martyrdom	şehîd
marvel	şaş
marvellous	pirxweş
marvelous	pirxweş
marvelously	bi şahî
marzipan	NO TRANSLATION
mascara	mascara
mascot	mascot
masculine	nêr
masculinity	masculîteyê
mash	mash
mashed	mashed
mask	berrû
masked	masked
masks	masks
masochism	masochîzmê
masochist	masokîst
mason	mason
masquerade	masquerade
mass	gel
massacre	qirkirin
massage	mizdanî
masses	gelan
masseur	komkujiyê
masseuse	komkujiyê
massive	serhev
mast	beşt
master	mamoste
masterful	serwer
mastermind	mastermind
masterpiece	şahfetê
mastery	berbiçav
masturbate	bikişînin
masturbation	masturbation
mat	hesîr
matador	matador
match	wekwî
matchbook	matchbook
matching	lihevhatin
matchmaker	mîlmaker
mate	mate
material	mal
materialism	materyalîzmê
materialist	materyalîst
materialistic	materyalîst
materiality	materyaliyê
materialize	pêdivî ye
materially	materyal
materials	materyalên
materiel	materiel
maternal	zikmakî
maternity	dayikê
math	math
mathematical	mathematîkî
mathematician	mathematîkî
mathematics	rîyaze
matinee	matinee
mating	mating
matriculation	maqûlkirinê
matrimony	matrimony
matrix	matrix
matron	matron
matted	şaş
matter	girîng e
matting	kişandin
mattress	doşek
maturation	maturation
mature	çêbû
maturity	gihîştî
maudlin	maudlin
mausoleum	mausoleum
mauve	mauve
maverick	maverick
maxim	maxim
maximize	mezintir bikin
maximum	zêdetir
may	Gulan
mayday	rojane
mayflower	bibe
mayhem	xemgîniyê
mayonnaise	mayyonise
