Word	tg
nuthouse	лаблабуи
nutmeg	лутфан
nutrition	ғизо
nutritional	ғизо
nutritious	ғизо
nutritive	ғизо
nuts	чормащз
nutshell	лутфан
nutty	nutty
nylon	нейлон
nylong	NO TRANSLATION
nylons	лампаҳои
nymph	лампа
nymphomaniac	данд
oaf	офтоб
oak	решакан
oar	оар
oasis	оина
oat	орд
oath	қасам
oatmeal	ширеше
obedience	итоат кардан
obedient	итоаткорона
obediently	фармонбардорӣ
obelisk	нусхабардорӣ
obese	obese
obesity	фарбењї
obey	итоат кунед
obi	дуюм
obit	дуюм
obituary	данд
object	объект
objection	рад кардан
objectionable	манъ аст
objective	мақсад
objectivity	объективӣ
obligation	ўҳдадорӣ
obligatory	ҳатмӣ аст
oblige	ӯҳдадоранд
obliged	ӯҳдадоранд
obliging	ӯҳдадоранд
obligor	қарздор
oblique	данд
obliterate	нобуд кардан
obliterated	нобуд карда шудааст
obliteration	нобуд кардан
oblivion	нопадид
oblivious	ғайриқонунӣ
oblong	oblong
obnoxious	заиф
oboe	oboe
obscene	зишт
obscenity	пинҳонӣ
obscure	пӯшида нест
obscured	пӯшида нест
obscurity	кӯҳна
observance	риояи
observant	мушоҳидакор
observation	мушоҳида кардан
observatory	нозир
observe	мушоҳида кунед
observer	нозир
observing	мушоҳида кардан
obsess	заиф
obsessed	азият мекашанд
obsessing	зӯроварӣ
obsession	дубора
obsessive	афсона
obsolescence	ногузир
obsolete	кӯҳна
obstacle	монеъ шудан
obstetrician	бачагон
obstetrics	акушерӣ
obstinate	бесавод
obstruct	монеъ шудан
obstruction	монеъ шудан
obstructive	ношинос
obtain	дарёфт кунед
obtainable	дастрас аст
obtuse	данд
obverse	дарвоқеъ
obvious	равшан аст
ocarina	ocarina
occasion	маслиҳат
occasional	баъзан
occasionally	баъзан
occipital	данд
occlusion	истироҳат
occult	сеҳр
occupancy	дохилӣ
occupant	сокинон
occupation	ишғол
occupational	касбӣ
occupied	ишғол карданд
occupier	коргар
occupy	ишғол кунед
occupying	ишғол
occur	сурат мегирад
occurrence	рух дод
ocd	окд
ocean	ocean
oceanic	oceanic
octagon	октябри
octave	октавр
octopus	Ҳаштпо
ocular	дандон
odd	хайр
oddball	зард
oddity	Шохиси моҳвораҳо
odds	нархҳо
ode	ode
odious	афсона
odometer	odometer
odor	намӣ
odyssey	odyssey
oedipal	Шабакаҳои иҷтимоӣ
oestrogen	estrogen
oeuvre	NO TRANSLATION
offal	хомӯшӣ
offence	хафагӣ
offend	хафагӣ
offended	хафа шуд
offender	ҷинояткор
offense	хафагӣ
offensive	зӯроварӣ
offer	пешниҳод
offered	пешниҳод карда мешавад
offering	пешниҳод кунед
offhand	хомӯш
office	идора
officer	хизматчӣ
offices	офисҳо
official	расмӣ
officiate	корношоям
offing	хомӯшӣ
offload	буридан
offset	фарсуда
offshoot	хомӯш
offshore	харида
offside	хомӯш
offspring	насли
oft	Бештар
oftentimes	Бештар
ogre	офтоб
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	ohno
ohshit	NO TRANSLATION
oil	равған
oils	равғанҳо
oily	равған
oink	фармоишӣ
ointment	равған
okra	okra
old	сола
olden	солн
older	калонтар
oldie	сола
oldies	сола
olfactory	гиёҳхор
oligarchy	oligarchy
olive	зайтун
omega	omega
omelet	omelet
omen	omen
omgomgomg	NO TRANSLATION
ominous	бесабаб нест
omission	манъ аст
omit	аз даст диҳед
omitted	нестанд
omnibus	omnibus
omnipotence	ҳаргиз
omnipotent	ҳаргиз
omnipresent	ҳама
omniscient	ҳаргиз
onboard	дар ҳайат
oncologist	oncologist
oncology	oncology
oncoming	баромадан
one	як
oneday	NO TRANSLATION
onedge	пешакӣ
onelove	ишқи ягона
oneness	ягонагӣ
onerous	Бештар
oneself	худ
ongoing	идома дорад
onion	пиёз
onset	фароғат
onslaught	Садо Ояндасоз
onstage	рӯйи саҳна
ontology	ontology
onus	баромадааст
onward	дар навбати худ
onyx	онкӣ
oodles	oodles
oomph	oomph
ooze	бод
oozing	бесадо
op	ранд
opacity	Opacity
opal	opal
opaque	opaque
ope	офарин
open	кушодан
opener	ро пахш кунед
opening	кушодан
openly	ошкоро
openness	кушода
opera	опера
operate	амал мекунанд
operatic	амал мекунанд
operation	амалиёт
operational	амалиётӣ
operations	амалиётҳо
operative	оперативӣ
operator	оператор
ophthalmic	офтобӣ
ophthalmologist	офтобшиносӣ
opiate	фароғатӣ
opinion	фикр
opinionated	фикри
opium	афюн
opponent	рақиб
opportune	имконият
opportunism	империализм
opportunity	имконият
oppose	муқобилат кунед
opposed	мухолифат мекунанд
opposing	мухолифат мекунанд
opposite	муқобил аст
opposites	"Озодӣ """
opposition	мухолифин
oppress	золимона
oppressed	золимона
oppression	таҳқир
oppressive	золимона
oppressor	таҳқиромез
ops	Муфассал ...
opt	интихоб кунед
optic	оптикӣ
optical	оптикӣ
optics	оптика
optimism	оптимизм
optimist	беҳтарин
optimistic	беҳтарин
optimum	беҳтарин
option	вариант
optional	ихтиёрӣ
optionally	ихтиёрӣ
options	Имкониятҳо
optometrist	optometrist
opulence	фитнаангез
opulent	фитнаангез
opus	Opus
oracle	ором
oral	забони русӣ
orange	норанҷӣ
orange juice	шарбати афлесун
orangutan	orangutan
oration	"Озодӣ """
orator	оратор
oratory	оркестр
orb	ёб
orbit	орби
orbital	orbital
orbiting	орбитсия
orbs	ороишҳо
orc	орд
orchard	боғ
orchestra	оркестр
orchid	orchid
ordained	муайян карда шудааст
ordeal	Сониян
order	фармоиш
orderly	тартиб дода шудааст
ordinance	қонунгузорӣ
ordinary	оддӣ
ordination	идора кардан
ordnance	орд
ore	мис
oregano	oregano
organ	орган
organic	органикӣ
organism	организм
organist	органист
organization	ташкилот
organize	ташкил мекунанд
organized	ташкил карда шудааст
organizer	ташкилкунанда
orgasm	orgasm
orgies	узвҳо
orgy	орки
orient	равғанӣ
oriental	шарқшиносӣ
orientation	роҳнамоӣ
orifice	пажмурда
origami	origami
origin	пайдоиш
original	аслӣ
originality	аслӣ
originate	Ойини мадоро
origination	пайдоиши
originator	ибтидогар
ornament	ороишӣ
ornamental	ороишӣ
ornamentation	ороишӣ
ornamented	пӯшида
ornate	зебо
ornery	зеркомиссия
orphan	ятим
orphanage	ятимхона
orphaned	ятим
orthodontist	orthodontist
orthodox	ортодокс
orthodoxy	ортодокс
orthogonal	orthogonal
orthopedic	orthopedic
oscillate	oscillate
oscillating	оксидкунанда
oscillation	oscillation
oscillatory	окилатор
ostensible	пажмурда мешавад
ostensibly	бесавод аст
ostentatious	кист?
ostracized	баста шудааст
ostrich	дандон
other	дигар
otter	офтоб
otto	данд
ottoman	тумани
ought	бояд
ounce	ounce
oust	Бештар
outage	нестанд
outback	бозгашт
outbid	берун
outboard	берун
outbreak	садама
outburst	барзагов
outcast	Бештар
outcome	натиҷа
outcry	хомӯш
outdated	сола
outdo	берун
outdoor	берун
outdoors	дар берун
outer	берун
outfit	садақа
outgoing	бармегардад
outgrow	берун аз
outgrowth	нокофӣ
outhouse	outhouse
outing	баромада рафт
outlandish	хомӯш
outlast	берун
outlaw	корношоям
outlet	нанд
outline	тасвир
outlines	намоишҳо
outlive	берун баромад
outlook	назар
outlying	берун
outnumber	аз ҳад зиёд
outpatient	фарбеҳӣ
outpost	барпо гардид
outpouring	берун
output	маҳсулот
outrage	азият мекашанд
outraged	хашмгин
outrageous	хашмгин
outrank	хомӯш
outreach	сафар
outright	хомӯшӣ
outrun	берун
outset	аввал
outsider	берун
outskirts	чок
outsmart	Ойини мадоро
outspoken	хулоса
outstanding	аҷиб
outstretched	сангин
outward	берун аз он
outwards	берун баромадааст
outweigh	аз ҳад зиёд
outwit	берун
oval	oval
ovary	тухмдон
ovate	олӣ
ovation	тифл
oven	танӯр
overactive	аксуламал
overall	умумӣ
overalls	умумӣ
overbearing	азият мекашанд
overburden	барзиёд
overcast	Бештар
overcharged	аз ҳад зиёд интиқол дода шудааст
overcoat	пластикӣ
overcome	бартараф
overcoming	бартараф
overcrowded	аз ҳад зиёд
overdo	баргаштан
overdose	overdose
overdrive	overdrive
overdue	дертар
overestimate	аз ҳад зиёд аст
overestimated	Бештар
overflow	пошхӯрӣ
overflowing	пошидан
overgrown	зиёдтар аст
overgrowth	зиёдтар аст
overhanging	пошхӯрӣ
overhaul	таъмир
overhead	сарлавҳа
overhear	гарм
overheated	overheated
overjoyed	хандидед
overkill	баргаштан
overlaid	Дар бораи мо
overlap	интегратсия
overlapping	Бештар
overlay	Пуршунавандаҳо
overload	overload
overlook	нопадид аст
overlord	барзиёд
overlying	барзиёд
overpaid	беш аз ҳад зиёд
overpass	гузариш
overplayed	ба назар мерасад
overpower	аз ҳад зиёд
overpowering	аз ҳад зиёд
overpriced	overpriced
overprotective	хеле баланд аст
overrated	аз ҳад зиёд
overreact	аз ҳад зиёд
override	барнагарданд
overriding	барнагардидааст
overrule	танзим
overrun	барнагарданд
oversee	назорат кардан
overseer	нозир
overshadow	сӯзондан
oversight	назорат
oversized	калонтар аст
overslept	зиёд шуд
overstate	олӣ
overstock	олӣ
overt	ки
overtake	баромадааст
overtaken	садақа кард
overthemoon	NO TRANSLATION
overthinker	баръакс
overthinking	андешидани барзиёд
overthrow	ба ҳалокат расиданд
overtime	бо гузашти вақт
overtired	кист?
overture	такрорӣ
overturn	вайрон карда шудааст
overview	шарҳ
overweight	вазн дорад
overwhelm	аз ҳад зиёд
overwhelmed	аз ҳад зиёд
overwhelming	аз ҳад зиёд
overworked	коркард
overwrought	аз ҳад зиёд
overzealous	хеле ғамгин
owe	Маблағ
owing	бо сабаби
owl	шутур
owner	соҳиби
ownership	соҳибӣ
ox	шикам
oxidation	oxidation
oxide	oxide
oxygen	оксиген
oxymoron	оксиморон
oyster	Садафак
ozone	ozone
pace	тез
pacemaker	дилсардкунанда
pacific	pacific
pacified	пажмурда шуд
pacifier	омехта
pacifist	pacifist
pacify	пажмурда
pacing	пашша
pack	бастабандӣ
package	маҷмӯъ
packaging	бастабандӣ
packer	бандер
packet	маҷмӯъ
pact	созишнома
pad	pad
padded	пажмурда шуд
padding	пагод
paddle	каҷ
paddle boat	кишти такрорӣ
paddock	падард
paddy	paddy
padlock	плагиат
padre	NO TRANSLATION
paean	Натиҷаҳо
pagan	Панҷакент
paganism	бутпарастӣ
page	саҳифа
pageant	баранда
pager	пагод
pagination	пагоҳ
paging	paging
pagoda	пагода
pail	ҷарима
pain	андар
pained	шадид
painful	дардовар
painfully	дардовар
painkiller	дандонпизишк
painless	беморӣ
pains	азоб мекашанд
painstaking	шитобон
paint	ранг
paintball	рангубор
paintbrush	рангубор
painted	рангубор карда шудааст
painter	рангдиҳанда
painting	ранг кардан
pair	ҷуфт
paisley	Паҳлавон
pajama	пижама
pajamas	пижама
pal	данд
palace	қаср
palatable	бофтан
palate	палата
pale	саманд
paleontology	палеонтология
palette	palette
pall	пал
palladium	palladium
pallet	паллет
palliative	Палата
palm	палм
palmer	палмер
palomino	palomino
palpable	бангӣ
palpitations	қавӣ
palsy	фалаҷ
paltry	данд
pamper	шамшер
pamphlet	китобча
pan	Шабака
panacea	паноҳгоҳ
panache	паноҳгоҳ
pancake	pancake
pancakes	pancakes
pancreas	панкреат
panda	Панда
pandemic	пандемия
pandemonium	pandemonium
pane	Панели
panel	панел
pang	NO TRANSLATION
panhandle	Панҷшанбе
panic	паноҳгоҳ
panicattack	NO TRANSLATION
panicked	пошид
panicking	пароканда
panicky	паникӣ
panier	NO TRANSLATION
panorama	panorama
panoramic	panoramic
pansy	баногоҳ
pant	pant
pantheon	панно
panther	панта
panties	Панели
pantomime	пантомима
pantry	паноҳгоҳҳо
pants	ороишҳо
panty	бензин
pantyhose	pantyhose
pap	pap
papa	папа
papacy	papacy
papal	NO TRANSLATION
papaya	папая
paper	коғаз
paperback	чопгар
paperboy	коғаз
paperweight	коғазӣ
paperwork	коркард
paprika	paprika
papyrus	папирус
par	NO TRANSLATION
parable	масҷид
parabola	парабола
parabolic	parabolic
parachute	parachute
parade	парад
paradigm	парадигма
paradise	биҳишт
paradox	парадокс
paradoxical	парадоксикӣ
paraffin	парафин
paragon	парда
paragraph	параграф
parakeet	паракет
paralegal	параллелал
parallax	параллакс
parallel	параллел
parallelism	параллелизм
paralysis	фалаҷ
paralyze	фалаҷ
paralyzed	фалаҷ
paramedic	пармакикӣ
paramedics	пармакикӣ
paramilitary	парламентӣ
paramount	парҳез
paranoia	парано
paranoid	паранок
paranormal	paranormal
parapet	парапет
paraphernalia	асбобҳо
paraphrase	парафраз
paraplegic	paraplegic
parasite	паразит
parasitic	паразитӣ
parasol	паразол
parcel	қитъаи
parcels	қумондонҳо
parched	пошид
parchment	коғаз
pardon	бахшиш
pare	NO TRANSLATION
parenchyma	parenchyma
parent	волидайн
parentage	волидайн
parental	волидайн
parenthesis	NO TRANSLATION
parenthetical	ветеринарӣ
parenthood	волидайн
parenting	кӯдакона
pariah	Париж
parietal	parietal
paring	Пурбинандатаринҳо
parish	ҳизб
parity	парии
park	парки
parka	пара
parking	parking
parkinsons	паркинсонҳо
parlance	парламенти
parlay	парламент
parliament	парлумон
parliamentary	парламент
parlor	парократ
parmesan	parmesan
parody	парод
parole	шартан
parquet	парки
parrot	паррп
parry	парри
parse	бибинед
parsimonious	фарогирӣ
parsimony	parsimony
parsley	parsley
parson	пари
part	қисмати
partake	иштирок кунед
partial	қисман
partiality	қисман
partially	қисман
participant	иштирокчӣ
participate	иштирок мекунанд
participation	иштирок кардан
particle	қисм
particular	махсусан
particularity	хусусият
particulars	хусусан
parting	Бештар
partisan	ҳизб
partisanship	иштирокчӣ
partition	тақсимот
partly	қисман
partner	шарик
partnership	шарикӣ
partridge	partridge
parts	қисмҳо
party	ҳизб
pas	NO TRANSLATION
pass	гузаред
passable	мумкин аст
passage	гузариш
passageway	гузариш
passe	NO TRANSLATION
passenger	мусофир
passim	NO TRANSLATION
passing	гузашт
passion	ҳисса
passionate	дилсӯзона
passive	passive
passivity	passivity
passkey	passkey
passport	шиноснома
password	парол
past	гузашт
pasta	макарон
paste	гандум
pastel	pastel
pastime	гузаштан
pastor	пастор
pastrami	pastrami
pastry	бозича
pasture	чарогоҳ
pasty	зебо
pat	поп
patch	patch
patchwork	печидан
pate	Патата
patella	patella
patent	патент
patented	патентӣ
paternal	падар
paternity	падар
path	роҳ
pathetic	дилсӯзона
pathological	патологӣ
pathologist	патолог
pathology	патология
pathos	NO TRANSLATION
pathway	роҳ
patience	пурсабрӣ
patient	бемор
patio	аӣвон
patriarch	патриарх
patriarchal	патриарх
patrimony	патмуронӣ
patriot	ватандӯстӣ
patriotic	ватандӯстӣ
patriotism	ватандорӣ
patrol	пилот
patrolman	patrolman
patron	мудир
patronage	patronage
patronising	мудирият
patronize	сарварӣ кардан
patronizing	мудирият
patter	пажмурда
pattern	намуна
paucity	хушбахтӣ
pauper	Пауэлл
pause	истироҳат
pave	Павел
pavement	поя
pavilion	павилон
paving	пӯшидан
paw	Павел
pawn	piyon
pawnshop	pawnshop
pax	pax
pay	пардохт
payable	пардохта мешавад
payback	пардохт
paycheck	пули нақд
payday	пардохт
payer	пардохткунанда
payload	пардохт
payment	пардохт
payoff	пардохт
payout	пардохт
payphone	пардохт
payroll	музди меҳнат
pea	нахўд
peace	сулҳ
peaceable	сулҳҷӯёна
peaceful	сулҳ
peacefully	оромона
peacekeeper	сулҳҷӯёна
peaceofmind	NO TRANSLATION
peacetime	солагии сулҳ
peach	шафтолу
peachy	шафтолу
peacock	Помир
peak	баландтарин
peaked	пазмонда
peanut	пирожни
peanuts	шафтолу
pear	нок
pearl	марворид
pearly	пӯлод
peas	peas
peasant	деҳот
peat	торф
pebble	санг
pecan	pecan
peck	peck
pecker	печи
peculiar	хусусан
peculiarities	хусусиятҳои
peculiarity	хусусият
peculiarly	хусусан
pecuniary	пазироӣ
pedal	pedal
pedantic	pedantic
peddle	peddle
peddler	падари
pedestal	престаль
pedestrian	пиёдагард
pediatric	педиатр
pediatrician	педиатрия
pediatrics	педиатрия
pedicure	пиёдагард
pedigree	Ном:
pedometer	pedometer
pedophile	психофилӣ
pee	ширин
peek	peek
peekaboo	peekaboo
peel	пӯст
peep	пӯст
peeper	пӯст
peephole	peephole
peer	peer
peering	мушоҳида кардан
peerless	ҳамоҳанг
peeved	ба даст оварданд
peg	peg
pegs	pegs
peice	NO TRANSLATION
pelagic	пелагик
pelican	pelican
pellet	pellet
pelvic	pelvic
pelvis	фалаҷ
pen	қалам
penal	ҷазо
penalty	ҷазо
penance	penance
penchant	пӯст
pencil	қалам
pendant	pendant
pendency	лутфан
pendent	NO TRANSLATION
pending	интизор меравад
pendulum	сӯзанак
penetrate	ворид кунед
penetrating	ворид шудан
penetration	ворид шудан
penguin	penguin
penicillin	penicillin
penile	penile
peninsula	ярмарка
penis	penis
penitent	ҷазо додан
penitentiary	ҷазои бераҳмона
penmanship	пинҳонкорӣ
pennant	мармар
penniless	понзил
penny	Панҷ
pension	нафақа
pensioner	нафақахӯрон
pensive	мантиқан
pentagon	панҷум
pentagram	Пентаграм
penthouse	penthouse
penultimate	барҳам хӯрд
people	одамон
peopled	Бештар
pep	Пеп
pepper	филфил
peppermint	peppermint
pepperoni	pepperoni
peppy	peppy
peptic	пептик
peptide	peptide
perceive	дарк мекунанд
percent	фоиз
percentage	фоиз
percentile	якбора
perceptible	дарк кунанд
perception	дарк кардан
perceptive	дарк кардан
perch	данд
perchance	Тақвим
percolation	percolation
percussion	пора
perdition	ба ҳалокат расиданд
peremptory	дубора
perennial	бисёрсола
perfect	комил
perfection	комилан
perfectionist	комилан
perfecto	NO TRANSLATION
perforated	дубора
perforation	perforation
perforce	манъ карда шудааст
perform	иҷро кунед
performance	иҷрои
performer	иҷрокунанда
perfume	парф
perfumed	фахр кардан
peri	период
peridot	peridot
peril	зараровар
perilous	хавотир
perimeter	периметр
period	давра
periodic	даврӣ
periodical	даврӣ
periodically	давра ба давра
periodicity	даврӣ
peripheral	перифҳо
periphery	пероҳ
periscope	periscope
perish	ба ҳалокат расиданд
perishable	харобшаванда
perished	ҳалок шуд
perishing	ба ҳалокат расиданд
perjury	дурӯғгӯй
perk	perk
perky	хушбахтӣ
perm	раб
permanence	доимӣ
permanent	доимӣ
permeable	иҷозат дода шудааст
permeate	тифл
permeation	тифл
permissible	иҷозат дода шудааст
permission	иҷозат
permissive	иҷозат дода шудааст
permit	иҷозат дода мешавад
permitted	иҷозат дода шудааст
permitting	иҷозат медиҳад
permutation	лутфан
pernicious	кифоя аст
peroxide	peroxide
perpendicular	вироиш
perpetrate	коррупсия
perpetrator	гунаҳкор
perpetual	доимист
perpetually	доимӣ
perpetuate	доимист
perpetuation	даврӣ
perpetuity	доимӣ
perplexed	хашмгин
perplexing	Бештар
perplexity	шадид
persecute	таъқибот
persecution	таъқибот
perseverance	сабр
persevere	доимист
persist	давом диҳед
persistence	доимӣ
persistent	доимист
persisting	доимист
person	шахс
persona	NO TRANSLATION
personable	шахсӣ
personage	шахсият
personal	шахсӣ
personality	шахсияти
personification	шахсият
personnel	кормандон
persons	шахсон
perspective	перспективӣ
perspiration	тарроҳӣ
persuade	бовар кунед
persuasion	боварӣ
persuasive	"Равшан """
pert	пӯр
pertinent	алоқаманд аст
perturbation	perturbation
pertussis	pertussis
perusal	дубора
peruse	данд
pervading	печидагӣ
perverse	бадбахт
perversion	печид
pervert	пӯст
perverted	гумроҳ шудааст
pesky	бад
pessimism	пессимизм
pessimist	пессимист
pessimistic	пессимистӣ
pest	зараррасонҳо
pester	пестерство
pestilence	фавтида
pestle	pestle
pesto	pesto
pet	Пет
petal	petal
petite	petite
petition	ариза
petitioner	дархосткунанда
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	бензин
petrify	бензин
petrol	бензин
petroleum	нафт
petticoat	хатикот
petting	табобат
petty	хеле хурд
petulant	petulant
petunia	petunia
pew	pew
pewter	пӯст
peyote	NO TRANSLATION
phalanx	фаќат
phantom	фантом
pharaoh	фирор
pharmaceutical	дорусозӣ
pharmacist	дорухона
pharmacology	фармакология
pharmacy	дорухона
phase	марҳамат
pheasant	тазавр
phenomenal	аҷиб
phenomenon	phenomenon
pheromone	феромон
phew	Пуршунавандаҳо
phi	фи
philanthropic	хайрхоҳона
philanthropist	хайрхоҳона
philanthropy	хайрхоҳона
philistine	филистин
philosopher	фалсафа
philosophic	фалсафа
philosophical	фалсафӣ
philosophy	фалсафа
phlegm	phlegm
pho	фо
phobia	фабрика
phoenix	Феникс
phone	телефон
phonetic	фонетикӣ
phonetics	phonetics
phonics	фонетика
phonograph	фонограмма
phonology	фонограмма
phony	фита
phooey	Файли
phosphate	фосфат
phosphor	фосфор
phosphorus	фосфор
photo	Аксҳо
photogenic	photogenic
photograph	сурат мегирад
photographer	суратгир
photographic	аксбардорӣ
photography	аксбардорӣ
photometry	фотометрия
photon	фотон
phrase	ибораи
phraseology	энология
phylogeny	филогенӣ
physical	физикӣ
physical therapist	Тифлони ҷисмонӣ
physician	табиб
physicist	физикист
physics	физика
physiological	физиологи
physiology	физиология
physique	физикӣ
pi	пи
pianist	пианист
piano	фортепиано
piazza	piazza
piccolo	NO TRANSLATION
pick	интихоб кунед
picked	интихоб шуд
picker	интихобкунандагон
picket	пулакӣ
picketing	интишор
pickle	пору
pickled	бодиринг
pickpocket	дандонпизишк
pickup	бардоштан
picky	интихобӣ
picnic	picnic
pictorial	тасвир
picture	тасвир
pictures	тасвирҳо
picturesque	зебо
pie	pie
piece	порча
piecemeal	печка
pieceofshit	Пуршунавандаҳо
pied	пӯлод
pier	пичир
pierce	пӯст
piety	парастиш
pig	хук
pigeon	кабӯтар
piggy	пигги
piggyback	Пиггиюз
pigheaded	пӯшидааст
piglet	пиглюл
pigment	пигмент
pigskin	хукон
pigsty	pigsty
pike	Пикс
pile	пӯст
piles	piles
pileup	сӯзишворӣ
pilgrim	садақа
pilgrimage	Ҳаҷ
pill	табобат
pillage	зӯроварӣ
pillar	сутун
pillbox	pillbox
pillow	бензин
pillowcase	бензин
pilot	пилот
pimp	pimp
pimple	pimple
pin	пин
pinball	попоп
pinch	рози
pinching	пучед
pine	санавбар
pineapple	ананас
ping	Пинг
pinhead	пинҳон
pinhole	пинҳон
pinion	пионер
pink	гулобӣ
pinkie	Пойки
pinnacle	пинҳон кардан
pinot	потенсиал
pinpoint	муайян карда мешавад
pint	pint
pinto	пинҳон кунед
pinup	сих кардан
pioneer	пешрав
pious	хайр
pip	қубур
pipe	қубур
piped	қубур
pipeline	қубур
piper	piper
pipette	pipet
piping	қубурҳо
pipsqueak	pipsqueak
pique	pique
piracy	бригадир
piranha	пандан
pirate	pirate
piscina	NO TRANSLATION
piss	шитобед
pissed	шодравон
pissedoff	ғазабнок
pisser	NO TRANSLATION
pissesmeoff	Писарбача
pissingmeoff	Писандидам
pissoff	Писар
pistachio	pistachio
pistol	пистолет
piston	piston
pit	чоҳ
pita	пита
pitch	Шаҳритус
pitcher	чанг
pitchfork	пичиррос
pitfall	пител
pith	Пит
pithy	Питс
pitiful	фахр кардан
pitted	лаблабу
pitter	pitter
pituitary	хитоӣ
pity	хашмгин
pivot	масофа
pivotal	муҳим аст
pix	pix
pixie	pixie
pizza	pizza
pizzazz	pizzazz
pizzeria	пизишкӣ
placard	портрет
place	ҷойгир карда шудааст
placebo	placebo
placement	ҷойгиркунӣ
placenta	плостент
placid	ҷойгир карда шудааст
placket	пластикӣ
plagiarism	ҷарима
plague	бало
plaid	пластикӣ
plain	бесадо
plainclothes	зардчаҳо
plaintiff	даъвогар
plaintive	шанд
plan	нақша
plane	ҳавопаймо
planes	ҳавопаймоҳо
planet	сайёр
planetarium	планетарий
planetary	планшет
planets	сайёраҳо
plank	планк
plankton	планктон
planned	ба нақша гирифта шудааст
planner	нақша
planning	банажник
plant	ниҳол
plantation	ниҳолшинонӣ
planter	planter
planting	ниҳолшинонӣ
plaque	пластикӣ
plasma	плазма
plaster	пластикӣ
plastic	пластикӣ
plasticity	пластикӣ
plat	платина
plate	толор
plateau	плаза
plated	пластикӣ
platform	платформа
plating	пластикӣ
platinum	платина
platonic	platonic
platoon	платина
platter	табақ
plaudit	NO TRANSLATION
plausibility	ба назар мерасанд
plausible	манфӣ
play	бозӣ кунед
playa	плаза
playback	бозӣ
playbook	playbook
playboy	playboy
player	плеер
playful	хандаовар
playground	майдонча
playhouse	синфхона
playmate	варзишгар
playoff	бозии ҷавобӣ
playpen	бозӣ
playroom	бозӣ
plaything	бозӣ
playtime	бозӣ
playwright	драмнавис
plaza	плаза
plea	даъво
plead	даъвогар
pleasant	зебо
pleased	хушнуд аст
pleasing	хушнуд аст
pleasurable	хушбахтона
pleasure	хурсандӣ
pleasures	хушнудӣ
pleat	хандидед
pleated	шод
pledge	гарав
pledged	ваъда дод
plenary	пленум
plentiful	Бештар
plenty	фаровонӣ
plenum	пленум
plethora	тилло
plexus	plexus
pliable	зарб
plication	дубора
pliers	pliers
plight	бадбахтӣ
plinth	пашм
plodding	ҷарима
plop	плоп
plot	қитъаи замин
plough	реза
ploughed	шуд
plover	данд
plow	реза
plowed	шуд
plowing	шудгор шуд
ploy	данд
pluck	резед
plucky	пӯст
plug	пӯшед
plum	олу
plumage	плазма
plumb	қаллобӣ
plumber	обанбор
plumbing	обхезӣ
plume	пӯлод
plummet	зарб
plump	резед
plumper	плаза
plunder	талоқ
plunge	вироиш
plunger	дандонпизишк
plural	гуногунанд
plurality	гуногунандешӣ
plush	пусидаро
plutonium	плутониум
ply	данд
plywood	фанера
pneumatic	пневматикӣ
pneumonia	пневмония
poacher	сайёр
poachers	сайёҳон
poaching	пошхӯрӣ
pocket	коғаз
pocketbook	пиҷҷа
pocketful	ҷаззоб
pod	NO TRANSLATION
podium	podium
poem	шеър
poems	шеърҳо
poet	шоир
poetic	шеър
poetical	шеър
poetics	шоирона
poetry	шеър
pogo	pogo
poignant	шиддатнок
point	нуқта
pointedly	таъкид кард
pointer	нишондиҳанда
pointless	бесабаб нест
pointy	нуқтаи назар
poise	poise
poison	заҳри
poisoned	заҳролуд
poisoning	заҳролудшавӣ
poisonous	заҳролуд
poke	шӯхӣ мекунанд
poker	poker
pokes	Почо
polar	поляр
polarity	polarity
pole	қубур
polemic	polemic
police	полис
police officer	корманди полис
policeman	милиса
policewoman	милиса
policy	сиёсат
polio	фалаҷи атфол
polish	пластикӣ
polished	пластикӣ
polite	хуб аст
politeness	сеҳрнокӣ
politic	сиёсї
political	сиёсї
politician	сиёсатмадор
politics	сиёсат
polity	полис
polka	полка
poll	пурсиш
pollen	пошидани
polling	овоздиҳӣ
pollute	ифлос
pollution	ифлос
polo	polo
poltergeist	poltergeist
polyester	polyester
polygamy	бисёрзанӣ
polygon	polygon
polygonal	полӣ
polygraph	polygraph
polymer	полимер
polymorphism	polymorphism
pomp	панел
pompous	pompous
poncho	poncho
pond	понд
ponder	Павел
ponderous	мулоим
pong	pong
pontiff	понтард
pontificate	pontificate
pontoon	понтон
pony	pony
ponytail	ponytail
pooch	пӯхтан
poodle	пудел
poof	poof
pool	ҳавз
poop	данд
poor	камбизоатӣ
poorly	суст аст
pop	поп
popcorn	Ҷуворипақак
pope	папа
popper	popper
poppy	гандум
poppycock	poppycock
popsicle	Нашрия
popular	машҳур
popularity	маъруф
popularized	маъмул аст
population	аҳолӣ
populous	шумораи аҳолӣ
porcelain	porselen
porch	бодом
porcupine	porcupine
pore	пора
pork	хук
porker	хукон
porky	хук
porn	porn
porno	porno
pornographic	порнография
pornography	порнография
porosity	поросили
porous	пӯст
porridge	прикол
port	порт
portable	бесим
portage	портал
portal	портал
porter	портрет
porterhouse	портрет
portfolio	портфел
porthole	портал
portico	португалӣ
portion	қисман
portrait	портрет
portraiture	портрет
portray	тасвир
pose	расад
