Word	zu
inquisitor	inquisitor
insane	i-insane
insanity	ukungena
insatiable	unganakwenzeka
inscription	ukubhalwa
inscrutable	okungaqondakali
insect	insect
insecticide	inambuzane
insecure	engavikelekile
insecurity	ukungavikeleki
insemination	insemination
insensitive	engacabangi
inseparable	ahluke
insert	faka
inserted	ifakwe
insertion	ukufaka
inside	ngaphakathi
insider	ngaphakathi
insidious	insidious
insight	ukuqonda
insightful	ukuqonda
insignia	insignia
insignificance	okungabalulekile
insignificant	akubalulekile
insinuate	faka
insipid	insipid
insist	ukuphikelela
insistence	ukuphikelela
insistent	ukuphikelela
insists	iphikelela
insolence	ukuthuka
insolent	ukuthuka
insoluble	engenayo i-insoluble
insolvency	ukungabonakali
insolvent	ukungabikho
insomnia	ukulala
insomniac	insomniac
inspect	hlola
inspection	ukuhlolwa
inspector	umhloli
inspiration	ugqozi
inspirational	ukuvuselela
inspire	khuthaza
inspired	ephefumlelwe
instability	ukungazinzi
install	faka
installation	ukufakwa
installment	isitolimende
instance	isibonelo
instant	okusheshayo
instantaneous	ngokushesha
instantaneously	ngokushesha
instigate	ukugqugquzela
instigation	ukugqugquzela
instill	faka
instinct	ukukhanya
instinctive	engokwemvelo
institute	ukusekela
institution	isikhungo
instruct	fundisa
instructed	ufundiswe
instruction	imfundo
instructional	ukufundisa
instructions	imiyalelo
instructive	efundisa
instructor	umfundisi
instrument	ithuluzi
instrumental	insimbi
instrumentalist	i-instrumentalist
instrumentality	insimbi
insubordination	ukungaboni kahle
insufferable	akunakwenzeka
insufficiency	ukungasebenzi
insufficient	ayanele
insufficiently	ngokungenasici
insular	i-insular
insulate	u-insulate
insulated	i-insulated
insulation	ukugxila
insulin	i-insulin
insult	ukuthuka
insulting	ukuthuka
insurance	umshuwalense
insure	qinisekisa
insurgent	abahlubuki
insurmountable	ezingenakulinganiswa
insurrection	ukuvuka
intact	eqinisiwe
intake	ukungenisa
intangible	okungabonakali
integer	integer
integral	okubalulekile
integrate	ukuhlanganisa
integration	ukuhlanganiswa
integrity	ubuqotho
intellect	ukuqonda
intellectual	ubuhlakani
intelligence	ukuhlakanipha
intelligent	ohlakaniphile
intelligibility	ukuhlakanipha
intelligible	ihlakaniphile
intend	uhlose
intended	okuhlosiwe
intending	ehlose
intense	kakhulu
intensely	kakhulu
intensify	qinisa
intensity	amandla
intensive	kakhulu
intent	inhloso
intention	inhloso
intentional	ngenhloso
intentionally	ngenhloso
inter	phakathi
interact	sebenzisana
interaction	ukuxhumana
interactive	ukuhlanganyela
intercede	thinta
intercept	thinta
interception	ukukhulelwa
intercession	ukuncenga
interchange	ukushintshana
interchangeable	ezishintshashintshayo
interchanged	zashintshaniswa
intercom	i-intercom
intercourse	ubulili
interdependence	ukuxhasana
interdependent	ukuzimela
interdiction	ukuvinjelwa
interest	inzalo
interested	unentshisekelo
interesting	ezithakazelisayo
interface	isikhombimsebenzisi
interfere	ukuphazamisa
interference	ukuphazamiseka
interferometer	i-interferometer
intergalactic	intergalactic
interim	okwesikhashana
interior	ingaphakathi
interject	ukuhlanganyela
interlocutory	i-interlocutory
interlude	hlangana
intermediary	umlamuleli
intermediate	okuphakathi
interment	ukuzwakalisa
interminable	singapheli
intermission	ukuphumula
intermittent	okuphakathi
intern	intern
internal	ngaphakathi
internally	ngaphakathi
international	international
internet	internet
internship	internship
interoffice	i-interoffice
interpolate	i-interpolate
interpolation	ukubhala
interpret	ukuhumusha
interpretation	incazelo
interpreter	umhumushi
interpretive	ukuhumusha
interrelated	ehlangene
interrogate	ukubuza imibuzo
interrogation	ukuphenywa
interrupt	ukuphazamisa
interrupted	iphazamisekile
interrupting	ukuphazamisa
interruption	ukuphazanyiswa
interrupts	iphazamisa
intersect	hlanganisa
intersection	ukuxuba
interstate	ngaphakathi
interstellar	i-interstellar
interstitial	okuphakathi
interval	isikhathi
intervene	ungenele
intervening	ukungenelela
intervention	ukungenelela
interview	ingxoxo
interviewer	oxoxisana nabo
interworking	ukusebenzisana
intestate	intestate
intestinal	emathunjini
intestine	emathunjini
intestines	amathumbu
intimacy	ukusondelana
intimate	obuseduze
intimately	ngokuseduze
intimation	ukusondelana
intimidate	esabisa
intimidated	esatshiswa
intimidating	esabisa
intimidation	ukwesatshiswa
intolerable	ukungenakubekezelelwa
intolerance	ukubekezelelana
intolerant	ukungahloniphi
intonation	intonation
intoxicated	udakiwe
intoxicating	ukudakwa
intoxication	ukudakwa
intracranial	ukungasebenzi
intractable	ezingenakwenzeka
intramural	ingaphakathi
intravenous	ukungena ngaphakathi
intrepid	abahlakaniphile
intricate	okuyinkimbinkimbi
intrigue	intrigue
intriguing	okuthakazelisayo
intrinsic	ngaphakathi
intrinsically	ngokusemthethweni
intro	isethulo
introduce	ukwethula
introduction	isingeniso
introductory	ingeniso
introspection	ukungeniswa kwesethulo
introspective	isingeniso
intrude	ukungena ngaphakathi
intruder	intruder
intrusion	intrusion
intrusive	i-intrusive
intubation	intubation
intuition	intuition
intuitive	enembile
intuitively	intuitively
inundation	ukulimala
invade	bahlasele
invader	umhlaseli
invalid	ayivumelekile
invalidate	ukungasebenzi
invalidation	ukungavumelekile
invalidity	ukungalungi
invaluable	ebaluleke kakhulu
invariably	njalo
invasion	ukuhlasela
invasive	iningi
invent	sungula
invention	okusungulwe
inventive	ukungena
inventor	umsunguli
inventory	yokusungula
inverse	inverse
inversely	ngokungafani
inversion	inversion
invert	guqula
inverted	inverted
invest	izimali
investigate	uphenye
investigation	uphenyo
investigative	uphenyo
investigator	umphenyi
investment	utshalomali
investor	izimali
invidious	okungenangqondo
invigorate	ukuvuselela
invincible	angenakunqotshwa
invisibility	ukungabonakali
invisible	engabonakali
invitation	isimemo
invite	umeme
inviting	ukumema
invocation	ukucela
invoice	i-invoyisi
invoke	ukucela
involuntary	ukuzibandakanya
involution	izimpendulo
involve	zibandakanya
involvement	ukubandakanyeka
invulnerable	angenakuvotelwa
inwards	ngaphakathi
iodine	iodine
ion	ion
iota	iota
irate	ukucasuka
ire	NO TRANSLATION
iridescent	i-iridescent
iris	iris
irked	ukucasuka
irks	irks
iron	insimbi
ironclad	ironclad
ironic	kuyindida
irons	izinsimbi
irony	i-irony
irradiation	i-irradiation
irrational	okungenangqondo
irrationality	ukunganaki
irreconcilable	ukungahambisani
irreducible	i-irreducible
irrefutable	ezingenakulinganiswa
irregular	okungavamile
irregularity	ukungalungi
irregularly	ngokungavamile
irrelevant	akudingeki
irreparable	ezingenakuqhathaniswa
irreplaceable	ezingenakwenzeka
irrepressible	ukungahleleki
irresistible	okungenakuphikiswa
irrespective	kungakhathaliseki
irresponsible	ukungahloniphi
irreverent	ukungahloniphi
irreversible	ayinakuphika
irrevocable	ayinakwenzeka
irrigate	nisela
irrigation	ukuchelela
irritability	ukucasuka
irritable	ukucasuka
irritate	ukucasula
irritated	uthukuthele
irritates	ucasula
irritating	ecasulayo
irritation	ukucasuka
island	isiqhingi
isle	isle
islet	islet
isolate	ukuhlukanisa
isolated	ezodwa
isolation	ukuzihlukanisa
isomorphism	isomorphism
isothermal	isothermal
isotope	Isotopi
issue	ukukhishwa
itch	itch
itching	itching
itchy	ihlazo
item	into
itemize	itemize
items	izinto
iterate	i-iterate
iteration	iteration
iterative	iterative
itinerant	ujikelezayo
itinerary	uhambo
ivory	lwendlovu
jab	jab
jabber	jabber
jack	jack
jackal	jackal
jackass	jackass
jacket	jacket
jackhammer	jackhammer
jackpot	jackpot
jackrabbit	jackrabbit
jacks	jacks
jade	jade
jaded	jaded
jag	NO TRANSLATION
jagged	i-jagged
jaguar	i-jaguar
jail	ejele
jailbird	jailbird
jailbreak	jailbreak
jailer	umgcini wejele
jailhouse	ejele
jalopy	i-jalopy
jam	jam
jamboree	i-lawree
jammed	ivinjiwe
jammer	jammer
janitor	i-janitor
janitorial	i-janitorial
japan	japan
jar	imbiza
jargon	i-jargon
jarhead	isihloko sekhanda
jarring	i-jarring
jasmine	jasmine
jasper	i-jaspi
jaundice	i-jaundice
jaunt	i-jaunt
java	i-java
javelin	i-javelin
jaw	umhlathi
jawbone	umhlathi
jaws	umhlathi
jay	jay
jazz	i-jazz
jazzy	jazzy
jealous	umhawu
jealousy	umhawu
jean	i-jean
jeans	jeans
jeep	i-jeep
jeering	i-jeering
jelly	i-jelly
jellybean	i-Jelly Bean
jellyfish	i-jellyfish
jenny	jenny
jeopardize	engozini
jeopardy	kuyingozi
jerk	jerk
jerks	ama-jerks
jerky	jerky
jersey	ijezi
jest	NO TRANSLATION
jester	jester
jesus	uJesu
jet	i-jet
jetty	i-jetty
jewel	jewel
jeweler	jeweler
jewelry	ubucwebe
jib	jib
jiff	NO TRANSLATION
jiffy	jiffy
jig	i-jig
jiggle	jiggle
jigsaw	i-jigsaw
jihad	jihad
jimmy	jimmy
jingle	jingle
jinx	jinx
jitters	ama-jitters
jittery	i-jittery
jive	i-jive
job	umsebenzi
jobinterview	NO TRANSLATION
jock	i-jock
jockey	jockey
jockstrap	i-jockstrap
jog	jog
jogger	ukugijima
john	uJohn
join	ujoyine
joined	wajoyina
joining	ukujoyina
joint	ngokuhlanganyela
jointly	ngokuhlanganyela
joke	ihlaya
joker	i-joker
joking	ukuhleka
jolly	jolly
jolt	jolt
jornada	NO TRANSLATION
jot	i-jot
jour	NO TRANSLATION
journal	iphephandaba
journalism	journalism
journalist	intatheli
journalistic	i-journalistic
journey	uhambo
journeyman	uhambahamba
joust	playst
jovial	i-jovial
joy	injabulo
joyful	ujabule
joyous	ujabule
joyride	joyride
joys	injabulo
jubilant	jubilant
jubilee	jubilee
judge	ijaji
judged	bahlulelwe
judging	ukwahlulela
judgment	isahlulelo
judgmental	ukugwetshwa
judicial	ukugwetshwa
judiciary	i-judiciary
judicious	kahle
judo	Judo
jug	jug
juggle	juggle
juggler	i-juggler
juggling	i-juggling
jugular	i-jugular
juice	ijusi
juicer	i-juicer
juicy	enamafutha
juju	NO TRANSLATION
juke	ijusi
jukebox	i-jukebox
jumble	jumble
jumbled	waxoshwa
jumbo	jumbo
jump	gxuma
jump rope	gxuma intambo
jumper	i-jumper
jumpsuit	jumpsuit
jumpy	jumpy
junction	ukuhlangana
juncture	ukuhamba
jungle	jungle
junior	junior
juniper	umjunipha
junk	i-junk
junket	junket
junkie	junkie
junky	junky
junkyard	i-junkyard
junta	junta
juridical	ngokomthetho
jurisdiction	igunya
jurisprudence	umthetho wezomthetho
jurist	i-jurist
juror	juror
jury	ijaji
justice	ubulungiswa
justifiable	kufanelekile
justification	ukulungiswa
justify	vumela
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	Jute
juvenile	izingane
juxtaposition	i-juxtaposition
kaiser	kaiser
kale	kale
kaleidoscope	i-kaleidoscope
kamikaze	kamikaze
kangaroo	i-kangaroo
kanji	kanji
kappa	kappa
kaput	NO TRANSLATION
karaoke	Karaoke
karate	karate
karma	i-karma
karmic	karmic
kayak	kayak
kazoo	kazoo
kebab	kebab
keel	keel
keen	ngiyathanda
keep	gcina
keeper	umgcini
keeping	ukugcina
keepsake	i-keepsake
keg	keg
kelp	kelp
ken	ken
kennel	kennel
kerchief	i-kerchief
kern	kern
kernel	i-kernel
kerosene	i-diesel
ketchup	ketchup
kettle	i-kettle
key	ukhiye
keyboard	ikhibhodi
keyed	keyed
keyhole	isihluthulelo
keynote	i-keynote
keypad	ikhiphedi
keystone	isihluthulelo
keyword	igama elingukhiye
khaki	khaki
khan	khan
kibble	i-kibble
kick	ukukhahlela
kickboxing	ibhola lokukhahlela
kicker	umqaphi
kicking	ukukhahlela
kickoff	ukuqalisa
kid	kid
kidder	i-kidder
kidding	ukubamba
kiddo	kiddo
kiddos	kiddo
kidnap	uthatha
kidnapped	uthathwe
kidnapper	ukuthumba
kidnapping	ukuthumba
kidney	izinso
kids	izingane
kill	bulala
killer	umbulali
killing	ukubulala
killjoy	killjoy
kiln	ifolishi
kilo	NO TRANSLATION
kilogram	kilogram
kilometer	ikhilomitha
kilt	kilt
kimono	kimono
kin	isihlobo
kind	nomusa
kindergarten	inkulisa
kindling	ukufutheka
kindness	umusa
kindred	umndeni
kinematics	izibalo
kinesiology	i-kinesiology
kinetic	kinetic
king	inkosi
king snake	inyoka yenkosi
kingdom	umbuso
kingpin	i-kingpin
kink	kink
kinky	kinky
kinship	ubuhlobo
kiosk	i-kiosk
kirk	i-kirk
kiss	kiss
kisser	kisser
kissy	kissy
kit	ikhi
kitchen	ikhishi
kite	kite
kitten	inkinobho
kiwi	ikiwi
klutz	klutz
knack	knack
knapsack	i-knapsack
knead	khumula
knee	amadolo
kneecap	i-kneecap
kneel	bhuqa
kneeling	eguqa
knell	i-knell
knick	knick
knickers	ama-knickers
knife	ummese
knight	knight
knighthood	knighthood
knit	ziboshwe
knob	i-knob
knock	knock
knockoff	knockoff
knockout	ukukhwabanisa
knoll	knoll
knot	i-knot
knots	amafindo
knotted	i-knotted
know	wazi
knowing	wazi
knowingly	uyazi
knowledge	ulwazi
knowledgeable	ulwazi
knuckle	beka
knucklehead	i-knucklehead
knuckles	i-knuckles
koala	i-koala
kook	NO TRANSLATION
kooky	i-kooky
kool-aid	i-kool-aid
kos	kos
kosher	i-kosher
kraut	NO TRANSLATION
kris	i-kris
kryptonite	kryptonite
kudos	kudos
kumquat	kumquat
lab	ibhu
label	ilebula
labor	umsebenzi
laboratory	laboratory
labored	wasebenza
laborer	umsebenzi
laboring	ukusebenza
laborious	enzima kakhulu
labyrinth	i-labyrinth
lac	i-lac
lace	i-lace
laceration	i-laceration
lack	ukungabi nalutho
lackey	i-lackey
lacking	ayitholakali
lackluster	ukuhluleka
lacquer	i-lacquer
lacrosse	i-lacrosse
lactose	i-lactose
lad	umfana
ladder	isiteji
laddie	laddie
laden	egcwele
lading	ukuhamba
ladle	ladle
lady	lady
lady bug	NO TRANSLATION
ladybug	ladybug
ladylike	ladylike
ladyship	ukulingana
lag	lag
lager	NO TRANSLATION
lagging	ukungena
lagoon	i-lagoon
lair	indawo
laity	ubuqotho
lake	echibi
lama	NO TRANSLATION
lamb	inyama yemvu
lame	okhubazekile
lament	lila
lamenting	ukukhala
lamina	lamina
laminated	laminated
lamp	isibani
lamppost	iposi lelambu
lance	lance
lancer	i-lancer
land	umhlaba
landed	wafika
landfall	ukufika komhlaba
landfill	ukuthuthwa komhlaba
landing	ukufika
landlady	umhlalaphansi
landlocked	i-landlocked
landlord	umninikhaya
landmark	uphawu lomhlaba
lands	amazwe
landscape	i-landscape
landscaping	ukuhlelwa kwemvelo
landslide	i-landslide
lane	umzila
language	ulimi
languid	i-languid
languish	ihluleka
languishing	ukuphelelwa amandla
lanky	lanky
lantern	ilanga
lap	ithanga
lapdog	i-lapdog
lapel	i-lapel
lapse	iphela
lapsed	iphelile
laptop	i-laptop
larceny	i-larceny
lard	isinqumelo
larder	lisa
large	ezinkulu
larger	sikhulu
largo	NO TRANSLATION
lark	i-lark
larva	i-larva
laryngitis	i-laryngitis
larynx	i-larynx
lasagna	i-lasagna
laser	laser
lash	lash
lass	lass
lasso	lasso
lastday	NO TRANSLATION
lasting	ehlala njalo
lastminute	lastminute
latch	latch
late	sekwephuzile
lateness	i-lateness
latent	ivuliwe
lateral	i-lateral
laterally	kamuva
latex	i-latex
lathe	ukuklolodela
lather	lather
latitude	i-latitude
latrine	indlu yangasese
latrines	izindlu zangasese
latte	i-latté
lattice	i-lattice
laud	dumisa
laudable	ehloniphekile
laudation	ukudumisa
laudatory	i-laudatory
laugh	ukuhleka
laughable	laughable
laughing	ukuhleka
laughingstock	NO TRANSLATION
laughs	uhleka
laughter	ukuhleka
launch	uqalise
launcher	isiqalisi
launches	iqala
launder	isihluthulelo
laundering	ukukhipha
laundry	laundry
laureate	laureate
laurel	i-laurel
laurels	ama-laurels
lava	i-lava
lavage	geza
lavatory	ukuvuthwa
lavender	i-lavender
lavish	kukhululekile
law	umthetho
lawful	ngokomthetho
lawless	okungenamthetho
lawlessness	ukungabi namthetho
lawman	ummeli
lawn	utshani
lawnmower	umgundi wotshani
lawsuit	icala
lawyer	ummeli
lax	lax
laxative	i-laxative
lay	beka
layaway	layaway
layer	ungqimba
layered	layered
layman	u-layman
layout	isakhiwo
layover	i-layover
laziness	ubuvila
lazy	ovilaphayo
lazyday	NO TRANSLATION
lea	lea
lead	ukuhola
leaded	uhola
leader	umholi
leadership	ubuholi
leading	ehola
leads	uhola
leaf	amaqabunga
leaflet	ishidi
leafy	amaqabunga
league	ilungu
leak	ukuvuza
leakage	ukuvuza
leaky	kuvuza
lean	incike
leaned	incike
leaning	ukugxila
leap	qhafaza
learn	funda
learned	wafunda
learner	umfundi
learning	ukufunda
lease	ukuqasha
leash	i-leash
leather	isikhumba
leathery	isikhumba
leave	shiya
leavemealone	ngiyeke
leaving	ushiye
lecherous	i-lecherous
lecture	inkulumo
lecturer	umfundisi
ledge	umzila
ledger	isikhombisi
lee	lee
leech	i-leech
leeches	izinhlanzi
leer	NO TRANSLATION
leery	isilo
lees	NO TRANSLATION
leeway	i-leeway
left	kwesokunxele
leftout	NO TRANSLATION
leftover	kusele
leftovers	okusele
lefty	kusele
leg	umlenze
legacy	ifa
legal	ngokomthetho
legality	umthetho
legalize	ibhaliswe ngokomthetho
legalized	ngokomthetho
legally	ngokomthetho
legend	inganekwane
legendary	okuyingqayizivele
legibility	ukufaneleka
legible	ebonakalayo
legion	i-legion
legislate	umthetho
legislation	umthetho
legislative	umthetho
legislator	isishayamthetho
legislature	isishayamthetho
legit	i-legit
legitimacy	ukufaneleka
legitimate	okusemthethweni
lego	i-lego
legs	imilenze
legume	i-legume
legwork	umlenze
leisure	ukuzilibazisa
leisurely	ngokuzilibazisa
lemma	lemma
lemon	ilamuna
lemonade	ilamuna
lend	mboleka
lender	umboleki
lending	ukubolekisa
length	ubude
lengthen	lide
lengthened	lide
lengthening	ukulula
lengthwise	ubude obude
lengthy	eside
leniency	leniency
lenient	okuncane
lens	lens
leopard	ingwe
leotard	i-leotard
leper	onochoko
leprechaun	leprechaun
leprosy	uchoko
lesbian	abashadile
lesbianism	ubulili besifazane
lesion	i-lesion
less	Ngaphansi
lessee	baqashile
lessen	unciphise
lessening	ukwehlisa
lesser	ngaphansi
lesson	isifundo
lessor	ungaphansi
let	vumela
lethal	ezibulalayo
lethargic	i-lethargic
lethargy	ubuqili
letter	incwadi
lettered	okufakwe ohlwini
letterhead	i-letterhead
lettering	izincwadi
letters	izincwadi
lettuce	ulethisi
leukemia	i-leukemia
levee	i-levee
level	izinga
lever	i-lever
leverage	sebenzisa
levitate	lisa
levy	umholo
lewd	okungcolile
lexicon	i-lexicon
ley	NO TRANSLATION
liabilities	izikweletu
liability	icala
liable	unesibopho
liaison	ukuxhumana
liar	ungumqambimanga
libel	isifungo
libelous	libelous
liberal	inkululeko
liberalism	ukukhululeka
liberate	khulula
liberated	ikhululiwe
liberating	ukukhulula
liberation	inkululeko
liberty	inkululeko
libido	libido
librarian	umtapo wolwazi
library	umtapo wolwazi
libretto	freetto
lice	i-lice
license	ilayisense
lichen	lichen
lick	lick
licorice	i-licorice
lid	isembozo
lie	amanga
liege	ukulala
lien	isixhumanisi
lieu	indawo
lieutenant	u-lieutenant
life	ukuphila
lifeblood	igazi lokuphila
lifeboat	ibhulogi lokuphila
lifeguard	Umtakuli wokubhukuda
lifeisgood	lifeisgood
lifeless	abangenampilo
lifelike	okufana nokuphila
lifeline	ukuphakama
lifelong	impilo yonke
lifer	lifer
lifesaver	ukuphilisa
lifestyle	indlela yokuphila
lifesucks	Impilo iyabheda
lifetime	isikhathi sokuphila
lift	phakamisa
lifted	uphakanyisiwe
liftoff	sukumisa
ligament	ligament
ligation	i-ligation
ligature	ligature
light	ukukhanya
light year	unyaka okhanyayo
lightbulb	ibhalobhu yogesi
lighten	ukukhanya
lightheaded	ikhanda elikhanyayo
lighthouse	i-lighthouse
lighting	ukukhanyisa
lightness	ukukhanya
lightning	umbani
lights	izibani
lightweight	okulula
likable	uyathandekayo
like	like
likelihood	amathuba
likely	cishe
likeness	isimo
likewise	ngokufanayo
liking	ukuthanda
lilac	i-lilac
lily	i-lily
limb	isitho
limber	i-limber
limbo	limbo
lime	eluhlaza
limelight	ukukhanya
limestone	i-limestone
limey	limey
limit	umkhawulo
limitation	umkhawulo
limited	kunqunyelwe
limitless	okungenamkhawulo
limo	i-limo
limousine	limousine
limp	limp
lin	lin
line	umugqa
lineage	isizukulwane
lineal	lineal
linear	okukodwa
linebacker	i-linebacker
lined	ihlanganisiwe
linen	ilineni
liner	i-liner
lines	imigqa
lineup	ima emugqeni
linger	ihlala isikhathi eside
lingerie	lingerie
lingering	iqhubeka
lingo	lingo
lingual	lingual
linguini	linguini
linguist	isilimi
linguistic	ulimi
linguistics	izilimi
lining	ukugqoka
link	isixhumanisi
linoleum	linoleum
lint	i-lint
lion	ingonyama
lip	lip
liposuction	i-liposuction
lipstick	i-lipstick
liquefaction	ukuphuza
liquefied	liquefied
liqueur	utshwala
liquid	amanzi
liquidate	ukukhipha
liquidation	ukukhishwa kwemali
liquidator	i-liquidator
liquidity	izimali
liquor	utshwala
lira	NO TRANSLATION
lisp	lisp
list	uhlu
listen	lalela
listener	umlaleli
listenting	NO TRANSLATION
listing	uhlu
listless	uhlulekile
listneing	NO TRANSLATION
litany	i-litany
liter	ilitha
literacy	ukufunda nokubhala
literal	ngokoqobo
literally	ngokoqobo
literary	ukubhala
literature	izincwadi
lithe	lithe
lithium	lithium
lithograph	isithograph
lithography	i-lithography
lithology	lithology
lithosphere	lithosphere
litigant	eliphikisayo
litigate	ukuphikisa
litigation	icala
litigator	umbhikishi
litigious	zivusa
litter	udoti
little	kancane
littlethings	izinto ezincane
littoral	littoral
liturgy	i-liturgy
live	phila
livelife	Phila impilo
livelihood	zokuphila
lively	okujabulisayo
liven	liven
liver	isibindi
livery	livery
livestock	imfuyo
livid	ngokucacile
living	ukuphila
lizard	i-lizard
llama	llama
lml	lml
load	umthwalo
loader	umthwalo wokulayisha
loaf	isinkwa
loafer	loafer
loam	loam
loan	mboleko
loath	loath
loathe	hlehlisa
loathful	ehle
loathing	ukuzonda
loathsome	elihle
lobby	indawo yokubamba iqhaza
lobbyist	lobbyist
lobe	lobe
lobotomy	i-lobotomy
lobster	isikhuphashe
local	zendawo
locale	indawo
locality	indawo
localization	indawo yangakini
localize	indawo
localized	indawo
locate	thola
location	indawo
locator	indawo
loch	loch
lock	ukukhiya
locker	okhiqiza
locket	ilokhi
locksmith	locksmith
lockup	indawo
loco	indawo
locomotion	locomotion
locomotive	locomotive
locust	inkumbi
lode	NO TRANSLATION
lodge	ukulala
lodger	indawo yokuhlala
lodging	ukulala
loft	loft
lofty	ephakeme
log	log
logarithm	i-logarithm
logarithmic	i-logarithmic
logic	logic
logical	kunengqondo
logistics	logistics
logo	logo
logotype	i-logotype
loin	NO TRANSLATION
lollipop	lollipop
lone	yedwa
loneliness	isizungu
lonely	unesizungu
loner	unesizungu
lonesome	lonesome
long	eside
longboat	esideboat
longevity	isikhathi eside
longing	ukulangazelela
longitude	ubude
longitudinal	longitudinal
longitudinally	isikhathi eside
longtime	isikhathi eside
loo	i-loo
look	bheka
looker	umbukeli
lookout	Qapha
loom	phumula
looming	esondela
loon	loon
loony	loony
loop	i-loop
loophole	i-loophole
loopy	loopy
loose	okuxekethile
loosen	khulula
loosening	ukukhulula
loot	ukuphanga
lop	phumula
lopsided	ehlelekile
lord	Nkosi
lords	amakhosi
lordship	ubukhosi
lore	ulahlekile
lorry	amorori
lose	ulahlekelwe
loser	ulahlekile
losing	ukulahlekelwa
loss	ukulahleka
lost	ilahlekile
lot	okuningi
lotion	lotion
lots	inkatho
lottery	i-lottery
lotto	lotto
lotus	i-lotus
loud	ngokuzwakalayo
loudly	ngokuzwakalayo
loudmouth	i-loudmouth
loudness	umsindo
loudspeaker	i-loudspeaker
lounge	ukuphumula
lounging	ukudumisa
louse	louse
lousy	lousy
lovable	ethandekayo
love	uthando
loved	othandekayo
lovee	uthando
loveee	loveee
loveless	abangenalo uthando
lovelife	NO TRANSLATION
loveliness	ubuhle
lovelovelove	NO TRANSLATION
lovely	lovely
lovemaking	i-lovemaking
lovemylife	NO TRANSLATION
lover	umthandi
lovesick	u-loveick
lovethis	lovedis
loving	ngothando
lovinglife	i-lovelife
lovinlife	lovinlife
low	phansi
lowdown	lowdown
lower	ephansi
lowering	ukwehla
lowest	okuphansi kakhulu
lowlands	iziqhingi
lowlife	ukuphila okuphansi
lowly	ophansi
lox	lox
loyal	ethembekile
loyalty	ukwethembeka
lsd	lsd
luau	luau
lube	lube
lubricant	i-lubricant
lubricate	lubricate
lubrication	lubrication
lucid	lucid
luck	inhlanhla
luckiest	lucestest
lucky	lucky
luckygirl	luckygirl
lucrative	ezuzisa kakhulu
ludicrous	lukhulu
lug	isikhwama
luggage	imithwalo
lukewarm	ukufudumala
lull	lull
lullaby	lullaby
lumbar	lumbar
lumber	imithi
lumbering	ukugubha
lumberjack	i-lumberjack
luminescent	luminescent
luminous	ukukhanya
lump	i-lump
lumpy	lumpy
lunacy	ukuthula
lunar	inyanga
lunatic	lunatic
lunch	kwasemini
lunchbox	isikhafithini
luncheon	i-luncheon
lunchtime	isikhathi sasemini
lung	umphunga
lunge	lunge
lungs	amaphaphu
lurch	lurch
lure	ukukhanga
lurid	lurid
lurk	lurk
lurking	lurking
luscious	enhle
lush	lush
lust	ukufisa
luster	ubumnandi
lustful	ukufisa
lustrous	elimnandi
lusty	luthy
lute	lute
luxuriant	elula
luxurious	okunethezeka
luxury	ukunethezeka
lycra	i-lycra
lye	lye
lying	amanga
lymph	i-lymph
lymphatic	lymphatic
lymphoma	i-lymphoma
lynch	lynch
lynching	lynching
lynx	lynx
lyre	i-lyre
lyric	i-lyric
lyrical	i-lyrical
lyrics	amazwi
macadamia	i-macadamia
macarena	macarena
macaroni	macaroni
mace	umama
mach	i-mach
machete	imachete
machine	umshini
machinery	imishini
machinist	i-machinist
macho	amehlo
mackerel	mackerel
macro	macro
mad	mad
madam	madam
madame	madam
madden	madden
madder	i-madder
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	madhouse
madman	madman
madness	ubuhlanya
maestro	i-maestro
mafia	mafia
magazine	umagazini
mage	mage
magenta	i-magenta
maggot	i-maggot
magic	imilingo
magical	imilingo
magician	umlingo
magistrate	umantji
magma	magma
magna	magna
magnate	isikhulu
magnesium	i-magnesium
magnet	i-magnet
magnetic	magnetic
magnetism	magnetism
magnetite	i-magnetite
magnification	ukukhuliswa
magnificence	ubukhulu
magnificent	kuhle kakhulu
magnifier	umkhulisi
magnify	khuthaza
magnifying	ukukhulisa
magnitude	ubukhulu
magnolia	magnolia
magpie	magpie
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	ama-mahogany
maid	umsikazi
maiden	intombi
mail	imeyili
mailbox	ibhokisi lemeyili
mailing	ukuthumela
mailman	umthumeli weposi
maim	NO TRANSLATION
main	main
mainframe	mainframe
mainland	izwe langasese
mainstay	i-mainstay
mainstream	okujwayelekile
maintain	silondoloze
maintenance	ukugcinwa
majestic	mkhulu
majesty	ubukhosi
major	ezinkulu
majority	iningi
make	yenza
makeover	Ushintsho olungcono
maker	umenzi
makeshift	ishift
makesmehappy	NO TRANSLATION
makesmemad	inhlawulo
makeup	ukulungisa
makingdisciples	NO TRANSLATION
malady	ukugula
malaise	malaise
malaria	malariya
malarkey	i-malarkey
male	owesilisa
malevolent	ukuhlukunyezwa
malfeasance	ukuhlukunyezwa
malformation	ukungalungi
malfunction	ukungasebenzi
malice	NO TRANSLATION
malicious	enonya
malign	ukuhlukumezeka
malignancy	ukulimala
malignant	okubi
maligned	ihlazo
mall	mall
malleable	kungenakwenzeka
mallet	i-mallet
malnutrition	ukungondleki
malpractice	ukungasebenzi
