Word	ps
improbable	نامناسب
impromptu	ناڅاپه
improper	ناسمه
impropriety	ناڅاپه
improve	ښه والی
improved	ښه شوی
improvement	ښه والی
improves	ښه والی
improving	ښه والی
improvisation	اصلاح
improvise	اصلاح کول
improvised	رغول شوی
imprudent	ناقانونه
impudence	بې طرفه
impudent	بې باوره
impulse	تسلسل
impulsive	اجباري
impunity	معافیت
impure	کمزوری
impurity	ناامني
imputation	شهرت
imtryingtosleep	NO TRANSLATION
inability	نا امني
inaccessible	د لاس رسي وړ نه دي
inaccurate	غلط
inaction	په عمل کې
inactivate	غیر فعال
inactivation	غیر فعال کول
inactive	غیر فعال
inactivity	غیر فعالیت
inadequacy	ناکافي
inadequate	ناکافي
inadequateness	ناکافي
inadmissible	ناقانونه
inadvertent	ناباوره
inadvertently	په ناڅاپه توګه
inaffable	NO TRANSLATION
inalienable	ناقانونه
inane	داخلي
inanimate	بېلا بېلو
inapplicable	ناباوره
inappropriate	نامناسب
inattention	ناخبره
inaudible	افتتاح
inaugural	افتتاحی
inaugurate	افتتاح
inauguration	پرانیستل
inborn	زیږون
inbound	په داخل کې
inbred	خراب شوي
incalculable	ناقانونه
incandescent	تاپدی
incantation	تاوان
incapable	ناباوره
incapacity	ناڅاپه
incarceration	بندیز
incarnate	تاوان
incase	په صورت کې
incendiary	انګرېزي
incense	بخښنه
incensed	وهل شوی
incentive	هڅونه
inception	پیل
incessant	مسلسل
incessantly	په کلکه
incest	انسټیټیوټ
incestuous	بې رحمه
inch	انچ
incidence	پېښې
incident	پېښه
incidental	پیښې
incidentally	په تصادفي ډول
incineration	تاوان
incinerator	سکینر
incipient	عامل
incision	انځور
incisive	غوسه
incite	انسجام
incitement	تاوان
inclement	تاوان
inclination	تاوان
incline	انډول
inclined	مکلف شوی
include	شامل دي
included	شامل دي
including	په شمول
inclusion	شاملول
inclusive	شامل دي
incognito	اندېښنه
incoherent	ناباوره
income	عايد
incoming	راتلونکی
incomparable	نامناسب
incompatible	ناممکن دی
incompetence	ناامني
incompetent	ناکافي
incomplete	نامکمل
incompletely	په بشپړه توګه
incompleteness	نا بشپړتیا
incomprehensible	نه پوهیدل
inconceivable	ناممکن
inconclusive	بې ځایه شوی
incongruous	ناڅاپه
inconsequential	ناباوره
inconsiderate	متمرکز
inconsistency	ناڅاپه
inconsistent	ناڅاپه
inconspicuous	بې سارې
incontinence	ناڅاپه
inconvenience	ناامني
inconvenient	ناورین
incorporate	شاملول
incorporation	شاملول
incorrect	غلط
incorrigible	ناڅاپي
increase	ډیروالی
increased	زیاتوالی
incredible	ناقانونه
incredulous	ناقانونه
increment	زیاتوالی
incriminate	اختطاف
incriminating	اختطاف
incrimination	تبعیض
incubation	انفجریشن
incubator	کڅوړی
incubus	انبوبس
incumbent	متضرر
incur	incur
incurable	مناسب
incursion	تاوان
indebted	پور شوی
indecency	بې سواده
indecent	بې وسه
indecision	انډول
indecisive	ناقانونه
indefensible	غیر معقول
indefinite	نامناسب
indelible	ناقانونه
indemnification	معاوضه
indemnify	معرفي کول
indemnity	مسؤلیت
indent	ننوتل
indentation	اندیښنه
indenture	داخلي
independence	خپلواکۍ
independent	خپلواک
indescribable	د منلو وړ
indestructible	بې بنسټه وي
indeterminate	ناپاک
index	سکرېپټ
indicate	نښه کړئ
indicating	نښه کول
indication	نښه
indicative	اشاره
indicator	شاخص
indice	NO TRANSLATION
indict	تورونه
indictment	تورونه
indie	انډي
indifference	بې کفایته
indifferent	بې پیلوټه
indigenous	کورنی
indigent	بېځايه
indigestion	اندیښنه
indignant	ناڅاپه
indignation	غصب
indignity	ناجائز
indigo	اندیګو
indirect	غیر مستقیم
indiscreet	بې پیلوټه
indiscretion	بې سواده
indispensable	لازمه ده
indisposed	لرې شوی
indistinct	ناڅاپه
indistinguishable	بې معنی
individual	انفرادي
individuality	انفرادي
indivisible	ناڅاپي
indoctrination	اندیښنه
indolent	بې حده
indomitable	ناڅاپه
indoor	انور
induce	هڅول
induced	تعقیب شوی
inducement	تخفیف
induction	داخل کول
indulge	تاوان
indulgence	ناپاکی
indulgent	بې ګناه
industrial	صنعتي
industrialist	صنعتپوه
industrious	ښه
industry	صنعت
ineffable	ناباوره
ineffective	اغېزمن
ineffectual	ناقانونه
inefficiency	ناکافي
inefficient	ناکافي
inelastic	انټولیټ
ineligible	ناقانونه
inept	ناڅاپه
ineptitude	ناڅاپه
inequality	نابرابری
inequitable	نا برابره
inert	پوستکی
inertia	جبران
inevitable	ناڅاپه
inexact	بې ځایه شوي
inexcusable	ناشونی
inexhaustible	غیر قابل
inexpensive	ارزانه
inexperience	بې تجربه
inexperienced	بې تجربه
inexplicable	غیرقانوني
inexpressible	د نه شتون وړ
infallibility	ناڅاپي
infallible	ناممکن
infamous	بې رحمه
infamy	انفلاسیون
infancy	ماشوم
infant	ماشوم
infanticide	د ماشومانو وژنه
infantile	انفلاسیون
infantry	پیښور
infarct	انتان
infatuated	ناخوښه
infatuation	انفجارټ
infeasible	ناقانونه
infect	متاثره کول
infection	انفیکشن
infectious	انفجار
infer	منځ ته راوړل
inference	توجیه
inferential	ناڅاپه
inferior	لږترلږه
inferiority	کموالی
infernal	ننه
inferno	نزدې
infertile	نزدې
infertility	کمښت
infestation	انفجار
infidel	کافر
infidelity	بدبختۍ
infield	تیریدل
infiltrate	نفوذ
infiltration	نفوذ
infinite	انډول
infinitely	ناامني
infinitesimal	انفینټيټ
infinity	انفینٹی
infirm	تاوان
infirmary	انفجاری
infirmity	بې سواده
inflammation	سوځیدنه
inflammatory	سوځیدنه
inflatable	بیړنی وړ
inflate	پړسوب
inflated	ماتې شوې
inflation	افراطیت
inflection	انفلاسیون
inflict	سپکاوی
infliction	سپکاوی
inflorescence	انفراسټرکچر
influence	اغیزه
influential	اغېزمن
influenza	انفلونزا
influx	عواید
info	معلومات
infomercial	انفرمنټ
inform	خبر ورکړئ
informal	غیر رسمي
informant	خبرتیا
information	معلومات
informative	معلوماتي
informed	خبرتیا
informer	خبرتیا
infraction	انفراسیون
infrared	انفراسټرکچر
infrastructure	زیربناوې
infrequent	ناڅاپه
infrequently	په وخت کې
infringement	سرغړونه
infuriate	ناڅاپه
infuriated	خپور شوی
infuriates	تیریږي
infuriating	ناڅاپه
infuse	تیریږي
infused	متاثره شوی
infuser	انفسټر
infusion	انفیوژن
ingenious	ساده
ingenuity	ساده
ingest	انډول
ingestion	تنګ
ingot	انوټ
ingrained	خنډ شوی
ingrate	انټریټ
ingredient	جزا
ingress	اندریس
inhabit	اوسیدونکی
inhabitant	اوسیدونکي
inhabited	اوسیدونکی
inhabiting	اوسیدونکی
inhalation	تنفس
inhale	مینځل
inhaler	غوښتي
inherent	منفي
inherit	ميراث
inheritance	میراث
inhibit	منع کول
inhibition	منع کول
inhibitor	خنډونه
inhospitable	خوندیتوب
inhuman	غیر انساني
inhumane	غیر انساني
inhumanity	غیر انساني
inimaginable	NO TRANSLATION
inimical	عامل
inimitable	ناباوره
iniquity	ظلم
initial	لومړنی
initiate	پیل کړئ
initiated	پیل شوی
initiation	پیل
initiative	نوښت
inject	انجیل
injection	انجکشن
injunction	تاوان
injure	ټپی کول
injured	ټپیان
injuring	ټپی کول
injurious	زخم
injury	ټپی
injustice	بې عدالتي
ink	رنګ
inkling	رنګ کول
inland	په انډول
inlay	انټرنټ
inlet	داخل
inmate	بندیان
inn	سر
innards	ساتي
innate	ناڅاپي
inner	داخلي
innermost	داخلي
innerpeace	NO TRANSLATION
inning	وهل
innings	پچه وګټله
innkeeper	بېړۍ
innocence	بې ګناه
innocent	بې ګناه
innocently	بې ګناه
innocuous	بې ګناه
innovate	نوی
innovation	نوښت
innovative	نوښت
innuendo	انورنوډ
innumerable	بې شمېره
inoculation	انضباط
inoperable	ناکامي
inoperative	اندرونی
inordinate	ناڅاپه
inorganic	نامناسب
input	انډول
inquest	پوښتنه وکړئ
inquire	پوښتل
inquirer	پوښتونکی
inquiring	پوښتل
inquiry	پوښتنې
inquisitive	پوښتنلیک
inquisitor	پوښتونکی
insane	پاگل
insanity	بې شرمۍ
insatiable	بې شمېره
inscription	لیکنه
inscrutable	ناقانونه
insect	حشرات
insecticide	حشره وژونکی
insecure	ناامنه
insecurity	ناامني
insemination	تنفس
insensitive	حساسیت
inseparable	ناڅاپه
insert	داخل کړئ
inserted	داخل شوی
insertion	ننوتل
inside	دننه
insider	داخلي
insidious	اندیښمن
insight	بصیرت
insightful	بصیرت
insignia	نښې
insignificance	ناڅاپي
insignificant	نامتو
insinuate	تکرار کړئ
insipid	ناخبره
insist	ټینګار وکړئ
insistence	ټينګار
insistent	اصرار
insists	ټينګار کوي
insolence	غفلت
insolent	بې حده
insoluble	ناڅاپه
insolvency	بې ثباتي
insolvent	تاوان
insomnia	اندرا
insomniac	انومنیټیک
inspect	معاینه
inspection	تفتیش
inspector	انسپکټر
inspiration	الهام
inspirational	اغېزمن
inspire	هڅول
inspired	هڅول
instability	بې ثباتي
install	لګول
installation	لګښت
installment	قسط
instance	مثال
instant	سمدستي
instantaneous	ژر تر ژره
instantaneously	په چټکه توګه
instigate	تکرار کړئ
instigation	تفتیش
instill	انسټیل
instinct	انډول
instinctive	ناڅاپه
institute	انستیتوت
institution	اداره
instruct	لارښوونه
instructed	لارښوونه وکړه
instruction	لارښود
instructional	لارښوونې
instructions	لارښوونې
instructive	ښوونکی
instructor	ښوونکى
instrument	وسیله
instrumental	انټرنیټ
instrumentalist	انټرنېټ
instrumentality	وسیله
insubordination	انډول
insufferable	ناڅاپه
insufficiency	ناکافي
insufficient	ناکافي
insufficiently	ناکافي
insular	انسولر
insulate	غلا کول
insulated	سپکاوی
insulation	موجوديت
insulin	انسولین
insult	سپکاوی
insulting	سپکاوی
insurance	بیمه
insure	بیمه
insurgent	بلواګر
insurmountable	بې باوري
insurrection	بغاوت
intact	تړل
intake	ترلاسه کول
intangible	ناممکن
integer	ضمیمه
integral	انډول
integrate	یوځای کول
integration	یوځای کول
integrity	بشپړتیا
intellect	عقل
intellectual	روحيه
intelligence	استخباراتي
intelligent	هوښيار
intelligibility	پوهاوى
intelligible	معقول
intend	اراده
intended	هدف
intending	اراده
intense	شدید
intensely	په شدت سره
intensify	شدت
intensity	شدت
intensive	ژوره
intent	اراده
intention	اراده
intentional	اراده
intentionally	په قصدي توګه
inter	منځ
interact	خبرې اترې
interaction	متقابل عمل
interactive	انټرنېټ
intercede	مداخله
intercept	مداخله
interception	مداخله
intercession	شفاعت
interchange	تبادله
interchangeable	بدل شوی
interchanged	تبادله شوی
intercom	انتکیک
intercourse	اړیکه
interdependence	تړل
interdependent	تړل
interdiction	مخنیوی
interest	دلچسپي
interested	لیوالتیا
interesting	زړه پورې
interface	انٹرفیس
interfere	مداخله
interference	مداخله
interferometer	مداخومیتر
intergalactic	منځګړتوب
interim	لنډمهاله
interior	داخلي
interject	مداخله
interlocutory	مداخله
interlude	شخړه
intermediary	منځنۍ
intermediate	منځنۍ
interment	مداخله
interminable	مداخله
intermission	داخلیدل
intermittent	متضرر
intern	داخلي
internal	داخلي
internally	داخلي
international	نړیوال
internet	انټرنیټ
internship	انټرنیشنل
interoffice	مداخله
interpolate	مداخله
interpolation	مداخله
interpret	تفسیر
interpretation	تفسیر
interpreter	ژباړونکي
interpretive	تفسیر
interrelated	تړل شوی
interrogate	تحقیق کول
interrogation	تحقيق
interrupt	مداخله
interrupted	مداخله
interrupting	مداخله
interruption	مداخله
interrupts	خنډونه
intersect	ننوتل
intersection	ننوتل
interstate	انټرنیټ
interstellar	انټرالیلر
interstitial	انټرنیټ
interval	منځګړی
intervene	مداخله
intervening	مداخله
intervention	مداخله
interview	مرکه
interviewer	مرکه ورکوونکی
interworking	مداخله
intestate	انټرنېټ
intestinal	انتاني
intestine	انټینټ
intestines	حشره
intimacy	انډولۍ
intimate	مباحثه
intimately	په نيغه توګه
intimation	انفیکشن
intimidate	ویره
intimidated	ډار شوی
intimidating	ډارول
intimidation	ډار
intolerable	ناڅاپه
intolerance	ناخبره
intolerant	ناخبره
intonation	انتونشن
intoxicated	زهرجن شوی
intoxicating	زهرجن
intoxication	تناسب
intracranial	انټرکانټیلیل
intractable	د پام وړ
intramural	داخلي
intravenous	انډول
intrepid	زړورتیا
intricate	پیچلي
intrigue	خوندیتوب
intriguing	خوندیتوب
intrinsic	داخلي
intrinsically	په داخلي توګه
intro	پېژندنه
introduce	معرفي کول
introduction	معرفي کول
introductory	تعقیبي
introspection	انټرنېټ
introspective	معنی
intrude	ځړول
intruder	کڅوړی
intrusion	انټرنټ
intrusive	ځړول
intubation	انبوبي
intuition	انفجریشن
intuitive	بدیږي
intuitively	په ساده توګه
inundation	سوځول
invade	یرغل
invader	یرغلګر
invalid	ناباوره
invalidate	باوري کول
invalidation	ناباوره
invalidity	ناباوره
invaluable	ارزښتناکه
invariably	په ډاګه
invasion	يرغل
invasive	انکشاف
invent	انټرنېټ
invention	ایجاد
inventive	انګرېزي
inventor	انګرسټر
inventory	انفرادي
inverse	تکرار
inversely	په انفرادي توګه
inversion	تکرار
invert	وتل
inverted	خراب شوي
invest	پانګه اچونه
investigate	پلټنه وکړئ
investigation	تحقیقات
investigative	پلټونکی
investigator	پلټونکی
investment	پانګې اچونې
investor	پانګه اچونکی
invidious	کفر
invigorate	غښتلی کول
invincible	ناقانونه
invisibility	ناڅاپي
invisible	پټ دی
invitation	بلنه
invite	بلنه ورکړه
inviting	بلنه ورکول
invocation	تکرار
invoice	تخصیص
invoke	مننه وکړه
involuntary	غیرقانوني
involution	انکشاف
involve	شامله ده
involvement	ښکیلتیا
invulnerable	ناقانونه
inwards	په
iodine	ایډینین
ion	ایون
iota	ایټا
irate	مغل
ire	NO TRANSLATION
iridescent	ناخبره
iris	ایرسونه
irked	irked
irks	irks
iron	اوسپنه
ironclad	اوسپنه
ironic	اوسپنې
irons	مغزونه
irony	بدبختۍ
irradiation	ناڅاپه
irrational	غیر منطقي
irrationality	بې عدالتي
irreconcilable	ناقانونه کول
irreducible	ناقانونه
irrefutable	ناباوره
irregular	ناقانونه
irregularity	بې نظمۍ
irregularly	په غیرقانوني توګه
irrelevant	ناڅاپه
irreparable	ناببره
irreplaceable	بې ځایه کېدونکی
irrepressible	ناڅاپه
irresistible	ناقانونه
irrespective	نه
irresponsible	غیر مسؤلیت
irreverent	ناقانونه
irreversible	ناڅاپه
irrevocable	ناقانونه
irrigate	اوبه لګول
irrigation	اوبه لګول
irritability	ویرول
irritable	ژوره
irritate	خپګان
irritated	ژړل
irritates	تیریږي
irritating	ځورول
irritation	ځړول
island	ټاپو
isle	آلي
islet	لوبغالي
isolate	جلا کول
isolated	جلا شوی
isolation	جلا کول
isomorphism	اسومورفیمزم
isothermal	هوټرممل
isotope	آاسوټوپ
issue	ستونزه
itch	انچ
itching	خارج
itchy	کريزه
item	توکي
itemize	توکي
items	توکي
iterate	تکرار
iteration	تکرار
iterative	عنصر
itinerant	ناڅاپه
itinerary	سفر پروګرام
ivory	ivory
jab	جاب
jabber	جابر
jack	جاک
jackal	جمال
jackass	جاکس
jacket	جاکټ
jackhammer	جاکرامر
jackpot	بکس
jackrabbit	جریبهار
jacks	جاکس
jade	جیډ
jaded	جهاد
jag	NO TRANSLATION
jagged	ټوپک
jaguar	جاګور
jail	زندان
jailbird	جبربیر
jailbreak	بندیز
jailer	جیلر
jailhouse	جیل خونه
jalopy	جولوپي
jam	جام
jamboree	جمبوور
jammed	جام
jammer	جمر
janitor	جینر
janitorial	ژورنالیزم
japan	جاپان
jar	jar
jargon	جرګه
jarhead	jarhead
jarring	jarring
jasmine	جیسمین
jasper	جاسپر
jaundice	زیږون
jaunt	ژوندی
java	جاوا
javelin	جیلین
jaw	جبري
jawbone	جبون
jaws	جبري
jay	جې
jazz	جاز
jazzy	جاز
jealous	حسد
jealousy	حسد
jean	جین
jeans	جینس
jeep	جیپ
jeering	جیرنګ
jelly	جیلی
jellybean	جیلیبیان
jellyfish	جیلیفش
jenny	جینی
jeopardize	خطرناکه
jeopardy	خطر
jerk	ټک
jerks	جاکس
jerky	جاکی
jersey	جرسی
jest	NO TRANSLATION
jester	جستر
jesus	یسوع
jet	جټ
jetty	جفتی
jewel	ګاڼه
jeweler	زیړونکی
jewelry	ګاڼې
jib	جبی
jiff	NO TRANSLATION
jiffy	jiffy
jig	jig
jiggle	jiggle
jigsaw	jigsaw
jihad	جهاد
jimmy	جمی
jingle	جینګ
jinx	jinx
jitters	جټریټونه
jittery	ژوره
jive	جیو
job	دنده
jobinterview	NO TRANSLATION
jock	جاک
jockey	جاکی
jockstrap	jockstrap
jog	جگ
jogger	جګرګر
john	جان
join	سره یوځای شئ
joined	شامل شو
joining	ګډون کول
joint	ګډ
jointly	په ګډه
joke	ټوکه
joker	جوکر
joking	ټوپک
jolly	جولی
jolt	جال
jornada	NO TRANSLATION
jot	جټ
jour	NO TRANSLATION
journal	ژورنال
journalism	ژورناليزم
journalist	خبريال
journalistic	ژورنالیست
journey	سفر
journeyman	مسافر
joust	joust
jovial	ژوندی
joy	خوښۍ
joyful	خوشحاله
joyous	خوشحاله
joyride	خوشحاله
joys	خوښۍ
jubilant	جیوبینټ
jubilee	جیوب
judge	قاضي
judged	پریکړه وشوه
judging	قضاوت
judgment	قضاوت
judgmental	پریکړه
judicial	قضايي
judiciary	قضاوت
judicious	قضاوت
judo	جودو
jug	جگ
juggle	ټوپک
juggler	قاچاق وړونکی
juggling	قاچاق
jugular	jugular
juice	جوس
juicer	juicer
juicy	رسولی
juju	NO TRANSLATION
juke	juke
jukebox	jukebox
jumble	زوړ
jumbled	ټوپک
jumbo	جمبو
jump	کود
jump rope	د خېز رسۍ
jumper	جمپر
jumpsuit	کودتاټ
jumpy	ټوپک
junction	جشن
juncture	پوهنه
jungle	ځنګل
junior	جوني
juniper	جونیپر
junk	بوی
junket	جنټ
junkie	جکی
junky	جنګي
junkyard	کندهاري
junta	جونټ
juridical	جراحيکي
jurisdiction	واکمنۍ
jurisprudence	فقه
jurist	قضايي
juror	جورج
jury	ژوري
justice	عدالت
justifiable	د اعتبار وړ
justification	توجیه کول
justify	توجیه کول
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	جیوټ
juvenile	ځوانان
juxtaposition	د جگپوټ پوټ
kaiser	کسر
kale	کیلي
kaleidoscope	کیليډوسکوپ
kamikaze	کمکاز
kangaroo	کنگارو
kanji	کانجی
kappa	کاپي
kaput	NO TRANSLATION
karaoke	کراروک
karate	کرایٹ
karma	کارم
karmic	کارمیک
kayak	کیک
kazoo	کاز
kebab	کیباب
keel	کمال
keen	لیوالتیا
keep	ساتل
keeper	ساتونکی
keeping	ساتل
keepsake	ساتل
keg	کګ
kelp	کالو
ken	کیین
kennel	کیینیل
kerchief	کرکټر
kern	کورت
kernel	کندې
kerosene	خاوره
ketchup	کیچپ
kettle	کیتلی
key	کیلي
keyboard	کیبورډ
keyed	کیلي
keyhole	کیوبل
keynote	مهمات
keypad	کیپاد
keystone	کیڼسټ
keyword	کلیدي
khaki	خاکی
khan	خان
kibble	کبلبل
kick	کک
kickboxing	کک باکسونه
kicker	ککر
kicking	لټول
kickoff	وهل
kid	ماشوم
kidder	کوچنی
kidding	جزا ورکول
kiddo	کادو
kiddos	کیدوس
kidnap	تښتول
kidnapped	تښتول شوی
kidnapper	تښتونکی
kidnapping	تښتول
kidney	ګردي
kids	ماشومان
kill	وژنه
killer	قاتل
killing	وژنه
killjoy	وژنه
kiln	بڼ
kilo	NO TRANSLATION
kilogram	کيلوګرام
kilometer	کیلومټر
kilt	کښته
kimono	کیمونو
kin	کنه
kind	مهربانه
kindergarten	Kindergarten
kindling	مهربانۍ
kindness	مهربانۍ
kindred	مهربانۍ
kinematics	کنیټاتیک
kinesiology	کینیولوژي
kinetic	ژوندی
king	بادشاه
king snake	د بادشاه سایټ
kingdom	سلطنت
kingpin	پادشاه
kink	کیک
kinky	کیینسي
kinship	خوندیتوب
kiosk	کیوسک
kirk	کرک
kiss	ښایې
kisser	بوسجر
kissy	ښکلی
kit	کټ
kitchen	پخلنځي
kite	پتنګ
kitten	بلیټ
kiwi	کیوی
klutz	کلټز
knack	غوړ
knapsack	غوړ
knead	کنه
knee	پښه
kneecap	کینیپپ
kneel	غوړ
kneeling	کندې کول
knell	غوږ
knick	غوړ
knickers	ټوپک
knife	چاقو
knight	ننه
knighthood	پنځمه برخه
knit	بنټ
knob	نوب
knock	ټوپ کړه
knockoff	ټک ټک کول
knockout	له مینځه وړل
knoll	غوټه
knot	غوټه
knots	غوټونه
knotted	ټکی شوی
know	پوهیږی
knowing	پوهه
knowingly	پوهه
knowledge	پوهه
knowledgeable	پوهیدل
knuckle	غوږه
knucklehead	د ټوپک
knuckles	ټوپک
koala	کوالا
kook	NO TRANSLATION
kooky	کوکی
kool-aid	د کلو مرسته
kos	کوس
kosher	کوش
kraut	NO TRANSLATION
kris	کیری
kryptonite	کريپټونټ
kudos	کدوس
kumquat	کټکټ
lab	لابراتوار
label	لیبل
labor	کار
laboratory	لابراتوار
labored	کار کاوه
laborer	کارګر
laboring	کار کول
laborious	کارګر
labyrinth	لابراتوار
lac	Lac
lace	لیس
laceration	تناسب
lack	نشتوالی
lackey	ناڅاپه
lacking	نشتوالى
lackluster	ناباوره
lacquer	لاکک
lacrosse	لیروسروس
lactose	لیټیسس
lad	زوی
ladder	سړی
laddie	لدی
laden	لرګی
lading	لوړېدل
ladle	لرګي
lady	ښځه
lady bug	NO TRANSLATION
ladybug	ښځه
ladylike	ladylike
ladyship	میرمنې
lag	لمړی
lager	NO TRANSLATION
lagging	ټکونه
lagoon	لغمان
lair	غوړ
laity	حدیث
lake	تاګ
lama	NO TRANSLATION
lamb	وری
lame	لمر
lament	ژمن
lamenting	خوله
lamina	لامینه
laminated	خوله شوی
lamp	چراغ
lamppost	لپپاسسټ
lance	لانس
lancer	لانسر
land	ځمکه
landed	ځمکه واخیسته
landfall	ځمکی
landfill	د ځمکی ډیریدل
landing	ځمکی
landlady	وچه ځمکه
landlocked	خړوب شوی
landlord	شتمني
landmark	نښه
lands	ځمکه
landscape	منظوره
landscaping	خاوره
landslide	د ځمکې ښایسته
lane	لین
language	ژبه
languid	ناباوره
languish	ژوره ده
languishing	ښکته
lanky	لینک
lantern	لینټین
lap	ګراف
lapdog	لدوډ
lapel	کڅوړه
lapse	تاوان
lapsed	تاوان
laptop	لپ ټاپ
larceny	لارسي
lard	خوله
larder	خندا
large	لوی
larger	لوی
largo	NO TRANSLATION
lark	لوګر
larva	لارو
laryngitis	لاریګیتس
larynx	لاریون
lasagna	لسانګنا
laser	لیزر
lash	غوسه
lass	لیس
lasso	لسم
lastday	NO TRANSLATION
lasting	دوامدار
lastminute	وروستنی
latch	ټوپ کړه
late	ناوخته
lateness	تاوان
latent	لنډمهاله
lateral	ورپسې
laterally	په پای کې
latex	ناوخته
lathe	لیتر
lather	توره
latitude	طریقت
latrine	تشناب
latrines	تشنابونه
latte	لټۍ
lattice	غوټۍ
laud	تعهد
laudable	ستاینه
laudation	سپکاوی
laudatory	تعصب
laugh	خندا
laughable	خندا
laughing	خندا
laughingstock	NO TRANSLATION
laughs	خندا
laughter	خندا
launch	پیل
launcher	لانچر
launches	پیل کوي
launder	تاوان
laundering	غلا کول
laundry	جامې
laureate	انعام ورکول
laurel	لایوریل
laurels	تاوان
lava	لوا
lavage	غوړ
lavatory	غوړ
lavender	لیوینډ
lavish	غوسه
law	قانون
lawful	قانوني
lawless	ناقانونه
lawlessness	بې قانونۍ
lawman	قانون جوړونکی
lawn	لان
lawnmower	د واښو رېبلو مشین
lawsuit	محاکمه
lawyer	سلاكار
lax	لمر
laxative	زغم
lay	ایښودل
layaway	پرتې
layer	پرت
layered	پرتې
layman	ځای
layout	بڼه
layover	لیږد
laziness	خوشحاله
lazy	سست
lazyday	NO TRANSLATION
lea	لوا
lead	رهبري
leaded	مشري
leader	مشر
leadership	رهبري
leading	مخکښ
leads	رهبري کوي
leaf	پاڼه
leaflet	پاڼه
leafy	پاڼي
league	لیګ
leak	لیک
leakage	رسه
leaky	لیکي
lean	لینک
leaned	تاوان
leaning	ژړل
leap	پټه کړه
learn	زده کړه
learned	زده کړه
learner	زده کوونکي
learning	زده کړه
lease	اجاره
leash	پټه کړه
leather	چرم
leathery	چرمی
leave	پرېښودل
leavemealone	یوازی می پريږده
leaving	پریښودل
lecherous	لچکسي
lecture	لیکچر
lecturer	لیکونکی
ledge	غاړې
ledger	لیګر
lee	ل
leech	لچ
leeches	لچکونه
leer	NO TRANSLATION
leery	ژړا
lees	NO TRANSLATION
leeway	ليکه
left	پرېښودل
leftout	NO TRANSLATION
leftover	ګوتو
leftovers	پاتې دی
lefty	پاتې دی
leg	پښه
legacy	میراث
legal	قانوني
legality	مشروعیت
legalize	قانوني کول
legalized	قانوني
legally	قانوني
legend	افسانه
legendary	افسانوي
legibility	مشروعیت
legible	قانوني
legion	لیون
legislate	قانون جوړونه
legislation	قانون جوړونه
legislative	مقننه
legislator	قانون ساز
legislature	مقننه قوه
legit	قانوني
legitimacy	مشروعیت
legitimate	قانوني
lego	lego
legs	پښې
legume	ګل
legwork	پښه
leisure	تفریح
leisurely	په آرامۍ سره
lemma	لما
lemon	ليمو
lemonade	دليمو شربت
lend	منل
lender	پور ورکول
lending	پور ورکول
length	اوږدوالی
lengthen	اوږد
lengthened	اوږد
lengthening	اوږدول
lengthwise	په پای کې
lengthy	اوږد
leniency	نوبت
lenient	عادي
lens	لینس
leopard	تاوان
leotard	ټوټارډ
leper	غوړ
leprechaun	leprechaun
leprosy	تنفس
lesbian	لمونځ
lesbianism	همجنسيزم
lesion	زخم
less	لږ
lessee	لټۍ
lessen	کم شوی
lessening	کمول
lesser	لږ
lesson	لوست
lessor	لږ
let	اجازه راکړه
lethal	وژونکی
lethargic	غصب
lethargy	سخته
letter	ليکه
lettered	ليکل شوی
letterhead	د ليږونکي سر
lettering	لیکنه
letters	خطونه
lettuce	كاهو
leukemia	لیوکیمیا
levee	لیوه
level	کچه
lever	لیور
leverage	ګټه پورته کول
levitate	لیوتر
levy	لیوی
lewd	لیوال
lexicon	لیکي
ley	NO TRANSLATION
liabilities	پورونه
liability	مسؤلیت
liable	مسؤلیت
liaison	ارتباط
liar	دروغ
libel	لیلیل
libelous	آزاده
liberal	لبرال
liberalism	لبرالیزم
liberate	ازادۍ
liberated	خلاص شوی
liberating	ازادۍ
liberation	ازادۍ
liberty	آزادي
libido	لبیا
librarian	کتابتون
library	کتابتون
libretto	ليبرټوټو
lice	غوږ
license	جواز
lichen	لینین
lick	لینک
licorice	جواز
lid	خوندیتوب
lie	دروغ دی
liege	دروغ
lien	جین
lieu	دروغ
lieutenant	ټلویزیون
life	ژوند
lifeblood	ژوند ژغورونکی
lifeboat	ژوندی
lifeguard	ده ژوند محافظ
lifeisgood	ژوند ښه دی
lifeless	بې وزله
lifelike	ژوندی
lifeline	ژوندلیک
lifelong	ژوندی
lifer	ژوندی
lifesaver	ژوند
lifestyle	د ژوند ژوند
lifesucks	ژوندۍ
lifetime	عمري
lift	لټۍ
lifted	پورته شوی
liftoff	ژوندلیک
ligament	تڼۍ
ligation	خوله
ligature	لرګی
light	رڼا
light year	سپک کال
lightbulb	د بریښنا څراغ
lighten	روښانه کول
lightheaded	سپړاوی شوی
lighthouse	لمړی
lighting	روښنايي
lightness	روښانتیا
lightning	برېښنا
lights	څراغونه
lightweight	لږ وزن
likable	د پام وړ
like	لکه
likelihood	امکانات
likely	احتمال لري
likeness	ورته والی
likewise	ورته
liking	خوښول
lilac	لیلیک
lily	لیلی
limb	ټیټ
limber	لمر
limbo	لیمبو
lime	لیم
limelight	لیملیټ
limestone	لینسټون
limey	لیمو
limit	محدودیت
limitation	محدودیت
limited	محدود
limitless	محدود
