Word	ceb
loneliness	kamingaw
lonely	nag-inusara
loner	nag-inusara
lonesome	nag-inusara
long	dugay
longboat	longboat
longevity	taas nga kinabuhi
longing	nangandoy
longitude	longitude
longitudinal	dugay-dugay
longitudinally	longitudinally
longtime	dugay nga panahon
loo	loo
look	tan-awa
looker	looker
lookout	pagbantay
loom	hablanan
looming	naglihok
loon	loon
loony	awa
loop	loop
loophole	huyang
loopy	ulan
loose	pagkawala
loosen	buhawi
loosening	pagkawala
loot	pagkawat
lop	lop
lopsided	luya
lord	ginoo
lords	mga ginoo
lordship	pagkaginoo
lore	lore
lorry	lorry
lose	mawala
loser	napildi
losing	pagkawala
loss	pagkawala
lost	nawala
lot	daghan
lotion	lotion
lots	daghang luna
lottery	loterya
lotto	lotto
lotus	lotus
loud	kusog
loudly	kusog nga tingog
loudmouth	loudmouth
loudness	kusog nga tingog
loudspeaker	loudspeaker
lounge	lounge
lounging	pahuway
louse	louse
lousy	lingy
lovable	hiligugmaon
love	gugma
loved	gihigugma
lovee	lovee
loveee	loveee
loveless	walay gugma
lovelife	NO TRANSLATION
loveliness	gugma
lovelovelove	NO TRANSLATION
lovely	matahum
lovemaking	paghigugmaay
lovemylife	lovemylife
lover	mahigugmaon
lovesick	malipayon
lovethis	ganahan ko ani
loving	mahigugmaon
lovinglife	mahigugmaon nga kinabuhi
lovinlife	lovinlife
low	ubos
lowdown	pag-ubos
lower	ubos
lowering	pagpaubos
lowest	labing ubos
lowlands	kapatagan
lowlife	ubos nga kinabuhi
lowly	mapainubsanon
lox	lox
loyal	maunongon
loyalty	pagkamaunongon
lsd	lsd
luau	luau
lube	lube
lubricant	lubricant
lubricate	lubricate
lubrication	lubrication
lucid	matinud-anon
luck	luck
luckiest	luckiest
lucky	lucky
luckygirl	luckygirl
lucrative	dakog suweldo
ludicrous	ludicrous
lug	lug
luggage	bagahe
lukewarm	lukewarm
lull	lull
lullaby	lullaby
lumbar	lumbar
lumber	kahoy
lumbering	lumbering
lumberjack	lumberjack
luminescent	luminescent
luminous	naglihok
lump	lump
lumpy	lumpy
lunacy	lunacy
lunar	lunar
lunatic	lunatic
lunch	paniudto
lunchbox	lunchbox
luncheon	paniudto
lunchtime	paniudto
lung	baga
lunge	lunge
lungs	mga baga
lurch	lurch
lure	lure
lurid	lurid
lurk	lurk
lurking	nagtago
luscious	luscious
lush	lobo
lust	kahinam
luster	kilid
lustful	lustful
lustrous	mahilig
lusty	lusty
lute	lute
luxuriant	madanihon
luxurious	maluho
luxury	kaluho
lycra	lycra
lye	lye
lying	pagpamakak
lymph	lymph
lymphatic	lymphatic
lymphoma	lymphoma
lynch	lynch
lynching	lynching
lynx	lynx
lyre	lira
lyric	lyric
lyrical	lyrical
lyrics	lyrics
macadamia	macadamia
macarena	macarena
macaroni	macaroni
mace	mace
mach	mach
machete	machete
machine	machine
machinery	makinarya
machinist	machinist
macho	macho
mackerel	mackerel
macro	macro
mad	buang
madam	madam
madame	madame
madden	madden
madder	madder
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	madhouse
madman	buang
madness	kabuang
maestro	maestro
mafia	mafia
magazine	magasin
mage	mage
magenta	magenta
maggot	ulod
magic	magic
magical	mahagiton
magician	salamangkero
magistrate	mahistrado
magma	Magma
magna	magna
magnate	magnate
magnesium	magnesium
magnet	magnet
magnetic	magnetic
magnetism	magnetismo
magnetite	magnetite
magnification	pagpadako
magnificence	kahalangdon
magnificent	halangdon
magnifier	magnifier
magnify	pagpalambo
magnifying	pagpalambo
magnitude	kadako
magnolia	magnoliya
magpie	magpie
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	mahogany
maid	babaye
maiden	dalaga
mail	mail
mailbox	mailbox
mailing	pagpadala
mailman	mailman
maim	NO TRANSLATION
main	main
mainframe	mainframe
mainland	mainland
mainstay	mainstay
mainstream	mainstream
maintain	pagmintinar
maintenance	pagmintinar
majestic	halangdon
majesty	kahalangdon
major	mayor
majority	kadaghanan
make	paghimo
makeover	kausaban
maker	magbubuhat
makeshift	hinay
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	pag-ilis
makingdisciples	NO TRANSLATION
malady	sakit
malaise	malaise
malaria	malarya
malarkey	malarkey
male	lalaki
malevolent	malevolent
malfeasance	malfeasance
malformation	malformation
malfunction	malfunction
malice	NO TRANSLATION
malicious	malisyoso
malign	malign
malignancy	malignancy
malignant	malignant
maligned	maligned
mall	mall
malleable	malleable
mallet	mallet
malnutrition	malnutrisyon
malpractice	malpractice
malt	malt
mama	mama
mambo	mambo
mamma	NO TRANSLATION
mammal	mammal
mammoth	mammoth
mammy	mammy
man	tawo
manage	pagdumala
manageable	mapugngan
management	pagdumala
manager	manager
managerial	managerial
mandamus	mandamus
mandarin	mandarin
mandate	sugo
mandatory	gikinahanglan
mandible	mandible
mandolin	mandolin
mandrel	mandrel
mane	NO TRANSLATION
maneuver	maniobra
maneuvering	maniobra
mange	NO TRANSLATION
manger	pasungan
mangle	mangle
mango	Mango
mangosteen	mangosteen
mangy	mangy
manhole	manhole
manhood	pagkalalaki
manhunt	manhunt
mania	mania
maniac	biniyaan
maniacal	maniacal
manic	manic
manicure	manicure
manicurist	manicurist
manifest	gipakita
manifestation	pagpadayag
manifested	gipakita
manifestly	madayag
manifesto	manifesto
manifold	daghan
manipulate	nagmaniobra
manipulation	manipulasyon
manipulative	manipulative
mankind	katawhan
manly	lalaki
manna	manna
manned	gimana
mannequin	mannequin
manner	paagi
mannered	kinaiya
manners	kinaiya
manor	manor
manpower	manpower
mansion	mansyon
mansions	mga mansyon
manslaughter	pagpatay sa tawo
mantel	mantel
mantis	mantis
mantle	mantle
mantra	mantra
manual	manwal
manufacture	paghimo
manufacturer	tiggama
manufacturing	manufacturing
manure	manure
manuscript	manuskrito
map	mapa
maple	maple
mar	mar
marathon	marathon
marble	marmol
marbled	nagmadaugon
marbles	jolen
march	martsa
mare	NO TRANSLATION
margarine	margarine
margarita	margarita
margin	kilid
marginal	marginal
mariachi	mariachi
marijuana	marijuana
marinara	marinara
marine	dagat
mariner	marinero
marital	kaminyoon
maritime	maritime
mark	marka
marked	gimarkahan
marker	marker
market	merkado
marketable	mapalig-on
marketing	pagpamaligya
marketplace	merkado
marks	mga marka
marksman	sulog
marksmanship	marksmanship
marl	marl
marmalade	marmalade
maroon	maroon
marooned	marooned
marquee	marquee
marquis	marquis
marred	nahugawan
marriage	kaminyoon
married	minyo
marrow	utok sa bukog
marry	magminyo
marsh	marsh
marshal	marshal
marshmallow	marshmallow
mart	mart
martial	martial
martingale	martingale
martini	martini
martyr	martir
martyrdom	pagkamartir
marvel	nahibulong
marvellous	kahibulongan
marvelous	kahibulongan
marvelously	kahibulongan
marzipan	NO TRANSLATION
mascara	maskara
mascot	mascot
masculine	masculine
masculinity	masculinity
mash	mash
mashed	mashed
mask	maskara
masked	masked
masks	mga maskara
masochism	masochism
masochist	masochist
mason	Mason
masquerade	pagsupak
mass	masa
massacre	pagpamatay
massage	pagmasahe
masses	mga masa
masseur	tigpamaba
masseuse	masseuse
massive	dako kaayo
mast	palo
master	agalon
masterful	batid
mastermind	mastermind
masterpiece	obra maestra
mastery	pagkahanas
masturbate	mag-masturbate
masturbation	masturbasyon
mat	mat
matador	matador
match	match
matchbook	matchbook
matching	pagparis
matchmaker	matchmaker
mate	kapikas
material	materyal nga
materialism	materyalismo
materialist	materyalista
materialistic	materyalistiko
materiality	materyalidad
materialize	matuman
materially	sa materyal nga paagi
materials	mga materyales
materiel	materiel
maternal	inahan
maternity	maternity
math	math
mathematical	matematika
mathematician	mathematician
mathematics	matematika
matinee	matinee
mating	mating
matriculation	matriculation
matrimony	kaminyoon
matrix	matrix
matron	matron
matted	matod
matter	butang
matting	matting
mattress	kutson
maturation	pagkahinog
mature	hamtong
maturity	pagkahamtong
maudlin	maudlin
mausoleum	Mausoleum
mauve	mauve
maverick	maverick
maxim	maxim
maximize	labing dako
maximum	maximum
may	mahimo
mayday	mayday
mayflower	mayflower
mayhem	kagubot
mayonnaise	mayonnaise
mayor	mayor
maze	maze
mead	mead
meadow	meadow
meager	gamay
meal	pagkaon
mean	nagpasabot
meander	gahapon
meandering	pagpalayo
meanie	meanie
meaning	kahulugan
meaningful	makahuluganon
meaningless	walay pulos
meanness	kaangayan
means	paagi
meantime	kasamtangan
measles	tipdas
measurable	mahimong masusi
measure	sukda
measured	gisukod
measurement	pagsukod
measuring	pagsukod
measuring cup	sukod nga kopa
measuring tape	pagsukod sa teyp
meat	karne
meatball	meatball
meathead	karne sa karne
meatloaf	meatloaf
mechanic	mekaniko
mechanical	mekanikal
mechanics	mekanika
mechanism	mekanismo
med	NO TRANSLATION
medal	medal
medallion	medalyon
medallist	medalist
meddle	kasakitan
meddling	nanghambog
media	media
medial	medial
median	median
mediate	pag-agi
mediation	paghusay
mediator	tigpataliwala
medic	med
medical	medikal
medicate	NO TRANSLATION
medication	tambal
medicinal	medisina
medicine	medisina
medieval	Edad sa Edad Medya
mediocre	kasamtangan
mediocrity	pagkasayod lamang
meditate	pagpamalandong
meditating	pagpamalandong
meditation	pagpamalandong
meditative	meditative
mediterranean	mediterranean
medium	medium
medley	medley
meek	maaghop
meet	pagkita
meeting	miting
mega	mega
meh	meh
melancholic	kasubo
melancholy	kasubo
melee	melee
mellow	mellow
melodious	melodious
melodrama	melodrama
melodramatic	melodramatic
melody	melodiya
melon	melon
melt	matunaw
meltdown	pagkalunod
melting	natunaw
member	nga miyembro
membership	pagkamiyembro
membrane	membrane
memento	memento
memo	memo
memoir	memoir
memorabilia	memorabilia
memorable	halandumon
memorandum	memorandum
memorial	handumanan
memorials	mga memorial
memories	mga handumanan
memoriesiwontforget	NO TRANSLATION
memorize	pagsag-ulo
memory	panumduman
menace	hulga
menacing	menacing
menagerie	menagerie
mend	ayo
mending	pag-ayo
menial	menial
meningitis	meningitis
meniscus	meniscus
menopause	menopause
menses	menses
menstrual	menstrual
mental	pangutok
mentalhealth	NO TRANSLATION
mentality	mentalidad
menthol	menthol
mention	naghisgot
mentor	magtutudlo
menu	menu
meow	meow
mercantile	mercantile
mercenary	mersenaryo
merchandise	merchandise
merchant	negosyante
merciful	maloloy-on
merciless	walay kaluoy
mercurial	mercurial
mercury	mercury
mercy	kalooy
mere	lamang
merengue	merengue
merge	paghiusa
merger	paghiusa
meridian	meridian
meridional	meridional
meringue	meringue
merit	merito
meritorious	mapuslanon
mermaid	rayna
merriment	kahibulong
merry	malipayon
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescaline
mesh	mata
meshes	bida
mesmerized	nahibulong
mess	nagkaguliyang
message	mensahe
messedup	NO TRANSLATION
messenger	mensahero
messiah	Mesiyas
messy	hugaw
metabolic	metaboliko
metabolism	metabolismo
metal	metal
metallic	metallic
metallurgy	metallurgy
metamorphosis	metamorphosis
metaphor	metaphor
metaphorical	metaphorical
metaphysical	metaphysical
metaphysics	metaphysics
metastasis	metastasis
meteor	meteor
meteoric	meteoric
meteorite	meteorite
meteorological	meteorological
meteorology	meteorolohiya
meter	meter
meth	meth
methadone	methadone
methane	methane
methanol	methanol
method	pamaagi
methodical	methodical
methodology	pamaagi
meticulous	makuti
metime	metime
metric	metric
metrical	metrical
metrology	metrology
metropolis	metropolis
metropolitan	metropolitan
mettle	utok
mew	mew
mezzanine	mezzanine
mica	mica
mick	mick
micro	micro
microbe	microbe
microbiology	microbiology
microchip	microchip
microcosm	microcosm
microfilm	microfilm
microgram	microgram
micrometer	micrometer
micron	micron
microphone	mikropono
microscope	mikroskopyo
microscopic	mikroskopiko
microscopically	mikroskopiko
microscopy	mikroskopyo
microwave	microwave
mid	tunga
midair	midair
midday	udtong adlaw
middle	tunga-tunga
middleman	middleman
middleweight	middleweight
midget	midget
midland	midland
midlife	midlife
midline	tunga nga linya
midnight	tungang gabii
midshipman	midshipman
midst	taliwala
midsummer	midsummer
midterm	midterm
midtown	midtown
midway	sa tunga
midwife	mananabang
midwifery	pagpasuso
mien	NO TRANSLATION
miffed	miffed
mighty	gamhanan
mignon	mignon
migraine	migraine
migrate	molalin
migration	paglalin
migratory	migratory
mike	mike
mil	NO TRANSLATION
mild	malumo
mildew	agup-op
mildness	kalumo
mile	milya
mileage	mileage
milestone	kalampusan
militant	militante
militants	mga militante
military	militar
militia	milisya
milk	gatas
milkman	gatas
milkshake	milkshake
milky	gatas
mill	galingan
millennium	millennium
milligram	milligram
millimeter	milimetro
million	milyon
millionaire	millionaire
millionth	millionth
millstone	galingan nga bato
mime	mime
mimic	mimic
mimicking	mimicking
mimicry	mimicry
mince	mince
mincemeat	mincemeat
mind	hunahuna
minded	hunahuna
mindful	mahunahunaon
mindfulness	mahunahunaon
mindless	walay hunahuna
mine	ako
minefield	mina
miner	minero
mineral	mineral
mineralogy	mineralogy
mingle	pagsagol
mingled	gisagol
mini	mini
miniature	gamay
minibus	minibus
minim	NO TRANSLATION
minimal	gamay
minimize	minimize
minimized	gikunhoran
minimum	minimum
mining	pagmina
minion	minion
minister	alagad
ministerial	ministerial
ministry	pangalagad
minivan	minivan
mink	mink
minnow	minnow
minor	menor de edad
minority	minoriya
minstrel	minstrel
mint	mint
minty	minty
minuscule	minuscule
minute	minutos
minutiae	minutiae
minx	minx
mir	NO TRANSLATION
miracle	milagro
miracles	mga milagro
miraculous	milagroso
mirage	mirage
mire	NO TRANSLATION
mirror	salamin
mirth	kalipay
misappropriation	pagpangilad
misbehave	dili maayo
misbehavior	sayop nga binuhatan
miscalculation	sayop nga pagkalkulo
miscarriage	pagkakuha sa gisabak
miscellaneous	miscellaneous
miscellany	miscellany
mischief	pagkadautan
mischievous	malchievous
misconception	sayop nga pagsabut
misconduct	sayop nga buhat
misdemeanor	misdemeanor
misdirection	misdirection
miser	miser
miserable	makalolooy
miserably	makalolooy
misery	pag-antos
misfire	wala'y kalainan
misfit	dili maayo
misfortune	katalagman
misguided	sayop
mishap	mishap
misinformed	sayop nga impormasyon
misinterpretation	sayop nga pagsabut
mislead	pagpahisalaag
misleading	nagpahisalaag
misled	nahisalaag
mismanagement	sayop nga pagdumala
mismatch	mismatch
mismatched	dili kasaligan
misnomer	sayop nga tawo
misplace	wala'y dapit
misplaced	sayop
misread	sayop nga nabasa
misrepresent	sayop
misrepresentation	sayop nga paghulagway
misrepresented	sayop nga gihulagway
miss	miss
missile	missile
missiles	missiles
missing	nawala
missingyou	NO TRANSLATION
mission	misyon
missionary	misyonaryo
misspell	sayop
misstatement	sayop nga sayop
missy	missy
mist	gabon
mistake	sayop
mistaken	sayop
mister	mister
mistletoe	mistletoe
mistreated	gidaogdaog
mistress	babaye nga babaye
mistrial	mistrial
mistrust	kawalay pagsalig
misty	mahanginan
misunderstand	masayop sa pagsabut
misunderstanding	dili pagsinabtanay
misunderstood	nasayop sa pagsabut
misuse	sayup nga paggamit
mite	mite
miter	miter
mitigate	pagpagaan
mitigating	pagpagaan
mitigation	pagpagaan
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	pagsagol
mixed	gisagol
mixedemotions	mixedemotions
mixer	mixer
mixture	gisagol
mnemonic	mnemonic
moan	moan
moat	moat
mob	manggugubat
mobile	mobile
mobility	paglihok
mobilization	pagpalihok
mobilize	pagpalihok
mobster	mobster
mocha	Mocha
mock	pagbugalbugal
mocked	gibiaybiay
mockery	pagbiaybiay
mocking	pagbugalbugal
mockingbird	mockingbird
mod	mod
modal	modal
modality	modality
mode	mode
model	modelo
modeler	Modeler
modeling	pagmugna
modem	modem
moderate	kasarangan
moderate anticipation	kasarangan nga pagpaabut
moderate disgust	kasarangan nga kasuko
moderate negative	kasarangan nga negatibo
moderate positive	kasarangan positibo
moderate surprise	kasarangan nga katingala
moderate trust	kasarangan nga pagsalig
moderately	husto
moderating	pagpugong
moderation	kasarangan
moderator	moderator
modern	moderno
modernism	modernismo
modest	makasaranganon
modesty	kaligdong
modicum	modicum
modifiable	mahimong mausab
modification	pag-usab
modified	giusab
modify	usbon
modulate	modulate
modulation	modulasyon
module	module
modulus	modulus
mogul	mogul
moiety	pagkalalaki
moist	basa
moisture	umog
moisturizer	moisturizer
molar	molar
molasses	molasses
mold	agup-op
molded	gihulma
molding	paghulma
moldy	gahi
mole	Malingaw
molecular	molekula
molecule	molekula
molest	molest
molestation	molestation
molester	molester
molten	molten
mom	mama
moment	panahon
momentary	makadiyot
momentous	importante
momentum	gilayon
momma	momma
mommy	mommy
monad	monad
monarch	monarko
monarchy	monarkiya
monastery	monasteryo
monastic	monastic
monetary	kwarta
money	salapi
mongoloid	mongoloid
mongoose	mongoose
mongrel	mongrel
monitor	monitor
monk	monghe
monkey	unggoy
mono	NO TRANSLATION
monochrome	monochrome
monogamous	monogamous
monogamy	monogamy
monogram	monogram
monogrammed	monogrammed
monograph	monograp
monolayer	monolayer
monolith	monolit
monologue	monologo
monopolist	monopolista
monopoly	monopolyo
monotonous	monotonous
monotony	monotony
monoxide	monoxide
monsieur	ginoo
monsoon	habagat
monster	monster
monstrosity	pagkalabaw
monstrous	dalaygon
montage	montage
monte	monte
month	bulan
monthly	binulan
monument	monumento
monumental	dako kaayo
moo	moo
mooch	mooch
mood	pagbati
moods	pagbati
moody	mabag-o
moon	bulan
moonbeam	moonbeam
moonlight	bulan
moonlit	ang bulan
moonshine	moonshine
moonstruck	moonstruck
moonwalk	moonwalk
moor	moor
moored	Gipangulohan
mooring	tambal
moorings	pag-ayo
moorland	moorland
moose	moose
moot	moot
mooted	mooted
mop	mop
mope	mope
moped	mopad
moral	moralidad
morale	moralidad
morality	moralidad
morals	moralidad
morass	moras
moratorium	moratorium
moray	moray
morbid	morbid
morbidity	morbidity
morbidness	pagkalibug
mores	mores
morgue	morgue
moribund	naguba
morn	sa buntag
morning	sa buntag
moron	moron
moronic	moronic
morose	morose
morph	morph
morphine	morphine
morphism	morphism
morphology	morpolohiya
morrow	ugma
morsel	tinapay
mortal	mortal
mortality	mortalidad
mortar	mortar
mortgage	pagpautang
mortgagee	pagkagarantiya
mortgagor	mortgagor
mortician	makamatay nga tawo
mortification	pagpaubos
mortified	nangamatay
mortuary	taghoy
mosaic	mosaiko
mosey	mosey
mosque	Mosque
mosquito	lamok
moss	lumot
mossy	mossy
mote	NO TRANSLATION
motel	motel
moth	inahan
mother	inahan
motherfucker	motherfucker
motherfucking	motherfucking
motherhood	pagka-inahan
motherland	yutang natawhan
motherless	walay inahan
motherly	inahan
motif	motibo
motion	paglihok
motionless	wala'y paglihok
motivate	pagdasig
motivating	makapadasig
motivation	pagdasig
motivational	makadasig
motive	motibo
motley	motley
motor	motor
motorbike	motorsiklo
motorboat	motorboat
motorcade	motorcade
motorcar	motorcar
motorcycle	motorsiklo
motorist	motorista
motte	motte
mottled	mottled
motto	motto
mould	agup-op
mound	bungdo
mount	bukid
mountain	bukid
mountaineer	mountaineer
mountainous	bukiron
mountains	kabukiran
mountaintop	bukid
mourn	magbangotan
mournful	masulub-on
mourning	pagbangotan
mouse	mouse
mousetrap	mousetrap
mousse	mousse
moustache	Bungot
mousy	mousy
mouth	baba
mouthful	katawa
mouthpiece	tigpamaba
mouthwash	mouthwash
movable	palihug
move	mobalhin
movement	kalihokan
mover	palihug
movie	movie
movies	Mga sine
moving	pagbalhin
movingforward	NO TRANSLATION
movingon	movingon
mow	mow
mower	mower
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	muck
mucked	mucked
mucous	mucous
mucus	mucus
mud	lapok
muddle	naglibog
muddled	naglambog
muddy	lapokon
muff	muff
muffin	muffin
muffled	muffled
muffler	muffler
mug	mug
mugger	mugger
mulberry	mulberry
mulch	mulch
mule	asno
mull	mull
mullet	mullet
multilateral	multilateral
multimedia	multimedia
multinational	multinasyunal
multiple	multiple
multiple sclerosis	multiple sclerosis
multiplex	multiplex
multiplication	pagpadaghan
multiplicity	pagkadaghan
multiplied	midaghan
multiplier	multiplier
multiply	modaghan
multitude	panon sa katawhan
mum	mama
mumble	mapainubsanon
mumbo	mumbo
mummy	mummy
mumps	buntog
munch	pagpanghugas
munchies	munchies
munchkin	munchkin
mundane	kalibutanon
municipal	lungsod
municipality	lungsod
mural	mural
murder	pagpatay
murderer	mamumuno
murderess	pagbuno
murderous	pagpatay
murky	murky
murmur	nagbagulbol
muscle	kaunuran
muscular	maskulado
muse	muse
muses	muses
museum	museyo
mush	NO TRANSLATION
mushroom	uhong
mushy	mushy
music	musika
musical	musikal
musician	musikero
musing	Naghunahuna
musk	musk
musket	musket
musketeer	musketeer
muskrat	muskrat
muslin	muslin
muss	NO TRANSLATION
must	kinahanglan
mustang	mustang
mustard	mustard
muster	pagtigum
musty	an
mutable	mausab
mutant	mutant
mutate	mutate
mutation	mutasyon
mute	mute
muted	mute
mutilate	mutilate
mutilated	mutilated
mutilation	mutilation
mutiny	mutiny
mutt	mutt
mutter	NO TRANSLATION
mutton	mutton
mutual	sa usag usa
mutually	mutually
muzzle	sige
myfavorite	akong paborito
myopia	myopia
myopic	myopic
myriad	daghan kaayo
mysterious	misteryoso
mystery	misteryo
mystic	misteryoso
mystical	misteryoso
mysticism	mistisismo
mystified	misteryoso
mystique	misteryoso
myth	sayop nga sugilanon
mythic	mythic
mythical	mitolohiya
mythological	mitolohiya
mythology	mitolohiya
nab	nabal
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	lansang
nail gun	nail gun
naive	naibog
naked	hubo
nakedness	hubo
namaste	NO TRANSLATION
name	ngalan
named	ginganlan
nameless	wala'y ngalan
namesake	ang ngalan
naming	paghingalan
nana	nana
nanny	nanny
nanometer	nanometer
nap	nahinumdum
napalm	napalm
nape	nape
napkin	napkin
napping	napping
nappy	nappy
narcissism	nga narkisismo
narcissist	Narsisista
narcissistic	makasinati
narcotic	narkotiko
narrate	pagsaysay
narration	pagsaysay
narrative	pagsaysay
narrator	magsusulat
narrow	pig-ot
narrowing	pahiktin
nasal	ilong
nascent	nagsugod
nasty	daotan
natal	natal
nation	nasud
national	nasyonal
nationality	nasyonalidad
nationwide	sa tibuok nasud
native	lumad nga tawo
nativity	pagkatawo
natural	natural
natural gas	natural nga gas
naturalist	naturalista
naturalization	naturalization
naturalized	naturalize
naturally	natural lang
nature	kinaiyahan
naught	wala
naughty	naughty
nausea	pagkasukaon
nauseate	nauseate
nauseating	nauseating
nauseous	nausyoso
nautical	nautical
nautilus	nautilus
naval	naval
nave	nave
navel	pusod
navigable	malipayon
navigate	navigate
navigation	nabigasyon
navigational	navigational
navigator	navigator
navy	navy
nay	NO TRANSLATION
nearsighted	haduol
neat	husto
neatly	hapsay
nebula	nebula
nebulae	nebulae
nebulous	nebulous
necessarily	kinahanglan
necessary	gikinahanglan
necessitate	nanginahanglan
necessities	mga kinahanglanon
necessity	kinahanglan
neck	liog
necklace	kuwintas
necktie	necktie
necromancer	necromancer
necrosis	necrosis
nectar	nektar
need	panginahanglan
needalife	NO TRANSLATION
needed	gikinahanglan
needful	gikinahanglan
needit	NO TRANSLATION
needle	dagum
needlepoint	pangduhaduha
needles	dagom
needless	wala'y kinahanglan
needtoknow	gikinahanglan
needtorelax	NO TRANSLATION
needy	nanginahanglan
nefarious	nefarious
negation	negation
negative	negatibo
negativity	negatibo
neglect	pagpasagad
neglected	napasagdan
neglecting	pagpasagad
negligee	negligee
negligence	pagpasagad
negligent	negligente
negligently	NO TRANSLATION
negligible	negligible
negotiable	negotiable
negotiate	negosasyon
negotiation	negosasyon
negotiator	negosyador
negro	negro
neigh	silingan
neighbor	silingan
neighborhood	kasilinganan
neighboring	silingan
nemesis	kaaway
neon	neon
neonatal	neonatal
neophyte	neophyte
neoprene	neoprene
nephew	pag-umangkon nga lalaki
nepotism	nepotismo
nerd	nerd
nerdy	nerdy
nerve	nerve
nerves	nerves
nervous	gikulbaan
nervousness	nerbiyos
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	salag
nestle	nestle
nestling	paglingaw
net	net
nether	dili
netting	pagsabwag
nettle	nettle
network	network
networking	networking
neural	neural
neuralgia	neuralgia
neurological	neurological
neurologist	neurologist
neurology	neurology
neurosis	neurosis
neurosurgeon	neurosurgeon
neurosurgery	neurosurgery
neurotic	neurotic
neuter	neuter
neutral	neyutral
neutrality	neyutralidad
neutralize	pag-neutralize
neutron	neutron
new	bag-o nga
new age	bag-ong panahon
newbeginnings	NO TRANSLATION
newborn	bag-ong natawo
newcomer	bag-o
newday	bag-o nga adlaw
newfound	bag-ong nakit-an
newjob	NO TRANSLATION
newlife	bag-ong kinabuhi
newly	bag-o
newlywed	bag-ong kasal
newme	newme
newness	kabag-ohan
news	balita
newscast	newscast
newscaster	newscaster
newsflash	newsflash
newsletter	newsletter
newsman	newsman
newspaper	mantalaan
newspaperman	pahalipay
newsreel	newsreel
newsroom	newsroom
newsstand	newsstand
newstart	bag-o
newt	newt
newyear	bag-ong tuig
nexus	nexus
nib	nib
nibble	nibble
nice	nindot
niche	niche
nichts	NO TRANSLATION
nick	Nick
nickel	nickel
nickname	angga
nicotine	nikotina
niece	pag-umangkon nga babaye
nifty	nifty
nigger	nigger
nigh	duol na
night	gabii
nightcap	Gabii
nightclub	nightclub
nightfall	Gabii
nightgown	nightgown
nightie	nightie
nightingale	nightingale
nightlife	nightlife
nightly	matag gabii
nightmare	kasilag
nightmares	mga damgo
nightstand	nightstand
nightstick	nightstick
nighttime	gabii
nihilism	nihilismo
nil	wala
nimble	nimble
nimrod	nimrod
nincompoop	nincompoop
nine	siyam
nineteen	dise-siyete
ninety	kasiyaman
ninja	ninja
ninny	ninny
nintendo	nintendo
ninth	ikasiyam
nip	nip
nipper	nipper
nipple	nipple
nippy	nippy
nitrate	nitrate
nitro	nitro
nitrogen	nitroheno
nitrous	nitrous
nitwit	nitwit
nix	nix
no anticipation	walay pagpaabut
no disgust	walay kasina
no emotion	walay emosyon
no sentiment	walay sentimento
no surprise	dili ikatingala
no trust	walay pagsalig
nobility	kadungganan
noble	halangdon
nobleman	halangdon nga tawo
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	gabii
nod	nod
nodding	nodding
node	node
nodular	nodular
nodule	nodule
noggin	noggin
nohope	NO TRANSLATION
noir	noir
noise	kasaba
noisy	saba
nomad	nomad
nomadic	nomadic
nomenclature	nomenclature
nominal	nominal
nominate	nominate
nomination	nominasyon
nominee	nominee
nonce	nonce
nonchalant	nonchalant
noncompliance	dili pagsunod
nondescript	dili kinahanglan
nonexistent	wala maglungtad
nonfat	nonfat
nonfiction	nonfiction
nonpayment	nonpayment
nonresident	dili residente
nonsense	walay pulos
nonsensical	walay hinungdan
nonviolent	nonviolent
noob	noob
noodle	pansit
nook	nook
noon	udto
noose	noose
nopoint	nopoint
noregrets	NO TRANSLATION
norm	naandan
normal	normal
normalcy	normal
normality	normalidad
north	amihanan
northbound	sa amihanan
northeast	sidlakan
northern	amihanan
northwest	amihanan-kasadpan
northwestern	amihanan-kasadpan
noschool	NO TRANSLATION
nose	ilong
nosebleed	nosebleed
nosey	nosy
nosnow	nosnow
nostalgia	nostalgia
nostalgic	nostalgic
nostress	NO TRANSLATION
nostril	buho sa ilong
nosun	NO TRANSLATION
nosy	nosy
not negative	dili negatibo
not positive	dili positibo
notable	talagsaon
notables	mga nota
notably	ilabi na
notamorningperson	NO TRANSLATION
notary	notaryo
notation	notasyon
notch	dili
notched	gibugto
note	mubo nga sulat
notebook	notebook
noted	namatikdan
noteworthy	talagsaon
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	pagkawala
notice	pahibalo
noticeable	mamatikdan
notification	pahibalo
notify	pahibal-a
notion	hunahuna
notional	panumduman
notoriety	pagkatalagsaon
notorious	nga gibantog
