Word	ko
multinational	다국적
multiple	배수
multiple sclerosis	다발성 경화증
multiplex	다양한
multiplication	곱셈
multiplicity	다수
multiplied	곱한
multiplier	승수
multiply	곱하다
multitude	다수
mum	침묵
mumble	우물 우물쭈물하다
mumbo	맘보
mummy	엄마
mumps	유행성 이하선염
munch	뭉크
munchies	깡패들
munchkin	먼치킨
mundane	평범한
municipal	시립의
municipality	지방 자치체
mural	벽화
murder	살인
murderer	살인자
murderess	살인마
murderous	살인적인
murky	어두운
murmur	어렴풋한 말소리
muscle	근육
muscular	근육질의
muse	뮤즈 신
muses	신념
museum	박물관
mush	NO TRANSLATION
mushroom	버섯
mushy	지저분한
music	음악
musical	뮤지컬
musician	음악가
musing	무심코
musk	사향
musket	소총
musketeer	총병
muskrat	사향살이
muslin	캘리코
muss	NO TRANSLATION
must	절대로 필요한 것
mustang	무스탕
mustard	머스타드
muster	소집
musty	곰팡내 나는
mutable	변하기 쉬운
mutant	돌연변이
mutate	변이시키다
mutation	돌연 변이
mute	묵자
muted	음소거 된
mutilate	자르다
mutilated	절단 된
mutilation	절단
mutiny	폭동
mutt	바보
mutter	NO TRANSLATION
mutton	양고기
mutual	상호
mutually	서로
muzzle	포구
myfavorite	내가 좋아하는 것
myopia	근시
myopic	근시 환자
myriad	무수한
mysterious	신비한
mystery	신비
mystic	신비주의의
mystical	신비로운
mysticism	비밀
mystified	신비화 된
mystique	신비감
myth	신화
mythic	신화의
mythical	신화적인
mythological	신화적인
mythology	신화학
nab	붙잡다
nacho	나쵸
nada	NO TRANSLATION
nadir	최하점
nag	NO TRANSLATION
nail	네일
nail gun	네일 건
naive	소박한
naked	적나라한
nakedness	벌거숭이
namaste	NO TRANSLATION
name	이름
named	명명 된
nameless	이름이없는
namesake	이름을 대다
naming	명명
nana	나나
nanny	여자 이름
nanometer	나노 미터
nap	선잠
napalm	네이팜
nape	목덜미
napkin	냅킨
napping	낮잠
nappy	기저귀
narcissism	자기애
narcissist	자기애 주의자
narcissistic	자기애 주의적
narcotic	마약
narrate	말하다
narration	화법
narrative	이야기
narrator	내레이터
narrow	제한된
narrowing	좁히기
nasal	비강
nascent	초기
nasty	추잡한
natal	산후
nation	민족
national	전국의
nationality	국적
nationwide	전국적으로
native	원주민
nativity	출생
natural	자연스러운
natural gas	천연 가스
naturalist	자연 주의자
naturalization	귀화
naturalized	귀화 된
naturally	당연히
nature	자연
naught	제로
naughty	못된
nausea	구역질
nauseate	욕지기 나다
nauseating	구역질 나는
nauseous	메스꺼움
nautical	해상의
nautilus	노틸러스
naval	해군
nave	본당
navel	배꼽
navigable	항해 가능한
navigate	항해하다
navigation	항해
navigational	항해의
navigator	항해자
navy	해군
nay	NO TRANSLATION
nearsighted	근시
neat	산뜻한
neatly	깔끔하게
nebula	성운
nebulae	성운
nebulous	불투명 한
necessarily	필연적으로
necessary	필요한
necessitate	필요하다
necessities	필수품
necessity	필요성
neck	목
necklace	목걸이
necktie	넥타이
necromancer	점쟁이
necrosis	회저
nectar	넥타
need	필요한 것
needalife	NO TRANSLATION
needed	필요한
needful	필요한
needit	NO TRANSLATION
needle	바늘
needlepoint	바늘 끝
needles	바늘
needless	불필요한
needtoknow	알 필요가있다
needtorelax	NO TRANSLATION
needy	아주 가난한
nefarious	극악한
negation	부정
negative	부정
negativity	부정성
neglect	태만
neglected	방치 된
neglecting	무시하다
negligee	네글리제
negligence	과실
negligent	태만 한
negligently	NO TRANSLATION
negligible	무시할 수있는
negotiable	협상 가능한
negotiate	협상하다
negotiation	협상
negotiator	양도인
negro	흑인
neigh	울다
neighbor	이웃 사람
neighborhood	이웃
neighboring	이웃
nemesis	네메시스
neon	네온
neonatal	신생아
neophyte	신생아
neoprene	네오프렌
nephew	조카
nepotism	친척 편중
nerd	얼간이
nerdy	얼간이
nerve	신경 이상
nerves	신경
nervous	강한
nervousness	신경질
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	네스 호
nest	둥지
nestle	기분 좋게 눕다
nestling	새 새끼
net	그물
nether	지하실
netting	그물
nettle	쐐기풀
network	회로망
networking	네트워킹
neural	신경
neuralgia	신경통
neurological	신경학의
neurologist	신경 학자
neurology	신경학
neurosis	신경증
neurosurgeon	신경 외과 의사
neurosurgery	신경 외과학
neurotic	신경증 환자
neuter	중성
neutral	중립국
neutrality	중립
neutralize	중화하다
neutron	중성자
new	새로운
new age	새로운 시대
newbeginnings	NO TRANSLATION
newborn	신생아
newcomer	새로 온 사람
newday	새로운 날
newfound	새로 발견 된
newjob	NO TRANSLATION
newlife	새로운 삶
newly	새로운
newlywed	신혼 부부
newme	뉴 메
newness	새로움
news	뉴스
newscast	뉴스 방송
newscaster	뉴스 해설자
newsflash	속보
newsletter	뉴스 레터
newsman	뉴스 맨
newspaper	신문
newspaperman	신문 기사
newsreel	뉴스 영화
newsroom	뉴스 편집실
newsstand	신문 판매대
newstart	새로운 시작
newt	영원
newyear	NO TRANSLATION
nexus	넥서스
nib	부리
nibble	한입 깨물기
nice	좋은
niche	벽감
nichts	NO TRANSLATION
nick	새긴 ​​금
nickel	니켈
nickname	별명
nicotine	니코틴
niece	조카딸
nifty	맵시 있는
nigger	검둥이
nigh	가까이
night	밤
nightcap	나이트캡
nightclub	나이트 클럽
nightfall	해질녘
nightgown	잠옷
nightie	잠옷
nightingale	나이팅게일
nightlife	밤의 유흥
nightly	야간에
nightmare	악몽
nightmares	악몽
nightstand	스탠드
nightstick	밤
nighttime	야간
nihilism	허무주의
nil	무
nimble	재빠른
nimrod	님로드
nincompoop	멍청이
nine	아홉
nineteen	십구
ninety	구십
ninja	닌자
ninny	멍청이
nintendo	닌텐도
ninth	제구
nip	집게발
nipper	집게발
nipple	젖꼭지
nippy	딱딱한
nitrate	질산염
nitro	니트로
nitrogen	질소
nitrous	아질산염의
nitwit	바보
nix	아니야
no anticipation	아무런 기대도 없다.
no disgust	혐오감이 없다
no emotion	무 감정
no sentiment	감정이 없다
no surprise	놀라지 마라.
no trust	신뢰 없음
nobility	귀족
noble	고귀한
nobleman	귀족
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	야행성의
nod	목례
nodding	꼬박
node	마디
nodular	결절성의
nodule	결절
noggin	머리
nohope	NO TRANSLATION
noir	느와르
noise	소음
noisy	시끄러운
nomad	유목민
nomadic	유목민의
nomenclature	명명법
nominal	명사 같은
nominate	지명하다
nomination	지명
nominee	후보자
nonce	목하
nonchalant	무심한
noncompliance	비준수
nondescript	정체 모를 사람
nonexistent	존재하지 않는
nonfat	무 지방
nonfiction	비소설
nonpayment	미불
nonresident	비거주자
nonsense	무의미한 말
nonsensical	무의미한
nonviolent	잔인하지 않은
noob	멍청한 놈
noodle	누들
nook	구석
noon	정오
noose	올가미
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	표준
normal	표준
normalcy	정상
normality	정상
north	북쪽
northbound	북쪽 방향의
northeast	북동
northern	북부 사투리
northwest	북서
northwestern	북서부의
noschool	NO TRANSLATION
nose	코
nosebleed	코피
nosey	코
nosnow	안돼
nostalgia	노스탤지어
nostalgic	노스탤지어의
nostress	NO TRANSLATION
nostril	콧 구멍
nosun	NO TRANSLATION
nosy	코
not negative	부정이 아닌
not positive	긍정적이지 않다
notable	주목할 만한
notables	명사
notably	특히
notamorningperson	NO TRANSLATION
notary	공증인
notation	표기법
notch	골짜기
notched	노치가있는
note	노트
notebook	수첩
noted	유명한
noteworthy	주목할만한
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	무
notice	주의
noticeable	눈에 띄는
notification	공고
notify	통보하다
notion	개념
notional	개념상의
notoriety	평판
notorious	유명한
notready	아직 없다
notwithstanding	그럼에도 불구하고
nought	제로
noun	명사
nourish	키우다
nourishment	자양물
nouveau	NO TRANSLATION
novel	소설
novelist	소설가
novelty	진기함
novice	초심자
nowadays	현대
nowork	아무 일 없다
noworries	걱정 마
noxious	유해한
nozzle	대통 주둥이
nuance	미묘한 차이
nuances	뉘앙스
nuclear	핵무기
nucleus	핵
nude	나체상
nudge	슬쩍 찌르다
nudie	누드
nudist	나체 주의자
nudity	나체
nugget	덩어리
nuisance	폐가 되는 행위
nuke	핵무기
nul	NO TRANSLATION
null	없는
nullify	무효화하다
numb	마비 된
number	번호
numbering	번호 매기기
numbers	번호
numbness	얼어서 고움
numbskull	멍청이
numeral	숫자
numerator	분자
numerical	수치의
numerically	수치 적으로
numerous	수많은
nun	NO TRANSLATION
nunchucks	난쟁이
nunnery	여자 수도원
nuptials	결혼식
nurse	간호사
nursemaid	안저지
nursery	양식장
nursing	육아
nurture	양육
nut	너트
nutcase	너트 케이스
nutcracker	호두 까는 집게
nuthouse	영양실
nutmeg	육두구
nutrition	영양물 섭취
nutritional	영양가있는
nutritious	영양가있는
nutritive	영양가있는
nuts	견과류
nutshell	간단히 말하자면
nutty	멋진
nylon	나일론
nylong	NO TRANSLATION
nylons	나일론 양말
nymph	님프
nymphomaniac	여드름 치료제
oaf	기형아
oak	참나무
oar	노
oasis	오아시스
oat	귀리
oath	맹세
oatmeal	오트밀
obedience	복종
obedient	순종하는
obediently	완고하게
obelisk	오벨리스크
obese	뚱뚱한
obesity	비만
obey	복종하다
obi	오비
obit	떼다
obituary	사망 기사
object	목적
objection	반대
objectionable	괘씸한
objective	목표
objectivity	객관성
obligation	의무
obligatory	의무적 인
oblige	용의주의
obliged	의무적 인
obliging	기꺼이 남을 돌봐 주는
obligor	채무자
oblique	비스듬한
obliterate	말살하다
obliterated	말살 된
obliteration	말살
oblivion	망각
oblivious	잊기 쉬운
oblong	직사각형
obnoxious	불쾌한
oboe	오보에
obscene	역겨운
obscenity	외설
obscure	모호
obscured	가려진
obscurity	어둠
observance	준수
observant	주의 깊은
observation	관측
observatory	전망대
observe	관찰하다
observer	관찰자
observing	관찰하다
obsess	들리다
obsessed	사로 잡힌
obsessing	사로 잡히다
obsession	강박 관념
obsessive	강박적인
obsolescence	스러져 감
obsolete	구식의
obstacle	장애물
obstetrician	산과 의사
obstetrics	산과학
obstinate	완고한
obstruct	막다
obstruction	방해
obstructive	폐쇄적 인
obtain	얻다
obtainable	얻을 수 있는
obtuse	무딘
obverse	앞면
obvious	분명한
ocarina	오카리나
occasion	기회
occasional	가끔
occasionally	때때로
occipital	후두부
occlusion	폐색
occult	신비한
occupancy	점유
occupant	점유자
occupation	직업
occupational	직업상의
occupied	가득차 있는
occupier	거주자
occupy	점령하다
occupying	점령하는
occur	나오다
occurrence	발생
ocd	OCD
ocean	대양
oceanic	대양 같은
octagon	팔각형
octave	옥타브
octopus	문어
ocular	접안 렌즈
odd	이상한
oddball	괴짜
oddity	괴벽
odds	승산
ode	송시
odious	추악한
odometer	주행 거리계
odor	냄새
odyssey	오디세이
oedipal	오이디팔
oestrogen	에스트로겐
oeuvre	NO TRANSLATION
offal	겨
offence	위반
offend	긁다
offended	불쾌한
offender	범죄자
offense	위반
offensive	공격
offer	제공
offered	제안 된
offering	헌금
offhand	아무렇게나
office	사무실
officer	장교
offices	진력
official	공무원
officiate	집행하다
offing	난바다
offload	짐을 내리다
offset	오프셋
offshoot	파생물
offshore	난바다 쪽으로 부는
offside	오프사이드
offspring	자식
oft	자주
oftentimes	자주
ogre	오우거
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	오노
ohshit	NO TRANSLATION
oil	기름
oils	유화
oily	기름진
oink	윙크하다
ointment	연고
okra	오크라
old	늙은
olden	늙게 하다
older	더 오래된
oldie	옛 사람
oldies	오래된
olfactory	후각의
oligarchy	과두 정치
olive	올리브
omega	오메가
omelet	오믈렛
omen	전조
omgomgomg	NO TRANSLATION
ominous	불길한
omission	생략
omit	생략하다
omitted	생략 된
omnibus	합승 마차
omnipotence	전능
omnipotent	전능 한
omnipresent	편재하는
omniscient	전지전능 한
onboard	선내에
oncologist	종양 전문의
oncology	종양학
oncoming	다가오는
one	하나
oneday	NO TRANSLATION
onedge	onedge
onelove	온 로브
oneness	단일성
onerous	번거로운
oneself	자신
ongoing	전진
onion	양파
onset	습격
onslaught	맹공격
onstage	무대 위에
ontology	존재론
onus	무거운 짐
onward	앞으로
onyx	오닉스
oodles	많음
oomph	의복
ooze	습지
oozing	흘러 나오는
op	작전
opacity	불투명
opal	오팔
opaque	불투명체
ope	빈 터
open	열다
opener	여는 사람
opening	열리는
openly	공공연히
openness	개방 상태
opera	오페라
operate	조작하다
operatic	오페라
operation	조작
operational	조작 가능한
operations	운영
operative	일하는
operator	운영자
ophthalmic	안과
ophthalmologist	안과 의사
opiate	아편 제
opinion	의견
opinionated	고의적 인
opium	아편
opponent	상대
opportune	기회
opportunism	기회주의
opportunity	기회
oppose	대들다
opposed	반대하는
opposing	반대하는
opposite	반대말
opposites	정반대의
opposition	반대
oppress	억압하다
oppressed	억압받는
oppression	압박
oppressive	억압적인
oppressor	압제자
ops	작전
opt	고르다
optic	광
optical	광학
optics	광학
optimism	낙천주의
optimist	낙천주의 자
optimistic	낙관적 인
optimum	최적의
option	선택권
optional	선택 과목
optionally	선택적으로
options	옵션들
optometrist	검안사
opulence	부유
opulent	풍부한
opus	작
oracle	신탁
oral	경구
orange	주황색
orange juice	오렌지 주스
orangutan	오랑우탄
oration	연설
orator	연설자
oratory	웅변
orb	구
orbit	궤도
orbital	궤도 함수
orbiting	궤도를 도는
orbs	오브
orc	오크
orchard	과수원
orchestra	오케스트라
orchid	난초
ordained	안수받은
ordeal	지독한 시련
order	주문
orderly	질서 있는
ordinance	의식
ordinary	보통주
ordination	안수식
ordnance	병기
ore	광석
oregano	오레가노
organ	오르간
organic	본질적인
organism	유기체
organist	오르간 연주자
organization	조직
organize	구성
organized	조직 된
organizer	조직자
orgasm	오르가슴
orgies	오르간
orgy	진탕 마시고 떠드는 술잔치
orient	동양
oriental	동양인
orientation	정위
orifice	구멍
origami	종이 접기
origin	유래
original	실물
originality	독창
originate	시작하다
origination	개시
originator	창작자
ornament	장식
ornamental	장식용의
ornamentation	장식
ornamented	장식하다
ornate	화려한
ornery	비열한
orphan	유아
orphanage	고아원
orphaned	고아의
orthodontist	치열 교정의
orthodox	전통적인
orthodoxy	정설
orthogonal	직각의
orthopedic	정형 외과의
oscillate	진동하다
oscillating	진동하는
oscillation	진동
oscillatory	진동의
ostensible	표면상의
ostensibly	표면 상으로
ostentatious	과장된
ostracized	배척당한
ostrich	타조
other	다른
otter	수달
otto	장미유
ottoman	오토만
ought	영
ounce	온스
oust	쫓아 내다
outage	정전
outback	아웃백
outbid	비싸게 굴리다
outboard	바깥 쪽
outbreak	돌발
outburst	폭발
outcast	추방 된
outcome	결과
outcry	항의
outdated	시대에 뒤진
outdo	능가하다
outdoor	집 밖의
outdoors	옥외
outer	밖의
outfit	차림새
outgoing	나가는
outgrow	지나치게 자라다
outgrowth	파생물
outhouse	옥외 변소
outing	나들이
outlandish	이국 풍의
outlast	더 오래가는
outlaw	무법자
outlet	콘센트
outline	개요
outlines	요점
outlive	오래 머물러있는
outlook	시야
outlying	밖에 있는
outnumber	수보다 많다
outpatient	외래 환자
outpost	전초
outpouring	유출
output	산출
outrage	격분
outraged	격분한
outrageous	터무니없는
outrank	상급의
outreach	쭉 내밀다
outright	노골적인
outrun	달려서 이기다
outset	시초
outsider	문외한
outskirts	교외
outsmart	현저한
outspoken	솔직한
outstanding	두드러진
outstretched	펼친
outward	외부
outwards	밖으로
outweigh	더 중요하다
outwit	의기 소침 한
oval	타원
ovary	난소
ovate	난형
ovation	대인기
oven	오븐
overactive	지나치게 활동적인
overall	사무용 겉옷
overalls	바지
overbearing	뽐내는
overburden	너무 무거운 짐
overcast	흐린
overcharged	과충전 된
overcoat	외투
overcome	이기다
overcoming	극복하는
overcrowded	과밀 한
overdo	지나치게 하다
overdose	과용하다
overdrive	오버 드라이브
overdue	연체 된
overestimate	과대 평가하다
overestimated	과대 평가 된
overflow	과다
overflowing	범람
overgrown	너무 크게 자란
overgrowth	과장
overhanging	돌출 된
overhaul	분해 검사
overhead	간접비
overhear	우연히 듣다
overheated	과열 된
overjoyed	기뻤던
overkill	잔인한
overlaid	겹쳐진
overlap	중첩하다
overlapping	겹치는
overlay	위에 까는 것
overload	초과 적재
overlook	간과하다
overlord	과부하
overlying	위에
overpaid	초과 지불
overpass	고가 도로
overplayed	과장된
overpower	지우다
overpowering	압도하는
overpriced	고가의
overprotective	보호 이상
overrated	과대 평가 된
overreact	과민 반응하다
override	보수
overriding	무시하는
overrule	우회하다
overrun	오버런
oversee	감독하다
overseer	감독
overshadow	그림자
oversight	감시
oversized	특대의
overslept	늦잠 잤다
overstate	과장하다
overstock	공급 과다
overt	명백한
overtake	추월하다
overtaken	따라 잡은
overthemoon	NO TRANSLATION
overthinker	지나친 사람
overthinking	지나친 생각
overthrow	타도
overtime	시간 외에
overtired	지나친
overture	서장
overturn	전복
overview	개요
overweight	초과 중량
overwhelm	압도하다
overwhelmed	압도당한
overwhelming	압도적 인
overworked	과로하다
overwrought	지나치게 공들인
overzealous	지나치게 열정적 인
owe	지고 있다
owing	빚지고있는
owl	올빼미
owner	소유자
ownership	소유권
ox	소
oxidation	산화
oxide	산화물
oxygen	산소
oxymoron	모순
oyster	굴
ozone	오존
pace	속도
pacemaker	맥박 조정 장치
pacific	태평양
pacified	진정시키다
pacifier	고무 젖꼭지
pacifist	평화 주의자
pacify	애 태우다
pacing	페이싱
pack	팩
package	꾸러미
packaging	포장
packer	포장 기계
packet	패킷
pact	계약
pad	인주
padded	패딩 된
padding	심
paddle	외륜
paddle boat	외륜선
paddock	작은 목장
paddy	아일랜드 사람
padlock	맹꽁이 자물쇠
padre	NO TRANSLATION
paean	파안
pagan	이교도
paganism	무종교
page	페이지
pageant	행렬
pager	휴대용 소형 무선 호출기
pagination	쪽수 매기기
paging	호출
pagoda	탑
pail	양동이
pain	고통
pained	고통받는
painful	아픈
painfully	고통스럽게
painkiller	진통제
painless	고통없는
pains	고생
painstaking	애씀
paint	페인트
paintball	페인트 볼
paintbrush	화필
painted	그린
painter	화가
painting	그림
pair	쌍
paisley	페이즐리
pajama	파자마
pajamas	잠옷
pal	단짝
palace	궁전
palatable	맛있는
palate	구개
pale	창백한
paleontology	고생물학
palette	팔레트
pall	물리다
palladium	보장
pallet	짚자리
palliative	완화제
palm	손바닥 안에 감추다
palmer	성지 순례자
palomino	팔로 미노
palpable	만져서 알 수 있는
palpitations	심계항진
palsy	바람
paltry	보잘것
pamper	하고 싶은 대로 하게 하다
pamphlet	팸플릿
pan	팬
panacea	만병 통치약
panache	깃털 장식
pancake	팬케이크
pancakes	팬케이크
pancreas	이자
panda	팬더
pandemic	세계적 유행병
pandemonium	복마전
pane	창유리
panel	패널
pang	NO TRANSLATION
panhandle	손잡이
panic	공포
panicattack	NO TRANSLATION
panicked	당황한
panicking	당황한
panicky	공황 상태의
panier	NO TRANSLATION
panorama	파노라마
panoramic	파노라마의
pansy	팬지
pant	바지
pantheon	판테온
panther	표범
panties	팬티
pantomime	무언극
pantry	식료품 저장실
pants	바지
panty	팬티
pantyhose	팬티 스타킹
pap	어린애 속임수
papa	아빠
papacy	교황권
papal	NO TRANSLATION
papaya	파파야
paper	종이
paperback	문고
paperboy	종이 보이
paperweight	문진
paperwork	서류 작업
paprika	파프리카
papyrus	파피루스
par	NO TRANSLATION
parable	우화
parabola	포물선
parabolic	비유담 같은
parachute	낙하산
parade	축제
paradigm	어형 변화표
paradise	파라다이스
paradox	역설
paradoxical	역설적 인
paraffin	파라핀
paragon	모범
paragraph	절
parakeet	잉꼬
paralegal	보조원 보조원
parallax	시차
parallel	평행
parallelism	병행
paralysis	마비
paralyze	마비시키다
paralyzed	마비 된
paramedic	낙하산 부대 군의관
paramedics	구급대 원
paramilitary	준 군사 조직의
paramount	최고의
paranoia	편집병
paranoid	편집증
paranormal	초자연적 인
parapet	난간
paraphernalia	장구
paraphrase	의역
paraplegic	마비 된
parasite	기생물
parasitic	기생충의
parasol	파라솔
parcel	꾸러미
parcels	소포
parched	말라 있는
parchment	양피지
pardon	용서
pare	NO TRANSLATION
parenchyma	실질
parent	부모의
parentage	태어남
parental	부모
parenthesis	NO TRANSLATION
parenthetical	괄호 안의
parenthood	친자 관계
parenting	육아
pariah	부랑아
parietal	정수리
paring	껍질 벗기기
parish	교구
parity	둥가
park	공원
parka	파카
parking	주차
parkinsons	파킨슨 병
parlance	말투
parlay	팔레이
parliament	의회
parliamentary	의회의
parlor	객실
parmesan	파마산
parody	풍자적 개작 시문
parole	맹세
parquet	쪽매 세공
parrot	앵무새
parry	패러디
parse	해석하다
parsimonious	지극히 검소한
parsimony	파시즘
parsley	파슬리
parson	교구 목사
part	부품
partake	함께 하다
partial	부분적인
partiality	편파
partially	부분적으로
participant	참가자
participate	어느 정도 가지다
participation	참여
particle	입자
particular	특별한
particularity	상세
particulars	상세
parting	이별
partisan	도당
partisanship	가담
partition	분할
partly	부분적으로
partner	파트너
partnership	공동
partridge	자고
parts	부분품
party	파티
pas	NO TRANSLATION
pass	패스
passable	상당한
passage	통로
passageway	복도
passe	NO TRANSLATION
passenger	승객
passim	NO TRANSLATION
passing	통과
passion	열정
passionate	열렬한
passive	수동태
passivity	수동성
passkey	곁쇠
passport	여권
password	암호
past	과거
pasta	파스타
paste	풀
pastel	파스텔
pastime	오락
pastor	목사
pastrami	파스라미
pastry	패스트리
pasture	목장
pasty	풀 같은
pat	가볍게 두드리기
patch	반점
patchwork	덧붙여 대는 세공
pate	머리
patella	슬개골
patent	특허
patented	특허받은
paternal	부계의
paternity	친자 관계
path	통로
pathetic	서투른
pathological	병적 인
pathologist	병리학 자
pathology	병리학
pathos	NO TRANSLATION
pathway	좁은 길
patience	인내
patient	환자
patio	안마당
patriarch	가장
patriarchal	족장 시대의
patrimony	세습 재산
patriot	애국자
patriotic	애국심의
patriotism	애국심
patrol	순찰
patrolman	순찰대 원
patron	후원자
patronage	후원
patronising	우호적 인
patronize	장사 할 생각하다
patronizing	우호적 인
patter	은어
pattern	무늬
paucity	소수
pauper	극빈자
pause	중지
pave	포장길
pavement	포장
pavilion	누각
paving	포장
paw	앞발
pawn	폰
pawnshop	전당포
pax	팍스
pay	지불
payable	지불할만한
payback	복수
paycheck	월급
payday	월급 날
payer	지불 인
payload	유효 탑재량
payment	지불
payoff	지불
payout	지불금
payphone	공중 전화
payroll	급여
pea	완두콩
peace	평화
peaceable	평화로운
peaceful	평화로운
peacefully	평화롭게
peacekeeper	평화 유지군
peaceofmind	NO TRANSLATION
peacetime	평화시
peach	복숭아
peachy	복숭아 같은
peacock	공작
peak	피크
peaked	뾰족한
peanut	땅콩
peanuts	땅콩
pear	배
pearl	진주
pearly	진주 같은
peas	완두콩
peasant	농부
peat	이탄
pebble	마노
pecan	페칸
peck	펙
pecker	곡괭이
peculiar	독특한
peculiarities	특색
peculiarity	특질
peculiarly	특히
pecuniary	금전의
pedal	페달
pedantic	현자 적
peddle	조금씩 잘라 팔다
peddler	행상인
pedestal	받침대
pedestrian	보행자
pediatric	소아과
pediatrician	소아과 의사
pediatrics	소아과
pedicure	페디큐어
pedigree	유래
pedometer	보수계
pedophile	소아 성애
pee	오줌
peek	몰래 엿보다
peekaboo	까꿍
peel	껍질
peep	출현
peeper	찍찍 우는 짐승
peephole	엿봄
peer	같은 패
peering	피어링
peerless	비길 데 없는
peeved	오줌 누운
peg	못
pegs	못
peice	NO TRANSLATION
pelagic	유성의
pelican	펠리컨
pellet	작은 공
pelvic	골반의
pelvis	골반
pen	펜
penal	형벌
penalty	패널티
penance	참회
penchant	경향
pencil	연필
pendant	펜던트
pendency	계속
pendent	NO TRANSLATION
pending	계류중인
pendulum	흔들리는 추
penetrate	침투하다
penetrating	관통하는
penetration	침투
penguin	펭귄
penicillin	페니실린
penile	음경
peninsula	반도
penis	음경
penitent	참회하는
penitentiary	교도소
penmanship	서법
pennant	페넌트
penniless	무일푼
penny	페니
pension	연금
pensioner	연금 수령자
pensive	잠겨있는
pentagon	오각형
pentagram	오각형
penthouse	옥상 창고
penultimate	끝에서 두번째
people	사람들
peopled	사람이 사는
pep	원기
pepper	후추
peppermint	박하
pepperoni	페퍼로니
peppy	원기 완성한
peptic	소화제
peptide	펩타이드
perceive	지각하다
percent	퍼센트
percentage	백분율
percentile	백분위 수
perceptible	지각 할 수있는
perception	지각
perceptive	지각있는
perch	퍼치
perchance	우연히
percolation	여과
percussion	충격
perdition	파멸
peremptory	단호한
perennial	다년생의
perfect	완전한
perfection	완전
perfectionist	완벽 주의자
perfecto	NO TRANSLATION
perforated	천공 된
perforation	구멍 뚫기
perforce	억지로
perform	행하다
performance	공연
performer	수행자
perfume	향수
perfumed	향수의
peri	아름다운 요정
peridot	감람석
peril	위험
perilous	위험한
perimeter	둘레
period	기간
periodic	주기적인
periodical	정기 간행물
periodically	주기적으로
periodicity	주기성
peripheral	주변 장치
periphery	주위
periscope	잠망경
perish	몹시 괴롭히다
perishable	부패하기 쉬운
perished	멸망 한
perishing	죽는
perjury	위증
perk	여과기
perky	기진 맥진 한
perm	파마
permanence	영구
permanent	퍼머넌트
permeable	투과성의
permeate	침투하다
permeation	침투
permissible	허용되는
permission	허가
permissive	관대 한
permit	허가
permitted	허용 된
permitting	허락하는
permutation	순열
pernicious	유해한
peroxide	과산화물
perpendicular	수직
perpetrate	범하다
perpetrator	범인
perpetual	부단한
perpetually	끊임없이
perpetuate	영속하다
perpetuation	영구화
perpetuity	영속
perplexed	난처한
perplexing	당황한
perplexity	당황
persecute	박해하다
persecution	박해
perseverance	인내
persevere	인내심 많은
persist	지속하다
persistence	고집
persistent	지속성 있는
persisting	영속하는
person	사람
persona	NO TRANSLATION
personable	사려 깊은
personage	인물
personal	개인적인
personality	인격
personification	의인
personnel	인원
persons	명
perspective	원근법
perspiration	발한
persuade	설득
persuasion	설득
persuasive	동기
pert	건방진
pertinent	적절한
perturbation	섭동
pertussis	백일해
perusal	숙독
peruse	정독하다
pervading	퍼베이딩
perverse	비뚤어진
perversion	곡해
pervert	나쁜 길로 이끌다
perverted	이상의
pesky	성가신
pessimism	염세주의
pessimist	비관론자
pessimistic	비관적 인
pest	해충
pester	훼방
pestilence	역병
pestle	유봉
pesto	페스토
pet	착한 애
petal	꽃잎
petite	몸집이 작은
petition	청원
petitioner	청원 자
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	석화 된
petrify	깜짝 놀라게 하다
petrol	가솔린
petroleum	석유
petticoat	페티코트
petting	페팅
petty	자그마한
petulant	불쾌한
petunia	피튜니아
pew	좌석
pewter	땜납
peyote	NO TRANSLATION
phalanx	지골
phantom	환상
pharaoh	파라오
pharmaceutical	제약
pharmacist	제약사
pharmacology	약리학
pharmacy	조제
phase	단계
pheasant	꿩
phenomenal	경이로운
phenomenon	현상
pheromone	페로몬
phew	휴
phi	파이
philanthropic	박애주의
philanthropist	박애주 의자
philanthropy	박애
philistine	속물
philosopher	철학자
philosophic	철학의
philosophical	철학적 인
philosophy	철학
phlegm	담
pho	포
phobia	공포증
phoenix	피닉스
phone	전화
phonetic	소리 나는
phonetics	음성학
phonics	파닉스
phonograph	축음기
phonology	음운론
phony	위조품
phooey	푸우
phosphate	인산염
phosphor	인광 물질
phosphorus	인
photo	사진
photogenic	포토 제닉
photograph	사진
photographer	사진 작가
photographic	사진의
photography	사진술
photometry	측광
photon	광자
phrase	구
phraseology	어법
phylogeny	계통 발생
physical	물리적 인
physical therapist	물리 치료사
physician	내과 의사
physicist	물리학 자
physics	물리학
physiological	생리적 인
physiology	생리학
physique	체
pi	파이
pianist	피아니스트
piano	피아노
piazza	광장
piccolo	NO TRANSLATION
pick	선택
picked	뽑힌
picker	이쑤시개
picket	피켓
picketing	피켓팅
pickle	간물
pickled	절인
pickpocket	소매치기
pickup	픽업
