Word	zh-CN
hostess	女主人
hostile	敌对
hostilities	敌对行动
hostility	敌意
hot	热
hot sauce	辣酱
hotbed	温床
hotdog	热狗
hotel	旅馆
hothead	性急的人
hotline	热线
hotshot	能手
hotyoga	NO TRANSLATION
hound	猎犬
hour	小时
hourglass	滴漏
hourly	每小时
house	屋
houseboat	船屋
houseboy	男仆
housebroken	大小便
houseguest	房客
household	家庭
householder	住户
housekeeper	管家
housekeeping	家政
housewarming	乔迁之喜
housewife	家庭主妇
housework	家务
housing	住房
hovel	茅屋
hover	徘徊
hovercraft	气垫船
howl	嗥
howsoever	不论如何
hoy	NO TRANSLATION
hub	枢纽
hubby	丈夫
huckleberry	越橘
huddle	乱堆
hue	色调
huff	愤怒
huffy	发怒的
hug	拥抱
huge	巨大
hugger	杂乱的
huggy	huggy
hugs	拥抱
hulk	废船
hull	船壳
hum	哼
human	人的
humane	人道
humanitarian	人道主义
humanities	人文
humanity	人性
humankind	人类
humanoid	人形
humanrights	NO TRANSLATION
humble	谦卑
humbled	自愧不如
humbly	虚心
humbug	哄骗
humdrum	单调
humid	湿
humidity	湿度
humiliate	羞辱
humiliated	羞辱
humiliating	羞辱
humiliation	屈辱
humility	谦逊
hummer	蜂鸟
hummingbird	蜂鸟
humongous	堆积如山
humor	幽默
humored	幽默的
humorist	滑稽演员
humorous	幽默
hump	驼峰
humpback	驼背
hunch	直觉
hunchback	偻
hundred	百
hundredth	第一百
hunger	饥饿
hungry	饥饿
hunk	猛男
hunks	性情乖僻之人
hunky	虎背熊腰，脚蹬
hunt	打猎
hunter	猎人
hunting	狩猎
huntress	女猎人
hurdle	栏
hurl	投
hurrah	欢呼
hurricane	飓风
hurricanes	飓风
hurried	慌忙
hurry	匆忙
hurryup	NO TRANSLATION
hurt	伤害
hurtful	伤人
hurting	伤害
husband	丈夫
husbandry	农事
hush	嘘
hushed	寂静
husk	NO TRANSLATION
husky	沙哑
hussy	荡妇
hustle	喧嚣
hustler	骗子
hut	棚屋
hutch	笼
hyacinth	风信子
hybrid	混合动力
hydra	水螅
hydrant	消防栓
hydrate	水合物
hydraulic	液
hydraulics	水力学
hydrocephalus	脑积水
hydrodynamics	流体动力学
hydrogen	氢
hydrographic	水文
hydrology	水文学
hydrophobia	恐水病
hydroponics	水培
hyena	鬣狗
hygiene	卫生
hygienic	卫生
hygienist	卫生员
hymen	处女膜
hymn	圣歌
hype	炒作
hyped	大肆宣传
hyper	超
hyperactive	多动
hyperbole	夸张
hyperspace	超空间
hypertension	高血压
hypertrophy	肥大
hyperventilate	哽咽
hyperventilating	换气过度
hyphen	连字符号
hypnosis	催眠
hypnotic	催眠
hypnotist	催眠师
hypnotize	催眠
hypnotized	催眠
hypochondriac	忧郁症
hypocrisy	假意
hypocrite	伪君子
hypocritical	虚伪
hypodermic	皮下注射
hypothalamus	下丘脑
hypothermia	低温
hypothesis	假设
hypothetical	假想
hysterectomy	子宫切除术
hysteria	歇斯底里
hysterical	歇斯底里
ibuprofen	布洛芬
ice	冰
ice tea	冰茶
iceberg	冰山
icebox	冰箱
icebreaker	破冰船
iced	冰镇
icing	刨冰
icky	过分甜的
icon	图标
iconic	标志性的
iconography	肖像
icy	冷冰冰
id	ID
idea	理念
ideal	理想
idealism	唯心主义
idealist	理想主义者
idealistic	理想主义
identical	相同
identically	相同
identification	鉴定
identify	鉴定
identity	身分
ideology	思想
idiocy	白痴
idiom	成语
idiomatic	惯用的
idiot	白痴
idiotic	痴
idiots	白痴
idle	闲
idleness	懒惰
idler	惰轮
idol	偶像
idolatry	偶像崇拜
idolizing	过度崇拜
idyllic	田园
iffy	前途未卜
ifonly	要是
igloo	雪屋
igneous	火成岩
ignite	点燃
ignition	点火
ignorance	无知
ignorant	愚昧
ignore	忽视
iguana	鬣蜥
ihatespiders	NO TRANSLATION
ilk	NO TRANSLATION
ill	生病
illegal	非法
illegality	违法
illegally	非法
illegible	难以辨认
illegitimate	非法的
illicit	非法的
illiterate	文盲
illness	疾病
illogical	不通
illuminate	照亮
illuminating	照明
illumination	照明
illuminator	照明
illusion	错觉
illustrate	说明
illustration	插图
illustrative	说明
illustrious	杰出
ilovechristmas	NO TRANSLATION
iloveher	NO TRANSLATION
image	图片
imagery	意象
imaginable	想象
imaginary	假想
imagination	想像力
imaginative	想像的
imagine	想像
imagined	想象
imaging	成像
imagining	想象
imam	NO TRANSLATION
imbalance	失调
imbecile	笨人
imbedded	嵌入
imissyou	NO TRANSLATION
imitate	模拟
imitated	模仿
imitation	仿制
immaculate	完美
immaterial	无形
immature	未成熟的
immaturity	未成年
immeasurable	不可计量的
immeasurably	没法比
immediacy	直接
immediate	即时
immediately	立即
immemorial	太古
immense	巨大
immerse	沉浸
immersion	浸没
immigrant	移民
immigration	移民
imminent	即将来临
immobile	动
immoral	不道德
immorality	放荡
immortal	不朽
immortality	不朽
immovable	不能移动的
immune	免疫的
immunity	免疫
immunization	免疫接种
immutable	一成不变
imp	恶魔
impact	碰撞
impair	妨害
impaired	受损
impairment	减值
impart	传授
impartial	公正
impartiality	公正性
impassable	不可逾越
impassioned	激切
impatience	不耐烦
impatient	不耐烦
impatiently	NO TRANSLATION
impeach	劾
impeachment	弹劾
impeccable	无可挑剔
impede	阻碍
impediment	障碍
impelled	推动
impending	即将到来的
impenetrable	费解的
imperative	势在必行
imperceptible	难以察觉
imperfect	不完善
imperfection	缺陷
imperfectly	不完美
imperial	帝国
imperialist	NO TRANSLATION
impermeable	不透水
impermissible	不允许
impersonal	非人的
impersonate	模仿
impersonation	模拟
impersonator	冒领
impertinence	鲁莽
impertinent	鲁莽
impervious	抗渗
impetuous	浮躁
impetus	原动力
implacable	无情
implant	注入
implantation	植入
implanted	植入
implement	实行
implicate	连累
implicated	牵连
implication	意义
implied	默示
implore	恳求
implosion	爆
imply	意味着
impolite	不客气
import	进口
importance	重要性
important	重要
importation	输入
impose	强加
imposing	威风
imposition	征收
impossibility	不可能的事
impossible	不可能
impostor	骗子
impotence	性无能
impotent	无能
impound	关在栏中
impoverished	贫困
impracticable	不切实际
impractical	不切实际的
impregnable	坚不可摧
impregnate	注入
impress	印
impressed	印象深刻
impression	印象
impressionable	易受
impressive	有声有色
imprint	版本说明
imprison	监禁
imprisoned	囚禁
imprisonment	徒刑
improbable	难以置信
impromptu	即兴
improper	不当
impropriety	不当
improve	提高
improved	改善
improvement	起色
improves	提高
improving	提高
improvisation	即兴
improvise	凑合
improvised	即兴
imprudent	鲁莽的
impudence	肆无忌单
impudent	厚颜无耻
impulse	冲动
impulsive	浮躁
impunity	有罪不罚
impure	不纯
impurity	不纯
imputation	归罪
imtryingtosleep	NO TRANSLATION
inability	无力
inaccessible	人迹罕至
inaccurate	不准确
inaction	无为
inactivate	灭活
inactivation	失活
inactive	待用
inactivity	活动
inadequacy	不足之处
inadequate	不足
inadequateness	inadequateness
inadmissible	不予受理
inadvertent	非故意的
inadvertently	不经意间
inaffable	NO TRANSLATION
inalienable	不可分割
inane	空洞的
inanimate	老成
inapplicable	不适用
inappropriate	不当
inattention	注意力不集中
inaudible	听不见
inaugural	就职
inaugurate	开幕
inauguration	就职典礼
inborn	先天
inbound	入站
inbred	自交系
incalculable	不可估量
incandescent	白炽灯
incantation	咒语
incapable	无法
incapacity	丧失工作能力
incarceration	监禁
incarnate	体现
incase	以防万一
incendiary	放火的
incense	香
incensed	激怒
incentive	激励
inception	成立
incessant	不停
incessantly	不已
incest	乱伦
incestuous	乱伦的
inch	英寸
incidence	发生率
incident	事件
incidental	附带的
incidentally	顺便
incineration	焚化
incinerator	焚烧炉
incipient	初期的
incision	切口
incisive	尖锐
incite	煽动
incitement	煽动
inclement	恶劣
inclination	倾角
incline	倾斜
inclined	斜
include	包括
included	包括
including	包含
inclusion	包容
inclusive	包括的
incognito	匿名
incoherent	颠三倒四
income	收入
incoming	来
incomparable	无与伦比
incompatible	不相容
incompetence	无能
incompetent	无能
incomplete	残缺
incompletely	不完全
incompleteness	不完备
incomprehensible	费解的
inconceivable	不可思议
inconclusive	尚无定论
incongruous	牛头不对马嘴
inconsequential	无关紧要
inconsiderate	轻率
inconsistency	前后矛盾
inconsistent	不符
inconspicuous	不显眼的
incontinence	失禁
inconvenience	不方便
inconvenient	不方便
incorporate	合并
incorporation	掺入
incorrect	不正确
incorrigible	不可救药
increase	增加
increased	增加
incredible	难以置信
incredulous	怀疑的
increment	增量
incriminate	归罪
incriminating	罪证
incrimination	证其罪
incubation	孵化
incubator	恒温箱
incubus	梦魇
incumbent	现任
incur	招致
incurable	不可救药
incursion	侵入
indebted	感激的
indecency	流氓
indecent	非礼
indecision	优柔寡断
indecisive	优柔寡断
indefensible	站不住脚的
indefinite	不定
indelible	不可磨灭
indemnification	保障
indemnify	赔偿
indemnity	赔款
indent	缩进
indentation	缩进
indenture	契约
independence	独立
independent	独立
indescribable	无法形容
indestructible	坚不可摧
indeterminate	不定
index	指数
indicate	表明
indicating	说明
indication	迹象
indicative	指示
indicator	指示符
indice	NO TRANSLATION
indict	起诉
indictment	起诉书
indie	独立
indifference	漠不关心
indifferent	冷漠
indigenous	土著
indigent	贫困
indigestion	消化不良
indignant	愤怒
indignation	愤慨
indignity	侮辱
indigo	靛青
indirect	间接
indiscreet	轻率
indiscretion	轻率
indispensable	必不可少
indisposed	不适
indistinct	模糊
indistinguishable	区分
individual	个人
individuality	个性
indivisible	不可分割
indoctrination	灌输
indolent	懒惰
indomitable	不屈不挠
indoor	室内
induce	促使
induced	诱发
inducement	促使
induction	感应
indulge	放纵
indulgence	放纵
indulgent	放纵的
industrial	产业
industrialist	实业家
industrious	勤劳
industry	行业
ineffable	不可言说
ineffective	不灵
ineffectual	无效
inefficiency	低效
inefficient	低效
inelastic	无弹性
ineligible	不合格
inept	无能
ineptitude	无能
inequality	不等式
inequitable	不公平
inert	惰性的
inertia	惯性
inevitable	必然
inexact	不精确
inexcusable	不可原谅
inexhaustible	取之不尽，用之不竭
inexpensive	便宜
inexperience	缺乏经验
inexperienced	没经验
inexplicable	费解的
inexpressible	无法形容
infallibility	犯错误
infallible	万无一失
infamous	臭名昭著
infamy	骂名
infancy	婴儿期
infant	婴儿
infanticide	女婴
infantile	婴儿
infantry	步兵
infarct	梗塞
infatuated	痴迷
infatuation	痴情
infeasible	不可行
infect	感染
infection	感染
infectious	传染病
infer	推断
inference	推理
inferential	推理
inferior	下
inferiority	自卑
infernal	地狱
inferno	地狱
infertile	薄
infertility	不孕不育
infestation	为患
infidel	异教徒
infidelity	不忠
infield	内场
infiltrate	浸润
infiltration	浸润
infinite	无穷
infinitely	无限地
infinitesimal	无限
infinity	无穷
infirm	体弱者
infirmary	医务室
infirmity	癃
inflammation	炎
inflammatory	发炎的
inflatable	充气
inflate	膨胀
inflated	充气
inflation	通货膨胀
inflection	拐点
inflict	造成
infliction	施加某种
inflorescence	花序
influence	影响
influential	有影响
influenza	流感
influx	辐辏
info	信息
infomercial	电视购物
inform	通知
informal	非正式的
informant	线人
information	信息
informative	信息
informed	通知
informer	举报人
infraction	侵害
infrared	红外线
infrastructure	基础设施
infrequent	罕见的
infrequently	不常
infringement	侵害
infuriate	激怒
infuriated	激怒
infuriates	激怒
infuriating	气死人
infuse	注入
infused	输注
infuser	浸泡
infusion	注入
ingenious	巧妙
ingenuity	创造力
ingest	摄取
ingestion	摄取
ingot	锭
ingrained	根深蒂固
ingrate	忘恩
ingredient	成分
ingress	进入
inhabit	居住于
inhabitant	居民
inhabited	居住
inhabiting	居住
inhalation	吸入
inhale	吸入
inhaler	吸入器
inherent	固有
inherit	继承
inheritance	遗产
inhibit	抑制
inhibition	抑制
inhibitor	抑制剂
inhospitable	荒凉
inhuman	不人道
inhumane	不人道
inhumanity	不人道
inimaginable	NO TRANSLATION
inimical	抵触的
inimitable	无比
iniquity	罪孽
initial	初始
initiate	发起
initiated	启动
initiation	引发
initiative	倡议
inject	注入
injection	注射
injunction	禁令
injure	损伤
injured	受伤
injuring	受伤
injurious	害
injury	伤
injustice	不公正
ink	墨水
inkling	暗示
inland	内陆
inlay	镶嵌
inlet	进口
inmate	犯人
inn	旅店
innards	内脏
innate	先天
inner	内
innermost	内
innerpeace	NO TRANSLATION
inning	一局
innings	局
innkeeper	店主
innocence	无辜
innocent	无辜
innocently	傻傻
innocuous	无害的
innovate	创新
innovation	革新
innovative	创新
innuendo	讽刺
innumerable	无数
inoculation	接种
inoperable	不能手术
inoperative	不工作
inordinate	过度的
inorganic	无机
input	输入
inquest	审讯
inquire	查询
inquirer	询问者
inquiring	查询
inquiry	查询
inquisitive	好奇
inquisitor	砂锅
insane	疯
insanity	疯狂
insatiable	贪心
inscription	题词
inscrutable	高深莫测
insect	昆虫
insecticide	杀虫剂
insecure	不安全
insecurity	不安全
insemination	授精
insensitive	麻木不仁
inseparable	形影不离
insert	插
inserted	插入
insertion	插入
inside	内
insider	内幕
insidious	阴险
insight	眼光
insightful	见地
insignia	徽章
insignificance	渺小
insignificant	微不足道
insinuate	暗示
insipid	平淡
insist	咬定
insistence	坚持
insistent	坚持
insists	坚持
insolence	傲慢
insolent	粗野
insoluble	不溶性
insolvency	破产
insolvent	资不抵债
insomnia	失眠
insomniac	失眠
inspect	检查
inspection	检查
inspector	检查员
inspiration	灵感
inspirational	励志
inspire	启发
inspired	启发
instability	不稳定
install	安装
installation	安装
installment	分期付款
instance	例
instant	瞬间
instantaneous	瞬间
instantaneously	瞬间
instigate	唆
instigation	唆使
instill	灌输
instinct	直觉
instinctive	直觉的
institute	研究所
institution	机构
instruct	指导
instructed	指示
instruction	指令
instructional	教学
instructions	说明
instructive	教育性
instructor	讲师
instrument	仪器
instrumental	仪器的
instrumentalist	器乐
instrumentality	媒介
insubordination	犯上
insufferable	不能忍受的
insufficiency	机能不全
insufficient	不足
insufficiently	不足够
insular	岛
insulate	隔离
insulated	绝缘
insulation	绝缘
insulin	胰岛素
insult	侮辱
insulting	侮辱
insurance	保险
insure	保证
insurgent	叛乱
insurmountable	不可逾越
insurrection	起义
intact	完整
intake	录取
intangible	无形
integer	整数
integral	积分
integrate	整合
integration	积分
integrity	廉正
intellect	智力
intellectual	知识分子
intelligence	情报
intelligent	智能
intelligibility	清晰度
intelligible	明了的
intend	打算
intended	意
intending	打算
intense	激烈
intensely	激烈
intensify	强化
intensity	强度
intensive	集约
intent	意图
intention	意向
intentional	故意的
intentionally	故意地
inter	间
interact	相互作用
interaction	相互作用
interactive	互动
intercede	说情
intercept	截距
interception	截击
intercession	说情
interchange	互换
interchangeable	通用
interchanged	互换
intercom	对讲
intercourse	交往
interdependence	相互依存
interdependent	相互依存
interdiction	禁令
interest	利益
interested	有兴趣
interesting	有趣
interface	接口
interfere	干扰
interference	干扰
interferometer	干涉仪
intergalactic	星系间
interim	临时
interior	室内
interject	插
interlocutory	对话的
interlude	插曲
intermediary	中介
intermediate	中间
interment	土葬
interminable	没完没了
intermission	幕间休息
intermittent	断断续续的
intern	实习生
internal	内部
internally	国内
international	国际
internet	互联网
internship	实习
interoffice	局间
interpolate	插
interpolation	插值
interpret	译
interpretation	解释
interpreter	翻译员
interpretive	解释性
interrelated	相关
interrogate	审问
interrogation	问诊
interrupt	打断
interrupted	间断
interrupting	中断
interruption	中断
interrupts	中断
intersect	相交
intersection	路口
interstate	州际
interstellar	星际
interstitial	间质性
interval	间隔
intervene	干预
intervening	介入
intervention	介入
interview	访问
interviewer	面试官
interworking	互通
intestate	遗嘱
intestinal	肠
intestine	肠
intestines	肠
intimacy	亲密关系
intimate	亲密
intimately	密切
intimation	暗示
intimidate	威吓
intimidated	吓倒
intimidating	吓人
intimidation	恐吓
intolerable	无法忍受
intolerance	不耐症
intolerant	不可忍耐
intonation	腔调
intoxicated	酣
intoxicating	醉人
intoxication	醉
intracranial	颅内
intractable	棘手
intramural	壁间
intravenous	静脉
intrepid	强悍
intricate	错综复杂
intrigue	诡计
intriguing	奇妙
intrinsic	固有
intrinsically	本质
intro	介绍
introduce	介绍
introduction	介绍
introductory	介绍
introspection	内省
introspective	内省
intrude	侵入
intruder	侵入者
intrusion	侵扰
intrusive	侵入
intubation	插管法
intuition	直觉
intuitive	直观的
intuitively	直观地
inundation	泛滥
invade	入侵
invader	侵略者
invalid	无效
invalidate	废止
invalidation	无效
invalidity	无效
invaluable	无价
invariably	不变地
invasion	侵入
invasive	侵入的
invent	发明
invention	发明
inventive	发明的
inventor	发明者
inventory	库存
inverse	逆
inversely	成反比
inversion	逆温
invert	倒置
inverted	倒
invest	投资
investigate	调查
investigation	调查
investigative	研究
investigator	研究者
investment	投资
investor	投资者
invidious	令人反感
invigorate	活跃
invincible	不可战胜的
invisibility	隐形
invisible	无形
invitation	请帖
invite	邀请
inviting	诱人的
invocation	调用
invoice	发票
invoke	调用
involuntary	非自愿
involution	乘方
involve	涉及
involvement	参与
invulnerable	无懈可击
inwards	向内
iodine	碘
ion	离子
iota	丝毫
irate	发怒的
ire	NO TRANSLATION
iridescent	虹彩
iris	鸢尾花
irked	激怒
irks	很厌烦
iron	铁
ironclad	铁定
ironic	具有讽刺意味
irons	铁杆
irony	讽刺
irradiation	放射
irrational	不合理的
irrationality	非理性
irreconcilable	不可调和
irreducible	束缚
irrefutable	确凿
irregular	不规则
irregularity	不规则
irregularly	不规则
irrelevant	不相干
irreparable	不可挽回的
irreplaceable	不可替代
irrepressible	抑制不住的
irresistible	不可抗拒
irrespective	不管
irresponsible	不负责任
irreverent	不敬
irreversible	不可逆转
irrevocable	不可撤销
irrigate	灌溉
irrigation	灌溉
irritability	易怒
irritable	急躁
irritate	刺激
irritated	恼怒的
irritates	刺激
irritating	刺激性
irritation	刺激
island	岛
isle	小岛
islet	坻
isolate	隔离
isolated	孤立
isolation	隔离
isomorphism	同构
isothermal	等温
isotope	同位素
issue	问题
itch	痒
itching	瘙痒
itchy	发痒的
item	项目
itemize	逐项
items	项目
iterate	迭代
iteration	迭代
iterative	迭代
itinerant	江湖
itinerary	行程
ivory	象牙
jab	戳
jabber	叽里咕噜
jack	插口
jackal	狐狼
jackass	驴
jacket	夹克
jackhammer	手持式凿岩机
jackpot	头奖
jackrabbit	兔崽子
jacks	千斤顶
jade	玉
jaded	厌倦
jag	NO TRANSLATION
jagged	盘陀
jaguar	美洲虎
jail	监狱
jailbird	累犯
jailbreak	越狱
jailer	狱卒
jailhouse	监狱
jalopy	老爷车
jam	果酱
jamboree	大露营
jammed	卡住
jammer	干扰
janitor	门警
janitorial	清洁卫生
japan	日本
jar	罐
jargon	行话
jarhead	锅盖头
jarring	不和谐
jasmine	茉莉
jasper	碧玉
jaundice	黄疸
jaunt	短程游览
java	java的
javelin	标枪
jaw	颚
jawbone	颚骨
jaws	颚
jay	松鸦
jazz	爵士乐
jazzy	爵士
jealous	妒
jealousy	妒忌
jean	牛仔
jeans	牛仔裤
jeep	吉普车
jeering	嘲笑
jelly	果冻
jellybean	果冻豆
jellyfish	海蜇
jenny	珍妮
jeopardize	危害
jeopardy	危险
jerk	混蛋
jerks	抽搐
jerky	生涩的
jersey	球衣
jest	NO TRANSLATION
jester	滑稽演员
jesus	耶稣
jet	喷射
jetty	码头
jewel	宝
jeweler	珠宝商
jewelry	首饰
jib	臂架
jiff	NO TRANSLATION
jiffy	瞬间
jig	夹具
jiggle	轻摇
jigsaw	拼图
jihad	讨伐异教徒
jimmy	吉米
jingle	叮铃
jinx	厄运
jitters	抖动
jittery	风声鹤唳
jive	黑话
job	工作
jobinterview	NO TRANSLATION
jock	乔克
jockey	骑师
jockstrap	护身三角绷带
jog	慢跑
jogger	慢跑者
john	约翰
join	加入
joined	加盟
joining	加盟
joint	联合
jointly	共同
joke	玩笑
joker	滑稽角色
joking	开玩笑
jolly	欢乐
jolt	颠簸
jornada	NO TRANSLATION
jot	小额
jour	NO TRANSLATION
journal	日志
journalism	新闻学
journalist	记者
journalistic	新闻
journey	旅程
journeyman	熟练工
joust	乔斯特
jovial	快活
joy	喜悦
joyful	快乐
joyous	欢乐
joyride	兜风
joys	欢乐
jubilant	喜庆
jubilee	欢乐
judge	法官
judged	判断
judging	判断
judgment	判断
judgmental	评判
judicial	司法
judiciary	司法
judicious	明智的
judo	柔道
jug	坛子
juggle	变戏法
juggler	变戏法
juggling	戏法
jugular	颈静脉
juice	果汁
juicer	榨汁机
juicy	多汁
juju	NO TRANSLATION
juke	绕树
jukebox	点唱机
jumble	混乱
jumbled	错杂
jumbo	巨大的
jump	跳
jump rope	跳绳
jumper	跨接器
jumpsuit	连衣
jumpy	神经过敏
junction	连接点
juncture	契机
jungle	丛林
junior	初级
juniper	杜松
junk	破烂
junket	酪
junkie	迷
junky	瘾君子
junkyard	垃圾场
junta	军政府
juridical	法律
jurisdiction	管辖权
jurisprudence	法理
jurist	法学家
juror	陪审员
jury	陪审团
justice	正义
justifiable	合理的
justification	理由
justify	辩解
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	黄麻
juvenile	少年
juxtaposition	并列
kaiser	凯泽
kale	羽衣甘蓝
kaleidoscope	万花筒
kamikaze	神风
kangaroo	袋鼠
kanji	汉子
kappa	卡帕
kaput	NO TRANSLATION
karaoke	卡拉OK
karate	空手道
karma	因果报应
karmic	业力
kayak	皮艇
kazoo	卡祖笛
kebab	烤肉串
keel	龙骨
keen	敏锐
keep	保持
keeper	管理人
keeping	保持
keepsake	信物
keg	桶
kelp	海带
ken	肯
kennel	狗窝
kerchief	头巾
kern	克恩
kernel	核心
kerosene	煤油
ketchup	番茄酱
kettle	水壶
key	键
keyboard	键盘
keyed	键控
keyhole	锁孔
keynote	基调
keypad	键盘
keystone	拱心石
keyword	关键词
khaki	黄褐色
khan	汗
kibble	粗磨
kick	踢
kickboxing	跆拳道
kicker	踢球者
kicking	踢
kickoff	开始
kid	孩子
kidder	基德
kidding	开玩笑
kiddo	老兄
kiddos	kiddos
kidnap	绑架
kidnapped	绑架
kidnapper	绑匪
kidnapping	绑架
kidney	肾
kids	孩子
kill	杀
killer	凶手
killing	谋杀
killjoy	煞风景
kiln	窑
kilo	NO TRANSLATION
kilogram	公斤
kilometer	公里
kilt	褶裙
kimono	和服
kin	亲属
kind	类
kindergarten	幼儿园
kindling	劈柴
kindness	善良
kindred	亲属
kinematics	运动学
kinesiology	人体工学
kinetic	动能
king	国王
king snake	王蛇
kingdom	王国
kingpin	主销
kink	纠结
kinky	淫
kinship	亲属关系
kiosk	亭
kirk	柯克
kiss	吻
kisser	接吻
kissy	KISSY
kit	套件
kitchen	厨房
kite	风筝
kitten	小猫
kiwi	奇异果
klutz	笨手笨脚
knack	诀窍
knapsack	背包
knead	揉
knee	膝盖
kneecap	髌骨
kneel	下跪
kneeling	跪
knell	丧钟
knick	尼克斯
knickers	短裤
knife	刀
knight	骑士
knighthood	骑士风格
knit	针织
knob	把手
knock	敲
knockoff	山寨货
knockout	击倒
knoll	小丘
knot	结
knots	结
knotted	打结
know	知道
knowing	会心
knowingly	有意识
knowledge	知识
knowledgeable	懂行
knuckle	指关节
knucklehead	博傻
knuckles	关节
koala	考拉
kook	NO TRANSLATION
kooky	怪人的
kool-aid	库尔急救
kos	科斯
kosher	合犹太人戒律
kraut	NO TRANSLATION
kris	短剑的一种
kryptonite	氪石
kudos	荣誉
kumquat	金橘
lab	实验室
label	标签
labor	劳动
laboratory	实验室
labored	吃力
laborer	劳动者
laboring	劳动
laborious	费力的
labyrinth	迷宫
lac	LAC
lace	花边
laceration	划破
lack	缺乏
lackey	走狗
lacking	不足
lackluster	乏善可陈
lacquer	漆
lacrosse	曲棍球
lactose	乳糖
lad	小伙子
ladder	阶梯
laddie	后生
laden	载货
lading	提单
ladle	瓢
lady	淑女
lady bug	NO TRANSLATION
ladybug	瓢虫
ladylike	大家闺秀
ladyship	贵妇人身分
lag	落后
lager	NO TRANSLATION
lagging	滞后
lagoon	泻湖
lair	巢穴
laity	俗人
lake	湖
lama	NO TRANSLATION
lamb	羊肉
lame	瘸
lament	哀叹
lamenting	感叹
lamina	椎板
laminated	层压
lamp	灯
lamppost	路灯
lance	槊
lancer	蓝瑟
land	土地
landed	登陆
landfall	登陆
landfill	垃圾填埋场
landing	降落
landlady	房东
landlocked	内陆
landlord	房东
landmark	里程碑
lands	土地
landscape	景观
landscaping	美化
landslide	滑坡
lane	车道
language	语言
languid	酸软
languish	憔悴
languishing	含情脉脉
lanky	瘦长
lantern	灯笼
lap	膝部
lapdog	哈巴狗
lapel	翻领
lapse	失误
lapsed	失效
laptop	笔记本电脑
larceny	盗窃罪
lard	猪油
larder	储藏室
large	大
larger	大
largo	NO TRANSLATION
lark	云雀
larva	幼虫
laryngitis	喉炎
larynx	喉
lasagna	烤宽面条
laser	激光
lash	睫毛
lass	姑娘
lasso	套索
lastday	NO TRANSLATION
lasting	持久
lastminute	最后一分钟
latch	闩
late	晚了
lateness	迟到
latent	潜
lateral	侧
laterally	横向
latex	胶乳
lathe	车床
lather	泡沫
latitude	纬度
latrine	茅房
latrines	厕所
latte	拿铁
lattice	格子
laud	赞美
laudable	值得称赞
laudation	赞美
laudatory	赞扬的
laugh	笑
laughable	可笑
laughing	笑
laughingstock	NO TRANSLATION
laughs	笑
laughter	笑声
launch	发射
launcher	发射台
launches	发布会
launder	洗钱
laundering	洗钱
laundry	洗衣店
laureate	得主
laurel	月桂树
laurels	桂冠
lava	岩浆
lavage	灌洗
lavatory	厕
lavender	薰衣草
lavish	阔气
law	法
lawful	合法
lawless	不法
lawlessness	无法无天
lawman	执法者
lawn	草坪
lawnmower	割草机
lawsuit	诉讼
lawyer	律师
lax	松
laxative	泻药
lay	铺设
layaway	预约购货
layer	层
layered	分层
layman	外行
layout	布局
layover	短暂停留
laziness	怠惰
lazy	懒
lazyday	慵懒的一天
lea	LEA
lead	铅
leaded	含铅
leader	领导
leadership	领导
leading	领导
leads	引线
leaf	叶
leaflet	传单
leafy	多叶
league	联盟
leak	泄漏
leakage	泄漏
leaky	泄漏
lean	靠
leaned	凑近
leaning	倚
leap	飞跃
learn	学习
learned	学到了
learner	学习者
learning	学习
lease	租
leash	皮带
leather	皮革
leathery	似皮革的
leave	离开
leavemealone	请别打扰我
leaving	离开
lecherous	好色
lecture	演讲
lecturer	讲师
ledge	窗台
ledger	总帐
lee	背风处
leech	水蛭
leeches	水蛭
leer	NO TRANSLATION
leery	持怀疑态度
lees	NO TRANSLATION
leeway	余地
left	剩下
leftout	NO TRANSLATION
leftover	剩
leftovers	残羹剩饭
lefty	左撇子
leg	腿
legacy	遗产
legal	法律
legality	合法性
legalize	合法化
legalized	合法化
legally	法律上
legend	传说
legendary	传奇的
legibility	易读性
legible	清晰
legion	军团
legislate	立法
legislation	立法
legislative	立法
legislator	立法者
legislature	立法机关
legit	合法的
legitimacy	合法
legitimate	合法
lego	乐高
legs	腿
legume	豆科植物
legwork	跑腿儿的工作
leisure	闲暇
leisurely	悠闲
lemma	引理
lemon	柠檬
lemonade	柠檬汽水
lend	借
lender	贷款人
lending	贷款
length	长度
lengthen	加长
lengthened	加长
lengthening	延长
lengthwise	纵向
lengthy	冗长
leniency	宽大
lenient	宽容
lens	镜片
leopard	豹
leotard	连体衣
leper	麻风病人
leprechaun	妖精
leprosy	麻风
lesbian	女同性恋
lesbianism	女同性恋
lesion	病变
less	减
lessee	承租人
lessen	减少
lessening	减持
lesser	较小
lesson	课
lessor	出租人
let	让
lethal	致命
lethargic	昏睡的
lethargy	昏睡
letter	信
lettered	字母
letterhead	信笺
lettering	刻字
letters	信
lettuce	生菜
leukemia	白血病
levee	矶
level	水平
lever	杠杆
leverage	杠杆作用
levitate	浮置
levy	征收
lewd	猥亵
lexicon	词库
ley	NO TRANSLATION
liabilities	负债
liability	责任
liable	容易
liaison	联络
liar	说谎者
libel	诽谤
libelous	中伤
liberal	自由主义的
liberalism	自由主义
liberate	解放
