Word	so
lord	Sayid
lords	madaxda
lordship	madaxbannaanida
lore	dabaq
lorry	lorry
lose	lumo
loser	Guuldareystay
losing	luminta
loss	lumid
lost	lumay
lot	badan
lotion	kareemka
lots	badan
lottery	bakhtiyaanasiib
lotto	lotto
lotus	lotus
loud	qeyliyo
loudly	si qaylo leh
loudmouth	codka sare
loudness	dhawaaqa
loudspeaker	gaaban
lounge	qolka
lounging	lounging
louse	naaska
lousy	liidata
lovable	jecel yahay
love	jacayl
loved	jecel yahay
lovee	jecel
loveee	jecel
loveless	dareen la'aan
lovelife	NO TRANSLATION
loveliness	jecel
lovelovelove	NO TRANSLATION
lovely	qurux badan
lovemaking	jacaylka
lovemylife	NO TRANSLATION
lover	lover
lovesick	jecel
lovethis	jecel yahay
loving	jecel yahay
lovinglife	dareenka nolosha
lovinlife	jecel nolosha
low	hoose
lowdown	hoos u dhac
lower	hoose
lowering	hoos u dhac
lowest	ugu hooseeya
lowlands	hoose
lowlife	nolol hoose
lowly	hoose
lox	lax
loyal	daacad
loyalty	daacadnimo
lsd	lsd
luau	luau
lube	macaan
lubricant	yare
lubricate	saliidayn
lubrication	qalajinta
lucid	caqli
luck	nasiib
luckiest	luckiest
lucky	nasiib
luckygirl	Gabar nasiib badan
lucrative	faa'iido badan
ludicrous	ludicrous
lug	lug
luggage	boorsooyinka
lukewarm	diirimaadka
lull	lull
lullaby	lullaby
lumbar	lumbar
lumber	qoryaha
lumbering	lumbering
lumberjack	lumberjack
luminescent	luminescent
luminous	iftiin
lump	buro
lumpy	buruqda
lunacy	diiniga
lunar	bilo
lunatic	lunatic
lunch	qadada
lunchbox	sanduuqa qadada
luncheon	qado
lunchtime	waqtiga qadada
lung	sambabada
lunge	garaacid
lungs	sambabada
lurch	waa la hayaa
lure	caaro
lurid	lurid
lurk	lurk
lurking	isbedelka
luscious	kalsooni
lush	luuq
lust	jecel
luster	baaqul
lustful	runtii
lustrous	daacadnimo
lusty	Fudud
lute	lute
luxuriant	raaxo leh
luxurious	raaxo leh
luxury	raaxo
lycra	lycra
lye	lye
lying	been
lymph	lymph
lymphatic	lymphatic
lymphoma	Lymphoma
lynch	lynch
lynching	lynching
lynx	lynx
lyre	lyre
lyric	lyric
lyrical	lyrical
lyrics	lyrics
macadamia	Macadamiya
macarena	macarena
macaroni	macaroni
mace	mace
mach	mach
machete	duugo
machine	mashiinka
machinery	mishiinada
machinist	mishiinka
macho	macho
mackerel	mackerel
macro	macro
mad	waalan
madam	Marwo
madame	madame
madden	madden
madder	madder
mademoiselle	NO TRANSLATION
mademyday	madamyday
madhouse	Madhouse
madman	madman
madness	dareen
maestro	maestro
mafia	mafia
magazine	wargeyska
mage	magee
magenta	magenta
maggot	maggot
magic	sixir
magical	muusik
magician	macalinka
magistrate	garsoore
magma	Magma
magna	magna
magnate	weynaan
magnesium	magnesium
magnet	Magnet
magnetic	magnetic
magnetism	magnetism
magnetite	magnetite
magnification	weyneynin
magnificence	weynaanta
magnificent	cajiib ah
magnifier	weyneeyaha
magnify	waynee
magnifying	weynaanta
magnitude	miisaanka
magnolia	Magnolia
magpie	magpie
mahi mahi	NO TRANSLATION
mahjong	Mahjong
mahogany	muqdisho
maid	gabadh
maiden	gabdhaha
mail	boostada
mailbox	boostada
mailing	dirista
mailman	mailman
maim	NO TRANSLATION
main	ugu weyn
mainframe	iskuulka
mainland	dhul-beereedka
mainstay	muhiimadda
mainstream	guud ahaan
maintain	sii wad
maintenance	dayactirka
majestic	haybad
majesty	majiraan
major	weyn
majority	inta badan
make	samee
makeover	sameynta
maker	sameeyaha
makeshift	qadarin
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	isqurxin
makingdisciples	NO TRANSLATION
malady	malady
malaise	wax xun
malaria	duumada
malarkey	malarkey
male	lab ah
malevolent	nacasnimo
malfeasance	xumayn
malformation	maleyn
malfunction	cillad
malice	NO TRANSLATION
malicious	xaasidnimo
malign	malignimo
malignancy	malignancy
malignant	malignant
maligned	xumaan
mall	Suuqa
malleable	malleable
mallet	mallet
malnutrition	nafaqo daro
malpractice	xumeyn
malt	malt
mama	Mama
mambo	Mambo
mamma	NO TRANSLATION
mammal	naasku
mammoth	mammoth
mammy	mammy
man	nin
manage	maamul
manageable	la maamuli karo
management	maamulka
manager	tababaraha
managerial	maamulka
mandamus	mandamus
mandarin	mandarin
mandate	waajib ah
mandatory	khasab
mandible	awood u leh
mandolin	mandolin
mandrel	mandheerta
mane	NO TRANSLATION
maneuver	maneuver
maneuvering	maneuvering
mange	NO TRANSLATION
manger	manger
mangle	mangle
mango	mango
mangosteen	mangosteen
mangy	mangy
manhole	manjo
manhood	manhood
manhunt	manhum
mania	mania
maniac	maniac
maniacal	maniacal
manic	manic
manicure	manicure
manicurist	manicurist
manifest	muujin
manifestation	muuqda
manifested	muujiyey
manifestly	caddayn
manifesto	muuqaal
manifold	manifold
manipulate	wax ka qabashada
manipulation	shaqaynta
manipulative	wax-qabad
mankind	aadanaha
manly	manly
manna	manna
manned	manned
mannequin	manuquin
manner	hab
mannered	hareeraysan
manners	dhaqan
manor	mooro
manpower	shaqeeyaa
mansion	dhismo
mansions	guryaha
manslaughter	xishood la'aan
mantel	mantel
mantis	mantis
mantle	xargaha
mantra	mantra
manual	buug
manufacture	wax soo saar
manufacturer	soo saaraha
manufacturing	wax soo saarka
manure	digada
manuscript	qoraallada
map	khariidada
maple	maple
mar	mar
marathon	marathon
marble	marble
marbled	marbled
marbles	marbles
march	Maarso
mare	NO TRANSLATION
margarine	margarine
margarita	margarita
margin	margin
marginal	marginal
mariachi	mariachi
marijuana	marijuana
marinara	marinara
marine	badda
mariner	mariner
marital	guurka
maritime	badda
mark	calaamadee
marked	calaamadeeyay
marker	calaamadeeyaha
market	suuqa
marketable	la iibsan karo
marketing	suuq geynta
marketplace	suuqa
marks	calaamadaha
marksman	marksman
marksmanship	markasmanship
marl	marl
marmalade	marmalade
maroon	maroon
marooned	marooned
marquee	marquee
marquis	marquis
marred	gooyay
marriage	guurka
married	guursatay
marrow	dhuuxa
marry	guursato
marsh	marsh
marshal	marshal
marshmallow	marshmallow
mart	Maarso
martial	dagaal
martingale	martingale
martini	martini
martyr	shahiid
martyrdom	shahiidnimo
marvel	yaabay
marvellous	cajiib ah
marvelous	cajiib ah
marvelously	si cajiib leh
marzipan	NO TRANSLATION
mascara	mascara
mascot	mascot
masculine	ragga
masculinity	ragga
mash	Mash
mashed	la shiiday
mask	maaskaro
masked	masked
masks	maaskaro
masochism	masochism
masochist	masochist
mason	mason
masquerade	masquerade
mass	tiro
massacre	xasuuq
massage	duugista
masses	masses
masseur	masseur
masseuse	masseuse
massive	weyn
mast	mast
master	macallin
masterful	aqoon leh
mastermind	macalinka
masterpiece	sawirqaade
mastery	baqdin
masturbate	niyad jabin
masturbation	niyadjab
mat	mat
matador	matador
match	ciyaarta
matchbook	cayaarta ciyaaraha
matching	isdhaafka
matchmaker	ciyaaraha
mate	saaxiibka
material	wax
materialism	waxtarka
materialist	Waxyaabaha
materialistic	waxtarka
materiality	macaamilka
materialize	ka dhigo
materially	maadi ahaan
materials	qalabka
materiel	qalab
maternal	hooyada
maternity	hooyada
math	xisaab
mathematical	xisaabeed
mathematician	xisaabiyaha
mathematics	xisaabta
matinee	matinee
mating	labiska
matriculation	Buuxinta
matrimony	xaaska
matrix	Matrix
matron	mataan
matted	mateen
matter	arrinta
matting	mataansho
mattress	joodariga
maturation	koriinka
mature	baaluq
maturity	qaan-gaarin
maudlin	maudlin
mausoleum	dhagaxaan
mauve	mauve
maverick	Maverick
maxim	maxim
maximize	ugu badnaan
maximum	ugu badnaan
may	laga yaabaa
mayday	mayday
mayflower	mayalkow
mayhem	mayhem
mayonnaise	majones
mayor	duqa magaalada
maze	labiska
mead	mead
meadow	meadho
meager	wax yar
meal	cuntada
mean	macnaheedu
meander	meeraha
meandering	meandering
meanie	macneheedu waa
meaning	macnaha
meaningful	macno leh
meaningless	micno la'aan
meanness	macnaha
means	macnaheedu waa
meantime	hadda
measles	jadeecada
measurable	la qiyaasi karo
measure	qiyaas
measured	la qiyaasay
measurement	cabbiraadda
measuring	cabbiraadda
measuring cup	cabbirka koobi
measuring tape	qiyaasida cajalad
meat	hilibka
meatball	kubbadda hilibka
meathead	meathead
meatloaf	hiliblaha
mechanic	makaanikada
mechanical	farsamada
mechanics	farsamada
mechanism	farsamo
med	NO TRANSLATION
medal	bilad
medallion	madadaalo
medallist	abaalmarin
meddle	dhexgal
meddling	dhexgalka
media	warbaahinta
medial	medial
median	dhexdhexaad
mediate	dhexdhexaadin
mediation	dhexdhexaadin
mediator	dhexdhexaadiyaha
medic	daawooyinka
medical	caafimaadka
medicate	daawo
medication	daawo
medicinal	daawo
medicine	daawada
medieval	dhexdhexaad ah
mediocre	dhexdhexaad ah
mediocrity	dhexdhexaadinta
meditate	ka fikir
meditating	fikirka
meditation	fikirka
meditative	meditative
mediterranean	isbeddel
medium	dhexdhexaad ah
medley	dhexaad
meek	qabow
meet	kulan
meeting	kulan
mega	mega
meh	meh
melancholic	melancholic
melancholy	murugo
melee	jilbaha
mellow	mellow
melodious	melodyo
melodrama	melodrama
melodramatic	melodramatic
melody	heesaha
melon	qaraha
melt	dhalaalayaa
meltdown	meltdown
melting	dhalaalid
member	xubin
membership	xubin
membrane	xajinta
memento	memento
memo	xusuusin
memoir	xusuusin
memorabilia	xusuusin
memorable	xusuusi
memorandum	xusuusin
memorial	xusuus
memorials	xusuusin
memories	xusuusto
memoriesiwontforget	NO TRANSLATION
memorize	xusuuso
memory	xasuusta
menace	cabsi
menacing	xannibaad
menagerie	menagerie
mend	dib u habeyn
mending	gaabis ah
menial	miisaan
meningitis	qoorgooyaha
meniscus	meniscus
menopause	Menopause
menses	qoorta
menstrual	caadada
mental	maskax ahaan
mentalhealth	NO TRANSLATION
mentality	maskaxda
menthol	menthol
mention	xusuusnow
mentor	hagaha
menu	menu
meow	mow
mercantile	ganacsade
mercenary	nacasnimo
merchandise	Ganacsi
merchant	ganacsade
merciful	naxariis badan
merciless	raali gelin
mercurial	mercurial
mercury	meerkuriga
mercy	naxariis
mere	kaliya
merengue	merengue
merge	isku dar
merger	mideynta
meridian	Meridian
meridional	kali ah
meringue	duuban
merit	mudnaan
meritorious	uqaabilsan
mermaid	mermaid
merriment	merriment
merry	faraxsanahay
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescaline
mesh	mesh
meshes	Meshes
mesmerized	dhalanteed
mess	qasan
message	farriin
messedup	NO TRANSLATION
messenger	Rasuul ah
messiah	messiah
messy	murugeysan
metabolic	metabolic
metabolism	metabolism
metal	biraha
metallic	metallic
metallurgy	metallurgy
metamorphosis	metamorphosis
metaphor	tusaaleyn
metaphorical	tusaalooyin
metaphysical	metaphysical
metaphysics	metaphysics
metastasis	metastasis
meteor	meteor
meteoric	meteoric
meteorite	meteorite
meteorological	meteorological
meteorology	meteorology
meter	mitir
meth	meth
methadone	methadone
methane	methane
methanol	methanol
method	habka
methodical	habeyn
methodology	qaabka
meticulous	tifaftiran
metime	Muuqaalka
metric	metric
metrical	Muuqaal
metrology	metrology
metropolis	magaalo weyn
metropolitan	magaalo weyn
mettle	mettle
mew	Mew
mezzanine	mezzanine
mica	mica
mick	mick
micro	micro
microbe	mikrobe
microbiology	mikrobiyoloji
microchip	microchip
microcosm	microcosm
microfilm	microfilm
microgram	mikrogram
micrometer	micrometer
micron	mikron
microphone	makarafoonka
microscope	mikroskoob
microscopic	microscopic
microscopically	microscopically
microscopy	mikroskoobo
microwave	microwave
mid	dhexe
midair	midur
midday	habeenkii
middle	dhexe
middleman	dhexdhexaadiye
middleweight	dhexdhexaad
midget	bartamaha
midland	midland
midlife	bartamaha
midline	bartamihii dhexe
midnight	habeenbarka
midshipman	midnimada
midst	dhexda
midsummer	bartamaha
midterm	dhexdhexaad ah
midtown	bartamaha magaalada
midway	badhtamaha
midwife	ummuliso
midwifery	umulisooyin
mien	NO TRANSLATION
miffed	miffed
mighty	xoog leh
mignon	mignon
migraine	xanuunka dhanjafka
migrate	u haajiraan
migration	guuritaanka
migratory	guurguurta
mike	Mike
mil	NO TRANSLATION
mild	khafiif ah
mildew	caarada
mildness	buuq
mile	mayl
mileage	moos
milestone	guuleysiga
militant	xagjir ah
militants	Xagjiriin
military	ciidan
militia	maliishiyaadka
milk	caanaha
milkman	milkman
milkshake	milkshake
milky	caan
mill	dhagax
millennium	sano jir
milligram	milligaraam
millimeter	millimeter
million	milyan
millionaire	milyaneer
millionth	milyan
millstone	millstone
mime	mime
mimic	naqshad
mimicking	jadwalka
mimicry	mimicry
mince	fal waxashnimo leh
mincemeat	Mincemeat
mind	maskaxda
minded	maskaxda ku hay
mindful	xusuusnow
mindfulness	dareenka
mindless	maskax lahayn
mine	anigaa iska leh
minefield	miro yar
miner	macdan
mineral	macdanta
mineralogy	macdanta
mingle	isdhexgalka
mingled	isku duuban
mini	mini
miniature	macquul ah
minibus	minibus
minim	NO TRANSLATION
minimal	ugu yaraan
minimize	yaree
minimized	yareeyo
minimum	ugu yaraan
mining	macdan
minion	minion
minister	Wasiir
ministerial	wasaarad
ministry	wasaaradda
minivan	minivan
mink	mink
minnow	dad badan
minor	yar yar
minority	dad tiro yar
minstrel	gabayga
mint	naas
minty	nasiib wanaag
minuscule	yar-yar
minute	daqiiqo
minutiae	daqiiqado
minx	minx
mir	NO TRANSLATION
miracle	mucjiso
miracles	mucjisooyinka
miraculous	mucjiso
mirage	miraayad
mire	NO TRANSLATION
mirror	muraayad
mirth	farxad
misappropriation	qasaarinta
misbehave	xumayn
misbehavior	edeb daro
miscalculation	niyadjabinta
miscarriage	dhicin
miscellaneous	qaar kale
miscellany	qadarin
mischief	musuqmaasuq
mischievous	nasiib daro
misconception	qalad la'aan
misconduct	dhaqanxumo
misdemeanor	dambi
misdirection	xumayn
miser	murugo
miserable	murugaysan
miserably	dhib badan
misery	murugo
misfire	soodhada
misfit	nasiib daro
misfortune	niyadjab
misguided	NO TRANSLATION
mishap	mishap
misinformed	nadiifin
misinterpretation	xumayn
mislead	marin habaabin
misleading	marin habaabis ah
misled	marin habaabisay
mismanagement	maamul xumo
mismatch	isku-habeyn la'aan
mismatched	isma bedelin
misnomer	macallinimo
misplace	meel xun
misplaced	qalad ah
misread	xumayn
misrepresent	dhicin
misrepresentation	been-abuurka
misrepresented	been abuur ah
miss	seegay
missile	gantaal
missiles	maraakiibta
missing	maqan
missingyou	NO TRANSLATION
mission	howlgalka
missionary	adeegayaasha
misspell	misspell
misstatement	Dhibaato
missy	missy
mist	qiiq
mistake	qalad
mistaken	qalad ah
mister	aabe
mistletoe	sharoobada
mistreated	si xun loola dhaqmay
mistress	gabadha
mistrial	rafcaan
mistrust	kalsooni la'aan
misty	qaloocsan
misunderstand	is faham la'aan
misunderstanding	is faham la'aan
misunderstood	is faham la'aan
misuse	si xun u isticmaalka
mite	caarada
miter	miter
mitigate	yareeyo
mitigating	yareeynta
mitigation	yaraynta
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	isku darka
mixed	isku dhafan
mixedemotions	isku dhafka
mixer	qaso
mixture	isku dar ah
mnemonic	Mnemonic
moan	qosol
moat	qoyan
mob	xanuun
mobile	mobile
mobility	dhaqdhaqaaqa
mobilization	abaabulidda
mobilize	abaabul
mobster	mobster
mocha	mocha
mock	jees jees
mocked	jees jees
mockery	jees jees
mocking	jees jees
mockingbird	wax la yaab leh
mod	mod
modal	qaab
modality	mabaadi'da
mode	qaab
model	qaab
modeler	qaabeeyaha
modeling	qaabaynta
modem	modem
moderate	dhexdhexaad ah
moderate anticipation	rajo dhexdhexaad ah
moderate disgust	qoyaan dhexdhexaad ah
moderate negative	diidmo dhexdhexaad ah
moderate positive	dhexdhexaad ah
moderate surprise	yaab leh dhexdhexaad ah
moderate trust	kalsooni dhexdhexaad ah
moderately	dhexdhexaad ah
moderating	dhexdhexaadin
moderation	dhexdhexaad
moderator	Xeer-ilaaliye
modern	casri ah
modernism	casriga
modest	caan ah
modesty	xishood
modicum	qalab
modifiable	beddeli karo
modification	isbeddel
modified	la bedelay
modify	isbeddel
modulate	beddel
modulation	isdhexgalka
module	moduleka
modulus	modulus
mogul	mogul
moiety	dhexdhexaad
moist	qoyan
moisture	qoyaan
moisturizer	qoyaan
molar	mada
molasses	molasses
mold	caaryaal
molded	molded
molding	qashin
moldy	moldy
mole	bar
molecular	molecular
molecule	molecule
molest	murugo
molestation	faraxumeyn
molester	molester
molten	burdan
mom	hooyo
moment	daqiiqad
momentary	daqiiqado
momentous	muhiim ah
momentum	socodka
momma	hooyada
mommy	hooyo
monad	monad
monarch	Boqortooyada
monarchy	Boqortooyada
monastery	macbudka
monastic	dabacsan
monetary	lacagta
money	lacag
mongoloid	mongoloid
mongoose	dulqaadka
mongrel	mongrel
monitor	kormeerka
monk	kaligiis
monkey	dameer
mono	NO TRANSLATION
monochrome	midabka
monogamous	monogamous
monogamy	hal jinsi
monogram	monogram
monogrammed	iskuday
monograph	masraxa
monolayer	kali ah
monolith	monolith
monologue	monologue
monopolist	monopolist
monopoly	monopoly
monotonous	iskuday
monotony	kali ah
monoxide	monoxide
monsieur	monsieur
monsoon	monsoon
monster	xayawaan
monstrosity	dulqaad
monstrous	dulqaad
montage	muusikada
monte	monte
month	bisha
monthly	bishii
monument	muqaal
monumental	muusig
moo	moo
mooch	mooch
mood	niyadda
moods	niyadda
moody	niyadda
moon	moon
moonbeam	moonbeam
moonlight	dayaxa
moonlit	moonlit
moonshine	moonshine
moonstruck	moonstruck
moonwalk	moonwalk
moor	moor
moored	moored
mooring	mooring
moorings	isdhaafsiga
moorland	moorland
moose	moose
moot	moot
mooted	mooted
mop	mop
mope	Xadhiga
moped	mooted
moral	anshax
morale	morale
morality	anshax
morals	anshax
morass	anshax
moratorium	moratorium
moray	moray
morbid	dhibaatooyin
morbidity	cudurrada
morbidness	xanuun
mores	mores
morgue	morgue
moribund	moribund
morn	subaxdii
morning	subax
moron	doqon
moronic	moronic
morose	dhajinta
morph	morph
morphine	morphine
morphism	qaabdhismeed
morphology	muraayada
morrow	berrito
morsel	korsaarka
mortal	dhimasho
mortality	dhimashada
mortar	hoobiye
mortgage	amaah guri
mortgagee	deynta
mortgagor	gadaashiisa
mortician	dhimasho
mortification	dhimasho
mortified	dhimasho
mortuary	miino
mosaic	Muuqaal
mosey	Muuqaal
mosque	masaajid
mosquito	kaneecada
moss	Moss
mossy	Mossy
mote	NO TRANSLATION
motel	motel
moth	aboor
mother	hooyo
motherfucker	hooyadaa
motherfucking	hooyadeeda
motherhood	hooyada
motherland	hooyada
motherless	hooy la'aan
motherly	hooyo
motif	riwaayad
motion	dhaqaaq
motionless	aan dhaqdhaqaaq lahayn
motivate	dhiirigeliya
motivating	dhiirigelinta
motivation	dhiirigelinta
motivational	dhiirigelinta
motive	ujeeddo
motley	jilicsan
motor	gaas
motorbike	mootooyin
motorboat	gawaarida
motorcade	mootada
motorcar	gawaarida
motorcycle	mootada
motorist	gawaarida
motte	jilicsan
mottled	mottled
motto	sheyga
mould	caaryaal
mound	tuulo
mount	buur
mountain	buur
mountaineer	buurta
mountainous	buur
mountains	buuraha
mountaintop	mountaintop
mourn	baro
mournful	murugo leh
mourning	murugo
mouse	jiir
mousetrap	mousetrap
mousse	mousse
moustache	shaarib
mousy	mousy
mouth	afka
mouthful	afka
mouthpiece	qalabka afka
mouthwash	macmacaanka
movable	dhaqaaqa
move	guuri
movement	dhaqdhaqaaqa
mover	dhaqaaqa
movie	filim
movies	filimaan
moving	dhaqaaqa
movingforward	NO TRANSLATION
movingon	dhaqaaq
mow	xaaq
mower	mower
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	muck
mucked	mucked
mucous	mucous
mucus	xabo
mud	dhoobo
muddle	marmarka qaarkood
muddled	muddled
muddy	dhoobo
muff	muff
muffin	muffin
muffled	jilicsan
muffler	muffler
mug	mug
mugger	Mugger
mulberry	bukaa
mulch	mulch
mule	baqshiish
mull	mull
mullet	Mullet
multilateral	dhinacyo badan
multimedia	multimedia
multinational	caalami ah
multiple	dhowr ah
multiple sclerosis	sclerosis badan
multiplex	badanaa
multiplication	isku dhufashada
multiplicity	isku dhufashada
multiplied	badiyay
multiplier	badanaa
multiply	ku dhufo
multitude	dad badan
mum	Hooyo
mumble	mumble
mumbo	mumbo
mummy	hooyo
mumps	qaamo-qashiir
munch	foorid
munchies	munchies
munchkin	xargaha
mundane	mundane
municipal	degmada
municipality	degmada
mural	duurjoogta
murder	dil
murderer	dilka
murderess	dil
murderous	dil
murky	murugo
murmur	murmur
muscle	muruq
muscular	musqulo
muse	muse
muses	muses
museum	matxafka
mush	NO TRANSLATION
mushroom	boqoshaada
mushy	jilicsan
music	muusikada
musical	muusik
musician	muusik
musing	guuritaanka
musk	musk
musket	muse
musketeer	musketeer
muskrat	muskrat
muslin	muslin
muss	NO TRANSLATION
must	waa in
mustang	gaajo
mustard	mustard
muster	muster
musty	shey
mutable	isku-dhafan
mutant	mutant
mutate	mutate
mutation	isbeddel
mute	carrabka
muted	muted
mutilate	goyso
mutilated	la gooyey
mutilation	gudniinka
mutiny	gabi ahaanba
mutt	mutt
mutter	NO TRANSLATION
mutton	beertu
mutual	wadajir
mutually	wadajir ahaan
muzzle	canqow
myfavorite	aan jeclaa
myopia	myopia
myopic	myopic
myriad	dhowr
mysterious	dahsoon
mystery	qarsoodi
mystic	qarsoodi
mystical	qarsoodi ah
mysticism	Mucjiso
mystified	qarsoodi ah
mystique	qiiro
myth	khuraafaad
mythic	suugaan
mythical	sheeko
mythological	khayaali
mythology	masiixiga
nab	nab
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	ciddiyaha
nail gun	qori ciddiyaha
naive	naive
naked	qaawan
nakedness	qaawan
namaste	NO TRANSLATION
name	magaca
named	magacaabay
nameless	magac la'aan
namesake	magacaabi
naming	magacaabista
nana	nana
nanny	nanny
nanometer	nanometer
nap	nap
napalm	napalm
nape	nape
napkin	suugo
napping	duubista
nappy	xafaayadda
narcissism	naqshada
narcissist	naas-nuujiye
narcissistic	naqshadeynta
narcotic	daroogo
narrate	sheeko
narration	sheeko
narrative	sheeko
narrator	sheeko
narrow	cidhiidhi ah
narrowing	cidhiidhi
nasal	sanka
nascent	qabow
nasty	xun
natal	dhalmada
nation	Qaran
national	qaranka
nationality	dhalashada
nationwide	wadanka oo dhan
native	hooyo
nativity	dhalashada
natural	dabiiciga ah
natural gas	gaas dabiici ah
naturalist	dabiici ah
naturalization	dhalashada
naturalized	quruxbadan
naturally	dabiici ahaan
nature	dabeecadda
naught	wax aan jirin
naughty	xumaan
nausea	lallabbo
nauseate	lalabo
nauseating	lalabbasho
nauseous	lakab
nautical	badda
nautilus	nautilus
naval	badda
nave	nave
navel	xuddun
navigable	la socda
navigate	soco
navigation	gaari
navigational	cagaarshowga
navigator	hagaha
navy	badda
nay	NO TRANSLATION
nearsighted	u dhow
neat	wanaagsan
neatly	habboon
nebula	nebula
nebulae	nebulus
nebulous	wax daciif ah
necessarily	muhiim ah
necessary	lagama maarmaan
necessitate	waxa lagama maarmaan ah
necessities	baahiyaha
necessity	baahi
neck	luqunta
necklace	silsilad
necktie	necktie
necromancer	necromancer
necrosis	necrosis
nectar	nectar
need	u baahan tahay
needalife	NO TRANSLATION
needed	loo baahan yahay
needful	u baahan
needit	NO TRANSLATION
needle	Irbad
needlepoint	irbad
needles	cirbadaha
needless	baahi la'aan
needtoknow	loo baahan yahay
needtorelax	NO TRANSLATION
needy	baahan
nefarious	nefarious
negation	diidmada
negative	diidmo
negativity	xasaasiyad
neglect	dayacaad
neglected	dayacday
neglecting	dayacaad
negligee	diidmo
negligence	dayacaad
negligent	dayacaad
negligently	NO TRANSLATION
negligible	dayacan
negotiable	wada xaajood
negotiate	wada xaajoodka
negotiation	gorgortanka
negotiator	gorgortan
negro	diidmo
neigh	deriska
neighbor	deriska
neighborhood	xaafad
neighboring	deriska
nemesis	nemesis
neon	neon
neonatal	dhalanteed
neophyte	neophyte
neoprene	neoprene
nephew	adeer
nepotism	nepotism
nerd	nerd
nerdy	nerdy
nerve	dareen
nerves	neerfayaasha
nervous	walwal
nervousness	xasilooni
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	buulka
nestle	qulqulka
nestling	qashinka
net	net
nether	nether
netting	dhajinta
nettle	nettle
network	shabakad
networking	Isgaadhsiinta
neural	neural
neuralgia	neuralgia
neurological	neerfaha
neurologist	neerfaha
neurology	neerfaha
neurosis	neurosis
neurosurgeon	neurosurgeon
neurosurgery	neerfaha
neurotic	neurotic
neuter	caarada
neutral	dhexdhexaad ah
neutrality	dhexdhexaad
neutralize	dhexdhexaadin
neutron	neutron
new	cusub
new age	da 'cusub
newbeginnings	NO TRANSLATION
newborn	dhashay
newcomer	cusub
newday	cusub
newfound	cusub
newjob	NO TRANSLATION
newlife	nolol cusub
newly	dhawaan
newlywed	dhowaan
newme	cusub
newness	cusub
news	wararka
newscast	wargeyska
newscaster	wargeys
newsflash	wargeys
newsletter	wargeyska
newsman	wargeys
newspaper	wargeyska
newspaperman	wargeys
newsreel	wargeys
newsroom	qolka wararka
newsstand	wargeyska
newstart	cusub
newt	cusub
newyear	NO TRANSLATION
nexus	nexus
nib	nib
nibble	nibble
nice	fiican
niche	niche
nichts	NO TRANSLATION
nick	nick
nickel	nikkel
nickname	naanaysta
nicotine	nicotin
niece	niece
nifty	nifty
nigger	nigre
nigh	u dhow
night	habeenkii
nightcap	habeenkii
nightclub	habeenkii
nightfall	habeenkii
nightgown	habeenkii
nightie	habeenkii
nightingale	habeenkii
nightlife	habeenkii
nightly	habeenkii
nightmare	riwaayad
nightmares	qarow
nightstand	habeenkii
nightstick	habeenkii
nighttime	habeenkii
nihilism	nihilism
nil	eber
nimble	hurdo la'aan
nimrod	nimrod
nincompoop	nincompoop
nine	sagaal
nineteen	sagaal iyo toban
ninety	sagaashan
ninja	Ninja
ninny	ninny
nintendo	nintendo
ninth	sagaalaad
nip	nip
nipper	nipper
nipple	ibta
nippy	nippy
nitrate	Nitrate
nitro	nitro
nitrogen	nitrogen
nitrous	nitrous
nitwit	xayawaanka
nix	nix
no anticipation	lama filayo
no disgust	ma lihin
no emotion	dareen la'aan
no sentiment	maya lahayn
no surprise	lama yaabin
no trust	kalsooni la'aan
nobility	sharaf leh
noble	sharaf leh
nobleman	Sameey
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	tagto
nod	nod
nodding	joodariga
node	node
nodular	nodular
nodule	nodule
noggin	noggi
nohope	NO TRANSLATION
noir	noir
noise	buuq
noisy	buuq badan
nomad	reer guuraa
nomadic	reer miyiga
nomenclature	magacaabida
nominal	magacaabay
nominate	magacaabi
nomination	magacaabida
nominee	magacaabay
nonce	nonce
nonchalant	aan aheyn
noncompliance	raacsanaan la'aanta
nondescript	aan shaki ku jirin
nonexistent	aan jirin
nonfat	nonfat
nonfiction	aan xaqiiqda ahayn
nonpayment	lacag bixin la'aan
nonresident	degenaansho la'aan
nonsense	macno la'aan
nonsensical	nonsensical
nonviolent	aan shaki lahayn
noob	bilow
noodle	noodle
nook	nook
noon	duhurnimo
noose	buri
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	caadada
normal	caadiga ah
normalcy	caadi ahaan
normality	caadi ahaan
north	waqooyiga
northbound	waqooyiga
northeast	waqooyi-bari
northern	waqooyiga
northwest	waqooyi galbeed
northwestern	waqooyi-galbeed
noschool	NO TRANSLATION
nose	sanka
nosebleed	duufaan
nosey	nosy
nosnow	nosnow
nostalgia	nostalgia
