Word	ky
jugular	күрөө
juice	шире
juicer	шире
juicy	ширелүү
juju	NO TRANSLATION
juke	Juke
jukebox	Jukebox
jumble	өзөк
jumbled	башаламандыкка
jumbo	Jumbo
jump	секирүү
jump rope	жип секирүү
jumper	секирип
jumpsuit	Jumpsuit
jumpy	тынчсызданып
junction	кошулуу
juncture	бийлөө
jungle	калың токой
junior	кенже
juniper	арча
junk	керексиз
junket	жөнөгөнүн
junkie	наркоманы
junky	junky
junkyard	осурат
junta	хунта
juridical	юридикалык
jurisdiction	укук коргоо
jurisprudence	таануу
jurist	укукчу
juror	присяжный заседатель аял
jury	аныктоочулар
justice	адилеттүүлүк
justifiable	туура
justification	актык
justify	актоо
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	жут
juvenile	өспүрүм
juxtaposition	айтылышы
kaiser	Kaiser
kale	жүктөө
kaleidoscope	Музыка
kamikaze	бирикменин аталышы
kangaroo	кенгуру
kanji	Kanji
kappa	KAPPA
kaput	NO TRANSLATION
karaoke	караоке
karate	каратэ
karma	карма
karmic	кармалык
kayak	байдарка
kazoo	казу
kebab	шашлык
keel	Keel
keen	абдан
keep	кармоо
keeper	кароолчу
keeping	жүргүзүү
keepsake	эскерүүлөрүбүздү
keg	кайык
kelp	Келп
ken	Кен
kennel	иттин үйү
kerchief	бир байлам
kern	Керн
kernel	ядро
kerosene	керосин
ketchup	кетчуп
kettle	чайнек
key	ачкыч
keyboard	клавиатура
keyed	киргизилбеген
keyhole	кулпунун тешиги
keynote	негизги
keypad	Ариптакта
keystone	шарты
keyword	ачкыч
khaki	хаки
khan	хан
kibble	kibble
kick	бут менен тебүү
kickboxing	кикбоксинг
kicker	рэпер
kicking	тепкилеп
kickoff	баштоо
kid	теке,
kidder	Киддер
kidding	Тамашасыз
kiddo	kiddo
kiddos	кичинелердин
kidnap	уурдоо
kidnapped	уурдалды
kidnapper	уурусу
kidnapping	адам уурдоо
kidney	бөйрөк
kids	балдар
kill	өлтүрүү
killer	өлтүргүч аял
killing	өлтүрүү
killjoy	түрү
kiln	күйгүзүү
kilo	NO TRANSLATION
kilogram	килограммга
kilometer	километр
kilt	жоолугумду
kimono	кимоно
kin	К Ш
kind	түр
kindergarten	бала бакча
kindling	кептелип
kindness	жакшылык
kindred	үйүнөн
kinematics	матикалык
kinesiology	Kinesiology
kinetic	кинетикалык
king	падыша
king snake	падыша жылан
kingdom	падышачылык
kingpin	Kingpin
kink	Kink
kinky	лысый
kinship	тууганчылык
kiosk	киоск
kirk	Кирк
kiss	өбүү
kisser	kisser
kissy	Kissy
kit	комплект
kitchen	ашкана
kite	айры куйрук
kitten	мышыктын баласы
kiwi	Kiwi
klutz	klutz
knack	Аризона
knapsack	Баштык
knead	аралаштыруу
knee	тизе
kneecap	тизе кап
kneel	тизелеп туруу
kneeling	тизелеп
knell	кылынары айкын
knick	Knick
knickers	экенмин .Сарсанаа да
knife	бычак
knight	баатыр
knighthood	сезбес
knit	тутумдашып
knob	шишик
knock	уруу
knockoff	knockoff
knockout	уруп чыгып
knoll	Knoll
knot	бант
knots	Түйүндөр
knotted	чечилбей
know	билүү
knowing	билүү
knowingly	билип туруп
knowledge	билим
knowledgeable	жакшы билген
knuckle	муун
knucklehead	knucklehead
knuckles	муштуму
koala	Koala
kook	NO TRANSLATION
kooky	kooky
kool-aid	Ассорти-жардам
kos	Кос
kosher	Кошер
kraut	NO TRANSLATION
kris	Kris
kryptonite	Мына сага
kudos	Ардак
kumquat	kumquat
lab	лаборатория
label	этикетка
labor	эмгек
laboratory	лаборатория
labored	эмгектеништи
laborer	жумушчу
laboring	Ушинтип эмгектенип,
laborious	кандай оор
labyrinth	Лабиринт
lac	лак
lace	тартма
laceration	таштак жер
lack	жоктугу
lackey	Лэки
lacking	жок
lackluster	тапка
lacquer	лагы
lacrosse	лакросс
lactose	лактоза
lad	Бала
ladder	шаты
laddie	laddie
laden	жүктөлгөн
lading	коносамент
ladle	шорпого
lady	айым
lady bug	NO TRANSLATION
ladybug	эл кайда көчөт
ladylike	ladylike
ladyship	ladyship
lag	лаг
lager	NO TRANSLATION
lagging	артта
lagoon	лагуна
lair	ийинине
laity	чиркөө
lake	көл
lama	NO TRANSLATION
lamb	козу
lame	аксак
lament	жоктоп
lamenting	ыйлаган
lamina	lamina
laminated	ламинаттарды
lamp	чырак
lamppost	lamppost
lance	жамал
lancer	Lancer
land	жер
landed	конду
landfall	урунду
landfill	таштанды
landing	түшүрүү
landlady	үйдүн кожоюн айымы
landlocked	менен курчалган
landlord	үй ээси
landmark	чек белгиси
lands	жерлери
landscape	пейзаж
landscaping	жашылдандыруу
landslide	жер көчкү
lane	кууш жол
language	тил
languid	газетке
languish	айбан
languishing	тайган
lanky	арыкчырай,
lantern	чырагы
lap	тизе
lapdog	Жол ит
lapel	үлгүдөгү
lapse	тобу
lapsed	кеткен
laptop	ноутбук
larceny	уурдоо
lard	май
larder	Лардер
large	чоң
larger	көп
largo	NO TRANSLATION
lark	торгой
larva	личинка
laryngitis	ларингит
larynx	кекиртек
lasagna	Lasagna
laser	лазер
lash	Камчынын
lass	кыз
lasso	Lasso
lastday	NO TRANSLATION
lasting	туруктуу
lastminute	акыркы мүнөт
latch	эшиктин тээги
late	кеч
lateness	чөмүлгөнү
latent	жашыруун
lateral	майышуу
laterally	поездди
latex	LaTeX
lathe	станокту
lather	көбүк
latitude	тууралык
latrine	ажатканалардын
latrines	даараткананы
latte	Латте
lattice	каша
laud	мактайм
laudable	мактанаарлык
laudation	laudation
laudatory	мактаган
laugh	күлүү
laughable	күлкүлүү
laughing	күлүү
laughingstock	NO TRANSLATION
laughs	күлгөн
laughter	күлкү
launch	учуруу
launcher	Ишке
launches	ачылышы
launder	адалдоо
laundering	адалдоого
laundry	кир жуучу жай
laureate	лауреаты
laurel	Laurel
laurels	манчыркап
lava	лава
lavage	жуу
lavatory	санитардык түйүн
lavender	Lavender
lavish	мол
law	мыйзам
lawful	мыйзамдуу
lawless	мыйзамсыз
lawlessness	мыйзамсыздыктын
lawman	Lawman
lawn	газон
lawnmower	Lawnmower
lawsuit	сотко арыз
lawyer	юрист
lax	мокоп
laxative	ич алдырма
lay	жатты
layaway	layaway
layer	катмар
layered	катмарлуу
layman	аамий
layout	план
layover	Кекертарсуак
laziness	жалкоолук
lazy	жалкоо
lazyday	NO TRANSLATION
lea	күрөөгө
lead	жетектөө
leaded	кыска
leader	лидери
leadership	жетекчилик
leading	алып баруучу
leads	алып барат
leaf	жалбырак
leaflet	баракчалар
leafy	бутактуу
league	лига
leak	ийилүү
leakage	литрдей
leaky	аккан
lean	эңкейүү
leaned	таянганда
leaning	таянуу
leap	секирүү
learn	үйрөнүү
learned	окуган
learner	окуучу
learning	окутуу
lease	аренда
leash	узатпай
leather	тери
leathery	териге
leave	калтыруу
leavemealone	мени жалгыз калтыр
leaving	кетип
lecherous	ыплас
lecture	лекция
lecturer	окутуучу
ledge	уркуюп турган жер
ledger	катрин
lee	Ли
leech	сүлүк
leeches	Сүлүк
leer	NO TRANSLATION
leery	шектүү
lees	NO TRANSLATION
leeway	дегеле
left	сол
leftout	NO TRANSLATION
leftover	калган
leftovers	Калгандарын чогултушканда
lefty	lefty
leg	бут
legacy	мурасталган
legal	укуктук
legality	мыйзамдуулук
legalize	мыйзамдаштыруу
legalized	мыйзамдаштырылган
legally	мыйзамдуу
legend	легенда
legendary	легендарлуу
legibility	Legibility
legible	так
legion	легион
legislate	мыйзам
legislation	мыйзам чыгаруу
legislative	мыйзам чыгаруу
legislator	мыйзам
legislature	мыйзам чыгаруучу мекеме
legit	мыйзамдуу
legitimacy	мыйзамдуулук
legitimate	мыйзамдуу
lego	Лего
legs	буттары
legume	буурчак
legwork	legwork
leisure	эс алуу
leisurely	жайбаракат
lemma	Суюнбек
lemon	лимон
lemonade	лимонад
lend	карызга берүү
lender	кредитор
lending	үчүн насыя
length	узундук
lengthen	узаруу
lengthened	узартылган
lengthening	узартылды
lengthwise	узунунан
lengthy	узун
leniency	адмдар
lenient	жумшак
lens	линза
leopard	кабылан
leotard	leotard
leper	пес оорусу менен ооруган
leprechaun	Адам
leprosy	пес
lesbian	лесбиянка
lesbianism	лесбиянчылык
lesion	жабыркашы
less	азыраак
lessee	арендатор
lessen	азаюу
lessening	тёмёндёшъ
lesser	азыраак
lesson	сабак
lessor	берүүчү
let	жол
lethal	өлгүдөй
lethargic	Суусу
lethargy	камырабастыгы
letter	кат
lettered	тамга
letterhead	бланкы
lettering	жазуу
letters	тамгалар
lettuce	салат
leukemia	лейкоз
levee	дамба
level	деңгээл
lever	рычаг
leverage	жумшаган
levitate	Levitate
levy	жыйым
lewd	бузулган
lexicon	сөздүктө
ley	NO TRANSLATION
liabilities	милдеттенмелер
liability	жоопкерчилиги
liable	жооптуу
liaison	байланыш
liar	алдамчы аял
libel	ушак
libelous	жабуучу
liberal	либералдуу
liberalism	либерализм
liberate	бошотуу
liberated	бошотулган
liberating	эркиндикке
liberation	бошотуу
liberty	боштондук
libido	жыныстык каалоолорун
librarian	китепканачы аял
library	китепкана
libretto	буклет
lice	бит
license	лицензия
lichen	энилчектеридин
lick	жалоо
licorice	солодка
lid	калпак
lie	калп
liege	Л
lien	кармап калуу
lieu	толтуруунун ордуна
lieutenant	лейтенант
life	жашоо
lifeblood	көбөйдү
lifeboat	сактоочу кайык
lifeguard	Сууда
lifeisgood	жашоо керемет
lifeless	жансыз
lifelike	перстердин
lifeline	жапты
lifelong	өмүр бою
lifer	камалуучу
lifesaver	өмүрүн
lifestyle	жашоо
lifesucks	lifesucks
lifetime	өмүр бою
lift	көтөргүч
lifted	көтөрдү
liftoff	Liftoff
ligament	байланыш
ligation	мелер
ligature	лигатура
light	жарык
light year	жарык жыл
lightbulb	электр лампасы
lighten	жарык
lightheaded	lightheaded
lighthouse	маяк
lighting	жарык
lightness	ашына
lightning	чагылган
lights	жарыктар
lightweight	даярдоо
likable	сүймөнчүктүү
like	сыяктуу
likelihood	ыктымалдыгы
likely	кыязы,
likeness	окшоштук
likewise	ошондой
liking	оратордун
lilac	жашыл
lily	лилия
limb	тишелүү
limber	сууй элек
limbo	эки анжы
lime	лайм
limelight	друммонддун
limestone	акиташ
limey	limey
limit	чек
limitation	чектөө
limited	чектелген
limitless	чексиз
limo	таксини
limousine	лимузин
limp	аксоо
lin	лин
line	сызык
lineage	теги
lineal	түз
linear	сызыктуу
linebacker	linebacker
lined	капталган
linen	болотнай
liner	лайнер
lines	сызыктар
lineup	катар
linger	Токтоп
lingerie	Lingerie
lingering	көпкө
lingo	жаргон
lingual	тилдүү
linguini	linguini
linguist	тилчи аял
linguistic	тилдик
linguistics	лингвистика
lining	каптама
link	байланыш
linoleum	линолеум
lint	бор
lion	арстан
lip	ээрин
liposuction	арыктоодон
lipstick	помада
liquefaction	суюктукка айлануу; суюктукка айландырылуу
liquefied	суюлтулган
liqueur	Ликер
liquid	суюктук
liquidate	жоюу
liquidation	жоюу
liquidator	жоюучу
liquidity	өтүмдүүлүк
liquor	суусундук
lira	NO TRANSLATION
lisp	чыйпылдоо
list	тизме
listen	угуу
listener	угуучу аял
listenting	NO TRANSLATION
listing	жарнак
listless	Шайым
listneing	NO TRANSLATION
litany	узун
liter	литр
literacy	сабаттуулук
literal	сөзмө-сөз
literally	так
literary	адабий
literature	адабият
lithe	диетага
lithium	литий
lithograph	Lithograph
lithography	Юбилейлик
lithology	литология
lithosphere	Мында
litigant	ээлөөчү
litigate	соттошуу
litigation	соттошуу
litigator	litigator
litigious	талаш
litter	таштанды
little	кичине
littlethings	майда нерселер
littoral	колдуна
liturgy	литургия
live	жашоо
livelife	livelife
livelihood	жашоого шарт
lively	тирүү
liven	жандандыруу
liver	боор
livery	Клуб
livestock	мал
livid	ачууланды
living	жашоо
lizard	кескелдирик
llama	жылкыдай
lml	-ка✿ |
load	жүк
loader	Loader
loaf	нан
loafer	жалкоосуз
loam	чопо
loan	карыз
loath	каалаган
loathe	кызарат
loathful	loathful
loathing	четке кагып
loathsome	жийиркеничтүү
lobby	вестибюль
lobbyist	көмөктөшөт
lobe	майын
lobotomy	опкум келет
lobster	омар
local	жергиликтүү
locale	тил
locality	жердин
localization	локалдаштыруу
localize	байырлаштыруу
localized	жергиликтүү
locate	жайгаштыруу
location	орду
locator	баракчалары
loch	Лох
lock	кулпулоо
locker	кулпулагыч
locket	синдилерибизге
locksmith	мискер
lockup	бекитүү
loco	Loco
locomotion	Locomotion
locomotive	стили
locust	чегиртке
lode	NO TRANSLATION
lodge	түнөп
lodger	Тургун
lodging	Мейманканаларда
loft	көтөрүү
lofty	бийик
log	журнал
logarithm	лагы
logarithmic	логаритмалык
logic	логика
logical	логикалык
logistics	логистика
logo	логотип
logotype	логотип
loin	NO TRANSLATION
lollipop	Lollipop
lone	жалгыз
loneliness	жалгыздык
lonely	жалгыз
loner	жалгызмын
lonesome	бирдей
long	узун
longboat	Лонгбот
longevity	кыязы,
longing	кайгы
longitude	узактык
longitudinal	узунунан
longitudinally	longitudinally
longtime	узак убакыт
loo	Х
look	кароо
looker	көрүүчү
lookout	карап чыгып
loom	турбасын
looming	Айтор
loon	Loon
loony	кекса
loop	луп
loophole	жылчыктар
loopy	жинди
loose	эркин
loosen	бошонуу
loosening	жумшартууга
loot	жем
lop	Lop
lopsided	кыйшайган
lord	лорд
lords	башкаруучусу
lordship	тоготпой,
lore	Мекентаануу
lorry	жүк тартуучу машина
lose	жоготуу
loser	уттурган аял
losing	жоготуу
loss	жоготуу
lost	жоголгон
lot	көп
lotion	суюк крем
lots	көп
lottery	лотерея
lotto	Lotto
lotus	лотос
loud	катуу
loudly	катуу
loudmouth	loudmouth
loudness	бийиктиги
loudspeaker	үндүү
lounge	тудун
lounging	куюшсун
louse	бит
lousy	бияка
lovable	жакшынакай
love	сүйүү
loved	жакшы
lovee	Кронштадт
loveee	эзесинер
loveless	сүйүүсүз
lovelife	NO TRANSLATION
loveliness	сымбаттуулугу
lovelovelove	NO TRANSLATION
lovely	жакшынакай
lovemaking	ашыктык
lovemylife	NO TRANSLATION
lover	сүйгөн
lovesick	ашыктыктан
lovethis	lovethis
loving	сүйүктүү
lovinglife	жашоону сүйүү
lovinlife	lovinlife
low	төмөн
lowdown	төмөн
lower	төмөн
lowering	төмөндөтүү
lowest	төмөн
lowlands	өрөөндөн
lowlife	Lowlife
lowly	карапайым
lox	Мукагали
loyal	ишенимдүү
loyalty	берилгендик
lsd	Гашык
luau	Luau
lube	карандаш
lubricant	майлоочу нерсе
lubricate	майлоо
lubrication	майлоо
lucid	Акыл
luck	тагдыр
luckiest	КАСИ
lucky	бактылуу
luckygirl	бактылуу кыз
lucrative	кирешелүү
ludicrous	күлкүмүштүү
lug	июл
luggage	жүк
lukewarm	жылуу
lull	чуунун
lullaby	Lullaby
lumbar	кашка
lumber	араланган жыгач
lumbering	Город:
lumberjack	Lumberjack
luminescent	тъзсъз
luminous	нурдуу
lump	лампа
lumpy	р-
lunacy	койлук алы
lunar	ай
lunatic	лунатик
lunch	экинчи эртең мененки тамак
lunchbox	lunchbox
luncheon	менен түшкү тамактануу
lunchtime	түшкү убакыт
lung	жеңил
lunge	багылган
lungs	өпкө
lurch	ташталган жокпуз
lure	азгырыгын
lurid	сен-
lurk	жексур
lurking	толгон
luscious	чүйгүн
lush	жапжашыл
lust	каалоо
luster	сестра
lustful	Узун бойлуу
lustrous	жалтырак
lusty	желдин
lute	дутар
luxuriant	жыш
luxurious	кооз
luxury	байлык
lycra	ликра
lye	шакар
lying	калп
lymph	жүлүн
lymphatic	бөлүнөт
lymphoma	Lymphoma
lynch	Линч
lynching	кылыктары
lynx	сүлөөсүн
lyre	лиранын
lyric	лирикалык
lyrical	лирикалык
lyrics	текст
macadamia	макадам
macarena	Макарена
macaroni	макароны
mace	Mace
mach	Ма
machete	Кыргыз тилиндеги
machine	машина
machinery	машиналар
machinist	механик
macho	муштум
mackerel	Балык
macro	макро
mad	жинди
madam	айым
madame	мадам
madden	Madden
madder	сүйө
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	көрсөтмөлөрү
madman	айныган
madness	наадандык
maestro	Maestro
mafia	кылмышкер
magazine	журнал
mage	Маг
magenta	маджента
maggot	личинка
magic	сыйкыр
magical	сыйкырдуу
magician	сыйкырчы аял
magistrate	сот
magma	магма
magna	Magna
magnate	магнат
magnesium	магний
magnet	магнит
magnetic	магниттик
magnetism	магнит
magnetite	магнетит
magnification	рендерлеп
magnificence	сулуулук
magnificent	сонун
magnifier	лупа
magnify	көбөйтүү
magnifying	айнексиз
magnitude	баллга жеткен
magnolia	Magnolia
magpie	сагызган
mahi mahi	NO TRANSLATION
mahjong	Mahjong
mahogany	Mahogany
maid	чоң кыз
maiden	кыз
mail	почта
mailbox	каттар үчүн ящик
mailing	почта
mailman	почтальон
maim	NO TRANSLATION
main	негизги
mainframe	Ири
mainland	материк
mainstay	негизги таянычы
mainstream	негизги
maintain	колдоо
maintenance	тейлөө
majestic	улуу
majesty	улуулук
major	майор
majority	көпчүлүк
make	жасоо
makeover	калат
maker	жаратуучусу
makeshift	Анын айтымында,
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	түзүү
makingdisciples	NO TRANSLATION
malady	оорубай
malaise	алсыроолоруна
malaria	безгек
malarkey	malarkey
male	эркек
malevolent	ачуулуу
malfeasance	Кызматтык
malformation	аномалия
malfunction	иштебегени
malice	NO TRANSLATION
malicious	зыяндуу
malign	аташса
malignancy	пайда болуулар менен
malignant	каардуу
maligned	байыркы
mall	соода
malleable	ийкемдүү
mallet	балкасын
malnutrition	начар
malpractice	кылмыш-жаза жоопкерчилигин тартышат
malt	портер
mama	апа
mambo	мамбо
mamma	NO TRANSLATION
mammal	сүт эмүүчүлөр
mammoth	зор
mammy	Mammy
man	адам
manage	башкаруу
manageable	жетектелген
management	жетекчилик
manager	менеджер
managerial	башкаруу
mandamus	мды
mandarin	мандарин
mandate	мандаты
mandatory	милдеттүү
mandible	жаак
mandolin	мандолина
mandrel	патрон
mane	NO TRANSLATION
maneuver	душманга сооку берүү жүрүшү
maneuvering	оюндар
mange	NO TRANSLATION
manger	акыр
mangle	бүтөбүз
mango	манго
mangosteen	mangosteen
mangy	желмаян,
manhole	люк
manhood	кайрат
manhunt	Manhunt
mania	Mania
maniac	Жин
maniacal	психоз
manic	Мания
manicure	макияж
manicurist	manicurist
manifest	айкын
manifestation	көрүнүшү
manifested	айкын
manifestly	даана
manifesto	Дейл
manifold	көп
manipulate	алдап башкаруу
manipulation	менен иштөө
manipulative	үстөмдүк
mankind	адамзат
manly	баатыры
manna	манна
manned	толукталат
mannequin	Манекен
manner	ыкма
mannered	тарбиялуу
manners	ыкмалар
manor	Manor
manpower	кадр
mansion	сепилинен
mansions	сарайлар
manslaughter	өлтүрүү
mantel	мантия
mantis	Mantis
mantle	мантия
mantra	Мантра
manual	колдонмо
manufacture	чыгаруу
manufacturer	өндүрүүчүсү
manufacturing	өндүрүш
manure	кык
manuscript	кол жазма
map	карта
maple	клен
mar	мар
marathon	марафон
marble	мрамор
marbled	мрамор
marbles	мрамор
march	Март
mare	NO TRANSLATION
margarine	маргарин
margarita	Маргарита
margin	маржа
marginal	четки
mariachi	Бегимай
marijuana	марихуана
marinara	marinara
marine	суу
mariner	Маринер
marital	үй-бүлөлүк
maritime	порт
mark	белги
marked	белгиленген
marker	маркери
market	базар
marketable	рынокто
marketing	маркетинг
marketplace	базар
marks	белгилери
marksman	көзгө атаар
marksmanship	marksmanship
marl	тестиер
marmalade	мармелад
maroon	кочкул
marooned	тыгылып
marquee	Көрнөк
marquis	Marquis
marred	жаюуда
marriage	нике
married	үйлөнгөн
marrow	чучук
marry	үйлөнүү
marsh	саз
marshal	маршал
marshmallow	Гүлкайырдын
mart	март
martial	согуш
martingale	Мартингалы
martini	Martini
martyr	кыйноо
martyrdom	шейит
marvel	керемет
marvellous	сонун
marvelous	сонун
marvelously	укмуштуудай
marzipan	NO TRANSLATION
mascara	Маскара
mascot	белгиси
masculine	эркектик
masculinity	эркектик
mash	Маш
mashed	эзилген
mask	маска
masked	беткапчан
masks	маскалар
masochism	Masochism
masochist	masochist
mason	масон
masquerade	Masquerade
mass	массалык маалымат
massacre	союу
massage	массаж
masses	массалары
masseur	догдуру
masseuse	Masseuse
massive	салмактуу
mast	мачта
master	кожоюн
masterful	чебердик менен
mastermind	мастери
masterpiece	чеберлигиниз
mastery	билүү
masturbate	киска
masturbation	кол менен
mat	чийден согулган буюм
matador	өлтүргөндөр
match	мелдеш
matchbook	Matchbook
matching	дал келген
matchmaker	суранбаса,
mate	Жубайым
material	буюм
materialism	материализм
materialist	материалист
materialistic	материалисттик
materiality	материалдуулук
materialize	кейпин
materially	материалдык
materials	материалдар
materiel	техника
maternal	энелерди
maternity	кош бойлуулук жана төрөт боюнча
math	математика
mathematical	математикалык
mathematician	математик
mathematics	математика
matinee	Matinee
mating	жупталуу
matriculation	matriculation
matrimony	узы
matrix	Булакта
matron	Жубан
matted	туруучу
matter	зат
matting	бойролор
mattress	төшөк
maturation	Жетилуу
mature	жетилген
maturity	мөөнөтү
maudlin	ылжып
mausoleum	күмбөз
mauve	Кара
maverick	Maverick
maxim	Максим
maximize	жогорулатуу
maximum	эң жогорку
may	Май
mayday	айгүл
mayflower	Mayflower
mayhem	Майхем
mayonnaise	майонез
mayor	мэр
maze	лабиринт
mead	Мид
meadow	жайыт
meager	аз
meal	тамак
mean	эмнени билдирет
meander	меандр
meandering	айтуудан
meanie	meanie
meaning	маани
meaningful	маанилүү
meaningless	түшүнүксүз
meanness	ыпластык
means	каражаттар
meantime	ортодон
measles	кызылча
measurable	өлчөнүүчү
measure	ченөө
measured	өлчөнөт
measurement	ченеп алуу
measuring	өлчөө
measuring cup	ченегич кубок
measuring tape	ченөө скотч
meat	эт
meatball	айсберги
meathead	името
meatloaf	Джеси
mechanic	механик
mechanical	механикалык
mechanics	механикасы
mechanism	механизм
med	NO TRANSLATION
medal	медаль
medallion	шкатулка
medallist	медалисти
meddle	кийлигишпейт
meddling	кийлигишип
media	маалымат каражаттары
medial	ортоңку
median	медианасы
mediate	ортомчулук кылуу
mediation	ортомчулук кылуу
mediator	медиатор
medic	Медиктер
medical	медициналык
medicate	деумен
medication	дары
medicinal	дары
medicine	дары
medieval	орто кылымдагы
mediocre	окугандар
mediocrity	ортолук
meditate	ой жүгүртүү
meditating	ой жүгүртүү
meditation	ойлоо
meditative	окугандарыбыздын үстүнөн ой жүгүртүү
mediterranean	Жер ортолук
medium	орто
medley	Токон
meek	мүнөзү
meet	жолугуу
meeting	жыйналыш
mega	мега
meh	шешен
melancholic	Кайгылуу
melancholy	өкүнүчтүү
melee	Melee
mellow	жумшак
melodious	Мукам
melodrama	мелодрама
melodramatic	мелодрамалык
melody	мелодия
melon	коон
melt	ээрүү
meltdown	Meltdown
melting	эрүү
member	мүчө
membership	мүчөлүк
membrane	мембрана
memento	шегим бар
memo	эсине
memoir	эскерүүлөр
memorabilia	эстеликке
memorable	унутулгус
memorandum	меморандум
memorial	эстелик
memorials	эстеликтери
memories	жалбырак
memoriesiwontforget	NO TRANSLATION
memorize	эстеп
memory	эс-тутум
menace	коркунуч
menacing	коркунуч туудуруучу
menagerie	сарай
mend	оңдоо
mending	жамап
menial	айлыгы аз
meningitis	менингит
meniscus	чемирчектин
menopause	менопауза
menses	.Гинекология
menstrual	этек
mental	акыл-эс
mentalhealth	NO TRANSLATION
mentality	түшүнүк
menthol	ментолдуу
mention	сөз
mentor	Устат
menu	меню
meow	мяу
mercantile	жекече
mercenary	карасанатайлык
merchandise	товарлар
merchant	соодагер
merciful	кайрымдуу
merciless	ырайымсыз
mercurial	Бутсы
mercury	сымап
mercy	кайрымдуулук
mere	жөн эле
merengue	меренге
merge	кошулуу
merger	биригишүү
meridian	Меридиан
meridional	термохалиндик
meringue	meringue
merit	сиңирген эмгек
meritorious	мактаарлык
mermaid	суу периси
merriment	Шаан-
merry	шайырлуу
merrychristmas	NO TRANSLATION
mesa	теннис
mescaline	Сууупееер
mesh	сетка
meshes	чиеленишип
mesmerized	терисинде кызыл
mess	Ашканада
message	билдирүү
messedup	NO TRANSLATION
messenger	кабарчы
messiah	мессия
messy	кир
metabolic	зат алмашуу
metabolism	зат алмашуу
metal	метал
metallic	металлдык
metallurgy	металлургиялык
metamorphosis	өзгөрүүлөрдүн
metaphor	салыштыруу
metaphorical	салыштырмалуу
metaphysical	метафизикалык
metaphysics	Metaphysics
metastasis	Метастаз
meteor	Метеорит
meteoric	meteoric
meteorite	метеорити
meteorological	метеорологиялык
meteorology	Метеорология
meter	метр
meth	Алемет
methadone	метадон
methane	метан
methanol	метанол
method	ыкма
methodical	методикалык
methodology	методологиясы
meticulous	кудуретсиздик
metime	мага убакыт
metric	метрикалык
metrical	метрикалык
metrology	метрология
metropolis	Антиохия
metropolitan	метрополитан
mettle	үзүп
mew	Барталамей
mezzanine	сексу
mica	тунук минер-дан буюмдар
mick	Мик
micro	микро
microbe	микроб
microbiology	микробиология
microchip	микрочиптин
microcosm	микродүйнө
microfilm	microfilm
microgram	микрограмм
micrometer	микрометр
micron	микрон
microphone	иштебейт
microscope	микроскоп
microscopic	микроскопиялык
microscopically	Көзгө
microscopy	микроскопту
microwave	микротолкундар менен
mid	орто
midair	абада
midday	чак
middle	орто
middleman	ортомчу
middleweight	middleweight
midget	ШКУнун
midland	Мидленд
midlife	орто жаш
midline	кийинки
midnight	түн ортосу
midshipman	гардемарин
midst	ортосу
midsummer	жайкы
midterm	орто
midtown	Midtown
midway	Линейка
midwife	аначы
midwifery	ачылуу
mien	NO TRANSLATION
miffed	miffed
mighty	күчтүү
mignon	адыг
migraine	шакыйды
migrate	көчүү
migration	көчүрүү
migratory	которгон
mike	майк
mil	NO TRANSLATION
mild	жумшак
mildew	жара
mildness	жооштук
mile	миля
mileage	Пробег
milestone	учур
militant	согушчан
militants	согушкерлер
military	аскердик
militia	куралдуу
milk	сүт
milkman	.Суракка
milkshake	сутшербет
milky	Саманчынын
mill	тегирмен
millennium	жылдык
milligram	мг
millimeter	миллиметр
million	миллион
millionaire	миллионер аял
millionth	миллионунчу
millstone	тегирмендин
mime	MIME
mimic	туурап,
mimicking	туурайм
mimicry	жүзү
mince	жымсалдабай
mincemeat	mincemeat
mind	акыл-эс
minded	ойдо
mindful	эске
mindfulness	амхырлик
mindless	өзүнөн өзү
mine	кен
minefield	миналуу талаа
miner	тоо кенчи
mineral	минерал
mineralogy	минералогия
mingle	аралашуу
mingled	кошулган
mini	мини
miniature	кичинекей
minibus	кичи
minim	NO TRANSLATION
minimal	минималдуу
minimize	азайтуу
minimized	минимумга
minimum	минимум
mining	тоо-кен казып алуу
minion	Minion
minister	министр
ministerial	кызмат
ministry	кызматы
minivan	Маршруткада
mink	норка
minnow	Момун
minor	жашы жете элек
minority	азчылык
minstrel	гусли
mint	жалбыз
minty	Minty
minuscule	мааниге ээ
minute	мүнөт
minutiae	-бараттары менен
minx	тентек
mir	NO TRANSLATION
miracle	керемет
miracles	керемет
miraculous	керемет
mirage	закым
mire	NO TRANSLATION
mirror	күзгү
mirth	кубанышыбыз
misappropriation	укукка жат түрдө ээлеп алуу
misbehave	туура эмес
misbehavior	ъзъктън
miscalculation	ката
miscarriage	боюнан алдыруу
miscellaneous	аралашкан
miscellany	miscellany
mischief	жамандык
mischievous	бейбаш
misconception	туура эмес
misconduct	жаман мүнөз
misdemeanor	кылмыштары
misdirection	Misdirection
miser	зыкым
miserable	аянычтуу
miserably	таппасын
misery	бактысыздык
misfire	кантип тушумдо корсом болот?
misfit	жат
misfortune	Кырсыктар
misguided	NO TRANSLATION
mishap	Кутуулбогон
misinformed	туура эмес
misinterpretation	туура эмес
