Word	ur
liposuction	لپوسلاپن
lipstick	لپسٹک
liquefaction	ذائقہ
liquefied	شراب
liqueur	شراب
liquid	مائع
liquidate	مائع
liquidation	مائع
liquidator	مائع
liquidity	لچکدار
liquor	شراب
lira	NO TRANSLATION
lisp	lisp
list	فہرست
listen	سننا
listener	سننے والا
listenting	NO TRANSLATION
listing	لسٹنگ
listless	بے حد
listneing	NO TRANSLATION
litany	litany
liter	لیٹر
literacy	خواندگی
literal	لفظی
literally	لفظی
literary	ادبیات
literature	ادب
lithe	جلدی
lithium	لتیم
lithograph	لتراگراف
lithography	لتھوگرافی
lithology	لتھولوجی
lithosphere	لتھوالہ
litigant	لیگگنٹ
litigate	جمع کرنا
litigation	مقدمہ سازی
litigator	لیگگٹر
litigious	ماتحت
litter	لیٹر
little	تھوڑا سا
littlethings	چھوٹی چیزیں
littoral	پتلی
liturgy	جلدی
live	زندہ رہو
livelife	زندگی جیو
livelihood	معیشت
lively	جی
liven	لے لیا
liver	جگر
livery	ذمہ داری
livestock	مویشیوں
livid	لذت
living	زندہ
lizard	چھپکلی
llama	للما
lml	ایل ایل ایل
load	لوڈ
loader	لوڈر
loaf	ڈھیلا
loafer	لوہا
loam	لوام
loan	قرض
loath	ڈھیلے
loathe	loathe
loathful	بے حد
loathing	ڈھیلا
loathsome	غریب
lobby	لابی
lobbyist	لابی
lobe	لو
lobotomy	لوبوٹومی
lobster	لابسٹر
local	مقامی
locale	مقامی
locality	مقامی
localization	لوکلائزیشن
localize	مقامی بنانا
localized	مقامی
locate	تلاش کریں
location	مقام
locator	لوکٹر
loch	لوچ
lock	تالا لگا
locker	لاکر
locket	جیب
locksmith	تالے
lockup	حوالات
loco	لوٹو
locomotion	لوکوموشن
locomotive	لوکوموٹو
locust	مقامی
lode	NO TRANSLATION
lodge	لاج
lodger	رہنما
lodging	رہائش گاہ
loft	لوٹ
lofty	بلند
log	لاگ ان
logarithm	لاگت
logarithmic	لاگ ان
logic	منطق
logical	منطقی
logistics	لاجسٹکس
logo	علامت (لوگو)
logotype	لاگ ان
loin	NO TRANSLATION
lollipop	لالیپپ
lone	لون
loneliness	تناسب
lonely	واحد
loner	loner
lonesome	ہموار
long	طویل
longboat	لمبی بوٹ
longevity	لمبی عمر
longing	لمبا
longitude	طول و عرض
longitudinal	طویل عرصے سے
longitudinally	طویل عرصہ سے
longtime	طویل وقت
loo	لاؤ
look	دیکھو
looker	نظر آتے ہیں
lookout	باہر دیکھو
loom	ڈھونڈنا
looming	ڈھونڈنا
loon	لون
loony	خوشگوار
loop	لوپ
loophole	چھٹکارا
loopy	loopy
loose	ڈھیلے
loosen	ڈھیلا
loosening	ڈھیلا
loot	لوٹ لو
lop	لوپ
lopsided	کھوٹا
lord	رب
lords	مالک
lordship	مالکیت
lore	پریشان
lorry	لاری
lose	کھو
loser	ہارا ہوا
losing	کھو
loss	نقصان
lost	کھو دیا
lot	بہت
lotion	لوشن
lots	بہت
lottery	لاٹری
lotto	لوٹو
lotus	لوٹس
loud	بلند آواز
loudly	زور سے
loudmouth	بلند آواز
loudness	بلند آواز
loudspeaker	لاؤڈسپیکر
lounge	لاؤنج
lounging	لونونگ
louse	خوشبو
lousy	لسی
lovable	پیارا
love	محبت
loved	پیار کیا
lovee	محبت
loveee	محبت
loveless	بے حد
lovelife	NO TRANSLATION
loveliness	محبت
lovelovelove	NO TRANSLATION
lovely	خوبصورت
lovemaking	پیار کرنا
lovemylife	NO TRANSLATION
lover	عاشق
lovesick	loveick
lovethis	lovethis
loving	محبت
lovinglife	محبت کی زندگی
lovinlife	محبت
low	کم
lowdown	نیچے کم
lower	کم
lowering	کم
lowest	سب سے کم
lowlands	کم از کم
lowlife	کم زندگی
lowly	کم
lox	لوکس
loyal	وفاداری
loyalty	وفاداری
lsd	ایل ایس ایس
luau	لیو
lube	لب
lubricant	سوراخ کرنے والی
lubricate	چکنا
lubrication	چکنا
lucid	ہلکا ہوا
luck	قسمت
luckiest	خوش قسمت
lucky	خوش قسمت
luckygirl	خوش قسمت لڑکی
lucrative	منافع بخش
ludicrous	خوشگوار
lug	لگ
luggage	سامان
lukewarm	خوشبو
lull	ہلکے
lullaby	لالچ
lumbar	لمر
lumber	لکڑی
lumbering	لکڑی
lumberjack	لمبرجیک
luminescent	luminescent
luminous	برائٹ
lump	لمبا
lumpy	لمبی
lunacy	لالچ
lunar	قمر
lunatic	پاگل
lunch	دوپہر کا کھانا
lunchbox	دوپہر کے کھانے کا ڈبہ
luncheon	چکن
lunchtime	دوپہر کے کھانے کا وقت
lung	پھیپھڑوں
lunge	زندہ
lungs	پھیپھڑوں
lurch	lurch
lure	لالچ
lurid	lurid
lurk	چلو
lurking	لالچ
luscious	خوشگوار
lush	سرسبز
lust	ہوشیار
luster	چراغ
lustful	شاندار
lustrous	لچکدار
lusty	لچکدار
lute	گونگا
luxuriant	عیش و آرام
luxurious	عیش و آرام
luxury	عیش و آرام
lycra	لائکر
lye	لائی
lying	جھوٹ بولا
lymph	لفف
lymphatic	lymphatic
lymphoma	لیمفاہ
lynch	لنچ
lynching	lynching
lynx	lynx
lyre	لائر
lyric	lyric
lyrical	lyrical
lyrics	دھن
macadamia	میکادامیا
macarena	macarena
macaroni	ماراکونی
mace	رفتار
mach	مش
machete	machete
machine	مشین
machinery	مشینری
machinist	مشینی
macho	macho
mackerel	میکریل
macro	وسیع
mad	پاگل
madam	مہودیا
madame	پاگل
madden	Madden
madder	پاگل
mademoiselle	NO TRANSLATION
mademyday	میرا دن بنا دیا
madhouse	پاگل ہاؤس
madman	پاگل
madness	پاگل پن
maestro	ماسٹر
mafia	مافیا
magazine	میگزین
mage	مریض
magenta	میگنٹ
maggot	جادوگر
magic	جادو
magical	جادو
magician	جادوگر
magistrate	مجسٹریٹ
magma	جادو
magna	میگنا
magnate	میگیٹیٹ
magnesium	میگنیشیم
magnet	مقناطیس
magnetic	مقناطیسی
magnetism	مقناطیسیزم
magnetite	مقناطیس
magnification	اضافہ
magnificence	عظمت
magnificent	شاندار
magnifier	مقناطیسی
magnify	بڑھاؤ
magnifying	میگنفائنگ
magnitude	شدت
magnolia	میگولیا
magpie	جادوپی
mahi mahi	NO TRANSLATION
mahjong	مہجونگ
mahogany	مہجنی
maid	نوکرانی
maiden	نوکرانی
mail	میل
mailbox	میل باکس
mailing	میلنگ
mailman	میلان
maim	NO TRANSLATION
main	مرکزی
mainframe	مین فریم
mainland	مین لینڈ
mainstay	اہم ترین
mainstream	مرکزی دھارے
maintain	برقرار رکھنا
maintenance	بحالی
majestic	شاندار
majesty	عظمت
major	اہم
majority	اکثریت
make	بناؤ
makeover	تبدیلی
maker	بنانے والا
makeshift	کنسول
makesmehappy	NO TRANSLATION
makesmemad	ہماڈیم
makeup	شررنگار
makingdisciples	NO TRANSLATION
malady	نرادی
malaise	گھریلو
malaria	ملیریا
malarkey	مالاکی
male	مرد
malevolent	ناپسندی
malfeasance	لاپتہ
malformation	غلطی
malfunction	خرابی
malice	NO TRANSLATION
malicious	بدقسمتی سے
malign	غلط ہے
malignancy	بدقسمتی
malignant	غریب
maligned	نامزد
mall	مال
malleable	لاپرواہ
mallet	ماللی
malnutrition	غذائیت
malpractice	کشش
malt	مالٹ
mama	ماں
mambo	mambo
mamma	NO TRANSLATION
mammal	ماں
mammoth	ماں
mammy	NO TRANSLATION
man	آدمی
manage	انتظام کریں
manageable	انتظام
management	انتظام
manager	مینیجر
managerial	انتظامیہ
mandamus	مینڈمس
mandarin	مینڈرن
mandate	مینڈیٹ
mandatory	لازمی ہے
mandible	لازمی ہے
mandolin	مینولن
mandrel	مینڈل
mane	NO TRANSLATION
maneuver	مداخلت
maneuvering	مداخلت
mange	NO TRANSLATION
manger	خطرہ
mangle	NO TRANSLATION
mango	آم
mangosteen	مینگسٹنین
mangy	مینگ
manhole	مینہول
manhood	انسانیت
manhunt	منحنی
mania	انماد
maniac	پاگل
maniacal	مینیکی
manic	پاگل
manicure	مینیکیور
manicurist	مینیکیورسٹ
manifest	ظاہر
manifestation	اظہار
manifested	ظاہر ہوا
manifestly	ظاہر ہے
manifesto	منشور
manifold	مختلف
manipulate	جوڑتوڑ
manipulation	ہراساں کرنا
manipulative	جوڑی
mankind	انسان
manly	انسان
manna	مننا
manned	ملا
mannequin	منحنی
manner	انداز
mannered	اندازہ لگایا
manners	آداب
manor	مینور
manpower	انسانیت
mansion	حویلی
mansions	انسانوں
manslaughter	ہنسی
mantel	Mantel
mantis	Mantis
mantle	انگلی
mantra	منتر
manual	دستی
manufacture	تیاری
manufacturer	کارخانہ دار
manufacturing	مینوفیکچرنگ
manure	کھاد
manuscript	مسوداہ
map	نقشہ
maple	میپل
mar	مار
marathon	میراتھن
marble	سنگ مرمر
marbled	ماربل
marbles	ماربل
march	مارچ
mare	NO TRANSLATION
margarine	مارجرین
margarita	مارجریا
margin	مارجن
marginal	حجم
mariachi	ماریاچی
marijuana	ماریجوانا
marinara	ماریرا
marine	سمندری
mariner	مریر
marital	شادی شدہ
maritime	سمندری
mark	نشان
marked	نشان لگا دیا گیا
marker	مارکر
market	مارکیٹ
marketable	مارکیٹنگ
marketing	مارکیٹنگ
marketplace	مارکیٹ
marks	نشانات
marksman	مارکس
marksmanship	نشانی
marl	مارل
marmalade	مرمل
maroon	مارون
marooned	مارونا
marquee	مارکو
marquis	مارکوس
marred	بدقسمتی
marriage	شادی
married	شادی شدہ
marrow	میرو
marry	شادی کرو
marsh	مارش
marshal	مارشل
marshmallow	مارشمی
mart	مارشل
martial	مارشل
martingale	مارشلنگ
martini	مارنی
martyr	شہید
martyrdom	شہادت
marvel	تعجب
marvellous	شاندار
marvelous	شاندار
marvelously	حیرت انگیز
marzipan	NO TRANSLATION
mascara	کاکر
mascot	مذاق
masculine	مذکر
masculinity	مذاق
mash	مش
mashed	مچھلی
mask	ماسک
masked	ماسک
masks	ماسک
masochism	ماسکوزم
masochist	ماسکوسٹ
mason	مستری
masquerade	بہانا
mass	بڑے پیمانے پر
massacre	قتل عام
massage	مساج
masses	عوام
masseur	مساج
masseuse	قتل عام
massive	بڑے پیمانے پر
mast	ماس
master	ماسٹر
masterful	ماہرین
mastermind	ماسٹر مینڈ
masterpiece	شاہکار
mastery	ماسٹر
masturbate	مشت زنی
masturbation	مشت زنی
mat	چٹائی
matador	Matador
match	میچ
matchbook	میچ بک
matching	ملاپ
matchmaker	مماثل
mate	ساتھی
material	مواد
materialism	مادییت
materialist	مادہ پرستی
materialistic	مادیاتی
materiality	مادییت
materialize	مجوزہ
materially	مادی طور پر
materials	مواد
materiel	مواد
maternal	زچگی
maternity	زچگی
math	ریاضی
mathematical	ریاضی
mathematician	ریاضی دانش
mathematics	ریاضی
matinee	میٹھی
mating	مل کر
matriculation	ریاضی
matrimony	زچگی
matrix	میٹرکس
matron	Matron
matted	دھندلا
matter	معاملہ
matting	چٹائی
mattress	گدی
maturation	گریجویشن
mature	بالغ
maturity	پختگی
maudlin	مڈلین
mausoleum	مشغول
mauve	میوے
maverick	مہیا
maxim	زیادہ سے زیادہ
maximize	زیادہ سے زیادہ
maximum	زیادہ سے زیادہ
may	ہو سکتا ہے
mayday	ہو سکتا ہے
mayflower	ہو سکتا ہے
mayhem	تباہی
mayonnaise	میئونیز
mayor	میئر
maze	بھول بھلیاں
mead	کھانا
meadow	مچھلی
meager	عجیب
meal	کھانا
mean	مطلب
meander	میڈر
meandering	مینڈنگنگ
meanie	مطلب
meaning	مطلب
meaningful	بامعنی
meaningless	مطلب ہے
meanness	تعجب
means	مطلب ہے
meantime	اس دوران
measles	خسرہ
measurable	ماپنے والا
measure	پیمائش
measured	ماپا
measurement	پیمائش
measuring	ماپنے
measuring cup	ماپنے کا کپ
measuring tape	پیمائش کا فیتہ
meat	گوشت
meatball	گوشت کا گوشت
meathead	گوشت کا گوشت
meatloaf	گوشت کا گوشت
mechanic	میکینک
mechanical	میکانی
mechanics	میکانکس
mechanism	میکانزم
med	NO TRANSLATION
medal	تمغے
medallion	تعصب
medallist	مڈلسٹسٹ
meddle	مداخلت
meddling	مداخلت
media	میڈیا
medial	میڈال
median	اوسط
mediate	ثالثی
mediation	ثالثی
mediator	ثالثی
medic	دوا
medical	طبی
medicate	دوا
medication	ادویات
medicinal	دواؤں
medicine	دوا
medieval	قرون وسطی
mediocre	ثالثی
mediocrity	ثالثی
meditate	غور کریں
meditating	مراقبہ
meditation	مراقبہ
meditative	مراقبہ
mediterranean	بحیرہ روم
medium	درمیانی
medley	میڈلی
meek	مکی
meet	ملیں
meeting	ملاقات
mega	میگا
meh	مہینہ
melancholic	میلانچول
melancholy	اداسی
melee	میلی
mellow	متفق
melodious	خوشبو
melodrama	melodrama
melodramatic	خوشگوار
melody	مہودی
melon	خلیہ
melt	پگھل
meltdown	گراؤنڈ
melting	پگھلنا
member	رکن
membership	رکنیت
membrane	جھلی
memento	سیمینار
memo	میمو
memoir	یادگار
memorabilia	یادگار
memorable	یادگار
memorandum	یادگار
memorial	یادگار
memorials	یادگار
memories	یادیں
memoriesiwontforget	NO TRANSLATION
memorize	یاد کرنا
memory	یاداشت
menace	دماغ
menacing	Menacing
menagerie	مینجر
mend	سمجھو
mending	ملازمت
menial	حیاتیاتی
meningitis	میننگائٹس
meniscus	مینسکس
menopause	رینج
menses	فوائد
menstrual	حیض
mental	ذہنی
mentalhealth	NO TRANSLATION
mentality	ذہنیت
menthol	ممنونول
mention	ذکر کریں
mentor	اتالیق
menu	مینو
meow	میو
mercantile	کارنتیل
mercenary	اجتماعی
merchandise	تجارت
merchant	مرچنٹ
merciful	رحمدل
merciless	بدقسمتی
mercurial	پارلیمان
mercury	پارا
mercy	رحم
mere	صرف
merengue	میرنج
merge	ضم
merger	انضمام
meridian	میردین
meridional	مردار
meringue	meringue
merit	میرٹ
meritorious	مہاراشٹر
mermaid	جلپری
merriment	مریم
merry	مبارک ہو
merrychristmas	NO TRANSLATION
mesa	پیغام
mescaline	mescaline
mesh	میش
meshes	میش
mesmerized	پریشان
mess	گندگی
message	پیغام
messedup	NO TRANSLATION
messenger	رسول
messiah	مسیحا
messy	گندا
metabolic	میٹابولک
metabolism	میٹابولزم
metal	دھاتی
metallic	دھاتی
metallurgy	دھات کاری
metamorphosis	میٹامورفوس
metaphor	استعارہ
metaphorical	استعفی
metaphysical	استعفی
metaphysics	استعفی
metastasis	میٹاساساسس
meteor	الکا
meteoric	موسمیاتی
meteorite	میٹھی
meteorological	موسمیاتی
meteorology	موسم سائنس
meter	میٹر
meth	میتھ
methadone	میتادون
methane	میتھین
methanol	میتانول
method	طریقہ
methodical	طریقہ کار
methodology	طریقہ کار
meticulous	پیچیدہ
metime	میٹیم
metric	میٹرک
metrical	میٹرک
metrology	میٹولوجی
metropolis	شہر
metropolitan	میٹروپولیٹن
mettle	چھوٹی سی
mew	نیا
mezzanine	mezzanine
mica	مسترد
mick	مکھی
micro	مائکرو
microbe	مائیکرو
microbiology	مائکروبالوجی
microchip	مائکروچپ
microcosm	مائیکروسافٹ
microfilm	مائکروفلم
microgram	مائکرمگم
micrometer	مائکرو میٹر
micron	مائکرون
microphone	مائکروفون
microscope	خوردبین
microscopic	خوردبین
microscopically	خوردبین
microscopy	مائکروسکوپی
microwave	مائکروویو
mid	وسط
midair	midair
midday	دوپہر
middle	درمیانی
middleman	مڈل مین
middleweight	درمیانی وزن
midget	وسط
midland	مڈل لینڈ
midlife	میڈیو
midline	درمیانہ
midnight	آدھی رات
midshipman	midshipman
midst	درمیان میں
midsummer	مڈملممر
midterm	درمیانی مدت کے
midtown	میڈ ٹاؤن
midway	دائرے
midwife	قابلیت
midwifery	قابلیت
mien	NO TRANSLATION
miffed	گھبراہٹ
mighty	زبردست
mignon	مجنون
migraine	مریض
migrate	منتقلی
migration	منتقلی
migratory	منتقلی
mike	مکی
mil	NO TRANSLATION
mild	ہلکے
mildew	mildew
mildness	نرمی
mile	میل
mileage	میوج
milestone	سنگ میل
militant	عسکریت پسند
militants	عسکریت پسندوں
military	فوجی
militia	ملیشیا
milk	دودھ
milkman	دودھ
milkshake	دودھ شیک
milky	دودھ
mill	چکی
millennium	زراعت
milligram	ملیگرام
millimeter	ملیمیٹر
million	دس لاکھ
millionaire	ایس ایم ایس
millionth	ملین
millstone	ملبوسات
mime	ایم ایم
mimic	نقطہ نظر
mimicking	نقطہ نظر
mimicry	نقل
mince	بنا کر بولنا
mincemeat	کم از کم
mind	دماغ
minded	ذہن میں آیا
mindful	احساس
mindfulness	ذہنیت
mindless	ذہنی
mine	میرا
minefield	میرا فیلڈ
miner	معدنیات
mineral	معدنیات
mineralogy	معدنیات سے متعلق
mingle	ملنگ
mingled	گنگا
mini	منی
miniature	چھوٹے
minibus	منیبس
minim	NO TRANSLATION
minimal	کم سے کم
minimize	کم سے کم
minimized	کم سے کم
minimum	کم سے کم
mining	کان کنی
minion	منین
minister	وزیر
ministerial	وزیر خارجہ
ministry	وزارت
minivan	minivan
mink	منک
minnow	منٹ
minor	معمولی
minority	اقلیت
minstrel	معدنیات
mint	ٹکسال
minty	مٹی
minuscule	معدنیات
minute	منٹ
minutiae	معدنیات
minx	منٹ
mir	NO TRANSLATION
miracle	معجزہ
miracles	معجزات
miraculous	معجزہ
mirage	مادہ
mire	NO TRANSLATION
mirror	آئینے
mirth	مرچ
misappropriation	غلطی
misbehave	غلط استعمال کی اطلاع دیتے ہوئے ایرر آ گیا ہے
misbehavior	غلط استعمال کی اطلاع دیں
miscalculation	غلطی
miscarriage	غصہ
miscellaneous	متفرق
miscellany	miscellany
mischief	فساد
mischievous	بدقسمتی
misconception	غلط فہمی
misconduct	غلط استعمال
misdemeanor	غلطی
misdirection	غلطی
miser	بدبختی
miserable	بدقسمتی
miserably	بدقسمتی سے
misery	مصیبت
misfire	غلطی
misfit	غلطی
misfortune	بدقسمتی
misguided	NO TRANSLATION
mishap	غلط
misinformed	غلط نہیں
misinterpretation	غلط تشریح
mislead	گمراہ
misleading	گمراہ کرنا
misled	گمراہ
mismanagement	غلطی
mismatch	غلطی
mismatched	بے نقاب
misnomer	غلط استعمال اطلاع دیں
misplace	غلطی
misplaced	غلط ہے
misread	غلطی
misrepresent	غلط
misrepresentation	غلطی
misrepresented	غلطی
miss	یاد
missile	میزائل
missiles	میزائل
missing	لاپتہ
missingyou	NO TRANSLATION
mission	مشن
missionary	مشنری
misspell	مسفل
misstatement	غلطی
missy	مسئی
mist	دوبد
mistake	غلطی
mistaken	غلط
mister	محترم
mistletoe	غلطی
mistreated	غلطی
mistress	مالکن
mistrial	غلطی
mistrust	بے اعتمادی
misty	مسٹی
misunderstand	غلط فہمی
misunderstanding	غلط فہمی
misunderstood	غلط سمجھا
misuse	غلط استعمال
mite	میتھیو
miter	متفرق
mitigate	کم کرنا
mitigating	کم کرنا
mitigation	تخفیف
mitt	مٹ
mitten	NO TRANSLATION
mitzvah	ممتاز
mix	مرکب
mixed	ملا ہوا
mixedemotions	مخلوطیمیٹس
mixer	مکسر
mixture	مرکب
mnemonic	ممنوع
moan	moan
moat	moat
mob	موک
mobile	موبائل
mobility	نقل و حرکت
mobilization	متحرک
mobilize	متحرک
mobster	متحرک
mocha	موچا
mock	مذاق
mocked	مذاق
mockery	مذاق
mocking	مذاق
mockingbird	مذاق کرنا
mod	موڈ
modal	موڈل
modality	ماڈیولٹی
mode	موڈ
model	ماڈل
modeler	ماڈلر
modeling	ماڈلنگ
modem	موڈیم
moderate	اعتدال پسند
moderate anticipation	اعتدال پسند امید
moderate disgust	اعتدال پسند نفرت
moderate negative	اعتدال پسند منفی
moderate positive	اعتدال پسند مثبت
moderate surprise	اعتدال پسند تعجب
moderate trust	اعتدال پسند اعتماد
moderately	اعتدال پسند
moderating	اعتدال پسند
moderation	اعتدال پسند
moderator	منتظمین
modern	جدید
modernism	جدیدیت
modest	معمولی
modesty	عدم اطمینان
modicum	ماڈیولم
modifiable	ترمیم
modification	ترمیم
modified	نظر ثانی شدہ
modify	ترمیم کریں
modulate	ماڈیولیٹ
modulation	ماڈیولن
module	ماڈیول
modulus	ماڈیولس
mogul	مغل
moiety	مایوسی
moist	نم
moisture	نمی
moisturizer	moisturizer
molar	ملالہ
molasses	گلاب
mold	سڑنا
molded	بنا ہوا
molding	مولڈنگ
moldy	سڑنا
mole	تل
molecular	آلودگی
molecule	انو
molest	گھبراو
molestation	جھٹکا
molester	molester
molten	پگھلنا
mom	ماں
moment	لمحہ
momentary	لمحہ
momentous	لمحہ
momentum	رفتار
momma	ماں
mommy	ماں
monad	مناد
monarch	بادشاہ
monarchy	بادشاہت
monastery	خانقاہ
monastic	مہنگا
monetary	مالیاتی
money	پیسہ
mongoloid	mongoloid
mongoose	مونگ
mongrel	مونگلی
monitor	مانیٹرنگ
monk	بندر
monkey	بندر
mono	NO TRANSLATION
monochrome	مونوکروم
monogamous	یادگار
monogamy	مونوگمی
monogram	یادگار
monogrammed	مونگرم
monograph	مونوگراف
monolayer	monolayer
monolith	منوولتھ
monologue	یادگار
monopolist	انحصار
monopoly	اجارہ داری
monotonous	بدمعاش
monotony	بیوکوف
monoxide	مونو آکسائیڈ
monsieur	متفق
monsoon	مانسون
monster	راکشس
monstrosity	بھوک
monstrous	بدترین
montage	متانت
monte	مونٹی
month	مہینے
monthly	ماہانہ
monument	یادگار
monumental	یادگار
moo	ماں
mooch	مچ
mood	موڈ
moods	موڈ
moody	موڈی
moon	چاند
moonbeam	چاندبیام
moonlight	چاندنی
moonlit	چاندلیٹ
moonshine	موونسن
moonstruck	چاند
moonwalk	چاندواک
moor	مور
moored	moored
mooring	مذاق
moorings	مذاق
moorland	مذاق
moose	moose
moot	موٹ
mooted	موٹ
mop	Mop
mope	موپ
moped	موپڈ
moral	اخلاقی
morale	حوصلہ افزائی
morality	اخلاقیات
morals	اخلاقیات
morass	موراس
moratorium	اخلاقیات
moray	ہمارا
morbid	مہاکاوی
morbidity	مریض
morbidness	اخلاقیات
mores	مورس
morgue	مورگیو
moribund	موربنڈ
morn	صبح
morning	صبح
moron	بیوقوف
moronic	moronic
morose	حوصلہ افزائی
morph	مورف
morphine	مورفین
morphism	morphism
morphology	مورفولوجی
morrow	مہینہ
morsel	مینڈل
mortal	موت
mortality	شرح اموات
mortar	مارٹر
mortgage	رہن
mortgagee	رہنما
mortgagor	رہنما
mortician	مریض
mortification	موت
mortified	سزائے موت
mortuary	مردہ گھر
mosaic	موزیک
mosey	مکی
mosque	مسجد
mosquito	مچھر
moss	ماں
mossy	مالک
mote	NO TRANSLATION
motel	موٹل
moth	مٹ
mother	ماں
motherfucker	ماں
motherfucking	ماں
motherhood	بھائی
motherland	والدہ
motherless	ماں باپ
motherly	ماں
motif	شکل
motion	تحریک
motionless	تحریک
motivate	حوصلہ افزائی کریں
motivating	حوصلہ افزائی
motivation	حوصلہ افزائی
motivational	حوصلہ افزائی
motive	مقصد
motley	موٹر سائیکل
motor	موٹر
motorbike	موٹر سائیکل
motorboat	موٹر بوٹ
motorcade	موٹر سائیکل
motorcar	موٹر کار
motorcycle	موٹر سائیکل
motorist	موٹرسٹریٹر
motte	تحریک
mottled	مچھر
motto	مثلا
mould	سڑنا
mound	ٹاؤن
mount	پہاڑ
mountain	پہاڑ
mountaineer	پہاڑ
mountainous	پہاڑ
mountains	پہاڑوں
mountaintop	پہاڑ کی چوٹی
mourn	ماتم
mournful	ماتم
mourning	ماتم
mouse	ماؤس
mousetrap	mousetrap
mousse	mousse
moustache	مونچھیں
mousy	ماں
mouth	منہ
mouthful	گندا
mouthpiece	منہ کا ٹکڑا
mouthwash	منہاج
movable	جنگلی
move	اقدام
movement	تحریک
mover	پریمی
movie	فلم
movies	فلمیں
moving	منتقل
movingforward	NO TRANSLATION
movingon	ہلکا پھلکا
mow	مکھی
mower	گھبراہٹ
moxie	moxie
mozzarella	موزرزریلا
mri	مری
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	بتھ
mucked	بکسھا
mucous	چپچپا
mucus	ممک
mud	مٹی
muddle	مشکوک
muddled	چراغ
muddy	دوستی
muff	مف
muffin	مفن
muffled	مفاہمت
muffler	مففل
mug	پیالا
mugger	مگجر
mulberry	شہلا
mulch	mulch
mule	خالی
mull	خاموش
mullet	مائل
multilateral	کثیر طور پر
multimedia	ملٹی میڈیا
multinational	ملٹیشنل
multiple	ایک سے زیادہ
multiple sclerosis	ایک سے زیادہ کاٹھنی
multiplex	ملٹی ایکس
multiplication	ضرب
multiplicity	کثرت
multiplied	ضرب
multiplier	ضرب
multiply	ضرب
multitude	کثرت
mum	ماں
mumble	اونچائی
mumbo	ممبئی
mummy	ماں
mumps	موپس
munch	دوپہر
munchies	munchies
munchkin	Munchkin
mundane	سنگین
municipal	میونسپل
municipality	میونسپلٹی
mural	دماغی
murder	قتل
murderer	قاتل
murderess	قتل عام
murderous	قاتل
murky	بدقسمتی
murmur	متمر
muscle	پٹھوں
muscular	پٹھوں
muse	میوزیم
muses	muses
museum	میوزیم
mush	NO TRANSLATION
mushroom	مشروم
mushy	مشی
music	موسیقی
musical	موسیقی
musician	موسیقار
musing	مشغول
musk	مشک
musket	مشق
musketeer	مشق
muskrat	مشکر
muslin	muslin
muss	NO TRANSLATION
must	ضروری ہے
mustang	مونگ
mustard	سرواں
muster	مشیر
musty	مٹھائی
mutable	قابل اطلاق
mutant	اتپریورتی
mutate	تبدیل کرنا
mutation	بدعت
mute	گونگا
muted	خاموش
mutilate	متعدد
mutilated	متعدد
mutilation	تخروپن
mutiny	متنوع
mutt	مٹ
mutter	NO TRANSLATION
mutton	mutton
mutual	باہمی
mutually	باہمی طور پر
muzzle	پہیلی
myfavorite	میری فلاح و بہبود
myopia	میریپیا
myopic	میراپی
myriad	غصہ
mysterious	پراسرار
mystery	اسرار
mystic	صوفیانہ
mystical	صوفیانہ
mysticism	تصوف
mystified	صوفی
mystique	صوفیانہ
myth	میراث
mythic	صوتی
mythical	افسانوی
mythological	افسانہ
mythology	افسانہ
nab	ناب
nacho	nacho
nada	NO TRANSLATION
nadir	نادر
nag	NO TRANSLATION
nail	کیل
nail gun	کیل بندوق
naive	سنگین
naked	ننگے
nakedness	ننگیتا
namaste	NO TRANSLATION
name	نام
named	نامزد
nameless	ناممکن
namesake	نامکمل
naming	نام
nana	نانا
nanny	نینی
nanometer	نانومیٹر
nap	جھپکی
napalm	نپلام
nape	نپ
napkin	نیپکن
napping	نپنگ
nappy	ناپاک
narcissism	narcissism
narcissist	narcissist
narcissistic	narcissistic
narcotic	narcotic
narrate	بیان کرو
narration	حدیث نمبر
narrative	وضاحتی
narrator	بیان
narrow	تنگ
narrowing	تنگ
nasal	ناک
nascent	پیدائش
nasty	گندی
natal	مہلک
nation	ملک
national	قومی
nationality	قومیت
nationwide	ملک بھر میں
native	مقامی
nativity	نیشنلٹی
natural	قدرتی
natural gas	قدرتی گیس
naturalist	طبیعیات
naturalization	قدرتیization
naturalized	قدرتی
naturally	قدرتی طور پر
nature	فطرت
naught	نہیں
naughty	شرارتی
nausea	نیزا
nauseate	غیر جانبدار
nauseating	معتبر
nauseous	غصہ
nautical	بحرانی
nautilus	نوٹلس
naval	بحریہ
nave	نویر
navel	نیویارک
navigable	نیویگیشن
navigate	نیویگیشن
navigation	سمت شناسی
navigational	نیوی گیشن
navigator	نیویگیٹر
navy	بحریہ
nay	NO TRANSLATION
nearsighted	ناراضگی
neat	صاف
neatly	صاف طور پر
nebula	نوبولا
nebulae	نیوبل
nebulous	نوبولس
necessarily	ضروری ہے
necessary	ضروری ہے
necessitate	ضروری ہے
necessities	ضروریات
necessity	ضرورت
neck	گردن
necklace	ہار
necktie	ہارکٹی
necromancer	ناراضکار
necrosis	نرسس
nectar	مثلا
need	ضرورت ہے
needalife	NO TRANSLATION
needed	ضرورت ہے
needful	ضروری
needit	NO TRANSLATION
