Word	pt
insulated	isolado
insulation	isolamento
insulin	insulina
insult	insulto
insulting	insultando
insurance	seguro
insure	garantir
insurgent	insurgente
insurmountable	intransponível
insurrection	insurreição
intact	intacto
intake	ingestão
intangible	intangível
integer	inteiro
integral	integrante
integrate	integrar
integration	integração
integrity	integridade
intellect	intelecto
intellectual	intelectual
intelligence	inteligência
intelligent	inteligente
intelligibility	inteligibilidade
intelligible	inteligível
intend	intentar
intended	pretendido
intending	pretendendo
intense	intenso
intensely	intensamente
intensify	intensificar
intensity	intensidade
intensive	intensivo
intent	intenção
intention	intenção
intentional	intencional
intentionally	intencionalmente
inter	inter
interact	interagir
interaction	interação
interactive	interativo
intercede	interceder
intercept	interceptar
interception	interceptação
intercession	intercessão
interchange	intercâmbio
interchangeable	intercambiável
interchanged	trocado
intercom	interfone
intercourse	relação sexual
interdependence	interdependência
interdependent	interdependente
interdiction	interdição
interest	interesse
interested	interessado
interesting	interessante
interface	interface
interfere	interferir
interference	interferência
interferometer	interferômetro
intergalactic	intergaláctico
interim	interino
interior	interior
interject	interpor
interlocutory	interlocutório
interlude	interlúdio
intermediary	intermediário
intermediate	intermediário
interment	enterro
interminable	interminável
intermission	intervalo
intermittent	intermitente
intern	estagiário
internal	interno
internally	internamente
international	internacional
internet	Internet
internship	estágio
interoffice	interoffice
interpolate	interpolar
interpolation	interpolação
interpret	interpretar
interpretation	interpretação
interpreter	intérprete
interpretive	interpretativo
interrelated	interligado
interrogate	interrogar
interrogation	interrogatório
interrupt	interromper
interrupted	interrompido
interrupting	interrompendo
interruption	interrupção
interrupts	interrompe
intersect	cruzar
intersection	interseção
interstate	interestadual
interstellar	interestelar
interstitial	intersticial
interval	intervalo
intervene	intervir
intervening	intervindo
intervention	intervenção
interview	entrevista
interviewer	entrevistador
interworking	interfuncionamento
intestate	intestino
intestinal	intestinal
intestine	intestino
intestines	intestinos
intimacy	intimidade
intimate	íntimo
intimately	intimamente
intimation	intimação
intimidate	intimidar
intimidated	intimidado
intimidating	intimidador
intimidation	intimidação
intolerable	intolerável
intolerance	intolerância
intolerant	intolerante
intonation	entonação
intoxicated	intoxicado
intoxicating	intoxicante
intoxication	intoxicação
intracranial	intracraniano
intractable	intratável
intramural	intramural
intravenous	intravenosa
intrepid	intrépido
intricate	intrincado
intrigue	intriga
intriguing	intrigante
intrinsic	intrínseco
intrinsically	intrinsecamente
intro	introdução
introduce	introduzir
introduction	introdução
introductory	introdutório
introspection	introspecção
introspective	introspectivo
intrude	invadir
intruder	intruso
intrusion	intrusão
intrusive	intrusivo
intubation	intubação
intuition	intuição
intuitive	intuitivo
intuitively	intuitivamente
inundation	inundação
invade	invadir
invader	invasor
invalid	inválido
invalidate	invalidar
invalidation	invalidação
invalidity	invalidez
invaluable	inestimável
invariably	invariavelmente
invasion	invasão
invasive	invasivo
invent	inventar
invention	invenção
inventive	inventivo
inventor	inventor
inventory	inventário
inverse	inverso
inversely	inversamente
inversion	inversão
invert	invertido
inverted	invertido
invest	investir
investigate	investigar
investigation	investigação
investigative	investigativo
investigator	investigador
investment	investimento
investor	investidor
invidious	injusto
invigorate	revigorar
invincible	invencível
invisibility	invisibilidade
invisible	invisível
invitation	convite
invite	convite
inviting	convidativo
invocation	invocação
invoice	fatura
invoke	invocar
involuntary	involuntário
involution	involução
involve	envolver
involvement	envolvimento
invulnerable	invulnerável
inwards	para dentro
iodine	iodo
ion	íon
iota	iota
irate	irado
ire	NO TRANSLATION
iridescent	iridescente
iris	íris
irked	irritado
irks	irks
iron	ferro
ironclad	ironclad
ironic	irônico
irons	ferros
irony	ironia
irradiation	irradiação
irrational	irracional
irrationality	irracionalidade
irreconcilable	irreconciliável
irreducible	irredutível
irrefutable	irrefutável
irregular	irregular
irregularity	irregularidade
irregularly	irregularmente
irrelevant	irrelevante
irreparable	irreparável
irreplaceable	insubstituível
irrepressible	irreprimível
irresistible	irresistível
irrespective	independentemente
irresponsible	irresponsável
irreverent	irreverente
irreversible	irreversível
irrevocable	irrevogável
irrigate	irrigar
irrigation	irrigação
irritability	irritabilidade
irritable	irritável
irritate	irritar
irritated	irritado
irritates	irrita
irritating	irritante
irritation	irritação
island	ilha
isle	ilha
islet	ilhota
isolate	isolar
isolated	isolado
isolation	isolamento
isomorphism	isomorfismo
isothermal	isotérmico
isotope	isótopo
issue	questão
itch	coceira
itching	coceira
itchy	sarnento
item	item
itemize	itemize
items	Unid
iterate	iterar
iteration	iteração
iterative	iterativo
itinerant	itinerante
itinerary	itinerário
ivory	marfim
jab	jab
jabber	jabber
jack	Jack
jackal	chacal
jackass	burro
jacket	Jaqueta
jackhammer	britadeira
jackpot	bolada
jackrabbit	jackrabbit
jacks	tomadas
jade	jade
jaded	cansado
jag	NO TRANSLATION
jagged	irregular
jaguar	jaguar
jail	cadeia
jailbird	prisioneiro
jailbreak	fuga de presos
jailer	carcereiro
jailhouse	prisao
jalopy	calhambeque
jam	geléia
jamboree	jamboree
jammed	atolado
jammer	jammer
janitor	zelador
janitorial	zeladoria
japan	Japão
jar	pote
jargon	jargão
jarhead	jarhead
jarring	chocante
jasmine	jasmim
jasper	jaspe
jaundice	icterícia
jaunt	passeio
java	Java
javelin	dardo
jaw	mandíbula
jawbone	queixada
jaws	mandíbulas
jay	jay
jazz	jazz
jazzy	jazzy
jealous	com ciumes
jealousy	ciúmes
jean	jean
jeans	jeans
jeep	jipe
jeering	zombando
jelly	geléia
jellybean	Jujuba
jellyfish	medusa
jenny	Jenny
jeopardize	comprometer
jeopardy	perigo
jerk	empurrão
jerks	idiotas
jerky	carne seca
jersey	camisa
jest	NO TRANSLATION
jester	bobo da corte
jesus	Jesus
jet	jato
jetty	molhe
jewel	jóia
jeweler	joalheiro
jewelry	joalheria
jib	lança
jiff	NO TRANSLATION
jiffy	instante
jig	gabarito
jiggle	sacudir
jigsaw	quebra-cabeça
jihad	jihad
jimmy	jimmy
jingle	tinir
jinx	jinx
jitters	nervosismo
jittery	agitado
jive	jive
job	trabalho
jobinterview	NO TRANSLATION
jock	atleta
jockey	jóquei
jockstrap	jockstrap
jog	correr
jogger	corredor
john	John
join	Junte-se
joined	ingressou
joining	juntando
joint	junção
jointly	conjuntamente
joke	gracejo
joker	palhaço
joking	brincadeira
jolly	alegre
jolt	solavanco
jornada	NO TRANSLATION
jot	jota
jour	NO TRANSLATION
journal	Diário
journalism	jornalismo
journalist	jornalista
journalistic	jornalístico
journey	viagem
journeyman	viajante
joust	justa
jovial	jovial
joy	alegria
joyful	alegre
joyous	feliz
joyride	joyride
joys	alegrias
jubilant	jubilante
jubilee	jubileu
judge	juiz
judged	julgado
judging	julgar
judgment	julgamento
judgmental	julgador
judicial	judicial
judiciary	Judiciário
judicious	judicioso
judo	judo
jug	jarro
juggle	malabarismo
juggler	malabarista
juggling	malabarismo
jugular	jugular
juice	suco
juicer	espremedor
juicy	suculento
juju	NO TRANSLATION
juke	juke
jukebox	juke-box
jumble	desordem
jumbled	desordenado
jumbo	jumbo
jump	saltar
jump rope	pular corda
jumper	saltador
jumpsuit	macacão
jumpy	nervoso
junction	junção
juncture	conjuntura
jungle	selva
junior	júnior
juniper	zimbro
junk	lixo
junket	junket
junkie	viciado
junky	junky
junkyard	ferro-velho
junta	junta
juridical	jurídico
jurisdiction	jurisdição
jurisprudence	jurisprudência
jurist	jurista
juror	jurado
jury	júri
justice	justiça
justifiable	justificável
justification	justificação
justify	justificar
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	juta
juvenile	juvenil
juxtaposition	justaposição
kaiser	imperador
kale	couve
kaleidoscope	caleidoscópio
kamikaze	kamikaze
kangaroo	canguru
kanji	kanji
kappa	kappa
kaput	NO TRANSLATION
karaoke	karaoke
karate	karatê
karma	carma
karmic	kármico
kayak	caiaque
kazoo	kazoo
kebab	Churrasquinho
keel	quilha
keen	interessado
keep	guarda
keeper	guardador
keeping	guardando
keepsake	lembrança
keg	barril
kelp	kelp
ken	ken
kennel	canil
kerchief	lenço
kern	kern
kernel	núcleo
kerosene	querosene
ketchup	ketchup
kettle	chaleira
key	chave
keyboard	teclado
keyed	com chave
keyhole	buraco da fechadura
keynote	keynote
keypad	teclado
keystone	pedra angular
keyword	palavra chave
khaki	caqui
khan	khan
kibble	ração
kick	pontapé
kickboxing	kickboxing
kicker	kicker
kicking	chutando
kickoff	começo
kid	criança
kidder	caçador
kidding	brincando
kiddo	garoto
kiddos	pequenos
kidnap	raptar
kidnapped	seqüestrado
kidnapper	seqüestrador
kidnapping	sequestro
kidney	rim
kids	crianças
kill	matar
killer	assassino
killing	matando
killjoy	desmancha-prazeres
kiln	forno
kilo	NO TRANSLATION
kilogram	quilograma
kilometer	quilômetro
kilt	kilt
kimono	quimono
kin	parente
kind	tipo
kindergarten	Jardim da infância
kindling	gravetos
kindness	bondade
kindred	parentesco
kinematics	cinemática
kinesiology	cinesiologia
kinetic	cinético
king	rei
king snake	Rei Cobra
kingdom	reino
kingpin	chefão
kink	torção
kinky	kinky
kinship	parentesco
kiosk	quiosque
kirk	Kirk
kiss	beijo
kisser	beijador
kissy	beijinho
kit	kit
kitchen	cozinha
kite	pipa
kitten	gatinho
kiwi	kiwi
klutz	klutz
knack	jeitinho
knapsack	mochila
knead	amassar
knee	joelho
kneecap	rótula
kneel	ajoelhar
kneeling	ajoelhado
knell	adivinhar
knick	knick
knickers	calcinhas
knife	faca
knight	cavaleiro
knighthood	cavalheirismo
knit	malha
knob	botão
knock	batida
knockoff	nocautear
knockout	Nocaute
knoll	colina
knot	nó
knots	nós
knotted	atado
know	conhecer
knowing	sabendo
knowingly	conscientemente
knowledge	conhecimento
knowledgeable	bem informado
knuckle	junta
knucklehead	idiota
knuckles	juntas
koala	coala
kook	NO TRANSLATION
kooky	kooky
kool-aid	kool-aid
kos	kos
kosher	kosher
kraut	NO TRANSLATION
kris	kris
kryptonite	criptonita
kudos	elogios
kumquat	kumquat
lab	laboratório
label	rótulo
labor	trabalho
laboratory	laboratório
labored	trabalhado
laborer	trabalhador
laboring	trabalhando
laborious	trabalhoso
labyrinth	labirinto
lac	laca
lace	rendas
laceration	laceração
lack	falta
lackey	lacaio
lacking	em falta
lackluster	sem brilho
lacquer	laca
lacrosse	lacrosse
lactose	lactose
lad	rapaz
ladder	escada
laddie	rapaz
laden	carregado
lading	embarque
ladle	concha
lady	senhora
lady bug	NO TRANSLATION
ladybug	joaninha
ladylike	ladylike
ladyship	senhoria
lag	atraso
lager	NO TRANSLATION
lagging	atrasado
lagoon	lagoa
lair	covil
laity	laicidade
lake	lago
lama	NO TRANSLATION
lamb	Cordeiro
lame	coxo
lament	lamento
lamenting	lamentando
lamina	lâmina
laminated	laminado
lamp	luminária
lamppost	poste de iluminação
lance	lança
lancer	lanceiro
land	terra
landed	desembarcou
landfall	terra firme
landfill	aterro
landing	aterrissagem
landlady	senhoria
landlocked	sem litoral
landlord	senhorio
landmark	ponto de referência
lands	terras
landscape	panorama
landscaping	paisagismo
landslide	deslizamento de terra
lane	faixa
language	língua
languid	lânguido
languish	definhar
languishing	definhando
lanky	esguio
lantern	lanterna
lap	colo
lapdog	cachorrinho
lapel	lapela
lapse	lapso
lapsed	caducado
laptop	computador portátil
larceny	furto
lard	banha
larder	despensa
large	ampla
larger	maior
largo	NO TRANSLATION
lark	cotovia
larva	larva
laryngitis	laringite
larynx	laringe
lasagna	lasanha
laser	laser
lash	chicote
lass	moça
lasso	laço
lastday	NO TRANSLATION
lasting	duradouro
lastminute	último minuto
latch	robusto
late	atrasado
lateness	atraso
latent	latente
lateral	lateral
laterally	lateralmente
latex	látex
lathe	torno
lather	espuma
latitude	latitude
latrine	latrina
latrines	latrinas
latte	café com leite
lattice	treliça
laud	laud
laudable	louvável
laudation	laudation
laudatory	laudatório
laugh	rir
laughable	risível
laughing	rindo
laughingstock	NO TRANSLATION
laughs	ri
laughter	riso
launch	lançamento
launcher	lançador
launches	lançamentos
launder	Lavar
laundering	lavagem de dinheiro
laundry	lavanderia
laureate	laureado
laurel	louro
laurels	louros
lava	lava
lavage	lavagem
lavatory	lavatório
lavender	lavanda
lavish	exuberante
law	lei
lawful	legal
lawless	sem lei
lawlessness	ilegalidade
lawman	lawman
lawn	gramado
lawnmower	cortador de grama
lawsuit	ação judicial
lawyer	advogado
lax	relaxado
laxative	laxante
lay	deitar
layaway	deitar
layer	camada
layered	em camadas
layman	leigo
layout	layout
layover	escala
laziness	preguiça
lazy	preguiçoso
lazyday	NO TRANSLATION
lea	lea
lead	conduzir
leaded	com chumbo
leader	líder
leadership	Liderança
leading	conduzindo
leads	conduz
leaf	folha
leaflet	folheto
leafy	frondoso
league	liga
leak	vazamento
leakage	vazamento
leaky	gotejante
lean	magra
leaned	inclinado
leaning	inclinando-se
leap	salto
learn	aprender
learned	aprendido
learner	aprendiz
learning	Aprendendo
lease	de concessão
leash	trela
leather	couro
leathery	couro
leave	sair
leavemealone	me deixe em paz
leaving	deixando
lecherous	lascivo
lecture	palestra
lecturer	conferencista
ledge	borda
ledger	razão
lee	lee
leech	sanguessuga
leeches	sanguessugas
leer	NO TRANSLATION
leery	desconfiado
lees	NO TRANSLATION
leeway	margem de manobra
left	esquerda
leftout	NO TRANSLATION
leftover	sobra
leftovers	sobras
lefty	canhoto
leg	perna
legacy	legado
legal	legal
legality	legalidade
legalize	legalizar
legalized	legalizado
legally	legalmente
legend	lenda
legendary	lendário
legibility	legibilidade
legible	legível
legion	legião
legislate	legislar
legislation	legislação
legislative	legislativo
legislator	legislador
legislature	legislatura
legit	legítimo
legitimacy	legitimidade
legitimate	legítimo
lego	Lego
legs	pernas
legume	legume
legwork	legwork
leisure	lazer
leisurely	vagaroso
lemma	lema
lemon	limão
lemonade	limonada
lend	emprestar
lender	emprestador
lending	empréstimo
length	comprimento
lengthen	alongar
lengthened	alongado
lengthening	alongamento
lengthwise	longitudinalmente
lengthy	longo
leniency	clemência
lenient	leniente
lens	lente
leopard	leopardo
leotard	collant
leper	leproso
leprechaun	duende
leprosy	lepra
lesbian	lésbica
lesbianism	lesbianismo
lesion	lesão
less	Menos
lessee	locatário
lessen	diminuir
lessening	diminuir
lesser	menor
lesson	lição
lessor	arrendador
let	deixei
lethal	letal
lethargic	letárgico
lethargy	letargia
letter	carta
lettered	com letras
letterhead	papel timbrado
lettering	rotulação
letters	cartas
lettuce	alface
leukemia	leucemia
levee	levee
level	nível
lever	alavanca
leverage	alavancagem
levitate	levitar
levy	imposição
lewd	sensual
lexicon	léxico
ley	NO TRANSLATION
liabilities	passivo
liability	responsabilidade
liable	responsável
liaison	ligação
liar	mentiroso
libel	difamação
libelous	libelo
liberal	liberal
liberalism	liberalismo
liberate	libertar
liberated	libertado
liberating	libertador
liberation	libertação
liberty	liberdade
libido	libido
librarian	bibliotecário
library	biblioteca
libretto	libreto
lice	piolhos
license	licença
lichen	líquen
lick	lamber
licorice	alcaçuz
lid	tampa
lie	mentira
liege	liege
lien	lien
lieu	lugar
lieutenant	tenente
life	vida
lifeblood	alma vital
lifeboat	bote salva vidas
lifeguard	Salva-vidas
lifeisgood	a vida é boa
lifeless	sem vida
lifelike	realista
lifeline	linha de vida
lifelong	vitalício
lifer	lifer
lifesaver	salva-vidas
lifestyle	estilo de vida
lifesucks	a vida é uma droga
lifetime	tempo de vida
lift	lift
lifted	levantado
liftoff	decolar
ligament	ligamento
ligation	ligadura
ligature	ligadura
light	luz
light year	ano luz
lightbulb	lâmpada
lighten	aliviar
lightheaded	tonto
lighthouse	farol
lighting	iluminação
lightness	leveza
lightning	relâmpago
lights	luzes
lightweight	peso leve
likable	simpático
like	gostar
likelihood	probabilidade
likely	provável
likeness	semelhança
likewise	Da mesma forma
liking	gosto
lilac	lilás
lily	lírio
limb	membro
limber	flexível
limbo	limbo
lime	Lima
limelight	ribalta
limestone	calcário
limey	caloso
limit	limite
limitation	limitação
limited	limitado
limitless	ilimitado
limo	limusine
limousine	limusine
limp	mancar
lin	lin
line	linha
lineage	linhagem
lineal	linear
linear	linear
linebacker	linebacker
lined	forrado
linen	linho
liner	forro
lines	linhas
lineup	alinhar
linger	demorar
lingerie	lingerie
lingering	persistente
lingo	linguagem
lingual	lingual
linguini	linguini
linguist	linguista
linguistic	lingüístico
linguistics	linguística
lining	forro
link	ligação
linoleum	linóleo
lint	fiapos
lion	leão
lip	lábio
liposuction	lipoaspiração
lipstick	batom
liquefaction	liquefação
liquefied	liquefeito
liqueur	licor
liquid	líquido
liquidate	liquidar
liquidation	liquidação
liquidator	liquidante
liquidity	liquidez
liquor	licor
lira	NO TRANSLATION
lisp	lisp
list	Lista
listen	ouço
listener	ouvinte
listenting	NO TRANSLATION
listing	listando
listless	apático
listneing	NO TRANSLATION
litany	ladainha
liter	litro
literacy	alfabetização
literal	literal
literally	literalmente
literary	literário
literature	literatura
lithe	ágil
lithium	lítio
lithograph	litografia
lithography	litografia
lithology	litologia
lithosphere	litosfera
litigant	litigante
litigate	litigar
litigation	litígio
litigator	litigante
litigious	litigioso
litter	lixo
little	pequeno
littlethings	Coisas pequenas
littoral	litoral
liturgy	liturgia
live	viver
livelife	viver a Vida
livelihood	meios de subsistência
lively	animada
liven	animar
liver	fígado
livery	libré
livestock	pecuária
livid	lívido
living	vivo
lizard	lagarto
llama	lhama
lml	lml
load	carga
loader	carregador
loaf	pão
loafer	vadia
loam	marga
loan	empréstimo
loath	relutante
loathe	detestar
loathful	repugnante
loathing	repugnância
loathsome	repugnante
lobby	lobby
lobbyist	lobista
lobe	lobo
lobotomy	lobotomia
lobster	lagosta
local	local
locale	localidade
locality	localidade
localization	localização
localize	localizar
localized	localizado
locate	localizar
location	localização
locator	localizador
loch	loch
lock	trancar
locker	armário
locket	medalhão
locksmith	chaveiro
lockup	trancar
loco	loco
locomotion	locomoção
locomotive	locomotiva
locust	gafanhoto
lode	NO TRANSLATION
lodge	apresentar
lodger	inquilino
lodging	alojamento
loft	sótão
lofty	sublime
log	registro
logarithm	logaritmo
logarithmic	logarítmico
logic	lógica
logical	lógico
logistics	logística
logo	logotipo
logotype	logotipo
loin	NO TRANSLATION
lollipop	pirulito
lone	solitário
loneliness	solidão
lonely	solitário
loner	solitário
lonesome	solitário
long	longo
longboat	longboat
longevity	longevidade
longing	saudade
longitude	longitude
longitudinal	longitudinal
longitudinally	longitudinalmente
longtime	muito tempo
loo	loo
look	Veja
looker	looker
lookout	tenha cuidado
loom	tear
looming	iminente
loon	loon
loony	maluco
loop	laço
loophole	brecha
loopy	loopy
loose	solto
loosen	afrouxar
loosening	afrouxar
loot	saque
lop	lop
lopsided	assimétrico
lord	senhor
lords	senhores
lordship	senhoria
lore	folclore
lorry	camião
lose	perder
loser	fracassado
losing	perdendo
loss	perda
lost	perdido
lot	muito
lotion	loção
lots	grande quantidade
lottery	loteria
lotto	loteria
lotus	lótus
loud	alto
loudly	alto
loudmouth	loudmouth
loudness	sonoridade
loudspeaker	Alto-falante
lounge	salão
lounging	descansando
louse	piolho
lousy	nojento
lovable	adorável
love	amor
loved	Amado
lovee	lovee
loveee	loveee
loveless	sem amor
lovelife	NO TRANSLATION
loveliness	beleza
lovelovelove	NO TRANSLATION
lovely	adorável
lovemaking	fazer amor
lovemylife	NO TRANSLATION
lover	amante
lovesick	apaixonado
lovethis	amo isso
loving	amoroso
lovinglife	vida amorosa
lovinlife	lovinlife
low	baixo
lowdown	lowdown
lower	mais baixo
lowering	abaixando
lowest	mais baixo
lowlands	Planícies
lowlife	baixa vida
lowly	humilde
lox	salmão defumado
loyal	fiel
loyalty	fidelidade
lsd	lsd
luau	luau
lube	lubrificante
lubricant	lubrificante
lubricate	lubrificar
lubrication	lubrificação
lucid	lúcido
luck	sorte
luckiest	mais sortudas
lucky	por sorte
luckygirl	luckygirl
lucrative	lucrativo
ludicrous	ridículo
lug	arrastar
luggage	bagagem
lukewarm	morno
lull	calmaria
lullaby	canção de ninar
lumbar	lombar
lumber	madeira serrada
lumbering	lenhando
lumberjack	lenhador
luminescent	luminescente
luminous	luminoso
lump	nódulo
lumpy	grumoso
lunacy	loucura
lunar	lunar
lunatic	lunático
lunch	almoço
lunchbox	lancheira
luncheon	almoço
lunchtime	hora do almoço
lung	pulmão
lunge	estocada
lungs	pulmões
lurch	guinchar
lure	atrair
lurid	chocante
lurk	espreitar
lurking	espreitando
luscious	gostoso
lush	exuberante
lust	luxúria
luster	brilho
lustful	lascivo
lustrous	brilhante
lusty	sensual
lute	alaúde
luxuriant	luxuriante
luxurious	luxuoso
luxury	luxo
lycra	lycra
lye	lixívia
lying	deitado
lymph	linfa
lymphatic	linfático
lymphoma	linfoma
lynch	linchamento
lynching	linchamento
lynx	lince
lyre	lira
lyric	lírico
lyrical	lírico
lyrics	Letra da música
macadamia	macadâmia
macarena	macarena
macaroni	Macarrão
mace	maça
mach	mach
machete	machete
machine	máquina
machinery	máquinas
machinist	maquinista
macho	macho
mackerel	cavalinha
macro	macro
mad	louco
madam	Senhora
madame	madame
madden	enlouquecer
madder	mais louca
mademoiselle	NO TRANSLATION
mademyday	fez o meu dia
madhouse	hospício
madman	louco
madness	loucura
maestro	maestro
mafia	máfia
magazine	revista
mage	mago
magenta	magenta
maggot	larva
magic	Magia
magical	mágico
magician	mágico
magistrate	magistrado
magma	magma
magna	magna
magnate	magnata
magnesium	magnésio
magnet	magnético
magnetic	magnético
magnetism	magnetismo
magnetite	magnetita
magnification	ampliação
magnificence	magnificência
magnificent	magnífico
magnifier	lupa
magnify	ampliar
magnifying	ampliação
magnitude	magnitude
magnolia	magnólia
magpie	pega
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	mogno
maid	empregada
maiden	donzela
mail	enviar
mailbox	caixa de correio
mailing	mailing
mailman	carteiro
maim	NO TRANSLATION
main	a Principal
mainframe	mainframe
mainland	continente
mainstay	esteio
mainstream	convencional
maintain	manter
maintenance	manutenção
majestic	majestoso
majesty	majestade
major	principal
majority	maioria
make	faço
makeover	reforma
maker	criador
makeshift	improvisado
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	Maquiagem
makingdisciples	NO TRANSLATION
malady	doença
malaise	Mal-estar
malaria	malária
malarkey	malarkey
male	masculino
malevolent	malévolo
malfeasance	prevaricação
malformation	malformação
malfunction	defeituoso
malice	NO TRANSLATION
malicious	malicioso
malign	maligno
malignancy	malignidade
malignant	maligno
maligned	difamado
mall	Shopping
malleable	maleável
mallet	malho
malnutrition	desnutrição
malpractice	negligência
malt	malte
mama	mama
mambo	mambo
mamma	NO TRANSLATION
mammal	mamífero
mammoth	mamute
mammy	mamãe
man	homem
manage	gerir
manageable	administrável
management	gestão
manager	Gerente
managerial	gerencial
mandamus	mandamus
mandarin	tangerina
mandate	mandato
mandatory	obrigatório
mandible	mandíbula
mandolin	bandolim
mandrel	mandril
mane	NO TRANSLATION
maneuver	manobra
maneuvering	manobra
mange	NO TRANSLATION
manger	manjedoura
mangle	mangle
mango	manga
mangosteen	mangostão
mangy	sarnento
manhole	bueiro
manhood	masculinidade
manhunt	caçada
mania	mania
maniac	maníaco
maniacal	maníaco
manic	maníaco
manicure	manicure
manicurist	manicuro
manifest	manifesto
manifestation	manifestação
manifested	manifestou
manifestly	manifestamente
manifesto	manifesto
manifold	múltiplo
manipulate	manipular
manipulation	manipulação
manipulative	manipulativo
mankind	humanidade
manly	viril
manna	maná
manned	tripulado
mannequin	manequim
manner	maneira
mannered	educado
manners	maneiras
manor	mansão
manpower	mão de obra
mansion	mansão
mansions	mansões
manslaughter	homicídio
mantel	cornija de lareira
mantis	louva a Deus
mantle	manto
mantra	mantra
manual	manual
manufacture	fabricar
manufacturer	fabricante
manufacturing	manufatura
manure	estrume
manuscript	manuscrito
map	mapa
maple	bordo
mar	mar
marathon	maratona
marble	mármore
marbled	marmorizado
marbles	mármores
march	marcha
mare	NO TRANSLATION
margarine	Margarina
margarita	Margarita
margin	margem
marginal	marginal
mariachi	mariachi
marijuana	maconha
marinara	marinara
marine	marinho
mariner	marinheiro
marital	conjugal
maritime	marítimo
mark	marca
marked	marcado
marker	marcador
market	mercado
marketable	comercializável
marketing	marketing
marketplace	marketplace
marks	marcas
marksman	atirador
marksmanship	pontaria
marl	marga
marmalade	marmelada
maroon	marrom
marooned	abandonado
marquee	marquise
marquis	marquês
marred	estragado
marriage	casamento
married	casado
marrow	medula
marry	casar
marsh	pântano
marshal	marechal
marshmallow	marshmallow
mart	mart
martial	marcial
martingale	martingale
martini	martini
martyr	mártir
martyrdom	martírio
marvel	maravilha
marvellous	maravilhoso
marvelous	maravilhoso
marvelously	maravilhosamente
marzipan	NO TRANSLATION
mascara	rímel
mascot	mascote
masculine	masculino
masculinity	masculinidade
mash	puré
mashed	purê
mask	mascarar
masked	mascarado
masks	máscaras
masochism	masoquismo
masochist	masoquista
mason	pedreiro
masquerade	mascarada
mass	massa
massacre	massacre
massage	massagem
masses	massas
masseur	massagista
masseuse	massagista
massive	massivo
mast	mastro
master	mestre
masterful	magistral
mastermind	mentor
masterpiece	obra-prima
mastery	domínio
masturbate	masturbar
masturbation	masturbação
mat	esteira
matador	matador
match	partida
matchbook	livro de fósforos
matching	Coincidindo
matchmaker	casamenteiro
mate	companheiro
material	material
materialism	materialismo
materialist	materialista
materialistic	materialista
materiality	materialidade
materialize	materializar
materially	materialmente
materials	materiais
materiel	material
maternal	materno
maternity	maternidade
math	matemática
mathematical	matemático
mathematician	matemático
mathematics	matemática
matinee	matinê
mating	acasalamento
matriculation	matrícula
matrimony	matrimônio
matrix	matriz
matron	matrona
matted	emaranhado
matter	importam
matting	esteiras
mattress	colchão
maturation	maturação
mature	maduro
maturity	maturidade
maudlin	maudlin
mausoleum	mausoléu
mauve	malva
maverick	maverick
maxim	máxima
maximize	maximizar
maximum	máximo
may	pode
mayday	Socorro
mayflower	mayflower
mayhem	desordem
mayonnaise	maionese
mayor	prefeito
maze	Labirinto
mead	hidromel
meadow	Prado
meager	escasso
meal	refeição
mean	significar
meander	meandro
meandering	Meandros
meanie	malvada
meaning	significado
meaningful	significativo
meaningless	sem significado
meanness	maldade
means	significa
meantime	enquanto isso
measles	sarampo
measurable	mensurável
measure	a medida
measured	medido
measurement	medição
measuring	medindo
measuring cup	copo de medição
measuring tape	fita métrica
meat	carne
meatball	almôndega
meathead	meathead
meatloaf	Rolo de carne
mechanic	mecânico
mechanical	mecânico
mechanics	mecânica
mechanism	mecanismo
med	NO TRANSLATION
medal	medalha
medallion	medalhão
medallist	medalhista
meddle	intrometer-se
meddling	intromissão
media	meios de comunicação
medial	medial
median	mediana
mediate	mediar
mediation	mediação
mediator	mediador
medic	médico
medical	médico
medicate	medicar
medication	medicação
medicinal	medicinal
medicine	remédio
medieval	medieval
mediocre	medíocre
mediocrity	mediocridade
meditate	meditar
meditating	meditando
meditation	meditação
meditative	meditativo
mediterranean	Mediterrâneo
medium	médio
medley	medley
meek	manso
meet	Conheça
meeting	encontro
mega	mega
meh	meh
melancholic	melancólico
melancholy	melancólico
melee	corpo a corpo
mellow	maduro
melodious	melodioso
melodrama	melodrama
melodramatic	melodramático
melody	melodia
melon	Melão
melt	fundição
meltdown	colapso
melting	fusão
member	membro
membership	associação
membrane	membrana
memento	lembrança
memo	memorando
memoir	memória
memorabilia	memorabilia
memorable	memorável
memorandum	memorando
memorial	memorial
memorials	memoriais
memories	recordações
memoriesiwontforget	NO TRANSLATION
memorize	memorizar
memory	memória
menace	ameaça
menacing	ameaçador
menagerie	menagerie
mend	emendar
mending	remendar
menial	servil
meningitis	meningite
meniscus	menisco
menopause	menopausa
menses	menstruação
menstrual	menstrual
mental	mental
mentalhealth	NO TRANSLATION
mentality	mentalidade
menthol	mentol
mention	menção
mentor	mentor
menu	cardápio
meow	Miau
mercantile	mercantil
mercenary	mercenário
merchandise	mercadoria
