Word	hu
mescaline	meszkalin
mesh	háló
meshes	háló
mesmerized	megbabonázta
mess	rendetlenség
message	üzenet
messedup	NO TRANSLATION
messenger	hírnök
messiah	Messiás
messy	rendetlen
metabolic	metabolikus
metabolism	anyagcsere
metal	fém
metallic	fémes
metallurgy	kohászat
metamorphosis	metamorfózis
metaphor	metafora
metaphorical	képletes
metaphysical	metafizikai
metaphysics	metafizika
metastasis	áttétel
meteor	meteor
meteoric	meteorikus
meteorite	meteorit
meteorological	meteorológiai
meteorology	meteorológia
meter	méter
meth	met
methadone	metadon
methane	metán
methanol	metanol
method	módszer
methodical	módszeres
methodology	módszertan
meticulous	aprólékos
metime	metime
metric	metrikus
metrical	időmértékes
metrology	mérésügyi
metropolis	világváros
metropolitan	nagyvárosi
mettle	vérmérséklet
mew	elzár
mezzanine	félemelet
mica	csillámpala
mick	mick
micro	micro
microbe	mikroba
microbiology	mikrobiológia
microchip	mikrochip
microcosm	mikrokozmosz
microfilm	mikrofilm
microgram	mikrogramm
micrometer	mikrométer
micron	mikron
microphone	mikrofon
microscope	mikroszkóp
microscopic	mikroszkopikus
microscopically	mikroszkóp
microscopy	mikroszkópia
microwave	mikrohullámú sütő
mid	középső
midair	levegőben
midday	déli
middle	középső
middleman	közvetítő
middleweight	középsúly
midget	törpe
midland	belországi
midlife	midlife
midline	középvonal
midnight	éjfél
midshipman	tengerészkadét
midst	középen
midsummer	nyár közepe
midterm	ZH
midtown	Sofitel
midway	félúton
midwife	bába
midwifery	szülészet
mien	NO TRANSLATION
miffed	miffed
mighty	hatalmas
mignon	mignon
migraine	migrén
migrate	vándorol
migration	elvándorlás
migratory	vándorló
mike	mikrofon
mil	NO TRANSLATION
mild	enyhe
mildew	penész
mildness	szelídség
mile	mérföld
mileage	távolság
milestone	mérföldkő
militant	harcos
militants	fegyveresek
military	katonai
militia	milícia
milk	tej
milkman	tejesember
milkshake	turmix
milky	tejes
mill	malom
millennium	évezred
milligram	milligramm
millimeter	milliméter
million	millió
millionaire	milliomos
millionth	milliomos
millstone	malomkő
mime	pantomim
mimic	utánzó
mimicking	utánzó
mimicry	utánzás
mince	finomkodik
mincemeat	vagdalt hús
mind	elme
minded	gondolkodású
mindful	figyelmes
mindfulness	éberség
mindless	értelmetlen
mine	enyém
minefield	aknamező
miner	bányász
mineral	ásványi
mineralogy	ásványtan
mingle	keveredik
mingled	vegyes
mini	mini
miniature	miniatűr
minibus	minibusz
minim	NO TRANSLATION
minimal	minimális
minimize	minimalizálása
minimized	minimalizált
minimum	minimális
mining	bányászati
minion	kegyenc
minister	miniszter
ministerial	miniszteri
ministry	minisztérium
minivan	kisbuszt
mink	nyérc
minnow	fürge cselle
minor	kisebb
minority	kisebbség
minstrel	vándorénekes
mint	menta
minty	mentás
minuscule	kisbetű
minute	perc
minutiae	aprólékos részletek
minx	kikapós nő
mir	NO TRANSLATION
miracle	csoda
miracles	csodák
miraculous	csodálatos
mirage	délibáb
mire	NO TRANSLATION
mirror	tükör
mirth	vidámság
misappropriation	hűtlen kezelés
misbehave	illetlenül viselkedik
misbehavior	neveletlenség
miscalculation	tévedés
miscarriage	vetélés
miscellaneous	vegyes
miscellany	egyveleg
mischief	baj
mischievous	csintalan
misconception	tévhit
misconduct	kötelességszegés
misdemeanor	vétség
misdirection	félrevezetés
miser	fösvény
miserable	nyomorult
miserably	szánalmasan
misery	szenvedés
misfire	csütörtököt mond
misfit	rosszul sikerült
misfortune	balszerencse
misguided	NO TRANSLATION
mishap	baleset
misinformed	félretájékoztatták
misinterpretation	félremagyarázás
mislead	félrevezet
misleading	félrevezető
misled	félrevezette
mismanagement	rossz irányítás
mismatch	eltérés
mismatched	egyező
misnomer	helytelen elnevezés
misplace	elhány
misplaced	rosszul
misread	rosszul olvas
misrepresent	hamisan
misrepresentation	megtévesztés
misrepresented	hamis színben tüntetik fel
miss	hiányzik
missile	rakéta
missiles	rakéták
missing	hiányzó
missingyou	NO TRANSLATION
mission	küldetés
missionary	misszionárius
misspell	rosszul betűz
misstatement	téves állítás
missy	kisasszonyka
mist	köd
mistake	hiba
mistaken	téves
mister	uram
mistletoe	fagyöngy
mistreated	bántalmazták,
mistress	úrnő
mistrial	téves ítélet
mistrust	bizalmatlanság
misty	ködös
misunderstand	félreértés
misunderstanding	félreértés
misunderstood	félreérthető
misuse	visszaélés
mite	fillér
miter	püspöksüveg
mitigate	enyhítésére
mitigating	enyhítő
mitigation	enyhítés
mitt	ujjatlan női félkesztyű
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	keverd össze
mixed	vegyes
mixedemotions	Vegyes érzelmekkel
mixer	keverő
mixture	keverék
mnemonic	emlékezeterősítő
moan	nyögés
moat	várárok
mob	csőcselék
mobile	Mobil
mobility	mobilitás
mobilization	mozgósítás
mobilize	mozgósít
mobster	gengszter
mocha	mohaachát
mock	utánzott
mocked	kigúnyolták
mockery	csúfolódás
mocking	gúnyos
mockingbird	sokszavú posztáta
mod	mod
modal	módbeli
modality	modalitás
mode	mód
model	modell
modeler	mintázó
modeling	modellezés
modem	modem
moderate	mérsékelt
moderate anticipation	mérsékelt várakozás
moderate disgust	mérsékelt undor
moderate negative	mérsékelt negatív
moderate positive	mérsékelten pozitív
moderate surprise	mérsékelt meglepetés
moderate trust	mérsékelt bizalom
moderately	közepesen
moderating	moderáló
moderation	mérséklet
moderator	moderátor
modern	modern
modernism	modernizmus
modest	szerény
modesty	szerénység
modicum	egy kevés
modifiable	módosítható
modification	módosítás
modified	módosított
modify	módosít
modulate	módosít
modulation	moduláció
module	modul
modulus	modulus
mogul	mogul
moiety	molekularész
moist	nedves
moisture	nedvesség
moisturizer	hidratáló
molar	mól-
molasses	melasz
mold	öntőforma
molded	öntött
molding	öntvény
moldy	penészes
mole	anyajegy
molecular	molekuláris
molecule	molekula
molest	molesztál
molestation	molesztálás
molester	molesztáló
molten	olvadt
mom	anya
moment	pillanat
momentary	pillanatnyi
momentous	fontos
momentum	lendület
momma	mama
mommy	mami
monad	monász
monarch	uralkodó
monarchy	monarchia
monastery	kolostor
monastic	szerzetesi
monetary	pénzügyi
money	pénz
mongoloid	mongoloid
mongoose	indiai menyét
mongrel	korcs
monitor	monitor
monk	szerzetes
monkey	majom
mono	NO TRANSLATION
monochrome	monokróm
monogamous	monogám
monogamy	egynejűség
monogram	monogram
monogrammed	monogramos
monograph	monográfia
monolayer	egyrétegű
monolith	monolit
monologue	monológ
monopolist	monopolista
monopoly	monopólium
monotonous	monoton
monotony	egyhangúság
monoxide	monoxid
monsieur	úr
monsoon	monszun
monster	szörnyeteg
monstrosity	szörnyűség
monstrous	szörnyű
montage	montázs
monte	monte
month	hónap
monthly	havi
monument	emlékmű
monumental	monumentális
moo	bőg
mooch	csavarog
mood	hangulat
moods	hangulatok
moody	rosszkedvű
moon	hold
moonbeam	holdfény
moonlight	holdfény
moonlit	holdvilágos
moonshine	holdfény
moonstruck	holdkóros
moonwalk	holdséta
moor	mór
moored	kikötve
mooring	kikötés
moorings	hajókötél
moorland	mocsár
moose	jávorszarvas
moot	vitás
mooted	felvetett
mop	rongykorong
mope	szomorkodik
moped	moped
moral	erkölcsi
morale	hangulat
morality	erkölcs
morals	erkölcsök
morass	mocsár
moratorium	moratórium
moray	muréna
morbid	kóros
morbidity	morbiditás
morbidness	morbiditás
mores	erkölcsök
morgue	hullaház
moribund	haldokló
morn	reggel
morning	reggel
moron	idióta
moronic	hülye
morose	mogorva
morph	morph
morphine	morfin
morphism	morfizmus
morphology	morfológia
morrow	holnap
morsel	falat
mortal	halandó
mortality	halálozás
mortar	habarcs
mortgage	jelzálog
mortgagee	jelzálog-tulajdonos
mortgagor	jelzálogos adós
mortician	temetkezési vállalkozó
mortification	sanyargatás
mortified	elhalt
mortuary	halotti
mosaic	mozaik-
mosey	szedi a sátorfáját
mosque	mecset
mosquito	szúnyog
moss	moha
mossy	mohás
mote	NO TRANSLATION
motel	motel
moth	éjjeli lepke
mother	anya
motherfucker	köcsög
motherfucking	kibaszott
motherhood	anyaság
motherland	haza
motherless	anyátlan
motherly	anyai
motif	motívum
motion	mozgás
motionless	mozdulatlan
motivate	motivál
motivating	motiváló
motivation	motiváció
motivational	motivációs
motive	indíték
motley	zavaros
motor	motor
motorbike	motorkerékpár
motorboat	motorcsónak
motorcade	gépkocsi-kíséret
motorcar	autó
motorcycle	motorbicikli
motorist	autós
motte	földvár
mottled	tarka
motto	jelmondat
mould	öntőforma
mound	bucka
mount	hegy
mountain	hegy
mountaineer	hegymászó
mountainous	hegyvidéki
mountains	hegyek
mountaintop	hegytető
mourn	gyászol
mournful	gyászos
mourning	gyász
mouse	egér
mousetrap	egérfogó
mousse	hab
moustache	bajusz
mousy	egérszürke
mouth	száj
mouthful	falat
mouthpiece	szopóka
mouthwash	szájvíz
movable	mozgatható
move	mozog
movement	mozgalom
mover	speditőr
movie	film
movies	filmek
moving	mozgó
movingforward	NO TRANSLATION
movingon	továbblépni
mow	szénaboglya
mower	kaszálógép
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	szar
mucked	mucked
mucous	nyálkás
mucus	nyálka
mud	sár
muddle	zűrzavar
muddled	zavaros
muddy	sáros
muff	muff
muffin	muffin
muffled	bebugyolált
muffler	hangtompító
mug	bögre
mugger	ripacs
mulberry	eperfa
mulch	talajt takar
mule	öszvér
mull	mullszövet
mullet	márna
multilateral	többoldalú
multimedia	multimédia
multinational	többnemzetiségű
multiple	többszörös
multiple sclerosis	multiplex szklerózis
multiplex	multiplex
multiplication	szorzás
multiplicity	sokféleség
multiplied	szorozva
multiplier	szorzó
multiply	szaporodnak
multitude	sokaság
mum	mama
mumble	motyog
mumbo	mumbo
mummy	múmia
mumps	mumpsz
munch	csámcsogva rág
munchies	rágcsálnivaló
munchkin	Munchkin
mundane	földi
municipal	városi
municipality	község
mural	falfestmény
murder	gyilkosság
murderer	gyilkos
murderess	gyilkos nő
murderous	gyilkos
murky	sötét
murmur	moraj
muscle	izom
muscular	izmos
muse	múzsa
muses	múzsák
museum	múzeum
mush	NO TRANSLATION
mushroom	gomba
mushy	puha
music	zene
musical	zenei
musician	zenész
musing	merengés
musk	pézsma
musket	muskéta
musketeer	muskétás
muskrat	pézsmapocok
muslin	muszlin
muss	NO TRANSLATION
must	kell
mustang	musztáng
mustard	mustár
muster	mustra
musty	dohos
mutable	változékony
mutant	mutáns
mutate	megváltoztat
mutation	mutáció
mute	néma
muted	tompított
mutilate	megcsonkít
mutilated	megcsonkított
mutilation	megcsonkítás
mutiny	lázadás
mutt	tökfej
mutter	NO TRANSLATION
mutton	ürühús
mutual	kölcsönös
mutually	közösen
muzzle	szájkosár
myfavorite	a kedvencem
myopia	rövidlátás
myopic	rövidlátó
myriad	számtalan
mysterious	rejtélyes
mystery	rejtély
mystic	misztikus
mystical	misztikus
mysticism	miszticizmus
mystified	értetlenül
mystique	misztika
myth	mítosz
mythic	mitikus
mythical	mitikus
mythological	mitológiai
mythology	mitológia
nab	elcsíp
nacho	nacho
nada	NO TRANSLATION
nadir	mélypont
nag	NO TRANSLATION
nail	köröm
nail gun	körömpisztoly
naive	naiv
naked	meztelen
nakedness	meztelenség
namaste	NO TRANSLATION
name	név
named	nevezett
nameless	névtelen
namesake	névrokon
naming	elnevezési
nana	nana
nanny	dajka
nanometer	nanométeres
nap	szieszta
napalm	napalm
nape	tarkó
napkin	szalvéta
napping	szundikált
nappy	pelenka
narcissism	önimádat
narcissist	önimádó
narcissistic	nárcisztikus
narcotic	kábító
narrate	mesél
narration	elbeszélés
narrative	elbeszélés
narrator	narrátor
narrow	keskeny
narrowing	szűkület
nasal	orr
nascent	születő
nasty	csúnya
natal	születési
nation	nemzet
national	nemzeti
nationality	állampolgárság
nationwide	országos
native	anyanyelvi
nativity	horoszkóp
natural	természetes
natural gas	földgáz
naturalist	természettudós
naturalization	honosítás
naturalized	honosított
naturally	természetesen
nature	természet
naught	semmi
naughty	rossz
nausea	hányinger
nauseate	émelyít
nauseating	émelyítő
nauseous	undorító
nautical	tengeri
nautilus	nautilus
naval	haditengerészeti
nave	templomhajó
navel	köldök
navigable	hajózható
navigate	hajózik
navigation	navigáció
navigational	navigációs
navigator	navigátor
navy	haditengerészet
nay	NO TRANSLATION
nearsighted	rövidlátó
neat	tiszta
neatly	rendesen
nebula	ködfolt
nebulae	ködök
nebulous	homályos
necessarily	szükségszerűen
necessary	szükséges
necessitate	szükségessé
necessities	szükségletek
necessity	szükségesség
neck	nyak
necklace	nyaklánc
necktie	nyakkendő
necromancer	halottidéző
necrosis	elhalás
nectar	nektár
need	szükség
needalife	NO TRANSLATION
needed	szükséges
needful	szükséges
needit	NO TRANSLATION
needle	tű
needlepoint	needlepoint
needles	tűk
needless	szükségtelen
needtoknow	tudni kell
needtorelax	NO TRANSLATION
needy	szűkölködő
nefarious	aljas
negation	tagadás
negative	negatív
negativity	negatívság
neglect	elhanyagolás
neglected	elhanyagolt
neglecting	elhanyagolását
negligee	pongyola
negligence	gondatlanság
negligent	gondatlan
negligently	NO TRANSLATION
negligible	elhanyagolható
negotiable	átruházható
negotiate	tárgyal
negotiation	tárgyalás
negotiator	közvetítő
negro	néger
neigh	nyerít
neighbor	szomszéd
neighborhood	szomszédság
neighboring	szomszédos
nemesis	végzet
neon	neon
neonatal	újszülött
neophyte	neofita
neoprene	neoprén
nephew	unokaöcs
nepotism	nepotizmus
nerd	kockafejû
nerdy	idétlen
nerve	ideg
nerves	idegek
nervous	ideges
nervousness	idegesség
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	földnyelv
nest	fészek
nestle	fészkel
nestling	madárfióka
net	háló
nether	alsó
netting	hálózat
nettle	csalán
network	hálózat
networking	hálózatba
neural	ideg-
neuralgia	neuralgia
neurological	neurológiai
neurologist	neurológus
neurology	ideggyógyászat
neurosis	neurózis
neurosurgeon	idegsebész
neurosurgery	idegsebészet
neurotic	neurotikus
neuter	semleges
neutral	semleges
neutrality	semlegesség
neutralize	semlegesít
neutron	neutron
new	új
new age	új kor
newbeginnings	NO TRANSLATION
newborn	újszülött
newcomer	újonc
newday	új nap
newfound	újonnan felfedezett
newjob	NO TRANSLATION
newlife	új élet
newly	újonnan
newlywed	friss házas
newme	NewME
newness	újdonság
news	hírek
newscast	hírösszefoglaló
newscaster	hírközlő
newsflash	hírmorzsa
newsletter	hírlevél
newsman	újságárus
newspaper	újság
newspaperman	újságíró
newsreel	filmhíradó
newsroom	folyóirat olvasóterem
newsstand	újságos
newstart	új kezdet
newt	tarajos gőte
newyear	NO TRANSLATION
nexus	kapcsolat
nib	tollhegy
nibble	rágcsál
nice	szép
niche	fülke
nichts	NO TRANSLATION
nick	nick
nickel	nikkel
nickname	becenév
nicotine	nikotin
niece	unokahúg
nifty	csinos
nigger	néger
nigh	közel
night	éjszaka
nightcap	hálósapka
nightclub	diszkó
nightfall	alkony
nightgown	hálóing
nightie	hálóing
nightingale	csalogány
nightlife	éjszakai élet
nightly	éjszakai
nightmare	lidércnyomás
nightmares	rémálmok
nightstand	éjjeliszekrény
nightstick	gumibot
nighttime	éjszaka
nihilism	nihilizmus
nil	nulla
nimble	fürge
nimrod	nimrod
nincompoop	szamár
nine	kilenc
nineteen	tizenkilenc
ninety	kilencven
ninja	Nindzsa
ninny	tökfej
nintendo	nintendo
ninth	kilencedik
nip	korty
nipper	csipesz
nipple	mellbimbó
nippy	csipkelődő
nitrate	nitrát
nitro	nitro
nitrogen	nitrogén
nitrous	salétromos
nitwit	hülye
nix	semmi
no anticipation	nincs várakozás
no disgust	nincs undor
no emotion	semmi érzelem
no sentiment	nincs hangulat
no surprise	nem meglepetés
no trust	nem igaz
nobility	nemesség
noble	nemes
nobleman	nemesember
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	éjszakai
nod	bólint
nodding	bólogat
node	csomópont
nodular	csomós
nodule	góc
noggin	kis ónedény
nohope	NO TRANSLATION
noir	noir
noise	zaj
noisy	zajos
nomad	nomád
nomadic	nomád
nomenclature	nómenklatúra
nominal	névleges
nominate	kinevez
nomination	jelölés
nominee	jelölt
nonce	nonce
nonchalant	nemtörődöm
noncompliance	meg nem felelés
nondescript	meghatározhatatlan
nonexistent	nem létező
nonfat	zsírmentes
nonfiction	nem fikció
nonpayment	nonpayment
nonresident	nem rezidens
nonsense	ostobaság
nonsensical	képtelen
nonviolent	nem erőszakos
noob	zöldfülű
noodle	tökfej
nook	zug
noon	dél
noose	hurok
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	norma
normal	Normál
normalcy	normális állapot
normality	szabályszerűség
north	északi
northbound	észak felé
northeast	északkeleti
northern	északi
northwest	északnyugat
northwestern	északnyugati
noschool	NO TRANSLATION
nose	orr
nosebleed	vérzik az orra
nosey	kíváncsiskodó
nosnow	nincs hó
nostalgia	nosztalgia
nostalgic	hazavágyó
nostress	NO TRANSLATION
nostril	orrlyuk
nosun	NO TRANSLATION
nosy	kíváncsiskodó
not negative	nem negatív
not positive	nem pozitív
notable	jelentős
notables	előkelőség
notably	nevezetesen
notamorningperson	NO TRANSLATION
notary	jegyző
notation	jelölés
notch	bemetszés
notched	hornyolt
note	jegyzet
notebook	jegyzetfüzet
noted	neves
noteworthy	figyelemre méltó
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	semmi
notice	értesítés
noticeable	észrevehető
notification	bejelentés
notify	értesít
notion	fogalom
notional	képzeletbeli
notoriety	hírhedtség
notorious	hirhedt
notready	nem áll készen
notwithstanding	ellenére, dacára, mindazonáltal
nought	semmi
noun	főnév
nourish	táplál
nourishment	táplálék
nouveau	NO TRANSLATION
novel	regény
novelist	regényíró
novelty	újdonság
novice	novícius
nowadays	Manapság
nowork	nincs munka
noworries	semmi gond
noxious	ártalmas
nozzle	szórófej
nuance	árnyalat
nuances	árnyalatok
nuclear	nukleáris
nucleus	atommag
nude	meztelen
nudge	meglökés
nudie	nudie
nudist	nudista
nudity	meztelenség
nugget	aranyrög
nuisance	kellemetlenség
nuke	atombomba
nul	NO TRANSLATION
null	nulla
nullify	megsemmisít
numb	zsibbadt
number	szám
numbering	számozás
numbers	szám
numbness	zsibbadtság
numbskull	numbskull
numeral	számjegy
numerator	számláló
numerical	számszerű
numerically	számszerűen
numerous	számos
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	apácazárda
nuptials	lakodalom
nurse	ápoló
nursemaid	dada
nursery	óvoda
nursing	gondozás
nurture	táplálkozás
nut	dió
nutcase	dilinyós
nutcracker	diótörő
nuthouse	nuthouse
nutmeg	szerecsendió
nutrition	táplálás
nutritional	táplálkozási
nutritious	tápláló
nutritive	tápláló
nuts	dió
nutshell	dióhéj
nutty	dilis
nylon	nejlon
nylong	NO TRANSLATION
nylons	nylonharisnya
nymph	nimfa
nymphomaniac	nimfomániás
oaf	mamlasz
oak	tölgy
oar	evezős
oasis	oázis
oat	zab
oath	eskü
oatmeal	zabpehely
obedience	engedelmesség
obedient	engedelmes
obediently	engedelmesen
obelisk	obeliszk
obese	elhízott
obesity	elhízottság
obey	engedelmeskedik
obi	selyemöv
obit	obit
obituary	gyászjelentés
object	tárgy
objection	ellenvetés
objectionable	kifogásolható
objective	célkitűzés
objectivity	tárgyilagosság
obligation	kötelezettség
obligatory	kötelező
oblige	kötelez
obliged	kötelezett
obliging	udvarias
obligor	kötelezetti
oblique	ferde
obliterate	kitöröl
obliterated	elmosódott
obliteration	eltörlés
oblivion	feledés
oblivious	feledékeny
oblong	hosszúkás
obnoxious	kellemetlen
oboe	oboa
obscene	obszcén
obscenity	trágárság
obscure	homályos
obscured	kitakart
obscurity	homály
observance	betartása
observant	figyelmes
observation	megfigyelés
observatory	obszervatórium
observe	megfigyelni
observer	megfigyelő
observing	megfigyelése
obsess	gyötör
obsessed	megszállott
obsessing	megszállott
obsession	megszállottság, rögeszme
obsessive	kínzó
obsolescence	avulás
obsolete	elavult
obstacle	akadály
obstetrician	szülész
obstetrics	szülészet
obstinate	makacs
obstruct	akadályozzák
obstruction	akadály
obstructive	akadályozó
obtain	szerezni
obtainable	megszerezhető
obtuse	tompa
obverse	előlap
obvious	nyilvánvaló
ocarina	okarína
occasion	alkalom
occasional	alkalmi
occasionally	néha
occipital	nyakszirt-
occlusion	okklúzió
occult	okkult
occupancy	kihasználtság
occupant	bérlő
occupation	Foglalkozása
occupational	foglalkozási
occupied	megszállt
occupier	bérlő
occupy	elfoglalják
occupying	elfoglal
occur	előfordul
occurrence	esemény
ocd	OCD
ocean	óceán
oceanic	óceáni
octagon	nyolcszög
octave	oktáv
octopus	polip
ocular	szem
odd	páratlan
oddball	csodabogár
oddity	furcsaság
odds	esély
ode	óda
odious	utálatos
odometer	úthosszmérő
odor	szag
odyssey	Odüsszea
oedipal	ödipális
oestrogen	ösztrogén
oeuvre	NO TRANSLATION
offal	hulladék
offence	sértés
offend	sért
offended	sértett
offender	szabálysértő
offense	sértés
offensive	támadó
offer	ajánlat
offered	felajánlott
offering	ajánlat
offhand	rögtönzött
office	hivatal
officer	tiszt
offices	irodák
official	hivatalos
officiate	ténykedik
offing	nyílt tenger
offload	tehermentesítés
offset	eltolt
offshoot	hajtás
offshore	offshore
offside	les-
offspring	utódok
oft	gyakran
oftentimes	gyakorta
ogre	emberevő óriás
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	Óh ne
ohshit	NO TRANSLATION
oil	olaj
oils	olaj
oily	olajos
oink	oink
ointment	kenőcs
okra	gombó
old	régi
olden	régi
older	idősebb
oldie	öregecske
oldies	oldies
olfactory	szaglószervi
oligarchy	oligarchia
olive	olajbogyó
omega	omega
omelet	omlett
omen	ómen
omgomgomg	NO TRANSLATION
ominous	baljóslatú
omission	mulasztás
omit	kihagyja
omitted	elhagyható
omnibus	omnibusz
omnipotence	mindenhatóság
omnipotent	mindenható
omnipresent	mindenütt jelenvaló
omniscient	mindentudó
onboard	a fedélzeten
oncologist	onkológus
oncology	onkológia
oncoming	közelgő
one	egy
oneday	NO TRANSLATION
onedge	a szélén
onelove	egy szerelem
oneness	egység
onerous	terhes
oneself	magát
ongoing	folyamatban lévő
onion	hagyma
onset	fellépő
onslaught	támadás
onstage	színpadon
ontology	ontológia
onus	teher
onward	tovább
onyx	ónix
oodles	rengeteg
oomph	oomph
ooze	szivárog
oozing	szivárgott
op	op
opacity	átlátszatlanság
opal	opál
opaque	áttetsző
ope	ope
open	nyisd ki
opener	nyitó
opening	nyílás
openly	nyíltan
openness	nyitottság
opera	opera
operate	működik
operatic	operai
operation	művelet
operational	operatív
operations	művelet
operative	működő
operator	operátor
ophthalmic	szem-
ophthalmologist	szemész
opiate	ópiumos
opinion	vélemény
opinionated	nagyképű
opium	ópium
opponent	ellenfél
opportune	időszerű
opportunism	opportunizmus
opportunity	lehetőség
oppose	engedélyezi
opposed	ellentétes
opposing	szemben álló
opposite	szemben
opposites	ellentétek
opposition	ellenzék
oppress	elnyom
oppressed	elnyomott
oppression	elnyomás
oppressive	elnyomó
oppressor	zsarnok
ops	ops
opt	dönt
optic	optikai
optical	optikai
optics	optika
optimism	optimizmus
optimist	optimista
optimistic	optimista
optimum	optimális
option	választási lehetőség
optional	választható
optionally	adott esetben
options	lehetőségek
optometrist	optometrista
opulence	gazdagság
opulent	fényűző
opus	opus
oracle	jóslat
oral	orális
orange	narancs
orange juice	narancslé
orangutan	orangután
oration	szónoklat
orator	szónok
oratory	ékesszólás
orb	gömb
orbit	pálya
orbital	orbitális
orbiting	keringés
orbs	gömbök
orc	ork
orchard	gyümölcsöskert
orchestra	zenekar
orchid	orchidea
ordained	felszentelt
ordeal	megpróbáltatás
order	sorrend
orderly	szabályos
ordinance	rendelet
ordinary	rendes
ordination	koordináció
ordnance	lőszer
ore	érc
oregano	oregano
organ	szerv
organic	organikus
organism	szervezet
organist	orgonista
organization	szervezet
organize	szervez
organized	szervezett
organizer	szervező
orgasm	orgazmus
orgies	orgiák
orgy	orgia
orient	hajnal
oriental	keleti
orientation	irányultság
orifice	nyílás
origami	origami
origin	eredet
original	eredeti
originality	eredetiség
originate	származik
origination	keletkezés
originator	kezdeményező
ornament	dísz
ornamental	díszítő
ornamentation	díszítés
ornamented	díszített
ornate	díszes
ornery	makacs
orphan	árva
orphanage	árvaház
orphaned	árva
orthodontist	fogszabályzó orvos
orthodox	ortodox
orthodoxy	ortodoxia
orthogonal	ortogonális
orthopedic	ortopédiai
oscillate	oszcillál
oscillating	oszcilláló
oscillation	rezgés
oscillatory	oszcilláló
ostensible	látszólagos
ostensibly	látszólag
ostentatious	hivalkodó
ostracized	kiközösítette
ostrich	strucc
other	más
otter	vidra
otto	ottó
ottoman	török
ought	kellene
ounce	uncia
oust	elűz
outage	leállás
outback	vadonban
outbid	túllicitál
outboard	külsején
outbreak	kitörés
outburst	kitörés
outcast	kitaszított
outcome	eredmény
outcry	felháborodás
outdated	elavult
outdo	lepipál
outdoor	szabadtéri
outdoors	szabadban
outer	külső
outfit	felszerelés
outgoing	kimenő
outgrow	túlnő
outgrowth	kinövés
outhouse	melléképület
outing	kirándulás
outlandish	furcsa
outlast	túlél
outlaw	törvényen kívüli
outlet	kivezetés
outline	vázlat
outlines	körvonalak
outlive	túlél
outlook	kilátás
outlying	távoli
outnumber	túlerőben van
outpatient	járóbeteg
outpost	előőrs
outpouring	panaszkodás
output	kibocsátás
outrage	merénylet
outraged	felháborodott
outrageous	felháborító
outrank	magasabb rangú
outreach	megkereső
outright	nyílt
outrun	lehagy
outset	Előzetesen
outsider	kívülálló
outskirts	helység
outsmart	túljár vki eszén
outspoken	nyílt
outstanding	kiemelkedő
outstretched	kinyújtott
outward	kifelé
outwards	kifelé
outweigh	túlsúlyban
outwit	túljár vki eszén
oval	ovális
ovary	petefészek
ovate	tojásdad
ovation	ováció
oven	sütő
overactive	túl aktív
overall	átfogó
overalls	overall
overbearing	erőszakos
overburden	túlterhelés
overcast	felhős
overcharged	túltöltött
overcoat	felöltő
overcome	leküzdése
overcoming	leküzdésében
overcrowded	túlzsúfolt
overdo	túloz
overdose	túladagolás
overdrive	agyonhajszol
overdue	lejárt
overestimate	túlbecslés
overestimated	túlértékelt
overflow	túlcsordulás
overflowing	túláradó
overgrown	nyurga
overgrowth	bozót
overhanging	túlnyúló
overhaul	nagyjavítás
overhead	felső
overhear	kihallgat
overheated	hőfuttatott
overjoyed	elragadtatott
overkill	túlzás
overlaid	ráhelyezett
overlap	átfedés
overlapping	átfedés
overlay	borítás
overload	túlterhelés
overlook	átnéz
overlord	hűbérúr
overlying	fedő
overpaid	túlfizetett
overpass	felüljáró
overplayed	túljátsszák
overpower	lebír
overpowering	ellenállhatatlan
overpriced	túlárazott
overprotective	overprotective
overrated	túlértékelt
overreact	túlreagál
override	felülírás
overriding	nyomós
overrule	elutasít
overrun	túlfutás
oversee	felügyel
overseer	felügyelő
overshadow	háttérbe szorít
oversight	felügyelet
oversized	túlméretezett
overslept	elaludt
overstate	felnagyít
overstock	elhalmoz
overt	nyílt
overtake	előzni
overtaken	megelőzte
overthemoon	NO TRANSLATION
overthinker	overthinker
overthinking	átgondolás
overthrow	megbuktat
overtime	túlóra
overtired	overtired
overture	nyitány
overturn	megváltoztatás
overview	áttekintés
overweight	túlsúly
overwhelm	elborít
overwhelmed	túlterheltek
overwhelming	túlnyomó
overworked	túlhajszolt
overwrought	túlfeszített
overzealous	túlbuzgó
owe	tartozik
owing	fizetendő
owl	bagoly
owner	tulajdonos
ownership	tulajdonjog
ox	ökör
oxidation	oxidáció
oxide	oxid
oxygen	oxigén
oxymoron	oximoron
oyster	osztriga
ozone	ózon
pace	sebesség
pacemaker	pacemaker
pacific	békés
pacified	lecsendesített
pacifier	cucli
pacifist	pacifista
