Word	ja
newt	ニュートン
newyear	NO TRANSLATION
nexus	ネクサス
nib	ペン先
nibble	ニブル
nice	いい
niche	ニッチ
nichts	NO TRANSLATION
nick	ニック
nickel	ニッケル
nickname	ニックネーム
nicotine	ニコチン
niece	姪
nifty	気の利いた
nigger	うんざりする
nigh	近く
night	夜
nightcap	ナイトキャップ
nightclub	ナイトクラブ
nightfall	夜明け
nightgown	ナイトガウン
nightie	ハニー
nightingale	ナイチンゲール
nightlife	ナイトライフ
nightly	毎晩
nightmare	悪夢
nightmares	悪夢
nightstand	ナイトスタンド
nightstick	ナイトスティック
nighttime	夜間
nihilism	ニヒリズム
nil	なし
nimble	軽快な
nimrod	ニムロッド
nincompoop	nincompoop
nine	9人
nineteen	19
ninety	90
ninja	忍者
ninny	ニンニーズ
nintendo	任天堂
ninth	第九
nip	ニップ
nipper	ニッパー
nipple	乳首
nippy	ニッピー
nitrate	硝酸塩
nitro	ニトロ
nitrogen	窒素
nitrous	亜硝酸
nitwit	ニトウィット
nix	nix
no anticipation	予期せぬ
no disgust	嫌な
no emotion	感情がない
no sentiment	感情がない
no surprise	驚きはない
no trust	信頼なし
nobility	貴族
noble	ノーブル
nobleman	貴族
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	夜行性の
nod	うなずき
nodding	うなずき
node	ノード
nodular	結節性の
nodule	結節
noggin	ノギン
nohope	NO TRANSLATION
noir	ノワール
noise	ノイズ
noisy	うるさい
nomad	遊牧民
nomadic	遊牧民
nomenclature	命名法
nominal	公称
nominate	ノミネート
nomination	指名
nominee	候補者
nonce	ノンス
nonchalant	心配しない
noncompliance	違反
nondescript	無名
nonexistent	存在しない
nonfat	無脂肪
nonfiction	ノンフィクション
nonpayment	不払い
nonresident	非居住者
nonsense	ナンセンス
nonsensical	無意味な
nonviolent	非暴力
noob	新入り
noodle	ヌードル
nook	隅
noon	正午
noose	うそ
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	規範
normal	正常
normalcy	正常
normality	正常
north	北
northbound	ノースバウンド
northeast	北東
northern	北部
northwest	北西
northwestern	北西部
noschool	NO TRANSLATION
nose	鼻
nosebleed	鼻血
nosey	おせっかいな
nosnow	nosnow
nostalgia	ノスタルジア
nostalgic	ノスタルジックな
nostress	NO TRANSLATION
nostril	鼻孔
nosun	NO TRANSLATION
nosy	おせっかいな
not negative	否定的でない
not positive	ポジティブではない
notable	注目すべき
notables	有名人
notably	特に
notamorningperson	NO TRANSLATION
notary	公証人
notation	記法
notch	ノッチ
notched	ノッチ付き
note	注意
notebook	ノート
noted	注目
noteworthy	注目に値する
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	無実
notice	通知
noticeable	目立つ
notification	お知らせ
notify	通知する
notion	概念
notional	概念的な
notoriety	悪評
notorious	悪名高いです
notready	準備ができていない
notwithstanding	それにもかかわらず
nought	何もない
noun	名詞
nourish	栄養を与える
nourishment	栄養
nouveau	NO TRANSLATION
novel	小説
novelist	小説家
novelty	新規性
novice	初心者
nowadays	今日は
nowork	今すぐ
noworries	心配ない
noxious	有害な
nozzle	ノズル
nuance	ニュアンス
nuances	ニュアンス
nuclear	核
nucleus	核
nude	ヌード
nudge	ナッジ
nudie	ヌード
nudist	ヌーディスト
nudity	ヌード
nugget	ナゲット
nuisance	迷惑
nuke	核
nul	NO TRANSLATION
null	ヌル
nullify	無効にする
numb	麻痺する
number	数
numbering	番号付け
numbers	数字
numbness	無感覚
numbskull	とんちき
numeral	数字
numerator	分子
numerical	数値
numerically	数値的に
numerous	多数
nun	NO TRANSLATION
nunchucks	ヌンチャク
nunnery	尼僧
nuptials	結婚式
nurse	ナース
nursemaid	ナーサメイド
nursery	保育園
nursing	看護
nurture	育成
nut	ナット
nutcase	ナッツケース
nutcracker	ナッツクラッカー
nuthouse	ナッツハウス
nutmeg	ナツメグ
nutrition	栄養
nutritional	栄養
nutritious	栄養価の高い
nutritive	栄養価の高い
nuts	ナッツ
nutshell	要するに
nutty	ナッツ
nylon	ナイロン
nylong	NO TRANSLATION
nylons	ナイロン
nymph	ニンフ
nymphomaniac	淫ら
oaf	オアフ
oak	オーク
oar	オール
oasis	オアシス
oat	オートムギ
oath	誓い
oatmeal	オートミール
obedience	従順
obedient	従順な
obediently	素直に
obelisk	オベリスク
obese	肥満
obesity	肥満
obey	従う
obi	帯
obit	出る
obituary	死亡記事
object	オブジェクト
objection	異議
objectionable	不快な
objective	目的
objectivity	客観性
obligation	義務
obligatory	義務的な
oblige	占領
obliged	義務付けられた
obliging	義務づける
obligor	債務者
oblique	斜めの
obliterate	抹消する
obliterated	抹消された
obliteration	閉塞
oblivion	忘却
oblivious	忘れる
oblong	長方形
obnoxious	嫌な
oboe	オーボエ
obscene	猥褻
obscenity	猥褻
obscure	あいまいな
obscured	不明瞭
obscurity	あいまい
observance	遵守
observant	注意深い
observation	観察
observatory	展望台
observe	観察する
observer	観察者
observing	観察する
obsess	思いやり
obsessed	執拗な
obsessing	執念
obsession	強迫観念
obsessive	強迫観念
obsolescence	陳腐化
obsolete	時代遅れの
obstacle	障害
obstetrician	産科医
obstetrics	産科
obstinate	頑固な
obstruct	妨害する
obstruction	妨害
obstructive	閉塞性の
obtain	入手します
obtainable	入手可能な
obtuse	鈍い
obverse	表面
obvious	明らか
ocarina	オカリナ
occasion	機会
occasional	時折
occasionally	時折
occipital	後頭部
occlusion	閉塞
occult	オカルト
occupancy	占有率
occupant	占有者
occupation	職業
occupational	職業の
occupied	占領された
occupier	占有者
occupy	占める
occupying	占領している
occur	発生する
occurrence	発生
ocd	OCD
ocean	海洋
oceanic	海洋の
octagon	オクタゴン
octave	オクターブ
octopus	たこ
ocular	眼の
odd	奇妙な
oddball	奇妙な
oddity	奇妙
odds	オッズ
ode	オード
odious	不愉快な
odometer	オドメーター
odor	臭い
odyssey	オデッセイ
oedipal	オイピタル
oestrogen	エストロゲン
oeuvre	NO TRANSLATION
offal	臓物
offence	犯罪
offend	怒る
offended	怒る
offender	違反者
offense	犯罪
offensive	攻撃
offer	提供
offered	提供された
offering	募集
offhand	手放す
office	事務所
officer	役員
offices	オフィス
official	公式
officiate	公務員
offing	オフ
offload	オフロード
offset	オフセット
offshoot	オフショー
offshore	オフショア
offside	オフサイド
offspring	子孫
oft	oft
oftentimes	しばしば
ogre	鬼
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	あらいやだ
ohshit	NO TRANSLATION
oil	油
oils	油
oily	油性
oink	ウインク
ointment	軟膏
okra	オクラ
old	古い
olden	昔の
older	より古い
oldie	オールディーズ
oldies	古き良き
olfactory	嗅覚
oligarchy	寡頭制
olive	オリーブ
omega	オメガ
omelet	オムレツ
omen	前兆
omgomgomg	NO TRANSLATION
ominous	不吉
omission	省略
omit	省略する
omitted	省略された
omnibus	オムニバス
omnipotence	全能性
omnipotent	全能
omnipresent	遍在する
omniscient	全員
onboard	機内で
oncologist	腫瘍医
oncology	腫瘍学
oncoming	来る
one	1
oneday	NO TRANSLATION
onedge	端に
onelove	一つの愛
oneness	単一性
onerous	不利な
oneself	自分
ongoing	進行中の
onion	玉ねぎ
onset	開始
onslaught	猛攻撃
onstage	ステージ上
ontology	オントロジー
onus	責任
onward	後で
onyx	オニキス
oodles	落ち葉
oomph	オームフ
ooze	泡立つ
oozing	滲む
op	オペル
opacity	不透明度
opal	オパール
opaque	不透明
ope	オペ
open	開いた
opener	オープナー
opening	開ける
openly	公然と
openness	開放性
opera	オペラ
operate	操作する
operatic	オペラ
operation	操作
operational	操作可能な
operations	オペレーション
operative	手術
operator	オペレーター
ophthalmic	眼科
ophthalmologist	眼科医
opiate	アヘン剤
opinion	意見
opinionated	賛美された
opium	アヘン
opponent	相手
opportune	機会
opportunism	機会主義
opportunity	機会
oppose	反対する
opposed	反対
opposing	反対
opposite	反対の
opposites	反対の
opposition	反対
oppress	抑圧する
oppressed	抑圧された
oppression	抑圧
oppressive	抑圧的な
oppressor	抑圧者
ops	オペ
opt	オプト
optic	視覚
optical	光学的
optics	光学
optimism	楽観
optimist	楽観主義者
optimistic	楽観的
optimum	最適
option	オプション
optional	オプション
optionally	任意に
options	オプション
optometrist	検眼専門医
opulence	華やかさ
opulent	富める
opus	オペラ
oracle	オラクル
oral	オーラル
orange	オレンジ
orange juice	オレンジジュース
orangutan	オランウータン
oration	演説
orator	オレーター
oratory	雄弁
orb	オーブ
orbit	軌道
orbital	軌道
orbiting	周回する
orbs	オーブ
orc	オーク
orchard	オーチャード
orchestra	オーケストラ
orchid	蘭
ordained	任命された
ordeal	試練
order	注文
orderly	秩序ある
ordinance	条例
ordinary	普通の
ordination	奉仕
ordnance	武器
ore	鉱石
oregano	オレガノ
organ	器官
organic	オーガニック
organism	生物
organist	オルガン奏者
organization	組織
organize	整理する
organized	組織された
organizer	主催者
orgasm	オーガズム
orgies	オルガス
orgy	乱交
orient	オリエント
oriental	オリエンタル
orientation	オリエンテーション
orifice	オリフィス
origami	折り紙
origin	原点
original	元の
originality	独創
originate	起源
origination	起源
originator	発信者
ornament	オーナメント
ornamental	装飾的な
ornamentation	装飾
ornamented	装飾された
ornate	華やかな
ornery	オーリー
orphan	孤児
orphanage	孤児院
orphaned	孤児
orthodontist	歯科矯正医
orthodox	正統
orthodoxy	正統
orthogonal	直交
orthopedic	整形外科
oscillate	振動する
oscillating	振動する
oscillation	発振
oscillatory	振動的な
ostensible	表面的な
ostensibly	表向き
ostentatious	誇張した
ostracized	追放された
ostrich	ダチョウ
other	その他
otter	オッター
otto	おとぎ
ottoman	オットマン
ought	すべきだ
ounce	オンス
oust	失う
outage	停止
outback	アウトバック
outbid	高値
outboard	船外
outbreak	発生
outburst	爆発
outcast	流出した
outcome	結果
outcry	抗議
outdated	時代遅れの
outdo	アウトドア
outdoor	屋外
outdoors	屋外
outer	アウター
outfit	服装
outgoing	外に出る
outgrow	伸びる
outgrowth	芽生え
outhouse	アウトハウス
outing	外出
outlandish	異邦人
outlast	より古く
outlaw	無法者
outlet	出口
outline	アウトライン
outlines	アウトライン
outlive	生き残る
outlook	見通し
outlying	外出する
outnumber	アウトナンバー
outpatient	外来
outpost	前哨
outpouring	流出
output	出力
outrage	怒り
outraged	怒った
outrageous	恐ろしい
outrank	優位
outreach	アウトリーチ
outright	完全に
outrun	流出
outset	最初
outsider	アウトサイダー
outskirts	郊外
outsmart	アウトスマート
outspoken	率直な
outstanding	傑出した
outstretched	伸ばした
outward	外側に
outwards	外側に
outweigh	より重要
outwit	出し抜く
oval	卵形
ovary	卵巣
ovate	卵巣
ovation	オベーション
oven	オーブン
overactive	過活動
overall	全体
overalls	オーバーオール
overbearing	圧倒
overburden	過剰な
overcast	曇った
overcharged	過充電
overcoat	オーバーコート
overcome	克服する
overcoming	克服する
overcrowded	過密
overdo	過ぎる
overdose	過量
overdrive	オーバードライブ
overdue	延滞
overestimate	過大評価する
overestimated	過大評価された
overflow	オーバーフロー
overflowing	溢れる
overgrown	成長し過ぎた
overgrowth	過成長
overhanging	オーバーハング
overhaul	オーバーホール
overhead	オーバーヘッド
overhear	オーバーヘア
overheated	過熱した
overjoyed	大喜び
overkill	過度の
overlaid	重なった
overlap	オーバーラップ
overlapping	重複
overlay	オーバーレイ
overload	過負荷
overlook	見落とす
overlord	大将
overlying	上に重なる
overpaid	過払い
overpass	陸橋
overplayed	オーバーレイされた
overpower	過大な力
overpowering	圧倒
overpriced	高価
overprotective	過保護な
overrated	過大評価された
overreact	過反応
override	オーバーライド
overriding	上書きする
overrule	暴れる
overrun	オーバーラン
oversee	監督する
overseer	監督者
overshadow	見劣りさせる
oversight	見落とし
oversized	特大の
overslept	遅くなる
overstate	過大
overstock	過剰在庫
overt	明白な
overtake	追い越す
overtaken	追い抜かれた
overthemoon	NO TRANSLATION
overthinker	オーバーシンク
overthinking	熟考の上
overthrow	打倒
overtime	時間とともに
overtired	過度の
overture	序曲
overturn	覆す
overview	概要
overweight	過体重
overwhelm	圧倒する
overwhelmed	圧倒される
overwhelming	圧倒的
overworked	過労
overwrought	過労
overzealous	過熱
owe	借りている
owing	負担
owl	フクロウ
owner	オーナー
ownership	所有
ox	牛
oxidation	酸化
oxide	酸化物
oxygen	酸素
oxymoron	擬態語
oyster	カキ
ozone	オゾン
pace	ペース
pacemaker	ペースメーカー
pacific	パシフィック
pacified	落ち着いた
pacifier	おしゃぶり
pacifist	平和主義者
pacify	鎮める
pacing	ペーシング
pack	パック
package	パッケージ
packaging	梱包
packer	パッカー
packet	パケット
pact	協定
pad	パッド
padded	詰め物
padding	パディング
paddle	パドル
paddle boat	パドルボート
paddock	パドック
paddy	水田
padlock	南京錠
padre	NO TRANSLATION
paean	ペーン
pagan	異教徒
paganism	異教
page	ページ
pageant	ページェント
pager	ページャ
pagination	ページネーション
paging	ページング
pagoda	パゴダ
pail	ペール
pain	痛み
pained	痛い
painful	痛い
painfully	痛い
painkiller	鎮痛剤
painless	痛みのない
pains	痛み
painstaking	骨の折れる
paint	ペイント
paintball	ペイントボール
paintbrush	絵筆
painted	描きました
painter	画家
painting	ペインティング
pair	ペア
paisley	ペイズリー
pajama	パジャマ
pajamas	パジャマ
pal	仲間
palace	宮殿
palatable	口当たりの良い
palate	口蓋
pale	淡い
paleontology	古生物学
palette	パレット
pall	ポール
palladium	パラジウム
pallet	パレット
palliative	緩和的
palm	手のひら
palmer	パルマー
palomino	パロミノ
palpable	触診可能な
palpitations	動悸
palsy	麻痺
paltry	骨抜きな
pamper	甘やかす
pamphlet	パンフレット
pan	パン
panacea	万能薬
panache	腹部
pancake	パンケーキ
pancakes	パンケーキ
pancreas	膵臓
panda	パンダ
pandemic	パンデミック
pandemonium	パンデモニウム
pane	ペイン
panel	パネル
pang	NO TRANSLATION
panhandle	パンハンドル
panic	パニック
panicattack	NO TRANSLATION
panicked	パニックになった
panicking	パニック
panicky	パニック
panier	NO TRANSLATION
panorama	パノラマ
panoramic	パノラマ
pansy	パンジー
pant	ズボン
pantheon	パンテオン
panther	パンサー
panties	パンティー
pantomime	パントマイム
pantry	パントリー
pants	ズボン
panty	パンティー
pantyhose	パンスト
pap	パパ
papa	パパ
papacy	教皇
papal	NO TRANSLATION
papaya	パパイヤ
paper	紙
paperback	文庫本
paperboy	紙袋
paperweight	文鎮
paperwork	書類作成
paprika	パプリカ
papyrus	パピルス
par	NO TRANSLATION
parable	比喩
parabola	放物線
parabolic	放物線の
parachute	パラシュート
parade	パレード
paradigm	パラダイム
paradise	パラダイス
paradox	逆説
paradoxical	逆説的な
paraffin	パラフィン
paragon	パラゴン
paragraph	段落
parakeet	インコ
paralegal	パラリーガル
parallax	視差
parallel	平行
parallelism	並列性
paralysis	麻痺
paralyze	麻痺
paralyzed	麻痺した
paramedic	救急医療
paramedics	救急医療
paramilitary	準軍事
paramount	パラマウント
paranoia	パラノイア
paranoid	妄想
paranormal	超常現象
parapet	パラペット
paraphernalia	道具類
paraphrase	言い換え
paraplegic	対麻痺性の
parasite	寄生虫
parasitic	寄生虫
parasol	パラソル
parcel	小包
parcels	小包
parched	麻痺した
parchment	羊皮紙
pardon	恩赦
pare	NO TRANSLATION
parenchyma	実質
parent	親
parentage	親子
parental	親
parenthesis	NO TRANSLATION
parenthetical	カッコ内の
parenthood	親父
parenting	子育て
pariah	不可触民
parietal	頭頂壁
paring	パッシング
parish	教区
parity	パリティ
park	パーク
parka	パーカー
parking	パーキング
parkinsons	パーキンソン病
parlance	用語
parlay	パレイ
parliament	議会
parliamentary	議会
parlor	パーラー
parmesan	パルメザン
parody	パロディー
parole	仮釈放
parquet	寄木細工
parrot	オウム
parry	パリー
parse	解析する
parsimonious	間違った
parsimony	傍観
parsley	パセリ
parson	パリソン
part	部
partake	分かる
partial	部分的な
partiality	偏見
partially	部分的に
participant	参加者
participate	参加する
participation	参加
particle	粒子
particular	特に
particularity	特殊性
particulars	詳細
parting	別れ
partisan	パルチザン
partisanship	党派
partition	パーティション
partly	部分的に
partner	パートナー
partnership	パートナーシップ
partridge	刺青
parts	部品
party	パーティー
pas	NO TRANSLATION
pass	パス
passable	通行可能な
passage	通路
passageway	通路
passe	NO TRANSLATION
passenger	旅客
passim	NO TRANSLATION
passing	通過
passion	情熱
passionate	情熱的な
passive	受動的
passivity	受動性
passkey	パスキー
passport	パスポート
password	パスワード
past	過去
pasta	パスタ
paste	ペースト
pastel	パステル
pastime	娯楽
pastor	牧師
pastrami	パストラミー
pastry	ペストリー
pasture	牧草地
pasty	ペースト状の
pat	パット
patch	パッチ
patchwork	パッチワーク
pate	パテ
patella	膝蓋骨
patent	特許
patented	特許取得済み
paternal	父親
paternity	父親
path	パス
pathetic	哀れな
pathological	病理学的
pathologist	病理学者
pathology	病理
pathos	NO TRANSLATION
pathway	経路
patience	忍耐
patient	患者
patio	パティオ
patriarch	家長
patriarchal	家長
patrimony	パトリモニー
patriot	愛国者
patriotic	愛国的
patriotism	愛国心
patrol	パトロール
patrolman	巡視者
patron	パトロン
patronage	後援
patronising	懐かしい
patronize	ひいきにする
patronizing	懐かしい
patter	後で
pattern	パターン
paucity	不足
pauper	貧しい
pause	一時停止する
pave	舗装
pavement	舗装
pavilion	パビリオン
paving	舗装
paw	足
pawn	ポーン
pawnshop	質屋
pax	人
pay	支払う
payable	支払う
payback	払い戻し
paycheck	給料
payday	給料日
payer	支払人
payload	ペイロード
payment	支払い
payoff	精算
payout	配当
payphone	公衆電話
payroll	給与計算
pea	エンドウ
peace	平和
peaceable	平和な
peaceful	平和な
peacefully	平和的に
peacekeeper	平和維持者
peaceofmind	NO TRANSLATION
peacetime	平時
peach	桃
peachy	ピーチ
peacock	孔雀
peak	ピーク
peaked	ピークに達した
peanut	落花生
peanuts	ピーナッツ
pear	梨
pearl	パール
pearly	真珠
peas	豆
peasant	農民
peat	泥炭
pebble	小石
pecan	ピーカン
peck	ペック
pecker	ペッカー
peculiar	特有の
peculiarities	特色
peculiarity	特色
peculiarly	独特
pecuniary	金銭的
pedal	ペダル
pedantic	ペタニック
peddle	歩く
peddler	行商人
pedestal	台座
pedestrian	歩行者
pediatric	小児科
pediatrician	小児科医
pediatrics	小児科
pedicure	ペディキュア
pedigree	血統
pedometer	歩数計
pedophile	小児性愛者
pee	おしっこ
peek	ピーク
peekaboo	ピカブー
peel	皮
peep	覗き見
peeper	ピーパー
peephole	覗き穴
peer	ピア
peering	ピアリング
peerless	一見
peeved	かわいい
peg	ペグ
pegs	ペグ
peice	NO TRANSLATION
pelagic	遠洋性
pelican	ペリカン
pellet	ペレット
pelvic	骨盤
pelvis	骨盤
pen	ペン
penal	刑罰
penalty	ペナルティ
penance	苦行
penchant	好きな
pencil	鉛筆
pendant	ペンダント
pendency	係属
pendent	NO TRANSLATION
pending	保留中
pendulum	振り子
penetrate	浸透する
penetrating	浸透する
penetration	浸透
penguin	ペンギン
penicillin	ペニシリン
penile	陰茎
peninsula	半島
penis	陰茎
penitent	礼儀正しい
penitentiary	刑務所
penmanship	習字
pennant	ペナント
penniless	無駄
penny	ペニー
pension	年金
pensioner	年金受給者
pensive	控えめな
pentagon	五角形
pentagram	五芒星
penthouse	ペントハウス
penultimate	最後から二番目の
people	人
peopled	熟した
pep	ペプ
pepper	コショウ
peppermint	ペパーミント
pepperoni	ペパロニ
peppy	ピープル
peptic	消化器系
peptide	ペプチド
perceive	知覚する
percent	パーセント
percentage	パーセンテージ
percentile	パーセンタイル
perceptible	知覚可能な
perception	知覚
perceptive	知覚的な
perch	パーチ
perchance	放影研
percolation	パーコレーション
percussion	パーカッション
perdition	堕落
peremptory	寛容
perennial	多年生
perfect	完璧な
perfection	完璧
perfectionist	完璧主義者
perfecto	NO TRANSLATION
perforated	穿孔された
perforation	ミシン目
perforce	パーフォース
perform	実行する
performance	パフォーマンス
performer	出演者
perfume	香水
perfumed	香ばしい
peri	ペリ
peridot	ペリドット
peril	危険
perilous	危険な
perimeter	周囲
period	期間
periodic	定期的な
periodical	定期的
periodically	定期的に
periodicity	周期性
peripheral	周辺
periphery	周辺
periscope	潜望鏡
perish	滅びる
perishable	腐りやすい
perished	死んだ
perishing	滅びる
perjury	偽証
perk	特典
perky	ふさわしい
perm	パーマ
permanence	永続
permanent	永久的な
permeable	透過性の
permeate	透過した
permeation	浸透
permissible	許される
permission	許可
permissive	許容的
permit	許可
permitted	許可された
permitting	許可する
permutation	順列
pernicious	悪性
peroxide	過酸化物
perpendicular	垂直
perpetrate	犯す
perpetrator	加害者
perpetual	永遠の
perpetually	永久に
perpetuate	永続する
perpetuation	永続化
perpetuity	永久
perplexed	困惑
perplexing	困惑
perplexity	困惑
persecute	迫害
persecution	迫害
perseverance	忍耐力
persevere	辛抱強く
persist	持続する
persistence	永続性
persistent	永続的な
persisting	持続する
person	人
persona	NO TRANSLATION
personable	個人的な
personage	人物
personal	個人的
personality	人
personification	擬人
personnel	人員
persons	人
perspective	視点
perspiration	汗
persuade	説得する
persuasion	説得
persuasive	説得力のある
pert	ペット
pertinent	関連する
perturbation	摂動
pertussis	百日咳
perusal	閲覧
peruse	熟読
pervading	広がる
perverse	勘違いする
perversion	倒錯
pervert	変態
perverted	堕ちた
pesky	厄介な
pessimism	悲観主義
pessimist	悲観主義者
pessimistic	悲観的な
pest	害虫
pester	嫌う
pestilence	疫病
pestle	乳棒
pesto	ペスト
pet	ペット
petal	花弁
petite	小柄な
petition	請願
petitioner	請願者
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	石化した
petrify	石化
petrol	ガソリン
petroleum	石油
petticoat	ペチコート
petting	ペッティング
petty	些細な
petulant	腐った
petunia	ペチュニア
pew	ピュー
pewter	ピューター
peyote	NO TRANSLATION
phalanx	指環
phantom	ファントム
pharaoh	ファラオ
pharmaceutical	医薬品
pharmacist	薬剤師
pharmacology	薬理学
pharmacy	薬局
phase	段階
pheasant	キジ
phenomenal	驚異的
phenomenon	現象
pheromone	フェロモン
phew	ピュー
phi	Φ
philanthropic	慈善事業
philanthropist	慈善事業者
philanthropy	慈善事業
philistine	フィリスティン
philosopher	哲学者
philosophic	哲学
philosophical	哲学的
philosophy	哲学
phlegm	痰
pho	フォ
phobia	恐怖症
phoenix	フェニックス
phone	電話
phonetic	発音
phonetics	音韻
phonics	フォニックス
phonograph	蓄音機
phonology	音韻論
phony	偽物
phooey	プーイー
phosphate	リン酸塩
phosphor	リン
phosphorus	リン
photo	写真
photogenic	フォトジェニック
photograph	写真
photographer	写真家
photographic	写真
photography	写真
photometry	測光
photon	光子
phrase	フレーズ
phraseology	語句
phylogeny	系統発生
physical	物理的
physical therapist	理学療法士
physician	医師
physicist	物理学者
physics	物理
physiological	生理学的
physiology	生理
physique	体格
pi	パイ
pianist	ピアニスト
piano	ピアノ
piazza	広場
piccolo	NO TRANSLATION
pick	ピック
picked	選んだ
picker	ピッカー
picket	ピケット
picketing	ピケッティング
pickle	ピクルス
pickled	ピクルス
pickpocket	ピックポケット
pickup	拾う
picky	厄介な
picnic	ピクニック
pictorial	絵画
picture	画像
pictures	ピクチャー
picturesque	美しい
pie	パイ
piece	ピース
piecemeal	断片的な
pieceofshit	ピースフット
pied	怒った
pier	桟橋
pierce	穿孔する
piety	信心深い
pig	豚
pigeon	鳩
piggy	ピギー
piggyback	ピギーバック
pigheaded	豚頭
piglet	子豚
pigment	顔料
pigskin	豚皮
pigsty	豚肉
pike	パイク
pile	パイル
piles	杭
pileup	パイルアップ
pilgrim	巡礼者
pilgrimage	巡礼
pill	ピル
pillage	略奪
pillar	柱
pillbox	ピルボックス
pillow	枕
pillowcase	枕カバー
pilot	パイロット
pimp	ポン引き
pimple	にきび
pin	ピン
pinball	ピンボール
pinch	ピンチ
pinching	つまむ
pine	パイン
pineapple	パイナップル
ping	ピング
pinhead	ピンヘッド
pinhole	ピンホール
pinion	ピニオン
pink	ピンク
pinkie	ピンキー
pinnacle	頂点
pinot	ピノット
pinpoint	ピンポイント
pint	パイント
pinto	ピント
pinup	ピンナップ
pioneer	パイオニア
pious	信心深い
pip	ピップ
pipe	パイプ
piped	パイプされた
pipeline	パイプライン
piper	パイパー
pipette	ピペット
piping	配管
pipsqueak	ピップキック
pique	ピケ
piracy	海賊行為
piranha	ピラニア
pirate	海賊
piscina	NO TRANSLATION
piss	小便
pissed	怒った
pissedoff	腹を立てて
pisser	NO TRANSLATION
pissesmeoff	怒っている
pissingmeoff	ピッシング・ミーオフ
pissoff	ピソフ
pistachio	ピスタチオ
pistol	ピストル
piston	ピストン
pit	ピット
pita	ピタ
pitch	ピッチ
pitcher	ピッチャー
pitchfork	ピッチフォーク
pitfall	落とし穴
pith	髄
pithy	哀れな
pitiful	哀れな
pitted	ピットした
pitter	ピッタ
pituitary	下垂体
pity	残念
pivot	ピボット
pivotal	重要な
pix	pix
pixie	ピクシー
pizza	ピザ
pizzazz	ピッツァーズ
pizzeria	ピッツェリア
placard	プラカード
place	場所
placebo	プラセボ
placement	配置
placenta	胎盤
placid	穏やかな
placket	飾り付け
plagiarism	盗作
plague	ペスト
plaid	格子縞の
plain	プレーン
plainclothes	私服
plaintiff	原告
plaintive	素朴な
plan	計画
plane	飛行機
planes	飛行機
planet	惑星
planetarium	プラネタリウム
planetary	遊星の
planets	惑星
plank	板
plankton	プランクトン
planned	計画された
planner	プランナー
planning	プランニング
plant	工場
plantation	プランテーション
planter	プランター
planting	植付
plaque	プラーク
plasma	プラズマ
plaster	石膏
plastic	プラスチック
plasticity	可塑性
plat	広場
plate	プレート
plateau	高原
plated	めっきされた
platform	プラットフォーム
plating	メッキ
platinum	白金
platonic	プラトニック
platoon	小隊
platter	プラッター
plaudit	NO TRANSLATION
plausibility	妥当性
plausible	もっともらしい
play	遊びます
playa	プラヤ
playback	再生
playbook	プレイブック
playboy	プレイボーイ
player	プレーヤー
playful	遊び心のある
playground	遊び場
playhouse	劇場
playmate	プレイメイト
playoff	プレーオフ
playpen	遊び場
playroom	プレイルーム
plaything	おもちゃ
playtime	遊びの時間
playwright	劇作家
plaza	プラザ
plea	嘆願
plead	訴える
pleasant	楽しい
pleased	喜んだ
pleasing	楽しむ
pleasurable	楽しい
pleasure	喜び
pleasures	快楽
pleat	プリーツ
pleated	プリーツ
pledge	約束
pledged	約束
plenary	プレナリー
plentiful	豊富
plenty	たくさん
plenum	プレナム
plethora	過多
plexus	叢
pliable	柔軟な
plication	襞
pliers	ペンチ
plight	窮地
plinth	台座
plodding	プロッディング
plop	腰掛け
plot	プロット
plough	鋤
ploughed	耕された
plover	千鳥
plow	鋤
plowed	耕された
plowing	耕うん
ploy	賭け
pluck	摘む
plucky	厄介な
plug	プラグ
plum	梅
plumage	羽毛
plumb	鉛直
plumber	配管
plumbing	配管
plume	プルーム
plummet	激しい
plump	ふっくら
plumper	ふかふか
plunder	略奪
plunge	飛び込む
plunger	プランジャ
plural	複数
plurality	複数
plush	ぬいぐるみ
plutonium	プルトニウム
ply	プライ
plywood	合板
pneumatic	空気圧の
pneumonia	肺炎
poacher	密かな
poachers	密猟者
poaching	密猟
pocket	ポケット
pocketbook	手帳
pocketful	小人
pod	NO TRANSLATION
podium	表彰台
poem	詩
poems	詩
poet	詩人
poetic	詩的な
poetical	詩的な
poetics	詩
poetry	詩
pogo	ポゴ
poignant	鋭い
point	ポイント
pointedly	尖った
pointer	ポインタ
pointless	無意味な
pointy	尖った
poise	ポイズン
poison	毒
poisoned	中毒
poisoning	中毒
poisonous	有毒
poke	ポーク
poker	ポーカー
pokes	ポークス
polar	極地
polarity	極性
pole	ポール
polemic	論争
police	警察
police officer	警察官
policeman	警官
policewoman	警察官
policy	ポリシー
polio	ポリオ
polish	研磨
polished	磨かれた
polite	丁寧
politeness	礼儀
politic	政治
political	政治的
politician	政治家
politics	政治
polity	政治
polka	ポルカ
poll	投票
pollen	花粉
