Word	kn
naturally	ನೈಸರ್ಗಿಕವಾಗಿ
nature	ಪ್ರಕೃತಿ
naught	ಇಲ್ಲ
naughty	ನಾಟಿ
nausea	ವಾಕರಿಕೆ
nauseate	ವಾಕರಿಕೆ
nauseating	ವಾಕರಿಕೆ
nauseous	ವಾಕರಿಕೆ
nautical	ನಾವಿಕ
nautilus	ನಾಟಿಲಸ್
naval	ನೌಕಾ
nave	ನೇವ್
navel	ಹೊಕ್ಕುಳ
navigable	ಸಂಚರಿಸಬಹುದಾದ
navigate	ನ್ಯಾವಿಗೇಟ್ ಮಾಡಿ
navigation	ಸಂಚರಣೆ
navigational	ಸಮುದ್ರಯಾನ
navigator	ನ್ಯಾವಿಗೇಟರ್
navy	ನೌಕಾಪಡೆ
nay	NO TRANSLATION
nearsighted	ಸಮೀಪದಲ್ಲಿದೆ
neat	ಅಚ್ಚುಕಟ್ಟಾಗಿ
neatly	ಅಂದವಾಗಿ
nebula	ನೀಹಾರಿಕೆ
nebulae	ನೀಹಾರಿಕೆ
nebulous	ನಯವಾದ
necessarily	ಅಗತ್ಯವಾಗಿ
necessary	ಅಗತ್ಯ
necessitate	ಅಗತ್ಯ
necessities	ಅವಶ್ಯಕತೆಗಳು
necessity	ಅಗತ್ಯತೆ
neck	ಕುತ್ತಿಗೆ
necklace	ಹಾರ
necktie	ನೆಕ್ಟೈ
necromancer	ಪ್ರೇತಶಾಸ್ತ್ರಜ್ಞ
necrosis	ನೆಕ್ರೋಸಿಸ್
nectar	ಮಕರಂದ
need	ಅಗತ್ಯ
needalife	NO TRANSLATION
needed	ಅಗತ್ಯವಿದೆ
needful	ಅಗತ್ಯ
needit	NO TRANSLATION
needle	ಸೂಜಿ
needlepoint	ಅಗತ್ಯತೆ
needles	ಸೂಜಿಗಳು
needless	ಅನಗತ್ಯ
needtoknow	ಅವಶ್ಯಕತೆಯಿಲ್ಲ
needtorelax	NO TRANSLATION
needy	ಅಗತ್ಯವಿರುವವರು
nefarious	ಅಲೌಕಿಕ
negation	ನಿರಾಕರಣೆ
negative	ಋಣಾತ್ಮಕ
negativity	ಋಣಾತ್ಮಕತೆ
neglect	ನಿರ್ಲಕ್ಷ್ಯ
neglected	ನಿರ್ಲಕ್ಷ್ಯ
neglecting	ನಿರ್ಲಕ್ಷ್ಯ
negligee	ನಿರ್ಲಕ್ಷ್ಯ
negligence	ನಿರ್ಲಕ್ಷ್ಯ
negligent	ನಿರ್ಲಕ್ಷ್ಯ
negligently	NO TRANSLATION
negligible	ನಗಣ್ಯ
negotiable	ನೆಗೋಶಬಲ್
negotiate	ಮಾತುಕತೆ
negotiation	ಸಮಾಲೋಚನೆ
negotiator	ಸಮಾಲೋಚಕ
negro	ನೀಗ್ರೋ
neigh	neigh
neighbor	ನೆರೆಯವರು
neighborhood	ನೆರೆಹೊರೆ
neighboring	ನೆರೆಯ
nemesis	ನೆಮೆಸಿಸ್
neon	ನಿಯಾನ್
neonatal	ನವಜಾತ
neophyte	ನಿಯೋಫೈಟ್
neoprene	ನಿಯೋಪ್ರೆನ್
nephew	ಸೋದರಳಿಯ
nepotism	ಸ್ವಜನಪಕ್ಷಪಾತ
nerd	ನೆರ್ಡ್
nerdy	ದಡ್ಡತನದ
nerve	ನರ
nerves	ನರಗಳು
nervous	ನರ
nervousness	ಹೆದರಿಕೆ
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ನೆಸ್
nest	ಗೂಡು
nestle	ನೆಸ್ಲೆ
nestling	ನೆಸ್ಲಿಂಗ್
net	ನಿವ್ವಳ
nether	ಕೆಳಗೆ
netting	ನಿಂತಿರುವುದು
nettle	ಗಿಡ
network	ನೆಟ್ವರ್ಕ್
networking	ನೆಟ್ವರ್ಕಿಂಗ್
neural	ನರ
neuralgia	ನರಶೂಲೆ
neurological	ನರವೈಜ್ಞಾನಿಕ
neurologist	ನರವಿಜ್ಞಾನಿ
neurology	ನರಶಾಸ್ತ್ರ
neurosis	ನರರೋಗ
neurosurgeon	ನರಶಸ್ತ್ರಚಿಕಿತ್ಸಕ
neurosurgery	ನರಶಸ್ತ್ರಚಿಕಿತ್ಸೆ
neurotic	ನರರೋಗ
neuter	ನಪುಂಸಕ
neutral	ತಟಸ್ಥ
neutrality	ತಟಸ್ಥತೆ
neutralize	ತಟಸ್ಥಗೊಳಿಸು
neutron	ನ್ಯೂಟ್ರಾನ್
new	ಹೊಸದು
new age	ಹೊಸ ವಯಸ್ಸು
newbeginnings	NO TRANSLATION
newborn	ನವಜಾತ
newcomer	ಹೊಸಬ
newday	ಹೊಸ ದಿನ
newfound	ಹೊಸದಾಗಿ
newjob	NO TRANSLATION
newlife	ಹೊಸ ಜೀವನ
newly	ಹೊಸದಾಗಿ
newlywed	ಹೊಸದಾಗಿ
newme	ಹೊಸತು
newness	ಹೊಸತನ
news	ಸುದ್ದಿ
newscast	ಸುದ್ದಿ ಪ್ರಸಾರ
newscaster	ನ್ಯೂಸ್ಕಾಸ್ಟರ್
newsflash	ಸುದ್ದಿ ಫ್ಲಶ್
newsletter	ಸುದ್ದಿಪತ್ರ
newsman	ಸುದ್ದಿಗಾರ
newspaper	ಪತ್ರಿಕೆ
newspaperman	ನ್ಯೂಸ್ಪ್ಯಾಪ್ಮ್ಯಾನ್
newsreel	ನ್ಯೂಸ್ರೀಲ್
newsroom	ಸುದ್ದಿ ಕೊಠಡಿ
newsstand	ನ್ಯೂಸ್ಸ್ಟ್ಯಾಂಡ್
newstart	ಹೊಸ ಪ್ರಾರಂಭ
newt	ಹೊಸತು
newyear	NO TRANSLATION
nexus	ನೆಕ್ಸಸ್
nib	ನಿಬ್
nibble	ನಬ್ಬಲ್
nice	ಒಳ್ಳೆಯದು
niche	ಗೂಡು
nichts	NO TRANSLATION
nick	ನಿಕ್
nickel	ನಿಕಲ್
nickname	ಅಡ್ಡಹೆಸರು
nicotine	ನಿಕೋಟಿನ್
niece	ಸೋದರ ಸೊಸೆ
nifty	ನಿಫ್ಟಿ
nigger	ನಿಗರ್
nigh	ಹತ್ತಿರ
night	ರಾತ್ರಿ
nightcap	ನೈಟ್ಕ್ಯಾಪ್
nightclub	ರಾತ್ರಿ ಕೂಟ
nightfall	ರಾತ್ರಿ
nightgown	nightgown
nightie	nightie
nightingale	ನೈಟಿಂಗೇಲ್
nightlife	ರಾತ್ರಿಜೀವನ
nightly	ರಾತ್ರಿಯ
nightmare	ದುಃಸ್ವಪ್ನ
nightmares	ದುಃಸ್ವಪ್ನ
nightstand	nightstand
nightstick	ರಾತ್ರಿಯಲ್ಲಿ
nighttime	ರಾತ್ರಿಯ ಸಮಯ
nihilism	ನಿರಾಕರಣವಾದ
nil	ನೀಲ್
nimble	ವೇಗವುಳ್ಳ
nimrod	ನಿಮ್ರೋಡ್
nincompoop	ನಿಂಕೊಂಪೂಪ್
nine	ಒಂಬತ್ತು
nineteen	ಹತ್ತೊಂಬತ್ತು
ninety	ತೊಂಬತ್ತು
ninja	ನಿಂಜಾ
ninny	ನಿನ್ನಿ
nintendo	ನಿಂಟೆಂಡೊ
ninth	ಒಂಬತ್ತನೇ
nip	ನಿಪ್
nipper	ನಿಪರ್
nipple	ತೊಟ್ಟುಗಳ
nippy	ನಿಪ್ಪಿ
nitrate	ನೈಟ್ರೇಟ್
nitro	ನೈಟ್ರೋ
nitrogen	ಸಾರಜನಕ
nitrous	ನೈಟ್ರಸ್
nitwit	ನಿಟ್ವಿಟ್
nix	ನಿಕ್ಸ್
no anticipation	ಯಾವುದೇ ನಿರೀಕ್ಷೆಯಿಲ್ಲ
no disgust	ಯಾವುದೇ ಅಸಹ್ಯವಿಲ್ಲ
no emotion	ಭಾವನೆ ಇಲ್ಲ
no sentiment	ಯಾವುದೇ ಭಾವನೆ ಇಲ್ಲ
no surprise	ಅಚ್ಚರಿಯಿಲ್ಲ
no trust	ನಂಬಿಕೆ ಇಲ್ಲ
nobility	ಉದಾತ್ತತೆ
noble	ಉದಾತ್ತ
nobleman	ಉದಾತ್ತ ವ್ಯಕ್ತಿ
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	ರಾತ್ರಿಯ
nod	ಮೆಚ್ಚುಗೆ
nodding	ತಲೆದೂಗುವಿಕೆ
node	ನೋಡ್
nodular	ನೋಡ್ಯುಲರ್
nodule	ತೊಗಟೆ
noggin	ನಗ್ಜಿನ್
nohope	NO TRANSLATION
noir	ನಾಯಿರ್
noise	ಶಬ್ದ
noisy	ಗದ್ದಲದ
nomad	ಅಲೆಮಾರಿ
nomadic	ಅಲೆಮಾರಿ
nomenclature	ನಾಮಕರಣ
nominal	ಅತ್ಯಲ್ಪ
nominate	ನಾಮನಿರ್ದೇಶನ
nomination	ನಾಮನಿರ್ದೇಶನ
nominee	ನಾಮಿನಿ
nonce	ಇಲ್ಲವೆ
nonchalant	ಅನಧಿಕೃತ
noncompliance	ಅನುವರ್ತನೆ
nondescript	ನಾನ್ಸ್ಕ್ರಿಪ್ಟ್
nonexistent	ಅಸ್ತಿತ್ವದಲ್ಲಿಲ್ಲ
nonfat	ನಾನ್ಫ್ಯಾಟ್
nonfiction	ಕಾಲ್ಪನಿಕತೆ
nonpayment	ನಾನ್ಪಾಯಿಂಟ್
nonresident	ಅನಿವಾಸಿ
nonsense	ಅಸಂಬದ್ಧ
nonsensical	ಅಸಂಬದ್ಧ
nonviolent	ಅಹಿಂಸಾತ್ಮಕ
noob	noob
noodle	ನೂಡಲ್
nook	ಮೂಗು
noon	ಮಧ್ಯಾಹ್ನ
noose	ಶಬ್ದ
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	ಗೌರವ
normal	ಸಾಮಾನ್ಯ
normalcy	ಸಾಮಾನ್ಯತೆ
normality	ಸಾಮಾನ್ಯತೆ
north	ಉತ್ತರ
northbound	ಉತ್ತರಬಿಂದು
northeast	ಈಶಾನ್ಯ
northern	ಉತ್ತರ
northwest	ವಾಯುವ್ಯ
northwestern	ವಾಯುವ್ಯ
noschool	NO TRANSLATION
nose	ಮೂಗು
nosebleed	ಮೂಗುಬಣ್ಣದ
nosey	ಮೂಗು
nosnow	ನಾಸ್ನೊ
nostalgia	ಗೃಹವಿರಹ
nostalgic	ಗೃಹವಿರಹ
nostress	NO TRANSLATION
nostril	ಮೂಗಿನ ಹೊಳ್ಳೆ
nosun	NO TRANSLATION
nosy	ಮೂಗು
not negative	ಋಣಾತ್ಮಕ ಅಲ್ಲ
not positive	ಧನಾತ್ಮಕವಾಗಿಲ್ಲ
notable	ಗಮನಾರ್ಹ
notables	ಗಮನಾರ್ಹ ವ್ಯಕ್ತಿಗಳು
notably	ಗಮನಾರ್ಹವಾಗಿ
notamorningperson	NO TRANSLATION
notary	ನೋಟರಿ
notation	ಸಂಕೇತನ
notch	ನಾಚ್
notched	ಗಮನಿಸಿದರು
note	ಸೂಚನೆ
notebook	ನೋಟ್ಬುಕ್
noted	ಗಮನಿಸಲಾಗಿದೆ
noteworthy	ಗಮನಾರ್ಹವಾಗಿದೆ
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	ಏನೂ ಇಲ್ಲ
notice	ಸೂಚನೆ
noticeable	ಗಮನಿಸಬಹುದಾಗಿದೆ
notification	ಅಧಿಸೂಚನೆ
notify	ಸೂಚಿಸಿ
notion	ಕಲ್ಪನೆ
notional	ನಾಮಾಂಕಿತ
notoriety	ಕುಖ್ಯಾತಿ
notorious	ಕುಖ್ಯಾತ
notready	ಸಿದ್ಧವಾಗಿಲ್ಲ
notwithstanding	ಆದಾಗ್ಯೂ
nought	ಇಲ್ಲ
noun	ನಾಮಪದ
nourish	ಪೋಷಿಸು
nourishment	ಪೋಷಣೆ
nouveau	NO TRANSLATION
novel	ಕಾದಂಬರಿ
novelist	ಕಾದಂಬರಿಕಾರ
novelty	ನವೀನತೆ
novice	ಅನನುಭವಿ
nowadays	ಈ ದಿನಗಳಲ್ಲಿ
nowork	ಕೆಲಸವಿಲ್ಲ
noworries	ಈಗಲೂ
noxious	ಅನಾರೋಗ್ಯಕರ
nozzle	ಕೊಳವೆ
nuance	ಸೂಕ್ಷ್ಮ ವ್ಯತ್ಯಾಸ
nuances	ಸೂಕ್ಷ್ಮ ವ್ಯತ್ಯಾಸಗಳು
nuclear	ಪರಮಾಣು
nucleus	ನ್ಯೂಕ್ಲಿಯಸ್
nude	ನಗ್ನ
nudge	ತಳ್ಳು
nudie	ನುಡಿ
nudist	ನಗ್ನವಾದಿ
nudity	ನಗ್ನತೆ
nugget	ಒರಟು
nuisance	ಉಪದ್ರವ
nuke	ಅಣುಬಾಂಬು
nul	NO TRANSLATION
null	ಶೂನ್ಯ
nullify	ಶೂನ್ಯಗೊಳಿಸು
numb	ನಿಶ್ಚೇಷ್ಟಿತ
number	ಸಂಖ್ಯೆ
numbering	ಸಂಖ್ಯೆ
numbers	ಸಂಖ್ಯೆಗಳು
numbness	ಮರಗಟ್ಟುವಿಕೆ
numbskull	numbskull
numeral	ಸಂಖ್ಯೆ
numerator	ಅಂಶ
numerical	ಸಂಖ್ಯಾತ್ಮಕ
numerically	ಸಂಖ್ಯಾತ್ಮಕವಾಗಿ
numerous	ಹಲವಾರು
nun	NO TRANSLATION
nunchucks	ನನ್ಚುಕ್ಸ್
nunnery	ನನ್ನಾರಿ
nuptials	nuptials
nurse	ನರ್ಸ್
nursemaid	ಶುಶ್ರೂಷಕ
nursery	ನರ್ಸರಿ
nursing	ಶುಶ್ರೂಷೆ
nurture	ಆರೈಕೆ
nut	ಅಡಿಕೆ
nutcase	ಕಾಯಿಲೆ
nutcracker	ನಟ್ಕ್ರಾಕರ್
nuthouse	ನಥ್ ಹೌಸ್
nutmeg	ಜಾಯಿಕಾಯಿ
nutrition	ಪೋಷಣೆ
nutritional	ಪೌಷ್ಟಿಕಾಂಶದ
nutritious	ಪೌಷ್ಟಿಕ
nutritive	ಪೌಷ್ಟಿಕಾಂಶ
nuts	ಬೀಜಗಳು
nutshell	ಸಂಕ್ಷಿಪ್ತವಾಗಿ
nutty	ಉದ್ಗಾರ
nylon	ನೈಲಾನ್
nylong	NO TRANSLATION
nylons	ನೈಲಾನ್ಗಳು
nymph	ಅಪ್ಸರೆ
nymphomaniac	ನಿಮ್ಫೊಮ್ಯಾನಿಯಾಕ್
oaf	ಓಫ್
oak	ಓಕ್
oar	ಓರ್
oasis	ಓಯಸಿಸ್
oat	ಓಟ್
oath	ಪ್ರಮಾಣ ವಚನ
oatmeal	ಓಟ್ಮೀಲ್
obedience	ವಿಧೇಯತೆ
obedient	ವಿಧೇಯ
obediently	ವಿಧೇಯನಾಗಿ
obelisk	ಒಬೆಲಿಸ್ಕ್
obese	ಬೊಜ್ಜು
obesity	ಸ್ಥೂಲಕಾಯತೆ
obey	ಪಾಲಿಸಬೇಕೆಂದು
obi	ಓಬಿ
obit	ಬದ್ಧತೆ
obituary	ಸಂತಾಪ
object	ವಸ್ತು
objection	ಆಕ್ಷೇಪಣೆ
objectionable	ಆಕ್ಷೇಪಾರ್ಹ
objective	ಉದ್ದೇಶ
objectivity	ವಸ್ತುನಿಷ್ಠತೆ
obligation	ಬಾಧ್ಯತೆ
obligatory	ಕಡ್ಡಾಯ
oblige	ನಿರ್ಬಂಧಿಸು
obliged	ಕಡ್ಡಾಯವಾಗಿ
obliging	ಕಡ್ಡಾಯ
obligor	ಕಡ್ಡಾಯ
oblique	ಓರೆಯಾದ
obliterate	ತೊಡೆದುಹಾಕು
obliterated	ತೊಡೆದುಹಾಕುವುದು
obliteration	ತೊಡೆದುಹಾಕುವುದು
oblivion	ಮರೆವು
oblivious	ಮರೆತುಹೋಗು
oblong	ಓರೆಯಾದ
obnoxious	ಜುಗುಪ್ಸೆ
oboe	ಓಬೋ
obscene	ಅಶ್ಲೀಲ
obscenity	ಅಶ್ಲೀಲತೆ
obscure	ಅಸ್ಪಷ್ಟ
obscured	ಅಸ್ಪಷ್ಟವಾಗಿದೆ
obscurity	ಅಸ್ಪಷ್ಟತೆ
observance	ಅನುಸರಿಸು
observant	ಅನುಸರಿಸುವವರು
observation	ವೀಕ್ಷಣೆ
observatory	ವೀಕ್ಷಣಾಲಯ
observe	ಗಮನಿಸಿ
observer	ವೀಕ್ಷಕ
observing	ಗಮನಿಸುವುದು
obsess	ಗೀಳು
obsessed	ಗೀಳಿನ
obsessing	obsessing
obsession	ಗೀಳು
obsessive	ಗೀಳು
obsolescence	ಅಯೋಗ್ಯತೆ
obsolete	ಬಳಕೆಯಲ್ಲಿಲ್ಲದ
obstacle	ಅಡಚಣೆ
obstetrician	ಪ್ರಸೂತಿಶಾಸ್ತ್ರಜ್ಞ
obstetrics	ಪ್ರಸೂತಿ
obstinate	ಹಠಾತ್
obstruct	ತಡೆಯೊಡ್ಡಿರಿ
obstruction	ಅಡಚಣೆ
obstructive	ಪ್ರತಿರೋಧಕ
obtain	ಪಡೆಯಲು
obtainable	ಪಡೆಯಬಹುದು
obtuse	ಚೂಪಾದ
obverse	ಪ್ರತಿರೋಧಕ
obvious	ಸ್ಪಷ್ಟ
ocarina	ಓಕರೀನಾ
occasion	ಸಂದರ್ಭ
occasional	ಸಾಂದರ್ಭಿಕವಾಗಿ
occasionally	ಕೆಲವೊಮ್ಮೆ
occipital	ಆಕ್ಸಿಪಟಲ್
occlusion	ಮುಚ್ಚುವಿಕೆ
occult	ನಿಗೂಢ
occupancy	ವಾಸಯೋಗ್ಯತೆ
occupant	ನಿವಾಸಿ
occupation	ಉದ್ಯೋಗ
occupational	ಔದ್ಯೋಗಿಕ
occupied	ಆಕ್ರಮಿತ
occupier	ಆಕ್ರಮಿತ
occupy	ಆಕ್ರಮಿಸು
occupying	ಆಕ್ರಮಿಸಿಕೊಂಡಿದೆ
occur	ಸಂಭವಿಸುತ್ತದೆ
occurrence	ಸಂಭವ
ocd	ಒಸಿಡಿ
ocean	ಸಾಗರ
oceanic	ಸಾಗರ
octagon	ಆಕ್ಟಾಗನ್
octave	ಆಕ್ಟೇವ್
octopus	ಆಕ್ಟೋಪಸ್
ocular	ಆಕ್ಯುಲರ್
odd	ಬೆಸ
oddball	ವಿಲಕ್ಷಣವಾದ
oddity	ವಿಚಿತ್ರತೆ
odds	ಆಡ್ಸ್
ode	ಓಡ್
odious	ಕೆಟ್ಟದಾಗಿದೆ
odometer	ಓಡೋಮೀಟರ್
odor	ವಾಸನೆ
odyssey	ಒಡಿಸ್ಸಿ
oedipal	ಓಡಿಪಾಲ್
oestrogen	ಈಸ್ಟ್ರೊಜೆನ್
oeuvre	NO TRANSLATION
offal	ಕ್ಷೀಣಿಸು
offence	ಅಪರಾಧ
offend	ಅಪರಾಧ
offended	ಮನನೊಂದಿದ್ದರು
offender	ಅಪರಾಧಿ
offense	ಅಪರಾಧ
offensive	ಆಕ್ರಮಣಕಾರಿ
offer	ಆಫರ್
offered	ನೀಡಿತು
offering	ಅರ್ಪಣೆ
offhand	ದೂರವಿರು
office	ಕಚೇರಿ
officer	ಅಧಿಕಾರಿ
offices	ಕಚೇರಿಗಳು
official	ಅಧಿಕೃತ
officiate	ಅಧಿಕೃತ
offing	ಬಿಟ್ಟುಬಿಡುವುದು
offload	ಆಫ್ಲೋಡ್
offset	ಆಫ್ಸೆಟ್
offshoot	ಉಪಶಾಖೆ
offshore	ಕಡಲಾಚೆಯ
offside	ಆಫ್ಸೈಡ್
offspring	ಸಂತತಿ
oft	ಹಲವು
oftentimes	ಹಲವು ಬಾರಿ
ogre	ಓರೆ
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	ಓನೋ
ohshit	NO TRANSLATION
oil	ತೈಲ
oils	ತೈಲಗಳು
oily	ಎಣ್ಣೆಯುಕ್ತ
oink	ಓಂಕ್
ointment	ಮುಲಾಮು
okra	ಒಕ್ರಾ
old	ಹಳೆಯದು
olden	ಹಳೆಯದು
older	ಹಳೆಯದು
oldie	ವಯಸ್ಸಾದವರು
oldies	ವೃದ್ಧರು
olfactory	ಘನವಸ್ತು
oligarchy	ಸರ್ವಾಧಿಕಾರ
olive	ಆಲಿವ್
omega	ಒಮೆಗಾ
omelet	omelet
omen	ಶಕುನ
omgomgomg	NO TRANSLATION
ominous	ಅಶುಭ
omission	ಬಿಟ್ಟುಬಿಡುವುದು
omit	ಬಿಟ್ಟುಬಿಡಿ
omitted	ಬಿಟ್ಟುಬಿಡಲಾಗಿದೆ
omnibus	omnibus
omnipotence	ಸರ್ವಶ್ರೇಷ್ಠತೆ
omnipotent	ಸರ್ವಶ್ರೇಷ್ಠ
omnipresent	ಸರ್ವವ್ಯಾಪಿ
omniscient	ಸರ್ವಜ್ಞ
onboard	ಬೋರ್ಡ್
oncologist	ಆನ್ಕೊಲೊಜಿಸ್ಟ್
oncology	ಆಂಕೊಲಾಜಿ
oncoming	ಮುಂದುಗಡೆಯಿಂದ
one	ಒಂದು
oneday	NO TRANSLATION
onedge	ಅಂಚಿನಲ್ಲಿ
onelove	ಒನೆಲೋವ್
oneness	ಏಕತೆ
onerous	ಭಾರವಾದ
oneself	ಒಬ್ಬನೇ
ongoing	ನಡೆಯುತ್ತಿದೆ
onion	ಈರುಳ್ಳಿ
onset	ಆಕ್ರಮಣ
onslaught	ಹಲ್ಲೆ
onstage	ವೇದಿಕೆ ಮೇಲೆ
ontology	ಸಿದ್ಧಾಂತ
onus	ಒನಸ್
onward	ನಂತರ
onyx	ಓನಿಕ್ಸ್
oodles	ಒಡೆಲ್ಗಳು
oomph	ಓಂಫ್
ooze	ಸ್ರವಿಸು
oozing	ಹೊಯ್ದಾಡುವಿಕೆ
op	ಆಪ್
opacity	ಅಪಾರದರ್ಶಕತೆ
opal	ಓಪಲ್
opaque	ಅಪಾರದರ್ಶಕ
ope	ಓಪೆ
open	ತೆರೆಯಿರಿ
opener	ಆರಂಭಿಕ
opening	ತೆರೆಯುವುದು
openly	ಬಹಿರಂಗವಾಗಿ
openness	ಮುಕ್ತತೆ
opera	ಒಪೆರಾ
operate	ಕಾರ್ಯನಿರ್ವಹಿಸು
operatic	ಆಪರೇಟಿಕ್ಸ್
operation	ಕಾರ್ಯಾಚರಣೆ
operational	ಕಾರ್ಯಾಚರಣೆ
operations	ಕಾರ್ಯಾಚರಣೆ
operative	ಆಪರೇಟಿವ್
operator	ಆಯೋಜಕರು
ophthalmic	ನೇತ್ರವಿಜ್ಞಾನ
ophthalmologist	ನೇತ್ರಶಾಸ್ತ್ರಜ್ಞ
opiate	ಓಪಿಯೇಟ್
opinion	ಅಭಿಪ್ರಾಯ
opinionated	ಅಭಿಪ್ರಾಯಪಟ್ಟಿದ್ದಾರೆ
opium	ಅಫೀಮು
opponent	ಎದುರಾಳಿ
opportune	ಅನುಕೂಲಕರ
opportunism	ಅವಕಾಶವಾದಿ
opportunity	ಅವಕಾಶ
oppose	ವಿರೋಧಿಸು
opposed	ವಿರೋಧಿಸಿದರು
opposing	ಎದುರಾಳಿ
opposite	ವಿರುದ್ದ
opposites	ವಿರೋಧಗಳು
opposition	ವಿರೋಧ
oppress	ಪೀಡಿಸು
oppressed	ತುಳಿತಕ್ಕೊಳಗಾದವರು
oppression	ದಬ್ಬಾಳಿಕೆ
oppressive	ದುರ್ಭರ
oppressor	ದುಷ್ಕರ್ಮಿ
ops	ಆಪ್ಗಳು
opt	ಆಯ್ಕೆ
optic	ಆಪ್ಟಿಕ್
optical	ಆಪ್ಟಿಕಲ್
optics	ದೃಗ್ವಿಜ್ಞಾನ
optimism	ಆಶಾವಾದ
optimist	ಆಶಾವಾದಿ
optimistic	ಆಶಾವಾದಿ
optimum	ಗರಿಷ್ಟ
option	ಆಯ್ಕೆ
optional	ಐಚ್ಛಿಕ
optionally	ಐಚ್ಛಿಕವಾಗಿ
options	ಆಯ್ಕೆಗಳು
optometrist	ದೃಷ್ಟಿಮಾಪನಕಾರ
opulence	ಸಮೃದ್ಧತೆ
opulent	ಭವ್ಯವಾದ
opus	ಕೃತಿ
oracle	ಒರಾಕಲ್
oral	ಮೌಖಿಕ
orange	ಕಿತ್ತಳೆ ಬಣ್ಣದಲ್ಲಿರುತ್ತದೆ
orange juice	ಕಿತ್ತಳೆ ರಸ
orangutan	ಒರಾಂಗುಟನ್
oration	ಉಪನ್ಯಾಸ
orator	ಭಾಷಣಕಾರ
oratory	ಭಾಷಣ
orb	ಮಂಡಲ
orbit	ಕಕ್ಷೆ
orbital	ಕಕ್ಷೀಯ
orbiting	ಪರಿಭ್ರಮಿಸುವ
orbs	orbs
orc	orc
orchard	ಆರ್ಚರ್ಡ್
orchestra	ಆರ್ಕೆಸ್ಟ್ರಾ
orchid	ಆರ್ಕಿಡ್
ordained	ದೀಕ್ಷೆ ನೀಡಲಾಗಿದೆ
ordeal	ಅಗ್ನಿಪರೀಕ್ಷೆ
order	ಆದೇಶ
orderly	ಕ್ರಮಬದ್ಧವಾಗಿ
ordinance	ಆಜ್ಞೆ
ordinary	ಸಾಮಾನ್ಯ
ordination	ನಿಯೋಜನೆ
ordnance	ದೌರ್ಜನ್ಯ
ore	ಅದಿರು
oregano	ಓರೆಗಾನೊ
organ	ಅಂಗ
organic	ಸಾವಯವ
organism	ಜೀವಿ
organist	ಆರ್ಗನ್
organization	ಸಂಘಟನೆ
organize	ಸಂಘಟಿಸಿ
organized	ಆಯೋಜಿಸಲಾಗಿದೆ
organizer	ಸಂಘಟಕ
orgasm	ಪರಾಕಾಷ್ಠೆ
orgies	orgies
orgy	ನೊಣ
orient	ಓರಿಯಂಟ್
oriental	ಓರಿಯಂಟಲ್
orientation	ದೃಷ್ಟಿಕೋನ
orifice	ಕವಚ
origami	ಒರಿಗಮಿ
origin	ಮೂಲ
original	ಮೂಲ
originality	ಮೂಲತೆ
originate	ಹುಟ್ಟು
origination	ಹುಟ್ಟು
originator	ಜನಕ
ornament	ಆಭರಣ
ornamental	ಅಲಂಕಾರಿಕ
ornamentation	ಅಲಂಕರಣ
ornamented	ಅಲಂಕಾರಿಕ
ornate	ಅಲಂಕೃತ
ornery	ornery
orphan	ಅನಾಥ
orphanage	ಅನಾಥಾಶ್ರಮ
orphaned	ಅನಾಥ
orthodontist	orthodontist
orthodox	ಸಾಂಪ್ರದಾಯಿಕ
orthodoxy	ಸಾಂಪ್ರದಾಯಿಕತೆ
orthogonal	ಆರ್ಥೋಗೋನಲ್
orthopedic	ಮೂಳೆ ಚಿಕಿತ್ಸೆ
oscillate	ಆಸಿಲೇಟ್
oscillating	ಆಂದೋಲನ
oscillation	ಆಂದೋಲನ
oscillatory	ಆಂದೋಲನ
ostensible	ತೋರುವಿಕೆ
ostensibly	ಮೇಲ್ನೋಟಕ್ಕೆ
ostentatious	ಆಶ್ಚರ್ಯಕರ
ostracized	ಬಹಿಷ್ಕರಿಸಲಾಗಿದೆ
ostrich	ಆಸ್ಟ್ರಿಚ್
other	ಇತರ
otter	ಓಟರ್
otto	otto
ottoman	ಒಟ್ಟೊಮನ್
ought	ಬೇಡ
ounce	ಔನ್ಸ್
oust	ಹೊರಗಡೆ
outage	ನಿಲುಗಡೆ
outback	ಔಟ್ ಬ್ಯಾಕ್
outbid	ನಿಷೇಧಿಸಲಾಗಿದೆ
outboard	ಔಟ್ಬೋರ್ಡ್
outbreak	ಏಕಾಏಕಿ
outburst	ಪ್ರಕೋಪ
outcast	ಬಹಿಷ್ಕೃತ
outcome	ಫಲಿತಾಂಶ
outcry	ಪ್ರತಿಭಟನೆ
outdated	ಹಳೆಯದು
outdo	ಹೊರಹಾಕಲು
outdoor	ಹೊರಾಂಗಣ
outdoors	ಹೊರಾಂಗಣದಲ್ಲಿ
outer	ಹೊರ
outfit	ಸಜ್ಜು
outgoing	ಹೊರಹೋಗುವಿಕೆ
outgrow	ವೇಗವಾಗಿ ಬೆಳೆಯುವುದು
