Word	su
monologue	monolog
monopolist	monopolist
monopoly	monopoli
monotonous	monoton
monotony	monotony
monoxide	monoksida
monsieur	monsieur
monsoon	muson
monster	monster
monstrosity	monstrosity
monstrous	monstrous
montage	montage
monte	Monte
month	sasih
monthly	seu sasih
monument	tugu pangeling-eling
monumental	monumental
moo	moo
mooch	mooch
mood	suasana haté
moods	moods
moody	Moody
moon	bulan
moonbeam	moonbeam
moonlight	moonlight
moonlit	moonlit
moonshine	moonshine
moonstruck	moonstruck
moonwalk	moonwalk
moor	tempat nyangcang
moored	moored
mooring	mooring
moorings	moorings
moorland	moorland
moose	uncal
moot	moot
mooted	mooted
mop	pel
mope	mope
moped	moped
moral	moril
morale	moral
morality	moralitas
morals	moral
morass	morass
moratorium	moratorium
moray	moray
morbid	gending
morbidity	morbidity
morbidness	morbidness
mores	mores
morgue	morgue
moribund	moribund
morn	morn
morning	isuk
moron	boloho
moronic	moronic
morose	morose
morph	morf
morphine	morfin
morphism	morphism
morphology	morfologi
morrow	Morrow
morsel	morsel
mortal	fana
mortality	mortality
mortar	mortir
mortgage	hipotek
mortgagee	mortgagee
mortgagor	mortgagor
mortician	mortician
mortification	mortification
mortified	mortified
mortuary	kamar mayit
mosaic	mosaic
mosey	mosey
mosque	mesjid
mosquito	reungit
moss	lukut
mossy	mossy
mote	NO TRANSLATION
motel	motel
moth	renget
mother	indung
motherfucker	motherfucker
motherfucking	motherfucking
motherhood	keibuan
motherland	motherland
motherless	motherless
motherly	motherly
motif	motif
motion	gerakan
motionless	teu bagerak
motivate	nyurung
motivating	motivating
motivation	alesan
motivational	motivational
motive	alesan
motley	Motley
motor	motor
motorbike	motor
motorboat	motorboat
motorcade	motorcade
motorcar	motorcar
motorcycle	motor
motorist	nu numpakan kandaraan
motte	motte
mottled	Mottled
motto	motto
mould	kapang
mound	gundukan
mount	gunung
mountain	gunung
mountaineer	mountaineer
mountainous	pagunungan
mountains	gunung
mountaintop	mountaintop
mourn	milu sedih
mournful	mournful
mourning	kaayaan milu sedih
mouse	beurit
mousetrap	mousetrap
mousse	mousse
moustache	kumis
mousy	mousy
mouth	sungut
mouthful	sahuap
mouthpiece	mouthpiece
mouthwash	mouthwash
movable	bisa dialihkeun
move	pindah
movement	gerakan
mover	mover
movie	pilem
movies	pilem
moving	pindah
movingforward	NO TRANSLATION
movingon	movingon
mow	ngored
mower	mower
moxie	moxie
mozzarella	mozzarella
mri	MRI
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	kokotor
mucked	mucked
mucous	mukosa
mucus	leuleur
mud	leutak
muddle	muddle
muddled	muddled
muddy	bécék
muff	muff
muffin	muffin
muffled	muffled
muffler	saringan
mug	bodo
mugger	mugger
mulberry	mulberry
mulch	mulch
mule	bigal
mull	mull
mullet	mullet
multilateral	multilateral
multimedia	multimedia
multinational	multinasional
multiple	kakalian
multiple sclerosis	sababaraha sclerosis
multiplex	multiplexing
multiplication	multiplication
multiplicity	multiplicity
multiplied	dikalikeun
multiplier	multiplier
multiply	ngalikeun
multitude	multitude
mum	mum
mumble	kucuwas-kucuwes
mumbo	mumbo
mummy	mummy
mumps	mumps
munch	munch
munchies	munchies
munchkin	munchkin
mundane	mundane
municipal	kota
municipality	munisipalitas
mural	mural
murder	rajapati
murderer	murderer
murderess	murderess
murderous	murderous
murky	murky
murmur	murmur
muscle	daging otot
muscular	muscular
muse	Muse
muses	muses
museum	musium
mush	NO TRANSLATION
mushroom	jamur
mushy	mushy
music	musik
musical	musik
musician	tukang ngamusik
musing	musing
musk	kasturi
musket	musket
musketeer	musketeer
muskrat	muskrat
muslin	muslin
muss	NO TRANSLATION
must	kudu
mustang	mustang
mustard	mostar
muster	muster
musty	musty
mutable	mutable
mutant	mutant
mutate	mutate
mutation	mutasi
mute	bisu
muted	muted
mutilate	mutilate
mutilated	dimutilasi
mutilation	mutilation
mutiny	mutiny
mutt	mutt
mutter	NO TRANSLATION
mutton	mutton
mutual	silih
mutually	saling
muzzle	muzzle
myfavorite	anu paling dipikaresep
myopia	myopia
myopic	myopic
myriad	myriad
mysterious	aneh
mystery	nu aneh
mystic	mystic
mystical	mistis
mysticism	mistik
mystified	mystified
mystique	mistik
myth	carita
mythic	mythic
mythical	mitis
mythological	mitologis
mythology	mitologi
nab	nab
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	paku
nail gun	gun kuku
naive	naif
naked	taranjang
nakedness	nakedness
namaste	NO TRANSLATION
name	nami
named	ngaranna
nameless	nameless
namesake	perangkat
naming	ngaran
nana	nana
nanny	nanjung
nanometer	nanometer
nap	sare waktu beurang
napalm	napalm
nape	nape
napkin	serbed
napping	napping
nappy	nappy
narcissism	narcissism
narcissist	narcissist
narcissistic	narcissistic
narcotic	narkotika
narrate	narrate
narration	carita
narrative	naratif
narrator	narator
narrow	seredek
narrowing	narrowing
nasal	nasal
nascent	nascent
nasty	pikageuleuhan
natal	natal
nation	bangsa
national	nasional
nationality	kabangsaan
nationwide	nasional
native	asli
nativity	nativity
natural	asli
natural gas	gas alam
naturalist	naturalis
naturalization	naturalization
naturalized	naturalized
naturally	asli
nature	alam
naught	naught
naughty	bangor
nausea	seueul
nauseate	nauseate
nauseating	nauseating
nauseous	nauseous
nautical	laut
nautilus	nautilus
naval	sagara
nave	nave
navel	bujal
navigable	navigable
navigate	balayaran
navigation	napigasi
navigational	panunjuk arah
navigator	Navigator
navy	angkatan laut
nay	NO TRANSLATION
nearsighted	nearsighted
neat	apik
neatly	rapih
nebula	Nebula
nebulae	nebulae
nebulous	nebulous
necessarily	merta
necessary	perlu
necessitate	necessitate
necessities	kaperluan
necessity	kabutuhan
neck	beuheung
necklace	kongkorong
necktie	necktie
necromancer	necromancer
necrosis	necrosis
nectar	nectar
need	ngabutuhkeun
needalife	NO TRANSLATION
needed	dibutuhkeun
needful	needful
needit	NO TRANSLATION
needle	jarum
needlepoint	needlepoint
needles	jarum
needless	teu aya gunana
needtoknow	needtoknow
needtorelax	NO TRANSLATION
needy	malarat
nefarious	nefarious
negation	negation
negative	negatip
negativity	negativity
neglect	ngalalaworakeun
neglected	neglected
neglecting	neglecting
negligee	negligee
negligence	lalawora
negligent	hilap
negligently	NO TRANSLATION
negligible	negligible
negotiable	negotiable
negotiate	ngarempugkeun
negotiation	negosiasi
negotiator	cih
negro	Negro
neigh	neigh
neighbor	tatangga
neighborhood	Daérah
neighboring	tatangga
nemesis	nemesis
neon	neon
neonatal	neonatal
neophyte	neophyte
neoprene	neoprene
nephew	kaponakan lalaki
nepotism	nepotisme
nerd	nerd
nerdy	nerdy
nerve	sarap
nerves	saraf
nervous	marudah
nervousness	nervousness
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	sayang
nestle	nestle
nestling	nestling
net	net
nether	nether
netting	netting
nettle	nettle
network	jaringan
networking	jejaring
neural	neural
neuralgia	neuralgia
neurological	neurological
neurologist	neurologist
neurology	neurologi
neurosis	neurosis
neurosurgeon	neurosurgeon
neurosurgery	neurosurgery
neurotic	neurotic
neuter	netral
neutral	netral
neutrality	neutrality
neutralize	neutralize
neutron	neutron
new	anyar
new age	umur anyar
newbeginnings	NO TRANSLATION
newborn	bayi
newcomer	pendatang
newday	newday
newfound	newfound
newjob	NO TRANSLATION
newlife	newlife
newly	karek
newlywed	newlywed
newme	newme
newness	newness
news	wartos
newscast	newscast
newscaster	newscaster
newsflash	newsflash
newsletter	newsletter
newsman	newsman
newspaper	koran
newspaperman	newspaperman
newsreel	newsreel
newsroom	newsroom
newsstand	newsstand
newstart	newstart
newt	newt
newyear	NO TRANSLATION
nexus	Nexus
nib	nib
nibble	nibble
nice	alus
niche	Ecological
nichts	NO TRANSLATION
nick	nick
nickel	nikel
nickname	landihan
nicotine	nikotin
niece	kaponakan awewe
nifty	nifty
nigger	nigger
nigh	nigh
night	wengi
nightcap	nightcap
nightclub	nightclub
nightfall	nightfall
nightgown	nightgown
nightie	nightie
nightingale	Nightingale
nightlife	nightlife
nightly	nightly
nightmare	goreng ngimpina
nightmares	nightmares
nightstand	nightstand
nightstick	nightstick
nighttime	nighttime
nihilism	nihilism
nil	nihil
nimble	nimble
nimrod	Nimrod
nincompoop	nincompoop
nine	salapan
nineteen	salapan belas
ninety	salapan puluh
ninja	ninja
ninny	ninny
nintendo	Nintendo
ninth	kasalapan
nip	nip
nipper	nipper
nipple	pentil susu
nippy	nippy
nitrate	nitrat
nitro	nitro
nitrogen	nitrogén
nitrous	nitrous
nitwit	nitwit
nix	nix
no anticipation	euweuh antisipasi
no disgust	henteu geuleuh
no emotion	euweuh emosi
no sentiment	henteu sentimen
no surprise	henteu heran
no trust	henteu percaya
nobility	bangsawan
noble	mulya
nobleman	nobleman
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	nokturnal
nod	ngunggeuk
nodding	nodding
node	titik
nodular	nodular
nodule	nodule
noggin	noggin
nohope	NO TRANSLATION
noir	schwa
noise	sora
noisy	gandeng
nomad	nomad
nomadic	nomaden
nomenclature	tata ngaran
nominal	nominal
nominate	nyalonkeun
nomination	nominasi
nominee	nominee
nonce	nonce
nonchalant	nonchalant
noncompliance	noncompliance
nondescript	nondescript
nonexistent	nonexistent
nonfat	nonfat
nonfiction	nonfiksi
nonpayment	nonpayment
nonresident	nonresident
nonsense	gede bohong
nonsensical	nonsensical
nonviolent	nonviolent
noob	pamula
noodle	mi
nook	nook
noon	beurang
noose	noose
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	norma
normal	biasa
normalcy	normalcy
normality	normalitas
north	kaler
northbound	northbound
northeast	kalér
northern	kalér
northwest	kaler
northwestern	barat laut
noschool	NO TRANSLATION
nose	irung
nosebleed	nosebleed
nosey	hayang weruh
nosnow	nosnow
nostalgia	nostalgia
nostalgic	nostalgia
nostress	NO TRANSLATION
nostril	liang irung
nosun	NO TRANSLATION
nosy	hayang weruh
not negative	moal négatip
not positive	moal positif
notable	kasohor
notables	inohong
notably	utamana
notamorningperson	NO TRANSLATION
notary	notaris
notation	notasi
notch	kiyeu
notched	notched
note	Catetan
notebook	catetan leutik
noted	nyatet
noteworthy	noteworthy
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	nothingness
notice	mere nyaho
noticeable	nyata
notification	mere nyaho
notify	mere beja
notion	sangkaan
notional	notional
notoriety	notoriety
notorious	kondang
notready	notready
notwithstanding	notwithstanding
nought	naught
noun	kecap barang
nourish	mieun kadaharan
nourishment	nourishment
nouveau	NO TRANSLATION
novel	nopel
novelist	novelis
novelty	nu anyar
novice	novice
nowadays	Kiwari
nowork	nowork
noworries	tong hariwang
noxious	noxious
nozzle	biwirna pipa
nuance	nuansa
nuances	nuances
nuclear	nuklir
nucleus	nukleus
nude	buligir
nudge	nudge
nudie	nudie
nudist	nudist
nudity	nudity
nugget	nugget
nuisance	gangguan
nuke	nuke
nul	NO TRANSLATION
null	null
nullify	nullify
numb	heuras
number	jumlah
numbering	panomeran
numbers	angka
numbness	numbness
numbskull	numbskull
numeral	angka
numerator	numerator
numerical	nurut angka
numerically	numerik
numerous	loba
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	nunnery
nuptials	nuptials
nurse	parawat
nursemaid	nursemaid
nursery	pabinihan
nursing	elmu ngeunaan cara ngarawat
nurture	nurture
nut	kacang
nutcase	nutcase
nutcracker	nutcracker
nuthouse	nuthouse
nutmeg	pala
nutrition	jat nu mawa gisi
nutritional	gizi
nutritious	bergizi
nutritive	nutritive
nuts	kacangan
nutshell	nutshell
nutty	nutty
nylon	nilon
nylong	NO TRANSLATION
nylons	nylons
nymph	nymph
nymphomaniac	nymphomaniac
oaf	oaf
oak	tangkal ek
oar	dayung
oasis	oasis
oat	oat
oath	sumpah
oatmeal	oatmeal
obedience	kapatuhan
obedient	patuh
obediently	obediently
obelisk	obelisk
obese	obese
obesity	obesitas
obey	nurut
obi	obi
obit	obit
obituary	papait
object	barang
objection	kaweratan
objectionable	objectionable
objective	obyektip
objectivity	objektivitas
obligation	obligasi
obligatory	fardhu
oblige	oblige
obliged	wajib
obliging	obliging
obligor	obligor
oblique	serong
obliterate	obliterate
obliterated	robah dina jangka
obliteration	obliteration
oblivion	oblivion
oblivious	oblivious
oblong	oblong
obnoxious	obnoxious
oboe	oboe
obscene	jorang
obscenity	tindakan jorang
obscure	teu jelas
obscured	obscured
obscurity	obscurity
observance	observance
observant	perhatian
observation	paniten
observatory	observatorium
observe	nitenan
observer	panitén
observing	observasi
obsess	obsess
obsessed	obsessed
obsessing	obsessing
obsession	obsesi
obsessive	obsesip
obsolescence	obsolescence
obsolete	heubeul
obstacle	halangan
obstetrician	obstetrician
obstetrics	obstetrics
obstinate	obstinate
obstruct	ngahalangan
obstruction	halangan
obstructive	obstructive
obtain	narima
obtainable	bisa diteangan
obtuse	obtuse
obverse	obverse
obvious	atra
ocarina	ocarina
occasion	kasempetan
occasional	occasional
occasionally	sakapeung
occipital	occipital
occlusion	occlusion
occult	gaib
occupancy	occupancy
occupant	occupant
occupation	pagawean
occupational	Mikrobiologi
occupied	nempatan
occupier	occupier
occupy	nempatan
occupying	occupying
occur	kajadian
occurrence	kajadian
ocd	ocd
ocean	sagara
oceanic	ecosystem
octagon	octagon
octave	oktaf
octopus	gurita
ocular	ocular
odd	aneh
oddball	oddball
oddity	oddity
odds	odds
ode	ode
odious	odious
odometer	odometer
odor	bau
odyssey	odyssey
oedipal	oedipal
oestrogen	éstrogén
oeuvre	NO TRANSLATION
offal	offal
offence	nu ngalanggar
offend	nyigeung
offended	gelo
offender	palaku
offense	nu ngalanggar
offensive	karasa
offer	tawaran
offered	ditawarkeun
offering	kurban
offhand	offhand
office	kantor
officer	perwira
offices	kantor
official	resmi
officiate	officiate
offing	offing
offload	offload
offset	offset
offshoot	offshoot
offshore	lepas pantai
offside	offside
offspring	turunan
oft	oft
oftentimes	oftentimes
ogre	ogre
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	ohno
ohshit	NO TRANSLATION
oil	minyak
oils	minyak
oily	aya lisahna
oink	oink
ointment	salep
okra	okra
old	kolot
olden	olden
older	heubeul
oldie	oldie
oldies	oldies
olfactory	olfactory
oligarchy	oligarchy
olive	zaitun
omega	omega
omelet	omelet
omen	omen
omgomgomg	NO TRANSLATION
ominous	ominous
omission	omission
omit	ngaleungitkeun
omitted	disingkahkeun
omnibus	omnibus
omnipotence	omnipotence
omnipotent	omnipotent
omnipresent	omnipresent
omniscient	omniscient
onboard	naék kapal
oncologist	oncologist
oncology	Onkologi
oncoming	oncoming
one	hiji
oneday	NO TRANSLATION
onedge	onedge
onelove	hiji cinta
oneness	oneness
onerous	onerous
oneself	muka diri
ongoing	lumangsung
onion	bawang
onset	awal
onslaught	onslaught
onstage	dina panggung
ontology	ontology
onus	onus
onward	onward
onyx	onyx
oodles	oodles
oomph	oomph
ooze	ooze
oozing	oozing
op	op
opacity	opacity
opal	opal
opaque	opaque
ope	ope
open	buka
opener	opener
opening	bubuka
openly	kabuka
openness	mahasiswa ITB
opera	opera
operate	ngajalankeun
operatic	operatic
operation	operasi
operational	operasional
operations	operasi
operative	operative
operator	petugas
ophthalmic	ophthalmic
ophthalmologist	ophthalmologist
opiate	opiate
opinion	pamadegan
opinionated	opinionated
opium	candu
opponent	musuh
opportune	opportune
opportunism	opportunism
opportunity	kasempetan
oppose	nyangkat
opposed	sabalikna
opposing	nentang
opposite	papalimpang
opposites	opposites
opposition	oposisi
oppress	ngadedetkeun
oppressed	tertindas
oppression	tekenan
oppressive	oppressive
oppressor	oppressor
ops	ops
opt	milih
optic	optik
optical	optik
optics	élmu optik
optimism	optimism
optimist	optimist
optimistic	yakin
optimum	optimum
option	pilihan
optional	meunang milih
optionally	optionally
options	Pilihan
optometrist	optometrist
opulence	opulence
opulent	opulent
opus	opus
oracle	Oracle
oral	biwir
orange	oranyeu
orange juice	jus jeruk
orangutan	orang utan
oration	oration
orator	orator
oratory	oratory
orb	orb
orbit	ngorbit
orbital	orbital
orbiting	ngorbit
orbs	orbs
orc	orc
orchard	dusun
orchestra	orkestra
orchid	Orchid
ordained	ordained
ordeal	cobaan
order	pesenan
orderly	mantri
ordinance	ordinance
ordinary	biasa
ordination	ordinasi
ordnance	ordnance
ore	siki
oregano	oregano
organ	organ
organic	organik
organism	organisme
organist	organist
organization	organisasi
organize	ngatur
organized	dikelompokeun
organizer	organizer
orgasm	orgasme
orgies	orgies
orgy	orgy
orient	Orient
oriental	wetan
orientation	orientasi
orifice	orifice
origami	origami
origin	asal
original	asli
originality	originalitas
originate	originate
origination	origination
originator	originator
ornament	hiasan
ornamental	hias
ornamentation	ornamentation
ornamented	ornamented
ornate	ornate
ornery	ornery
orphan	pahatu lalis
orphanage	panti asuhan
orphaned	yatim
orthodontist	orthodontist
orthodox	ortodoks
orthodoxy	orthodoxy
orthogonal	ortogonal
orthopedic	orthopedic
oscillate	oscillate
oscillating	osilasi
oscillation	osilasi
oscillatory	oscillatory
ostensible	ostensible
ostensibly	pura
ostentatious	ostentatious
ostracized	ostracized
ostrich	manuk onta
other	nu lain
otter	otter
otto	Otto
ottoman	Usmaniyah
ought	Halah
ounce	ounce
oust	oust
outage	outage
outback	outback
outbid	outbid
outboard	outboard
outbreak	nepakeun
outburst	outburst
outcast	outcast
outcome	hasil
outcry	outcry
outdated	kuno
outdo	outdo
outdoor	outdoor
outdoors	di tempat kabuka
outer	sabeulah luar
outfit	outfit
outgoing	kaluar
outgrow	outgrow
outgrowth	outgrowth
outhouse	outhouse
outing	outing
outlandish	outlandish
outlast	outlast
outlaw	outlaw
outlet	outlet
outline	outline
outlines	outlines
outlive	outlive
outlook	melong
outlying	mencil
outnumber	outnumber
outpatient	outpatient
outpost	outpost
outpouring	outpouring
output	hasil
outrage	kalakuan cucungah
outraged	outraged
outrageous	ngerakeun
outrank	outrank
outreach	teureuh
outright	outright
outrun	outrun
outset	outset
outsider	urang luar
outskirts	daerah nu di sisi kota
outsmart	outsmart
outspoken	outspoken
outstanding	koncara
outstretched	outstretched
outward	ka luar
outwards	ka luar
outweigh	outweigh
outwit	outwit
oval	lonyod
ovary	ovarium
ovate	ovate
ovation	ovation
oven	open
overactive	overactive
overall	sakabéh
overalls	overalls
overbearing	overbearing
overburden	overburden
overcast	mendung
overcharged	overcharged
overcoat	mantel
overcome	nungkulan
overcoming	overcoming
overcrowded	overcrowded
overdo	overdo
overdose	kaleuwihan takeran ubar
overdrive	overdrive
overdue	geus liwat
overestimate	overestimate
overestimated	overestimated
overflow	mudal
overflowing	overflowing
overgrown	diwuwuhan
overgrowth	overgrowth
overhanging	overhanging
overhaul	overhaul
overhead	overhead
overhear	overhear
overheated	overheated
overjoyed	overjoyed
overkill	overkill
overlaid	overlaid
overlap	tumpang tindihna
overlapping	tumpang tindih
overlay	overlay
overload	mere kaleuwihan momotan
overlook	mopohokeun
overlord	overlord
overlying	overlying
overpaid	overpaid
overpass	overpass
overplayed	overplayed
overpower	overpower
overpowering	overpowering
overpriced	overpriced
overprotective	overprotective
overrated	overrated
overreact	overreact
override	override
overriding	overriding
overrule	nolak
overrun	ngaleut
oversee	ngawasan
overseer	overseer
overshadow	overshadow
oversight	pangawasan
oversized	oversized
overslept	overslept
overstate	overstate
overstock	overstock
overt	overt
overtake	nyusul
overtaken	overtaken
overthemoon	NO TRANSLATION
overthinker	overthinker
overthinking	ngémutan teuing
overthrow	ngaragragkeun
overtime	langkungna waktos
overtired	overtired
overture	overture
overturn	ngagulingkeun
overview	Ihtisar
overweight	kaleuwihan beurat
overwhelm	overwhelm
overwhelmed	overwhelmed
overwhelming	overwhelming
overworked	overworked
overwrought	overwrought
overzealous	overzealous
owe	ngahutang
owing	owing
owl	bueuk
owner	nu boga
ownership	ngeunaan ngabogaan
ox	sapi
oxidation	oksidasi
oxide	oksida
oxygen	oksigen
oxymoron	oxymoron
oyster	kerang
ozone	ozon
pace	Pace
pacemaker	pacemaker
pacific	Pasifik
pacified	pacified
pacifier	pacifier
pacifist	pacifist
pacify	pacify
pacing	pacing
pack	ngepak
package	paket
packaging	bungkusan
packer	packer
packet	packet
pact	pakta
pad	Pad
padded	padded
padding	padding
paddle	ngawelah
paddle boat	kapal ngawelah
paddock	Sawah
paddy	Paddy
padlock	padlock
padre	NO TRANSLATION
paean	paean
pagan	pagan
paganism	paganism
page	kaca
pageant	pageant
pager	pager
pagination	pagination
paging	paging
pagoda	pagoda
pail	pail
pain	nyeri
pained	pained
painful	nganyenyerikeun
painfully	painfully
painkiller	painkiller
painless	henteu aya rasa nyeri
pains	ngilu
painstaking	painstaking
paint	cet
paintball	paintball
paintbrush	paintbrush
painted	dicét
painter	jelema nu ngagambar
painting	gambaran
pair	pasangan
paisley	Paisley
pajama	pajama
pajamas	piyama
pal	pal
palace	karaton
palatable	palatable
palate	palate
pale	pucet
paleontology	arkéologi
palette	palette
pall	pall
palladium	palladium
pallet	Usuk
palliative	palliative
palm	palem
palmer	Palmer
palomino	Palomino
palpable	palpable
palpitations	palpitations
palsy	palsy
paltry	paltry
pamper	ngogokeun
pamphlet	pamplet
pan	panci
panacea	panacea
panache	panache
pancake	pancake
pancakes	pancakes
pancreas	pankréas
panda	panda
pandemic	pandemic
pandemonium	pandemonium
pane	jandela
panel	panel
pang	NO TRANSLATION
panhandle	panhandle
panic	bingung
panicattack	NO TRANSLATION
panicked	panik
panicking	panicking
panicky	panicky
panier	NO TRANSLATION
panorama	panorama
panoramic	panorama
pansy	pansy
pant	pant
pantheon	Pantheon
panther	macan kumbang
panties	panties
pantomime	pantomim
pantry	goah
pants	calana panjang
panty	panty
pantyhose	pantyhose
pap	pap
papa	Papa
papacy	papacy
papal	NO TRANSLATION
papaya	gedang
paper	keretas
paperback	rupa
paperboy	paperboy
paperweight	paperweight
paperwork	paperwork
paprika	paprika
papyrus	lontar
par	NO TRANSLATION
parable	pasemon
parabola	parabola
parabolic	parabolic
parachute	parasit
parade	pawey
paradigm	paradigma
paradise	sawarga
paradox	paradoks
paradoxical	paradoxical
paraffin	parafin
paragon	paragon
paragraph	alinea
parakeet	parakeet
paralegal	paralegal
parallax	parallax
parallel	sajajar
parallelism	parallelism
paralysis	kalumpuhan
paralyze	ngalumpuhkeun
paralyzed	lumpuh
paramedic	paramedic
paramedics	paramedics
paramilitary	paramilitary
paramount	Cangkuang
paranoia	paranoia
paranoid	paranoid
paranormal	paranormal
parapet	parapet
paraphernalia	paraphernalia
paraphrase	paraphrase
paraplegic	paraplegic
parasite	mangandeuh
parasitic	parasit
parasol	parasol
parcel	parsel
parcels	parcels
parched	parched
parchment	parchment
pardon	hampura
pare	NO TRANSLATION
parenchyma	parenchyma
parent	indungna
parentage	parentage
parental	parental
parenthesis	NO TRANSLATION
parenthetical	parenthetical
parenthood	parenthood
parenting	parenting
pariah	pariah
parietal	parietal
paring	paring
parish	paroki
parity	parity
park	taman
parka	parka
parking	parkir
parkinsons	parkinsons
parlance	parlance
parlay	parlay
parliament	dewan perwakilan rakyat
parliamentary	parleménter
parlor	parlor
parmesan	parmesan
parody	parody
parole	ngajadikeun bebas lan aya saratna
parquet	parquet
parrot	manuk beo
parry	Parry
parse	parse
parsimonious	parsimonious
parsimony	parsimony
parsley	peterseli
parson	parson
part	bagean
partake	partake
partial	sabagean
partiality	partiality
partially	sawaréh
participant	nu miluan
participate	milu aub
participation	kaayaan milu aub
particle	partikel
particular	husus
particularity	particularity
particulars	particulars
parting	parting
partisan	partisan
partisanship	partisanship
partition	pamisah
partly	sabagean
partner	batur sapagawean
partnership	ngongkowan
partridge	partridge
parts	bagian
party	pesta
pas	NO TRANSLATION
pass	ngaliwatan
passable	passable
passage	tempat keur narima
passageway	passageway
passe	NO TRANSLATION
passenger	nu naek kandaraan
passim	NO TRANSLATION
passing	lulus
passion	napsu
passionate	napsu
passive	pasip
passivity	passivity
passkey	passkey
passport	paspor
password	sandi
past	geus kaliwat
pasta	pasta
paste	témpél
pastel	pastel
pastime	hiburan
pastor	pastor
pastrami	pastrami
pastry	kueh garing
pasture	tegal
pasty	pasty
pat	nepak
patch	nambal
patchwork	patchwork
pate	Pate
patella	patella
patent	paten
patented	dipaténkeun
paternal	sipat siga bapa
paternity	kabapakan
path	jalan
pathetic	pathetic
pathological	patologis
pathologist	patologi
pathology	Patologi
pathos	NO TRANSLATION
pathway	jalur
patience	kasabaran
patient	sabar
patio	buruan
patriarch	patriarch
patriarchal	patriarchal
patrimony	patrimony
patriot	Patriot
patriotic	patriotik
patriotism	patriotisme
patrol	patroli
patrolman	patrolman
patron	patron
patronage	patronage
patronising	patronizing
patronize	patronize
patronizing	patronizing
patter	patter
pattern	corak
paucity	paucity
pauper	pauper
pause	reureuh sakeudeung
pave	ngararata
pavement	jalan aspal
pavilion	paviliun
paving	paving
paw	cakar
pawn	pawn
pawnshop	pawnshop
pax	Pax
pay	mayar
payable	bisa dimayar
payback	payback
paycheck	paycheck
payday	payday
payer	payer
payload	payload
payment	pamayaran
payoff	kabayar
payout	payout
payphone	payphone
payroll	daptar bayaran
pea	kacang polong
peace	katentreman
peaceable	peaceable
peaceful	damai
peacefully	peacefully
peacekeeper	peacekeeper
peaceofmind	NO TRANSLATION
peacetime	peacetime
peach	buah pir
peachy	peachy
peacock	manuk merak
peak	puncak
peaked	muncak
peanut	suuk
peanuts	kacang
pear	buah pir
pearl	mutiara
pearly	pearly
peas	kacang
peasant	patani
peat	gambut
pebble	karikil
pecan	pecan
peck	Peck
pecker	pecker
peculiar	aneh
peculiarities	peculiarities
peculiarity	peculiarity
peculiarly	peculiarly
pecuniary	pecuniary
pedal	pedal
pedantic	pedantic
peddle	peddle
peddler	peddler
pedestal	titincakan
pedestrian	nu leumpang
pediatric	murangkalih
pediatrician	pediatrician
pediatrics	pediatrics
pedicure	pedicure
pedigree	silsilah
pedometer	pedometer
pedophile	pedophile
pee	kiih
peek	Toong
peekaboo	peekaboo
peel	mesek
peep	peep
peeper	peeper
peephole	peephole
peer	peer
peering	peering
peerless	peerless
peeved	peeved
peg	kaki palsu
pegs	pegs
peice	NO TRANSLATION
pelagic	pelagic
pelican	pelikan
pellet	pellet
pelvic	pelvic
pelvis	bujur
pen	penah
penal	pidana
penalty	hukuman
penance	penance
penchant	penchant
pencil	potlot
pendant	pendant
pendency	pendency
pendent	NO TRANSLATION
pending	nunggu-nunggu
pendulum	pendulum
penetrate	nembus
penetrating	penetrating
penetration	penetrasi
penguin	pingguin
penicillin	penisilin
penile	penile
peninsula	semenanjung
penis	kontol
penitent	penitent
penitentiary	penitentiary
penmanship	penmanship
pennant	pennant
penniless	penniless
penny	Penny
pension	pansiun
pensioner	pensioner
pensive	pensive
pentagon	pentagon
pentagram	pentagram
penthouse	penthouse
penultimate	penultimate
people	jelema
peopled	peopled
pep	pep
pepper	lada
peppermint	pepermin
pepperoni	pepperoni
peppy	peppy
peptic	peptic
peptide	péptida
perceive	ngarasa
percent	persen
percentage	bagean nu diterangkeun tina persen
percentile	persentil
perceptible	atra
perception	panenjo
perceptive	arip
perch	perch
perchance	perchance
percolation	Perkolasi
percussion	perkusi
perdition	perdition
peremptory	peremptory
perennial	perennial
perfect	sampurna
perfection	kasampurnaan
perfectionist	perfectionist
perfecto	NO TRANSLATION
perforated	perforated
perforation	perforation
perforce	perforce
perform	ngalaksanakeun
performance	kinerja
performer	pamaen
perfume	seuseungian
perfumed	perfumed
peri	Peri
peridot	peridot
peril	peril
perilous	perilous
perimeter	garis kuriling
period	jaman
periodic	aya waktunana
periodical	periodical
periodically	périodik
periodicity	periodicity
peripheral	periferal
periphery	periphery
periscope	periscope
perish	binasa
perishable	perishable
perished	perished
perishing	perishing
perjury	sumpah palsu
perk	perk
perky	perky
perm	perm
