Word	de
injure	verletzen
injured	verletzt
injuring	verletzend
injurious	schädlich
injury	Verletzung
injustice	Ungerechtigkeit
ink	Tinte
inkling	Ahnung
inland	Inland
inlay	Inlay
inlet	Einlass
inmate	Insasse
inn	Gasthaus
innards	Innereien
innate	angeboren
inner	innere
innermost	innerste
innerpeace	NO TRANSLATION
inning	Inning
innings	Innings
innkeeper	Gastwirt
innocence	Unschuld
innocent	unschuldig
innocently	unschuldig
innocuous	harmlos
innovate	erneuern
innovation	Innovation
innovative	innovativ
innuendo	Anspielung
innumerable	unzählbar
inoculation	Impfung
inoperable	inoperabel
inoperative	unwirksam
inordinate	übermäßig
inorganic	anorganisch
input	Eingang
inquest	untersuchen
inquire	Anfragen
inquirer	Fragesteller
inquiring	fragend
inquiry	Anfrage
inquisitive	neugierig
inquisitor	Inquisitor
insane	wahnsinnig
insanity	Wahnsinn
insatiable	unersättlich
inscription	Inschrift
inscrutable	unergründlich
insect	Insekt
insecticide	Insektizid
insecure	unsicher
insecurity	Unsicherheit
insemination	Besamung
insensitive	unempfindlich
inseparable	untrennbar
insert	einfügen
inserted	eingefügt
insertion	Einfügen
inside	Innerhalb
insider	Insider
insidious	heimtückisch
insight	Einblick
insightful	aufschlussreich
insignia	Insignien
insignificance	Bedeutungslosigkeit
insignificant	unbedeutend
insinuate	unterstellen
insipid	fade
insist	darauf bestehen
insistence	Beharren
insistent	beharrlich
insists	besteht darauf
insolence	Unverschämtheit
insolent	frech
insoluble	unlöslich
insolvency	Insolvenz
insolvent	zahlungsunfähig
insomnia	Schlaflosigkeit
insomniac	schlaflos
inspect	prüfen
inspection	Inspektion
inspector	Inspektor
inspiration	Inspiration
inspirational	inspirierend
inspire	inspirieren
inspired	inspiriert
instability	Instabilität
install	Installieren
installation	Installation
installment	Rate
instance	Beispiel
instant	sofortig
instantaneous	sofort
instantaneously	sofort
instigate	anstiften
instigation	Anstiftung
instill	instillieren
instinct	Instinkt
instinctive	instinktiv
institute	Institut
institution	Institution
instruct	anweisen
instructed	angewiesen
instruction	Anweisung
instructional	anschaulich
instructions	Anleitung
instructive	lehrreich
instructor	Lehrer
instrument	Instrument
instrumental	instrumental
instrumentalist	Instrumentalist
instrumentality	Instrumentalität
insubordination	Gehorsamsverweigerung
insufferable	unerträglich
insufficiency	Insuffizienz
insufficient	unzureichend
insufficiently	ungenügend
insular	insular
insulate	isolieren
insulated	isoliert
insulation	Isolierung
insulin	Insulin
insult	Beleidigung
insulting	beleidigend
insurance	Versicherung
insure	versichern
insurgent	Aufständischer
insurmountable	unüberwindbar
insurrection	Aufstand
intact	intakt
intake	Aufnahme
intangible	nicht greifbar
integer	ganze Zahl
integral	Integral-
integrate	integrieren
integration	Integration
integrity	Integrität
intellect	Intellekt
intellectual	intellektuell
intelligence	Intelligenz
intelligent	intelligent
intelligibility	Verständlichkeit
intelligible	verständlich
intend	wollen
intended	beabsichtigt
intending	Absicht
intense	heftig
intensely	intensiv
intensify	intensivieren
intensity	Intensität
intensive	intensiv
intent	Absicht
intention	Absicht
intentional	vorsätzlich
intentionally	absichtlich
inter	inter
interact	interagieren
interaction	Interaktion
interactive	interaktiv
intercede	intercende
intercept	abfangen
interception	Abfangen
intercession	Fürbitte
interchange	Austausch
interchangeable	austauschbar
interchanged	vertauscht
intercom	Gegensprechanlage
intercourse	Verkehr
interdependence	Interdependenz
interdependent	voneinander abhängig
interdiction	Verbot
interest	Interesse
interested	interessiert
interesting	interessant
interface	Schnittstelle
interfere	stören
interference	Interferenz
interferometer	Interferometer
intergalactic	intergalaktisch
interim	vorläufig
interior	Innere
interject	einwerfen
interlocutory	Zwischenverfahren
interlude	Zwischenspiel
intermediary	Vermittler
intermediate	mittlere
interment	Begräbnis
interminable	endlos
intermission	Pause
intermittent	wechselnd
intern	Praktikant
internal	intern
internally	im Inneren
international	International
internet	Internet
internship	Praktikum
interoffice	Zwischenbüro
interpolate	interpolieren
interpolation	Interpolation
interpret	interpretieren
interpretation	Deutung
interpreter	Dolmetscher
interpretive	interpretativ
interrelated	zusammenhängen
interrogate	abfragen
interrogation	Verhör
interrupt	unterbrechen
interrupted	unterbrochen
interrupting	unterbricht
interruption	Unterbrechung
interrupts	unterbricht
intersect	schneiden
intersection	Überschneidung
interstate	zwischenstaatlich
interstellar	interstellar
interstitial	interstitiell
interval	Intervall
intervene	eingreifen
intervening	eingreifen
intervention	Intervention
interview	Interview
interviewer	Interviewer
interworking	Zusammenarbeit
intestate	intakt
intestinal	Darm-
intestine	Darm
intestines	Innereien
intimacy	Intimität
intimate	intim
intimately	innig
intimation	Andeutung
intimidate	einschüchtern
intimidated	eingeschüchtert
intimidating	einschüchternd
intimidation	Einschüchterung
intolerable	unerträglich
intolerance	Intoleranz
intolerant	intolerant
intonation	Intonation
intoxicated	berauscht
intoxicating	berauschend
intoxication	Rausch
intracranial	intrakranial
intractable	hartnäckig
intramural	intramural
intravenous	intravenös
intrepid	unerschrocken
intricate	kompliziert
intrigue	Intrigen
intriguing	faszinierend
intrinsic	intrinsisch
intrinsically	an sich
intro	Intro
introduce	vorstellen
introduction	Einführung
introductory	einleitend
introspection	Selbstbeobachtung
introspective	introspektiv
intrude	eindringen
intruder	Eindringling
intrusion	Einbruch
intrusive	aufdringlich
intubation	Intubation
intuition	Intuition
intuitive	intuitiv
intuitively	intuitiv
inundation	Überschwemmung
invade	einfallen
invader	Eindringling
invalid	ungültig
invalidate	ungültig machen
invalidation	Ungültigkeitserklärung
invalidity	Nichtigkeit
invaluable	unschätzbar
invariably	ausnahmslos
invasion	Invasion
invasive	invasiv
invent	erfinden
invention	Erfindung
inventive	erfinderisch
inventor	Erfinder
inventory	Inventar
inverse	invers
inversely	umgekehrt
inversion	Inversion
invert	umkehren
inverted	invertiert
invest	investieren
investigate	untersuchen
investigation	Ermittlung
investigative	investigativ
investigator	Ermittler
investment	Investition
investor	Investor
invidious	gehässig
invigorate	beleben
invincible	unbesiegbar
invisibility	Unsichtbarkeit
invisible	unsichtbar
invitation	Einladung
invite	einladen
inviting	einladend
invocation	Aufruf
invoice	Rechnung
invoke	aufrufen
involuntary	unfreiwillig
involution	Involution
involve	involvieren
involvement	Beteiligung
invulnerable	unverwundbar
inwards	nach innen
iodine	Jod
ion	Ion
iota	Jota
irate	wütend
ire	NO TRANSLATION
iridescent	irisierend
iris	Iris
irked	verärgert
irks	ärgert
iron	Eisen
ironclad	gepanzert
ironic	ironisch
irons	Bügeleisen
irony	Ironie
irradiation	Bestrahlung
irrational	irrational
irrationality	Irrationalität
irreconcilable	unvereinbar
irreducible	nicht reduzierbar
irrefutable	unwiderlegbar
irregular	irregulär
irregularity	Unregelmäßigkeit
irregularly	unregelmäßig
irrelevant	irrelevant
irreparable	nicht reparierbar
irreplaceable	unersetzlich
irrepressible	nicht zu unterdrücken
irresistible	unwiderstehlich
irrespective	unabhängig
irresponsible	unverantwortlich
irreverent	respektlos
irreversible	irreversibel
irrevocable	unwiderruflich
irrigate	bewässern
irrigation	Bewässerung
irritability	Reizbarkeit
irritable	reizbar
irritate	reizen
irritated	irritiert
irritates	irritiert
irritating	irritierend
irritation	Reizung
island	Insel
isle	Insel
islet	Inselchen
isolate	isolieren
isolated	isoliert
isolation	Isolierung
isomorphism	Isomorphismus
isothermal	isotherm
isotope	Isotop
issue	Problem
itch	jucken
itching	Juckreiz
itchy	juckt
item	Artikel
itemize	auflisten
items	Artikel
iterate	iterieren
iteration	Iteration
iterative	iterativ
itinerant	Wander-
itinerary	Route
ivory	Elfenbein
jab	Jab
jabber	quasseln
jack	Jack
jackal	Schakal
jackass	Esel
jacket	Jacke
jackhammer	Presslufthammer
jackpot	Jackpot
jackrabbit	Hase
jacks	Buchsen
jade	Jade
jaded	abgestumpft
jag	NO TRANSLATION
jagged	gezackt
jaguar	Jaguar
jail	Gefängnis
jailbird	Knastvogel
jailbreak	Jailbreak
jailer	Gefängniswärter
jailhouse	Gefängnis
jalopy	Kiste
jam	Marmelade
jamboree	Jamboree
jammed	gestaut
jammer	Störsender
janitor	Hausmeister
janitorial	Hausmeister
japan	Japan
jar	Krug
jargon	Jargon
jarhead	Jarhead
jarring	erschütternd
jasmine	Jasmin
jasper	Jaspis
jaundice	Gelbsucht
jaunt	Ausflug
java	Java
javelin	Speer
jaw	Kiefer
jawbone	Kieferknochen
jaws	Kiefer
jay	Jay
jazz	Jazz
jazzy	jazzig
jealous	eifersüchtig
jealousy	Eifersucht
jean	Jean
jeans	Jeans
jeep	Jeep
jeering	höhnisch
jelly	Gelee
jellybean	Geleebohne
jellyfish	Qualle
jenny	Jenny
jeopardize	gefährden
jeopardy	Gefahr
jerk	Trottel
jerks	Idioten
jerky	ruckartig
jersey	Jersey
jest	NO TRANSLATION
jester	Narr
jesus	Jesus
jet	Jet
jetty	Anlegesteg
jewel	Juwel
jeweler	Juwelier
jewelry	Schmuck
jib	Ausleger
jiff	NO TRANSLATION
jiffy	Jiffy
jig	Jig
jiggle	wackeln
jigsaw	Puzzle
jihad	Jihad
jimmy	Jimmy
jingle	klimpern
jinx	verhexen
jitters	Bammel
jittery	nervös
jive	jive
job	Job
jobinterview	NO TRANSLATION
jock	Jock
jockey	Jockey
jockstrap	Suspensorium
jog	Joggen
jogger	Jogger
john	John
join	Beitreten
joined	beigetreten
joining	Beitritt
joint	Joint
jointly	gemeinsam
joke	Scherz
joker	Joker
joking	scherzen
jolly	lustig
jolt	Ruck
jornada	NO TRANSLATION
jot	jot
jour	NO TRANSLATION
journal	Tagebuch
journalism	Journalismus
journalist	Journalist
journalistic	journalistisch
journey	Reise
journeyman	Geselle
joust	turnieren
jovial	jovial
joy	Freude
joyful	froh
joyous	fröhlich
joyride	Spritztour
joys	Freuden
jubilant	jubelnd
jubilee	Jubiläum
judge	Richter
judged	beurteilt
judging	beurteilen
judgment	Beurteilung
judgmental	beurteilend
judicial	gerichtlich
judiciary	Justiz
judicious	vernünftig
judo	Judo
jug	Krug
juggle	jonglieren
juggler	Jongleur
juggling	Jonglieren
jugular	Halsschlagader
juice	Saft
juicer	Entsafter
juicy	saftig
juju	NO TRANSLATION
juke	Juke
jukebox	Musikbox
jumble	Durcheinander
jumbled	durcheinander
jumbo	Jumbo
jump	springen
jump rope	Springseil
jumper	Jumper
jumpsuit	Overall
jumpy	nervös
junction	Kreuzung
juncture	Zeitpunkt
jungle	Dschungel
junior	Junior
juniper	Wacholder
junk	Müll
junket	Junket
junkie	Junkie
junky	Schrott
junkyard	Schrottplatz
junta	Junta
juridical	juristisch
jurisdiction	Zuständigkeit
jurisprudence	Jurisprudenz
jurist	Jurist
juror	Geschworener
jury	Jury
justice	Gerechtigkeit
justifiable	gerechtfertigt
justification	Rechtfertigung
justify	rechtfertigen
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	Jute
juvenile	jugendlich
juxtaposition	Nebeneinander
kaiser	Kaiser
kale	Grünkohl
kaleidoscope	Kaleidoskop
kamikaze	Kamikaze
kangaroo	Känguru
kanji	Kanji
kappa	kappa
kaput	NO TRANSLATION
karaoke	Karaoke
karate	Karate
karma	Karma
karmic	karmisch
kayak	Kajak
kazoo	Kazoo
kebab	Kebab
keel	Kiel
keen	daran interessiert
keep	behalten
keeper	Pfleger
keeping	halten
keepsake	Andenken
keg	Fass
kelp	Seetang
ken	ken
kennel	Zwinger
kerchief	Kopftuch
kern	Kern
kernel	Kernel
kerosene	Kerosin
ketchup	Ketchup
kettle	Kessel
key	Schlüssel
keyboard	Tastatur
keyed	eingegeben
keyhole	Schlüsselloch
keynote	Grundton
keypad	Tastenfeld
keystone	Schlussstein
keyword	Stichwort
khaki	khaki
khan	Khan
kibble	kibble
kick	Kick
kickboxing	Kickboxen
kicker	Kicker
kicking	treten
kickoff	Anstoß
kid	Kind
kidder	Kidder
kidding	Scherz
kiddo	Kleiner
kiddos	Kiddos
kidnap	entführen
kidnapped	entführt
kidnapper	Entführer
kidnapping	Entführung
kidney	Niere
kids	Kinder
kill	töten
killer	Mörder
killing	Tötung
killjoy	Killjoy
kiln	Ofen
kilo	NO TRANSLATION
kilogram	Kilogramm
kilometer	Kilometer
kilt	Kilt
kimono	Kimono
kin	Verwandtschaft
kind	nett
kindergarten	Kindergarten
kindling	Anzündholz
kindness	Freundlichkeit
kindred	Verwandtschaft
kinematics	Kinematik
kinesiology	Kinesiologie
kinetic	kinetisch
king	König
king snake	Königsschlange
kingdom	Königreich
kingpin	Achsschenkelbolzen
kink	Knick
kinky	verworren
kinship	Verwandtschaft
kiosk	Kiosk
kirk	Kirche
kiss	Kuss
kisser	Küsser
kissy	Küsschen
kit	Kit
kitchen	Küche
kite	Drachen
kitten	Kätzchen
kiwi	Kiwi
klutz	Klutz
knack	Talent
knapsack	Tornister
knead	kneten
knee	Knie
kneecap	Kniescheibe
kneel	knien
kneeling	kniend
knell	Totenglocke
knick	Knick
knickers	Schlüpfer
knife	Messer
knight	Ritter
knighthood	Ritterschaft
knit	stricken
knob	Knopf
knock	klopfen
knockoff	Abschlagen
knockout	schlagen
knoll	Hügel
knot	Knoten
knots	Knoten
knotted	verknotet
know	kennt
knowing	zu wissen
knowingly	wissentlich
knowledge	Wissen
knowledgeable	kenntnisreich
knuckle	Knöchel
knucklehead	Knucklehead
knuckles	Fingerknöchel
koala	Koala
kook	NO TRANSLATION
kooky	verrückten
kool-aid	Kool-Hilfe
kos	kos
kosher	koscher
kraut	NO TRANSLATION
kris	Kris
kryptonite	Kryptonit
kudos	Kudos
kumquat	Kumquat
lab	Labor
label	Etikette
labor	Arbeit
laboratory	Labor
labored	gearbeitet
laborer	Arbeiter
laboring	arbeiten
laborious	mühsam
labyrinth	Labyrinth
lac	lac
lace	Spitze
laceration	Platzwunde
lack	Mangel
lackey	Lakai
lacking	fehlt
lackluster	glanzlos
lacquer	Lack
lacrosse	Lacrosse
lactose	Laktose
lad	Junge
ladder	Leiter
laddie	Bürschchen
laden	beladen
lading	Laden
ladle	Kelle
lady	Dame
lady bug	NO TRANSLATION
ladybug	Marienkäfer
ladylike	damenhaft
ladyship	Ladyschaft
lag	Verzögerung
lager	NO TRANSLATION
lagging	hinken
lagoon	Lagune
lair	Höhle
laity	Laien
lake	See
lama	NO TRANSLATION
lamb	Lamm
lame	Lame
lament	Klage
lamenting	jammern
lamina	Lamina
laminated	laminiert
lamp	Lampe
lamppost	Laternenmast
lance	Lanze
lancer	Lancer
land	Land
landed	gelandet
landfall	Landfall
landfill	Deponie
landing	Landung
landlady	Wirtin
landlocked	Binnenstaat
landlord	Vermieter
landmark	Wahrzeichen
lands	landet
landscape	Landschaft
landscaping	Landschaftsbau
landslide	Erdrutsch
lane	Fahrbahn
language	Sprache
languid	matt
languish	schmachten
languishing	schmachtend
lanky	schlaksig
lantern	Laterne
lap	Runde
lapdog	Schoßhund
lapel	Revers
lapse	Ablauf
lapsed	abgelaufen
laptop	Laptop
larceny	Diebstahl
lard	Schmalz
larder	Speisekammer
large	groß
larger	größer
largo	NO TRANSLATION
lark	Lerche
larva	Larve
laryngitis	Laryngitis
larynx	Larynx
lasagna	Lasagne
laser	Laser-
lash	Peitsche
lass	Mädel
lasso	Lasso
lastday	NO TRANSLATION
lasting	dauerhaft
lastminute	letzte Minute
latch	verriegeln
late	spät
lateness	Verspätung
latent	latent
lateral	seitlich
laterally	seitlich
latex	Latex
lathe	Drehbank
lather	Schaum
latitude	Breite
latrine	Latrine
latrines	Latrinen
latte	Latté
lattice	Gitter
laud	loben
laudable	lobenswert
laudation	Laudatio
laudatory	lobend
laugh	Lachen
laughable	lächerlich
laughing	Lachen
laughingstock	NO TRANSLATION
laughs	lacht
laughter	Lachen
launch	starten
launcher	Startprogramm
launches	startet
launder	waschen
laundering	Waschen
laundry	Wäsche
laureate	Preisträger
laurel	Lorbeer
laurels	Lorbeeren
lava	Lava
lavage	Spülung
lavatory	Toilette
lavender	Lavendel
lavish	verschwenderisch
law	Recht
lawful	rechtmäßig
lawless	gesetzlos
lawlessness	Gesetzlosigkeit
lawman	Gesetzeshüter
lawn	Rasen
lawnmower	Rasenmäher
lawsuit	Klage
lawyer	Anwalt
lax	lax
laxative	Abführmittel
lay	legen
layaway	Layaway
layer	Schicht
layered	geschichtet
layman	Laie
layout	Layout
layover	Zwischenstopp
laziness	Faulheit
lazy	faul
lazyday	NO TRANSLATION
lea	lea
lead	führen
leaded	verbleit
leader	Führer
leadership	Führung
leading	führend
leads	führt
leaf	Blatt
leaflet	Flugblatt
leafy	belaubt
league	Liga
leak	Leck
leakage	Leckage
leaky	undicht
lean	lehnen
leaned	lehnte sich
leaning	lehnend
leap	Sprung
learn	lernen
learned	gelernt
learner	Lerner
learning	Lernen
lease	mieten
leash	Leine
leather	Leder
leathery	ledrig
leave	verlassen
leavemealone	Lass mich allein
leaving	Verlassen
lecherous	geil
lecture	Vorlesung
lecturer	Dozent
ledge	Leiste
ledger	Hauptbuch
lee	Lee
leech	Blutegel
leeches	Blutegel
leer	NO TRANSLATION
leery	misstrauisch
lees	NO TRANSLATION
leeway	Spielraum
left	links
leftout	NO TRANSLATION
leftover	übrig bleiben
leftovers	Reste
lefty	lefty
leg	Bein
legacy	Erbe
legal	legal
legality	Rechtmäßigkeit
legalize	legalisieren
legalized	legalisiert
legally	rechtlich
legend	Legende
legendary	legendär
legibility	Lesbarkeit
legible	lesbar
legion	Legion
legislate	Gesetze erlassen
legislation	Gesetzgebung
legislative	legislative
legislator	Gesetzgeber
legislature	Legislative
legit	legitim
legitimacy	Legitimität
legitimate	legitim
lego	Lego
legs	Beine
legume	Hülsenfrucht
legwork	Beinarbeit
leisure	Freizeit
leisurely	gemächlich
lemma	Lemma
lemon	Zitrone
lemonade	Limonade
lend	verleihen
lender	Darlehensgeber
lending	Verleih
length	Länge
lengthen	verlängern
lengthened	verlängert
lengthening	Verlängerung
lengthwise	längs
lengthy	lang
leniency	Nachsicht
lenient	nachsichtig
lens	Linse
leopard	Leopard
leotard	Trikot
leper	Aussätzige
leprechaun	Kobold
leprosy	Lepra
lesbian	lesbisch
lesbianism	lesbische Liebe
lesion	Läsion
less	Weniger
lessee	Mieter
lessen	verringern
lessening	Verringerung
lesser	geringer
lesson	Lektion
lessor	Vermieter
let	Lassen
lethal	tödlich
lethargic	lethargisch
lethargy	Lethargie
letter	Brief
lettered	beschriftet
letterhead	Briefkopf
lettering	Beschriftung
letters	Briefe
lettuce	Grüner Salat
leukemia	Leukämie
levee	Damm
level	Niveau
lever	Hebel
leverage	Hebelwirkung
levitate	schweben
levy	erheben
lewd	Lewd
lexicon	Lexikon
ley	NO TRANSLATION
liabilities	Verbindlichkeiten
liability	Haftung
liable	haftbar
liaison	Liaison
liar	Lügner
libel	Verleumdung
libelous	verleumderisch
liberal	Liberale
liberalism	Liberalismus
liberate	befreien
liberated	befreit
liberating	befreiend
liberation	Befreiung
liberty	Freiheit
libido	Libido
librarian	Bibliothekar
library	Bibliothek
libretto	Libretto
lice	Läuse
license	Lizenz
lichen	Flechte
lick	lecken
licorice	Lakritze
lid	Deckel
lie	Lüge
liege	Lüttich
lien	Pfandrecht
lieu	lieu
lieutenant	Leutnant
life	Leben
lifeblood	Lebensnerv
lifeboat	Rettungsboot
lifeguard	Rettungsschwimmer
lifeisgood	Das leben ist gut
lifeless	leblos
lifelike	lebensecht
lifeline	Lebenslinie
lifelong	lebenslang
lifer	Lebenslänglich
lifesaver	Lebensretter
lifestyle	Lebensstil
lifesucks	Lebenssüchte
lifetime	Lebenszeit
lift	Aufzug
lifted	aufgehoben
liftoff	abheben
ligament	Band
ligation	Ligation
ligature	Ligatur
light	Licht
light year	Lichtjahr
lightbulb	die Glühbirne
lighten	erleichtern
lightheaded	leichtsinnig
lighthouse	Leuchtturm
lighting	Beleuchtung
lightness	Leichtigkeit
lightning	Blitz
lights	Beleuchtung
lightweight	Leicht
likable	sympathisch
like	mögen
likelihood	Wahrscheinlichkeit
likely	wahrscheinlich
likeness	Ähnlichkeit
likewise	Gleichfalls
liking	Geschmack
lilac	lila
lily	Lilie
limb	Glied
limber	Limber
limbo	Limbo
lime	Limette
limelight	Rampenlicht
limestone	Kalkstein
limey	Limette
limit	Grenze
limitation	Einschränkung
limited	begrenzt
limitless	grenzenlos
limo	Limousine
limousine	Limousine
limp	schlaff
lin	lin
line	Linie
lineage	Abstammung
lineal	linear
linear	linear
linebacker	Linebacker
lined	liniert
linen	Leinen-
liner	Liner
lines	Linien
lineup	ausrichten
linger	verweilen
lingerie	Unterwäsche
lingering	verweilend
lingo	Jargon
lingual	lingual
linguini	Linguini
linguist	Linguist
linguistic	sprachlich
linguistics	Linguistik
lining	Futter
link	Verknüpfung
linoleum	Linoleum
lint	Fussel
lion	Löwe
lip	Lippe
liposuction	Fettabsaugung
lipstick	Lippenstift
liquefaction	Verflüssigung
liquefied	verflüssigt
liqueur	Likör
liquid	Flüssigkeit
liquidate	liquidieren
liquidation	Liquidation
liquidator	Liquidator
liquidity	Liquidität
liquor	Alkohol
lira	NO TRANSLATION
lisp	lispeln
list	Liste
listen	Hör mal zu
listener	Hörer
listenting	NO TRANSLATION
listing	Auflistung
listless	lustlos
listneing	NO TRANSLATION
litany	Litanei
liter	Liter
literacy	Alphabetisierung
literal	wörtlich
literally	buchstäblich
literary	literarisch
literature	Literatur
lithe	geschmeidig
lithium	Lithium
lithograph	Lithographie
lithography	Lithografie
lithology	Lithologie
lithosphere	Lithosphäre
litigant	Prozesspartei
litigate	prozessieren
litigation	Rechtsstreitigkeiten
litigator	Prozessbevollmächtigter
litigious	streitsüchtig
litter	Wurf
little	wenig
littlethings	kleine Dinge
littoral	litoral
liturgy	Liturgie
live	Leben
livelife	lebe das Leben
livelihood	Lebensunterhalt
lively	lebhaft
liven	beleben
liver	Leber
livery	Lackierung
livestock	Vieh
livid	wütend
living	Leben
lizard	Eidechse
llama	Lama
lml	llm
load	Belastung
loader	Lader
loaf	Laib
loafer	Loafer
loam	Lehm
loan	Darlehen
loath	abgeneigt
loathe	verabscheuen
loathful	abscheulich
loathing	Abscheu
loathsome	abscheulich
lobby	Empfangshalle
lobbyist	Lobbyist
lobe	Lappen
lobotomy	Lobotomie
lobster	Hummer
local	lokal
locale	Gebietsschema
locality	Lokalität
localization	Lokalisierung
localize	lokalisieren
localized	lokalisiert
locate	Lokalisieren
location	Lage
locator	Lokator
loch	See
lock	sperren
locker	Schließfach
locket	Medaillon
locksmith	Schlosser
lockup	Sperre
loco	Lok
locomotion	Fortbewegung
locomotive	Lokomotive
locust	Heuschrecke
lode	NO TRANSLATION
lodge	Hütte
lodger	Mieter
lodging	Unterkunft
loft	Dachgeschoss
lofty	erhaben
log	Log
logarithm	Logarithmus
logarithmic	logarithmisch
logic	Logik
logical	logisch
logistics	Logistik
logo	Logo
logotype	Logo
loin	NO TRANSLATION
lollipop	Lutscher
lone	einsam
loneliness	Einsamkeit
lonely	einsam
loner	Einzelgänger
lonesome	einsam
long	lange
longboat	Langboot
longevity	Langlebigkeit
longing	Sehnsucht
longitude	Längengrad
longitudinal	längs
longitudinally	in Längsrichtung
longtime	lange Zeit
loo	Klo
look	aussehen
looker	Hingucker
lookout	Achtung
loom	Webstuhl
looming	drohend
loon	Seetaucher
loony	verrückt
loop	Schleife
loophole	Schlupfloch
loopy	schlau
loose	lose
loosen	lösen
loosening	Lockerung
loot	Beute
lop	stutzen
lopsided	schief
lord	Herr
lords	Herren
lordship	Lordschaft
lore	Überlieferung
lorry	LKW
lose	verlieren
loser	Verlierer
losing	zu verlieren
loss	Verlust
lost	hat verloren
lot	Menge
lotion	Lotion
lots	viele
lottery	Lotterie
lotto	Lotto
lotus	Lotus
loud	laut
loudly	laut
loudmouth	Großmaul
loudness	Lautstärke
loudspeaker	Lautsprecher
lounge	Salon
lounging	faulenzen
louse	Laus
lousy	lausig
lovable	liebenswert
love	Liebe
loved	geliebt
lovee	Liebe
loveee	Lieber
loveless	lieblos
lovelife	NO TRANSLATION
loveliness	Lieblichkeit
lovelovelove	NO TRANSLATION
lovely	schön
lovemaking	Liebe machen
lovemylife	NO TRANSLATION
lover	Liebhaber
lovesick	Liebeskummer
lovethis	Liebe
loving	liebend
lovinglife	liebevolles Leben
lovinlife	Lebensfreude
low	niedrig
lowdown	lowdown
lower	niedriger
lowering	Senkung
lowest	niedrigste
lowlands	Tiefland
lowlife	niedriges Leben
lowly	niedrig
lox	LOX
loyal	treu
loyalty	Loyalität
lsd	lsd
luau	Luau
lube	Schmieröl
lubricant	Schmiermittel
lubricate	schmieren
lubrication	Schmierung
lucid	klar
luck	Glück
luckiest	am glücklichsten
lucky	Glücklich
luckygirl	glückliches Mädchen
lucrative	lukrativ
ludicrous	lächerlich
lug	schleppen
luggage	Gepäck
lukewarm	lauwarm
lull	Flaute
lullaby	Wiegenlied
lumbar	Lendenwirbelsäule
lumber	Holz
lumbering	schwerfällig
lumberjack	Holzfäller
luminescent	lumineszierend
luminous	leuchtend
lump	Klumpen
lumpy	klumpig
lunacy	Wahnsinn
lunar	Mond-
lunatic	verrückt
lunch	Mittagessen
lunchbox	Brotdose
luncheon	Mittagessen
lunchtime	Mittagessenszeit
lung	Lunge
lunge	Ausfallschritt
lungs	Lunge
lurch	Stich
lure	locken
lurid	reißerisch
lurk	lauern
lurking	lauernd
luscious	lecker
lush	üppig
lust	Lust
luster	Lüster
lustful	lüstern
lustrous	glänzend
lusty	lustvoll
lute	Laute
luxuriant	üppig
luxurious	luxuriös
luxury	Luxus
lycra	Lycra
lye	Lauge
lying	lügen
lymph	Lymphe
lymphatic	lymphatisch
lymphoma	Lymphom
lynch	lynchen
lynching	Lynchen
lynx	Luchs
lyre	Leier
lyric	lyrisch
lyrical	lyrisch
lyrics	Text
macadamia	Macadamia
macarena	Macarena
macaroni	Makkaroni
mace	Keule
mach	Mach
machete	Machete
machine	Maschine
machinery	Maschinen
machinist	Maschinist
macho	Macho
mackerel	Makrele
macro	Makro
mad	wütend
madam	gnädige Frau
madame	Madame
madden	verrückt machen
madder	Krapp
mademoiselle	NO TRANSLATION
mademyday	meinen Tag gerettet
madhouse	Irrenhaus
madman	Verrückter
madness	Wahnsinn
maestro	Maestro
mafia	Mafia
magazine	Zeitschrift
mage	Magier
magenta	Magenta
maggot	Made
magic	Zauber
magical	magisch
magician	Zauberer
magistrate	Amtsrichter
magma	Magma
magna	Magna
magnate	Magnat
magnesium	Magnesium
magnet	Magnet
magnetic	magnetisch
magnetism	Magnetismus
magnetite	Magnetit
magnification	Vergrößerung
magnificence	Pracht
magnificent	großartig
magnifier	Lupe
magnify	vergrößern
magnifying	vergrößernd
magnitude	Größe
magnolia	Magnolie
magpie	Elster
mahi mahi	NO TRANSLATION
mahjong	Mahjong
mahogany	Mahagoni-
maid	Maid
maiden	Mädchen
mail	mail
mailbox	Briefkasten
mailing	Mailing
mailman	Briefträger
maim	NO TRANSLATION
main	Main
mainframe	Mainframe
mainland	Festland
mainstay	Hauptstütze
mainstream	Mainstream
maintain	pflegen
maintenance	Instandhaltung
majestic	majestätisch
majesty	Majestät
major	Haupt
majority	Mehrheit
make	machen
makeover	Umarbeitung
maker	Hersteller
makeshift	behelfsmäßig
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	bilden
makingdisciples	NO TRANSLATION
malady	Krankheit
malaise	Unwohlsein
malaria	Malaria
malarkey	Malakel
male	männlich
malevolent	böswillig
malfeasance	Amtsmissbrauch
malformation	Missbildung
malfunction	Fehlfunktion
malice	NO TRANSLATION
malicious	bösartig
malign	verleumden
malignancy	Malignität
malignant	maligne
maligned	verleumdet
mall	Einkaufszentrum
malleable	formbar
mallet	Hammer
malnutrition	Unterernährung
malpractice	Kunstfehler
malt	Malz
mama	Mutter
mambo	Mambo
mamma	NO TRANSLATION
mammal	Säugetier
mammoth	Mammut-
