Word	ka
graph	გრაფაში
graphic	გრაფიკული
graphics	გრაფიკა
graphite	გრაფიტი
grapple	grapple
grappling	grappling
grasp	დაჯექი
grasping	grasping
grass	ბალახი
grasshopper	grasshopper
grassy	grassy
grate	დიდი მადლობა
grated	გახეხილი
grateful	მადლობელი
gratification	gratification
gratified	კმაყოფილი
gratify	მადლობა
gratifying	სასიამოვნო
grating	grating
gratis	NO TRANSLATION
gratitude	მადლობა
gratuitous	უსასყიდლოდ
gratuity	გრატუსი
grave	საფლავი
gravel	ხრეში
graver	NO TRANSLATION
graveyard	სასაფლაოზე
gravitate	გრავიტაცია
gravitation	გრავიტაცია
gravitational	გრავიტაციული
gravity	სიმძიმის
gravy	gravy
gray	ნაცრისფერი
graze	გრეიზი
grease	ზეთი
greased	greased
greaser	greaser
greasy	ცხიმიანი
great	დიდი
great anticipation	დიდი მოლოდინი
great aunt	დიდი დეიდა
great disgust	დიდი სიძულვილი
great grandfather	დიდი ბაბუა
great grandma	დიდი ბებია
great grandmother	დიდი ბებია
great grandpa	დიდი ბაბუა
great surprise	დიდი სიურპრიზი
great trust	დიდი ნდობა
great uncle	დიდი ბიძა
greatday	NO TRANSLATION
greater	უფრო დიდი
greatest	უდიდესი
greatfriends	NO TRANSLATION
greatful	NO TRANSLATION
greatly	დიდად
greatly negative	დიდად უარყოფითი
greatly positive	დიდად დადებითი
greatness	სიდიადე
greatnight	NO TRANSLATION
greed	გაუმაძღრობით
greedy	ხარბ
green	მწვანე
green bean	მწვანე ლობიო
green pepper	მწვანე წიწაკა
green snake	მწვანე გველი
greenhouse	სათბური
greenish	მომწვანო
greenwood	მწვანე ხე
greet	მივესალმო
greeted	მიესალმა
greeting	მისალოცი
gregarious	სასიამოვნო
grenade	ყუმბარა
grey	ნაცრისფერი
greyhound	greyhound
grid	ბადე
gridiron	გრიდრონი
grief	მწუხარება
grievance	საჩივარი
grieve	მწუხარება
grieved	გლოვობდა
grieving	მწუხარება
grievous	grievous
griffin	გრიფინი
grill	გრილი
grille	ცხაური
grilled	შემწვარი
grim	საშინელი
grime	გრემი
grimy	grimy
grin	ხრახნი
grind	grind
grinder	grinder
grinding	სახეხი
grindstone	grindstone
gringo	გრიგო
grip	ძალაუფლება
gripe	გრიპი
grisly	grisly
grist	გრისტი
grit	grit
grits	grits
gritty	gritty
grizzly	grizzly
groan	groan
grocer	grocer
groceries	სასურსათო
grocery	სასურსათო
groggy	groggy
groin	groin
groom	groom
groove	groove
groovy	გროუვი
grope	გროპი
gross	უხეში
grotesque	გროტესკი
grotto	მღვიმე
grouch	გრაცია
grouchy	grouchy
ground	ადგილზე
grounded	დასაბუთებული
groundhog	groundhog
grounding	დასაბუთება
groundless	უსაფუძვლო
grounds	საფუძველი
groundwork	საფუძველი
group	ჯგუფი
groupie	ჯგუფი
grouping	დაჯგუფება
grouse	გაანადგურეს
grout	გრეი
grove	კორომებით
grovel	grovel
grow	იზრდება
growl	იზრდება
growling	იზრდება
growls	იზრდება
grownup	გაზრდა
growth	ზრდა
growthefuckup	ზრდასრულობა
grr	გრ
grrr	გრ
grrrrr	grrrrr
grub	grub
grubby	გუბე
grudge	grudge
grudging	grudging
grudgingly	grudgingly
gruel	gruel
grueling	grueling
gruesome	gruesome
gruff	gruff
grumble	გაბრაზებული
grump	გრიპი
grumpy	grumpy
grunt	ნადირობა
grunting	grunting
guacamole	guacamole
guano	გუანო
guarantee	გარანტია
guaranty	გარანტია
guard	დაცვა
guarded	დაცული
guardhouse	საწყობი
guardian	მეურვე
guardianship	მეურვეობა
guards	მესაზღვრეებმა
gubernatorial	გუბერნატორი
guerilla	NO TRANSLATION
guerrilla	პარტიზანული
guess	ვხვდები
guesser	guesser
guesswork	გააზრება
guest	სტუმარი
guesthouse	ოჯახური სასტუმრო
guidance	ხელმძღვანელობა
guide	სახელმძღვანელო
guidebook	სახელმძღვანელო
guidelines	სახელმძღვანელო მითითებები
guiding	სახელმძღვანელო
guild	კლანში
guile	guile
guillotine	გილოტ
guilt	დანაშაული
guilty	დამნაშავე
guinea	გვინეა
guise	შეიტყვეთ
guitar	გიტარა
guitarist	გიტარისტი
gules	გულები
gulf	გრაფა
gull	gull
gullet	ხალიჩა
gullible	gullible
gully	ხევში
gulp	gulp
gum	რეზინა
gumbo	გუმბათი
gummy	gummy
gumption	gumption
gun	იარაღი
gunboat	gunboat
gunfight	gunfight
gunfighter	იარაღი
gunfire	ცეცხლსასროლი იარაღით
gunk	ნაგავსაყრელი
gunman	იარაღი
gunmen	იარაღი
gunner	gunner
gunnery	ჯარისკაცი
gunplay	gunplay
gunpoint	იარაღი
gunpowder	დენთის
gunshot	იარაღი
gunslinger	gunslinger
gurney	gurney
guru	გურუ
gush	gush
gusher	gusher
gusset	gusset
gust	ნაზი
gusto	NO TRANSLATION
gusty	მტკნარი
gut	gut
gutless	დაუდევარი
guts	guts
gutsy	gutsy
gutter	გუტერი
guy	ბიჭი
guzzler	guzzler
guzzling	guzzling
gym	სპორტ - დარბაზი
gymnasium	გიმნაზია
gymnast	ტანვარჯიში
gymnastic	ტანვარჯიშო
gymnastics	ტანვარჯიშები
gynecologist	გინეკოლოგი
gynecology	გინეკოლოგია
gypsy	ბოშათა
gyroscope	გინეკოპია
habit	ჩვევა
habitat	ჰაბიტატი
habitation	საცხოვრებელი
habitual	ჩვეულებრივი
habitually	ჩვეულებრივად
hacienda	hacienda
hack	hack
hacker	ჰაკერი
hacksaw	hacksaw
hadenough	NO TRANSLATION
hag	hag
haggard	haggard
haggle	haggle
haiku	ჰაიკი
hail	სეტყვა
hair	თმა
hairball	hairball
hairbrush	hairbrush
haircut	თმის ვარცხნილობა
hairdo	თმის ვარცხნილობა
hairdresser	პარიკმახერი
hairdryer	თმის საშრობი
hairless	hairless
hairline	თმის ვარცხნილობა
hairpin	თმის ვარცხნილობა
hairspray	თმის სპრეი
hairstyle	ვარცხნილობა
hairy	თმები
hale	ზღაპარი
half	ნახევარი
half dollar	ნახევარი დოლარი
halfback	ნახევარდაცვა
halftime	ნახევარი დრო
halfway	შუა ნაწილამდე იყვნენ
halibut	ჰალიბუტი
hall	დარბაზი
hallelujah	ჰლელეჯუა
hallmark	ნიშანთვისებად
hallowed	წმინდა
hallucination	ჰალუცინაცია
hallway	hallway
halo	ჰალო
halt	შეჩერდა
halter	halter
halting	შეჩერება
halve	შუალედი
halving	განახევრება
ham	ლორი
hamburger	ჰამბურგერი
hamlet	ჰამლეტი
hammer	ჩაქუჩი
hammerhead	ჩაქუჩი
hammering	ჩახშობა
hammock	hammock
hamper	შეაფერხოს
hamster	hamster
hamstring	hamstring
hand	ხელით
handbag	ჩანთა
handball	ხელბურთი
handbook	სახელმძღვანელო
handcuff	ხელბორკილი
handful	მუჭა
handgun	იარაღი
handheld	ხელყუმბარა
handicap	ჰანდიკაპი
handicapped	უნარშეზღუდული
handicraft	ხელნაკეთობა
handiwork	ხელნაკეთობა
handkerchief	ცხვირსახოცი
handle	სახელური
handler	დამლაგებელი
handmade	ხელნაკეთი
handout	handout
handprint	ხელნაკეთი
handshake	ხელჯოხი
handsome	ლამაზი
handwriting	ხელწერა
handy	მოსახერხებელია
handyman	ხელოსანი
hang	გათიშეთ
hangar	ჰანგარი
hanger	hanger
hanging	ჩამოკიდებული
hangman	hangman
hangout	დროის გატარება
hangover	ნაბახუსევი
hangry	hangry
hank	hank
hankering	გატაცება
hanky	hanky
hap	NO TRANSLATION
haphazard	haphazard
hapless	hapless
happen	მოხდეს
happening	ხდება
happier	ბედნიერი
happiest	ბედნიერი
happily	ბედნიერად
happiness	ბედნიერება
happy	ბედნიერი
happydance	happydance
happyday	ბედნიერი დღე
happyheart	ბედნიერებას
happyholidays	NO TRANSLATION
happynewyear	NO TRANSLATION
happyplace	NO TRANSLATION
happytweet	NO TRANSLATION
happyvalentinesday	NO TRANSLATION
harass	შეურაცხყოფა
harassing	შევიწროება
harassment	შევიწროება
harbinger	ჰერბინგერი
harbor	harbor
hard	რთულია
hardball	hardball
hardcore	სექსაობა
harden	გამკაცრდეს
hardened	გამაგრებული
hardening	გამკვრივება
hardheaded	hardheaded
hardness	სიხისტე
hardship	გაჭირვება
hardware	აპარატურა
hardwood	ხისტი
hardworking	ბეჯითი
hardy	hardy
hare	კურდღელი
harebrained	harebrained
harem	ჰარემი
hark	Hark
harlot	მეძავი
harm	ზიანს აყენებს
harmful	მავნე
harmless	უვნებელია
harmonica	ჰარმონიკა
harmonics	ჰარმონიკა
harmonious	ჰარმონიული
harmoniously	ჰარმონიულად
harmonize	ჰარმონიზაცია
harmony	ჰარმონია
harness	აღკაზმულობა
harp	არფა
harper	harper
harpoon	harpoon
harpsichord	გვირგვინი
harrowing	ზიანს აყენებს
harry	ჰარი
harsh	მკაცრი
harshness	სისულელე
hart	ჰარტი
harvest	მოსავალი
hash	hash
hashish	hashish
hassle	hassle
haste	დაჩქარება
hasten	დაჩქარება
hastily	ნაჩქარევად
hasty	ნაჩქარევი
hat	ქუდი
hatch	ლუქი
hatchet	hatchet
hate	სიძულვილი
hateeee	NO TRANSLATION
hateeveryone	NO TRANSLATION
hateful	არაზუსტი
hater	მოძულდა
hateyou	NO TRANSLATION
hating	hating
hatred	სიძულვილი
haughty	ქედმაღალი
haul	haul
haulage	haulage
haunt	ასვენებს
haunted	შეშინებული
have	აქვს
haven	თავშესაფარი
havoc	Havoc
haw	Haw
hawk	hawk
hawking	hawking
hay	NO TRANSLATION
haye	ჰეი
hayride	hayride
haystack	თივა
haywire	თაღლითობა
hazard	საფრთხე
hazardous	სახიფათო
haze	მზერა
hazmat	hazmat
hazy	მღელვარე
head	ხელმძღვანელი
headache	თავის ტკივილი
headaches	თავის ტკივილი
headband	თავსაბურავი
headdress	headdress
header	სათაური
headgear	თავსაბურავები
heading	სასაქონლო პოზიცია
headland	სათავეში
headless	headless
headlight	headlight
headline	სათაურით
headliner	headliner
headlock	სათავეში
headlong	სათავეში
headmaster	დირექტორი
headphones	ყურსასმენები
headquarter	შტაბი
headquarters	სათაო ოფისი
headset	ყურსასმენი
headstone	ქვაკუთხედი
headstrong	სათავეში
headway	გზა
heady	ხელმძღვანელი
heal	მოშუშებისა
healer	მკურნალი
healing	სამკურნალო
health	ჯანმრთელობა
healthcare	ჯანმრთელობის დაცვა
healthful	ჯანსაღი
healthy	ჯანსაღი
heap	ბევრი
hear	მოისმინე
hearer	მსმენელი
hearing	მოსმენა
hearsay	hearsay
hearse	მოსმენა
heart	გული
heart disease	გულის დაავადება
heartache	გულისტკივილი
heartattack	NO TRANSLATION
heartbeat	გულისცემა
heartbreak	heartbreak
heartbreaker	heartbreaker
heartbreaking	გულდასაწყვეტი
heartbroken	გატეხილი გული
heartburn	გულძმარვა
hearted	გული
heartfelt	გულწრფელი
hearth	ჯანმრთელობა
heartily	გულწრფელად
heartland	გულის კუნძული
heartless	უმანკო
hearts	გული
heartsick	გული
heartworm	heartworm
hearty	hearty
heat	სითბო
heated	მწვავე
heater	გამათბობელი
heath	ჯანმრთელობის დაცვა
heathen	წარწერები
heather	heather
heating	გათბობა
heave	გისურვებთ
heaven	ზეცა
heavenly	ზეციური
heavens	ცა
heavily	მძიმედ
heaviness	სიმძიმის
heaving	heaving
heavy	მძიმე
heavy metal	მძიმე მეტალი
heavyweight	მძიმე წონა
heck	heck
hectares	ჰექტარი
hectic	hectic
hedge	hedge
hedgehog	ზღარბი
hedonism	ჰედონიზმი
hee	მან
heed	აღიქვამს
heel	ქუსლი
heels	ქუსლები
heft	heft
hefty	hefty
hegemonic	ჰეგემონიკა
heheh	NO TRANSLATION
heifer	heifer
height	სიმაღლე
heighten	სიმაღლე
heightened	გაამძაფრა
heinous	heinous
heir	მემკვიდრე
heiress	მემკვიდრე
heirloom	განძს
heirs	მემკვიდრეები
heist	heist
helical	ხვეული
helicopter	ვერტმფრენი
helipad	helipad
heliport	ჰელიპოტი
helium	ჰელიუმი
helix	helix
hell	ჯოჯოხეთი
hellfire	ჯოჯოხეთი
hellhole	ჯოჯოხეთი
hellish	hellish
helm	მართავდა
helmet	მუზარადზე
helmsman	helmsman
help	დაეხმაროს
helper	დამხმარე
helpful	სასარგებლოა
helpless	უმწეო
helplessness	უმწეოობა
hem	NO TRANSLATION
hematite	ჰემატიტი
hematoma	ჰემატომა
hemi	ჰემი
hemisphere	ნახევარსფერო
hemispheric	hemispheric
hemlock	hemlock
hemoglobin	ჰემოგლობინი
hemorrhage	სისხლდენა
hemorrhoids	hemorrhoids
hemostat	ჰემოსტატი
hemp	კანაფის
hen	NO TRANSLATION
henceforth	ამიერიდან
henhouse	საქათმე
hepatitis	ჰეპატიტი
herald	ჰერალდი
heraldry	ჰერალდია
herb	ბალახს
herbaceous	ბალახოვანი
herbal	მცენარეული
herbarium	ჰერბარიუმი
herbs	მწვანილი
herd	ნახირი
hereditary	მემკვიდრეობა
heredity	მემკვიდრეობა
heresy	ერესი
heretic	აქური
heretical	აქაური
heretofore	აქამდე
hereunto	აქედან
herewith	აქედან
heritage	მემკვიდრეობა
hermaphrodite	hermaphrodite
hermeneutics	ჰერმენეუტიკა
hermit	თავშესაფარი
hernia	თიაქარი
hero	გმირი
heroic	გმირული
heroics	გმირები
heroin	ჰეროინი
heroine	ჰეროინი
heroism	გმირობა
herpes	ჰერპესი
herpesvirus	ჰერპესვირუსი
herring	ქაშაყი
hertz	ჰერცი
hesitant	იშვიათი
hesitate	დააყოვნეთ
hesitating	hesitating
hesitation	უყოყმანოდ
hetero	ჰეტერო
heterogeneity	ჰეტეროგენულობა
heterosexual	ჰეტეროსექსუალი
hew	hew
hex	hex
hexagon	hexagon
heyday	აყვავება
hiatus	პაუზა
hibernate	ჰიბერნეტი
hibernation	hibernation
hiccup	hiccup
hick	hick
hickey	hickey
hickory	hickory
hidden	ჩაფლული
hide	დამალვა
hideaway	hideaway
hideous	დამალული
hideout	დაფარვა
hiding	იმალება
hierarchical	იერარქიული
hierarchy	იერარქია
hieroglyphics	იეროგლიფსი
high	მაღალი
high heels	მაღალი ქუსლები
highball	highball
higher	უმაღლესი
highest	უმაღლესი
highland	მაღალმთიანი
highlands	მაღალმთიან
highlight	მონიშნეთ
highness	სიდიადე
hight	hight
hightail	hightail
highway	გზატკეცილი
hijack	გატაცება
hijacker	hijacker
hike	ლაშქრობა
hiker	hiker
hiking	ლაშქრობა
hiking boot	საფეხმავლო ჩატვირთვა
hilarious	იუმორისტული
hilarity	იუმორისტული
hill	გორაზე
hillside	ბორცვი
hilltop	hilltop
hilly	მთიანი
hilt	დაიხურება
hind	უკანა
hinder	ხელს უშლის
hindering	შეფერხება
hindrance	შემაფერხებელი
hindsight	უკურნებელი
hinge	hinge
hint	მინიშნება
hinterland	ჰინერლანდი
hip	ჰიპ
hip hop	ჰიპ ჰოპი
hippie	hippie
hippo	ჰიპო
hippopotamus	hippopotamus
hire	დაქირავება
hirsute	ცხენი
hiss	მისი
hissing	იშვიათია
histology	ჰისტოლოგია
historian	ისტორიკოსი
historic	ისტორიული
historical	ისტორიული
historiography	ისტორიოგრაფია
history	ისტორია
hit	მოხვდა
hitch	ჩავარდნა
hitchhike	hitchhike
hitchhiker	hitchhiker
hitherto	აქამდე
hitter	hitter
hive	hive
hives	თხილი
hoard	hoard
hoarse	ბორბალი
hoary	გაბრაზება
hoax	ხუმრობა
hob	hob
hobbit	ჰობიტი
hobby	ჰობი
hobo	hobo
hock	hock
hockey	ჰოკეი
hoe	NO TRANSLATION
hog	hog
hogwash	hogwash
hohoho	NO TRANSLATION
hoist	ამწე
hokey	ჰოკეი
hold	გამართავს
holder	მფლობელი
holding	ჩატარება
holdup	გამართავს
hole	ხვრელი
holiday	დღესასწაული
holidays	დღესასწაულები
holidayseason	NO TRANSLATION
holiness	სიწმინდე
holistic	ჰოლისტიკური
holler	holler
hollow	ღრუ
holly	სიწმინდე
holocaust	ჰოლოკოსტი
hologram	ჰოლოგრამა
holographic	ჰოლოგრაფიული
holster	თოფი
holy	წმინდა
holyspirit	NO TRANSLATION
homage	homage
hombre	NO TRANSLATION
hombres	NO TRANSLATION
home	სახლში
homeboy	სახლში
homecoming	სახლში დაბრუნება
homeland	სამშობლო
homeless	უსახლკარო
homely	homely
homemade	სახლში დამზადებული
homeopathic	ჰომეოპათიური
homeopathy	ჰომეოპათია
homeowner	სახლის მეპატრონე
homeroom	homeroom
homesick	homesick
homestead	საკარმიდამო
homesweethome	სახლი ტკბილი სახლი
hometown	მშობლიურ
homeward	საშინაო დავალება
homework	საშინაო დავალება
homey	სახლში
homicidal	მკვლელობა
homicide	მკვლელობა
homily	ქადაგება
homing	თვითდასაქმება
hominy	hominy
homo	ჰომო
homogeneity	ერთგვაროვნება
homogeneous	ერთგვაროვანი
homologous	homologous
homologue	homologue
homology	ჰომოლოგია
homophobic	ჰომოფობიური
homosexual	ჰომოსექსუალი
homosexuality	ჰომოსექსუალიზმი
honcho	პატივისცემა
hone	აიფოუნ
honest	პატიოსანი
honesty	პატიოსნება
honey	თაფლი
honeycomb	honeycomb
honeymoon	თაფლობის თვე
honeysuckle	honeysuckle
honk	პატივი
honky	პატიოსანი
honor	პატივი
honorable	საპატიო
honorarium	საპატიო
honorary	საპატიო
honored	პატივი
hooch	hooch
hood	hood
hooded	hooded
hoodlum	hoodlum
hoof	hoof
hook	Hook
hooked	hooked
hooker	ჰუკერი
hookup	შეკვრა
hooky	ჰუიკი
hooligan	ხულიგნობა
hoop	ჰოოპ
hoopla	ჰოპლა
hooray	hooray
hoot	hoot
hooter	hooter
hop	ჰოპი
hope	იმედი მაქვს
hopeful	იმედი მაქვს
hopeless	უიმედო
hopelessness	უიმედობა
hopes	იმედოვნებს
hoping	იმედი მაქვს
hopper	ბუნკერის
horde	ურდოს
horizon	ჰორიზონტზე
horizontal	ჰორიზონტალური
horizontally	ჰორიზონტალურად
hormonal	ჰორმონალური
hormone	ჰორმონი
horn	რქა
horned	რქა
hornet	რქა
horny	horny
horoscope	ჰოროსკოპი
horrendous	საშინელება
horrible	საშინელებაა
horribly	საშინლად
horrid	საშინელება
horrific	საზარელი
horrified	შეშინებული
horrifying	საშინელება
horror	საშინელება
horrors	საშინელება
horse	ცხენი
horseback	ცხენებით
horseman	მხედარი
horsepower	ცხენის ძალა
horseradish	ცხენი
horseshit	ცხენი
horseshoe	ცხენი
horsey	ჰარსი
horticultural	სამებაღეო
horticulture	მებაღეობა
hosannah	NO TRANSLATION
hose	შლანგი
hosiery	hosiery
hospice	საავადმყოფოში
hospitable	სტუმართმოყვარე
hospital	საავადმყოფო
hospitality	სტუმართმოყვარეობა
host	მასპინძელი
hostage	მძევლად
hostel	ჰოსტელი
hostess	დიასახლისი
hostile	მტრული
hostilities	საომარი მოქმედებები
hostility	მტრობა
hot	ცხელი
hot sauce	ცხელი სოუსი
hotbed	კერა
hotdog	ჰოთდოგი
hotel	სასტუმრო
hothead	ცხელი
hotline	ცხელი ხაზი
hotshot	ცხელი
hotyoga	NO TRANSLATION
hound	hound
hour	საათი
hourglass	საათიანი საათი
hourly	საათში
house	სახლი
houseboat	სახლი ბორბალი
houseboy	სახლი
housebroken	სახლი დაიჭირეს
houseguest	houseguest
household	საყოფაცხოვრებო
householder	სახლის მფლობელი
housekeeper	სახლი
housekeeping	სახლის მოვლა
housewarming	housewarming
housewife	დიასახლისი
housework	საოჯახო ნივთები
housing	საცხოვრებელი
hovel	hovel
hover	hover
hovercraft	hovercraft
howl	howl
howsoever	ყოველ შემთხვევაში
hoy	NO TRANSLATION
hub	კერა
hubby	hubby
huckleberry	huckleberry
huddle	huddle
hue	ტონი
huff	huff
huffy	huffy
hug	ჩახუტება
huge	უზარმაზარი
hugger	hugger
huggy	huggy
hugs	ჩახუტება
hulk	hulk
hull	ჰალი
hum	hum
human	ადამიანი
humane	ჰუმანური
humanitarian	ჰუმანიტარული
humanities	ჰუმანიტარული
humanity	კაცობრიობა
humankind	კაცობრიობა
humanoid	humanoid
humanrights	NO TRANSLATION
humble	თავმდაბალი
humbled	თავმდაბალი
humbly	თავმდაბალი
humbug	humbug
humdrum	humdrum
humid	ნოტიო
humidity	ტენიანობა
humiliate	დამცირება
humiliated	დამცირება
humiliating	დამამცირებელი
humiliation	დამცირება
humility	თავმდაბლობა
hummer	hummer
hummingbird	hummingbird
humongous	humongous
humor	იუმორი
humored	humored
humorist	იუმორისტი
humorous	იუმორისტული
hump	კეხი
humpback	humpback
hunch	hunch
hunchback	hunchback
hundred	ას
hundredth	მეასე
hunger	შიმშილი
hungry	მშიერი
hunk	hunk
hunks	hunks
hunky	hunky
hunt	ნადირობის
hunter	მონადირე
hunting	ნადირობა
huntress	მონადირე
hurdle	დაბრკოლება
hurl	ჩქარობს
hurrah	მწვავე
hurricane	ქარიშხალი
hurricanes	ქარიშხალი
hurried	ჩქარობს
hurry	ჩქარობს
hurryup	NO TRANSLATION
hurt	დააზარალებს
hurtful	მტკივნეული
hurting	ზიანს აყენებს
husband	ქმარი
husbandry	მეცხოველეობა
hush	hush
hushed	გასაიდუმლოებული
husk	NO TRANSLATION
husky	husky
hussy	hussy
hustle	Hustle
hustler	hustler
hut	ქოხი
hutch	hutch
hyacinth	ბაგრატი
hybrid	ჰიბრიდი
hydra	ჰიდრა
hydrant	ჰიდრატი
hydrate	ჰიდრატი
hydraulic	ჰიდრავლიკური
hydraulics	ჰიდრავლიკა
hydrocephalus	ჰიდროცეფალიუსი
hydrodynamics	ჰიდროდინამიკა
hydrogen	წყალბადის
hydrographic	ჰიდროგრაფიული
hydrology	ჰიდროლოგია
hydrophobia	ჰიდროფობია
hydroponics	ჰიდროპონიკა
hyena	ჰიესა
hygiene	ჰიგიენა
hygienic	ჰიგიენური
hygienist	ჰიგიენისტი
hymen	ჰიმნი
hymn	ჰიმნი
hype	Hype
hyped	პროპაგანდა
hyper	ჰიპერ
hyperactive	ჰიპერაქტიური
hyperbole	ჰიპერბოლა
hyperspace	ჰიპერპერსეისი
hypertension	ჰიპერტენზია
hypertrophy	ჰიპერტროფია
hyperventilate	hyperventilate
hyperventilating	hyperventilating
hyphen	ჰიფენი
hypnosis	ჰიპნოზი
hypnotic	საძილე
hypnotist	ჰიპნოტოლოგი
hypnotize	ჰიპნოტიკა
hypnotized	ჰიპნოზირებული
hypochondriac	ჰიპოქანდრიაკი
hypocrisy	თვალთმაქცობა
hypocrite	ფარისევლობა
hypocritical	ფარისევლობა
hypodermic	კანქვეშა
hypothalamus	ჰიპოთალამუსი
hypothermia	ჰიპოთერმია
hypothesis	ჰიპოთეზა
hypothetical	ჰიპოთეტური
hysterectomy	hysterectomy
hysteria	ისტერია
hysterical	ისტერიული
ibuprofen	იბუპროფენი
ice	ყინული
ice tea	ყინულის ჩაი
iceberg	აისბერგი
icebox	ყინულის
icebreaker	icebreaker
iced	ცივი
icing	icing
icky	icky
icon	ხატი
iconic	iconic
iconography	ხატოგრაფია
icy	ყინულოვანი
id	id
idea	იდეა
ideal	იდეალური
idealism	იდეალიზმი
idealist	იდეალისტი
idealistic	იდეალისტური
identical	იდენტურია
identically	იდენტურად
identification	იდენტიფიკაცია
identify	იდენტიფიცირება
identity	ვინაობა
ideology	იდეოლოგია
idiocy	იდიოტი
idiom	idiom
idiomatic	idiomatic
idiot	იდიოტი
idiotic	იდიოტური
idiots	იდიოტები
idle	მოჩვენებითი
idleness	idleness
idler	idler
idol	კერპი
idolatry	კერპთაყვანისმცემლობა
idolizing	idolizing
idyllic	იდილიური
iffy	iffy
ifonly	მხოლოდ
igloo	igloo
igneous	igneous
ignite	იშვიათია
ignition	ანთება
ignorance	იგნორირება
ignorant	უმეცარი
ignore	იგნორირება
iguana	iguana
ihatespiders	NO TRANSLATION
ilk	NO TRANSLATION
ill	ავად
illegal	უკანონო
illegality	უკანონობა
illegally	უკანონოდ
illegible	დაუსაბუთებელი
illegitimate	არალეგიტიმური
illicit	უკანონო
illiterate	გაუნათლებელი
illness	ავადმყოფობა
illogical	ალოგიკური
illuminate	განათება
illuminating	განათება
illumination	განათება
illuminator	განათება
illusion	ილუზია
illustrate	ილუსტრაცია
illustration	ილუსტრაცია
illustrative	საილუსტრაციო
illustrious	illustrious
ilovechristmas	NO TRANSLATION
iloveher	NO TRANSLATION
image	გამოსახულება
imagery	გამოსახულება
imaginable	წარმოსახვითი
imaginary	წარმოსახვითი
imagination	წარმოსახვა
imaginative	წარმოსახვითი
imagine	წარმოიდგინეთ
imagined	წარმოიდგენდა
imaging	გამოსახულება
imagining	წარმოიდგინა
imam	NO TRANSLATION
imbalance	დისბალანსი
imbecile	imbecile
imbedded	ჩანერგილი
imissyou	NO TRANSLATION
imitate	მიბაძეთ
imitated	იმიტირებული
imitation	იმიტაცია
immaculate	immaculate
immaterial	არსებითია
immature	გაუაზრებელი
immaturity	immaturity
immeasurable	immeasurable
immeasurably	immeasurably
immediacy	დაუყოვნებლივ
immediate	დაუყოვნებლივ
immediately	სასწრაფოდ
immemorial	უძველესი
immense	უზარმაზარი
immerse	immerse
immersion	immersion
immigrant	იმიგრანტი
immigration	საიმიგრაციო
imminent	გარდაუვალია
immobile	immobile
immoral	ამორალური
immorality	უზნეობა
immortal	უკვდავი
immortality	უკვდავება
immovable	უძრავი
immune	იმუნური
immunity	იმუნიტეტი
immunization	იმუნიზაცია
immutable	შეუცვლელი
imp	ი
impact	გავლენა
impair	ზიანს აყენებს
impaired	გაუფასურებული
impairment	გაუფასურება
impart	გაავრცელოს
impartial	მიუკერძოებელი
impartiality	მიუკერძოებლობა
impassable	გაუვალი
impassioned	impassioned
impatience	მოუთმენლობა
impatient	მოუთმენელი
impatiently	NO TRANSLATION
impeach	impeach
impeachment	იმპიჩმენტი
impeccable	impeccable
impede	შეაფერხოს
impediment	დაბრკოლება
impelled	აიძულა
impending	მოსალოდნელია
impenetrable	impenetrable
imperative	აუცილებელია
imperceptible	შეუძლებელია
imperfect	არასრულყოფილი
imperfection	არასრულყოფილება
imperfectly	არასრულყოფილია
imperial	იმპერიული
imperialist	NO TRANSLATION
impermeable	არასრულყოფილი
impermissible	დაუშვებელია
impersonal	უპიროვნო
impersonate	impersonate
impersonation	impersonation
impersonator	impersonator
impertinence	აბსოლუტური
impertinent	impertinent
impervious	impervious
impetuous	იმპულსური
impetus	იმპულსი
implacable	შეუქცევადი
implant	იმპლანტი
implantation	იმპლანტაცია
implanted	იმპლანტირებული
implement	განხორციელება
implicate	შუამდგომლობა
implicated	ჩართული
implication	გავლენა
implied	ნაგულისხმევი
implore	implore
implosion	implosion
imply	გულისხმობს
impolite	impolite
import	იმპორტი
importance	მნიშვნელობა
important	მნიშვნელოვანი
importation	იმპორტირება
impose	დააკისროს
imposing	დაკისრების
imposition	დაკისრება
impossibility	შეუძლებელია
impossible	შეუძლებელია
impostor	impostor
impotence	იმპოტენცია
impotent	impotent
impound	impound
impoverished	სიღარიბის ზღვარს ქვემოთ მყოფი
impracticable	შეუძლებელია
impractical	არაპრაქტიკული
impregnable	შეუძლებელი
impregnate	impregnate
impress	შთაბეჭდილება
impressed	შთამბეჭდავი
impression	შთაბეჭდილება
impressionable	შთამბეჭდავი
impressive	შთამბეჭდავი
imprint	imprint
imprison	პატიმრობა
imprisoned	დააპატიმრეს
imprisonment	პატიმრობა
improbable	წარმოუდგენელია
impromptu	ექსპრომტი
improper	არასწორია
impropriety	არასწორი
improve	გაუმჯობესება
improved	გაუმჯობესდა
improvement	გაუმჯობესება
improves	აუმჯობესებს
improving	გაუმჯობესება
improvisation	იმპროვიზაცია
improvise	improvise
improvised	თვითნაკეთი
imprudent	უგუნური
impudence	თავხედობა
impudent	თავხედური
impulse	იმპულსი
impulsive	იმპულსური
impunity	დაუსჯელობა
impure	impure
impurity	impurity
imputation	imputation
imtryingtosleep	NO TRANSLATION
inability	უუნარობა
