Word	tl
laceration	laceration
lack	kakulangan
lackey	kulang
lacking	kulang
lackluster	walang kuwentang tao
lacquer	may kakulangan
lacrosse	lacrosse
lactose	lactose
lad	batang lalaki
ladder	hagdan
laddie	laddie
laden	sarado
lading	pagkarga
ladle	ladle
lady	babae
lady bug	NO TRANSLATION
ladybug	ladybug
ladylike	parang babae
ladyship	ladyship
lag	lag
lager	NO TRANSLATION
lagging	lagging
lagoon	lagoon
lair	tirahan
laity	laiti
lake	lawa
lama	NO TRANSLATION
lamb	tupa
lame	pilay
lament	panaghoy
lamenting	lamenting
lamina	lamina
laminated	nakalamina
lamp	lampara
lamppost	lamppost
lance	lance
lancer	lancer
land	lupain
landed	may landed
landfall	landfall
landfill	Landfill
landing	landing
landlady	may-ari
landlocked	landlocked
landlord	panginoong maylupa
landmark	palatandaan
lands	lupain
landscape	landscape
landscaping	landscaping
landslide	pagguho ng lupa
lane	lane
language	wika
languid	lamas
languish	malungkot
languishing	nagagalit
lanky	matangkad
lantern	parol
lap	lap
lapdog	lapdog
lapel	sulapa
lapse	lumipas
lapsed	natapos na
laptop	laptop
larceny	larceny
lard	mantika
larder	larder
large	malaki
larger	mas malaki
largo	NO TRANSLATION
lark	lark
larva	larva
laryngitis	laryngitis
larynx	larynx
lasagna	lasagna
laser	laser
lash	lash
lass	lass
lasso	lasso
lastday	NO TRANSLATION
lasting	pangmatagalang
lastminute	huling minuto
latch	aldaba
late	huli
lateness	pagkaantala
latent	tago
lateral	lateral
laterally	laterally
latex	latex
lathe	lathe
lather	huli
latitude	latitude
latrine	banyo
latrines	latrines
latte	latte
lattice	sala-sala
laud	laud
laudable	kapuri-puri
laudation	laudasyon
laudatory	laudatory
laugh	tumawa
laughable	nakakatawa
laughing	tumatawa
laughingstock	NO TRANSLATION
laughs	laughs
laughter	tawa
launch	ilunsad
launcher	launcher
launches	naglulunsad
launder	magluto
laundering	laundering
laundry	paglalaba
laureate	pinagpipitagan
laurel	laurel
laurels	mga laurels
lava	lava
lavage	lavage
lavatory	lavatory
lavender	lavender
lavish	labis-labis
law	batas
lawful	ayon sa batas
lawless	walang batas
lawlessness	kawalan ng batas
lawman	lawman
lawn	damuhan
lawnmower	lawnmower
lawsuit	demanda
lawyer	abogado
lax	lax
laxative	panunaw
lay	maglatag
layaway	layaway
layer	layer
layered	layered
layman	karaniwang tao
layout	layout
layover	layover
laziness	katamaran
lazy	tamad
lazyday	NO TRANSLATION
lea	lea
lead	humantong
leaded	humantong
leader	pinuno
leadership	pamumuno
leading	nangunguna
leads	mga lead
leaf	dahon
leaflet	polyeto
leafy	malabay
league	liga
leak	tumagas
leakage	pagtulo
leaky	leaky
lean	sandalan
leaned	leaned
leaning	nakahilig
leap	lumukso
learn	matuto
learned	natutunan
learner	aaral
learning	pag-aaral
lease	pag-upa
leash	tali
leather	katad
leathery	parang balat
leave	umalis
leavemealone	iwanan mo akong mag-isa
leaving	umalis
lecherous	lecherous
lecture	panayam
lecturer	lektor
ledge	ungas
ledger	ledger
lee	lee
leech	linta
leeches	leeches
leer	NO TRANSLATION
leery	nakakainis
lees	NO TRANSLATION
leeway	kaluwagan
left	kaliwa
leftout	NO TRANSLATION
leftover	tira
leftovers	mga tira
lefty	lefty
leg	binti
legacy	pamana
legal	legal
legality	legalidad
legalize	gawing legal
legalized	legalize
legally	legal
legend	alamat
legendary	maalamat
legibility	pagkakahati-hati
legible	nababasa
legion	legion
legislate	ayon sa batas
legislation	batas
legislative	pambatasan
legislator	mambabatas
legislature	lehislatura
legit	legit
legitimacy	pagkalehitimo
legitimate	lehitimong
lego	lego
legs	binti
legume	legume
legwork	legwork
leisure	paglilibang
leisurely	tahimik
lemma	lemma
lemon	limon
lemonade	limonada
lend	ipahiram
lender	tagapagpahiram
lending	pagpapaupa
length	haba
lengthen	pahabain
lengthened	lengthened
lengthening	lengthening
lengthwise	pahaba
lengthy	mahaba
leniency	pagkamagiliw
lenient	mabait
lens	lens
leopard	leopardo
leotard	leotard
leper	ketong
leprechaun	leprechaun
leprosy	ketong
lesbian	lesbian
lesbianism	lesbianism
lesion	sugat
less	mas mababa
lessee	lessee
lessen	bawasan
lessening	pagbawas
lesser	mas mababa
lesson	aralin
lessor	lessor
let	hayaan
lethal	nakamamatay
lethargic	lethargic
lethargy	pag-uusap
letter	sulat
lettered	sulat
letterhead	letterhead
lettering	pagkakasulat
letters	mga titik
lettuce	litsugas
leukemia	lukemya
levee	levee
level	antas
lever	pingga
leverage	pagkilos
levitate	levitate
levy	pagpapataw ng buwis
lewd	malaswa
lexicon	leksikon
ley	NO TRANSLATION
liabilities	pananagutan
liability	pananagutan
liable	mananagot
liaison	pag-uugnayan
liar	sinungaling
libel	libel
libelous	liboloso
liberal	liberal
liberalism	liberalismo
liberate	palayain
liberated	liberated
liberating	liberating
liberation	pagpapalaya
liberty	kalayaan
libido	libido
librarian	librarian
library	library
libretto	libretto
lice	kuto
license	lisensya
lichen	lichen
lick	dilaan
licorice	anis
lid	talukap ng mata
lie	kasinungalingan
liege	liege
lien	lien
lieu	kapalit
lieutenant	tenyente
life	buhay
lifeblood	lifeblood
lifeboat	lifeboat
lifeguard	tagapagsagip ng buhay
lifeisgood	maganda ang buhay
lifeless	walang buhay
lifelike	parang buhay
lifeline	lifeline
lifelong	habang buhay
lifer	tagal ng buhay
lifesaver	lifesaver
lifestyle	pamumuhay
lifesucks	nakaririmarim ang buhay
lifetime	habang buhay
lift	iangat
lifted	itinaas
liftoff	tumaas
ligament	litid
ligation	ligation
ligature	ligature
light	liwanag
light year	liwanag na taon
lightbulb	bumbilya
lighten	lumiwanag
lightheaded	nahihilo
lighthouse	parola
lighting	pag-iilaw
lightness	kagaanan
lightning	kidlat
lights	mga ilaw
lightweight	magaan ang timbang
likable	kaibig-ibig
like	gaya ng
likelihood	posibilidad
likely	malamang
likeness	pagkakahawig
likewise	gayundin
liking	gustuhin
lilac	lilac
lily	lily
limb	paa
limber	malambot
limbo	limbo
lime	apog
limelight	matanghal
limestone	apog
limey	limey
limit	limitasyon
limitation	limitasyon
limited	limitado
limitless	walang hanggan
limo	limo
limousine	limousine
limp	malata
lin	lin
line	linya
lineage	lineage
lineal	lineal
linear	linear
linebacker	linebacker
lined	may linya
linen	linen
liner	liner
lines	mga linya
lineup	pumila
linger	magtagal
lingerie	lingerie
lingering	lingering
lingo	lingo
lingual	lingual
linguini	linguini
linguist	linguist
linguistic	lingguwistika
linguistics	linguistics
lining	lining
link	link
linoleum	linoleum
lint	lint
lion	leon
lip	labi
liposuction	liposuction
lipstick	lipistik
liquefaction	likido
liquefied	liquefied
liqueur	liqueur
liquid	likido
liquidate	mag-liquidate
liquidation	likidasyon
liquidator	likido
liquidity	pagkatubig
liquor	alak
lira	NO TRANSLATION
lisp	lisp
list	listahan
listen	makinig
listener	tagapakinig
listenting	NO TRANSLATION
listing	listahan
listless	walang hanggan
listneing	NO TRANSLATION
litany	litany
liter	litro
literacy	literacy
literal	literal
literally	literal
literary	pampanitikan
literature	panitikan
lithe	lithe
lithium	lithium
lithograph	lithograph
lithography	litograpya
lithology	lithology
lithosphere	lithosphere
litigant	litigante
litigate	litigate
litigation	litigasyon
litigator	litigator
litigious	litigious
litter	magkalat
little	kaunti
littlethings	littlethings
littoral	littoral
liturgy	liturhiya
live	mabuhay
livelife	Mamuhay
livelihood	kabuhayan
lively	masigla
liven	liven
liver	atay
livery	atay
livestock	hayop
livid	masama
living	buhay
lizard	butiki
llama	llama
lml	lml
load	load
loader	loader
loaf	tinapay
loafer	loafer
loam	loam
loan	utang
loath	kalupitan
loathe	pagod
loathful	kasuklam-suklam
loathing	kasinungalingan
loathsome	kasuklam-suklam
lobby	lobby
lobbyist	maglolobi
lobe	umbok
lobotomy	lobotomy
lobster	lobster
local	lokal
locale	lokal
locality	lokalidad
localization	lokalisasyon
localize	naisalokal
localized	naisalokal
locate	hanapin
location	lokasyon
locator	tagahanap
loch	loch
lock	lock
locker	locker
locket	locket
locksmith	locksmith
lockup	lockup
loco	loco
locomotion	pag-iisip
locomotive	makina ng tren
locust	balang
lode	NO TRANSLATION
lodge	ilagak
lodger	manlalakbay
lodging	panunuluyan
loft	loft
lofty	matayog
log	mag-log
logarithm	logarithm
logarithmic	logarithmic
logic	lohika
logical	lohikal
logistics	Logistics
logo	logo
logotype	logotype
loin	NO TRANSLATION
lollipop	lolipop
lone	nag-iisa
loneliness	kalungkutan
lonely	nag-iisa
loner	nag-iisa
lonesome	malungkot
long	mahaba
longboat	longboat
longevity	kahabaan ng buhay
longing	pananabik
longitude	longitude
longitudinal	pahaba
longitudinally	longitudinally
longtime	matagal na panahon
loo	loo
look	tumingin
looker	looker
lookout	lookout
loom	habihan
looming	umuunlad
loon	loon
loony	kalokohan
loop	loop
loophole	lalampas
loopy	balingkinitan
loose	maluwag
loosen	lumuwag
loosening	pag-alsa
loot	pagnakawan
lop	lop
lopsided	taliwas
lord	Panginoon
lords	mga panginoon
lordship	panginoon
lore	lore
lorry	lorry
lose	mawala
loser	talunan
losing	pagkawala
loss	pagkawala
lost	nawala
lot	marami
lotion	losyon
lots	maraming
lottery	loterya
lotto	lotto
lotus	lotus
loud	malakas
loudly	malakas
loudmouth	loudmouth
loudness	loudness
loudspeaker	loudspeaker
lounge	lounge
lounging	lounging
louse	louse
lousy	pangit
lovable	kagiliw-giliw
love	ibig
loved	minamahal
lovee	lovee
loveee	loveee
loveless	walang pag-ibig
lovelife	NO TRANSLATION
loveliness	kagandahan
lovelovelove	NO TRANSLATION
lovely	kaibig-ibig
lovemaking	pagtatalik
lovemylife	NO TRANSLATION
lover	magkasintahan
lovesick	lovesick
lovethis	mahal ko ito
loving	mapagmahal
lovinglife	lovinglife
lovinlife	lovinlife
low	mababa
lowdown	lowdown
lower	mas mababa
lowering	pagpapababa
lowest	pinakamababa
lowlands	mababang lupa
lowlife	mababang buhay
lowly	mababait
lox	lox
loyal	tapat
loyalty	katapatan
lsd	lsd
luau	luau
lube	pampadulas
lubricant	pampadulas
lubricate	mag-lubricate
lubrication	pagpapadulas
lucid	maliwanag
luck	luck
luckiest	luckiest
lucky	masuwerte
luckygirl	mapalad na babae
lucrative	kapaki-pakinabang
ludicrous	katawa-tawa
lug	lug
luggage	bagahe
lukewarm	maligamgam
lull	lull
lullaby	lullaby
lumbar	panlikod
lumber	kahoy
lumbering	lumbering
lumberjack	lumberjack
luminescent	luminescent
luminous	nagliliwanag
lump	bukol
lumpy	lumpy
lunacy	kalokohan
lunar	ukol sa buwan
lunatic	lunatic
lunch	tanghalian
lunchbox	lunchbox
luncheon	pananghalian
lunchtime	tanghalian
lung	baga
lunge	lunge
lungs	baga
lurch	lurch
lure	pang-akit
lurid	lurid
lurk	tumalon
lurking	nagkukubli
luscious	masarap
lush	luntiang
lust	libog
luster	kinang
lustful	malibog
lustrous	makislap
lusty	lusty
lute	lute
luxuriant	masagana
luxurious	maluho
luxury	luho
lycra	lycra
lye	lye
lying	nakahiga
lymph	lymph
lymphatic	lymphatic
lymphoma	lymphoma
lynch	lynch
lynching	lynching
lynx	lynx
lyre	lyre
lyric	liriko
lyrical	liriko
lyrics	lyrics
macadamia	macadamia
macarena	macarena
macaroni	macaroni
mace	tungkod
mach	mach
machete	machete
machine	machine
machinery	makinarya
machinist	machinist
macho	macho
mackerel	mackerel
macro	macro
mad	galit
madam	madam
madame	ginang
madden	madden
madder	madder
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	madhouse
madman	baliw
madness	kabaliwan
maestro	maestro
mafia	Mafia
magazine	magasin
mage	salamangkero
magenta	magenta
maggot	maggot
magic	magic
magical	mahiwagang
magician	mago
magistrate	mahistrado
magma	magma
magna	magna
magnate	magnate
magnesium	magnesiyo
magnet	magnet
magnetic	magnetic
magnetism	magnetismo
magnetite	magnetite
magnification	parangal
magnificence	kadakilaan
magnificent	kahanga-hanga
magnifier	magnifier
magnify	magnify
magnifying	magnifying
magnitude	magnitude
magnolia	magnoliya
magpie	magpie
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	mahogany
maid	katulong
maiden	pagkadalaga
mail	mail
mailbox	mailbox
mailing	mailing
mailman	mailman
maim	NO TRANSLATION
main	pangunahing
mainframe	kompyuter ng karaniwang sukat
mainland	mainland
mainstay	mainstay
mainstream	pangunahing
maintain	mapanatili
maintenance	pagpapanatili
majestic	marilag
majesty	kamahalan
major	pangunahing
majority	karamihan
make	gumawa
makeover	makeover
maker	tagagawa
makeshift	pansamantala
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	magkasundo
makingdisciples	NO TRANSLATION
malady	malady
malaise	sakit
malaria	malarya
malarkey	malarkey
male	lalaki
malevolent	malevolent
malfeasance	malfeasance
malformation	malformation
malfunction	di-gumagana
malice	NO TRANSLATION
malicious	may masamang hangarin
malign	malign
malignancy	pagkapinsala
malignant	malignant
maligned	maligned
mall	mall
malleable	malleable
mallet	mallet
malnutrition	malnutrisyon
malpractice	malpractice
malt	malt
mama	mama
mambo	mambo
mamma	NO TRANSLATION
mammal	mammal
mammoth	mammoth
mammy	NO TRANSLATION
man	lalaki
manage	pamahalaan
manageable	pwedeng pamahalaan
management	pamamahala
manager	manager
managerial	pangangasiwa
mandamus	mandamus
mandarin	mandarin
mandate	utos
mandatory	sapilitan
mandible	mandible
mandolin	mandolin
mandrel	mandrel
mane	NO TRANSLATION
maneuver	mapaglalangan
maneuvering	maneuvering
mange	NO TRANSLATION
manger	sabsaban
mangle	mangle
mango	mangga
mangosteen	mangosteen
mangy	mangy
manhole	manhole
manhood	pagkalalaki
manhunt	manhunt
mania	kahibangan
maniac	baliw
maniacal	maniacal
manic	isang buhok
manicure	manikyur
manicurist	manicurist
manifest	mahayag
manifestation	pagpapahayag
manifested	ipinahayag
manifestly	manifestly
manifesto	manipesto
manifold	sari-sari
manipulate	manipulahin
manipulation	pagpapatakbo
manipulative	manipulative
mankind	sangkatauhan
manly	lalaki
manna	manna
manned	pinapatakbo ng tao
mannequin	mannequin
manner	paraan
mannered	magalang
manners	kaugalian
manor	manor
manpower	lakas-tao
mansion	mansion
mansions	mga mansyon
manslaughter	pagpatay ng tao
mantel	mantel
mantis	sasamba
mantle	mantle
mantra	mantra
manual	manu-manong
manufacture	paggawa
manufacturer	tagagawa
manufacturing	pagmamanupaktura
manure	pataba
manuscript	manuskrito
map	mapa
maple	maple
mar	mar
marathon	marapon
marble	marmol
marbled	marbled
marbles	mga marmol
march	martsa
mare	NO TRANSLATION
margarine	margarin
margarita	margarita
margin	margin
marginal	marginal
mariachi	mariachi
marijuana	marihuwana
marinara	marinara
marine	pandagat
mariner	marino
marital	kasal
maritime	maritime
mark	marka
marked	minarkahan
marker	pananda
market	merkado
marketable	mabibili
marketing	marketing
marketplace	marketplace
marks	mga marka
marksman	manlalaro
marksmanship	marksmanship
marl	marl
marmalade	marmelada
maroon	maroon
marooned	marooned
marquee	marquee
marquis	marquis
marred	marred
marriage	kasal
married	kasal
marrow	utak
marry	mag-asawa
marsh	lawa
marshal	marshal
marshmallow	marshmallow
mart	mart
martial	martial
martingale	martingale
martini	martini
martyr	martir
martyrdom	pagkamartir
marvel	humanga
marvellous	kahanga-hanga
marvelous	kahanga-hanga
marvelously	kahanga-hanga
marzipan	NO TRANSLATION
mascara	maskara
mascot	maskot
masculine	panlalaki
masculinity	pagkalalaki
mash	mash
mashed	minasa
mask	mask
masked	masked
masks	maskara
masochism	masokismo
masochist	masochist
mason	mason
masquerade	pagbabalatkayo
mass	masa
massacre	pagpatay
massage	massage
masses	masa
masseur	tagapaglingkod
masseuse	masseuse
massive	malaki at mabigat
mast	palo
master	master
masterful	dalubhasa
mastermind	mastermind
masterpiece	obra maestra
mastery	pagwawagi
masturbate	magsalsal
masturbation	masturbesyon
mat	mat
matador	matador
match	tugma
matchbook	tugma
matching	pagtutugma
matchmaker	tugma
mate	asawa
material	materyal
materialism	materyalismo
materialist	materyalista
materialistic	materyalistiko
materiality	materyalidad
materialize	magkatotoo
materially	sa materyal
materials	mga materyales
materiel	materiel
maternal	ina
maternity	maternity
math	matematika
mathematical	matematika
mathematician	matematiko
mathematics	matematika
matinee	matinee
mating	isinangkot
matriculation	matrikula
matrimony	kasal
matrix	matris
matron	matron
matted	matted
matter	bagay
matting	matting
mattress	kutson
maturation	pagkahinog
mature	mature
maturity	kapanahunan
maudlin	maudlin
mausoleum	mosoliem
mauve	rosas
maverick	maverick
maxim	salawikain
maximize	i-maximize
maximum	pinakamataas
may	maaaring
mayday	mayday
mayflower	mayflower
mayhem	labanan
mayonnaise	mayonesa
mayor	alkalde
maze	maze
mead	mead
meadow	halaman
meager	maliit
meal	pagkain
mean	ibig sabihin
meander	tumawid
meandering	meandering
meanie	ibig sabihin
meaning	ibig sabihin
meaningful	makabuluhan
meaningless	walang kahulugan
meanness	kasinungalingan
means	ibig sabihin
meantime	pansamantala
measles	tigdas
measurable	masusukat
measure	sukatin
measured	nasusukat
measurement	pagsukat
measuring	pagsukat
measuring cup	pagsukat ng tasa
measuring tape	pagsukat tape
meat	karne
meatball	meatball
meathead	karne ng baka
meatloaf	meatloaf
mechanic	mekaniko
mechanical	mekanikal
mechanics	mekanika
mechanism	mekanismo
med	NO TRANSLATION
medal	medalya
medallion	medalyon
medallist	medalya
meddle	makialam
meddling	meddling
media	media
medial	medial
median	panggitna
mediate	mamagitan
mediation	mediation
mediator	tagapamagitan
medic	medisina
medical	medikal
medicate	gamot
medication	gamot
medicinal	nakapagpapagaling
medicine	gamot
medieval	medyebal
mediocre	karaniwan
mediocrity	pangkaraniwan
meditate	magnilay
meditating	meditating
meditation	pagmumuni-muni
meditative	meditative
mediterranean	mediterranean
medium	daluyan
medley	medley
meek	maamo
meet	matugunan
meeting	pulong
mega	mega
meh	meh
melancholic	mapanglaw
melancholy	mapanglaw
melee	suntukan
mellow	mellow
melodious	malambing
melodrama	melodrama
melodramatic	melodramatic
melody	himig
melon	melon
melt	matunaw
meltdown	meltdown
melting	natutunaw
member	miyembro
membership	pagiging miyembro
membrane	lamad
memento	memento
memo	Memo
memoir	talaarawan
memorabilia	memorabilia
memorable	di-malilimutang
memorandum	memorandum
memorial	pang-alaala
memorials	mga alaala
memories	mga alaala
memoriesiwontforget	NO TRANSLATION
memorize	kabisaduhin
memory	memorya
menace	banta
menacing	menacing
menagerie	menagerie
mend	tagpi
mending	pagkukumpuni
menial	menial
meningitis	meningitis
meniscus	meniskus
menopause	menopos
menses	menses
menstrual	panregla
mental	mental
mentalhealth	NO TRANSLATION
mentality	mentalidad
menthol	menthol
mention	banggitin
mentor	tagapagturo
menu	menu
meow	meow
mercantile	pangkalakal
mercenary	mukhang-kuwarta
merchandise	merchandise
merchant	mangangalakal
merciful	maawain
merciless	walang awa
mercurial	mercurial
mercury	mercury
mercy	awa
mere	lamang
merengue	merengue
merge	pagsamahin
merger	pagsama-sama
meridian	meridian
meridional	meridional
meringue	meringue
merit	merito
meritorious	mapagkakatiwalaan
mermaid	sirena
merriment	pagsasaya
merry	maligaya
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescaline
mesh	mata
meshes	meshes
mesmerized	nakaka-mesmerize
mess	gulo
message	mensahe
messedup	NO TRANSLATION
messenger	sugo
messiah	Mesiyas
messy	magulo
metabolic	metabolic
metabolism	metabolismo
metal	metal
metallic	metal
metallurgy	metalurhiya
metamorphosis	metamorphosis
metaphor	talinghaga
metaphorical	talinghaga
metaphysical	metaphysical
metaphysics	metapisika
metastasis	metastasis
meteor	bulalakaw
meteoric	meteoric
meteorite	meteorite
meteorological	meteorolohiko
meteorology	meteorolohiya
meter	metro
meth	meth
methadone	methadone
methane	mitein
methanol	methanol
method	paraan
methodical	sistema
methodology	pamamaraan
meticulous	maselan
metime	metime
metric	panukat
metrical	metrical
metrology	metrology
metropolis	lunsod
metropolitan	metropolitan
mettle	tapang
mew	mew
mezzanine	mezzanine
mica	mika
mick	mick
micro	micro
microbe	microbe
microbiology	mikrobiyolohiya
microchip	microchip
microcosm	microcosm
microfilm	microfilm
microgram	microgram
micrometer	micrometer
micron	micron
microphone	mikropono
microscope	mikroskopyo
microscopic	mikroskopiko
microscopically	microscopically
microscopy	mikroskopya
microwave	microwave
mid	kalagitnaan
midair	midair
midday	tanghali
middle	gitna
middleman	middleman
middleweight	middleweight
midget	midget
midland	midland
midlife	midlife
midline	midline
midnight	hatinggabi
midshipman	midshipman
midst	gitna
midsummer	midsummer
midterm	midterm
midtown	midtown
midway	sa kalagitnaan
midwife	midwife
midwifery	pambabae
mien	NO TRANSLATION
miffed	miffed
mighty	makapangyarihan
mignon	mignon
migraine	sobrang sakit ng ulo
migrate	lumipat
migration	paglipat
migratory	paglilipat
mike	mike
mil	NO TRANSLATION
mild	banayad
mildew	amoy
mildness	kahinahunan
mile	milya
mileage	mileage
milestone	milyahe
militant	militanteng
militants	militante
military	militar
militia	milisya
milk	gatas
milkman	milkman
milkshake	milkshake
milky	gatas
mill	gilingan
millennium	sanlibong taon
milligram	milligram
millimeter	milimetro
million	milyong
millionaire	milyonaryo
millionth	milyong
millstone	gilingan
mime	mime
mimic	gayahin
mimicking	paggaya
mimicry	gayahin
mince	mince
mincemeat	mincemeat
mind	isip
minded	isip
mindful	maingat
mindfulness	pagkamahinahon
mindless	walang kahulugan
mine	akin
minefield	minefield
miner	minero
mineral	mineral
mineralogy	mineralogy
mingle	makisalamuha
mingled	pinaghalo
mini	mini
miniature	maliit na larawan
minibus	minibus
minim	NO TRANSLATION
minimal	minimal
minimize	mabawasan
minimized	pinaliit
minimum	pinakamaliit
mining	pagmimina
minion	minion
minister	ministro
ministerial	ministeryal
ministry	ministeryo
minivan	minivan
mink	mink
minnow	minnow
minor	menor de edad
minority	minorya
minstrel	minstrel
mint	mint
minty	minty
minuscule	minuscule
minute	minuto
minutiae	minutiae
minx	minx
mir	NO TRANSLATION
miracle	himala
miracles	mga himala
miraculous	kahanga-hanga
mirage	mirage
mire	NO TRANSLATION
mirror	salamin
mirth	kalayawan
misappropriation	maling paggamit
misbehave	magkagulo
misbehavior	maling gawain
miscalculation	maling pagkalkula
miscarriage	kabiguan
miscellaneous	sari-sari
miscellany	miscellany
mischief	kapilyuhan
mischievous	malikot
misconception	maling kuru-kuro
misconduct	masamang asal
misdemeanor	misdemeanor
misdirection	misdirection
miser	miser
miserable	miserable
miserably	napakahirap
misery	paghihirap
misfire	diyan ay walang bisa
misfit	hindi tama
misfortune	kasawian
misguided	NO TRANSLATION
mishap	mishap
misinformed	maling impormasyon
misinterpretation	maling pakahulugan
mislead	iligaw
misleading	nakakalito
misled	napilitan
mismanagement	maling pamamahala
mismatch	mismatch
mismatched	mismatched
misnomer	maling pangalan
misplace	maililipat
misplaced	naiwala
misread	mali ang pagbasa
misrepresent	maling ulat
misrepresentation	pagkakamali
misrepresented	maling ipinalalagay
miss	miss
missile	misayl
missiles	missiles
missing	nawawala
missingyou	NO TRANSLATION
mission	misyon
missionary	misyonero
misspell	maling pagbaybay
misstatement	maling pagsisiwalat
missy	missy
mist	ambon
mistake	pagkakamali
mistaken	nagkakamali
mister	mama
mistletoe	mistletoe
mistreated	ginagamot
mistress	mistress
mistrial	mistrial
mistrust	kawalan ng tiwala
misty	malabo
misunderstand	hindi maunawaan
misunderstanding	hindi pagkakaunawaan
misunderstood	hindi naiintindihan
misuse	maling paggamit
mite	mite
miter	miter
mitigate	pagaanin
mitigating	nagpapagaan
mitigation	pagpapagaan
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	ihalo
mixed	magkakahalo
mixedemotions	mixedemotions
mixer	panghalo
mixture	halo
mnemonic	nimonik
moan	halinghing
moat	moat
mob	nagkakagulong mga tao
mobile	mobile
mobility	kadaliang mapakilos
mobilization	pagpapakilos
mobilize	magpakilos
mobster	mobster
mocha	moka
mock	mock
mocked	mocked
mockery	pangungutya
mocking	mapanukso
mockingbird	mockingbird
mod	mod
modal	modal
modality	modalidad
mode	mode
model	modelo
modeler	modeler
modeling	pagmomolde
modem	modem
moderate	Katamtaman
moderate anticipation	katamtaman ang pag-asa
moderate disgust	katamtaman pagkasuya
moderate negative	katamtaman negatibo
moderate positive	katamtaman positibo
moderate surprise	katamtamang sorpresa
moderate trust	katamtamang tiwala
moderately	katamtaman
moderating	moderating
moderation	katamtaman
moderator	moderator
modern	moderno
modernism	pagkamakabago
modest	mababang-loob
modesty	kababaang-loob
modicum	modicum
modifiable	maaaring baguhin
modification	pagbabago
modified	binago
modify	baguhin
modulate	modulate
modulation	modulasyon
module	module
modulus	modulus
mogul	mogul
moiety	moiety
moist	basa-basa
moisture	kahalumigmigan
moisturizer	moisturizer
molar	molar
molasses	molasses
mold	amag
molded	hinubog
molding	paghubog
moldy	nahuhubog
mole	nunal
molecular	molekular
molecule	Molekyul
molest	molest
molestation	pag-abuso
molester	molester
molten	nilusaw
mom	ina
moment	sandali
momentary	panandalian
momentous	napakahalaga
momentum	momentum
momma	momma
mommy	mommy
monad	monad
monarch	monarko
monarchy	monarkiya
monastery	monasteryo
monastic	monastic
monetary	pera
money	pera
mongoloid	mongoloid
mongoose	mongoose
mongrel	mongrel
monitor	monitor
monk	monghe
monkey	unggoy
mono	NO TRANSLATION
monochrome	monochrome
monogamous	monogamous
monogamy	monogamy
monogram	monogram
monogrammed	monogrammed
monograph	monograp
monolayer	monolayer
monolith	monolit
monologue	monologo
monopolist	monopolista
monopoly	monopolyo
monotonous	hindi nagbabago
monotony	monotony
monoxide	monoxide
monsieur	ginoo
monsoon	tag-ulan
monster	halimaw
monstrosity	monstrosity
monstrous	napakapangit
montage	monteids
monte	monte
month	buwan
monthly	buwanan
monument	monumento
monumental	napakalaking
moo	moo
mooch	mooch
mood	mood
moods	moods
moody	sumpungin
moon	buwan
moonbeam	moonbeam
moonlight	liwanag ng buwan
moonlit	naliliwanagan ng buwan
moonshine	moonshine
moonstruck	moonstruck
moonwalk	moonwalk
moor	mandaraya
moored	pinalaya
mooring	pagpupugal
moorings	pagpupugal
moorland	moorland
moose	hayop ng moose
moot	pagtanggi
mooted	naisip
mop	maglinis
mope	mope
moped	moped
moral	moral
morale	moral
morality	moralidad
morals	moralidad
morass	morass
moratorium	moratoryo
moray	moray
morbid	morbid
morbidity	morbidity
morbidness	morbidness
mores	mores
morgue	morge
moribund	nagkakagulo
morn	umaga
morning	umaga
moron	malungkot
moronic	moronic
morose	sira
morph	morph
morphine	morpina
morphism	morphism
morphology	morpolohiya
morrow	bukas
morsel	morsel
mortal	mortal
mortality	dami ng namamatay
mortar	pandikdik
mortgage	mortgage
mortgagee	mamimili
mortgagor	mortgagor
mortician	mamamatay-tao
mortification	pagkamuhi
mortified	pinaghihinalaang
mortuary	maybahay
mosaic	mosaic
mosey	mosey
mosque	moske
mosquito	lamok
moss	lumot
mossy	mossy
mote	NO TRANSLATION
motel	motel
moth	gamugamo
mother	ina
motherfucker	motherfucker
motherfucking	motherfucking
motherhood	pagiging ina
motherland	inang-bayan
motherless	walang ina
motherly	ina
motif	paksa
motion	galaw
motionless	hindi gumagalaw
motivate	maganyak
motivating	motivating
motivation	pagganyak
motivational	motivational
motive	motibo
motley	motley
motor	motor
motorbike	motorsiklo
motorboat	motorboat
motorcade	motorcade
motorcar	motorcar
motorcycle	motorsiklo
motorist	motorista
motte	motte
mottled	mottled
motto	salawikain
mould	amag
mound	tambak
mount	bundok
mountain	bundok
mountaineer	taga-mountaineer
mountainous	bulubundukin
mountains	bundok
mountaintop	mountaintop
mourn	pagdalamhati
mournful	malungkot
mourning	pagluluksa
mouse	mouse
mousetrap	mousetrap
mousse	mousse
moustache	bigote
mousy	mousy
mouth	bibig
mouthful	maingay
mouthpiece	tagapagsalita
mouthwash	mouthwash
movable	palipat-lipat
move	ilipat
