Word	bg
jaws	челюсти
jay	сойка
jazz	джаз
jazzy	ярък
jealous	ревнив
jealousy	ревност
jean	джинсов плат
jeans	дънки
jeep	джип
jeering	подигравателни
jelly	желе
jellybean	Джо заминава
jellyfish	медуза
jenny	женската на някои животни
jeopardize	застраши
jeopardy	опасност
jerk	идиот
jerks	смотаняци
jerky	пастърма
jersey	жарсе
jest	NO TRANSLATION
jester	шут
jesus	Исус
jet	струя
jetty	кей
jewel	скъпоценен камък
jeweler	бижутер
jewelry	бижута
jib	колебая се
jiff	NO TRANSLATION
jiffy	миг
jig	жига
jiggle	трионче
jigsaw	трионче
jihad	свещена война
jimmy	Джими
jingle	лесно запомняща се мелодия
jinx	носител на нещастия
jitters	уплаха
jittery	нервен
jive	дразня
job	работа
jobinterview	NO TRANSLATION
jock	атлет
jockey	жокей
jockstrap	бандаж
jog	бутам
jogger	бегач
john	Джон
join	присъедините
joined	присъединиха
joining	свързване
joint	става
jointly	съвместно
joke	шега
joker	джокер
joking	шегува
jolly	весел
jolt	сътресение
jornada	NO TRANSLATION
jot	йота
jour	NO TRANSLATION
journal	списание
journalism	журналистика
journalist	журналист
journalistic	журналистически
journey	пътуване
journeyman	калфа
joust	турнир
jovial	весел
joy	радост
joyful	радостен
joyous	весел
joyride	Joyride
joys	радости
jubilant	ликуващ
jubilee	юбилей
judge	съдия
judged	съдени
judging	съдейки
judgment	преценка
judgmental	осъдителни
judicial	съдебен
judiciary	Съдебен
judicious	разумен
judo	джудо
jug	кана
juggle	жонглирам
juggler	жонгльор
juggling	жонглиране
jugular	шиен
juice	сок
juicer	сокоизстисквачка
juicy	сочен
juju	NO TRANSLATION
juke	джубокс
jukebox	джубокс
jumble	бъркотия
jumbled	разбъркан
jumbo	слон
jump	скок
jump rope	въже за скачане
jumper	скачач
jumpsuit	гащеризон
jumpy	нервен
junction	кръстовище
juncture	стечение на обстоятелствата
jungle	джунгла
junior	младши
juniper	хвойна
junk	боклуци
junket	гуляя
junkie	наркоман
junky	наркоман
junkyard	склад за отпадъци
junta	хунта
juridical	юридически
jurisdiction	компетентност
jurisprudence	право
jurist	юрист
juror	съдебен заседател
jury	жури
justice	правосъдие
justifiable	оправдан
justification	оправдание
justify	оправдае
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	юта
juvenile	юношески
juxtaposition	съпоставяне
kaiser	кайзер
kale	зеле
kaleidoscope	калейдоскоп
kamikaze	камикадзе
kangaroo	кенгуру
kanji	канджи
kappa	капа
kaput	NO TRANSLATION
karaoke	караоке
karate	карате
karma	карма
karmic	кармична
kayak	каяк
kazoo	казу
kebab	кебап
keel	кил
keen	страстен
keep	пазя
keeper	пазач
keeping	съхраняемост
keepsake	спомен
keg	буре
kelp	кафяви морски водорасли
ken	познание
kennel	колиба
kerchief	шалче
kern	селяк
kernel	ядро
kerosene	керосин
ketchup	кетчуп
kettle	чайник
key	ключ
keyboard	клавиатура
keyed	изнервящ
keyhole	ключалка
keynote	тоника
keypad	клавиатура
keystone	крайъгълен камък
keyword	ключова дума
khaki	каки
khan	хан
kibble	едро смляно брашно
kick	удар
kickboxing	кикбокс
kicker	заядливец
kicking	рита
kickoff	мача
kid	хлапе
kidder	Kidder
kidding	майтап
kiddo	хлапе
kiddos	kiddos
kidnap	отвличам
kidnapped	отвлечен
kidnapper	похитител
kidnapping	отвличане
kidney	бъбрек
kids	деца
kill	убивам
killer	убиец
killing	убиване
killjoy	темерут
kiln	пещ
kilo	NO TRANSLATION
kilogram	килограм
kilometer	километър
kilt	фустанела
kimono	кимоно
kin	роднини
kind	мил
kindergarten	детска градина
kindling	подпалки
kindness	доброта
kindred	род
kinematics	кинематика
kinesiology	кинезиология
kinetic	кинетичен
king	цар
king snake	царска змия
kingdom	царство
kingpin	главен болт
kink	чупка
kinky	извратен
kinship	родство
kiosk	павилион
kirk	черква
kiss	целувка
kisser	човек който целува
kissy	целуващо
kit	комплект
kitchen	кухня
kite	хвърчило
kitten	коте
kiwi	киви
klutz	klutz
knack	цака
knapsack	раница
knead	разтривам
knee	коляно
kneecap	наколенник
kneel	коленича
kneeling	на колене
knell	камбанен звън
knick	Knick
knickers	кюлоти
knife	нож
knight	рицар
knighthood	рицарско звание
knit	плетат
knob	копче
knock	чукам
knockoff	свалям от
knockout	нокаут
knoll	хълмче
knot	възел
knots	възела
knotted	навързани
know	зная
knowing	познаване
knowingly	съзнателно
knowledge	знание
knowledgeable	добре осведомен
knuckle	джолан
knucklehead	Knucklehead
knuckles	стави на пръстите
koala	коала
kook	NO TRANSLATION
kooky	Kooky
kool-aid	Kool помощ
kos	Кос
kosher	кошер
kraut	NO TRANSLATION
kris	малайски кинжал
kryptonite	криптонит
kudos	слава
kumquat	кумкуат
lab	лаборатория
label	етикет
labor	труд
laboratory	лаборатория
labored	измъчен
laborer	работник
laboring	разтупкан
laborious	труден
labyrinth	лабиринт
lac	неочистен шеллак
lace	дантела
laceration	разкъсване
lack	липса
lackey	лакей
lacking	липсващ
lackluster	потъмнял
lacquer	лак
lacrosse	игра на топка
lactose	лактоза
lad	момче
ladder	стълба
laddie	момък
laden	натоварен
lading	товарене
ladle	черпак
lady	дама
lady bug	NO TRANSLATION
ladybug	калинка
ladylike	изнежен
ladyship	положение на лейди
lag	закъснение
lager	NO TRANSLATION
lagging	изоставащ
lagoon	лагуна
lair	леговище
laity	миряни
lake	езеро
lama	NO TRANSLATION
lamb	агнешко
lame	куц
lament	елегия
lamenting	оплакват
lamina	петура
laminated	ламиниран
lamp	лампа
lamppost	стълб за лампа
lance	пика
lancer	улан
land	земя
landed	кацнал
landfall	срутване на почвата
landfill	депо за отпадъци
landing	приземяване
landlady	хазайка
landlocked	без излаз на море
landlord	наемодател
landmark	забележителност
lands	земи
landscape	пейзаж
landscaping	озеленяване
landslide	свлачище
lane	платно
language	език
languid	замрял
languish	гния
languishing	замечтан
lanky	като върлина
lantern	фенер
lap	скут
lapdog	кученце
lapel	ревер
lapse	пропуск
lapsed	просрочен
laptop	лаптоп
larceny	кражба
lard	свинска мас
larder	шкаф за храна
large	голям
larger	по-голям
largo	NO TRANSLATION
lark	чучулига
larva	ларва
laryngitis	ларингит
larynx	ларинкс
lasagna	лазаня
laser	лазер
lash	мигла
lass	мома
lasso	ласо
lastday	NO TRANSLATION
lasting	траен
lastminute	в последната минута
latch	резе
late	късен
lateness	надавнашност
latent	латентен
lateral	страничен
laterally	странично
latex	латекс
lathe	струг
lather	пяна
latitude	географска ширина
latrine	нужника
latrines	тоалетни
latte	лате
lattice	решетка
laud	възхвалявам
laudable	похвален
laudation	хвалебствие
laudatory	хвалебствен
laugh	смях
laughable	смешен
laughing	смее се
laughingstock	NO TRANSLATION
laughs	смее
laughter	смях
launch	хвърлям
launcher	стартер
launches	стартира
launder	пера
laundering	прането
laundry	пране
laureate	лауреат
laurel	лавров
laurels	лаври
lava	лава
lavage	промивка
lavatory	тоалетна
lavender	лавандула
lavish	разточителен
law	закон
lawful	законен
lawless	разюздан
lawlessness	беззаконие
lawman	Lawman
lawn	морава
lawnmower	косачка
lawsuit	съдебен процес
lawyer	адвокат
lax	разпуснат
laxative	разслабително
lay	полагам
layaway	Layaway
layer	слой
layered	пластове
layman	мирянин
layout	оформление
layover	престой
laziness	мързел
lazy	мързелив
lazyday	мързелив ден
lea	ливада
lead	водя
leaded	оловен
leader	водач
leadership	ръководство
leading	водещ
leads	проводници
leaf	листо
leaflet	брошура
leafy	листнат
league	лига
leak	изтичане
leakage	изтичане
leaky	спукан
lean	слаб
leaned	наведе
leaning	навеждане
leap	скок
learn	уча
learned	научен
learner	учащ се
learning	изучаване на
lease	договор за наем
leash	каишка
leather	Кожа
leathery	жилав
leave	оставям
leavemealone	остави ме на мира
leaving	оставяйки
lecherous	развратен
lecture	лекция
lecturer	лектор
ledge	перваз
ledger	надгробна плоча
lee	завет
leech	пиявица
leeches	пиявици
leer	NO TRANSLATION
leery	подозрителен
lees	NO TRANSLATION
leeway	свобода на действие
left	наляво
leftout	NO TRANSLATION
leftover	останал
leftovers	остатъци
lefty	левичар
leg	крак
legacy	завещание
legal	правен
legality	законност
legalize	легализирам
legalized	легализирани
legally	законно
legend	легенда
legendary	легендарен
legibility	четливост
legible	четлив
legion	легион
legislate	законодателстват
legislation	законодателство
legislative	законодателен
legislator	законодател
legislature	законодателна власт
legit	легитимни
legitimacy	легитимност
legitimate	легитимен
lego	лего
legs	крака
legume	бобово растение
legwork	подготвителна работа
leisure	свободно време
leisurely	спокойно
lemma	лема
lemon	лимон
lemonade	лимонада
lend	заемаш
lender	заемодател
lending	кредитиране
length	дължина
lengthen	удължавам
lengthened	удължен
lengthening	удължаване
lengthwise	надлъж
lengthy	дълъг
leniency	снизходителност
lenient	снизходителен
lens	лещи
leopard	леопард
leotard	трико
leper	прокажен
leprechaun	елф във вид на дребно старче
leprosy	проказа
lesbian	лесбийка
lesbianism	лесбийството
lesion	поражение
less	по-малко
lessee	наемател
lessen	намали
lessening	намаляване
lesser	по-малък
lesson	урок
lessor	наемодател
let	позволявам
lethal	смъртоносен
lethargic	апатичен
lethargy	летаргия
letter	писмо
lettered	начетен
letterhead	бланка
lettering	букви
letters	писма
lettuce	маруля
leukemia	левкемия
levee	дига
level	ниво
lever	лост
leverage	ливъридж
levitate	повдигам
levy	облагане
lewd	похотлив
lexicon	лексикон
ley	NO TRANSLATION
liabilities	пасив
liability	отговорност
liable	отговорен
liaison	връзка
liar	лъжец
libel	клевета
libelous	клеветнически
liberal	либерален
liberalism	либерализъм
liberate	освобождавам
liberated	Освободеният
liberating	освободителен
liberation	освобождение
liberty	свобода
libido	либидо
librarian	библиотекар
library	библиотека
libretto	либрето
lice	въшки
license	Разрешително
lichen	лишей
lick	лижа
licorice	женско биле
lid	капак
lie	лъжа
liege	васал
lien	право на задържане
lieu	Lieu
lieutenant	лейтенант
life	живот
lifeblood	кръв
lifeboat	спасителна лодка
lifeguard	спасител на плажа
lifeisgood	Животът е добър
lifeless	безжизнен
lifelike	като жив
lifeline	връзка от жизнено значение
lifelong	за цял живот
lifer	Lifer
lifesaver	спасител
lifestyle	начин на живот
lifesucks	живота не струва
lifetime	живот
lift	вдигам
lifted	повдигна
liftoff	излитам
ligament	лигамент
ligation	лигиране
ligature	лигатура
light	светлина
light year	светлинна година
lightbulb	крушка
lighten	олекоти
lightheaded	празноглав
lighthouse	фар
lighting	осветление
lightness	лекота
lightning	мълния
lights	светлини
lightweight	лек
likable	привлекателен
like	като
likelihood	вероятност
likely	вероятно
likeness	подобие
likewise	също
liking	вкус
lilac	люляк
lily	лилия
limb	крайник
limber	предница
limbo	забрава
lime	вар
limelight	осветление на сцената
limestone	варовик
limey	англичанин
limit	лимит
limitation	ограничение
limited	ограничен
limitless	неограничен
limo	лимузина
limousine	лимузина
limp	куцам
lin	Лин
line	линия
lineage	потекло
lineal	родов
linear	линеен
linebacker	нападател
lined	подплатен
linen	бельо
liner	подплата
lines	линии
lineup	подреждане
linger	бавя се
lingerie	дамско бельо
lingering	спиращ
lingo	жаргон
lingual	езичен
linguini	лингуини
linguist	лингвист
linguistic	лингвистичен
linguistics	езикознание
lining	облицовка
link	връзка
linoleum	линолеум
lint	марля
lion	лъв
lip	устна
liposuction	липосукция
lipstick	червило
liquefaction	втечняване
liquefied	втечнен
liqueur	ликьор
liquid	течност
liquidate	ликвидирам
liquidation	ликвидация
liquidator	ликвидатор
liquidity	ликвидност
liquor	течност
lira	NO TRANSLATION
lisp	фъфлене
list	списък
listen	слушам
listener	слушател
listenting	NO TRANSLATION
listing	списък
listless	апатичен
listneing	NO TRANSLATION
litany	молитва
liter	литър
literacy	грамотност
literal	буквален
literally	буквално
literary	литературен
literature	литература
lithe	жилав
lithium	литий
lithograph	литография
lithography	литография
lithology	литология
lithosphere	литосфера
litigant	страна в съдебен процес
litigate	оспорвам
litigation	съдебен спор
litigator	litigator
litigious	спорен
litter	носилка
little	малко
littlethings	малки неща
littoral	приморски
liturgy	литургия
live	живея
livelife	livelife
livelihood	прехрана
lively	оживено
liven	развеселявам
liver	черен дроб
livery	премяна
livestock	добитък
livid	вбесен
living	жив
lizard	гущер
llama	лама
lml	ЛЛМ
load	натоварване
loader	товарач
loaf	самун
loafer	безделник
loam	глинеста почва
loan	заем
loath	нежелаещ
loathe	ненавиждам
loathful	нежелаещ
loathing	ненавист
loathsome	гнусен
lobby	лоби
lobbyist	лобист
lobe	лоб
lobotomy	лоботомия
lobster	омар
local	местен
locale	място
locality	местност
localization	локализация
localize	локализирам
localized	локализиран
locate	намерете
location	местоположение
locator	локатор
loch	езеро
lock	ключалка
locker	шкафче
locket	медальон
locksmith	ключар
lockup	затвор
loco	сграбиче
locomotion	придвижване
locomotive	локомотив
locust	скакалец
lode	NO TRANSLATION
lodge	квартира
lodger	квартирант
lodging	жилище
loft	таванско помещение
lofty	възвишен
log	дънер
logarithm	логаритъм
logarithmic	логаритмична
logic	логика
logical	логичен
logistics	логистиката
logo	лого
logotype	логотип
loin	NO TRANSLATION
lollipop	близалка
lone	самотен
loneliness	самота
lonely	самотен
loner	самец
lonesome	самотен
long	дълго
longboat	най-голямата лодка на кораб
longevity	дълголетие
longing	копнеж
longitude	дължина
longitudinal	надлъжен
longitudinally	надлъжно
longtime	дълго време
loo	клозет
look	виж
looker	хубавец
lookout	внимавай
loom	тъкачен стан
looming	задаващата
loon	тъпак
loony	умопобъркан
loop	контур
loophole	вратичка
loopy	смахнат
loose	хлабав
loosen	разхлабете
loosening	разхлабване
loot	плячка
lop	мъкна
lopsided	неуравновесени
lord	господар
lords	господарите
lordship	господство
lore	ерудиция
lorry	камион
lose	губя
loser	загубеняк
losing	загуба
loss	загуба
lost	загубен
lot	много
lotion	лосион
lots	много
lottery	лотария
lotto	лото
lotus	лотос
loud	шумен
loudly	силно
loudmouth	гръмогласен човек
loudness	гръмкостта
loudspeaker	високоговорител
lounge	салон
lounging	заклещени
louse	въшка
lousy	отвратителен
lovable	мил
love	обичам
loved	обичал
lovee	lovee
loveee	loveee
loveless	без любов
lovelife	NO TRANSLATION
loveliness	прелест
lovelovelove	NO TRANSLATION
lovely	прекрасен
lovemaking	правене на любов
lovemylife	обичам живота си
lover	любовник
lovesick	страдащ от любов
lovethis	обичам това
loving	нежен
lovinglife	lovinglife
lovinlife	lovinlife
low	ниско
lowdown	Lowdown
lower	нисък
lowering	понижение
lowest	най-ниската
lowlands	низини
lowlife	нисък живот
lowly	смирен
lox	пушена сьомга
loyal	лоялен
loyalty	лоялност
lsd	ЛСД
luau	Luau
lube	смазка
lubricant	смазка
lubricate	подкупвам
lubrication	смазване
lucid	ясен
luck	късмет
luckiest	щастливият
lucky	късметлия
luckygirl	щастливката
lucrative	изгоден
ludicrous	нелеп
lug	влача
luggage	багаж
lukewarm	хладък
lull	затишие
lullaby	приспивна песен
lumbar	лумбален
lumber	дървен материал
lumbering	търговия с дървен материал
lumberjack	дървар
luminescent	луминисцентни
luminous	светлинен
lump	буца
lumpy	тромав
lunacy	лудост
lunar	лунен
lunatic	лунатик
lunch	обяд
lunchbox	кутия за обяд
luncheon	официален обяд
lunchtime	време за обяд
lung	бял дроб
lunge	скок
lungs	бели дробове
lurch	залитане
lure	примамка
lurid	потресаващ
lurk	лъжа
lurking	дебне
luscious	пищен
lush	сочен
lust	похот
luster	блясък
lustful	похотлив
lustrous	лъскав
lusty	обилен
lute	лютня
luxuriant	буен
luxurious	луксозен
luxury	лукс
lycra	ликра
lye	луга
lying	лежащ
lymph	лимфа
lymphatic	лимфатичен
lymphoma	лимфом
lynch	линчуване
lynching	линч
lynx	рис
lyre	лира
lyric	лиричен
lyrical	лиричен
lyrics	текстове на песни
macadamia	макадамия
macarena	Макарена
macaroni	макарони
mace	боздуган
mach	Мах
machete	мачете
machine	машина
machinery	машини
machinist	механик
macho	мачо
mackerel	скумрия
macro	макро
mad	луд
madam	Мадам
madame	мадам
madden	полудявам
madder	брош
mademoiselle	NO TRANSLATION
mademyday	оправи ми деня
madhouse	лудница
madman	луд
madness	лудост
maestro	маестро
mafia	мафия
magazine	списание
mage	магьосник
magenta	пурпурен цвят
maggot	личинка
magic	магия
magical	магически
magician	магьосник
magistrate	магистрат
magma	магма
magna	Magna
magnate	магнат
magnesium	магнезиев
magnet	магнит
magnetic	магнитен
magnetism	магнетизъм
magnetite	магнетит
magnification	увеличение
magnificence	великолепие
magnificent	великолепен
magnifier	лупа
magnify	увеличавам
magnifying	увеличително
magnitude	величина
magnolia	магнолия
magpie	сврака
mahi mahi	NO TRANSLATION
mahjong	маджонг
mahogany	махагон
maid	домашна прислужница
maiden	девойка
mail	поща
mailbox	пощенска кутия
mailing	мейлинг
mailman	пощенски раздавач
maim	NO TRANSLATION
main	основен
mainframe	основна рамка
mainland	континентален
mainstay	опора
mainstream	мейнстрийм
maintain	поддържане
maintenance	поддръжка
majestic	величествен
majesty	величие
major	голям
majority	мнозинство
make	правя
makeover	преобразяване
maker	производител
makeshift	импровизиран
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	грим
makingdisciples	NO TRANSLATION
malady	болест
malaise	безпокойство
malaria	малария
malarkey	malarkey
male	мъжки
malevolent	отмъстителен
malfeasance	злоупотреби
malformation	деформация
malfunction	неизправност
malice	NO TRANSLATION
malicious	злонамерен
malign	зъл
malignancy	злокачественост
malignant	злокачествен
maligned	оклеветен
mall	търговски център
malleable	ковък
mallet	дървен чук
malnutrition	недохранване
malpractice	лекарска небрежност
malt	малц
mama	мама
mambo	мамбо
mamma	NO TRANSLATION
mammal	бозайник
mammoth	мамут
mammy	мама
man	мъж
manage	управлявам
manageable	лесно управляем
management	управление
manager	мениджър
managerial	управителен
mandamus	мандамус
mandarin	мандарина
mandate	мандат
mandatory	задължителен
mandible	мандибула
mandolin	мандолина
mandrel	дорник
mane	NO TRANSLATION
maneuver	маневра
maneuvering	маневриране
mange	NO TRANSLATION
manger	ясла
mangle	развалям
mango	манго
mangosteen	мангостан
mangy	крастав
manhole	люк
manhood	мъжественост
manhunt	преследване
mania	мания
maniac	маниак
maniacal	маниакална
manic	маниакална
manicure	маникюр
manicurist	маникюрист
manifest	манифест
manifestation	проява
manifested	проявява
manifestly	явно
manifesto	манифест
manifold	колектор
manipulate	манипулирам
manipulation	манипулация
manipulative	манипулативен
mankind	човечество
manly	мъжествен
manna	манна небесна
manned	пилотирани
mannequin	манекен
manner	начин
mannered	превзет
manners	маниери
manor	феодално имение
manpower	работна ръка
mansion	замък
mansions	жилищен блок
manslaughter	непредумишлено убийство
mantel	рамка на камина
mantis	богомолка
mantle	мантия
mantra	мантра
manual	наръчник
manufacture	производство
manufacturer	производител
manufacturing	производство
manure	тор
manuscript	ръкопис
map	карта
maple	клен
mar	развалям
marathon	маратон
marble	мрамор
marbled	мрамор
marbles	мрамор
march	Март
mare	NO TRANSLATION
margarine	маргарин
margarita	маргарита
margin	марж
marginal	маргинален
mariachi	мариачи
marijuana	марихуана
marinara	маринара
marine	морски
mariner	моряк
marital	брачен
maritime	морски
mark	марка
marked	маркиран
marker	маркер
market	пазар
marketable	търгуеми
marketing	маркетинг
marketplace	пазар
marks	марка
marksman	стрелец
marksmanship	точна стрелба
marl	мергел
marmalade	конфитюр от портокали
maroon	кестеняв
marooned	изоставен
marquee	навес
marquis	маркиз
marred	помрачен
marriage	брак
married	женен
marrow	костен мозък
marry	се ожени
marsh	блато
marshal	маршал
marshmallow	бяла ружа
mart	тържище
martial	военен
martingale	въже което крепи утлегар
martini	Мартини
martyr	мъченик
martyrdom	мъченичество
marvel	чудо
marvellous	чудесен
marvelous	чудесен
marvelously	изумително
marzipan	NO TRANSLATION
mascara	спирала за очи
mascot	талисман
masculine	мъжки
masculinity	мъжественост
mash	каша
mashed	пюре
mask	маска
masked	маскиран
masks	маски
masochism	мазохизъм
masochist	мазохист
mason	зидар
masquerade	бал с маски
mass	маса
massacre	клане
massage	масаж
masses	масите
masseur	масажист
masseuse	масажистка
massive	масов
mast	мачта
master	майстор
masterful	майсторски
mastermind	ръководител
masterpiece	шедьовър
mastery	майсторство
masturbate	маструбирам
masturbation	онанизъм
mat	подложка
matador	матадор
match	мач
matchbook	кибритена кутийка
matching	съчетаване
matchmaker	сватовник
mate	мате
material	материал
materialism	материализъм
materialist	материалист
materialistic	материалистичен
materiality	същественост
materialize	материализирам
materially	съществено
materials	материали
materiel	материална част
maternal	майчински
maternity	майчинство
math	математика
mathematical	математически
mathematician	математик
mathematics	математика
matinee	матине
mating	брачен
matriculation	матура
matrimony	брак
matrix	матрица
matron	матрона
matted	сплъстен
matter	въпрос
matting	рогозка
mattress	матрак
maturation	назряване
mature	зрял
maturity	зрелост
maudlin	сълзливост
mausoleum	мавзолей
mauve	бледоморав
maverick	отцепник
maxim	максима
maximize	максимизиране
maximum	максимален
may	може
mayday	мейдей
mayflower	Мейфлауър
mayhem	тежка телесна повреда
mayonnaise	майонеза
mayor	кмет
maze	лабиринт
mead	медовина
meadow	ливада
meager	оскъден
meal	брашно
mean	означава
meander	меандър
meandering	криволичещ
meanie	meanie
meaning	значение
meaningful	смислен
meaningless	безсмислен
meanness	подлост
means	средства
meantime	междувременно
measles	дребна шарка
measurable	измерим
measure	мярка
measured	измерена
measurement	измерване
measuring	измерване
measuring cup	мерителна чаша
measuring tape	ролетка
meat	месо
meatball	кюфте
meathead	meathead
meatloaf	руло Стефани
mechanic	механик
mechanical	механичен
mechanics	механика
mechanism	механизъм
med	NO TRANSLATION
medal	медал
medallion	медальон
medallist	медалист
meddle	бърникам
meddling	намеса
media	средства
medial	междинен
median	Медиана
mediate	посреднича
mediation	посредничество
mediator	посредник
medic	медик
medical	медицински
medicate	NO TRANSLATION
medication	лечение
medicinal	лечебен
medicine	медицина
medieval	средновековен
mediocre	посредствен
mediocrity	посредственост
meditate	медитирам
meditating	медитират
meditation	медитация
meditative	замислен
mediterranean	Средиземно море
medium	среда
medley	миш-маш
meek	кротък
meet	Среща
meeting	среща
mega	мега
meh	MEH
melancholic	меланхоличен
melancholy	меланхолия
melee	меле
mellow	мек
melodious	мелодичен
melodrama	мелодрама
melodramatic	мелодраматичен
melody	мелодия
melon	пъпеш
melt	стопилка
meltdown	срив
melting	топене
member	член
membership	членство
membrane	мембрана
memento	спомен
memo	бележка
memoir	научна статия
memorabilia	сувенири
memorable	запомнящ се
memorandum	меморандум
memorial	паметник
memorials	хроника
memories	спомени
memoriesiwontforget	NO TRANSLATION
memorize	запаметявам
memory	памет
menace	заплаха
menacing	заплашително
menagerie	менажерия
mend	поправям
mending	поправяне
menial	слугински
meningitis	менингит
meniscus	менискус
menopause	менопауза
menses	менструация
menstrual	менструален
mental	умствен
mentalhealth	NO TRANSLATION
mentality	манталитет
menthol	ментол
mention	споменавам
mentor	наставник
menu	меню
meow	мяукане
mercantile	меркантилен
mercenary	наемник
merchandise	стока
merchant	търговец
merciful	милостив
merciless	безмилостен
mercurial	находчив
mercury	живак
mercy	милост
mere	обикновен
merengue	меренге
merge	сливам
merger	сливане
meridian	меридиан
meridional	меридионален
meringue	целувка
merit	заслуга
meritorious	похвален
mermaid	морска сирена
merriment	веселие
merry	весел
merrychristmas	NO TRANSLATION
mesa	Меса
mescaline	мескалин
mesh	отвор
meshes	мрежи
mesmerized	хипнотизиран
mess	бъркотия
message	съобщение
messedup	NO TRANSLATION
messenger	пратеник
messiah	Месия
messy	разхвърлян
metabolic	метаболитен
metabolism	метаболизъм
metal	метал
metallic	метален
metallurgy	металургия
metamorphosis	метаморфоза
metaphor	метафора
metaphorical	метафоричен
metaphysical	метафизически
metaphysics	метафизика
metastasis	метастаза
meteor	метеор
meteoric	метеорен
meteorite	метеорит
meteorological	метеорологична
meteorology	метеорология
meter	метър
meth	мет
methadone	метадон
methane	метан
methanol	метанол
method	метод
methodical	методичен
methodology	методология
meticulous	най-щателен
metime	metime
metric	метричен
metrical	стихотворен
metrology	метрология
metropolis	метрополия
metropolitan	столичен
mettle	издръжливост
mew	мяукане
mezzanine	мецанин
mica	слюда
mick	Мик
micro	микро
microbe	микроб
microbiology	микробиология
microchip	микрочип
microcosm	микрокосмос
microfilm	микрофилм
microgram	микрограма
micrometer	микрометър
micron	микрон
microphone	микрофон
microscope	микроскоп
microscopic	микроскопичен
microscopically	микроскоп
microscopy	микроскопия
microwave	микровълнова печка
mid	среден
midair	във въздуха
midday	обед
middle	среден
middleman	посредник
middleweight	среднотежка
midget	джудже
midland	вътрешност
midlife	средната възраст
midline	средната линия
midnight	полунощ
midshipman	флотски курсант
midst	всред
midsummer	средата на лятото
midterm	междинен
midtown	Мидтаун
midway	на средата
midwife	акушерка
midwifery	акушерство
mien	NO TRANSLATION
miffed	miffed
mighty	могъщ
mignon	миньон
migraine	мигрена
migrate	мигрирам
migration	миграция
migratory	миграционен
mike	микрофон
mil	NO TRANSLATION
mild	мек
mildew	плесен
mildness	мекота
mile	миля
mileage	километраж
milestone	важно събитие
militant	войнствен
militants	бунтовници
military	военен
militia	милиция
milk	мляко
milkman	дояч
milkshake	млечен шейк
milky	млечен
mill	мелница
millennium	хилядолетие
milligram	милиграм
millimeter	милиметър
million	милион
millionaire	милионер
millionth	милионен
millstone	воденичен камък
mime	мим
mimic	имитатор
mimicking	имитиране
mimicry	мимикрия
mince	кайма
mincemeat	кайма
mind	ум
minded	съмишленици
mindful	загрижен
mindfulness	внимателност
mindless	безсмислен
mine	моята
minefield	минно поле
miner	миньор
mineral	минерал
mineralogy	минералогия
mingle	смесвам
mingled	примесен
mini	мини
miniature	миниатюрен
minibus	малък автобус
minim	NO TRANSLATION
minimal	минимален
minimize	сведе до минимум
minimized	сведени до минимум
minimum	минимум
mining	минен
minion	креатура
minister	министър
ministerial	министерски
ministry	министерство
minivan	миниван
mink	норка
minnow	лещанка
minor	незначителен
minority	малцинство
minstrel	певец
mint	мента
minty	ментов
minuscule	малка буква
minute	минута
minutiae	дреболии
minx	палавница
mir	NO TRANSLATION
miracle	чудо
miracles	чудеса
miraculous	чудотворен
mirage	мираж
mire	NO TRANSLATION
mirror	огледало
mirth	веселие
misappropriation	злоупотреба
misbehave	държа се зле
misbehavior	неморално поведение
miscalculation	погрешна сметка
miscarriage	спонтанен аборт
miscellaneous	разни
miscellany	смесица
mischief	беля
mischievous	дяволит
misconception	погрешно схващане
misconduct	нарушение
misdemeanor	простъпка
misdirection	подвеждането
miser	скъперник
miserable	жалък
miserably	мизерно
misery	мизерия
misfire	засечка
misfit	стои зле
misfortune	нещастие
misguided	заблуден
mishap	злополука
misinformed	дезинформирани
misinterpretation	неправилно тълкуване
mislead	подвежда
misleading	подвеждащ
misled	подведен
mismanagement	лошо ръководство
mismatch	несъответствие
mismatched	несъответстващи
misnomer	погрешно название
misplace	затурвам
misplaced	неуместна
misread	тълкувам погрешно
misrepresent	представям невярно
misrepresentation	изопачаване
misrepresented	изопачила
miss	мис
missile	ракета
missiles	ракети
missing	липсващ
missingyou	NO TRANSLATION
mission	мисия
missionary	мисионер
misspell	правописа
misstatement	неточности
missy	госпожичка
mist	мъглявина
mistake	грешка
mistaken	сбъркал
mister	господин
mistletoe	имел
mistreated	малтретирани
mistress	любовница
mistrial	неприключен процес
mistrust	недоверие
misty	мъглив
misunderstand	погрешно разбирам
misunderstanding	недоразумение
misunderstood	неразбран
misuse	злоупотреба
mite	кърлеж
miter	митра
mitigate	смекчаване
mitigating	смекчаващо
mitigation	смекчаване
mitt	юмрук
mitten	NO TRANSLATION
mitzvah	мицва
mix	разбъркайте
mixed	смесен
mixedemotions	смесени чувства
mixer	миксер
mixture	смес
mnemonic	мнемоничен
moan	стон
moat	заграждам с ров
mob	тълпа
mobile	Подвижен
mobility	подвижност
mobilization	мобилизация
mobilize	мобилизира
mobster	гангстер
mocha	мока
mock	имитация
