Word	co
million	milioni
millionaire	milionariu
millionth	milionioni
millstone	mulinu
mime	mimica
mimic	imminiscenu
mimicking	mimicking
mimicry	mimicry
mince	mince
mincemeat	picculu piccu
mind	in mente
minded	in mente
mindful	cunsigliu
mindfulness	cuntintizza
mindless	in mente
mine	mine
minefield	minefield
miner	minore
mineral	minerale
mineralogy	mineralogia
mingle	si scleanu
mingled	si mischjate
mini	mini
miniature	miniatura
minibus	minibus
minim	NO TRANSLATION
minimal	minimu
minimize	minimizzà
minimized	minimizzati
minimum	minimu
mining	mining
minion	minion
minister	ministru
ministerial	ministru
ministry	ministeru
minivan	minivan
mink	viscuvili
minnow	minnow
minor	minor
minority	minurità
minstrel	minstrel
mint	menta
minty	minty
minuscule	minuscule
minute	minutu
minutiae	minutiae
minx	minx
mir	NO TRANSLATION
miracle	miraculu
miracles	miraculi
miraculous	miraculosa
mirage	mirage
mire	NO TRANSLATION
mirror	mirror
mirth	mirth
misappropriation	misappropriazione
misbehave	misbehave
misbehavior	misbilateru
miscalculation	miscalculation
miscarriage	miscarriage
miscellaneous	varie
miscellany	miscelane
mischief	tintu
mischievous	mischievous
misconception	cuncepimentu
misconduct	misconduct
misdemeanor	misdemeanor
misdirection	misdirection
miser	miser
miserable	miserabbili
miserably	miserabbili
misery	miseria
misfire	misfiring
misfit	insiste
misfortune	disgrazia
misguided	misguided
mishap	misfattu
misinformed	misinformed
misinterpretation	misinterpretation
mislead	mislead
misleading	induve
misled	ingannà
mismanagement	mala dirigenza
mismatch	mismatch
mismatched	misgiu
misnomer	misnomin
misplace	misplace
misplaced	misplaced
misread	misread
misrepresent	misrepresent
misrepresentation	misrepresentation
misrepresented	misrepresented
miss	miss
missile	missile
missiles	missili
missing	manca
missingyou	NO TRANSLATION
mission	mission
missionary	missiunariu
misspell	misspell
misstatement	statu dichjaratu
missy	missy
mist	brume
mistake	sbagghiu
mistaken	sbagliatu
mister	misteru
mistletoe	vischio
mistreated	maltrattatu
mistress	mistress
mistrial	mistrial
mistrust	suspettu
misty	misty
misunderstand	ùn pò sbaglià
misunderstanding	malincipente
misunderstood	sbagghiatu
misuse	mal uso
mite	mite
miter	mitre
mitigate	mitigate
mitigating	mitigating
mitigation	mitigazione
mitt	mità
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	mix
mixed	mmiscatu
mixedemotions	mixedemotions
mixer	mixer
mixture	mistura
mnemonic	mnemonica
moan	chianci
moat	fossa
mob	mob
mobile	mobile
mobility	mobiltà
mobilization	mobilizazione
mobilize	moviliser
mobster	mobster
mocha	mocha
mock	mock
mocked	si ne ridìanu
mockery	burla
mocking	si ne ridìanu
mockingbird	mockingbird
mod	mod
modal	modal
modality	modu
mode	modu
model	mudellu
modeler	mudificatori
modeling	mudelamentu
modem	mudernu
moderate	moderatu
moderate anticipation	anticipazione moderata
moderate disgust	disgrazia moderata
moderate negative	negativu moderatu
moderate positive	pusitivu moderatu
moderate surprise	sorpresa moderata
moderate trust	fiducia moderata
moderately	moderatu
moderating	mudificà
moderation	moderazione
moderator	moderatore
modern	mudernu
modernism	u modernismu
modest	modestu
modesty	pudori
modicum	modicum
modifiable	mudificà
modification	mudificazione
modified	mudificatu
modify	mudificà
modulate	modulà
modulation	modulazione
module	modulu
modulus	modulus
mogul	mogul
moiety	fossu
moist	umidi
moisture	umidità
moisturizer	moisturizer
molar	molar
molasses	molasses
mold	mouldu
molded	furmatu
molding	moldageria
moldy	muvimentu
mole	mole
molecular	molecular
molecule	molecule
molest	annunziendu
molestation	annullamentu
molester	molester
molten	imbulighjate
mom	mamma
moment	momentu
momentary	momentuale
momentous	momentous
momentum	impurtanza
momma	mò momma
mommy	mommy
monad	monad
monarch	monarchu
monarchy	munarchia
monastery	monasteru
monastic	monasticu
monetary	monetariu
money	soldi
mongoloid	mongoloide
mongoose	mangosteen
mongrel	mongrel
monitor	monitor
monk	monacu
monkey	scimmia
mono	NO TRANSLATION
monochrome	monochrome
monogamous	monogàmicu
monogamy	monogamia
monogram	monogram
monogrammed	monogrammed
monograph	monografu
monolayer	monolayer
monolith	monolitu
monologue	monologu
monopolist	monopolistu
monopoly	monopoli
monotonous	monotunu
monotony	monotonia
monoxide	monossidu
monsieur	monsieur
monsoon	monsoon
monster	mostru
monstrosity	monstruità
monstrous	mondu
montage	montage
monte	monte
month	mese
monthly	mensili
monument	munumentu
monumental	munumentale
moo	moo
mooch	mooch
mood	umore
moods	umore
moody	cambiante
moon	luna
moonbeam	raianu
moonlight	di luna
moonlit	luna
moonshine	moonshine
moonstruck	moonstruck
moonwalk	luna
moor	pattu
moored	amaru
mooring	amatori
moorings	amarori
moorland	pattu
moose	moose
moot	moot
mooted	misi
mop	mop
mope	mope
moped	moped
moral	murali
morale	murali
morality	murali
morals	murali
morass	morass
moratorium	moratorium
moray	moray
morbid	morbosa
morbidity	morbidità
morbidness	morbidity
mores	daveru
morgue	morgue
moribund	muribunda
morn	matina
morning	mane
moron	murin
moronic	moronic
morose	muratu
morph	morfosa
morphine	morfina
morphism	morfismu
morphology	morfologia
morrow	dumani
morsel	morsel
mortal	mortali
mortality	mortalità
mortar	mortar
mortgage	ipoteka
mortgagee	mortgagee
mortgagor	mortgagor
mortician	mortician
mortification	mortificazione
mortified	mortificatu
mortuary	mortuary
mosaic	mosaicu
mosey	mosey
mosque	moschea
mosquito	mosquito
moss	muschio
mossy	mossy
mote	NO TRANSLATION
motel	motel
moth	moth
mother	mamma
motherfucker	prugrammu
motherfucking	maternali
motherhood	a maternità
motherland	patria
motherless	senza mamma
motherly	maternalità
motif	mutivu
motion	u muvimentu
motionless	immobbili
motivate	motivate
motivating	motivazioni
motivation	mutivazione
motivational	motivazione
motive	mutivi
motley	motley
motor	u mutore
motorbike	mutassi
motorboat	motriole
motorcade	motorcade
motorcar	caravanu
motorcycle	muturi
motorist	mutandine
motte	motte
mottled	mottled
motto	muttu
mould	mouldu
mound	munzola
mount	muntagna
mountain	muntagna
mountaineer	alpinista
mountainous	muntagnosa
mountains	muntagne
mountaintop	mountaintop
mourn	chiancirai
mournful	mournful
mourning	dolu
mouse	u mouse
mousetrap	mousetrap
mousse	mousse
moustache	mustache
mousy	mousy
mouth	bocca
mouthful	bocca
mouthpiece	boccadda
mouthwash	u lettuus
movable	mobili
move	muvimentu
movement	muvimentu
mover	mover
movie	filmu
movies	film
moving	muvimentu
movingforward	NO TRANSLATION
movingon	marchjà
mow	mow
mower	segadora
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	furtuna
mucked	mucked
mucous	mucosa
mucus	mucus
mud	fangu
muddle	muddle
muddled	muddled
muddy	muddy
muff	muff
muffin	muffin
muffled	suffucatu
muffler	silhugista
mug	mug
mugger	mugger
mulberry	mulberry
mulch	mulch
mule	mula
mull	mull mullua
mullet	mullet
multilateral	multilatariu
multimedia	multimedia
multinational	multinazione
multiple	multiple
multiple sclerosis	esclerose
multiplex	multiplex
multiplication	multiplicazione
multiplicity	multiplicità
multiplied	multiplicate
multiplier	multiplicatore
multiply	multiplica
multitude	multitùdine
mum	mum
mumble	murmurià
mumbo	mumbo
mummy	mummia
mumps	murmuri
munch	munch
munchies	munchies
munchkin	munchkin
mundane	mundane
municipal	municipal
municipality	cumuni
mural	murale
murder	assassiniu
murderer	assassinu
murderess	assassinosa
murderous	murtali
murky	murky
murmur	murmuriu
muscle	musculu
muscular	muscular
muse	muse
muses	muses
museum	museu
mush	NO TRANSLATION
mushroom	mushroom
mushy	mushy
music	musica
musical	musicale
musician	musicista
musing	musing
musk	musk
musket	moschetto
musketeer	musketeer
muskrat	muskrat
muslin	musulmana
muss	NO TRANSLATION
must	bisogna
mustang	mustang
mustard	mustarda
muster	muster
musty	ùmigghia
mutable	mutable
mutant	mutante
mutate	mutate
mutation	mutation
mute	mutu
muted	silenziu
mutilate	mutilate
mutilated	mutilati
mutilation	mutilazione
mutiny	mutiny
mutt	mutt
mutter	NO TRANSLATION
mutton	mutton
mutual	mutuale
mutually	mutuali
muzzle	musculu
myfavorite	myfavorite
myopia	mioopia
myopic	miope
myriad	innamuratu
mysterious	misteriosu
mystery	misteru
mystic	mistica
mystical	mistica
mysticism	mistica
mystified	mististicu
mystique	mistica
myth	mitu
mythic	miticu
mythical	miticu
mythological	mitologicu
mythology	mitulugia
nab	nab
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	unghie
nail gun	unghie
naive	naive
naked	naked
nakedness	a nakedness
namaste	NO TRANSLATION
name	nome
named	chjamatu
nameless	senza nome
namesake	omònimu
naming	nombratu
nana	nana
nanny	babbone
nanometer	nanomètricu
nap	na napula
napalm	napalm
nape	na napulitana
napkin	napkin
napping	napping
nappy	nappy
narcissism	narcisisimu
narcissist	narcisista
narcissistic	narcisissimu
narcotic	narcotic
narrate	narrate
narration	narrazioni
narrative	narrativa
narrator	narratore
narrow	stretta
narrowing	rinfrescante
nasal	nasali
nascent	nascenti
nasty	sbagghianti
natal	natal
nation	nazione
national	naziunale
nationality	naziunalità
nationwide	naziunale
native	uriggini
nativity	natività
natural	naturali
natural gas	gas naturale
naturalist	naturalistu
naturalization	naturalizazione
naturalized	naturali
naturally	naturali
nature	natura
naught	nove
naughty	naughty
nausea	nausea
nauseate	nauseate
nauseating	nauseating
nauseous	nauseous
nautical	nucera
nautilus	nautilus
naval	navali
nave	nave
navel	navali
navigable	navigable
navigate	navigate
navigation	navigazione
navigational	navigazione
navigator	navigatore
navy	navy
nay	NO TRANSLATION
nearsighted	vicinu
neat	pulita
neatly	pulitu
nebula	nebula
nebulae	nebuli
nebulous	nebulous
necessarily	necessariu
necessary	necessariu
necessitate	bisognu
necessities	necessities
necessity	necessità
neck	u collu
necklace	collana
necktie	corbetta
necromancer	niggligelu
necrosis	necrosis
nectar	u nettaru
need	bisognu
needalife	NO TRANSLATION
needed	necessariu
needful	bisogni
needit	NO TRANSLATION
needle	agulla
needlepoint	puntata
needles	agulla
needless	senza mancu
needtoknow	avete bisognu
needtorelax	NO TRANSLATION
needy	necessità
nefarious	nefarious
negation	negazione
negative	negativa
negativity	negatività
neglect	trascuratori
neglected	abbandunatu
neglecting	trascuratori
negligee	negligee
negligence	negligenza
negligent	negligenti
negligently	NO TRANSLATION
negligible	insignificante
negotiable	impregnated
negotiate	neguzià
negotiation	negozzione
negotiator	negoziatore
negro	negro
neigh	vicinu
neighbor	vicinu
neighborhood	vicinanzi
neighboring	vicinu
nemesis	Nemesi
neon	neon
neonatal	neonatale
neophyte	neophyte
neoprene	neoprene
nephew	nipote
nepotism	u nepotismu
nerd	nerd
nerdy	nerdy
nerve	nerve
nerves	nervi
nervous	nervu
nervousness	nervu
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	nest
nestle	nestle
nestling	nestling
net	riti
nether	nether
netting	nettari
nettle	nettula
network	reta
networking	networking
neural	neural
neuralgia	neurgia
neurological	neurologique
neurologist	neurologist
neurology	neurologia
neurosis	neurosi
neurosurgeon	neurosurgiu
neurosurgery	neurosurgia
neurotic	neurotic
neuter	neuter
neutral	neutralu
neutrality	niutralitati
neutralize	neutralizà
neutron	neutron
new	novu
new age	nova età
newbeginnings	NO TRANSLATION
newborn	nascita
newcomer	novu
newday	novu ghjornu
newfound	novu
newjob	NO TRANSLATION
newlife	newlife
newly	novu
newlywed	novu
newme	novu
newness	novità
news	nova
newscast	annunziu
newscaster	newscaster
newsflash	a filiera di
newsletter	newsletter
newsman	puliticanti
newspaper	ghjurnale
newspaperman	newspaperman
newsreel	nutritiva
newsroom	salottu
newsstand	quistioni
newstart	novu
newt	newt
newyear	annu novu
nexus	nexus
nib	u capitu
nibble	piccuni
nice	piacevule
niche	niche
nichts	NO TRANSLATION
nick	nick
nickel	nichelone
nickname	alcuni
nicotine	nicotine
niece	nipote
nifty	nifty
nigger	nigger
nigh	vicinu
night	notte
nightcap	nightcap
nightclub	nightclub
nightfall	a sira
nightgown	caminu
nightie	nightie
nightingale	notte di notti
nightlife	vita notturna
nightly	ogni notte
nightmare	di nightmare
nightmares	Pescoli
nightstand	a nightstand
nightstick	Nightstick
nighttime	a notte
nihilism	nihilismu
nil	nil
nimble	impegnu
nimrod	nimrod
nincompoop	nincompoop
nine	nove
nineteen	diciannove
ninety	novanta
ninja	ninja
ninny	ninny
nintendo	nintendo
ninth	nuvesimu
nip	nip
nipper	nipper
nipple	capelli
nippy	nippy
nitrate	nitrate
nitro	nitro
nitrogen	nitrogenu
nitrous	nitru
nitwit	nitwit
nix	nix
no anticipation	nudda anticipazione
no disgust	nè disgrazia
no emotion	nè emozioni
no sentiment	nè u sentimentu
no surprise	micca surprisa
no trust	ùn fede
nobility	nubiltà
noble	nobili
nobleman	nòbbili
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	nocturnal
nod	nod
nodding	nudiri
node	node
nodular	nodule
nodule	nodule
noggin	noggin
nohope	NO TRANSLATION
noir	noir
noise	u sonu
noisy	rughju
nomad	nomad
nomadic	nomadic
nomenclature	nomenclature
nominal	nominali
nominate	numinatu
nomination	nomina
nominee	nominee
nonce	nonce
nonchalant	non chalant
noncompliance	micca cunformità
nondescript	nondescript
nonexistent	esisteva
nonfat	nonfat
nonfiction	nonfiction
nonpayment	non pagamentu
nonresident	nonresident
nonsense	nenti
nonsensical	dispensa
nonviolent	violevule
noob	noob
noodle	noodle
nook	nook
noon	meziornu
noose	noose
nopoint	nopoint
noregrets	NO TRANSLATION
norm	norma
normal	nurmale
normalcy	a normalizazione
normality	a normalità
north	nordu
northbound	nordu
northeast	nordeste
northern	sittintriunali
northwest	nordestu
northwestern	nordestu
noschool	NO TRANSLATION
nose	nasu
nosebleed	nosebleed
nosey	nosy
nosnow	nosnow
nostalgia	nostalgia
nostalgic	nostalgicu
nostress	NO TRANSLATION
nostril	Nostril
nosun	NO TRANSLATION
nosy	nosy
not negative	micca negativu
not positive	micca pusitivu
notable	notava
notables	notables
notably	particulari
notamorningperson	NO TRANSLATION
notary	nutarili
notation	a notazione
notch	nummù
notched	notched
note	nota
notebook	libru
noted	nutatu
noteworthy	notevuli
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	nunda
notice	nutà
noticeable	sognu
notification	notificazione
notify	annunziate
notion	nuzione
notional	sensu naziunale
notoriety	notoriety
notorious	notori
notready	Ùn hai micca
notwithstanding	impedite
nought	nove
noun	nomu
nourish	nutrisciarli
nourishment	nutrimentu
nouveau	NO TRANSLATION
novel	rumanzu
novelist	rumanzu
novelty	novità
novice	novu
nowadays	oghje
nowork	nowork
noworries	micca penseri
noxious	noxious
nozzle	fossa
nuance	nuance
nuances	nuances
nuclear	nucleari
nucleus	nucleu
nude	nude
nudge	nudge
nudie	nudie
nudist	nudista
nudity	nudity
nugget	pepite
nuisance	annurbà
nuke	nuke
nul	NO TRANSLATION
null	null
nullify	anulanu
numb	numb
number	numaru
numbering	numerazione
numbers	numeri
numbness	numbness
numbskull	numbskull
numeral	numeral
numerator	numerator
numerical	numerica
numerically	numéricamente
numerous	numerosi
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	cunfine
nuptials	nupizzi
nurse	infermiera
nursemaid	nursemaid
nursery	nursery
nursing	alloghju
nurture	cultivà
nut	nut
nutcase	nutcase
nutcracker	nutcracker
nuthouse	nuthouse
nutmeg	noce moscata
nutrition	nutrimentu
nutritional	nutrimentali
nutritious	nutritiva
nutritive	nutritiva
nuts	nuts
nutshell	nanna
nutty	nutty
nylon	nylon
nylong	NO TRANSLATION
nylons	nylons
nymph	ninfa
nymphomaniac	ninfomani
oaf	oaf
oak	quarciu
oar	remu
oasis	oasi
oat	avena
oath	ghjurà
oatmeal	avena
obedience	ubbidenza
obedient	ubbidienti
obediently	ubbidienti
obelisk	obélisque
obese	obèse
obesity	obesità
obey	ubbidì
obi	obi
obit	obit
obituary	obituary
object	oggettu
objection	oppunimentu
objectionable	ubbiiscenu
objective	ubbittivu
objectivity	n'uggività
obligation	obbligazione
obligatory	ubblicatoria
oblige	oblige
obliged	ubbligatu
obliging	impegnu
obligor	u bisognu
oblique	oblicu
obliterate	obliterate
obliterated	obliterate
obliteration	obliterazione
oblivion	daveru
oblivious	svinutu
oblong	oblung
obnoxious	odiu
oboe	oboe
obscene	obscene
obscenity	obscenità
obscure	oscure
obscured	obscured
obscurity	oscurità
observance	rispettu
observant	osservatore
observation	assienti
observatory	osservatoriu
observe	osservà
observer	usservatori
observing	osservà
obsess	obsess
obsessed	obsessed
obsessing	obsessing
obsession	obsessione
obsessive	obsessive
obsolescence	obsolescenza
obsolete	obsolet
obstacle	obstacle
obstetrician	obstettrista
obstetrics	obstetrizia
obstinate	persistenti
obstruct	obstrucir
obstruction	obstruczione
obstructive	ostruttiva
obtain	uttene
obtainable	eseguitu
obtuse	ottusu
obverse	annosu
obvious	evidenti
ocarina	ocarina
occasion	occasion
occasional	occasione
occasionally	certi volte
occipital	occipital
occlusion	oclusioni
occult	occulto
occupancy	occupazione
occupant	occupante
occupation	occupazione
occupational	occupational
occupied	occupatu
occupier	occupier
occupy	occupanu
occupying	occupanu
occur	accade
occurrence	avvenimentu
ocd	ocd
ocean	oceanu
oceanic	oceani
octagon	octagon
octave	octave
octopus	polpo
ocular	ocular
odd	curioso
oddball	oddball
oddity	oddity
odds	odds
ode	ode
odious	odiosu
odometer	odòmetro
odor	odore
odyssey	odisea
oedipal	'eddimanu
oestrogen	estrogenu
oeuvre	NO TRANSLATION
offal	fratellu
offence	offisa
offend	offend
offended	offisu
offender	culpèvule
offense	offisa
offensive	offensiva
offer	offerta
offered	offra
offering	offre
offhand	offhand
office	ufficio
officer	ufficiale
offices	uffizii
official	ufficiale
officiate	ufficiale
offing	offing
offload	offload
offset	offset
offshoot	offshoot
offshore	offshore
offside	fora fora
offspring	prupietà
oft	oft
oftentimes	tempus
ogre	ogre
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	ohno
ohshit	NO TRANSLATION
oil	oliu
oils	olii
oily	oliu
oink	oink
ointment	pompi
okra	okra
old	vechja
olden	anzianu
older	più vechja
oldie	oldie
oldies	oldies
olfactory	olfattura
oligarchy	oligarchia
olive	oliva
omega	omega
omelet	frittata
omen	omen
omgomgomg	NO TRANSLATION
ominous	ominous
omission	omission
omit	omit
omitted	omessi
omnibus	omnibus
omnipotence	omnipotenza
omnipotent	omnipotenti
omnipresent	omnipresente
omniscient	omniscient
onboard	à bordu
oncologist	oncologu
oncology	l 'oncologia
oncoming	avanti
one	unu
oneday	un ghjornu
onedge	onedge
onelove	unicu amore
oneness	unità
onerous	oneruous
oneself	un sè stessu
ongoing	in corsu
onion	cipolla
onset	iniziu
onslaught	l 'attacche
onstage	onstage
ontology	ontulugia
onus	in manu
onward	in fronte
onyx	bianche
oodles	oodles
oomph	oomph
ooze	ooze
oozing	oziu
op	op
opacity	opacità
opal	opal
opaque	opaca
ope	ope
open	apertu
opener	opener
opening	apertura
openly	apertu
openness	apertura
opera	opera
operate	opera
operatic	operaticu
operation	funziunamentu
operational	funziunanti
operations	operazioni
operative	operativu
operator	operatore
ophthalmic	ophtalmale
ophthalmologist	ophtalmologu
opiate	opiate
opinion	opinione
opinionated	opinatu
opium	opium
opponent	avversu
opportune	impurtanti
opportunism	opportunismu
opportunity	oppurtunità
oppose	oppunia
opposed	opposta
opposing	opposta
opposite	oppostu
opposites	opposti
opposition	oppusizioni
oppress	oppressu
oppressed	oppressu
oppression	oppressione
oppressive	oppressivu
oppressor	oppressore
ops	ops
opt	sceglie
optic	otticu
optical	otticu
optics	ottica
optimism	ottimisimu
optimist	ottimista
optimistic	optimista
optimum	ottimo
option	opzione
optional	opcional
optionally	opcionalmente
options	opzioni
optometrist	Optometristu
opulence	opulence
opulent	opulent
opus	opus
oracle	oraculu
oral	orale
orange	aranciu
orange juice	suchju d'aranciu
orangutan	orangutan
oration	'oration
orator	oratori
oratory	oratoriu
orb	orb
orbit	urbitali
orbital	urbitali
orbiting	orbiting
orbs	orbs
orc	orc
orchard	arburetu
orchestra	orchestra
orchid	orchid
ordained	hà cunsacratu
ordeal	travaddu
order	ordine
orderly	urdinata
ordinance	ordinanza
ordinary	ordinariu
ordination	ordination
ordnance	articulu
ore	ore
oregano	oregano
organ	urganu
organic	biologica
organism	organismu
organist	urganista
organization	urganizazione
organize	urganizà
organized	organizzatu
organizer	organizatore
orgasm	orgasmo
orgies	orgie
orgy	orgia
orient	orienti
oriental	orientali
orientation	orientazione
orifice	orificatu
origami	origami
origin	urìggini
original	uriginali
originality	uriginale
originate	urigginari
origination	origine
originator	origine
ornament	ornament
ornamental	ornamentali
ornamentation	ornamentu
ornamented	ornamentatu
ornate	ornate
ornery	ornery
orphan	orfana
orphanage	orfanagiu
orphaned	orfana
orthodontist	ortodontista
orthodox	ortudossu
orthodoxy	ortudoxa
orthogonal	ortogonai
orthopedic	ortopedia
oscillate	oscillate
oscillating	oscillating
oscillation	oscillation
oscillatory	oscillatariu
ostensible	ostensibile
ostensibly	ostinativamente
ostentatious	ostentatissima
ostracized	ostracized
ostrich	ostrich
other	altru
otter	otter
otto	otto
ottoman	ottumanu
ought	deve esse
ounce	onza
oust	oust
outage	outage
outback	outback
outbid	outbid
outboard	outboard
outbreak	spargeru
outburst	scoppiu
outcast	pezzu
outcome	risultatu
outcry	critichi
outdated	anticu
outdo	outdo
outdoor	outdoor
outdoors	fora
outer	fora
outfit	vincite
outgoing	sali
outgrow	prossimu
outgrowth	sviluppau
outhouse	salottu
outing	sguardu
outlandish	straniera
outlast	outlast
outlaw	fora liggi
outlet	outlet
outline	contu
outlines	scorrini
outlive	perdu
outlook	outlook
outlying	periferiali
outnumber	supirarii
outpatient	outpatient
outpost	avanzati
outpouring	vaghjime
output	pruduzzioni
outrage	scarsi
outraged	ultraggiatu
outrageous	scantu
outrank	fora
outreach	allende
outright	dirittu
outrun	fora
outset	iniziu
outsider	outsider
outskirts	periferia
outsmart	primura
outspoken	foruscenza
outstanding	eccessenti
outstretched	allungatu
outward	allora
outwards	fora
outweigh	pesu più
outwit	outwit
oval	ovale
ovary	ovariu
ovate	ovate
ovation	ovazione
oven	u fornu
overactive	overactive
overall	in generale
overalls	tuta
overbearing	rivolti
overburden	sburdrittu
overcast	vagnatu
overcharged	soprasugnate
overcoat	capita
overcome	suprana
overcoming	sopra
overcrowded	massimizzata
overdo	putemu overu
overdose	overdose
overdrive	annullamentu
overdue	riimpiia
overestimate	stimate
overestimated	sopravalutatu
overflow	spiscina
overflowing	supracchinu
overgrown	coperto
overgrowth	sviluppu assai
overhanging	sguardu
overhaul	riparazione
overhead	sopra
overhear	minore
overheated	soprasassu
overjoyed	felicità
overkill	richie
overlaid	supirficiali
overlap	overlap
overlapping	overlapping
overlay	superposizione
overload	soprapiù
overlook	spàrghjela
overlord	capu
overlying	supraniunale
overpaid	overpaid
overpass	passavanu
overplayed	overplayed
overpower	putenza
overpowering	abundanti
overpriced	caru
overprotective	supersupertegi
overrated	overrated
overreact	overrue
override	annullà
overriding	annullamentu
overrule	annullà
overrun	abbastanza
oversee	vigilà
overseer	capelli
overshadow	cuprarà
oversight	oversight
oversized	oversized
overslept	overslept
overstate	overstate
overstock	overstock
overt	abbia
overtake	jùnciu
overtaken	persu
overthemoon	NO TRANSLATION
overthinker	rizzlingu
overthinking	di rivendiche
overthrow	annullà
overtime	cù u tempu
overtired	stupitu
overture	attrachju
overturn	vultà
overview	generale
overweight	overweight
overwhelm	annullò
overwhelmed	u trè
overwhelming	abbannatura
overworked	travagliani
overwrought	supranava
overzealous	inzuccaratu
owe	devi
owing	debuli
owl	owl
owner	u patrone
ownership	pruprietà
ox	bòie
oxidation	oxidazione
oxide	oxido
oxygen	ossigenu
oxymoron	oxycure
oyster	ostriche
ozone	ozone
pace	ritimu
pacemaker	pacemaker
pacific	pacificu
pacified	pacified
pacifier	pacificu
pacifist	pacifist
pacify	pacify
pacing	pacing
pack	pack
package	u pacchettu
packaging	embiu
packer	packer
packet	paese
pact	pattu
pad	pad
padded	padded
padding	padding
paddle	paddle
paddle boat	paddle boat
paddock	paddock
paddy	paddy
padlock	cadutu
padre	NO TRANSLATION
paean	paean
pagan	pagana
paganism	paganismu
page	pagina
pageant	pageant
pager	pageru
pagination	paginazione
paging	paging
pagoda	pagoda
pail	pail
pain	u dulore
pained	dulurusu
painful	dulurusi
painfully	dulurusu
painkiller	painkiller
painless	painless
pains	duluri
painstaking	painstaking
paint	pittura
paintball	paintball
paintbrush	pittura
painted	pittatu
painter	pittore
painting	pittura
pair	paru
paisley	paisley
pajama	pyjama
pajamas	piamia
pal	pal
palace	palazzu
palatable	piacevule
palate	palatu
pale	biancu
paleontology	paleontologia
palette	paleta
pall	pall
palladium	palladu
pallet	pallet
palliative	paliative
palm	palma
palmer	palmer
palomino	palominu
palpable	palpable
palpitations	palpitazioni
palsy	parsita
paltry	un pesce
pamper	pamper
pamphlet	pamphlet
pan	pan
panacea	panacea
panache	panache
pancake	frittella
pancakes	pancakes
pancreas	pancreas
panda	panda
pandemic	pandemica
pandemonium	pandemoniu
pane	pane
panel	panel
pang	NO TRANSLATION
panhandle	panhandle
panic	panicu
panicattack	NO TRANSLATION
panicked	in panicu
panicking	in panicu
panicky	panicky
panier	NO TRANSLATION
panorama	panorama
panoramic	panoramica
pansy	pansy
pant	pant
pantheon	panteismu
panther	pantera
panties	mutandine
pantomime	pantomime
pantry	bagnu
pants	pantaloni
panty	panty
pantyhose	pantyhose
pap	pap
papa	patri
papacy	papatu
papal	NO TRANSLATION
papaya	papaia
paper	carta
paperback	scrittura
paperboy	paperboy
paperweight	pisci paperweight
paperwork	furmazione
paprika	paprika
papyrus	papiru
par	NO TRANSLATION
parable	paràbula
parabola	parabola
parabolic	parabolichi
parachute	parachute
parade	parata
paradigm	paradigmu
paradise	paradisu
paradox	paradossu
paradoxical	paradossuale
paraffin	paraffina
paragon	paragon
paragraph	paràgrafu
parakeet	parakeet
paralegal	paralegal
parallax	parallax
parallel	parallella
parallelism	parallilismu
paralysis	paralisi
paralyze	paralìscite
paralyzed	paralizzati
paramedic	paramedica
paramedics	paramedici
paramilitary	paramilitari
paramount	suprana
paranoia	paranoia
paranoid	paranoic
paranormal	paranormal
parapet	parapet
paraphernalia	paraphernalia
paraphrase	paràfràsia
paraplegic	paraplégica
parasite	parasite
parasitic	parasitic
parasol	parasol
parcel	parcel
parcels	tarreni
parched	parched
parchment	pergamena
pardon	perdonu
pare	NO TRANSLATION
parenchyma	parenchima
parent	parent
parentage	parentage
parental	parental
parenthesis	NO TRANSLATION
parenthetical	parentesi
parenthood	paternità
parenting	parenting
pariah	pariah
parietal	parietale
paring	paring
parish	parrocchia
parity	parità
park	parcu
parka	parka
parking	parking
parkinsons	parkinsons
parlance	parlance
parlay	parlay
parliament	parlamentu
parliamentary	parlamintari
parlor	salottu
parmesan	parmezan
parody	parodia
parole	parole
parquet	parchet
parrot	pappagaddu
parry	parry
parse	parse
parsimonious	parsimonious
parsimony	parsimoniu
parsley	prezzemolo
parson	parson
part	parte
partake	partake
partial	parziale
partiality	parità
partially	in parti
participant	participante
participate	participà
participation	participazione
particle	partícula
particular	particulari
particularity	particularità
particulars	particulars
parting	parting
partisan	partisan
partisanship	partisanatu
partition	partition
partly	in parte
partner	cumpagnu
partnership	partenaria
partridge	perdiu
parts	parte
party	partitu
pas	NO TRANSLATION
pass	passà
passable	passable
passage	passaghju
passageway	passaghju
passe	NO TRANSLATION
passenger	passageru
passim	NO TRANSLATION
passing	passendu
passion	passioni
passionate	passioni
passive	passive
passivity	passività
passkey	passkey
passport	passaportu
password	codice
past	passatu
pasta	pasta
paste	paste
pastel	pastel
pastime	pastime
pastor	pastor
