Word	sv
meteorological	meteorologiska
meteorology	meteorologi
meter	meter
meth	met
methadone	metadon
methane	metan
methanol	metanol
method	metod
methodical	metodisk
methodology	metodik
meticulous	noggrann
metime	mig tid
metric	metrisk
metrical	metrisk
metrology	metrologi
metropolis	metropol
metropolitan	storstads
mettle	kurage
mew	mew
mezzanine	entresol
mica	glimmer
mick	mick
micro	mikro
microbe	mikrob
microbiology	mikrobiologi
microchip	mikrochip
microcosm	mikrokosmos
microfilm	mikrofilm
microgram	mikrogram
micrometer	mikrometer
micron	mikron
microphone	mikrofon
microscope	mikroskop
microscopic	mikroskopisk
microscopically	mikroskopiskt
microscopy	mikroskopi
microwave	mikrovågsugn
mid	mitten
midair	i luften
midday	middagstid
middle	mitten
middleman	mellanhand
middleweight	mellanvikt
midget	dvärg
midland	midland
midlife	medelåldern
midline	mittlinje
midnight	midnatt
midshipman	midshipman
midst	mitt ibland
midsummer	midsommar
midterm	halvtids
midtown	midtown
midway	halvvägs
midwife	barnmorska
midwifery	midwifery
mien	NO TRANSLATION
miffed	kalkylarket
mighty	mäktig
mignon	mignon
migraine	migrän
migrate	flytta
migration	migration
migratory	flyttande
mike	mikrofon
mil	NO TRANSLATION
mild	mild
mildew	mögel
mildness	mildhet
mile	mile
mileage	miltal
milestone	milstolpe
militant	militant
militants	militanta
military	militär-
militia	milis
milk	mjölk
milkman	mjölkbud
milkshake	milkshake
milky	mjölkig
mill	kvarn
millennium	årtusende
milligram	milligram
millimeter	millimeter
million	miljon
millionaire	miljonär
millionth	miljonte
millstone	kvarnsten
mime	mima
mimic	härma
mimicking	mimicking
mimicry	härmning
mince	finhacka
mincemeat	hackmat
mind	sinne
minded	sinnad
mindful	uppmärksam
mindfulness	mindfulness
mindless	själlös
mine	mina
minefield	minfält
miner	gruvarbetare
mineral	mineral-
mineralogy	mineralogi
mingle	blanda
mingled	blandat
mini	mini
miniature	miniatyr-
minibus	minibus
minim	NO TRANSLATION
minimal	minimal
minimize	minimera
minimized	minimerad
minimum	minimum
mining	brytning
minion	gunstling
minister	minister
ministerial	ministeriell
ministry	departement
minivan	minibuss
mink	mink
minnow	elritsa
minor	mindre
minority	minoritet
minstrel	sångare
mint	mynta
minty	minty
minuscule	mycket liten
minute	minut
minutiae	minutiae
minx	minx
mir	NO TRANSLATION
miracle	mirakel
miracles	mirakel
miraculous	mirakulös
mirage	hägring
mire	NO TRANSLATION
mirror	spegel
mirth	munterhet
misappropriation	förskingring
misbehave	bära sig illa åt
misbehavior	dåligt uppförande
miscalculation	felräkning
miscarriage	missfall
miscellaneous	diverse
miscellany	hopplock
mischief	rackartyg
mischievous	busig
misconception	missuppfattning
misconduct	försummelse
misdemeanor	förseelse
misdirection	misdirection
miser	girigbuk
miserable	eländig
miserably	eländigt
misery	elände
misfire	feltändning
misfit	missanpassad
misfortune	olycka
misguided	NO TRANSLATION
mishap	missöde
misinformed	felunderrättad
misinterpretation	feltolkning
mislead	vilseleda
misleading	vilseledande
misled	vilseleds
mismanagement	vanskötsel
mismatch	missanpassning
mismatched	felparad
misnomer	felaktig beteckning
misplace	felplacera
misplaced	felplacerad
misread	misstolkas
misrepresent	förvränga
misrepresentation	förvrängning
misrepresented	Misrepresented
miss	Fröken
missile	missil
missiles	missiler
missing	saknas
missingyou	NO TRANSLATION
mission	uppdrag
missionary	missionär
misspell	stava fel
misstatement	felaktigheter
missy	missy
mist	dimma
mistake	misstag
mistaken	felaktig
mister	mister
mistletoe	mistel
mistreated	misshandlas
mistress	husmor
mistrial	mistrial
mistrust	misstro
misty	dimmig
misunderstand	missförstå
misunderstanding	missförstånd
misunderstood	missförstås
misuse	missbruka
mite	kvalster
miter	mitra
mitigate	mildra
mitigating	förmildrande
mitigation	begränsning
mitt	kardan
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	blanda
mixed	blandad
mixedemotions	blandade känslor
mixer	mixer
mixture	blandning
mnemonic	mnemonic
moan	stöna
moat	vallgrav
mob	folkhop
mobile	mobil
mobility	rörlighet
mobilization	mobilisering
mobilize	mobilisera
mobster	gangster
mocha	mocka
mock	falsk
mocked	mocked
mockery	hån
mocking	hånfull
mockingbird	härmfågel
mod	mod
modal	modal
modality	modalitet
mode	läge
model	modell
modeler	modellerare
modeling	modellering
modem	modem
moderate	måttlig
moderate anticipation	måttlig förväntan
moderate disgust	måttlig avsky
moderate negative	måttlig negativ
moderate positive	måttlig positiv
moderate surprise	måttlig överraskning
moderate trust	måttlig förtroende
moderately	lagom
moderating	modere
moderation	måtta
moderator	moderator
modern	modern
modernism	modernism
modest	blygsam
modesty	anspråkslöshet
modicum	minimum
modifiable	modifierbar
modification	modifiering
modified	ändrad
modify	ändra
modulate	modulera
modulation	modulation
module	modul
modulus	modul
mogul	mogul
moiety	molekyldel
moist	fuktig
moisture	fukt
moisturizer	fuktkräm
molar	molar-
molasses	melass
mold	forma
molded	gjuten
molding	gjutning
moldy	möglig
mole	mol
molecular	molekyl-
molecule	molekyl
molest	antasta
molestation	ofredande
molester	molester
molten	smält
mom	mamma
moment	ögonblick
momentary	tillfällig
momentous	betydelsefulla
momentum	Momentum
momma	momma
mommy	mamma
monad	monad
monarch	monark
monarchy	monarki
monastery	kloster
monastic	kloster-
monetary	monetär
money	pengar
mongoloid	mongoloid
mongoose	mungo
mongrel	blandras
monitor	övervaka
monk	munk
monkey	apa
mono	NO TRANSLATION
monochrome	svartvit
monogamous	monogam
monogamy	monogami
monogram	monogram
monogrammed	monogrammed
monograph	monografi
monolayer	monoskikt
monolith	monolit
monologue	monolog
monopolist	monopoli
monopoly	monopol
monotonous	monoton
monotony	monotoni
monoxide	monoxid
monsieur	monsieur
monsoon	monsun
monster	monster
monstrosity	monster
monstrous	monstruös
montage	montage
monte	monte
month	månad
monthly	en gång i månaden
monument	monument
monumental	monumental
moo	mu
mooch	mooch
mood	humör
moods	stämningar
moody	lynnig
moon	måne
moonbeam	månstråle
moonlight	månsken
moonlit	månljus
moonshine	Månsken
moonstruck	mångalen
moonwalk	moonwalk
moor	Hed
moored	förtöjd
mooring	förtöjning
moorings	förtöjningar
moorland	hed
moose	älg
moot	omtvistad
mooted	på tal
mop	mopp
mope	TJURA
moped	moped
moral	moralisk
morale	moral
morality	moral
morals	moral
morass	träsk
moratorium	moratorium
moray	moray
morbid	sjuklig
morbidity	sjuklighet
morbidness	morbidness
mores	seder
morgue	bårhus
moribund	döende
morn	morgon
morning	morgon-
moron	dumhuvud
moronic	moronic
morose	dyster
morph	morph
morphine	morfin
morphism	morfism
morphology	morfologi
morrow	morgondag
morsel	munsbit
mortal	dödlig
mortality	dödlighet
mortar	murbruk
mortgage	inteckning
mortgagee	mortgagee
mortgagor	mortgagor
mortician	mortician
mortification	förödmjukelse
mortified	beskedet
mortuary	bårhus
mosaic	mosaik-
mosey	pysa
mosque	moské
mosquito	mygga
moss	mossa
mossy	mossy
mote	NO TRANSLATION
motel	motell
moth	fjäril
mother	mor
motherfucker	jävel
motherfucking	jävla
motherhood	moderskap
motherland	fosterland
motherless	moderlös
motherly	moderlig
motif	motiv
motion	rörelse
motionless	orörlig
motivate	motivera
motivating	motiverande
motivation	motivering
motivational	motiverande
motive	motiv
motley	brokig
motor	motor-
motorbike	motorcykel
motorboat	motorbåt
motorcade	bilkortege
motorcar	bil
motorcycle	motorcykel
motorist	bilist
motte	motte
mottled	fläckig
motto	motto
mould	forma
mound	mound
mount	montera
mountain	Berg
mountaineer	bergsbo
mountainous	bergig
mountains	bergen
mountaintop	bergstopp
mourn	sörja
mournful	sorgsen
mourning	sorg-
mouse	mus
mousetrap	musfälla
mousse	mousse
moustache	mustasch
mousy	BLYG
mouth	mun
mouthful	munfull
mouthpiece	munstycke
mouthwash	munvatten
movable	rörlig
move	flytta
movement	rörelse
mover	upphovsman
movie	film
movies	bio
moving	rör på sig
movingforward	NO TRANSLATION
movingon	gå vidare
mow	klippa
mower	gräsklippare
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	mocka
mucked	mucked
mucous	slem-
mucus	slem
mud	lera
muddle	virrvarr
muddled	rörig
muddy	grumlig
muff	muff
muffin	muffin
muffled	dov
muffler	ljuddämpare
mug	mugg
mugger	rånare
mulberry	mullbär
mulch	kompost
mule	mula
mull	fundera
mullet	multe
multilateral	multilaterala
multimedia	multimedia
multinational	multinationell
multiple	flera olika
multiple sclerosis	multipel skleros
multiplex	flerfaldig
multiplication	multiplikation
multiplicity	mångfald
multiplied	multiplicerat
multiplier	multiplikator
multiply	multiplicera
multitude	mängd
mum	mamma
mumble	mumla
mumbo	mumbo
mummy	mamma
mumps	påssjuka
munch	mumsa
munchies	munchies
munchkin	munchkin
mundane	världslig
municipal	kommunal
municipality	kommun
mural	mural
murder	mörda
murderer	mördare
murderess	mörderska
murderous	mördande
murky	mulen
murmur	mumla
muscle	muskel
muscular	muskulös
muse	musa
muses	muses
museum	museum
mush	NO TRANSLATION
mushroom	svamp
mushy	sörjig
music	musik
musical	musikalisk
musician	musiker
musing	funderingar
musk	mysk-
musket	musköt
musketeer	musketör
muskrat	bisamråtta
muslin	muslin
muss	NO TRANSLATION
must	måste
mustang	mustang
mustard	senap
muster	uppbåda
musty	unken
mutable	föränderlig
mutant	mutant
mutate	mutera
mutation	mutation
mute	stum
muted	dämpad
mutilate	stympa
mutilated	stympade
mutilation	stympning
mutiny	myteri
mutt	mutt
mutter	NO TRANSLATION
mutton	fårkött
mutual	ömsesidig
mutually	ömsesidigt
muzzle	munkorg
myfavorite	min favorit
myopia	myopi
myopic	närsynt
myriad	myriad
mysterious	mystisk
mystery	mysterium
mystic	mystiker
mystical	mystisk
mysticism	mystik
mystified	mystified
mystique	mystik
myth	myt
mythic	mythic
mythical	mytisk
mythological	mytologisk
mythology	mytologi
nab	haffa
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	spika
nail gun	spikpistol
naive	naiv
naked	naken
nakedness	nakenhet
namaste	NO TRANSLATION
name	namn
named	som heter
nameless	namnlös
namesake	namne
naming	namngivning
nana	nana
nanny	barnskötare
nanometer	nanometer
nap	tupplur
napalm	napalm
nape	nacke
napkin	servett
napping	tupplur
nappy	blöja
narcissism	narcissism
narcissist	narcissist
narcissistic	narcissistisk
narcotic	narkotisk
narrate	berätta
narration	berättande
narrative	berättande
narrator	berättare
narrow	smal
narrowing	förträngning
nasal	nasal
nascent	uppkommande
nasty	otäck
natal	natal
nation	nation
national	nationell
nationality	nationalitet
nationwide	rikstäckande
native	inföding
nativity	nativitet
natural	naturlig
natural gas	naturgas
naturalist	naturforskare
naturalization	naturalise
naturalized	naturaliserad
naturally	naturligtvis
nature	natur
naught	noll
naughty	stygg
nausea	illamående
nauseate	äckla
nauseating	kväljande
nauseous	äcklig
nautical	nautisk
nautilus	nautilus
naval	sjö-
nave	skepp
navel	navel
navigable	farbar
navigate	navigera
navigation	navigering
navigational	navigerings
navigator	navigatör
navy	Marin
nay	NO TRANSLATION
nearsighted	närsynt
neat	propert
neatly	ordentligt
nebula	nebulosa
nebulae	nebulae
nebulous	oklar
necessarily	nödvändigtvis
necessary	nödvändig
necessitate	nödvändiggör
necessities	förnödenheter
necessity	nödvändighet
neck	nacke
necklace	halsband
necktie	slips
necromancer	andebesvärjare
necrosis	nekros
nectar	nektar
need	behöver
needalife	NO TRANSLATION
needed	behövs
needful	behövlig
needit	NO TRANSLATION
needle	nål
needlepoint	needle
needles	nålar
needless	onödigt
needtoknow	behöver veta
needtorelax	NO TRANSLATION
needy	behövande
nefarious	skändlig
negation	negation
negative	negativ
negativity	negativitet
neglect	försummelse
neglected	försummad
neglecting	försumma
negligee	negligee
negligence	oaktsamhet
negligent	försumlig
negligently	NO TRANSLATION
negligible	försumbar
negotiable	förhandlingsbar
negotiate	förhandla
negotiation	förhandling
negotiator	förhandlare
negro	neger
neigh	gnägga
neighbor	granne
neighborhood	grannskap
neighboring	angränsande
nemesis	nemesis
neon	neon
neonatal	neonatal
neophyte	nyomvänd
neoprene	neopren
nephew	brorson
nepotism	nepotism
nerd	nörd
nerdy	nördig
nerve	nerv
nerves	nerver
nervous	nervös
nervousness	nervositet
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	bo
nestle	krypa in
nestling	inbäddad
net	netto
nether	nedre
netting	nät
nettle	nässla
network	nätverk
networking	nätverk
neural	neurala
neuralgia	neuralgi
neurological	neurologisk
neurologist	neurolog
neurology	neurologi
neurosis	neuros
neurosurgeon	hjärnkirurg
neurosurgery	neurokirurgi
neurotic	neurotisk
neuter	kastrera
neutral	neutral
neutrality	neutralitet
neutralize	neutralisera
neutron	neutron
new	ny
new age	ny tid
newbeginnings	NO TRANSLATION
newborn	nyfödd
newcomer	nykomling
newday	ny dag
newfound	nyfunna
newjob	NO TRANSLATION
newlife	nytt liv
newly	nytt
newlywed	nygifta
newme	nya mig
newness	nyhet
news	Nyheter
newscast	nyhetssändning
newscaster	newscaster
newsflash	newsflash
newsletter	nyhetsbrev
newsman	Newsman
newspaper	tidning
newspaperman	newspaperman
newsreel	journal
newsroom	pressrum
newsstand	tidningskiosk
newstart	nystart
newt	newt
newyear	NO TRANSLATION
nexus	nexus
nib	spets
nibble	knapra
nice	trevlig
niche	nisch
nichts	NO TRANSLATION
nick	hack
nickel	nickel
nickname	smeknamn
nicotine	nikotin
niece	niece
nifty	tjusig
nigger	nigger
nigh	nigh
night	natt
nightcap	nightcap
nightclub	nattklubb
nightfall	skymning
nightgown	nattlinne
nightie	nightie
nightingale	näktergal
nightlife	nattliv
nightly	nattlig
nightmare	mardröm
nightmares	mardrömmar
nightstand	nattduksbord
nightstick	night
nighttime	nattetid
nihilism	nihilism
nil	noll
nimble	vig
nimrod	nimrod
nincompoop	nincompoop
nine	nio
nineteen	nitton
ninety	nittio
ninja	ninja
ninny	ninny
nintendo	nintendo
ninth	nionde
nip	nyp
nipper	avbitartång
nipple	nippel
nippy	bitande kall
nitrate	nitrat
nitro	nitro
nitrogen	kväve
nitrous	lustgas
nitwit	dumbom
nix	nix
no anticipation	ingen förväntan
no disgust	ingen avsky
no emotion	ingen känsla
no sentiment	inget känslor
no surprise	ingen överraskning
no trust	inget förtroende
nobility	adel
noble	ädel
nobleman	adelsman
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	nattlig
nod	nicka
nodding	nickande
node	nod
nodular	nodulär
nodule	liten knöl
noggin	noggin
nohope	NO TRANSLATION
noir	noir
noise	ljud
noisy	högljudd
nomad	nomad
nomadic	nomadiserande
nomenclature	nomenklatur
nominal	nominell
nominate	nominera
nomination	utnämning
nominee	kandidat
nonce	nonce
nonchalant	nonchalant
noncompliance	noncompliance
nondescript	obestämbar
nonexistent	obefintlig
nonfat	nonfat
nonfiction	facklitteratur
nonpayment	utebliven betalning
nonresident	icke bosatt
nonsense	dumheter
nonsensical	meningslös
nonviolent	icke-våldsam
noob	nybörjare
noodle	nudel
nook	skrymsle
noon	middag
noose	snara
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	norm
normal	vanligt
normalcy	normalitet
normality	normalitet
north	norr
northbound	norrgående
northeast	nordost
northern	nordlig
northwest	nordväst
northwestern	nordvästra
noschool	NO TRANSLATION
nose	näsa
nosebleed	näsblödning
nosey	nyfiken
nosnow	ingen snö
nostalgia	nostalgi
nostalgic	nostalgisk
nostress	NO TRANSLATION
nostril	näsborre
nosun	NO TRANSLATION
nosy	nyfiken
not negative	inte negativ
not positive	inte positiv
notable	anmärkningsvärd
notables	notabilitetar
notably	i synnerhet
notamorningperson	NO TRANSLATION
notary	notarius publicus
notation	notation
notch	hack
notched	skårad
note	notera
notebook	anteckningsbok
noted	noteras
noteworthy	anmärkningsvärd
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	intet
notice	lägga märke till
noticeable	märkbar
notification	underrättelse
notify	anmäla
notion	begrepp
notional	fiktiv
notoriety	ökändhet
notorious	ökänd
notready	inte redo
notwithstanding	oaktat
nought	noll
noun	substantiv
nourish	uppföda
nourishment	näring
nouveau	NO TRANSLATION
novel	roman
novelist	författare
novelty	nyhet
novice	nybörjare
nowadays	Nu för tiden
nowork	inget arbete
noworries	inga problem
noxious	skadlig
nozzle	munstycke
nuance	nyans
nuances	nyanser
nuclear	kärn
nucleus	kärna
nude	naken
nudge	knuff
nudie	nudie
nudist	nudist
nudity	nakenhet
nugget	guldklimp
nuisance	obehag
nuke	atombomb
nul	NO TRANSLATION
null	null
nullify	annullera
numb	stel
number	siffra
numbering	numrering
numbers	tal
numbness	domningar
numbskull	numbskull
numeral	siffra
numerator	täljare
numerical	numerisk
numerically	numeriskt
numerous	talrik
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	nunnekloster
nuptials	vigsel
nurse	sjuksköterska
nursemaid	barnpiga
nursery	barnkammare
nursing	amning
nurture	uppfostran
nut	nöt
nutcase	nutcase
nutcracker	nötknäppare
nuthouse	nuthouse
nutmeg	muskot
nutrition	näring
nutritional	näringsmässiga
nutritious	näringsrik
nutritive	närande
nuts	nötter
nutshell	nötskal
nutty	nötliknande
nylon	nylon-
nylong	NO TRANSLATION
nylons	nyloner
nymph	nymf
nymphomaniac	nymfoman
oaf	drummel
oak	ek
oar	åra
oasis	oas
oat	havre
oath	ed
oatmeal	gröt
obedience	lydnad
obedient	lydig
obediently	lydigt
obelisk	obelisk
obese	fet
obesity	fetma
obey	lyda
obi	obi
obit	obit
obituary	dödsruna
object	objekt
objection	invändning
objectionable	stötande
objective	mål
objectivity	objektivitet
obligation	skyldighet
obligatory	obligatorisk
oblige	tvinga
obliged	skyldig
obliging	tvinga
obligor	gäldenären
oblique	sned
obliterate	utplåna
obliterated	utplånas
obliteration	utplånande
oblivion	glömska
oblivious	omedveten
oblong	avlång
obnoxious	motbjudande
oboe	oboe
obscene	obscen
obscenity	obscenitet
obscure	skymma
obscured	skyms
obscurity	dunkel
observance	efterlevnad
observant	uppmärksam
observation	observation
observatory	observatorium
observe	observera
observer	observatör
observing	observera
obsess	hemsöka
obsessed	besatt
obsessing	besatt
obsession	besatthet
obsessive	obsessiv
obsolescence	åldrande
obsolete	föråldrad
obstacle	hinder
obstetrician	obstetriker
obstetrics	obstetrik
obstinate	envis
obstruct	hindra
obstruction	hinder
obstructive	hindrande
obtain	erhålla
obtainable	erhållas
obtuse	trubbig
obverse	obverse
obvious	uppenbar
ocarina	ocarina
occasion	tillfälle
occasional	tillfällig
occasionally	ibland
occipital	occipital
occlusion	ocklusion
occult	ockult
occupancy	beläggning
occupant	åkande
occupation	ockupation
occupational	yrkes
occupied	ockuperade
occupier	ockupant
occupy	uppta
occupying	ockuperar
occur	inträffa
occurrence	förekomst
ocd	ocd
ocean	hav
oceanic	oceanisk
octagon	oktogon
octave	oktav
octopus	bläckfisk
ocular	okulär
odd	udda
oddball	kuf
oddity	underlighet
odds	odds
ode	ode
odious	motbjudande
odometer	vägmätare
odor	odör
odyssey	odyssey
oedipal	oidipala
oestrogen	östrogen
oeuvre	NO TRANSLATION
offal	inälvor
offence	anfall
offend	förolämpa
offended	stött
offender	lagbrytare
offense	anfall
offensive	offensiv
offer	erbjudande
offered	erbjöd
offering	erbjudande
offhand	nonchalant
office	kontor
officer	officer
offices	kontor
official	officiell
officiate	tjänstgöra
offing	offing
offload	avlasta
offset	offset
offshoot	utlöpare
offshore	offshore
offside	offside
offspring	avkomma
oft	ofta
oftentimes	ofta
ogre	troll
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	Å nej
ohshit	NO TRANSLATION
oil	olja
oils	oljor
oily	oljig
oink	oink
ointment	salva
okra	okra
old	gammal
olden	olden
older	äldre
oldie	oldie
oldies	Gamlingar
olfactory	lukt-
oligarchy	oligarki
olive	oliv
omega	omega
omelet	omelett
omen	omen
omgomgomg	NO TRANSLATION
ominous	olycksbådande
omission	underlåtenhet
omit	utelämna
omitted	utelämnad
omnibus	omnibus
omnipotence	allmakt
omnipotent	allsmäktig
omnipresent	allestädes närvarande
omniscient	allvetande
onboard	ombord
oncologist	onkolog
oncology	onkologi
oncoming	mötande
one	ett
oneday	NO TRANSLATION
onedge	på kanten
onelove	en kärlek
oneness	enhet
onerous	betungande
oneself	sig
ongoing	pågående
onion	lök
onset	början
onslaught	angrepp
onstage	på scen
ontology	ontologi
onus	åligger
onward	framåt
onyx	onyx
oodles	massor
oomph	glans
ooze	sippra
oozing	sipprar
op	op
opacity	opacitet
opal	opal
opaque	ogenomskinlig
ope	open
open	öppen
opener	öppnare
opening	öppning
openly	öppet
openness	öppenhet
opera	opera
operate	fungera
operatic	opera-
operation	drift
operational	operativ
operations	operationer
operative	avgörande
operator	operatör
ophthalmic	oftalmisk
ophthalmologist	ögonläkare
opiate	opiat
opinion	åsikt
opinionated	påstridig
opium	opium
opponent	motståndare
opportune	läglig
opportunism	opportunism
opportunity	möjlighet
oppose	motsätta
opposed	motsatt
opposing	motsatt
opposite	motsatt
opposites	motsatser
opposition	opposition
oppress	förtrycka
oppressed	betryckt
oppression	förtryck
oppressive	förtryckande
oppressor	förtryckare
ops	ops
opt	välja
optic	optisk
optical	optisk
optics	optik
optimism	optimism
optimist	optimist
optimistic	optimistisk
optimum	optimalt
option	alternativ
optional	frivillig
optionally	valfritt
options	alternativ
optometrist	optiker
opulence	överflöd
opulent	rik
opus	opus
oracle	orakel
oral	oral
orange	orange
orange juice	apelsinjuice
orangutan	orangutang
oration	oration
orator	orator
oratory	oratorium
orb	klot
orbit	bana
orbital	orbital
orbiting	kretsande
orbs	klot
orc	orc
orchard	fruktträdgård
orchestra	orkester
orchid	orkide
ordained	ordinerade
ordeal	prövning
order	beställa
orderly	ordnad
ordinance	förordning
ordinary	vanlig
ordination	prästvigning
ordnance	krigsmateriel
ore	malm
oregano	oregano
organ	organ
organic	organisk
organism	organism
organist	organist
organization	organisation
organize	organisera
organized	organiserad
organizer	arrangör
orgasm	orgasm
orgies	orgier
orgy	orgie
orient	orientera
oriental	orientalisk
orientation	orientering
orifice	öppning
origami	origami
origin	ursprung
original	original-
originality	originalitet
originate	härröra
origination	ursprungs
originator	upphovsman
ornament	prydnad
ornamental	dekorativ
ornamentation	ornament
ornamented	utsirad
ornate	utsmyckad
ornery	ornery
orphan	föräldralös
orphanage	barnhem
orphaned	föräldralösa
orthodontist	ortodontist
orthodox	ortodox
orthodoxy	ortodoxi
orthogonal	ortogonal
orthopedic	ortopedisk
oscillate	oscillera
oscillating	oscillerande
oscillation	svängning
oscillatory	oscillerande
ostensible	skenbar
ostensibly	skenbart
ostentatious	skrytsam
ostracized	ostracized
ostrich	struts
other	andra
otter	utter
otto	otto
ottoman	ottoman
ought	borde
ounce	uns
oust	kasta ut
outage	strömavbrott
outback	vildmark
outbid	bjuda över
outboard	utombordare
outbreak	utbrott
outburst	utbrott
outcast	utstött
outcome	resultat
outcry	skrik
outdated	föråldrad
outdo	bräcka
outdoor	utomhus-
outdoors	utomhus
outer	yttre
outfit	utrusta
outgoing	utgående
outgrow	växa ur
outgrowth	utväxt
outhouse	uthus
outing	utflykt
outlandish	bisarr
outlast	överleva
outlaw	fredlös
outlet	utlopp
outline	översikt
outlines	konturer
outlive	överleva
outlook	syn
outlying	outlying
outnumber	outnumber
outpatient	öppenvården
outpost	utpost
outpouring	utflöde
output	produktion
outrage	upprördhet
outraged	upprörda
outrageous	skandalös
outrank	outrank
outreach	uppsökande
outright	direkt
outrun	springa om
outset	början
outsider	utomstående
outskirts	utkant
outsmart	överlista
outspoken	frispråkig
outstanding	utestående
outstretched	utsträckt
outward	utåt
outwards	utåt
outweigh	uppväga
outwit	överlista
oval	oval
ovary	äggstock
ovate	ovala
ovation	ovation
oven	ugn
overactive	överaktiv
overall	övergripande
overalls	overall
overbearing	högdragen
overburden	överbelasta
overcast	mulen
overcharged	laddas
overcoat	överrock
overcome	betagen
overcoming	övervinna
overcrowded	överfulla
overdo	driv~~POS=HEADCOMP
overdose	överdos
overdrive	overdrive
overdue	försenad
overestimate	överskattning
overestimated	överskattade
overflow	svämma över
overflowing	översvämmande
overgrown	bevuxen
overgrowth	överväxt
overhanging	utskjutande
overhaul	översyn
overhead	över huvudet
overhear	få höra
overheated	överhettad
overjoyed	lycklig
overkill	overkill
overlaid	överlagrat
overlap	överlappning
overlapping	överlappande
overlay	täcka över
overload	överbelastning
overlook	förbise
overlord	overlord
overlying	överliggande
overpaid	överbetalda
overpass	viadukt
overplayed	overplayed
overpower	manna
overpowering	dominera över
overpriced	för dyrt
overprotective	överbeskyddande
overrated	överskattade
overreact	reagera
override	åsidosätta
overriding	tvingande
overrule	upphäva
overrun	överskridande
oversee	övervaka
overseer	tillsyningsman
overshadow	överskugga
oversight	tillsyn
oversized	överdimensionerad
overslept	försovit
overstate	överdriva
overstock	overstock
overt	Öppen
overtake	köra om
overtaken	overtaken
overthemoon	NO TRANSLATION
overthinker	overthinker
overthinking	overthinking
overthrow	störta
overtime	över tid
overtired	uttröttade
overture	uvertyr
overturn	stjälpa
overview	Översikt
overweight	övervikt
overwhelm	överösa
overwhelmed	överväldigad
overwhelming	överväldigande
overworked	överarbetad
overwrought	overwrought
overzealous	nitiska
owe	skyldig
owing	SOM SKALL BETALAS
owl	Uggla
owner	ägare
ownership	äganderätt
ox	oxe
oxidation	oxidation
oxide	oxid
oxygen	syre
oxymoron	oxymoron
oyster	ostron
ozone	ozon
pace	takt
pacemaker	pacemaker
pacific	stilla
pacified	pacifice
pacifier	napp
pacifist	pacifist
pacify	lugna
pacing	pacing
pack	packa
package	paket
packaging	förpackning
packer	packare
packet	paket
pact	pakt
pad	vaddera
padded	vadderad
padding	stoppning
paddle	paddla
paddle boat	trampbåt
paddock	hage
paddy	irländare
padlock	hänglås
padre	NO TRANSLATION
paean	lovsång
pagan	hednisk
paganism	hedendom
page	sida
pageant	festtåg
pager	personsökare
pagination	paginering
paging	personsökning
pagoda	pagod
pail	hink
pain	smärta
pained	plågad
painful	smärtsam
painfully	plågsamt
painkiller	smärtstillande
painless	smärtfri
pains	möda
painstaking	noggrann
paint	måla
paintball	paintball
paintbrush	paintbrush
painted	målad
painter	målare
painting	målning
pair	par
paisley	paisley
pajama	pyjamas
pajamas	pyjamas
pal	kompis
palace	palats
palatable	välsmakande
palate	gom
pale	blek
paleontology	paleontologi
palette	palett
pall	bårtäcke
palladium	palladium
pallet	lastpall
palliative	palliativ
palm	handflatan
palmer	palmer
palomino	palomino
palpable	påtaglig
palpitations	hjärtklappning
palsy	förlamning
paltry	ynklig
pamper	klema bort
pamphlet	broschyr
pan	panorera
panacea	universalmedel
panache	elegans
pancake	pannkaka
pancakes	pannkakor
pancreas	bukspottkörteln
panda	panda
pandemic	pandemi
pandemonium	pandemonium
pane	Ruta
panel	panel
pang	NO TRANSLATION
panhandle	stekpannehandtag
panic	panik
panicattack	NO TRANSLATION
panicked	panik
panicking	panik
panicky	panicky
panier	NO TRANSLATION
panorama	panorama
panoramic	panorama-
pansy	fikus
pant	flämta
pantheon	panteon
panther	panter
panties	trosor
pantomime	pantomim
pantry	skafferi
pants	byxor
panty	trosa
pantyhose	strumpbyxor
pap	pap
papa	pappa
papacy	påvedömet
papal	NO TRANSLATION
papaya	papaya
paper	papper
paperback	pocketbok
paperboy	paperboy
paperweight	Papperspress
paperwork	pappersarbete
paprika	paprika
papyrus	papyrus
par	NO TRANSLATION
parable	liknelse
parabola	parabel
parabolic	parabolisk
parachute	fallskärm
parade	parad
paradigm	paradigm
paradise	paradis
paradox	paradox
paradoxical	paradoxal
paraffin	paraffin
paragon	förebild
paragraph	paragraf
parakeet	parakit
paralegal	paralegal
parallax	parallax
parallel	parallell
parallelism	parallellism
paralysis	förlamning
paralyze	förlama
paralyzed	lam
