Word	az
impatience	səbirsizlik
impatient	səbirsiz
impatiently	NO TRANSLATION
impeach	impeach
impeachment	impiçment
impeccable	qüsursuz
impede	maneə törətmək
impediment	maneə
impelled	möhkəmləndi
impending	gedir
impenetrable	impenetrable
imperative	vacibdir
imperceptible	görünməz
imperfect	imperfect
imperfection	imperfeksiya
imperfectly	qeyri-kafi
imperial	İmperatorluq
imperialist	NO TRANSLATION
impermeable	keçirməyən
impermissible	imkansızdır
impersonal	şəxsiyyətsiz
impersonate	bürünmək
impersonation	naməlum şəxsiyyət
impersonator	impersonator
impertinence	İmperatorluq
impertinent	imperinent
impervious	impervious
impetuous	sürətlə
impetus	sürətləndirmək
implacable	dözülməz
implant	implant
implantation	implantasiya
implanted	implantasiya olunmuşdur
implement	həyata keçirmək
implicate	ziddiyyət təşkil edir
implicated	implicated
implication	implication
implied	nəzərdə tutulmuşdu
implore	yalvarmaq
implosion	implosion
imply	deməkdir
impolite	impolit
import	idxal
importance	əhəmiyyəti
important	vacibdir
importation	idxal
impose	tətbiq
imposing	qoymaq
imposition	tətbiq etmə
impossibility	imkansızlıq
impossible	mümkün deyil
impostor	ittihamçı
impotence	iktidarsızlıq
impotent	İmpotent
impound	impound
impoverished	yoxsul
impracticable	mümkün deyil
impractical	praktik deyil
impregnable	etibarsızdır
impregnate	əmələ gətirir
impress	təəssürat
impressed	təsirləndi
impression	təəssürat
impressionable	təəssüf doğurur
impressive	təsirli
imprint	imprint
imprison	həbsxana
imprisoned	həbs olundu
imprisonment	həbs cəzası
improbable	imkansızdır
impromptu	bədaxili
improper	düzgün deyil
impropriety	imparatorluq
improve	yaxşılaşdırın
improved	təkmilləşdirilmiş
improvement	təkmilləşdirilməsi
improves	yaxşılaşdırır
improving	təkmilləşdirilməsi
improvisation	improvizasiya
improvise	Improvise
improvised	doğaçlama
imprudent	ehtiyatsız
impudence	dözümsüzlük
impudent	dözülməz
impulse	impuls
impulsive	impulsiv
impunity	cəzasızlıq
impure	təmizlənmişdir
impurity	impurity
imputation	imputation
imtryingtosleep	NO TRANSLATION
inability	acizlik
inaccessible	əlçatmaz
inaccurate	səhvdir
inaction	hərəkətsizlik
inactivate	inaktivləşdirmək
inactivation	inaktivasiya
inactive	effektiv deyil
inactivity	hərəkətsizlik
inadequacy	yetərincə
inadequate	qeyri-kafi
inadequateness	qeyri-adekvatlıq
inadmissible	yolverilməzdir
inadvertent	yanlış
inadvertently	səhvən
inaffable	NO TRANSLATION
inalienable	ayrılmazdır
inane	inanan
inanimate	cansız
inapplicable	tətbiq edilə bilməz
inappropriate	uyğunsuzdur
inattention	diqqətsizlik
inaudible	xəbərsiz
inaugural	açılış
inaugurate	açılışı
inauguration	açılış mərasimi
inborn	inborn
inbound	girdi
inbred	inbred
incalculable	inkılatsız
incandescent	közərmə
incantation	incantasiya
incapable	qaçılmaz
incapacity	qüsur
incarceration	həbs
incarnate	incarnate
incase	incase
incendiary	qəzəbləndirici
incense	buxur
incensed	incidir
incentive	təşviqat
inception	ilkin
incessant	davamlı
incessantly	davamlı olaraq
incest	incest
incestuous	incestuous
inch	inch
incidence	həssaslıq
incident	Hadisə
incidental	təsadüfən
incidentally	təsadüfən
incineration	yanma
incinerator	yanacaqçı
incipient	başlanğıc
incision	kəsik
incisive	inciziv
incite	həvəsləndirmək
incitement	həsəd
inclement	incəlik
inclination	meyl
incline	meyl
inclined	meylli
include	daxildir
included	daxildir
including	o cümlədən
inclusion	Daxil olma
inclusive	daxildir
incognito	gizli
incoherent	uyğunsuzluq
income	gəlir
incoming	gələnlər
incomparable	eşsizdir
incompatible	uyğunsuzdur
incompetence	bacarıqsızlıq
incompetent	bacarıqsız
incomplete	natamam
incompletely	tamamlanmamışdır
incompleteness	çatışmazlıq
incomprehensible	anlaşılmaz
inconceivable	qeyri-mümkündür
inconclusive	qeyri-mümkün
incongruous	uyğunsuzluq
inconsequential	əhəmiyyətsizdir
inconsiderate	nəzakətsizdir
inconsistency	uyğunsuzluq
inconsistent	ziddiyyətli
inconspicuous	diqqətsiz
incontinence	hormonuzluq
inconvenience	narahatlıq
inconvenient	əlverişsiz
incorporate	daxildir
incorporation	birləşmə
incorrect	səhv
incorrigible	yanmaz
increase	artırmaq
increased	artdı
incredible	inanılmaz
incredulous	inanılmaz
increment	artım
incriminate	ittiham etmək
incriminating	incidir
incrimination	ittiham
incubation	inkubasiya
incubator	inkubator
incubus	incubus
incumbent	vəzifəli
incur	uğramaq
incurable	müalicə edilə bilməz
incursion	müdaxilə
indebted	borclu
indecency	küfr
indecent	hörmətsiz
indecision	qərarsızlıq
indecisive	qərarsızdır
indefensible	etibarsızdır
indefinite	qeyri-müəyyən
indelible	silinməz
indemnification	tazminat
indemnify	tazminat
indemnity	tazminat
indent	girinti
indentation	girinti
indenture	indenture
independence	müstəqillik
independent	müstəqil
indescribable	təsvir edilə bilməz
indestructible	pozulmaz
indeterminate	qeyri-müəyyəndir
index	indeks
indicate	göstərir
indicating	qeyd edir
indication	göstəricisi
indicative	göstərici
indicator	göstərici
indice	NO TRANSLATION
indict	iddia
indictment	iddianamə
indie	indie
indifference	laqeydlik
indifferent	laqeyd
indigenous	yerli
indigent	zəif
indigestion	həzm
indignant	qəzəbləndi
indignation	qəzəb
indignity	həsəd
indigo	indigo
indirect	dolayı
indiscreet	indiscreet
indiscretion	qərarsızlıq
indispensable	vazgeçilmez
indisposed	imtina etmədi
indistinct	qeyri-müəyyən
indistinguishable	fərqsizdir
individual	fərdi
individuality	bireysellik
indivisible	bölünməz
indoctrination	indoctrination
indolent	cəsarətli
indomitable	indomitable
indoor	qapalı
induce	induk
induced	induksiya etdi
inducement	təşviq
induction	induksiya
indulge	əylənin
indulgence	xeyirxahlıq
indulgent	təmənnasız
industrial	sənaye
industrialist	sənayeçi
industrious	çalışqan
industry	sənaye
ineffable	ineffable
ineffective	təsirsizdir
ineffectual	təsirsiz
inefficiency	effektivlik
inefficient	səmərəsizdir
inelastic	inelastik
ineligible	qeyri-qanuni
inept	inept
ineptitude	səbrsizlik
inequality	bərabərsizlik
inequitable	ədalətsizdir
inert	inert
inertia	atalet
inevitable	qaçılmazdır
inexact	etibarsızdır
inexcusable	təhqirsizdir
inexhaustible	tükənməz
inexpensive	ucuz
inexperience	təcrübəsizlik
inexperienced	təcrübəsiz
inexplicable	aydın deyil
inexpressible	tərifsiz
infallibility	qüsursuzluq
infallible	qüsursuz
infamous	məşhur olmayan
infamy	aldatma
infancy	körpəlik
infant	körpə
infanticide	infanticide
infantile	uşaqlıq
infantry	piyada
infarct	infarct
infatuated	infatuated
infatuation	infatuation
infeasible	mümkün deyil
infect	yoluxma
infection	infeksiya
infectious	yoluxucu
infer	infer
inference	çıxışı
inferential	inferential
inferior	aşağı
inferiority	yoxsulluq
infernal	infernal
inferno	inferno
infertile	infertil
infertility	sonsuzluq
infestation	infestasiya
infidel	küfür
infidelity	itaətsizlik
infield	məlumat
infiltrate	sızma
infiltration	infiltrasiya
infinite	sonsuzdur
infinitely	sonsuzdur
infinitesimal	infinitesimal
infinity	sonsuzluq
infirm	sağalmaz
infirmary	müalicə
infirmity	xəstəlik
inflammation	iltihab
inflammatory	iltihablı
inflatable	şişmə
inflate	şişirmək
inflated	şişirdilmişdir
inflation	inflyasiya
inflection	bükülmə
inflict	inflict
infliction	infliction
inflorescence	inflorescence
influence	təsir
influential	təsirli
influenza	qrip
influx	axın
info	info
infomercial	infomercial
inform	məlumat verin
informal	qeyri-rəsmi
informant	informant
information	məlumatlar
informative	informativ
informed	məlumat
informer	informer
infraction	pozulması
infrared	infraqırmızı
infrastructure	infrastruktur
infrequent	nadir hallarda
infrequently	nadir hallarda
infringement	pozulması
infuriate	qəzəbləndi
infuriated	qəzəbləndi
infuriates	qəzəbləndi
infuriating	qəzəbləndi
infuse	əyləndirin
infused	inflyasiya
infuser	infuser
infusion	infuziya
ingenious	möhtəşəm
ingenuity	ixtiraçılıq
ingest	ingest
ingestion	yemək
ingot	ingot
ingrained	süzülmüşdür
ingrate	kədərlənmək
ingredient	tərkib hissəsi
ingress	giriş
inhabit	yaşayır
inhabitant	sakin
inhabited	yaşadıq
inhabiting	yaşayan
inhalation	inhalyasiya
inhale	nefes alın
inhaler	inhaler
inherent	özünəməxsus
inherit	devralır
inheritance	miras
inhibit	inhibe et
inhibition	inhibe etmə
inhibitor	inhibitor
inhospitable	çirkin
inhuman	qeyri-insani
inhumane	qeyri-insani
inhumanity	qeyri-insani
inimaginable	NO TRANSLATION
inimical	inimik
inimitable	təkrarlanmaz
iniquity	ədalətsizlik
initial	ilkin
initiate	başla
initiated	başlamışdır
initiation	başlanğıc
initiative	təşəbbüs
inject	injection
injection	injection
injunction	əmri
injure	yaralanma
injured	yaralanıb
injuring	yaralanıb
injurious	zərərli
injury	yaralanma
injustice	ədalətsizlik
ink	ink
inkling	inkling
inland	daxili
inlay	inlay
inlet	giriş
inmate	məhbus
inn	Mehmanxana
innards	innards
innate	doğuşdan
inner	daxili
innermost	içərisində
innerpeace	NO TRANSLATION
inning	inning
innings	atışlar
innkeeper	hancı
innocence	günahsızlıq
innocent	günahsız
innocently	günahsız
innocuous	zərərsiz
innovate	Yeniliklər
innovation	yenilik
innovative	yenilikçi
innuendo	innuendo
innumerable	sayılmaz
inoculation	aşılama
inoperable	inoperable
inoperative	işə yaramadı
inordinate	qeyri-adi
inorganic	qeyri-üzvi
input	giriş
inquest	istintaq
inquire	soruşun
inquirer	sorğu edən
inquiring	soruşurlar
inquiry	sorğu
inquisitive	məcburi
inquisitor	araşdırmaçı
insane	deli
insanity	dəlilik
insatiable	doymaz
inscription	yazı
inscrutable	anlaşılmaz
insect	həşərat
insecticide	insektisid
insecure	etibarsızdır
insecurity	güvensizlik
insemination	tohumlama
insensitive	laqeyd
inseparable	ayrılmaz
insert	daxil edin
inserted	daxil edildi
insertion	yerləşdirmə
inside	içəri
insider	İçərişəhər
insidious	hiyləgər
insight	fikir
insightful	anlayışlı
insignia	nişan
insignificance	əhəmiyyətsizdir
insignificant	əhəmiyyətsizdir
insinuate	qəsd etmək
insipid	insipid
insist	israrla
insistence	israr
insistent	israrla
insists	israr edir
insolence	haqsızlıq
insolent	itaətsiz
insoluble	həll edilməz
insolvency	itaətsizlik
insolvent	ödənişsiz
insomnia	yuxusuzluq
insomniac	insomniac
inspect	yoxlayın
inspection	müayinə
inspector	müfəttiş
inspiration	ilham
inspirational	ruhlandırıcıdır
inspire	ilham verin
inspired	ilhamlandı
instability	qeyri-sabitlik
install	yüklemek
installation	quraşdırma
installment	taksit
instance	Məsələn
instant	ani
instantaneous	ani
instantaneously	dərhal
instigate	təhrik etmək
instigation	təşviqat
instill	aşılamaq
instinct	instinkt
instinctive	instinktiv
institute	institut
institution	təşkilat
instruct	təlimatlandırmaq
instructed	təlimat verdi
instruction	təlimat
instructional	təlimat
instructions	təlimatlar
instructive	təlimatçı
instructor	təlimatçı
instrument	alət
instrumental	instrumental
instrumentalist	instrumentalist
instrumentality	instrumental
insubordination	itaətsizlik
insufferable	etibarsızdır
insufficiency	çatışmazlıq
insufficient	kifayət deyil
insufficiently	kifayət qədər
insular	insular
insulate	izolyasiya etmək
insulated	izolyasiya olunmuşdur
insulation	izolyasiya
insulin	insulin
insult	təhqir
insulting	təhqir edir
insurance	sığorta
insure	sığortalamaq
insurgent	üsyançı
insurmountable	əsassızdır
insurrection	qiyamət
intact	pozulmamışdır
intake	suqəbuledici
intangible	qeyri-maddi
integer	tam
integral	integral
integrate	inteqrasiya olun
integration	inteqrasiya
integrity	bütövlüyü
intellect	ağıl
intellectual	intellektual
intelligence	kəşfiyyat
intelligent	ağıllı
intelligibility	anlaşılmazlıq
intelligible	anlaşılır
intend	niyyət
intended	nəzərdə tutulur
intending	niyyətlə
intense	sıx
intensely	son dərəcə
intensify	intensivləşdirmək
intensity	intensivlik
intensive	intensiv
intent	niyyət
intention	niyyət
intentional	qəsdən
intentionally	qəsdən
inter	inter
interact	qarşılıqlı əlaqə
interaction	qarşılıqlı əlaqə
interactive	interaktiv
intercede	şəfaət
intercept	kəsişmək
interception	tutma
intercession	şəfaət
interchange	mübadilə
interchangeable	dəyişdirilə bilən
interchanged	müdaxilə etdi
intercom	interkom
intercourse	əlaqələr
interdependence	qarşılıqlı əlaqə
interdependent	qarşılıqlı
interdiction	qadağan
interest	maraq
interested	maraqlandı
interesting	maraqlıdır
interface	interfeys
interfere	müdaxilə
interference	müdaxilə
interferometer	interferometr
intergalactic	intergalaktik
interim	aralıq
interior	daxili
interject	interject
interlocutory	müəllif
interlude	interlude
intermediary	vasitəçi
intermediate	Aralıq
interment	interment
interminable	kəsilməz
intermission	kəsilmə
intermittent	aralıq
intern	stajyer
internal	daxili
internally	Daxili olaraq
international	beynəlxalq
internet	İnternet
internship	təcrübə
interoffice	interoffice
interpolate	interpolasiya etmək
interpolation	interpolasiya
interpret	şərh
interpretation	təfsir
interpreter	tərcüməçi
interpretive	şərhçi
interrelated	əlaqəli
interrogate	sorgulama
interrogation	sorgu
interrupt	kəsilmə
interrupted	kəsildi
interrupting	müdaxilə
interruption	fasilə
interrupts	kəsilməkdədir
intersect	kəsmək
intersection	kəsişmə
interstate	dövlətlərarası
interstellar	interstellar
interstitial	interstitial
interval	interval
intervene	müdaxilə
intervening	müdaxilə edir
intervention	müdaxilə
interview	müsahibə
interviewer	müsahibəçi
interworking	qarşılıqlı işləmə
intestate	intestat
intestinal	bağırsaq
intestine	bağırsaq
intestines	bağırsaq
intimacy	yaxınlıq
intimate	Intim
intimately	intimately
intimation	intimasiya
intimidate	qorxutmaq
intimidated	qorxutdular
intimidating	qorxutmaq
intimidation	qorxu
intolerable	dözülməz
intolerance	dözümsüzlük
intolerant	dözümsüzdür
intonation	intonasiya
intoxicated	sarhoşdur
intoxicating	sərxoşluq
intoxication	intoksikasiya
intracranial	intrakraniyal
intractable	çətin
intramural	intramural
intravenous	intravenöz
intrepid	cəsarətli
intricate	mürəkkəb
intrigue	intriqalar
intriguing	maraqlıdır
intrinsic	intrinsic
intrinsically	özbaşına
intro	intro
introduce	təqdim et
introduction	Giriş
introductory	giriş
introspection	introspeksiya
introspective	introspektiv
intrude	intrude
intruder	intruder
intrusion	müdaxilə
intrusive	müdaxilə
intubation	intubasiya
intuition	intuisiya
intuitive	intuitiv
intuitively	intuitiv olaraq
inundation	su basması
invade	işğal
invader	işğalçı
invalid	etibarsızdır
invalidate	etibarsızdır
invalidation	etibarsızdır
invalidity	etibarsızlıq
invaluable	qiymətli
invariably	mütləq
invasion	işğal
invasive	invaziv
invent	ixtira et
invention	ixtira
inventive	ixtiraçılıq
inventor	ixtiraçı
inventory	inventar
inverse	ters
inversely	tərsinə
inversion	inversiya
invert	Invert
inverted	ters çevrildi
invest	investisiya
investigate	araşdırmaq
investigation	istintaq
investigative	istintaq
investigator	müstəntiq
investment	investisiya
investor	investor
invidious	həvəsli
invigorate	canlandırmaq
invincible	yenilməz
invisibility	görünməzlik
invisible	görünməz
invitation	dəvətnamə
invite	dəvət et
inviting	dəvət edirik
invocation	dəvət
invoice	faktura
invoke	çağırın
involuntary	məcburi
involution	involution
involve	əhatə etmək
involvement	cəlb
invulnerable	invulnerable
inwards	içəri girdi
iodine	yod
ion	ion
iota	iota
irate	iradə
ire	NO TRANSLATION
iridescent	iridescent
iris	iris
irked	irked
irks	irks
iron	dəmir
ironclad	ironclad
ironic	ironik
irons	irons
irony	istehza
irradiation	radiasiya
irrational	irrasional
irrationality	irrationality
irreconcilable	uzlaşmaz
irreducible	sərbəst deyil
irrefutable	təkzibedilməz
irregular	qeyri-qanuni
irregularity	usulsüzlük
irregularly	düzensiz olaraq
irrelevant	əlaqəsiz
irreparable	düzəldilməz
irreplaceable	əvəzsizdir
irrepressible	irrepressible
irresistible	qarşısıalınmaz
irrespective	asılı olmayaraq
irresponsible	məsuliyyətsizdir
irreverent	irreverent
irreversible	geri dönməz
irrevocable	geri alınmaz
irrigate	suvarmaq
irrigation	suvarma
irritability	qıcıqlanma
irritable	irritable
irritate	qıcıqlandırmaq
irritated	qəzəbləndi
irritates	qıcıqlandırır
irritating	acışdırıcı
irritation	qıcıqlanma
island	ada
isle	isle
islet	adaçayı
isolate	təcrid et
isolated	təcrid olunmuşdur
isolation	izolyasiya
isomorphism	izomorfizm
isothermal	izotermik
isotope	izotop
issue	problem
itch	qaşınma
itching	qaşınma
itchy	qaşınma
item	maddə
itemize	maddədir
items	maddələr
iterate	yineleyin
iteration	iteration
iterative	iterativ
itinerant	səyahətçi
itinerary	marşrut
ivory	fil sümüyü
jab	jab
jabber	jabber
jack	jack
jackal	çaqqal
jackass	jackass
jacket	ceket
jackhammer	jackhammer
jackpot	jackpot
jackrabbit	jackrabbit
jacks	jaketlər
jade	jade
jaded	yorgun
jag	NO TRANSLATION
jagged	cırılmış
jaguar	jaguar
jail	həbsxana
jailbird	jailbird
jailbreak	jailbreak
jailer	həbsxana
jailhouse	həbsxana
jalopy	jalopy
jam	sıkışma
jamboree	jamboree
jammed	sıxışdı
jammer	jammer
janitor	qapıçı
janitorial	janitorial
japan	Yaponiya
jar	banka
jargon	jargon
jarhead	jarhead
jarring	sanki
jasmine	jasmin
jasper	jasper
jaundice	sarılıq
jaunt	yola salmaq
java	java
javelin	javelin
jaw	çənə
jawbone	çənə sümüyü
jaws	çənələr
jay	jay
jazz	caz
jazzy	jazzy
jealous	qısqanc
jealousy	qısqanclıq
jean	jean
jeans	jeans
jeep	cip
jeering	cazibədar
jelly	jelly
jellybean	jellybean
jellyfish	meduza
jenny	jenny
jeopardize	təhlükə yaradır
jeopardy	təhlükə
jerk	sanki
jerks	kərtənkələlər
jerky	sarsıntılı
jersey	forma
jest	NO TRANSLATION
jester	xeyir
jesus	İsa
jet	jet
jetty	jetty
jewel	ləl-cəvahirat
jeweler	zərgərlik
jewelry	zərgərlik
jib	cib
jiff	NO TRANSLATION
jiffy	qəribə
jig	jig
jiggle	çırpmaq
jigsaw	Yapboz
jihad	cihad
jimmy	Jimmy
jingle	jingle
jinx	jinx
jitters	cazibə
jittery	təəccüblü
jive	jive
job	iş
jobinterview	NO TRANSLATION
jock	jock
jockey	jokey
jockstrap	jockstrap
jog	jog
jogger	jogger
john	john
join	qoşulun
joined	qatıldı
joining	qoşulmaq
joint	birgə
jointly	birgə olaraq
joke	şaka
joker	joker
joking	şakalaşmaq
jolly	cəsarətlə
jolt	zəlzələ
jornada	NO TRANSLATION
jot	jot
jour	NO TRANSLATION
journal	jurnal
journalism	jurnalistika
journalist	jurnalist
journalistic	jurnalistik
journey	səyahət
journeyman	səyahətçi
joust	joust
jovial	mənəvi
joy	sevinc
joyful	şən
joyous	sevincli
joyride	sevinc
joys	sevinclər
jubilant	cənazəçi
jubilee	yubiley
judge	hakim
judged	mühakimə olundu
judging	mühakimə
judgment	hökm
judgmental	hökmlü
judicial	məhkəmə
judiciary	mühakimə
judicious	düşüncəli
judo	cüdo
jug	süd
juggle	hoqqabazlıq
juggler	juggler
juggling	hoqqabazlıq
jugular	qaranlıq
juice	şirəsi
juicer	şirəçəkən
juicy	şirəli
juju	NO TRANSLATION
juke	juke
jukebox	jukebox
jumble	itələmək
jumbled	cırılmışdı
jumbo	jumbo
jump	tullanmaq
jump rope	ip atla
jumper	jumper
jumpsuit	jumpsuit
jumpy	sıxışan
junction	birləşmə
juncture	keçid
jungle	Jungle
junior	kiçik
juniper	ardıc
junk	önemsiz
junket	junket
junkie	Junkie
junky	cunky
junkyard	cinsiyyətçi
junta	cunta
juridical	hüquqi
jurisdiction	yurisdiksiya
jurisprudence	hüquqşünaslıq
jurist	hüquqşünas
juror	hakim
jury	münsiflər heyəti
justice	ədalət
justifiable	haqlıdır
justification	əsaslandırılması
justify	haqq qazandırmaq
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	jute
juvenile	cavan
juxtaposition	yanaşma
kaiser	kaiser
kale	qala
kaleidoscope	kaleidoskop
kamikaze	kamikaze
kangaroo	kanguru
kanji	Kanci
kappa	kappa
kaput	NO TRANSLATION
karaoke	karaoke
karate	karate
karma	karma
karmic	karmic
kayak	kayak
kazoo	kazoo
kebab	kebab
keel	keel
keen	iti
keep	saxlamaq
keeper	qapıçı
keeping	saxlama
keepsake	saxlama
keg	keg
kelp	kelp
ken	ken
kennel	kennel
kerchief	kirəmit
kern	kern
kernel	kernel
kerosene	kerosin
ketchup	ketçup
kettle	çaydan
key	açar
keyboard	klaviatura
keyed	açıldı
keyhole	keyhole
keynote	keynote
keypad	klaviatura
keystone	keystone
keyword	söz
khaki	xaki
khan	xan
kibble	kibble
kick	kick
kickboxing	kikboksinq
kicker	kicker
kicking	çarparaq
kickoff	kickoff
kid	uşaq
kidder	çöldən
kidding	şaka
kiddo	kiddo
kiddos	kiddos
kidnap	qaçırmaq
kidnapped	qaçırdılar
kidnapper	qaçırmaçı
kidnapping	qaçırma
kidney	böyrək
kids	uşaqlar
kill	öldürmək
killer	qatil
killing	öldürmə
killjoy	öldürmək
kiln	soba
kilo	NO TRANSLATION
kilogram	kiloqram
kilometer	kilometrə
kilt	kilt
kimono	kimono
kin	kin
kind	cür
kindergarten	uşaq bağçası
kindling	yanma
kindness	yaxşılıq
kindred	qohum
kinematics	kinematik
kinesiology	kinesiologiya
kinetic	kinetik
king	kral
king snake	kral ilan
kingdom	səltənət
kingpin	kral pin
kink	kink
kinky	kinky
kinship	qohumluq
kiosk	köşk
kirk	kirk
kiss	öpmək
kisser	kisser
kissy	kissy
kit	kit
kitchen	mətbəx
kite	uçurtma
kitten	kitten
kiwi	kivi
klutz	klutz
knack	bacardı
knapsack	çantası
knead	yoğurmaq
knee	diz
kneecap	kneecap
kneel	diz çökək
kneeling	diz çökək
knell	knell
knick	knick
knickers	pantolonları
knife	bıçaq
knight	cəngavər
knighthood	şövalyelik
knit	örgü
knob	düymə
knock	döymək
knockoff	knockoff
knockout	nakavt
knoll	knoll
knot	düyün
knots	düyünlər
knotted	düyünlü
know	Bilirsiniz
knowing	bilmək
knowingly	biliklə
knowledge	bilik
knowledgeable	bilikli
knuckle	knuckle
knucklehead	knucklehead
knuckles	knuckles
koala	koala
kook	NO TRANSLATION
kooky	kooky
kool-aid	kool-yardım
kos	kos
kosher	kosher
kraut	NO TRANSLATION
kris	kris
kryptonite	kryptonite
kudos	kudos
kumquat	kumquat
lab	laboratoriya
label	etiket
labor	əmək
laboratory	laboratoriya
labored	işləmişdir
laborer	işçi
laboring	işçi
laborious	Əziz
labyrinth	labirent
lac	lac
lace	krujeva
laceration	laceration
lack	olmaması
lackey	ləkəsiz
lacking	olmaması
lackluster	yoxsulluq
lacquer	lak
lacrosse	lacrosse
lactose	laktoza
lad	qadın
ladder	nərdivan
laddie	laddie
laden	yüklənmiş
lading	yükləmə
ladle	pələng
lady	xanım
lady bug	NO TRANSLATION
ladybug	ladybug
ladylike	xanım
ladyship	lanlıq
lag	gecikmə
lager	NO TRANSLATION
lagging	gecikmə
lagoon	lagün
lair	lair
laity	laity
lake	göl
lama	NO TRANSLATION
lamb	quzu
lame	topal
lament	ağlamaq
lamenting	ağlama
lamina	lamina
laminated	laminasiya olunmuşdur
lamp	lampa
lamppost	lampa
lance	lenti
lancer	lanser
land	torpaq
landed	düşdü
landfall	çöküntü
landfill	poliqon
landing	açılış
landlady	ev sahibliyi
landlocked	dənizə çıxışı
landlord	mülkədar
landmark	landmark
lands	torpaqları
landscape	mənzərə
landscaping	ətraf tənzimləməsi
landslide	heyelan
lane	zolaqlı
language	dil
languid	lüks
languish	qaçırmaq
languishing	laqeydlik
lanky	lanky
lantern	fənər
lap	dövrə
lapdog	lapdog
lapel	lapel
lapse	fasilə
lapsed	lapsed
laptop	laptop
larceny	qaranlıqlıq
lard	lard
larder	çəmənlik
large	böyük
larger	daha böyük
largo	NO TRANSLATION
lark	ləkə
larva	larva
laryngitis	larinqit
larynx	larynx
lasagna	lasagna
laser	lazer
lash	kirpik
lass	lass
lasso	lasso
lastday	NO TRANSLATION
lasting	Uzunmüddətli
lastminute	sonuncu
latch	qapma
late	gec
lateness	gecikdirmə
latent	gizli
lateral	yanal
laterally	lateral olaraq
latex	lateks
lathe	torna
lather	köpük
latitude	enlem
latrine	həzrət
latrines	timsahlar
latte	latte
lattice	kafes
laud	laud
laudable	təqdirəlayiqdir
laudation	laudasiya
laudatory	hörmətli
laugh	gülmək
laughable	gülməli
laughing	gülür
laughingstock	NO TRANSLATION
laughs	gülür
laughter	qəhqəhə
launch	başlamaq
launcher	başlatmaçı
launches	başlamışdır
launder	yuyulması
laundering	yuyulması
laundry	camaşırxana
laureate	laureat
laurel	laurel
laurels	laurels
lava	lava
lavage	lavaj
lavatory	Tualet
lavender	lavanta
lavish	lüks
law	hüquq
lawful	qanuni
lawless	qanunsuz
lawlessness	qanunsuzluq
lawman	hüquqşünas
lawn	qazon
lawnmower	otbiçən
lawsuit	iddia
lawyer	hüquqşünas
lax	lax
laxative	laxative
lay	yatmaq
layaway	yataq
layer	qat
layered	qatlanmışdır
layman	layman
layout	layout
layover	yerləşdirmə
laziness	tənbəllik
lazy	tənbəl
lazyday	tənbəl gün
lea	lea
lead	qurğuşun
leaded	rəhbərlik etdi
leader	lideri
leadership	liderlik
leading	liderdir
leads	çıxarır
leaf	yarpaq
leaflet	leaflet
leafy	yarpaqlı
league	liqa
leak	sızdırmaq
leakage	sızma
leaky	sızan
lean	yalın
leaned	yalvardı
leaning	bükülmə
leap	sıçrayış
learn	öyrənmək
learned	öyrənildi
learner	şagird
learning	öyrənmə
lease	icarə
leash	dırmaşmaq
leather	dəri
leathery	dəri
leave	buraxın
leavemealone	məni tək burax
leaving	tərk edirlər
lecherous	laxlayıcı
lecture	mühazirə
lecturer	müəllim
ledge	çıxdı
ledger	kitabçası
lee	lee
leech	sümük
leeches	suluqlar
leer	NO TRANSLATION
leery	sanki
lees	NO TRANSLATION
leeway	leeway
left	sola çıxdı
leftout	NO TRANSLATION
leftover	qalan
leftovers	qalıqları
lefty	Solya
leg	ayaq
legacy	miras
legal	qanuni
legality	qanuni
legalize	qanuniləşdirmə
legalized	qanuniləşdirilmişdir
legally	qanuni olaraq
legend	əfsanə
legendary	əfsanəvi
legibility	okunabilirlik
legible	aydındır
legion	legion
legislate	qanunvericilik
legislation	qanunvericilik
legislative	qanunvericilik
legislator	qanunverici
legislature	qanunvericilik
legit	qanuni
legitimacy	legitimlik
legitimate	qanuni
lego	lego
legs	ayaqları
legume	dəmirək
legwork	ayaq işi
leisure	asudə
leisurely	yavaş-yavaş
lemma	lemma
lemon	limon
lemonade	limonad
lend	borc verin
lender	kreditor
lending	kredit vermək
length	uzunluğu
lengthen	uzatmaq
lengthened	uzadılıb
lengthening	uzadılması
lengthwise	uzunluğu
lengthy	uzun
leniency	ləzzət
lenient	yumşaq
lens	lens
leopard	leopard
leotard	leotard
leper	cüzamlı
leprechaun	leprechaun
leprosy	cüzam
lesbian	lezbiyen
lesbianism	lesbianizm
lesion	lezyon
less	daha az
lessee	icarəçi
lessen	azaldın
lessening	azalma
lesser	daha az
lesson	dərs
lessor	kirayəçi
let	buraxın
lethal	ölümcül
lethargic	letargik
lethargy	uydurma
letter	məktub
lettered	yazılı
letterhead	başlıq
lettering	yazı
letters	məktublar
lettuce	marul
leukemia	lösemi
levee	levee
level	səviyyə
lever	qolu
leverage	leverage
levitate	levitra
levy	levy
lewd	lebd
lexicon	leksikon
ley	NO TRANSLATION
liabilities	öhdəlikləri
liability	məsuliyyət
liable	məsuliyyət daşıyır
liaison	əlaqə
liar	yalançı
libel	böhtan
libelous	böhtan
liberal	liberal
liberalism	liberalizm
liberate	azad et
liberated	azad edildi
liberating	azad
liberation	azadlıq
liberty	azadlıq
libido	libido
librarian	kitabxanaçı
