Word	am
malarkey	አደገኛ
male	ወንድ
malevolent	ተባእት
malfeasance	ስህተት
malformation	የተሳሳተ መረጃ
malfunction	ስህተት
malice	NO TRANSLATION
malicious	ተንኮል ያዘለ
malign	ክፉኛ
malignancy	መጥፎነት
malignant	አደገኛ
maligned	ጥቁር
mall	የገበያ ማዕከል
malleable	ሊደበዝዝ የሚችል
mallet	????
malnutrition	የተመጣጠነ ምግብ እጥረት
malpractice	ጉልበተኝነት
malt	ብቅል
mama	እማዬ
mambo	ማምቦ
mamma	NO TRANSLATION
mammal	አጥቢ እንስሳ
mammoth	ማሞዝ
mammy	ማታ
man	ሰው
manage	አደራጅ
manageable	መቆጣጠር የሚችል
management	አስተዳደር
manager	ሥራ አስኪያጅ
managerial	ሥራ አስኪያጅ
mandamus	ሞሮሞስ
mandarin	መካንረን
mandate	ሥልጣን
mandatory	ግዴታ
mandible	ግዴለሽነት
mandolin	ማንዶሊን
mandrel	መኮንኖች
mane	NO TRANSLATION
maneuver	መንቀሳቀስ
maneuvering	መንቀሳቀስ
mange	NO TRANSLATION
manger	እምብርት
mangle	እንሰት
mango	ማንጎ
mangosteen	የማንግስት
mangy	ተኩላ
manhole	ጉድጓድ
manhood	የሰውነት
manhunt	አደን
mania	mania
maniac	ሽባ
maniacal	ሰብአዊ
manic	የሰው ልጅ
manicure	ማቅረቢያ
manicurist	ሰው ሠራሽ
manifest	ግልጽነት
manifestation	ክስተት
manifested	ግልጽ ተደርጓል
manifestly	በግልጽ
manifesto	መግለጫ
manifold	ብዙው
manipulate	ተቆጣጠረ
manipulation	ማሸብለል
manipulative	መሳለቂያ
mankind	የሰው ልጅ
manly	ሰው
manna	መና
manned	የሰው ችሎታ አለው
mannequin	ማኑር
manner	መልክ
mannered	ሞዴል
manners	መልካም ምግባር
manor	ማኑር
manpower	የሰው ኃይል
mansion	መኖሪያ ቤት
mansions	ቤቶች
manslaughter	ነፍስ ግድያ
mantel	መለንል
mantis	ጭንቅላቶች
mantle	መቀመጫ
mantra	ማታራ
manual	ማንዋል
manufacture	ማምረት
manufacturer	አምራች
manufacturing	ማምረት
manure	ፈሳሽ
manuscript	የእጅ ጽሑፍ
map	ካርታ
maple	ካርታም
mar	ማር
marathon	ማራቶን
marble	እብነ በረድ
marbled	ያረፈ
marbles	ነጠብጣቦች
march	መጋቢት
mare	NO TRANSLATION
margarine	ማርጋሪን
margarita	ማርጋሪታ
margin	ኅዳግ
marginal	ገለልተኛ
mariachi	ማሪያቺ
marijuana	ማሪዋና
marinara	ማርቲና
marine	ባሕር ውስጥ
mariner	መርከብ
marital	በትዳር ውስጥ
maritime	የባህር ጉዞ
mark	ምልክት ያድርጉ
marked	ምልክት ተደርጎበታል
marker	ምልክት ማድረጊያ
market	ገበያ
marketable	ሊሸጥ የሚችል
marketing	ግብይት
marketplace	የገበያ ቦታ
marks	ምልክቶች
marksman	ምልክት
marksmanship	ምልክት ሰጪነት
marl	ብራዚል
marmalade	ማጌላጅ
maroon	ብሩሽ
marooned	ተጣበቀ
marquee	ምልክት
marquis	ማርካት
marred	ረግፏል
marriage	ጋብቻ
married	ተጋብዟል
marrow	ጠርሙስ
marry	ጋብቻ
marsh	ረግረግ
marshal	ማነው
marshmallow	ረግረግ
mart	ማር
martial	ማርሻል
martingale	martingale
martini	ማርቲኒ
martyr	ሰማዕት
martyrdom	ሰማዕትነት
marvel	ድንቅ
marvellous	ድንቅ
marvelous	ድንቅ
marvelously	ድንቅ
marzipan	NO TRANSLATION
mascara	mascara
mascot	እንቁላል
masculine	ተባዕት
masculinity	ወንድነት
mash	mash
mashed	የተፈታ
mask	ጭንብል
masked	ጭንብል ተደርጓል
masks	ጭምብል
masochism	ማሶሺዝም
masochist	masochist
mason	ሜንሰን
masquerade	ጌጣጌጥ
mass	ብዛት
massacre	ጭፍጨፋ
massage	ማሸት
masses	ስብስቦች
masseur	ሞሴር
masseuse	ማሴስ
massive	ግዙፍ
mast	ምሰሶ
master	ጌታ
masterful	ብልህ
mastermind	ዋና ሰው
masterpiece	የመጀመሪያ ስራ
mastery	ሙያዊ
masturbate	ራስን በራስ ማድረግ
masturbation	ማስተርቤሽን
mat	ማለፊያ
matador	ማታዶር
match	ግጥሚያ
matchbook	የመመጠኛ መጽሐፍ
matching	ማዛመድ
matchmaker	ግጥሚያ ሰሪ
mate	ጓደኛ
material	ቁሳቁስ
materialism	ፍቅረ ነዋይ
materialist	ቁሳዊ ሀብታም
materialistic	ፍቅራዊነት
materiality	ቁሳዊነት
materialize	መፈፀም
materially	በቁሳዊ
materials	ቁሶች
materiel	ቁሳቁስ
maternal	የእናቶች
maternity	የወሊድነት
math	ሒሳብ
mathematical	ሒሳብ
mathematician	የሂሳብ ባለሙያ
mathematics	ሂሳብ
matinee	ጥዋት
mating	ጥንዶችን
matriculation	መመዝገብ
matrimony	ጋብቻ
matrix	ማትሪክስ
matron	ግርድፍ
matted	የተዛባ
matter	ቁስ አካል
matting	ጥፍር
mattress	ፍራሽ
maturation	ብስለት
mature	የበሰለ
maturity	ብስለት
maudlin	ሜዳሊን
mausoleum	ማዕከላዊ
mauve	ሞቮ
maverick	ማዞሪያ
maxim	ልምምድ
maximize	maximize
maximum	ከፍተኛ
may	ግንቦት
mayday	የላብ አደሮች ቀን
mayflower	ዘይትና ፍራፍሬ
mayhem	መፈራረስ
mayonnaise	mayonnaise
mayor	ከንቲባ
maze	ድብደባ
mead	ቆርቆሮ
meadow	መስክ
meager	ትንሽ
meal	ምግብ
mean	አማካኝ
meander	ጪዉር
meandering	ጩኸት
meanie	መካከለኛ
meaning	ትርጉም
meaningful	ትርጉም ያለው
meaningless	ትርጉም የሌለው
meanness	እኩልነት
means	መንገዶችን
meantime	በጊዜ
measles	ኩፍኝ
measurable	ሊለካ የሚችል
measure	መለካት
measured	ተለካ
measurement	መለኪያ
measuring	መለካት
measuring cup	መለኪያ ኩባያ
measuring tape	ሜትር
meat	ስጋ
meatball	ስቦል ቦል
meathead	ስጋ ጫፍ
meatloaf	ስጋ ሎል
mechanic	ሜካኒክ
mechanical	ሜካኒካል
mechanics	መካኒክስ
mechanism	ዘዴ
med	NO TRANSLATION
medal	ሜዳል
medallion	ሜዳልያ
medallist	ሜዳልያ
meddle	መካከለኛ
meddling	ጣልቃ መግባት
media	ሚዲያ
medial	ማዕከላዊ
median	መካከለኛ
mediate	መካከለኛ
mediation	ሽምግልና
mediator	መካከለኛ
medic	ዶክተር
medical	ሕክምና
medicate	NO TRANSLATION
medication	መድሃኒት
medicinal	መድሃኒት
medicine	መድሃኒት
medieval	የመካከለኛ ዘመን
mediocre	መካከለኛ
mediocrity	መካከለኛ
meditate	ማሰላሰል
meditating	ማሰላሰል
meditation	ማሰላሰል
meditative	ተመስጦ
mediterranean	ሜዲትራኒያን
medium	መካከለኛ
medley	መሃላ
meek	የዋህ
meet	መገናኘት
meeting	ስብሰባ
mega	ትልቅ
meh	ሞል
melancholic	ድብልቅ
melancholy	ድብልቅብል
melee	ምሽጉ
mellow	ሞላ
melodious	አዝናኝ
melodrama	ማሞደማ
melodramatic	የሙሞራስተም
melody	ዝማሬ
melon	ዶሮ
melt	ይቀልጣል
meltdown	ቀለጠ
melting	መፍለጥ
member	አባል
membership	አባልነት
membrane	ቅርፊት
memento	Memento
memo	ማስታወሻ
memoir	ትውስታ
memorabilia	ትዝታ
memorable	የማይረሳ
memorandum	መልዕክት
memorial	መታሰቢያ
memorials	መታሰቢያዎች
memories	ትውስታዎች
memoriesiwontforget	NO TRANSLATION
memorize	አስተውል
memory	ማህደረ ትውስታ
menace	ማስፈራራት
menacing	አደገኛ
menagerie	ማነው
mend	ማደስ
mending	ማስተካከያ
menial	አደገኛ
meningitis	ማጅራት ገትር
meniscus	ወርቅ
menopause	ማረጥ
menses	ወርኮች
menstrual	የወር አበባ
mental	አእምሮ
mentalhealth	NO TRANSLATION
mentality	አስተሳሰብ
menthol	አጥንት
mention	መጥቀስ
mentor	አማካሪ
menu	ምናሌ
meow	ገነዘበ
mercantile	ነፃነት
mercenary	የከበደኞች
merchandise	ሸቀጣ ሸቀጥ
merchant	ነጋዴ
merciful	መሐሪ
merciless	ምሕረት የለሽ
mercurial	መሐሪ
mercury	ማዕከላዊ
mercy	ምሕረት
mere	ትንሽ
merengue	ሜሬንጌ
merge	ማዋሃድ
merger	ውህደት
meridian	ሜሪዲያን
meridional	የምዕራባዊ
meringue	ሜሪንጅ
merit	እራት
meritorious	ዋጋ ያለው
mermaid	ፈረስ
merriment	ደስታ
merry	ደስተኛ
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescaline
mesh	እሽግ
meshes	መረቦች
mesmerized	የተደበቀ
mess	ቂም
message	መልእክት
messedup	NO TRANSLATION
messenger	መልእክተኛ
messiah	መሲህ
messy	የተዛባ
metabolic	ሜታቦሊክ
metabolism	የምግብ መፍጨት
metal	ብረት
metallic	ብረት
metallurgy	ብረት ስራ
metamorphosis	ትልቅ ለውጥ
metaphor	ዘይቤ
metaphorical	ዘይቤአዊነት
metaphysical	ሥነ-ምልከታ
metaphysics	ሥነ-ፍልስፍና
metastasis	መለጠፍ
meteor	ሞተር ይገኝበታል
meteoric	የሚገርም ነው
meteorite	ኮከብ ቆጠራ
meteorological	ሜትሮሎጂያዊ
meteorology	ሜትሮሎጂ
meter	ሜትር
meth	ሜቲ
methadone	ሜታዶን
methane	ሚቴን
methanol	ሚታኖል
method	ዘዴ
methodical	ዘዴኛ
methodology	ዘዴ
meticulous	በጥንቃቄ
metime	ታሪክ
metric	ሜትሪክ
metrical	ሜትሪክ
metrology	ሥነ-ስርዓት
metropolis	ከተማ
metropolitan	የከተማ ክልል
mettle	መበስበስ
mew	ቡቃያ
mezzanine	mezzanine
mica	mica
mick	ሚክ
micro	ማይክሮ
microbe	ማይክሮዌይ
microbiology	ማይክሮባዮሎጂ
microchip	ማይክሮፕፕ
microcosm	ትንሽ ኮኮስ
microfilm	ማይክሮፋይል
microgram	ማይክሮግራፍ
micrometer	ማይክሮሜትር
micron	ማይክሮነር
microphone	ማይክሮፎን
microscope	አጉሊ መነጽር
microscopic	አጉሊ መነጽር
microscopically	በአጉሊ መነጽር ነው
microscopy	አጉሊ መነጽር
microwave	ማይክሮዌቭ
mid	ማዕከላዊ
midair	ማዕከላዊ
midday	እኩለ ቀን
middle	መካከለኛ
middleman	መካከለኛ
middleweight	መካከለኛ ክብደት
midget	አጋማሽ
midland	መካከለኛ
midlife	መካከለኛ ሕይወት
midline	ማዕከላዊ መስመር
midnight	እኩለ ሌሊት
midshipman	መራመድ
midst	መካከል
midsummer	ጨረቃ
midterm	አጋማሽ
midtown	ማዕከላዊ
midway	ወደ መሃል
midwife	አዋላጅ
midwifery	የአዋላጅነት
mien	NO TRANSLATION
miffed	ሞገስ
mighty	ኃይለኛ
mignon	ሜጋን
migraine	ማይግሬን
migrate	ማሻገር
migration	ፍልሰት
migratory	ዝውውር
mike	ሞይኪ
mil	NO TRANSLATION
mild	ረጋ ያለ
mildew	ሻጋታ
mildness	ገርነት
mile	ማይል
mileage	ኪሎሜትር
milestone	መድረክ
militant	ተዋጊ
militants	ተዋጊዎች
military	ወታደራዊ
militia	ሚሊሻ
milk	ወተት
milkman	ወተት
milkshake	ወተት
milky	ወተት
mill	ወፍጮ
millennium	ሺህ አመት
milligram	ሚሊጅግራም
millimeter	ሚሊሜትር
million	ሚሊዮን
millionaire	ሚ ሚሊየነር
millionth	ሚሊዮን
millstone	የወፍጮ ድንጋይ
mime	mime
mimic	ሞገስ
mimicking	መኮረጅ
mimicry	ማስመሰል
mince	ትንሽ
mincemeat	ትንሹ
mind	አእምሮ
minded	አእምሮአይ
mindful	አስተዋይ
mindfulness	ማሰላሰል
mindless	አእምሮ የሌላቸው
mine	የእኔ
minefield	የማሳው ቦታ
miner	ፈንጂ
mineral	ማዕድን
mineralogy	ማዕድን
mingle	መቀላቀል
mingled	ተጣሰ
mini	አነስተኛ
miniature	አነስተኛ
minibus	ሚኒባስ
minim	NO TRANSLATION
minimal	ዝቅተኛ
minimize	ዝቅተኛ
minimized	ዝቅተኛ
minimum	ቢያንስ
mining	የማዕድን ፍለጋ
minion	ትናንሽ
minister	አገልጋይ
ministerial	ሚኒስትር
ministry	አገልግሎት
minivan	ሚኒቪን
mink	እብጠት
minnow	ወርቅ
minor	አነስተኛ
minority	ጥቂቶች
minstrel	ሚኒስተር
mint	mint
minty	ትንሽ
minuscule	ትንሹ
minute	ደቂቃ
minutiae	minutiae
minx	ሚክስ
mir	NO TRANSLATION
miracle	ተአምር
miracles	ተዓምራት
miraculous	ተአምራዊ
mirage	ሽርሽር
mire	NO TRANSLATION
mirror	መስታወት
mirth	መደሰት
misappropriation	የንብረት ማበላሸት
misbehave	መጥፎ ጸባይ
misbehavior	መጥፎ ባህሪ
miscalculation	ቅየሳ
miscarriage	የፅንስ መጨንገፍ
miscellaneous	የተለያዩ
miscellany	ልዩነት
mischief	ተንኮል
mischievous	አታላይ
misconception	የተሳሳተ አመለካከት
misconduct	ብልግና
misdemeanor	ወንጀለኝነት
misdirection	ማጭበርበር
miser	አማካሪ
miserable	አሰቃቂ
miserably	በጣም መጥፎ
misery	መከራ
misfire	እፉኝት
misfit	አልተሳካም
misfortune	ዕድል
misguided	የተሳሳተ
mishap	ተጎድቷል
misinformed	የተሳሳተ መረጃ
misinterpretation	የተሳሳተ ትርጉም
mislead	አሳሳች
misleading	አሳሳች
misled	ተታለለ
mismanagement	በተሳካ ሁኔታ ማስተዳደር
mismatch	አለመዛመድ
mismatched	ያልተዛመዱ
misnomer	የተሳሳተ ስም
misplace	በተሳሳተ ቦታ ላይ
misplaced	የተቀመጠው ያለቦታው
misread	የተሳሳተ ነገር
misrepresent	አዛብቶ መናገር
misrepresentation	የተሳሳተ መረጃ መስጠት
misrepresented	የተሳሳተ መረጃ
miss	ማለፉ
missile	ሚሳይል
missiles	ሚሳይሎች
missing	ይጎድላል
missingyou	NO TRANSLATION
mission	ተልዕኮ
missionary	ሚስዮናዊ
misspell	የተሳሳተ ፊደል
misstatement	የተሳሳተ
missy	እንግዳ
mist	ጭጋግ
mistake	ስህተት
mistaken	የተሳሳተ
mister	እሚው
mistletoe	እመቤት
mistreated	በደል ተፈጽሞበታል
mistress	እመቤት
mistrial	የተሳሳቱ
mistrust	አለመተማመን
misty	እብድ ነው
misunderstand	አለመግባባት
misunderstanding	አለመግባባት
misunderstood	የተሳሳተ ግንዛቤ
misuse	አላግባብ መጠቀም
mite	ጥንድ
miter	ጥፍር
mitigate	ማጥፋት
mitigating	የሚቀንስ
mitigation	መቋቋም
mitt	ሚት
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	ቅልቅል
mixed	የተቀላቀለ
mixedemotions	ድብልቅቃዎች
mixer	ቅልቅል
mixture	ቅልቅል
mnemonic	ምስጢራዊነት
moan	ማቃሰት
moat	ኮርክ
mob	ረብሻ
mobile	ተንቀሳቃሽ
mobility	ተንቀሳቃሽነት
mobilization	ተነሳሽነት
mobilize	ተንቀሳቀስ
mobster	ረብሻ
mocha	ሞካ
mock	መሞከር
mocked	አሾፈ
mockery	መሳለቂያ
mocking	ማሾፍ
mockingbird	ሞኪንግቢድ
mod	ሞደም
modal	ሞዳል
modality	ሞዴል
mode	ሁነታ
model	ሞዴል
modeler	ሞዴል
modeling	ሞዴል
modem	ሞደም
moderate	መካከለኛ
moderate anticipation	መጠነኛ ግምት
moderate disgust	መጠነኛ ርኩሰት
moderate negative	መካከለኛ አሉታዊ
moderate positive	መካከለኛ አዎንታዊ
moderate surprise	መጠነኛ ድንፋታ
moderate trust	መጠነኛ መተማመን
moderately	በመጠኑ
moderating	አወያይ
moderation	መዘግየት
moderator	አወያይ
modern	ዘመናዊ
modernism	ዘመናዊነት
modest	መጠነኛ
modesty	ልክንነት
modicum	ሞክም
modifiable	ሊስተካከል የሚችል
modification	ማሻሻያ
modified	ተሻሽሏል
modify	ማስተካከል
modulate	አወዛጋቢ
modulation	ማስተካከል
module	ሞዱል
modulus	ሞዱለስ
mogul	ጉልበት
moiety	ክፍልፋይ
moist	እርጥብ
moisture	እርጥበት
moisturizer	እርጥበት
molar	ሞለኪው
molasses	ወተተ
mold	ሻጋታ
molded	ቅርጽ
molding	ቅርጽ
moldy	እሽክርክሪት
mole	ሞላ
molecular	ሞለኪውል
molecule	ሞለኪውል
molest	ወሲባዊ ጥቃት
molestation	ወሲባዊ በደል
molester	አስገድዶ መድፈር
molten	ቀልጦ
mom	እማዬ
moment	አፍታ
momentary	ቅጽበታዊ
momentous	በጣም ትልቅ
momentum	ፍጥነት
momma	እምቢ
mommy	እማዬ
monad	ሞዱድ
monarch	አምባገነን
monarchy	ንጉሳዊ አገዛዝ
monastery	ገዳም
monastic	መሃከለኛ
monetary	የገንዘብ
money	ገንዘብ
mongoloid	ቶሎሎይድ
mongoose	ፍልፈስ
mongrel	ድንበር
monitor	ተቆጣጠር
monk	መነኩሴ
monkey	ጦጣ
mono	NO TRANSLATION
monochrome	ሞኖክሮም
monogamous	አንድ-ጎጆ
monogamy	አንድ ሰው ብቻ
monogram	ሞኖግራም
monogrammed	ባለአንድዮሽ
monograph	መዘክር
monolayer	ሞኖንደር
monolith	ብቸኛ
monologue	ተቆጣጣሪ
monopolist	ተቆጣጣሪ
monopoly	መነፅር
monotonous	የጋለ ስሜት
monotony	ሞቶኒ
monoxide	ሞኖክሳይድ
monsieur	monsieur
monsoon	ኃይለኛ ዝናብ
monster	ጭራቅ
monstrosity	ጭካኔ የተሞላ
monstrous	አስደንጋጭ
montage	ማዋሃድ
monte	ተሽከርካሪ
month	ወር
monthly	በየወሩ
monument	የመታሰቢያ ሐውልት
monumental	ታላቅነት
moo	ሙ
mooch	ሞገስ
mood	ስሜት
moods	ስሜቶች
moody	ስሜታዊ
moon	ጨረቃ
moonbeam	ጨረቃ
moonlight	ጨረቃ
moonlit	ጨረቃ
moonshine	ጨረቃ
moonstruck	ጨረቃ
moonwalk	ጨረቃ
moor	ሞር
moored	የተሸከመ
mooring	ሞተር
moorings	መቀመጫዎች
moorland	ሞርላንድ
moose	ሙስ
moot	ሞቶ
mooted	ተሞልቷል
mop	መጮህ
mope	ሞገስ
moped	ሞፔድ
moral	ሥነ ምግባር
morale	ሥነ ምግባር
morality	ሥነ ምግባር
morals	ሥነ ምግባር
morass	ሞለስ
moratorium	ማለቂያ
moray	መፈራረስ
morbid	አደገኛ
morbidity	ሕመም
morbidness	ድንገተኛ ሁኔታ
mores	ደሴቶች
morgue	መቀመጫ
moribund	ሞራቫንድ
morn	ምሽት
morning	ጠዋት
moron	ደደብ
moronic	ሞራኒክ
morose	ሞገድ
morph	ሞፈር
morphine	ሞርፊን
morphism	ሞራሚዝም
morphology	morphology
morrow	ነገ
morsel	ጣዕም
mortal	ሟች
mortality	ሞት
mortar	ጭጋግ
mortgage	ሞርጌጅ
mortgagee	ሞርጌጅ
mortgagor	ሞርጌጅ
mortician	ገዳይ
mortification	ድብደባ
mortified	ሞቷል
mortuary	የሬሳ ማረፊያ
mosaic	ሞዛይክ
mosey	አጥንት
mosque	መስጊድ
mosquito	ትንኝ
moss	እንጉዳይ
mossy	እንጉዳይ
mote	NO TRANSLATION
motel	ሞቴል
moth	እሳትን
mother	እናት
motherfucker	motherfucker
motherfucking	እናቶች
motherhood	እናትነት
motherland	እናት አገር
motherless	ወላጅ አልባ
motherly	እናት
motif	ምክንያት
motion	እንቅስቃሴ
motionless	የማይንቀሳቀስ
motivate	ማበረታታት
motivating	ማነሳሳት
motivation	ምክንያት
motivational	ተነሳሽነት
motive	ምክንያት
motley	ሞልይ
motor	ሞተር
motorbike	ሞተርሳይክል
motorboat	ሞተር ጀልባ
motorcade	ሞተርሳይድ
motorcar	ሞተር መኪና
motorcycle	ሞተርሳይክል
motorist	ሞተር ባለሙያ
motte	motte
mottled	ተጣራ
motto	መፈክር
mould	ሻጋታ
mound	ምሽግ
mount	ተሰኪ
mountain	ተራራ
mountaineer	ተራራ ላይ
mountainous	ተራራማ
mountains	ተራሮች
mountaintop	ተራራ ጫፍ
mourn	አለቀሰ
mournful	አለቅሳለሁ
mourning	ሐዘን
mouse	መዳፊት
mousetrap	ጥንቸል
mousse	ሙጫ
moustache	ፂም
mousy	አረፈ
mouth	አፍ
mouthful	አፍንጫ
mouthpiece	ቃል አቀባይ
mouthwash	የምግብ አፍንጫ
movable	ሊንቀሳቀስ የሚችል
move	አንቀሳቅስ
movement	እንቅስቃሴ
mover	ተንሸራታች
movie	ፊልም
movies	ፊልሞች
moving	በማንቀሳቀስ
movingforward	NO TRANSLATION
movingon	መንቀሳቀስ
mow	ሞላ
mower	ጭቃ
moxie	moxie
mozzarella	mozzarella
mri	ሜሪ
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	ድባብ
mucked	ተስገበገበ
mucous	mucous
mucus	ሙልጭ
mud	ጭቃ
muddle	ጭጋግ
muddled	ድብደባ
muddy	ጭቃ
muff	ሙፍ
muffin	muffin
muffled	ሞገስ
muffler	muffler
mug	ማጫ
mugger	ሞጋገር
mulberry	ዶሮ
mulch	እህል
mule	ጥ ነዉ
mull	ሞለስ
mullet	እምብርት
multilateral	multilateral
multimedia	ማህደረ ብዙ መረጃ
multinational	ከበርካታ አገሮች
multiple	ብዙ
multiple sclerosis	ስክለሮሲስ
multiplex	ባለ ብዙ ቁጥር
multiplication	ማባዛት
multiplicity	ማባዛት
multiplied	ተባዝቷል
multiplier	ማባዛት
multiply	ማባዛት
multitude	ብዙ
mum	እማዬ
mumble	ሞገስ
mumbo	ሞምቦ
mummy	አስቀያሚ
mumps	ማኩራት
munch	ሞገስ
munchies	ቂም
munchkin	ድንግልኪን
mundane	እምቢተኛ
municipal	ማዘጋጃ ቤት
municipality	ማዘጋጃ ቤት
mural	ህንፃ
murder	ነፍስ ግድያ
murderer	ነፍሰ ገዳይ
murderess	አጭበርባሪ
murderous	ነፍስ ግድያ
murky	ጭምብል
murmur	ማጉረምረም
muscle	ጡንቻ
muscular	ጡንቻ
muse	መዘምራን
muses	ሙስሮች
museum	ቤተ-መዘክር
mush	NO TRANSLATION
mushroom	እንጉዳይ
mushy	ሙሽ
music	ሙዚቃ
musical	ሙዚቃዊ
musician	ሙዚቀኛ
musing	መጮህ
musk	ማህፀን
musket	ሙክተ
musketeer	ተኳሽ
muskrat	muskrat
muslin	muslin
muss	NO TRANSLATION
must	መሆን አለበት
mustang	መሻን
mustard	ሰናፍጭ
muster	መሰብሰብ
musty	ተባይ
mutable	ሊለዋወጥ የሚችል
mutant	የሚቀይር
mutate	ይቀይራል
mutation	ዝውውር
mute	ድምጸ-ከል አድርግ
muted	ድምጸ-ከል ተደርጓል
mutilate	አጉረመረመ
mutilated	ተጎድቷል
mutilation	የሰውነት መቆረጥ
mutiny	መጭበርበር
mutt	mutt
mutter	NO TRANSLATION
mutton	ጉሮሮ
mutual	የጋራ መግባባት
mutually	በጋራ
muzzle	ዘለላ
myfavorite	የማዘወትረው
myopia	ማዮፒያ
myopic	ተስቦ
myriad	እጅግ ብዙ
mysterious	ምስጢራዊ
mystery	ምስጢር
mystic	ምሥጢራዊ
mystical	ምስጢራዊ
mysticism	ምሥጢራዊነት
mystified	ሚስጥራዊ
mystique	አስደንጋጭ
myth	አፈ ታሪክ
mythic	ተረት
mythical	አፈ ታሪኮች
mythological	አፈ ታሪካዊ
mythology	አፈ ታሪክ
nab	nab
nacho	nacho
nada	NO TRANSLATION
nadir	ናዲር
nag	NO TRANSLATION
nail	ጥፍር
nail gun	የመሳርያ ሽጉጥ
naive	ሞገስ
naked	እርቃናቸውን
nakedness	እርቃነነት
namaste	NO TRANSLATION
name	ስም
named	የተሰየመ
nameless	ስም የሌለው
namesake	ስም
naming	ስም መስጠት
nana	ናና
nanny	ልጅ ጠባቂ
nanometer	ናኖሜትር
nap	እንቅልፍ
napalm	ናፓልም
nape	አፍንጫ
napkin	ቦርሳ
napping	በመጎተት
nappy	የበሰለ
narcissism	ትረካዊነት
narcissist	አርነተኛ ሰው
narcissistic	ዘግናኝ
narcotic	መድሃኒት
narrate	ዘገበ
narration	ትረካ
narrative	ትረካ
narrator	ተራኪ
narrow	ጠባብ
narrowing	እየጠበበ
nasal	አፍንጫ
nascent	ገና ያልቃል
nasty	አስከፊ
natal	ናቸዉ
nation	አገር
national	ብሄራዊ
nationality	ዜግነት
nationwide	በመላው አገሪቱ
native	ተወላጅ
nativity	ልጅነት
natural	ተፈጥሯዊ
natural gas	የተፈጥሮ ጋዝ
naturalist	የተፈጥሮ ሀኪም
naturalization	ተፈጥሯዊነት
naturalized	ተፈጥሯዊ
naturally	በተፈጥሮ
nature	ተፈጥሮ
naught	ጉድለት
naughty	ተላላፊ
nausea	ማቅለሽለሽ
nauseate	አጋፋፍ
nauseating	ማቆየት
nauseous	የሚያቆስል
nautical	የመርከብ ጉዞ
nautilus	nautilus
naval	የጦር መርከብ
nave	ሞቀ
navel	እምብርት
navigable	መራመጃ
navigate	ዳስስ
navigation	ዳሰሳ
navigational	ዳሰሳ
navigator	መራጫ
navy	የባህር ኃይል
nay	NO TRANSLATION
nearsighted	ከፊሉ ያልጠበቁ
neat	የተጣለ
neatly	በትክክለኛው
nebula	ኔቡላ
nebulae	ኔቡላዎች
nebulous	ዘለላ
necessarily	የግድ ነው
necessary	አስፈላጊ ናቸው
necessitate	አስፈላጊ ነው
necessities	አስፈላጊዎች
necessity	አስፈላጊነት
neck	አንገት
necklace	necklace
necktie	ክሬም
necromancer	ኔካርነር
necrosis	ኒኮሲስ
nectar	የአበባ ማር
need	አስፈላጊ
needalife	NO TRANSLATION
needed	አስፈላጊ
needful	አስፈላጊ
needit	NO TRANSLATION
needle	መርፌ
needlepoint	የመርፌ ነጥብ
needles	መርፌዎች
needless	አላስፈላጊ
needtoknow	needtoknow
needtorelax	NO TRANSLATION
needy	ችግረኛ
nefarious	እምቢተኛ
negation	አሉታ
negative	አሉታዊ
negativity	አሉታዊነት
neglect	ቸልተኝነት
neglected	ችላ ተብሏል
neglecting	ቸልተኝነት
negligee	ቸልተኛ
negligence	ቸልተኝነት
negligent	ቸልተኛ
negligently	NO TRANSLATION
negligible	ቸልተኛነት
negotiable	መደራደር
negotiate	ድርድር
negotiation	ድርድር
negotiator	ድርድር
negro	ኔጀር
neigh	ጎረቤት
neighbor	ጎረቤት
neighborhood	ጎረቤት
neighboring	ጎረቤት
nemesis	ነጋሴ
neon	ኒዮን
neonatal	ልጅ ወለደ
neophyte	ኒዮሳይኛ
neoprene	ኒፖረን
nephew	የእህት ልጅ
nepotism	ኒፖቲዝም
nerd	ነርስ
nerdy	ንዴት
nerve	ጅማት
nerves	ነርቮች
nervous	ፍርሃት
nervousness	ፍርሃት
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ንዝረት
nest	ጎጆ
nestle	nestle
nestling	ቤስቲንግ
net	መረጠ
nether	በጣም
netting	ብድር
nettle	ሾጣጣ
network	አውታረ መረብ
networking	መገናኘት
neural	ነርቭ
neuralgia	ኒቫልጂያ
neurological	ኒውሮሎጂያዊ
neurologist	ኒውሮሎጂስት
neurology	ኒውሮሎጂ
neurosis	ኒውሮሲስ
neurosurgeon	ኒውሮ መርሐ-ግብር
neurosurgery	ቀዶ ጥገና
neurotic	ኒውሮቲክ
neuter	ቀጥ ያለ
neutral	ገለልተኛ
neutrality	ገለልተኛነት
neutralize	ገነፋ
neutron	ኒትሮን
new	አዲስ
new age	አዲስ የዕድሜ ክልል
newbeginnings	NO TRANSLATION
newborn	አራስ
newcomer	አዲስ መጤ
newday	አዲስ ቀን
newfound	አዲስ
newjob	NO TRANSLATION
newlife	አዲስ ሕይወት
newly	አዲስ
newlywed	አዲስ የተሠራ
newme	አዲስ
