Word	mk
indecisive	неодлучен
indefensible	неоправдано
indefinite	неопределено
indelible	неизбришливо
indemnification	обештетување
indemnify	обештетување
indemnity	обештетување
indent	алинеја
indentation	вовлекување
indenture	indenture
independence	независност
independent	независна
indescribable	неопислива
indestructible	неуништив
indeterminate	неопределено
index	индекс
indicate	укажуваат
indicating	укажувајќи
indication	индикација
indicative	индикативно
indicator	индикатор
indice	NO TRANSLATION
indict	обвинение
indictment	обвинение
indie	инди
indifference	рамнодушност
indifferent	рамнодушен
indigenous	домородните
indigent	сиромашен
indigestion	варење
indignant	огорчен
indignation	индигнација
indignity	достоинство
indigo	индиго
indirect	индиректно
indiscreet	индиски
indiscretion	индискреција
indispensable	неопходен
indisposed	неразбирлив
indistinct	неопределен
indistinguishable	не се разликува
individual	индивидуално
individuality	индивидуалност
indivisible	неделив
indoctrination	индоктринација
indolent	дрско
indomitable	неукротим
indoor	затворен
induce	предизвика
induced	индуцирана
inducement	поттикнување
induction	индукција
indulge	уживајте
indulgence	уживање
indulgent	снисходливо
industrial	индустриски
industrialist	индустријалец
industrious	вреден
industry	индустрија
ineffable	неискажлив
ineffective	неефикасни
ineffectual	неефективно
inefficiency	неефикасност
inefficient	неефикасен
inelastic	нееластичен
ineligible	неподобен
inept	нервозен
ineptitude	непостојаност
inequality	нееднаквост
inequitable	нееднакво
inert	инертен
inertia	инерција
inevitable	неизбежна
inexact	неточен
inexcusable	неоправдано
inexhaustible	неисцрпна
inexpensive	ефтин
inexperience	неискуство
inexperienced	неискусни
inexplicable	необјаснив
inexpressible	неизказан
infallibility	непогрешливост
infallible	непогрешлив
infamous	озлогласен
infamy	срам
infancy	детство
infant	бебе
infanticide	инфантицид
infantile	инфантилен
infantry	пешадија
infarct	инфаркт
infatuated	заведени
infatuation	зафатеност
infeasible	не е возможно
infect	зарази
infection	инфекција
infectious	заразен
infer	заклучи
inference	заклучок
inferential	инференцијален
inferior	инфериорен
inferiority	инфериорност
infernal	пеколен
inferno	пекол
infertile	неплодно
infertility	неплодност
infestation	наезда
infidel	неверник
infidelity	неверство
infield	infield
infiltrate	инфилтрираат
infiltration	инфилтрација
infinite	бесконечно
infinitely	бескрајно
infinitesimal	бесконечно мал
infinity	бесконечност
infirm	немоќен
infirmary	амбуланта
infirmity	немоќ
inflammation	воспаление
inflammatory	воспалителни
inflatable	надувување
inflate	се надува
inflated	надуени
inflation	инфлација
inflection	флексија
inflict	нанесете
infliction	нанесување
inflorescence	inflorescence
influence	влијание
influential	влијателни
influenza	инфлуенца
influx	прилив
info	info
infomercial	infomercial
inform	информирај
informal	неформален
informant	информатор
information	информации
informative	информативен
informed	информирани
informer	информатор
infraction	прекршок
infrared	инфрацрвена
infrastructure	инфраструктура
infrequent	ретко
infrequently	ретко
infringement	повреда
infuriate	лути
infuriated	лути
infuriates	нервира
infuriating	лута
infuse	киснам
infused	infused
infuser	инфузер
infusion	инфузија
ingenious	генијален
ingenuity	генијалност
ingest	загрее
ingestion	ингестија
ingot	инготи
ingrained	вкоренети
ingrate	ingrate
ingredient	состојка
ingress	влез
inhabit	живеат
inhabitant	жител
inhabited	населени
inhabiting	населување
inhalation	вдишување
inhale	дишам
inhaler	инхалатор
inherent	својствени
inherit	наследи
inheritance	наследство
inhibit	инхибираат
inhibition	инхибиција
inhibitor	инхибитор
inhospitable	непријатни
inhuman	нечовечно
inhumane	нечовечно
inhumanity	нечовечност
inimaginable	NO TRANSLATION
inimical	неповреден
inimitable	извонредна
iniquity	беззаконие
initial	почетна
initiate	иницира
initiated	инициран
initiation	иницијација
initiative	иницијатива
inject	вбризгувајте
injection	инјекција
injunction	забрана
injure	повредите
injured	повреден
injuring	повредени
injurious	штетни
injury	повреда
injustice	неправда
ink	мастило
inkling	инклинирање
inland	во внатрешноста
inlay	апликација
inlet	влез
inmate	затвореник
inn	гостилница
innards	Внатрешни работи
innate	вродена
inner	внатрешен
innermost	најдлабоки
innerpeace	NO TRANSLATION
inning	иннинг
innings	innings
innkeeper	гостилница
innocence	невиност
innocent	невини
innocently	невино
innocuous	едноставен
innovate	иновираат
innovation	иновации
innovative	иновативни
innuendo	инсинуации
innumerable	безброј
inoculation	инокулација
inoperable	неработен
inoperative	неоперативна
inordinate	невообичаено
inorganic	неоргански
input	влез
inquest	дознание
inquire	прашај
inquirer	испитувач
inquiring	прашалник
inquiry	истрага
inquisitive	испитувачки
inquisitor	инквизитор
insane	лудо
insanity	лудило
insatiable	ненаситна
inscription	натпис
inscrutable	непобитен
insect	инсект
insecticide	инсектицид
insecure	несигурен
insecurity	несигурност
insemination	инсеминација
insensitive	бесчувствително
inseparable	неразделен
insert	вметнете
inserted	вметнати
insertion	вметнување
inside	внатре
insider	инсајдер
insidious	подмолно
insight	увид
insightful	остроумен
insignia	обележја
insignificance	безначајност
insignificant	незначителен
insinuate	инсинуирам
insipid	невидливи
insist	инсистираат
insistence	инсистирање
insistent	упорен
insists	инсистира на тоа
insolence	дрскост
insolent	дрско
insoluble	нерастворлив
insolvency	несолвентност
insolvent	несолвентен
insomnia	несоница
insomniac	несоница
inspect	увид
inspection	инспекција
inspector	инспектор
inspiration	инспирација
inspirational	инспиративни
inspire	инспирира
inspired	инспириран
instability	нестабилност
install	инсталирај
installation	инсталација
installment	рата
instance	пример
instant	инстант
instantaneous	моментален
instantaneously	моментално
instigate	поттикнете
instigation	поттикнување
instill	Вдиснете
instinct	инстинкт
instinctive	инстинктивно
institute	институт
institution	институција
instruct	инструкции
instructed	инструкции
instruction	настава
instructional	наставни
instructions	инструкции
instructive	поучно
instructor	инструктор
instrument	инструмент
instrumental	инструментална
instrumentalist	инструменталист
instrumentality	инструменталност
insubordination	непослушност
insufferable	недоволно
insufficiency	инсуфициенција
insufficient	недоволно
insufficiently	недоволно
insular	островски
insulate	изолира
insulated	изолирани
insulation	изолација
insulin	инсулин
insult	навреда
insulting	навреда
insurance	осигурување
insure	осигурува
insurgent	бунтовник
insurmountable	непремостлив
insurrection	востание
intact	непроменети
intake	доза
intangible	нематеријални
integer	цел број
integral	интегрален
integrate	Интегрираат
integration	интеграција
integrity	интегритет
intellect	интелект
intellectual	интелектуалец
intelligence	интелигенција
intelligent	интелигентен
intelligibility	разбирливост
intelligible	разбирливо
intend	намера
intended	наменети
intending	намера
intense	интензивно
intensely	интензивно
intensify	интензивира
intensity	интензитет
intensive	интензивна
intent	намера
intention	намера
intentional	намерно
intentionally	намерно
inter	inter
interact	комуницирате
interaction	интеракција
interactive	интерактивни
intercede	интервенира
intercept	интервенира
interception	следење
intercession	посредување
interchange	размена
interchangeable	меѓусебно
interchanged	меѓусебно
intercom	домофон
intercourse	секс
interdependence	меѓузависност
interdependent	меѓусебно зависни
interdiction	забрана
interest	интерес
interested	заинтересирани
interesting	интересно
interface	интерфејс
interfere	се меша
interference	мешање
interferometer	интерферометар
intergalactic	меѓугалактички
interim	привремено
interior	внатрешни работи
interject	интерпретирај
interlocutory	interlocutory
interlude	интерлузија
intermediary	посредник
intermediate	средно
interment	интервенција
interminable	бескрајна
intermission	интервал
intermittent	наизменично
intern	практикант
internal	внатрешна
internally	внатрешно
international	меѓународни
internet	интернет
internship	стажирање
interoffice	interoffice
interpolate	интерполира
interpolation	интерполација
interpret	интерпретирај
interpretation	интерпретација
interpreter	преведувач
interpretive	интерпретација
interrelated	меѓусебно поврзани
interrogate	испитувај
interrogation	испрашување
interrupt	прекинеш
interrupted	прекината
interrupting	прекинувај
interruption	прекин
interrupts	прекинува
intersect	се сече
intersection	пресек
interstate	меѓудржавен
interstellar	меѓуѕвезден
interstitial	интерстицијален
interval	интервал
intervene	интервенира
intervening	интервенирање
intervention	интервенција
interview	интервју
interviewer	интервјуер
interworking	меѓусебно работење
intestate	неочекувано
intestinal	цревна
intestine	црево
intestines	цревата
intimacy	интимност
intimate	интимно
intimately	интимно
intimation	интимација
intimidate	заплаши
intimidated	заплашени
intimidating	застрашувачки
intimidation	заплашување
intolerable	неподносливо
intolerance	нетолеранција
intolerant	нетолерантен
intonation	интонација
intoxicated	затруени
intoxicating	опојни
intoxication	интоксикација
intracranial	интракранијална
intractable	неподнослива
intramural	интрамурална
intravenous	интравенски
intrepid	смешен
intricate	сложена
intrigue	интрига
intriguing	интригантна
intrinsic	вродена
intrinsically	суштински
intro	intro
introduce	воведе
introduction	вовед
introductory	воведни
introspection	интроспекција
introspective	интроспективен
intrude	навлегувај
intruder	натрапник
intrusion	упад
intrusive	наметлива
intubation	интубација
intuition	интуиција
intuitive	интуитивен
intuitively	интуитивно
inundation	потопување
invade	нападне
invader	напаѓач
invalid	неважечки
invalidate	поништи
invalidation	поништување
invalidity	невалидност
invaluable	непроценливо
invariably	секогаш
invasion	инвазија
invasive	инвазивни
invent	измисли
invention	пронајдок
inventive	инвентивен
inventor	пронаоѓач
inventory	инвентар
inverse	инверзна
inversely	обратно
inversion	инверзија
invert	обратна
inverted	превртена
invest	инвестирај
investigate	истражи
investigation	истрага
investigative	истражувачки
investigator	истражувач
investment	инвестиција
investor	инвеститор
invidious	invidious
invigorate	заживее
invincible	непобедлива
invisibility	невидливост
invisible	невидлив
invitation	покана
invite	покани
inviting	поканува
invocation	повик
invoice	фактура
invoke	повикај
involuntary	принудно
involution	инволуција
involve	вклучи
involvement	вклученост
invulnerable	неранлив
inwards	навнатре
iodine	јод
ion	ion
iota	iota
irate	гневен
ire	NO TRANSLATION
iridescent	раскошен
iris	ирис
irked	иритираше
irks	irks
iron	железо
ironclad	железо
ironic	иронично
irons	пегли
irony	иронија
irradiation	зрачење
irrational	ирационален
irrationality	ирационалност
irreconcilable	непомирлив
irreducible	непривлечен
irrefutable	непобитен
irregular	нередовно
irregularity	неправилност
irregularly	нередовно
irrelevant	неважно
irreparable	непоправлив
irreplaceable	незаменлив
irrepressible	незадржлив
irresistible	неодоливо
irrespective	без оглед
irresponsible	неодговорно
irreverent	непочтителен
irreversible	неповратни
irrevocable	неотповиклива
irrigate	наводнување
irrigation	наводнување
irritability	раздразливост
irritable	нервозни
irritate	иритирај
irritated	иритирана
irritates	иритира
irritating	иритирачки
irritation	иритација
island	остров
isle	остров
islet	остров
isolate	изолира
isolated	изолиран
isolation	изолација
isomorphism	изоморфизам
isothermal	изотермичен
isotope	изотоп
issue	проблем
itch	чеша
itching	чешање
itchy	нервозни
item	ставка
itemize	itemize
items	предмети
iterate	iterate
iteration	повторување
iterative	итеративен
itinerant	патуваат
itinerary	маршрутата
ivory	слонова коска
jab	удар
jabber	jabber
jack	Џек
jackal	чакал
jackass	Магаре
jacket	јакна
jackhammer	jackhammer
jackpot	џекпот
jackrabbit	jackrabbit
jacks	дигалки
jade	жад
jaded	исчезна
jag	NO TRANSLATION
jagged	грапав
jaguar	jaguar
jail	затвор
jailbird	затвореник
jailbreak	jailbreak-от
jailer	затвореник
jailhouse	затворска казна
jalopy	жалопи
jam	џем
jamboree	jamboree
jammed	заклани
jammer	Jammer
janitor	служител
janitorial	гарнитури
japan	Јапонија
jar	тегла
jargon	жаргон
jarhead	jarhead
jarring	jarring
jasmine	јасмин
jasper	јаспис
jaundice	жолтица
jaunt	лош
java	Java
javelin	копје
jaw	вилица
jawbone	вилица
jaws	челусти
jay	Џеј
jazz	џез
jazzy	џези
jealous	љубоморен
jealousy	љубомора
jean	jean
jeans	фармерки
jeep	џип
jeering	џигер
jelly	желе
jellybean	хелиум
jellyfish	медуза
jenny	jenny
jeopardize	загрози
jeopardy	опасност
jerk	непредвидлив
jerks	грчи
jerky	отсечен
jersey	дрес
jest	NO TRANSLATION
jester	шут
jesus	Исус
jet	авион
jetty	дига
jewel	скапоцен камен
jeweler	златар
jewelry	накит
jib	jib
jiff	NO TRANSLATION
jiffy	jiffy
jig	jig
jiggle	джигли
jigsaw	пила
jihad	џихад
jimmy	Џими
jingle	Џингл
jinx	jinx
jitters	бура
jittery	нервозно
jive	Џив
job	работа
jobinterview	NO TRANSLATION
jock	Џок
jockey	џокеј
jockstrap	jockstrap
jog	џогирање
jogger	jogger
john	Џон
join	се придружи
joined	се приклучи
joining	приклучување
joint	заеднички
jointly	заеднички
joke	шега
joker	џокер
joking	се шегувам
jolly	весела
jolt	веселба
jornada	NO TRANSLATION
jot	трошка
jour	NO TRANSLATION
journal	списание
journalism	новинарство
journalist	новинар
journalistic	новинарска
journey	патување
journeyman	патувач
joust	joust
jovial	весел
joy	радост
joyful	весела
joyous	весела
joyride	joyride
joys	радости
jubilant	весела
jubilee	јубилеј
judge	судија
judged	судија
judging	судејќи
judgment	судење
judgmental	пресуда
judicial	судски
judiciary	судството
judicious	разумно
judo	џудо
jug	бокал
juggle	жонглирам
juggler	жонглер
juggling	жонглирање
jugular	југуларен
juice	сок
juicer	соковник
juicy	сочни
juju	NO TRANSLATION
juke	juke
jukebox	џубокс
jumble	скокање
jumbled	се распарчи
jumbo	Џамбо
jump	скок
jump rope	јаже за скокање
jumper	скокач
jumpsuit	jumpsuit
jumpy	нервозен
junction	раскрсница
juncture	време
jungle	џунгла
junior	помлади
juniper	смрека
junk	ѓубре
junket	гајтан
junkie	џанки
junky	џанки
junkyard	отпад
junta	хунта
juridical	правен
jurisdiction	јурисдикција
jurisprudence	јуриспруденција
jurist	правник
juror	поротник
jury	порота
justice	правда
justifiable	оправдано
justification	оправдување
justify	оправда
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	јута
juvenile	малолетничка
juxtaposition	сосоппозиција
kaiser	kaiser
kale	кељ
kaleidoscope	калеидоскоп
kamikaze	камиказе
kangaroo	кенгур
kanji	kanji
kappa	kappa
kaput	NO TRANSLATION
karaoke	караоке
karate	карате
karma	карма
karmic	кармички
kayak	кајак
kazoo	казао
kebab	кебаб
keel	Јазик
keen	сакаат
keep	задржи
keeper	чувар
keeping	чување
keepsake	одмор
keg	кег
kelp	алги
ken	ken
kennel	одгледувачницата
kerchief	шамија
kern	kern
kernel	кернел
kerosene	керозин
ketchup	кечап
kettle	котел
key	клуч
keyboard	тастатура
keyed	етикетирани
keyhole	клучалката
keynote	воведниот
keypad	тастатура
keystone	клучен збор
keyword	клучен збор
khaki	каки
khan	хан
kibble	kibble
kick	удар
kickboxing	кикбоксинг
kicker	Кикер
kicking	удирање
kickoff	kickoff
kid	дете
kidder	дете
kidding	шегувам
kiddo	kiddo
kiddos	Кидос
kidnap	киднапирање
kidnapped	киднапиран
kidnapper	киднапер
kidnapping	киднапирање
kidney	бубрезите
kids	деца
kill	убиј
killer	убиец
killing	убиство
killjoy	killjoy
kiln	печка
kilo	NO TRANSLATION
kilogram	килограм
kilometer	километар
kilt	kilt
kimono	кимоно
kin	роднини
kind	вид
kindergarten	градинка
kindling	поттикнување
kindness	добрина
kindred	роднина
kinematics	кинематика
kinesiology	кинезиологија
kinetic	кинетички
king	цар
king snake	царска змија
kingdom	царство
kingpin	крап
kink	кинк
kinky	откачен
kinship	сродство
kiosk	киоск
kirk	кирк
kiss	бакнеж
kisser	цело време
kissy	бакнеж
kit	комплет
kitchen	кујна
kite	змеј
kitten	маче
kiwi	киви
klutz	klutz
knack	талент
knapsack	ранец
knead	мачкам
knee	колено
kneecap	kneecap
kneel	коленичи
kneeling	клекнат
knell	knell
knick	knick
knickers	knickers
knife	нож
knight	витез
knighthood	витег
knit	плете
knob	копчето
knock	тропај
knockoff	knockoff
knockout	нокаут
knoll	knoll
knot	јазол
knots	јазли
knotted	јазли
know	знаеш
knowing	знаејќи
knowingly	свесно
knowledge	знаење
knowledgeable	познавања
knuckle	зглоб
knucklehead	knucklehead
knuckles	зглобовите
koala	коала
kook	NO TRANSLATION
kooky	куки
kool-aid	Kool-помош
kos	kos
kosher	кошер
kraut	NO TRANSLATION
kris	Крис
kryptonite	криптонит
kudos	кудос
kumquat	kumquat
lab	лабораторија
label	етикета
labor	пороѓај
laboratory	лабораторија
labored	работел
laborer	работник
laboring	труење
laborious	макотрпна
labyrinth	лавиринт
lac	lac
lace	чипка
laceration	лацерација
lack	недостаток
lackey	лаки
lacking	недостасува
lackluster	безвреден
lacquer	лак
lacrosse	лакрос
lactose	лактоза
lad	момче
ladder	скала
laddie	Лади
laden	натоварен
lading	брод
ladle	ковчег
lady	дама
lady bug	NO TRANSLATION
ladybug	бубамара
ladylike	гаден
ladyship	ladyship
lag	заостануваат
lager	NO TRANSLATION
lagging	заостанува
lagoon	лагуна
lair	кошара
laity	лаици
lake	езеро
lama	NO TRANSLATION
lamb	јагнешко
lame	Хроничен
lament	жалење
lamenting	жалејќи се
lamina	ламина
laminated	ламинат
lamp	светилка
lamppost	бандера
lance	копје
lancer	lancer
land	земјиште
landed	слета
landfall	landfall
landfill	депонија
landing	слетување
landlady	газдарица
landlocked	без море
landlord	сопственикот
landmark	обележје
lands	земјиште
landscape	пејзаж
landscaping	уредување
landslide	лизгање на земјиштето
lane	лента
language	јазик
languid	апатичен
languish	скапвам
languishing	полнење
lanky	lanky
lantern	фенер
lap	круг
lapdog	lapdog
lapel	решетка
lapse	пропаѓаат
lapsed	бегство
laptop	лаптоп
larceny	краде
lard	маст
larder	пошта
large	големи
larger	поголем
largo	NO TRANSLATION
lark	шега
larva	ларва
laryngitis	ларингитис
larynx	ларинкс
lasagna	лазања
laser	ласер
lash	камшик
lass	лес
lasso	ласо
lastday	NO TRANSLATION
lasting	траен
lastminute	последната минута
latch	бравата
late	доцна
lateness	доцна
latent	латентен
lateral	странични
laterally	странично
latex	латекс
lathe	струг
lather	пена
latitude	ширина
latrine	тоалет
latrines	тоалети
latte	latte
lattice	решетка
laud	пофалба
laudable	пофален
laudation	пофалба
laudatory	лауративна
laugh	се смееш
laughable	смешен
laughing	се смее
laughingstock	NO TRANSLATION
laughs	се смее
laughter	смеа
launch	лансира
launcher	фрлач
launches	започна
launder	перење
laundering	перење
laundry	перење
laureate	лауреат
laurel	лаурел
laurels	ловорики
lava	лава
lavage	лаважа
lavatory	тоалетот
lavender	лаванда
lavish	раскошен
law	закон
lawful	законски
lawless	беззаконие
lawlessness	беззаконие
lawman	адвокат
lawn	тревник
lawnmower	Косилка за трева
lawsuit	тужба
lawyer	адвокат
lax	лабави
laxative	лаксатив
lay	лежеше
layaway	отпуштање
layer	Слој
layered	слоевит
layman	лаик
layout	распоред
layover	layover
laziness	мрзеливост
lazy	мрзливи
lazyday	NO TRANSLATION
lea	lea
lead	олово
leaded	олово
leader	лидер
leadership	лидерство
leading	водечки
leads	води
leaf	лист
leaflet	леток
leafy	лиснато
league	лигата
leak	излегуваат во јавноста
leakage	истекување
leaky	спукан
lean	се потпреме
leaned	се наведна
leaning	потпрена
leap	скок
learn	учат
learned	научив
learner	ученик
learning	учење
lease	закуп
leash	поводник
leather	кожа
leathery	кожа
leave	Остави
leavemealone	остави ме на мира
leaving	оставајќи
lecherous	бледо
lecture	предавање
lecturer	предавач
ledge	полицата
ledger	Леџер
lee	lee
leech	пијавица
leeches	пијавици
leer	NO TRANSLATION
leery	лери
lees	NO TRANSLATION
leeway	слобода
left	лево
leftout	NO TRANSLATION
leftover	остаток
leftovers	остатоци
lefty	Леви
leg	нога
legacy	наследство
legal	правен
legality	законитост
legalize	легализира
legalized	легализиран
legally	легално
legend	легенда
legendary	легендарниот
legibility	читливост
legible	читлив
legion	легија
legislate	законодавство
legislation	законодавство
legislative	законодавна
legislator	законодавец
legislature	законодавна власт
legit	legit
legitimacy	легитимитет
legitimate	легитимно
lego	лего
legs	нозе
legume	бобово
legwork	лепра
leisure	слободно време
leisurely	лежерно
lemma	лема
lemon	лимон
lemonade	лимонада
lend	позајми
lender	давателот
lending	кредитирање
length	должина
lengthen	продолжување
lengthened	продолжен
lengthening	продолжување
lengthwise	должина
lengthy	долги
leniency	попустливост
lenient	благи
lens	леќи
leopard	леопард
leotard	Леотар
leper	лепрозен
leprechaun	лепрачан
leprosy	лепра
lesbian	лезбејка
lesbianism	лезбејство
lesion	лезија
less	помалку
lessee	закупец
lessen	намалува
lessening	намалување
lesser	помалку
lesson	лекција
lessor	давателот
let	нека
lethal	смртоносна
lethargic	летаргичен
lethargy	летаргија
letter	писмо
lettered	писмо
letterhead	меморандум
lettering	писмо
letters	писма
lettuce	зелена салата
leukemia	леукемија
levee	насип
level	ниво
lever	лост
leverage	потпора
levitate	levitate
levy	цената
lewd	непријателство
lexicon	лексикон
ley	NO TRANSLATION
liabilities	обврски
liability	одговорност
liable	одговорен
liaison	врски
liar	лажго
libel	клевета
libelous	клеветнички
liberal	либерален
liberalism	либерализам
liberate	ослободи
liberated	ослободен
liberating	ослободување
liberation	ослободување
liberty	слобода
libido	либидо
librarian	библиотекар
library	библиотека
libretto	либрето
lice	вошки
license	лиценца
lichen	лишаи
lick	лижат
licorice	Тасев биле
lid	капак
lie	лага
liege	Лиеж
lien	залог
lieu	Љугу
lieutenant	поручник
life	живот
lifeblood	извор на енергија
lifeboat	чамец за спасување
lifeguard	спасител
lifeisgood	животот е добар
lifeless	безживотно
lifelike	реален
lifeline	спасување
lifelong	доживотно
lifer	lifer
lifesaver	lifesaver
lifestyle	начин на живот
lifesucks	животи
lifetime	живот
lift	лифт
lifted	крена
liftoff	полетува
ligament	лигамент
ligation	лигатура
ligature	лигатура
light	светлина
light year	светла година
lightbulb	сијалица
lighten	осветли
lightheaded	светлоглав
lighthouse	светилник
lighting	осветлување
lightness	леснотија
lightning	молња
lights	светла
lightweight	лесен
likable	допадлив
like	допаѓа
likelihood	веројатноста
likely	најверојатно
likeness	сличност
likewise	исто така
liking	вкус
lilac	јоргован
lily	Лили
limb	екстремитет
limber	лимбер
limbo	неизвесност
lime	вар
limelight	центарот на вниманието
limestone	варовник
limey	лимеј
limit	граница
limitation	ограничување
limited	ограничен
limitless	неограничени
limo	лимузина
limousine	лимузина
limp	лап
lin	Лин
line	линија
lineage	лоза
lineal	линеарен
linear	линеарен
linebacker	linebacker
lined	наредени
linen	лен
liner	лагер
lines	линии
lineup	постава
linger	се задржува
lingerie	долна облека
lingering	бавни
lingo	Lingo
lingual	јазична
linguini	linguini
linguist	лингвист
linguistic	лингвистички
linguistics	лингвистика
lining	поставата
link	врска
linoleum	линолеум
lint	lint
lion	Лав
lip	усна
liposuction	липосукција
lipstick	кармин
liquefaction	втечнување
liquefied	течен
liqueur	ликер
liquid	течност
liquidate	ликвидирај
liquidation	ликвидација
liquidator	ликвидатор
liquidity	ликвидност
liquor	алкохол
lira	NO TRANSLATION
lisp	lisp
list	листа
listen	слушај
listener	слушател
listenting	NO TRANSLATION
listing	листата
listless	бескрајни
listneing	NO TRANSLATION
litany	литанија
liter	литар
literacy	писменост
literal	буквално
literally	буквално
literary	литературен
literature	литература
lithe	литри
lithium	литиум
lithograph	литографија
lithography	литографија
lithology	литологија
lithosphere	литосфера
litigant	парничар
litigate	litigate
litigation	судски постапки
litigator	парница
litigious	парничен
litter	легло
little	малку
littlethings	мали нешта
littoral	литорално
liturgy	литургија
live	во живо
livelife	живеј го животот
livelihood	живот
lively	жив
liven	liven
liver	црниот дроб
livery	облека
livestock	добиток
livid	бледо
living	живеат
lizard	гуштер
llama	лама
lml	lml
load	оптоварување
loader	подигнувач
loaf	леб
loafer	лопатка
loam	јаглен
loan	заем
loath	омраза
loathe	лути
loathful	гневен
loathing	омраза
loathsome	омразен
lobby	лоби
lobbyist	лобист
lobe	лобус
lobotomy	лоботомија
lobster	јастог
local	локален
locale	locale
locality	локалитет
localization	локализација
localize	локализира
localized	локализиран
locate	лоцирајте
location	локација
locator	локатор
loch	loch
lock	заклучување
locker	шкафче
locket	мечка
locksmith	бравар
lockup	заклучи
loco	loco
locomotion	локомоција
locomotive	локомотива
locust	скакулците
lode	NO TRANSLATION
lodge	Ложа
lodger	подносител
lodging	сместување
loft	мансарда
lofty	возвишени
log	влези
logarithm	логаритам
logarithmic	логаритамски
logic	логика
logical	логично
logistics	логистика
logo	лого
logotype	логотип
loin	NO TRANSLATION
lollipop	шекерче
lone	осамен
loneliness	осаменост
lonely	осамен
loner	осаменик
lonesome	осамен
long	долго
longboat	longboat
longevity	долговечност
longing	копнеж
longitude	должина
longitudinal	надолжен
longitudinally	надолжно
longtime	долго време
loo	Loo
look	изгледа
looker	изгледа
lookout	внимавај
loom	разбој
looming	демне
loon	loon
loony	глупав
loop	јамка
loophole	дупка
loopy	скучна
loose	лабава
loosen	олабави
loosening	олабавување
loot	плен
lop	lop
lopsided	искривени
lord	Господарот
lords	господари
lordship	господа
lore	учење
lorry	камион
lose	изгуби
loser	губитник
losing	губење
loss	загуба
lost	изгубени
lot	многу
lotion	лосион
lots	многу
lottery	лотарија
lotto	лото
lotus	лотос
loud	гласно
loudly	гласно
loudmouth	loudmouth
loudness	гласност
loudspeaker	звучник
lounge	дневна
lounging	lounging
louse	вулкан
lousy	безволен
lovable	љубовен
love	љубов
loved	сакан
lovee	љубов
loveee	љубовница
loveless	без љубов
lovelife	NO TRANSLATION
loveliness	убавина
lovelovelove	NO TRANSLATION
lovely	прекрасна
lovemaking	водење љубов
lovemylife	NO TRANSLATION
lover	љубовник
lovesick	љубовник
lovethis	го сакам ова
loving	љубовен
lovinglife	љубовен живот
lovinlife	lovinlife
low	ниско
lowdown	ниско ниво
lower	пониско
lowering	спуштање
lowest	најниска
lowlands	низини
lowlife	низок живот
lowly	смирено
lox	lox
loyal	лојални
loyalty	лојалност
lsd	lsd
luau	luau
lube	лабава
lubricant	лубрикант
lubricate	подмачкајте
lubrication	подмачкување
lucid	луциден
luck	среќа
luckiest	најсреќен
lucky	среќа
luckygirl	luckygirl
lucrative	профитабилен
ludicrous	смешен
lug	lug
luggage	багаж
lukewarm	млака
lull	затишје
lullaby	приспивна песна
lumbar	лумбален
lumber	граѓа
lumbering	дремка
lumberjack	дрвосечач
luminescent	луминисцентно
luminous	прозрачна
lump	грутка
lumpy	трнлив
lunacy	лудило
lunar	лунарен
lunatic	лудак
lunch	ручек
lunchbox	кутија за ужина
luncheon	ручек
lunchtime	време за ручек
lung	белите дробови
lunge	скок
lungs	белите дробови
lurch	цедило
lure	наведуваш
lurid	луд
lurk	демне
lurking	демнат
luscious	претрупан
lush	бујна
lust	страст
luster	сјај
lustful	похотливо
lustrous	сјајни
lusty	похрабри
lute	лејта
luxuriant	реткост
luxurious	луксузен
luxury	луксуз
lycra	ликра
lye	lye
lying	лажење
lymph	лимфа
lymphatic	лимфниот
lymphoma	лимфом
lynch	Линч
lynching	линч
lynx	рис
lyre	лира
lyric	лирски
lyrical	лирски
lyrics	стихови
macadamia	макадамија
macarena	макарена
macaroni	макарони
mace	жезло
mach	mach
machete	мачете
machine	машина
machinery	машини
machinist	машинист
macho	мачо
mackerel	скуша
macro	макро
mad	луд
madam	госпоѓо
madame	мадам
madden	луд
madder	Мадер
mademoiselle	NO TRANSLATION
mademyday	ми го направи денот
madhouse	лудило
madman	лудак
madness	лудило
maestro	маестро
mafia	мафија
magazine	списание
mage	mage
magenta	магента
maggot	магнет
magic	магија
magical	магично
magician	волшебник
magistrate	судија
magma	магма
magna	magna
magnate	магнат
magnesium	магнезиум
magnet	магнет
magnetic	магнетна
magnetism	магнетизам
magnetite	магнетит
magnification	зголемување
magnificence	величественост
magnificent	прекрасен
magnifier	зголемувач
magnify	Зголеми
magnifying	зголемува
magnitude	големина
magnolia	магнолија
magpie	спринтер
mahi mahi	NO TRANSLATION
mahjong	човеч
mahogany	махагони
maid	слугинката
maiden	девица
mail	mail
mailbox	сандаче
mailing	мејлинг
mailman	поштар
maim	NO TRANSLATION
main	главна
mainframe	супер
mainland	копното
mainstay	потпора
mainstream	мејнстрим
maintain	одржување
maintenance	одржување
majestic	величествен
majesty	величие
major	големи
majority	мнозинство
make	направи
makeover	преуредување
maker	производител
makeshift	импровизирани
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	Шминка
makingdisciples	NO TRANSLATION
malady	болест
