Word	sd
irritation	جلدي
island	ٻيٽ
isle	آهي
islet	ٻيٽ
isolate	الڳ الڳ
isolated	الڳ الڳ
isolation	اڪثريت
isomorphism	ائڊووم
isothermal	آئيوتيململ
isotope	آئوٽپيپ
issue	مسئلو
itch	انڪش
itching	کڙڪڻ
itchy	چرچ
item	شيء
itemize	شيء ڏيو
items	شيون
iterate	آثار
iteration	جزا
iterative	جڙيل
itinerant	اسرائيليٽ
itinerary	رستو
ivory	ٿلهو
jab	جاب
jabber	جابر
jack	جيو
jackal	جمال
jackass	ڳاڙهو
jacket	جيڪٽ
jackhammer	ٻرندڙ
jackpot	ڪوڙا
jackrabbit	ٻرڙو
jacks	جيڪ
jade	جيڊ
jaded	جهاز
jag	NO TRANSLATION
jagged	وڪيل
jaguar	جگرا
jail	جيل
jailbird	جيل بيڊ
jailbreak	جيل
jailer	جيليندڙ
jailhouse	جيل
jalopy	جولوپي
jam	جام
jamboree	جومبو
jammed	جام
jammer	جمر
janitor	ميٽرڪ
janitorial	جانورن جو
japan	جاپان
jar	jar
jargon	ججن
jarhead	jarhead
jarring	وڪيل
jasmine	جوسمين
jasper	جيسين
jaundice	ٻڏڻ
jaunt	چاچي
java	جيا
javelin	javelin
jaw	جتن
jawbone	جيون
jaws	ڪوڙا
jay	جيء
jazz	جاز
jazzy	jazzy
jealous	حسد
jealousy	حسد آهي
jean	جيان
jeans	جينس
jeep	جيپ
jeering	جيت
jelly	جلي
jellybean	جليبي
jellyfish	جليفش
jenny	جين
jeopardize	خطرناڪ
jeopardy	خطرناڪ
jerk	مرض
jerks	جڪڙا
jerky	جزياتي
jersey	جرسي
jest	NO TRANSLATION
jester	جستر
jesus	عيسي
jet	جهاز
jetty	ننڍڙو
jewel	ڳهه
jeweler	ڀريل
jewelry	زيور
jib	جبي
jiff	NO TRANSLATION
jiffy	ڦٽي
jig	jig
jiggle	ٽڪرا
jigsaw	jigsaw
jihad	جهاد
jimmy	jimmy
jingle	ٽڪرا
jinx	jinx
jitters	جتن
jittery	ڦٽي
jive	جويو
job	نوڪري
jobinterview	NO TRANSLATION
jock	جوڪ
jockey	جوکي
jockstrap	جوڪ اسٽيٽ
jog	جوڙو
jogger	جوگر
john	جاني
join	شامل ٿيو
joined	ٻيلي
joining	شامل ٿيڻ
joint	گڏيل
jointly	گڏيل طور تي
joke	مذاق
joker	ڪوبہ
joking	مذاق
jolly	اھو آھي
jolt	وڪڻي
jornada	NO TRANSLATION
jot	ڪري ڇڏيو
jour	NO TRANSLATION
journal	جرنل
journalism	صحافت
journalist	صحافين
journalistic	صحافت
journey	سفر
journeyman	مسافر
joust	وڪرو
jovial	جوش
joy	خوشي
joyful	خوشيء سان
joyous	خوشيء سان
joyride	خوشخبري
joys	خوشي
jubilant	جناب
jubilee	جوبلي
judge	جج
judged	انصاف ڪيو
judging	فيصلو
judgment	فيصلو
judgmental	فيصلو
judicial	عدليه
judiciary	عدليه
judicious	محتاج
judo	جودو
jug	جوڳي
juggle	juggle
juggler	جادوگر
juggling	جدوجهد
jugular	جاگيردار
juice	جوس
juicer	رسائيندڙ
juicy	رسائي
juju	NO TRANSLATION
juke	ايڪو
jukebox	jukebox
jumble	ڇڪيل
jumbled	ٿلهو
jumbo	جمبو
jump	ٽپو
jump rope	رسي ٽپ
jumper	جمپر
jumpsuit	جمپريٽ
jumpy	ٽپو
junction	ڪوشن
juncture	جوڳي
jungle	جنگل
junior	جونيئر
juniper	جنير
junk	جتن
junket	جنٽ
junkie	ڪشتي
junky	جوني
junkyard	جونيئرڪار
junta	ڪوٽا
juridical	جمالياتي
jurisdiction	حقائق
jurisprudence	فقہ
jurist	وڪيل
juror	وڪيل
jury	جووري
justice	انصاف
justifiable	حقائق آهي
justification	دليل
justify	ثابت ٿيو
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	جوش
juvenile	ٻارڙا
juxtaposition	جاگيرداري
kaiser	kaiser
kale	ڪٿا
kaleidoscope	ڪلليڊڪوپ
kamikaze	ڪانڪز
kangaroo	ڪانگارو
kanji	ڪانجي
kappa	ڪيپي
kaput	NO TRANSLATION
karaoke	ڪاروڪ
karate	ڪارٽ
karma	ڪرما
karmic	ڪاروڪ
kayak	ڪيڪ
kazoo	ڪجو
kebab	ڪاباب
keel	ڇوڪري
keen	ڳولڻ
keep	رکو
keeper	هائو
keeping	رکو
keepsake	هڻڻ
keg	ڇوڪرو
kelp	ڪول
ken	ڪين
kennel	ڪيٽل
kerchief	ڪيڏي
kern	ڪون
kernel	ڪٿا
kerosene	ريزيڪل
ketchup	ڪيٽپ
kettle	ڪيٿل
key	اهم
keyboard	ڪيبورڊ
keyed	چاڙهيو
keyhole	چڪر
keynote	بيان ٿيل
keypad	ڪيپي
keystone	سيريز
keyword	لفظ
khaki	khaki
khan	ڪڇ
kibble	ننڍڙو
kick	کک
kickboxing	ڪيڪ بوڪسنگ
kicker	کڪيندڙ
kicking	ڪري رهيو آهي
kickoff	شروع ڪريو
kid	همت
kidder	همت
kidding	مذاق
kiddo	ڪدو
kiddos	ڪدوس
kidnap	اغوا
kidnapped	اغوا ڪيو ويو
kidnapper	اغوا ڪندڙ
kidnapping	اغوا
kidney	همت
kids	ٻارڙا
kill	ماريندو
killer	قاتل
killing	قتل ڪيو
killjoy	ڪڻڪ
kiln	ٽڪن
kilo	NO TRANSLATION
kilogram	ڪلوگرام
kilometer	ڪلوميٽر
kilt	ڪٽي
kimono	ڪيمبو
kin	ڇوٽ
kind	قسم
kindergarten	ڪنڊر گارٽن
kindling	ڪوڙي
kindness	احسان
kindred	مهربان
kinematics	ڪئنماٽيڪٽس
kinesiology	اڳڀياس
kinetic	مزاحمت
king	بادشاھ
king snake	بادشاھ سانپ
kingdom	بادشاهن
kingpin	شهزادو
kink	ڪڪڙ
kinky	ڪني
kinship	خوش نصيب
kiosk	kiosk
kirk	ريڪ
kiss	چمي
kisser	چمڪندڙ
kissy	چمي
kit	کٽ
kitchen	کاڌو
kite	لغڙ
kitten	ڪٽين
kiwi	نيوي
klutz	ڪلٽز
knack	نڪو
knapsack	ڪوڪ
knead	گوڏن جو
knee	گھڙڻ
kneecap	گوڏن جو
kneel	گوڏن
kneeling	گوڏن ڀر
knell	ڏاڪڻ
knick	چاڙهيو
knickers	ڪوڙا
knife	چاقو
knight	ناراض
knighthood	ڇانو
knit	آڻڻ
knob	گوب
knock	کڙڪائڻ
knockoff	ٺٽو
knockout	ختم ڪرڻ
knoll	ڳچ
knot	ڳاڙهو
knots	ڪنڌ
knotted	ڦاٽل
know	ڄاڻو
knowing	ڄاڻڻ
knowingly	واقف آهي
knowledge	ڄاڻ
knowledgeable	ڄاڻ
knuckle	ڪوڪ
knucklehead	ڏاڪڻ
knuckles	ڪوڙا
koala	ڪوالا
kook	NO TRANSLATION
kooky	چوڪ
kool-aid	ڪول امداد
kos	kos
kosher	کير وارو
kraut	NO TRANSLATION
kris	kris
kryptonite	ڪيريپيٽائٽ
kudos	kudos
kumquat	ڪومڪات
lab	lab
label	ليبل
labor	محنت
laboratory	ليبارٽري
labored	محنت ڪئي
laborer	مزدور
laboring	محنت
laborious	محنت
labyrinth	ڳولا
lac	lac
lace	ليس
laceration	زخم
lack	هجڻ جي آهي
lackey	ڪمزور
lacking	ڪوٺيو ويندو آهي
lackluster	ڪمزور
lacquer	لاکو
lacrosse	لکن
lactose	معالج
lad	ڇوڪريون
ladder	ڏاڪڻ
laddie	laddie
laden	ڀريل
lading	ٺهيل
ladle	ٿڪل
lady	ليڊي
lady bug	NO TRANSLATION
ladybug	ٿلهو
ladylike	چمڪندڙ
ladyship	ڇوڪريون
lag	ڪريل
lager	NO TRANSLATION
lagging	لڌل
lagoon	لغاري
lair	مٽي
laity	شهرت
lake	ڍنڍ
lama	NO TRANSLATION
lamb	فيما
lame	ڪريم
lament	مذاق
lamenting	ويندڙ
lamina	لامنا
laminated	زهر
lamp	ڏيئو
lamppost	ممڪن آهي
lance	شعر
lancer	لانسر
land	زمين
landed	مهانگو
landfall	زمينداري
landfill	زميني ٻوڙا
landing	لڌل
landlady	زمينداري
landlocked	جھنڊو
landlord	زمينداري
landmark	نشان
lands	زمينون
landscape	منظوري واريون
landscaping	جهنگلي
landslide	زمينداري
lane	ڦرندو
language	ٻولي
languid	بيشمار
languish	سمجهه ۾ اچي ٿو
languishing	ويٺو آهي
lanky	پاتي
lantern	مڪان
lap	گود
lapdog	lapdog
lapel	ڍڪ
lapse	بٽڻ
lapsed	ڳاڙهو
laptop	ليپ ٽاپ
larceny	لالچ
lard	غريب
larder	غريب
large	وڏو
larger	وڏو
largo	NO TRANSLATION
lark	لاڙڪاڻو
larva	الارو
laryngitis	ڪشن
larynx	larynx
lasagna	لسانگا
laser	ليزر
lash	ڍڪڻ
lass	قطعي
lasso	لسان
lastday	NO TRANSLATION
lasting	آخري
lastminute	آخري منٽ
latch	ليچ
late	دير سان
lateness	ويڪرائي
latent	ويڪرائي
lateral	ورهاڱي
laterally	ساڳئي طرح
latex	شهيدڪس
lathe	ڳاڙهو
lather	بلڪه
latitude	طول و عرض
latrine	لاطيني
latrines	ويڪرائيز
latte	لاطيني
lattice	لاڏاڻو
laud	حوض
laudable	قابل ذڪر آهي
laudation	احترام
laudatory	تعاقب
laugh	کلڻ
laughable	کلڻ
laughing	کلڻ
laughingstock	NO TRANSLATION
laughs	کلڻ
laughter	مهنجو
launch	لانچ
launcher	لانچر
launches	لانچ
launder	لانڌا
laundering	لانڌنگ
laundry	ڌوٻي
laureate	اعزاز
laurel	لانورل
laurels	گهرو
lava	lava
lavage	ڪوريج
lavatory	سازش
lavender	لوهيندڙ
lavish	سست
law	قانون
lawful	حلال
lawless	غير قانوني
lawlessness	بيقانونيت
lawman	قانوناڻي
lawn	لأن
lawnmower	لانجو
lawsuit	مقدمو
lawyer	وڪيل
lax	ليڪس
laxative	لاجائز
lay	رکيو
layaway	پري
layer	پرت
layered	پرتگالي
layman	ٿانو
layout	ترتيب
layover	اجايو
laziness	سستگي
lazy	سست
lazyday	NO TRANSLATION
lea	lea
lead	ڏس
leaded	ڏسجي وئي
leader	aggwan
leadership	قيادت
leading	ڇوڙيندڙ
leads	ٿي رهيو آهي
leaf	پتي
leaflet	leaflet
leafy	ٿورڙو
league	ليگ
leak	ليکڪ
leakage	ليکڪ
leaky	ليکڪ
lean	ٽيڪس
leaned	هلي سگھي ٿو
leaning	ويندڙ
leap	ڍڪ
learn	سکيو
learned	سکيو
learner	سکندڙ
learning	سکيا
lease	ليز
leash	ڍڪڻ
leather	چمڙو
leathery	چمڙي
leave	ڇڏ
leavemealone	مونکي اڪيلو ڇڏي ڏيو
leaving	ڇڏڻ
lecherous	فلاڻو
lecture	ليڪچر
lecturer	ليڪچر
ledge	جهيڙي
ledger	قيادت
lee	ٽيڪ
leech	ليکڪ
leeches	ليڪون
leer	NO TRANSLATION
leery	چالو
lees	NO TRANSLATION
leeway	حصو
left	کاٻو
leftout	NO TRANSLATION
leftover	ليفٽيننٽ
leftovers	ڇڏي ڏيڻ
lefty	کاٻي ڌر
leg	ٽنگ
legacy	ويچاري
legal	قانوني
legality	قانوني
legalize	قانوني طور تي
legalized	قانوني طور تي
legally	قانوني طور تي
legend	ڏند ڪٿا
legendary	افسانوي
legibility	جائزگي
legible	جائز آهي
legion	شعر
legislate	قانون سازي
legislation	قانون سازي
legislative	قانون ساز
legislator	قانون ساز
legislature	قانون ساز
legit	جائز آهي
legitimacy	قانوني طور تي
legitimate	جائز آهي
lego	پيئي
legs	ڪپڙو
legume	ٿلهو
legwork	ڪاغذ
leisure	فرصت
leisurely	آرام سان
lemma	ليمه
lemon	ليم
lemonade	ڪشادو
lend	قرض ڏيو
lender	قرض ڏيڻ وارو
lending	قرض ڏيڻ
length	ڊيگهه
lengthen	ڊگھو
lengthened	ڊگهي ويو
lengthening	ڊگهو
lengthwise	ڊگھي وقت
lengthy	ڊگهو
leniency	تڪليف
lenient	زينت
lens	لينس
leopard	ڪوڙا
leotard	ليٽڪار
leper	ليپر
leprechaun	leprechaun
leprosy	ايسوسيئيشن
lesbian	ڇوٽڪارو
lesbianism	پسنديو
lesion	زخم
less	گھٽ
lessee	ٿورڙو
lessen	گهٽ ۾ گهٽ
lessening	گهٽائڻ
lesser	گھٽ
lesson	سبق
lessor	ڪمائڻ
let	اچو
lethal	ڏند
lethargic	ڏات
lethargy	ڏنڊ
letter	خط
lettered	خط ڪيل
letterhead	خطوڪي
lettering	خط
letters	خط
lettuce	ليٽ
leukemia	لڪيميا
levee	ليٽ
level	سطح
lever	ليور
leverage	آئوٽ
levitate	ڦوڪيو
levy	لي
lewd	اڀري
lexicon	ٽڪسڪس
ley	NO TRANSLATION
liabilities	ذميواريون
liability	ذميواري
liable	ذميوار
liaison	لاڳاپو
liar	جهان
libel	ليبل
libelous	آزمائش
liberal	لبرل
liberalism	لبرلزم
liberate	آزاد
liberated	آزاد ٿيو
liberating	آزاد آهي
liberation	آزادي
liberty	آزادي
libido	لبيا
librarian	لائبريري
library	لائبريري
libretto	آزمائش
lice	جوس
license	لائسنس
lichen	لکين ٿو
lick	چٽيو
licorice	لائسنس
lid	ڪٽيو
lie	ڪوڙ ڳالهايو
liege	ڪوڙج
lien	ڪوٺيو
lieu	ڪوڙ
lieutenant	غلط آهي
life	زندگي
lifeblood	حياتيون
lifeboat	زندگي جو حصو
lifeguard	زندگي گذارڻ
lifeisgood	زندگي سٺي آهي
lifeless	ڄاڻي ٿو
lifelike	ڄاڻي ٿو
lifeline	زندگي واريون
lifelong	زندگي گذارڻ
lifer	جيئرو
lifesaver	حياتيء جو
lifestyle	زندگي
lifesucks	ڄاڻي ٿو
lifetime	زندگي گذارڻ
lift	کڻڻ
lifted	پڪاريو
liftoff	حياتيون
ligament	ويران
ligation	ligation
ligature	گنجائش
light	نور
light year	هلڪو سال
lightbulb	بلب ٻاريو
lighten	روشني
lightheaded	هلڪو
lighthouse	ٻرندڙ
lighting	نظم
lightness	روشني
lightning	وڄندڙ
lights	روشني
lightweight	ٿلهي
likable	مناسب
like	وانگر
likelihood	معيشت
likely	ممڪن آهي
likeness	مثال
likewise	اھڙي طرح
liking	پسند
lilac	ڍڪيل
lily	ليلي
limb	تخت
limber	ٺهيل
limbo	لامبو
lime	ماني
limelight	لفافي
limestone	چن جو پٿر
limey	رومي
limit	حد تائين
limitation	حد
limited	محدود
limitless	حد تائين
limo	لمو
limousine	لڪوزيم
limp	لپي
lin	لن
line	لڪير
lineage	نسخ
lineal	لائني
linear	قطار
linebacker	لڪيريندڙ
lined	ٺهيل
linen	ڪڙيون
liner	ليٽر
lines	سٽون
lineup	قطار ٺاهيو
linger	آنگر
lingerie	ڇوڪريون
lingering	مشڪل
lingo	ڪانو
lingual	زنده
linguini	لسانيات
linguist	لسانيات
linguistic	ٻولي
linguistics	لسانيات
lining	استحڪام
link	لنڪ
linoleum	ليونٽيم
lint	لکت
lion	شعر
lip	چپس
liposuction	liposuction
lipstick	ليٽسٽ
liquefaction	ڌوڪو
liquefied	ٺهيل
liqueur	ڇڏيان ٿو
liquid	مائع
liquidate	ٻيڙيون
liquidation	چڪاس
liquidator	ڌوئيندڙ
liquidity	لياقت
liquor	شراب
lira	NO TRANSLATION
lisp	lisp
list	فهرست
listen	ٻڌو
listener	ٻڌندڙن
listenting	NO TRANSLATION
listing	لسٽ
listless	بي ترتيب
listneing	NO TRANSLATION
litany	litany
liter	لي
literacy	خواندگي
literal	لفظي
literally	لفظي طور تي
literary	ادبي
literature	ادب
lithe	متان
lithium	ليتيم
lithograph	لٿراگراف
lithography	جيون
lithology	حياتيات
lithosphere	ويڪرائي
litigant	متضاد
litigate	لکت
litigation	مقدمو
litigator	استقبال
litigious	متضاد
litter	ڦٽي
little	ننڍڙو
littlethings	ننڍيون شيون
littoral	ناڻو
liturgy	liturgy
live	رهن ٿا
livelife	زندگي جيئڻ
livelihood	معيشت
lively	خوش آمديد
liven	وجهه
liver	جگر
livery	ذميواري
livestock	جانور
livid	لاڙيندڙ
living	جيئرو
lizard	ڪبوتر
llama	لاکا
lml	ايل ايل
load	لوڊ
loader	لوڊ
loaf	loaf
loafer	شاھوڪار
loam	ماني
loan	قرض
loath	loath
loathe	مان سمجهان ٿو
loathful	نڀاڳو
loathing	ويٺو
loathsome	ٿانو
lobby	مشغول
lobbyist	سينگاريو
lobe	لوڏو
lobotomy	مڪانيات
lobster	قابليت
local	مقامي
locale	مقامي
locality	جڳهه
localization	مقامي جوڙجڪ
localize	مقامي بڻائڻ
localized	مقامي
locate	ڳولي ڪريو
location	جڳهه
locator	جڳھيندڙ
loch	لوچ
lock	تالو
locker	لنگر
locket	ليکي
locksmith	لنگر
lockup	تالو هڻينس
loco	لويو
locomotion	جڳهه
locomotive	لووموموٽ
locust	جڳهه
lode	NO TRANSLATION
lodge	لاج
lodger	قيدي
lodging	رهائش
loft	مان
lofty	چوان ٿو
log	لاگ ان
logarithm	منطق
logarithmic	تخليق
logic	منطق
logical	منطقي
logistics	ريجيج
logo	لوگو
logotype	لاگ ٽائپ ڪريو
loin	NO TRANSLATION
lollipop	ڦلپوٽو
lone	اڪيلو
loneliness	ڄاڻي واڻي
lonely	اڪيلو
loner	قيصر
lonesome	ٿانو
long	ڊگهو
longboat	ڊگهو بوٽ
longevity	وڏي عمر
longing	ٿڌڻ
longitude	گدائي
longitudinal	ڊگهو آهي
longitudinally	وڏي عرصي کان
longtime	وڏو وقت
loo	لو
look	ڏس
looker	نظرثاني ڪندڙ
lookout	ڏسو
loom	ماني
looming	ماڙھو
loon	شعر
loony	اڪيلو
loop	لوپ
loophole	ڦوڪيل
loopy	ڪري رهيو آهي
loose	لوڻ
loosen	وسايو
loosening	ڦيرايو
loot	ڦٽ
lop	ٻيٽ
lopsided	معطل
lord	رب
lords	اڪيلو
lordship	خدا جي رضا
lore	زخم
lorry	لياري
lose	وڃايو
loser	ضايع
losing	وڃائڻ
loss	نقصان
lost	ڪٽيو
lot	تمام گھڻو
lotion	لوشن
lots	تمام گهڻو
lottery	لوئر
lotto	لوٽٽا
lotus	لوز
loud	بلند آواز
loudly	زور سان
loudmouth	بلند آواز
loudness	زور
loudspeaker	لوف اسپيڪر
lounge	ميونسپل
lounging	ويندڙ
louse	خوشبو
lousy	ڦاسي
lovable	پيارو
love	پيار
loved	پياريو
lovee	پياريو
loveee	پياريو
loveless	بيزار
lovelife	NO TRANSLATION
loveliness	پياروڪار
lovelovelove	NO TRANSLATION
lovely	پيارو
lovemaking	پيار ڪرڻ
lovemylife	NO TRANSLATION
lover	عاشق
lovesick	پياروڪار
lovethis	پياريندڙ
loving	پيار ڪندڙ
lovinglife	پياري زندگي آهي
lovinlife	سٺي زندگي آهي
low	گهٽ
lowdown	گهٽ ڊائونلوڊ
lower	هيٺيون
lowering	هيٺيون
lowest	گھٽ
lowlands	گھٽايل
lowlife	گهٽ زندگي
lowly	گهٽ
lox	ڍڪ
loyal	وفادار
loyalty	وفاداري
lsd	lsd
luau	luau
lube	مچائي
lubricant	مزيدار
lubricate	تجزيو ڪيو
lubrication	گڻ
lucid	ڪٽيو
luck	قسمت
luckiest	تڪڙو
lucky	خوش قسمت آهي
luckygirl	خوش قسمت ڇوڪري
lucrative	خوش قسمت آهي
ludicrous	غدار
lug	لنگهه
luggage	سامان
lukewarm	غوث
lull	چپ
lullaby	پيشاب
lumbar	ڍنڍ
lumber	پنڌ
lumbering	ڇڪڻ
lumberjack	لمبرج
luminescent	ليمينٽس
luminous	چمڪندڙ
lump	ڦل
lumpy	ڪوبہ
lunacy	خوشگوار
lunar	قمري
lunatic	شعر
lunch	منجھند جو
lunchbox	لنچ باڪس
luncheon	قوتون
lunchtime	منجھند جو وقت
lung	ڦڦڙن
lunge	لنگهه
lungs	ڦڦڙن
lurch	لڪي
lure	لالچ
lurid	لالچ
lurk	ليڪ
lurking	ڇڏي ٿو
luscious	باهمي
lush	سرسبز
lust	مورڳو
luster	ٺڪرايو
lustful	ڏاڍو خوش ٿيو
lustrous	لاچار
lusty	گهاٽي
lute	لالچ
luxuriant	آڌار
luxurious	آساني
luxury	عيش
lycra	ايلچرا
lye	lye
lying	ڪوڙ
lymph	لفف
lymphatic	لففيڪٽ
lymphoma	لففاما
lynch	لين
lynching	لڱڻ
lynx	لنڪس
lyre	هيٺيون
lyric	لاکي
lyrical	جراحي
lyrics	غزل
macadamia	ماکيءامي
macarena	اڪري
macaroni	ناليواري
mace	مينهن
mach	مشين
machete	machete
machine	مشين
machinery	مشينري
machinist	مشين
macho	مشڪو
mackerel	ميٽريل
macro	ميڪو
mad	چريو
madam	چريو
madame	چريو
madden	madden
madder	چريو
mademoiselle	NO TRANSLATION
mademyday	چريو
madhouse	چريو
madman	چريو
madness	چريو
maestro	مڪڙ
mafia	مافيا
magazine	ميگزين
mage	نيل
magenta	مگسي
maggot	جادوگر
magic	جادو
magical	جادوگر
magician	جادوگر
magistrate	مئجسٽريٽ
magma	مئگما
magna	Magna
magnate	مگن
magnesium	ميگنيشيم
magnet	مقناطيس
magnetic	مقناطيسي
magnetism	مقناطيس
magnetite	مقناطيس
magnification	عظمت
magnificence	شاندار آهي
magnificent	شاندار آهي
magnifier	مکيه ڪارڪردگي
magnify	منهن ڏيڻ
magnifying	مگن
magnitude	ڪثرت
magnolia	ميگوليا
magpie	جادوگر
mahi mahi	NO TRANSLATION
mahjong	مهجونگ
mahogany	مهاگني
maid	نوڪري
maiden	نوڪري
mail	ٽپال
mailbox	ٽپال
mailing	ٽپال
mailman	ميلان
maim	NO TRANSLATION
main	مکيه
mainframe	مکيه فريم
mainland	مکيه ملڪ
mainstay	مکيه
mainstream	مکيه وهڪرو
maintain	برقرار رک
maintenance	سار سنڀال
majestic	وڏو
majesty	ايماندار
major	وڏي
majority	اڪثريت
make	ٺاهيو
makeover	تبديلي
maker	ساز
makeshift	ڦاٽندو
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	ٺاهڻ
makingdisciples	NO TRANSLATION
malady	مالدي
malaise	خوشبو
malaria	مليريا
malarkey	مليرڪي
male	نر
malevolent	ناپسنديده
malfeasance	غلط آهي
malformation	ڀلائي
malfunction	گهٻرائڻ
malice	NO TRANSLATION
malicious	گندو
malign	گهربل
malignancy	بدانتظامي
malignant	بدنام
maligned	نامزد ٿيل
mall	مال
malleable	گهميل
mallet	نرالي
malnutrition	زنده
malpractice	بگڙيل
malt	مالٽ
mama	ماما
mambo	mambo
mamma	NO TRANSLATION
mammal	مهر
mammoth	اھو آھي
mammy	مامي
man	انسان
manage	منظم ڪريو
manageable	منظم
management	انتظام
manager	مينيجر
managerial	مئنيجر
mandamus	مينڊيامس
mandarin	مٽيارين
mandate	مينڊيٽ
mandatory	لازمي
mandible	معقول آهي
mandolin	مينولين
mandrel	مينل
mane	NO TRANSLATION
maneuver	قيصر
maneuvering	ماڻهون
mange	NO TRANSLATION
manger	خطرو
mangle	ڄاڻي ٿو
mango	منڊي
mangosteen	ڄمڻ
mangy	منڊي
manhole	منڊو
manhood	جوانيء جو
manhunt	منٿ
mania	ماڻهو
maniac	ماڻهون
maniacal	مئلينئل
manic	ماڻهون
manicure	ناني
manicurist	ماڻهون
manifest	ظاهر
manifestation	ظاهر
manifested	ظاهر ٿيو
manifestly	ظاهر ڪر
manifesto	منشور
manifold	ننڍڙو
manipulate	هٿيار
manipulation	هٿ ڪرڻ
manipulative	هٿيار
mankind	ماڻهو
manly	ماڻهون
manna	منهن
manned	دوستي
mannequin	منڍو
manner	طريقو
mannered	مصلحت
manners	ماڻهون
manor	ميئر
manpower	بااختيار
mansion	حوريه
mansions	حيوانات
manslaughter	مئل
mantel	مينھن
mantis	مينھون
mantle	مذاق
mantra	منتر
manual	دستياب
manufacture	پيداوار
manufacturer	ڪاروبار
manufacturing	پيداوار
manure	مال
manuscript	رعايت
map	نقشو
maple	ميپل
mar	مري
marathon	مارٿون
marble	سنگ مرمر
marbled	ماريو ويو
marbles	ماربل
march	مارچ
mare	NO TRANSLATION
margarine	margarine
margarita	margarita
margin	حاڪمن
marginal	ذريعو
mariachi	مارياچي
marijuana	ماريجو
marinara	ماريار
marine	سامونڊي
mariner	اچار
marital	شادي وارو
maritime	سامونڊي
mark	نشان
marked	نشان لڳل
marker	مارڪر
market	بازار
marketable	بازاربل آهي
marketing	مارڪيٽنگ
marketplace	مارڪيٽ
marks	نشان
marksman	نشان
marksmanship	نشان
marl	مارشل
marmalade	مرجان
maroon	مرون
marooned	ڄمايو
marquee	مرضي
marquis	مارڪو
marred	مزيدار
marriage	شادي
married	شادي
marrow	ميرو
marry	شادي
marsh	هوش
marshal	ڪمال
marshmallow	مارشلڊو
mart	مارشل
martial	مارشل
martingale	مارشلنگ
martini	مارڪي
martyr	شهيد
martyrdom	شهادت
marvel	عجيب
marvellous	عجيب
marvelous	عجيب
marvelously	عجب سان
marzipan	NO TRANSLATION
mascara	ماسڪر
mascot	مذڪر
masculine	مذڪر
masculinity	مذڪر
mash	مش
mashed	مڇي
mask	ماسڪ
masked	نقشو
masks	ماسڪ
masochism	ماسڪوزم
masochist	ماسڪوسٽ
mason	ميس
masquerade	زبردست
mass	ڪاميٽي
massacre	قتل عام
massage	مساج
masses	عوام
masseur	ڪاميٽي
masseuse	قتل عام
massive	تمام وڏا
mast	ماس
master	ماسٽر
masterful	محتاج آهي
mastermind	ماسٽرمند
masterpiece	هڪڙي نموني
mastery	حاصل آهي
masturbate	مشت زنی
masturbation	مشت زنی
mat	چٽيو
matador	ميڊيڪر
match	ميچ
matchbook	ميچ بڪ
matching	ملندڙ
matchmaker	ميچ
mate	مطلب
material	مواد
materialism	مواد
materialist	مصلحت
materialistic	مادي
materiality	مادي
materialize	مصلحت
materially	مادي طور تي
materials	مواد
materiel	منٽرل
maternal	مادري
maternity	زچگي
math	رياضي
mathematical	رياضياتي
mathematician	رياضياتي
mathematics	رياضيات
matinee	ملائي
mating	ملائڻ
matriculation	ملندڙ
matrimony	فطرت
matrix	ميٽرڪس
matron	ميوا
matted	ٻڏل
matter	معاملو
matting	چندو
mattress	گدو
maturation	چڪر
mature	پختو
maturity	پختگي
maudlin	مانيون
mausoleum	مزار
mauve	مائو
maverick	موجودي
maxim	وڌو
maximize	وڌايو
maximum	وڌو
may	مئي
mayday	آچر
mayflower	واه
mayhem	طاري ٿي
mayonnaise	ميزيوز
mayor	ميئر
maze	مزي
mead	گوشت
meadow	گرايو
meager	مونجهارو
meal	کاڌو
mean	مطلب
meander	مونٽر
meandering	مونجهاري
meanie	يونٽ
meaning	مطلب
meaningful	معني ۾
meaningless	بي معني
meanness	ميان
means	مطلب
meantime	ساڳئي وقت
measles	ماپ
measurable	پيچيده
measure	ماپ
measured	ماپي
measurement	ماپ
measuring	ماپ
measuring cup	ماپڻ پيالو
measuring tape	ماپڻ واري ٽيپ
meat	گوشت
meatball	گوشت جو
meathead	گوشت جو گوشت
meatloaf	گوشت جو گوشت
mechanic	مستري
mechanical	ميڪيڪل
mechanics	ميڪيڪڪس
mechanism	ميڪانيزم
med	NO TRANSLATION
medal	ميڊيا
medallion	تعصب
medallist	ميڊالسٽ
meddle	درٻار
meddling	ڌيان ڏيڻ
media	ميڊيا
medial	ميڊيا
median	ميڊي
mediate	ثالث
mediation	مداخلت
mediator	ثالث
medic	دوا
medical	طبي
medicate	دوا
medication	دوا
medicinal	دوا
medicine	دوا
medieval	قرباني
mediocre	وچٿري
mediocrity	وچٿري
meditate	غور ڪريو
meditating	تفسير
meditation	مراقبت
meditative	مزيدار
mediterranean	ميٽرائيٽرينيا
medium	وچولي
medley	ميڊيڪل
meek	مونکي
meet	ملڻ
meeting	ملڻ
mega	ميگا
meh	مه
melancholic	ميلانڪولڪ
melancholy	خاڪو
melee	هيئلي
