Word	th
lyrics	เนื้อร้องของเพลง
macadamia	มะคาเดเมีย
macarena	Macarena
macaroni	มักกะโรนี
mace	กระบอง
mach	จักร
machete	มีดแมเชเท
machine	เครื่อง
machinery	เครื่องจักรกล
machinist	ช่างเครื่อง
macho	ผู้ชาย
mackerel	ปลาทู
macro	แมโคร
mad	บ้า
madam	แหม่ม
madame	แหม่ม
madden	ทำให้เป็นบ้า
madder	ต้นแมดเดอร์
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	โรงพยาบาลบ้า
madman	คนบ้า
madness	ความบ้าคลั่ง
maestro	ศาสตราจารย์ในทางดนตรี
mafia	มาเฟีย
magazine	นิตยสาร
mage	นักเวทย์
magenta	สีม่วงแดงเข้ม
maggot	ตัวอ่อนของแมลง
magic	มายากล
magical	ขลัง
magician	นักมายากล
magistrate	ผู้พิพากษา
magma	หินหนืด
magna	แมกนา
magnate	เจ้าสัว
magnesium	แมกนีเซียม
magnet	แม่เหล็ก
magnetic	แม่เหล็ก
magnetism	อำนาจแม่เหล็ก
magnetite	แม่เหล็ก
magnification	การขยายภาพ
magnificence	ความงดงาม
magnificent	งดงาม
magnifier	แว่นขยาย
magnify	ขยายความ
magnifying	ซึ่งขยายความ
magnitude	ขนาด
magnolia	แมกโนเลีย
magpie	นกกางเขน
mahi mahi	NO TRANSLATION
mahjong	ไพ่นกกระจอก
mahogany	มะฮอกกานี
maid	แม่บ้าน
maiden	หญิงสาว
mail	อีเมล
mailbox	ตู้จดหมาย
mailing	ทางไปรษณีย์
mailman	บุรุษไปรษณีย์
maim	NO TRANSLATION
main	หลัก
mainframe	เมนเฟรม
mainland	แผ่นดินใหญ่
mainstay	แกนนำ
mainstream	หลัก
maintain	เก็บรักษา
maintenance	ซ่อมบำรุง
majestic	คู่บารมี
majesty	สมเด็จ
major	สำคัญ
majority	ส่วนใหญ่
make	ทำ
makeover	โฉม
maker	ผู้สร้าง
makeshift	ความมักง่าย
makesmehappy	NO TRANSLATION
makesmemad	makesmemad
makeup	แต่งหน้า
makingdisciples	NO TRANSLATION
malady	โรคภัย
malaise	วิงเวียน
malaria	มาลาเรีย
malarkey	Malarkey
male	ชาย
malevolent	ซึ่งคิดร้าย
malfeasance	การผิดวินัย
malformation	ความไม่สมประกอบ
malfunction	ความผิดปกติ
malice	NO TRANSLATION
malicious	ร้าย
malign	กล่าวหา
malignancy	ความร้ายกาจ
malignant	ร้าย
maligned	ร้ายกาจ
mall	ห้างสรรพสินค้า
malleable	ดัดแปลงได้ง่าย
mallet	ตะลุมพุก
malnutrition	การขาดแคลนอาหาร
malpractice	การทุจริตต่อหน้าที่
malt	ข้าวมอลต์
mama	แม่
mambo	แมมโบ้
mamma	NO TRANSLATION
mammal	เลี้ยงลูกด้วยนม
mammoth	มหึมา
mammy	NO TRANSLATION
man	ชาย
manage	จัดการ
manageable	จัดการได้
management	การจัดการ
manager	ผู้จัดการ
managerial	การบริหารจัดการ
mandamus	คันศร
mandarin	มนตรี
mandate	อาณัติ
mandatory	จำเป็น
mandible	ขากรรไกรล่าง
mandolin	แมนโดลิน
mandrel	เขี้ยวหมู
mane	NO TRANSLATION
maneuver	การซ้อมรบ
maneuvering	การหลบหลีก
mange	NO TRANSLATION
manger	รางหญ้า
mangle	NO TRANSLATION
mango	มะม่วง
mangosteen	มังคุด
mangy	เลวทราม
manhole	ฝาสำหรับคนลงไปยังห้องหรือท่อข้างใต้
manhood	ความกล้าหาญ
manhunt	ล่า
mania	ความบ้าคลั่ง
maniac	คนบ้า
maniacal	บ้าคลั่ง
manic	ความคลั่งไคล้
manicure	แต่งเล็บ
manicurist	ช่างทำเล็บ
manifest	ประจักษ์
manifestation	การประกาศ
manifested	ประจักษ์
manifestly	อย่างชัดแจ้ง
manifesto	การประกาศ
manifold	นานา
manipulate	จัดการ
manipulation	การจัดการ
manipulative	บิดเบือน
mankind	มนุษยชาติ
manly	อย่างลูกผู้ชาย
manna	กระยาทิพย์
manned	บรรจุคน
mannequin	นางแบบ
manner	ลักษณะ
mannered	มีมารยาท
manners	มารยาท
manor	คฤหาสน์
manpower	กำลังคน
mansion	คฤหาสน์
mansions	คฤหาสน์
manslaughter	การฆาตกรรม
mantel	หิ้ง
mantis	ตั๊กแตนตำข้าว
mantle	ปกคลุม
mantra	มนต์
manual	คู่มือ
manufacture	การผลิต
manufacturer	ผู้ผลิต
manufacturing	การผลิต
manure	ปุ๋ยคอก
manuscript	ต้นฉบับ
map	แผนที่
maple	ต้นเมเปิล
mar	ทำลาย
marathon	มาราธอน
marble	หินอ่อน
marbled	หินอ่อน
marbles	หินอ่อน
march	มีนาคม
mare	NO TRANSLATION
margarine	มาการีน
margarita	มาการิต้า
margin	ขอบ
marginal	ร่อแร่
mariachi	อาชี
marijuana	กัญชา
marinara	Marinara
marine	เรือเดินทะเล
mariner	นาวิน
marital	สมรส
maritime	เกี่ยวกับการเดินเรือ
mark	เครื่องหมาย
marked	โดดเด่น
marker	เครื่องหมาย
market	ตลาด
marketable	ความต้องการของตลาด
marketing	การตลาด
marketplace	ตลาด
marks	เครื่องหมาย
marksman	นักแม่นปืน
marksmanship	ความแม่นปืน
marl	ดินเหนียวปนปูน
marmalade	แยมผิวส้ม
maroon	สีน้ำตาลแดง
marooned	ลอยคอ
marquee	ปะรำ
marquis	ขุนนางมาร์ควิซ
marred	เฉียด
marriage	การแต่งงาน
married	แต่งงาน
marrow	ไขกระดูก
marry	แต่งงาน
marsh	บึง
marshal	จอมพล
marshmallow	ขนมหวานฟู
mart	ตลาด
martial	การต่อสู้
martingale	บังเหียน
martini	มาร์ตินี่
martyr	ทรมาน
martyrdom	ความทุกข์ทรมาน
marvel	ประหลาดใจ
marvellous	มหัศจรรย์
marvelous	มหัศจรรย์
marvelously	อย่างน่าพิศวง
marzipan	NO TRANSLATION
mascara	มาสคาร่า
mascot	มิ่งขวัญ
masculine	เพศชาย
masculinity	ความเป็นชาย
mash	คลุกเคล้า
mashed	บด
mask	หน้ากาก
masked	สวมหน้ากาก
masks	มาสก์
masochism	การทำโทษตนเองในทางจิตศาสตร์
masochist	ผู้ทำโทษตนเอง
mason	ช่างก่อสร้าง
masquerade	สวมหน้ากาก
mass	มวล
massacre	การสังหารหมู่
massage	นวด
masses	ฝูง
masseur	หมอนวด
masseuse	หมอนวดหญิง
massive	มาก
mast	เสากระโดง
master	เจ้านาย
masterful	เก่ง
mastermind	นักคิด
masterpiece	ผลงานชิ้นเอก
mastery	การเรียนรู้
masturbate	สำเร็จความใคร่
masturbation	สำเร็จความใคร่
mat	เสื่อ
matador	มาธาดอร์
match	การจับคู่
matchbook	ไม้ขีด
matching	การจับคู่
matchmaker	เถ้าแก่
mate	เพื่อน
material	วัสดุ
materialism	วัตถุนิยม
materialist	ผู้นับถือลัทธิวัตถุนิยม
materialistic	เป็นรูปธรรม
materiality	ความสำคัญ
materialize	เป็นตัวเป็นตนขึ้น
materially	อย่าง
materials	วัสดุ
materiel	ของที่ใช้
maternal	เกี่ยวกับมารดา
maternity	การคลอดบุตร
math	คณิตศาสตร์
mathematical	คณิตศาสตร์
mathematician	นักคณิตศาสตร์
mathematics	คณิตศาสตร์
matinee	หนังกลางวัน
mating	การผสมพันธุ์
matriculation	การบวช
matrimony	การแต่งงาน
matrix	มดลูก
matron	หญิงวัยกลางคน
matted	สังกะตัง
matter	เรื่อง
matting	เครื่องปูลาด
mattress	ฟูก
maturation	การสุก
mature	เป็นผู้ใหญ่
maturity	วุฒิภาวะ
maudlin	สะอึกสะอื้น
mausoleum	ฮวงซุ้ย
mauve	สีม่วง
maverick	นอกรีต
maxim	คติพจน์
maximize	เพิ่ม
maximum	สูงสุด
may	อาจ
mayday	วันกรรมกร
mayflower	ฟลาวเวอร์
mayhem	การทำร้ายร่างกาย
mayonnaise	มายองเนส
mayor	นายกเทศมนตรี
maze	เขาวงกต
mead	มธุรส
meadow	ทุ่งหญ้า
meager	ขาดแคลน
meal	อาหาร
mean	หมายความ
meander	คดเคี้ยว
meandering	เลี้ยวลด
meanie	Meanie
meaning	ความหมาย
meaningful	มีความหมาย
meaningless	ไม่มีความหมาย
meanness	ความถ่อย
means	วิธี
meantime	ขณะ
measles	โรคหัด
measurable	พอประมาณ
measure	วัด
measured	วัด
measurement	การวัด
measuring	การวัด
measuring cup	ถ้วยวัด
measuring tape	เทปวัด
meat	เนื้อ
meatball	ลูกชิ้น
meathead	meathead
meatloaf	มีทโลฟ
mechanic	ช่าง
mechanical	เชิงกล
mechanics	กลศาสตร์
mechanism	กลไก
med	NO TRANSLATION
medal	เหรียญ
medallion	เหรียญกระษาปณ์
medallist	คนทำเหรียญ
meddle	เข้าไปยุ่ง
meddling	การแทรกแซง
media	สื่อ
medial	อยู่ตรงกลาง
median	มัธยฐาน
mediate	ไกล่เกลี่ย
mediation	การไกล่เกลี่ย
mediator	สื่อกลาง
medic	แพทย์
medical	ทางการแพทย์
medicate	วางยา
medication	ยา
medicinal	เป็นยา
medicine	ยา
medieval	สมัยกลาง
mediocre	ปานกลาง
mediocrity	ความสามัญ
meditate	รำพึง
meditating	การนั่งสมาธิ
meditation	การทำสมาธิ
meditative	ชอบคิด
mediterranean	ทะเลเมดิเตอร์เรเนียน
medium	กลาง
medley	การผสม
meek	อ่อนโยน
meet	พบกัน
meeting	การประชุม
mega	ล้าน
meh	Meh
melancholic	เศร้าโศก
melancholy	ความเศร้าโศก
melee	มวยหมู่
mellow	กลมกล่อม
melodious	ไพเราะ
melodrama	เรื่องประโลมโลก
melodramatic	เหมือนตัวละคร
melody	เพลง
melon	แตงโม
melt	ละลาย
meltdown	การล่มสลาย
melting	ร้องไห้
member	สมาชิก
membership	การเป็นสมาชิก
membrane	เยื่อหุ้มเซลล์
memento	ของที่ระลึก
memo	บันทึก
memoir	ความทรงจำ
memorabilia	ที่ระลึก
memorable	ที่น่าจดจำ
memorandum	บันทึก
memorial	ที่ระลึก
memorials	อนุสาวรีย์
memories	ความทรงจำ
memoriesiwontforget	NO TRANSLATION
memorize	จดจำ
memory	หน่วยความจำ
menace	การคุกคาม
menacing	น่ากลัว
menagerie	โรงละครสัตว์
mend	ซ่อม
mending	การแก้ไข
menial	คนรับใช้
meningitis	อาการไขสันหลังอักเสบ
meniscus	วงเดือน
menopause	วัยหมดประจำเดือน
menses	ประจำเดือน
menstrual	เกี่ยวกับระดู
mental	ทางใจ
mentalhealth	NO TRANSLATION
mentality	ความคิด
menthol	เมนทอล
mention	กล่าวถึง
mentor	ที่ปรึกษา
menu	เมนู
meow	เหมียว
mercantile	เกี่ยวกับการค้า
mercenary	ทหารรับจ้าง
merchandise	สินค้า
merchant	ผู้ประกอบการค้า
merciful	เมตตา
merciless	เลือดเย็น
mercurial	หลายใจ
mercury	ปรอท
mercy	ความเมตตา
mere	เท่านั้น
merengue	Merengue
merge	ผสาน
merger	การควบรวมกิจการ
meridian	เที่ยงวัน
meridional	เที่ยงๆ
meringue	ขนมเมอร์แรง
merit	บุญ
meritorious	น่าสรรเสริญ
mermaid	เงือก
merriment	ความสนุกสนาน
merry	ร่าเริง
merrychristmas	NO TRANSLATION
mesa	ที่ราบสูงมีทางขึ้นลาดชัน
mescaline	ยาเมสคะลิน
mesh	ตาข่าย
meshes	ตาข่าย
mesmerized	เพลิดเพลิน
mess	ความยุ่งเหยิง
message	ข่าวสาร
messedup	NO TRANSLATION
messenger	ผู้สื่อสาร
messiah	พระคริสต์
messy	ยุ่ง
metabolic	การเผาผลาญอาหาร
metabolism	การเผาผลาญอาหาร
metal	โลหะ
metallic	โลหะ
metallurgy	โลหะวิทยา
metamorphosis	การเปลี่ยนแปลง
metaphor	คำอุปมา
metaphorical	เชิงเปรียบเทียบ
metaphysical	เลื่อนลอย
metaphysics	อภิปรัชญา
metastasis	การแพร่กระจาย
meteor	ดาวตก
meteoric	เกี่ยวกับบรรยากาศ
meteorite	อุกกาบาต
meteorological	เกี่ยวกับอุตุนิยมวิทยา
meteorology	อุตุนิยมวิทยา
meter	เมตร
meth	ปรุงยา
methadone	เมทาโดน
methane	มีเทน
methanol	เมทิลแอลกอฮอล์
method	วิธี
methodical	มีระเบียบ
methodology	ระเบียบวิธี
meticulous	พิถีพิถัน
metime	metime
metric	เมตริก
metrical	เกี่ยวกับการวัด
metrology	มาตรวิทยา
metropolis	มหานคร
metropolitan	นครบาล
mettle	ความกล้าหาญ
mew	ขัง
mezzanine	ชั้นลอย
mica	ไมกา
mick	มิก
micro	ไมโคร
microbe	เชื้อจุลินทรีย์
microbiology	จุลชีววิทยา
microchip	ชิป
microcosm	พิภพเล็ก ๆ
microfilm	ฟิล์มขนาดเล็ก
microgram	ไมโครกรัม
micrometer	ไมโครมิเตอร์
micron	ไมครอน
microphone	ไมโครโฟน
microscope	กล้องจุลทรรศน์
microscopic	จิ๋ว
microscopically	กล้องจุลทรรศน์
microscopy	กล้องจุลทรรศน์
microwave	ไมโครเวฟ
mid	ปานกลาง
midair	กลางเวหา
midday	เที่ยง
middle	กลาง
middleman	คนกลาง
middleweight	มิดเดิ้ล
midget	คนแคระ
midland	ทางภาคกลาง
midlife	วัยกลางคน
midline	เส้นแบ่ง
midnight	เที่ยงคืน
midshipman	ว่าที่เรือตรี
midst	ท่ามกลาง
midsummer	กลางฤดูร้อน
midterm	มิดเทอม
midtown	ใจกลางเมือง
midway	ตรงกลาง
midwife	ผดุงครรภ์
midwifery	งานหมอตำแย
mien	NO TRANSLATION
miffed	miffed
mighty	เกรียงไกร
mignon	เส
migraine	อาการไมเกรน
migrate	โยกย้าย
migration	การโยกย้าย
migratory	อพยพ
mike	ไมค์
mil	NO TRANSLATION
mild	อ่อน
mildew	โรคราน้ำค้าง
mildness	ความอ่อนโยน
mile	ไมล์
mileage	ระยะทาง
milestone	ขั้น
militant	แข็งข้อ
militants	การก่อการร้าย
military	ทหาร
militia	กองทหารอาสาสมัคร
milk	นม
milkman	คนส่งนม
milkshake	นมผสมไอศกรีม
milky	ซีด
mill	โรงสี
millennium	สหัสวรรษ
milligram	มิลลิกรัม
millimeter	มิลลิเมตร
million	ล้าน
millionaire	เศรษฐี
millionth	ที่ล้าน
millstone	โม่
mime	ละครใบ้
mimic	ล้อเลียน
mimicking	การจำลอง
mimicry	การล้อเลียน
mince	สับให้ละเอียด
mincemeat	เนื้อสับ
mind	ใจ
minded	ใจ
mindful	ระวัง
mindfulness	สติ
mindless	ไม่สนใจ
mine	เหมือง
minefield	เขตที่วางทุ่นระเบิด
miner	คนขุดแร่
mineral	แร่
mineralogy	แร่วิทยา
mingle	คละเคล้า
mingled	ปะปนกัน
mini	มินิ
miniature	ขนาดเล็ก
minibus	รถมินิบัส
minim	NO TRANSLATION
minimal	ต่ำสุด
minimize	ลด
minimized	ลดลง
minimum	ขั้นต่ำ
mining	การทำเหมืองแร่
minion	สมุน
minister	รัฐมนตรี
ministerial	รัฐมนตรี
ministry	กระทรวง
minivan	รถมินิแวน
mink	ตัวมิงค
minnow	สร้อย
minor	ผู้เยาว์
minority	ชนกลุ่มน้อย
minstrel	นักร้อง
mint	สะระแหน่
minty	มิ้นต์
minuscule	เอียด
minute	นาที
minutiae	ข้อปลีกย่อย
minx	หญิงจัดจ้าน
mir	NO TRANSLATION
miracle	ปาฏิหาริย์
miracles	ปาฏิหาริย์
miraculous	ปาฏิหาริย์
mirage	ภาพลวงตา
mire	NO TRANSLATION
mirror	กระจกเงา
mirth	ความสนุกสนาน
misappropriation	การยักยอก
misbehave	เกเร
misbehavior	ความซุกซน
miscalculation	การวินิจฉัยผิด
miscarriage	การคลอดก่อนกำหนด
miscellaneous	เบ็ดเตล็ด
miscellany	เรื่องจิปาถะ
mischief	ความเสียหาย
mischievous	ซน
misconception	ความเข้าใจผิด
misconduct	การประพฤติผิด
misdemeanor	ความผิดทางอาญา
misdirection	การแนะผิด
miser	คนขี้เหนียว
miserable	อนาถ
miserably	เข็ญใจ
misery	ความทุกข์ยาก
misfire	ไม่ติด
misfit	ไม่เหมาะ
misfortune	โชคร้าย
misguided	NO TRANSLATION
mishap	อุบัติเหตุ
misinformed	เข้าใจผิด
misinterpretation	การเข้าใจผิด
mislead	ทำให้เข้าใจผิด
misleading	หลอกตา
misled	เข้าใจผิด
mismanagement	การจัดการไม่ดี
mismatch	ไม่ตรงกัน
mismatched	ที่ไม่ตรงกัน
misnomer	การเรียกชื่อผิด
misplace	ใส่ผิดที่
misplaced	ถูกใส่ผิดที่
misread	อ่านผิด
misrepresent	บิดเบือนความจริง
misrepresentation	การบิดเบือนความจริง
misrepresented	บิดเบือน
miss	นางสาว
missile	ขีปนาวุธ
missiles	ขีปนาวุธ
missing	หายไป
missingyou	NO TRANSLATION
mission	หน้าที่
missionary	มิชชันนารี
misspell	สะกดคำผิด
misstatement	ถ้อยแถลงผิด
missy	นางสาว
mist	หมอก
mistake	ผิดพลาด
mistaken	ผิดพลาด
mister	นาย
mistletoe	ต้นมีซท์ลโท
mistreated	ทำร้าย
mistress	ผู้เป็นที่รัก
mistrial	mistrial
mistrust	ความหวาดระแวง
misty	มีหมอก
misunderstand	เข้าใจผิด
misunderstanding	เข้าใจผิด
misunderstood	เข้าใจผิด
misuse	ด่าว่า
mite	เล็น
miter	ตุ้มปี่
mitigate	บรรเทา
mitigating	ซึ่งบรรเทา
mitigation	การบรรเทา
mitt	นวม
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	ผสม
mixed	ผสม
mixedemotions	mixedemotions
mixer	เครื่องผสม
mixture	สารผสม
mnemonic	ช่วยในการจำ
moan	คราง
moat	คูเมือง
mob	ฝูงชน
mobile	โทรศัพท์มือถือ
mobility	การเคลื่อนไหว
mobilization	การชุมนุม
mobilize	ระดมพล
mobster	นักเลง
mocha	กาแฟโมคะ
mock	เยาะเย้ย
mocked	เยาะเย้ย
mockery	การเยาะเย้ย
mocking	ซึ่งจำลอง
mockingbird	กระเต็น
mod	พอควร
modal	เป็นกิริยาช่วย
modality	การเป็นกิริยาช่วย
mode	โหมด
model	แบบ
modeler	ผู้ออกแบบเครื่องแต่งก่าย
modeling	การสร้างแบบจำลอง
modem	โมเด็ม
moderate	ปานกลาง
moderate anticipation	คาดหวังปานกลาง
moderate disgust	รังเกียจปานกลาง
moderate negative	ปานกลางลบ
moderate positive	ปานกลางบวก
moderate surprise	แปลกใจปานกลาง
moderate trust	ความไว้วางใจปานกลาง
moderately	ปานกลาง
moderating	ผู้ดูแล
moderation	ปริมาณที่พอเหมาะ
moderator	พิธีกร
modern	ทันสมัย
modernism	ความคิดสมัยใหม่
modest	เจียมเนื้อเจียมตัว
modesty	ความพอประมาณ
modicum	จำนวนเล็กน้อย
modifiable	แก้ไขได้
modification	การแก้ไข
modified	การแก้ไข
modify	แก้ไข
modulate	ปรับ
modulation	การปรับ
module	โมดูล
modulus	โมดูลัส
mogul	เจ้าพ่อ
moiety	ครึ่ง
moist	ชื้น
moisture	ความชื้น
moisturizer	ครีมบำรุงผิว
molar	ฟันกราม
molasses	กากน้ำตาล
mold	แม่พิมพ์
molded	แม่พิมพ์
molding	การปั้น
moldy	ผุพัง
mole	ตุ่น
molecular	โมเลกุล
molecule	อณู
molest	ลวนลาม
molestation	การรุกราน
molester	ลวนลาม
molten	เหลว
mom	แม่
moment	ขณะ
momentary	ชั่วขณะ
momentous	สำคัญยิ่ง
momentum	โมเมนตัม
momma	แม่
mommy	แม่
monad	monad
monarch	พระมหากษัตริย์
monarchy	รัช
monastery	อาราม
monastic	สงฆ์
monetary	เป็นเงิน
money	เงิน
mongoloid	มองโกลอยด์
mongoose	พังพอน
mongrel	พันทาง
monitor	หน้าจอ
monk	พระภิกษุสงฆ์
monkey	ลิง
mono	NO TRANSLATION
monochrome	ขาวดำ
monogamous	รักเดียวใจเดียว
monogamy	การมีภรรยาหรือสามีคนเดียว
monogram	พระปรมาภิไธยย่อ
monogrammed	ชื่อย่อ
monograph	เอกสาร
monolayer	monolayer
monolith	หินใหญ่ก้อนเดียว
monologue	การพูดคนเดียว
monopolist	ผู้ผูกขาด
monopoly	ผู้ผูกขาด
monotonous	น่าเบื่อ
monotony	ความน่าเบื่อ
monoxide	มอนนอกไซด์
monsieur	นาย
monsoon	ลมมรสุม
monster	สัตว์ประหลาด
monstrosity	ความโหดร้าย
monstrous	มหึมา
montage	การตัดต่อ
monte	Monte
month	เดือน
monthly	รายเดือน
monument	อนุสาวรีย์
monumental	ถาวร
moo	มอ
mooch	mooch
mood	อารมณ์
moods	อารมณ์ความรู้สึก
moody	เจ้าอารมณ์
moon	ดวงจันทร์
moonbeam	แสงจันทร์
moonlight	แสงจันทร์
moonlit	สว่างด้วยแสงจันทร์
moonshine	แสงจันทร์
moonstruck	บ้า
moonwalk	มูนวอล์ก
moor	มัวร์
moored	จอดอยู่
mooring	การจอดเรือ
moorings	เรือ
moorland	ที่ลุ่ม
moose	ตัวมูซ
moot	ดำริ
mooted	mooted
mop	ซับ
mope	เซื่องซึม
moped	จักรยานยนต์
moral	คุณธรรม
morale	คติธรรม
morality	ศีลธรรม
morals	ธรรมะ
morass	ปลัก
moratorium	ประกาศพักชำระหนี้
moray	ปลาหลด
morbid	น่ากลัว
morbidity	ความผิดปกติ
morbidness	ความผิดปกติ
mores	ประเพณี
morgue	โรงเก็บศพ
moribund	ร่อแร่
morn	ยามเช้า
morning	ตอนเช้า
moron	คนปัญญาอ่อน
moronic	ที่มีปัญญาอ่อน
morose	อารมณ์ไม่ดี
morph	แปรเปลี่ยน
morphine	ธาตุมอร์ฟีน
morphism	ซึ่มส์
morphology	ลักษณะทางสัณฐานวิทยา
morrow	วันรุ่งขึ้น
morsel	ชิ้นอาหารอันโอชะ
mortal	มนุษย์
mortality	ความตาย
mortar	ปูน
mortgage	จำนอง
mortgagee	ผู้รับจำนอง
mortgagor	ผู้จำนอง
mortician	สัปเหร่อ
mortification	ความบัดสี
mortified	เสียใจ
mortuary	ที่ฝังศพ
mosaic	โมเสก
mosey	Mosey
mosque	มัสยิด
mosquito	ยุง
moss	ตะไคร่น้ำ
mossy	ปกคลุมไปด้วยหญ้ามอส
mote	NO TRANSLATION
motel	โรงแรมม่านรูด
moth	มอด
mother	แม่
motherfucker	เวรตะไล
motherfucking	motherfucking
motherhood	การเลี้ยงบุตร
motherland	มาตุภูมิ
motherless	กำพร้าแม่
motherly	ของมารดา
motif	แม่ลาย
motion	การเคลื่อนไหว
motionless	ไม่ไหวติง
motivate	กระตุ้น
motivating	การสร้างแรงจูงใจ
motivation	แรงจูงใจ
motivational	สร้างแรงบันดาลใจ
motive	เหตุจูงใจ
motley	ผสมผเส
motor	เครื่องยนต์
motorbike	รถมอเตอร์ไซค์
motorboat	เรือยนต์
motorcade	คาราวาน
motorcar	รถยนต์
motorcycle	รถจักรยานยนต์
motorist	คนขับรถยนต์
motte	Motte
mottled	กระดำกระด่าง
motto	ภาษิต
mould	แม่พิมพ์
mound	เนิน
mount	ภูเขา
mountain	ภูเขา
mountaineer	นักไต่เขา
mountainous	ภูเขา
mountains	ภูเขา
mountaintop	บนภูเขา
mourn	เศร้าสลด
mournful	โศกเศร้า
mourning	การไว้ทุกข์
mouse	เม้าส์
mousetrap	กับดักหนู
mousse	มูสส์
moustache	หนวด
mousy	หนู
mouth	ปาก
mouthful	คำหนึ่ง
mouthpiece	หนังสือพิมพ์
mouthwash	น้ำยาบ้วนปาก
movable	เคลื่อนย้ายได้
move	ย้าย
movement	การเคลื่อนไหว
mover	ผู้เสนอญัตติ
movie	หนัง
movies	ภาพยนตร์
moving	การเคลื่อนย้าย
movingforward	NO TRANSLATION
movingon	กำลังเดินทางไป
mow	ตัดหญ้า
mower	เครื่องตัดหญ้า
moxie	Moxie
mozzarella	ชีสมอสซาเรลล่า
mri	MRI
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	โคลน
mucked	mucked
mucous	เป็นเมือก
mucus	เสมหะและน้ำมูก
mud	โคลน
muddle	ยุ่งเหยิง
muddled	งง
muddy	เต็มไปด้วยโคลน
muff	ห้าแต้ม
muffin	มัฟฟิน
muffled	อยู่ในลำคอ
muffler	ผ้าพันคอ
mug	เหยือก
mugger	ผู้ร้าย
mulberry	ต้นหม่อน
mulch	คลุมด้วยหญ้า
mule	ล่อ
mull	mull
mullet	ปลามิวล์เล็ต
multilateral	พหุภาคี
multimedia	มัลติมีเดีย
multinational	ข้ามชาติ
multiple	หลายอย่าง
multiple sclerosis	หลายเส้นโลหิตตีบ
multiplex	multiplex
multiplication	การคูณ
multiplicity	ความมากมายหลายหลาก
multiplied	คูณ
multiplier	ตัวคูณ
multiply	คูณ
multitude	ฝูง
mum	แม่
mumble	พึมพำ
mumbo	mumbo
mummy	มัมมี่
mumps	คางทูม
munch	แทะเล็ม
munchies	Munchies
munchkin	Munchkin
mundane	โลกีย์
municipal	ในเขตเทศบาลเมือง
municipality	เขตเทศบาล
mural	ภาพจิตรกรรมฝาผนัง
murder	ฆาตกรรม
murderer	ฆาตกร
murderess	ผู้หญิ่งร้ายฆ่าคนตายโดยเจตนา
murderous	เกี่ยวกับการฆาตกรรม
murky	มืด
murmur	บ่น
muscle	กล้ามเนื้อ
muscular	ล่ำ
muse	รำพึง
muses	แรงบันดาลใจ
museum	พิพิธภัณฑ์
mush	NO TRANSLATION
mushroom	เห็ด
mushy	อ่อน
music	เพลง
musical	ดนตรี
musician	นักดนตรี
musing	ครุ่นคิด
musk	ชะมด
musket	ปืนคาบศิลา
musketeer	ทหารถือปืนคาบศิลา
muskrat	หนูมัสคแร็ต
muslin	มัสลิน
muss	NO TRANSLATION
must	ต้อง
mustang	ม้าป่า
mustard	มัสตาร์ด
muster	ชุมนุม
musty	เหม็นอับ
mutable	ไม่แน่นอน
mutant	กลายพันธุ์
mutate	กลายพันธุ์
mutation	การกลายพันธุ์
mute	ใบ้
muted	ไม่ออกเสียง
mutilate	ตัด
mutilated	ขาดวิ่น
mutilation	การตัด
mutiny	กบฏ
mutt	โง่
mutter	NO TRANSLATION
mutton	เนื้อแกะ
mutual	ซึ่งกันและกัน
mutually	ซึ่งกันและกัน
muzzle	ปากกระบอกปืน
myfavorite	ของโปรด
myopia	สายตาสั้น
myopic	สายตาสั้น
myriad	นับไม่ถ้วน
mysterious	ลึกลับ
mystery	ความลึกลับ
mystic	ลึกลับ
mystical	ลึกลับ
mysticism	เวทมนตร์
mystified	ประหลาดใจ
mystique	ขลัง
myth	ตำนาน
mythic	เทพนิยาย
mythical	ที่เป็นตำนาน
mythological	ที่เป็นตำนาน
mythology	ตำนาน
nab	จับตัว
nacho	Nacho
nada	NO TRANSLATION
nadir	ขีดตกต่ำสุด
nag	NO TRANSLATION
nail	เล็บ
nail gun	ปืนเล็บ
naive	ไร้เดียงสา
naked	เปลือยกาย
nakedness	ความเปลือยเปล่า
namaste	NO TRANSLATION
name	ชื่อ
named	ชื่อ
nameless	นิรนาม
namesake	ชื่อ
naming	การตั้งชื่อ
nana	nana
nanny	คนเลี้ยงเด็ก
nanometer	นาโนเมตร
nap	งีบ
napalm	ลูกระเบิดเชื้อเพลิง
nape	ต้นคอ
napkin	ผ้าเช็ดปาก
napping	เซสชั่น
nappy	ผ้าอ้อม
narcissism	การบูชาตัวเอง
narcissist	narcissist
narcissistic	ซึ่งบูชาตัวเอง
narcotic	ยาเสพติด
narrate	เล่าเรื่อง
narration	การบรรยาย
narrative	การเล่าเรื่อง
narrator	ผู้บรรยาย
narrow	แคบ
narrowing	การกวดขัน
nasal	ขึ้นจมูก
nascent	ตั้งไข่
nasty	น่ารังเกียจ
natal	เกี่ยวกับการเกิด
nation	ประเทศชาติ
national	แห่งชาติ
nationality	สัญชาติ
nationwide	ทั่วประเทศ
native	พื้นเมือง
nativity	การประสูติ
natural	โดยธรรมชาติ
natural gas	ก๊าซธรรมชาติ
