Word	lo
intuitively	intuitively
inundation	ນ້ໍາຖ້ວມ
invade	invade
invader	invader
invalid	ບໍ່ຖືກຕ້ອງ
invalidate	invalidate
invalidation	ການຍົກເລີກ
invalidity	ບໍ່ຖືກຕ້ອງ
invaluable	invaluable
invariably	ສະເຫມີໄປ
invasion	ການບຸກລຸກ
invasive	invasive
invent	invent
invention	invention
inventive	inventive
inventor	inventor
inventory	ສິນຄ້າຄົງຄັງ
inverse	reverse
inversely	ກົງກັນຂ້າມ
inversion	ການປ່ຽນແປງ
invert	invert
inverted	inverted
invest	ລົງ​ທຶນ
investigate	ສືບສວນ
investigation	ການສືບສວນ
investigative	ການສືບສວນ
investigator	ຜູ້ສືບສວນ
investment	ການລົງທຶນ
investor	ນັກລົງທຶນ
invidious	invidious
invigorate	ຍືນຍົງ
invincible	invincible
invisibility	invisibility
invisible	ເບິ່ງບໍ່ເຫັນ
invitation	ການເຊື້ອເຊີນ
invite	ເຊີນ
inviting	ການເຊີນ
invocation	invocation
invoice	ໃບແຈ້ງຫນີ້
invoke	ເອີ້ນວ່າ
involuntary	involuntary
involution	involution
involve	ມີສ່ວນຮ່ວມ
involvement	ການມີສ່ວນຮ່ວມ
invulnerable	invulnerable
inwards	ພາຍໃນ
iodine	iodine
ion	ion
iota	iota
irate	irate
ire	NO TRANSLATION
iridescent	iridescent
iris	iris
irked	irked
irks	irks
iron	ເຫລໍກ
ironclad	ironclad
ironic	ironic
irons	ເຕົາລີດ
irony	irony
irradiation	irradiation
irrational	irational
irrationality	irrationality
irreconcilable	irreconcilable
irreducible	irreducible
irrefutable	irrefutable
irregular	ບໍ່ສະຫມໍ່າສະເຫມີ
irregularity	ຄວາມບໍ່ຖືກຕ້ອງ
irregularly	ບໍ່ສະຫມໍ່າສະເຫມີ
irrelevant	ບໍ່ກ່ຽວຂ້ອງ
irreparable	irreparable
irreplaceable	irreplaceable
irrepressible	irrepressible
irresistible	irresistible
irrespective	ໂດຍບໍ່ຄໍານຶງເຖິງ
irresponsible	irresponsible
irreverent	irreverent
irreversible	irreversible
irrevocable	irrevocable
irrigate	ຊົນລະປະທານ
irrigation	ຊົນລະປະທານ
irritability	irritability
irritable	ອຸກອັ່ງ
irritate	irritate
irritated	ລະຄາຍເຄືອງ
irritates	irritates
irritating	irritating
irritation	irritation
island	ເກາະ
isle	isle
islet	islet
isolate	ແຍກອອກຈາກກັນ
isolated	ໂດດດ່ຽວ
isolation	ການໂດດດ່ຽວ
isomorphism	isomorphism
isothermal	isothermal
isotope	isotope
issue	ອອກມາ
itch	ຄັນ
itching	ອາການຄັນ
itchy	ມັນເປັນຄັນ
item	ລາຍະການ
itemize	itemize
items	ລາຍະການ
iterate	iterate
iteration	iteration
iterative	iterative
itinerant	itinerant
itinerary	itinerary
ivory	ivory
jab	jab
jabber	jabber
jack	jack
jackal	jackal
jackass	jackass
jacket	jacket
jackhammer	jackhammer
jackpot	jackpot
jackrabbit	jackrabbit
jacks	jacks
jade	jade
jaded	jaded
jag	NO TRANSLATION
jagged	ຂີ້ເຫຍື້ອ
jaguar	jaguar
jail	ຄຸກ
jailbird	jailbird
jailbreak	jailbreak
jailer	jailer
jailhouse	ຄຸກ
jalopy	jalopy
jam	jam
jamboree	jamboree
jammed	jammed
jammer	jammer
janitor	janitor
janitorial	janitorial
japan	ຍີ່ປຸ່ນ
jar	jar
jargon	jargon
jarhead	jarhead
jarring	jarring
jasmine	jasmine
jasper	jasper
jaundice	jaundice
jaunt	jaunt
java	java
javelin	javelin
jaw	jaw
jawbone	jawbone
jaws	jaws
jay	jay
jazz	jazz
jazzy	jazzy
jealous	ອິດ​ສາ
jealousy	jealousy
jean	jean
jeans	jeans
jeep	jeep
jeering	jeering
jelly	jelly
jellybean	jellybean
jellyfish	jellyfish
jenny	jenny
jeopardize	ເຮັດໃຫ້ເສຍສະຕິ
jeopardy	jeopardy
jerk	jerk
jerks	jerks
jerky	jerky
jersey	jersey
jest	NO TRANSLATION
jester	jester
jesus	jesus
jet	jet
jetty	ທ່າເຮືອ
jewel	jewel
jeweler	ເຄື່ອງປະດັບເພັດ
jewelry	ເພັດ
jib	jib
jiff	NO TRANSLATION
jiffy	jiffy
jig	jig
jiggle	jiggle
jigsaw	jigsaw
jihad	jihad
jimmy	jimmy
jingle	jingle
jinx	jinx
jitters	jitters
jittery	jittery
jive	jive
job	ວຽກງານ
jobinterview	NO TRANSLATION
jock	jock
jockey	jockey
jockstrap	jockstrap
jog	jog
jogger	jogger
john	john
join	ເຂົ້າຮ່ວມ
joined	ເຂົ້າຮ່ວມ
joining	ເຂົ້າຮ່ວມ
joint	ຮ່ວມກັນ
jointly	ຮ່ວມກັນ
joke	joke
joker	joker
joking	joking
jolly	ຫນ້າຮັກ
jolt	jolt
jornada	NO TRANSLATION
jot	jot
jour	NO TRANSLATION
journal	ວາລະສານ
journalism	journalism
journalist	ນັກຂ່າວ
journalistic	journalist
journey	ການເດີນທາງ
journeyman	journeyman
joust	joust
jovial	jovial
joy	ຄວາມສຸກ
joyful	ມີຄວາມສຸກ
joyous	ມີຄວາມສຸກ
joyride	joyride
joys	ຄວາມສຸກ
jubilant	jubilant
jubilee	jubilee
judge	ຜູ້ພິພາກສາ
judged	ພິຈາລະນາ
judging	ການຕັດສິນໃຈ
judgment	ການຕັດສິນໃຈ
judgmental	ການຕັດສິນໃຈ
judicial	judicial
judiciary	ຕໍາຫຼວດ
judicious	judicious
judo	Judo
jug	jug
juggle	juggle
juggler	juggler
juggling	juggling
jugular	jugular
juice	ນ້ໍາຜົນລະໄມ້
juicer	juicer
juicy	ມີນ້ໍາຕານ
juju	NO TRANSLATION
juke	juke
jukebox	jukebox
jumble	jumble
jumbled	jumbled
jumbo	jumbo
jump	ເຕັ້ນໄປຫາ
jump rope	ເຊືອກ​ເຕັ້ນ
jumper	jumper
jumpsuit	jumpsuit
jumpy	jumpy
junction	junction
juncture	juncture
jungle	ໄກ່ປ່າ
junior	junior
juniper	juniper
junk	junk
junket	junket
junkie	junkie
junky	junky
junkyard	junkyard
junta	junta
juridical	ທາງດ້ານກົດຫມາຍ
jurisdiction	jurisdiction
jurisprudence	jurisprudence
jurist	jurist
juror	juror
jury	ຄະນະກໍາມະການ
justice	ຄວາມຍຸດຕິທໍາ
justifiable	justifiable
justification	justification
justify	justify
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	jute
juvenile	ເຍົາວະຊົນ
juxtaposition	juxtaposition
kaiser	kaiser
kale	kale
kaleidoscope	kaleidoscope
kamikaze	kamikaze
kangaroo	kangaroo
kanji	kanji
kappa	kappa
kaput	NO TRANSLATION
karaoke	karaoke
karate	karate
karma	karma
karmic	karmic
kayak	kayak
kazoo	kazoo
kebab	kebab
keel	keel
keen	keen
keep	ຮັກສາ
keeper	keeper
keeping	ການຮັກສາ
keepsake	ການຮັກສາ
keg	keg
kelp	kelp
ken	ken
kennel	kennel
kerchief	kerchief
kern	kern
kernel	kernel
kerosene	kerosene
ketchup	ketchup
kettle	kettle
key	key
keyboard	keyboard
keyed	keyed
keyhole	keyhole
keynote	keynote
keypad	keypad
keystone	keystone
keyword	ຄໍາຫລັກ
khaki	khaki
khan	khan
kibble	kibble
kick	ເຕະ
kickboxing	kickboxing
kicker	kicker
kicking	ການເຕະບານ
kickoff	ເຕະ
kid	kid
kidder	kidder
kidding	kidding
kiddo	kiddo
kiddos	kiddos
kidnap	kidnap
kidnapped	kidnapped
kidnapper	kidnapper
kidnapping	kidnapping
kidney	ຫມາກໄຂ່ຫຼັງ
kids	ເດັກນ້ອຍ
kill	ຂ້າ
killer	killer
killing	ຂ້າຕາຍ
killjoy	killjoy
kiln	kiln
kilo	NO TRANSLATION
kilogram	ກິໂລກໍາ
kilometer	ກິໂລເມດລະ
kilt	kilt
kimono	kimono
kin	kin
kind	ປະເພດ
kindergarten	kindergarten
kindling	kindling
kindness	ຄວາມເມດຕາ
kindred	kindred
kinematics	kinematics
kinesiology	kinesiology
kinetic	kinetic
king	ກະສັຕລິ
king snake	king snake
kingdom	ອານາຈັກ
kingpin	kingpin
kink	kink
kinky	kinky
kinship	ຄອບຄົວ
kiosk	kiosk
kirk	kirk
kiss	kiss
kisser	kisser
kissy	kissy
kit	kit
kitchen	ເຮືອນຄົວ
kite	kite
kitten	kitten
kiwi	kiwi
klutz	klutz
knack	knack
knapsack	knapsack
knead	knead
knee	ຫົວ​ເຂົ່າ
kneecap	kneecap
kneel	kneel
kneeling	kneeling
knell	knell
knick	knick
knickers	knickers
knife	ມີດ
knight	knight
knighthood	knighthood
knit	knit
knob	knob
knock	ລົບ
knockoff	knockoff
knockout	knockout
knoll	knoll
knot	knot
knots	knots
knotted	knotted
know	ຮູ້ຈັກ
knowing	ຮູ້ວ່າ
knowingly	knowingly
knowledge	ຄວາມຮູ້
knowledgeable	ມີຄວາມຮູ້
knuckle	knuckle
knucklehead	knucklehead
knuckles	knuckles
koala	koala
kook	NO TRANSLATION
kooky	kooky
kool-aid	kool-aid
kos	kos
kosher	kosher
kraut	NO TRANSLATION
kris	kris
kryptonite	kryptonite
kudos	kudos
kumquat	kumquat
lab	lab
label	label
labor	ແຮງ​ງານ
laboratory	ຫ້ອງທົດລອງ
labored	ເຮັດວຽກ
laborer	ແຮງງານ
laboring	ແຮງງານ
laborious	laborious
labyrinth	labyrinth
lac	lake
lace	lace
laceration	laceration
lack	ຂາດແຄນ
lackey	lackey
lacking	ຂາດການ
lackluster	ບໍ່ດີ
lacquer	lacquer
lacrosse	lacrosse
lactose	lactose
lad	lad
ladder	ladder
laddie	laddie
laden	laden
lading	lading
ladle	ladle
lady	lady
lady bug	NO TRANSLATION
ladybug	ladybug
ladylike	ladylike
ladyship	ladyship
lag	ລ້າວ
lager	NO TRANSLATION
lagging	ຊ້າໆ
lagoon	lagoon
lair	lair
laity	laity
lake	lake
lama	NO TRANSLATION
lamb	ລູກແກະ
lame	lame
lament	ຮ້ອງໄຫ້
lamenting	lamenting
lamina	lamina
laminated	laminated
lamp	lamp
lamppost	lamppost
lance	lance
lancer	lancer
land	ທີ່ດິນ
landed	ທີ່ດິນ
landfall	landfall
landfill	ຂີ້ເຫຍື້ອ
landing	landing
landlady	landlady
landlocked	landlocked
landlord	ເຈົ້າ​ຂອງ​ທີ່​ດິນ
landmark	ຈຸດຫມາຍປາຍທາງ
lands	ທີ່ດິນ
landscape	ພູມສັນຖານ
landscaping	landscaping
landslide	landslide
lane	lane
language	ພາສາ
languid	languid
languish	languish
languishing	languishing
lanky	lanky
lantern	lantern
lap	lap
lapdog	lapdog
lapel	lapel
lapse	ຄວາມລົ້ມເຫລວ
lapsed	lapsed
laptop	ແລໍບທັອບ
larceny	larceny
lard	້ໍາຕານ
larder	larder
large	ຂະຫນາດໃຫຍ່
larger	ຂະຫນາດໃຫຍ່
largo	NO TRANSLATION
lark	lark
larva	larva
laryngitis	laryngitis
larynx	larynx
lasagna	lasagna
laser	laser
lash	lash
lass	lass
lasso	lasso
lastday	NO TRANSLATION
lasting	lasting
lastminute	lastminute
latch	latch
late	late
lateness	latency
latent	latent
lateral	ດ້ານຂ້າງ
laterally	ຕໍ່ມາ
latex	latex
lathe	ທໍ່
lather	lather
latitude	latitude
latrine	latrine
latrines	latrines
latte	latte
lattice	ຕາຂ່າຍ
laud	laud
laudable	ຫນ້າຮັກ
laudation	laudation
laudatory	laudatory
laugh	laugh
laughable	laughable
laughing	laughing
laughingstock	NO TRANSLATION
laughs	laughs
laughter	laughter
launch	ເປີດຕົວ
launcher	launcher
launches	ເປີດຕົວ
launder	ເຄື່ອງຊັກຜ້າ
laundering	ການຊັກຜ້າ
laundry	ເຄື່ອງຊັກຜ້າ
laureate	ລາງວັນ
laurel	laurel
laurels	laurels
lava	lava
lavage	lavage
lavatory	lavatory
lavender	lavender
lavish	ສວຍງາມ
law	ກົດຫມາຍ
lawful	ກົດຫມາຍ
lawless	lawless
lawlessness	lawlessness
lawman	lawman
lawn	lawn
lawnmower	lawnmower
lawsuit	ກົດຫມາຍວ່າດ້ວຍ
lawyer	ທະ​ນາຍ​ຄວາມ
lax	lax
laxative	laxative
lay	ວາງໄວ້
layaway	layaway
layer	layer
layered	ຊັ້ນ
layman	layman
layout	ການອອກແບບ
layover	layover
laziness	ຄວາມສະຫນຸກສະຫນານ
lazy	lazy
lazyday	NO TRANSLATION
lea	lea
lead	ນໍາພາ
leaded	ນໍາພາ
leader	ຜູ້ນໍາ
leadership	ຄວາມເປັນຜູ້ນໍາ
leading	ນໍາພາ
leads	ນໍາພາ
leaf	ໃບໄມ້
leaflet	ໃບຍ່ອຍ
leafy	ໃບໄມ້
league	ລີກ
leak	ຮົ່ວໄຫລ
leakage	ຮົ່ວໄຫລ
leaky	leaky
lean	ງົງ
leaned	ຍຶດຫມັ້ນ
leaning	ສະບາຍໃຈ
leap	ກ້າວຫນ້າ
learn	ຮຽນຮູ້
learned	ຮຽນຮູ້
learner	ຜູ້ຮຽນ
learning	ຮຽນຮູ້
lease	ເຊົ່າ
leash	leash
leather	ຫນັງ
leathery	leathery
leave	ອອກຈາກ
leavemealone	leavemealone
leaving	ອອກໄປ
lecherous	lecherous
lecture	lecture
lecturer	ຄູສອນ
ledge	ledge
ledger	ຫນັງສື
lee	lee
leech	leech
leeches	leeches
leer	NO TRANSLATION
leery	leery
lees	NO TRANSLATION
leeway	leeway
left	left
leftout	NO TRANSLATION
leftover	leftover
leftovers	leftovers
lefty	lefty
leg	ຂາ
legacy	legacy
legal	ກົດຫມາຍ
legality	ກົດຫມາຍ
legalize	legalize
legalized	legalized
legally	ຕາມກົດຫມາຍ
legend	ຕໍາດົນ
legendary	legendary
legibility	ຄວາມເຂົ້າໃຈ
legible	legible
legion	legion
legislate	ກົດຫມາຍ
legislation	ກົດຫມາຍ
legislative	ກົດຫມາຍ
legislator	legislator
legislature	legislature
legit	legit
legitimacy	legitimacy
legitimate	ຖືກຕ້ອງ
lego	lego
legs	ຂາ
legume	legume
legwork	legwork
leisure	leisure
leisurely	leisurely
lemma	lemma
lemon	lemon
lemonade	lemonade
lend	ໃຫ້​ຢືມ
lender	ຜູ້ໃຫ້ກູ້
lending	ການໃຫ້ກູ້ຢືມ
length	ຄວາມຍາວ
lengthen	ໄລຍະຍາວ
lengthened	ເລີ້ມຕົ້ນ
lengthening	lengthening
lengthwise	ຍາວ
lengthy	ຍາວ
leniency	leniency
lenient	ຄວາມສະຫນຸກສະຫນານ
lens	ເລນ
leopard	leopard
leotard	leotard
leper	leper
leprechaun	leprechaun
leprosy	leprosy
lesbian	lesbian
lesbianism	lesbianism
lesion	lesion
less	ນ້ອຍລົງ
lessee	ຜູ້ເຊົ່າ
lessen	ຫຼຸດລົງ
lessening	ຫຼຸດລົງ
lesser	ນ້ອຍກວ່າ
lesson	ບົດຮຽນ
lessor	ເຈົ້າຂອງດິນ
let	ປ່ອຍໃຫ້
lethal	lethal
lethargic	lethargic
lethargy	lethargy
letter	ຈົດຫມາຍ
lettered	lettered
letterhead	letterhead
lettering	ຕົວອັກສອນ
letters	ຕົວອັກສອນ
lettuce	lettuce
leukemia	leukemia
levee	levee
level	ລະດັບ
lever	lever
leverage	leverage
levitate	levitate
levy	ຄ່າໃຊ້ຈ່າຍ
lewd	lewd
lexicon	lexicon
ley	NO TRANSLATION
liabilities	ຫນີ້ສິນ
liability	ຄວາມຮັບຜິດຊອບ
liable	ຮັບຜິດຊອບ
liaison	liaison
liar	ຄົນຂີ້ຕົວະ
libel	ປ້າຍໂຄສະນາ
libelous	ຂີ້ເຫຍື້ອ
liberal	liberal
liberalism	liberalism
liberate	ປົດປ່ອຍ
liberated	ເປີດເສລີ
liberating	ການເປີດເສລີ
liberation	ການເປີດເສລີ
liberty	liberty
libido	libido
librarian	ຫ້ອງສະຫມຸດ
library	ຫ້ອງສະຫມຸດ
libretto	libretto
lice	ຈອກ
license	ໃບອະນຸຍາດ
lichen	lichen
lick	lick
licorice	licorice
lid	lid
lie	ນອນ
liege	liege
lien	bond
lieu	place
lieutenant	lieutenant
life	ຊີວິດ
lifeblood	lifeblood
lifeboat	lifeboat
lifeguard	lifeguard
lifeisgood	ຊີ​ວິດ​ດີ
lifeless	lifeless
lifelike	lifelike
lifeline	ຊີວິດ
lifelong	ຕະຫຼອດຊີວິດ
lifer	lifer
lifesaver	lifesaver
lifestyle	ຊີວິດ
lifesucks	lifesucks
lifetime	ຊີວິດ
lift	ຍົກຕົວຢ່າງ
lifted	ຍົກສູງ
liftoff	ຍົກ​ອອກ
ligament	ligament
ligation	ligation
ligature	ligature
light	ແສງສະຫວ່າງ
light year	ປີແສງສະຫວ່າງ
lightbulb	lightbulb
lighten	ແສງສະຫວ່າງ
lightheaded	ເບົາ ໆ
lighthouse	ຫໍສະຫມຸດ
lighting	ແສງສະຫວ່າງ
lightness	ແສງສະຫວ່າງ
lightning	ຟ້າຜ່າ
lights	ແສງສະຫວ່າງ
lightweight	lightweight
likable	likable
like	ຄືກັນ
likelihood	ຄວາມເປັນໄປໄດ້
likely	ອາດຈະເປັນ
likeness	ຄ້າຍຄືກັນ
likewise	ເຊັ່ນດຽວກັນ
liking	liking
lilac	lilac
lily	lily
limb	ຂາ
limber	limber
limbo	limbo
lime	ປູນຂາວ
limelight	ແສງສະຫວ່າງ
limestone	ຫີນປູນ
limey	limey
limit	ຈໍາກັດ
limitation	ຂໍ້ຈໍາກັດ
limited	ຈໍາກັດ
limitless	ບໍ່ຈໍາກັດ
limo	limo
limousine	limousine
limp	limp
lin	lin
line	line
lineage	lineage
lineal	lineal
linear	linear
linebacker	linebacker
lined	lined
linen	linen
liner	liner
lines	ສາຍ
lineup	lineup
linger	linger
lingerie	lingerie
lingering	ລ້າໆ
lingo	lingo
lingual	lingual
linguini	linguini
linguist	ພາສາສາດ
linguistic	ພາສາສາດ
linguistics	ພາສາສາດ
lining	lining
link	ເຊື່ອມຕໍ່
linoleum	linoleum
lint	lint
lion	ຊ້າງ
lip	ປາກ
liposuction	liposuction
lipstick	lipstick
liquefaction	liquefaction
liquefied	liquefied
liqueur	liqueur
liquid	ແຫຼວ
liquidate	liquidate
liquidation	liquidation
liquidator	liquidator
liquidity	liquidity
liquor	ເຫຼົ້າ
lira	NO TRANSLATION
lisp	lisp
list	ລາຍຊື່
listen	ຟັງ
listener	ຜູ້ຟັງ
listenting	NO TRANSLATION
listing	ລາຍຊື່
listless	listless
listneing	NO TRANSLATION
litany	litany
liter	ລິດ
literacy	ການຮູ້ຫນັງສື
literal	literal
literally	ຕົວຈິງແລ້ວ
literary	ວັນນະຄະດີ
literature	ວັນນະຄະດີ
lithe	lithe
lithium	lithium
lithograph	lithograph
lithography	lithography
lithology	lithology
lithosphere	lithosphere
litigant	litigant
litigate	ຮ້ອງທຸກ
litigation	ການພິພາກສາ
litigator	ຜູ້ພິພາກສາ
litigious	ຜິດກົດຫມາຍ
litter	ເຫຍື້ອ
little	ພຽງເລັກນ້ອຍ
littlethings	ສິ່ງ​ນ້ອຍໆ
littoral	littoral
liturgy	liturgy
live	ດໍາລົງຊີວິດ
livelife	ໃຊ້​ຊີ​ວິດ
livelihood	ຊີວິດການເປັນຢູ່
lively	ດໍາລົງຊີວິດ
liven	liven
liver	ຕັບ
livery	livery
livestock	ສັດລ້ຽງ
livid	livid
living	ດໍາລົງຊີວິດ
lizard	lizard
llama	llama
lml	lml
load	load
loader	loader
loaf	loaf
loafer	loafer
loam	loam
loan	ເງິນກູ້ຢືມ
loath	loath
loathe	loathe
loathful	ຂີ້ກຽດ
loathing	loathing
loathsome	ຂີ້ກຽດ
lobby	lobby
lobbyist	lobbyist
lobe	lobe
lobotomy	lobotomy
lobster	lobster
local	ທ້ອງຖິ່ນ
locale	ທ້ອງຖິ່ນ
locality	ທ້ອງຖິ່ນ
localization	localization
localize	localize
localized	localized
locate	ຊອກຫາສະຖານທີ່
location	ສະຖານທີ່
locator	locator
loch	loch
lock	ລັອກ
locker	locker
locket	locket
locksmith	locksmith
lockup	lockup
loco	loco
locomotion	locomotion
locomotive	locomotive
locust	locust
lode	NO TRANSLATION
lodge	lodge
lodger	lodger
lodging	ທີ່ພັກອາໄສ
loft	loft
lofty	ສູງສຸດ
log	log
logarithm	logarithm
logarithmic	logarithmic
logic	ຢ່າງມີເຫດຜົນ
logical	ຢ່າງມີເຫດຜົນ
logistics	logistics
logo	logo
logotype	logotype
loin	NO TRANSLATION
lollipop	lollipop
lone	lone
loneliness	ຄວາມໂດດດ່ຽວ
lonely	ເສີຍໆ
loner	loner
lonesome	lonesome
long	ຍາວ
longboat	longboat
longevity	ອາຍຸຍືນ
longing	ຍາວ
longitude	longitude
longitudinal	longitudinal
longitudinally	longitudinally
longtime	ເວ​ລາ​ດົນ​ນານ
loo	loo
look	ເບິ່ງແລ້ວ
looker	looker
lookout	lookout
loom	loom
looming	looming
loon	loon
loony	loony
loop	loop
loophole	ຫລີກລ່ຽງ
loopy	loopy
loose	ວ່າງ
loosen	ຫລຸດລົງ
loosening	ການຖອຍລົງ
loot	loot
lop	lop
lopsided	lopsided
lord	lord
lords	lords
lordship	lordship
lore	lore
lorry	lorry
lose	ສູນເສຍ
loser	loser
losing	ການສູນເສຍ
loss	ການສູນເສຍ
lost	ຫາຍໄປ
lot	ຫຼາຍ
lotion	lotion
lots	lots
lottery	lottery
lotto	lotto
lotus	lotus
loud	loud
loudly	ສຽງດັງ
loudmouth	loudmouth
loudness	ສຽງດັງ
loudspeaker	loudspeaker
lounge	lounge
lounging	lounging
louse	louse
lousy	lousy
lovable	ຫນ້າຮັກ
love	ຮັກ
loved	ຮັກ
lovee	lovee
loveee	loveee
loveless	loveless
lovelife	NO TRANSLATION
loveliness	loveliness
lovelovelove	NO TRANSLATION
lovely	lovely
lovemaking	ການ​ຮ່ວມ​ຮັກ
lovemylife	NO TRANSLATION
lover	ຄົນຮັກ
lovesick	lovesick
lovethis	lovethis
loving	ຮັກແພງ
lovinglife	lovinglife
lovinlife	lovinlife
low	ຕ່ໍາ
lowdown	lowdown
lower	ຕ່ໍາກວ່າ
lowering	ການຫຼຸດລົງ
lowest	ຕ່ໍາສຸດ
lowlands	lowlands
lowlife	lowlife
lowly	ຕ່ໍາ
lox	lox
loyal	loyal
loyalty	ຄວາມສັດຊື່
lsd	lsd
luau	luau
lube	lube
lubricant	lubricant
lubricate	lubricate
lubrication	lubrication
lucid	lucid
luck	ໂຊກດີ
luckiest	ໂຊກດີທີ່ສຸດ
lucky	ໂຊກດີ
luckygirl	ສາວ​ໂຊກ​ດີ
lucrative	ມີກໍາໄລ
ludicrous	ludicrous
lug	lug
luggage	ກະເປົ໋າຍ່າງທາງ
lukewarm	ຕື່ນເຕັ້ນ
lull	ງົດງາມ
lullaby	lullaby
lumbar	lumbar
lumber	lumber
lumbering	lumbering
lumberjack	lumberjack
luminescent	luminescent
luminous	ແສງສະຫວ່າງ
lump	lump
lumpy	lumpy
lunacy	lunacy
lunar	lunar
lunatic	lunatic
lunch	ອາຫານກາງວັນ
lunchbox	ກ່ອງ​ເຂົ້າ​ສວາຍ
luncheon	ອາຫານກາງວັນ
lunchtime	ອາຫານກາງວັນ
lung	ປອດ
lunge	lunge
lungs	ປອດ
lurch	lurch
lure	lure
lurid	lurid
lurk	lurk
lurking	ຂີ້ຕົວະ
luscious	ຕື່ນເຕັ້ນ
lush	lush
lust	lust
luster	luster
lustful	lustful
lustrous	ຕ່ໍາ
lusty	lusty
lute	lute
luxuriant	luxuriant
luxurious	ຟຸ່ມເຟືອຍ
luxury	luxury
lycra	lycra
lye	lye
lying	ນອນຢູ່
lymph	lymph
lymphatic	lymphatic
lymphoma	lymphoma
lynch	lynch
lynching	lynching
lynx	lynx
lyre	lyre
lyric	lyric
lyrical	ເນື້ອເພງ
lyrics	ເນື້ອເພງ
macadamia	macadamia
macarena	macarena
macaroni	macaroni
mace	mace
mach	mach
machete	machete
machine	ເຄື່ອງຈັກ
machinery	ເຄື່ອງຈັກ
machinist	ເຄື່ອງຈັກ
macho	macho
mackerel	mackerel
macro	ມະຫາພາກ
mad	mad
madam	madam
madame	madame
madden	madden
madder	madder
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	madhouse
madman	madman
madness	ຄວາມ​ບ້າ
maestro	maestro
mafia	mafia
magazine	ວາລະສານ
mage	mage
magenta	magenta
maggot	ຫມອກ
magic	magic
magical	magical
magician	magician
magistrate	ຜູ້ພິພາກສາ
magma	magma
magna	magna
magnate	magnate
magnesium	magnesium
magnet	magnet
magnetic	magnetic
magnetism	magnetism
magnetite	magnetite
magnification	ຂະຫຍາຍໃຫຍ່ຂື້ນ
magnificence	magnificence
magnificent	magnificent
magnifier	magnifier
magnify	magnify
magnifying	magnifying
magnitude	magnitude
magnolia	magnolia
magpie	magpie
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	mahogany
maid	ຜູ້ຫຍິງ
maiden	ຍິງສາວ
mail	mail
mailbox	mailbox
mailing	mailing
mailman	mailman
maim	NO TRANSLATION
main	ຕົ້ນຕໍ
mainframe	mainframe
mainland	ແຜ່ນດິນໃຫຍ່
mainstay	mainstay
mainstream	mainstream
maintain	ຮັກສາ
maintenance	ການບໍາລຸງຮັກສາ
majestic	majestic
majesty	majesty
major	ທີ່ສໍາຄັນ
majority	ສ່ວນໃຫຍ່
make	ເຮັດໃຫ້
makeover	makeover
maker	ຜູ້ຜະລິດ
makeshift	ຊົ່ວຄາວ
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	ແຕ່ງ​ຫນ້າ
makingdisciples	NO TRANSLATION
malady	malady
malaise	malaise
malaria	malaria
malarkey	malarkey
male	ຜູ້​ຊາຍ
malevolent	malevolent
malfeasance	malfeasance
malformation	malformation
malfunction	malfunction
malice	NO TRANSLATION
malicious	ອັນຕະລາຍ
malign	ຮ້າຍແຮງ
malignancy	malignancy
malignant	ຮ້າຍແຮງ
maligned	ເຮັດຮ້າຍ
mall	ສູນການຄ້າ
malleable	ລຽບງ່າຍ
mallet	ພົມປູພື້ນ
malnutrition	ຂາດສານອາຫານ
malpractice	malpractice
malt	malt
mama	mama
mambo	mambo
mamma	NO TRANSLATION
mammal	mammal
mammoth	mammoth
mammy	mammy
man	ຜູ້ຊາຍ
manage	ຄຸ້ມຄອງ
manageable	ສາມາດຄຸ້ມຄອງໄດ້
management	ການຄຸ້ມຄອງ
manager	ຜູ້​ຈັດ​ການ
managerial	managerial
mandamus	mandamus
mandarin	mandarin
mandate	mandate
mandatory	ບັງຄັບ
mandible	mandible
mandolin	mandolin
mandrel	mandrel
mane	NO TRANSLATION
maneuver	maneuver
maneuvering	maneuvering
mange	NO TRANSLATION
manger	ຜູ້ຈັດຈໍາຫນ່າຍ
mangle	mangle
mango	ຫມາກມ່ວງ
mangosteen	mangosteen
mangy	mangy
manhole	manhole
manhood	manhood
manhunt	manhunt
mania	mania
maniac	maniac
maniacal	maniacal
manic	manic
manicure	manicure
manicurist	manicurist
manifest	manifest
manifestation	manifestation
manifested	manifested
manifestly	ຢ່າງຊັດເຈນ
manifesto	manifesto
manifold	manifold
manipulate	manipulate
manipulation	ການຫມູນໃຊ້
manipulative	ການຈັບຄູ່
mankind	ມະນຸດ
manly	manly
manna	manna
manned	manned
mannequin	mannequin
manner	ວິທີການ
mannered	mannered
manners	ລັກສະນະ
manor	manor
manpower	manpower
mansion	mansion
mansions	mansions
manslaughter	ການລ່ວງລະເມີດ
mantel	mantel
mantis	mantis
mantle	mantle
mantra	mantra
manual	ຄູ່ມື
manufacture	ການຜະລິດ
manufacturer	ຜູ້ຜະລິດ
manufacturing	ການຜະລິດ
manure	ຝຸ່ນ
manuscript	manuscript
map	ແຜນທີ່
maple	maple
mar	mar
marathon	marathon
marble	marble
marbled	marbled
