Word	ru
inter	между
interact	взаимодействовать
interaction	взаимодействие
interactive	интерактивный
intercede	посредничать
intercept	перехват
interception	подслушивание
intercession	заступничество
interchange	обмен
interchangeable	взаимозаменяемый
interchanged	поменять местами
intercom	внутренняя связь
intercourse	общение
interdependence	взаимозависимость
interdependent	взаимозависимый
interdiction	воспрещение
interest	интерес
interested	заинтересованный
interesting	интересно
interface	интерфейс
interfere	вмешиваться
interference	интерференция
interferometer	интерферометр
intergalactic	межгалактический
interim	промежуточный
interior	интерьер
interject	вставлять
interlocutory	неокончательный
interlude	интерлюдия
intermediary	посредник
intermediate	промежуточный
interment	погребение
interminable	бесконечный
intermission	антракт
intermittent	прерывистый
intern	интерн
internal	внутренний
internally	внутренне
international	Международный
internet	интернет
internship	Интернатура
interoffice	межстанционный
interpolate	интерполировать
interpolation	интерполяция
interpret	интерпретировать
interpretation	интерпретация
interpreter	переводчик
interpretive	интерпретирующий
interrelated	взаимосвязаны
interrogate	допрашивать
interrogation	опрос
interrupt	прерывание
interrupted	прерванный
interrupting	прерывающий
interruption	прерывание
interrupts	прерывания
intersect	пересекаться
intersection	пересечение
interstate	межгосударственный
interstellar	межзвездный
interstitial	интерстициальный
interval	интервал
intervene	вмешиваться
intervening	вмешиваясь
intervention	вмешательство
interview	интервью
interviewer	интервьюер
interworking	межсетевое взаимодействие
intestate	умерший без завещания
intestinal	кишечный
intestine	кишка
intestines	кишечник
intimacy	интимность
intimate	интимный
intimately	тесно
intimation	указание
intimidate	запугивать
intimidated	запуганы
intimidating	пугающим
intimidation	устрашение
intolerable	невыносимый
intolerance	непереносимость
intolerant	нетерпимый
intonation	интонация
intoxicated	опьяненный
intoxicating	опьяняющий
intoxication	опьянение
intracranial	внутричерепной
intractable	неподатливый
intramural	очный
intravenous	внутривенное
intrepid	бесстрашный
intricate	запутанный
intrigue	интрига
intriguing	интригующий
intrinsic	свойственный
intrinsically	в действительности
intro	вступление
introduce	вводить
introduction	введение
introductory	вводный
introspection	интроспекция
introspective	интроспективный
intrude	вторгаться
intruder	нарушитель
intrusion	вторжение
intrusive	назойливый
intubation	интубация
intuition	интуиция
intuitive	интуитивный
intuitively	интуитивно
inundation	наплыв
invade	вторгаться
invader	захватчик
invalid	инвалид
invalidate	аннулировать
invalidation	признание недействительным
invalidity	недействительность
invaluable	неоценимый
invariably	неизменно
invasion	вторжение
invasive	агрессивный
invent	выдумывать
invention	изобретение
inventive	изобретательский
inventor	изобретатель
inventory	инвентарь
inverse	обратный
inversely	обратно
inversion	инверсия
invert	инвертировать
inverted	перевернутый
invest	вкладывать деньги
investigate	исследовать
investigation	расследование
investigative	следственный
investigator	следователь
investment	инвестиции
investor	инвестор
invidious	возмутительный
invigorate	подбадривать
invincible	непобедимый
invisibility	невидимость
invisible	невидимый
invitation	приглашение
invite	приглашать
inviting	манящий
invocation	вызов
invoice	выставленный счет
invoke	взывать
involuntary	непроизвольный
involution	инволюция
involve	включать
involvement	участие
invulnerable	неуязвимый
inwards	внутренности
iodine	йод
ion	ион
iota	йота
irate	разгневанный
ire	NO TRANSLATION
iridescent	радужный
iris	Ирис
irked	раздраженный
irks	докучает
iron	железо
ironclad	броненосец
ironic	иронический
irons	утюги
irony	Ирония
irradiation	облучение
irrational	иррациональный
irrationality	иррациональность
irreconcilable	непримиримый
irreducible	неприводимым
irrefutable	неопровержимый
irregular	нерегулярный
irregularity	неправильность
irregularly	нерегулярно
irrelevant	не имеет значения
irreparable	непоправимый
irreplaceable	незаменимый
irrepressible	неугомонный
irresistible	непреодолимый
irrespective	независимо
irresponsible	безответственный
irreverent	непочтительный
irreversible	необратимый
irrevocable	безотзывный
irrigate	орошать
irrigation	орошение
irritability	раздражительность
irritable	раздражительный
irritate	раздражать
irritated	раздраженный
irritates	раздражает
irritating	раздражающий
irritation	раздражение
island	остров
isle	островной
islet	островок
isolate	изолировать
isolated	изолированный
isolation	изоляция
isomorphism	изоморфизм
isothermal	изотермический
isotope	изотоп
issue	вопрос
itch	зуд
itching	зудящий
itchy	зудящий
item	пункт
itemize	детализировать
items	Предметы
iterate	повторять
iteration	итерация
iterative	итеративный
itinerant	странствующий
itinerary	маршрут
ivory	цвета слоновой кости
jab	прививка
jabber	трескотня
jack	разъем
jackal	шакал
jackass	болван
jacket	куртка
jackhammer	пневмоперфоратор
jackpot	куш
jackrabbit	Jackrabbit
jacks	домкраты
jade	нефрит
jaded	измученный
jag	NO TRANSLATION
jagged	зазубренный
jaguar	ягуар
jail	тюремное заключение
jailbird	рецидивист
jailbreak	побег из тюрьмы
jailer	тюремщик
jailhouse	тюрьма
jalopy	драндулет
jam	варенье
jamboree	празднество
jammed	зажатый
jammer	Глушитель
janitor	дворник
janitorial	дворников
japan	Япония
jar	яс
jargon	жаргон
jarhead	крутильный отбойный яс
jarring	диссонанс
jasmine	жасмин
jasper	Джаспер
jaundice	желтуха
jaunt	увеселительная прогулка
java	Ява
javelin	дротик
jaw	челюсть
jawbone	челюстная кость
jaws	пасть
jay	сойка
jazz	джаз
jazzy	джазовый
jealous	ревнивый
jealousy	ревность
jean	джинсовый
jeans	джинсы
jeep	джип
jeering	глумление
jelly	желе
jellybean	жевательные конфеты
jellyfish	медуза
jenny	Дженни
jeopardize	подвергать опасности
jeopardy	подсудность
jerk	придурок
jerks	конвульсии
jerky	вяленое мясо
jersey	Джерси
jest	NO TRANSLATION
jester	шут
jesus	Иисус
jet	реактивный самолет
jetty	мол
jewel	драгоценный камень
jeweler	ювелир
jewelry	Ювелирные изделия
jib	кливер
jiff	NO TRANSLATION
jiffy	миг
jig	кондуктор
jiggle	покачивать
jigsaw	головоломки
jihad	джихад
jimmy	Джимми
jingle	звяканье
jinx	приносить несчастье
jitters	испуг
jittery	пугливый
jive	джайв
job	работа
jobinterview	NO TRANSLATION
jock	Джок
jockey	жокей
jockstrap	бандаж
jog	бегать трусцой
jogger	бегущий трусцой
john	Джон
join	присоединиться
joined	присоединился
joining	присоединение
joint	совместный
jointly	совместно
joke	шутка
joker	джокер
joking	шучу
jolly	веселый
jolt	трясти
jornada	NO TRANSLATION
jot	йота
jour	NO TRANSLATION
journal	журнал
journalism	журналистика
journalist	журналист
journalistic	журналистское
journey	поездка
journeyman	подмастерье
joust	рыцарский турнир
jovial	веселый
joy	радость
joyful	радостный
joyous	радостный
joyride	увеселительная поездка на автомашине или самолете
joys	радостей
jubilant	ликующий
jubilee	юбилей
judge	судья
judged	судить
judging	судейство
judgment	суждение
judgmental	преднамеренный
judicial	судебная
judiciary	судебная система
judicious	рассудительный
judo	дзюдо
jug	кувшин
juggle	жонглировать
juggler	жонглер
juggling	жонглирование
jugular	шейный
juice	сок
juicer	соковыжималка
juicy	сочный
juju	NO TRANSLATION
juke	дешевый ресторан, где танцуют под музыку автоматического проигрывателя
jukebox	проигрыватель-автомат
jumble	перемешивать
jumbled	перемешанный
jumbo	гигантский
jump	Прыгать
jump rope	скакалка
jumper	джемпер
jumpsuit	комбинезон
jumpy	скачущий
junction	соединение
juncture	стык
jungle	джунгли
junior	младший
juniper	можжевельник
junk	барахло
junket	пировать
junkie	наркоман
junky	наркоман
junkyard	свалка
junta	хунта
juridical	юридический
jurisdiction	юрисдикция
jurisprudence	юриспруденция
jurist	юрист
juror	присяжный
jury	жюри
justice	справедливость
justifiable	допустимый
justification	обоснование
justify	обосновывать
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	джут
juvenile	ювенильный
juxtaposition	соседство
kaiser	кайзер
kale	листовая капуста
kaleidoscope	калейдоскоп
kamikaze	камикадзе
kangaroo	кенгуру
kanji	кандзи
kappa	каппа
kaput	NO TRANSLATION
karaoke	караоке
karate	каратэ
karma	карма
karmic	кармическая
kayak	каяк
kazoo	казу
kebab	кебаб
keel	киль
keen	острый
keep	держать
keeper	хранитель
keeping	хранение
keepsake	слащавый
keg	бочонок
kelp	ламинария
ken	кругозор
kennel	конура
kerchief	косынка
kern	деревенщина
kernel	ядро
kerosene	керосин
ketchup	кетчуп
kettle	чайник
key	ключ
keyboard	клавиатура
keyed	ключ
keyhole	замочная скважина
keynote	лейтмотив
keypad	клавиатура
keystone	замковый камень
keyword	ключевое слово
khaki	хаки
khan	хан
kibble	дробить
kick	удар
kickboxing	кикбоксинг
kicker	скандалист
kicking	пиная
kickoff	подать мяч
kid	дитя
kidder	Киддер
kidding	ребячество
kiddo	малышка
kiddos	kiddos
kidnap	похищать
kidnapped	похищенный
kidnapper	похититель
kidnapping	похищение людей
kidney	почка
kids	Дети
kill	убийство
killer	убийца
killing	убийство
killjoy	брюзга
kiln	печи
kilo	NO TRANSLATION
kilogram	килограмм
kilometer	километр
kilt	юбка в складку
kimono	кимоно
kin	родня
kind	своего рода
kindergarten	детский сад
kindling	растопка
kindness	доброта
kindred	родственный
kinematics	кинематика
kinesiology	кинезиология
kinetic	кинетический
king	король
king snake	король змей
kingdom	Королевство
kingpin	вор в законе
kink	перегиб
kinky	курчавый
kinship	родство
kiosk	киоск
kirk	Kirk
kiss	поцелуй
kisser	целуется
kissy	Kissy
kit	Комплект
kitchen	кухня
kite	воздушный змей
kitten	котенок
kiwi	киви
klutz	недотепа
knack	сноровка
knapsack	ранец
knead	месить
knee	колено
kneecap	наколенник
kneel	становиться на колени
kneeling	стоя на коленях
knell	предвещать
knick	Knick
knickers	дамские панталоны
knife	нож
knight	рыцарь
knighthood	рыцарство
knit	вязать
knob	ручка
knock	постучать
knockoff	подделка
knockout	Нокаут
knoll	бугор
knot	морской узел
knots	узлы
knotted	узловатый
know	знать
knowing	знание
knowingly	сознательно
knowledge	знание
knowledgeable	осведомленный
knuckle	ножка
knucklehead	Knucklehead
knuckles	кастет
koala	коала
kook	NO TRANSLATION
kooky	с закидонами
kool-aid	Kool-Aid
kos	кос
kosher	кошерный
kraut	NO TRANSLATION
kris	крис
kryptonite	криптонит
kudos	почет
kumquat	кумкват
lab	лаборатория
label	метка
labor	труд, работа
laboratory	лаборатория
labored	затрудненное
laborer	чернорабочий
laboring	трудящийся
laborious	трудоемкий
labyrinth	лабиринт
lac	лак
lace	шнурок
laceration	разрывание
lack	отсутствие
lackey	лакей
lacking	не хватает
lackluster	тусклый
lacquer	лак
lacrosse	лакросс
lactose	лактоза
lad	парень
ladder	лестница
laddie	паренек
laden	нагруженный
lading	погрузка
ladle	черпак
lady	леди
lady bug	NO TRANSLATION
ladybug	божья коровка
ladylike	женоподобный
ladyship	титул леди
lag	запаздывание
lager	NO TRANSLATION
lagging	отстающий
lagoon	лагуна
lair	логово
laity	миряне
lake	озеро
lama	NO TRANSLATION
lamb	ягненок
lame	ламе
lament	стенать
lamenting	сокрушаться
lamina	тонкая пластинка
laminated	ламинированный
lamp	лампа
lamppost	уличный фонарь
lance	копье
lancer	улан
land	земельные участки
landed	высадился
landfall	оползень
landfill	полигон
landing	посадка
landlady	помещица
landlocked	суша
landlord	арендодатель
landmark	ориентир
lands	земли
landscape	пейзаж
landscaping	ландшафтный дизайн
landslide	оползень
lane	полоса дороги
language	язык
languid	томный
languish	томиться
languishing	томный
lanky	долговязый
lantern	фонарь
lap	круг
lapdog	болонка
lapel	отворот
lapse	упущение
lapsed	впала
laptop	портативный компьютер
larceny	воровство
lard	сало
larder	кладовая
large	большой
larger	больше
largo	NO TRANSLATION
lark	жаворонок
larva	личинка
laryngitis	ларингит
larynx	гортань
lasagna	лазанья
laser	лазер
lash	плеть
lass	девушка
lasso	лассо
lastday	NO TRANSLATION
lasting	прочный
lastminute	Последняя минута
latch	защелка
late	поздно
lateness	опоздание
latent	латентный
lateral	боковая
laterally	сбоку
latex	латекс
lathe	токарный станок
lather	намыливать
latitude	широта
latrine	уборная
latrines	уборные
latte	латте
lattice	решетка
laud	превозносить
laudable	похвальный
laudation	восхваление
laudatory	хвалебный
laugh	смех
laughable	смехотворный
laughing	смеющийся
laughingstock	NO TRANSLATION
laughs	смеется
laughter	смех
launch	запуск
launcher	пусковая установка
launches	катера
launder	отмывать
laundering	отмывание
laundry	прачечная
laureate	лауреат
laurel	лавр благородный
laurels	лавры
lava	лава
lavage	лаваж
lavatory	уборная
lavender	лаванда
lavish	расточать
law	закон
lawful	законный
lawless	беззаконный
lawlessness	бесправие
lawman	судебный исполнитель
lawn	лужайка
lawnmower	газонокосилка
lawsuit	судебный процесс
lawyer	адвокат
lax	рыхлый
laxative	слабительное
lay	прокладывать
layaway	Layaway
layer	слой
layered	слоистый
layman	неспециалист
layout	расположение
layover	остановка
laziness	лень
lazy	ленивый
lazyday	NO TRANSLATION
lea	луг
lead	вести
leaded	освинцованный
leader	лидер
leadership	руководство
leading	ведущий
leads	приводит
leaf	лист
leaflet	листовка
leafy	лиственный
league	лига
leak	утечка
leakage	утечки
leaky	неплотный
lean	опираться
leaned	прислонился
leaning	склонность
leap	прыжок
learn	учить
learned	научился
learner	ученик
learning	обучение
lease	аренда
leash	привязь
leather	кожа
leathery	кожистые
leave	оставлять
leavemealone	Оставь меня в покое
leaving	уход
lecherous	развратный
lecture	лекция
lecturer	преподаватель
ledge	уступ
ledger	гроссбух
lee	подветренный
leech	пиявка
leeches	пиявки
leer	NO TRANSLATION
leery	подозрительный
lees	NO TRANSLATION
leeway	дрейф
left	оставил
leftout	NO TRANSLATION
leftover	пережиток
leftovers	объедки
lefty	левша
leg	ножка
legacy	наследие
legal	правовой
legality	легальность
legalize	легализовать
legalized	легализованный
legally	юридически
legend	легенда
legendary	легендарный
legibility	разборчивость
legible	разборчивый
legion	легион
legislate	законодательствовать
legislation	законодательство
legislative	законодательные
legislator	законодатель
legislature	законодательная власть
legit	законны
legitimacy	законность
legitimate	законный
lego	Лего
legs	ноги
legume	боб
legwork	работа, требующая беготни
leisure	досуг
leisurely	не спеша
lemma	лемма
lemon	лимон
lemonade	лимонад
lend	давать в долг
lender	кредитор
lending	кредитование
length	длина
lengthen	удлинять
lengthened	удлиненный
lengthening	удлинение
lengthwise	вдоль
lengthy	длинный
leniency	снисходительность
lenient	снисходительный
lens	объектив
leopard	леопард
leotard	трико
leper	прокаженный
leprechaun	гном
leprosy	проказа
lesbian	лесбиянка
lesbianism	лесбиянство
lesion	поражение
less	Меньше
lessee	лизингополучатель
lessen	уменьшать
lessening	убавление
lesser	меньший
lesson	урок
lessor	арендодатель
let	позволять
lethal	летальный
lethargic	летаргический
lethargy	вялость
letter	письмо
lettered	литерный
letterhead	печатный бланк
lettering	буквенное обозначение
letters	буквы
lettuce	салат
leukemia	лейкемия
levee	дамба
level	уровень
lever	рычаг
leverage	левередж
levitate	поднимать
levy	обложение
lewd	непристойный
lexicon	лексикон
ley	NO TRANSLATION
liabilities	обязательства
liability	ответственность
liable	подлежащий
liaison	связь
liar	лжец
libel	навет
libelous	клеветнический
liberal	либеральный
liberalism	либерализм
liberate	освобождать
liberated	освобожденный
liberating	освободительный
liberation	освобождение
liberty	свобода
libido	либидо
librarian	библиотекарь
library	библиотека
libretto	либретто
lice	вши
license	лицензия
lichen	лишай
lick	облизывание
licorice	лакрица
lid	крышка
lie	ложь
liege	вассал
lien	право удержания
lieu	место
lieutenant	лейтенант
life	жизнь
lifeblood	кровь
lifeboat	спасательная шлюпка
lifeguard	Спасатель
lifeisgood	жизнь хороша
lifeless	безжизненный
lifelike	как живой
lifeline	спасательный трос
lifelong	пожизненный
lifer	приговоренный к пожизненному заключению
lifesaver	спасатель
lifestyle	Стиль жизни
lifesucks	жизнь - отстой
lifetime	продолжительность жизни
lift	лифт
lifted	поднятый
liftoff	взлет
ligament	связка
ligation	перевязка
ligature	лигатура
light	легкий
light year	световой год
lightbulb	лампочка
lighten	светлеть
lightheaded	легкомысленный
lighthouse	маяк
lighting	осветительные приборы
lightness	расторопность
lightning	молния
lights	огни
lightweight	легкий
likable	приятный
like	как
likelihood	вероятность
likely	вероятно
likeness	сходство
likewise	также
liking	симпатия
lilac	сирень
lily	Лили
limb	конечность
limber	податливый
limbo	заброшенность
lime	лайм
limelight	центр внимания
limestone	известняк
limey	англичанин
limit	предел
limitation	ограничение
limited	ограниченное
limitless	Безграничный
limo	лимузин
limousine	лимузин
limp	прихрамывать
lin	лин
line	линия
lineage	родословная
lineal	прямой
linear	линейный
linebacker	полузащитник
lined	подкладке
linen	белье
liner	футеровка
lines	линии
lineup	расстановка
linger	задерживаться
lingerie	Дамское белье
lingering	затяжной
lingo	жаргон
lingual	язычный
linguini	лингвини
linguist	лингвист
linguistic	лингвистический
linguistics	лингвистика
lining	футеровка
link	ссылка
linoleum	линолеум
lint	корпия
lion	лев
lip	губа
liposuction	липосакция
lipstick	губная помада
liquefaction	сжижение
liquefied	сжиженный
liqueur	ликер
liquid	жидкость
liquidate	ликвидировать
liquidation	ликвидация
liquidator	ликвидатор
liquidity	ликвидность
liquor	щелок
lira	NO TRANSLATION
lisp	шепелявость
list	список
listen	Слушать
listener	слушатель
listenting	NO TRANSLATION
listing	список
listless	апатичный
listneing	NO TRANSLATION
litany	литания
liter	литр
literacy	грамотность
literal	буквальный
literally	буквально
literary	литературный
literature	литература
lithe	гибкий
lithium	литий
lithograph	литография
lithography	литография
lithology	литология
lithosphere	литосфера
litigant	тяжущийся
litigate	судиться
litigation	судебные разбирательства
litigator	сторона в судебном процессе
litigious	сутяжнический
litter	мусор
little	немного
littlethings	маленькие вещи
littoral	литораль
liturgy	литургия
live	жить
livelife	livelife
livelihood	средства к существованию
lively	оживленный
liven	оживить
liver	печень
livery	ливрея
livestock	домашний скот
livid	синевато-багровый
living	живой
lizard	ящерица
llama	гуанако
lml	LML
load	нагрузка
loader	погрузчик
loaf	буханка
loafer	бездельник
loam	суглинок
loan	ссуда
loath	не хотелось
loathe	ненавидеть
loathful	отвратительный
loathing	ненависть
loathsome	отвратительный
lobby	лобби
lobbyist	лоббист
lobe	мочка
lobotomy	лоботомия
lobster	Омар
local	местный
locale	место действия
locality	местонахождение
localization	локализация
localize	локализовать
localized	локализованный
locate	разместить
location	место нахождения
locator	локатор
loch	озеро
lock	замок
locker	рундук
locket	медальон
locksmith	слесарь
lockup	тупик
loco	астрагал
locomotion	передвижение
locomotive	локомотив
locust	саранча
lode	NO TRANSLATION
lodge	домик
lodger	жилец
lodging	жилье
loft	чердак
lofty	возвышенный
log	журнал
logarithm	логарифм
logarithmic	логарифмический
logic	логика
logical	логический
logistics	логистика
logo	логотип
logotype	логотип
loin	NO TRANSLATION
lollipop	леденец
lone	одинокий
loneliness	одиночество
lonely	Одинокий
loner	одиночка
lonesome	унылый
long	длинный
longboat	баркас
longevity	долговечность
longing	желание
longitude	долгота
longitudinal	продольный
longitudinally	продольно
longtime	много времени
loo	уборная
look	смотреть
looker	телезритель
lookout	быть осторожным
loom	ткацкий станок
looming	надвигающийся
loon	гагара
loony	псих
loop	петля
loophole	лазейка
loopy	чокнутый
loose	свободный
loosen	рыхлить
loosening	разрыхление
loot	добыча
lop	отвисать
lopsided	кривобокий
lord	господин
lords	лорды
lordship	светлость
lore	уздечка
lorry	грузовой автомобиль
lose	потерять
loser	неудачник
losing	проигрыш
loss	потеря
lost	потерял
lot	много
lotion	лосьон
lots	много
lottery	лотерея
lotto	лото
lotus	лотос
loud	громкий
loudly	громко
loudmouth	крикун
loudness	громкость
loudspeaker	громкоговоритель
lounge	гостиная
lounging	безделье
louse	вошь
lousy	паршивый
lovable	привлекательный
love	люблю
loved	любимый
lovee	lovee
loveee	loveee
loveless	нелюбящий
lovelife	NO TRANSLATION
loveliness	миловидность
lovelovelove	NO TRANSLATION
lovely	прекрасный
lovemaking	занятия любовью
lovemylife	NO TRANSLATION
lover	любовник
lovesick	томящийся от любви
lovethis	люблю это
loving	любящий
lovinglife	Любящий жизнь
lovinlife	lovinlife
low	низкий
lowdown	подноготная
lower	ниже
lowering	снижение
lowest	низший
lowlands	низменность
lowlife	низкий уровень жизни
lowly	непритязательный
lox	жидкий кислород
loyal	верный
loyalty	лояльность
lsd	ЛСД
luau	Люао
lube	машинное масло
lubricant	смазочный
lubricate	смазывать
lubrication	смазывание
lucid	ясный
luck	везение
luckiest	удачливый
lucky	везучий
luckygirl	luckygirl
lucrative	прибыльный
ludicrous	смехотворный
lug	волочение
luggage	багаж
lukewarm	тепловатый
lull	затишье
lullaby	Колыбельная
lumbar	поясничный
lumber	пиломатериалы
lumbering	громыхающий
lumberjack	лесоруб
luminescent	люминесцентный
luminous	светящийся
lump	кусковой
lumpy	комковатый
lunacy	невменяемость
lunar	лунный
lunatic	помешанный
lunch	обед
lunchbox	коробка для ланча
luncheon	завтрак
lunchtime	время обеда
lung	легкое
lunge	устремиться
lungs	легкие
lurch	крениться
lure	приманка
lurid	пылающий
lurk	таиться
lurking	скрываясь
luscious	приторный
lush	пышный
lust	похоть
luster	блеск
lustful	похотливый
lustrous	глянцевитый
lusty	крепкий
lute	лютня
luxuriant	пышный
luxurious	роскошный
luxury	роскошь
lycra	лайкра
lye	щелок
lying	лежащий
lymph	лимфа
lymphatic	лимфатический
lymphoma	лимфома
lynch	линчевать
lynching	линчевание
lynx	рысь
lyre	лира
lyric	лирический
lyrical	лирический
lyrics	текст песни
macadamia	макадамии
macarena	Макарена
macaroni	макароны
mace	булава
mach	маш
machete	мачете
machine	машина
machinery	машины
machinist	машинист
macho	мачо
mackerel	скумбрия
macro	макрос
mad	Сумасшедший
madam	Госпожа
madame	мадам
madden	бесить
madder	марена
mademoiselle	NO TRANSLATION
mademyday	сделал мой день
madhouse	сумасшедший дом
madman	безумец
madness	безумие
maestro	маэстро
mafia	мафия
magazine	журнал
mage	маг
magenta	фуксин
maggot	личинка
magic	магия
magical	волшебный
magician	волшебник
magistrate	магистрат
magma	магма
magna	магна
magnate	магнат
magnesium	магний
magnet	магнит
magnetic	магнитные
magnetism	магнетизм
magnetite	магнетит
magnification	увеличение
magnificence	парадность
magnificent	великолепный
magnifier	увеличительное стекло
magnify	увеличивать
magnifying	увеличительный
magnitude	величина
magnolia	магнолия
magpie	болтун
mahi mahi	NO TRANSLATION
mahjong	маджонг
mahogany	красное дерево
maid	горничная
maiden	девушка
mail	почта
mailbox	почтовый ящик
mailing	почтовое отправление
mailman	почтальон
maim	NO TRANSLATION
main	главный
mainframe	мэйнфреймов
mainland	материк
mainstay	оплот
mainstream	Основной поток
maintain	поддерживать
maintenance	поддержание
majestic	величавый
majesty	величественность
major	главный
majority	большинство
make	делать
makeover	макияж
maker	производитель
makeshift	импровизированный
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	составить
makingdisciples	NO TRANSLATION
malady	болезнь
malaise	недомогание
malaria	малярия
malarkey	чепуха
male	мужской
malevolent	недоброжелательный
malfeasance	злодеяние
malformation	порок развития
malfunction	неисправность
malice	NO TRANSLATION
malicious	злонамеренный
malign	злокачественный
malignancy	злокачественность
malignant	злокачественный
maligned	оклеветанный
mall	торговый центр
malleable	податливый
mallet	колотушка
malnutrition	недоедание
malpractice	злоупотребление доверием
malt	солод
mama	мама
mambo	мамбо
mamma	NO TRANSLATION
mammal	млекопитающее
mammoth	мамонт
mammy	мамочка
man	человек
manage	управлять
manageable	управляемый
management	управление
manager	менеджер
managerial	управленческие
mandamus	судебный приказ должностному лицу о выполнении требования истца
mandarin	мандарин
mandate	мандат
mandatory	обязательное
mandible	нижняя челюсть
mandolin	мандолина
mandrel	оправка
mane	NO TRANSLATION
maneuver	маневр
maneuvering	маневрирование
mange	NO TRANSLATION
manger	кормушка
mangle	калечить
mango	манго
mangosteen	мангустин
mangy	паршивый
manhole	лаз
manhood	мужественность
manhunt	преследование
mania	мания
maniac	маньяк
maniacal	маниакальный
manic	маниакальный
manicure	маникюр
manicurist	мастер маникюра
manifest	манифест
manifestation	проявление
manifested	проявляется
manifestly	явно
manifesto	манифест
manifold	многообразие
manipulate	манипулировать
manipulation	манипуляция
manipulative	манипулятивный
mankind	человечество
manly	мужественный
manna	манна
manned	пилотируемый
mannequin	манекен
manner	манера
mannered	манерный
manners	манеры
manor	поместье
manpower	рабочая сила
mansion	особняк
mansions	особняки
manslaughter	непредумышленное убийство
mantel	каминная доска
mantis	богомол
mantle	накидка
mantra	мантра
manual	руководство
manufacture	производство
manufacturer	производитель
manufacturing	производство
manure	навоз
manuscript	рукопись
map	карта
maple	кленовый
mar	март
marathon	марафон
marble	мрамор
marbled	мраморное
marbles	мраморы
march	Март
mare	NO TRANSLATION
margarine	маргарин
margarita	маргарита
margin	поле
marginal	маргинальный
mariachi	мариачи
marijuana	марихуана
marinara	маринара
marine	морской
mariner	мореплаватель
marital	супружеский
maritime	морской
mark	отметка
marked	отмеченный
marker	маркер
market	рынок
marketable	ликвидный
marketing	маркетинг
marketplace	рыночная площадь
marks	Метки
marksman	меткий стрелок
marksmanship	меткая стрельба
marl	мергель
marmalade	джем
maroon	темно-бордовый
marooned	высадили
marquee	шатер
marquis	маркиз
marred	омрачена
marriage	брак
married	в браке
marrow	костный мозг
marry	выйти замуж
marsh	болотный
marshal	маршал
marshmallow	зефир
mart	рынок
martial	воинственный
martingale	мартингал
martini	мартини
martyr	мученик
martyrdom	мученичество
marvel	диво
marvellous	дивный
marvelous	дивный
marvelously	изумительно
marzipan	NO TRANSLATION
mascara	тушь для ресниц
mascot	талисман
masculine	мужской
masculinity	мужественность
mash	затор
mashed	пюре
mask	маскировать
masked	замаскированный
masks	маски
masochism	мазохизм
masochist	мазохист
mason	каменщик
masquerade	маскарад
mass	масса
massacre	бойня
massage	массаж
masses	массы
masseur	массажист
masseuse	массажистка
massive	массивный
mast	мачта
master	мастер
masterful	властный
mastermind	вдохновитель
masterpiece	шедевр
mastery	мастерство
masturbate	мастурбировать
masturbation	мастурбация
mat	мат
matador	матадор
match	совпадение
matchbook	Matchbook
matching	согласование
matchmaker	сваха
mate	приятель
material	материал
materialism	материализм
materialist	материалист
materialistic	материалистический
materiality	существенность
materialize	материализовать
materially	материально
materials	материалы
materiel	матчасть
maternal	материнский
maternity	материнство
math	математический
mathematical	математическая
mathematician	математик
mathematics	математика
matinee	утренник
mating	спаривание
matriculation	зачисление
matrimony	брак
matrix	матрица
matron	матрона
matted	спутанный
matter	дело
matting	циновка
mattress	матрас
maturation	созревание
mature	зрелый
maturity	зрелость
maudlin	плаксивый
mausoleum	мавзолей
mauve	розовато-лиловый
maverick	инакомыслящий
maxim	Максим
maximize	максимизировать
maximum	максимальная
may	май
mayday	Первое мая
mayflower	Mayflower
mayhem	нанесение увечья
mayonnaise	майонез
mayor	мэр
maze	лабиринт
mead	мед
meadow	луг
meager	скудный
meal	еда
mean	имею в виду
meander	меандр
meandering	извилистый
meanie	жадина
meaning	имея в виду
meaningful	значимым
meaningless	бессмысленный
meanness	подлость
means	означает
meantime	то время
measles	корь
measurable	измеримый
measure	измерение
measured	измеренный
measurement	измерение
measuring	измерения
measuring cup	измерительная чашка
measuring tape	измерительная лента
meat	мясо
meatball	фрикаделька
meathead	Meathead
meatloaf	мясной рулет
mechanic	механик
mechanical	механический
mechanics	механика
mechanism	механизм
med	NO TRANSLATION
medal	медаль
medallion	медальон
medallist	медалист
meddle	вмешиваться
meddling	надоедливый
media	СМИ
medial	срединный
median	медиана
mediate	посредничать
mediation	посредничество
mediator	медиатор
medic	медик
medical	медицинская
medicate	насыщать
medication	лечение
medicinal	лекарственный
medicine	лекарственное средство
medieval	средневековый
mediocre	посредственный
mediocrity	посредственность
meditate	обдумывать
meditating	медитации
meditation	медитация
meditative	созерцательный
mediterranean	Средиземное море
medium	средний
medley	попурри
meek	кроткий
meet	встретить
meeting	встреча
mega	мега
meh	Мех
melancholic	меланхолический
melancholy	меланхолия
melee	рукопашная
mellow	сочный
melodious	мелодичный
melodrama	мелодрама
melodramatic	мелодраматический
melody	мелодия
melon	дыня
melt	плавиться
meltdown	расплавление
melting	плавление
member	член
membership	членство
membrane	мембрана
memento	сувенир
memo	меморандум
