Word	hi
hierarchy	अनुक्रम
hieroglyphics	चित्रलेख
high	उच्च
high heels	ऊँची एड़ी के जूते
highball	तेज़ गाड़ी
higher	उच्चतर
highest	उच्चतम
highland	अधित्यका
highlands	पहाड़ी इलाक़ा
highlight	मुख्य आकर्षण
highness	महारानी
hight	hight
hightail	hightail
highway	हाइवे
hijack	डाका डालना
hijacker	लुटेरा
hike	वृद्धि
hiker	यात्री
hiking	लंबी पैदल यात्रा
hiking boot	लंबी पैदल यात्रा वाले जूता
hilarious	उल्लसित
hilarity	आनंद
hill	पहाड़ी
hillside	ढाल
hilltop	पहाड़ी की चोटी
hilly	पहाड़ी
hilt	मूठ
hind	पिछला
hinder	बाधा पहुंचाना
hindering	निरोधक
hindrance	बाधा
hindsight	मसा
hinge	काज
hint	संकेत
hinterland	आंतरिक इलाके
hip	कमर
hip hop	हिप हॉप
hippie	हिप्पी
hippo	हिप्पो
hippopotamus	जलहस्ती
hire	किराया
hirsute	झबरा
hiss	फुफकार
hissing	ताली बजाते रहेंगे
histology	ऊतक विज्ञान
historian	इतिहासकार
historic	ऐतिहासिक
historical	ऐतिहासिक
historiography	हिस्टोरिओग्राफ़ी
history	इतिहास
hit	मारो
hitch	अड़चन
hitchhike	hitchhike
hitchhiker	सहयात्री
hitherto	अब तक
hitter	मारने वाला
hive	मधुमुखी का छत्ता
hives	हीव्स
hoard	ढेर
hoarse	कर्कश
hoary	सफ़ेद
hoax	छल
hob	हॉब
hobbit	Hobbit
hobby	शौक
hobo	आवारा
hock	ओल
hockey	हॉकी
hoe	NO TRANSLATION
hog	सूअर
hogwash	बेतुकी
hohoho	NO TRANSLATION
hoist	उभाड़ना
hokey	सस्ती
hold	पकड़
holder	धारक
holding	पकड़े
holdup	लूट
hole	छेद
holiday	छुट्टी का दिन
holidays	छुट्टियां
holidayseason	NO TRANSLATION
holiness	परम पूज्य
holistic	समग्र
holler	चिल्लाई
hollow	खोखला
holly	होल्ली
holocaust	प्रलय
hologram	होलोग्राम
holographic	होलोग्राफिक
holster	पिस्तौलदान
holy	पवित्र
holyspirit	NO TRANSLATION
homage	श्रद्धा
hombre	NO TRANSLATION
hombres	NO TRANSLATION
home	होम
homeboy	homeboy
homecoming	घर वापसी
homeland	मातृभूमि
homeless	बेघर
homely	सुखकर
homemade	घर का बना
homeopathic	समाचिकित्सा का
homeopathy	होम्योपैथी
homeowner	गृहस्वामी
homeroom	homeroom
homesick	घर के बाहर रहने से खिन्न
homestead	रियासत
homesweethome	घर प्यारा घर
hometown	गृहनगर
homeward	घर की ओर
homework	घर का पाठ
homey	घर का
homicidal	मनुष्य वघ-संबंधी
homicide	मानव हत्या
homily	धर्मगीत
homing	घर वापस आना
hominy	होमिनी
homo	होमोसेक्सुअल
homogeneity	एकरूपता
homogeneous	सजातीय
homologous	मुताबिक़
homologue	सजात
homology	अनुरूपता
homophobic	समलैंगिकों के प्रति भय
homosexual	समलैंगिक
homosexuality	समलैंगिकता
honcho	honcho
hone	सान
honest	ईमानदार
honesty	ईमानदारी
honey	शहद
honeycomb	मधुकोश का
honeymoon	सुहाग रात
honeysuckle	honeysuckle
honk	हार्न
honky	होंकी
honor	आदर
honorable	माननीय
honorarium	मानदेय
honorary	माननीय
honored	सम्मानित
hooch	हूच
hood	हुड
hooded	नकाबपोश
hoodlum	बदमाश
hoof	खुर
hook	अंकुड़ा
hooked	कांटे की शकल का
hooker	पतुरिया
hookup	जोड़ना
hooky	hooky
hooligan	बदमाश
hoop	घेरा
hoopla	गड़बड़
hooray	हुर्रे
hoot	उल्लू की बोली
hooter	हार्न
hop	कूद
hope	आशा
hopeful	आशावान
hopeless	निराशाजनक
hopelessness	निराशा
hopes	उम्मीद
hoping	उम्मीद
hopper	कूदनेवाला
horde	भीड़
horizon	क्षितिज
horizontal	क्षैतिज
horizontally	क्षैतिज
hormonal	हार्मोनल
hormone	हार्मोन
horn	सींग
horned	सींग वाले
hornet	हॉरनेट
horny	सींग का बना हुआ
horoscope	राशिफल
horrendous	खराब
horrible	भयंकर
horribly	बुरी
horrid	भयंकर
horrific	भीषण
horrified	भयातुर
horrifying	भयानक
horror	डरावनी
horrors	भयावहता
horse	घोड़ा
horseback	घोड़े की पीठ
horseman	घुड़सवार
horsepower	घोड़े की शक्ति
horseradish	हॉर्सरैडिश
horseshit	horseshit
horseshoe	घोड़े की नाल
horsey	horsey
horticultural	बागवानी
horticulture	बागवानी
hosannah	NO TRANSLATION
hose	नली
hosiery	होज़री
hospice	धर्मशाला
hospitable	मेहमाननवाज़
hospital	अस्पताल
hospitality	सत्कार
host	मेज़बान
hostage	बंधक
hostel	छात्रावास
hostess	मालकिन
hostile	शत्रुतापूर्ण
hostilities	शत्रुता
hostility	शत्रुता
hot	गरम
hot sauce	गर्म सौस
hotbed	बड़ा केंद्र
hotdog	हॉट - डॉग
hotel	होटल
hothead	क्रोधी
hotline	हॉटलाइन
hotshot	हॉट शॉट
hotyoga	NO TRANSLATION
hound	शिकारी कुत्ता
hour	घंटा
hourglass	hourglass
hourly	प्रति घंटा
house	मकान
houseboat	तैरनेवाला घर
houseboy	houseboy
housebroken	housebroken
houseguest	घर अतिथि
household	गृहस्थी
householder	गृहस्थ
housekeeper	नौकरानी
housekeeping	गृह व्यवस्था
housewarming	housewarming
housewife	गृहिणी
housework	घर का काम
housing	आवास
hovel	झोंपड़ी
hover	मंडराना
hovercraft	हुवरक्रफ़्ट
howl	चीख़
howsoever	कितना ही न
hoy	NO TRANSLATION
hub	हब
hubby	पति
huckleberry	हकलबेरी
huddle	भीड़-भाड़
hue	रंग
huff	आवेश
huffy	ख़ुदपसंद
hug	झप्पीं
huge	विशाल
hugger	गुप्त
huggy	huggy
hugs	गले
hulk	बड़ा जहाज़
hull	पतवार
hum	गुनगुनाहट
human	मानव
humane	दयालु
humanitarian	मानवीय
humanities	मानविकी
humanity	मानवता
humankind	मानवजाति
humanoid	मानव सदृश
humanrights	NO TRANSLATION
humble	विनीत
humbled	विनम्र
humbly	विनम्रतापूर्वक
humbug	पाखण्ड
humdrum	नीरस
humid	नम
humidity	नमी
humiliate	अपमानित
humiliated	अपमानित
humiliating	अपमानजनक
humiliation	निरादर
humility	विनम्रता
hummer	हथौड़ा
hummingbird	चिड़ियों
humongous	humongous
humor	हास्य
humored	विनोदप्रिय
humorist	ठिठोलिया
humorous	रस लेनेवाला
hump	कूबड़
humpback	कुबड़ा
hunch	कूबड़
hunchback	कूबड़ा
hundred	सौ
hundredth	सौवां
hunger	भूख
hungry	भूखे पेट
hunk	कूबड़ा
hunks	लोभी
hunky	hunky
hunt	शिकार
hunter	शिकारी
hunting	शिकार करना
huntress	शिकारिका
hurdle	बाधा
hurl	उछालना
hurrah	हुर्रे
hurricane	तूफान
hurricanes	तूफान
hurried	जल्दी में हुआ
hurry	जल्दी कीजिये
hurryup	NO TRANSLATION
hurt	चोट
hurtful	हानिकारक
hurting	चोट पहुँचाने
husband	पति
husbandry	कृषि
hush	चुप रहना
hushed	hushed
husk	NO TRANSLATION
husky	कर्कश
hussy	रंगी
hustle	ऊधम
hustler	उद्योगी
hut	कुटिया
hutch	हच
hyacinth	ह्यचीन्थ
hybrid	संकर
hydra	हीड्रा
hydrant	बम्बा
hydrate	हाइड्रेट
hydraulic	हाइड्रोलिक
hydraulics	जलगति विज्ञान
hydrocephalus	जलशीर्ष
hydrodynamics	जल-गत्यात्मकता
hydrogen	हाइड्रोजन
hydrographic	जल सर्वेक्षण
hydrology	जल विज्ञान
hydrophobia	जलांतक
hydroponics	हीड्रोपोनिक्स
hyena	लकड़बग्धा
hygiene	स्वच्छता
hygienic	स्वच्छ
hygienist	स्वास्थ्य विज्ञानी
hymen	हैमेन
hymn	भजन
hype	प्रचार
hyped	प्रचार
hyper	हाइपर
hyperactive	अति सक्रिय
hyperbole	अतिशयोक्ति
hyperspace	hyperspace
hypertension	उच्च रक्तचाप
hypertrophy	अतिवृद्धि
hyperventilate	hyperventilate
hyperventilating	hyperventilating
hyphen	हैफ़ेन
hypnosis	सम्मोहन
hypnotic	कृत्रिम निद्रावस्था का
hypnotist	कृत्रिम निद्रावस्था में लानेवाला
hypnotize	सम्मोहित
hypnotized	सम्मोहित
hypochondriac	hypochondriac
hypocrisy	पाखंड
hypocrite	पाखंडी
hypocritical	पाखंडी
hypodermic	चमड़े के नीचे का
hypothalamus	हाइपोथेलेमस
hypothermia	अल्प तपावस्था
hypothesis	परिकल्पना
hypothetical	काल्पनिक
hysterectomy	गर्भाशय
hysteria	हिस्टीरिया
hysterical	उन्माद
ibuprofen	इबुप्रोफेन
ice	बर्फ
ice tea	बर्फयुक्त चाय
iceberg	हिमशैल
icebox	हिमीकर
icebreaker	आइसब्रेकर
iced	बरफीला
icing	टुकड़े
icky	को भावुक
icon	आइकन
iconic	प्रतिष्ठित
iconography	शास्त्र
icy	ठंडा
id	आईडी
idea	विचार
ideal	आदर्श
idealism	आदर्शवाद
idealist	आदर्शवादी
idealistic	आदर्शवादी
identical	समान
identically	हूबहू
identification	पहचान
identify	की पहचान
identity	पहचान
ideology	विचारधारा
idiocy	मूर्खता
idiom	मुहावरा
idiomatic	मुहावरेदार
idiot	बेवकूफ
idiotic	मूर्खतापूर्ण
idiots	बेवकूफों
idle	बेकार
idleness	आलस्य
idler	आलसी व्यक्ति
idol	प्रतिमा
idolatry	मूर्ति पूजा
idolizing	idolizing
idyllic	सुखद जीवन का
iffy	iffy
ifonly	काश
igloo	इग्लू
igneous	आतशी
ignite	आग लगना
ignition	इग्निशन
ignorance	अज्ञान
ignorant	अनजान
ignore	नज़रअंदाज़ करना
iguana	गोधा
ihatespiders	NO TRANSLATION
ilk	NO TRANSLATION
ill	बीमार
illegal	अवैध
illegality	अवैधता
illegally	अवैध रूप से
illegible	अस्पष्ट
illegitimate	अवैध
illicit	अवैध
illiterate	निरक्षर
illness	रोग
illogical	विसंगत
illuminate	स्पष्ट करना
illuminating	रोशन
illumination	रोशनी
illuminator	प्रकाशक
illusion	मोह माया
illustrate	उदाहरण देकर स्पष्ट करना
illustration	चित्रण
illustrative	उदाहराणदर्शक
illustrious	शानदार
ilovechristmas	NO TRANSLATION
iloveher	NO TRANSLATION
image	छवि
imagery	कल्पना
imaginable	कल्पनीय
imaginary	काल्पनिक
imagination	कल्पना
imaginative	कल्पनाशील
imagine	कल्पना कीजिए
imagined	कल्पना
imaging	इमेजिंग
imagining	कल्पना
imam	NO TRANSLATION
imbalance	असंतुलन
imbecile	मूर्ख
imbedded	सन्निहित
imissyou	NO TRANSLATION
imitate	नकल
imitated	नक़ल
imitation	नकली
immaculate	निर्मल
immaterial	सारहीन
immature	अपरिपक्व
immaturity	अपरिपक्वता
immeasurable	बहुत बड़ा
immeasurably	कहीं
immediacy	तुरंत्ता
immediate	तुरंत
immediately	हाथोंहाथ
immemorial	पुरातन
immense	अत्यधिक
immerse	विसर्जित
immersion	विसर्जन
immigrant	आप्रवासी
immigration	आप्रवासन
imminent	आसन्न
immobile	स्थिर
immoral	अनैतिक
immorality	अनैतिकता
immortal	अजर अमर
immortality	अमरता
immovable	अचल
immune	प्रतिरक्षा
immunity	रोग प्रतिरोधक शक्ति
immunization	प्रतिरक्षा
immutable	अडिग
imp	छोटा सा भूत
impact	प्रभाव
impair	बिगाड़ना
impaired	बिगड़ा हुआ
impairment	हानि
impart	देना
impartial	निष्पक्ष
impartiality	निष्पक्षता
impassable	अगम्य
impassioned	आवेगहीन
impatience	अधीरता
impatient	बेताब
impatiently	NO TRANSLATION
impeach	दोषी ठहराना
impeachment	दोषारोपण
impeccable	त्रुटिहीन
impede	बाधा डालना
impediment	बाधा
impelled	impelled
impending	आसन्न
impenetrable	अभेद्य
imperative	अनिवार्य
imperceptible	अगोचर
imperfect	अपूर्ण
imperfection	अपूर्णता
imperfectly	अपूर्ण
imperial	शाही
imperialist	NO TRANSLATION
impermeable	अभेद्य
impermissible	नाजायज
impersonal	अवैयक्तिक
impersonate	अभिनय करना
impersonation	वेष बदलने का कार्य
impersonator	अभिनय करनेवाला
impertinence	अशिष्टता
impertinent	अभेद्य
impervious	प्रबल
impetuous	अविवेकी
impetus	प्रेरणा
implacable	संगदिल
implant	प्रत्यारोपण
implantation	दाखिल करना
implanted	प्रत्यारोपित
implement	लागू
implicate	फंसाना
implicated	फंसा
implication	निहितार्थ
implied	अस्पष्ट
implore	प्रार्थना करना
implosion	विविधता
imply	मतलब
impolite	असभ्य
import	आयात
importance	महत्त्व
important	जरूरी
importation	आयात
impose	थोपना
imposing	प्रभावशाली
imposition	आरोपण
impossibility	असंभावना
impossible	असंभव
impostor	कपटी
impotence	नपुंसकता
impotent	नपुंसक
impound	ज़ब्त करना
impoverished	गरीब
impracticable	अव्यवहार्य
impractical	अव्यवहारिक
impregnable	अभेद्य
impregnate	भरना
impress	प्रभावित करना
impressed	प्रभावित किया
impression	प्रभाव
impressionable	प्रभावित
impressive	प्रभावशाली
imprint	छाप
imprison	बंदी बनाना
imprisoned	बन्दी
imprisonment	कैद होना
improbable	असंभव
impromptu	बिना पहले सोचे हुए
improper	अनुचित
impropriety	अनौचित्य
improve	सुधारें
improved	उन्नत
improvement	सुधार की
improves	बेहतर बनाता है
improving	में सुधार
improvisation	आशुरचना
improvise	सुधारने
improvised	तुरत-फुरत किया
imprudent	ढीठ
impudence	धृष्टता
impudent	दिलेर
impulse	आवेग
impulsive	आवेगशील
impunity	दण्ड मुक्ति
impure	अशुद्ध
impurity	अपवित्रता
imputation	इलज़ाम
imtryingtosleep	NO TRANSLATION
inability	असमर्थता
inaccessible	दुर्गम
inaccurate	ग़लत
inaction	निष्क्रियता
inactivate	निष्क्रिय
inactivation	निष्क्रियता
inactive	निष्क्रिय
inactivity	निष्क्रियता
inadequacy	अनुविता
inadequate	अपर्याप्त
inadequateness	inadequateness
inadmissible	अस्वीकार्य
inadvertent	बेपरवाह
inadvertently	अनजाने में
inaffable	NO TRANSLATION
inalienable	अविच्छेद्य
inane	बेहूदा
inanimate	अचेतन
inapplicable	अयोग्य
inappropriate	अनुचित
inattention	आनाकानी
inaudible	अश्राव्य
inaugural	उद्घाटन
inaugurate	का उद्घाटन
inauguration	उद्घाटन
inborn	जन्मजात
inbound	भीतर का
inbred	जन्मजात
incalculable	बेहिसाब
incandescent	गरमागरम
incantation	जादू
incapable	असमर्थ
incapacity	अक्षमता
incarceration	क़ैद कर देना
incarnate	अवतार लेना
incase	यदि
incendiary	आग लगानेवाला
incense	धूप
incensed	नाराज
incentive	प्रोत्साहन
inception	आरंभ
incessant	निरंतर
incessantly	निरंतर
incest	कौटुम्बिक व्यभिचार
incestuous	ईन्सेस्त का
inch	इंच
incidence	घटना
incident	घटना
incidental	आकस्मिक
incidentally	संयोग से
incineration	जलाए जाने
incinerator	क्रीमेटोरिअम
incipient	उत्पन्न होनेवाला
incision	चीरा
incisive	काटा हुआ
incite	उत्तेजित करना
incitement	शह
inclement	कठोर
inclination	झुकाव
incline	इच्छा
inclined	झुका
include	शामिल
included	शामिल
including	समेत
inclusion	समावेश
inclusive	सम्मिलित
incognito	गुप्त
incoherent	बेतुका
income	आय
incoming	भेजे
incomparable	बेमिसाल
incompatible	असंगत
incompetence	अक्षमता
incompetent	अक्षम
incomplete	अधूरा
incompletely	अधूरे
incompleteness	अपूर्णता
incomprehensible	समझ से बाहर
inconceivable	समझ से बाहर
inconclusive	दुविधा में पड़ा हुआ
incongruous	बेमेल
inconsequential	क्रमरहित
inconsiderate	अविवेकी
inconsistency	बेजोड़ता
inconsistent	असंगत
inconspicuous	अगोचर
incontinence	असंयमिता
inconvenience	असुविधाजनक
inconvenient	असुविधाजनक
incorporate	सम्मिलित
incorporation	निगमन
incorrect	ग़लत
incorrigible	असंशोधनीय
increase	बढ़ना
increased	बढ़ा हुआ
incredible	अविश्वसनीय
incredulous	बदगुमान
increment	वेतन वृद्धि
incriminate	दोषी ठहराना
incriminating	बरामद
incrimination	दोषी ठहराना
incubation	ऊष्मायन
incubator	अण्डे सेने की मशीन
incubus	ईन्कुबुस
incumbent	निर्भर
incur	अपने ऊपर लेना
incurable	लाइलाज
incursion	चढ़ाई
indebted	ऋणी
indecency	अभद्रता
indecent	अभद्र
indecision	असमंजस
indecisive	दुविधा में पड़ा हुआ
indefensible	असमर्थनीय
indefinite	अनिश्चितकालीन
indelible	अमिट
indemnification	प्रीमियम
indemnify	बीमा कराना
indemnity	हानि से सुरक्षा
indent	मांगपत्र
indentation	खरोज
indenture	ठीका
independence	आजादी
independent	स्वतंत्र
indescribable	अवर्णनीय
indestructible	अक्षय
indeterminate	दुविधा में पड़ा हुआ
index	सूची
indicate	संकेत मिलता है
indicating	यह दर्शाता है
indication	संकेत
indicative	सूचक
indicator	सूचक
indice	NO TRANSLATION
indict	अभियोग लगाना
indictment	अभियोग
indie	इंडी
indifference	उदासीनता
indifferent	उदासीन
indigenous	स्वदेशी
indigent	दरिद्र
indigestion	खट्टी डकार
indignant	क्रोधित
indignation	रोष
indignity	रोष
indigo	नील
indirect	अप्रत्यक्ष
indiscreet	असावधानीपूर्ण
indiscretion	अविवेक
indispensable	अपरिहार्य
indisposed	अस्वस्थ
indistinct	अस्पष्ट
indistinguishable	अविवेच्य
individual	व्यक्ति
individuality	व्यक्तित्व
indivisible	अभाज्य
indoctrination	भावना
indolent	अकर्मण्य
indomitable	अदम्य
indoor	घर के अंदर
induce	प्रेरित करना
induced	प्रेरित किया
inducement	प्रलोभन
induction	अधिष्ठापन
indulge	लिप्त
indulgence	आसक्ति
indulgent	कृपालु
industrial	औद्योगिक
industrialist	उद्योगपति
industrious	मेहनती
industry	उद्योग
ineffable	अकहा
ineffective	अप्रभावी
ineffectual	अप्रभावी
inefficiency	अक्षमता
inefficient	अप्रभावी
inelastic	अलचकदार
ineligible	अनुचित
inept	अयोग्य
ineptitude	अयोग्यता
inequality	असमानता
inequitable	अन्यायी
inert	निष्क्रिय
inertia	जड़ता
inevitable	अपरिहार्य
inexact	अशुद्ध
inexcusable	अक्षम्य
inexhaustible	अटूट
inexpensive	सस्ता
inexperience	अनुभव का हीनता
inexperienced	अनुभवहीन
inexplicable	अकथनीय
inexpressible	अकथनीय
infallibility	अभ्रांतता
infallible	अचूक
infamous	बदनाम
infamy	बदनामी
infancy	बचपन
infant	शिशु
infanticide	भ्रूण हत्या
infantile	शिशु-संबंधी
infantry	पैदल सेना
infarct	रोधगलितांश
infatuated	मुग्ध
infatuation	आसक्ति
infeasible	अव्यवहार्य
infect	संक्रमित
infection	संक्रमण
infectious	संक्रामक
infer	तर्क करना
inference	अनुमान
inferential	आनुमानिक
inferior	अवर
inferiority	हीनता
infernal	राक्षसी
inferno	नरक
infertile	अनुपजाऊ
infertility	बांझपन
infestation	संक्रमण
infidel	बेवफ़ा
infidelity	बेवफ़ाई
infield	खेत मेँ
infiltrate	घुसपैठ
infiltration	घुसपैठ
infinite	अनंत
infinitely	असीम
infinitesimal	बहुत छोता
infinity	अनन्तता
infirm	कमजोर
infirmary	दुर्बलता
infirmity	दुर्बलता
inflammation	सूजन
inflammatory	भड़काऊ
inflatable	inflatable
inflate	हवा भरना
inflated	हवा भरा हुआ
inflation	मुद्रास्फीति
inflection	मोड़
inflict	थोपना
infliction	सज़ा
inflorescence	फूलना
influence	प्रभाव
influential	प्रभावशाली
influenza	इंफ्लुएंजा
influx	तांता
info	जानकारी
infomercial	infomercial
inform	सूचित करना
informal	अनौपचारिक
informant	सूचना देनेवाला
information	जानकारी
informative	जानकारीपूर्ण
informed	सूचित किया
informer	सूचना देनेवाला
infraction	अतिक्रमण
infrared	अवरक्त
infrastructure	आधारिक संरचना
infrequent	निराला
infrequently	कभी कभी
infringement	उल्लंघन
infuriate	क्रुद्ध करना
infuriated	व्यथित
infuriates	infuriates
infuriating	क्रुद्ध करनेवाला
infuse	पानी में डालना
infused	संचार
infuser	तर करने वाला
infusion	आसव
ingenious	सरल
ingenuity	सरलता
ingest	निगलना
ingestion	घूस
ingot	इनगट
ingrained	दीर्घस्थायी
ingrate	कृतघ्न
ingredient	घटक
ingress	प्रवेश
inhabit	निवास करना
inhabitant	निवासी
inhabited	बसे हुए
inhabiting	में रहने वाले
inhalation	साँस लेना
inhale	साँस लेना
inhaler	साँस लेनेवाला
inherent	निहित
inherit	वारिस
inheritance	विरासत
inhibit	रोकना
inhibition	निषेध
inhibitor	अवरोध करनेवाला
inhospitable	असत्कारशील
inhuman	अमानवीय
inhumane	अमानवीय
inhumanity	बेदर्दी
inimaginable	NO TRANSLATION
inimical	विरोधी
inimitable	अननुकरणीय
iniquity	अधर्म
initial	प्रारंभिक
initiate	आरंभ
initiated	शुरू की
initiation	दीक्षा
initiative	पहल
inject	इंजेक्षन
injection	इंजेक्शन
injunction	आदेश
injure	घायल
injured	घायल
injuring	घायल
injurious	हानिकारक
injury	चोट
injustice	अन्याय
ink	स्याही
inkling	आभास
inland	अंतर्देशीय
inlay	जड़ना
inlet	प्रवेश
inmate	कैदी
inn	सराय
innards	धर्मशाला
innate	जन्मजात
inner	भीतरी
innermost	अंतरतम
innerpeace	NO TRANSLATION
inning	इनिंग
innings	पारी
innkeeper	सराय का मालिक
innocence	बेगुनाही
innocent	मासूम
innocently	मासूम
innocuous	अहानिकर
innovate	कुछ नया
innovation	नवोन्मेष
innovative	अभिनव
innuendo	इन्युएन्दो
innumerable	असंख्य
inoculation	टीका
inoperable	बेकार
inoperative	निष्क्रिय
inordinate	असामान्य
inorganic	अकार्बनिक
input	इनपुट
inquest	कानूनी जांच
inquire	पूछना
inquirer	इन्क्वायरर
inquiring	जांच का
inquiry	जांच
inquisitive	जिज्ञासु
inquisitor	जिज्ञासा दिखानेवाला
insane	पागल
insanity	पागलपन
insatiable	लालची
inscription	शिलालेख
inscrutable	गूढ़
insect	कीट
insecticide	कीटनाशक
insecure	असुरक्षित
insecurity	असुरक्षा
insemination	बोवाई
insensitive	सुन्न
inseparable	अवियोज्य
insert	सम्मिलित
inserted	डाला
insertion	प्रविष्टि
inside	के भीतर
insider	अंदरूनी सूत्र
insidious	कपटी
insight	अंतर्दृष्टि
insightful	व्यावहारिक
insignia	बिल्ला
insignificance	निरर्थकता
insignificant	तुच्छ
insinuate	इशारा करना
insipid	फीका
insist	जोर देते हैं
insistence	आग्रह
insistent	आग्रहपूर्ण
insists	इस बात पर जोर
insolence	बदतमीजी
insolent	ढीठ
insoluble	अघुलनशील
insolvency	दिवालियापन
insolvent	दिवालिया
insomnia	अनिद्रा
insomniac	अनिद्रा
inspect	निरीक्षण
inspection	निरीक्षण
inspector	इंस्पेक्टर
inspiration	प्रेरणा स्त्रोत
inspirational	प्रेरणादायक
inspire	को प्रेरित
inspired	प्रेरित
instability	अस्थिरता
install	इंस्टॉल करें
installation	स्थापना
installment	किस्त
instance	उदाहरण
instant	तुरंत
instantaneous	तात्कालिक
instantaneously	तत्क्षण
instigate	भड़काना
instigation	शह
instill	टपकाना
instinct	स्वाभाविक
instinctive	स्वाभाविक
institute	संस्थान
institution	संस्था
instruct	पढ़ाना
instructed	निर्देश दिए
instruction	अनुदेश
instructional	अनुदेशात्मक
instructions	अनुदेश
instructive	शिक्षाप्रद
instructor	प्रशिक्षक
instrument	साधन
instrumental	सहायक
instrumentalist	वादक
instrumentality	साधन
insubordination	अवज्ञा
insufferable	दम्भी
insufficiency	कमी
insufficient	नाकाफी
insufficiently	अपर्याप्त
insular	द्वीपीय
insulate	अलग करना
insulated	अछूता
insulation	इन्सुलेशन
insulin	इंसुलिन
insult	अपमान
insulting	अपमान
insurance	बीमा
insure	ठीक कर लेना
insurgent	विद्रोही
insurmountable	दुर्गम
insurrection	विद्रोह
intact	बरकरार
intake	प्रवेश
intangible	अमूर्त
integer	पूर्णांक
integral	अविभाज्य
integrate	एकीकृत
integration	एकीकरण
integrity	अखंडता
intellect	बुद्धि
intellectual	बौद्धिक
intelligence	बुद्धि
intelligent	बुद्धिमान
intelligibility	बोधगम्यता
intelligible	सुगम
intend	इरादा करना
intended	इरादा
intending	इच्छुक
intense	तीव्र
intensely	तीव्रता से
intensify	तेज
intensity	तीव्रता
intensive	गहन
intent	इरादा
intention	इरादा
intentional	जान-बूझकर
intentionally	जानबूझ कर
inter	इंटर
interact	बातचीत
interaction	बातचीत
interactive	इंटरैक्टिव
intercede	रक्षा करना
intercept	अवरोधन
interception	अवरोधन
intercession	हिमायत
interchange	लेन-देन
interchangeable	विनिमय करने योग्य
interchanged	अदला-बदली
intercom	इंटरकॉम
intercourse	संभोग
interdependence	परस्पर निर्भरता
interdependent	अन्योन्याश्रित
interdiction	पाबंदी
interest	ब्याज
interested	रुचि
interesting	दिलचस्प
interface	इंटरफेस
interfere	दखल नामा
interference	दखल अंदाजी
interferometer	interferometer
intergalactic	अंतरिक्ष
interim	अन्तरिम
interior	आंतरिक
interject	एकाएक बीच में बोल उठना
interlocutory	मुलकात
interlude	अन्तराल
intermediary	मध्यस्थ
intermediate	मध्यम
interment	दफ़न
interminable	अनंत
intermission	विराम
intermittent	रुक-रुक कर
intern	प्रशिक्षु
internal	अंदर का
internally	के भीतर
international	अंतरराष्ट्रीय
internet	इंटरनेट
internship	इंटर्नशिप
interoffice	interoffice
interpolate	बैठाना
interpolation	प्रक्षेप
interpret	व्याख्या
interpretation	व्याख्या
interpreter	दुभाषिया
interpretive	व्याख्यात्मक
interrelated	परस्पर
interrogate	पूछताछ
interrogation	पूछताछ
interrupt	बाधा
interrupted	बाधित
interrupting	दखल
interruption	व्यवधान
interrupts	बीच में आता है
intersect	एक दूसरे को काटना
intersection	चौराहा
interstate	अंतरराज्यीय
interstellar	तारे के बीच का
interstitial	मध्य
interval	मध्यान्तर
intervene	हस्तक्षेप करना
intervening	बीच
intervention	हस्तक्षेप
interview	साक्षात्कार
interviewer	साक्षात्कारकर्ता
interworking	interworking
intestate	बिना वसीयतनामा मारा हुआ
intestinal	आंतों
intestine	आंत
intestines	आंत
intimacy	आत्मीयता
intimate	अन्तरंग
intimately	परिचित
intimation	सूचना
intimidate	धमकाना
intimidated	धमकाया
intimidating	डराना
intimidation	धमकी
intolerable	न सहने योग्य
intolerance	असहिष्णुता
intolerant	असहिष्णु
intonation	आवाज़ का उतार-चढ़ाव
intoxicated	नशे में चूर
intoxicating	मादक
intoxication	नशा
intracranial	intracranial
intractable	असभ्य
intramural	अंदर का
intravenous	नसों में
intrepid	निडर
intricate	जटिल
intrigue	साज़िश
intriguing	साज़िश का
intrinsic	स्वाभाविक
intrinsically	आंतरिक रूप से
intro	परिचय
introduce	परिचय कराना
introduction	परिचय
introductory	परिचयात्मक
introspection	आत्मनिरीक्षण
introspective	आत्मविश्लेषी
intrude	घुसेड़ना
intruder	घुसेड़नेवाला
intrusion	अतिक्रमण
intrusive	दखल
intubation	इंटुबैषेण
intuition	सहज बोध
intuitive	सहज ज्ञान युक्त
intuitively	intuitively
inundation	सैलाब
invade	पर आक्रमण
invader	घुसनेवाला
invalid	अमान्य
invalidate	रद्द करना
invalidation	रद्द करना
invalidity	अपाहिज होना
invaluable	अमूल्य
invariably	बेबदलता से
invasion	आक्रमण
invasive	इनवेसिव
invent	आविष्कार करना
invention	आविष्कार
inventive	आविष्कारशील
inventor	आविष्कारक
inventory	सूची
inverse	श्लोक में
inversely	व्युत्क्रमानुपाती
inversion	उलट देना
invert	पलटना
inverted	औंधा
invest	निवेश
investigate	छान - बीन करना
investigation	जाँच पड़ताल
investigative	खोजी
investigator	अन्वेषक
investment	निवेश
investor	निवेशक
invidious	अपमानजनक
invigorate	का लाभ
invincible	अजेय
invisibility	अदर्शन
invisible	अदृश्य
invitation	निमंत्रण
invite	आमंत्रण
inviting	आमंत्रित
invocation	मंगलाचरण
invoice	बीजक
invoke	आह्वान
involuntary	अनैच्छिक
involution	पेचीदगी
