Word	ig
infarct	nkwụsị
infatuated	afụ ụfụ
infatuation	nzuzu
infeasible	enweghị ike
infect	ọnya
infection	ọrịa
infectious	na-efe efe
infer	na
inference	nnwere onwe
inferential	adịghị mma
inferior	ala
inferiority	adịghị ike
infernal	infernal
inferno	inferno
infertile	enweghị ume
infertility	infertility
infestation	nbanye
infidel	onye na-ekweghị ekwe
infidelity	ekweghị ekwe
infield	nbanye
infiltrate	infiltrate
infiltration	infiltration
infinite	enweghị ngwụcha
infinitely	n'ikpeazụ
infinitesimal	ezighi ezi
infinity	ebighi ebi
infirm	adịghị ike
infirmary	adịghị ike
infirmity	adịghị ike
inflammation	mbufụt
inflammatory	mkpali
inflatable	inflatable
inflate	nwuo
inflated	emetụta
inflation	onu oriri
inflection	mmeri
inflict	na-egbu
infliction	mmegbu
inflorescence	inflorescence
influence	mmetụta
influential	enwe mmetụta
influenza	influenza
influx	mmesa
info	Ama
infomercial	onye ọhụụ
inform	kọọ
informal	ekwughị
informant	onye na-agwa gị okwu
information	ozi
informative	ihe ọmụma
informed	mara
informer	onye nkesa
infraction	mmebi iwu
infrared	infrared
infrastructure	akụrụngwa
infrequent	emeghi
infrequently	emeghi
infringement	mmebi
infuriate	iwe iwe
infuriated	were iwe
infuriates	iwe iwe
infuriating	infuriating
infuse	inye
infused	nye
infuser	onye na-eju afọ
infusion	infusion
ingenious	dị egwu
ingenuity	nkà
ingest	ingest
ingestion	ingestion
ingot	ingot
ingrained	enyere
ingrate	ntinye
ingredient	ngwa ngwa
ingress	nkwụsị
inhabit	bi
inhabitant	onye bi
inhabited	obibi
inhabiting	bi
inhalation	nsị
inhale	kpoo
inhaler	anụ ahụ
inherent	nhazi
inherit	keta
inheritance	nketa
inhibit	inhibit
inhibition	mgbochi
inhibitor	onye na-emechi ihe
inhospitable	adịghị mma
inhuman	ndị obi ọjọọ
inhumane	ndị obi ọjọọ
inhumanity	mkparị
inimaginable	NO TRANSLATION
inimical	eme ihe
inimitable	adighi mma
iniquity	ajọ omume
initial	mbụ
initiate	malite
initiated	malitere
initiation	mmalite
initiative	ụzọ
inject	inye
injection	ogwu
injunction	ikikere
injure	emerụ
injured	merụrụ ahụ
injuring	emerụ ahụ
injurious	ihe ọjọọ
injury	mmerụ
injustice	ezighị ezi
ink	ink
inkling	inkling
inland	ala
inlay	inlay
inlet	nbanye
inmate	onye na-agba akwụkwọ
inn	inn
innards	oghere
innate	dị
inner	n'ime
innermost	n'ime obi
innerpeace	NO TRANSLATION
inning	inning
innings	innings
innkeeper	onye na-elekọta ụlọ
innocence	adịghị ọcha
innocent	adịghị ọcha
innocently	adịghị ọcha
innocuous	enweghị ihe ọjọọ
innovate	eme ihe n'eziokwu
innovation	ohuru
innovative	otutu
innuendo	na-ekwu
innumerable	enweghi otutu
inoculation	inoculation
inoperable	enweghị ike
inoperative	inoperative
inordinate	na-arụ ọrụ
inorganic	ezighi ezi
input	ntinye
inquest	nyocha
inquire	jụọ ajụjụ
inquirer	onye nyocha
inquiring	ịjụ ajụjụ
inquiry	nyocha
inquisitive	achọ ihe
inquisitor	jụrụ ajụjụ
insane	ara
insanity	adịghị ọcha
insatiable	enweghị ike
inscription	ederede
inscrutable	enweghị ike ịchọta
insect	ahụhụ
insecticide	ụmụ ahụhụ
insecure	enweghị nchebe
insecurity	enweghị nchebe
insemination	ntanye
insensitive	enweghị uche
inseparable	enweghị ike
insert	tinye
inserted	tinye ya
insertion	ntinye
inside	n'ime
insider	nnyefe
insidious	ihe ojoo
insight	nghọta
insightful	nghọta
insignia	ntinye
insignificance	adịghị mma
insignificant	enweghị isi
insinuate	insinuate
insipid	insipid
insist	esi ọnwụ
insistence	ike
insistent	siri ọnwụ
insists	na-ekwusi ike
insolence	aghara aghara
insolent	obi ọjọọ
insoluble	insoluble
insolvency	enweghị isi
insolvent	enweghị ihe ọ bụla
insomnia	ehighi ura
insomniac	enweghi nsogbu
inspect	nyochaa
inspection	nyocha
inspector	onye nyocha
inspiration	n'ike mmụọ nsọ
inspirational	na-akpali akpali
inspire	kpalie
inspired	n'ike mmụọ nsọ
instability	nsogbu
install	tinye
installation	nrụnye
installment	nkeji
instance	ihe atụ
instant	ozugbo
instantaneous	ozugbo
instantaneously	ozugbo
instigate	kpalite
instigation	nkwenye
instill	tinye ihe
instinct	mmuo
instinctive	ihe omuma
institute	ulo akwukwo
institution	ụlọ ọrụ
instruct	akụzi
instructed	gwara
instruction	ntụziaka
instructional	ntụziaka
instructions	ntụziaka
instructive	akụzi ihe
instructor	onye nkuzi
instrument	ngwa
instrumental	ngwá ọrụ
instrumentalist	onye ogwu
instrumentality	ngwá ọrụ
insubordination	aghara aghara
insufferable	ezighi ezi
insufficiency	enweghị afọ ojuju
insufficient	ezughị
insufficiently	ezughị ezu
insular	ụlọ
insulate	wepu
insulated	agwakọtara
insulation	mkpuchi
insulin	insulin
insult	mkparị
insulting	mkparị
insurance	mkpuchi
insure	mkpuchi
insurgent	aghara aghara
insurmountable	enweghi ike imeri
insurrection	nnupụisi
intact	emebibeghị
intake	oriri
intangible	enweghị ike
integer	integer
integral	jikọrọ
integrate	jikọta
integration	nhazi
integrity	ikwesị ntụkwasị obi
intellect	ọgụgụ isi
intellectual	ọgụgụ isi
intelligence	ọgụgụ isi
intelligent	nwere ọgụgụ isi
intelligibility	amamihe
intelligible	nghọta
intend	ezubere
intended	ezubere
intending	eche
intense	ike
intensely	ike
intensify	gbasie ike
intensity	ike
intensive	kpụ ọkụ n'ọnụ
intent	nzube
intention	nzube
intentional	ezi uche
intentionally	kpachapụrụ anya
inter	n'etiti
interact	mekọrịta
interaction	mmekọrịta
interactive	mmekọrịta
intercede	ekpere
intercept	nbanye
interception	interception
intercession	ịrịọ arịrịọ
interchange	gbanwee
interchangeable	eme mgbanwe
interchanged	gbanwee
intercom	nbanye
intercourse	enwe mmekọahụ
interdependence	ịkwado ibe ha
interdependent	kwadoro onwe ha
interdiction	iwu
interest	mmasị
interested	nwere mmasị
interesting	na-adọrọ mmasị
interface	interface
interfere	egbochi
interference	nnyonye anya
interferometer	interferometer
intergalactic	intergalactic
interim	ogologo oge
interior	n'ime ime
interject	nbanye
interlocutory	interlocutory
interlude	emechi
intermediary	onye ozo
intermediate	n'etiti
interment	nbanye
interminable	adịghị mma
intermission	nkwụsị
intermittent	mgbe ọ bụla
intern	ụlọ
internal	n'ime
internally	internally
international	mba
internet	internet
internship	nbanye
interoffice	mmekọrịta
interpolate	nbanye
interpolation	njikọ ọnụ
interpret	ịkọwa
interpretation	nkọwa
interpreter	ntụgharị okwu
interpretive	ntụgharị okwu
interrelated	jikọrọ ọnụ
interrogate	jụọ ajụjụ ọnụ
interrogation	ajụjụ
interrupt	nkwụsị
interrupted	kwụsịrị
interrupting	nkwụsị
interruption	nkwụsị
interrupts	nkwụsị
intersect	gafee
intersection	nbanye
interstate	etiti
interstellar	n'etiti
interstitial	interstitial
interval	nkeji
intervene	abata
intervening	ikwu okwu
intervention	aka
interview	nyocha
interviewer	onye nyocha
interworking	imekọrịta
intestate	ogbugbu
intestinal	eriri afọ
intestine	eriri afọ
intestines	eriri afọ
intimacy	mmekọrịta chiri anya
intimate	akpachi anya
intimately	nke ọma
intimation	nkwupụta
intimidate	egwu
intimidated	egwu
intimidating	na-atụ egwu
intimidation	egwu
intolerable	enweghị atụ
intolerance	ekweghị ekwe
intolerant	ekweghị ekwe
intonation	intonation
intoxicated	mmanya
intoxicating	na-egbu egbu
intoxication	ịṅụbiga mmanya ókè
intracranial	intracranial
intractable	nke nwere ike ime
intramural	intramural
intravenous	akpọnwụ
intrepid	enweghị atụ
intricate	egwu
intrigue	atụmatụ
intriguing	na-akpali akpali
intrinsic	eme ihe
intrinsically	na intrinsically
intro	ịbata
introduce	ewebata
introduction	mmeghe
introductory	mmeghe
introspection	introspection
introspective	introspective
intrude	na-emegharị
intruder	onye omekome
intrusion	intrusion
intrusive	na-agba ume
intubation	mbubata
intuition	intuition
intuitive	kensiri ike
intuitively	n'echeghị echiche
inundation	mbido
invade	wakporo
invader	wakpo
invalid	abaghị uru
invalidate	adịghị ike
invalidation	nkwenye
invalidity	ezighi ezi
invaluable	bara uru
invariably	mgbe niile
invasion	mbuso agha
invasive	mkpasu iwe
invent	mepụta
invention	mepụtara
inventive	emepụta ihe
inventor	onye na-emepụta ihe
inventory	Ndepụta
inverse	inverse
inversely	inversely
inversion	ntụgharị
invert	invert
inverted	gbanwee
invest	etinye ego
investigate	nyochaa
investigation	nyocha
investigative	nyocha
investigator	onye nyocha
investment	ego
investor	ego
invidious	invidious
invigorate	ume
invincible	enweghi ike imeri
invisibility	invisibility
invisible	adịghị ahụ anya
invitation	òkù
invite	kpọọ
inviting	na-akpọ òkù
invocation	akpọku aha
invoice	akwụkwọ ọnụahịa
invoke	jụọ
involuntary	enweghị mmasị
involution	nkwenye
involve	gụnyere
involvement	itinye aka
invulnerable	enweghi ike ime
inwards	n'ime
iodine	iodine
ion	ion
iota	iota
irate	irate
ire	NO TRANSLATION
iridescent	iridescent
iris	iris
irked	irked
irks	irks
iron	ígwè
ironclad	ironclad
ironic	aghara
irons	ígwè
irony	enweghị ike
irradiation	irradiation
irrational	enweghị isi
irrationality	adịghị mma
irreconcilable	enweghi ike ịchọta
irreducible	enweghị ike
irrefutable	ihe a na-apụghị ịgbagha agbagha
irregular	oge oge
irregularity	adịghị mma
irregularly	nke oge
irrelevant	adịghị mkpa
irreparable	enweghị atụ
irreplaceable	enweghị ike ime
irrepressible	enweghị ike ikwu okwu
irresistible	irresistible
irrespective	n'enweghi
irresponsible	enweghị isi
irreverent	adịghị asọpụrụ
irreversible	enweghị ike ịgbagha
irrevocable	enweghị atụ
irrigate	mmiri mmiri
irrigation	ogbugba mmiri
irritability	mgbakasị
irritable	iwe
irritate	iwe
irritated	iwe
irritates	iwe
irritating	iwe
irritation	iwe
island	agwaetiti
isle	isle
islet	agwaetiti
isolate	iche
isolated	dịpụrụ adịpụ
isolation	iche
isomorphism	isomorphism
isothermal	ọ dị njọ
isotope	isotope
issue	mbipụta
itch	ọfọn
itching	itching
itchy	nsogbu
item	ihe
itemize	na-atụgharị uche
items	ihe
iterate	ighota
iteration	nchọpụta
iterative	ọhụụ
itinerant	ịmị ọkụ
itinerary	eme njem
ivory	ọdụm
jab	jab
jabber	jabber
jack	jack
jackal	jackal
jackass	jackass
jacket	jaket
jackhammer	jackhammer
jackpot	jackpot
jackrabbit	jackrabbit
jacks	jacks
jade	jade
jaded	jaded
jag	NO TRANSLATION
jagged	jisiri ike
jaguar	jaguar
jail	ụlọ
jailbird	jailbird
jailbreak	jailbreak
jailer	onye na-elekọta ụlọ mkpọrọ
jailhouse	ụlọ mkpọrọ
jalopy	jalopy
jam	jam
jamboree	jamboree
jammed	mechie
jammer	jammer
janitor	nza
janitorial	reditorial
japan	Japan
jar	ite
jargon	jargon
jarhead	akwara
jarring	na-agbụ
jasmine	Jasmine
jasper	jasper
jaundice	jaundice
jaunt	agba
java	java
javelin	ube
jaw	agba
jawbone	agba agba
jaws	jaws
jay	jay
jazz	jazz
jazzy	jazzy
jealous	ekworo
jealousy	ekworo
jean	ọ bụ
jeans	jeans
jeep	jeep
jeering	na-asụgharị
jelly	jelii
jellybean	Jelly bean
jellyfish	jellyfish
jenny	jenny
jeopardize	mebie
jeopardy	egwu
jerk	jerk
jerks	jerks
jerky	jigide
jersey	jersey
jest	NO TRANSLATION
jester	jester
jesus	jesus
jet	jet
jetty	jetty
jewel	ọla
jeweler	jeweler
jewelry	ọla
jib	jib
jiff	NO TRANSLATION
jiffy	jiffy
jig	jig
jiggle	jiggle
jigsaw	jigsaw
jihad	jihad
jimmy	jimmy
jingle	jingle
jinx	jinx
jitters	jitters
jittery	jittery
jive	jive
job	ọrụ
jobinterview	NO TRANSLATION
jock	jock
jockey	jockey
jockstrap	jockstrap
jog	jog
jogger	jogger
john	john
join	sonye
joined	sonyeere
joining	ịbanye
joint	nkwonkwo
jointly	ejikọ aka
joke	egwuregwu
joker	joker
joking	na-egwu egwu
jolly	jolly
jolt	jolt
jornada	NO TRANSLATION
jot	jot
jour	NO TRANSLATION
journal	akwukwo
journalism	akuko
journalist	odeakụkọ
journalistic	ndi oru nta akuko
journey	njem
journeyman	njem
joust	na-eme
jovial	jovial
joy	ọṅụ
joyful	ọṅụ
joyous	ọṅụ
joyride	ọṅụ
joys	ọṅụ
jubilant	jubilant
jubilee	jubilii
judge	ikpe
judged	ekpe ikpe
judging	ikpe ikpe
judgment	ikpe
judgmental	ikpe ikpe
judicial	ikpe
judiciary	ikpe ikpe
judicious	ikpe
judo	ikpe
jug	igwe
juggle	juggle
juggler	juputa
juggling	juggling
jugular	jugular
juice	ihe ọṅụṅụ
juicer	juicer
juicy	kemmiri
juju	NO TRANSLATION
juke	juke
jukebox	akpa akwa
jumble	jumble
jumbled	jumbled
jumbo	jumbo
jump	nwuo
jump rope	eriri eriri
jumper	jumper
jumpsuit	jumpsuit
jumpy	jumpy
junction	nhazi
juncture	nhazi
jungle	ọhịa
junior	obere
juniper	juniper
junk	junk
junket	junket
junkie	junkie
junky	junky
junkyard	oke osisi
junta	onye agha
juridical	iwu
jurisdiction	ikike
jurisprudence	ikpe ikpe
jurist	ndị ọkà mmụta
juror	juror
jury	juri
justice	ikpe ziri ezi
justifiable	ziri ezi
justification	ezi
justify	kwenye
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	jute
juvenile	nwata
juxtaposition	juxtaposition
kaiser	kaiser
kale	kale
kaleidoscope	kaleidoscope
kamikaze	kamikaze
kangaroo	kangaroo
kanji	kanji
kappa	kappa
kaput	NO TRANSLATION
karaoke	karaoke
karate	karate
karma	karma
karmic	karmic
kayak	kayak
kazoo	kazoo
kebab	kebab
keel	keel
keen	ike
keep	edebe
keeper	onye nlekọta
keeping	edebe
keepsake	ihe oriri
keg	keg
kelp	kelp
ken	Ken
kennel	ụlọ obibi
kerchief	ihe nkocha
kern	kern
kernel	kernel
kerosene	kerosene
ketchup	ketchup
kettle	ketulu
key	isi
keyboard	keyboard
keyed	keyed
keyhole	igodo
keynote	isi okwu
keypad	igodo
keystone	isi ihe
keyword	isiokwu
khaki	khaki
khan	khan
kibble	ike
kick	ịgba
kickboxing	kickboxing
kicker	kicker
kicking	egwu
kickoff	mgbachapụ
kid	nwa
kidder	kidder
kidding	egwu egwu
kiddo	kiddo
kiddos	kiddos
kidnap	ịchapu
kidnapped	Milton
kidnapper	ndi mmadu
kidnapping	ịtọrọ mmadụ
kidney	akụrụ
kids	ụmụaka
kill	gbuo
killer	egbu egbu
killing	igbu
killjoy	igbu egbu
kiln	kiln
kilo	NO TRANSLATION
kilogram	kilogram
kilometer	kilomita
kilt	kilt
kimono	kimono
kin	kin
kind	ụdị
kindergarten	ụlọ akwụkwọ ọta akara
kindling	na-egwu
kindness	obiọma
kindred	agbụrụ
kinematics	kinematics
kinesiology	kinesiology
kinetic	akwara
king	eze
king snake	eze agwọ
kingdom	alaeze
kingpin	ọ bụrụ na ọ dị mma
kink	kink
kinky	kinky
kinship	mmekọrịta
kiosk	kiosk
kirk	kirk
kiss	nsusu
kisser	kisser
kissy	kissy
kit	ngwa
kitchen	kichin
kite	Lee
kitten	nwa nwa
kiwi	kiwi
klutz	klutz
knack	knack
knapsack	knapsack
knead	igwakorita
knee	ikpere
kneecap	ikpere ikpere
kneel	ikpere n'ala
kneeling	ikpere n'ala
knell	kọnye
knick	mma
knickers	ndị ọkpụkpụ
knife	mma
knight	onye isi
knighthood	ndị isi
knit	jikọọ
knob	aka
knock	kụọ aka
knockoff	knockoff
knockout	kụtuo
knoll	knoll
knot	eriri
knots	akpụkpọ ụkwụ
knotted	kpara
know	mara
knowing	mara
knowingly	mara
knowledge	ihe omuma
knowledgeable	mara
knuckle	mkpịsị aka
knucklehead	knucklehead
knuckles	knuckles
koala	koala
kook	NO TRANSLATION
kooky	kooky
kool-aid	kool-enyemaka
kos	kos
kosher	kosher
kraut	NO TRANSLATION
kris	kris
kryptonite	kryptonite
kudos	kudos
kumquat	kumquat
lab	ụlọ
label	aha
labor	arụ ọrụ
laboratory	laabu
labored	rụsiri ọrụ ike
laborer	onye ọrụ
laboring	arụ ọrụ
laborious	arụsi ọrụ ike
labyrinth	uzo
lac	lac
lace	lace
laceration	ịkwa ụra
lack	enweghị
lackey	lackey
lacking	enweghi
lackluster	enweghịluster
lacquer	ebe
lacrosse	lacrosse
lactose	lactose
lad	nwa
ladder	ugwo
laddie	laddie
laden	ebu ibu
lading	arụ ọrụ
ladle	ladle
lady	nwanyị
lady bug	NO TRANSLATION
ladybug	ladybug
ladylike	dị ka nwanyị
ladyship	ladyship
lag	lag
lager	NO TRANSLATION
lagging	agbaghara
lagoon	lagoon
lair	ebe
laity	ndi mmadu
lake	ọdọ
lama	NO TRANSLATION
lamb	nwa Atụrụ
lame	ngwụrọ
lament	obi
lamenting	na-eti mkpu
lamina	lamina
laminated	laminated
lamp	oriọna
lamppost	ihe njigide oriọkụ
lance	ugbua
lancer	malite
land	ala
landed	ebutere
landfall	ala
landfill	ala
landing	ọdịda
landlady	ala
landlocked	na-ekpuchi
landlord	onye nwe ụlọ
landmark	ala
lands	ala
landscape	odida obodo
landscaping	landscaping
landslide	kwatuo
lane	uzo
language	asụsụ
languid	ekwesighi
languish	enweghi ume
languishing	enwe ume
lanky	ma ọ bụ
lantern	ọkụ
lap	ụkwụ
lapdog	lapdog
lapel	lapel
lapse	lapse
lapsed	lapsed
laptop	laptọọpụ
larceny	akwa ụra
lard	mmanu abuba
larder	nke ukwu
large	nnukwu
larger	ibu
largo	NO TRANSLATION
lark	ezumike
larva	akwa
laryngitis	laryngitis
larynx	larynx
lasagna	lasagna
laser	laser
lash	adịghị mma
lass	ala
lasso	lasso
lastday	NO TRANSLATION
lasting	adịgide adịgide
lastminute	ikpeazụ
latch	mkpọchi
late	mbubreyo
lateness	ezighi ezi
latent	latent
lateral	mpụta
laterally	ọ dị
latex	latex
lathe	aha
lather	ọzọ
latitude	ohere
latrine	latrine
latrines	latrines
latte	latté
lattice	lattice
laud	na-egwu
laudable	laudable
laudation	na-eto eto
laudatory	akwukwo
laugh	ịchị ọchị
laughable	na-agagharị
laughing	na-achị ọchị
laughingstock	NO TRANSLATION
laughs	achị ọchị
laughter	ịchị ọchị
launch	malite
launcher	onye ncha
launches	malite
launder	launder
laundering	nchapu
laundry	akwa ákwà
laureate	laureate
laurel	laurel
laurels	laurels
lava	ya
lavage	asacha
lavatory	lavatory
lavender	lavender
lavish	ala
law	iwu
lawful	iwu kwadoro
lawless	enweghị iwu
lawlessness	mmebi iwu
lawman	onye isi iwu
lawn	lawn
lawnmower	igwe eji asụ ahịhịa
lawsuit	ikpe
lawyer	ọkàiwu
lax	lax
laxative	laxative
lay	dina
layaway	layaway
layer	oyi akwa
layered	edozi
layman	layman
layout	nhazi
layover	kwadoro
laziness	umengwụ
lazy	umengwụ
lazyday	NO TRANSLATION
lea	nke a
lead	ndu
leaded	eduzi
leader	onye ndu
leadership	ndu
leading	edu
leads	edu
leaf	akwukwo
leaflet	akwukwo
leafy	acha
league	njikọ
leak	leak
leakage	ụcha
leaky	leaky
lean	dabere
leaned	adabere
leaning	ntinye
leap	zoo
learn	ịmụta
learned	mụtara
learner	onye mmụta
learning	mmụta
lease	ala
leash	leash
leather	akpụkpọ anụ
leathery	akpụkpọ anụ
leave	hapụ
leavemealone	hapụ m aka
leaving	ahapụ
lecherous	dị mma
lecture	akwukwo
lecturer	onye nkuzi
ledge	nchịkọta
ledger	onye ndu
lee	Lee
leech	ọ bụ
leeches	anya
leer	NO TRANSLATION
leery	agụ
lees	NO TRANSLATION
leeway	leeway
left	n'aka ekpe
leftout	NO TRANSLATION
leftover	wepu
leftovers	ndị na-afọdụ
lefty	lefty
leg	ụkwụ
legacy	ihe nketa
legal	iwu
legality	iwu
legalize	iwu iwu
legalized	iwu akwadoro
legally	iwu
legend	akụkọ
legendary	akụkọ ntolite
legibility	legibility
legible	enweghi ike
legion	agha
legislate	iwu
legislation	iwu
legislative	iwu
legislator	ome iwu
legislature	ome iwu
legit	legit
legitimacy	eziomume
legitimate	ziri ezi
lego	lego
legs	ụkwụ
legume	legume
legwork	legwork
leisure	ezumike
leisurely	eji nwayọọ nwayọọ
lemma	lemma
lemon	oroma nkịrịsị
lemonade	lemọned
lend	gbazinye
lender	onye na-agbazinye ego
lending	agbazinye
length	ogologo
lengthen	gbatịkwu
lengthened	gbatịkwuo
lengthening	ịgbatị
lengthwise	ogologo oge
lengthy	ogologo oge
leniency	nnwere onwe
lenient	obi
lens	anya
leopard	agụ owuru
leotard	leotard
leper	onye ekpenta
leprechaun	leprechaun
leprosy	ekpenta
lesbian	ụmụ nwanyị nwanyị
lesbianism	ịlụ nwanyị
lesion	laion
less	Mpekarị
lessee	onye na-akwụ ụgwọ
lessen	belata
lessening	na-ebelata
lesser	obere
lesson	nkuzi
lessor	obere
let	ka
lethal	egbu egbu
lethargic	nhazi
lethargy	ike
letter	leta
lettered	ndetu
letterhead	akwụkwọ edemede
lettering	akwụkwọ ozi
letters	akwụkwọ ozi
lettuce	letus
leukemia	arịa ọrịa kansa ọbara
levee	levee
level	ọkwa
lever	anya
leverage	leverage
levitate	levitate
levy	levy
lewd	omume rụrụ arụ
lexicon	ederede
ley	NO TRANSLATION
liabilities	ụgwọ
liability	ụgwọ
liable	nwere ike
liaison	njikọ
liar	onye ụgha
libel	ọnụ
libelous	enweghị obi ụtọ
liberal	emesapụ aka
liberalism	liberalism
liberate	tọhapụ
liberated	tọhapụrụ
liberating	nnwere onwe
liberation	nnwere onwe
liberty	nnwere onwe
libido	libido
librarian	onye na-agụ akwụkwọ
library	ọbá akwụkwọ
libretto	freetto
lice	oke
license	ikike
lichen	lichen
lick	lick
licorice	licorice
lid	mkpuchi
lie	ụgha
liege	liege
lien	njikọ
lieu	ebe
lieutenant	lieutenant
life	ndụ
lifeblood	ndụblood
lifeboat	ụgbọ mmiri
lifeguard	onye nche mmiri
lifeisgood	ndụisgood
lifeless	enweghị ndụ
lifelike	eme
lifeline	usoro ndu
lifelong	ndụ ogologo oge
lifer	elu
lifesaver	na-azọpụta ndụ
lifestyle	ebi ndụ
lifesucks	ihe ndozi
lifetime	ndụ niile
lift	ebuli
lifted	ebuli
liftoff	elu
ligament	ligament
ligation	ọgbọ
ligature	nkwụsị
light	ìhè
light year	afọ afọ
lightbulb	ọkụ bọlbụ
lighten	mechie
lightheaded	na-aga n'ihu
lighthouse	ụlọ mposi
lighting	ọkụ
lightness	ìhè
lightning	àmụmà
lights	ọkụ
lightweight	buru ibu
likable	obi ụtọ
like	dị ka
likelihood	ikekwe
likely	ikekwe
likeness	oyiyi
likewise	n'otu aka ahụ
liking	amasị
lilac	lilac
lily	lily
limb	aka
limber	mechie
limbo	limbo
lime	oroma nkịrịsị
limelight	aka
limestone	akwara
limey	limey
limit	oke
limitation	njedebe
limited	oke
limitless	enweghị njedebe
limo	limo
limousine	limousine
limp	ukwu
lin	lin
line	akara
lineage	agbụrụ
lineal	ahịrị
linear	ahịrị
linebacker	linebacker
lined	ejikọta ya
linen	linen
liner	akwa
lines	ahịrị
lineup	kwụba n'ahịrị
linger	echere
lingerie	lingerie
lingering	na-anọ
lingo	igwe
lingual	edeghari
linguini	linguini
linguist	asụsụ
linguistic	asụsụ
linguistics	asụsụ
lining	ntinye
link	njikọ
linoleum	linoleum
lint	lint
lion	ọdụm
lip	egbugbere ọnụ
liposuction	liposuction
lipstick	lipstick
liquefaction	enweghi nsogbu
liquefied	enwere onwe ya
liqueur	mmanya ogbugbu
liquid	mmiri mmiri
liquidate	liquidate
liquidation	liquidation
liquidator	liquidator
liquidity	liquidity
liquor	mmanya
lira	NO TRANSLATION
lisp	lisp
list	ndepụta
listen	ege ntị
listener	onye na-ege ntị
listenting	NO TRANSLATION
listing	ndepụta
listless	enweghị mmasị
listneing	NO TRANSLATION
litany	litany
liter	liter
literacy	mmuta
literal	nkịtị
literally	n'ụzọ nkịtị
literary	akwukwo
literature	akwụkwọ
lithe	ọgbọ
lithium	lithium
lithograph	lithograph
lithography	lithography
lithology	lithology
lithosphere	ebe a na-eme ya
litigant	aghara aghara
litigate	aghara aghara
litigation	ikpe akwụkwọ
litigator	onye na-agba akwụkwọ
litigious	arụmụka
litter	mbadamba
little	obere
littlethings	ntakịrị ihe
littoral	oke osimiri
liturgy	liturgy
live	ndụ
livelife	ndụ ndụ
livelihood	ndụ
lively	dị ndụ
liven	ndụ
liver	imeju
livery	ego
livestock	anụ ụlọ
livid	livid
living	ndụ
lizard	akwa
llama	llama
lml	lml
load	ibu
loader	arụ ọrụ
loaf	achicha
loafer	loafer
loam	loam
loan	mbinye ego
loath	ọbọ
loathe	na-ahụ anya
loathful	akparị
loathing	akparị
loathsome	ihe arụ
lobby	ọnụ ụlọ
lobbyist	na-ekwu okwu
lobe	lobe
lobotomy	lobotomy
lobster	oporo
local	obodo
locale	mpaghara
locality	obodo
localization	ịchọta ebe
localize	chọta
localized	achọtara
locate	chọta
location	ebe
locator	onye na-achọta ya
loch	loch
lock	mkpọchi
locker	mkpuchi
locket	locket
locksmith	nchikota
lockup	mkpọchi
loco	loco
locomotion	locomotion
locomotive	locomotive
locust	igurube
lode	NO TRANSLATION
lodge	ebe obibi
lodger	ulo
lodging	ebe obibi
loft	elu
lofty	elu
log	banye
logarithm	logarithm
logarithmic	logarithmic
logic	echiche
logical	ezi uche
logistics	ngwa ngwa
logo	logo
logotype	nkwado
loin	NO TRANSLATION
lollipop	lollipop
lone	nanị
loneliness	owu ọmụma
lonely	owu
loner	na-akụ
lonesome	ihe omimi
long	ogologo
longboat	longboat
longevity	ogologo oge
longing	agụụ
longitude	ogologo oge
longitudinal	ogologo oge
longitudinally	ogologo oge
longtime	Otee aka
loo	Lee
look	anya
looker	anya
lookout	lebe anya
loom	ọhụụ
looming	agba
loon	elu
loony	loony
loop	aka
loophole	aka
loopy	ejiri
loose	wepụ
loosen	wepu
loosening	ewepu
loot	ọbọ
lop	lop
lopsided	na-agbada
lord	onyenwe
lords	ndị nwenụ
lordship	ịbụisi
lore	lore
lorry	mkpu
lose	efunahụ
loser	na-efu
losing	na-efu
loss	ọnwụ
lost	furu efu
lot	otutu
lotion	ude mmiri
lots	nza
lottery	lotiri
lotto	lotto
lotus	lotus
loud	akwa
loudly	n'olu dara ụda
loudmouth	loudmouth
loudness	oké olu
loudspeaker	ụda olu
lounge	ezumike
lounging	na-emechi ọnụ
louse	mechie
lousy	lousy
lovable	na-ahụ n'anya
love	ịhụnanya
loved	hụrụ n'anya
lovee	ịhụnanya
loveee	loveee
loveless	enweghị ịhụnanya
lovelife	NO TRANSLATION
loveliness	ịhụnanya
lovelovelove	NO TRANSLATION
lovely	mara mma
lovemaking	ịhụnanya
lovemylife	NO TRANSLATION
lover	hụrụ n'anya
lovesick	ịhụnanya
lovethis	ịhụnanya
loving	ịhụnanya
lovinglife	ịhụnanya ịhụnanya
lovinlife	Owuwu
low	ala
lowdown	lowdown
lower	ala
lowering	eweda ala
lowest	kasị ala
lowlands	ala dị ala
lowlife	lowlife
lowly	dị ala
lox	lox
loyal	eguzosi ike n'ihe
loyalty	iguzosi ike n'ihe
lsd	lsd
luau	luau
lube	lube
lubricant	mmanu mmanu
lubricate	lubricate
lubrication	lubrication
lucid	lucid
luck	chioma
luckiest	ihe kachasị mma
lucky	enwe obi ụtọ
luckygirl	luckygirl
lucrative	ego
ludicrous	nke a
lug	lug
luggage	akpa
lukewarm	lukewarm
lull	lull
lullaby	lullaby
lumbar	lumbar
lumber	osisi
lumbering	ime osisi
lumberjack	lumberjack
luminescent	luminescent
luminous	ọkụ
lump	oke
lumpy	lumpy
