Word	bn
igneous	আগ্নেয়
ignite	জ্বলে উঠা
ignition	ইগনিশন
ignorance	অজ্ঞতা
ignorant	অজ্ঞ
ignore	উপেক্ষা করা
iguana	গোধা
ihatespiders	NO TRANSLATION
ilk	NO TRANSLATION
ill	অসুস্থ
illegal	অবৈধ
illegality	অবৈধতা
illegally	অবৈধভাবে
illegible	অস্পষ্ট
illegitimate	অবৈধ
illicit	অবৈধ
illiterate	নিরক্ষর
illness	অসুস্থতা
illogical	অযৌক্তিক
illuminate	জ্বালান
illuminating	উদ্ভাসক
illumination	আলো
illuminator	illuminator
illusion	বিভ্রম
illustrate	চিত্রিত করা
illustration	চিত্রণ
illustrative	অর্থবোধক
illustrious	প্রসিদ্ধ
ilovechristmas	NO TRANSLATION
iloveher	NO TRANSLATION
image	ভাবমূর্তি
imagery	চিত্রাবলী
imaginable	চিন্তনীয়
imaginary	কল্পিত
imagination	কল্পনা
imaginative	কল্পনাপ্রবণ
imagine	কল্পনা করা
imagined	প্রকল্পিত
imaging	ইমেজিং
imagining	কল্পী
imam	NO TRANSLATION
imbalance	অমিল
imbecile	নির্বোধ
imbedded	Imbedded
imissyou	NO TRANSLATION
imitate	অনুকরণ করা
imitated	অনুসৃত
imitation	অনুকরণ
immaculate	অনিন্দ্য
immaterial	অশরীরী
immature	অপূর্ণাঙ্গ
immaturity	অসম্পূর্ণতা
immeasurable	অমিত
immeasurably	কত না
immediacy	অকপটতা
immediate	আশু
immediately	অবিলম্বে
immemorial	স্মরণাতীত
immense	অপরিমেয়
immerse	মগ্ন করা
immersion	নিমজ্জন
immigrant	অভিবাসী
immigration	অভিবাসন
imminent	আসন্ন
immobile	অচল
immoral	অসৎ
immorality	ব্যভিচার
immortal	অমর
immortality	অমরত্ব
immovable	স্থাবর
immune	অনাক্রম্য
immunity	খালাস
immunization	টিকাদান
immutable	অপরিবর্তনীয়
imp	সন্তান
impact	প্রভাব
impair	দুর্বল করা
impaired	হত
impairment	হানি
impart	জ্ঞাপন করা
impartial	নিরপেক্ষ
impartiality	ন্যায়
impassable	দুর্গম
impassioned	আবেগপূর্ণ
impatience	অস্থিরতা
impatient	অধীর
impatiently	NO TRANSLATION
impeach	অভিযুক্ত করা
impeachment	অভিশংসন
impeccable	অনবদ্য
impede	ঠেকান
impediment	অন্তরায়
impelled	তাড়িত
impending	আসন্ন
impenetrable	অভেদ্য
imperative	অনুজ্ঞাসূচক
imperceptible	অদৃশ্য
imperfect	অপূর্ণ
imperfection	অসম্পূর্ণতা
imperfectly	অল্পজ্ঞন
imperial	সার্বভৌম
imperialist	NO TRANSLATION
impermeable	অপ্রবেশ্য
impermissible	নিষিদ্ধ
impersonal	নৈর্ব্যক্তিক
impersonate	মূর্ত করা
impersonation	মূর্তরূপ
impersonator	জালিয়াত
impertinence	গোস্তাকি
impertinent	অপ্রাসঙ্গিক
impervious	অভেদ্য
impetuous	বেগবান
impetus	ভরবেগ
implacable	নির্দয়
implant	ইমপ্লান্ট
implantation	রোপণ
implanted	বসানো
implement	বাস্তবায়ন
implicate	সংশ্লেষ করা
implicated	প্রলিপ্ত
implication	সংশ্লেষ
implied	ঊহ্য
implore	সনির্বন্ধ অনুরোধ করা
implosion	implosion
imply	পরোক্ষভাবে প্রকাশ করা
impolite	অভদ্র
import	আমদানি
importance	গুরুত্ব
important	গুরুত্বপূর্ণ
importation	আমদানি
impose	আরোপ করা
imposing	মনোরম
imposition	আরোপ
impossibility	অসম্ভবতা
impossible	অসম্ভব
impostor	ভণ্ড
impotence	পুরুষত্বহীনতা
impotent	নপুংসক
impound	অবরুদ্ধ করিয়া রাখা
impoverished	দরিদ্র
impracticable	দু: সাধ্য
impractical	অকার্যকর
impregnable	দুর্ভেদ্য
impregnate	গর্ভবতী
impress	ছাপ
impressed	অঙ্কিত
impression	ছাপ
impressionable	অনুভূতিপ্রবণ
impressive	চিত্তাকর্ষক
imprint	অঙ্কিত করা
imprison	কয়েদ করা
imprisoned	অবরুদ্ধ
imprisonment	কারাবাস
improbable	অভাবনীয়
impromptu	উপস্থিতমত
improper	অপ্রকৃত
impropriety	অন্যায়
improve	উন্নত করা
improved	উন্নত
improvement	উন্নতি
improves	উন্নত
improving	উন্নতি
improvisation	অচিন্তিত রচনা
improvise	আশুরচনা করা
improvised	সহসা কৃত
imprudent	হঠকারী
impudence	নির্লজ্জতা
impudent	লজ্জাহীন
impulse	উদ্বুদ্ধ করা
impulsive	আবেগপ্রবণ
impunity	মুক্তি
impure	অপবিত্র
impurity	অপবিত্রতা
imputation	নিন্দা
imtryingtosleep	NO TRANSLATION
inability	অক্ষমতা
inaccessible	অপ্রাপ্য
inaccurate	বেঠিক
inaction	নিষ্ক্রিয়তা
inactivate	নিষ্ক্রিয়
inactivation	inactivation
inactive	নিষ্ক্রিয়
inactivity	নিষ্ক্রিয়তা
inadequacy	অপ্রাচুর্য
inadequate	অপর্যাপ্ত
inadequateness	inadequateness
inadmissible	অগ্রাহ্য
inadvertent	অসাবধানী
inadvertently	অসাবধানতাবসত
inaffable	NO TRANSLATION
inalienable	অবিচ্ছেদ্য
inane	ফাঁকা
inanimate	জড়
inapplicable	অপ্রযোজ্য
inappropriate	অনুপযুক্ত
inattention	অসাবধানতা
inaudible	শ্রবণাতীত
inaugural	উদ্বোধনী
inaugurate	উদ্বোধন করা
inauguration	উদ্বোধন
inborn	সহজাত
inbound	অন্তর্মুখী
inbred	জন্মগত
incalculable	ধারণাতীত
incandescent	ভাস্বর
incantation	জাদুমন্ত্রোচ্চারণ
incapable	অসমর্থ
incapacity	অযোগ্যতা
incarceration	কারারোধ
incarnate	দেহধারী
incase	আধারস্থ করা
incendiary	আগ্নেয়
incense	ধূপ
incensed	প্রকুপিত
incentive	উদ্দীপক
inception	গোড়া
incessant	নিরবচ্ছিন্ন
incessantly	অহর্নিশ
incest	অজাচার
incestuous	অজাচারী
inch	ইঞ্চি
incidence	আপতন
incident	ঘটনা
incidental	আনুষঙ্গিক
incidentally	প্রসঙ্গক্রমে
incineration	পুড়ন
incinerator	দাহনযন্ত্র
incipient	জায়মান
incision	কর্তন
incisive	ব্যঙ্গকারী
incite	উদ্দীপ্ত করা
incitement	প্রবর্তনা
inclement	ঝড়ো
inclination	বাঁক
incline	ঢলা
inclined	আনত
include	অন্তর্ভুক্ত করা
included	অন্তর্ভুক্ত
including	সুদ্ধ
inclusion	অন্তর্ভুক্তি
inclusive	অন্তর্ভুক্ত
incognito	ছদ্মবেশী
incoherent	অসংলগ্ন
income	আয়
incoming	ইনকামিং
incomparable	অনুপম
incompatible	বেমানান
incompetence	অযোগ্যতা
incompetent	অপদার্থ
incomplete	অসম্পূর্ণ
incompletely	অর্ধ
incompleteness	অপূর্ণতা
incomprehensible	ধারণাতীত
inconceivable	ধারণাতীত
inconclusive	মীমাংসাহীন
incongruous	বেমানান
inconsequential	তুচ্ছ
inconsiderate	অবিবেচক
inconsistency	অসঙ্গতি
inconsistent	অসঙ্গত
inconspicuous	অস্পষ্ট
incontinence	অসংযম
inconvenience	অসুবিধা
inconvenient	অসুবিধাজনক
incorporate	নিগমবদ্ধ
incorporation	নিগম
incorrect	ত্রুটিপূর্ণ
incorrigible	সংশোধনাতীত
increase	বৃদ্ধি
increased	বর্ধিত
incredible	অবিশ্বাস্য
incredulous	বিশ্বাসহীন
increment	বৃদ্ধি
incriminate	অভিযুক্ত করা
incriminating	incriminating
incrimination	দোষারোপ
incubation	অণ্ডস্ফুটন
incubator	অণ্ডস্ফুটন যন্ত্র
incubus	দু: স্বপ্ন
incumbent	শায়িত্ব
incur	ভারাক্রান্ত করা
incurable	অনারোগ্য
incursion	বহিরাক্রমণ
indebted	ঋণী
indecency	অশ্লীলতা
indecent	অশ্লীল
indecision	দ্বিধা
indecisive	অমীমাংসিত
indefensible	অরক্ষণীয়
indefinite	অনির্দিষ্ট
indelible	অনপনেয়
indemnification	ক্ষতিপূরণ
indemnify	নিরাপদ্ করা
indemnity	ক্ষতিপূরণ
indent	সংভৃতক
indentation	খাঁজ
indenture	সংভৃতি
independence	স্বাধীনতা
independent	স্বাধীন
indescribable	বর্ণনাতীত
indestructible	অবিনশ্বর
indeterminate	অনির্ণীত
index	সূচক
indicate	ইঙ্গিত
indicating	ইঙ্গিত
indication	ইঙ্গিত
indicative	পরিচায়ক
indicator	সূচকটি
indice	NO TRANSLATION
indict	অভিযুক্ত করা
indictment	অভিযোগ
indie	ইন্ডিয়ে
indifference	অযত্ন
indifferent	উদাসীন
indigenous	দেশীয়
indigent	অভাবী
indigestion	বদহজম
indignant	অত্যুগ্র
indignation	ঘৃণামিশ্রিত ক্রোধ
indignity	অসম্মান
indigo	বেগনি নীলবর্ণ
indirect	পরোক্ষ
indiscreet	অদূরদর্শী
indiscretion	হঠকারিতা
indispensable	অপরিহার্য
indisposed	অপটু
indistinct	অস্ফুট
indistinguishable	অবিভেদ্য
individual	স্বতন্ত্র
individuality	ব্যক্তিস্বাতন্ত্র্য
indivisible	অবিভাজ্য
indoctrination	মতদীক্ষাদান
indolent	কুড়ে
indomitable	অদম্য
indoor	গৃহমধ্যস্থ
induce	প্রবর্তিত করা
induced	প্ররোচক
inducement	প্রবর্তনা
induction	আনয়ন
indulge	আনুকূল্য করা
indulgence	ইচ্ছাপূরণ
indulgent	অসংযত
industrial	শিল্প
industrialist	শিল্পপতি
industrious	পরিশ্রমী
industry	শিল্প
ineffable	অনির্বচনীয়
ineffective	অকার্যকর
ineffectual	নিষ্ফল
inefficiency	অদক্ষতা
inefficient	অদক্ষ
inelastic	অস্থিতিস্থাপক
ineligible	অযোগ্য
inept	অদক্ষ
ineptitude	অনুপযুক্ততা
inequality	অসাম্য
inequitable	অন্যায়
inert	জড়
inertia	নিষ্ক্রিয়তা
inevitable	অনিবার্য
inexact	অযথাযথ
inexcusable	অমার্জনীয়
inexhaustible	অব্যয়
inexpensive	সস্তা
inexperience	অনভিজ্ঞতা
inexperienced	অনভিজ্ঞ
inexplicable	অবক্তব্য
inexpressible	অবর্ণনীয়
infallibility	আপ্ততা
infallible	অব্যর্থ
infamous	কুখ্যাত
infamy	অখ্যাতি
infancy	শৈশব
infant	শিশু
infanticide	শিশুহত্যার
infantile	শিশুসুলভ
infantry	পদাতিক সৈন্যবাহিনী
infarct	বিনষ্টকলা
infatuated	প্রমত্ত
infatuation	মায়া
infeasible	infeasible
infect	সংক্রামিত করা
infection	সংক্রমণ
infectious	সংক্রামক
infer	অনুমান করা
inference	অনুমান
inferential	আনুমানিক
inferior	নিকৃষ্ট
inferiority	কমি
infernal	নারকী
inferno	নরক
infertile	অনুর্বর
infertility	ঊষরতা
infestation	উপদ্রব
infidel	অবিশ্বাসী
infidelity	বিশ্বাসঘাতকতা
infield	আবাদী জমি
infiltrate	চোয়ান
infiltration	অনুপ্রবেশ
infinite	অসীম
infinitely	অসীম
infinitesimal	ক্ষুদ্রাতিক্ষুদ্র
infinity	অনন্ত
infirm	দুর্বল
infirmary	হাসপাতাল
infirmity	জরা
inflammation	প্রদাহ
inflammatory	প্রদাহী
inflatable	বাজে
inflate	ফোলান
inflated	স্ফীত
inflation	মুদ্রাস্ফীতি
inflection	আনতি
inflict	হানা
infliction	প্রয়োগ
inflorescence	পুষ্পবিন্যাস
influence	প্রভাব
influential	প্রভাবশালী
influenza	ইন্ফলুএন্জারোগ
influx	অন্ত: প্রবাহ
info	তথ্য
infomercial	infomercial
inform	জানান
informal	লৌকিকতাবর্জিত
informant	সংবাদদাতা
information	তথ্য
informative	তথ্যপূর্ণ
informed	অবগত
informer	গুপ্তচর
infraction	ব্যত্যয়
infrared	অবলোহিত
infrastructure	পরিকাঠামো
infrequent	বিরল
infrequently	কখনোসখনো
infringement	লঙ্ঘন
infuriate	ক্ষিপ্ত
infuriated	প্রকুপিত
infuriates	infuriates
infuriating	infuriating
infuse	প্রবিষ্ট করান
infused	চারিত
infuser	infuser
infusion	আধান
ingenious	প্রতিভাশালী
ingenuity	অকপটতা
ingest	পাকস্থলীতে গ্রহণ করা
ingestion	আহার
ingot	বাট
ingrained	বদ্ধমূল
ingrate	অকৃতজ্ঞ
ingredient	উপাদান
ingress	প্রবেশ
inhabit	বসবাস করা
inhabitant	বাসিন্দা
inhabited	অধ্যুষিত
inhabiting	নিবাসী
inhalation	শ্বসন
inhale	নাস লওয়া
inhaler	শ্বাসগ্রহণকারী
inherent	সহজাত
inherit	উত্তরাধিকারী
inheritance	উত্তরাধিকার
inhibit	দমন করা
inhibition	নিষেধ
inhibitor	নিষেধাত্মক
inhospitable	আতিথেয়তাশূন্য
inhuman	অমানুষ
inhumane	নিষ্ঠুর
inhumanity	নিষ্ঠুরতা
inimaginable	NO TRANSLATION
inimical	ক্ষতিকর
inimitable	অতুলন
iniquity	অপরাধ
initial	প্রাথমিক
initiate	আরম্ভ করা
initiated	প্রবর্তিত
initiation	দীক্ষা
initiative	উদ্যোগ
inject	উদ্বুদ্ধ করা
injection	ইনজেকশন
injunction	অনুজ্ঞা
injure	আঘাত করা
injured	আহত
injuring	আহত
injurious	ক্ষতিকর
injury	আঘাত
injustice	অবিচার
ink	কালি
inkling	আভাস
inland	অন্তর্দেশীয়
inlay	বাঁধান
inlet	খাঁড়ি
inmate	নিবাসী
inn	সরাইখানা
innards	নাড়িভুঁড়ি
innate	সহজাত
inner	ভিতরের
innermost	অন্তরতম
innerpeace	NO TRANSLATION
inning	ইনিংস
innings	ইনিংস
innkeeper	পান্থশালার মালিক
innocence	নিরীহতা
innocent	নির্দোষ
innocently	, innocently
innocuous	নির্দোষ
innovate	পরিবর্তন করা
innovation	নবপ্রবর্তিত বস্তু
innovative	উদ্ভাবনী
innuendo	কটাক্ষ
innumerable	অসংখ্য
inoculation	টিকা
inoperable	অস্ত্রোপচারের উপযোগী নয় এমন
inoperative	অক্রিয়
inordinate	অতিরিক্ত
inorganic	অজৈব
input	ইনপুট
inquest	আইনগত অনুসন্ধান
inquire	জিজ্ঞাসা করা
inquirer	জিজ্ঞাসু
inquiring	জিজ্ঞাসু
inquiry	অনুসন্ধান
inquisitive	সন্ধানী
inquisitor	জেরাকারী
insane	উন্মাদ
insanity	বাতুলতা
insatiable	অতৃপ্ত
inscription	লিপি
inscrutable	অবর্ণনীয়
insect	পোকা
insecticide	কীটনাশক বস্তু
insecure	নিরাপত্তাহীন
insecurity	অনিরাপত্তা
insemination	প্রজনন
insensitive	অবশ
inseparable	অবিচ্ছেদ্য
insert	ঢোকান
inserted	সন্নিবেশিত
insertion	সন্নিবেশ
inside	ভিতরে
insider	ভেতরের
insidious	প্রতারণাপূর্ণ
insight	সূক্ষ্মদৃষ্টি
insightful	অন্তর্দৃষ্টিপূর্ণ
insignia	পরিচয়চিহ্ন
insignificance	তুচ্ছতা
insignificant	তুচ্ছ
insinuate	কটাক্ষ করা
insipid	বিরস
insist	জোরাজুরি করা
insistence	গোঁ
insistent	সনির্বন্ধ
insists	জোরাজুরি
insolence	ঔদ্ধত্য
insolent	উদ্ধত
insoluble	ব্যাখ্যাতীত
insolvency	শোধাক্ষমতা
insolvent	দেউলিয়া
insomnia	অনিদ্রা
insomniac	অনিদ্রারোগসংক্রান্ত
inspect	পরিদর্শন করা
inspection	পরিদর্শন
inspector	পরিদর্শক
inspiration	অনুপ্রেরণা
inspirational	অনুপ্রেরণীয়
inspire	অনুপ্রাণিত করা
inspired	অনুপ্রাণিত
instability	অস্থায়িত্ব
install	ইনস্টল
installation	স্থাপন
installment	কিস্তি
instance	উদাহরণ
instant	তাত্ক্ষণিক
instantaneous	ক্ষণিক
instantaneously	তাত্ক্ষণিকভাবে
instigate	প্ররোচিত করা
instigation	উসকানি
instill	ধীরে ধীরে প্রবেশ করান
instinct	প্রেরণা
instinctive	স্বভাবজ
institute	প্রতিষ্ঠান
institution	প্রতিষ্ঠান
instruct	শিখান
instructed	নির্দেশ
instruction	নির্দেশ
instructional	উপদেশমূলক
instructions	নির্দেশাবলী
instructive	শিক্ষামূলক
instructor	উপাধ্যায়
instrument	যন্ত্র
instrumental	যান্ত্রিক
instrumentalist	বাজিয়ে
instrumentality	অছিলা
insubordination	অবাধ্যতা
insufferable	অসহনীয়
insufficiency	অপ্রতুলতা
insufficient	অপর্যাপ্ত
insufficiently	অপ্রতুল
insular	সঙ্কীর্ণচিত্ত
insulate	আলাদা করিয়া রাখা
insulated	উত্তাপ
insulation	অন্তরণ
insulin	ইন্সুলিন
insult	অপমান
insulting	অপমানকর
insurance	বীমা
insure	বিমা করা
insurgent	বিদ্রোহী
insurmountable	অনতিক্রম্য
insurrection	বিদ্রোহ
intact	অক্ষত
intake	ঘেরা জমি
intangible	অধরা
integer	পূর্ণসংখ্যা
integral	অখণ্ড
integrate	সম্পূর্ণ
integration	ইন্টিগ্রেশন
integrity	অখণ্ডতা
intellect	বুদ্ধি
intellectual	বুদ্ধিজীবী
intelligence	বুদ্ধিমত্তা
intelligent	বুদ্ধিমান
intelligibility	বোধগম্যরূপে
intelligible	বুদ্ধিগম্য
intend	মনস্থ করা
intended	অভিপ্রেত
intending	ইচ্ছুক
intense	তীব্র
intensely	তীব্র
intensify	প্রবল বা তীব্র করে
intensity	প্রবলতা
intensive	তীব্র
intent	অভিপ্রায়
intention	উদ্দেশ্য
intentional	অভিপ্রেত
intentionally	ইচ্ছাকৃতভাবে
inter	আন্তঃ
interact	গর্ভনাটিকা
interaction	মিথষ্ক্রিয়া
interactive	ইন্টারেক্টিভ
intercede	মধ্যস্থতা করা
intercept	পথিমধ্যে রোধ করা
interception	আটক
intercession	মধ্যস্থতা
interchange	অদলবদল
interchangeable	বিনিমেয়
interchanged	আন্তঃপরিবর্তন
intercom	চলিত
intercourse	গতিবিধি
interdependence	পারস্পরিক অধীনতা
interdependent	পরস্পরের উপর নির্ভরশীল
interdiction	বারণ
interest	স্বার্থ
interested	আগ্রহী
interesting	মজাদার
interface	ইন্টারফেস
interfere	হস্তক্ষেপ করা
interference	হস্তক্ষেপ
interferometer	ইন্টারফেরোমিটার
intergalactic	intergalactic
interim	অন্তর্বর্তী
interior	অভ্যন্তর
interject	মধ্যে নিক্ষেপ করা
interlocutory	আলাপালোচনামূলক
interlude	গর্ভনাটিকা
intermediary	মধ্যবর্তী
intermediate	অন্তর্বর্তী
interment	গোর
interminable	অন্তহীন
intermission	বিচ্ছেদ
intermittent	সবিরাম
intern	অন্তরীণ করা
internal	অভ্যন্তরীণ
internally	অন্ত
international	আন্তর্জাতিক
internet	ইন্টারনেট
internship	ইন্টার্নশীপ
interoffice	আন্তঅফিস
interpolate	ঢুকান
interpolation	ক্ষেপক
interpret	ব্যাখ্যা করা
interpretation	ব্যাখ্যা
interpreter	অনুবাদক
interpretive	ব্যাখ্যামূলক
interrelated	পারস্পরিক সম্পর্কযুক্ত
interrogate	জেরা করা
interrogation	জিজ্ঞাসাবাদ
interrupt	সাময়িক বিরতি
interrupted	বিঘ্নিত
interrupting	বিঘ্নিত
interruption	বাধা
interrupts	বিঘ্নিত
intersect	বিভক্ত করা
intersection	ছেদ
interstate	আন্তঃরাজ্য
interstellar	নক্ষত্রমণ্ডলগত
interstitial	কৌশলে
interval	অন্তর
intervene	হস্তক্ষেপ করা
intervening	মধ্যস্থ
intervention	হস্তক্ষেপ
interview	সাক্ষাত্কার
interviewer	সাক্ষাত্কার
interworking	interworking
intestate	অকৃত উইলকারী
intestinal	অভ্যন্তরীণ
intestine	অন্ত্র
intestines	আঁত
intimacy	অন্তরঙ্গতা
intimate	অন্তরঙ্গ
intimately	গলাগলি
intimation	অনুবেদন
intimidate	ভয় দেখান
intimidated	ভীত
intimidating	ভয় দেখিয়ে
intimidation	হুমকি
intolerable	অসহনীয়
intolerance	অক্ষমা
intolerant	অসহ
intonation	স্বরভঙ্গি
intoxicated	মত্ত
intoxicating	মাদক
intoxication	নেশা
intracranial	ইন্ট্রাক্রেনিয়াল
intractable	অবাধ্য
intramural	কোনো রাষ্ট্র, গোষ্ঠী, সংগঠন বা বিদ্যায়তনের মধ্যে অবস্থিত
intravenous	শিরায় প্রদানের জন্য
intrepid	নিরাতঙ্ক
intricate	জটিল
intrigue	চক্রান্ত
intriguing	কুচুটে
intrinsic	স্বকীয়
intrinsically	অন্তর্নিহিত
intro	ইন্ট্রো
introduce	প্রবর্তন করা
introduction	ভূমিকা
introductory	পরিচায়ক
introspection	অন্তর্দর্শন
introspective	অন্তর্মুখ
intrude	অনধিকারপ্রবেশ করা
intruder	অনধিকারপ্রবেশকারী
intrusion	অনধিকারপ্রবেশ
intrusive	অনধিকারপ্রবেশমূলক
intubation	intubation
intuition	স্বজ্ঞা
intuitive	স্বজ্ঞাত
intuitively	intuitively,
inundation	প্লাবন
invade	আক্রমণ করা
invader	আক্রমণকারী
invalid	অকার্যকর
invalidate	বাতিল করা
invalidation	অবৈধতা
invalidity	দুর্বলতা
invaluable	অমুল্য
invariably	অপরিবর্তনীয়ভাবে
invasion	আক্রমণ
invasive	আক্রমণকর
invent	উদ্ভাবন করা
invention	উদ্ভাবন
inventive	উদ্ভাবক
inventor	উদ্ভাবক
inventory	জায়
inverse	বিপরীত
inversely	ব্যস্ত
inversion	বিপর্যয়
invert	ত্তলটান
inverted	বিপর্যস্ত
invest	বিনিয়োগ
investigate	তদন্ত করা
investigation	তদন্ত
investigative	অনুসন্ধানী
investigator	অন্বেষী
investment	বিনিয়োগ
investor	বিনিয়োগকারীদের
invidious	বাস্তব বা কাল্পনিক অবিচারপ্রসূত
invigorate	বলাধান করা
invincible	অপরাজেয়
invisibility	অদর্শন
invisible	অদৃশ্য
invitation	আমন্ত্রণ
invite	আমন্ত্রণ করা
inviting	আমন্ত্রণ জানিয়ে
invocation	আবাহন
invoice	চালান
invoke	ডাকা
involuntary	অনৈচ্ছিক
involution	উদ্ঘাতন
involve	জড়িত করা
involvement	জড়িত থাকার
invulnerable	অভেদ্য
inwards	চিন্তায়
iodine	আইত্তডীন
ion	স্থূলাণু
iota	ফোঁটা
irate	রাগাম্বিত
ire	NO TRANSLATION
iridescent	চিত্রাভ
iris	রামধনু
irked	irked
irks	irks
iron	লোহা
ironclad	লৌহবর্মভূষিত
ironic	বিদ্রূপাত্মক
irons	নিগড়
irony	বিদ্রূপ
irradiation	উদ্ভাস
irrational	অযৌক্তিক
irrationality	irrationality
irreconcilable	শত্রুভাবাপন্ন
irreducible	সরলীকরণযোগ্য
irrefutable	অকাট্য
irregular	অনিয়মিত
irregularity	অনিয়ম
irregularly	অগোছালভাবে
irrelevant	অপ্রাসঙ্গিক
irreparable	অসংশোধনীয়
irreplaceable	অপূরণীয়
irrepressible	অদম্য
irresistible	অনিবার্য
irrespective	নিরপেক্ষ
irresponsible	দায়িত্বহীন
irreverent	অভক্ত
irreversible	অপরিবর্তনীয়
irrevocable	অনড়
irrigate	জলসেচন করা
irrigation	সেচ
irritability	বিরক্ত
irritable	খিট্খিটে
irritate	জ্বালাতন করা
irritated	বিরক্ত
irritates	irritates
irritating	বিরক্তিকর
irritation	উপদ্রব
island	দ্বীপ
isle	দ্বীপ
islet	ক্ষুদ্র দ্বীপ
isolate	বিছিন্ন
isolated	ভিন্ন
isolation	বিচ্ছিন্নতা
isomorphism	isomorphism
isothermal	সমতাপক
isotope	আইসোটোপ
issue	সমস্যা
itch	পাঁচড়া
itching	নিশ্পিশ
itchy	ফাটা
item	পদ
itemize	দফা অনুযায়ী সাজানো
items	আইটেম
iterate	বারবার
iteration	পুনরাবৃত্তির
iterative	পুনরাবৃত্ত
itinerant	ভ্রমণকারী
itinerary	ভ্রমণপথ
ivory	হাতির দাঁত
jab	খোঁচা
jabber	বক্বক্
jack	নাবিক
jackal	শৃগাল
jackass	নিরেট মূর্খ
jacket	জ্যাকেট
jackhammer	jackhammer
jackpot	জ্যাকপট
jackrabbit	jackrabbit
jacks	পিছনের অংশের জ্যাক
jade	জেড
jaded	শ্রান্ত
jag	NO TRANSLATION
jagged	খাঁজকাটা
jaguar	জাগুয়ার
jail	জেল
jailbird	কারাবাসী
jailbreak	Jailbreak
jailer	জেলার
jailhouse	অনেকটা, জেলখানাতে বসে
jalopy	উড়োজাহাজ
jam	জ্যাম
jamboree	আনন্দ-সম্মেলন
jammed	jammed
jammer	জ্যামার
janitor	তত্ত্বাবধায়ক
janitorial	জানিটর
japan	জাপান
jar	বয়াম
jargon	অপভাষা
jarhead	jarhead
jarring	শ্রুতিকটু
jasmine	জুঁই
jasper	জ্যাসপার
jaundice	নেবা
jaunt	প্রমোদ-ভ্রমণ
java	জাভা
javelin	বর্শা
jaw	চোয়াল
jawbone	চোয়ালের হাড়
jaws	মুখ
jay	স্থূলবুদ্ধি বাচাল ব্যক্তি
jazz	জ্যাজ
jazzy	জমকাল
jealous	ঈর্ষান্বিত
jealousy	সন্দেহ
jean	জিন
jeans	জিন্স
jeep	জীপ্
jeering	বিদ্রুপকারী
jelly	জেলি
jellybean	জেলিবিন
jellyfish	জেলি-মাছ
jenny	চরকি
jeopardize	বিপন্ন
jeopardy	ঝুঁকি
jerk	হেঁচকা
jerks	jerks,
jerky	ঝাঁকুনিপূর্ণ
jersey	জার্সি
jest	NO TRANSLATION
jester	বিদূষক
jesus	যীশু
jet	ফিনকি
jetty	জেটি
jewel	মণি
jeweler	জহুরি
jewelry	জহরত
jib	পিছনের দিকে চলা
jiff	NO TRANSLATION
jiffy	মুহূর্ত
jig	মস্করা
jiggle	মৃদু ঝাঁকি
jigsaw	জিগস
jihad	মুসলমানদের ধম্র্মযুদ্ধ
jimmy	জিমি
jingle	ঝমঝম
jinx	দুর্ভাগ্যদায়ক ব্যক্তি
jitters	ভীষন ভীত হওয়ার ভাব
jittery	নার্ভাস
jive	বক্বক্
job	কাজ
jobinterview	NO TRANSLATION
jock	jock
jockey	জকি
jockstrap	jockstrap
jog	ধাক্কা
jogger	jogger
john	জন
join	যোগদানের
joined	যোগদান
joining	যোগদান
joint	যৌথ
jointly	একত্রে
joke	রসিকতা
joker	ভাঁড়
joking	joking
jolly	বলিষ্ঠ
jolt	ঝাঁকুনি
jornada	NO TRANSLATION
jot	লেশ
jour	NO TRANSLATION
journal	সাময়িক পত্রিকা
journalism	সাংবাদিকতা
journalist	সাংবাদিক
journalistic	সাংবাদিক
journey	যাত্রা
journeyman	মজুর
joust	দ্বন্দ্বযুদ্ধ
jovial	প্রফুল্ল
joy	আনন্দ
joyful	আনন্দদায়ক
joyous	আহ্লাদিত
joyride	joyride
joys	আনন্দ
jubilant	উল্লসিত
jubilee	জয়ন্তী
judge	বিচারক
judged	বিচার
judging	বিচার
judgment	রায়
judgmental	বিচার
judicial	বিচারসংক্রান্ত
judiciary	বিচারপতিগণ
judicious	বিচক্ষণ
judo	জুডো
jug	জলপাত্র
juggle	প্রতারণা
juggler	বাজিকর
juggling	আকাশ গান
jugular	ঘাড়ের
juice	রস
juicer	juicer
juicy	সরস
juju	NO TRANSLATION
juke	Juke
jukebox	সঙ্গীতের খাজানা
jumble	মিশান
jumbled	এটা কল্পনাপ্রসূত
jumbo	হস্তী
jump	ঝাঁপ
jump rope	লাফ দড়ি
jumper	মাথা গলান জামাবিশেষ
jumpsuit	জাম্পস্যুট
jumpy	লাফানে
junction	মোড়
juncture	সন্ধিক্ষণ
jungle	জঙ্গল
junior	ছোট
juniper	একধরণের গাছ
junk	আবর্জনা
junket	বনভোজন
junkie	নেশাখোর
junky	মাদকাসক্ত ব্যক্তি
junkyard	উঠলে আস্তাকুঁড়ে
junta	স্পেইনের রাষ্ট্র্রপরিষৎ
juridical	বিচারকসংক্রান্ত
jurisdiction	অধিক্ষেত্র
jurisprudence	ব্যবহারশাস্ত্র
jurist	আইনজ্ঞ
juror	জুরি
jury	জুরি
justice	বিচার
justifiable	সমর্থনীয়
justification	আত্মপক্ষ সমর্থন
