Word	gu
miner	ખાણિયો
mineral	ખનિજ
mineralogy	ખનિજ શાસ્ત્ર
mingle	ભેળવવું
mingled	ભળી ગયા
mini	મીની
miniature	લઘુચિત્ર
minibus	નાની બસ
minim	NO TRANSLATION
minimal	ન્યૂનતમ
minimize	ઘટાડવા
minimized	નાનું
minimum	લઘુત્તમ
mining	ખાણકામ
minion	મિનિઅન
minister	મંત્રી
ministerial	મંત્રી
ministry	મંત્રાલય
minivan	મિનિવાન
mink	મિંક
minnow	લઘુત્તમ
minor	નાના
minority	લઘુમતી
minstrel	મિન્સ્ટ્રલ
mint	ટંકશાળ
minty	મિંટી
minuscule	ઓછું
minute	મિનિટ
minutiae	લઘુતા
minx	minx
mir	NO TRANSLATION
miracle	ચમત્કાર
miracles	ચમત્કારો
miraculous	ચમત્કારિક
mirage	મૃગજળ
mire	NO TRANSLATION
mirror	મિરર
mirth	આનંદ
misappropriation	ગેરરીતિ
misbehave	દુર્વ્યવહાર કરવો
misbehavior	દુરુપયોગ
miscalculation	ખોટી ગણતરી
miscarriage	કસુવાવડ
miscellaneous	પરચુરણ
miscellany	મિશ્રણ
mischief	તોફાન
mischievous	તોફાની
misconception	ગેરસમજ
misconduct	ગેરવર્તણૂક
misdemeanor	દુરાચરણ
misdirection	ખોટી દિશા
miser	કંગાળ
miserable	કંગાળ
miserably	કમનસીબે
misery	દુઃખ
misfire	અણધારી
misfit	અયોગ્ય
misfortune	કમનસીબી
misguided	NO TRANSLATION
mishap	દુર્ઘટના
misinformed	ખોટો અર્થપૂર્ણ
misinterpretation	ખોટો અર્થઘટન
mislead	ગેરમાર્ગે
misleading	ભ્રામક
misled	ગેરમાર્ગે દોર્યા
mismanagement	ગેરવહીવટ
mismatch	ખોટી જોડણી
mismatched	મેળ ખાતી નથી
misnomer	ખોટું નામ
misplace	ગેરહાજર
misplaced	ખોટા
misread	ખોટું બોલવું
misrepresent	ખોટી રજૂઆત કરો
misrepresentation	ગેરરજૂઆત
misrepresented	ખોટી રજૂઆત
miss	ચૂકી
missile	મિસાઈલ
missiles	મિસાઇલ
missing	ગુમ
missingyou	NO TRANSLATION
mission	મિશન
missionary	મિશનરી
misspell	ખોટી વાતો
misstatement	ગેરસમજ
missy	missy
mist	ઝાકળ
mistake	ભૂલ
mistaken	ભૂલથી
mister	મિસ્ટર
mistletoe	મિસ્ટલેટો
mistreated	માયાળુ
mistress	રખાત
mistrial	ભૂલભરેલી
mistrust	અવિશ્વાસ
misty	ઝાકળવાળું
misunderstand	ગેરસમજ
misunderstanding	ગેરસમજ
misunderstood	ગેરસમજ
misuse	દુરુપયોગ
mite	નાનું છોકરું
miter	મીટર
mitigate	ઘટાડે છે
mitigating	ઘટાડીને
mitigation	શમન
mitt	મીટ
mitten	NO TRANSLATION
mitzvah	મિશેવા
mix	ભળવું
mixed	મિશ્ર
mixedemotions	મિશ્ર ભાવનાઓં
mixer	મિક્સર
mixture	મિશ્રણ
mnemonic	નેમોનિક
moan	આહ ભરવી
moat	મોટ
mob	ટોળું
mobile	મોબાઇલ
mobility	ગતિશીલતા
mobilization	ગતિશીલતા
mobilize	ગતિશીલ બનાવો
mobster	mobster
mocha	મોચા
mock	મોક
mocked	ઠેકડી ઉડાડી
mockery	ઠેકડી
mocking	ઉપહાસ
mockingbird	મૉકિંગબર્ડ
mod	mod
modal	મોડલ
modality	નૈતિકતા
mode	મોડ
model	મોડેલ
modeler	મોડલર
modeling	મોડેલિંગ
modem	મોડેમ
moderate	માધ્યમ
moderate anticipation	મધ્યમ અપેક્ષા
moderate disgust	મધ્યમ સૂગ
moderate negative	મધ્યમ નકારાત્મક
moderate positive	હકારાત્મક મધ્યમ
moderate surprise	મધ્યમ આશ્ચર્ય
moderate trust	મધ્યમ વિશ્વાસ
moderately	સાધારણ
moderating	મધ્યસ્થી
moderation	મધ્યસ્થતા
moderator	મધ્યસ્થી
modern	આધુનિક
modernism	આધુનિકતાવાદ
modest	વિનમ્ર
modesty	નમ્રતા
modicum	મધ્યમ
modifiable	સુધારેલું
modification	ફેરફાર
modified	સુધારેલું
modify	સુધારો
modulate	નિયમન
modulation	મોડ્યુલેશન
module	મોડ્યુલ
modulus	મોડ્યુલસ
mogul	મોગલ
moiety	આંશિકતા
moist	ભેજવાળી
moisture	ભેજ
moisturizer	નર આર્દ્રતા
molar	દાઢ
molasses	કાકવી
mold	ઘાટ
molded	મોલ્ડેડ
molding	ઢળાઈ
moldy	ઢાળવાળી
mole	છછુંદર
molecular	મોલેક્યુલર
molecule	પરમાણુ
molest	ઉપદ્રવ
molestation	છેડતી
molester	મોલેસ્ટર
molten	પીગળેલા
mom	મમ્મી
moment	ક્ષણ
momentary	ક્ષણિક
momentous	યાદગાર
momentum	વેગ
momma	મોમા
mommy	મોમી
monad	મોનાદ
monarch	રાજા
monarchy	રાજાશાહી
monastery	મઠ
monastic	મઠના
monetary	નાણાંકીય
money	મની
mongoloid	મૉંગોલૉઇડ
mongoose	મંગૂસ
mongrel	મોંગલ
monitor	મોનીટર
monk	સાધુ
monkey	વાનર
mono	NO TRANSLATION
monochrome	મોનોક્રોમ
monogamous	મોનોગમમસ
monogamy	એક લગ્ન સમારંભ
monogram	મોનોગ્રામ
monogrammed	મોનોગ્રામ્ડ
monograph	મોનોગ્રાફ
monolayer	મોનોલેયર
monolith	મોનોલિથ
monologue	એકપાત્રી નાટક
monopolist	એકાધિકાર
monopoly	એકાધિકાર
monotonous	એકવિધ
monotony	એકવિધતા
monoxide	મોનોક્સાઇડ
monsieur	મહાસાગર
monsoon	ચોમાસું
monster	રાક્ષસ
monstrosity	નિષ્ઠુરતા
monstrous	કદાવર
montage	મોન્ટાજ
monte	મૉન્ટ
month	માસ
monthly	માસિક
monument	સ્મારક
monumental	સ્મારક
moo	મો
mooch	મૌચ
mood	મૂડ
moods	મૂડ
moody	મૂડી
moon	ચંદ્ર
moonbeam	મૂનબીમ
moonlight	મૂનલાઇટ
moonlit	મૂનલાઇટ
moonshine	moonshine
moonstruck	moonstruck
moonwalk	moonwalk
moor	મૂર
moored	moored
mooring	લંગર
moorings	લંગર
moorland	મૂરલેન્ડ
moose	ઉંદરો
moot	વિવાદાસ્પદ
mooted	વિવાદાસ્પદ
mop	કૂચડો
mope	મોપે
moped	મોપેડ
moral	નૈતિક
morale	જુસ્સો
morality	નૈતિકતા
morals	નૈતિકતા
morass	નારંગી
moratorium	મોકૂફી
moray	મોરે
morbid	રોગિષ્ઠ
morbidity	રોગિષ્ઠતા
morbidness	રોગિષ્ઠતા
mores	મોર
morgue	મોર્ગ્યુ
moribund	મૃત્યુ પામવું
morn	સવારે
morning	સવારે
moron	મોરોન
moronic	મોરોનિક
morose	ઉત્સાહી
morph	મોર્ફ
morphine	મોર્ફિન
morphism	મોર્ફિઝમ
morphology	મોર્ફોલોજી
morrow	કાલે
morsel	કાદવ
mortal	ભયંકર
mortality	મૃત્યુદર
mortar	મોર્ટર
mortgage	ગીરો
mortgagee	ગીરો
mortgagor	ગીરો
mortician	મોર્ટિશિયન
mortification	ઉલ્લંઘન
mortified	મોહિત
mortuary	શબઘર
mosaic	મોઝેક
mosey	મોઝી
mosque	મસ્જિદ
mosquito	મચ્છર
moss	શેવાળ
mossy	મોસી
mote	NO TRANSLATION
motel	મોટેલ
moth	મોથ
mother	માતા
motherfucker	માફકકર
motherfucking	માફફૂંગ
motherhood	માતાની
motherland	માતૃભૂમિ
motherless	માતૃત્વ
motherly	માયાળુ
motif	થીમ
motion	ગતિ
motionless	સ્થિર
motivate	પ્રોત્સાહન આપો
motivating	પ્રોત્સાહન
motivation	પ્રેરણા
motivational	પ્રેરક
motive	હેતુ
motley	પંચરંગી
motor	મોટર
motorbike	મોટરબાઈક
motorboat	મોટરબોટ
motorcade	મોટરકાર્ડ
motorcar	મોટર ગાડી
motorcycle	મોટરસાઇકલ
motorist	મોટરચાલક
motte	મોટ
mottled	ચંચળ
motto	સૂત્ર
mould	ઘાટ
mound	મણ
mount	માઉન્ટ કરો
mountain	પર્વત
mountaineer	પર્વતારોહી
mountainous	પર્વતીય
mountains	પર્વતો
mountaintop	પર્વતની ટોચ
mourn	શોક કરવો
mournful	શોકાતુર
mourning	શોક
mouse	માઉસ
mousetrap	મોસેટ્રેપ
mousse	મૉસ
moustache	મૂછ
mousy	મોઝી
mouth	મોં
mouthful	કોળિયો
mouthpiece	મોઢામાં
mouthwash	માઉથવાશ
movable	જંગમ
move	ખસેડો
movement	ચળવળ
mover	પ્રેરક
movie	મૂવી
movies	ચલચિત્રો
moving	ખસેડવાની
movingforward	NO TRANSLATION
movingon	પર જતાં
mow	ઘાસ વાઢવું
mower	મોવર
moxie	મોક્સી
mozzarella	મોઝેરેલ્લા
mri	મીરી
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	છાણ
mucked	mucked
mucous	શ્વસ્ત
mucus	લાળ
mud	કાદવ
muddle	ગૂંચવણ
muddled	ગૂંચવણભર્યું
muddy	કાદવવાળું
muff	મફ
muffin	મફિન
muffled	મફ્લડ
muffler	મફલર
mug	મોઢું
mugger	મગર
mulberry	શેતૂર
mulch	લીલા ઘાસ
mule	ખચ્ચર
mull	ઢાળ
mullet	mullet
multilateral	બહુપક્ષીય
multimedia	મલ્ટીમીડિયા
multinational	બહુરાષ્ટ્રીય
multiple	બહુવિધ
multiple sclerosis	મલ્ટિપલ સ્ક્લેરોસિસ
multiplex	મલ્ટિપ્લેક્સ
multiplication	ગુણાકાર
multiplicity	બાહ્યતા
multiplied	ગુણાકાર
multiplier	ગુણક
multiply	ગુણાકાર
multitude	ટોળું
mum	માતાએ
mumble	ગણગણવું
mumbo	મમ્બો
mummy	મમી
mumps	ગાલપચોળિયાં
munch	વાગોળવું
munchies	મન્ચીસ
munchkin	મીન્ચકીન
mundane	ભૌતિક
municipal	મ્યુનિસિપલ
municipality	નગરપાલિકા
mural	ભીંતચિત્ર
murder	હત્યા
murderer	ખૂની
murderess	મૂર્તિ
murderous	ખૂની
murky	ઘોર અંધારાવાળું
murmur	ગણગણાટ
muscle	સ્નાયુ
muscular	સ્નાયુબદ્ધ
muse	મનન કરવું
muses	મૂસા
museum	સંગ્રહાલય
mush	NO TRANSLATION
mushroom	મશરૂમ
mushy	નરમ
music	સંગીત
musical	સંગીતવાદ્યો
musician	સંગીતકાર
musing	સંગીત
musk	કસ્તુરી
musket	બંદૂક
musketeer	મસ્કિટિયર
muskrat	મસ્કરાટ
muslin	મલલિન
muss	NO TRANSLATION
must	જ જોઈએ
mustang	Mustang
mustard	મસ્ટર્ડ
muster	હાજરી
musty	ફાંસી
mutable	પરિવર્તનીય
mutant	મ્યુટન્ટ
mutate	પરિવર્તન
mutation	પરિવર્તન
mute	ચૂપ
muted	મૌન
mutilate	ફાડવું
mutilated	ફાટેલી
mutilation	અંગછેદન
mutiny	બળવો
mutt	મટ્ટ
mutter	NO TRANSLATION
mutton	મટન
mutual	પરસ્પર
mutually	પરસ્પર
muzzle	તોપ
myfavorite	મારુ મનપસન્દ
myopia	નજીવું
myopic	નળી
myriad	અસંખ્ય
mysterious	રહસ્યમય
mystery	રહસ્ય
mystic	રહસ્યવાદી
mystical	રહસ્યવાદી
mysticism	રહસ્યવાદ
mystified	રહસ્યવાદી
mystique	મિસ્ટીક
myth	પૌરાણિક કથા
mythic	પૌરાણિક કથા
mythical	પૌરાણિક
mythological	પૌરાણિક કથાઓ
mythology	પૌરાણિક કથાઓ
nab	નાબ
nacho	નાચા
nada	NO TRANSLATION
nadir	નાદીર
nag	NO TRANSLATION
nail	ખીલી
nail gun	નેઇલ બંદૂક
naive	નિષ્કપટ
naked	નગ્ન
nakedness	નગ્નતા
namaste	NO TRANSLATION
name	નામ
named	નામ આપ્યું
nameless	નનામું
namesake	નામેરી
naming	નામકરણ
nana	નાના
nanny	બકરી
nanometer	નેનોમીટર
nap	નિદ્રા
napalm	નેપલ
nape	નેપ
napkin	નેપકિન
napping	નૅપિંગ
nappy	નેપિ
narcissism	આત્મરતિ
narcissist	અહંપ્રેમ
narcissistic	અહંપ્રેમ
narcotic	માદક
narrate	વર્ણવવું
narration	વર્ણન
narrative	વર્ણનાત્મક
narrator	નેરેટર
narrow	સાકડૂ
narrowing	સંકુચિત
nasal	અનુનાસિક
nascent	નવીન
nasty	બીભત્સ
natal	પ્રસૂતિ
nation	રાષ્ટ્ર
national	રાષ્ટ્રીય
nationality	રાષ્ટ્રીયતા
nationwide	રાષ્ટ્રવ્યાપી
native	મૂળ
nativity	નેટિવિટી
natural	કુદરતી
natural gas	કુદરતી વાયુ
naturalist	પ્રકૃતિવાદી
naturalization	નેચરલાઈઝેશન
naturalized	નેચરલાઈઝ્ડ
naturally	કુદરતી રીતે
nature	પ્રકૃતિ
naught	અમસ્તુ
naughty	તોફાની
nausea	ઉબકા
nauseate	ઉબકા
nauseating	ઉબંઘન
nauseous	ઊલટી
nautical	દરિયાઈ
nautilus	નોટીલસ
naval	નૌકાદળ
nave	નેવ
navel	નાભિ
navigable	નેવિગેબલ
navigate	નેવિગેટ કરો
navigation	સંશોધક
navigational	નેવિગેશનલ
navigator	નેવિગેટર
navy	નૌસેના
nay	NO TRANSLATION
nearsighted	નજીકની નજીક
neat	સુઘડ
neatly	સરસ રીતે
nebula	નિહારિકા
nebulae	નિહારિકા
nebulous	અસ્પષ્ટ
necessarily	જરૂરી
necessary	જરૂરી
necessitate	આવશ્યકતા
necessities	જરૂરિયાતો
necessity	આવશ્યકતા
neck	ગરદન
necklace	ગળાનો હાર
necktie	નેકટાઈ
necromancer	નેક્રોમેંશનર
necrosis	નેક્રોસિસ
nectar	અમૃત
need	જરૂર
needalife	NO TRANSLATION
needed	જરૂરી
needful	આવશ્યક
needit	NO TRANSLATION
needle	સોય
needlepoint	સોય પોઇન્ટ
needles	સોય
needless	અનાવશ્યક
needtoknow	જાણવાની જરૂર છે
needtorelax	NO TRANSLATION
needy	જરૂરિયાતમંદ
nefarious	નૈતિક
negation	નકારાત્મક
negative	નકારાત્મક
negativity	નકારાત્મકતા
neglect	ઉપેક્ષા
neglected	અવગણના
neglecting	ઉપેક્ષા
negligee	નિષ્ક્રીય
negligence	બેદરકારી
negligent	બેદરકાર
negligently	NO TRANSLATION
negligible	નગણ્ય
negotiable	વિનિમયક્ષમ
negotiate	વાટાઘાટ
negotiation	વાટાઘાટ
negotiator	વાટાઘાટકાર
negro	હબસી
neigh	ઘોડો
neighbor	પાડોશી
neighborhood	પડોશી
neighboring	પડોશી
nemesis	કર્મનું ફળ
neon	નિયોન
neonatal	નિયોનેટલ
neophyte	કનિષ્ઠ
neoprene	નેઓપ્રીન
nephew	ભત્રીજા
nepotism	નાપ્યતાવાદ
nerd	બેડોળ
nerdy	nerdy
nerve	ચેતા
nerves	ચેતા
nervous	નર્વસ
nervousness	ગભરાટ
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	નેસ
nest	માળો
nestle	નિસ્તેજ
nestling	માળો
net	નેટ
nether	નીચેનું
netting	સંપાદન
nettle	ખીજવવું
network	નેટવર્ક
networking	નેટવર્કીંગ
neural	મજ્જાતંતુકીય
neuralgia	મજ્જાવાળું ચિકિત્સા
neurological	ન્યુરોલોજીકલ
neurologist	ન્યુરોલોજીસ્ટ
neurology	ન્યુરોલોજી
neurosis	ન્યુરોસિસ
neurosurgeon	ન્યુરોસર્જન
neurosurgery	ન્યુરોસર્જરી
neurotic	મજ્જાતંતુકીય
neuter	નગ્ન
neutral	તટસ્થ
neutrality	તટસ્થતા
neutralize	તટસ્થ
neutron	ન્યુટ્રોન
new	નવું
new age	નવી ઉંમર
newbeginnings	NO TRANSLATION
newborn	નવજાત
newcomer	નવા આવેલા
newday	નવો દિવસ
newfound	નવી શોધ
newjob	NO TRANSLATION
newlife	નવું જીવન
newly	નવા
newlywed	નવજાત
newme	નવી
newness	નવીનતા
news	સમાચાર
newscast	ન્યૂઝકાસ્ટ
newscaster	ન્યૂઝકેસ્ટર
newsflash	newsflash
newsletter	ન્યૂઝલેટર
newsman	સમાચારપત્ર
newspaper	અખબાર
newspaperman	સમાચારપાપર્મિન
newsreel	ન્યૂઝરેલ
newsroom	ન્યૂઝરૂમ
newsstand	ન્યૂઝસ્ટેન્ડ
newstart	નવી શરૂઆત
newt	નવી
newyear	NO TRANSLATION
nexus	સંબંધ
nib	નિબ
nibble	વખોડવું
nice	સરસ
niche	વિશિષ્ટ
nichts	NO TRANSLATION
nick	નિક
nickel	નિકલ
nickname	ઉપનામ
nicotine	નિકોટિન
niece	ભત્રીજી
nifty	નિફ્ટી
nigger	નિગર
nigh	નજીક
night	રાત
nightcap	નાઇટકૅપ
nightclub	રાતની કલ્બ
nightfall	રાત્રે
nightgown	નાઇટ ગાઉન
nightie	રાત્રિના
nightingale	નાટીંજેલ
nightlife	નાઇટલાઇફ
nightly	રાત્રિના સમયે
nightmare	દુઃસ્વપ્ન
nightmares	સ્વપ્નો
nightstand	નાઇટસ્ટેન્ડ
nightstick	નાઇટસ્ટિક
nighttime	રાત્રિના સમયે
nihilism	નિહિલતા
nil	શૂન્ય
nimble	હરવાફરવામાં ચપળ કે ચાલાક
nimrod	નિમ્રોદ
nincompoop	નીનકોમ્પોપ
nine	નવ
nineteen	ઓગણીસ
ninety	નેવું
ninja	નીન્જા
ninny	નિન્ની
nintendo	નિન્ટેન્ડો
ninth	નવમું
nip	નિપ
nipper	ઋતુઓ
nipple	સ્તનની ડીંટડી
nippy	નિપ્પી
nitrate	નાઈટ્રેટ
nitro	નાઇટ્રો
nitrogen	નાઇટ્રોજન
nitrous	નાઇટ્રસ
nitwit	નાઇટવિટ
nix	નિક્સ
no anticipation	કોઈ અપેક્ષા
no disgust	કોઈ અરુચિ નથી
no emotion	કોઈ લાગણી નહીં
no sentiment	કોઈ લાગણી નહીં
no surprise	કોઈ આશ્ચર્ય નહીં
no trust	કોઈ ટ્રસ્ટ નથી
nobility	ખાનદાની
noble	ઉમદા
nobleman	ઉમદા
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	નિશાચર
nod	હકાર
nodding	હાસ્યાસ્પદ
node	નોડ
nodular	નોડ્યુલર
nodule	નોડ્યુલ
noggin	નગ્ન
nohope	NO TRANSLATION
noir	નોઇર
noise	ઘોંઘાટ
noisy	ઘોંઘાટીયા
nomad	ખ્યાતિ
nomadic	વિચરતી
nomenclature	નામકરણ
nominal	નજીવું
nominate	નોમિનેટ
nomination	નોમિનેશન
nominee	નોમિની
nonce	ના
nonchalant	નિષ્કલંક
noncompliance	અસહિષ્ણુતા
nondescript	નોન્ડસ્ક્રિપ્ટ
nonexistent	અસ્તિત્વ ધરાવતું નથી
nonfat	નોનફેટ
nonfiction	અયોગ્યતા
nonpayment	નોન પેમેન્ટ
nonresident	બિનઅનુભવી
nonsense	નોનસેન્સ
nonsensical	વાહિયાત
nonviolent	અહિંસક
noob	નોબ
noodle	નૂડલ
nook	નૂક
noon	મધ્યાહન
noose	ફાંસી
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	ધોરણ
normal	સામાન્ય
normalcy	સામાન્યતા
normality	સામાન્યતા
north	ઉત્તર
northbound	ઉત્તર બાજુએ
northeast	ઉત્તરપૂર્વ
northern	ઉત્તર
northwest	ઉત્તર પશ્ચિમ
northwestern	ઉત્તરપશ્ચિમ
noschool	NO TRANSLATION
nose	નાક
nosebleed	નાઝબ્લીડ
nosey	નોઝી
nosnow	નોસોના
nostalgia	લાંબા સમય સુધી ઘરથી દૂર રહેવાથી થતી ગમગીની
nostalgic	નોસ્ટાલ્જિક
nostress	NO TRANSLATION
nostril	નસકોરું
nosun	NO TRANSLATION
nosy	નોઝી
not negative	નકારાત્મક
not positive	હકારાત્મક નથી
notable	નોંધપાત્ર
notables	નોંધપાત્ર
notably	ખાસ કરીને
notamorningperson	NO TRANSLATION
notary	નોટરી
notation	નોટેશન
notch	ઉત્તમ
notched	ખાંચાવાળો
note	નૉૅધ
notebook	નોટબુક
noted	નોંધ્યું
noteworthy	નોંધપાત્ર
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	નકામું
notice	નોટિસ
noticeable	નોંધપાત્ર
notification	સૂચના
notify	સૂચિત કરો
notion	કલ્પના
notional	કલ્પનાશીલ
notoriety	અપકીર્તિ
notorious	કુખ્યાત
notready	તૈયાર નથી
notwithstanding	તેમ છતાં
nought	અમસ્તુ
noun	સંજ્ઞા
nourish	પોષવું
nourishment	પોષણ
nouveau	NO TRANSLATION
novel	નવલકથા
novelist	નવલકથાકાર
novelty	નવીનતા
novice	શિખાઉ
nowadays	આજકાલ
nowork	આયોર્ક
noworries	કોઈ ચિંતા નહી
noxious	હાનિકારક
nozzle	નોઝલ
nuance	સૂક્ષ્મતા
nuances	ઘોંઘાટ
nuclear	પરમાણુ
nucleus	બીજક
nude	નગ્ન
nudge	નજ કરો
nudie	નડિ
nudist	નગ્નતા
nudity	નગ્નતા
nugget	ખનિજ સ્વરૂપમાં સોનું
nuisance	ઉપદ્રવ
nuke	nuke
nul	NO TRANSLATION
null	નલ
nullify	અણગમો
numb	જડ
number	નંબર
numbering	ક્રમાંકન
numbers	સંખ્યાઓ
numbness	નિષ્ક્રિયતા આવે છે
numbskull	numbskull
numeral	આંકડા
numerator	અંશતઃ
numerical	આંકડાકીય
numerically	આંકડાકીય રીતે
numerous	અનેક
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	નનનરી
nuptials	લગ્નજીવન
nurse	નર્સ
nursemaid	નર્સેમેઇડ
nursery	નર્સરી
nursing	નર્સિંગ
nurture	કુદરત
nut	અખરોટ
nutcase	ન્યૂટકેસ
nutcracker	નટકાકરે
nuthouse	નથૌસ
nutmeg	જાયફળ
nutrition	પોષણ
nutritional	પોષણ
nutritious	પોષક
nutritive	પોષણક્ષમ
nuts	બદામ
nutshell	ટૂંકમાં
nutty	મીંજવાળું
nylon	નાયલોન
nylong	NO TRANSLATION
nylons	નાયલોન
nymph	સુંદર યુવતી
nymphomaniac	નમફોમેનીક
oaf	અપૂર્ણ
oak	ઓક
oar	હલેસું
oasis	ઓસિસ
oat	ઓટ
oath	શપથ
oatmeal	ઓટમીલ
obedience	આજ્ઞાકારી
obedient	આજ્ઞાકારી
obediently	આજ્ઞાકારી
obelisk	ઑબલિસ્ક
obese	મેદસ્વી
obesity	સ્થૂળતા
obey	પાળે
obi	ઓબીઆઈ
obit	ઓબિટ
obituary	શ્રદ્ધાંજલિ
object	ઑબ્જેક્ટ
objection	વાંધો
objectionable	વાંધાજનક
objective	હેતુ
objectivity	નિરંકુશતા
obligation	જવાબદારી
obligatory	ફરજિયાત
oblige	ઉપકાર
obliged	ઉપકૃત
obliging	ફરજિયાત
obligor	બાહ્યતા
oblique	ત્રાંસું
obliterate	નાબૂદ કરો
obliterated	પૂર્ણાહુતિ
obliteration	વિસર્જન
oblivion	વિસ્મૃતિ
oblivious	અજાણ્યા
oblong	લંબચોરસ
obnoxious	ઘૃણાજનક
oboe	શરણાઈ
obscene	અશ્લીલ
obscenity	અશ્લીલતા
obscure	અસ્પષ્ટ
obscured	અસ્પષ્ટ
obscurity	દુર્બોધતા
observance	પાલન
observant	સચેત
observation	નિરીક્ષણ
observatory	વેધશાળા
observe	અવલોકન
observer	નિરીક્ષક
observing	નિરીક્ષણ
obsess	ઓચિંતા
obsessed	ઓબ્સેસ્ડ
obsessing	obsessing
obsession	ઓબ્સેશન
obsessive	બાધ્યતા
obsolescence	અદ્રશ્યતા
obsolete	કાલગ્રસ્ત
obstacle	અંતરાય
obstetrician	પ્રસૂતિવિજ્ઞાની
obstetrics	પ્રસૂતિશાસ્ત્ર
obstinate	હઠીલું
obstruct	અવરોધવું
obstruction	અવરોધ
obstructive	અવરોધક
obtain	મેળવવા
obtainable	પ્રાપ્ય
obtuse	બૂઠું
obverse	પાછળથી
obvious	સ્પષ્ટ
ocarina	ઓકરાના
occasion	પ્રસંગ
occasional	પ્રસંગોપાત
occasionally	ક્યારેક ક્યારેક
occipital	ઓસિસીલ
occlusion	અવરોધ
occult	ગુપ્ત
occupancy	ભોગવટા
occupant	રહેનાર
occupation	વ્યવસાય
occupational	વ્યવસાયિક
occupied	કબજો
occupier	કબજો
occupy	કબજો
occupying	કબજો
occur	થાય છે
occurrence	ઘટના
ocd	ઓસીડી
ocean	સમુદ્ર
oceanic	સમુદ્રી
octagon	અષ્ટકોણ
octave	વીંટો
octopus	ઓક્ટોપસ
ocular	આંખનું
odd	એકી
oddball	ઓડબોલ
oddity	વિચિત્રતા
odds	અવરોધો
ode	ઓડ
odious	ઘૃણાસ્પદ
odometer	ઓડોમિટર
odor	ગંધ
odyssey	ઓડિસી
oedipal	ઓડિપલ
oestrogen	એસ્ટ્રોજન
oeuvre	NO TRANSLATION
offal	નિસ્તેજ
offence	અપરાધ
offend	અપરાધ
offended	નારાજ
offender	ગુનેગાર
offense	અપરાધ
offensive	આક્રમક
offer	ઑફર
offered	ઓફર કરે છે
offering	તક
offhand	બંધ
office	ઓફિસ
officer	અધિકારી
offices	કચેરીઓ
official	અધિકારી
officiate	કાર્યકારી
offing	ઓફિંગ
offload	ઓફલોડ
offset	ઑફસેટ
offshoot	શાખા
offshore	ઓફશોર
offside	ઓફસાઇડ
offspring	સંતાન
oft	ઓ.એફ.ટી.
oftentimes	ઘણી વાર
ogre	ઓગરે
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	અરે નહિ
ohshit	NO TRANSLATION
oil	તેલ
oils	તેલ
oily	ચીકણું
oink	ઓક
ointment	મલમ
okra	ઓકરા
old	જૂના
olden	જૂના
older	જૂની
oldie	oldie
oldies	વૃદ્ધોના
olfactory	ઘ્રાણેન્દ્રિયને લગતું
oligarchy	અલ્પજનતંત્ર
olive	ઓલિવ
omega	ઓમેગા
omelet	ઈંડાનો પૂડલો
omen	શંકુ
omgomgomg	NO TRANSLATION
ominous	અપશુકનિયાળ
omission	ભૂલ
omit	ભૂલી જવું
omitted	અવગણવામાં
omnibus	ઓમ્નેબસ
omnipotence	સર્વશકિતમાન
omnipotent	સર્વશકિતમાન
omnipresent	સર્વવ્યાપી
omniscient	સર્વજ્ઞ
onboard	ઓનબોર્ડ
oncologist	ઓન્કોલોજિસ્ટ
oncology	ઓન્કોલોજી
oncoming	આગામી
one	એક
oneday	NO TRANSLATION
onedge	ધાર પર
onelove	ઓનલોવ
oneness	એકાકાર
onerous	ભારે
oneself	પોતે
ongoing	ચાલુ
onion	ડુંગળી
onset	શરૂ
onslaught	આક્રમણ
onstage	મંચ પર
ontology	ઓટોલોજી
onus	જવાબદારી
onward	આગળ
onyx	ઓનીક્સ
oodles	વધુ
oomph	ઑમ્મ્ફ
ooze	ઝટકો
oozing	oozing
op	ઑપ
opacity	અસ્પષ્ટતા
opal	સ્ફટિક મણિ
opaque	અપારદર્શક
ope	ઓપે
open	ખુલ્લું
opener	ઓપનર
opening	ઉદઘાટન
openly	જાહેરમાં
openness	નિખાલસતા
opera	ઑપેરા
operate	કામ
operatic	ઓપેરેટિક
operation	કામગીરી
operational	ઓપરેશનલ
operations	કામગીરી
operative	ઓપરેટિવ
operator	ઓપરેટર
ophthalmic	આંખ
ophthalmologist	નેત્રરોગ ચિકિત્સક
opiate	મદ્યપાન
opinion	અભિપ્રાય
opinionated	અભિપ્રાય
opium	અફીણ
opponent	પ્રતિસ્પર્ધી
opportune	સાનુકૂળ
opportunism	તકવાદ
opportunity	તક
oppose	વિરોધ
opposed	વિરોધ
opposing	વિરોધ
opposite	વિરુદ્ધ
opposites	વિરોધી
opposition	વિરોધ
oppress	દમન
oppressed	દમનકારી
oppression	જુલમ
oppressive	દમનકારી
oppressor	જુલમી
ops	ઓપ્સ
opt	પસંદ કરો
optic	ઓપ્ટિક
