Word	hr
intrepid	neustrašiv
intricate	zapetljan
intrigue	intriga
intriguing	intrigantna
intrinsic	unutrašnji
intrinsically	intrinzično
intro	uvod
introduce	predstaviti
introduction	Uvod
introductory	uvodni
introspection	samoispitivanje
introspective	introspektivan
intrude	nametati se
intruder	nametljivac
intrusion	upad
intrusive	nametljiv
intubation	intubacija
intuition	intuicija
intuitive	intuitivan
intuitively	intuitivno
inundation	poplava
invade	upasti
invader	osvajač
invalid	nevažeći
invalidate	poništiti
invalidation	poništenje
invalidity	nevaženje
invaluable	neprocjenjiv
invariably	nepromjenjivo
invasion	invazija
invasive	invazivan
invent	izumiti
invention	izum
inventive	inventivan
inventor	izumitelj
inventory	inventar
inverse	inverzan
inversely	obrnuto
inversion	inverzija
invert	izokrenuti
inverted	preokrenut
invest	Investirati
investigate	istraga
investigation	istraga
investigative	istražni
investigator	istraživač
investment	ulaganje
investor	investitor
invidious	uvredljiv
invigorate	okrijepiti
invincible	nepobjediv
invisibility	nevidljivost
invisible	nevidljiv
invitation	poziv
invite	pozvati
inviting	primamljiv
invocation	prizivanje
invoice	dostavnica
invoke	prizvati
involuntary	nenamjeran
involution	involucija
involve	obuhvatiti
involvement	učešće
invulnerable	neranjiv
inwards	iznutrice
iodine	jod
ion	ion
iota	jota
irate	bijesan
ire	NO TRANSLATION
iridescent	prelijeva
iris	iris
irked	irked
irks	irks
iron	željezo
ironclad	oklopljen
ironic	ironičan
irons	okovi
irony	ironija
irradiation	iradijacija
irrational	iracionalan
irrationality	iracionalnost
irreconcilable	nepomirljiv
irreducible	nesvodljiv
irrefutable	nepobitan
irregular	neregularan
irregularity	nepravilnost
irregularly	nepravilno
irrelevant	beznačajan
irreparable	nenadoknadiv
irreplaceable	nezamjenljiv
irrepressible	nezadrživ
irresistible	neodoljiv
irrespective	bez obzira
irresponsible	neodgovoran
irreverent	bez poštovanja
irreversible	ireverzibilan
irrevocable	neopoziv
irrigate	navodnjavati
irrigation	navodnjavanje
irritability	razdražljivost
irritable	razdražljiv
irritate	nadražiti
irritated	razdražen
irritates	iritira
irritating	nadražujući
irritation	iritacija
island	otoka
isle	Otok
islet	otočić
isolate	izolirati
isolated	izolirani
isolation	izolacija
isomorphism	izomorfnosti
isothermal	izotermičan
isotope	izotop
issue	problem
itch	svrab
itching	svrabež
itchy	svrbljiv
item	artikal
itemize	nabrojati
items	stavke
iterate	Ponavljanje
iteration	ponavljanje
iterative	iterativan
itinerant	putujući
itinerary	maršruta
ivory	slonovača
jab	ubod
jabber	brbljati
jack	utičnica
jackal	šakal
jackass	budala
jacket	jakna
jackhammer	jackhammer
jackpot	glavni zgoditak
jackrabbit	Jackrabbit
jacks	dizalice
jade	žad
jaded	iznuren
jag	NO TRANSLATION
jagged	šiljast
jaguar	jaguar
jail	zatvor
jailbird	zatvorenik
jailbreak	bjekstvo iz zatvora
jailer	tamničar
jailhouse	Jailhouse
jalopy	stara kola
jam	pekmez
jamboree	slet
jammed	zakrčen
jammer	jedrilica
janitor	domar
janitorial	pazikuće
japan	Japan
jar	staklenka
jargon	žargon
jarhead	Jarhead
jarring	neskladna
jasmine	jasmin
jasper	jaspis
jaundice	žutica
jaunt	izlet
java	Java
javelin	koplje
jaw	čeljust
jawbone	vilična kost
jaws	čeljust
jay	kreja
jazz	jazz
jazzy	drečeći
jealous	ljubomoran
jealousy	ljubomora
jean	jaka pamučna tkanina
jeans	traperice
jeep	džip
jeering	podrugljiv
jelly	žele
jellybean	Gumeni bombon
jellyfish	meduza
jenny	dizalica
jeopardize	ugroziti
jeopardy	opasnost
jerk	glupan
jerks	kreteni
jerky	grčevit
jersey	dres
jest	NO TRANSLATION
jester	lakrdijaš
jesus	Isus
jet	mlaz
jetty	brana
jewel	dragulj
jeweler	zlatar
jewelry	nakit
jib	flok
jiff	NO TRANSLATION
jiffy	tren
jig	cupkati
jiggle	tresti
jigsaw	slagalica
jihad	džihad
jimmy	jimmy
jingle	pjesmica
jinx	baksuz
jitters	trema
jittery	nervozan
jive	brbljanje
job	posao
jobinterview	NO TRANSLATION
jock	Jock
jockey	džokej
jockstrap	suspenzor
jog	trčati
jogger	trkač
john	Ivan
join	pridružiti
joined	spojen
joining	spajanje
joint	zajednički
jointly	zajednički
joke	vic
joker	džoker
joking	šaljiv
jolly	veseo
jolt	protresti
jornada	NO TRANSLATION
jot	jota
jour	NO TRANSLATION
journal	časopis
journalism	novinarstvo
journalist	novinar
journalistic	novinarski
journey	putovanje
journeyman	kalfa
joust	viteška borba
jovial	veseo
joy	radost
joyful	radostan
joyous	radostan
joyride	joyride
joys	radosti
jubilant	ushićen
jubilee	jubilej
judge	suditi
judged	procijenjen
judging	sudeći
judgment	osuda
judgmental	osuđujući
judicial	sudski
judiciary	sudstvo
judicious	razuman
judo	džudo
jug	vrč
juggle	manipulirati
juggler	žongler
juggling	žonglerstvo
jugular	vratni
juice	sok
juicer	sokovnik
juicy	sočan
juju	NO TRANSLATION
juke	Juke
jukebox	džu-boks
jumble	promućkati
jumbled	zbrkan
jumbo	ogroman
jump	skok
jump rope	uže za preskakanje
jumper	džemper
jumpsuit	jumpsuit
jumpy	nervozan
junction	čvor
juncture	trenutak
jungle	džungla
junior	mlađi
juniper	smreka
junk	starudija
junket	izlet
junkie	narkoman
junky	narkoman
junkyard	Junkyard
junta	hunta
juridical	pravni
jurisdiction	nadležnost
jurisprudence	jurisprudencija
jurist	pravnik
juror	porotnik
jury	porota
justice	pravda
justifiable	opravdan
justification	opravdanje
justify	opravdati
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	juta
juvenile	maloljetnik
juxtaposition	jukstapozicija
kaiser	kajzerica
kale	kelj
kaleidoscope	kaleidoskop
kamikaze	kamikaza
kangaroo	klokan
kanji	kanji
kappa	deseto slovo grčkog alfabeta
kaput	NO TRANSLATION
karaoke	karaoke
karate	karate
karma	karma
karmic	karmička
kayak	kajak
kazoo	kazoo
kebab	kebab
keel	kobilica
keen	oduševljen
keep	zadržati
keeper	čuvar
keeping	čuvanje
keepsake	uspomena
keg	burence
kelp	morska trava
ken	znanje
kennel	kućica za psa
kerchief	marama
kern	prost seljak
kernel	zrno
kerosene	kerozin
ketchup	kečap
kettle	čajnik
key	ključ
keyboard	tastatura
keyed	s ključem
keyhole	ključaonica
keynote	osnovni ton
keypad	tipkovnica
keystone	glavno načelo
keyword	ključna riječ
khaki	boja zemlje
khan	kan
kibble	kibla
kick	udarac
kickboxing	kickboxingu
kicker	buntovnik
kicking	udaranje
kickoff	početi igru
kid	dijete
kidder	Kidder
kidding	šale
kiddo	sjedištu CIA
kiddos	kiddos
kidnap	oteti
kidnapped	oteli
kidnapper	otmičar
kidnapping	otmica
kidney	bubreg
kids	djeca
kill	ubiti
killer	ubica
killing	ubijanje
killjoy	killjoy
kiln	peć za sušenje
kilo	NO TRANSLATION
kilogram	kilogram
kilometer	kilometar
kilt	kilt
kimono	kimono
kin	rođaci
kind	ljubazan
kindergarten	Dječji vrtić
kindling	drvo za potpalu
kindness	ljubaznost
kindred	rod
kinematics	kinematika
kinesiology	Kineziologija
kinetic	kinetički
king	kralj
king snake	kralj zmija
kingdom	kraljevstvo
kingpin	glavni element
kink	kovrčica
kinky	nastran
kinship	srodstvo
kiosk	kiosk
kirk	crkva
kiss	poljubac
kisser	usta
kissy	kissy
kit	oprema
kitchen	kuhinja
kite	zmaj
kitten	mače
kiwi	kivi
klutz	klanom
knack	talenat
knapsack	naprtnjača
knead	mijesiti
knee	koljeno
kneecap	štitnjak
kneel	klečati
kneeling	klečeći
knell	zvoniti
knick	džidža
knickers	gaćice
knife	nož
knight	vitez
knighthood	viteštvo
knit	plesti
knob	dugme
knock	kucanje
knockoff	srušiti
knockout	nokautirati
knoll	brežuljak
knot	čvor
knots	čvorova
knotted	zamršen
know	znati
knowing	poznavanje
knowingly	svjesno
knowledge	znanje
knowledgeable	obrazovan
knuckle	zglob
knucklehead	glupan
knuckles	zglavci
koala	koala
kook	NO TRANSLATION
kooky	kooky
kool-aid	kool-potpora
kos	Kos
kosher	košer
kraut	NO TRANSLATION
kris	Kris
kryptonite	Kryptonite
kudos	čast
kumquat	patuljasta naranča
lab	laboratorija
label	označiti
labor	rad
laboratory	laboratorija
labored	naporan
laborer	radnik
laboring	radni
laborious	mučan
labyrinth	labirint
lac	lak
lace	čipka
laceration	razderotina
lack	nedostatak
lackey	sluga
lacking	nedostaje
lackluster	mutan
lacquer	lak
lacrosse	Lacrosse
lactose	laktoza
lad	momak
ladder	ljestve
laddie	momčić
laden	natovaren
lading	tovarenje
ladle	kutlača
lady	dama
lady bug	NO TRANSLATION
ladybug	bubamara
ladylike	ženskast
ladyship	položaj otmjene žene
lag	usporavanje
lager	NO TRANSLATION
lagging	oklijevanje
lagoon	laguna
lair	jazbina
laity	laici
lake	jezero
lama	NO TRANSLATION
lamb	janjetina
lame	jadan
lament	naricati
lamenting	žaleći
lamina	lamina
laminated	na listiće
lamp	svjetiljka
lamppost	bandera
lance	koplje
lancer	kopljanik
land	zemljište
landed	sletio
landfall	klizište
landfill	odlagalište
landing	slijetanje
landlady	gazdarica
landlocked	zatvoren
landlord	posjednik
landmark	orijentir
lands	zemljišta
landscape	pejzaž
landscaping	uređenje
landslide	klizište
lane	traka
language	Jezik
languid	onemoćao
languish	čamiti
languishing	malaksao
lanky	visok i mršav
lantern	fenjer
lap	krug
lapdog	kučence
lapel	rever
lapse	propust
lapsed	posrnuo
laptop	laptop
larceny	razbojništvo
lard	mast
larder	ostava
large	veliki
larger	veći
largo	NO TRANSLATION
lark	ševa
larva	larva
laryngitis	upala grla
larynx	grkljan
lasagna	lazanje
laser	laser
lash	bič
lass	snajka
lasso	laso
lastday	NO TRANSLATION
lasting	trajan
lastminute	lastminute
latch	reza
late	kasno
lateness	kasnost
latent	latentan
lateral	bočni
laterally	bočno
latex	lateks
lathe	tokarilica
lather	sapunica
latitude	širina
latrine	nužnik
latrines	zahodi
latte	latte
lattice	Rešetka
laud	opjevati
laudable	pohvalan
laudation	hvala
laudatory	pohvalan
laugh	smijeh
laughable	smiješan
laughing	smijanje
laughingstock	NO TRANSLATION
laughs	smijeh
laughter	smijeh
launch	lansiranje
launcher	uređaj za lansiranje
launches	pokreće
launder	oprati
laundering	pranje
laundry	praonica
laureate	laureat
laurel	lovor
laurels	lovorike
lava	lava
lavage	ispiranje
lavatory	zahod
lavender	lavanda
lavish	raskošan
law	zakon
lawful	zakonit
lawless	nezakonit
lawlessness	bezakonje
lawman	Lawman
lawn	travnjak
lawnmower	kosilica
lawsuit	parnica
lawyer	odvjetnik
lax	labav
laxative	laksativ
lay	položiti
layaway	layaway
layer	sloj
layered	slojevito
layman	laik
layout	raspored
layover	prekid putovanja
laziness	lijenost
lazy	lijen
lazyday	Lijen dan
lea	ledina
lead	voditi
leaded	olovni
leader	vođa
leadership	rukovodstvo
leading	vodeći
leads	vodi
leaf	list
leaflet	letak
leafy	lisnat
league	liga
leak	curenje
leakage	propuštanje
leaky	koji curi
lean	mršav
leaned	nagne
leaning	nagnut
leap	skok
learn	naučiti
learned	naučeno
learner	učenik
learning	učenje
lease	zakup
leash	povodac
leather	koža
leathery	kožast
leave	napustiti
leavemealone	leavemealone
leaving	napuštanje
lecherous	razvratan
lecture	predavanje
lecturer	predavač
ledge	ležište
ledger	glavna knjiga
lee	zavjetrina
leech	pijavica
leeches	pijavica
leer	NO TRANSLATION
leery	sumnjičav
lees	NO TRANSLATION
leeway	sloboda
left	lijevo
leftout	NO TRANSLATION
leftover	ostatak
leftovers	ostaci
lefty	ljevak
leg	noga
legacy	nasljedstvo
legal	pravni
legality	zakonitost
legalize	ozakoniti
legalized	legalizirani
legally	legalno
legend	legenda
legendary	legendaran
legibility	čitljivost
legible	čitak
legion	legija
legislate	donositi zakone
legislation	zakonodavstvo
legislative	zakonodavni
legislator	zakonodavac
legislature	zakonodavno tijelo
legit	čitljiv
legitimacy	legitimitet
legitimate	legitiman
lego	lego
legs	noge
legume	mahuna
legwork	trčkaranje
leisure	slobodno vrijeme
leisurely	ležerno
lemma	tema
lemon	limun
lemonade	limunada
lend	posuditi
lender	zajmodavac
lending	kreditiranje
length	dužina
lengthen	produžiti
lengthened	otegnut
lengthening	produživanje
lengthwise	po dužini
lengthy	podugačak
leniency	blagost
lenient	blag
lens	leće
leopard	leopard
leotard	hula-hopke
leper	gubavac
leprechaun	kućni duh
leprosy	guba
lesbian	lezbijka
lesbianism	lezbijska ljubav
lesion	lezija
less	manje
lessee	zakupac
lessen	smanjiti
lessening	smanjivanje
lesser	manji
lesson	lekcija
lessor	najmodavac
let	pustiti
lethal	smrtonosan
lethargic	letargičan
lethargy	letargija
letter	pismo
lettered	obrazovan
letterhead	zaglavlje
lettering	utiskivanje slova
letters	slova
lettuce	zelena salata
leukemia	leukemija
levee	nasip
level	nivo
lever	poluga
leverage	moć
levitate	levitirati
levy	regrutovati
lewd	nepristojan
lexicon	leksikon
ley	NO TRANSLATION
liabilities	pasiva
liability	odgovornost
liable	odgovoran
liaison	veza
liar	lažljivac
libel	kleveta
libelous	pogrdan
liberal	liberalan
liberalism	liberalizam
liberate	osloboditi
liberated	oslobođen
liberating	oslobađajući
liberation	oslobođenje
liberty	sloboda
libido	libido
librarian	bibliotekar
library	knjižnica
libretto	libreto
lice	uši
license	licenca
lichen	lišaj
lick	lizati
licorice	sladić
lid	poklopac
lie	laž
liege	vjeran
lien	pravo zaloge
lieu	lieu
lieutenant	poručnik
life	život
lifeblood	životna snaga
lifeboat	čamac za spašavanje
lifeguard	spasilac
lifeisgood	život je dobar
lifeless	beživotan
lifelike	vjeran
lifeline	linija života
lifelong	doživotan
lifer	osuđenik na doživotnu robiju
lifesaver	spasilac
lifestyle	način života
lifesucks	lifesucks
lifetime	doživotno
lift	lift
lifted	podiže
liftoff	polijetanje
ligament	ligament
ligation	podvezivanja
ligature	ligatura
light	svjetlo
light year	svjetlosna godina
lightbulb	žarulja
lighten	osvijetliti
lightheaded	vrtoglavicu
lighthouse	svjetionik
lighting	rasvjeta
lightness	lakoća
lightning	munja
lights	svjetla
lightweight	lak
likable	simpatičan
like	Kao
likelihood	vjerojatnost
likely	Vjerojatno
likeness	sličnost
likewise	također
liking	sviđanje
lilac	lila
lily	ljiljan
limb	ud
limber	savitljiv
limbo	zaborav
lime	vapno
limelight	centar pažnje
limestone	vapnenac
limey	Englez
limit	ograničiti
limitation	ograničenje
limited	ograničen
limitless	bezgraničan
limo	limuzina
limousine	limuzina
limp	šepati
lin	lin
line	crta
lineage	loza
lineal	prav
linear	linearan
linebacker	linebacker
lined	u nizu
linen	posteljina
liner	lađa
lines	linije
lineup	postrojavanje
linger	otezati
lingerie	donje rublje
lingering	odugovlačeći
lingo	jezik
lingual	govorni
linguini	linguini
linguist	lingvista
linguistic	lingvistički
linguistics	lingvistika
lining	oblaganje
link	veza
linoleum	linoleum
lint	otpaci od prediva
lion	lav
lip	usna
liposuction	liposukcija
lipstick	ruž
liquefaction	rastapanje
liquefied	ukapljeni
liqueur	liker
liquid	tekući
liquidate	likvidirati
liquidation	likvidacija
liquidator	likvidator
liquidity	likvidnost
liquor	alkoholno piće
lira	NO TRANSLATION
lisp	šuškati
list	popis
listen	slušati
listener	slušalac
listenting	NO TRANSLATION
listing	spisak
listless	mlitav
listneing	NO TRANSLATION
litany	litanija
liter	litra
literacy	pismenost
literal	doslovan
literally	doslovce
literary	literarni
literature	književnost
lithe	gibak
lithium	litij
lithograph	litografija
lithography	litografija
lithology	odraz litologije
lithosphere	Litosfera
litigant	sporan
litigate	parničiti se
litigation	parnica
litigator	litigator
litigious	sporan
litter	nosila
little	malo
littlethings	male stvari
littoral	primorje
liturgy	liturgija
live	uživo
livelife	živi život
livelihood	izdržavanje
lively	živo
liven	oživjeti
liver	jetra
livery	livreja
livestock	stoka
livid	modar
living	život
lizard	gušter
llama	lama
lml	LML
load	opterećenje
loader	utovarivač
loaf	vekna
loafer	besposličar
loam	ilovača
loan	zajam
loath	nesklon
loathe	gnušati se
loathful	gadan
loathing	gađenje
loathsome	odvratan
lobby	lobi
lobbyist	lobista
lobe	ušna školjka
lobotomy	lobotomija
lobster	jastog
local	lokalne
locale	scena
locality	mjesto
localization	lokalizacija
localize	ograničiti
localized	lokaliziran
locate	pronaći
location	mjesto
locator	naseljenik
loch	jezero
lock	zaključati
locker	ormarić
locket	medaljon
locksmith	bravar
lockup	zaključati
loco	lokomotiva
locomotion	kretanje
locomotive	lokomotiva
locust	skakavac
lode	NO TRANSLATION
lodge	loža
lodger	stanar
lodging	smještaj
loft	potkrovlje
lofty	uzvišen
log	klada
logarithm	logaritam
logarithmic	logaritamski
logic	logika
logical	logičan
logistics	logistika
logo	logo
logotype	logotip
loin	NO TRANSLATION
lollipop	lizalica
lone	usamljen
loneliness	usamljenost
lonely	usamljen
loner	osamljenik
lonesome	usamljen
long	dugo
longboat	dugačak čamac
longevity	dugovječnost
longing	čežnja
longitude	dužina
longitudinal	uzdužni
longitudinally	uzdužno
longtime	Dugo vrijeme
loo	WC
look	izgled
looker	posmatrač
lookout	pazi
loom	razboj
looming	nazire
loon	klipan
loony	šašav
loop	petlja
loophole	puškarnica
loopy	pun krivina
loose	labav
loosen	odriješiti
loosening	Ublažavanje
loot	plijen
lop	granje
lopsided	Asimetričan
lord	gospodar
lords	gospodari
lordship	gospodarstvo
lore	znanje
lorry	kamion
lose	izgubiti
loser	gubitnik
losing	gubljenje
loss	gubitak
lost	izgubljen
lot	mnogo
lotion	losion
lots	mnogo
lottery	lutrija
lotto	loto
lotus	lotos
loud	glasno
loudly	glasno
loudmouth	galamdžija
loudness	glasnost
loudspeaker	zvučnik
lounge	salon
lounging	lounging
louse	uš
lousy	loš
lovable	simpatičan
love	ljubav
loved	voljen
lovee	lovee
loveee	loveee
loveless	bez ljubavi
lovelife	NO TRANSLATION
loveliness	ljupkost
lovelovelove	NO TRANSLATION
lovely	lijep
lovemaking	vođenje ljubavi
lovemylife	volim svoj život
lover	ljubavnik
lovesick	bolestan od ljubavi
lovethis	ovo volim
loving	koji voli
lovinglife	voljeti život
lovinlife	lovinlife
low	nizak
lowdown	Razotkrivamo
lower	niži
lowering	spuštanje
lowest	najniža
lowlands	nizinski
lowlife	lowlife
lowly	ponizan
lox	dimljeni losos
loyal	odan
loyalty	odanost
lsd	LSD
luau	luau
lube	podmazivanje
lubricant	mazivo
lubricate	podmazati
lubrication	podmazivanje
lucid	lucidan
luck	sreća
luckiest	najsretnija
lucky	sretan
luckygirl	sretna djevojka
lucrative	unosan
ludicrous	smiješan
lug	potezanje
luggage	prtljaga
lukewarm	mlak
lull	zatišje
lullaby	uspavanka
lumbar	slabinski
lumber	klade
lumbering	glomazan
lumberjack	drvosječa
luminescent	svjetlucav
luminous	svijetao
lump	izraslina
lumpy	pijan
lunacy	ludilo
lunar	lunarni
lunatic	luđak
lunch	ručak
lunchbox	kutija za ručak
luncheon	svečani ručak
lunchtime	vrijeme za ručak
lung	pluća
lunge	udarati
lungs	pluća
lurch	trzaj
lure	mamac
lurid	jeziv
lurk	vrebati
lurking	vreba
luscious	presladak
lush	bujan
lust	požuda
luster	sjaj
lustful	požudan
lustrous	sjajan
lusty	jak
lute	lutnja
luxuriant	bujan
luxurious	luksuzan
luxury	luksuzno
lycra	likra
lye	lužina
lying	laganje
lymph	limfa
lymphatic	limfni
lymphoma	limfoma
lynch	linčovati
lynching	lincc
lynx	ris
lyre	lira
lyric	lirski
lyrical	lirski
lyrics	lirika
macadamia	makadamija
macarena	Macarena
macaroni	makaroni
mace	topuz
mach	mach
machete	mačeta
machine	mašina
machinery	strojevi
machinist	mahaničar
macho	muževan
mackerel	skuša
macro	makro
mad	lud
madam	gospođa
madame	madam
madden	zaluditi
madder	crvena boja
mademoiselle	NO TRANSLATION
mademyday	uljepšao moj dan
madhouse	ludnica
madman	ludak
madness	ludilo
maestro	maestro
mafia	mafija
magazine	časopis
mage	mag
magenta	purpurnocrven
maggot	crv
magic	magija
magical	čaroban
magician	mađioničar
magistrate	sudac
magma	magma
magna	magna
magnate	magnat
magnesium	magnezij
magnet	magnet
magnetic	magnetski
magnetism	magnetizam
magnetite	magnetit
magnification	povećanje
magnificence	veličanstvenost
magnificent	veličanstven
magnifier	povećalo
magnify	povećati
magnifying	uveličavajući
magnitude	veličina
magnolia	magnolija
magpie	svraka
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	od mahagonija
maid	sluškinja
maiden	djevojka
mail	pošta
mailbox	poštanski sandučić
mailing	Poštansku
mailman	poštar
maim	NO TRANSLATION
main	glavni
mainframe	glavni okvir
mainland	kopno
mainstay	glavna potpora
mainstream	matica
maintain	održavati
maintenance	održavanje
majestic	veličanstven
majesty	veličanstvo
major	glavni
majority	većina
make	napraviti
makeover	makeover
maker	tvorac
makeshift	improviziran
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	šminka
makingdisciples	NO TRANSLATION
malady	bolest
malaise	slabost
malaria	malarija
malarkey	Malarkey
male	muški
malevolent	zlonamjeran
malfeasance	malverzacija
malformation	malformacija
malfunction	kvar
malice	NO TRANSLATION
malicious	zlonamjeran
malign	maligan
malignancy	malignost
malignant	zloćudan
maligned	maligned
mall	trgovački centar
malleable	kovan
mallet	malj
malnutrition	pothranjenost
malpractice	nesavjestan postupak
malt	slad
mama	mama
mambo	mambo
mamma	NO TRANSLATION
mammal	sisavac
mammoth	Mamut
mammy	mama
man	čovjek
manage	upravljati
manageable	pokoran
management	upravljanje
manager	menadžer
managerial	upravni
mandamus	mandamus
mandarin	mandarinski
mandate	mandat
mandatory	obavezan
mandible	donja vilica
mandolin	mandolina
mandrel	vreteno
mane	NO TRANSLATION
maneuver	manevar
maneuvering	manevriranje
mange	NO TRANSLATION
manger	jasle
mangle	komadati
mango	mango
mangosteen	mangostin
mangy	šugav
manhole	šaht
manhood	muškost
manhunt	potjera
mania	manija
maniac	manijak
maniacal	manijakalni
manic	maničan
manicure	manikura
manicurist	manikerka
manifest	manifestirati
manifestation	manifestacija
manifested	očituje
manifestly	očigledno
manifesto	manifest
manifold	cjevovod
manipulate	manipulirati
manipulation	manipulacija
manipulative	manipulativne
mankind	čovječanstvo
manly	muževan
manna	mana
manned	punktove
mannequin	namještenica
manner	držanje
mannered	usiljen
manners	maniri
manor	plemićko imanje
manpower	radna snaga
mansion	rezidencija
mansions	palače
manslaughter	ubistvo bez predoumišljaja
mantel	kameni ili drveni okvir kamina
mantis	mantis
mantle	plašt
mantra	mantra
manual	priručnik
manufacture	proizvodnja
manufacturer	proizvođač
manufacturing	proizvodnja
manure	stajnjak
manuscript	rukopis
map	karta
maple	javor
mar	pokvariti
marathon	maraton
marble	mramor
marbled	mramoriran
marbles	klikeri
march	ožujak
mare	NO TRANSLATION
margarine	margarin
margarita	margarita
margin	margina
marginal	marginalan
mariachi	Mariachi
marijuana	marihuana
marinara	marinara
marine	morski
mariner	mornar
marital	bračni
maritime	pomorski
mark	ocjena
marked	obilježen
marker	marker
market	tržište
marketable	prođa
marketing	Marketing
marketplace	tržište
marks	oznake
marksman	strijelac
marksmanship	vještina dobrog gađanja
marl	lapor
marmalade	marmelada
maroon	kesten
marooned	nasukani
marquee	nadstrešnica
marquis	markiz
marred	ugroženo
marriage	brak
married	oženjen
marrow	srž
marry	oženiti
marsh	močvara
marshal	maršal
marshmallow	bijeli slez
mart	tržište
martial	vojni
martingale	posrtaljka
martini	martini
martyr	mučenik
martyrdom	mučeništvo
marvel	čudo
marvellous	veličanstven
marvelous	veličanstven
marvelously	čudesno
marzipan	NO TRANSLATION
mascara	maskara
mascot	maskota
masculine	muški
masculinity	muškost
mash	kaša
mashed	izgnječeni
mask	maska
masked	maskiran
masks	maske
masochism	mazohizam
masochist	mazohista
mason	zidar
masquerade	maskarada
mass	masa
massacre	masakr
massage	masaža
masses	mase
masseur	maser
masseuse	maserka
massive	masivan
mast	jarbol
master	ovladati; majstorski
masterful	majstorski
mastermind	planirati
masterpiece	remek djelo
mastery	majstorstvo
masturbate	masturbirati
masturbation	masturbacija
mat	otirač
matador	matador
match	utakmica
matchbook	kutija šibica
matching	odgovarajući
matchmaker	provodadžija
mate	pariti
material	materijal
materialism	materijalizam
materialist	materijalista
materialistic	materijalistički
materiality	materijalnost
materialize	ostvariti
materially	materijalno
materials	materijali
materiel	Materijalno
maternal	majčin
maternity	materinstvo
math	matematika
mathematical	matematički
mathematician	matematičar
mathematics	matematika
matinee	matine
mating	parenje
matriculation	mature
matrimony	brak
matrix	matrica
matron	matrona
matted	mutan
matter	stvar
matting	rogozina
mattress	madrac
maturation	sazrijevanje
mature	zreo
maturity	zrelost
maudlin	preosjetljiv
mausoleum	mauzolej
mauve	svjetloljubičast
maverick	disident
maxim	maksima
maximize	povećala
maximum	maksimum
may	svibanj
mayday	MAYDAY
mayflower	Mayflower
mayhem	zločin
mayonnaise	majoneza
mayor	gradonačelnik
maze	zbrka
mead	medovina
meadow	livada
meager	mršav
meal	obrok
mean	značiti
meander	krivudati
meandering	vijugavi
meanie	meanie
meaning	značenje
meaningful	značajan
meaningless	bez značenja
meanness	niskost
means	sredstva
meantime	u međuvremenu
measles	ospice
measurable	mjerljiv
measure	mjera
measured	izmjerena
measurement	mjerenje
measuring	mjerenje
measuring cup	čaša za mjerenje
measuring tape	traka za mjerenje
meat	meso
meatball	ćufta
meathead	meathead
meatloaf	mesna štruca
mechanic	mehaničar
mechanical	mehanički
mechanics	mehanika
mechanism	mehanizam
med	NO TRANSLATION
medal	medalja
medallion	medaljon
medallist	medaljist
meddle	miješati se
meddling	uplitanje
media	media
medial	medijalni
median	srednja
mediate	posredovati
mediation	posredovanje
mediator	posrednik
medic	liječnik
medical	medicinski
medicate	NO TRANSLATION
medication	liječenje
medicinal	medicinski
medicine	lijek
medieval	srednjovjekovni
mediocre	osrednji
mediocrity	osrednjost
meditate	meditirati
meditating	meditacije
meditation	meditacija
meditative	meditativan
mediterranean	Mediteran
medium	srednji
medley	mješavina
meek	krotak
meet	sastati
meeting	sastanak
mega	mega
meh	meh
melancholic	melanholičan
melancholy	sjeta
melee	gužva
mellow	pripit
melodious	melodičan
melodrama	melodrama
melodramatic	melodramatičan
melody	melodija
melon	dinja
melt	topiti
meltdown	topljenje jezgra nuklearnog reaktora
melting	topljenje
member	član
membership	članstvo
membrane	membrana
memento	uspomena
memo	memorandum
memoir	monografija
memorabilia	suvenirnica
memorable	znamenit
memorandum	memorandum
memorial	spomen
memorials	ljetopis
memories	sjećanja
memoriesiwontforget	NO TRANSLATION
memorize	memorirati
memory	memorija
menace	prijetnja
menacing	prijeteći
menagerie	zvjerinjak
mend	popraviti
mending	popravak
menial	ropski
meningitis	meningitis
meniscus	meniskus
menopause	menopauza
menses	menzes
menstrual	menstrualan
mental	mentalni
mentalhealth	NO TRANSLATION
mentality	mentalitet
menthol	mentol
mention	spomenuti
mentor	mentor
menu	izbornik
meow	Mijau
mercantile	trgovački
mercenary	koristoljubiv
merchandise	roba
merchant	trgovac
merciful	milosrdan
merciless	nemilosrdan
mercurial	živin
mercury	Merkur
mercy	milost
mere	puki
merengue	merengue
merge	sjediniti
merger	spajanje
meridian	meridijan
meridional	meridijanski
meringue	kolač od bjelanaca
merit	zasluga
meritorious	zaslužan
mermaid	sirena
merriment	veselje
merry	veseo
merrychristmas	NO TRANSLATION
mesa	meza
mescaline	meskalin
mesh	mreža
meshes	mreža
mesmerized	hipnotiziran
mess	nered
message	poruka
messedup	NO TRANSLATION
messenger	glasnik
messiah	Mesija
messy	u neredu
metabolic	metabolička
metabolism	metabolizam
metal	metal
metallic	metalik
metallurgy	metalurgija
metamorphosis	metamorfoza
metaphor	metafora
metaphorical	metaforičan
metaphysical	metafizički
metaphysics	metafizika
