Word	eu
impressionable	impressionable
impressive	ikusgarria
imprint	aztarna
imprison	preso
imprisoned	kartzelatua
imprisonment	kartzelatzea
improbable	gertagaitza
impromptu	impromptu
improper	okerraren
impropriety	impropriety
improve	hobetu
improved	hobetu
improvement	hobekuntza
improves	hobetzen
improving	hobetzeko
improvisation	inprobisazioa
improvise	bertsotan
improvised	inprobisatu
imprudent	burugabe
impudence	impudence
impudent	lotsagabe
impulse	bulkada
impulsive	oldarkor
impunity	inpunitate
impure	purua
impurity	ezpurutasun
imputation	egozpen
imtryingtosleep	NO TRANSLATION
inability	ezintasuna
inaccessible	eskuraezinak
inaccurate	zehaztugabeak
inaction	ezak
inactivate	desaktibatzeko
inactivation	inaktibazio
inactive	inactive
inactivity	inaktibitate
inadequacy	desegokitasuna
inadequate	eskasa
inadequateness	inadequateness
inadmissible	onartezina
inadvertent	inadvertent
inadvertently	oharkabean
inaffable	NO TRANSLATION
inalienable	utziezin
inane	inane
inanimate	bizigabe
inapplicable	inapplicable
inappropriate	egokitzat
inattention	inattention
inaudible	Inaudible
inaugural	inaugurazio
inaugurate	inauguratuko
inauguration	inaugurazioan
inborn	inborn
inbound	sarrerako
inbred	inbred
incalculable	incalculable
incandescent	gori
incantation	incantation
incapable	ezgai
incapacity	ezintasuna
incarceration	incarceration
incarnate	Incarnate
incase	kasuan
incendiary	incendiary
incense	intsentsua
incensed	incensed
incentive	pizgarri
inception	hasieratik
incessant	etengabea
incessantly	etengabe
incest	intzestua
incestuous	intzestu
inch	hazbeteko
incidence	intzidentzia
incident	Gorabehera
incidental	ustekabeko
incidentally	bidenabar
incineration	errausketa
incinerator	erraustegi
incipient	hasiberria
incision	ebakia
incisive	garratza
incite	bultzatzen
incitement	eragileen
inclement	kaxkarra
inclination	inklinazio
incline	malda
inclined	inklinatu
include	besteak beste,
included	sartuta
including	barne
inclusion	sartzea
inclusive	biak barne
incognito	Incognito
incoherent	inkoherentea
income	errentaren
incoming	sarrerako
incomparable	paregabeko
incompatible	bateraezina
incompetence	incompetence
incompetent	incompetent
incomplete	osatu gabe
incompletely	osorik
incompleteness	osatugabea
incomprehensible	ulertezina
inconceivable	pentsaezina
inconclusive	inconclusive
incongruous	amaiera
inconsequential	inconsequential
inconsiderate	inconsiderate
inconsistency	kontraesanak
inconsistent	sendotasunik
inconspicuous	inconspicuous
incontinence	inkontinentzia
inconvenience	eragozpenak
inconvenient	deserosoa
incorporate	sartzeko
incorporation	txertatzea
incorrect	okerra
incorrigible	incorrigible
increase	areagotu
increased	handitu
incredible	sinestezina
incredulous	sinesgaitz
increment	gehikuntza
incriminate	incriminate
incriminating	norberaren aurka
incrimination	incrimination
incubation	inkubazio
incubator	mintegia
incubus	Incubus
incumbent	dagokie
incur	ordaindu
incurable	sendaezinak
incursion	oraingoz
indebted	Zorretan
indecency	lotsagabekeria
indecent	indecent
indecision	indecision
indecisive	Zalantzatia
indefensible	indefensible
indefinite	mugagabea
indelible	ezabaezin
indemnification	kalte-ordainak
indemnify	indemnizazioa
indemnity	kalte-
indent	koska
indentation	koska
indenture	indenture
independence	independentzia
independent	independente
indescribable	izugarriak
indestructible	suntsiezina
indeterminate	zehaztugabea
index	indizea
indicate	adierazi
indicating	adieraziz
indication	zantzurik
indicative	adierazgarri
indicator	adierazle
indice	NO TRANSLATION
indict	indict
indictment	indictment
indie	indie
indifference	axolagabekeria
indifferent	axolagabe
indigenous	indigenak
indigent	indigent
indigestion	indigestioak
indignant	haserre
indignation	sumindura
indignity	Irain
indigo	indigo
indirect	zeharkako
indiscreet	indiscreet
indiscretion	arinkeria
indispensable	ezinbesteko
indisposed	ondoezik
indistinct	indistinct
indistinguishable	indistinguishable
individual	banakako
individuality	banakotasuna
indivisible	zatiezina
indoctrination	doktrinamendua
indolent	indolent
indomitable	menderaezinagoa
indoor	indoor
induce	bultzatu
induced	eragindako
inducement	pizgarria
induction	indukzio
indulge	indulge
indulgence	indulgence
indulgent	indulgent
industrial	industrial
industrialist	industrialariak
industrious	langilea
industry	industria
ineffable	ineffable
ineffective	eraginkorra
ineffectual	ineffectual
inefficiency	eraginkortasunik eza
inefficient	eraginkorra
inelastic	inelastic
ineligible	desegokiak
inept	ongi
ineptitude	ineptitude
inequality	desberdintasuna
inequitable	egoten
inert	geldo
inertia	inertzia
inevitable	saihestezina
inexact	inexact
inexcusable	inexcusable
inexhaustible	agortezina
inexpensive	merke
inexperience	esperientziarik
inexperienced	esperientziarik
inexplicable	azalpenik
inexpressible	inexpressible
infallibility	menperaezinak
infallible	erasoezinak
infamous	gaiztoa
infamy	infamy
infancy	haurtzaroan
infant	haur
infanticide	infanticide
infantile	Haur
infantry	infanteriako
infarct	infarct
infatuated	infatuated
infatuation	infatuation
infeasible	infeasible
infect	kutsa
infection	infekzio
infectious	infekziosoen
infer	Infer
inference	inferentzia
inferential	inferentzial
inferior	inferior
inferiority	Gutxiagotasun
infernal	infernuko
inferno	inferno
infertile	antzuak
infertility	antzutasuna
infestation	infestation
infidel	infidel
infidelity	infidelity
infield	infield
infiltrate	infiltratu
infiltration	infiltrazio
infinite	infinitua
infinitely	zeharo
infinitesimal	infinitesimal
infinity	infinitua
infirm	eri
infirmary	erizaintza
infirmity	eritassunetic
inflammation	hantura
inflammatory	hanturazko
inflatable	puzgarriak
inflate	puzten
inflated	puztu
inflation	inflazioaren
inflection	inflexio
inflict	inflict
infliction	infliction
inflorescence	inflorescence
influence	eragin
influential	eragin
influenza	gripea
influx	ugaritasuna
info	info
infomercial	Iurbentia
inform	informatzeko
informal	informal
informant	informatzaile
information	informazio
informative	informatiboak
informed	informatuak
informer	informer
infraction	urratu
infrared	infragorria
infrastructure	azpiegitura
infrequent	ezohiko
infrequently	gutxitan
infringement	urratzea
infuriate	infuriate
infuriated	infuriated
infuriates	infuriates
infuriating	infuriating
infuse	Infuse
infused	UTZI
infuser	infuser
infusion	infusio
ingenious	sinpleagoak
ingenuity	adimen
ingest	jan
ingestion	irenstea
ingot	ingot
ingrained	errotuta
ingrate	ingrate
ingredient	osagai
ingress	ingress
inhabit	bizi
inhabitant	biztanleko
inhabited	bizi
inhabiting	bizi
inhalation	arnasteko
inhale	inhale
inhaler	inhaler
inherent	berezko
inherit	oinordetzan
inheritance	herentzia
inhibit	galarazteko
inhibition	inhibizio
inhibitor	inhibitzaile
inhospitable	babesgabe
inhuman	anker
inhumane	inhumane
inhumanity	inhumanity
inimaginable	NO TRANSLATION
inimical	inimical
inimitable	errepikaezina
iniquity	gaiztakeria
initial	hasierako
initiate	ekiteko
initiated	hasitako
initiation	hastapen
initiative	ekimen
inject	injektatu
injection	injekzio
injunction	Munain
injure	minik
injured	zauritu
injuring	min
injurious	iraingarri
injury	kalte
injustice	injustizia
ink	tinta
inkling	inkling
inland	barnealdeko
inlay	inkrustazioak
inlet	hartunea
inmate	preso
inn	benta
innards	tripak
innate	berezkoa
inner	barruko
innermost	barru-barruan
innerpeace	NO TRANSLATION
inning	inning
innings	innings
innkeeper	ostalaria
innocence	errugabetasun
innocent	errugabea
innocently	inuzenteki
innocuous	kalterik
innovate	berrikuntzak
innovation	berrikuntza
innovative	berritzaileak
innuendo	innuendo
innumerable	eraikuntzen
inoculation	inoculation
inoperable	inoperable
inoperative	inoperative
inordinate	inordinate
inorganic	ez-organikoak
input	Sarrera-
inquest	inquest
inquire	galdetu
inquirer	inquirer
inquiring	Eskaera
inquiry	kontsulta
inquisitive	inquisitive
inquisitor	inkisidorea
insane	erokeria
insanity	eromena
insatiable	aseezina
inscription	inskripzio
inscrutable	inscrutable
insect	intsektu
insecticide	intsektizida
insecure	segurua
insecurity	segurtasun eza
insemination	Intseminazio
insensitive	bereizten
inseparable	bereiztezinak
insert	txertatzeko
inserted	sartuta
insertion	txertatzeko
inside	barrutik
insider	Insider
insidious	Maltzurrak
insight	Xehetasun
insightful	insightful
insignia	insignia
insignificance	insignificance
insignificant	hutsala
insinuate	insinuate
insipid	geza
insist	azpimarratzen
insistence	behin eta berriro
insistent	insistent
insists	berretsi
insolence	lotsagabekeria
insolent	lotsagabe
insoluble	disolbaezinak
insolvency	kaudimengabezia
insolvent	insolvent
insomnia	loezina
insomniac	insomniac
inspect	ikuskatu
inspection	ikuskatzeko
inspector	inspector
inspiration	inspirazio
inspirational	inspirazio
inspire	inspirazioa
inspired	inspiratutako
instability	ezegonkortasuna
install	instalatu
installation	Instalazio-
installment	zatikako
instance	Esate
instant	instant
instantaneous	berehalako
instantaneously	berehala
instigate	bultzatzeko
instigation	instigation
instill	irakatsi
instinct	sena
instinctive	senezkoa
institute	Institutua
institution	erakunde
instruct	agintzeko
instructed	azaltzen
instruction	instrukzioa
instructional	instructional
instructions	argibideak
instructive	hezigarria
instructor	monitore
instrument	instrumentu
instrumental	instrumental
instrumentalist	instrumentista
instrumentality	instrumentalitate
insubordination	insubordination
insufferable	insufferable
insufficiency	gutxiegitasuna
insufficient	nahikoa
insufficiently	nahikoa
insular	Irla
insulate	isolatzen
insulated	isolatuta
insulation	isolamendu
insulin	intsulina
insult	iraina
insulting	iraintzen
insurance	aseguru
insure	aseguratu
insurgent	insurgent
insurmountable	gaindiezina
insurrection	matxinadaren
intact	osorik
intake	sarrerarekin
intangible	ukiezina
integer	zenbaki oso
integral	integral
integrate	integratzeko
integration	integrazioa
integrity	osotasuna
intellect	adimena
intellectual	intelektuala
intelligence	adimen
intelligent	adimentsuak
intelligibility	ulergarritasuna
intelligible	ulergarriak
intend	asmoa
intended	xedea
intending	asmorik
intense	bizia
intensely	biziago
intensify	areagotu
intensity	intentsitate
intensive	intentsiboa
intent	asmo
intention	asmoa
intentional	nahita
intentionally	nahita
inter	arteko
interact	elkarreragin
interaction	elkarrekintza
interactive	interaktibo
intercede	jardun dezaten
intercept	atzematen
interception	atzematea
intercession	intercession
interchange	trukaketa
interchangeable	trukagarriak
interchanged	interchanged
intercom	interfonia
intercourse	elkarrizketa
interdependence	interdependentzia
interdependent	mendekoak
interdiction	interdiction
interest	interes
interested	interesa
interesting	interesgarria
interface	interfazea
interfere	oztopatzeko
interference	interferentzia
interferometer	interferometro
intergalactic	intergalactic
interim	behineko
interior	barruko
interject	interject
interlocutory	tarteko
interlude	Interludio
intermediary	bitartekari
intermediate	tarteko
interment	lurperaketa
interminable	interminable
intermission	intermission
intermittent	aldizkako
intern	bekadun
internal	Barne
internally	barrutik
international	nazioarteko
internet	internet
internship	praktikak
interoffice	interoffice
interpolate	interpolatu
interpolation	interpolazio
interpret	interpretatu
interpretation	interpretazioa
interpreter	interpretatzaile
interpretive	interpretazio
interrelated	erlazionatuta
interrogate	galdeketa
interrogation	galdeketa
interrupt	eten
interrupted	eten
interrupting	eten
interruption	etenik
interrupts	interrupzio
intersect	gurutzatzen
intersection	elkargunea
interstate	Interstate
interstellar	espazioko
interstitial	interstizial
interval	tarte
intervene	esku hartzea
intervening	tarteko
intervention	esku-hartzea
interview	elkarrizketa
interviewer	elkarrizketa
interworking	elkarrekin lan
intestate	intestate
intestinal	heste
intestine	heste
intestines	hesteak
intimacy	intimitatea
intimate	intimista
intimately	hertsiki
intimation	intimation
intimidate	beldurtzea
intimidated	sobera lotsatu
intimidating	beldurra
intimidation	larderia
intolerable	jasanezin
intolerance	intolerantzia
intolerant	intoleranteak
intonation	intonazioa
intoxicated	mozkortu
intoxicating	intoxicating
intoxication	intoxikazio
intracranial	intracranial
intractable	konponezinak
intramural	intramural
intravenous	zain barneko
intrepid	ausart
intricate	korapilatsu
intrigue	intriga
intriguing	intrigazkoa
intrinsic	berezko
intrinsically	berez
intro	intro
introduce	aurkeztu
introduction	sarrera
introductory	sarrera
introspection	introspekzioa
introspective	introspective
intrude	muturra sartzen
intruder	intruder
intrusion	oztoporik
intrusive	intrusiboak
intubation	intubazioa
intuition	intuizio
intuitive	intuitibo
intuitively	intuizioa
inundation	uholdeak
invade	inbaditu
invader	erasotzaile
invalid	baliogabe
invalidate	baliogabe
invalidation	invalidation
invalidity	elbarritasun
invaluable	eskerga
invariably	beti
invasion	inbasioa
invasive	inbaditzaileak
invent	asmatu
invention	asmakuntza
inventive	irudimentsu
inventor	asmatzaile
inventory	inbentarioa
inverse	alderantzizko
inversely	alderantziz
inversion	inbertsioa
invert	invert
inverted	alderantzizko
invest	inbertitzeko
investigate	ikertu
investigation	ikerketa
investigative	ikerkuntzarako
investigator	ikerlari
investment	inbertsio
investor	inbertitzaileak
invidious	invidious
invigorate	dinamizatzeko
invincible	garaiezina
invisibility	ikusezintasuna
invisible	ikusezina
invitation	gonbidapen
invite	gonbidatzen
inviting	gonbidatzea
invocation	deitura
invoice	faktura
invoke	deitu
involuntary	nahigabeko
involution	inboluzio
involve	suposa
involvement	inplikazioa
invulnerable	invulnerable
inwards	barrurantz
iodine	iodo
ion	ion
iota	iota
irate	irate
ire	NO TRANSLATION
iridescent	iridescent
iris	iris
irked	irked
irks	irks
iron	burdin
ironclad	ironclad
ironic	ironikoa
irons	plantxa
irony	ironia
irradiation	irradiazio
irrational	irrazional
irrationality	irrazionaltasuna
irreconcilable	bateraezinak
irreducible	murriztezineko
irrefutable	irrefutable
irregular	irregular
irregularity	irregulartasun
irregularly	irregularra
irrelevant	garrantzirik
irreparable	konponezinak
irreplaceable	ordezkaezina
irrepressible	irrepressible
irresistible	liluragarria
irrespective	kontuan izan gabe
irresponsible	arduragabe
irreverent	lotsagabea
irreversible	atzeraezina
irrevocable	ezeztaezina
irrigate	ureztatzeko
irrigation	ureztatze
irritability	suminkortasuna
irritable	irritable
irritate	narritagarriak
irritated	haserre
irritates	irritates
irritating	irritating
irritation	narritadurak
island	uharte
isle	uhartea
islet	uharte
isolate	isolatu
isolated	isolatua
isolation	isolamendua
isomorphism	isomorfismoa
isothermal	isothermal
isotope	isotope
issue	alea
itch	itch
itching	azkura
itchy	itchy
item	elementua
itemize	Itemize
items	elementu
iterate	batetik bestera joateko
iteration	iterazio
iterative	etorriko
itinerant	ibiltaria
itinerary	ibilbidea
ivory	bolizko
jab	jab
jabber	jabber
jack	jack
jackal	jackal
jackass	jackass
jacket	jaka
jackhammer	jackhammer
jackpot	jackpot
jackrabbit	JACKRABBIT
jacks	katu
jade	Jade
jaded	jaded
jag	NO TRANSLATION
jagged	zorrotzak
jaguar	jaguar
jail	kartzelara
jailbird	jailbird
jailbreak	jailbreak
jailer	jailer
jailhouse	jailhouse
jalopy	jalopy
jam	jam
jamboree	Jamboree
jammed	nahaste
jammer	jammer
janitor	janitor
janitorial	janitorial
japan	japan
jar	jar
jargon	hizkera
jarhead	jarhead
jarring	jarring
jasmine	jasmine
jasper	jaspe
jaundice	jaundice
jaunt	jaunt
java	java
javelin	jabalina
jaw	masailezurra
jawbone	maxilarretako
jaws	masailezur
jay	jay
jazz	jazz
jazzy	jazzy
jealous	jeloskor
jealousy	jelosia
jean	Jean
jeans	bakero
jeep	jeep
jeering	iseka
jelly	gozoki
jellybean	goxokia
jellyfish	medusen
jenny	Jenny
jeopardize	arriskuan
jeopardy	arriskuan
jerk	jerk
jerks	jerks
jerky	jerky
jersey	elastiko
jest	NO TRANSLATION
jester	Bufoiak
jesus	jesus
jet	jet
jetty	pantalana
jewel	harribitxia
jeweler	bitxigile
jewelry	bitxiak
jib	jib
jiff	NO TRANSLATION
jiffy	jiffy
jig	jig
jiggle	jiggle
jigsaw	Puzzlea
jihad	jihad
jimmy	jimmy
jingle	jingle
jinx	jinx
jitters	jitters
jittery	urduri
jive	tontis
job	lana
jobinterview	NO TRANSLATION
jock	Jock
jockey	jockey
jockstrap	jockstrap
jog	jog
jogger	jogger
john	john
join	batu
joined	batu
joining	batu
joint	joint
jointly	elkarrekin
joke	Txiste
joker	joker
joking	txantxetan
jolly	Jolly
jolt	jolt
jornada	NO TRANSLATION
jot	jot
jour	NO TRANSLATION
journal	aldizkarian
journalism	kazetaritza
journalist	kazetari
journalistic	kazetaritza
journey	bidaia
journeyman	journeyman
joust	joust
jovial	jovial
joy	alaitasuna
joyful	alaia
joyous	joyous
joyride	joyride
joys	pozak
jubilant	jubilant
jubilee	ezteiak
judge	epaileak
judged	epaitu
judging	epaitzen
judgment	epaia
judgmental	epaitzea
judicial	judizialak
judiciary	judizial
judicious	judicious
judo	judo
jug	pitxar
juggle	juggle
juggler	malabarista
juggling	malabareak
jugular	jugular
juice	zukua
juicer	Eskuliburua
juicy	mamitsuena
juju	NO TRANSLATION
juke	Juke
jukebox	jukebox
jumble	jumble
jumbled	jumbled
jumbo	jumbo
jump	salto egin
jump rope	soka salto
jumper	jertsea
jumpsuit	jumpsuit
jumpy	jumpy
junction	bidegurutzean
juncture	Egoeraren
jungle	oihanean
junior	junior
juniper	ipuruak
junk	zabor
junket	mamia
junkie	junkie
junky	junky
junkyard	junkyard
junta	junta
juridical	juridiko
jurisdiction	jurisdikzio
jurisprudence	jurisprudentzia
jurist	jurista
juror	juror
jury	epaimahaiak
justice	justizia
justifiable	justifikatu
justification	justifikazio
justify	justifikatzeko
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	jute
juvenile	jubenil
juxtaposition	justaposizioa
kaiser	kaiser
kale	kalea
kaleidoscope	kaleidoskopio
kamikaze	kamikaze
kangaroo	kanguru
kanji	kanji
kappa	kappa
kaput	NO TRANSLATION
karaoke	karaoke
karate	karate
karma	karma
karmic	karmic
kayak	kayak
kazoo	kazoo
kebab	kebab
keel	keel
keen	gogoa
keep	gorde
keeper	keeper
keeping	mantenduz
keepsake	keepsake
keg	upelen
kelp	kelp
ken	ken
kennel	CRIADERO
kerchief	zapi
kern	kern
kernel	kernel
kerosene	kerosene
ketchup	ketchup
kettle	lapiko
key	gakoa
keyboard	teklatua
keyed	keyed
keyhole	Keyhole
keynote	Hitzaldi
keypad	teklatuetan
keystone	giltzarri
keyword	gako
khaki	kaki
khan	khan
kibble	kibble
kick	Jaurtiketa
kickboxing	kickboxing
kicker	kicker
kicking	ostikoka
kickoff	kickoff
kid	Txikitan
kidder	KIDDER
kidding	Txantxetan
kiddo	Kiddo
kiddos	kiddos
kidnap	bahiketa
kidnapped	bahitu
kidnapper	bahitzailea
kidnapping	bahiketa
kidney	giltzurrun
kids	haurrekin
kill	hiltzeko
killer	hiltzailea
killing	hilketak
killjoy	killjoy
kiln	labea
kilo	NO TRANSLATION
kilogram	kilogramo
kilometer	kilometro
kilt	kilt
kimono	kimono
kin	kin
kind	nolako
kindergarten	Haurtzaindegia
kindling	kindling
kindness	adeitasuna
kindred	kindred
kinematics	zinematika
kinesiology	kinesiology
kinetic	zinetiko
king	errege
king snake	errege suge
kingdom	erresuma
kingpin	kingpin
kink	kink
kinky	Kinky
kinship	senidetasuna
kiosk	kiosko
kirk	Kirk
kiss	musu
kisser	kisser
kissy	kissy
kit	kita
kitchen	sukaldea
kite	kite
kitten	kitten
kiwi	kiwi
klutz	klutz
knack	knack
knapsack	knapsack
knead	oratu
knee	belauna
kneecap	kneecap
kneel	belauniko
kneeling	belauniko
knell	knell
knick	knick
knickers	knickers
knife	labana
knight	zaldun
knighthood	zaldun
knit	knit
knob	knob
knock	kolpatu
knockoff	knockoff
knockout	knockout
knoll	knoll
knot	korapilo
knots	korapiloko
knotted	lotu
know	ezagutzen
knowing	jakitea
knowingly	knowingly
knowledge	ezagutza
knowledgeable	ezagutzaile
knuckle	ukondoa
knucklehead	knucklehead
knuckles	knuckles
koala	koala
kook	NO TRANSLATION
kooky	kooky
kool-aid	kool-laguntzak
kos	kos
kosher	kosher
kraut	NO TRANSLATION
kris	Kris
kryptonite	kryptonite
kudos	Kudos
kumquat	kumquat
lab	laborategian
label	labela
labor	lanaren
laboratory	laborategi
labored	nekatu
laborer	jornalero
laboring	ahaleginagatik
laborious	neketsuak
labyrinth	labirinto
lac	lac
lace	parpailak
laceration	laceration
lack	eza
lackey	lekaio
lacking	faltan
lackluster	lackluster
lacquer	laka
lacrosse	lacrosse
lactose	laktosa
lad	mutikoa
ladder	eskailera
laddie	laddie
laden	Laden
lading	lading
ladle	burruntzalia
lady	andre
lady bug	NO TRANSLATION
ladybug	MARIGORRINGOA
ladylike	ladylike
ladyship	andere
lag	lag
lager	NO TRANSLATION
lagging	lagging
lagoon	aintzira
lair	Lair
laity	laikoak
lake	aintzira
lama	NO TRANSLATION
lamb	arkumea
lame	herren
lament	lament
lamenting	Arrastoak da
lamina	lamina
laminated	laminatuzko
lamp	lanpara
lamppost	farola
lance	lance
lancer	lancer
land	lurrak
landed	lurreratu
landfall	landfall
landfill	Urbasan
landing	lurreratzen
landlady	ostalersak
landlocked	itsasgabe
landlord	lurjabe
landmark	mugarri
lands	lurrak
landscape	paisaia
landscaping	lorezaintza
landslide	luizi
lane	lane
language	hizkuntza
languid	languid
languish	languish
languishing	galduta
lanky	lanky
lantern	linterna
lap	itzulian
lapdog	txakurrarekin
lapel	lapel
lapse	lapse
lapsed	lapsed
laptop	ordenagailu eramangarri
larceny	lapurreta
lard	gantzaz
larder	larder
large	handiak
larger	handiago
largo	NO TRANSLATION
lark	hegatxabal
larva	larba
laryngitis	laryngitis
larynx	laringe
lasagna	lasagna
laser	laser
lash	lash
lass	neskatxa
lasso	Lasso
lastday	NO TRANSLATION
lasting	iraunkorrak
lastminute	lastminute
latch	latch
late	berandu
lateness	lateness
latent	ezkutuko
lateral	alboko
laterally	labaintzen
latex	latex
lathe	tornu
lather	lather
latitude	latitude
latrine	erako komun
latrines	komunak
latte	Latte
lattice	sare
laud	laud
laudable	laudable
laudation	laudation
laudatory	laudatory
laugh	barre
laughable	laughable
laughing	barre
laughingstock	NO TRANSLATION
laughs	barreak
laughter	barrea
launch	aireratzea
launcher	launcher
launches	aurkezpenak
launder	launder
laundering	zuritzea
laundry	garbitegia
laureate	saridunak
laurel	erramu
laurels	erramu
lava	lava
lavage	lavage
lavatory	komuna
lavender	izpilikua
lavish	lavish
law	legeak
lawful	legezkoa
lawless	Lawless
lawlessness	lawlessness
lawman	lawman
lawn	belarra
lawnmower	lawnmower
lawsuit	auzia
lawyer	abokatu
lax	lax
laxative	laxative
lay	etzan
layaway	layaway
layer	geruza
layered	geruzetan
layman	layman
layout	diseinua
layover	layover
laziness	nagikeriaren
lazy	alferra
lazyday	lazyday
lea	lea
lead	ekar
leaded	leaded
leader	lider
leadership	lidergoa
leading	liderra
leads	eramaten
leaf	hosto
leaflet	liburuxka
leafy	hosto
league	liga
leak	leak
leakage	isurketa
leaky	leaky
lean	lean
leaned	Atxikia
leaning	bermaturik
leap	jauzi
learn	ikasten
learned	ikasia
learner	ikaslea
learning	ikaskuntza
lease	errentan
leash	leash
leather	larruzko
leathery	leathery
leave	utzi
leavemealone	utzi nazazu bakarrik
leaving	utziz
lecherous	lecherous
lecture	hitzaldia
lecturer	irakasle
ledge	ledge
ledger	Ledger
lee	lee
leech	izain
leeches	izainak
leer	NO TRANSLATION
leery	leery
lees	NO TRANSLATION
leeway	leeway
left	ezker
leftout	NO TRANSLATION
leftover	hondarrak
leftovers	hondarrak
lefty	lefty
leg	hanka
legacy	ondarea
legal	lege
legality	legezkotasuna
legalize	legeztatzeko
legalized	legeztatu
legally	legez
legend	Kondaira
legendary	mitikoen
legibility	irakurgarritasuna
legible	irakurgarri
legion	Legioa
legislate	legeak
legislation	legedia
legislative	legegintza
legislator	legegileak
legislature	legegintzaldian
legit	egiaztatzeko
legitimacy	legitimitate
legitimate	legitimoak
lego	lego
legs	hankak
legume	legume
legwork	legwork
leisure	aisia
leisurely	lasai
lemma	lema
lemon	limoi
lemonade	limonada
lend	uzten
lender	emaileak
lending	mailegu
length	luzera
lengthen	luzatzeko
lengthened	luzatu
lengthening	luzatuta
lengthwise	luzetara
lengthy	luzea
leniency	barkamen
lenient	merezitako
lens	lente
leopard	lehoinabar
leotard	leotard
leper	legenardun
leprechaun	Leprechaun
leprosy	legenarra
lesbian	lesbiana
lesbianism	lesbianismoa
lesion	lesio
less	gutxiago
lessee	errentari
lessen	arintzeko
lessening	murriztu
lesser	txikiagoan
lesson	ikasgaia
lessor	errentatzaileari
let	utzi
lethal	hilgarria
lethargic	lethargic
lethargy	lozorrotik
letter	gutun
lettered	hizkiz
letterhead	letterhead
lettering	errotulazioa
letters	letrak
lettuce	letxuga
leukemia	leuzemia
levee	levee
level	Maila
lever	palanka
leverage	leverage
levitate	levitate
levy	tasa
lewd	lewd
lexicon	lexikoa
ley	NO TRANSLATION
liabilities	pasiboak
liability	erantzukizun
liable	erantzule
liaison	lotura
liar	gezurti
libel	libel
libelous	libelous
liberal	liberal
liberalism	liberalismoa
liberate	askatu
liberated	askatu
liberating	askatzaileak
liberation	askapen
liberty	askatasunaren
libido	libido
librarian	liburuzainak
library	liburutegia
libretto	libretoan
lice	zorriak
license	lizentzia
lichen	likena
lick	lick
licorice	licorice
lid	tapa
lie	gezur
liege	Lieja
lien	lien
lieu	lieu
lieutenant	tenientea
life	bizitza
lifeblood	lifeblood
lifeboat	lifeboat
lifeguard	sorosleek
lifeisgood	bizitza ona da
lifeless	lifeless
lifelike	lifelike
lifeline	lerro
lifelong	etengabeko
lifer	lifer
lifesaver	lifesaver
lifestyle	bizimodua
lifesucks	lifesucks
lifetime	bizitza
lift	igogailua
lifted	altxatu
liftoff	altxa
ligament	ligament
ligation	ligation
ligature	ligature
light	argia
light year	argi urte
lightbulb	bonbilla
lighten	argitu
lightheaded	lightheaded
lighthouse	itsasargi
lighting	argiztapen
lightness	argitasuna
lightning	tximista
lights	argiak
lightweight	arin
likable	likable
like	bezalako
likelihood	aukera
likely	litekeena
likeness	irudira
likewise	Halaber
liking	gustura
lilac	lila
lily	lily
limb	protesia
limber	limber
limbo	Limbo
lime	karea
limelight	Uztaila
limestone	kareharri
limey	Limey
limit	muga
limitation	mugarik
limited	mugatua
limitless	mugagabeak
limo	limo
limousine	limousine
limp	Limp
lin	lin
line	line
lineage	leinu
lineal	lineal
linear	lineala
linebacker	linebacker
lined	lerrokatuak
linen	lihoa
liner	liner
lines	lerroak
lineup	antolaketa
linger	linger
lingerie	lentzeria
lingering	lingering
lingo	Lingo
lingual	Hizkuntza
linguini	linguini
linguist	hizkuntzalaria
linguistic	linguistikoak
linguistics	hizkuntzalaritzaren
lining	Hornigaia
link	link
linoleum	linolioa
lint	Lint
lion	lehoia
lip	ezpain
liposuction	Liposukzioa
lipstick	lipstick
liquefaction	likidotze
liquefied	likidotua
liqueur	likore
liquid	likido
liquidate	likidatzeko
liquidation	likidazioa
liquidator	liquidator
liquidity	likidezia
liquor	likoreak
lira	NO TRANSLATION
lisp	Lisp
list	zerrenda
listen	entzun
listener	entzulea
listenting	NO TRANSLATION
listing	zerrenda
listless	listless
listneing	NO TRANSLATION
litany	litany
liter	litro
literacy	alfabetatze
literal	literal
literally	literalki
literary	literatur
literature	literatura
lithe	lithe
lithium	lithium
lithograph	litografía
lithography	litografia
lithology	litologia
lithosphere	lithosphere
litigant	auzilari
litigate	auzitan
litigation	auzi
litigator	litigator
litigious	litigious
litter	zaborrik
little	gutxi
littlethings	gauza txikiak
littoral	itsasertz
liturgy	liturgia
live	bizi
livelife	Bizi bizitza
livelihood	bizibidea
lively	bizia
liven	girotzeko
liver	gibela
livery	livery
livestock	abeltzaintza
livid	livid
living	bizi
lizard	musker
llama	llama
lml	LML
load	karga
loader	kargatzailea
loaf	loaf
loafer	loafer
loam	loam
loan	mailegua
loath	loath
loathe	nekez kokatzen
loathful	loathful
loathing	nazka
loathsome	nazkagarria
lobby	lobby
lobbyist	lobbyist
lobe	lobulua
lobotomy	lobotomy
lobster	otarrain
local	local
locale	locale
locality	herria
localization	lokalizazio
localize	arazketa
localized	lokalizatuta
locate	kokatu
location	kokapena
locator	Maparen
loch	loch
lock	blokeatu
locker	aldagela
locket	locket
locksmith	Maisu
lockup	lockup
loco	loco
locomotion	lokomozio
