Word	pl
mentality	mentalność
menthol	mentol
mention	wzmianka
mentor	mentor
menu	menu
meow	miauczeć
mercantile	handlowy
mercenary	najemnik
merchandise	towar
merchant	Kupiec
merciful	miłosierny
merciless	bezlitosny
mercurial	bystry
mercury	rtęć
mercy	Łaska
mere	sam
merengue	merengue
merge	łączyć
merger	połączenie
meridian	południk
meridional	południowy
meringue	beza
merit	zasługa
meritorious	zasłużony
mermaid	syrena
merriment	wesołość
merry	wesoły
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	meskalina
mesh	siatka
meshes	oczka
mesmerized	zahipnotyzowany
mess	bałagan
message	wiadomość
messedup	NO TRANSLATION
messenger	posłaniec
messiah	Mesjasz
messy	niechlujny
metabolic	metaboliczny
metabolism	metabolizm
metal	metal
metallic	metaliczny
metallurgy	metalurgia
metamorphosis	metamorfoza
metaphor	metafora
metaphorical	metaforyczny
metaphysical	metafizyczny
metaphysics	metafizyka
metastasis	przerzut
meteor	meteor
meteoric	meteoryt
meteorite	meteoryt
meteorological	meteorologiczny
meteorology	meteorologia
meter	metr
meth	met
methadone	metadon
methane	metan
methanol	metanol
method	metoda
methodical	metodyczny
methodology	metodologia
meticulous	skrupulatny
metime	mój czas
metric	metryczny
metrical	metryczny
metrology	metrologia
metropolis	metropolia
metropolitan	metropolita
mettle	zapał
mew	miauczenie
mezzanine	półpiętro
mica	mika
mick	mick
micro	mikro
microbe	mikrob
microbiology	mikrobiologia
microchip	mikroczip
microcosm	mikrokosmos
microfilm	mikrofilm
microgram	mikrogram
micrometer	mikrometr
micron	mikron
microphone	mikrofon
microscope	mikroskop
microscopic	mikroskopijny
microscopically	mikroskopowo
microscopy	mikroskopia
microwave	kuchenka mikrofalowa
mid	Środek
midair	w powietrzu
midday	południe
middle	środkowy
middleman	pośrednik
middleweight	waga średnia
midget	karzeł
midland	Midland
midlife	średni wiek
midline	linia średnia
midnight	północ
midshipman	aspirant
midst	Środek
midsummer	połowa lata
midterm	średniookres
midtown	środek miasta
midway	w połowie drogi
midwife	położna
midwifery	położnictwo
mien	NO TRANSLATION
miffed	urażony
mighty	potężny
mignon	mignon
migraine	migrena
migrate	migrować
migration	migracja
migratory	wędrowny
mike	mikrofon
mil	NO TRANSLATION
mild	łagodny
mildew	pleśń
mildness	łagodność
mile	Mila
mileage	przebieg
milestone	kamień milowy
militant	wojowniczy
militants	bojowników
military	wojskowy
militia	milicja
milk	mleko
milkman	mleczarz
milkshake	Napój mleczny
milky	mleczny
mill	młyn
millennium	tysiąclecie
milligram	miligram
millimeter	milimetr
million	milion
millionaire	milioner
millionth	milionowy
millstone	kamień młyński
mime	mim
mimic	imitować
mimicking	naśladować
mimicry	mimika
mince	siekać
mincemeat	mięso mielone
mind	umysł
minded	myślący
mindful	pomny
mindfulness	uważność
mindless	bezmyślny
mine	kopalnia
minefield	pole minowe
miner	górnik
mineral	minerał
mineralogy	mineralogia
mingle	mieszać
mingled	mieszany
mini	mini
miniature	miniaturowy
minibus	minibus
minim	NO TRANSLATION
minimal	minimalny
minimize	zminimalizować
minimized	zminimalizowane
minimum	minimum
mining	górnictwo
minion	sługus
minister	minister
ministerial	ministerialny
ministry	ministerstwo
minivan	minivan
mink	norki
minnow	Minnow
minor	mniejszy
minority	mniejszość
minstrel	minstrel
mint	Mennica
minty	miętowy
minuscule	minuskuła
minute	minuta
minutiae	drobne szczegóły
minx	figlarka
mir	NO TRANSLATION
miracle	cud
miracles	cuda
miraculous	cudowny
mirage	miraż
mire	NO TRANSLATION
mirror	lustro
mirth	wesołość
misappropriation	sprzeniewierzenie
misbehave	źle się zachowywać
misbehavior	sprawka
miscalculation	przeliczenie się
miscarriage	poronienie
miscellaneous	Różne
miscellany	zbieranina
mischief	psota
mischievous	złośliwy
misconception	nieporozumienie
misconduct	złe prowadzenie się
misdemeanor	wykroczenie
misdirection	błędne ukierunkowanie
miser	skąpiec
miserable	nieszczęśliwy
miserably	marnie
misery	nieszczęście
misfire	niewypał
misfit	nieprzystosowany
misfortune	nieszczęście
misguided	NO TRANSLATION
mishap	nieszczęście
misinformed	źle poinformowani
misinterpretation	mylna interpretacja
mislead	wprowadzić w błąd
misleading	zwodniczy
misled	wprowadzony w błąd
mismanagement	złe kierownictwo
mismatch	niedopasowanie
mismatched	niedopasowany
misnomer	błędna nazwa
misplace	zapodziać
misplaced	w niewłaściwym miejscu
misread	błędnie odczytany
misrepresent	zakłamać
misrepresentation	przekręcanie
misrepresented	fałszywie przedstawiane
miss	tęsknić
missile	pocisk
missiles	pociski
missing	brakujący
missingyou	NO TRANSLATION
mission	misja
missionary	misjonarz
misspell	napisać z błędem ortograficznym
misstatement	nieprawidłowość
missy	panienka
mist	zamglenie
mistake	błąd
mistaken	błędny
mister	pan
mistletoe	jemioła
mistreated	źle traktowane
mistress	kochanka
mistrial	unieważniony proces
mistrust	nieufność
misty	mglisty
misunderstand	źle zrozumieć
misunderstanding	nieporozumienie
misunderstood	niezrozumiany
misuse	nadużywanie
mite	grosz
miter	mitra
mitigate	złagodzić
mitigating	łagodzenie
mitigation	łagodzenie
mitt	rękawica
mitten	NO TRANSLATION
mitzvah	micwa
mix	mieszać
mixed	mieszany
mixedemotions	mieszane uczucia
mixer	mikser
mixture	mieszanina
mnemonic	mnemoniczny
moan	jęczeć
moat	fosa
mob	tłum
mobile	mobilny
mobility	ruchliwość
mobilization	mobilizacja
mobilize	zmobilizować
mobster	mobster
mocha	mokka
mock	drwić
mocked	wyśmiewali się
mockery	kpina
mocking	kpiąco
mockingbird	przedrzeźniacz
mod	mod
modal	modalny
modality	modalność
mode	tryb
model	Model
modeler	modelarz
modeling	modelowanie
modem	modem
moderate	umiarkowany
moderate anticipation	umiarkowane oczekiwanie
moderate disgust	umiarkowany niesmak
moderate negative	umiarkowany negatywny
moderate positive	umiarkowanie pozytywne
moderate surprise	umiarkowana niespodzianka
moderate trust	umiarkowane zaufanie
moderately	miernie
moderating	moderowanie
moderation	umiar
moderator	moderator
modern	nowoczesny
modernism	modernizm
modest	skromny
modesty	skromność
modicum	odrobina
modifiable	modyfikowalne
modification	modyfikacja
modified	zmodyfikowany
modify	modyfikować
modulate	modulować
modulation	modulacja
module	moduł
modulus	moduł
mogul	mogoł
moiety	ugrupowanie
moist	wilgotny
moisture	wilgoć
moisturizer	nawilżacz
molar	molowy
molasses	melasa
mold	pleśń
molded	uformowany
molding	odlewanie
moldy	spleśniały
mole	kret
molecular	molekularny
molecule	cząsteczka
molest	molestować
molestation	molestowanie
molester	molestować
molten	ciekły
mom	mama
moment	za chwilę
momentary	chwilowy
momentous	ważny
momentum	pęd
momma	mama
mommy	mamusia
monad	monada
monarch	monarcha
monarchy	monarchia
monastery	klasztor
monastic	klasztorny
monetary	monetarny
money	pieniądze
mongoloid	mongoloid
mongoose	mangusta
mongrel	kundel
monitor	monitor
monk	mnich
monkey	małpa
mono	NO TRANSLATION
monochrome	monochromia
monogamous	monogamiczny
monogamy	monogamia
monogram	monogram
monogrammed	monogramowane
monograph	monografia
monolayer	monowarstwę
monolith	monolit
monologue	monolog
monopolist	monopolista
monopoly	monopol
monotonous	monotonny
monotony	monotonia
monoxide	tlenek azotu
monsieur	lord
monsoon	monsun
monster	potwór
monstrosity	potworność
monstrous	potworny
montage	montaż
monte	monte
month	miesiąc
monthly	miesięczny
monument	pomnik
monumental	monumentalny
moo	muczeć
mooch	kręcić się
mood	nastrój
moods	nastroje
moody	nastrojowy
moon	księżyc
moonbeam	promień księżyca
moonlight	światło księżyca
moonlit	księżycowy
moonshine	rojenia
moonstruck	chory umysłowo
moonwalk	moonwalk
moor	cumować
moored	zacumowany
mooring	cumowanie
moorings	cumowania
moorland	wrzosowiska
moose	Łoś
moot	sporny
mooted	rozważany
mop	wycierać
mope	śledziennik
moped	motorower
moral	morał
morale	morale
morality	moralność
morals	moralność
morass	bagno
moratorium	moratorium
moray	murena
morbid	chorobowy
morbidity	zachorowalność
morbidness	chorobliwość
mores	obyczaje
morgue	kostnica
moribund	konający
morn	poranek
morning	ranek
moron	idiota
moronic	kretyński
morose	posępny
morph	morph
morphine	morfina
morphism	morfizm
morphology	morfologia
morrow	nazajutrz
morsel	kąsek
mortal	śmiertelny
mortality	śmiertelność
mortar	moździerz
mortgage	hipoteka
mortgagee	mortgagee
mortgagor	mortgagor
mortician	przedsiębiorca pogrzebowy
mortification	umartwienie
mortified	umartwiony
mortuary	kostnica
mosaic	mozaika
mosey	mosey
mosque	Meczet
mosquito	komar
moss	mech
mossy	omszony
mote	NO TRANSLATION
motel	motel
moth	ćma
mother	mama
motherfucker	motherfucker
motherfucking	motherfucking
motherhood	macierzyństwo
motherland	ojczyzna
motherless	bez matki
motherly	macierzyński
motif	motyw
motion	ruch
motionless	bez ruchu
motivate	motywować
motivating	motywowanie
motivation	motywacja
motivational	motywacyjny
motive	motyw
motley	pstrokacizna
motor	silnik
motorbike	motocykl
motorboat	motorówka
motorcade	Motorcade
motorcar	samochód
motorcycle	motocykl
motorist	kierowca
motte	motte
mottled	marmurkowy
motto	motto
mould	pleśń
mound	kopiec
mount	uchwyt
mountain	Góra
mountaineer	góral
mountainous	górzysty
mountains	góry
mountaintop	szczyt góry
mourn	opłakiwać
mournful	smutny
mourning	żałoba
mouse	mysz
mousetrap	pułapka na myszy
mousse	mus
moustache	wąsy
mousy	mysi
mouth	usta
mouthful	łyk
mouthpiece	ustnik
mouthwash	płyn do płukania ust
movable	ruchomy
move	ruszaj się
movement	ruch
mover	wnioskodawca
movie	film
movies	kino
moving	w ruchu
movingforward	NO TRANSLATION
movingon	iść dalej
mow	kosić
mower	kosiarka
moxie	moxie
mozzarella	ser Mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	błoto
mucked	zmuckowany
mucous	śluzowaty
mucus	śluz
mud	błoto
muddle	zamęt
muddled	zmącony
muddy	zmącić
muff	mufka
muffin	bułeczka
muffled	stłumiony
muffler	tłumik
mug	kubek
mugger	rabuś
mulberry	morwa
mulch	chochoł
mule	muł
mull	galimatias
mullet	cefal
multilateral	wielostronny
multimedia	multimedia
multinational	wielonarodowy
multiple	wielokrotność
multiple sclerosis	stwardnienie rozsiane
multiplex	multipleks
multiplication	mnożenie
multiplicity	wielość
multiplied	pomnożone
multiplier	mnożnik
multiply	zwielokrotniać
multitude	mnogość
mum	milczący
mumble	bełkot
mumbo	mumbo
mummy	mumia
mumps	świnka
munch	chrupać
munchies	munchies
munchkin	munchkin
mundane	doczesny
municipal	komunalny
municipality	miasto
mural	fresk
murder	morderstwo
murderer	morderca
murderess	morderczyni
murderous	morderczy
murky	mroczny
murmur	szmer
muscle	mięsień
muscular	muskularny
muse	muza
muses	muz
museum	muzeum
mush	NO TRANSLATION
mushroom	Grzyb
mushy	bzdurny
music	muzyka
musical	musical
musician	muzyk
musing	zadumanie
musk	piżmo
musket	muszkiet
musketeer	muszkieter
muskrat	piżmak
muslin	muślin
muss	NO TRANSLATION
must	musi
mustang	mustang
mustard	musztarda
muster	skrzyknąć
musty	stęchły
mutable	zmienny
mutant	mutant
mutate	zmutować
mutation	mutacja
mute	niemy
muted	wyciszony
mutilate	okaleczyć
mutilated	okaleczony
mutilation	okaleczenie
mutiny	bunt
mutt	błazen
mutter	NO TRANSLATION
mutton	baranina
mutual	wzajemny
mutually	wzajemnie
muzzle	pysk
myfavorite	mój ulubiony
myopia	krótkowzroczność
myopic	krótkowzroczny
myriad	miriada
mysterious	tajemniczy
mystery	zagadka
mystic	mistyk
mystical	mistyczne
mysticism	mistycyzm
mystified	zdziwiony
mystique	mistyk
myth	mit
mythic	mityczny
mythical	mityczny
mythological	mitologiczny
mythology	mitologia
nab	złapać
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	gwóźdź
nail gun	pistolet do paznokci
naive	naiwny
naked	nagi
nakedness	nagość
namaste	NO TRANSLATION
name	Nazwa
named	o imieniu
nameless	bezimienny
namesake	imiennik
naming	nazywanie
nana	nana
nanny	niania
nanometer	nanometr
nap	drzemka
napalm	napalm
nape	kark
napkin	serwetka
napping	drzemki
nappy	pieluszka
narcissism	narcyzm
narcissist	narcyz
narcissistic	narcystyczny
narcotic	narkotyczny
narrate	opowiadać
narration	narracja
narrative	narracja
narrator	narrator
narrow	wąska
narrowing	zwężenie
nasal	nosowy
nascent	powstający
nasty	paskudny
natal	urodzenia
nation	naród
national	krajowy
nationality	narodowość
nationwide	ogólnonarodowy
native	ojczysty
nativity	horoskop
natural	naturalny
natural gas	gazu ziemnego
naturalist	przyrodnik
naturalization	naturalizacja
naturalized	naturalizowany
naturally	naturalnie
nature	Natura
naught	nic
naughty	niegrzeczny
nausea	nudności
nauseate	dostawać mdłości
nauseating	nudności
nauseous	nudny
nautical	nautyczny
nautilus	łodzik
naval	morski
nave	nawa
navel	pępek
navigable	żeglowny
navigate	nawigować
navigation	nawigacja
navigational	nawigacyjny
navigator	nawigator
navy	marynarka wojenna
nay	NO TRANSLATION
nearsighted	krótkowzroczny
neat	schludny
neatly	starannie
nebula	mgławica
nebulae	mgławice
nebulous	mglisty
necessarily	koniecznie
necessary	niezbędny
necessitate	wymagać
necessities	potrzeby
necessity	konieczność
neck	szyja
necklace	naszyjnik
necktie	krawat
necromancer	nekromanta
necrosis	martwica
nectar	nektar
need	potrzeba
needalife	NO TRANSLATION
needed	potrzebne
needful	potrzebny
needit	NO TRANSLATION
needle	igła
needlepoint	Needlepoint
needles	igły
needless	nieproduktywny
needtoknow	potrzebuję wiedzieć
needtorelax	NO TRANSLATION
needy	potrzebujący
nefarious	nikczemny
negation	negacja
negative	negatywny
negativity	negatywne
neglect	zaniedbanie
neglected	zaniedbany
neglecting	zaniedbanie
negligee	negliż
negligence	zaniedbanie
negligent	niedbały
negligently	NO TRANSLATION
negligible	nieistotny
negotiable	do negocjacji
negotiate	negocjować
negotiation	negocjacja
negotiator	negocjator
negro	Murzyn
neigh	rżeć
neighbor	sąsiad
neighborhood	sąsiedztwo
neighboring	sąsiedni
nemesis	Nemezys
neon	neon
neonatal	noworodek
neophyte	neofita
neoprene	neopren
nephew	bratanek
nepotism	nepotyzm
nerd	nerd
nerdy	nerdy
nerve	nerw
nerves	nerwowość
nervous	nerwowy
nervousness	nerwowość
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	gniazdo
nestle	tulić
nestling	pisklę
net	netto
nether	dolny
netting	siatka
nettle	pokrzywa
network	sieć
networking	networking
neural	nerwowy
neuralgia	nerwoból
neurological	neurologiczny
neurologist	neurolog
neurology	neurologia
neurosis	nerwica
neurosurgeon	neurochirurg
neurosurgery	Neurochirurgia
neurotic	nerwicowy
neuter	nijaki
neutral	neutralny
neutrality	neutralność
neutralize	zneutralizować
neutron	neutron
new	Nowy
new age	Nowa epoka
newbeginnings	NO TRANSLATION
newborn	nowo narodzony
newcomer	przybysz
newday	nowy dzień
newfound	nowo odkryte
newjob	NO TRANSLATION
newlife	nowe życie
newly	nowo
newlywed	nowożeńcy
newme	nowy ja
newness	nowość
news	Aktualności
newscast	dziennik
newscaster	prezenter
newsflash	wiadomosci
newsletter	biuletyn
newsman	reporter
newspaper	Gazeta
newspaperman	dziennikarz
newsreel	kronika filmowa
newsroom	newsroom
newsstand	kiosk
newstart	nowy początek
newt	traszka
newyear	NO TRANSLATION
nexus	ogniwo
nib	stalówka
nibble	skubać
nice	miły
niche	nisza
nichts	NO TRANSLATION
nick	nacięcie
nickel	nikiel
nickname	przezwisko
nicotine	nikotyna
niece	siostrzenica
nifty	sprytny
nigger	czarnuch
nigh	blisko
night	noc
nightcap	szlafmyca
nightclub	Klub nocny
nightfall	zmrok
nightgown	koszula nocna
nightie	Nightie
nightingale	słowik
nightlife	nocne życie
nightly	nocny
nightmare	koszmar
nightmares	koszmary senne
nightstand	szafka nocna
nightstick	pałka policyjna
nighttime	nocna pora
nihilism	nihilizm
nil	zero
nimble	zwinny
nimrod	nimrod
nincompoop	głupek
nine	dziewięć
nineteen	dziewiętnaście
ninety	dziewięćdziesiąt
ninja	ninja
ninny	ciamajda
nintendo	Nintendo
ninth	dziewiąty
nip	skakać
nipper	ulicznik
nipple	sutek
nippy	żwawy
nitrate	azotan
nitro	nitro
nitrogen	azot
nitrous	azotawy
nitwit	przygłup
nix	nic
no anticipation	bez oczekiwania
no disgust	bez obrzydzenia
no emotion	bez emocji
no sentiment	bez sentymentów
no surprise	Bez zaskoczenia
no trust	brak zaufania
nobility	szlachta
noble	szlachetny
nobleman	szlachcic
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	nocny
nod	ukłon
nodding	kiwając głową
node	węzeł
nodular	guzkowaty
nodule	guzek
noggin	kubek
nohope	NO TRANSLATION
noir	noir
noise	hałas
noisy	głośny
nomad	koczownik
nomadic	koczowniczy
nomenclature	nomenklatura
nominal	nominalny
nominate	mianować
nomination	nominacja
nominee	nominat
nonce	chwilowo
nonchalant	nonszalancki
noncompliance	niezgodność
nondescript	nieokreślony
nonexistent	nieistniejący
nonfat	beztłuszczowy
nonfiction	literatura faktu
nonpayment	brak płatności
nonresident	zamiejscowy
nonsense	nonsens
nonsensical	bezsensowny
nonviolent	bez przemocy
noob	Nowicjusz
noodle	makaron
nook	kącik
noon	południe
noose	pętla
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	norma
normal	normalna
normalcy	normalność
normality	normalność
north	północ
northbound	kierujący się na północ
northeast	północny wschód
northern	północny
northwest	północny zachód
northwestern	północno-zachodnia
noschool	NO TRANSLATION
nose	nos
nosebleed	krwotok z nosa
nosey	wścibski
nosnow	nosnow
nostalgia	nostalgia
nostalgic	nostalgiczny
nostress	NO TRANSLATION
nostril	nozdrze
nosun	NO TRANSLATION
nosy	wścibski
not negative	nie ujemny
not positive	nie pozytywne
notable	znaczny
notables	godne uwagi
notably	szczególnie
notamorningperson	NO TRANSLATION
notary	notariusz
notation	notacja
notch	karb
notched	karbowany
note	Uwaga
notebook	notatnik
noted	znakomity
noteworthy	godny uwagi
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	nicość
notice	ogłoszenie
noticeable	zauważalny
notification	powiadomienie
notify	notyfikować
notion	pojęcie
notional	pojęciowy
notoriety	rozgłos
notorious	notoryczny
notready	nie gotowy
notwithstanding	jednakże
nought	nic
noun	rzeczownik
nourish	karmić
nourishment	pokarm
nouveau	NO TRANSLATION
novel	powieść
novelist	powieściopisarz
novelty	nowość
novice	nowicjusz
nowadays	dzisiaj
nowork	nowork
noworries	bez obaw
noxious	szkodliwy
nozzle	dysza
nuance	niuans
nuances	niuanse
nuclear	jądrowy
nucleus	jądro
nude	nagi
nudge	szturchać
nudie	nudie
nudist	nudysta
nudity	nagość
nugget	samorodek
nuisance	kłopot
nuke	nuke
nul	NO TRANSLATION
null	zero
nullify	unieważnić
numb	zdrętwiały
number	numer
numbering	numeracja
numbers	liczby
numbness	drętwienie
numbskull	numbskull
numeral	liczbowy
numerator	licznik ułamka
numerical	liczbowy
numerically	liczebnie
numerous	liczny
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	klasztor żeński
nuptials	zaślubiny
nurse	pielęgniarka
nursemaid	niańka
nursery	żłobek
nursing	Pielęgniarstwo
nurture	wychowanie
nut	orzech
nutcase	wariatka
nutcracker	orzechówka
nuthouse	szalupa
nutmeg	gałka muszkatołowa
nutrition	odżywianie
nutritional	odżywcze
nutritious	pożywny
nutritive	odżywczy
nuts	orzechy
nutshell	łupina od orzecha
nutty	orzechowy
nylon	nylon
nylong	NO TRANSLATION
nylons	nylony
nymph	nimfa
nymphomaniac	nimfomanka
oaf	niedołęga
oak	dąb
oar	wiosło
oasis	oaza
oat	owies
oath	przysięga
oatmeal	owsianka
obedience	posłuszeństwo
obedient	posłuszny
obediently	posłusznie
obelisk	obelisk
obese	otyły
obesity	otyłość
obey	być posłusznym
obi	obi
obit	obit
obituary	pośmiertny
object	obiekt
objection	sprzeciw
objectionable	niewłaściwy
objective	cel
objectivity	obiektywność
obligation	obowiązek
obligatory	obowiązkowy
oblige	zobowiązać
obliged	zobowiązany
obliging	uczynny
obligor	dłużnik
oblique	ukośny
obliterate	wymazać
obliterated	zatarte
obliteration	obliteracja
oblivion	zapomnienie
oblivious	niepomny
oblong	podłużny
obnoxious	nieprzyjemny
oboe	obój
obscene	nieprzyzwoity
obscenity	nieprzyzwoitość
obscure	niejasny
obscured	zasłonięte
obscurity	zapomnienie
observance	przestrzeganie
observant	uważny
observation	obserwacja
observatory	obserwatorium
observe	przestrzegać
observer	obserwator
observing	obserwując
obsess	prześladować
obsessed	obsesję
obsessing	obsesja
obsession	obsesja
obsessive	obsesyjny
obsolescence	starzenie się
obsolete	przestarzały
obstacle	przeszkoda
obstetrician	położnik
obstetrics	położnictwo
obstinate	uparty
obstruct	blokować
obstruction	przeszkoda
obstructive	zatykający
obtain	uzyskać
obtainable	osiągalny
obtuse	rozwarty
obverse	awers
obvious	oczywisty
ocarina	okaryna
occasion	okazja
occasional	okolicznościowy
occasionally	sporadycznie
occipital	potyliczny
occlusion	okluzja
occult	okultystyczny
occupancy	okupacja
occupant	mieszkaniec
occupation	zawód
occupational	zajęciowy
occupied	zajęty
occupier	lokator
occupy	zająć
occupying	okupowanie
occur	pojawić się
occurrence	występowanie
ocd	ocd
ocean	ocean
oceanic	oceaniczny
octagon	ośmiokąt
octave	oktawa
octopus	ośmiornica
ocular	okular
odd	dziwny
oddball	Dziwak
oddity	kuriozum
odds	szansa
ode	oda
odious	wstrętny
odometer	drogomierz
odor	zapach
odyssey	odyseja
oedipal	edypalny
oestrogen	estrogen
oeuvre	NO TRANSLATION
offal	podroby
offence	wykroczenie
offend	obrazić
offended	obrażony
offender	przestępca
offense	wykroczenie
offensive	ofensywa
offer	oferta
offered	oferowany
offering	oferując
offhand	bezceremonialny
office	gabinet
officer	oficer
offices	biura
official	urzędnik
officiate	pełnić obowiązki
offing	otwarte morze
offload	odciążenie
offset	offsetowy
offshoot	odgałęzienie
offshore	offshore
offside	spalony
offspring	potomstwo
oft	oft
oftentimes	częstokroć
ogre	ogr
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	o nie
ohshit	NO TRANSLATION
oil	olej
oils	obrazy olejne
oily	oleisty
oink	oink
ointment	maść
okra	róża chińska
old	stary
olden	stary
older	starsze
oldie	staruszek
oldies	oldies
olfactory	węchowy
oligarchy	oligarchia
olive	Oliwa
omega	omega
omelet	omlet
omen	omen
omgomgomg	NO TRANSLATION
ominous	złowieszczy
omission	pominięcie
omit	pomijać
omitted	pominięty
omnibus	omnibus
omnipotence	wszechmoc
omnipotent	wszechmocny
omnipresent	wszechobecny
omniscient	wszechwiedzący
onboard	na pokładzie
oncologist	onkolog
oncology	onkologia
oncoming	nadchodzący
one	jeden
oneday	NO TRANSLATION
onedge	na krawędzi
onelove	jedna miłość
oneness	jedność
onerous	uciążliwy
oneself	się
ongoing	trwający
onion	cebula
onset	początek
onslaught	atak
onstage	na scenie
ontology	ontologia
onus	odpowiedzialność
onward	naprzód
onyx	onyks
oodles	kupa
oomph	oomph
ooze	muł
oozing	sączący się
op	op
opacity	nieprzezroczystość
opal	opal
opaque	nieprzezroczysty
ope	ope
open	otwarty
opener	otwieracz
opening	otwarcie
openly	otwarcie
openness	otwartość
opera	opera
operate	działać
operatic	operowy
operation	operacja
operational	operacyjny
operations	operacje
operative	operacyjny
operator	operator
ophthalmic	oczny
ophthalmologist	okulista
opiate	opiat
opinion	opinia
opinionated	uparty
opium	opium
opponent	przeciwnik
opportune	dogodny
opportunism	oportunizm
opportunity	okazja
oppose	sprzeciwiać się
opposed	przeciwny
opposing	przeciwstawić
opposite	naprzeciwko
opposites	przeciwieństwa
opposition	sprzeciw
oppress	uciskać
oppressed	uciskany
oppression	ucisk
oppressive	uciążliwy
oppressor	prześladowca
ops	ops
opt	optować
optic	optyczny
optical	optyczny
optics	optyka
optimism	optymizm
optimist	optymista
optimistic	optymistyczny
optimum	optymalny
option	opcja
optional	opcjonalny
optionally	opcjonalnie
options	opcje
optometrist	optometrysta
opulence	bogactwo
opulent	bogaty
opus	opus
oracle	wyrocznia
oral	doustny
orange	Pomarańczowy
orange juice	sok pomarańczowy
orangutan	orangutan
oration	oracja
orator	orator
oratory	kaplica
orb	kula
orbit	orbita
orbital	orbitalny
orbiting	orbitujący
orbs	kule
orc	orc
orchard	sad owocowy
orchestra	orkiestra
orchid	orchidea
ordained	wyświęcony
ordeal	ciężka próba
order	zamówienie
orderly	uporządkowany
ordinance	rozporządzenie
ordinary	zwyczajny
ordination	wyświęcenie
ordnance	artyleria
ore	kruszec
oregano	Oregano
organ	organ
organic	organiczny
organism	organizm
organist	organista
organization	organizacja
organize	zorganizować
organized	zorganizowany
organizer	organizator
orgasm	orgazm
orgies	orgie
orgy	orgia
orient	Orient
oriental	orientalny
orientation	orientacja
orifice	otwór
origami	origami
origin	pochodzenie
original	oryginalny
originality	oryginalność
originate	pochodzić
origination	powstawanie
originator	inicjator
ornament	ornament
ornamental	ozdobny
ornamentation	ozdoby
ornamented	zdobione
ornate	ozdobny
ornery	prostacki
orphan	sierota
orphanage	sierociniec
orphaned	osierocony
orthodontist	ortodonta
orthodox	prawosławny
orthodoxy	prawowierność
orthogonal	prostokątny
orthopedic	ortopedyczny
oscillate	oscylować
oscillating	oscylujące
oscillation	oscylacja
oscillatory	oscylacyjny
ostensible	pozorny
ostensibly	pozornie
ostentatious	ostentacyjny
ostracized	ostracyzm
ostrich	struś
other	inny
otter	wydra
otto	otto
ottoman	otomana
ought	powinni
ounce	uncja
oust	wyrugować
outage	czop
outback	odludzie
outbid	przelicytować
outboard	przyczepny
outbreak	wybuch
outburst	wybuch
outcast	wyrzutek
outcome	wynik
outcry	wrzask
outdated	przestarzały
outdo	przelicytować
outdoor	na wolnym powietrzu
outdoors	na dworze
outer	zewnętrzny
outfit	strój
outgoing	towarzyski
outgrow	wyrastać
outgrowth	wyrostek
outhouse	przybudówka
outing	wypad
outlandish	obcy
outlast	przetrwać
outlaw	banita
outlet	wylot
outline	zarys
outlines	wytyczne
outlive	przeżyć
outlook	perspektywy
outlying	odległy
outnumber	przewyższać liczebnie
outpatient	pacjent dochodzący
outpost	placówka
outpouring	potok
output	wydajność
outrage	skandal
outraged	oburzony
outrageous	skandaliczny
outrank	przewyższać
outreach	sięgać dalej niż ktoś coś
outright	wprost
outrun	wyprzedzać
outset	początek
outsider	outsider
outskirts	peryferie
outsmart	przechytrzyć
outspoken	szczery
outstanding	wybitny
outstretched	rozpostarty
outward	zewnętrzny
outwards	świat zewnętrzny
outweigh	przeważać kogoś coś
outwit	podchodzić
oval	owalny
ovary	jajnik
ovate	jajowate
ovation	owacja
oven	piekarnik
overactive	przesadny
overall	ogólnie
overalls	kombinezon
overbearing	apodyktyczny
overburden	przeciążać
overcast	pochmurny
overcharged	przeładowany
overcoat	płaszcz
overcome	przezwyciężać
overcoming	przezwyciężenie
overcrowded	zatłoczony
overdo	przedobrzyć
overdose	przedawkować
overdrive	zajeździć
overdue	zaległy
overestimate	przeszacować
overestimated	przeszacowane
overflow	przelewowy
overflowing	wezbrany
overgrown	zarośnięty
overgrowth	przerost
overhanging	zwisający
overhaul	wyremontować
overhead	nad głową
overhear	podsłuchać
overheated	przegrzany
overjoyed	uszczęśliwiony
overkill	przesada
overlaid	pokryty
overlap	zakładka
overlapping	nakładanie się
overlay	narzuta
overload	przeciążać
overlook	przeoczyć
overlord	Pan, władca
overlying	overlying
overpaid	nadpłacony
overpass	wiadukt
overplayed	nadmiernie rozgrywane
overpower	pokonać
overpowering	przytłaczający
overpriced	zbyt drogie
overprotective	nadopiekuńczy
overrated	przereklamowany
overreact	przesadzam
override	nadpisanie
