Word	ro
lorry	camion
lose	pierde
loser	pierzător
losing	pierzând
loss	pierderi
lost	pierdut
lot	lot
lotion	loţiune
lots	multe
lottery	loterie
lotto	loto
lotus	lotus
loud	tare
loudly	tare
loudmouth	gura galagioasa
loudness	intensitate
loudspeaker	difuzor
lounge	salon
lounging	odihn
louse	păduche
lousy	prost
lovable	amabil
love	dragoste
loved	iubit
lovee	lovee
loveee	loveee
loveless	neiubitor
lovelife	NO TRANSLATION
loveliness	frumuseţe
lovelovelove	NO TRANSLATION
lovely	minunat
lovemaking	dragoste
lovemylife	NO TRANSLATION
lover	amant
lovesick	bolnav de dragoste
lovethis	iubesc asta
loving	iubitor
lovinglife	iubind viata
lovinlife	lovinlife
low	scăzut
lowdown	Lowdown
lower	inferior
lowering	coborâre
lowest	cel mai mic
lowlands	depresiuni
lowlife	viata grea
lowly	umil
lox	LOX
loyal	loial
loyalty	loialitate
lsd	lsd
luau	luau
lube	Lube
lubricant	lubrifiant
lubricate	lubrifia
lubrication	ungere
lucid	lucid
luck	noroc
luckiest	cel mai norocos
lucky	norocos
luckygirl	fată norocoasă
lucrative	lucrativ
ludicrous	ridicol
lug	toartă
luggage	bagaje
lukewarm	călduț
lull	acalmie
lullaby	cântec de leagăn
lumbar	lombar
lumber	cherestea
lumbering	exploatările forestiere
lumberjack	tăietor de lemne
luminescent	luminescent
luminous	luminos
lump	umflătură
lumpy	zgrunțuros
lunacy	nebunie
lunar	lunar
lunatic	nebun
lunch	Masa de pranz
lunchbox	cutie pentru prânz
luncheon	prânz
lunchtime	ora prânzului
lung	plămân
lunge	fandare
lungs	plămâni
lurch	ascunziș
lure	ispitire
lurid	sângeriu
lurk	pândi
lurking	spectatori
luscious	delicios
lush	luxuriant
lust	dorință
luster	luciu
lustful	desfrânat
lustrous	lucios
lusty	lubric
lute	lăută
luxuriant	luxuriant
luxurious	luxos
luxury	luxos
lycra	lycra
lye	leşie
lying	minciună
lymph	limfă
lymphatic	limfatic
lymphoma	limfom
lynch	linșa
lynching	linşaj
lynx	râs
lyre	liră
lyric	liric
lyrical	liric
lyrics	Versuri
macadamia	Macadamia
macarena	Macarena
macaroni	macaroane
mace	buzdugan
mach	Mach
machete	macetă
machine	maşină
machinery	mașini
machinist	maşinist
macho	macho
mackerel	macrou
macro	macro
mad	nebun
madam	doamnă
madame	doamna
madden	exaspera
madder	roibă
mademoiselle	NO TRANSLATION
mademyday	mi-a făcut ziua
madhouse	casă de nebuni
madman	nebun
madness	nebunie
maestro	maestru
mafia	mafie
magazine	revistă
mage	Mage
magenta	purpuriu
maggot	vierme
magic	magie
magical	magic
magician	magician
magistrate	magistrat
magma	magmă
magna	magna
magnate	magnat
magnesium	magneziu
magnet	magnet
magnetic	magnetic
magnetism	magnetism
magnetite	magnetit
magnification	mărire
magnificence	splendoare
magnificent	magnific
magnifier	lupă
magnify	amplifica
magnifying	mărire
magnitude	mărime
magnolia	magnolie
magpie	coţofană
mahi mahi	NO TRANSLATION
mahjong	Mahjong
mahogany	mahon
maid	servitoare
maiden	de fată
mail	Poștă
mailbox	cutie poștală
mailing	poștală
mailman	poştaş
maim	NO TRANSLATION
main	principal
mainframe	mainframe
mainland	continent
mainstay	sprijin temeinic
mainstream	masă
maintain	menţine
maintenance	întreținere
majestic	maiestuos
majesty	maiestate
major	major
majority	majoritate
make	face
makeover	makeover
maker	producător
makeshift	expedient
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	machiaj
makingdisciples	NO TRANSLATION
malady	boală
malaise	indispoziție
malaria	malarie
malarkey	malarkey
male	masculin
malevolent	răuvoitor
malfeasance	încălcarea legii
malformation	malformaţie
malfunction	defectiune
malice	NO TRANSLATION
malicious	rău
malign	bârfi
malignancy	malignitate
malignant	maligne
maligned	bârfit
mall	centru comercial
malleable	maleabil
mallet	ciocan de lemn
malnutrition	subnutriție
malpractice	incompetenţă
malt	malţ
mama	Mama
mambo	mambo
mamma	NO TRANSLATION
mammal	mamifer
mammoth	mamut
mammy	mămițică
man	om
manage	administra
manageable	flexibil
management	administrare
manager	administrator
managerial	de conducere
mandamus	Mandamus
mandarin	mandarin
mandate	mandat
mandatory	obligatoriu
mandible	mandibulă
mandolin	mandolină
mandrel	mandrină
mane	NO TRANSLATION
maneuver	manevră
maneuvering	manevrare
mange	NO TRANSLATION
manger	iesle
mangle	calandru
mango	mango
mangosteen	mangostan
mangy	soios
manhole	trapă
manhood	bărbăție
manhunt	Manhunt
mania	manie
maniac	maniac
maniacal	maniacală
manic	maniacale
manicure	manichiură
manicurist	manichiuristă
manifest	manifesta
manifestation	manifestare
manifested	manifestat
manifestly	vădit
manifesto	manifest
manifold	colector
manipulate	manipula
manipulation	manipulare
manipulative	de manipulare
mankind	omenire
manly	bărbătesc
manna	mană
manned	cu echipaj uman
mannequin	manechin
manner	manieră
mannered	manierat
manners	maniere
manor	conac
manpower	forței de muncă
mansion	conac
mansions	conace
manslaughter	omor prin imprudenţă
mantel	Mantel
mantis	Mantis
mantle	manta
mantra	Mantra
manual	manual
manufacture	fabricare
manufacturer	producător
manufacturing	de fabricație
manure	gunoi
manuscript	manuscris
map	Hartă
maple	arțar
mar	strica
marathon	maraton
marble	marmură
marbled	de marmură
marbles	marmura
march	Martie
mare	NO TRANSLATION
margarine	margarină
margarita	margarita
margin	margine
marginal	marginal
mariachi	Mariachi
marijuana	marijuană
marinara	marinara
marine	marin
mariner	marinar
marital	marital
maritime	maritim
mark	marcă
marked	marcat
marker	marcator
market	piaţă
marketable	vandabil
marketing	marketing
marketplace	piata de desfacere
marks	mărci
marksman	neștiutor de carte
marksmanship	ochire sigură
marl	marnă
marmalade	marmeladă
maroon	maro
marooned	Marooned
marquee	marchiză
marquis	marchiz
marred	stricat
marriage	căsătorie
married	căsătorit
marrow	măduvă
marry	căsători
marsh	mlaştină
marshal	mareșal
marshmallow	bezea
mart	negoț
martial	marțial
martingale	martingală
martini	Martini
martyr	martir
martyrdom	martiriu
marvel	minune
marvellous	minunat
marvelous	minunat
marvelously	în chip minunat
marzipan	NO TRANSLATION
mascara	rimel
mascot	mascotă
masculine	masculin
masculinity	masculinitate
mash	terci
mashed	piure
mask	masca
masked	mascat
masks	măști
masochism	masochismul
masochist	masochist
mason	zidar
masquerade	mascaradă
mass	masa
massacre	masacru
massage	masaj
masses	mase
masseur	maseur
masseuse	maseză
massive	masiv
mast	catarg
master	maestru
masterful	poruncitor
mastermind	spirit superior
masterpiece	capodopera
mastery	măiestrie
masturbate	masturbezi
masturbation	masturbare
mat	mat
matador	matador
match	Meci
matchbook	matchbook
matching	potrivire
matchmaker	pețitor
mate	pereche
material	material
materialism	materialism
materialist	materialist
materialistic	materialist
materiality	materialitate
materialize	materializa
materially	material
materials	materiale
materiel	materiale
maternal	matern
maternity	maternitate
math	matematica
mathematical	matematic
mathematician	matematician
mathematics	matematică
matinee	matineu
mating	împerechere
matriculation	înmatriculare
matrimony	căsătorie
matrix	matrice
matron	matroană
matted	încâlcit
matter	materie
matting	rogojină
mattress	saltea
maturation	maturizare
mature	matur
maturity	maturitate
maudlin	sentimental
mausoleum	mausoleu
mauve	mov
maverick	nonconformist, hoinar, ratacitor
maxim	maximă
maximize	maximaliza
maximum	maxim
may	Mai
mayday	zi de mai
mayflower	Mayflower
mayhem	Mayhem
mayonnaise	maioneză
mayor	primar
maze	labirint
mead	mied
meadow	luncă
meager	slab
meal	masă
mean	însemna
meander	meandru
meandering	şerpuit
meanie	meanie
meaning	sens
meaningful	plin de înțeles
meaningless	fără înţeles
meanness	josnicie
means	mijloace
meantime	între timp
measles	pojar
measurable	măsurabil
measure	măsura
measured	măsurat
measurement	măsurare
measuring	măsurare
measuring cup	ceașcă de măsurare
measuring tape	bandă de măsurare
meat	carne
meatball	perișoare
meathead	meathead
meatloaf	fleică
mechanic	mecanic
mechanical	mecanic
mechanics	mecanică
mechanism	mecanism
med	NO TRANSLATION
medal	medalie
medallion	medalion
medallist	medaliat
meddle	se amesteca
meddling	imixtiunea
media	mass-media
medial	medial
median	median
mediate	media
mediation	mediere
mediator	mediator
medic	doctor
medical	medical
medicate	medicate
medication	medicament
medicinal	medicinal
medicine	medicament
medieval	medieval
mediocre	mediocru
mediocrity	mediocritate
meditate	medita
meditating	meditativ
meditation	meditaţie
meditative	meditativ
mediterranean	Mediterana
medium	mediu
medley	potpuriu
meek	blând
meet	întâlni
meeting	întâlnire
mega	mega
meh	meh
melancholic	melancolic
melancholy	melancolie
melee	busculadă
mellow	moale
melodious	melodios
melodrama	melodramă
melodramatic	melodramatic
melody	melodie
melon	pepene
melt	topi
meltdown	Meltdown
melting	topire
member	membru
membership	apartenență
membrane	membrană
memento	memento
memo	notificare
memoir	memoriu
memorabilia	Memorabilia
memorable	memorabil
memorandum	memorandum
memorial	memorial
memorials	memorialele
memories	amintiri
memoriesiwontforget	NO TRANSLATION
memorize	memora
memory	memorie
menace	ameninţare
menacing	ameninţător
menagerie	menajerie
mend	repara
mending	lucrări de reparare
menial	servil
meningitis	meningita
meniscus	meniscului
menopause	menopauza
menses	menstruaţie
menstrual	menstrual
mental	mental
mentalhealth	NO TRANSLATION
mentality	mentalitate
menthol	mentol
mention	menționa
mentor	mentor
menu	meniul
meow	miau
mercantile	mercantil
mercenary	mercenar
merchandise	mărfuri
merchant	comerciant
merciful	milostiv
merciless	nemilos
mercurial	ager
mercury	Mercur
mercy	milă
mere	doar
merengue	Merengue
merge	îmbina
merger	fuziune
meridian	meridian
meridional	meridional
meringue	bezea
merit	merit
meritorious	meritoriu
mermaid	sirenă
merriment	veselie
merry	vesel
merrychristmas	NO TRANSLATION
mesa	terasă de stâncă
mescaline	mescalina
mesh	plasă
meshes	ochiuri de plasă
mesmerized	hipnotizat
mess	dezordine
message	mesaj
messedup	NO TRANSLATION
messenger	mesager
messiah	Mesia
messy	murdar
metabolic	metabolic
metabolism	metabolism
metal	metal
metallic	metalic
metallurgy	metalurgie
metamorphosis	metamorfoză
metaphor	metaforă
metaphorical	metaforic
metaphysical	metafizic
metaphysics	metafizică
metastasis	metastază
meteor	meteor
meteoric	meteroric
meteorite	meteorit
meteorological	meteorologic
meteorology	meteorologie
meter	metru
meth	Meth
methadone	metadonă
methane	metan
methanol	metanol
method	metodă
methodical	metodic
methodology	metodologie
meticulous	meticulos
metime	timp pentru mine
metric	metric
metrical	metric
metrology	metrologie
metropolis	metropolă
metropolitan	metropolitan
mettle	temperament
mew	închide în colivie
mezzanine	mezanin
mica	mică
mick	irlandez
micro	micro
microbe	microb
microbiology	microbiologie
microchip	microcip
microcosm	microcosm
microfilm	microfilme
microgram	microgram
micrometer	micrometru
micron	micron
microphone	microfon
microscope	microscop
microscopic	microscopic
microscopically	microscopică
microscopy	microscopie
microwave	cuptor cu microunde
mid	la mijlocul
midair	punct înalt în spațiu
midday	miezul zilei
middle	mijloc
middleman	intermediar
middleweight	Mijlocie
midget	pitic
midland	regiune de mijloc
midlife	vârstei de mijloc
midline	midline
midnight	miezul nopţii
midshipman	aspirant
midst	în mijlocul
midsummer	solstițiu de vară
midterm	la jumătatea perioadei
midtown	midtown
midway	jumătate de drum
midwife	moaşă
midwifery	moșit
mien	NO TRANSLATION
miffed	bosumflat
mighty	puternic
mignon	mignon
migraine	migrenă
migrate	migra
migration	migrațiune
migratory	migrator
mike	Mike
mil	NO TRANSLATION
mild	blând
mildew	mucegai
mildness	moderație
mile	milă
mileage	distanță parcursă
milestone	piatră de hotar
militant	militant
militants	militanţii
military	militar
militia	miliţie
milk	lapte
milkman	lăptar
milkshake	milkshake
milky	lăptos
mill	moară
millennium	mileniu
milligram	miligram
millimeter	milimetru
million	milion
millionaire	milionar
millionth	milionime
millstone	piatră de moară
mime	mima
mimic	imita
mimicking	imitarea
mimicry	mimetism
mince	carne tocată
mincemeat	carne tocată
mind	minte
minded	minte
mindful	atent
mindfulness	atenție
mindless	lipsit de rațiune
mine	A mea
minefield	minat
miner	miner
mineral	mineral
mineralogy	mineralogie
mingle	amesteca
mingled	amestecate
mini	mini
miniature	miniatură
minibus	minibus
minim	NO TRANSLATION
minimal	minim
minimize	minimaliza
minimized	minimizat
minimum	minim
mining	minerit
minion	lingău
minister	ministru
ministerial	de miniștri
ministry	minister
minivan	dubita
mink	nurcă
minnow	plevușcă
minor	minor
minority	minoritate
minstrel	menestrel
mint	mentă
minty	mentolat
minuscule	minuscul
minute	minut
minutiae	detalii precise
minx	cochetă
mir	NO TRANSLATION
miracle	miracol
miracles	minuni
miraculous	miraculos
mirage	miraj
mire	NO TRANSLATION
mirror	oglindă
mirth	veselie
misappropriation	delapidare
misbehave	se purta urât
misbehavior	abatere disciplinara
miscalculation	calcul greșit
miscarriage	avort
miscellaneous	diverse
miscellany	miscelaneu
mischief	bucluc
mischievous	răutăcios
misconception	neînțelegere
misconduct	abatere
misdemeanor	delict
misdirection	trimitere într-o direcție falsă
miser	avar
miserable	mizerabil
miserably	mizerabil
misery	mizerie
misfire	rateu
misfit	inadaptabil
misfortune	ghinion
misguided	NO TRANSLATION
mishap	misfortună
misinformed	dezinformat
misinterpretation	interpretare greșită
mislead	induce în eroare
misleading	derutant
misled	greșit
mismanagement	proasta gestionare
mismatch	nepotrivire
mismatched	mismatched
misnomer	termen impropriu
misplace	pune greșit
misplaced	nepotrivit
misread	interpreta greșit
misrepresent	denatura
misrepresentation	denaturare
misrepresented	a interpretat eronat
miss	domnișoară
missile	rachetă
missiles	rachete
missing	dispărut
missingyou	NO TRANSLATION
mission	misiune
missionary	misionar
misspell	Scris greșit
misstatement	denaturare
missy	Missy
mist	aburi
mistake	greşeală
mistaken	greșit
mister	domnule
mistletoe	vasc
mistreated	maltratati
mistress	amantă
mistrial	eroarea de fapt
mistrust	neîncredere
misty	cețos
misunderstand	înțelege greșit
misunderstanding	neînţelegere
misunderstood	înțeles greșit
misuse	folosire greșită
mite	căpușă
miter	mitră
mitigate	diminua
mitigating	atenuantă
mitigation	atenuare
mitt	mănușă de baseball
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	amesteca
mixed	amestecat
mixedemotions	amalgam de emotii
mixer	mixer
mixture	amestec
mnemonic	mnemonic
moan	geamăt
moat	şanţ
mob	gloată
mobile	mobil
mobility	mobilitate
mobilization	mobilizare
mobilize	mobiliza
mobster	gangster
mocha	cafea mocca
mock	a-și bate joc
mocked	batjocorit
mockery	bătaie de joc
mocking	batjocoritor
mockingbird	mierloi
mod	mod
modal	modal
modality	modalitate
mode	mod
model	model
modeler	Modeler
modeling	modelare
modem	modem
moderate	moderat
moderate anticipation	anticiparea moderată
moderate disgust	dezgust moderat
moderate negative	moderată negativă
moderate positive	moderat pozitiv
moderate surprise	moderată surpriză
moderate trust	încrederea moderată
moderately	moderat
moderating	Moderarea
moderation	moderare
moderator	moderator
modern	modern
modernism	modernism
modest	modest
modesty	modestie
modicum	minimum
modifiable	modificabil
modification	modificare
modified	modificată
modify	modifica
modulate	modula
modulation	modulare
module	modul
modulus	coeficient
mogul	mogul
moiety	jumătate
moist	umed
moisture	umiditate
moisturizer	cremă hidratantă
molar	molar
molasses	melasă
mold	Matrite
molded	turnate
molding	turnare
moldy	mucegăit
mole	cârtiță
molecular	molecular
molecule	moleculă
molest	molesta
molestation	molestare
molester	molestator
molten	topit
mom	mama
moment	moment
momentary	momentan
momentous	important
momentum	impuls
momma	Coana
mommy	mami
monad	monadă
monarch	monarh
monarchy	monarhie
monastery	mănăstire
monastic	mănăstiresc
monetary	monetar
money	bani
mongoloid	mongoloid
mongoose	mangustă
mongrel	corcitură
monitor	Monitor
monk	călugăr
monkey	maimuţă
mono	NO TRANSLATION
monochrome	monocrom
monogamous	monogamă
monogamy	monogamie
monogram	monogramă
monogrammed	monogrammed
monograph	monografie
monolayer	monostrat
monolith	monolit
monologue	monolog
monopolist	monopolist
monopoly	monopol
monotonous	monoton
monotony	monotonie
monoxide	monoxidului
monsieur	Monsieur
monsoon	muson
monster	monstru
monstrosity	monstruozitate
monstrous	monstruos
montage	montaj
monte	monte
month	lună
monthly	lunar
monument	monument
monumental	monumental
moo	muget
mooch	mooch
mood	dispozitie
moods	starea de spirit
moody	cu toane
moon	lună
moonbeam	rază de lună
moonlight	lumina lunii
moonlit	luminat de lună
moonshine	vorbe de clacă
moonstruck	Moonstruck
moonwalk	Moonwalk
moor	acosta
moored	amarate
mooring	acostare
moorings	loc de acostare
moorland	mlăștinoasă
moose	Elan
moot	aduce în discuție
mooted	pusă în discuție
mop	spălător
mope	lâncezi
moped	motoreta
moral	morală
morale	moral
morality	moralitate
morals	morala
morass	mlaştină
moratorium	moratoriu
moray	Moray
morbid	morbid
morbidity	morbiditate
morbidness	morbiditate
mores	moravurile
morgue	morgă
moribund	muribund
morn	dimineţi
morning	dimineaţă
moron	imbecil
moronic	moronic
morose	ursuz
morph	morph
morphine	morfină
morphism	morfism
morphology	morfologie
morrow	mâine
morsel	bucăţică
mortal	muritor
mortality	mortalitate
mortar	mortar
mortgage	credit ipotecar
mortgagee	creditor ipotecar
mortgagor	mortgagor
mortician	antreprenor de pompe funebre
mortification	mortificare
mortified	mortificat
mortuary	morgă
mosaic	mozaic
mosey	Mosey
mosque	moschee
mosquito	ţânţar
moss	mușchi
mossy	cu muşchi
mote	NO TRANSLATION
motel	motel
moth	molie
mother	mamă
motherfucker	nenorocitule
motherfucking	nenorocită
motherhood	maternitate
motherland	patrie
motherless	fără mamă
motherly	de mamă
motif	motiv
motion	mişcare
motionless	nemişcat
motivate	motiva
motivating	motivarea
motivation	motivație
motivational	motivațional
motive	motiv
motley	pestriț
motor	motor
motorbike	motocicleta
motorboat	barcă cu motor
motorcade	cortegiu de automobile
motorcar	automobil
motorcycle	motocicletă
motorist	automobilist
motte	Motte
mottled	marmorat
motto	motto
mould	Matrite
mound	movilă
mount	montură
mountain	Munte
mountaineer	alpinist
mountainous	muntos
mountains	munţi
mountaintop	vârful muntelui
mourn	jeli
mournful	îndoliat
mourning	doliu
mouse	mouse
mousetrap	cursă de şoareci
mousse	spumă
moustache	mustață
mousy	sfios
mouth	gură
mouthful	îmbucătură
mouthpiece	purtător de cuvânt
mouthwash	apă de gură
movable	mobil
move	mișcare
movement	circulaţie
mover	motor
movie	film
movies	filme
moving	in miscare
movingforward	NO TRANSLATION
movingon	Trecând peste
mow	cosi
mower	cositoare
moxie	Moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	noroi
mucked	mucked
mucous	mucos
mucus	mucus
mud	noroi
muddle	încâlci
muddled	muddled
muddy	plin de noroi
muff	manşon
muffin	brioşă
muffled	înăbuşit
muffler	toba de esapament
mug	halbă
mugger	bufon
mulberry	dudă
mulch	mulci
mule	catâr
mull	promontoriu
mullet	lumânărică
multilateral	multilateral
multimedia	multimedia
multinational	multinațional
multiple	multiplu
multiple sclerosis	scleroză multiplă
multiplex	multiplex
multiplication	multiplicare
multiplicity	multiplicitate
multiplied	înmulțit
multiplier	coeficient
multiply	multiplica
multitude	multitudine
mum	mămică
mumble	molfăi
mumbo	Mumbo
mummy	mumie
mumps	oreion
munch	Munch
munchies	munchies
munchkin	Munchkin
mundane	lumesc
municipal	municipal
municipality	municipiu
mural	mural
murder	crimă
murderer	criminal
murderess	criminalã
murderous	ucigător
murky	întunecos
murmur	murmur
muscle	muşchi
muscular	muscular
muse	muză
muses	muze
museum	muzeu
mush	NO TRANSLATION
mushroom	ciupercă
mushy	ca terciul
music	muzică
musical	muzical
musician	muzician
musing	îngândurat
musk	mosc
musket	muschetă
musketeer	muşchetar
muskrat	bizam
muslin	muselină
muss	NO TRANSLATION
must	trebuie sa
mustang	mustang
mustard	muştar
muster	strânge
musty	prăfuit
mutable	mutabil
mutant	mutantă
mutate	suferi mutații
mutation	mutaţie
mute	mut
muted	dezactivat
mutilate	mutila
mutilated	desfigurat
mutilation	mutilare
mutiny	răzvrătire
mutt	tâmpit
mutter	NO TRANSLATION
mutton	carne de oaie
mutual	reciproc
mutually	reciproc
muzzle	bot
myfavorite	preferatul meu
myopia	miopie
myopic	miop
myriad	imensitate
mysterious	misterios
mystery	mister
mystic	mistic
mystical	mistic
mysticism	misticism
mystified	intrigat
mystique	mistica
myth	mit
mythic	mitic
mythical	mitic
mythological	mitologic
mythology	mitologie
nab	înșfăca
nacho	Nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	cui
nail gun	arma cu unghii
naive	naiv
naked	gol
nakedness	goliciune
namaste	NO TRANSLATION
name	Nume
named	numit
nameless	fără nume
namesake	omonim
naming	denumire
nana	nana
nanny	bonă
nanometer	nanometri
nap	pui de somn
napalm	napalm
nape	ceafă
napkin	şerveţel
napping	napping
nappy	scămoşat
narcissism	narcisism
narcissist	narcisist
narcissistic	narcisist
narcotic	narcotic
narrate	povesti
narration	naraţiune
narrative	narativ
narrator	narator
narrow	îngust
narrowing	îngustarea
nasal	nazal
nascent	născând
nasty	neplăcut
natal	natal
nation	naţiune
national	naţional
nationality	naţionalitate
nationwide	la nivel național
native	nativ
nativity	Naşterea Domnului
natural	natural
natural gas	gaz natural
naturalist	naturalist
naturalization	naturalizare
naturalized	naturalizat
naturally	natural
nature	natură
naught	nimic
naughty	obraznic
nausea	greaţă
nauseate	face scârbă
nauseating	scabros
nauseous	grețos
nautical	nautic
nautilus	nautilus
naval	naval
nave	naos
navel	buric
navigable	navigabil
navigate	navigare
navigation	navigare
navigational	de navigaţie
navigator	navigator
navy	bleumarin
nay	NO TRANSLATION
nearsighted	miop
neat	curat
neatly	îngrijit
nebula	nebuloasă
nebulae	nebuloase
nebulous	nebulos
necessarily	în mod necesar
necessary	necesar
necessitate	necesita
necessities	necesități
necessity	necesitate
neck	gât
necklace	colier
necktie	cravată
necromancer	necromant
necrosis	necroză
nectar	nectar
need	nevoie
needalife	NO TRANSLATION
needed	Necesar
needful	necesar
needit	NO TRANSLATION
needle	ac
needlepoint	needlepoint
needles	ace
needless	inutil
needtoknow	Trebuie să știu
needtorelax	NO TRANSLATION
needy	nevoiaș
nefarious	abject
negation	negare
negative	negativ
negativity	negativitate
neglect	neglijare
neglected	uitat
neglecting	neglijând
negligee	negligee
negligence	neglijenţă
negligent	neglijent
negligently	NO TRANSLATION
negligible	neglijabil
negotiable	negociabil
negotiate	a negocia
negotiation	negociere
negotiator	negociator
negro	negru
neigh	nechezat
neighbor	vecin
neighborhood	Cartier
neighboring	învecinat
nemesis	răzbunare
neon	neon
neonatal	neonatală
neophyte	neofit
neoprene	neopren
nephew	nepot
nepotism	nepotism
nerd	tocilar
nerdy	tocilar
nerve	nerv
nerves	nervi
nervous	agitat
nervousness	nervozitate
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	promontoriu
nest	cuib
nestle	cuibări
nestling	puișor
net	net
nether	de jos
netting	plasă
nettle	urzica
network	reţea
networking	rețele
neural	neural
neuralgia	nevralgie
neurological	neurologice
neurologist	neurolog
neurology	neurologie
neurosis	nevroză
neurosurgeon	neurochirurg
neurosurgery	neurochirurgie
neurotic	nevrotic
neuter	neutru
neutral	neutru
neutrality	neutralitate
neutralize	neutraliza
neutron	neutron
new	nou
new age	noua era
newbeginnings	NO TRANSLATION
newborn	nou nascut
newcomer	nou venit
newday	zi noua
newfound	newfound
newjob	NO TRANSLATION
newlife	viață nouă
newly	recent
newlywed	proaspăt căsătorit
newme	noul eu
newness	noutății
news	știri
newscast	buletin de știri
newscaster	newscaster
newsflash	Newsflash
newsletter	buletin informativ
newsman	reporter
newspaper	ziar
newspaperman	ziarist
newsreel	actualităţi
newsroom	sală de lectură
newsstand	chioşc de ziare
newstart	un nou inceput
newt	triton
newyear	NO TRANSLATION
nexus	legătură
nib	peniţă
nibble	ciuguli
nice	frumos
niche	nişă
nichts	NO TRANSLATION
nick	nick
nickel	nichel
nickname	poreclă
nicotine	nicotină
niece	nepoată
nifty	puturos
nigger	negru
nigh	aproape
night	noapte
nightcap	bonetă de noapte
nightclub	Club de noapte
nightfall	căderea nopţii
nightgown	camasa de noapte
nightie	cămăşuţă de noapte
nightingale	privighetoare
nightlife	viata de noapte
nightly	noapte de noapte
nightmare	coșmar
nightmares	coșmaruri
nightstand	noptiera
nightstick	baston
nighttime	timp de noapte
nihilism	nihilism
nil	zero
nimble	agil
nimrod	Nimrod
nincompoop	imbecil
nine	nouă
nineteen	nouăsprezece
ninety	nouăzeci
ninja	ninja
ninny	strolea
nintendo	nintendo
ninth	nouălea
nip	mușcătură
nipper	pici
nipple	biberon
nippy	iute
nitrate	nitrat
nitro	nitro
nitrogen	azot
nitrous	nitros
nitwit	tont
nix	nix
no anticipation	nici o anticipare
no disgust	fără dezgust
no emotion	nicio emotie
no sentiment	nici un sentiment
no surprise	fără surprize
no trust	fara incredere
nobility	nobleţe
noble	nobil
nobleman	nobil
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	nocturn
nod	da din cap
nodding	dînd din cap
node	nodul
nodular	nodular
nodule	nodul
noggin	dovleac
nohope	NO TRANSLATION
noir	noir
noise	zgomot
noisy	zgomotos
nomad	nomad
nomadic	nomad
nomenclature	nomenclatură
nominal	nominal
nominate	numi
nomination	numire
nominee	candidat
nonce	nonce
nonchalant	nepăsător
noncompliance	nesupunere
nondescript	greu de definit
nonexistent	inexistent
nonfat	negrasă
nonfiction	nonficțiune
nonpayment	neplată
nonresident	non rezident
nonsense	Prostii
nonsensical	fără sens
nonviolent	nonviolentă
noob	începător
noodle	taitei
nook	colţ
noon	amiază
noose	laţ
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	normă
normal	normal
normalcy	normalitatea
normality	normalitate
north	Nord
northbound	northbound
northeast	nord-est
northern	de Nord
northwest	Nord Vest
northwestern	nord-vest
noschool	NO TRANSLATION
nose	nas
nosebleed	nosebleed
nosey	băgăcios
nosnow	fără zăpadă
nostalgia	nostalgie
nostalgic	nostalgic
nostress	NO TRANSLATION
nostril	nară
nosun	NO TRANSLATION
nosy	băgăcios
not negative	nu negativ
not positive	nu pozitiv
notable	notabil
notables	notabilii
notably	în special
notamorningperson	NO TRANSLATION
notary	notar
notation	notaţie
notch	crestătură
notched	dințat
note	Notă
notebook	caiet
noted	remarcat
noteworthy	remarcabil
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	nimic
notice	înștiințare
noticeable	vizibil
notification	notificare
notify	notifica
notion	noţiune
notional	noțional
notoriety	notorietate
notorious	notoriu
notready	nu e gata
notwithstanding	în ciuda
nought	nimic
noun	substantiv
nourish	hrăni
nourishment	alimentație
nouveau	NO TRANSLATION
novel	roman
novelist	romancier
novelty	noutate
novice	novice
nowadays	in zilele de azi
nowork	fără muncă
noworries	fără griji
noxious	nociv
nozzle	duză
nuance	nuanţă
nuances	nuanțe
nuclear	nuclear
nucleus	nucleu
nude	nud
nudge	ghiont
nudie	nudie
nudist	nudist
nudity	nuditate
nugget	pepită
nuisance	pacoste
nuke	Nuke
nul	NO TRANSLATION
null	nul
nullify	anula
numb	amorțit
number	număr
numbering	numerotare
numbers	numerele
numbness	amorţeală
numbskull	numbskull
numeral	numeral
numerator	numărător
numerical	numeric
numerically	numeric
numerous	numeroși
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	mănăstire de călugăriţe
nuptials	nuntă
nurse	asistent medical
nursemaid	doica
nursery	pepinieră
nursing	asistență medicală
nurture	hrăni
nut	nuca
nutcase	nebun
nutcracker	spărgător de nuci
nuthouse	casa de nebuni
nutmeg	nucşoară
nutrition	nutriție
nutritional	nutriționale
nutritious	hrănitor
nutritive	nutritiv
nuts	nuci
nutshell	coajă de nucă
nutty	cu gust de nucă
nylon	nailon
nylong	NO TRANSLATION
nylons	nylons
nymph	nimfă
nymphomaniac	nimfomana
