Word	be
instructed	праінструктаваныя
instruction	інструкцыя
instructional	навучальны
instructions	інструкцыі
instructive	павучальны
instructor	інструктар
instrument	інструмент
instrumental	інструментальны
instrumentalist	інструменталіст
instrumentality	інстытуцыя
insubordination	непадпарадкаванне
insufferable	невыносны
insufficiency	недастатковасць
insufficient	недастатковае
insufficiently	недастаткова
insular	астраўной
insulate	ізаляваць
insulated	ізаляваны
insulation	ізаляцыя
insulin	інсулін
insult	абразу
insulting	абразлівы
insurance	страхаванне
insure	страхаваць
insurgent	паўсталы
insurmountable	непераадольны
insurrection	паўстанне
intact	непашкоджаны
intake	спажыванне
intangible	нематэрыяльны
integer	цэлы лік
integral	інтэграл
integrate	інтэграваць
integration	інтэграцыя
integrity	цэласнасць
intellect	інтэлект
intellectual	інтэлектуальнай
intelligence	інтэлект
intelligent	разумны
intelligibility	пераборлівасць
intelligible	зразумелы
intend	меў намер
intended	прызначаны
intending	які мае намер
intense	інтэнсіўны
intensely	інтэнсіўна
intensify	актывізаваць
intensity	інтэнсіўнасць
intensive	інтэнсіўны
intent	намер
intention	намер
intentional	наўмысны
intentionally	наўмысна
inter	паміж
interact	ўзаемадзейнічаць
interaction	узаемадзеянне
interactive	інтэрактыўны
intercede	Пасрэднічаю
intercept	перахоп
interception	падслухоўванне
intercession	заступніцтва
interchange	абмен
interchangeable	ўзаемазаменнымі
interchanged	памяняць месцамі
intercom	ўнутраная сувязь
intercourse	зносіны
interdependence	ўзаемазалежнасць
interdependent	ўзаемазалежныя
interdiction	воспрещение
interest	цікавасць
interested	зацікаўлены
interesting	цікавы
interface	інтэрфейс
interfere	ўмешвацца
interference	інтэрферэнцыя
interferometer	інтэрфераметрыі
intergalactic	міжгалактычны
interim	прамежкавы
interior	інтэр'ер
interject	ўстаўляць
interlocutory	неканчатковы
interlude	інтерлюдія
intermediary	пасярэднік
intermediate	прамежкавы
interment	пахаванне
interminable	бясконцы
intermission	антракт
intermittent	перарывісты
intern	інтэрн
internal	ўнутраны
internally	ўнутрана
international	міжнародны
internet	інтэрнэт
internship	Інтэрнатуру
interoffice	межстанционный
interpolate	интерполировать
interpolation	інтэрпаляцыя
interpret	інтэрпрэтаваць
interpretation	інтэрпрэтацыя
interpreter	перакладчык
interpretive	які інтэрпрэтуе
interrelated	ўзаемазвязаны
interrogate	дапытваць
interrogation	апытанне
interrupt	перапыненне
interrupted	перарваны
interrupting	перарываецца
interruption	перапыненне
interrupts	перапынення
intersect	перасякацца
intersection	скрыжаванне
interstate	міждзяржаўны
interstellar	міжзоркавы
interstitial	міжтканкавы
interval	інтэрвал
intervene	ўмешвацца
intervening	ўмешваючыся
intervention	ўмяшанне
interview	інтэрв'ю
interviewer	інтэрв'юер
interworking	міжсеткавае ўзаемадзеянне
intestate	памерлы без завяшчання
intestinal	кішачны
intestine	кішка
intestines	кішачнік
intimacy	інтымнасць
intimate	інтымны
intimately	цесна
intimation	указанне
intimidate	запалохваць
intimidated	запалоханыя
intimidating	страшным
intimidation	застрашванне
intolerable	невыносны
intolerance	непераноснасць
intolerant	нецярпімы
intonation	інтанацыя
intoxicated	ап'янелы
intoxicating	ап'яняльны
intoxication	ап'яненне
intracranial	нутрачарапной
intractable	непадатным
intramural	вочны
intravenous	нутравенныя
intrepid	бясстрашны
intricate	заблытаны
intrigue	інтрыга
intriguing	інтрыгуе
intrinsic	уласцівы
intrinsically	у рэчаіснасці
intro	ўвядзенне
introduce	ўводзіць
introduction	ўвядзенне
introductory	ўводны
introspection	інтраспекцыя
introspective	интроспективный
intrude	ўрывацца
intruder	парушальнік
intrusion	ўварванне
intrusive	назойлівы
intubation	інтубацыі
intuition	інтуіцыя
intuitive	інтуітыўны
intuitively	інтуітыўна
inundation	наплыў
invade	ўрывацца
invader	захопнік
invalid	несапраўдны
invalidate	ануляваць
invalidation	прызнанне несапраўдным
invalidity	несапраўднасць
invaluable	неацэнны
invariably	нязменна
invasion	ўварванне
invasive	агрэсіўны
invent	выдумляць
invention	вынаходніцтва
inventive	вынаходніцкай
inventor	вынаходнік
inventory	інвентар
inverse	зваротны
inversely	назад
inversion	інверсія
invert	інвертаваць
inverted	перавернуты
invest	інвеставаць
investigate	даследаваць
investigation	даследаванне
investigative	следчы
investigator	следчы
investment	інвестыцыі
investor	інвестар
invidious	абуральны
invigorate	падбадзёрваць
invincible	непераможны
invisibility	нябачнасць
invisible	нябачны
invitation	запрашэнне
invite	запрашаць
inviting	вабны
invocation	выклік
invoice	рахунак-фактура
invoke	заклікаць
involuntary	міжвольны
involution	інвалюцыя
involve	ўключаць
involvement	удзел
invulnerable	непаражальны
inwards	ўнутр
iodine	ёд
ion	іён
iota	йота
irate	разгневаны
ire	NO TRANSLATION
iridescent	вясёлкавы
iris	касач
irked	раздражнёны
irks	дакучае
iron	жалеза
ironclad	браняносец
ironic	іранічны
irons	прасы
irony	іронія
irradiation	апрамяненне
irrational	ірацыянальны
irrationality	ірацыянальнасць
irreconcilable	непрымірымы
irreducible	непрыводных
irrefutable	неабвержны
irregular	нерэгулярны
irregularity	няправільнасць
irregularly	нерэгулярна
irrelevant	не мае значэння
irreparable	непапраўную
irreplaceable	незаменны
irrepressible	няўрымслівы
irresistible	непераадольны
irrespective	незалежна
irresponsible	безадказны
irreverent	непачцівыя
irreversible	незваротны
irrevocable	безотзывный
irrigate	абрашаць
irrigation	абрашэнне
irritability	ўзбудлівасць
irritable	раздражняльны
irritate	раздражняць
irritated	раздражнёны
irritates	раздражняе
irritating	раздражняльны
irritation	раздражненне
island	востраў
isle	астраўной
islet	астравок
isolate	ізаляваць
isolated	ізаляваны
isolation	ізаляцыя
isomorphism	ізамарфізму
isothermal	ізатэрмічны
isotope	ізатоп
issue	пытанне
itch	кароста
itching	зудящий
itchy	зудящий
item	пункт
itemize	дэталізаваць
items	пункты
iterate	паўтараць
iteration	ітэрацыя
iterative	итеративный
itinerant	вандроўны
itinerary	маршрут
ivory	колеру слановай косці
jab	прышчэпка
jabber	траскатня
jack	дамкрат
jackal	шакал
jackass	дурань
jacket	куртка
jackhammer	пневмоперфоратор
jackpot	куш
jackrabbit	Jackrabbit
jacks	дамкраты
jade	нефрыт
jaded	змучаны
jag	NO TRANSLATION
jagged	вышчэрблены
jaguar	ягуар
jail	турэмнае зняволенне
jailbird	рэцыдывіст
jailbreak	ўцёкі з турмы
jailer	турэмшчык
jailhouse	турма
jalopy	тая калымага
jam	джэм
jamboree	свята
jammed	заціснуты
jammer	глушыцель
janitor	дворнік
janitorial	дворнікаў
japan	Японія
jar	яс
jargon	жаргон
jarhead	крутильный адбойны яс
jarring	дысананс
jasmine	язмін
jasper	яшма
jaundice	жаўтуха
jaunt	забаўлівая прагулка
java	ява
javelin	дзіда
jaw	сківіцу
jawbone	сківічная костка
jaws	пашча
jay	сойка
jazz	джаз
jazzy	джазавы
jealous	раўнівы
jealousy	рэўнасць
jean	джынсавы
jeans	джынсы
jeep	джып
jeering	здзек
jelly	жэле
jellybean	Jellybean
jellyfish	медуза
jenny	пад'ёмны кран
jeopardize	пад небяспеку
jeopardy	падсуднасць
jerk	падонак
jerks	канвульсіі
jerky	вяленае мяса
jersey	джэрсі
jest	NO TRANSLATION
jester	шут
jesus	Ісус
jet	рэактыўны самалёт
jetty	маўляў
jewel	каштоўны камень
jeweler	ювелір
jewelry	ювелірныя вырабы
jib	Клівера
jiff	NO TRANSLATION
jiffy	імгненне
jig	кандуктар
jiggle	калыхаць
jigsaw	галаваломкі
jihad	джыхад
jimmy	адмычка
jingle	бразгат
jinx	прыносіць няшчасце
jitters	спалох
jittery	палахлівы
jive	джайв
job	праца
jobinterview	NO TRANSLATION
jock	джок
jockey	жакей
jockstrap	бандаж
jog	бегаць трушком
jogger	хто бяжыць трушком
john	Джон
join	далучыцца
joined	далучыўся
joining	далучэнне
joint	сумесны
jointly	сумесна
joke	жарт
joker	джокер
joking	жартую
jolly	вясёлы
jolt	трэсці
jornada	NO TRANSLATION
jot	йота
jour	NO TRANSLATION
journal	часопіс
journalism	журналістыка
journalist	журналіст
journalistic	журналісцкае
journey	падарожжа
journeyman	чаляднік
joust	рыцарскі турнір
jovial	вясёлы
joy	радасць
joyful	радасны
joyous	радасны
joyride	забаўлівая паездка на аўтамашыне або самалёце
joys	радасцяў
jubilant	радасны
jubilee	юбілей
judge	суддзя
judged	судзіць
judging	судзейства
judgment	меркаваньне
judgmental	наўмысны
judicial	судовая
judiciary	судовая сістэма
judicious	разважлівы
judo	дзюдо
jug	збан
juggle	жангляваць
juggler	жанглёр
juggling	жангліраванне
jugular	шыйны
juice	сок
juicer	сокавыціскалка
juicy	сакавіты
juju	NO TRANSLATION
juke	танны рэстаран, дзе танчаць пад музыку аўтаматычнага прайгравальніка
jukebox	прайгравальнік-аўтамат
jumble	змешваць
jumbled	перамяшаны
jumbo	гіганцкі
jump	скакаць
jump rope	скакалка
jumper	перамычка
jumpsuit	камбінезон
jumpy	скаку
junction	злучэнне
juncture	стык
jungle	джунглі
junior	малодшы
juniper	ядловец
junk	барахло
junket	баляваць
junkie	наркаман
junky	наркаман
junkyard	звалка
junta	хунта
juridical	юрыдычны
jurisdiction	юрысдыкцыя
jurisprudence	юрыспрудэнцыя
jurist	юрыст
juror	прысяжны
jury	журы
justice	справядлівасць
justifiable	дапушчальны
justification	абгрунтаванне
justify	абгрунтоўваць
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	джут
juvenile	ювенільны
juxtaposition	суседства
kaiser	кайзер
kale	ліставая капуста
kaleidoscope	калейдаскоп
kamikaze	камікадзэ
kangaroo	кенгуру
kanji	кандзи
kappa	каппа
kaput	NO TRANSLATION
karaoke	караоке
karate	каратэ
karma	карма
karmic	кармічная
kayak	каяк
kazoo	Казуо
kebab	кебаб
keel	кіль
keen	востры
keep	трымаць
keeper	захавальнік
keeping	захоўванне
keepsake	саладжавы
keg	бочачку
kelp	ламінарыя
ken	кругагляд
kennel	будка
kerchief	косынка
kern	дзеравеншчына
kernel	ядро
kerosene	газа
ketchup	кетчуп
kettle	чайнік
key	ключ
keyboard	клавіятура
keyed	ключ
keyhole	замочная свідравіна
keynote	лейтматыў
keypad	клавіятура
keystone	замкавы камень
keyword	ключавое слова
khaki	хакі
khan	хан
kibble	драбіць
kick	ўдар
kickboxing	кікбоксінг
kicker	скандаліст
kicking	штурхаючы
kickoff	скідаць
kid	дзіця
kidder	Киддер
kidding	дзяцінства
kiddo	малышка
kiddos	kiddos
kidnap	выкрадаць
kidnapped	выкрадзены
kidnapper	выкрадальнік
kidnapping	выкраданне людзей
kidney	нырка
kids	дзеці
kill	забіць
killer	забойца
killing	забойства
killjoy	буркун
kiln	печы
kilo	NO TRANSLATION
kilogram	кілаграм
kilometer	кіламетр
kilt	спадніца ў зморшчыну
kimono	кімано
kin	радня
kind	выгляд
kindergarten	дзіцячы сад
kindling	падпалка
kindness	дабрыня
kindred	роднасны
kinematics	кінематыка
kinesiology	кинезиология
kinetic	кінэтычны
king	кароль
king snake	каралеўская змяя
kingdom	каралеўства
kingpin	шворан
kink	перагін
kinky	кучаравы
kinship	сваяцтва
kiosk	кіёск
kirk	Kirk
kiss	пацалунак
kisser	цалуецца
kissy	Kissy
kit	камплект
kitchen	кухня
kite	паветраны змей
kitten	кацяня
kiwi	ківі
klutz	недарэка
knack	спрыт
knapsack	ранец
knead	мясіць
knee	калена
kneecap	накаленнік
kneel	стаяць на каленях
kneeling	стоячы на ​​каленях
knell	прадвесціць
knick	Knick
knickers	жаночыя майткі
knife	нож
knight	рыцар
knighthood	рыцарства
knit	вязаць
knob	ручка
knock	пастукаць
knockoff	падробка
knockout	накаўт
knoll	бугор
knot	вузел
knots	вузлы
knotted	вузлаваты
know	ведаць
knowing	веданне
knowingly	свядома
knowledge	веданне
knowledgeable	дасведчаны
knuckle	ножка
knucklehead	Knucklehead
knuckles	кастэт
koala	каала
kook	NO TRANSLATION
kooky	з закідонаў
kool-aid	Kool-Aid
kos	кос
kosher	кошерный
kraut	NO TRANSLATION
kris	крыс
kryptonite	крыптону
kudos	пашана
kumquat	кумкватам
lab	лабараторыя
label	этыкетка
labor	працы
laboratory	лабараторыя
labored	абцяжаранае
laborer	чорнарабочы
laboring	хто працуе, той
laborious	працаёмкі
labyrinth	лабірынт
lac	лак
lace	шнурок
laceration	раздзіранне
lack	адсутнасць
lackey	лёкай
lacking	не хапае
lackluster	цьмяны
lacquer	лак
lacrosse	лакросс
lactose	лактоза
lad	хлопец
ladder	лесвіца
laddie	хлопец
laden	нагружаны
lading	пагрузка
ladle	чарпак
lady	лэдзі
lady bug	NO TRANSLATION
ladybug	божая кароўка
ladylike	падобны да жанчыны
ladyship	тытул лэдзі
lag	запазненне
lager	NO TRANSLATION
lagging	адсталы
lagoon	лагуна
lair	логава
laity	свецкія
lake	возера
lama	NO TRANSLATION
lamb	бараніна
lame	кульгавы
lament	екатаць
lamenting	бедаваць
lamina	тонкая пласцінка
laminated	лямінаванага
lamp	лямпа
lamppost	ліхтарны слуп
lance	дзіду
lancer	улан
land	зямля
landed	прызямліўся
landfall	апоўзень
landfill	палігон
landing	пасадка
landlady	памешчыца
landlocked	суша
landlord	арэндадаўца
landmark	арыенцір
lands	зямлі
landscape	пейзаж
landscaping	ландшафтны дызайн
landslide	апоўзень
lane	паласа
language	мова
languid	млявы
languish	таміцца
languishing	млявы
lanky	цыбаты
lantern	ліхтар
lap	круг
lapdog	балонка
lapel	адварот
lapse	недагляд
lapsed	запала
laptop	партатыўны кампутар
larceny	крадзеж
lard	свіное сала
larder	камора
large	вялікі
larger	больш
largo	NO TRANSLATION
lark	жаўрук
larva	лічынка
laryngitis	ларынгіт
larynx	гартань
lasagna	лажання
laser	лазер
lash	бізун
lass	дзяўчына
lasso	ласо
lastday	NO TRANSLATION
lasting	трывалы
lastminute	ў апошнюю хвіліну
latch	зашчапка
late	позна
lateness	спазненне
latent	латэнтны
lateral	бакавыя
laterally	збоку
latex	латекс
lathe	такарны станок
lather	намыльваць
latitude	шырата
latrine	прыбіральня
latrines	прыбіральні
latte	латте
lattice	рашотка
laud	славіць
laudable	пахвальны
laudation	ўсхваленне
laudatory	хвалебны
laugh	смех
laughable	смяхотны
laughing	смяецца
laughingstock	NO TRANSLATION
laughs	смяецца
laughter	смех
launch	запуск
launcher	пускавая ўстаноўка
launches	катэры
launder	адмываць
laundering	адмыванне
laundry	пральня
laureate	лаўрэат
laurel	лаўр высакародны
laurels	лаўры
lava	лава
lavage	лаважа
lavatory	прыбіральня
lavender	лаванда
lavish	марнатравіць
law	закон
lawful	законны
lawless	беззаконны
lawlessness	бяспраўе
lawman	судовы выканаўца
lawn	лужок
lawnmower	газонакасілка
lawsuit	судовы працэс
lawyer	адвакат
lax	друзлы
laxative	слабільнае
lay	пракладаць
layaway	Layaway
layer	пласт
layered	слаістай
layman	неадмысловец
layout	размяшчэнне
layover	прыпынак
laziness	ленасць
lazy	лянівы
lazyday	lazyday
lea	луг
lead	весці
leaded	освинцованный
leader	лідэр
leadership	кіраўніцтва
leading	вядучы
leads	прыводзіць
leaf	ліст
leaflet	ўлётка
leafy	лісцяны
league	ліга
leak	ўцечка
leakage	ўцечкі
leaky	няшчыльны
lean	посны
leaned	прыхінуўся
leaning	схільнасць
leap	скачок
learn	вучыцца
learned	вучоны
learner	вучань
learning	навучанне
lease	арэнда
leash	прывязь
leather	скура
leathery	скурыстыя
leave	адпачынак
leavemealone	пакінь мяне аднаго
leaving	сыход
lecherous	распусныя
lecture	лекцыя
lecturer	выкладчык
ledge	уступ
ledger	гросбух
lee	Зацішнага
leech	п'яўка
leeches	п'яўкі
leer	NO TRANSLATION
leery	падазроны
lees	NO TRANSLATION
leeway	дрэйф
left	злева
leftout	NO TRANSLATION
leftover	перажытак
leftovers	аб'едкі
lefty	ляўшун
leg	ножка
legacy	спадчына
legal	прававой
legality	легальнасць
legalize	легалізаваць
legalized	легалізаваны
legally	юрыдычна
legend	легенда
legendary	легендарны
legibility	пераборлівасць
legible	пераборлівы
legion	легіён
legislate	законодательствовать
legislation	заканадаўства
legislative	заканадаўчыя
legislator	заканадавец
legislature	заканадаўчая ўлада
legit	законныя
legitimacy	законнасць
legitimate	законны
lego	лега
legs	ногі
legume	боб
legwork	праца, якая патрабуе летаніны
leisure	вольны час
leisurely	марудлівы
lemma	лема
lemon	цытрына
lemonade	ліманад
lend	пазычаць
lender	крэдытор
lending	крэдытаванне
length	даўжыня
lengthen	падаўжаць
lengthened	падоўжаны
lengthening	падаўжэнне
lengthwise	уздоўж
lengthy	доўгі
leniency	паблажлівасць
lenient	паблажлівы
lens	аб'ектыў
leopard	леапард
leotard	трыко
leper	пракажоны
leprechaun	гном
leprosy	праказа
lesbian	лесбіянка
lesbianism	лесбіянства
lesion	паражэнне
less	менш
lessee	лізінгаатрымальнік
lessen	памяншаць
lessening	памяншэнне
lesser	меншы
lesson	ўрок
lessor	арэндадаўца
let	дазваляць
lethal	лятальны
lethargic	летаргічны
lethargy	млявасць
letter	ліст
lettered	ліцерны
letterhead	друкаваны бланк
lettering	літарнае абазначэнне
letters	літары
lettuce	салата-латук
leukemia	лейкамія
levee	дамба
level	ўзровень
lever	рычаг
leverage	левередж
levitate	падымаць
levy	абкладанне
lewd	непрыстойны
lexicon	лексікон
ley	NO TRANSLATION
liabilities	абавязацельствы
liability	адказнасць
liable	падлеглы
liaison	сувязь
liar	лжец
libel	паклёп
libelous	паклёпніцкі
liberal	ліберальны
liberalism	лібералізм
liberate	вызваляць
liberated	вызвалены
liberating	вызваленчы
liberation	вызваленне
liberty	свабода
libido	палавая цяга
librarian	бібліятэкар
library	бібліятэка
libretto	лібрэта
lice	вошы
license	ліцэнзія
lichen	лішай
lick	аблізванне
licorice	саладкакорань
lid	вечка
lie	хлусня
liege	сеньёр
lien	права ўтрымання
lieu	месца
lieutenant	лейтэнант
life	жыццё
lifeblood	кроў
lifeboat	выратавальная шлюпка
lifeguard	выратавальнік
lifeisgood	lifeisgood
lifeless	безжыццёвы
lifelike	як жывы
lifeline	выратавальны трос
lifelong	пажыццёвы
lifer	прысуджаны да пажыццёвага зняволення
lifesaver	выратавальнік
lifestyle	стыль жыцця
lifesucks	lifesucks
lifetime	працягласць жыцця
lift	ліфт
lifted	падняты
liftoff	ўзлёт
ligament	звязка
ligation	перавязка
ligature	лігатура
light	святло
light year	светлавы год
lightbulb	лямпачка
lighten	святлець
lightheaded	легкадумны
lighthouse	маяк
lighting	асвятленне
lightness	паваротлівасць
lightning	маланка
lights	агні
lightweight	лёгкі
likable	прыемны
like	як
likelihood	верагоднасць
likely	верагодна
likeness	падабенства
likewise	таксама
liking	сімпатыя
lilac	бэз
lily	лілея
limb	канечнасць
limber	падатлівы
limbo	закінутых
lime	вапна
limelight	цэнтр увагі
limestone	вапняк
limey	ангелец
limit	мяжа
limitation	абмежаванне
limited	абмежаваны
limitless	бязмежны
limo	лімузін
limousine	лімузін
limp	кульгаць
lin	лін
line	лінія
lineage	радавод
lineal	прамой
linear	лінейны
linebacker	паўабаронца
lined	падшэўцы
linen	бялізну
liner	футроўка
lines	лініі
lineup	мадэльны шэраг
linger	затрымлівацца
lingerie	дамская бялізна
lingering	зацяжны
lingo	жаргон
lingual	балтамоўнае
linguini	лингвини
linguist	лінгвіст
linguistic	лінгвістычны
linguistics	лінгвістыка
lining	футроўка
link	спасылка
linoleum	лінолеум
lint	корп
lion	леў
lip	губа
liposuction	ліпасакцыя
lipstick	губная помада
liquefaction	звадкаваныя
liquefied	звадкаваны
liqueur	лікёр
liquid	вадкасць
liquidate	ліквідаваць
liquidation	ліквідацыя
liquidator	ліквідатар
liquidity	ліквіднасць
liquor	шчолак
lira	NO TRANSLATION
lisp	шепелявость
list	спіс
listen	слухаць
listener	слухач
listenting	NO TRANSLATION
listing	спіс
listless	апатычным
listneing	NO TRANSLATION
litany	літанія
liter	літр
literacy	пісьменнасць
literal	літаральны
literally	літаральна
literary	літаратурны
literature	літаратура
lithe	гнуткі
lithium	літый
lithograph	літаграфія
lithography	літаграфія
lithology	литология
lithosphere	літасфера
litigant	судзіцца
litigate	судзіцца
litigation	цяжба
litigator	бок у судовым працэсе
litigious	іншым грамадзтве
litter	памёт
little	трохі
littlethings	Маленькія рэчы
littoral	літааль
liturgy	літургія
live	жыць
livelife	livelife
livelihood	сродкі да існавання
lively	жывы
liven	ажывіцца
liver	печань
livery	ліўрэях
livestock	хатняе быдла
livid	сінявата-барвовы
living	жывы
lizard	яшчарка
llama	гуанако
lml	LML
load	нагрузка
loader	пагрузчык
loaf	баханка
loafer	лайдак
loam	глей
loan	пазыка
loath	не хацелася
loathe	ненавідзець
loathful	агідны
loathing	агіда
loathsome	агідны
lobby	лобі
lobbyist	лабіст
lobe	мочка
lobotomy	Лабатамія
lobster	амар
local	мясцовы
locale	месца дзеяння
locality	месцазнаходжанне
localization	лакалізацыя
localize	лакалізаваць
localized	лакалізаваны
locate	размясціць
location	месца
locator	лакатар
loch	возера
lock	замыкаць
locker	скрыню
locket	медальён
locksmith	слесар
lockup	тупік
loco	астрагал
locomotion	перамяшчэнне
locomotive	лакаматыў
locust	саранча
lode	NO TRANSLATION
lodge	домік
lodger	жыхар
lodging	жыллё
loft	гарышча
lofty	узнёслы
log	часопіс
logarithm	лагарыфм
logarithmic	Лагарыфмічны
logic	логіка
logical	лагічны
logistics	лагістыка
logo	лагатып
logotype	лагатып
loin	NO TRANSLATION
lollipop	лядзяш
lone	самотны
loneliness	адзінота
lonely	самотна
loner	адзіночка
lonesome	панылы
long	доўга
longboat	баркас
longevity	даўгавечнасць
longing	жаданне
longitude	даўгата
longitudinal	падоўжны
longitudinally	падоўжна
longtime	доўгі час
loo	прыбіральня
look	паглядзець
looker	тэлеглядач
lookout	пільнасць
loom	ткацкі станок
looming	насоўваецца
loon	гагары
loony	псіх
loop	пятля
loophole	шчыліна
loopy	дурнаваты
loose	свабодны
loosen	рыхліць
loosening	разрыхленне
loot	нарабаванае
lop	адвісала
lopsided	крывабокімі
lord	спадар
lords	лорды
lordship	светласць
lore	аброць
lorry	грузавы аўтамабіль
lose	страціць
loser	няўдачнік
losing	пройгрыш
loss	страта
lost	страчаны
lot	серыя
lotion	лосьон
lots	шмат
lottery	латарэя
lotto	лато
lotus	лотас
loud	гучна
loudly	гучна
loudmouth	крыкун
loudness	гучнасць
loudspeaker	гучнагаварыцель
lounge	гасцёўня
lounging	гультайства
louse	вош
lousy	паршывы
lovable	прывабны
love	каханне
loved	любімы
lovee	lovee
loveee	loveee
loveless	Хто ня любіць
lovelife	NO TRANSLATION
loveliness	прыгажосць
lovelovelove	NO TRANSLATION
lovely	выдатны
lovemaking	заняткі любоўю
lovemylife	lovemylife
lover	аматар
lovesick	Пакутуючы ад кахання
lovethis	lovethis
loving	любіць
lovinglife	lovinglife
lovinlife	lovinlife
low	нізкі
lowdown	паднаготная
lower	ніжэй
lowering	зніжэнне
lowest	найнізкі
lowlands	нізіна
lowlife	а існуем
lowly	непатрабавальны
lox	вадкі кісларод
loyal	лаяльны
loyalty	лаяльнасць
lsd	ЛСД
luau	Люао
lube	машыннае масла
lubricant	змазачных
lubricate	змазваць
lubrication	змазванне
lucid	ясны
luck	шанцаванне
luckiest	ўдачлівы
lucky	ўдачлівы
luckygirl	luckygirl
lucrative	прыбытковы
ludicrous	смяхотны
lug	валачэнне
luggage	багаж
lukewarm	цеплавата
lull	зацішша
lullaby	калыханка
lumbar	паяснічны
lumber	піламатэрыялы
lumbering	грукае
lumberjack	лесаруб
luminescent	люмінесцэнтны
luminous	свеціцца
lump	кусковой
lumpy	камякамі
lunacy	непрытомнасць
lunar	месяцовы
lunatic	памяшаны
lunch	абед
lunchbox	закуска
luncheon	сняданак
lunchtime	час абеду
lung	лёгкае
lunge	рушыць
lungs	лёгкія
lurch	хіліцца
lure	прынада
lurid	палымяны
lurk	таіцца
lurking	хаваючыся
luscious	прыкры
lush	пышны
lust	юрлівасць
luster	бляск
lustful	юрлівы
lustrous	глянцавіты
lusty	дужы
lute	лютня
luxuriant	пышны
luxurious	раскошны
luxury	раскоша
lycra	лайкра
lye	шчолак
lying	які ляжыць
lymph	лімфа
lymphatic	лімфатычны
lymphoma	лимфома
lynch	лінчавалі
lynching	лінчаваньне
lynx	рысь
lyre	ліра
lyric	лірычны
lyrical	лірычны
lyrics	лірыка
macadamia	макадаміі
macarena	макарена
macaroni	макароны
mace	булава
mach	маш
machete	мачэтэ
machine	машына
machinery	машыны
machinist	машыніст
macho	мачо
mackerel	макрэль
macro	макрас
mad	вар'ят
madam	васпані
madame	мадам
madden	бесить
madder	марена
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	вар'ят дом
madman	шаленец
madness	вар'яцтва
maestro	маэстра
mafia	мафія
magazine	часопіс
mage	маг
magenta	фуксінам
maggot	лічынка
magic	магія
magical	чароўны
magician	чараўнік
magistrate	магістрат
magma	магма
magna	Магна
magnate	магнат
magnesium	магній
magnet	магніт
magnetic	магнітныя
magnetism	магнетызм
magnetite	магнетыт
magnification	павелічэнне
magnificence	парадность
magnificent	цудоўны
magnifier	павелічальнае шкло
magnify	павялічваць
magnifying	павелічальнае
magnitude	велічыня
magnolia	магнолія
magpie	балбатун
mahi mahi	NO TRANSLATION
mahjong	маджонг
mahogany	чырвонае дрэва
maid	пакаёўка
maiden	дзяўчына
mail	пошта
mailbox	паштовую скрыню
mailing	паштовы
mailman	паштальён
maim	NO TRANSLATION
main	галоўны
mainframe	мэйнфрэймаў
mainland	мацярык
mainstay	аплот
mainstream	асноўны напрамак
maintain	падтрымліваць
maintenance	абслугоўванне
majestic	велічны
majesty	велічнасць
major	галоўны
majority	большасць
make	зрабіць
makeover	макіяж
maker	вытворца
makeshift	імправізаваны
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	Макіяж
makingdisciples	NO TRANSLATION
malady	хвароба
malaise	недамаганне
malaria	малярыя
malarkey	глупства
male	мужчына
malevolent	недабразычлівы
malfeasance	злачынства
malformation	загана развіцця
malfunction	няспраўнасць
malice	NO TRANSLATION
malicious	зламысны
malign	злаякасны
malignancy	злаякаснасць
malignant	злаякасны
maligned	абгавораны
mall	гандлёвы цэнтр
malleable	падатлівы
mallet	ляскотка
malnutrition	недаяданне
malpractice	злоўжыванне даверам
malt	солад
mama	мама
mambo	мамба
mamma	NO TRANSLATION
mammal	млекакормячых
mammoth	мамант
mammy	матуля
man	чалавек
manage	кіраваць
manageable	кіраваны
management	кіраванне
manager	менеджэр
managerial	кіраўніцкія
mandamus	судовы загад службовай асобе аб выкананні патрабаванні істца
mandarin	мандарын
mandate	мандат
mandatory	абавязковае
mandible	ніжняя сківіца
mandolin	мандаліна
mandrel	апраўка
mane	NO TRANSLATION
maneuver	манеўр
maneuvering	манеўраванне
mange	NO TRANSLATION
manger	кармушка
mangle	калечыць
mango	манга
mangosteen	мангустин
mangy	паршывы
manhole	лаз
manhood	мужнасць
manhunt	пераслед
mania	манія
maniac	маньяк
maniacal	маніякальны
manic	маніякальны
manicure	манікюр
manicurist	маникюрша
manifest	маніфест
manifestation	праява
manifested	праяўляецца
manifestly	відавочна
manifesto	маніфест
manifold	калектар
manipulate	маніпуляваць
manipulation	маніпуляцыя
manipulative	маніпулятыўны
mankind	чалавецтва
manly	мужны
manna	манна
manned	пілатуемы
mannequin	манекеншчыца
manner	манера
mannered	манерны
manners	манеры
manor	маёнтак
manpower	рабочая сіла
mansion	асабняк
mansions	асабнякі
manslaughter	ненаўмысным забойстве
mantel	камінна дошка
mantis	Багамолаў
mantle	накідка
mantra	мантра
manual	кіраўніцтва
manufacture	вытворчасць
manufacturer	вытворца
manufacturing	вытворчасць
manure	гной
manuscript	рукапіс
map	карта
maple	кляновы
mar	Сакавік
marathon	марафон
