Word	kk
nonce	nonce
nonchalant	некалді емес
noncompliance	сəйкес келмеуі
nondescript	қарапайым
nonexistent	жоқ
nonfat	нефат емес
nonfiction	әдебиет емес
nonpayment	төлемсіз
nonresident	резидент емес
nonsense	ақылсыздық
nonsensical	бейсаналық
nonviolent	зорлықсыз
noob	қыңқылдақ
noodle	кеспе
nook	кілт
noon	түстен кейін
noose	жоқ
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	норма
normal	қалыпты жағдай
normalcy	қалыпты жағдай
normality	қалыпты жағдай
north	солтүстікке қарай
northbound	солтүстікке қарай
northeast	солтүстік-шығыс
northern	Солтүстік
northwest	Солтүстік батыс
northwestern	солтүстік-батыс
noschool	NO TRANSLATION
nose	мұрын
nosebleed	мұрыннан жасалған
nosey	қызықты
nosnow	носнов
nostalgia	ностальгии
nostalgic	ностальгический
nostress	NO TRANSLATION
nostril	нострид
nosun	NO TRANSLATION
nosy	қызықты
not negative	теріс емес
not positive	оң емес
notable	елеулі
notables	елеулі
notably	атап айтқанда
notamorningperson	NO TRANSLATION
notary	нотариустар
notation	белгісі
notch	шешінеді
notched	шоқты
note	Ескерту
notebook	ноутбук
noted	деп атап өтті
noteworthy	назар аударарлық
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	ештеңе
notice	хабарлама
noticeable	айтарлықтай
notification	хабарлама
notify	хабарлау
notion	ұғым
notional	шартты
notoriety	әйгілі
notorious	атақты
notready	дайын емес
notwithstanding	қарамастан, қарамастан
nought	жоқ
noun	зат есім
nourish	азықтандыру
nourishment	тамақтану
nouveau	NO TRANSLATION
novel	роман
novelist	романист
novelty	жаңалық
novice	бастаушы
nowadays	бүгінгі күні
nowork	жұмыс жоқ
noworries	уайымдама
noxious	зиянды
nozzle	шүмек
nuance	нюанс
nuances	нюанстар
nuclear	ядролық қару
nucleus	ядро
nude	ню
nudge	жалаңаштау
nudie	nudie
nudist	нудист
nudity	жалаңаштық
nugget	түйреуіш
nuisance	қиындықтар
nuke	nuke
nul	NO TRANSLATION
null	null
nullify	күшін жояды
numb	ұйқысыз
number	нөмірі
numbering	нөмірлеу
numbers	сандар
numbness	ұйқылық
numbskull	numbskull
numeral	сандар
numerator	санауыш
numerical	сандық
numerically	сандық түрде
numerous	көптеген
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	әулет
nuptials	үйленімдер
nurse	мейірбике
nursemaid	мейірбике
nursery	балабақша
nursing	мейірбике ісі
nurture	тәрбиелеу
nut	жаңғақ
nutcase	саңырауқұлақ
nutcracker	гнушка
nuthouse	нұрлы
nutmeg	мускат жаңғағы
nutrition	тамақтану
nutritional	қоректік заттар
nutritious	қоректік
nutritive	қоректік заттар
nuts	жаңғақтар
nutshell	түйінді сөз
nutty	бұршақ
nylon	нейлон
nylong	NO TRANSLATION
nylons	найлондар
nymph	нимфа
nymphomaniac	нимфоманиак
oaf	oaf
oak	емен
oar	жыртылған
oasis	оазис
oat	сұлы
oath	ант
oatmeal	сұлы майы
obedience	мойынсұнушылық
obedient	мойынсұнғыш
obediently	мойынсұнғыш
obelisk	обелиск
obese	семіздік
obesity	семіздік
obey	мойынсұну
obi	obi
obit	obit
obituary	зақымдануы
object	объект
objection	қарсылық
objectionable	қарсы емес
objective	мақсат
objectivity	объективтілік
obligation	міндеттеме
obligatory	міндетті
oblige	міндеттеме
obliged	міндетті
obliging	міндетті түрде
obligor	борышкер
oblique	көлбеу
obliterate	жояды
obliterated	жойылған
obliteration	бұзу
oblivion	ұмыту
oblivious	ұмытылмайды
oblong	ұзындығы
obnoxious	жағымсыз
oboe	обой
obscene	әдепсіз
obscenity	ұятсыздық
obscure	қараңғы
obscured	жасырын
obscurity	қараңғы
observance	сақтау
observant	қадағалаушы
observation	байқау
observatory	обсерватория
observe	байқаңыз
observer	бақылаушы
observing	байқау
obsess	ұятсыз
obsessed	ұнамсыз
obsessing	ұстану
obsession	ұнамсыздық
obsessive	обсессивті
obsolescence	ескіруі
obsolete	ескірген
obstacle	кедергі
obstetrician	акушер
obstetrics	акушерлік
obstinate	көнерген
obstruct	кедергі жасау
obstruction	кедергі
obstructive	обструктивті
obtain	алу
obtainable	қол жетімді
obtuse	көп
obverse	алдыңғы жағы
obvious	анық
ocarina	окарина
occasion	оқиға
occasional	кездейсоқ
occasionally	кейде
occipital	шағылыс
occlusion	окклюзия
occult	оккультизм
occupancy	тұру
occupant	тұрғыны
occupation	сабақ
occupational	кәсіптік
occupied	оккупацияланған
occupier	occupier
occupy	иелену
occupying	оккупациялау
occur	пайда болады
occurrence	пайда болуы
ocd	ocd
ocean	мұхит
oceanic	мұхиттық
octagon	сегіз бұрышты
octave	Октавия
octopus	сегізаяқ
ocular	оқырман
odd	тақ
oddball	теннис
oddity	таңқаларлық
odds	қайшылықтар
ode	ode
odious	қасірет
odometer	одометр
odor	иіс
odyssey	odyssey
oedipal	эдипалық
oestrogen	эстроген
oeuvre	NO TRANSLATION
offal	баспана
offence	қылмыс
offend	қорлау
offended	ренжіген
offender	құқық бұзушы
offense	қылмыс
offensive	қорлайтын
offer	ұсыныс
offered	ұсынды
offering	ұсыныс
offhand	тыс
office	кеңсе
officer	офицер
offices	кеңселер
official	ресми тұлға
officiate	лауазымды тұлға
offing	өшіру
offload	түсіру
offset	офсет
offshoot	бөлім
offshore	оффшорлық
offside	офсайд
offspring	ұрпақтары
oft	барлығы
oftentimes	жиі
ogre	ogre
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	о жоқ
ohshit	NO TRANSLATION
oil	май
oils	майлар
oily	майлы
oink	омырау
ointment	жақпа
okra	бүркеме
old	ескі
olden	ескі
older	егде
oldie	ескі
oldies	ескі
olfactory	хош иісті заттар
oligarchy	олигархия
olive	зәйтүн
omega	омега
omelet	омлет
omen	омен
omgomgomg	NO TRANSLATION
ominous	қатерлі
omission	әрекетсіздік
omit	жоқ
omitted	келтірілмесе
omnibus	бәрібір
omnipotence	күші
omnipotent	барлық күші бар
omnipresent	барлық жерде
omniscient	бәрінен бұрын
onboard	кеменің бортында
oncologist	онколог
oncology	онкология
oncoming	келу
one	бір
oneday	NO TRANSLATION
onedge	қосылды
onelove	бір махаббат
oneness	бірлік
onerous	ауыртпалықсыз
oneself	өздігінен
ongoing	жалғасуда
onion	пияз
onset	басталуы
onslaught	шабуыл
onstage	сахнада
ontology	онтология
onus	onus
onward	алға қарай
onyx	оникс
oodles	ооды
oomph	oomph
ooze	озеге
oozing	жыртылған
op	op
opacity	мөлдірлігі
opal	опал
opaque	мөлдір емес
ope	ope
open	ашық
opener	ашытқыш
opening	ашу
openly	ашық
openness	ашықтық
opera	опера
operate	жұмыс істейді
operatic	операциялық
operation	жұмыс
operational	пайдалану
operations	операциялар
operative	жедел
operator	оператор
ophthalmic	офтальмологиялық
ophthalmologist	офтальмолог
opiate	опиат
opinion	пікір
opinionated	пікір білдірді
opium	апиын
opponent	қарсылас
opportune	қолайлы
opportunism	оппортунизм
opportunity	мүмкіндік
oppose	қарсы
opposed	қарсы
opposing	қарсы
opposite	керісінше
opposites	қарама-қарсы
opposition	оппозиция
oppress	қысым көрсетіңіз
oppressed	қысымға ұшыраған
oppression	қысымшылық
oppressive	ренішті
oppressor	зұлым адам
ops	ops
opt	опция
optic	оптикалық
optical	оптикалық
optics	оптика
optimism	оптимизм
optimist	оптимист
optimistic	оптимистік
optimum	оңтайлы
option	опция
optional	міндетті емес
optionally	міндетті емес
options	опциялар
optometrist	оптометр
opulence	байлық
opulent	бай
opus	Опус
oracle	оракула
oral	ауызша
orange	апельсин
orange juice	апельсин шырыны
orangutan	орангутан
oration	оралуы
orator	шешендік
oratory	шешендік өнер
orb	орб
orbit	Орбита
orbital	орбитальды
orbiting	орбита
orbs	орбиталар
orc	орк
orchard	бақша
orchestra	оркестр
orchid	орхидея
ordained	тағайындалды
ordeal	сынақ
order	тапсырыс
orderly	тәртіппен
ordinance	жарлық
ordinary	қарапайым
ordination	үйлестіру
ordnance	снаряд
ore	кен
oregano	орегано
organ	орган
organic	органикалық
organism	организм
organist	органист
organization	ұйым
organize	ұйымдастыру
organized	ұйымдастырылған
organizer	ұйымдастырушы
orgasm	оргазм
orgies	оргиялары
orgy	орджи
orient	бағдар
oriental	шығыстық
orientation	бағдарлау
orifice	тесік
origami	оригами
origin	шығу тегі
original	түпнұсқа
originality	өзіндік ерекшелігі
originate	шыққан
origination	пайда болуы
originator	оригинатор
ornament	ою-өрнек
ornamental	сәндік
ornamentation	ою-өрнек
ornamented	өрнектелген
ornate	салтанатты түрде
ornery	орнері
orphan	жетім
orphanage	балалар үйі
orphaned	жетім
orthodontist	ортодонт
orthodox	православиелік
orthodoxy	православие
orthogonal	ортогоналды
orthopedic	ортопедиялық
oscillate	тербеліс
oscillating	тербеліс
oscillation	тербеліс
oscillatory	тербеліс
ostensible	көрінетін
ostensibly	көрінеді
ostentatious	көрнекі
ostracized	шеттетілген
ostrich	тетронь
other	басқа
otter	оттер
otto	otto
ottoman	Османлы
ought	керек
ounce	унция
oust	құтылу
outage	үзіліс
outback	сыртқа шығу
outbid	бас тартқан
outboard	сыртқы бортқа
outbreak	ауру
outburst	жарылыс
outcast	шеттетілді
outcome	нәтижесі
outcry	шағым
outdated	ескірген
outdo	outdo
outdoor	ашық ауада
outdoors	ашық ауада
outer	сыртқы
outfit	киім
outgoing	шығыс
outgrow	өсуі
outgrowth	өсуі
outhouse	сыртындағы үй
outing	ұшу
outlandish	еліктіргіш
outlast	артық
outlaw	заңсыз
outlet	шығу
outline	құрылымы
outlines	сызықтар
outlive	ұзаққа созылған
outlook	болжам
outlying	алыс
outnumber	артық
outpatient	амбулатория
outpost	форпосты
outpouring	төгілуі
output	шығу
outrage	наразылық
outraged	наразылық білдірді
outrageous	қатал
outrank	шамадан тыс
outreach	ақпарат тарату
outright	тікелей
outrun	шығу
outset	басталуы
outsider	бөтен адам
outskirts	шеткі
outsmart	outsmart
outspoken	ашық ауада
outstanding	көрнекті
outstretched	созылған
outward	сыртқа
outwards	сыртқа шығыңыз
outweigh	басым
outwit	ауытқу
oval	сопақша
ovary	аналық безі
ovate	жұмыртқа
ovation	жұмсарту
oven	пешке салыңыз
overactive	белсенді емес
overall	жалпы
overalls	комбинезондар
overbearing	төзімділік
overburden	асты
overcast	бұлтты
overcharged	артық төленген
overcoat	пальто
overcome	жеңу
overcoming	жеңу
overcrowded	толып кеткен
overdo	артық емес
overdose	артық доза
overdrive	overdrive
overdue	мерзімі өткен
overestimate	артық баға
overestimated	артық бағаланған
overflow	асып кету
overflowing	толып кетеді
overgrown	өсіп отырды
overgrowth	өсіп келе жатыр
overhanging	артықшылығы
overhaul	күрделі жөндеу
overhead	үстеме
overhear	есту
overheated	қызып кеткен
overjoyed	қатты қуанды
overkill	артықшылығы
overlaid	қабаттасқан
overlap	жабылуы
overlapping	жабылатын
overlay	қабаттастыру
overload	шамадан тыс жүктеме
overlook	назардан тыс қалмайды
overlord	үстінен
overlying	үстінен
overpaid	артық төленген
overpass	жол өтпесі
overplayed	артық ойнайды
overpower	жеңу
overpowering	қуатты жеңу
overpriced	артық бағаланған
overprotective	артық қорғаушы
overrated	артық бағаланған
overreact	асқыну
override	күшін жою
overriding	бас тарту
overrule	ауытқу
overrun	бас тарту
oversee	қадағалау
overseer	бақылаушы
overshadow	көлеңке
oversight	қадағалау
oversized	үлкен мөлшерде
overslept	шамадан тыс
overstate	шамадан тыс
overstock	үстемдік
overt	ашты
overtake	жетеді
overtaken	бас тартты
overthemoon	NO TRANSLATION
overthinker	артықшылығы бар
overthinking	көп ойлану
overthrow	лақтыру
overtime	мерзімінен тыс уақыт
overtired	шамадан тыс
overture	ауытқу
overturn	ауытқу
overview	шолу
overweight	артық салмақ
overwhelm	басым
overwhelmed	толқынды
overwhelming	басым
overworked	артық жұмыс
overwrought	артық жұмыс істейді
overzealous	шамадан тыс
owe	қарыздар
owing	байланысты
owl	жапалақ
owner	иесі
ownership	меншік
ox	бұқалар
oxidation	тотығу
oxide	оксиді бар
oxygen	оттегі
oxymoron	оксиморон
oyster	устрица
ozone	озон
pace	қарқыны
pacemaker	кардиостимулятор
pacific	тыныш
pacified	тыныштандырылған
pacifier	босанушы
pacifist	пацифист
pacify	тыныштандыру
pacing	шапшаңдық
pack	пакет
package	пакет
packaging	орау
packer	ораушы
packet	пакет
pact	пакт
pad	төсем
padded	толтырылған
padding	толтыру
paddle	таяқша
paddle boat	қайық қайық
paddock	педок
paddy	шошқа
padlock	құлпы
padre	NO TRANSLATION
paean	паан
pagan	пұтқа табынушылық
paganism	пұтқа табынушылық
page	бет
pageant	бетбұрыс
pager	пейджер
pagination	pagination
paging	пейджинг
pagoda	пагода
pail	шошқа
pain	ауырсыну
pained	ауырған
painful	ауыр
painfully	ауырған
painkiller	ауырсыну құралы
painless	ауыртпалықсыз
pains	ауырсыну
painstaking	мұқият
paint	бояу
paintball	пейнтбол
paintbrush	бояу щеткасы
painted	боялған
painter	суретші
painting	кескіндеме
pair	жұп
paisley	paisley
pajama	пижама
pajamas	пижамалар
pal	пал
palace	сарай
palatable	жағымды
palate	таңқурай
pale	бозғылт
paleontology	палеонтология
palette	палитра
pall	шұңқыр
palladium	палладий
pallet	паллет
palliative	паллиативтік
palm	пальма
palmer	пальмар
palomino	паломино
palpable	көрінетін
palpitations	шабуылдар
palsy	шалдығу
paltry	жалған
pamper	щетка
pamphlet	брошюралар
pan	табада
panacea	панацея
panache	панахет
pancake	құймақ
pancakes	құймақ
pancreas	ұйқы безі
panda	панда
pandemic	пандемиялық
pandemonium	пандемоний
pane	тақтасы
panel	тақтасы
pang	NO TRANSLATION
panhandle	panhandle
panic	дүрбелең
panicattack	NO TRANSLATION
panicked	үрейленген
panicking	панорама
panicky	паниклі
panier	NO TRANSLATION
panorama	панорама
panoramic	панорамалық
pansy	pansy
pant	шалбар
pantheon	пантеон
panther	пантер
panties	шұлықтар
pantomime	пантомима
pantry	қойма
pants	шалбар
panty	шалбар
pantyhose	колготки
pap	pap
papa	әке
papacy	папалық
papal	NO TRANSLATION
papaya	папайа
paper	қағаз
paperback	қағаз беті
paperboy	қағаз бояуы
paperweight	қағаз салмағы
paperwork	құжаттарды рәсімдеу
paprika	паприка
papyrus	папирус
par	NO TRANSLATION
parable	аңыз
parabola	parabola
parabolic	параболикалық
parachute	парашют
parade	шеру
paradigm	парадигма
paradise	жұмақ
paradox	парадокс
paradoxical	парадоксикалық
paraffin	парафин
paragon	парагон
paragraph	тармақ
parakeet	паракет
paralegal	параледж
parallax	параллакс
parallel	параллель
parallelism	параллелизм
paralysis	паралич
paralyze	парализдеу
paralyzed	парализденген
paramedic	парамедиктер
paramedics	парамедиктер
paramilitary	әскерилендірілген
paramount	ең бастысы
paranoia	параноиа
paranoid	параноид
paranormal	паранормальды
parapet	парапет
paraphernalia	paraphernalia
paraphrase	парафражы
paraplegic	параплегиялық
parasite	паразиттер
parasitic	паразиттік
parasol	паразол
parcel	парцелла
parcels	сәлемдемелер
parched	кептірілген
parchment	пергамент
pardon	кешіріңіз
pare	NO TRANSLATION
parenchyma	паренхима
parent	ата-анасы
parentage	ата-анасы
parental	ата-анасы
parenthesis	NO TRANSLATION
parenthetical	паренеттегі
parenthood	ата-ана
parenting	бала тәрбиелеу
pariah	пария
parietal	париеталды
paring	паринг
parish	шіркеу
parity	теңдік
park	парк
parka	парка
parking	көлік тұрағы
parkinsons	паркингондар
parlance	философия
parlay	параллельдер
parliament	парламент
parliamentary	парламент
parlor	қонақ үйі
parmesan	пармезан
parody	пародия
parole	шарты
parquet	паркет
parrot	попугая
parry	тырысыңыз
parse	талдау
parsimonious	сирек кездеседі
parsimony	ақсүйектер
parsley	ақжелкен
parson	персон
part	бөлігі
partake	қатысады
partial	ішінара
partiality	тараптық
partially	ішінара
participant	қатысушы
participate	қатысу
participation	қатысу
particle	бөлшектер
particular	нақты айтқанда
particularity	ерекшелігі
particulars	деректер
parting	бөлісу
partisan	партизан
partisanship	партизанство
partition	бөлім
partly	ішінара
partner	серіктес
partnership	серіктестік
partridge	киви
parts	бөліктер
party	партия
pas	NO TRANSLATION
pass	өту
passable	жарамды
passage	өту
passageway	өтпе жолы
passe	NO TRANSLATION
passenger	жолаушы
passim	NO TRANSLATION
passing	өту
passion	құмарлықты
passionate	құмарлық
passive	пассивті
passivity	пассивтілік
passkey	кілт
passport	төлқұжат
password	құпия сөз
past	өткен
pasta	макарон өнімдері
paste	паста
pastel	пастель
pastime	демалыс
pastor	пастор
pastrami	пастами
pastry	кондитерлік өнімдер
pasture	жайылым
pasty	паста
pat	пат
patch	патч
patchwork	Патч қоймасы
pate	таяқша
patella	пателла
patent	патент
patented	патенттелген
paternal	әкесі
paternity	әке
path	жол
pathetic	қайғылы
pathological	патологиялық
pathologist	патолог
pathology	патологиясы
pathos	NO TRANSLATION
pathway	жол
patience	шыдамдылық
patient	науқас
patio	Патио
patriarch	патриарх
patriarchal	патриархалдық
patrimony	мұрагерлік
patriot	патриот
patriotic	патриоттық
patriotism	патриотизм
patrol	күзет
patrolman	патрульдер
patron	патрон
patronage	патронаж
patronising	патронизм
patronize	қамқорлық
patronizing	патронизм
patter	әңгімелесуші
pattern	үлгі
paucity	кішігірім
pauper	пауэр
pause	үзіліс
pave	төселді
pavement	төселді
pavilion	павильон
paving	жол салу
paw	қаламсап
pawn	лот
pawnshop	ломбард
pax	пах
pay	төлеу
payable	төленетін
payback	өтемақы
paycheck	жалақы салығы
payday	жалақы
payer	төлеуші
payload	пайдалы жүктеме
payment	төлем
payoff	төлеп құтылу
payout	төлем
payphone	төлем телефоны
payroll	жалақы
pea	бұршақ
peace	бейбітшілік
peaceable	бейбітшілік
peaceful	бейбітшілік
peacefully	бейбіт түрде
peacekeeper	бітімгер
peaceofmind	NO TRANSLATION
peacetime	бейбiт уақытта
peach	шабдалы
peachy	шабдалы
peacock	Павлина
peak	шыңы
peaked	шыңдалған
peanut	жержаңғақ
peanuts	жержаңғақ
pear	алмұрт
pearl	жемчужина
pearly	әсемдік
peas	бұршақ
peasant	шаруа
peat	шымтезек
pebble	шөгінділер
pecan	печень
peck	пек
pecker	пеккер
peculiar	ерекше
peculiarities	ерекшеліктері
peculiarity	ерекшелігі
peculiarly	ерекше
pecuniary	материалдық
pedal	педаль
pedantic	педантикалық
peddle	Peddle
peddler	сатушы
pedestal	тұғырға
pedestrian	жаяу жүргіншілер
pediatric	педиатрлық
pediatrician	педиатр
pediatrics	педиатрия
pedicure	педикюр
pedigree	асыл тұқымды
pedometer	педометр
pedophile	педофилді
pee	жұмыс істейік
peek	peek
peekaboo	peekaboo
peel	қабығы
peep	көріңіз
peeper	peeper
peephole	пефол
peer	тең
peering	пиринг
peerless	теңдессіз
peeved	шыңдалған
peg	пег
pegs	ілмектер
peice	NO TRANSLATION
pelagic	пелагич
pelican	пеликан
pellet	түйіршік
pelvic	жамбас
pelvis	жамбас
pen	қалам
penal	айыппұл
penalty	айыппұл
penance	тақуа
penchant	шабуылшы
pencil	қарындаш
pendant	кулон
pendency	тұрақтылық
pendent	NO TRANSLATION
pending	күтуде
pendulum	маятник
penetrate	ену
penetrating	еніп кетеді
penetration	ену
penguin	пингвин
penicillin	пенициллин
penile	пениса
peninsula	түбек
penis	пенис
penitent	өтірікші
penitentiary	пенитенциарлық жүйе
penmanship	қалау
pennant	ханым
penniless	ұрлық
penny	пенни
pension	зейнетақы
pensioner	зейнеткер
pensive	қарғыс
pentagon	бес бұрышты
pentagram	pentagram
penthouse	пентхаус
penultimate	алдын ала жазылған
people	адамдар
peopled	шыңдалған
pep	пеп
pepper	бұрыш
peppermint	бұрыш жалбыз
pepperoni	пепперони
peppy	көгершін
peptic	пептикалық
peptide	пептид
perceive	сезіну
percent	пайызбен
percentage	пайызбен
percentile	пайызбен
perceptible	сезімтал
perception	қабылдау
perceptive	сезімтал
perch	перш
perchance	жолақ
percolation	перколяция
percussion	перкуссия
perdition	бұзылу
peremptory	переформа
perennial	көпжылдық
perfect	мінсіз
perfection	жетілдіру
perfectionist	мінсіздік
perfecto	NO TRANSLATION
perforated	перфорацияланған
perforation	перфорациясы
perforce	әрекет
perform	орындаңыз
performance	өнімділік
performer	орындаушы
perfume	Әтір
perfumed	хош иісті
peri	пери
peridot	перидот
peril	қауіп
perilous	қауіпті
perimeter	периметрі
period	кезеңі
periodic	мерзімді
periodical	мерзімді
periodically	мерзімді түрде
periodicity	мерзімділік
peripheral	шеткі
periphery	шеткі
periscope	перископта
perish	қаза
perishable	тез бұзылатын
perished	қаза тапты
perishing	өлім
perjury	жалғандығы
perk	перк
perky	соққы
perm	perm
permanence	тұрақты
permanent	тұрақты
permeable	өткізбейтін
permeate	енеді
permeation	ену
permissible	рұқсат етілген
permission	рұқсат
permissive	рұқсат беруші
permit	рұқсат
permitted	рұқсат етілген
permitting	рұқсат беру
permutation	ауыстыру
pernicious	зиянды
peroxide	пероксид
perpendicular	перпендикуляр
perpetrate	орындалады
perpetrator	қылмыскер
perpetual	мәңгі
perpetually	үнемі
perpetuate	мәңгілікке
perpetuation	мәңгілікке
perpetuity	мәңгі
perplexed	шатастырған
perplexing	шатастырмау
perplexity	таң қалдырды
persecute	қудалау
persecution	қудалау
perseverance	табандылық
persevere	табандылықпен
persist	сақтаңыз
persistence	табандылық
persistent	тұрақты
persisting	ұстау
person	адам
persona	NO TRANSLATION
personable	жанданған
personage	адам
personal	жеке
personality	жеке тұлға
personification	дербестендіру
personnel	қызметкерлер
persons	адамдар
perspective	болашағы бар
perspiration	терлеу
persuade	сендіру
persuasion	сендіру
persuasive	сенімділік
pert	pert
pertinent	орынды
perturbation	наразылық
pertussis	пульсис
perusal	қарастыру
peruse	қарау
pervading	жыртылған
perverse	қате
perversion	бұзақылық
pervert	бұзақылық
perverted	бұзылған
pesky	батыл
pessimism	пессимизм
pessimist	пессимист
pessimistic	пессимистік
pest	зиянкестер
pester	пейстер
pestilence	індет
pestle	пестика
pesto	pesto
pet	үй жануарлары
petal	лепесток
petite	кішкентай
petition	өтініш
petitioner	өтініш беруші
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	күйдірілген
petrify	петрифика
petrol	бензин
petroleum	мұнай
petticoat	петтикот
petting	пастинг
petty	ұсақ
petulant	петулант
petunia	петуния
pew	пью
pewter	қайнатпа
peyote	NO TRANSLATION
phalanx	фаланкс
phantom	фантом
pharaoh	фараон
pharmaceutical	фармацевтикалық
pharmacist	фармацевт
pharmacology	фармакология
pharmacy	дәріхана
phase	фаза
pheasant	қырғауыл
phenomenal	феноменальды
phenomenon	құбылыс
pheromone	феромон
phew	жау
phi	phi
philanthropic	қайырымдылық
philanthropist	қайырымдылық көмекшісі
philanthropy	қайырымдылық
philistine	филистин
philosopher	философ
philosophic	философиялық
philosophical	философиялық
philosophy	философия
phlegm	бөкселер
pho	pho
phobia	фобия
phoenix	феникс
phone	телефон
phonetic	фонетикалық
phonetics	фонетика
phonics	фоника
phonograph	фонограф
phonology	фонология
phony	жалған
phooey	фуэй
phosphate	фосфат
phosphor	фосфор
phosphorus	фосфор
photo	фото
photogenic	фотогендік
photograph	фотосурет
photographer	фотограф
photographic	фотографиялық
photography	фотосурет
photometry	фотометрия
photon	фотонды
phrase	фраза
phraseology	фразеология
phylogeny	филогения
physical	физикалық
physical therapist	физиотерапевт
physician	дәрігер
physicist	физик
physics	физика
physiological	физиологиялық
physiology	физиологиясы
physique	физика
pi	pi
pianist	пианист
piano	фортепиано
piazza	пияз
piccolo	NO TRANSLATION
pick	таңдау
picked	таңдалды
picker	жинаушы
picket	пикет
picketing	пикет
pickle	тұзды
pickled	маринадталған
pickpocket	пушкина
pickup	алу
picky	талғампаз
picnic	пикник
pictorial	сурет
picture	сурет
pictures	суреттер
picturesque	көркем
pie	пирог
piece	бөлік
piecemeal	бөлік
pieceofshit	үзінді
pied	соқтығысқан
pier	пирстер
pierce	пирс
piety	Тақуалық
pig	шошқа
pigeon	кептер
piggy	шошқа
piggyback	piggyback
pigheaded	пирожный
piglet	құс еті
pigment	пигменттер
pigskin	шошқалар
pigsty	шошқа
pike	шортан
pile	қоқыс
piles	қадалар
pileup	сорғышы
pilgrim	қажы
pilgrimage	қажылық
pill	таблетка
pillage	тонау
pillar	тірек
pillbox	пилакс
pillow	жастық
pillowcase	жастықшасы
pilot	ұшқыш
pimp	скважина
pimple	пимпл
pin	түйреуіш
pinball	пинбол
pinch	шымшу
pinching	қысу
pine	қарағай
pineapple	ананас
ping	пинг
pinhead	пинхет
pinhole	пинхолды
pinion	пиний
pink	қызғылт
pinkie	pinkie
pinnacle	шыңы
pinot	пинот
pinpoint	нүкте
pint	пинт
pinto	pinto
pinup	тағу
pioneer	ізашар
pious	адал
pip	пип
pipe	құбыр
piped	құбыр
pipeline	құбыр желісі
piper	құбыршы
pipette	тамшуырлар
piping	құбырлар
pipsqueak	pipsqueak
pique	пикс
piracy	қарақшылық
piranha	пиранха
pirate	қарақшы
piscina	NO TRANSLATION
piss	несеп
pissed	жұмсалған
pissedoff	ашулы
pisser	NO TRANSLATION
pissesmeoff	жұмыс істемеуі
pissingmeoff	жұмсарту
pissoff	писсоф
pistachio	пісте
pistol	тапанша
piston	поршень
pit	шұңқыр
pita	пита
pitch	қадам
pitcher	құмыра
pitchfork	пирстер
pitfall	шірік
pith	пит
pithy	pithy
pitiful	ащы
pitted	ұсақталған
pitter	питкер
pituitary	Гипофиз
pity	өкінішті
pivot	бұрылу
pivotal	негізгі
pix	pix
pixie	pixie
pizza	пицца
pizzazz	pizzazz
pizzeria	пиццерия
placard	плакаттар
place	орын
placebo	плацебо
placement	орналастыру
placenta	плацента
placid	тыныш
placket	плакат
plagiarism	плагиат
plague	оба
plaid	плаид
plain	жазық
plainclothes	шалбар киім
plaintiff	талапкер
plaintive	шағымданады
plan	жоспар
plane	ұшақ
planes	ұшақтар
planet	планета
planetarium	планетарий
planetary	планеталық
planets	планета
plank	тақтайшалар
plankton	планктон
planned	жоспарланған
planner	жоспарлаушы
planning	жоспарлау
plant	өсімдік
plantation	плантациялар
planter	отырғызушы
planting	көгалдандыру
plaque	бляшек
plasma	плазма
plaster	сылақ
plastic	пластик
plasticity	икемділік
plat	плат
plate	тақтайша
plateau	плато
plated	жабылған
platform	платформасы
plating	қаптау
platinum	платина
platonic	платоникалық
platoon	взвод
platter	табақша
plaudit	NO TRANSLATION
plausibility	ақылға сыйымдылық
plausible	ақылға қонымды
play	ойнау
playa	playa
playback	ойнату
playbook	оқу құралы
playboy	playboy
player	ойыншы
playful	көңілді
playground	ойын алаңы
playhouse	ойын алаңы
playmate	ойыншы
playoff	плей офф
playpen	ойын алаңы
playroom	ойын бөлмесі
plaything	ойыншық
playtime	ойнау уақыты
playwright	драматург
plaza	плаза
plea	өтініш
plead	өтініш жасаңыз
pleasant	жағымды
pleased	қуанды
pleasing	жағымды
pleasurable	жағымды
pleasure	ләззат
pleasures	ләззат
pleat	плац
pleated	пышақталған
pledge	кепіл
pledged	кепілге берілген
plenary	пленарлық отырыс
plentiful	мол
plenty	көп
plenum	пленум
plethora	көпше
plexus	плексус
pliable	тегіс
plication	plication
pliers	пленкалар
plight	қиын жағдай
plinth	тақтайшасы
plodding	соқтығысу
plop	plop
plot	сюжет
plough	соқалар
ploughed	жыртылған
plover	плоешь
plow	соқалар
plowed	жыртылған
plowing	жырту
ploy	жалған
pluck	жыртпа
plucky	жыртқыш
plug	қосқыш
plum	алхоры
plumage	шырышты
plumb	шірік
plumber	сантехник
plumbing	сантехника
plume	шұңқыр
plummet	төмендеу
plump	толықтыру
plumper	толтырғыш
plunder	тонау
plunge	суға түсіру
plunger	поршень
plural	көпше
plurality	Көптеген
plush	пеллек
plutonium	плутоний
ply	қабаты
plywood	фанера
