Word	ml
overplayed	അധികച്ചെലവ്
overpower	നേടിയെടുക്കുക
overpowering	അമിത വർദ്ധിപ്പിക്കുക
overpriced	വിലക്കി
overprotective	അതിരുകടന്ന
overrated	ഓവർഡറായി
overreact	അതിക്രമിച്ച്
override	അസാധുവാക്കുക
overriding	അസാധാരണമായ
overrule	കടന്നുപോകുക
overrun	ഒത്തുചേരുന്നു
oversee	മേൽനോട്ടം വഹിക്കുക
overseer	മേൽവിചാരകൻ
overshadow	മൂടിക്കെട്ടിയ
oversight	മേൽനോട്ടം
oversized	തിരശ്ചീനമായി
overslept	ഓവർലെറ്റ്
overstate	മേൽപറഞ്ഞ
overstock	കടന്നാക്രമണം
overt	ഒപ്പ്
overtake	മറികടക്കുക
overtaken	മറികടന്നു
overthemoon	NO TRANSLATION
overthinker	ഓവർവിങ്കർ
overthinking	അമിതമായി ചിന്തിക്കൽ
overthrow	അതിനെ മറിച്ചുകളഞ്ഞു
overtime	അധിക സമയം
overtired	മന്ദഹസിച്ചു
overture	വിസ്തൃതമായ
overturn	മറിക്കുക
overview	അവലോകനം
overweight	അമിതഭാരം
overwhelm	മയങ്ങുക
overwhelmed	ക്ഷീണിച്ചു
overwhelming	മയപ്പെടുത്തുന്നു
overworked	മന്ദീഭവിച്ചിരിക്കുന്നു
overwrought	മരിക്കുന്നു
overzealous	അതിശയകരമായ
owe	കടപ്പെട്ടിരിക്കുന്നു
owing	കാരണം
owl	മൂങ്ങ
owner	ഉടമ
ownership	ഉടമസ്ഥാവകാശം
ox	കാള
oxidation	ഓക്സീകരണം
oxide	ഓക്സൈഡ്
oxygen	ഓക്സിജൻ
oxymoron	oxymoron
oyster	മുത്തുചിപ്പി
ozone	ഓസോൺ
pace	പേസ്
pacemaker	പേസ്മേക്കർ
pacific	പസിഫിക്
pacified	ശാന്തമായി
pacifier	പസിഫയർ
pacifist	സമാധാനം
pacify	ശാന്തമാക്കുക
pacing	കുതിച്ചുചാട്ടം
pack	പായ്ക്ക് ചെയ്യുക
package	പാക്കേജ്
packaging	പാക്കേജിംഗ്
packer	പാക്കർ
packet	പാക്കറ്റ്
pact	കരാർ
pad	പാഡ്
padded	പാഡിൽ
padding	പാഡിംഗ്
paddle	പാഡിൽ
paddle boat	പാഡിൽ ബോട്ട്
paddock	പാമ്പ്
paddy	നെല്ല്
padlock	താഴ്
padre	NO TRANSLATION
paean	പയ്യൻ
pagan	പുറജാതി
paganism	പുറജാതീയത
page	പേജ്
pageant	പ്രകടനം
pager	പേജർ
pagination	pagination
paging	പേജിംഗ്
pagoda	പഗോഡ
pail	പെയ്ൽ
pain	വേദന
pained	വേദന
painful	വേദനാജനകമാണ്
painfully	വേദനയോടെ
painkiller	വേദന
painless	വേദനയില്ല
pains	വേദന
painstaking	വേദന
paint	ചായം
paintball	പെയിന്റ്ബോൾ
paintbrush	പെയിന്റ് ബ്രഷ്
painted	വരച്ചു
painter	ചിത്രകാരൻ
painting	പെയിന്റിംഗ്
pair	ജോഡി
paisley	പൈസ്ലി
pajama	പജമ
pajamas	പൈജാമ
pal	പാൽ
palace	കൊട്ടാരം
palatable	വിസ്മയകരമായ
palate	അണ്ണാക്ക്
pale	വിളറിയ
paleontology	പാലിൻടോളജി
palette	പാലറ്റ്
pall	പോൽ
palladium	പല്ലാഡിയം
pallet	കിടക്ക
palliative	സഹിഷ്ണുത
palm	ഈന്തപ്പന
palmer	പാചകം
palomino	പാൽമോനോ
palpable	സ്പർശിക്കും
palpitations	വിദ്വേഷം
palsy	പാൽസി
paltry	മരവിപ്പ്
pamper	വേദന
pamphlet	ലഘുലേഖ
pan	പാൻ
panacea	പുഞ്ചിരി
panache	പനോശ
pancake	പാൻകേക്ക്
pancakes	പാൻകേക്കുകൾ
pancreas	പാൻക്രിയാസ്
panda	പാൻഡ
pandemic	പാൻഡെമിക്
pandemonium	ആഘോഷം
pane	പാൻ
panel	പാനൽ
pang	NO TRANSLATION
panhandle	പാൻഹാൻഡെൽ
panic	പാനിക്
panicattack	NO TRANSLATION
panicked	ഭയമായി
panicking	പനി
panicky	പാനിറ്റി
panier	NO TRANSLATION
panorama	പനോരമ
panoramic	പനോരമിക്
pansy	പാൻസി
pant	പാന്റ്
pantheon	പാന്തൂൺ
panther	പുള്ളിപ്പുലി
panties	പാടുകളുണ്ട്
pantomime	പാട്ടിമേയ്
pantry	കലവറ
pants	പാന്റ്സ്
panty	കലവറ
pantyhose	കലവറ
pap	pap
papa	അച്ഛൻ
papacy	പപാസി
papal	NO TRANSLATION
papaya	പപ്പായ
paper	പേപ്പർ
paperback	പേപ്പർബാക്ക്
paperboy	പേപ്പർ ബോളോ
paperweight	പേപ്പർ വെയിറ്റ്
paperwork	പേപ്പർ വർക്ക്
paprika	പൈപ്പ്
papyrus	പപ്പിറസ്
par	NO TRANSLATION
parable	ഉപമ
parabola	പരവലയ
parabolic	പരബയോളി
parachute	പാരച്യൂട്ട്
parade	പരേഡ്
paradigm	പാരാഡിഗിം
paradise	പറുദീസ
paradox	വിരോധാഭാസം
paradoxical	വിരോധാഭാസം
paraffin	പാരഫിൻ
paragon	പാരഗോൺ
paragraph	ഖണ്ഡിക
parakeet	പാർക്കിറ്റ്
paralegal	പാരലൽ
parallax	പാരലാക്സ്
parallel	സമാന്തരമായി
parallelism	സമാന്തരത്വം
paralysis	പക്ഷാഘാതം
paralyze	തളർവാതകം
paralyzed	തളർവാതം
paramedic	പാരാമെഡിക്
paramedics	പാരാമെഡിക്സ്
paramilitary	അർധസൈനിക
paramount	പരാമൗണ്ട്
paranoia	ഭ്രാന്തൻ
paranoid	പാരാനൈറ്റ്
paranormal	പരോക്ഷമായ
parapet	പരപ്പ്
paraphernalia	സാമഗ്രികൾ
paraphrase	പര്യാപ്തമാക്കൽ
paraplegic	പരുക്കനായ
parasite	പരാന്നഭോജികൾ
parasitic	പരോപജീവികൾ
parasol	പാരസോള്
parcel	പാർസൽ
parcels	പാർസെൽസ്
parched	പറിച്ചെടുത്തു
parchment	കടലാസിൽ
pardon	ക്ഷമിക്കുക
pare	NO TRANSLATION
parenchyma	പാരൻചിമ്മാ
parent	പാരന്റ്
parentage	രക്ഷകർത്താക്കൾ
parental	രക്ഷകർത്താക്കൾ
parenthesis	NO TRANSLATION
parenthetical	പാരന്തറ്റിക്കൽ
parenthood	രക്ഷാകർതൃത്വം
parenting	പാരന്റിംഗ്
pariah	pariah
parietal	പാരീറ്റൽ
paring	പാറിങ്ങ്
parish	പാരിഷ്
parity	പാരിറ്റി
park	പാർക്ക്
parka	പാർക
parking	പാർക്കിങ്
parkinsons	പാർക്കിൻസണുകൾ
parlance	അപര്യാപ്തത
parlay	പാർലേ
parliament	പാർലമെന്റ്
parliamentary	പാർലമെന്ററി
parlor	പാർലർ
parmesan	പര്മേസന്
parody	പാരഡി
parole	പരോൾ
parquet	parquet
parrot	തത്ത
parry	പാരി
parse	പാഴ്സ് ചെയ്യുക
parsimonious	മയക്കമരുന്ന്
parsimony	ക്ഷീണം
parsley	ആരാണാവോ
parson	പാർസൺ
part	ഭാഗം
partake	പങ്കു കൊള്ളൂ
partial	ഭാഗികം
partiality	പക്ഷപാതം
partially	ഭാഗികമായി
participant	പങ്കാളി
participate	പങ്കെടുക്കുക
participation	പങ്കാളിത്തം
particle	കണം
particular	പ്രത്യേക
particularity	പ്രത്യേകത
particulars	വിവരണങ്ങൾ
parting	വിഭജനം
partisan	പക്ഷപാതം
partisanship	പക്ഷപാതം
partition	വിഭജനം
partly	ഭാഗികമായി
partner	പങ്കാളി
partnership	പങ്കാളിത്തം
partridge	പാരിസികം
parts	ഭാഗങ്ങൾ
party	പാർട്ടി
pas	NO TRANSLATION
pass	കടന്നുപോകുക
passable	അപകടകരമായത്
passage	പാസായ
passageway	കടന്നുപോകുന്നു
passe	NO TRANSLATION
passenger	യാത്രക്കാരൻ
passim	NO TRANSLATION
passing	കടന്നുപോകുന്നു
passion	പാഷൻ
passionate	വികാരാധീനമായ
passive	നിഷ്ക്രിയത്വം
passivity	നിഷ്ക്രിയത്വം
passkey	പാസ്കി
passport	പാസ്പോർട്ട്
password	password
past	കഴിഞ്ഞ
pasta	പാസ്ത
paste	പേസ്റ്റ്
pastel	പാസ്തൽ
pastime	വിനോദയാത്ര
pastor	പാസ്റ്റർ
pastrami	പാസ്തമി
pastry	പേസ്ട്രി
pasture	മേച്ചൽ
pasty	പാചകം
pat	pat
patch	പാച്ച്
patchwork	പാച്ച്വേര്ഡ്
pate	നെറുക
patella	പാടൽ
patent	പേറ്റന്റ്
patented	പേറ്റന്റ് ഉള്ളത്
paternal	പിതൃസന്ധി
paternity	പിതൃത്വം
path	പാത
pathetic	ദയനീയമാണ്
pathological	രോഗപഠനം
pathologist	പാത്തോളജിസ്റ്റ്
pathology	രോഗപഠനം
pathos	NO TRANSLATION
pathway	പാത
patience	ക്ഷമ
patient	ക്ഷമ
patio	നടുമുറ്റം
patriarch	പാത്രിയർക്കീസ്
patriarchal	പുരുഷാധിപത്യപരമായ
patrimony	ആധിപത്യം
patriot	ദേശസ്നേഹം
patriotic	ദേശസ്നേഹം
patriotism	ദേശസ്നേഹം
patrol	പട്രോൾ
patrolman	patrolman
patron	രക്ഷാധികാരി
patronage	രക്ഷാധികാരി
patronising	സംരക്ഷിക്കുന്നു
patronize	രക്ഷിക്കുക
patronizing	സംരക്ഷിക്കുന്നു
patter	മിനുക്കിയെടുക്കുക
pattern	പാറ്റേൺ
paucity	കുറവ്
pauper	പ്യൂപ്പര്
pause	താൽക്കാലികമായി നിർത്തുക
pave	തെന്നിമാറുക
pavement	നടപ്പാത
pavilion	പവലിയൻ
paving	paving
paw	പാവ്
pawn	പണയം കൊള്ളുക
pawnshop	പാൻഷോപ്പ്
pax	പാക്സ്
pay	പണമടയ്ക്കുക
payable	പണമടയ്ക്കൽ
payback	തിരിച്ചടയ്ക്കൽ
paycheck	പണമടയ്ക്കുക
payday	ശമ്പളം
payer	പേയർ
payload	പേലോഡ്
payment	പേയ്മെന്റ്
payoff	പേ ഓഫ്
payout	പണമടയ്ക്കൽ
payphone	പണമടയ്ക്കൽ
payroll	പേരോൾ
pea	മുയൽ
peace	സമാധാനം
peaceable	സമാധാനം
peaceful	ശാന്തത
peacefully	സമാധാനത്തോടെ
peacekeeper	സമാധാനപാലകൻ
peaceofmind	NO TRANSLATION
peacetime	സമാധാനകാലത്ത്
peach	പീച്ച്
peachy	പീച്ചി
peacock	മയിൽ
peak	പീക്ക്
peaked	ഉയർന്നു
peanut	നിലക്കടല
peanuts	നിലക്കടല
pear	പിയർ
pearl	മുത്ത്
pearly	തൂവെള്ള
peas	പീസ്
peasant	കർഷകൻ
peat	തത്വം
pebble	കഷണം
pecan	പെക്കൻ
peck	പെക്ക്
pecker	പെക്കർ
peculiar	വിചിത്രമായ
peculiarities	പ്രത്യേകതകൾ
peculiarity	പ്രത്യേകത
peculiarly	പ്രത്യേകമായി
pecuniary	മയക്കമരുന്ന്
pedal	പെഡൽ
pedantic	പെയ്തിക്
peddle	ചിതാഭസ്മം
peddler	പിറ്റ്ലർ
pedestal	പീഠഭൂമി
pedestrian	കാൽനടയാത്ര
pediatric	ശിശുരോഗം
pediatrician	ശിശുരോഗ വിദഗ്ധൻ
pediatrics	പീഡിയാട്രിക്സ്
pedicure	പെഡിക്യൂർ
pedigree	മേത്തരം
pedometer	പിൻഗാമി
pedophile	പെഡോഫൈൽ
pee	പീ
peek	പീക്ക്
peekaboo	പീക്കബു
peel	പീൽ
peep	പെപ്
peeper	പ്യൂപ്പര്
peephole	പെഫോള്
peer	പിയർ
peering	പിയറിംഗ്
peerless	അയാൾ
peeved	കടന്നുകളയുന്നു
peg	പെഗ്
pegs	പെഗ്ഗുകൾ
peice	NO TRANSLATION
pelagic	pelagic
pelican	പെലിക്കൻ
pellet	പെല്ലറ്റ്
pelvic	ഇടുപ്പ്
pelvis	പല്ല്
pen	പേന
penal	ശിക്ഷിക്കുക
penalty	പെനാൽറ്റി
penance	പകവീട്ടൽ
penchant	പ്രണയം
pencil	പെൻസിൽ
pendant	തണ്ടാക്കിയത്
pendency	pendency
pendent	NO TRANSLATION
pending	തീർപ്പുകൽപ്പിച്ചിട്ടില്ല
pendulum	പെൻഡുലം
penetrate	തുളച്ചുകയറുക
penetrating	തുളച്ചുകയറി
penetration	തുളച്ചുകയറുക
penguin	പെന്ഗിന് പക്ഷി
penicillin	പെൻസിലിൻ
penile	പതാക
peninsula	ഉപദ്വീപിൽ
penis	ലിംഗം
penitent	അനുതപിക്കുന്നു
penitentiary	പിഴവുകൾ
penmanship	ശല്യപ്പെടുത്തരുത്
pennant	പെന്നന്റ്
penniless	തുച്ഛമായ
penny	പെന്നി
pension	പെൻഷൻ
pensioner	പെൻഷൻ
pensive	വിഷമമാണ്
pentagon	പെന്റഗൺ
pentagram	പെന്റഗാം
penthouse	പെന്റ്ഹൗസ്
penultimate	അവസാനത്തേത്
people	ആളുകൾ
peopled	ജനരോഷം
pep	പെപ്പർ
pepper	കുരുമുളക്
peppermint	കര്പ്പൂരതുളസി
pepperoni	പെപ്പർരോണി
peppy	പേപ്പര്
peptic	പെപ്റ്റിക്
peptide	പെപ്റ്റൈഡ്
perceive	മനസ്സിലാക്കുക
percent	ശതമാനം
percentage	ശതമാനം
percentile	ശതമാനം
perceptible	വര
perception	ധാരണ
perceptive	ചിന്താഗതി
perch	perch
perchance	പെരുന്നാൾ
percolation	പെലലേഷൻ
percussion	പെർക്കുഷൻ
perdition	നാശമാണ്
peremptory	peremptory
perennial	വറ്റാത്ത
perfect	തികഞ്ഞ
perfection	പൂർണ്ണത
perfectionist	പരിപൂർണ്ണമായ
perfecto	NO TRANSLATION
perforated	സുഷിരമാണ്
perforation	ചായം
perforce	പര്യവസാനം
perform	നിർവഹിക്കുക
performance	പ്രകടനം
performer	നടൻ
perfume	സുഗന്ധം
perfumed	സുഗന്ധം
peri	പെരി
peridot	peridot
peril	അപകടകരമായ
perilous	അപകടകരമാണ്
perimeter	ചുറ്റളവ്
period	കാലയളവ്
periodic	ആനുകാലികം
periodical	ആനുകാലിക
periodically	ഇടയ്ക്കിടെ
periodicity	കാലഘട്ടം
peripheral	പെരിഫറൽ
periphery	ചുറ്റളവ്
periscope	പെരിസ്പോപ്പ്
perish	നശിക്കുക
perishable	നശിക്കുക
perished	നശിച്ചുപോയി
perishing	നശിക്കുന്നു
perjury	കള്ളം പറയുക
perk	പെർക്
perky	perky
perm	പരം
permanence	സ്ഥിരമായത്
permanent	സ്ഥിരമായ
permeable	ചിതറി
permeate	ചലിപ്പിക്കുക
permeation	പെരുകൽ
permissible	അനുവദനീയമായത്
permission	അനുമതി
permissive	അനുവാദം
permit	അനുവദിക്കുക
permitted	അനുവദിച്ചു
permitting	അനുവദിക്കൽ
permutation	പെർമാറ്റിഷൻ
pernicious	വിദ്വേഷം
peroxide	പെറോക്സൈഡ്
perpendicular	ലംബമായ
perpetrate	അതിക്രമം
perpetrator	കുറ്റവാളി
perpetual	ശാശ്വതമായ
perpetually	ശാശ്വതമായി
perpetuate	നിലനിർത്തുക
perpetuation	സ്ഥിരത
perpetuity	സ്ഥിരത
perplexed	ചിന്താക്കുഴപ്പത്തിലാണ്
perplexing	പരിഭ്രമം
perplexity	അസംബന്ധം
persecute	ഉപദ്രവിക്കുക
persecution	ഉപദ്രവം
perseverance	സ്ഥിരോത്സാഹം
persevere	സൂക്ഷിക്കുക
persist	നിര്ബന്ധംപിടിക്കുക
persistence	സ്ഥിരത
persistent	സ്ഥിരമായി
persisting	തുടരുന്നു
person	വ്യക്തി
persona	NO TRANSLATION
personable	വ്യക്തിപരമായി
personage	വ്യക്തിത്വം
personal	വ്യക്തിപരമായ
personality	വ്യക്തിത്വം
personification	വ്യക്തിത്വം
personnel	ഉദ്യോഗസ്ഥർ
persons	വ്യക്തികൾ
perspective	വീക്ഷണം
perspiration	വിയർപ്പ്
persuade	ബോധ്യപ്പെടുത്തുക
persuasion	പ്രേരണ
persuasive	ബോധപൂർവമുള്ള
pert	പെർറ്റ്
pertinent	പ്രസക്തമായ
perturbation	ബോധം
pertussis	പെർഫ്യൂസിസ്
perusal	perusal
peruse	പര്യവേക്ഷണം
pervading	ചുറ്റിക്കറങ്ങുന്നു
perverse	വക്രതയുള്ള
perversion	വക്രത
pervert	തെറ്റ്
perverted	തെറ്റായി
pesky	അസ്വസ്ഥത
pessimism	അശുഭപ്രതീക്ഷ
pessimist	അശുഭകാരി
pessimistic	അശുഭകരമായ
pest	കീടങ്ങളെ
pester	പേശീ
pestilence	മഹാമാരി;
pestle	കുരുമുളക്
pesto	പെസ്റ്റോ
pet	വളർത്തുമൃഗം
petal	അപ്പൽ
petite	വൃത്തികെട്ട
petition	പരാതി
petitioner	പരാതിക്കാരൻ
petloss	NO TRANSLATION
petpeeve	NO TRANSLATION
petrified	ചുറ്റിക്കറങ്ങി
petrify	പൊട്ടിക്കുക
petrol	പെട്രോൾ
petroleum	പെട്രോളിയം
petticoat	പെട്ടിtic ഓട്ടം
petting	പെറ്റിങ്
petty	പെട്ടി
petulant	മദ്യം
petunia	പെറ്റൂണിയ
pew	പ്യൂ
pewter	പ്യൂവർ
peyote	NO TRANSLATION
phalanx	phalanx
phantom	ഫാന്റം
pharaoh	ഫറവോൻ
pharmaceutical	ഫാർമസ്യൂട്ടിക്കൽ
pharmacist	ഫാർമസിസ്റ്റ്
pharmacology	മരുന്നുകൾ
pharmacy	ഫാർമസി
phase	ഘട്ടം
pheasant	ഒരിനം പക്ഷി
phenomenal	അസാധാരണമായ
phenomenon	പ്രതിഭാസം
pheromone	ഫെറോമോൺ
phew	പിച്ച്
phi	ഫി
philanthropic	മനുഷ്യസ്നേഹി
philanthropist	ദൈവസ്നേഹി
philanthropy	മനുഷ്യസ്നേഹി
philistine	philistine
philosopher	തത്ത്വചിന്തകൻ
philosophic	തത്ത്വചിന്ത
philosophical	തത്ത്വചിന്ത
philosophy	തത്ത്വചിന്ത
phlegm	വഞ്ചി
pho	ഫോ
phobia	ഫോബിയ
phoenix	ഫീനിക്സ്
phone	ഫോൺ
phonetic	സ്വരസൂചകം
phonetics	ഫോണറ്റിക്സ്
phonics	ഫോണിക്സ്
phonograph	ഫോണോഗ്രാഫ്
phonology	ശബ്ദശാസ്ത്രം
phony	ഫോണി
phooey	ഫൂയി
phosphate	ഫോസ്ഫേറ്റ്
phosphor	ഫോസ്ഫോർ
phosphorus	ഫോസ്ഫറസ്
photo	ഫോട്ടോ
photogenic	ഫോട്ടോജനിക്
photograph	ഫോട്ടോ
photographer	ഫോട്ടോഗ്രാഫർ
photographic	ഫോട്ടോഗ്രാഫിക്
photography	ഫോട്ടോഗ്രാഫി
photometry	ഫോട്ടോമെട്രി
photon	ഫോട്ടോൺ
phrase	പദപ്രയോഗം
phraseology	പദോൽപ്പത്തി
phylogeny	ഫൈലോജനി
physical	ശാരീരികമായ
physical therapist	ഫിസിക്കൽ തെറാപ്പിസ്റ്റ്
physician	വൈദ്യൻ
physicist	ഭൗതികശാസ്ത്രജ്ഞൻ
physics	ഭൗതികശാസ്ത്രം
physiological	ഫിസിയോളജിക്കൽ
physiology	ഫിസിയോളജി
physique	ശരീരഘടന
pi	പി
pianist	പിയാനിസ്റ്റ്
piano	പിയാനോ
piazza	പ്യാസ
piccolo	NO TRANSLATION
pick	എടുക്കുക
picked	തിരഞ്ഞെടുത്തത്
picker	പിക്കർ
picket	പിക്ക്
picketing	പിക്കറ്റിംഗ്
pickle	ഉപ്പിലിട്ടത്
pickled	pickled
pickpocket	പായ്ക്കുട്ട്
pickup	പുരോഗമിക്കുക
picky	picky
picnic	പിക്നിക്
pictorial	ചിത്രവത്കരണം
picture	ചിത്രം
pictures	ചിത്രങ്ങൾ
picturesque	മനോഹരമായ
pie	പൈ
piece	കഷണം
piecemeal	ചായ
pieceofshit	അത്ര തന്നെ
pied	പായിച്ചു
pier	പീര
pierce	പിയേഴ്സ്
piety	ഭക്തി
pig	പന്നി
pigeon	പ്രാവ്
piggy	പിങ്ക്
piggyback	പിഗ്ബി ബാക്ക്
pigheaded	പഞ്ഞിയുണ്ട്
piglet	പന്നിക്കുഞ്ഞു
pigment	പിഗ്മെന്റ്
pigskin	പിഗ്സ്കിൻ
pigsty	pigsty
pike	പിക്ക്
pile	മരത്തൂണ്
piles	മൂടാൻ
pileup	pileup
pilgrim	തീർത്ഥാടകൻ
pilgrimage	തീർത്ഥാടന
pill	ഗുളിക
pillage	കവർച്ച
pillar	തൂൺ
pillbox	പടുകൂറ്റൻ
pillow	തലയണ
pillowcase	pillowcase
pilot	പൈലറ്റ്
pimp	പിമ്പം
pimple	മുഖക്കുരു
pin	പിൻ ചെയ്യുക
pinball	പിൻബോൾ
pinch	പിഞ്ച് ചെയ്യുക
pinching	പിഞ്ചു
pine	പൈൻമരം
pineapple	പൈനാപ്പിൾ
ping	പിംഗ്
pinhead	പിന്ഹെഡ്
pinhole	പിൻഹോൾ
pinion	പിഷൻ
pink	പിങ്ക്
pinkie	പിങ്ക്
pinnacle	അത്യുച്ചം
pinot	പിന്വട്ട്
pinpoint	പോയിന്റ്
pint	പൈന്റ്
pinto	പിന്റോ
pinup	പിൻ അപ്പ്
pioneer	പയനിയർ
pious	ഭക്തിയുള്ള
pip	പിപ്പ്
pipe	പൈപ്പ്
piped	കുഴമ്പ്
pipeline	പൈപ്പ്ലൈൻ
piper	പൈപ്പർ
pipette	പിപ്പറ്റ്
piping	പൈപ്പിംഗ്
pipsqueak	pipsqueak
pique	ചിക്കൻ
piracy	കടൽക്കൊള്ള
piranha	പിരാന
pirate	പൈറേറ്റ്
piscina	NO TRANSLATION
piss	മൂത്രമൊഴിക്കുക
pissed	കുഴഞ്ഞുവീഴുന്നു
pissedoff	ദേഷ്യപ്പെടുക
pisser	NO TRANSLATION
pissesmeoff	pissesmeoff
pissingmeoff	pissingmeoff
pissoff	പിസ്സോഫ്
pistachio	പിസ്റ്റാച്ചി
pistol	പിസ്റ്റൾ
piston	പിസ്റ്റൺ
pit	കുഴി
pita	പിതാ
pitch	പിച്ച്
pitcher	കുഴി
pitchfork	പിച്ച്ഫോർക്ക്
pitfall	കഷ്ടം
pith	pith
pithy	pithy
pitiful	ദയനീയമായ
pitted	കുഴഞ്ഞുവീഴുന്നു
pitter	കുഴൽ
pituitary	പിറ്റുവേറ്ററി
pity	സഹതാപം
pivot	പിവറ്റ്
pivotal	പരമമായ
pix	പിക്സൽ
pixie	pixie
pizza	പിസ്സ
pizzazz	pizzazz
pizzeria	പിസ്സേരിയ
placard	പ്ലക്കാർഡ്
place	സ്ഥലം
placebo	പ്ലസ്ബോ
placement	പ്ലേസ്മെന്റ്
placenta	മറുപിള്ള
placid	മദ്യം
placket	പ്ലാക്കറ്റ്
plagiarism	പരോക്ഷ വിവാദം
plague	പ്ലേഗ്
plaid	പ്ലെയ്ഡ്
plain	പ്ലെയിൻ
plainclothes	വൃത്തികെട്ടത്
plaintiff	വാദം
plaintive	പുച്ഛം
plan	പ്ലാൻ ചെയ്യുക
plane	വിമാനം
planes	വിമാനങ്ങൾ
planet	ഗ്രഹം
planetarium	പ്ലാനറ്റോറിയം
planetary	ഗ്രഹം
planets	ഗ്രഹങ്ങൾ
plank	പലക
plankton	പ്ലാങ്ങ്ടന്
planned	ആസൂത്രിതമായ
planner	പ്ലാനർ
planning	ആസൂത്രണം
plant	ചെടി
plantation	തോട്ട
planter	പ്ലാനർ
planting	നടീൽ
plaque	ശിലാഫലകം
plasma	പ്ലാസ്മ
plaster	കുമ്മായം
plastic	പ്ലാസ്റ്റിക്
plasticity	പ്ലാസ്റ്റിറ്റി
plat	പ്ലാറ്റ്
plate	പാത്രം
plateau	പീഠഭൂമി
plated	പൂശിയത്
platform	പ്ലാറ്റ്ഫോം
plating	പ്ലേറ്റ്
platinum	പ്ലാറ്റിനം
platonic	പ്ലാത്തോണിക്
platoon	പ്ലാറ്റൂൺ
platter	തക്കാളി
plaudit	NO TRANSLATION
plausibility	സംഭോഗം
plausible	വിശ്വസനീയമായ
play	കളിക്കുക
playa	പ്ലേ
playback	പ്ലേബാക്ക്
playbook	പ്ലേബുക്ക്
playboy	പ്ലേബോയ്
player	പ്ലെയർ
playful	കളിക്കാൻ
playground	കളിസ്ഥലം
playhouse	പ്ലേഹൌസ്
playmate	കളിക്കാരൻ
playoff	പ്ലേ ഓഫ്
playpen	പ്ലേപ്പെൻ
playroom	playroom
plaything	കളിച്ചു
playtime	കളി സമയം
playwright	നാടകകൃത്ത്
plaza	പ്ലാസ
plea	ഹർജി
plead	അപേക്ഷിക്കുക
pleasant	മനോഹരമായ
pleased	തൃപ്തിയുണ്ട്
pleasing	ഇഷ്ടമുള്ളത്
pleasurable	സന്തോഷകരമാണ്
pleasure	സന്തോഷം
pleasures	ആനന്ദം
pleat	വയ്ക്കുക
pleated	മധുരിച്ചത്
pledge	പ്രതിജ്ഞ
pledged	പ്രതിജ്ഞ ചെയ്തു
plenary	പ്ളാനറി
plentiful	ധാരാളം
plenty	ധാരാളം
plenum	പ്ലീനം
plethora	പലതും
plexus	പിക്സസ്
pliable	സുതരാം
plication	plication
pliers	ശവശരീരം
plight	കഷ്ടം
plinth	പ്ലംബിംഗ്
plodding	പ്ലോഡിംഗ്
plop	പ്പോ
plot	പ്ലോട്ട്
plough	കലപ്പിക്കുക
ploughed	ഉഴുക
plover	പ്ലോവർ
plow	കലപ്പിക്കുക
plowed	ഉഴുക
plowing	ഉഴുക
ploy	പ്ലോയ്
pluck	പറിക്കാൻ
plucky	കഷ്ടം
plug	പ്ലഗ്
plum	പ്ലം
plumage	തൂവലി
plumb	മുകുളം
plumber	പ്ളംബര്
plumbing	പ്ലംബിംഗ്
plume	സുഗന്ധം
plummet	അടിച്ചുപൊളിക്കുക
plump	തുളച്ച്
plumper	ഉത്തേജനം
plunder	കൊള്ളുക
plunge	വീഴ്ച
plunger	പ്ലങ്കർ
plural	ബഹുവചനം
plurality	ബഹുത്വം
plush	വൃത്തികെട്ട
plutonium	പ്ലൂട്ടോണിയം
ply	ഓടുക
plywood	പ്ലൈവുഡ്
pneumatic	ന്യൂക്ലിയർ
pneumonia	ന്യുമോണിയ
poacher	വഞ്ചകൻ
poachers	വഞ്ചകരെ
poaching	വേട്ടയാടുക
pocket	പോക്കറ്റ്
pocketbook	പോക്കറ്റ്ബുക്ക്
pocketful	പോക്കറ്റ്
pod	NO TRANSLATION
podium	പോഡിയം
poem	കവിത
poems	കവിതകൾ
poet	കവി
poetic	കാവ്യ
poetical	കവിത
poetics	കവിതകൾ
poetry	കവിത
pogo	പോഗോ
poignant	പരുഷമായി
point	പോയിന്റ്
pointedly	ഊഹാപോഹങ്ങൾ
pointer	പോയിന്റർ
pointless	ബുദ്ധിശൂന്യമായ
pointy	കുത്തിവയ്പ്പ്
poise	പൊരുതുക
poison	വിഷം
poisoned	വിഷം
poisoning	വിഷം
poisonous	വിഷം
poke	പായുക
poker	പോക്കർ
pokes	പോക്കുകൾ
polar	ധ്രുവഭാഗം
polarity	ധ്രുവീകരണം
pole	പോൾ
polemic	വിവാദം
police	പോലീസ്
police officer	പോലീസ് ഉദ്യോഗസ്ഥന്
policeman	പോലീസുകാരൻ
policewoman	പോലീസുകാരി
policy	നയം
polio	പോളിയോ
polish	പോളിഷ്
polished	മിനുക്കിയിരിക്കുന്നു
polite	മര്യാദകേട്
politeness	മൗലികത
politic	രാഷ്ട്രീയമായ
political	രാഷ്ട്രീയമായ
politician	രാഷ്ട്രീയക്കാരൻ
politics	രാഷ്ട്രീയം
polity	രാഷ്ട്രീയം
polka	പോൾക്ക
poll	പോൾ
pollen	തേനാണ്
polling	പോളിംഗ്
pollute	മാലിന്യം
pollution	അശുദ്ധമാക്കല്
