Word	mi
joy	koa
joyful	koa
joyous	koa
joyride	koa
joys	koa
jubilant	Tuhinga o mua
jubilee	Pipiri
judge	whakawa
judged	whakawahia
judging	whakawa
judgment	whakawa
judgmental	whakawa
judicial	whakawa
judiciary	kaiwhakawā
judicious	tika
judo	judo
jug	Tuhinga o mua
juggle	pupuhi
juggler	Tuhinga o mua
juggling	Tuhinga o mua
jugular	nui
juice	wai
juicer	juicer
juicy	reka
juju	NO TRANSLATION
juke	Tuhinga o mua
jukebox	pouakaweke
jumble	pupuhi
jumbled	Tuhinga o mua
jumbo	Tuhinga
jump	peke
jump rope	peke peke
jumper	kati
jumpsuit	pekepeke
jumpy	Tuhinga o mua
junction	raupapa
juncture	raupapa
jungle	ngaherehere
junior	kōhungahunga
juniper	piripiri
junk	pupuhi
junket	kaukau
junkie	Tuhinga o mua
junky	junky
junkyard	junkyard
junta	junta
juridical	ture
jurisdiction	mana
jurisprudence	ture
jurist	tohunga
juror	juror
jury	karauna
justice	whakawa
justifiable	tika
justification	whakatika
justify	whakatika
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	jute
juvenile	tamariki
juxtaposition	juxtaposition
kaiser	kaiser
kale	kale
kaleidoscope	kaleidoscope
kamikaze	kamikaze
kangaroo	kangaroo
kanji	kanji
kappa	kappa
kaput	NO TRANSLATION
karaoke	karaoke
karate	Karate
karma	Karma
karmic	karmic
kayak	kayak
kazoo	kazoo
kebab	kebab
keel	keel
keen	hihiri
keep	pupuri
keeper	kaitiaki
keeping	tiaki
keepsake	pupuri
keg	keg
kelp	kelp
ken	ken
kennel	Tuhinga o mua
kerchief	whara
kern	kern
kernel	kakano
kerosene	kerosene
ketchup	ketchup
kettle	kettle
key	kī
keyboard	papapātuhi
keyed	keyed
keyhole	keyhole
keynote	matua matua
keypad	pātuhi
keystone	kohatu matua
keyword	kupu matua
khaki	khaki
khan	khan
kibble	kapi
kick	whana
kickboxing	kickboxing
kicker	kicker
kicking	kati
kickoff	kickoff
kid	tamaiti
kidder	kidder
kidding	koha
kiddo	tohua
kiddos	kiddos
kidnap	kohi
kidnapped	ka hopukina
kidnapper	kohuru
kidnapping	kohi
kidney	whatukuhu
kids	tamariki
kill	patu
killer	kohuru
killing	kohuru
killjoy	matemate
kiln	kiln
kilo	NO TRANSLATION
kilogram	karaka
kilometer	kilomita
kilt	kati
kimono	kimono
kin	kin
kind	ahuareka
kindergarten	pouaka kura
kindling	te tira
kindness	atawhai
kindred	whanaunga
kinematics	kinematics
kinesiology	kinesiology
kinetic	Tuhinga o mua
king	kingi
king snake	kingi te nakahi
kingdom	rangatiratanga
kingpin	kingipin
kink	kink
kinky	kinky
kinship	whanaungatanga
kiosk	kiosk
kirk	kirk
kiss	kihi
kisser	kihi
kissy	kissy
kit	kit
kitchen	kīhini
kite	kite
kitten	putea
kiwi	kiwi
klutz	klutz
knack	knack
knapsack	knapsack
knead	ngote
knee	piko
kneecap	Tuhinga o mua
kneel	piko
kneeling	piko ana
knell	karaka
knick	knick
knickers	Tuhinga o mua
knife	maripi
knight	kauhoe
knighthood	Tuhinga o mua
knit	herea
knob	piko
knock	patoto
knockoff	tohatoha
knockout	patupatu
knoll	patene
knot	here
knots	putea
knotted	ka piri
know	mohio
knowing	mohio
knowingly	mohio
knowledge	matauranga
knowledgeable	mohio
knuckle	knuckle
knucklehead	knucklehead
knuckles	knuckles
koala	koala
kook	NO TRANSLATION
kooky	kooky
kool-aid	kool-āwhina
kos	kos
kosher	kosher
kraut	NO TRANSLATION
kris	kris
kryptonite	kryptonite
kudos	Tuhinga
kumquat	kumquat
lab	taputapu
label	tapanga
labor	mahi
laboratory	rangahau
labored	i mahi
laborer	kaimahi
laboring	mahi
laborious	mahi
labyrinth	Tuhinga o mua
lac	lac
lace	Tuhinga o mua
laceration	Tuhinga o mua
lack	kore
lackey	lackey
lacking	kaore
lackluster	korepu
lacquer	Tuhinga
lacrosse	lacrosse
lactose	lactose
lad	tamaiti
ladder	peke
laddie	laddie
laden	utaina
lading	uta
ladle	Tuhinga
lady	wahine
lady bug	NO TRANSLATION
ladybug	ladybug
ladylike	ahuareka
ladyship	Tuhinga
lag	Tuhinga
lager	NO TRANSLATION
lagging	whakaheke
lagoon	lagoon
lair	Tuhinga
laity	Tuhinga
lake	roto
lama	NO TRANSLATION
lamb	reme
lame	kopa
lament	tangi
lamenting	tangi
lamina	lamina
laminated	raina
lamp	rama
lamppost	Tuhinga o mua
lance	Tuhinga
lancer	Tuhinga
land	whenua
landed	utaina
landfall	whenua
landfill	Tuhinga o mua
landing	tauranga
landlady	whenua
landlocked	kua tohua
landlord	rangatira
landmark	tohu whenua
lands	whenua
landscape	whenua
landscaping	te whakatairanga whenua
landslide	whakaheke
lane	ara
language	reo
languid	koree
languish	pouri
languishing	ka pupuhi
lanky	Tuhinga
lantern	rama
lap	Tuhinga
lapdog	Tuhinga o mua
lapel	Tuhinga o mua
lapse	Tuhinga
lapsed	Tuhinga o mua
laptop	pona
larceny	Tuhinga o mua
lard	paraoa
larder	nui
large	nui
larger	nui
largo	NO TRANSLATION
lark	whanui
larva	tohu
laryngitis	laryngitis
larynx	larynx
lasagna	lasagna
laser	laser
lash	whiu
lass	Tuhinga o mua
lasso	lasso
lastday	NO TRANSLATION
lasting	roa
lastminute	lastminute
latch	taputapu
late	te mutunga
lateness	Tuhinga
latent	Tuhinga o mua
lateral	tawhito
laterally	i te waa
latex	Tuhinga o mua
lathe	Tuhinga
lather	Tuhinga
latitude	Tuhinga
latrine	urupare
latrines	latrines
latte	latte
lattice	Tuhinga
laud	Tuhinga
laudable	Tuhinga
laudation	Tuhinga
laudatory	Tuhinga
laugh	kata
laughable	Tuhinga ka whai mai
laughing	kata
laughingstock	NO TRANSLATION
laughs	kata
laughter	kata
launch	whakarewatanga
launcher	kaitahu
launches	whakarewa
launder	whakarewa
laundering	whakarewa
laundry	horoi
laureate	laureate
laurel	laurel
laurels	laurels
lava	tae
lavage	horoi
lavatory	Tuhinga
lavender	lavender
lavish	Tuhinga
law	ture
lawful	tika
lawless	kore ture
lawlessness	kino
lawman	ture
lawn	Tuhinga o mua
lawnmower	lawnmower
lawsuit	whakawakanga
lawyer	rōia
lax	Tuhinga
laxative	Tuhinga
lay	takoto
layaway	layaway
layer	paparanga
layered	whakaheke
layman	manene
layout	tahora
layover	Tuhinga
laziness	mangere
lazy	mangere
lazyday	NO TRANSLATION
lea	tenei
lead	ārahi
leaded	arahina
leader	rangatira
leadership	rangatira
leading	ārahi
leads	arata'i
leaf	rau
leaflet	pepa
leafy	pupuhi
league	riki
leak	rerenga
leakage	rerenga
leaky	Tuhinga
lean	hiroki
leaned	ka tautokona
leaning	te hiri
leap	peke
learn	ako
learned	ako
learner	ākonga
learning	akoranga
lease	riihi
leash	Tuhinga
leather	hiako
leathery	Tuhinga o mua
leave	waiho
leavemealone	Tuhinga o mua
leaving	mahue
lecherous	Tuhinga o mua
lecture	korero
lecturer	kaiwhakaako
ledge	papa
ledger	kaiarahi
lee	kite
leech	Tuhinga o mua
leeches	Tuhinga
leer	NO TRANSLATION
leery	Tuhinga
lees	NO TRANSLATION
leeway	Tuhinga o mua
left	maui
leftout	NO TRANSLATION
leftover	Tuhinga o mua
leftovers	Tuhinga o mua
lefty	Tuhinga o mua
leg	waewae
legacy	Tuhinga
legal	ture
legality	ture
legalize	whakatinana
legalized	kua whakamanahia
legally	ture
legend	Tuhinga
legendary	rongonui
legibility	Tuhinga
legible	ka taea
legion	legion
legislate	ture
legislation	ture
legislative	ture
legislator	ture
legislature	Tuhinga o mua
legit	legit
legitimacy	tika
legitimate	tika
lego	lego
legs	waewae
legume	legume
legwork	Tuhinga
leisure	waatea
leisurely	te waatea
lemma	lemma
lemon	rēmana
lemonade	te rēmana
lend	tuku moni
lender	kaituku
lending	nama
length	roa
lengthen	te roa
lengthened	te roa
lengthening	te roa
lengthwise	roa
lengthy	roa
leniency	Tuhinga o mua
lenient	Tuhinga o mua
lens	arotahi
leopard	reparo
leotard	Tuhinga o mua
leper	repera
leprechaun	leprechaun
leprosy	te repera
lesbian	wahine wahine
lesbianism	Tuhinga o mua
lesion	mate
less	iti iho
lessee	kaituku riihi
lessen	iti iho
lessening	iti iho
lesser	iti iho
lesson	akoranga
lessor	kaipupuri
let	waiho
lethal	mate
lethargic	lethargic
lethargy	Tuhinga o mua
letter	reta
lettered	Tuhinga
letterhead	te reta
lettering	reta
letters	reta
lettuce	rētihi
leukemia	te kanui
levee	Tuhinga
level	taumata
lever	Tuhinga
leverage	tahua
levitate	levitate
levy	Tuhinga
lewd	kino
lexicon	huarere
ley	NO TRANSLATION
liabilities	nama
liability	nama
liable	tika
liaison	hononga
liar	teka
libel	whakapae
libelous	Tuhinga o mua
liberal	Tuhinga o mua
liberalism	Tuhinga o mua
liberate	Tuhinga
liberated	Tuhinga ka whai mai
liberating	Tuhinga o mua
liberation	Tuhinga o mua
liberty	Tuhinga o mua
libido	libido
librarian	kaitiaki pukapuka
library	whare pukapuka
libretto	freetto
lice	ngutu
license	raihana
lichen	lichen
lick	paraka
licorice	raihana
lid	taupoki
lie	takoto
liege	moenga
lien	Tuhinga
lieu	wāhi
lieutenant	kaipupuri
life	ora
lifeblood	te ora ora
lifeboat	waka ora
lifeguard	oranga ora
lifeisgood	lifeisgood
lifeless	orakore
lifelike	Tuhinga
lifeline	raanei
lifelong	ora tonu
lifer	Tuhinga
lifesaver	kaiwhakaora
lifestyle	āhua noho
lifesucks	Tuhinga o mua
lifetime	te ora
lift	ara
lifted	ara ake
liftoff	Tuhinga
ligament	ligament
ligation	Tuhinga
ligature	Tuhinga
light	marama
light year	marama marama
lightbulb	ramarama
lighten	whakamarama
lightheaded	maramara
lighthouse	ramarama
lighting	rama
lightness	marama
lightning	uira
lights	rama
lightweight	māmā
likable	e pai ana
like	rite
likelihood	ka taea
likely	pea
likeness	ahua
likewise	pera hoki
liking	pai
lilac	lilac
lily	rengarenga
limb	Tuhinga
limber	kapi
limbo	limbo
lime	kotakota
limelight	Tuhinga o mua
limestone	te kirikiri
limey	Tuhinga o mua
limit	rohe
limitation	herea
limited	iti
limitless	korekore
limo	Tuhinga
limousine	limousine
limp	Tuhinga
lin	lin
line	raina
lineage	whakapapa
lineal	aho
linear	ahorangi
linebacker	linebacker
lined	ka herehia
linen	rinena
liner	raina
lines	raina
lineup	raupapa
linger	Tuhinga
lingerie	Tuhinga o mua
lingering	roa
lingo	Tuhinga o mua
lingual	reo
linguini	linguini
linguist	kaiwhakamaori
linguistic	reo
linguistics	te reo
lining	taatai
link	hono
linoleum	linoleum
lint	Tuhinga
lion	raiona
lip	ngutu
liposuction	liposuction
lipstick	lipstick
liquefaction	Tuhinga o mua
liquefied	Tuhinga o mua
liqueur	liqueur
liquid	wai
liquidate	whakakorea
liquidation	Tuhinga o mua
liquidator	kaiwhakawai
liquidity	Tuhinga o mua
liquor	waipiro
lira	NO TRANSLATION
lisp	Tuhinga o mua
list	rārangi
listen	whakarongo
listener	whakarongo
listenting	NO TRANSLATION
listing	rārangi
listless	kāore i te kore
listneing	NO TRANSLATION
litany	litany
liter	rita
literacy	reo matatini
literal	Tuhinga
literally	te tikanga
literary	Tuhinga
literature	tuhinga
lithe	Tuhinga
lithium	lithium
lithograph	lithograph
lithography	Tuhinga o mua
lithology	lithology
lithosphere	raupapa
litigant	Tuhinga
litigate	ka whakaekea
litigation	Tuhinga
litigator	Tuhinga
litigious	Tuhinga
litter	potae
little	iti
littlethings	Tuhinga o mua
littoral	rohe
liturgy	Tuhinga
live	ora
livelife	livelife
livelihood	oranga oranga
lively	ora
liven	ora
liver	ate
livery	Tuhinga
livestock	kararehe
livid	Tuhinga
living	ora
lizard	mokomoko
llama	llama
lml	lml
load	utaina
loader	kawenga
loaf	pati
loafer	Tuhinga o mua
loam	Tuhinga
loan	nama
loath	haunga
loathe	kino
loathful	kino
loathing	te kino
loathsome	kino
lobby	waha
lobbyist	kaitautoko
lobe	Tuhinga
lobotomy	lobotomy
lobster	paraka
local	rohe
locale	rohe
locality	rohe
localization	tautuhi
localize	kimihia
localized	tautuhi
locate	kimi
location	tauwāhi
locator	kairapu
loch	loch
lock	kati
locker	waera
locket	putea
locksmith	paraka
lockup	tarai
loco	waahi
locomotion	Tuhinga o mua
locomotive	locomotive
locust	mawhitiwhiti
lode	NO TRANSLATION
lodge	whare noho
lodger	kaiwhakahaere
lodging	whare noho
loft	Tuhinga o mua
lofty	tiketike
log	takiuru
logarithm	logarithm
logarithmic	logarithmic
logic	arorau
logical	arorau
logistics	nga waitohu
logo	tohu
logotype	tohu tohu
loin	NO TRANSLATION
lollipop	pati
lone	kotahi
loneliness	te waatea
lonely	mokemoke
loner	Tuhinga
lonesome	Tuhinga
long	roa
longboat	longboat
longevity	te roa
longing	hiahia
longitude	longitude
longitudinal	roa
longitudinally	roa
longtime	roa
loo	Kei te
look	titiro
looker	kaititiro
lookout	te waahi
loom	Tuhinga
looming	whakaheke
loon	Tuhinga
loony	tohaina
loop	whanui
loophole	pupuhi
loopy	maama
loose	wewete
loosen	wewete
loosening	wehe
loot	taonga
lop	pakaru
lopsided	ka pakaru
lord	rangatira
lords	rangatira
lordship	rangatira
lore	Tuhinga o mua
lorry	Tuhinga o mua
lose	ngaro
loser	ngaro
losing	ngaro
loss	ngaro
lost	ngaro
lot	rota
lotion	hinu
lots	rota
lottery	rota
lotto	Tuhinga
lotus	lotus
loud	nui
loudly	nui
loudmouth	Tuhinga o mua
loudness	nui
loudspeaker	reo nui
lounge	whare moenga
lounging	te noho
louse	whakaheke
lousy	Tuhinga o mua
lovable	aroha
love	aroha
loved	arohahia
lovee	aroha
loveee	loveee
loveless	arohakore
lovelife	NO TRANSLATION
loveliness	te aroha
lovelovelove	NO TRANSLATION
lovely	ataahua
lovemaking	te aroha
lovemylife	NO TRANSLATION
lover	aroha
lovesick	aroha
lovethis	aroha
loving	aroha
lovinglife	te aroha
lovinlife	Tuhinga o mua
low	iti
lowdown	whakaheke
lower	iti iho
lowering	whakaheke
lowest	iti rawa
lowlands	whenua iti
lowlife	lowlife
lowly	iti
lox	lox
loyal	pono
loyalty	te pono
lsd	lsd
luau	ruau
lube	lube
lubricant	kapi
lubricate	whakapoi
lubrication	te whakauru
lucid	Tuhinga o mua
luck	waimarie
luckiest	kaore i pai
lucky	waimarie
luckygirl	waimarie
lucrative	utu
ludicrous	Tuhinga
lug	Tuhinga
luggage	peke
lukewarm	Tuhinga o mua
lull	whakaheke
lullaby	Tuhinga
lumbar	lumbar
lumber	rakau
lumbering	te tipu
lumberjack	Tuhinga o mua
luminescent	Tuhinga o mua
luminous	marama
lump	Tuhinga
lumpy	lumpy
lunacy	rangatira
lunar	Tuhinga o mua
lunatic	Tuhinga o mua
lunch	tina
lunchbox	lunataka
luncheon	Tuhinga o mua
lunchtime	te tina kai
lung	te huhu
lunge	Tuhinga o mua
lungs	ngongo
lurch	Tuhinga o mua
lure	pupuhi
lurid	Tuhinga
lurk	lurk
lurking	te piri
luscious	ngawari
lush	pupuhi
lust	hiahia
luster	pupuhi
lustful	hiahia
lustrous	hiahia
lusty	hiahia
lute	Tuhinga
luxuriant	ahuareka
luxurious	whakahihi
luxury	pai
lycra	Tuhinga o mua
lye	Tuhinga
lying	takoto
lymph	lymph
lymphatic	lymphatic
lymphoma	lymphoma
lynch	Tuhinga
lynching	te whakawhitinga
lynx	Tuhinga
lyre	lyre
lyric	lyric
lyrical	whakaari
lyrics	lyrics
macadamia	macadamia
macarena	macarena
macaroni	macaroni
mace	wahine
mach	mīhini
machete	machete
machine	mīhini
machinery	mīhini
machinist	mimihini
macho	macho
mackerel	Tuhinga o mua
macro	Tonotono
mad	haurangi
madam	haurangi
madame	wahine
madden	haurangi
madder	haurangi
mademoiselle	NO TRANSLATION
mademyday	haurangi
madhouse	haurangi
madman	haurangi
madness	haurangi
maestro	maestro
mafia	mafia
magazine	maheni
mage	Mage
magenta	magenta
maggot	maggot
magic	makutu
magical	magical
magician	tohunga makutu
magistrate	kaiwhakawa
magma	magma
magna	Tuhinga
magnate	magnate
magnesium	konupora
magnet	karaka
magnetic	maama
magnetism	Tuhinga
magnetite	te magnetite
magnification	whakanui
magnificence	nui
magnificent	nui
magnifier	nui
magnify	whakanui
magnifying	whakanui
magnitude	nui
magnolia	magnolia
magpie	peke
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	mahogany
maid	kotiro
maiden	kotiro
mail	mēra
mailbox	pouaka mēra
mailing	mēra
mailman	karere
maim	NO TRANSLATION
main	matua
mainframe	mainframe
mainland	whenua whenua
mainstay	mainstay
mainstream	Tuhinga
maintain	pupuri
maintenance	tiaki
majestic	nui
majesty	nui
major	nui
majority	nuinga
make	hanga
makeover	Tuhinga
maker	kaihanga
makeshift	kapi
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	tauira
makingdisciples	NO TRANSLATION
malady	mate
malaise	malaise
malaria	malaria
malarkey	malarkey
male	tane
malevolent	marea
malfeasance	Tuhinga o mua
malformation	kino
malfunction	kino
malice	NO TRANSLATION
malicious	kino
malign	whakahua
malignancy	kino
malignant	kino
maligned	whakahuatia
mall	mall
malleable	Tuhinga
mallet	mallet
malnutrition	te kore kai
malpractice	kino
malt	malt
mama	mama
mambo	mambo
mamma	NO TRANSLATION
mammal	mammal
mammoth	Tuhinga
mammy	mammy
man	tangata
manage	whakahaere
manageable	te whakahaere
management	whakahaere
manager	kaiwhakahaere
managerial	kaiwhakahaere
mandamus	mandamus
mandarin	mandarin
mandate	whakahau
mandatory	whai mana
mandible	whara
mandolin	mandolin
mandrel	tira
mane	NO TRANSLATION
maneuver	mahi
maneuvering	te mahi
mange	NO TRANSLATION
manger	kai
mangle	mangle
mango	mango
mangosteen	mangosteen
mangy	mangy
manhole	manuka
manhood	te tangata
manhunt	manhunt
mania	mania
maniac	maniac
maniacal	maniacal
manic	manic
manicure	whakatikatika
manicurist	manicurist
manifest	whakaatu
manifestation	whakaaturanga
manifested	i puta
manifestly	he tohu
manifesto	Tuhinga
manifold	maha
manipulate	te mahi
manipulation	manipulation
manipulative	manipulative
mankind	te tangata
manly	tangata
manna	mana
manned	ka noho
mannequin	mannequin
manner	tikanga
mannered	whakatikatika
manners	tikanga
manor	manor
manpower	manpower
mansion	whare
mansions	whare noho
manslaughter	Tuhinga o mua
mantel	mantel
mantis	mantis
mantle	Tuhinga
mantra	mantra
manual	pukapuka
manufacture	hanga
manufacturer	kaihanga
manufacturing	hangahanga
manure	maaka
manuscript	tuhinga
map	mahere
maple	Tuhinga
mar	mar
marathon	Marathon
marble	marble
marbled	marbled
marbles	marbles
march	haere
mare	NO TRANSLATION
margarine	margarine
margarita	margarita
margin	rohe
marginal	Tuhinga
mariachi	mariachi
marijuana	mariuana
marinara	marinara
marine	te moana
mariner	kaiwhakawai
marital	marena
maritime	moana
mark	tohu
marked	tohuhia
marker	tohu
market	mākete
marketable	tohu
marketing	hokohoko
marketplace	mākete
marks	tohu
marksman	tohu
marksmanship	tohu tohu
marl	marl
marmalade	marmalade
maroon	maroon
marooned	ka whakahuahia
marquee	tohu
marquis	marquis
marred	ka he
marriage	marena
married	marena
marrow	momona
marry	marena
marsh	papahu
marshal	rangatira
marshmallow	marshmallow
mart	mart
martial	Tuhinga o mua
martingale	Tuhinga o mua
martini	martini
martyr	mate
martyrdom	Tuhinga o mua
marvel	miharo
marvellous	maere
marvelous	maere
marvelously	maere
marzipan	NO TRANSLATION
mascara	mascara
mascot	Tuhinga
masculine	tane
masculinity	te tane
mash	tohua
mashed	ka pana
mask	hipoki
masked	ka tohua
masks	matapihi
masochism	Tuhinga o mua
masochist	Tuhinga o mua
mason	puoro
masquerade	Tuhinga o mua
mass	papatipu
massacre	te patu
massage	whatu
masses	nui
masseur	kaiwhakaako
masseuse	Tuhinga
massive	nui
mast	mast
master	rangatira
masterful	rangatira
mastermind	mastermind
masterpiece	mea rongonui
mastery	te mana
masturbate	masturbate
masturbation	masturbation
mat	mat
matador	Tuhinga o mua
match	takaro
matchbook	pukamahi
matching	rite
matchmaker	kaiwaiata
mate	mate
material	rauemi
materialism	Tuhinga
materialist	materialist
materialistic	Tuhinga
materiality	taonga
materialize	whakawhitinga
materially	nui
materials	rauemi
materiel	materiel
maternal	whaea
maternity	mate
math	matatiki
mathematical	matatiki
mathematician	mathematician
mathematics	pāngarau
matinee	matinee
mating	Tuhinga
matriculation	Tuhinga
matrimony	Tuhinga o mua
matrix	Tuhinga
matron	matron
matted	matatau
matter	Tuhinga
matting	Tuhinga
mattress	mate
maturation	Tuhinga o mua
mature	pakeke
maturity	te pakeke
maudlin	maudlin
mausoleum	mausoleum
mauve	maumau
maverick	maverick
maxim	nui
maximize	whakanui
maximum	rahi
may	pea
mayday	raanei
mayflower	peahu
mayhem	Tuhinga o mua
mayonnaise	mayonnaise
mayor	rangatira
maze	maze
mead	Tuhinga
meadow	Tuhinga
meager	Tuhinga
meal	kai
mean	tikanga
meander	meander
meandering	meandering
meanie	meanie
meaning	te tikanga
meaningful	whai hua
meaningless	he koretake
meanness	tikanga
means	te tikanga
meantime	te wa roa
measles	tohu
measurable	ine ine
measure	ine
measured	ine
measurement	ine
measuring	te ine
measuring cup	te kapu ine
measuring tape	te taputapu ine
meat	kai
meatball	kaikaikai
meathead	kai kikokiko
meatloaf	kai
mechanic	mīhini
mechanical	Tuhinga
mechanics	Tuhinga
mechanism	tikanga
med	NO TRANSLATION
medal	tohu
medallion	Tuhinga o mua
medallist	kaitohu
meddle	whakawhitiwhiti
meddling	Tuhinga o mua
media	pāpāho
medial	Tuhinga
median	tau waenga
mediate	whakawhitiwhiti
mediation	takawaenga
mediator	kaiwawao
medic	rongoa
medical	hauora
medicate	whakaaroaro
medication	rongoā
medicinal	rongoa
medicine	rongoa
medieval	tawhito
mediocre	mediocre
mediocrity	Tuhinga o mua
meditate	whakaarohia
meditating	whakaaroaro
meditation	whakaaroaro
meditative	whakaaroaro
mediterranean	umanga
medium	reo
medley	whakaaro
meek	ngawari
meet	hui
meeting	hui
mega	mega
meh	meh
melancholic	melancholic
melancholy	melancholy
melee	melee
mellow	mellow
melodious	whakahirahira
melodrama	melodrama
melodramatic	mema
melody	waiata
melon	meroni
melt	whakarewa
meltdown	whakahou
melting	whakarewa
member	mema
membership	mema
membrane	membrane
memento	memento
memo	Tuhinga
memoir	whakamahara
memorabilia	tuhinga whakamahara
memorable	whakamahara
memorandum	Tuhinga
memorial	whakamaharatanga
memorials	whakamaharatanga
memories	whakamaharatanga
memoriesiwontforget	NO TRANSLATION
memorize	memorize
memory	mahara
menace	haumaru
menacing	menacing
menagerie	menagerie
mend	whakahou
mending	whakatikatika
menial	Tuhinga
meningitis	maningitis
meniscus	meniscus
menopause	menopause
menses	ka taka
menstrual	menstrual
mental	hinengaro
mentalhealth	NO TRANSLATION
mentality	te hinengaro
menthol	menthol
mention	whakahuatia
mentor	kaiwhakaako
menu	tahua
meow	meow
mercantile	Tuhinga o mua
mercenary	Tuhinga o mua
merchandise	hokohoko
merchant	kaihoko
merciful	aroha
merciless	korekore
mercurial	Tuhinga o mua
mercury	Tuhinga o mua
mercy	aroha
mere	aha
merengue	merengue
merge	whakauru
merger	whakauru
meridian	meridian
meridional	meridional
meringue	meringue
merit	whaitake
meritorious	meritorious
mermaid	pononga wahine
merriment	Tuhinga o mua
merry	koa
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescaline
mesh	poro
meshes	poro
mesmerized	whakahuahia
mess	Tuhinga
message	karere
messedup	NO TRANSLATION
messenger	karere
messiah	Messiah
messy	Tuhinga
metabolic	taiao
metabolism	Tuhinga
metal	whakarewa
metallic	Tuhinga
metallurgy	Tuhinga
metamorphosis	metamorphosis
metaphor	tauira
metaphorical	tauira
metaphysical	tohu
metaphysics	te tauira
metastasis	Tuhinga
meteor	meteor
meteoric	meteoric
meteorite	meteorite
meteorological	meteoro
meteorology	meteoro
meter	mita
meth	meth
methadone	methadone
methane	methane
methanol	methanol
method	tikanga
methodical	tikanga
methodology	tikanga
meticulous	mema
metime	whakaari
metric	taurite
metrical	whakaari
metrology	metrology
metropolis	metropolis
metropolitan	rohewhenua
mettle	taatai
mew	Tuhinga o mua
mezzanine	mezzanine
mica	mica
mick	mick
micro	mīhini
microbe	microbe
microbiology	microbiology
microchip	microchip
microcosm	microcosm
microfilm	microfilm
microgram	microgram
micrometer	micrometer
micron	micron
microphone	reooro
microscope	microscope
microscopic	miihini
microscopically	miihini
microscopy	miihini
microwave	ngaruitiiti
mid	waenganui
midair	Tuhinga o mua
midday	i waenganui po
middle	waenganui
middleman	Tuhinga o mua
middleweight	tau waenga
midget	midget
midland	waenganui waenganui
midlife	midlife
midline	waenganui
midnight	waenganui po
midshipman	midshipman
midst	waenganui
midsummer	midsummer
midterm	midterm
midtown	i waenganui
midway	i waenganui
midwife	midwife
midwifery	midwifery
mien	NO TRANSLATION
miffed	Tuhinga o mua
mighty	kaha
mignon	poroporo
migraine	migraine
migrate	heke
migration	heke
migratory	te heke
mike	mike
mil	NO TRANSLATION
mild	ngawari
mildew	koriri
mildness	te ngawari
mile	mile
mileage	taumai
milestone	tohu
militant	toa
militants	nga toa
military	hōia
militia	militia
milk	miraka
milkman	miraka
milkshake	hiku
milky	maoro
mill	mira
millennium	tau mano
milligram	miraka
millimeter	miraka
million	miriona
millionaire	miriona
millionth	miriona
millstone	kohatu mira
mime	mime
mimic	whakahua
mimicking	tohu
mimicry	mimicry
mince	mince
mincemeat	mincemeat
mind	whakaaro
minded	whakaaro
mindful	mahara
mindfulness	mahara
mindless	kore whakaaro
mine	toku
minefield	karamira
miner	miner
mineral	kohuke
mineralogy	mahi rangahau
mingle	whakauru
mingled	whakauru
mini	mini
miniature	iti
minibus	paku
minim	NO TRANSLATION
minimal	iti
minimize	whakaiti
minimized	whakaitihia
minimum	iti
mining	mahinga
minion	minion
minister	minita
ministerial	minita
ministry	minita
minivan	minivan
mink	mink
minnow	Tuhinga o mua
minor	iti
minority	tokoiti
minstrel	minita
mint	mint
minty	Tuhinga o mua
minuscule	iti
minute	meneti
minutiae	minutiae
minx	Tuhinga o mua
mir	NO TRANSLATION
miracle	merekara
miracles	nga tohu
miraculous	maere
mirage	miraka
mire	NO TRANSLATION
mirror	whakaata
mirth	Tuhinga o mua
misappropriation	misappropriation
misbehave	hapa
misbehavior	hara
miscalculation	hapa
miscarriage	te mate
miscellaneous	maha
miscellany	Tuhinga
mischief	he kino
mischievous	he kino
misconception	he pohehe
misconduct	harakore
misdemeanor	misdemeanor
misdirection	hapa
miser	mate
miserable	pouri
miserably	kino
misery	pouri
misfire	mimiti
misfit	Tuhinga o mua
misfortune	raruraru
misguided	NO TRANSLATION
mishap	mishap
misinformed	he hapa
misinterpretation	te whakamaori
mislead	whakapohehe
misleading	tinihanga
misled	Kua tinihanga
mismanagement	te kore mahi
mismatch	te rereke
mismatched	whakahē
misnomer	kaore he tangata
misplace	whakaheke
misplaced	hape
misread	kaore i kitea
misrepresent	he whanoke
misrepresentation	he whanoke
misrepresented	he whanoke
miss	ngaro
missile	pupuhi
missiles	mau patu
missing	ngaro
missingyou	NO TRANSLATION
mission	misioni
missionary	misionare
misspell	misspell
misstatement	whakapae
missy	ngaro
mist	kohu
mistake	hapa
mistaken	pohehe
mister	Tuhinga
mistletoe	mistletoe
mistreated	ka tukino
mistress	rangatira
mistrial	Tuhinga o mua
mistrust	whakahē
misty	kohu
misunderstand	te pohehe
misunderstanding	he pohehe
misunderstood	kaore i mohio
misuse	whakamahi kino
mite	mite
miter	potae
mitigate	whakakore
mitigating	Tuhinga o mua
mitigation	whakahekenga
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	uru
