Word	ny
lifesaver	wopulumutsa
lifestyle	moyo
lifesucks	lifeskki
lifetime	moyo wonse
lift	tsambulani
lifted	adakwezedwa
liftoff	kupuma
ligament	mimba
ligation	ligation
ligature	ligature
light	kuwala
light year	chaka chowala
lightbulb	babu lamagetsi
lighten	kuyatsa
lightheaded	mutu wamutu
lighthouse	nyumba yowala
lighting	kuunikira
lightness	kuwala
lightning	mphezi
lights	magetsi
lightweight	mopepuka
likable	zikondweretsedwa
like	monga
likelihood	mwayi
likely	mwinamwake
likeness	mawonekedwe
likewise	chimodzimodzi
liking	kukonda
lilac	lilac
lily	kakombo
limb	nthambi
limber	limber
limbo	limbo
lime	layimu
limelight	kuwonekera
limestone	chimwala
limey	limey
limit	malire
limitation	malire
limited	zochepa
limitless	zopanda malire
limo	limo
limousine	limousine
limp	limp
lin	lin
line	mzere
lineage	mzere
lineal	mzere
linear	mzere
linebacker	linebacker
lined	atayikidwa
linen	nsalu
liner	liner
lines	mizere
lineup	Imani pamzere
linger	nthawi yayitali
lingerie	lingerie
lingering	akuchedwa
lingo	lingo
lingual	lingual
linguini	lingaliro
linguist	zinenero
linguistic	zinenero
linguistics	linguistics
lining	kuyala
link	kulumikizana
linoleum	linoleum
lint	chovala
lion	mkango
lip	mlomo
liposuction	liposuction
lipstick	lipstick
liquefaction	liquefaction
liquefied	wodetsedwa
liqueur	mowa wotsekemera
liquid	madzi
liquidate	sungani
liquidation	kuchotsedwa
liquidator	liquidator
liquidity	malire
liquor	mowa
lira	NO TRANSLATION
lisp	lisp
list	mndandanda
listen	mvetserani
listener	womvetsera
listenting	NO TRANSLATION
listing	mndandanda
listless	osawerengeka
listneing	NO TRANSLATION
litany	litany
liter	lita
literacy	kuwerenga
literal	zenizeni
literally	kwenikweni
literary	zolemba
literature	mabuku
lithe	lithe
lithium	lithium
lithograph	chilembo
lithography	zojambula
lithology	lithology
lithosphere	lithosphere
litigant	zotsutsana
litigate	kutsutsana
litigation	milandu
litigator	woyimira
litigious	zovuta
litter	zinyalala
little	pang'ono
littlethings	zinthu zazing'ono
littoral	mmbali
liturgy	liturgy
live	khalani
livelife	moyo wamoyo
livelihood	moyo
lively	zosangalatsa
liven	liven
liver	chiwindi
livery	livery
livestock	ziweto
livid	zovuta
living	kukhala moyo
lizard	lizard
llama	Llama
lml	lml
load	katundu
loader	katundu
loaf	mkate
loafer	loafer
loam	loam
loan	ngongole
loath	loath
loathe	zonyansa
loathful	zonyansa
loathing	kudana
loathsome	zonyansa
lobby	malo ogwirira alendo
lobbyist	wolandila alendo
lobe	lobe
lobotomy	lobotomy
lobster	lobusitara
local	wamba
locale	malo
locality	malo
localization	kumidzi
localize	mudziwe
localized	malowa
locate	kupeza
location	malo
locator	wotsatsa
loch	loch
lock	loka
locker	locker
locket	loketi
locksmith	wopukuta
lockup	malo amodzi
loco	malo
locomotion	kutayika
locomotive	locomotive
locust	dzombe
lode	NO TRANSLATION
lodge	malo
lodger	malo ogona
lodging	malo ogona
loft	loft
lofty	okwezeka
log	lozani
logarithm	logarithm
logarithmic	logarithmic
logic	malingaliro
logical	zomveka
logistics	maluso
logo	logo
logotype	logotype
loin	NO TRANSLATION
lollipop	lollipop
lone	yokha
loneliness	kusungulumwa
lonely	wosungulumwa
loner	wosungulumwa
lonesome	zokhazokha
long	yaitali
longboat	chombo chachikulu
longevity	moyo wautali
longing	kukhumba
longitude	longitude
longitudinal	kutalika kwake
longitudinally	nthawi yaitali
longtime	nthawi yayitali
loo	loo
look	yang'anani
looker	yang'anani
lookout	Chenjerani
loom	loom
looming	akuyandikira
loon	loon
loony	loony
loop	loop
loophole	loop
loopy	loopy
loose	kumasuka
loosen	kumasula
loosening	kumasula
loot	chiwonongeko
lop	lokha
lopsided	okanidwa
lord	mbuye
lords	ambuye
lordship	ulamuliro
lore	kusowa
lorry	lori
lose	ataya
loser	woluza
losing	kutaya
loss	kutaya
lost	atayika
lot	zambiri
lotion	lotion
lots	maere
lottery	loti
lotto	lotto
lotus	lotus
loud	mokweza
loudly	mokweza
loudmouth	mkokomo
loudness	mokweza
loudspeaker	loupipu
lounge	kupuma
lounging	kupempha
louse	louse
lousy	lousy
lovable	zokondedwa
love	chikondi
loved	okondedwa
lovee	chikondi
loveee	loveee
loveless	opanda chikondi
lovelife	NO TRANSLATION
loveliness	zokoma
lovelovelove	NO TRANSLATION
lovely	wokondeka
lovemaking	kukonda chikondi
lovemylife	NO TRANSLATION
lover	wokondedwa
lovesick	chikondi
lovethis	lovedis
loving	chikondi
lovinglife	chikondilife
lovinlife	lovinlife
low	otsika
lowdown	otsika
lower	m'munsi
lowering	kuchepetsa
lowest	otsika kwambiri
lowlands	otsika
lowlife	otsika
lowly	otsika
lox	lox
loyal	wokhulupirika
loyalty	kukhulupirika
lsd	lsd
luau	luau
lube	lube
lubricant	mafuta
lubricate	mafuta
lubrication	mafuta
lucid	lucid
luck	mwayi
luckiest	zopanda phindu
lucky	mwayi
luckygirl	mtsikana wachinyamata
lucrative	zopindulitsa
ludicrous	zovuta
lug	chikwama
luggage	katundu
lukewarm	ofunda
lull	lull
lullaby	chilonda
lumbar	lumbar
lumber	matabwa
lumbering	kulanda
lumberjack	lumberjack
luminescent	luminescent
luminous	kuwala
lump	mtanda
lumpy	lumpy
lunacy	kudya
lunar	mwezi
lunatic	lunatic
lunch	chakudya chamadzulo
lunchbox	phukusi lankhomaliro
luncheon	chakudya chamadzulo
lunchtime	nthawi yankhomaliro
lung	mapapo
lunge	lunge
lungs	mapapo
lurch	sungani
lure	kukopa
lurid	lurid
lurk	lurk
lurking	akuyendayenda
luscious	zosangalatsa
lush	zosavuta
lust	chilakolako
luster	kukonda
lustful	zonyansa
lustrous	wokongola
lusty	zonyansa
lute	lute
luxuriant	zokongola
luxurious	zokongola
luxury	zokondweretsa
lycra	lycra
lye	lye
lying	kunama
lymph	Lymph
lymphatic	Lymphatic
lymphoma	lymphoma
lynch	lynch
lynching	lynching
lynx	lynx
lyre	lyre
lyric	nyimbo
lyrical	nyimbo
lyrics	nyimbo
macadamia	macadamia
macarena	macarena
macaroni	macaroni
mace	mace
mach	mach
machete	machete
machine	makina
machinery	makina
machinist	makina
macho	maso
mackerel	nsomba ya makerele
macro	macro
mad	opusa
madam	madam
madame	madame
madden	wamisala
madder	madder
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	madhouse
madman	wamisala
madness	misala
maestro	maestro
mafia	mafia
magazine	magazini
mage	mage
magenta	magenta
maggot	mphutsi
magic	matsenga
magical	zamatsenga
magician	wamatsenga
magistrate	woweruza milandu
magma	magma
magna	magna
magnate	magnate
magnesium	magnesiamu
magnet	magnet
magnetic	maginito
magnetism	magnetism
magnetite	magnetite
magnification	kukweza
magnificence	kukongola
magnificent	zokongola
magnifier	kukweza
magnify	kwezani
magnifying	kukweza
magnitude	kukula kwake
magnolia	magnolia
magpie	magpie
mahi mahi	NO TRANSLATION
mahjong	Mahjong
mahogany	mahogany
maid	mdzakazi
maiden	mtsikana
mail	imelo
mailbox	bokosi la makalata
mailing	kutumiza
mailman	mailman
maim	NO TRANSLATION
main	chachikulu
mainframe	mainframe
mainland	mainland
mainstay	chotsatira
mainstream	zovuta
maintain	sungani
maintenance	kusamalira
majestic	ulemu
majesty	ukulu
major	zazikulu
majority	ambiri
make	pangani
makeover	makeover
maker	wopanga
makeshift	zokonzeka
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	makongoletsedwe
makingdisciples	NO TRANSLATION
malady	matenda
malaise	malaise
malaria	malungo
malarkey	malarkey
male	mwamuna
malevolent	zachiwawa
malfeasance	malfeasance
malformation	malformation
malfunction	wonongeka
malice	NO TRANSLATION
malicious	zoipa
malign	kunyoza
malignancy	malignancy
malignant	zovuta
maligned	zolakwika
mall	mall
malleable	zosasinthika
mallet	mallet
malnutrition	kusowa zakudya m'thupi
malpractice	zolakwika
malt	malt
mama	mayi
mambo	mfumu
mamma	NO TRANSLATION
mammal	zinyama
mammoth	mammoth
mammy	mayi
man	mwamuna
manage	sungani
manageable	zosamalidwa
management	kasamalidwe
manager	mtsogoleri
managerial	oyang'anira
mandamus	mandamus
mandarin	Chimandarini
mandate	udindo
mandatory	chovomerezeka
mandible	mandible
mandolin	mandolin
mandrel	mandrel
mane	NO TRANSLATION
maneuver	kuyendetsa
maneuvering	kuyendetsa
mange	NO TRANSLATION
manger	kudya
mangle	mangolo
mango	mango
mangosteen	mangosteen
mangy	mangy
manhole	manhole
manhood	umuna
manhunt	Manhunt
mania	mania
maniac	maniac
maniacal	kusokoneza
manic	manic
manicure	manicure
manicurist	manicurist
manifest	kuwonetseredwa
manifestation	mawonetseredwe
manifested	kuwonetseredwa
manifestly	mwachiwonetsero
manifesto	manifesto
manifold	zochuluka
manipulate	gwiritsani ntchito
manipulation	kusokoneza
manipulative	osamala
mankind	anthu
manly	mwamunthu
manna	manna
manned	anthu
mannequin	mannequin
manner	njira
mannered	mwambo
manners	miyambo
manor	manor
manpower	wogwira ntchito
mansion	nyumba
mansions	nyumba
manslaughter	kupha anthu
mantel	zovala
mantis	mantis
mantle	zovala
mantra	mantra
manual	Bukuli
manufacture	kupanga
manufacturer	wopanga
manufacturing	kupanga
manure	manyowa
manuscript	zolembedwera
map	mapu
maple	mapulo
mar	mar
marathon	marathon
marble	marble
marbled	kupweteka
marbles	miyala
march	kuyenda
mare	NO TRANSLATION
margarine	margarine
margarita	margarita
margin	malire
marginal	m'mphepete
mariachi	mariachi
marijuana	chamba
marinara	marinara
marine	nyanja
mariner	mariner
marital	ukwati
maritime	nyanja
mark	lembani
marked	chizindikiro
marker	chizindikiro
market	malonda
marketable	malonda
marketing	malonda
marketplace	pamsika
marks	zizindikiro
marksman	marker
marksmanship	zizindikiro
marl	mdima
marmalade	chiwonongeko
maroon	maroon
marooned	marooned
marquee	marquee
marquis	marquis
marred	zasokonezedwa
marriage	ukwati
married	okwatiwa
marrow	mafuta
marry	kukwatira
marsh	mtsinje
marshal	wokongola
marshmallow	mtambo
mart	mart
martial	nkhondo
martingale	martingale
martini	martini
martyr	wofera chikhulupiriro
martyrdom	kuphedwa
marvel	zodabwitsa
marvellous	zodabwitsa
marvelous	zodabwitsa
marvelously	zodabwitsa
marzipan	NO TRANSLATION
mascara	mascara
mascot	mascot
masculine	amuna
masculinity	masculinity
mash	phala
mashed	mashed
mask	maski
masked	atsekedwa
masks	masks
masochism	masochism
masochist	masochist
mason	masoni
masquerade	kusamala
mass	misa
massacre	kupha
massage	kusisita
masses	masses
masseur	masseur
masseuse	masseuse
massive	chachikulu
mast	mast
master	mbuye
masterful	mwaluso
mastermind	mtsogoleri
masterpiece	chaluso
mastery	kusamalira
masturbate	maliseche
masturbation	maliseche
mat	mat
matador	matador
match	samanitsani
matchbook	matchbook
matching	zofanana
matchmaker	matchmaker
mate	mnzanu
material	zakuthupi
materialism	kukonda chuma
materialist	wokonda zakuthupi
materialistic	kukonda chuma
materiality	zinthu zakuthupi
materialize	zikanike
materially	chuma
materials	zipangizo
materiel	katundu
maternal	amayi
maternity	kubereka
math	masamu
mathematical	masamu
mathematician	katswiri wa masamu
mathematics	masamu
matinee	matinee
mating	mating
matriculation	matriculation
matrimony	ukwati
matrix	matrix
matron	matron
matted	matted
matter	nkhani
matting	matting
mattress	mateti
maturation	kusasitsa
mature	okhwima
maturity	kukula
maudlin	maudlin
mausoleum	mausoleum
mauve	mauve
maverick	maverick
maxim	maxim
maximize	kuwonjezera
maximum	zapamwamba
may	mwina
mayday	zavuta
mayflower	mayflower
mayhem	mayhem
mayonnaise	mayonesi
mayor	meya
maze	maze
mead	mead
meadow	dambo
meager	ochepa
meal	chakudya
mean	tanthauzo
meander	meander
meandering	zovuta
meanie	meanie
meaning	tanthauzo
meaningful	zopindulitsa
meaningless	zopanda pake
meanness	chikhalidwe
means	amatanthauza
meantime	pakalipano
measles	chikuku
measurable	zowoneka
measure	chiyeso
measured	kuyeza
measurement	chiyeso
measuring	kuyesa
measuring cup	chikho choyezera
measuring tape	tepi yoyesera
meat	nyama
meatball	nyamaball
meathead	meathead
meatloaf	nyama ya nyama
mechanic	makaniki
mechanical	mawotchi
mechanics	makina
mechanism	mawonekedwe
med	NO TRANSLATION
medal	medal
medallion	medallion
medallist	medalist
meddle	sungani
meddling	kusinkhasinkha
media	zofalitsa
medial	wapakatikati
median	wapakatikati
mediate	tithandizani
mediation	chisamaliro
mediator	mkhalapakati
medic	mankhwala
medical	mankhwala
medicate	mankhwala
medication	mankhwala
medicinal	mankhwala
medicine	mankhwala
medieval	zaka zapakatikati
mediocre	mofanana
mediocrity	mediocrity
meditate	sinkhasinkha
meditating	kusinkhasinkha
meditation	kusinkhasinkha
meditative	kusinkhasinkha
mediterranean	Mediterranean
medium	zamkati
medley	medley
meek	ofatsa
meet	kukumana
meeting	msonkhano
mega	mega
meh	meh
melancholic	kusungunuka
melancholy	kusungunuka
melee	mzanga
mellow	wodekha
melodious	zosangalatsa
melodrama	melodrama
melodramatic	zojambula
melody	nyimbo
melon	Vwende
melt	sungunulani
meltdown	kusungunuka
melting	kusungunuka
member	membala
membership	umembala
membrane	membrane
memento	memento
memo	memo
memoir	memoir
memorabilia	zikumbutso
memorable	kukumbukira
memorandum	chikumbumtima
memorial	chikumbutso
memorials	kukumbukira
memories	kukumbukira
memoriesiwontforget	NO TRANSLATION
memorize	kuloweza pamtima
memory	kukumbukira
menace	chiopsezo
menacing	kuopseza
menagerie	menagerie
mend	konzani
mending	kukonza
menial	kuchepetsa
meningitis	meningitis
meniscus	meniscus
menopause	kusamba kwa mimba
menses	sungani
menstrual	kusamba
mental	maganizo
mentalhealth	NO TRANSLATION
mentality	maganizo
menthol	menthol
mention	tchulani
mentor	wothandizira
menu	menyu
meow	muyawo
mercantile	mercantile
mercenary	mercenary
merchandise	malonda
merchant	wamalonda
merciful	wachifundo
merciless	opanda chifundo
mercurial	mercurial
mercury	mercury
mercy	chifundo
mere	chabe
merengue	merengue
merge	kuphatikiza
merger	mgwirizano
meridian	meridian
meridional	meridional
meringue	meringue
merit	ubwino
meritorious	zopanda pake
mermaid	chisomo
merriment	chisangalalo
merry	osangalala
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescaline
mesh	mesh
meshes	meshes
mesmerized	amachiritsidwa
mess	chisokonezo
message	uthenga
messedup	NO TRANSLATION
messenger	mthenga
messiah	mesiya
messy	zosokoneza
metabolic	zamagetsi
metabolism	mitsempha yamatenda
metal	chitsulo
metallic	zitsulo
metallurgy	malingaliro
metamorphosis	kusokoneza thupi
metaphor	fanizo
metaphorical	zojambula
metaphysical	zofikira
metaphysics	zofikira
metastasis	metastasis
meteor	meteor
meteoric	meteoric
meteorite	meteorite
meteorological	nyengo
meteorology	meteorology
meter	mita
meth	meth
methadone	methadone
methane	methane
methanol	methanol
method	njira
methodical	methodical
methodology	njira
meticulous	mosamala
metime	nthawi
metric	miyala
metrical	zamatala
metrology	metrology
metropolis	metropolis
metropolitan	mzinda
mettle	ziphuphu
mew	mew
mezzanine	mezzanine
mica	mica
mick	khala
micro	micro
microbe	tizilombo toyambitsa matenda
microbiology	tizilombo toyambitsa matenda
microchip	microchip
microcosm	microcosm
microfilm	microfilm
microgram	microgram
micrometer	micrometer
micron	micron
microphone	maikolofoni
microscope	microscope
microscopic	zochepa kwambiri
microscopically	microscopically
microscopy	kusakanikirana ndi microscopy
microwave	microwave
mid	pakati
midair	midair
midday	masana
middle	pakati
middleman	middleman
middleweight	pakatikati
midget	midget
midland	midland
midlife	midlife
midline	midline
midnight	pakati pausiku
midshipman	mzimayi
midst	pakati
midsummer	midsummer
midterm	pakatikati
midtown	midtown
midway	midway
midwife	mzamba
midwifery	midwifery
mien	NO TRANSLATION
miffed	miffed
mighty	wamphamvu
mignon	mignon
migraine	migraine
migrate	kusamuka
migration	kusamuka
migratory	zosamukira
mike	mike
mil	NO TRANSLATION
mild	wofatsa
mildew	mildew
mildness	kufatsa
mile	male
mileage	mileage
milestone	chofunika kwambiri
militant	msilikali
militants	asilikali
military	asilikali
militia	asilikali
milk	mkaka
milkman	milkman
milkshake	chakumwa chamkaka
milky	zokoma
mill	mphero
millennium	mileniamu
milligram	milligram
millimeter	millimeter
million	miliyoni
millionaire	mamiliyoni
millionth	milioni
millstone	mphero
mime	mime
mimic	kutsanzira
mimicking	kumatsanzira
mimicry	mimicry
mince	mince
mincemeat	mincemeat
mind	maganizo
minded	maganizo
mindful	kukumbukira
mindfulness	kusamala
mindless	opanda nzeru
mine	zanga
minefield	minefield
miner	wosungira minda
mineral	mineral
mineralogy	mineralogy
mingle	kusakaniza
mingled	zosakanikirana
mini	mini
miniature	kakang'ono
minibus	minibus
minim	NO TRANSLATION
minimal	zochepa
minimize	kuchepetsa
minimized	kuchepetsedwa
minimum	zochepa
mining	migodi
minion	minion
minister	mtumiki
ministerial	utumiki
ministry	utumiki
minivan	minivan
mink	mink
minnow	minnow
minor	ochepa
minority	ochepa
minstrel	sing'anga
mint	timbewu
minty	zabwino
minuscule	zochepa
minute	mphindi
minutiae	minutiae
minx	minx
mir	NO TRANSLATION
miracle	chozizwitsa
miracles	zozizwitsa
miraculous	chozizwitsa
mirage	mirage
mire	NO TRANSLATION
mirror	galasi
mirth	kusangalala
misappropriation	kugwiritsa ntchito molakwa
misbehave	kusokoneza
misbehavior	khalidwe loipa
miscalculation	miscalculation
miscarriage	kutaya padera
miscellaneous	zosiyana
miscellany	miscellany
mischief	kufuntha
mischievous	zovuta
misconception	malingaliro olakwika
misconduct	kulakwitsa
misdemeanor	zolakwika
misdirection	kusokonezeka
miser	masautso
miserable	zomvetsa chisoni
miserably	zomvetsa chisoni
misery	zowawa
misfire	kusokoneza
misfit	osayenera
misfortune	zovuta
misguided	NO TRANSLATION
mishap	kusokonezeka
misinformed	osamveketsedwa
misinterpretation	kutanthauzira molakwika
mislead	kusocheretsa
misleading	kusocheretsa
misled	anasocheretsedwa
mismanagement	kusayendetsa bwino
mismatch	zolakwika
mismatched	zosafanana
misnomer	kusokoneza
misplace	misplace
misplaced	zolakwika
misread	molakwika
misrepresent	amanenera molakwika
misrepresentation	malingaliro olakwika
misrepresented	amanenedwa molakwika
miss	akusowa
missile	misisi
missiles	mipu
missing	akusowa
missingyou	NO TRANSLATION
mission	ntchito
missionary	amishonale
misspell	zopanda pake
misstatement	kusokoneza
missy	akusowa
mist	mphutsi
mistake	kulakwa
mistaken	zolakwitsa
mister	bambo
mistletoe	mistletoe
mistreated	akuzunzidwa
mistress	mbuye
mistrial	zolakwika
mistrust	kusakhulupirira
misty	zolakwika
misunderstand	osamvetsetsa
misunderstanding	kusamvetsetsana
misunderstood	osamvetsetsedwa
misuse	kugwiritsa ntchito molakwa
mite	mite
miter	mitambo
mitigate	kuchepetsa
mitigating	kuchepetsa
mitigation	kuchepetsa
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	Sakanizani
mixed	zosakaniza
mixedemotions	zosokoneza
mixer	chosakaniza
mixture	osakaniza
mnemonic	mnemonic
moan	kudandaula
moat	moti
mob	gulu
mobile	mafoni
mobility	kuyenda
mobilization	Kulimbikitsa
mobilize	kusonkhanitsani
mobster	mobster
mocha	mocha
mock	onyoza
mocked	kunyozedwa
mockery	kuseka
mocking	kunyoza
mockingbird	mockingbird
mod	mod
modal	modal
modality	miyambo
mode	mawonekedwe
model	chitsanzo
modeler	modeler
modeling	kuwonetsa
modem	modem
moderate	moyenera
moderate anticipation	kuyembekezera mwachidwi
moderate disgust	kunyansidwa
moderate negative	zoipa zochepa
moderate positive	zosangalatsa zabwino
moderate surprise	kudabwa modabwitsa
moderate trust	kukhulupirirana pang'ono
moderately	moyenera
moderating	kusinthasintha
moderation	kuchepetsa
moderator	woyang'anira
modern	zamakono
modernism	zamakono
modest	wodzichepetsa
modesty	kudzichepetsa
modicum	modicum
modifiable	zosinthika
modification	kusintha
modified	zasinthidwa
modify	sintha
modulate	sungani bwino
modulation	kusinthasintha
module	gawo
modulus	modulus
mogul	mogul
moiety	magawo
moist	lonyowa
moisture	chinyezi
moisturizer	moisturizer
molar	molar
molasses	molasses
mold	nkhungu
molded	zojambulidwa
molding	kuumba
moldy	moldy
mole	mole
molecular	maselo
molecule	molecule
molest	mwano
molestation	chiwonongeko
molester	molester
molten	zasungunuka
mom	mayi
moment	mphindi
momentary	nthawi yayitali
momentous	chofunika kwambiri
momentum	msanga
momma	momma
mommy	amayi
monad	monad
monarch	mfumu
monarchy	ufumu
monastery	nyumba ya amonke
monastic	monastic
monetary	ndalama
money	ndalama
mongoloid	mongoloid
mongoose	mongofu
mongrel	mongrel
monitor	kufufuza
monk	monki
monkey	monkey
mono	NO TRANSLATION
monochrome	monochrome
monogamous	osakwatira
monogamy	kugonana kwaokha
monogram	monogram
monogrammed	zogwirizana kwambiri
monograph	zojambulajambula
monolayer	wopepuka
monolith	monolith
monologue	monologue
monopolist	wodzipereka yekha
monopoly	wodzipereka
monotonous	osasamala
monotony	chithunzithunzi
monoxide	monoxide
monsieur	monsieur
monsoon	monsoon
monster	monster
monstrosity	monstrosity
monstrous	wosasangalatsa
montage	mapulogalamu
monte	monte
month	mwezi
monthly	mwezi uliwonse
monument	chophimba
monumental	monumental
moo	komwe
mooch	mooch
mood	maganizo
moods	maganizo
moody	moody
moon	mwezi
moonbeam	moonbeam
moonlight	kuwala kwa mwezi
moonlit	mwezi
moonshine	moonshine
moonstruck	moonstruck
moonwalk	mweziwalk
moor	moor
moored	atasokonezeka
mooring	kukonda
moorings	moorings
moorland	moorland
moose	ntchentche
moot	moot
mooted	osokonezeka
mop	mop
mope	mope
moped	moped
moral	makhalidwe
morale	makhalidwe
morality	makhalidwe abwino
morals	makhalidwe
morass	morass
moratorium	kusokoneza
moray	makhalidwe
morbid	zovuta
morbidity	matenda
morbidness	matenda
mores	zosangalatsa
morgue	chisokonezo
moribund	zovuta
morn	mmawa
morning	m'mawa
moron	chitserekwete
moronic	moronic
morose	kukonda
morph	morph
morphine	morphine
morphism	morphism
morphology	morphology
morrow	mawa
morsel	chidutswa
mortal	zakufa
mortality	kufa
mortar	matope
mortgage	kubwereka
mortgagee	mortgagee
mortgagor	mortgagor
mortician	wokonda zamakhalidwe
mortification	kusokoneza
mortified	amamenyedwa
mortuary	malo osungira
mosaic	zojambulajambula
mosey	wothandizira
mosque	mzikiti
mosquito	udzudzu
moss	moss
mossy	mossy
mote	NO TRANSLATION
motel	motel
moth	njenjete
mother	mayi
motherfucker	motherfucker
motherfucking	motherfucking
motherhood	mayi
motherland	motherland
motherless	opanda amayi
motherly	mayi
motif	zosangalatsa
motion	kuyenda
motionless	osayendayenda
motivate	zimalimbikitsa
motivating	zolimbikitsa
motivation	zolimbikitsa
motivational	zolimbikitsa
motive	cholinga
motley	motley
motor	magalimoto
motorbike	njinga yamoto
motorboat	njinga yamoto
motorcade	motorcade
motorcar	motorcar
motorcycle	njinga yamoto
motorist	wopalasita
motte	motte
mottled	mottled
motto	chinenero
mould	nkhungu
mound	chitunda
mount	phiri
mountain	phiri
mountaineer	phiri
mountainous	mapiri
mountains	mapiri
mountaintop	phiri
mourn	kulira
mournful	olira
mourning	kulira
mouse	mbewa
mousetrap	phokoso lamagulu
mousse	mousse
moustache	ndevu zapamphuno
mousy	msuzi
mouth	mkamwa
mouthful	kamvekedwe
mouthpiece	wolankhula
mouthwash	mouthwash
movable	zosangalatsa
move	kusuntha
movement	kuyenda
mover	wosuntha
movie	kanema
movies	mafilimu
moving	kusuntha
movingforward	NO TRANSLATION
movingon	movingon
mow	sungani
mower	mower
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	muck
mucked	anadodometsa
mucous	mucous
mucus	mucus
mud	matope
muddle	kudula
muddled	muddled
muddy	matope
muff	muff
muffin	muffin
muffled	osokonezeka
muffler	muffler
mug	mugulu
mugger	mugger
mulberry	mabulosi
mulch	mulch
mule	mule
mull	mull
mullet	mullet
multilateral	zogwirizana
multimedia	multimedia
multinational	mitundu yambiri
multiple	ambiri
multiple sclerosis	multiple sclerosis
multiplex	multiplex
multiplication	kuchulukitsa
multiplicity	kuchuluka
multiplied	wochulukitsidwa
multiplier	kuwonjezera
multiply	wonjezerani
multitude	khamu
mum	mum
mumble	mumve
mumbo	mumbo
mummy	mumayi
mumps	mitsempha
munch	munch
munchies	munchies
munchkin	munchkin
mundane	mundane
municipal	komiti
municipality	makilomita
mural	mural
murder	kupha
murderer	wakupha
murderess	kupha
murderous	wakupha
murky	mdima
murmur	kung'ung'udza
muscle	minofu
muscular	muscular
muse	muse
muses	muses
museum	Musamuziyamu
mush	NO TRANSLATION
mushroom	bowa
mushy	mushy
music	nyimbo
musical	nyimbo
musician	woimba
musing	musing
musk	musk
musket	musket
musketeer	musketeer
muskrat	muskrat
muslin	muslin
muss	NO TRANSLATION
must	ayenera
mustang	mustang
mustard	mpiru
muster	muster
musty	musty
mutable	zosintha
mutant	mutant
mutate	mutate
mutation	kusintha
mute	osalankhula
muted	zamasulidwa
mutilate	mimba
mutilated	ziwaloledwa
mutilation	kudulidwa
mutiny	mutiny
mutt	mutt
mutter	NO TRANSLATION
mutton	mutton
mutual	pamodzi
mutually	mofanana
muzzle	muzembera
myfavorite	yokondwedwa
myopia	myopia
myopic	myopic
myriad	miyandamiyanda
mysterious	zodabwitsa
mystery	chinsinsi
mystic	zamatsenga
mystical	zopeka
mysticism	zinsinsi
mystified	wodalirika
mystique	mystique
myth	nthano
mythic	zongopeka
mythical	nthano
mythological	nthano
mythology	nthano
nab	nab
nacho	nacho
nada	NO TRANSLATION
nadir	ndidir
nag	NO TRANSLATION
nail	msomali
nail gun	msomali wa msomali
naive	naive
naked	wamaliseche
nakedness	wamaliseche
namaste	NO TRANSLATION
name	dzina
named	wotchulidwa
nameless	dzina lake
namesake	mayina
naming	kutchula
nana	nana
nanny	nanny
nanometer	nanometer
nap	pita
napalm	phulusa
nape	nape
napkin	chopukutira
napping	kugona
nappy	sintha
narcissism	nkhanza
narcissist	wamatsutsa
narcissistic	ndondomeko
narcotic	mankhwala osokoneza bongo
narrate	tchulani
narration	ndemanga
narrative	nkhani
narrator	wolemba nkhani
narrow	zochepa
narrowing	zochepa
nasal	nasal
nascent	nascent
nasty	zovuta
natal	kubereka
nation	fuko
national	dziko
nationality	dziko
nationwide	m'dziko lonse lapansi
native	mbadwa
nativity	kubadwa
natural	zachilengedwe
natural gas	gasi lachilengedwe
naturalist	chilengedwe
naturalization	chikhalidwe
naturalized	mwachibadwa
naturally	mwachibadwa
nature	chilengedwe
naught	zopanda pake
naughty	osayenerera
nausea	kunyoza
nauseate	kunyoza
nauseating	kunyoza
nauseous	zosautsa
nautical	ndiutical
nautilus	nautilus
naval	ankhondo
nave	Nave
navel	ndivel
navigable	kuyenda
navigate	yendani
navigation	kuyenda
navigational	kuyenda
navigator	woyendetsa
navy	navy
nay	NO TRANSLATION
nearsighted	pafupisighted
neat	zabwino
neatly	mwabwino
nebula	nebula
nebulae	nebulae
nebulous	zamwano
necessarily	ndithudi
necessary	zofunikira
necessitate	muyenera
necessities	zofunika
necessity	zofunikira
neck	khosi
necklace	mkanda
necktie	khosi
necromancer	nthromancer
necrosis	necrosis
nectar	timadzi tokoma
need	zosowa
needalife	NO TRANSLATION
needed	zofunikira
needful	zofunikira
needit	NO TRANSLATION
needle	singano
needlepoint	chosowa
needles	singano
needless	zosowa
needtoknow	zofunikira
needtorelax	NO TRANSLATION
needy	osowa
nefarious	osasamala
negation	kunyalanyaza
negative	zoipa
negativity	kusasamala
neglect	kunyalanyaza
neglected	kunyalanyazidwa
neglecting	kunyalanyaza
negligee	negligee
negligence	kunyalanyaza
negligent	kunyalanyaza
