Word	xh
loudly	ngokukhawuleza
loudmouth	ngezwi elikhulu
loudness	ngezwi
loudspeaker	i-loudspeaker
lounge	lokuhlala
lounging	ukudibanisa
louse	ikhefu
lousy	lulule
lovable	thandeka
love	uthando
loved	thandayo
lovee	uthando
loveee	loveee
loveless	abangenalo uthando
lovelife	NO TRANSLATION
loveliness	ubuhle
lovelovelove	NO TRANSLATION
lovely	thandeka
lovemaking	ukwenza uthando
lovemylife	NO TRANSLATION
lover	umthandi
lovesick	uthando
lovethis	thanda Oku
loving	nothando
lovinglife	zothando
lovinlife	lovinlife
low	ephantsi
lowdown	phantsi
lower	ephantsi
lowering	u kunciphisa
lowest	ephantsi
lowlands	eziphantsi
lowlife	eziphantsi kwezilwanyana
lowly	aphantsi
lox	lox
loyal	nya niseka
loyalty	ukunyaniseka
lsd	lsd
luau	luau
lube	lube
lubricant	igrisi
lubricate	lubisi
lubrication	lubrication
lucid	lucid
luck	amathamsanqa
luckiest	luckiest
lucky	inhlanhla
luckygirl	luckygirl
lucrative	i ngeniso
ludicrous	luhle
lug	ibhola
luggage	umthwalo
lukewarm	kuhlutha
lull	ukukhawuleza
lullaby	lullaby
lumbar	lumbar
lumber	imithi
lumbering	ukucima
lumberjack	umquba
luminescent	lumine
luminous	kukhanya
lump	ihlunu
lumpy	lumpy
lunacy	sondla
lunar	inyanga
lunatic	lunatic
lunch	sasemini
lunchbox	ibhokisi yesidlo sasemini
luncheon	isidlo
lunchtime	ixesha lesidlo sasemini
lung	umphunga
lunge	lunge
lungs	imiphunga
lurch	ukukhawuleza
lure	ukukhwela
lurid	lulule
lurk	lurk
lurking	ukukhwela
luscious	kuthanda
lush	lukhulu
lust	nqwenela
luster	kukhanda
lustful	ekhwele
lustrous	buhlungu
lusty	luthando
lute	lute
luxuriant	zikhulu
luxurious	zizinto ezintle
luxury	ihotele
lycra	lycra
lye	lye
lying	buxoki
lymph	lymph
lymphatic	lymphatic
lymphoma	lymphoma
lynch	lynch
lynching	lynching
lynx	lynx
lyre	ingoma
lyric	ingoma
lyrical	iingoma
lyrics	amazwi
macadamia	macadamia
macarena	macarena
macaroni	macaroni
mace	mace
mach	mach
machete	machete
machine	umatshini
machinery	matshini
machinist	machinist
macho	amehlo
mackerel	imackerel
macro	macro
mad	buhlungu
madam	madam
madame	madame
madden	madden
madder	udoti
mademoiselle	NO TRANSLATION
mademyday	wenze Usuku lwam
madhouse	indlu yokuhlala
madman	madman
madness	bu budenge
maestro	maestro
mafia	mafia
magazine	phephancwadi
mage	mage
magenta	magenta
maggot	maggot
magic	umlingo
magical	imilingo
magician	umlingo
magistrate	mantyi
magma	magma
magna	magna
magnate	magore
magnesium	magnesium
magnet	magnet
magnetic	magnetic
magnetism	magnetism
magnetite	magnetite
magnification	ukukhuliswa
magnificence	ubukhulu
magnificent	mkhulu
magnifier	umkhulisi
magnify	khulisa
magnifying	ukukhulisa
magnitude	ubukhulu
magnolia	magnolia
magpie	magpie
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	mahogany
maid	umkhonzazana
maiden	intombi
mail	ngeposi
mailbox	ibhokisi leposi
mailing	thumela
mailman	weposi
maim	NO TRANSLATION
main	ngundoqo
mainframe	iqhosha eliphambili
mainland	kwilizwe
mainstay	kubeka phambili
mainstream	eziqhelekileyo
maintain	kugcina
maintenance	nokugcinwa
majestic	mkhulu
majesty	ubukhulu
major	enkulu
majority	uninzi
make	ukwenza
makeover	yenziwe ngcono
maker	umenzi
makeshift	iholide
makesmehappy	NO TRANSLATION
makesmemad	i-makememad
makeup	iinto zokuzilungisa
makingdisciples	NO TRANSLATION
malady	ukugula
malaise	i-malaise
malaria	malariya
malarkey	malarkey
male	yindoda
malevolent	ezinobundlobongela
malfeasance	ukuxhatshazwa
malformation	ngxaki
malfunction	iinkqubo zininzi
malice	NO TRANSLATION
malicious	ezimbi
malign	ukuhlambalaza
malignancy	ukugula
malignant	ezimbi
maligned	ngcoliswa
mall	mall
malleable	ezingenakunyuswa
mallet	mallet
malnutrition	ukungondleki
malpractice	ukungasebenzi
malt	malt
mama	mama
mambo	izinto
mamma	NO TRANSLATION
mammal	i silwanyana
mammoth	mammoth
mammy	NO TRANSLATION
man	ndoda
manage	lawula
manageable	lawula
management	lawulo
manager	umphathi
managerial	lawulo
mandamus	mandamus
mandarin	mandarin
mandate	igunya
mandatory	mfuneko
mandible	mandible
mandolin	mandolin
mandrel	mandrel
mane	NO TRANSLATION
maneuver	kuqhuba
maneuvering	kuqhuba
mange	NO TRANSLATION
manger	yokutya
mangle	NO TRANSLATION
mango	imango
mangosteen	mangosteen
mangy	mangy
manhole	umthotho
manhood	buntwini
manhunt	manhunt
mania	mania
maniac	maniac
maniacal	utywala
manic	manic
manicure	umquba
manicurist	i-manicurist
manifest	bo nakala
manifestation	ku boniswa
manifested	zi boniswe
manifestly	ngokubonakalayo
manifesto	bonfesto
manifold	ezininzi
manipulate	benzisa
manipulation	ukuphathwa
manipulative	ku chatha
mankind	uluntu
manly	ndoda
manna	imana
manned	ehleliwe
mannequin	mannequin
manner	ngendlela
mannered	ngumbhalo
manners	imilinganiselo
manor	manor
manpower	namandla
mansion	indlu
mansions	izindlu
manslaughter	bulala
mantel	mantel
mantis	mantis
mantle	ingubo
mantra	mantra
manual	ncwadana
manufacture	ukuvelisa
manufacturer	umenzi
manufacturing	mveliso
manure	umquba
manuscript	umbhalo wesandla
map	imephu
maple	imephu
mar	umtshato
marathon	i marathon
marble	marble
marbled	ephawulwe
marbles	marbles
march	EyoKwindla
mare	NO TRANSLATION
margarine	margarine
margarita	margarita
margin	umda
marginal	emgceni
mariachi	mariachi
marijuana	inambuzane
marinara	marinara
marine	olwandle
mariner	mariner
marital	lomtshato
maritime	elwandle
mark	uphawu
marked	phawulwe
marker	umakishi
market	ntengiso
marketable	thengiswa
marketing	ukuthengisa
marketplace	kwindawo yokuthengisa
marks	amanqaku
marksman	umenzi wempawu
marksmanship	uphawu
marl	marl
marmalade	i-marmalade
maroon	maroon
marooned	utyhafile
marquee	marquee
marquis	marquis
marred	kuphazamiseka
marriage	umtshato
married	utshatile
marrow	umrha
marry	kutshata
marsh	umlambo
marshal	umshayeli
marshmallow	marshmallow
mart	mart
martial	ukulwa
martingale	martingale
martini	martini
martyr	martyr
martyrdom	bulawa
marvel	ngaliswa
marvellous	ma ngaliso
marvelous	ma ngaliso
marvelously	ngokumangalisayo
marzipan	NO TRANSLATION
mascara	mascara
mascot	mascot
masculine	emasimini
masculinity	ngobuninzi
mash	matshini
mashed	ukucoca
mask	imaski
masked	zifihliwe
masks	masks
masochism	masochism
masochist	masochist
mason	mason
masquerade	i-masquerade
mass	bunzima
massacre	ku bulala
massage	ukusila
masses	abantu
masseur	masseur
masseuse	i-masseuse
massive	enkulu
mast	mast
master	inkosi
masterful	efanelekileyo
mastermind	i-mastermind
masterpiece	umkhulu
mastery	ulawulo
masturbate	i-masturbate
masturbation	ukuphonyula
mat	mat
matador	matador
match	mdlalo
matchbook	ibhola
matching	fanayo
matchmaker	mdlalo
mate	iqabane
material	izinto
materialism	izinto eziphathekayo
materialist	yendalo
materialistic	izinto eziphathekayo
materiality	izinto eziphathekayo
materialize	zenzeke
materially	eziphathekayo
materials	izinto
materiel	impahla
maternal	umama
maternity	ukubeleka
math	izibalo
mathematical	imathematika
mathematician	matika
mathematics	mathematics
matinee	matinee
mating	ukuxuba
matriculation	matriki
matrimony	lomtshato
matrix	matriki
matron	matron
matted	matted
matter	umcimbi
matting	ukuxuba
mattress	matitha
maturation	ukukhula
mature	khulile
maturity	ukukhula
maudlin	ukugxeka
mausoleum	mausoleum
mauve	mauve
maverick	maverick
maxim	umgangatho
maximize	ukwandisa
maximum	buninzi
may	UCanzibe
mayday	Usuku lukameyi
mayflower	ifriji
mayhem	i-mayhem
mayonnaise	imayonnaise
mayor	dolophu
maze	Maze
mead	mead
meadow	idlelo
meager	ncinane
meal	isidlo
mean	kuthetha
meander	ndihamba
meandering	ukudibanisa
meanie	meanie
meaning	intsingiselo
meaningful	enentsingiselo
meaningless	ezingenanto
meanness	intsingiselo
means	kuthetha
meantime	okwangoku
measles	imasisi
measurable	zi nganiswa
measure	umlinganiselo
measured	nganiswa
measurement	umlinganiselo
measuring	ukulinganisa
measuring cup	indebe yokulinganisa
measuring tape	tape
meat	inyama
meatball	ibhola lezilwanyana
meathead	meathead
meatloaf	inyama yenyama
mechanic	umatshini
mechanical	o matshini
mechanics	o matshini
mechanism	indlela
med	NO TRANSLATION
medal	indondo
medallion	i medallion
medallist	i medalist
meddle	ukudibanisa
meddling	ukudibanisa
media	majelo
medial	phakathi
median	ephakathi
mediate	ukudibanisa
mediation	mbululo
mediator	mlamli
medic	mayeza
medical	unyango
medicate	mayeza
medication	mayeza
medicinal	amayeza
medicine	mayeza
medieval	eliphakathi
mediocre	ephakathi
mediocrity	ulwalamano
meditate	kucamngca
meditating	kucamngca
meditation	kucamngca
meditative	kucamngca
mediterranean	kwiMediterranean
medium	phakathi
medley	medley
meek	no bulali
meet	ukudibana
meeting	ntla nganiso
mega	mega
meh	meh
melancholic	i-melancholic
melancholy	i-melancholy
melee	melee
mellow	mellow
melodious	ncoma
melodrama	melodrama
melodramatic	melodramatic
melody	ingoma
melon	imelon
melt	nyibilika
meltdown	ukuxakishwa
melting	nyibilika
member	ilungu
membership	bulungu
membrane	i membrane
memento	memento
memo	memo
memoir	memoir
memorabilia	zi khumbuzo
memorable	khumbula
memorandum	imemorandam
memorial	khumbuzo
memorials	khumbuzo
memories	khumbula
memoriesiwontforget	NO TRANSLATION
memorize	khumbula
memory	imemori
menace	ingozi
menacing	u ku sukela
menagerie	menagerie
mend	lungisa
mending	ukulungisa
menial	kuthotywa
meningitis	i-meningitis
meniscus	i-meniscus
menopause	yokuyeka
menses	ukuxhamla
menstrual	ukuya esikhathini
mental	ngengqondo
mentalhealth	NO TRANSLATION
mentality	ngqondweni
menthol	menthol
mention	khankanya
mentor	mcebisi
menu	imenyu
meow	i-Meow
mercantile	i-mercantile
mercenary	i mercenary
merchandise	yorhweba
merchant	mrhwebi
merciful	nenceba
merciless	nenceba
mercurial	i-mercurial
mercury	mercury
mercy	inceba
mere	nje
merengue	merengue
merge	ukudibanisa
merger	ukudibanisa
meridian	meridian
meridional	meridional
meringue	meringue
merit	mfuneko
meritorious	efanelekileyo
mermaid	nganiso
merriment	nwabisa
merry	nwabile
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescaline
mesh	imitha
meshes	masi
mesmerized	i-mesmerized
mess	ukulahla
message	umyalezo
messedup	NO TRANSLATION
messenger	umthunywa
messiah	mesiya
messy	zihlazo
metabolic	isisombululo
metabolism	imetabolism
metal	isinyithi
metallic	zetsimbi
metallurgy	metallurgy
metamorphosis	metamorphosis
metaphor	mze keliso
metaphorical	imifanekiso
metaphysical	i-metaphysical
metaphysics	metaphysics
metastasis	metastasis
meteor	meteor
meteoric	meteoric
meteorite	meteorite
meteorological	meteorological
meteorology	meteorology
meter	imitha
meth	meth
methadone	methadone
methane	methane
methanol	methanol
method	indlela
methodical	nganiso
methodology	indlela
meticulous	ngqalelo
metime	ixesha
metric	metric
metrical	metrical
metrology	metrology
metropolis	metropolis
metropolitan	dolophu
mettle	i-mettle
mew	mew
mezzanine	mezzanine
mica	mica
mick	u khathaza
micro	ncinane
microbe	microbe
microbiology	microbiology
microchip	microchip
microcosm	microcosm
microfilm	microfilm
microgram	microgram
micrometer	micrometer
micron	micron
microphone	imakrofoni
microscope	microscope
microscopic	microscopic
microscopically	microscopically
microscopy	microscopy
microwave	microwave
mid	phakathi
midair	midair
midday	emini
middle	phakathi
middleman	ophakathi
middleweight	phakathi
midget	midget
midland	ephakathi
midlife	ephakathi
midline	umgca
midnight	phakathi kobusuku
midshipman	ephakathi
midst	phakathi
midsummer	midsummer
midterm	phakathi
midtown	ephakathi
midway	phakathi
midwife	umbeleki
midwifery	midwifery
mien	NO TRANSLATION
miffed	zikhunjulwe
mighty	namandla
mignon	mignon
migraine	migraine
migrate	ukufuduka
migration	ukufuduka
migratory	ezifudukelayo
mike	mike
mil	NO TRANSLATION
mild	no bulali
mildew	isikhumba
mildness	no bulali
mile	mayela
mileage	mileage
milestone	ngundoqo
militant	umkhosi
militants	a mabutho
military	umkhosi
militia	maqela
milk	ubisi
milkman	wobisi
milkshake	i-milkshake
milky	milky
mill	ilitye
millennium	millennium
milligram	milligram
millimeter	millimeter
million	zigidi
millionaire	umgidi
millionth	yezigidi
millstone	ilitye lokugaya
mime	mime
mimic	ukulinganisa
mimicking	ukulinganisa
mimicry	ukulinganisa
mince	i-mince
mincemeat	mincemeat
mind	engqondweni
minded	ngqondweni
mindful	khumbula
mindfulness	ngqondweni
mindless	engqondweni
mine	yam
minefield	kumgodi
miner	ummbizi
mineral	amaminerali
mineralogy	mineralogy
mingle	nganisa
mingled	zidibene
mini	mini
miniature	encinane
minibus	minibus
minim	NO TRANSLATION
minimal	ncinane
minimize	ncitshiswe
minimized	ncitshiswa
minimum	ubuncinci
mining	kwimigodi
minion	minion
minister	ngumphathiswa
ministerial	nkonzo
ministry	ntsimini
minivan	minivani
mink	mink
minnow	minnow
minor	encinci
minority	ncinane
minstrel	mncinci
mint	isinki
minty	minty
minuscule	ncinane
minute	mzuzu
minutiae	minutiae
minx	minx
mir	NO TRANSLATION
miracle	mma ngaliso
miracles	imimangaliso
miraculous	mma ngaliso
mirage	ukugubha
mire	NO TRANSLATION
mirror	isibuko
mirth	vuyela
misappropriation	ukusetyenziswa kakubi
misbehave	ngendawo
misbehavior	kakubi
miscalculation	ukungahambi kakuhle
miscarriage	ukukhulelwa kwesisu
miscellaneous	ezihlukeneyo
miscellany	ezimbi
mischief	inkathazo
mischievous	zimbi
misconception	ukungaziqondi kakuhle
misconduct	kakubi
misdemeanor	ngokungafanelekanga
misdirection	ukungahambi kakuhle
miser	buhlungu
miserable	lusizi
miserably	buhlungu
misery	buhlungu
misfire	ukutshabalalisa
misfit	nga lunganga
misfortune	ntlekele
misguided	NO TRANSLATION
mishap	ukuxhamla
misinformed	nga chaziwe
misinterpretation	ukuchazwa kakuhle
mislead	hlekisa
misleading	kudukisa
misled	khohliswa
mismanagement	ukuphathwa kakubi
mismatch	ngokungahambi kakuhle
mismatched	engafanelekanga
misnomer	ngxaki
misplace	kwindawo engafanelekanga
misplaced	ephosakeleyo
misread	ukungahambi kakuhle
misrepresent	zimela kakubi
misrepresentation	ukuthetha kakubi
misrepresented	echazwe kakubi
miss	ulahleke
missile	i missile
missiles	iibherelo
missing	ekhoyo
missingyou	NO TRANSLATION
mission	msebenzi
missionary	ngumthunywa wevangeli
misspell	misspell
misstatement	ukuphosakela
missy	ukuphosa
mist	impazamo
mistake	mpazamo
mistaken	mpazamo
mister	mfundisi
mistletoe	i-mistletoe
mistreated	kakubi
mistress	inkosikazi
mistrial	ngecala
mistrust	ngathembi
misty	impazamo
misunderstand	ngaqondi
misunderstanding	ukungaqondi
misunderstood	ngaqondi
misuse	kakubi
mite	mite
miter	umgca
mitigate	nciphise
mitigating	kunciphisa
mitigation	ku ncitshiswa
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	kuxuba
mixed	zixutywe
mixedemotions	i mixto
mixer	mixer
mixture	umxube
mnemonic	mnemonic
moan	ukugubha
moat	umgquba
mob	isihlwele
mobile	ehambayo
mobility	ukuhamba
mobilization	ukuhlanganisa
mobilize	ukuhlanganisa
mobster	i-mobster
mocha	mocha
mock	ngcikiva
mocked	uhlekisiwe
mockery	ngcikivo
mocking	ukuhlekisa
mockingbird	mockingbird
mod	mod
modal	modal
modality	indlela yokuziphatha
mode	imodeli
model	mzekelo
modeler	imodeli
modeling	u mzekelo
modem	modem
moderate	i moderation
moderate anticipation	ilinganisela
moderate disgust	ukuhlaziywa ngokulinganayo
moderate negative	i-moderation negative
moderate positive	efanelekileyo
moderate surprise	kumangalisa
moderate trust	ku thembeka
moderately	ngokulinganayo
moderating	yokumodareyitha
moderation	yokumodareyitha
moderator	umodareyitha
modern	namhlanje
modernism	namhlanje
modest	thobekile
modesty	thozama
modicum	guqula
modifiable	lungiswa
modification	ukuguqulwa
modified	guqulwa
modify	guqula
modulate	ukulungiswa
modulation	i modyuli
module	imodyuli
modulus	modulus
mogul	mogul
moiety	ephakamileyo
moist	ezinomanzi
moisture	umswakama
moisturizer	umququzeleli
molar	molar
molasses	molasses
mold	kubumba
molded	zenziwe
molding	ukubunjwa
moldy	i-moldy
mole	i-mole
molecular	i molecular
molecule	i molekyuli
molest	ku xhaphaza
molestation	ukuxhatshazwa
molester	i-molester
molten	zityhidiwe
mom	umama
moment	mzuzwana
momentary	okwethutyana
momentous	kakhulu
momentum	ukukhawuleza
momma	mma
mommy	umama
monad	monad
monarch	inkosi
monarchy	kumkani
monastery	iindwendwe
monastic	zengingqi
monetary	mali
money	imali
mongoloid	mongoloid
mongoose	mongoose
mongrel	ngongoma
monitor	iliso
monk	monk
monkey	isilwanyana
mono	NO TRANSLATION
monochrome	monochrome
monogamous	yedwa
monogamy	unogogo
monogram	monogram
monogrammed	i-monogrammed
monograph	i-monograph
monolayer	monolayer
monolith	monolith
monologue	ngqa
monopolist	mlawuli
monopoly	yedwa
monotonous	zithiyo
monotony	monotony
monoxide	monoxide
monsieur	monsieur
monsoon	ikhefu
monster	monster
monstrosity	ukugquma
monstrous	ngqinela
montage	i-montage
monte	i-monte
month	inyanga
monthly	ngenyanga
monument	isikhumbuzo
monumental	kakhulu
moo	apho
mooch	aphoch
mood	ngqondweni
moods	imiba
moody	ixhala
moon	inyanga
moonbeam	moonbeam
moonlight	ukukhanya kwenyanga
moonlit	inyanga
moonshine	ngeenyanga
moonstruck	kwenyanga
moonwalk	moonwalk
moor	kuhamba
moored	bahamba
mooring	kubetha
moorings	ukuhamba
moorland	i-moorland
moose	i-moose
moot	ukuxhamla
mooted	zihluthiwe
mop	mpopu
mope	mope
moped	i-moped
moral	yokuziphatha
morale	yokuziphatha
morality	ukuziphatha
morals	ukuziphatha
morass	i-morass
moratorium	ukutshatyalaliswa
moray	moray
morbid	ku xhaphaza
morbidity	ukuxhatshazwa
morbidness	ukuxhatshazwa
mores	ezintle
morgue	ngxabano
moribund	i-moribund
morn	kusasa
morning	ntseni
moron	Moroni
moronic	i-moronic
morose	ukuziphatha
morph	i-morph
morphine	morphine
morphism	ukuziphatha kakubi
morphology	morphology
morrow	ngomso
morsel	ngxube
mortal	kufayo
mortality	ukufa
mortar	umdaka
mortgage	mboleko
mortgagee	mboleko
mortgagor	segodini
mortician	mzimba
mortification	ukuxhatshazwa
mortified	iphoswe
mortuary	kwiindawo zokuhlala
mosaic	imifanekiso
mosey	uhamba
mosque	mosque
mosquito	umiyane
moss	moss
mossy	buhlungu
mote	NO TRANSLATION
motel	motel
moth	moth
mother	umama
motherfucker	mamafucker
motherfucking	Umntu ogezela umama wakhe
motherhood	umama
motherland	lonina
motherless	unina
motherly	unina
motif	motif
motion	isindululo
motionless	enganyanzelwanga
motivate	khuthaza
motivating	khuthaza
motivation	khuthazo
motivational	khuthaza
motive	iinjongo
motley	motley
motor	imoto
motorbike	ngesithuthuthu
motorboat	ngesithuthi
motorcade	i-motorcade
motorcar	imoto
motorcycle	ngesithuthuthu
motorist	umqhubi
motte	motte
mottled	ngombane
motto	isiqubulo
mould	kubumba
mound	ngxondorha
mount	ukunyuka
mountain	entabeni
mountaineer	intaba
mountainous	entabeni
mountains	iintaba
mountaintop	kwintaba
mourn	sijwili
mournful	sijwili
mourning	sijwili
mouse	mouse
mousetrap	ikhefu
mousse	mousse
moustache	amadevu
mousy	mousy
mouth	ngomlomo
mouthful	ngomlomo
mouthpiece	ngomlomo
mouthwash	umlomo
movable	ehambayo
move	ukuhamba
movement	ntshukumo
mover	umxhasi
movie	ibhayisikobho
movies	iifilimu
moving	ukuhamba
movingforward	NO TRANSLATION
movingon	ukuqhubeka
mow	ukugaya
mower	umbane
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	bhinqa
mucked	bhinqa
mucous	i-mucous
mucus	i-mucus
mud	udaka
muddle	ngodaka
muddled	dudled
muddy	udaka
muff	muff
muffin	inffin
muffled	zifakiwe
muffler	umfutho
mug	umgudu
mugger	mgger
mulberry	i-mulberry
mulch	umlenze
mule	imbali
mull	mull
mullet	mullet
multilateral	ezininzi
multimedia	multimedia
multinational	zizwe
multiple	ezininzi
multiple sclerosis	isifo sokugubhuka
multiplex	multiplex
multiplication	ukuphindaphinda
multiplicity	buninzi
multiplied	wanda
multiplier	phindaphinda
multiply	phinda
multitude	buninzi
mum	umama
mumble	bhinqa
mumbo	mumbo
mummy	umama
mumps	umxube
munch	umgca
munchies	i-munchies
munchkin	munchkin
mundane	kwinqanaba
municipal	kamasipala
municipality	sipala
mural	mural
murder	ku bulala
murderer	umbulali
murderess	bulala
murderous	bulala
murky	ngqineka
murmur	krokra
muscle	imisipha
muscular	imisipha
muse	museum
muses	i-muses
museum	lwembali
mush	NO TRANSLATION
mushroom	imashurumi
mushy	mushy
music	umculo
musical	zomculo
musician	umculi
musing	ukukhumbula
musk	musk
musket	ukuxuba
musketeer	musketeer
muskrat	muskrat
muslin	muslin
muss	NO TRANSLATION
must	funeka
mustang	mustang
mustard	lwesardadi
muster	ukuxhamla
musty	kufuneka
mutable	ziguqule
mutant	mthutha
mutate	guqula
mutation	guquka
mute	sidenge
muted	zi thumile
mutilate	kutyumba
mutilated	yenziwe
mutilation	kutyumba
mutiny	mnye
mutt	mutt
mutter	NO TRANSLATION
mutton	umthamo
mutual	ngokubambisana
mutually	ngokufanayo
muzzle	umbhobho
myfavorite	endiythanda kakhulu
myopia	myopia
myopic	myopic
myriad	ezininzi
mysterious	mfihlelo
mystery	mfihlelo
mystic	i-mystic
mystical	ngqiqweni
mysticism	ngqondweni
mystified	zisiwe
mystique	mystique
myth	inkolelo
mythic	ngongoma
mythical	ngingqi
mythological	i ngcamango
mythology	i intsomi
nab	nab
nacho	na
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	isikhonkwane
nail gun	isikhonkwane
naive	zikhohlisi
naked	behamba
nakedness	ubuze
namaste	NO TRANSLATION
name	igama
named	ogama
nameless	ngegama
namesake	ukubiza amagama
naming	igama
nana	nana
nanny	nanny
nanometer	nanometer
nap	kulala
napalm	napalm
nape	nape
napkin	i-napkin
napping	kulala
nappy	i-nappy
narcissism	narcissism
narcissist	narcissist
narcissistic	narcissistic
narcotic	ngonyango
narrate	li phendula
narration	ingxelo
narrative	ingxelo
narrator	umlandeli
narrow	mncinci
narrowing	nciphisa
nasal	umlomo
nascent	i-nascent
nasty	ezimbi
natal	kuzalwa
nation	lwesizwe
national	kazwelonke
nationality	ubuzwe
nationwide	lonke
native	bomthonyama
nativity	kuzalwa
natural	zendalo
natural gas	igesi yendalo
naturalist	yendalo
naturalization	ngokwemvelo
naturalized	ngokwemvelo
naturally	ngokwemvelo
nature	uhlobo
naught	kungekho nto
naughty	nganto
nausea	isicaphulelo
nauseate	ukukhwabanisa
nauseating	u kuncwina
nauseous	nexhala
nautical	neytical
nautilus	nautilus
naval	nqanawa
nave	neve
navel	inamba
navigable	ihambo
navigate	kuhamba
navigation	ukuhamba
navigational	uhambo
navigator	umqhubi
navy	nqanawa
nay	NO TRANSLATION
nearsighted	esondeleyo
neat	kakuhle
neatly	ngokufanelekileyo
nebula	nebula
nebulae	nebulae
nebulous	nebulous
necessarily	ku funeka
necessary	kuyimfuneko
necessitate	mfuneko
necessities	eziyimfuneko
necessity	mfuneko
neck	entanyeni
necklace	emqaleni
necktie	i-necktie
necromancer	necromancer
necrosis	necrosis
nectar	nectar
need	mfuneko
needalife	NO TRANSLATION
needed	ku funeka
needful	eziyimfuneko
needit	NO TRANSLATION
needle	inaliti
needlepoint	ngombono
needles	iinaliti
needless	mfuneko
needtoknow	mfuneko
needtorelax	NO TRANSLATION
needy	abasweleyo
nefarious	nexhala
negation	ukungabikho
negative	ezimbi
negativity	ukungabi nantoni
neglect	ngahoywa
neglected	nga tyeshelwe
neglecting	ku tyeshela
negligee	negligee
negligence	ukunganaki
negligent	ukunganakwa
negligently	NO TRANSLATION
negligible	nganyaniseki
negotiable	thethwano
negotiate	thethwano
negotiation	thethwano
negotiator	mcebisi
negro	negro
neigh	umelwane
neighbor	mmelwane
neighborhood	Ebumelwaneni
neighboring	mmelwane
nemesis	nemesis
neon	neon
neonatal	kuzalwa
neophyte	neophyte
neoprene	neoprene
nephew	mntakwabo
nepotism	ukungabikho
nerd	nerd
nerdy	neerdy
nerve	nerve
nerves	neentsholongwane
nervous	utyhafile
nervousness	ukoyika
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	isidleke
nestle	nestle
nestling	nestling
net	umnatha
nether	ngaphaya
netting	umnatha
nettle	nettle
network	umnatha
networking	zokunxibelelana
neural	neural
neuralgia	neuralgia
neurological	neurological
neurologist	neurologist
neurology	neurology
neurosis	neurosis
neurosurgeon	neurosurgeon
neurosurgery	neurosurgery
neurotic	neurotic
neuter	ngaphandle
neutral	engathathi hlangothi
neutrality	ukungathathi hlangothi
neutralize	ku nciphisa
neutron	neutron
new	entsha
new age	lutsha
newbeginnings	NO TRANSLATION
newborn	usana olutsha
newcomer	omtsha
newday	olutsha
newfound	olutsha
newjob	NO TRANSLATION
newlife	ubomi obutsha
newly	esandula
newlywed	esandula kutshata
newme	entsha
newness	entsha
news	iindaba
newscast	iindaba
newscaster	yeendaba
newsflash	iindaba
newsletter	i ncwadana
newsman	weendaba
newspaper	phe phandaba
newspaperman	ipapasho
newsreel	weendaba
newsroom	kwigumbi leendaba
newsstand	i-newsstand
newstart	entsha
newt	entsha
newyear	NO TRANSLATION
nexus	nexus
nib	nib
nibble	bhaka
nice	intle
niche	niche
nichts	NO TRANSLATION
nick	nick
nickel	nickel
nickname	lesiteketiso
nicotine	nicotine
niece	umshana
nifty	nifty
nigger	nigger
nigh	sondele
night	busuku
nightcap	ebusuku
nightclub	iklabhu zasebusuku
nightfall	ebusuku
nightgown	i sigulo
nightie	nightie
nightingale	ebusukuingale
nightlife	ebusuku
nightly	ebusuku
nightmare	ngongoma
nightmares	iindlobongela
nightstand	ukukhanya ebusuku
nightstick	i nighttime
nighttime	busuku
nihilism	nihilism
nil	nil
nimble	i-nimble
nimrod	nimrod
nincompoop	nincompoop
nine	Thoba
nineteen	Shumi elinethoba
ninety	Amashumi aluthoba
ninja	ninja
ninny	zithoba
nintendo	nintendo
ninth	Isithoba
nip	ukuphelisa
nipper	umgcini
nipple	ingono
nippy	nippy
nitrate	nitrate
nitro	nitro
nitrogen	nitrogen
nitrous	nitrous
nitwit	nitwit
nix	nix
no anticipation	akukho lindela
no disgust	akukho nto
no emotion	akukho mvakalelo
no sentiment	akukho mvakalelo
no surprise	ma ngalisi
no trust	akukho themba
nobility	uzuko
noble	mhle
nobleman	mhlonishwa
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	e busuku
nod	uguqa
nodding	ukugquma
node	node
nodular	nodular
nodule	ngqungquthela
noggin	noggin
nohope	NO TRANSLATION
noir	mnyama
noise	ingxolo
noisy	ngomsindo
nomad	nomad
nomadic	baqeshwe
nomenclature	nomnyulo
nominal	kutyunjwa
nominate	ukhethe
nomination	kutyunjwa
nominee	utyunjwa
nonce	nonce
nonchalant	engekho
noncompliance	ukungathobeli
nondescript	nondescript
nonexistent	ayikho
nonfat	nonfat
nonfiction	ukungafihli
nonpayment	ntlawulo
nonresident	ongabemi
nonsense	iphosakelo
nonsensical	nonsensical
nonviolent	engekho nto
noob	inoob
noodle	ityhule
nook	nook
noon	emini
noose	i-noose
