Word	tr
mallet	tokmak
malnutrition	yetersiz beslenme
malpractice	yanlış tedavi
malt	malt
mama	anne
mambo	mambo
mamma	NO TRANSLATION
mammal	memeli
mammoth	mamut
mammy	NO TRANSLATION
man	adam
manage	yönetmek
manageable	idare edilebilir
management	yönetim
manager	müdür
managerial	yönetimsel
mandamus	yüksek mahkeme emri
mandarin	mandalina
mandate	manda
mandatory	zorunlu
mandible	çene
mandolin	mandolin
mandrel	mandrel
mane	NO TRANSLATION
maneuver	manevra
maneuvering	manevra
mange	NO TRANSLATION
manger	yemlik
mangle	NO TRANSLATION
mango	Mango
mangosteen	mangostan
mangy	uyuz
manhole	rögar
manhood	erkeklik
manhunt	insan avı
mania	cinnet
maniac	manyak
maniacal	çılgın
manic	manyak
manicure	manikür
manicurist	manikürcü
manifest	apaçık
manifestation	tezahürü
manifested	tecelli
manifestly	açıkça
manifesto	bildiri
manifold	çeşitli
manipulate	idare
manipulation	hile
manipulative	manipülatif
mankind	insanlık
manly	erkekçe
manna	kudret helvası
manned	insanlı
mannequin	Manken
manner	tavır
mannered	yapmacıklı
manners	görgü
manor	malikâne
manpower	işgücü
mansion	konak
mansions	konakları
manslaughter	adam öldürme
mantel	şömine rafı
mantis	peygamber devesi
mantle	örtü
mantra	mantra
manual	Manuel
manufacture	üretim
manufacturer	üretici firma
manufacturing	imalat
manure	gübre
manuscript	el yazması
map	harita
maple	akçaağaç
mar	mar
marathon	maraton
marble	mermer
marbled	mermer
marbles	Mermerler
march	Mart
mare	NO TRANSLATION
margarine	margarin
margarita	Margarita
margin	kenar
marginal	marjinal
mariachi	mariachi'yim
marijuana	esrar
marinara	marinara
marine	deniz
mariner	denizci
marital	evlilik
maritime	deniz
mark	işaret
marked	işaretlenmiş
marker	işaretleyici
market	Market
marketable	pazarlanabilir
marketing	pazarlama
marketplace	pazar
marks	izler
marksman	nişancı
marksmanship	nişancılık
marl	marn
marmalade	marmelat
maroon	kestane rengi
marooned	mahsur
marquee	tente
marquis	marki
marred	gölgelendi
marriage	evlilik
married	evli
marrow	ilik
marry	evlenmek
marsh	bataklık
marshal	mareşal
marshmallow	hatmi
mart	çarşı
martial	askeri
martingale	martingal kayışı
martini	Martini
martyr	şehit
martyrdom	şehitlik
marvel	mucize
marvellous	harika
marvelous	harika
marvelously	hayret verici biçimde
marzipan	NO TRANSLATION
mascara	maskara
mascot	maskot
masculine	eril
masculinity	erkeklik
mash	püre
mashed	püre
mask	maskelemek
masked	maskeli
masks	maskeler
masochism	mazoşizm
masochist	mazoşist
mason	mason
masquerade	maskeli balo
mass	kitle
massacre	katliam
massage	masaj
masses	kitleler
masseur	masör
masseuse	masöz
massive	masif
mast	direk
master	ana
masterful	ustaca
mastermind	beyin
masterpiece	başyapıt
mastery	ustalık
masturbate	mastürbasyon yapmak
masturbation	mastürbasyon
mat	mat
matador	matador
match	maç
matchbook	kibrit kutusu
matching	eşleştirme
matchmaker	çöpçatan
mate	Dostum
material	malzeme
materialism	materyalizm
materialist	materyalist
materialistic	maddi
materiality	maddiyat
materialize	gerçekleşmek
materially	maddi
materials	malzemeler
materiel	malzeme
maternal	anne
maternity	analık
math	matematik
mathematical	matematiksel
mathematician	matematikçi
mathematics	matematik
matinee	matine
mating	çiftleşme
matriculation	öğrenci kaydı
matrimony	evlilik
matrix	matris
matron	başhemşire
matted	keçeleşmiş
matter	madde
matting	hasır örme
mattress	yatak
maturation	olgunlaşma
mature	olgun
maturity	olgunluk
maudlin	içip ağlayan
mausoleum	mozole
mauve	leylak rengi
maverick	sahipsiz buzağı
maxim	özdeyiş
maximize	maksimuma çıkarmak
maximum	maksimum
may	Mayıs ayı
mayday	Mayıs günü
mayflower	alıç
mayhem	kargaşa
mayonnaise	mayonez
mayor	Belediye Başkanı
maze	Labirent
mead	bal likörü
meadow	çayır
meager	yetersiz
meal	yemek
mean	anlamına gelmek
meander	menderes
meandering	kıvrımlı
meanie	kötüsün
meaning	anlam
meaningful	anlamlı
meaningless	anlamsız
meanness	alçaklık
means	anlamına geliyor
meantime	bu arada
measles	kızamık
measurable	ölçülebilir
measure	ölçmek
measured	ölçülü
measurement	ölçüm
measuring	ölçme
measuring cup	ölçüm kabı
measuring tape	ölçüm bandı
meat	et
meatball	köfte
meathead	mankafanın
meatloaf	Et Dilimi
mechanic	mekanik
mechanical	mekanik
mechanics	mekanik
mechanism	mekanizma
med	NO TRANSLATION
medal	madalya
medallion	madalyon
medallist	madalya kazanan kimse
meddle	karışmak
meddling	karışma
media	medya
medial	orta
median	medyan
mediate	aracılık etmek
mediation	arabuluculuk
mediator	arabulucu
medic	doktor
medical	tıbbi
medicate	ilaç vermek
medication	ilaç
medicinal	tıbbi
medicine	tıp
medieval	Ortaçağ
mediocre	vasat
mediocrity	sıradanlık
meditate	düşünmek
meditating	meditasyon
meditation	meditasyon
meditative	düşünceli
mediterranean	Akdeniz
medium	orta
medley	karışık
meek	ezik
meet	karşılamak
meeting	toplantı
mega	mega
meh	meh
melancholic	melankolik
melancholy	melankoli
melee	meydan kavgası
mellow	yumuşak
melodious	ahenkli
melodrama	melodram
melodramatic	melodram tarzında
melody	melodi
melon	kavun
melt	erimek, eritmek
meltdown	erime
melting	erime
member	üye
membership	üyelik
membrane	zar
memento	hatıra
memo	not
memoir	anı yazısı
memorabilia	hatırlanmaya değer şeyler
memorable	unutulmaz
memorandum	muhtıra
memorial	anıt
memorials	anıtlar
memories	hatıralar
memoriesiwontforget	NO TRANSLATION
memorize	ezberlemek
memory	bellek
menace	tehdit
menacing	tehditkar
menagerie	hayvanat bahçesi
mend	tamir
mending	tamir
menial	bayağı
meningitis	menenjit
meniscus	menisküs
menopause	menopoz
menses	regl
menstrual	aybaşı
mental	zihinsel
mentalhealth	NO TRANSLATION
mentality	zihniyet
menthol	mentol
mention	Anma
mentor	akıl hocası
menu	Menü
meow	miyav
mercantile	ticari
mercenary	paralı
merchandise	mal
merchant	tüccar
merciful	merhametli
merciless	acımasız
mercurial	cıvalı
mercury	Merkür
mercy	merhamet
mere	sırf
merengue	merengue
merge	birleşmek
merger	birleşme
meridian	meridyen
meridional	meridyen
meringue	beze
merit	hak
meritorious	değerli
mermaid	Deniz Kızı
merriment	neşe
merry	şen
merrychristmas	NO TRANSLATION
mesa	yüksek ova
mescaline	meskalin
mesh	ağ
meshes	kafesleri
mesmerized	Büyüleyen
mess	dağınıklık
message	mesaj
messedup	NO TRANSLATION
messenger	haberci
messiah	Mesih
messy	dağınık
metabolic	metabolik
metabolism	metabolizma
metal	metal
metallic	madeni
metallurgy	metalurji
metamorphosis	başkalaşım
metaphor	mecaz
metaphorical	mecazi
metaphysical	metafiziksel
metaphysics	metafizik
metastasis	metastaz
meteor	meteor
meteoric	meteor
meteorite	göktaşı
meteorological	meteorolojik
meteorology	meteoroloji
meter	metre
meth	met
methadone	metadon
methane	metan
methanol	metanol
method	yöntem
methodical	sistemli
methodology	metodoloji
meticulous	titiz
metime	metime
metric	metrik
metrical	metrik
metrology	metroloji
metropolis	başkent
metropolitan	büyükşehir
mettle	hırs
mew	kafese koymak
mezzanine	asma kat
mica	mika
mick	mick
micro	mikro
microbe	mikrop
microbiology	mikrobiyoloji
microchip	mikroçip
microcosm	küçük evren
microfilm	mikrofilm
microgram	mikrogram
micrometer	mikrometre
micron	mikron
microphone	mikrofon
microscope	mikroskop
microscopic	mikroskobik
microscopically	mikroskobik
microscopy	mikroskopla inceleme
microwave	mikrodalga
mid	orta
midair	havada
midday	öğlen
middle	orta
middleman	aracı
middleweight	orta siklet
midget	cüce
midland	ülkenin iç kısmı
midlife	Orta yaş
midline	orta çizgi
midnight	gece yarısı
midshipman	deniz harp okulu öğrencisi
midst	ortasında
midsummer	yaz ortası
midterm	ara SINAV
midtown	midtown
midway	yarı yolda
midwife	ebe
midwifery	ebelik
mien	NO TRANSLATION
miffed	gücenme yaşayan
mighty	güçlü
mignon	minyon
migraine	migren
migrate	göç
migration	göç
migratory	göçmen
mike	mikrofon
mil	NO TRANSLATION
mild	hafif
mildew	küf
mildness	yumuşaklık
mile	mil
mileage	kilometre
milestone	kilometre taşı
militant	militan
militants	militanlar
military	askeri
militia	milis
milk	Süt
milkman	sütçü
milkshake	aromalı süt
milky	sütlü
mill	değirmen
millennium	milenyum
milligram	miligram
millimeter	milimetre
million	milyon
millionaire	milyoner
millionth	milyonuncu
millstone	değirmentaşı
mime	mim
mimic	mimik
mimicking	taklit
mimicry	taklitçilik
mince	kıyma
mincemeat	kıyma
mind	us
minded	fikirli
mindful	dikkatli
mindfulness	dikkatlilik
mindless	akılsız
mine	Mayın
minefield	mayın tarlası
miner	madenci
mineral	mineral
mineralogy	mineraloji
mingle	karışmak
mingled	karışmış
mini	mini
miniature	minyatür
minibus	minibüs
minim	NO TRANSLATION
minimal	en az
minimize	küçültmek
minimized	minimize
minimum	asgari
mining	madencilik
minion	köle
minister	bakan
ministerial	bakanlık
ministry	bakanlık
minivan	minivan
mink	vizon
minnow	golyan balığı
minor	küçük
minority	azınlık
minstrel	ozan
mint	nane
minty	naneli
minuscule	ufacık
minute	dakika
minutiae	önemsiz ayrıntılar
minx	sürtük
mir	NO TRANSLATION
miracle	mucize
miracles	mucizeler
miraculous	mucizevi
mirage	serap
mire	NO TRANSLATION
mirror	ayna
mirth	neşe
misappropriation	güveni kötüye kullanma
misbehave	edepsizlik etmek
misbehavior	terbiyesizlik
miscalculation	yanlış hesap
miscarriage	düşük
miscellaneous	çeşitli
miscellany	derleme
mischief	yaramazlık
mischievous	yaramaz
misconception	yanlış kanı
misconduct	kötü idare
misdemeanor	suç
misdirection	yanlış yönlendirme
miser	cimri
miserable	sefil
miserably	berbat şekilde
misery	sefalet
misfire	tekleme
misfit	uyumsuz tip
misfortune	şanssızlık
misguided	NO TRANSLATION
mishap	aksilik
misinformed	misinformed
misinterpretation	yanlış yorumlama
mislead	yanlış yönlendirmek
misleading	yanıltıcı
misled	yanıltılmış
mismanagement	kötü yönetim
mismatch	uyumsuzluk
mismatched	eşleşmeyen
misnomer	yanlış isim
misplace	misplace
misplaced	yersiz
misread	yanlış okumak
misrepresent	yanlış tanıtmak
misrepresentation	yanlış tanıtma
misrepresented	yanlış temsil edilen
miss	bayan
missile	füze
missiles	füzeler
missing	eksik
missingyou	NO TRANSLATION
mission	misyon
missionary	misyoner
misspell	yanlış yazmak
misstatement	yanlış ifade
missy	küçük hanım
mist	sis
mistake	hata
mistaken	yanlış
mister	bay
mistletoe	ökseotu
mistreated	kötü muamele
mistress	metres
mistrial	hata yüzünden hükümsüz kalan yargılama
mistrust	güvensizlik
misty	sisli
misunderstand	yanlış anlamak
misunderstanding	yanlış anlama
misunderstood	yanlış
misuse	yanlış kullanım
mite	mayt
miter	gönye
mitigate	hafifletmek
mitigating	hafifletici
mitigation	hafifletme
mitt	eldiven
mitten	NO TRANSLATION
mitzvah	sevap
mix	karıştırmak
mixed	karışık
mixedemotions	Karışık duygular
mixer	karıştırıcı
mixture	karışım
mnemonic	hafıza
moan	inilti
moat	hendek
mob	çete
mobile	seyyar
mobility	hareketlilik
mobilization	seferberlik
mobilize	seferber etmek
mobster	gangster
mocha	koyun derisi
mock	sahte
mocked	alay
mockery	alay
mocking	alaycı
mockingbird	alaycı kuş
mod	şık
modal	kip
modality	yöntem
mode	kip
model	model
modeler	modelci
modeling	modelleme
modem	modem
moderate	ılımlı
moderate anticipation	ılımlı beklenti
moderate disgust	ılımlı iğrenme
moderate negative	ılımlı negatif
moderate positive	ılımlı pozitif
moderate surprise	ılımlı sürpriz
moderate trust	ılımlı güven
moderately	orta
moderating	ılımlı
moderation	ılımlılık
moderator	arabulucu
modern	modern
modernism	modernlik
modest	mütevazi
modesty	tevazu
modicum	az miktar
modifiable	değiştirilebilir
modification	değişiklik
modified	değiştirilmiş
modify	değiştirmek
modulate	modüle
modulation	modülasyon
module	modül
modulus	modül
mogul	önemli adam
moiety	parça
moist	nemli
moisture	nem
moisturizer	nemlendirici
molar	mol
molasses	Şeker kamışı
mold	kalıp
molded	kalıplanmış
molding	döküm
moldy	küflü
mole	köstebek
molecular	moleküler
molecule	molekül
molest	taciz etmek
molestation	sarkıntılık
molester	tacizcisi
molten	erimiş
mom	anne
moment	an
momentary	anlık
momentous	mühim
momentum	moment
momma	anne
mommy	anne
monad	monad
monarch	hükümdar
monarchy	monarşi
monastery	manastır
monastic	manastıra ait
monetary	parasal
money	para
mongoloid	mongol
mongoose	firavun faresi
mongrel	melez
monitor	izlemek
monk	keşiş
monkey	maymun
mono	NO TRANSLATION
monochrome	monokrom
monogamous	tekeşli
monogamy	tekeşlilik
monogram	monogram
monogrammed	monogrammed
monograph	monografi
monolayer	tek tabaka
monolith	tek parça anıt
monologue	monolog
monopolist	tekelci
monopoly	Tekel
monotonous	monoton
monotony	monotonluk
monoxide	monoksit
monsieur	mösyö
monsoon	muson
monster	canavar
monstrosity	canavarlık
monstrous	korkunç
montage	montaj
monte	İspanyol kâğıt oyunu
month	ay
monthly	aylık
monument	anıt
monumental	anıtsal
moo	böğürme
mooch	aşırmak
mood	ruh hali
moods	gıcıklık
moody	huysuz
moon	ay
moonbeam	ay ışını
moonlight	Ay ışığı
moonlit	mehtapta olan
moonshine	kaçak içki
moonstruck	çılgın
moonwalk	ay yürüyüşü
moor	kır
moored	demirli
mooring	palamar
moorings	şamandıra
moorland	bozkır
moose	geyik
moot	tartışmalı
mooted	mooted
mop	paspas
mope	üzmek
moped	moped
moral	manevi
morale	moral
morality	ahlâk
morals	töre
morass	batak
moratorium	moratoryum
moray	murana
morbid	hastalıklı
morbidity	morbidite
morbidness	hastalık oranı
mores	töreler
morgue	morg
moribund	can çekişen
morn	sabah
morning	sabah
moron	moron
moronic	geri zekâlı gibi
morose	suratsız
morph	morph
morphine	morfin
morphism	morfizmanın
morphology	morfoloji
morrow	yarın
morsel	lokma
mortal	ölümlü
mortality	ölüm oranı
mortar	harç
mortgage	ipotek
mortgagee	ipotek yapan alacak sahibi
mortgagor	ipotek ettiren borçlu
mortician	cenaze kaldırıcısı
mortification	kangren
mortified	mahcup
mortuary	morg
mosaic	mozaik
mosey	dolaşmak
mosque	cami
mosquito	sivrisinek
moss	yosun
mossy	yosunlu
mote	NO TRANSLATION
motel	motel
moth	güve
mother	anne
motherfucker	çocuğu
motherfucking	orospu
motherhood	annelik
motherland	vatan
motherless	annesiz
motherly	ana gibi
motif	motif
motion	hareket
motionless	hareketsiz
motivate	motive etmek
motivating	motive
motivation	motivasyon
motivational	motivasyonel
motive	güdü
motley	karışık
motor	motor
motorbike	motosiklet
motorboat	motorbot
motorcade	konvoy
motorcar	Motorlu araba
motorcycle	motosiklet
motorist	araba kullanan kimse
motte	höyük
mottled	alacalı
motto	parola
mould	kalıp
mound	tümsek
mount	dağ
mountain	dağ
mountaineer	dağcı
mountainous	dağlık
mountains	dağlar
mountaintop	dağ zirvesi
mourn	yas tutmak
mournful	kederli
mourning	yas
mouse	fare
mousetrap	fare kapanı
mousse	saç köpüğü
moustache	bıyık
mousy	ürkek
mouth	ağız
mouthful	ağız dolusu
mouthpiece	ağızlık
mouthwash	gargara
movable	taşınabilir
move	hareket
movement	hareket
mover	taşıyıcı
movie	film
movies	filmler
moving	hareketli
movingforward	NO TRANSLATION
movingon	hareketli
mow	biçmek
mower	biçme
moxie	moxie
mozzarella	mozzarella
mri	mRI
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	gübre
mucked	mucked
mucous	mukoz
mucus	sümük
mud	çamur
muddle	karışıklık
muddled	bulanık
muddy	çamurlu
muff	beceriksizlik
muffin	kek
muffled	örtülü
muffler	susturucu
mug	Kupa
mugger	soyguncu
mulberry	dut
mulch	saman örtüsü
mule	katır
mull	organdi
mullet	tekir
multilateral	çok yanlı
multimedia	multimedya
multinational	çok uluslu
multiple	çoklu
multiple sclerosis	çoklu skleroz
multiplex	multipleks
multiplication	çarpma işlemi
multiplicity	çokluk
multiplied	çarpılır
multiplier	çarpan
multiply	çarpmak
multitude	çokluk
mum	anne
mumble	mırıltı
mumbo	mumbo
mummy	mumya
mumps	kabakulak
munch	munch
munchies	munchies
munchkin	ufaklık
mundane	dünyevi
municipal	belediyeye ait
municipality	belediye
mural	duvar
murder	cinayet
murderer	katil
murderess	katil
murderous	ölüm saçan
murky	karanlık
murmur	hırıltı
muscle	kas
muscular	kas
muse	ilham perisi
muses	muses
museum	müze
mush	NO TRANSLATION
mushroom	mantar
mushy	aşırı duygusal
music	müzik
musical	müzikal
musician	müzisyen
musing	esin
musk	misk
musket	misket tüfeği
musketeer	silâhşör
muskrat	misk sıçanı
muslin	muslin
muss	NO TRANSLATION
must	şart
mustang	yabani at
mustard	hardal
muster	toplamak
musty	küflü
mutable	değişken
mutant	mutant
mutate	değişmek
mutation	mutasyon
mute	sessiz
muted	sessiz
mutilate	sakatlamak
mutilated	sakat
mutilation	sakatlama
mutiny	isyan
mutt	ahmak
mutter	NO TRANSLATION
mutton	koyun eti
mutual	karşılıklı
mutually	karşılıklı olarak
muzzle	ağız
myfavorite	benim favorim
myopia	miyopi
myopic	miyop
myriad	sayısız
mysterious	gizemli
mystery	gizem
mystic	mistik
mystical	tasavvufi
mysticism	mistisizm
mystified	mistifiye
mystique	esrarlı hava
myth	efsane
mythic	efsanevi
mythical	efsanevi
mythological	mitolojik
mythology	mitoloji
nab	yakalamak
nacho	nacho
nada	NO TRANSLATION
nadir	en aşağı nokta
nag	NO TRANSLATION
nail	tırnak
nail gun	çivi tabancası
naive	saf
naked	çıplak
nakedness	çıplaklık
namaste	NO TRANSLATION
name	isim
named	adlı
nameless	isimsiz
namesake	adaş
naming	adlandırma
nana	nine
nanny	dadı
nanometer	nanometre
nap	şekerleme
napalm	napâlm
nape	ense
napkin	peçete
napping	uyuklayan
nappy	bebek bezi
narcissism	narsizm
narcissist	narsist
narcissistic	narsisistik
narcotic	narkotik
narrate	anlatmak
narration	öyküleme
narrative	öykü
narrator	hikâyeci
narrow	dar
narrowing	daralma
nasal	burun
nascent	doğan
nasty	pis
natal	doğum
nation	ulus
national	Ulusal
nationality	milliyet
nationwide	ülke çapında
native	yerli
nativity	doğuş
natural	doğal
natural gas	doğal gaz
naturalist	natüralist
naturalization	yurttaşlığa kabul
naturalized	vatandaşlığına
naturally	doğal olarak
nature	doğa
naught	sıfır
naughty	yaramaz
nausea	mide bulantısı
nauseate	iğrenmek
nauseating	mide bulandırıcı
nauseous	mide bulandırıcı
nautical	deniz
nautilus	nautilus
naval	deniz
nave	kilise ortası
navel	göbek
navigable	gemi ile geçilebilir
navigate	gezinmek
navigation	navigasyon
navigational	seyir
navigator	denizci
navy	Donanma
nay	NO TRANSLATION
nearsighted	miyop
neat	temiz
neatly	temizce
nebula	nebula
nebulae	nebulalar
nebulous	bulutsu
necessarily	zorunlu olarak
necessary	gerekli
necessitate	gerektirecek
necessities	ihtiyaçlar
necessity	zorunluluk
neck	boyun
necklace	kolye
necktie	kravat
necromancer	büyücü
necrosis	nekroz
nectar	nektar
need	gerek
needalife	NO TRANSLATION
needed	gerekli
needful	gerekli
needit	NO TRANSLATION
needle	iğne
needlepoint	oya işi
needles	iğneler
needless	gereksiz
needtoknow	bilmem gerek
needtorelax	NO TRANSLATION
needy	muhtaç
nefarious	çirkin
negation	olumsuzluk
negative	negatif
negativity	Olumsuzluk
neglect	ihmal
neglected	bakımsız
neglecting	ihmal edilmesi
negligee	sabahlık
negligence	ihmal
negligent	ihmalkâr
negligently	NO TRANSLATION
negligible	önemsiz
negotiable	tartışılabilir
negotiate	görüşmek
negotiation	müzakere
negotiator	arabulucu
negro	zenci
neigh	kişneme
neighbor	komşu
neighborhood	Komşuluk
neighboring	komşu
nemesis	öç
neon	neon
neonatal	yenidoğan
neophyte	acemi
neoprene	neopren
nephew	erkek yeğen
nepotism	akrabasını tutma
nerd	inek öğrenci
nerdy	Nerdy
nerve	sinir
nerves	sinirler
nervous	sinir
nervousness	sinirlilik
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	kara çıkıntısı
nest	yuva
nestle	bağrına basmak
nestling	yavru kuş
net	ağ
nether	cehennem
netting	ağ
nettle	ısırgan
network	ağ
networking	ağ
neural	sinirsel
neuralgia	nevralji
neurological	nörolojik
neurologist	nörolog
neurology	nöroloji
neurosis	nevroz
neurosurgeon	beyin cerrahı
neurosurgery	sinir cerrahisi
neurotic	evhamlı
neuter	kısırlaştırmak
neutral	nötr
neutrality	tarafsızlık
neutralize	etkisizleştirmek
neutron	nötron
new	yeni
new age	yeni yaş
newbeginnings	NO TRANSLATION
newborn	yeni doğan
newcomer	yeni gelen
newday	Yeni gün
newfound	keşfedilmiş
newjob	NO TRANSLATION
newlife	yeni hayat
newly	yeni
newlywed	Yeni evli
newme	Yeni ben
newness	yenilik
news	haber
newscast	haber programı
newscaster	haber spikeri
newsflash	flaş haber
newsletter	bülten
newsman	gazeteci
newspaper	gazete
newspaperman	gazeteci
newsreel	aktüalite filmi
newsroom	Haber merkeziniz
newsstand	gazete bayii
newstart	yeni başlangıç
newt	semender
newyear	NO TRANSLATION
nexus	rabıta
nib	kalem ucu
nibble	kemirme
nice	Güzel
niche	niş
nichts	NO TRANSLATION
nick	Nick
nickel	nikel
nickname	Takma ad
nicotine	nikotin
niece	yeğen
nifty	şık
nigger	zenci
nigh	yakın
night	gece
nightcap	yatak şapkası
nightclub	gece kulübü
nightfall	akşam vakti
nightgown	gecelik
nightie	nightie
nightingale	bülbül
nightlife	gece hayatı
nightly	her gece
nightmare	kâbus
nightmares	kabuslar
nightstand	komidin
nightstick	cop
nighttime	gece vakti
nihilism	nihilizm
nil	sıfır
nimble	çevik
nimrod	Nemrut
nincompoop	sersem
nine	dokuz
nineteen	on dokuz
ninety	doksan
ninja	ninja
ninny	avanak
nintendo	nintendo
ninth	dokuzuncu
nip	kesme
nipper	kıskaç
nipple	meme
nippy	iğneleyici
nitrate	nitrat
nitro	nitro
nitrogen	azot
nitrous	azotlu
nitwit	kuş beyinli
nix	reddetmek
no anticipation	beklenti yok
no disgust	iğrenme yok
no emotion	duygu yok
no sentiment	duygu yok
no surprise	sürpriz değil
no trust	güven yok
nobility	soyluluk
noble	asil
nobleman	asilzade
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	Gece gündüz
nod	kafa sallama
nodding	baş sallama
node	düğüm
nodular	yumrulu
nodule	nodül
noggin	kafa
nohope	NO TRANSLATION
noir	noir
noise	gürültü, ses
noisy	gürültülü
nomad	göçebe
nomadic	göçebe
nomenclature	terminoloji
nominal	nominal
nominate	atamak
nomination	adaylık
nominee	aday
nonce	şimdiki zaman
nonchalant	soğukkanlı
noncompliance	uymama
nondescript	sıradan
nonexistent	var olmayan
nonfat	yağsız
nonfiction	kurgusal olmayan
nonpayment	ödememe
nonresident	mükellef
nonsense	saçmalık
nonsensical	saçma
nonviolent	şiddete başvurmayan
noob	çaylak
noodle	şehriye
nook	kuytu
noon	öğle vakti
noose	ilmik
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	norm
normal	normal
normalcy	normallik
normality	normallik
north	kuzeyinde
northbound	kuzeye yönelen
northeast	kuzeydoğusunda
northern	kuzey
northwest	Kuzey Batı
northwestern	kuzeybatı
noschool	NO TRANSLATION
nose	burun
nosebleed	burun kanaması
nosey	meraklı
nosnow	kar yok
nostalgia	nostalji
nostalgic	nostaljik
nostress	NO TRANSLATION
nostril	burun deliği
nosun	NO TRANSLATION
nosy	meraklı
not negative	olumsuz değil
not positive	olumlu değil
notable	dikkate değer
notables	ileri gelenler
notably	özellikle
notamorningperson	NO TRANSLATION
notary	noter
notation	notasyonu
notch	çentik
notched	çentikli
note	Not
notebook	not defteri
noted	kayıt edilmiş
noteworthy	dikkate değer
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	hiçlik
notice	ihbar
noticeable	farkedilebilir
notification	bildirim
notify	bildirmek
notion	kavram
notional	kavramsal
notoriety	adı çıkma
notorious	adı çıkmış
notready	hazır değil
notwithstanding	rağmen
nought	sıfır
noun	isim
nourish	gütmek
nourishment	beslenme
nouveau	NO TRANSLATION
novel	yeni
novelist	romancı
novelty	yenilik
novice	acemi
nowadays	şu günlerde
nowork	iş yok
noworries	telaşa gerek yok
noxious	zararlı
nozzle	ağızlık
nuance	nüans
nuances	nüansları
nuclear	nükleer
nucleus	çekirdek
nude	çıplak
nudge	dürtmek
nudie	Çıplak
nudist	çıplak dolaşan kimse
nudity	çıplaklık
nugget	külçe
nuisance	sıkıntı
nuke	atom bombası
nul	NO TRANSLATION
null	boş
nullify	geçersiz kılmak
numb	uyuşmuş
number	numara
numbering	numaralama
numbers	sayılar
numbness	uyuşma
numbskull	mankafa
numeral	sayısal
numerator	pay
numerical	sayısal
numerically	sayıca
numerous	sayısız
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	rahibe manastırı
nuptials	nikâh
nurse	hemşire
nursemaid	dadı
nursery	kreş
nursing	hemşirelik
nurture	beslemek
nut	somun
nutcase	kaçık
nutcracker	fındıkkıran
nuthouse	tımarhane
nutmeg	küçük hindistan cevizi
nutrition	beslenme
nutritional	besin
nutritious	besleyici
nutritive	besleyici
nuts	Fındık
nutshell	fındık kabuğu
nutty	çatlak
nylon	naylon
nylong	NO TRANSLATION
nylons	naylon çorap
nymph	su perisi
nymphomaniac	seks düşkünü kadın
oaf	sersem
oak	meşe
oar	kürek
oasis	vaha
oat	yulaf
oath	yemin
oatmeal	yulaf ezmesi
obedience	itaat
obedient	itaatkâr
obediently	itaatkar
obelisk	obelisk
obese	aşırı şişman
obesity	şişmanlık
obey	itaat etmek
obi	zenci büyüsü
obit	Ölüm ilanlarını
obituary	ölüm
object	nesne
objection	itiraz
objectionable	sakıncalı
objective	amaç
objectivity	tarafsızlık
obligation	yükümlülük
obligatory	zorunlu
oblige	mecbur etmek
obliged	zorunlu
obliging	yardımsever
obligor	borçlu
oblique	eğik
obliterate	yoketmek
obliterated	oblitere
obliteration	bozma
oblivion	unutulma
oblivious	habersiz
oblong	dikdörtgen
obnoxious	iğrenç
oboe	obua
obscene	müstehcen
obscenity	müstehcenlik
obscure	belirsiz
obscured	gizlenmiş
obscurity	bilinmezlik
observance	riayet
observant	itaatkâr
observation	gözlem
observatory	rasathane
observe	gözlemek
observer	gözlemci
observing	gözleme
obsess	tedirgin etmek
obsessed	kafayı takmış
obsessing	takıntı
obsession	takıntı
obsessive	obsesif
obsolescence	eskime
obsolete	eski
obstacle	engel
obstetrician	doğum uzmanı
obstetrics	ebelik
obstinate	inatçı
obstruct	engellemek
obstruction	engel
obstructive	obstrüktif
obtain	elde etmek
obtainable	elde edilebilir
obtuse	kalın kafalı
obverse	yüz
obvious	açık
ocarina	okarina
occasion	fırsat
occasional	nadiren
occasionally	bazen
occipital	artkafa
occlusion	tıkanma
occult	gizli
occupancy	işgal
occupant	oturan
occupation	Meslek
occupational	Mesleki
occupied	meşgul
occupier	oturan
occupy	işgal etmek
occupying	işgal
occur	meydana
occurrence	olay
ocd	ocd
ocean	okyanus
oceanic	okyanus
octagon	sekizgen
octave	oktav
octopus	ahtapot
ocular	oküler
odd	garip
oddball	acayip kimse
oddity	gariplik
odds	olasılık
ode	kaside
odious	iğrenç
odometer	kilometre sayacı
odor	koku
odyssey	odyssey
oedipal	ödipal
oestrogen	estrojen
oeuvre	NO TRANSLATION
offal	sakatat
offence	suç
offend	gücendirmek
offended	kırgın
offender	suçlu
offense	suç
offensive	saldırgan
offer	teklif
offered	sunulan
offering	teklif
offhand	hazırlıksız
office	ofis
officer	subay
offices	bürolar
official	resmi
officiate	görevi yerine getirmek
offing	engin
offload	satmak
offset	dengelemek
offshoot	filiz
offshore	açık deniz
offside	ofsaytta
offspring	yavrular
