Word	fr
hosannah	NO TRANSLATION
hose	tuyau
hosiery	bonneterie
hospice	hospice
hospitable	hospitalier
hospital	hôpital
hospitality	hospitalité
host	hôte
hostage	otage
hostel	hôtel
hostess	hôtesse
hostile	hostile
hostilities	hostilités
hostility	hostilité
hot	chaud
hot sauce	sauce piquante
hotbed	foyer
hotdog	Hot-dog
hotel	un hôtel
hothead	exalté
hotline	hotline
hotshot	hotshot
hotyoga	NO TRANSLATION
hound	chien
hour	heure
hourglass	Sablier
hourly	horaire
house	maison
houseboat	péniche
houseboy	houseboy
housebroken	familier
houseguest	houseguest
household	Ménage
householder	propriétaire
housekeeper	gouvernante
housekeeping	Ménagère
housewarming	pendre la crémaillère
housewife	femme au foyer
housework	travaux ménagers
housing	logement
hovel	taudis
hover	flotter
hovercraft	aéroglisseur
howl	hurler
howsoever	quel que soit
hoy	NO TRANSLATION
hub	centre
hubby	mari
huckleberry	airelle
huddle	se blottir
hue	teinte
huff	souffler
huffy	fâché
hug	étreinte
huge	énorme
hugger	câlin
huggy	huggy
hugs	câlins
hulk	ponton
hull	coque
hum	fredonner
human	Humain
humane	humain
humanitarian	humanitaire
humanities	humanités
humanity	humanité
humankind	humanité
humanoid	humanoïde
humanrights	NO TRANSLATION
humble	humble
humbled	humilié
humbly	humblement
humbug	fumisterie
humdrum	monotone
humid	humide
humidity	humidité
humiliate	humilier
humiliated	humilié
humiliating	humiliant
humiliation	humiliation
humility	humilité
hummer	hummer
hummingbird	colibri
humongous	humongous
humor	humour
humored	humour
humorist	humoriste
humorous	humoristique
hump	bosse
humpback	à bosse
hunch	pressentiment
hunchback	bossu
hundred	cent
hundredth	centième
hunger	faim
hungry	affamé
hunk	gros morceau
hunks	mecs
hunky	Hunky
hunt	chasse
hunter	chasseur
hunting	chasse
huntress	chasseresse
hurdle	obstacle
hurl	lancer
hurrah	Hourra
hurricane	ouragan
hurricanes	ouragans
hurried	pressé
hurry	se dépêcher
hurryup	NO TRANSLATION
hurt	blesser
hurtful	nuisible
hurting	blesser
husband	mari
husbandry	agriculture
hush	silence
hushed	feutré
husk	NO TRANSLATION
husky	rauque
hussy	coquine
hustle	bousculer
hustler	Hustler
hut	cabane
hutch	clapier
hyacinth	jacinthe
hybrid	hybride
hydra	hydre
hydrant	bouche d'incendie
hydrate	hydrater
hydraulic	hydraulique
hydraulics	hydraulique
hydrocephalus	hydrocéphalie
hydrodynamics	hydrodynamique
hydrogen	hydrogène
hydrographic	hydrographique
hydrology	hydrologie
hydrophobia	hydrophobie
hydroponics	hydroponique
hyena	hyène
hygiene	hygiène
hygienic	hygiénique
hygienist	hygiéniste
hymen	hymen
hymn	hymne
hype	hype
hyped	hype
hyper	hyper
hyperactive	hyperactif
hyperbole	hyperbole
hyperspace	hyperespace
hypertension	hypertension
hypertrophy	hypertrophie
hyperventilate	hyperventilation
hyperventilating	hyperventilation
hyphen	trait d'union
hypnosis	hypnose
hypnotic	hypnotique
hypnotist	hypnotiseur
hypnotize	hypnotiser
hypnotized	hypnotisé
hypochondriac	hypocondriaque
hypocrisy	hypocrisie
hypocrite	hypocrite
hypocritical	hypocrite
hypodermic	hypodermique
hypothalamus	hypothalamus
hypothermia	hypothermie
hypothesis	hypothèse
hypothetical	hypothétique
hysterectomy	hystérectomie
hysteria	hystérie
hysterical	hystérique
ibuprofen	ibuprofène
ice	la glace
ice tea	thé glacé
iceberg	iceberg
icebox	glacière
icebreaker	brise-glace
iced	glacé
icing	glaçage
icky	Icky
icon	icône
iconic	iconique
iconography	iconographie
icy	glacé
id	identifiant
idea	idée
ideal	idéal
idealism	idéalisme
idealist	idéaliste
idealistic	idéaliste
identical	identique
identically	à l'identique
identification	identification
identify	identifier
identity	identité
ideology	idéologie
idiocy	idiotie
idiom	idiome
idiomatic	idiomatique
idiot	idiot
idiotic	idiot
idiots	idiots
idle	tourner au ralenti
idleness	oisiveté
idler	oisif
idol	idole
idolatry	idolâtrie
idolizing	idolâtrer
idyllic	idyllique
iffy	Iffy
ifonly	si seulement
igloo	iglou
igneous	igné
ignite	enflammer
ignition	allumage
ignorance	ignorance
ignorant	ignorant
ignore	ignorer
iguana	iguane
ihatespiders	NO TRANSLATION
ilk	NO TRANSLATION
ill	mauvais
illegal	illégal
illegality	illégalité
illegally	illégalement
illegible	illisible
illegitimate	illégitime
illicit	illicite
illiterate	analphabète
illness	maladie
illogical	illogique
illuminate	éclairer
illuminating	éclairant
illumination	éclairage
illuminator	illuminateur
illusion	illusion
illustrate	illustrer
illustration	illustration
illustrative	illustratif
illustrious	illustre
ilovechristmas	NO TRANSLATION
iloveher	NO TRANSLATION
image	image
imagery	imagerie
imaginable	imaginable
imaginary	imaginaire
imagination	imagination
imaginative	imaginatif
imagine	imaginer
imagined	imaginé
imaging	imagerie
imagining	imaginer
imam	NO TRANSLATION
imbalance	déséquilibre
imbecile	imbécile
imbedded	intégré
imissyou	NO TRANSLATION
imitate	imiter
imitated	imité
imitation	imitation
immaculate	immaculé
immaterial	immatériel
immature	immature
immaturity	immaturité
immeasurable	incommensurable
immeasurably	incommensurablement
immediacy	immédiateté
immediate	immédiat
immediately	immédiatement
immemorial	immémorial
immense	immense
immerse	immerger
immersion	immersion
immigrant	immigrant
immigration	immigration
imminent	imminent
immobile	immobile
immoral	immoral
immorality	immoralité
immortal	immortel
immortality	immortalité
immovable	immeuble
immune	immunitaire
immunity	immunité
immunization	immunisation
immutable	immuable
imp	lutin
impact	impact
impair	impair
impaired	altéré
impairment	déficience
impart	donner
impartial	impartial
impartiality	impartialité
impassable	infranchissable
impassioned	passionné
impatience	impatience
impatient	impatient
impatiently	NO TRANSLATION
impeach	accuser
impeachment	mise en accusation
impeccable	impeccable
impede	entraver
impediment	obstacle
impelled	stimulé
impending	imminent
impenetrable	impénétrable
imperative	impératif
imperceptible	imperceptible
imperfect	imparfait
imperfection	imperfection
imperfectly	imparfaitement
imperial	impérial
imperialist	NO TRANSLATION
impermeable	imperméable
impermissible	inadmissible
impersonal	impersonnel
impersonate	imiter
impersonation	imitation
impersonator	imitateur
impertinence	impertinence
impertinent	impertinent
impervious	imperméable
impetuous	impétueux
impetus	élan
implacable	implacable
implant	implant
implantation	implantation
implanted	implanté
implement	mettre en place
implicate	impliquer
implicated	impliqué
implication	implication
implied	implicite
implore	implorer
implosion	implosion
imply	impliquer
impolite	impoli
import	importer
importance	importance
important	important
importation	importation
impose	imposer
imposing	imposant
imposition	imposition
impossibility	impossibilité
impossible	impossible
impostor	imposteur
impotence	impuissance
impotent	impuissant
impound	mettre en fourrière
impoverished	appauvri
impracticable	impraticable
impractical	pas pratique
impregnable	imprenable
impregnate	imprégner
impress	impressionner
impressed	impressionné
impression	impression
impressionable	impressionnable
impressive	impressionnant
imprint	imprimer
imprison	emprisonner
imprisoned	détenu
imprisonment	emprisonnement
improbable	improbable
impromptu	impromptu
improper	non conforme
impropriety	inconvenance
improve	améliorer
improved	amélioré
improvement	amélioration
improves	améliore
improving	améliorer
improvisation	improvisation
improvise	improviser
improvised	improvisé
imprudent	imprudent
impudence	impudence
impudent	impudent
impulse	impulsion
impulsive	impulsif
impunity	impunité
impure	impur
impurity	impureté
imputation	imputation
imtryingtosleep	NO TRANSLATION
inability	incapacité
inaccessible	inaccessible
inaccurate	inexacte
inaction	inaction
inactivate	inactiver
inactivation	inactivation
inactive	inactif
inactivity	inactivité
inadequacy	insuffisance
inadequate	inadéquat
inadequateness	insuffisance
inadmissible	inadmissible
inadvertent	involontaire
inadvertently	par inadvertance
inaffable	NO TRANSLATION
inalienable	inaliénable
inane	inepte
inanimate	inanimé
inapplicable	inapplicable
inappropriate	inapproprié
inattention	inattention
inaudible	inaudible
inaugural	inaugural
inaugurate	inaugurer
inauguration	inauguration
inborn	inné
inbound	entrant
inbred	inné
incalculable	incalculable
incandescent	incandescent
incantation	incantation
incapable	incapable
incapacity	incapacité
incarceration	incarcération
incarnate	incarner
incase	au cas où
incendiary	incendiaire
incense	encens
incensed	en colère
incentive	motivation
inception	début
incessant	incessant
incessantly	sans cesse
incest	inceste
incestuous	incestueux
inch	pouce
incidence	incidence
incident	incident
incidental	accessoire
incidentally	incidemment
incineration	incinération
incinerator	incinérateur
incipient	naissant
incision	incision
incisive	incisif
incite	inciter
incitement	incitation
inclement	inclément
inclination	inclination
incline	inclinaison
inclined	incliné
include	comprendre
included	inclus
including	comprenant
inclusion	inclusion
inclusive	compris
incognito	incognito
incoherent	incohérent
income	le revenu
incoming	entrant
incomparable	incomparable
incompatible	incompatible
incompetence	incompétence
incompetent	incompétent
incomplete	incomplet
incompletely	incomplètement
incompleteness	incomplétude
incomprehensible	incompréhensible
inconceivable	inconcevable
inconclusive	peu concluant
incongruous	incongru
inconsequential	sans conséquence
inconsiderate	inconsidéré
inconsistency	incohérence
inconsistent	inconsistant
inconspicuous	discret
incontinence	incontinence
inconvenience	inconvénient
inconvenient	incommode
incorporate	intégrer
incorporation	incorporation
incorrect	Incorrect
incorrigible	incorrigible
increase	augmenter
increased	augmenté
incredible	incroyable
incredulous	incrédule
increment	incrément
incriminate	incriminer
incriminating	incriminer
incrimination	incrimination
incubation	incubation
incubator	incubateur
incubus	incube
incumbent	titulaire
incur	encourir
incurable	incurable
incursion	incursion
indebted	endetté
indecency	indécence
indecent	indécent
indecision	indécision
indecisive	indécis
indefensible	indéfendable
indefinite	indéfini
indelible	indélébile
indemnification	indemnité
indemnify	indemniser
indemnity	indemnité
indent	indentation
indentation	échancrure
indenture	indenture
independence	indépendance
independent	indépendant
indescribable	indescriptible
indestructible	indestructible
indeterminate	indéterminé
index	indice
indicate	indiquer
indicating	indiquant
indication	indication
indicative	indicatif
indicator	indicateur
indice	NO TRANSLATION
indict	accuser
indictment	accusation
indie	indie
indifference	indifférence
indifferent	indifférent
indigenous	indigène
indigent	indigent
indigestion	indigestion
indignant	indigné
indignation	indignation
indignity	indignité
indigo	indigo
indirect	indirect
indiscreet	indiscret
indiscretion	indiscrétion
indispensable	indispensable
indisposed	indisposé
indistinct	indistinct
indistinguishable	indiscernable
individual	individuel
individuality	individualité
indivisible	indivisible
indoctrination	endoctrinement
indolent	indolent
indomitable	indomptable
indoor	intérieur
induce	induire
induced	induite
inducement	incitation
induction	induction
indulge	se livrer
indulgence	indulgence
indulgent	indulgent
industrial	industriel
industrialist	industriel
industrious	industrieux
industry	industrie
ineffable	ineffable
ineffective	inefficace
ineffectual	inefficace
inefficiency	inefficacité
inefficient	inefficace
inelastic	inélastique
ineligible	inéligible
inept	inepte
ineptitude	ineptie
inequality	inégalité
inequitable	inéquitable
inert	inerte
inertia	inertie
inevitable	inévitable
inexact	inexact
inexcusable	inexcusable
inexhaustible	inépuisable
inexpensive	peu coûteux
inexperience	inexpérience
inexperienced	inexpérimenté
inexplicable	inexplicable
inexpressible	inexprimable
infallibility	infaillibilité
infallible	infaillible
infamous	infâme
infamy	infamie
infancy	enfance
infant	bébé
infanticide	infanticide
infantile	infantile
infantry	infanterie
infarct	infarctus
infatuated	entiché
infatuation	engouement
infeasible	infaisable
infect	infecter
infection	infection
infectious	infectieux
infer	déduire
inference	inférence
inferential	inférentiel
inferior	inférieur
inferiority	infériorité
infernal	infernal
inferno	enfer
infertile	infertile
infertility	infertilité
infestation	infestation
infidel	infidèle
infidelity	infidélité
infield	infield
infiltrate	infiltrer
infiltration	infiltration
infinite	infini
infinitely	infiniment
infinitesimal	infinitésimal
infinity	infini
infirm	infirme
infirmary	infirmerie
infirmity	infirmité
inflammation	inflammation
inflammatory	inflammatoire
inflatable	gonflable
inflate	gonfler
inflated	gonflé
inflation	inflation
inflection	inflexion
inflict	infliger
infliction	affliction
inflorescence	inflorescence
influence	influence
influential	influent
influenza	grippe
influx	afflux
info	Info
infomercial	infomercial
inform	informer
informal	informel
informant	informateur
information	information
informative	informatif
informed	informé
informer	informateur
infraction	infraction
infrared	infrarouge
infrastructure	Infrastructure
infrequent	rare
infrequently	rarement
infringement	infraction
infuriate	exaspérer
infuriated	furieux
infuriates	exaspère
infuriating	exaspérant
infuse	infuser
infused	infusé
infuser	infuseur
infusion	infusion
ingenious	ingénieux
ingenuity	ingéniosité
ingest	ingérer
ingestion	ingestion
ingot	lingot
ingrained	enraciné
ingrate	ingrat
ingredient	ingrédient
ingress	entrée
inhabit	habiter
inhabitant	habitant
inhabited	habité
inhabiting	habitant
inhalation	inhalation
inhale	inhaler
inhaler	inhalateur
inherent	inhérent
inherit	hériter
inheritance	héritage
inhibit	inhiber
inhibition	inhibition
inhibitor	inhibiteur
inhospitable	inhospitalier
inhuman	inhumain
inhumane	inhumain
inhumanity	inhumanité
inimaginable	NO TRANSLATION
inimical	hostile
inimitable	inimitable
iniquity	iniquité
initial	initiale
initiate	lancer
initiated	initié
initiation	initiation
initiative	initiative
inject	injecter
injection	injection
injunction	injonction
injure	blesser
injured	blessé
injuring	blesser
injurious	préjudiciable
injury	blessure
injustice	injustice
ink	encre
inkling	idée
inland	intérieur
inlay	incruster
inlet	entrée
inmate	détenu
inn	auberge
innards	entrailles
innate	inné
inner	interne
innermost	le plus profond
innerpeace	NO TRANSLATION
inning	tour de batte
innings	manches
innkeeper	aubergiste
innocence	innocence
innocent	innocent
innocently	naïvement
innocuous	inoffensif
innovate	innover
innovation	innovation
innovative	innovant
innuendo	insinuation
innumerable	innombrable
inoculation	inoculation
inoperable	inopérable
inoperative	inopérant
inordinate	excessif
inorganic	inorganique
input	contribution
inquest	enquête
inquire	renseigner
inquirer	enquêteur
inquiring	curieux
inquiry	enquête
inquisitive	curieux
inquisitor	inquisiteur
insane	insensé
insanity	folie
insatiable	insatiable
inscription	une inscription
inscrutable	impénétrable
insect	insecte
insecticide	insecticide
insecure	peu sûr
insecurity	insécurité
insemination	insémination
insensitive	insensible
inseparable	inséparable
insert	insérer
inserted	inséré
insertion	insertion
inside	à l'intérieur
insider	initié
insidious	insidieux
insight	perspicacité
insightful	perspicace
insignia	insigne
insignificance	insignifiance
insignificant	insignifiant
insinuate	insinuer
insipid	insipide
insist	insister
insistence	insistance
insistent	insistant
insists	insiste
insolence	insolence
insolent	insolent
insoluble	insoluble
insolvency	insolvabilité
insolvent	insolvable
insomnia	insomnie
insomniac	insomniaque
inspect	inspecter
inspection	inspection
inspector	inspecteur
inspiration	inspiration
inspirational	inspirant
inspire	inspirer
inspired	inspiré
instability	instabilité
install	installer
installation	installation
installment	tranche
instance	exemple
instant	instant
instantaneous	instantané
instantaneously	instantanément
instigate	susciter
instigation	instigation
instill	insuffler
instinct	instinct
instinctive	instinctif
institute	institut
institution	institution
instruct	instruire
instructed	instruit
instruction	instruction
instructional	instruction
instructions	instructions
instructive	instructif
instructor	instructeur
instrument	instrument
instrumental	instrumental
instrumentalist	instrumentaliste
instrumentality	l'instrumentalité
insubordination	insubordination
insufferable	insupportable
insufficiency	insuffisance
insufficient	insuffisant
insufficiently	insuffisamment
insular	insulaire
insulate	isoler
insulated	isolé
insulation	isolation
insulin	insuline
insult	insulter
insulting	insultant
insurance	Assurance
insure	assurer
insurgent	insurgé
insurmountable	insurmontable
insurrection	insurrection
intact	intact
intake	admission
intangible	intangible
integer	entier
integral	intégral
integrate	intégrer
integration	l'intégration
integrity	intégrité
intellect	intellect
intellectual	intellectuel
intelligence	intelligence
intelligent	intelligent
intelligibility	intelligibilité
intelligible	intelligible
intend	intention
intended	prévu
intending	intention
intense	intense
intensely	intensément
intensify	intensifier
intensity	intensité
intensive	intensif
intent	intention
intention	intention
intentional	intentionnel
intentionally	intentionnellement
inter	entre
interact	interagir
interaction	interaction
interactive	interactif
intercede	intercéder
intercept	intercepter
interception	interception
intercession	intercession
interchange	échange
interchangeable	interchangeable
interchanged	interchangés
intercom	interphone
intercourse	rapports
interdependence	interdépendance
interdependent	interdépendant
interdiction	interdiction
interest	intérêt
interested	intéressé
interesting	intéressant
interface	interface
interfere	interférer
interference	ingérence
interferometer	interféromètre
intergalactic	intergalactique
interim	intérimaire
interior	intérieur
interject	interjeter
interlocutory	interlocutoire
interlude	interlude
intermediary	intermédiaire
intermediate	intermédiaire
interment	inhumation
interminable	interminable
intermission	entracte
intermittent	intermittent
intern	interne
internal	interne
internally	intérieurement
international	international
internet	l'Internet
internship	stage
interoffice	interoffice
interpolate	interpoler
interpolation	interpolation
interpret	interpréter
interpretation	interprétation
interpreter	interprète
interpretive	interprétatif
interrelated	interrelié
interrogate	interroger
interrogation	interrogatoire
interrupt	interrompre
interrupted	interrompu
interrupting	interrompre
interruption	interruption
interrupts	interrompt
intersect	couper
intersection	intersection
interstate	entre États
interstellar	interstellaire
interstitial	interstitiel
interval	intervalle
intervene	intervenir
intervening	intervenant
intervention	intervention
interview	entretien
interviewer	interviewer
interworking	interfonctionnement
intestate	intestat
intestinal	intestinal
intestine	intestin
intestines	intestins
intimacy	intimité
intimate	intime
intimately	intimement
intimation	intimation
intimidate	intimider
intimidated	intimidé
intimidating	intimidant
intimidation	intimidation
intolerable	intolérable
intolerance	intolérance
intolerant	intolérant
intonation	intonation
intoxicated	ivre
intoxicating	enivrante
intoxication	intoxication
intracranial	intracrânienne
intractable	intraitable
intramural	intramural
intravenous	intraveineux
intrepid	intrépide
intricate	complexe
intrigue	intrigue
intriguing	intrigant
intrinsic	intrinsèque
intrinsically	intrinsèquement
intro	intro
introduce	présenter
introduction	introduction
introductory	introduction
introspection	introspection
introspective	introspectif
intrude	intrusion
intruder	intrus
intrusion	intrusion
intrusive	intrusif
intubation	intubation
intuition	intuition
intuitive	intuitif
intuitively	intuitivement
inundation	inondation
invade	envahir
invader	envahisseur
invalid	invalide
invalidate	invalider
invalidation	annulation
invalidity	invalidité
invaluable	inestimable
invariably	invariablement
invasion	invasion
invasive	envahissant
invent	inventer
invention	invention
inventive	inventif
inventor	inventeur
inventory	inventaire
inverse	inverse
inversely	inversement
inversion	inversion
invert	inverser
inverted	inversé
invest	investir
investigate	enquêter
investigation	enquête
investigative	enquêteur
investigator	enquêteur
investment	investissement
investor	investisseur
invidious	injuste
invigorate	revigorer
invincible	invincible
invisibility	invisibilité
invisible	invisible
invitation	invitation
invite	inviter
inviting	attrayant
invocation	invocation
invoice	facture d'achat
invoke	invoquer
involuntary	involontaire
involution	involution
involve	impliquer
involvement	participation
invulnerable	invulnérable
inwards	vers l'intérieur
iodine	iode
ion	ion
iota	iota
irate	furieux
ire	NO TRANSLATION
iridescent	iridescent
iris	iris
irked	contrarié
irks	irks
iron	le fer
ironclad	cuirassé
ironic	ironique
irons	fers
irony	ironie
irradiation	irradiation
irrational	irrationnel
irrationality	irrationalité
irreconcilable	irréconciliable
irreducible	irréductible
irrefutable	irréfutable
irregular	irrégulier
irregularity	irrégularité
irregularly	irrégulièrement
irrelevant	sans importance
irreparable	irréparable
irreplaceable	irremplaçable
irrepressible	irrépressible
irresistible	irrésistible
irrespective	indépendamment
irresponsible	irresponsable
irreverent	irrévérencieux
irreversible	irréversible
irrevocable	irrévocable
irrigate	irriguer
irrigation	irrigation
irritability	irritabilité
irritable	irritable
irritate	irriter
irritated	irrité
irritates	irrite
irritating	irritant
irritation	irritation
island	île
isle	île
islet	îlot
isolate	isoler
isolated	isolé
isolation	isolement
isomorphism	l'isomorphisme
isothermal	isotherme
isotope	isotope
issue	problème
itch	démanger
itching	démangeaisons
itchy	qui démange
item	article
itemize	détailler
items	articles
iterate	répéter
iteration	itération
iterative	itératif
itinerant	itinérant
itinerary	itinéraire
ivory	Ivoire
jab	coup
jabber	jacasser
jack	jack
jackal	chacal
jackass	âne
jacket	veste
jackhammer	marteau-piqueur
jackpot	cagnotte
jackrabbit	jackrabbit
jacks	prises
jade	jade
jaded	blasé
jag	NO TRANSLATION
jagged	déchiqueté
jaguar	jaguar
jail	prison
jailbird	récidiviste
jailbreak	jailbreak
jailer	geôlier
jailhouse	prison
jalopy	guimbarde
jam	confiture
jamboree	jamboree
jammed	coincé
jammer	brouilleur
janitor	concierge
janitorial	conciergerie
japan	Japon
jar	pot
jargon	jargon
jarhead	jarhead
jarring	discordant
jasmine	jasmin
jasper	jaspe
jaundice	jaunisse
jaunt	balade
java	Java
javelin	javelot
jaw	mâchoire
jawbone	maxillaire
jaws	mâchoires
jay	geai
jazz	le jazz
jazzy	jazzy
jealous	jaloux
jealousy	jalousie
jean	jean
jeans	jeans
jeep	jeep
jeering	se moquer
jelly	gelée
jellybean	dragée
jellyfish	méduse
jenny	Jenny
jeopardize	compromettre
jeopardy	péril
jerk	secousse
jerks	saccades
jerky	saccadé
jersey	Jersey
jest	NO TRANSLATION
jester	bouffon
jesus	Jésus
jet	jet
jetty	jetée
jewel	bijou
jeweler	bijoutier
jewelry	bijoux
jib	foc
jiff	NO TRANSLATION
jiffy	instant
jig	gigue
jiggle	se trémousser
jigsaw	scie sauteuse
jihad	jihad
jimmy	Jimmy
jingle	tinter
jinx	jinx
jitters	frousse
jittery	nerveux
jive	swing
job	emploi
jobinterview	NO TRANSLATION
jock	jock
jockey	jockey
jockstrap	suspensoir
jog	faire du jogging
jogger	joggeur
john	John
join	joindre
joined	rejoint
joining	joindre
joint	mixte
jointly	conjointement
joke	blague
joker	joker
joking	plaisanterie
jolly	gai
jolt	secousse
jornada	NO TRANSLATION
jot	iota
jour	NO TRANSLATION
journal	journal
journalism	journalisme
journalist	journaliste
journalistic	journalistique
journey	périple
journeyman	compagnon
joust	joute
jovial	jovial
joy	joie
joyful	joyeux
joyous	joyeux
joyride	joyride
joys	joies
jubilant	radieux
jubilee	jubilé
judge	juge
judged	jugé
judging	juger
judgment	jugement
judgmental	jugement
judicial	judiciaire
judiciary	judiciaire
judicious	judicieux
judo	judo
jug	cruche
juggle	Jongler
juggler	jongleur
juggling	jonglerie
jugular	jugulaire
juice	jus
juicer	centrifugeuse
juicy	juteux
juju	NO TRANSLATION
juke	juke
jukebox	juke-box
jumble	fouillis
jumbled	brouillé
jumbo	géant
jump	saut
jump rope	corde à sauter
jumper	sauteur
jumpsuit	combinaison
jumpy	nerveux
junction	jonction
juncture	conjoncture
jungle	jungle
junior	junior
juniper	genévrier
junk	déchet
junket	voyage
junkie	junkie
junky	junky
junkyard	Junkyard
junta	junte
juridical	juridique
jurisdiction	juridiction
jurisprudence	jurisprudence
jurist	juriste
juror	juré
jury	jury
justice	Justice
justifiable	justifiable
justification	justification
justify	justifier
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	jute
juvenile	juvénile
juxtaposition	juxtaposition
kaiser	kaiser
kale	chou frisé
kaleidoscope	kaléidoscope
kamikaze	kamikaze
kangaroo	kangourou
kanji	Kanji
kappa	kappa
kaput	NO TRANSLATION
karaoke	karaoké
karate	karaté
karma	karma
karmic	karmique
kayak	kayak
kazoo	kazoo
kebab	kebab
keel	Quille
keen	enthousiaste
keep	garder
keeper	gardien
keeping	en gardant
keepsake	souvenir
keg	tonnelet
kelp	varech
ken	Ken
kennel	chenil
kerchief	foulard
kern	kern
kernel	noyau
kerosene	kérosène
ketchup	ketchup
kettle	bouilloire
key	clé
keyboard	clavier
keyed	claveté
keyhole	trou de serrure
keynote	keynote
keypad	clavier
keystone	clé de voûte
keyword	mot-clé
khaki	kaki
khan	khan
kibble	croquer
kick	donner un coup
kickboxing	kickboxing
kicker	botteur
kicking	coups de pied
kickoff	démarrer
kid	enfant
kidder	kidder
kidding	blague
kiddo	kiddo
kiddos	kiddos
kidnap	kidnapper
kidnapped	kidnappé
kidnapper	kidnappeur
kidnapping	enlèvement
kidney	un rein
kids	des gamins
kill	tuer
killer	tueur
killing	meurtre
killjoy	killjoy
kiln	four
kilo	NO TRANSLATION
kilogram	kilogramme
kilometer	kilomètre
kilt	kilt
kimono	kimono
kin	parents
kind	gentil
kindergarten	Jardin d'enfants
kindling	allumage
kindness	la gentillesse
kindred	parenté
kinematics	cinématique
kinesiology	kinésiologie
kinetic	cinétique
king	Roi
king snake	Roi serpent
kingdom	Royaume
kingpin	le pivot
kink	entortiller
kinky	kinky
kinship	parenté
kiosk	kiosque
kirk	église
kiss	baiser
kisser	embrasser
kissy	kissy
kit	trousse
kitchen	cuisine
kite	cerf-volant
kitten	chaton
kiwi	kiwi
klutz	klutz
knack	truc
knapsack	sac à dos
knead	pétrir
knee	le genou
kneecap	rotule
kneel	s'agenouiller
kneeling	a genou
knell	glas
knick	bibelot
knickers	culotte
knife	couteau
knight	Chevalier
knighthood	chevalerie
knit	tricoter
knob	bouton
knock	frappe
knockoff	knockoff
knockout	Assommer
knoll	monticule
knot	nœud
knots	noeuds
knotted	noué
know	connaître
knowing	connaissance
knowingly	sciemment
knowledge	connaissance
knowledgeable	bien informé
knuckle	articulation
knucklehead	knucklehead
knuckles	jointures
koala	koala
kook	NO TRANSLATION
kooky	kooky
kool-aid	kool-aid
kos	kos
kosher	kascher
kraut	NO TRANSLATION
kris	kris
kryptonite	kryptonite
kudos	gloire
kumquat	Kumquat
lab	laboratoire
label	étiquette
labor	la main d'oeuvre
laboratory	laboratoire
labored	laborieux
laborer	ouvrier
laboring	travailler
laborious	laborieux
labyrinth	labyrinthe
lac	lac
lace	dentelle
laceration	lacération
lack	manquer de
lackey	laquais
lacking	manquant
lackluster	terne
lacquer	laque
lacrosse	lacrosse
lactose	lactose
lad	garçon
ladder	échelle
laddie	gamin
laden	chargé
lading	chargement
ladle	louche
lady	Dame
lady bug	NO TRANSLATION
ladybug	coccinelle
ladylike	distinguée
ladyship	ladyship
lag	décalage
lager	NO TRANSLATION
lagging	en retard
lagoon	lagune
lair	repaire
laity	laïcs
lake	Lac
lama	NO TRANSLATION
lamb	agneau
lame	boiteux
lament	complainte
lamenting	se lamenter
lamina	lame
laminated	feuilleté
lamp	lampe
lamppost	lampadaire
lance	lance
lancer	lancier
land	terre
landed	a atterri
landfall	atterrir
landfill	décharge
landing	atterrissage
landlady	propriétaire
landlocked	enclavé
landlord	propriétaire
landmark	point de repère
lands	terres
landscape	paysage
landscaping	aménagement paysager
landslide	glissement de terrain
lane	voie
language	la langue
languid	languissant
languish	languir
languishing	languissant
lanky	dégingandé
lantern	lanterne
lap	tour
lapdog	petit chien
lapel	revers
lapse	laps
lapsed	périmé
laptop	portable
larceny	vol
lard	saindoux
larder	cellier
large	grand
larger	plus grand
largo	NO TRANSLATION
lark	alouette
larva	larve
laryngitis	laryngite
larynx	larynx
lasagna	lasagne
laser	laser
lash	fouetter
lass	fille
lasso	lasso
lastday	NO TRANSLATION
lasting	durable
lastminute	dernière minute
latch	loquet
late	en retard
lateness	retard
latent	latent
lateral	latéral
laterally	latéralement
latex	latex
lathe	tour
lather	mousse
latitude	latitude
latrine	latrine
latrines	latrines
latte	latté
lattice	treillis
laud	louange
laudable	louable
laudation	laudation
laudatory	élogieux
laugh	rire
laughable	ridicule
laughing	en riant
laughingstock	NO TRANSLATION
laughs	des rires
laughter	rire
launch	lancement
launcher	lanceur
launches	lancements
launder	blanchir
laundering	le blanchiment
laundry	blanchisserie
laureate	lauréat
laurel	laurier
laurels	lauriers
lava	lave
lavage	lavage
lavatory	toilettes
lavender	lavande
lavish	prodiguer
law	loi
lawful	légitime
lawless	sans foi ni loi
lawlessness	anarchie
lawman	homme de loi
lawn	pelouse
lawnmower	tondeuse à gazon
lawsuit	procès
lawyer	avocat
lax	relâché
laxative	laxatif
lay	allonger
layaway	licenciement
layer	couche
layered	en couches
layman	profane
layout	disposition
layover	halte
laziness	paresse
lazy	paresseux
lazyday	jour de flemmardise
lea	lea
lead	conduire
leaded	plombé
leader	chef
leadership	direction
leading	de premier plan
leads	pistes
leaf	feuille
leaflet	brochure
leafy	feuillu
league	ligue
leak	fuite
leakage	fuite
leaky	qui fuit
lean	maigre
leaned	adossé
leaning	penché
leap	saut
learn	apprendre
learned	appris
learner	apprenant
learning	apprentissage
lease	bail
leash	laisse
leather	cuir
leathery	coriace
