Word	id
hip hop	hip hop
hippie	hippie
hippo	kuda nil
hippopotamus	kuda nil
hire	mempekerjakan
hirsute	berbulu
hiss	mendesis
hissing	desis
histology	histologi
historian	sejarawan
historic	bersejarah
historical	historis
historiography	penulisan sejarah
history	sejarah
hit	memukul
hitch	halangan
hitchhike	membonceng
hitchhiker	tumpangan
hitherto	sampai sekarang
hitter	pemukul
hive	sarang lebah
hives	gatal-gatal
hoard	timbunan
hoarse	serak
hoary	tua
hoax	berita palsu
hob	hob
hobbit	hobbit
hobby	hobi
hobo	batak
hock	gadaian
hockey	hoki
hoe	NO TRANSLATION
hog	babi
hogwash	omong kosong
hohoho	NO TRANSLATION
hoist	kerekan
hokey	tipu
hold	memegang
holder	pemegang
holding	memegang
holdup	perampokan
hole	lubang
holiday	liburan
holidays	liburan
holidayseason	NO TRANSLATION
holiness	kekudusan
holistic	menyeluruh
holler	berteriak
hollow	berongga
holly	Holly
holocaust	bencana
hologram	hologram
holographic	holografik
holster	tempat penyimpan pistol
holy	suci
holyspirit	NO TRANSLATION
homage	penghormatan
hombre	NO TRANSLATION
hombres	NO TRANSLATION
home	rumah
homeboy	homeboy
homecoming	kepulangan
homeland	tanah air
homeless	tuna wisma
homely	bersahaja
homemade	buatan sendiri
homeopathic	homoeopati
homeopathy	homoeopati
homeowner	pemilik rumah
homeroom	wali kelas
homesick	rindu
homestead	wisma
homesweethome	rumahku Surgaku
hometown	kampung halaman
homeward	pulang
homework	pekerjaan rumah
homey	homey
homicidal	pembunuhan
homicide	pembunuhan
homily	kotbah
homing	kepulangan
hominy	bubur jagung
homo	homo
homogeneity	kehomogenan
homogeneous	homogen
homologous	homolog
homologue	homolog
homology	homologi
homophobic	homophobic
homosexual	homoseksual
homosexuality	homoseksualitas
honcho	honcho
hone	mengasah
honest	jujur
honesty	kejujuran
honey	madu
honeycomb	sarang madu
honeymoon	bulan madu
honeysuckle	honeysuckle
honk	membunyikan
honky	terhormat
honor	kehormatan
honorable	terhormat
honorarium	honorarium
honorary	kehormatan
honored	terhormat
hooch	hooch
hood	kap
hooded	berkerudung
hoodlum	penjahat
hoof	menerjang
hook	menghubungkan
hooked	doyan
hooker	pelacur
hookup	Pasang
hooky	bengkok
hooligan	penjahat
hoop	simpai
hoopla	hoopla
hooray	hore
hoot	tiupan
hooter	bunyi klakson
hop	melompat
hope	berharap
hopeful	penuh harapan
hopeless	putus asa
hopelessness	keputusasan
hopes	harapan
hoping	berharap
hopper	hopper
horde	gerombolan
horizon	horison
horizontal	horisontal
horizontally	secara horizontal
hormonal	hormonal
hormone	hormon
horn	tanduk
horned	bertanduk
hornet	pikat
horny	terangsang
horoscope	horoskop
horrendous	menghebohkan
horrible	mengerikan
horribly	mengerikan
horrid	mengerikan
horrific	mengerikan
horrified	ngeri
horrifying	mengerikan
horror	kengerian
horrors	kengerian
horse	kuda
horseback	punggung kuda
horseman	penunggang kuda
horsepower	daya kuda
horseradish	lobak pedas
horseshit	Tai kuda
horseshoe	sepatu kuda
horsey	horsey
horticultural	hortikultura
horticulture	hortikultura
hosannah	NO TRANSLATION
hose	selang
hosiery	kaus kaki
hospice	rumah perawatan
hospitable	ramah
hospital	RSUD
hospitality	keramahan
host	tuan rumah
hostage	sandera
hostel	asrama
hostess	nyonya rumah
hostile	bermusuhan
hostilities	pertempuran
hostility	permusuhan
hot	panas
hot sauce	sambal pedas
hotbed	persemaian
hotdog	Hot Dog
hotel	hotel
hothead	pemberang
hotline	hotline
hotshot	jagoan
hotyoga	NO TRANSLATION
hound	anjing
hour	jam
hourglass	jam pasir
hourly	per jam
house	rumah
houseboat	rumah perahu
houseboy	pelayan rumah
housebroken	housebroken
houseguest	tamu rumah tangga
household	rumah tangga
householder	pemilik rumah
housekeeper	pengurus rumah
housekeeping	Pembenahan
housewarming	rumah baru
housewife	ibu rumah tangga
housework	pekerjaan rumah
housing	perumahan
hovel	gubuk
hover	mengambang
hovercraft	kapal berbantalan udara
howl	melolong
howsoever	bagaimanapun
hoy	NO TRANSLATION
hub	pusat
hubby	hubby
huckleberry	semacam buah frambos kecil
huddle	kerumunan
hue	warna
huff	huff
huffy	pemarah
hug	memeluk
huge	besar sekali
hugger	hugger
huggy	huggy
hugs	pelukan
hulk	Hulk
hull	lambung kapal
hum	bersenandung
human	manusia
humane	manusiawi
humanitarian	kemanusiaan
humanities	sastra
humanity	kemanusiaan
humankind	manusia
humanoid	humanoid
humanrights	NO TRANSLATION
humble	merendahkan
humbled	rendah hati
humbly	dengan rendah hati
humbug	omong kosong
humdrum	membosankan
humid	lembab
humidity	kelembaban
humiliate	menghina
humiliated	terhina
humiliating	memalukan
humiliation	penghinaan
humility	kerendahan hati
hummer	Palu
hummingbird	hummingbird
humongous	humongous
humor	humor
humored	humoris
humorist	jenakawan
humorous	lucu
hump	punuk
humpback	punggung bungkuk
hunch	firasat
hunchback	orang bungkuk
hundred	ratus
hundredth	keseratus
hunger	kelaparan
hungry	lapar
hunk	bingkah
hunks	orang bakhil
hunky	keren
hunt	berburu
hunter	pemburu
hunting	berburu
huntress	pemburu wanita
hurdle	rintangan
hurl	melemparkan
hurrah	Hore
hurricane	badai
hurricanes	angin topan
hurried	keburu
hurry	cepatlah
hurryup	NO TRANSLATION
hurt	menyakiti
hurtful	menyakitkan
hurting	sakit hati
husband	Suami
husbandry	peternakan
hush	diam
hushed	diam
husk	NO TRANSLATION
husky	serak
hussy	perempuan nakal
hustle	keramaian
hustler	hustler
hut	pondok
hutch	kandang kelinci
hyacinth	eceng gondok
hybrid	hibrida
hydra	ular naga
hydrant	hidran
hydrate	hidrat
hydraulic	hidrolik
hydraulics	hidrolika
hydrocephalus	hidrosefalus
hydrodynamics	hidrodinamika
hydrogen	hidrogen
hydrographic	hidrografi
hydrology	hidrologi
hydrophobia	penyakit anjing gila
hydroponics	hidroponik
hyena	dubuk
hygiene	kebersihan
hygienic	higienis
hygienist	ahli higienis
hymen	selaput dara
hymn	nyanyian pujian
hype	hype
hyped	hyped
hyper	hiper
hyperactive	hiperaktif
hyperbole	hiperbola
hyperspace	hyperspace
hypertension	hipertensi
hypertrophy	hipertrofi
hyperventilate	hiperventilasi
hyperventilating	hiperventilasi
hyphen	tanda penghubung
hypnosis	hipnose
hypnotic	hipnotis
hypnotist	ahli hipnotisme
hypnotize	menghipnotis
hypnotized	terhipnotis
hypochondriac	murung
hypocrisy	kemunafikan
hypocrite	munafik
hypocritical	munafik
hypodermic	injeksi
hypothalamus	hipotalamus
hypothermia	hipotermia
hypothesis	hipotesa
hypothetical	hipotetis
hysterectomy	histerektomi
hysteria	histeri
hysterical	histeris
ibuprofen	ibuprofen
ice	Es
ice tea	es teh
iceberg	gunung es
icebox	lemari es
icebreaker	kapal pemecah es
iced	es
icing	Lapisan gula
icky	menjijikkan
icon	ikon
iconic	ikonik
iconography	ikonografi
icy	dingin
id	id
idea	ide
ideal	ideal
idealism	idealisme
idealist	idealis
idealistic	idealistis
identical	identik
identically	secara identik
identification	identifikasi
identify	mengenali
identity	identitas
ideology	ideologi
idiocy	kebodohan
idiom	idiom
idiomatic	idiomatis
idiot	bodoh
idiotic	bodoh
idiots	idiot
idle	diam
idleness	kemalasan
idler	pemalas
idol	idola
idolatry	pemujaan berhala
idolizing	mengidolakan
idyllic	idilis
iffy	rapuh
ifonly	jika hanya
igloo	rumah salju bangsa Eskimo
igneous	berapi
ignite	menyalakan
ignition	pengapian
ignorance	ketidakpedulian
ignorant	bodoh
ignore	mengabaikan
iguana	iguana
ihatespiders	NO TRANSLATION
ilk	NO TRANSLATION
ill	sakit
illegal	liar
illegality	ketidaksahan
illegally	secara ilegal
illegible	tidak terbaca
illegitimate	haram
illicit	gelap
illiterate	buta huruf
illness	penyakit
illogical	tidak logis
illuminate	menerangi
illuminating	yg memperjelas
illumination	penerangan
illuminator	iluminator
illusion	ilusi
illustrate	menjelaskan
illustration	ilustrasi
illustrative	ilustratif
illustrious	terkemuka
ilovechristmas	NO TRANSLATION
iloveher	NO TRANSLATION
image	gambar
imagery	perumpamaan
imaginable	yg ada
imaginary	imajiner
imagination	imajinasi
imaginative	imajinatif
imagine	membayangkan
imagined	terbayangkan
imaging	pencitraan
imagining	membayangkan
imam	NO TRANSLATION
imbalance	ketidakseimbangan
imbecile	dungu
imbedded	tertanam
imissyou	NO TRANSLATION
imitate	meniru
imitated	ditiru
imitation	imitasi
immaculate	bersih
immaterial	tidak material
immature	belum dewasa
immaturity	ketidakdewasaan
immeasurable	tak terukur
immeasurably	tak terukur
immediacy	kesegeraan
immediate	segera
immediately	segera
immemorial	dahulu kala
immense	besar sekali
immerse	membenamkan
immersion	pencelupan
immigrant	imigran
immigration	imigrasi
imminent	dekat
immobile	tidak bergerak
immoral	asusila
immorality	tidak bermoral
immortal	abadi
immortality	keabadian
immovable	tidak bisa bergerak
immune	imun
immunity	kekebalan
immunization	imunisasi
immutable	kekal
imp	imp
impact	dampak
impair	merusak
impaired	terganggu
impairment	penurunan nilai
impart	memberi
impartial	tidak memihak
impartiality	ketidakberpihakan
impassable	tidak dapat dilewati
impassioned	penuh semangat
impatience	ketidaksabaran
impatient	tidak sabar
impatiently	NO TRANSLATION
impeach	mendakwa
impeachment	pendakwaan
impeccable	sempurna
impede	menghalangi
impediment	halangan
impelled	didorong
impending	mendatang
impenetrable	tidak bisa ditembus
imperative	imperatif
imperceptible	tak kelihatan
imperfect	tidak sempurna
imperfection	ketidaksempurnaan
imperfectly	tidak sempurna
imperial	imperial
imperialist	NO TRANSLATION
impermeable	kedap
impermissible	yg tdk diizinkan
impersonal	impersonal
impersonate	menirukan
impersonation	peniruan
impersonator	peniru
impertinence	kekurangajaran
impertinent	kurang ajar
impervious	tahan
impetuous	terburu nafsu
impetus	dorongan
implacable	kepala batu
implant	menanamkan
implantation	penanaman
implanted	ditanamkan
implement	melaksanakan
implicate	melibatkan
implicated	terlibat
implication	implikasi
implied	tersirat
implore	mohon
implosion	ledakan
imply	berarti
impolite	tidak sopan
import	impor
importance	pentingnya
important	penting
importation	pemasukan
impose	memaksakan
imposing	memaksakan
imposition	pengenaan
impossibility	ketidakmungkinan
impossible	mustahil
impostor	penyemu
impotence	ketidakmampuan
impotent	impoten
impound	menyita
impoverished	miskin
impracticable	tidak praktis
impractical	tidak praktis
impregnable	tak tertembus
impregnate	hamil
impress	mengesankan
impressed	terkesan
impression	kesan
impressionable	mudah terpengaruh
impressive	impresif
imprint	jejak
imprison	memenjarakan
imprisoned	dipenjara
imprisonment	hukuman penjara
improbable	mustahil
impromptu	mendadak
improper	tidak benar
impropriety	ketidakpantasan
improve	memperbaiki
improved	ditingkatkan
improvement	perbaikan
improves	meningkat
improving	meningkat
improvisation	improvisasi
improvise	berimprovisasi
improvised	improvisasi
imprudent	lalai
impudence	kelancangan
impudent	kurang ajar
impulse	impuls
impulsive	impulsif
impunity	impunitas
impure	najis
impurity	ketidakmurnian
imputation	tuduhan
imtryingtosleep	NO TRANSLATION
inability	ketidakmampuan
inaccessible	tidak dapat diakses
inaccurate	tidak akurat
inaction	kelambanan
inactivate	nonaktif
inactivation	inaktivasi
inactive	tidak aktif
inactivity	tidak aktif
inadequacy	kekurangan
inadequate	tidak memadai
inadequateness	ketidakcukupan
inadmissible	tidak dapat diterima
inadvertent	tidak sengaja
inadvertently	secara tidak sengaja
inaffable	NO TRANSLATION
inalienable	tidak dapat dicabut
inane	bodoh
inanimate	mati
inapplicable	tidak berlaku
inappropriate	tidak pantas
inattention	kekurangan perhatian
inaudible	tidak terdengar
inaugural	perdana
inaugurate	meresmikan
inauguration	pelantikan
inborn	sejak lahir
inbound	masuk
inbred	bawaan
incalculable	tak terhitung
incandescent	pijar
incantation	mantera
incapable	tidak mampu
incapacity	ketidakmampuan
incarceration	penahanan
incarnate	menjelmakan
incase	dalam hal
incendiary	pembakar
incense	dupa
incensed	marah
incentive	insentif
inception	lahirnya
incessant	tak henti-hentinya
incessantly	tak henti-hentinya
incest	incest
incestuous	sumbang
inch	inci
incidence	insidensi
incident	kejadian
incidental	insidentil
incidentally	secara kebetulan
incineration	pembakaran
incinerator	insinerator
incipient	baru jadi
incision	irisan
incisive	tajam
incite	menghasut
incitement	hasutan
inclement	buruk
inclination	kecenderungan
incline	lereng
inclined	cenderung
include	termasuk
included	termasuk
including	termasuk
inclusion	penyertaan
inclusive	inklusif
incognito	penyamaran
incoherent	kacau
income	pendapatan
incoming	masuk
incomparable	tak ada bandingannya
incompatible	tidak kompatibel
incompetence	ketidakmampuan
incompetent	tidak kompeten
incomplete	tidak lengkap
incompletely	tidak lengkap
incompleteness	ketidaklengkapan
incomprehensible	tidak bisa dimengerti
inconceivable	tak terbayangkan
inconclusive	tidak meyakinkan
incongruous	tidak konsisten
inconsequential	ngawur
inconsiderate	tidak pengertian
inconsistency	inkonsistensi
inconsistent	tidak konsisten
inconspicuous	tidak mencolok
incontinence	inkontinensia
inconvenience	kerepotan
inconvenient	tidak nyaman
incorporate	menggabungkan
incorporation	penggabungan
incorrect	salah
incorrigible	tidak bisa diperbaiki
increase	meningkat
increased	meningkat
incredible	luar biasa
incredulous	meragukan
increment	kenaikan
incriminate	memberatkan
incriminating	memberatkan
incrimination	tuduhan
incubation	inkubasi
incubator	inkubator
incubus	syaitan
incumbent	incumbent
incur	mendatangkan
incurable	tak tersembuhkan
incursion	serangan
indebted	berhutang budi
indecency	ketidaksenonohan
indecent	tidak senonoh
indecision	keraguan
indecisive	bimbang
indefensible	tidak dapat dipertahankan
indefinite	tak terbatas
indelible	tak terhapuskan
indemnification	ganti rugi
indemnify	mengganti rugi
indemnity	ganti rugi
indent	inden
indentation	lekukan
indenture	indenture
independence	kemerdekaan
independent	independen
indescribable	tak terlukiskan
indestructible	tidak bisa dihancurkan
indeterminate	tidak pasti
index	indeks
indicate	menunjukkan
indicating	menunjukkan
indication	indikasi
indicative	indikatif
indicator	indikator
indice	NO TRANSLATION
indict	mendakwa
indictment	dakwaan
indie	indie
indifference	pengabaian
indifferent	acuh tak acuh
indigenous	asli
indigent	miskin
indigestion	gangguan pencernaan
indignant	marah
indignation	kemarahan
indignity	penghinaan
indigo	nila
indirect	tidak langsung
indiscreet	tidak bijaksana
indiscretion	ketidakbijaksanaan
indispensable	sangat diperlukan
indisposed	keberatan
indistinct	kabur
indistinguishable	tidak bisa dibedakan
individual	individu
individuality	individualitas
indivisible	tak terpisahkan
indoctrination	indoktrinasi
indolent	malas
indomitable	gigih
indoor	dalam
induce	menyebabkan
induced	diinduksi
inducement	bujukan
induction	induksi
indulge	memanjakan diri
indulgence	kesenangan
indulgent	sabar
industrial	industri
industrialist	industrialis
industrious	rajin
industry	industri
ineffable	tak terlukiskan
ineffective	tidak efektif
ineffectual	tidak efektif
inefficiency	ketidakefisienan
inefficient	tidak efisien
inelastic	tidak elastis
ineligible	tidak memenuhi syarat
inept	tidak kompeten
ineptitude	tindakan yg bodoh
inequality	ketidaksamaan
inequitable	tidak adil
inert	lembam
inertia	kelembaman
inevitable	tak terhindarkan
inexact	tdk tepat
inexcusable	tidak bisa dimaafkan
inexhaustible	tak habis-habisnya
inexpensive	murah
inexperience	kurang pengalaman
inexperienced	tidak berpengalaman
inexplicable	tidak bisa dijelaskan
inexpressible	tak terkatakan
infallibility	infalibilitas
infallible	sempurna
infamous	terkenal
infamy	keburukan
infancy	masa bayi
infant	bayi
infanticide	pembunuhan anak
infantile	kekanak-kanakan
infantry	infanteri
infarct	infarct
infatuated	gandrung
infatuation	keberahian
infeasible	tidak layak
infect	menulari
infection	infeksi
infectious	menular
infer	mengambil kesimpulan
inference	kesimpulan
inferential	dapat disimpulkan
inferior	inferior
inferiority	inferioritas
infernal	celaka
inferno	neraka
infertile	infertil
infertility	infertilitas
infestation	kutu
infidel	kafir
infidelity	ketidaksetiaan
infield	tengah lapangan
infiltrate	menyusup
infiltration	infiltrasi
infinite	tak terbatas
infinitely	tanpa batas
infinitesimal	kecil sekali
infinity	tak terbatas
infirm	lemah
infirmary	rumah sakit
infirmity	kelemahan
inflammation	peradangan
inflammatory	inflamasi
inflatable	tiup
inflate	memompa
inflated	meningkat
inflation	inflasi
inflection	infleksi
inflict	menimbulkan
infliction	penderitaan
inflorescence	hal berkembang
influence	mempengaruhi
influential	berpengaruh
influenza	influensa
influx	arus
info	info
infomercial	infomersial
inform	memberitahu
informal	informal
informant	informan
information	informasi
informative	informatif
informed	diberitahukan
informer	pelapor
infraction	pelanggaran
infrared	inframerah
infrastructure	infrastruktur
infrequent	jarang
infrequently	jarang
infringement	pelanggaran
infuriate	memanaskan
infuriated	geram
infuriates	membuat marah
infuriating	menyebalkan
infuse	menanamkan
infused	diresapi
infuser	infuser
infusion	infusi
ingenious	berbakat
ingenuity	kecerdikan
ingest	menelan
ingestion	proses menelan
ingot	ingot
ingrained	mendarah daging
ingrate	tak tahu terima kasih
ingredient	bahan
ingress	masuknya
inhabit	menghuni
inhabitant	penduduk
inhabited	dihuni
inhabiting	menghuni
inhalation	inhalasi
inhale	menghirup
inhaler	inhaler
inherent	inheren
inherit	mewarisi
inheritance	warisan
inhibit	menghalangi
inhibition	inhibisi
inhibitor	inhibitor
inhospitable	tidak ramah
inhuman	tidak manusiawi
inhumane	tidak manusiawi
inhumanity	kebiadaban
inimaginable	NO TRANSLATION
inimical	bermusuhan
inimitable	yg tak ada bandingannya
iniquity	kedurhakaan
initial	awal
initiate	memulai
initiated	dimulai
initiation	inisiasi
initiative	prakarsa
inject	menyuntikkan
injection	injeksi
injunction	perintah
injure	melukai
injured	terluka
injuring	melukai
injurious	berbahaya
injury	cedera
injustice	ketidakadilan
ink	tinta
inkling	firasat
inland	pedalaman
inlay	tatahan
inlet	masuk
inmate	tahanan
inn	penginapan
innards	jeroan
innate	bawaan
inner	batin
innermost	paling dalam
innerpeace	NO TRANSLATION
inning	inning
innings	babak
innkeeper	pemilik penginapan
innocence	tidak bersalah
innocent	tidak bersalah
innocently	dengan polos
innocuous	tidak berbahaya
innovate	berinovasi
innovation	inovasi
innovative	inovatif
innuendo	sindiran
innumerable	banyak sekali
inoculation	inokulasi
inoperable	tidak bisa dioperasi
inoperative	yg tdk berlaku
inordinate	banyak sekali
inorganic	anorganik
input	memasukkan
inquest	pemeriksaan resmi
inquire	menanyakan
inquirer	penanya
inquiring	bertanya
inquiry	penyelidikan
inquisitive	ingin tahu
inquisitor	jaksa pengadilan
insane	gila
insanity	penyakit jiwa
insatiable	tak pernah puas
inscription	prasasti
inscrutable	gaib
insect	serangga
insecticide	insektisida
insecure	tidak aman
insecurity	ketidakamanan
insemination	inseminasi
insensitive	tidak peka
inseparable	tak terpisahkan
insert	memasukkan
inserted	dimasukkan
insertion	insersi
inside	dalam
insider	orang dalam
insidious	berbahaya
insight	wawasan
insightful	berwawasan luas
insignia	lencana
insignificance	tidak penting
insignificant	tidak signifikan
insinuate	menyusup
insipid	hambar
insist	bersikeras
insistence	desakan
insistent	berkeras
insists	bersikeras
insolence	penghinaan
insolent	kurang ajar
insoluble	tidak larut
insolvency	keadaan bangkrut
insolvent	bangkrut
insomnia	insomnia
insomniac	tidak bisa tidur
inspect	memeriksa
inspection	inspeksi
inspector	inspektur
inspiration	inspirasi
inspirational	inspiratif
inspire	mengilhami
inspired	terinspirasi
instability	ketidakstabilan
install	memasang
installation	instalasi
installment	cicilan
instance	contoh
instant	instan
instantaneous	seketika
instantaneously	secara instan
instigate	menghasut
instigation	dorongan
instill	menanamkan
instinct	naluri
instinctive	naluriah
institute	lembaga
institution	lembaga
instruct	menginstruksikan
instructed	diinstruksikan
instruction	petunjuk
instructional	instruksional
instructions	instruksi
instructive	edukatif
instructor	pengajar
instrument	instrumen
instrumental	instrumental
instrumentalist	pemain musik
instrumentality	perantaraan
insubordination	pembangkangan
insufferable	tak tertahankan
insufficiency	ketidakcukupan
insufficient	tidak cukup
insufficiently	tidak cukup
insular	picik
insulate	menyekat
insulated	terisolasi
insulation	isolasi
insulin	insulin
insult	menghina
insulting	menghina
insurance	asuransi
insure	memastikan
insurgent	pemberontak
insurmountable	tidak dapat diatasi
insurrection	pemberontakan
intact	utuh
intake	asupan
intangible	tidak berwujud
integer	bilangan bulat
integral	integral
integrate	mengintegrasikan
integration	integrasi
integrity	integritas
intellect	intelek
intellectual	intelektual
intelligence	intelijen
intelligent	cerdas
intelligibility	kejelasan
intelligible	jelas
intend	berniat
intended	dimaksudkan
intending	berniat
intense	intens
intensely	sangat
intensify	mengintensifkan
intensity	intensitas
intensive	intensif
intent	maksud
intention	niat
intentional	disengaja
intentionally	dengan sengaja
inter	antar
interact	berinteraksi
interaction	interaksi
interactive	interaktif
intercede	menengahi
intercept	mencegat
interception	penangkapan
intercession	perantaraan
interchange	pertukaran
interchangeable	dapat dipertukarkan
interchanged	dipertukarkan
intercom	interkom
intercourse	hubungan
interdependence	kesalingtergantungan
interdependent	interdependen
interdiction	larangan
interest	bunga
interested	tertarik
interesting	menarik
interface	antarmuka
interfere	mengganggu
interference	gangguan
interferometer	interferometer
intergalactic	intergalaksi
interim	sementara
interior	pedalaman
interject	menyisipkan
interlocutory	sela bicara
interlude	selingan
intermediary	perantara
intermediate	menengah
interment	pemakaman
interminable	tak berkesudahan
intermission	istirahat
intermittent	berselang
intern	magang
internal	intern
internally	secara internal
international	internasional
internet	Internet
internship	magang
interoffice	antar kantor
interpolate	menambah
interpolation	interpolasi
interpret	menafsirkan
interpretation	interpretasi
interpreter	penerjemah
interpretive	interpretatif
interrelated	saling berhubungan
interrogate	menanyai
interrogation	interogasi
interrupt	mengganggu
interrupted	terputus
interrupting	menyela
interruption	gangguan
interrupts	interupsi
intersect	memotong
intersection	persimpangan
interstate	interstate
interstellar	antar bintang
interstitial	interstisial
interval	selang
intervene	campur tangan
intervening	mengintervensi
intervention	intervensi
interview	wawancara
interviewer	pewawancara
interworking	interworking
intestate	tanpa berwasiat
intestinal	usus
intestine	usus
intestines	usus
intimacy	keintiman
intimate	intim
intimately	dengan intim
intimation	isyarat
intimidate	mengancam
intimidated	terintimidasi
intimidating	mengintimidasi
intimidation	intimidasi
intolerable	tak tertahankan
intolerance	intoleransi
intolerant	intoleran
intonation	intonasi
intoxicated	mabuk
intoxicating	memabukkan
intoxication	kemabukan
intracranial	intrakranial
intractable	keras kepala
intramural	intramural
intravenous	intravena
intrepid	pemberani
intricate	rumit
intrigue	intrik
intriguing	menarik
intrinsic	hakiki
intrinsically	secara intrinsik
intro	intro
introduce	memperkenalkan
introduction	pengantar
introductory	perkenalan
introspection	introspeksi
introspective	mawas diri
intrude	mengganggu
intruder	pengacau
intrusion	intrusi
intrusive	intrusif
intubation	intubasi
intuition	intuisi
intuitive	intuitif
intuitively	secara intuitif
inundation	penggenangan
invade	menyerbu
invader	penyerbu
invalid	tidak valid
invalidate	batal
invalidation	penghapusan
invalidity	ketidakabsahan
invaluable	tak ternilai harganya
invariably	selalu
invasion	invasi
invasive	invasif
invent	menciptakan
invention	penemuan
inventive	inventif
inventor	penemu
inventory	inventaris
inverse	terbalik
inversely	terbalik
inversion	inversi
invert	membalikkan
inverted	terbalik
invest	menginvestasikan
investigate	menyelidiki
investigation	penyelidikan
investigative	penyelidikan
investigator	peneliti
investment	investasi
investor	investor
invidious	yg menyakitkan hati
invigorate	memperkuat
invincible	tak terkalahkan
invisibility	tembus pandang
invisible	tidak terlihat
invitation	undangan
invite	Undang
inviting	mengundang
invocation	doa
invoice	faktur
invoke	memohon
involuntary	tanpa sadar
involution	kerumitan
involve	melibatkan
involvement	keterlibatan
invulnerable	kebal
inwards	isi perut
iodine	yodium
ion	ion
iota	iota
irate	marah
ire	NO TRANSLATION
iridescent	warnawarni
iris	iris
irked	kesal
irks	irks
iron	besi
ironclad	kuat
ironic	ironis
irons	setrika
irony	ironi
irradiation	penyinaran
irrational	irasional
irrationality	irasionalitas
irreconcilable	tidak dapat didamaikan
irreducible	tidak bisa direduksi
irrefutable	tak terbantahkan
irregular	tidak teratur
irregularity	ketidakteraturan
irregularly	tidak teratur
irrelevant	tidak relevan
irreparable	tidak dapat diperbaiki
irreplaceable	tak tergantikan
irrepressible	tidak tertahankan
irresistible	sangat menarik
irrespective	terlepas
irresponsible	tidak bertanggung jawab
irreverent	kurang sopan
irreversible	tidak dapat diubah
irrevocable	tidak dapat dibatalkan
irrigate	mengairi
irrigation	irigasi
irritability	sifat lekas marah
irritable	rongseng
irritate	mengganggu
irritated	jengkel
irritates	mengiritasi
irritating	menjengkelkan
irritation	gangguan
island	pulau
isle	pulau kecil
islet	pulau kecil
isolate	memisahkan
isolated	terpencil
isolation	isolasi
isomorphism	isomorfisma
isothermal	isotermal
isotope	isotop
issue	isu
itch	gatal
itching	gatal
itchy	gatal
item	barang
itemize	memperinci
items	item
iterate	iterate
iteration	perulangan
iterative	berulang-ulang
itinerant	berkeliling
itinerary	rencana perjalanan
ivory	gading
jab	tusukan
jabber	mengoceh
jack	mendongkrak
jackal	serigala
jackass	jackass
jacket	jaket
jackhammer	jackhammer
jackpot	jackpot
jackrabbit	jackrabbit
jacks	jacks
jade	giok
jaded	letih
jag	NO TRANSLATION
jagged	bergerigi
jaguar	jaguar
jail	penjara
jailbird	penghuni penjara
jailbreak	jailbreak
jailer	sipir penjara
jailhouse	penjara penjara
jalopy	mobil tua
jam	selai
jamboree	jambore
jammed	macet
jammer	jammer
janitor	pesuruh
janitorial	kebersihan
japan	Jepang
jar	botol
jargon	jargon
jarhead	jarhead
jarring	menggelegar
jasmine	melati
jasper	jasper
jaundice	penyakit kuning
jaunt	bertamasya
java	Jawa
javelin	lembing
jaw	rahang
jawbone	tulang rahang
jaws	mulut
jay	jay
jazz	jazz
jazzy	jazzy
jealous	cemburu
jealousy	kecemburuan
jean	jean
jeans	jeans
jeep	jip
jeering	mencemooh
jelly	jeli
jellybean	Jelly Bean
jellyfish	ubur-ubur
jenny	jenny
jeopardize	membahayakan
jeopardy	bahaya
jerk	menyentakkan
jerks	tersentak
jerky	dendeng
jersey	jersey
jest	NO TRANSLATION
jester	pelawak
jesus	yesus
jet	jet
jetty	dermaga
jewel	permata
jeweler	jauhari
jewelry	perhiasan
jib	jib
jiff	NO TRANSLATION
jiffy	sekejap
jig	berjoget
jiggle	goncang
jigsaw	gergaji ukir
jihad	jihad
jimmy	jimmy
jingle	gemerincing
jinx	nasib sial
jitters	kegugupan
jittery	gelisah
jive	logat
job	pekerjaan
jobinterview	NO TRANSLATION
jock	atlet
jockey	joki
jockstrap	cawat olahraga
jog	joging
jogger	pelari
john	john
join	ikut
joined	bergabung
joining	bergabung
joint	bersama
jointly	bersama
joke	lelucon
joker	pelawak
joking	bercanda
jolly	riang
jolt	sentakan
jornada	NO TRANSLATION
jot	mencatat
jour	NO TRANSLATION
journal	jurnal
journalism	jurnalistik
journalist	wartawan
journalistic	jurnalistik
journey	perjalanan
journeyman	pekerja harian
joust	berkelahi dgn tombak
jovial	periang
joy	kegembiraan
joyful	menyenangkan
joyous	riang
joyride	joyride
joys	sukacita
jubilant	bergembira sekali
jubilee	jubilee
judge	hakim
judged	dihakimi
judging	menilai
judgment	pertimbangan
judgmental	menghakimi
judicial	judisial
judiciary	pengadilan
judicious	bijaksana
judo	judo
jug	kendi
juggle	menyulap
juggler	penyulap
juggling	main sunglap dgn bola
jugular	jugular
juice	jus
juicer	juicer
juicy	berair
juju	NO TRANSLATION
juke	Juke
jukebox	jukebox
jumble	campur aduk
jumbled	bercampur
jumbo	jumbo
jump	melompat
jump rope	lompat tali
jumper	peloncat
jumpsuit	jumpsuit
jumpy	gelisah
junction	persimpangan jalan
juncture	titik waktu
jungle	rimba
junior	muda
juniper	jintan saru
junk	sampah
junket	pesta makan
junkie	pencandu
junky	bermutu rendah
junkyard	tempat barang rongsokan
junta	junta
juridical	yuridis
