Word	yi
keeper	keeper
keeping	בעכעסקעם
keepsake	keepsake
keg	קעג
kelp	קעלפּ
ken	ken
kennel	קעז
kerchief	kerchief
kern	kern
kernel	kernel
kerosene	kerosene
ketchup	קעטשופּ
kettle	קעסל
key	key
keyboard	קיבארד
keyed	קלעד
keyhole	keyhole
keynote	שטענדיק
keypad	קלאַוויאַטור
keystone	keystone
keyword	keyword
khaki	khaki
khan	khan
kibble	קיבל
kick	בריק
kickboxing	קיקקבאָקסינג
kicker	קיקער
kicking	קיקינג
kickoff	kickoff
kid	קינד
kidder	קידז
kidding	kidding
kiddo	קידאָ
kiddos	קידז
kidnap	קידנאַפּ
kidnapped	kidnapped
kidnapper	קידנאַפּער
kidnapping	קידנאַפּינג
kidney	ניר
kids	קידס
kill	טויטן
killer	קיללער
killing	מאָרד
killjoy	killjoy
kiln	קילן
kilo	NO TRANSLATION
kilogram	קילאָ
kilometer	kilometer
kilt	kilt
kimono	קימאָנאָ
kin	קען
kind	מין
kindergarten	קינדער - גאָרטן
kindling	קינדלינג
kindness	גוטהאַרציקייַט
kindred	קרוב
kinematics	kinematics
kinesiology	כינעזיש
kinetic	קינעטיק
king	מלך
king snake	מלך שלאַנג
kingdom	מלכות
kingpin	kingpin
kink	kink
kinky	קינקי
kinship	שייכות
kiosk	קיאָסק
kirk	קירק
kiss	קוש
kisser	קיססער
kissy	קיסי
kit	kit
kitchen	קיך
kite	לאָזן
kitten	קעצל
kiwi	קיווי
klutz	קלאָזעט
knack	קלאַפּ
knapsack	ראַקינג
knead	knead
knee	קני
kneecap	קנעעפּאַפּ
kneel	קני
kneeling	קניען
knell	קלאָץ
knick	נאַקעט
knickers	knickers
knife	מעסער
knight	ריטער
knighthood	knighthood
knit	שטריקן
knob	קנופּ
knock	קלאַפּ
knockoff	קנאָקקאָפף
knockout	האק ארויס
knoll	קלאַפּ
knot	קנאָט
knots	נאַץ
knotted	קנאָטטעד
know	וויסן
knowing	וויסן
knowingly	וויסנדיק
knowledge	וויסן
knowledgeable	וויסן
knuckle	נאַקאַל
knucklehead	knucklehead
knuckles	נאַקאַלז
koala	קאָאַלאַ
kook	NO TRANSLATION
kooky	קאָכן
kool-aid	קול-הילף
kos	kos
kosher	קאָשער
kraut	NO TRANSLATION
kris	קריס
kryptonite	קריפּטאָניטע
kudos	kudos
kumquat	kumquat
lab	לאַב
label	פירמע
labor	אַרבעט
laboratory	לאַבאָראַטאָריע
labored	labored
laborer	ארבעטער
laboring	ארבעטן
laborious	לאַבאָריאַס
labyrinth	לאַבירינטה
lac	לאַק
lace	שנירל
laceration	laceration
lack	פעלן
lackey	מאַנגיי
lacking	פעלנדיק
lackluster	מאַנגללאַסטער
lacquer	לאַקער
lacrosse	lacrosse
lactose	לאַקטאָוס
lad	יינגל
ladder	לייטער
laddie	ליידי
laden	laden
lading	לאָודינג
ladle	לאָך
lady	דאַמע
lady bug	NO TRANSLATION
ladybug	ליידיבאַג
ladylike	דאַמעיקע
ladyship	ladyship
lag	lag
lager	NO TRANSLATION
lagging	lagging
lagoon	lagoon
lair	ליר
laity	laity
lake	טייך
lama	NO TRANSLATION
lamb	לאַם
lame	לאָם
lament	קלאָג
lamenting	קלאַמינג
lamina	lamina
laminated	לאַמאַנייטאַד
lamp	לאָמפּ
lamppost	lamppost
lance	לאַנס
lancer	לאַנסער
land	לאַנד
landed	landed
landfall	לאַנדפאַל
landfill	landfill
landing	לאַנדינג
landlady	באַלעבאָסטע
landlocked	landlocked
landlord	באַלעבאָס
landmark	לאַנדמאַרק
lands	לענדער
landscape	landscape
landscaping	landscaping
landslide	לעסליווידע
lane	ליניע
language	שפּראַך
languid	לאַנג
languish	לאַנגגיש
languishing	לאַנגגווישינג
lanky	לאַנגיק
lantern	לאַנטערן
lap	lap
lapdog	lapdog
lapel	lapel
lapse	לויף
lapsed	לאַפּטאַד
laptop	לאַפּטאַפּ
larceny	לאַקס
lard	לאַרד
larder	לאַרדער
large	גרויס
larger	גרעסער
largo	NO TRANSLATION
lark	לאַר
larva	לאַרוואַ
laryngitis	לערגעריטיס
larynx	לאַרענקס
lasagna	לאַזאַניאַ
laser	לאַזער
lash	לאַש
lass	מאַך
lasso	lasso
lastday	NO TRANSLATION
lasting	בלייַביק
lastminute	לעצטע מינוט
latch	לאַטש
late	שפּעט
lateness	לייטנאַס
latent	latent
lateral	lateral
laterally	ייטאַמז
latex	לייטעקס
lathe	lathe
lather	לאַדער
latitude	latitude
latrine	latrine
latrines	לאַטרינז
latte	latte
lattice	לאַטאַס
laud	לייד
laudable	לאָדאַבלע
laudation	לאָדאַטיאָן
laudatory	לאָדאַטאָרי
laugh	laugh
laughable	לאָנטשאַבלע
laughing	לאכן
laughingstock	NO TRANSLATION
laughs	laughs
laughter	געלעכטער
launch	קאַטער
launcher	לאָנטשער
launches	לאָנטשיז
launder	לאָנגער
laundering	לאָנדערינג
laundry	וועש
laureate	לאָריאַט
laurel	לאָראַל
laurels	לאָראַלז
lava	לאַוואַ
lavage	lavage
lavatory	קלאָזעט
lavender	לאַוואַנדע
lavish	אַוואַדע
law	law
lawful	lawful
lawless	lawless
lawlessness	לאָלאַסנאַס
lawman	lawman
lawn	לאָנקע
lawnmower	גראז - שניידער
lawsuit	פּראָצעס
lawyer	אדוואקאט
lax	לאַקס
laxative	לאַקסאַטיוו
lay	lay
layaway	layaway
layer	שיכט
layered	layered
layman	layman
layout	אויסלייג
layover	layover
laziness	פוילקייַט
lazy	פויל
lazyday	NO TRANSLATION
lea	lea
lead	פירן
leaded	leaded
leader	leader
leadership	leadership
leading	פירן
leads	פירט
leaf	בלאַט
leaflet	בוקלעט
leafy	leafy
league	league
leak	leak
leakage	ליקאַדזש
leaky	לעאַקי
lean	lean
leaned	leaned
leaning	לינינג
leap	שפּרינגען
learn	learn
learned	געלערנט
learner	לערער
learning	לערנען
lease	דינגען
leash	שטריקל
leather	לעדער
leathery	לעדערי
leave	לאָזן
leavemealone	leavemealone
leaving	leaving
lecherous	lecherous
lecture	לעקציע
lecturer	לעקטשערער
ledge	לעדזש
ledger	לעדזשער
lee	lee
leech	leech
leeches	leeches
leer	NO TRANSLATION
leery	leery
lees	NO TRANSLATION
leeway	ליוויי
left	לינקס
leftout	NO TRANSLATION
leftover	לעבעדיק
leftovers	לעפטאָוווערז
lefty	געליימט
leg	לעג
legacy	לעגאַט
legal	legal
legality	לעגאַליטי
legalize	ליגאַלייז
legalized	ליגאַלייזד
legally	לעגאַללי
legend	לעגענדע
legendary	לעדזשאַנדערי
legibility	לעגאַביליטי
legible	לייאַבאַל
legion	legion
legislate	לעגיסלאַטיווע
legislation	געזעץ
legislative	לעגיסלאַטיווע
legislator	לעגיסלאַטאָר
legislature	לעגיסלאַטורע
legit	legit
legitimacy	לעגיטימאַציע
legitimate	לעגיטימאַט
lego	lego
legs	לעגס
legume	legume
legwork	לעגווער
leisure	פרייַע צייַט
leisurely	leisurely
lemma	lemma
lemon	לימענע
lemonade	לימענאַד
lend	לייַען
lender	לענדז
lending	לענדינג
length	length
lengthen	לענגטאַן
lengthened	lengthened
lengthening	לענגונג
lengthwise	lengthwise
lengthy	לאַנג
leniency	leniency
lenient	יידל
lens	אָביעקטיוו
leopard	לעמפּערט
leotard	leotard
leper	לעפּער
leprechaun	לעפּרעטשאַון
leprosy	צאָרעדעס
lesbian	לעסביאַן
lesbianism	לעסביאַניזאַם
lesion	לייזונג
less	ווייניקער
lessee	לעסאָף
lessen	לערן
lessening	לעסאָף
lesser	lesser
lesson	לעקציע
lessor	לעסאָף
let	let
lethal	טויטלעך
lethargic	לאַטאַרדזשיק
lethargy	לעטהאַרגי
letter	בריוו
lettered	lettered
letterhead	לעטטערהעאַד
lettering	lettering
letters	אותיות
lettuce	סאַלאַט
leukemia	לוקימיאַ
levee	ליוו
level	level
lever	הייבער
leverage	לעווערידזש
levitate	לייכט
levy	levy
lewd	lewd
lexicon	לעקסיקאָן
ley	NO TRANSLATION
liabilities	liabilities
liability	אַכרייַעס
liable	liable
liaison	liaison
liar	ליגנער
libel	ליליע
libelous	צאָרעדיק
liberal	ליבעראַל
liberalism	ליבעראַליזאַם
liberate	באַפרייַען
liberated	באפרייט
liberating	באפרייט
liberation	באַפרייונג
liberty	פרייַהייַט
libido	libido
librarian	librarian
library	ביבליאָטעק
libretto	libretto
lice	לוס
license	דערלויבעניש
lichen	ליטשען
lick	ליק
licorice	ליקעריש
lid	דעקל
lie	ליגן
liege	ליידיק
lien	שורה
lieu	לו
lieutenant	לויטעראַנט
life	לעבן
lifeblood	lifeblood
lifeboat	lifeboat
lifeguard	ראַטירער
lifeisgood	דער לעבן איז גוט
lifeless	לייפלאַס
lifelike	עפעקטיוו
lifeline	lifeline
lifelong	לעבעדיק
lifer	ליפער
lifesaver	lifesaver
lifestyle	לייפסטייל
lifesucks	דאס לעבן גייט שלעכט
lifetime	לעבנסצייט
lift	הייבן
lifted	אויפֿגעהויבן
liftoff	liftoff
ligament	ליגאַמאַנט
ligation	ליגאַטיאָן
ligature	ליגאַטורע
light	ליכט
light year	ליכט יאָר
lightbulb	לעמפּל
lighten	לייטאַן
lightheaded	לייכט געוויכט
lighthouse	לייַכטטורעם
lighting	לייטינג
lightness	לייטנאַס
lightning	בליץ
lights	לאָמפּ
lightweight	לייכט
likable	לייקאַבאַל
like	ווי
likelihood	likelihood
likely	מסתּמא
likeness	געשטאלט
likewise	פּונקט אַזוי
liking	לייקינג
lilac	lilac
lily	ליליע
limb	limb
limber	קלאַמער
limbo	לימבאָו
lime	לייַם
limelight	ליגהטליגהט
limestone	קעלער
limey	לייטי
limit	באַגרענעצן
limitation	באַגרענעצונג
limited	לימיטעד
limitless	לימאַטלאַס
limo	לימאָ
limousine	לימאַזין
limp	הינדל
lin	lin
line	ליניע
lineage	lineage
lineal	שורה
linear	שורה
linebacker	לינעבאַקער
lined	ליינד
linen	לתונט
liner	לייַנער
lines	שורות
lineup	lineup
linger	לינגער
lingerie	לאַנזשעריי
lingering	לינגגערינג
lingo	לינגאָ
lingual	לינגואַל
linguini	linguini
linguist	לינגוויסט
linguistic	לינגוויסטיק
linguistics	לינגוויסטיק
lining	ונטערשלאַק
link	לינק
linoleum	לינאָליי
lint	לינט
lion	לייב
lip	ליפּ
liposuction	ליפּאָסוקטיאָן
lipstick	ליפּנשטיפט
liquefaction	ליקוואַפאַקשאַן
liquefied	ליקוואַפייד
liqueur	ליקער
liquid	פליסיק
liquidate	liquidate
liquidation	ליקווידיישאַן
liquidator	ליקווידייטער
liquidity	ליקווידיטי
liquor	מאַשקע
lira	NO TRANSLATION
lisp	lisp
list	רשימה
listen	הערן
listener	הענגער
listenting	NO TRANSLATION
listing	ליסטינג
listless	לייטלאַס
listneing	NO TRANSLATION
litany	ליטאַני
liter	ליטער
literacy	ליטעראַטור
literal	literal
literally	ממש
literary	ליטערארישע
literature	ליטעראַטור
lithe	לייד
lithium	ליטהיום
lithograph	ליטהאָגראַפץ
lithography	ליטהאָגראַפי
lithology	ליטהאָלאָגי
lithosphere	ליטהאָספערע
litigant	ליטיגאַנט
litigate	ליטאַגייט
litigation	ליטאַגיישאַן
litigator	litigator
litigious	ליטיגיאָוס
litter	אָנוואַרפן
little	ביסל
littlethings	קליינע זאכן
littoral	לייטאָראַל
liturgy	ליטורגי
live	לעבן
livelife	לעבן לעבן
livelihood	בנימצא
lively	לעבעדיק
liven	ליווען
liver	לעבער
livery	ליווערי
livestock	פודסטאַק
livid	לעבעדיק
living	לעבעדיק
lizard	יאַשטשערקע
llama	לאַמאַ
lml	lml
load	load
loader	loader
loaf	loaf
loafer	לאָאַפער
loam	loam
loan	אַנטלייַען
loath	לויז
loathe	loathe
loathful	loathful
loathing	loathing
loathsome	loathsome
lobby	פויגל
lobbyist	לאַביאַסט
lobe	לאַב
lobotomy	לאָבאָטאָמי
lobster	האָמאַר
local	היגע
locale	locale
locality	געגנט
localization	localization
localize	localize
localized	localized
locate	locate
location	אָרט
locator	לאָקאַטאָר
loch	לאַק
lock	lock
locker	לאַקער
locket	locket
locksmith	לאַקסמיט
lockup	פאַרשליסן
loco	לאָקאָ
locomotion	לאָקאָמאָטיאָן
locomotive	לאָקאָמאָטיווע
locust	הערשן
lode	NO TRANSLATION
lodge	לאָזשע
lodger	לאגער
lodging	לאָדגינג
loft	בוידעמשטוב
lofty	הויך
log	קלאָץ
logarithm	לאָגאַריטהם
logarithmic	logarithmic
logic	לאָגיק
logical	לאַדזשיקאַל
logistics	logistics
logo	logo
logotype	לאָגאָטיפּע
loin	NO TRANSLATION
lollipop	לאָלליפּאָפּ
lone	יינציק
loneliness	עלנטינעסס
lonely	עלנט
loner	loner
lonesome	עלנט
long	לאַנג
longboat	לאַנגבאָאַט
longevity	לאָנדזשעוואַטי
longing	לאָנגינג
longitude	longitude
longitudinal	longitudinal
longitudinally	לאָנגיטודיניאַללי
longtime	לאנגע צייט
loo	loo
look	look
looker	לוקער
lookout	קוק ארויס
loom	לאָם
looming	looming
loon	ליכט
loony	loony
loop	שלייף
loophole	loophole
loopy	loopy
loose	loose
loosen	loosen
loosening	לוסאַנינג
loot	רויב
lop	לאָפּ
lopsided	lopsided
lord	lord
lords	הארן
lordship	לאָרדשיפּ
lore	lore
lorry	לאָרי
lose	פאַרלירן
loser	לוזער
losing	losing
loss	אָנווער
lost	פאַרפאַלן
lot	פּלאַץ
lotion	שמירעכץ
lots	גורל
lottery	לאָטעריע
lotto	לאָטטאָ
lotus	לאָטוס
loud	הויך
loudly	הילכיק
loudmouth	loudmouth
loudness	loudness
loudspeaker	loudspeaker
lounge	לאַונדזש
lounging	לאָונגינג
louse	louse
lousy	געמיין
lovable	lovable
love	ליבע
loved	ליב געהאט
lovee	ליבע
loveee	loveee
loveless	לאָוועלעסס
lovelife	NO TRANSLATION
loveliness	loveliness
lovelovelove	NO TRANSLATION
lovely	lovely
lovemaking	lovemaking
lovemylife	NO TRANSLATION
lover	ליבהאָבער
lovesick	ליבהאָיק
lovethis	גלייך דאס
loving	loving
lovinglife	ליבערטי
lovinlife	lovinlife
low	נידעריק
lowdown	lowdown
lower	נידעריקער
lowering	לאָוערינג
lowest	lowest
lowlands	lowlands
lowlife	lowlife
lowly	lowly
lox	lox
loyal	געטרייַ
loyalty	לויאַלטי
lsd	lsd
luau	luau
lube	לובע
lubricant	שמירעכץ
lubricate	שמירן
lubrication	לובריקיישאַן
lucid	לוסיד
luck	גליק
luckiest	luckiest
lucky	מאַזלדיק
luckygirl	מאַזלדיק מיידל
lucrative	לוקראַטיוו
ludicrous	לאָודיקראָוס
lug	לאג
luggage	באַגאַזש
lukewarm	lukewarm
lull	לאַל
lullaby	לויפֿער
lumbar	לאַמבאַר
lumber	האָלץ
lumbering	לומבערינג
lumberjack	לעבערדזשאַקק
luminescent	לומאַנעסאַנט
luminous	לייַכטיק
lump	לאמפּ
lumpy	לומפּי
lunacy	לונאַסי
lunar	לונאַר
lunatic	לונאַטיש
lunch	לאָנטש
lunchbox	לאָנטש קעסטל
luncheon	לונטשעאָן
lunchtime	מיטאג צייט
lung	לונג
lunge	לונג
lungs	לונגען
lurch	lurch
lure	צוציען
lurid	לוריד
lurk	לוסער
lurking	ליקינג
luscious	געשמאַק
lush	לאַש
lust	לוסט
luster	לוסער
lustful	לוסטפול
lustrous	לוסער
lusty	לוסטי
lute	לוט
luxuriant	לוקסוריאַנט
luxurious	לאַגזשעריאַס
luxury	לוקסוס
lycra	lycra
lye	לוי
lying	ליגנעריש
lymph	ליפם
lymphatic	ליפפ
lymphoma	ליפפאמא
lynch	lynch
lynching	לינטשינג
lynx	lynx
lyre	lyre
lyric	ליריק
lyrical	ליריקאַל
lyrics	ליריקס
macadamia	מאַקאַדאַמיאַ
macarena	מאַקאַראָנען
macaroni	מאַקאַראָנען
mace	מער
mach	mach
machete	machete
machine	מאַשין
machinery	מאַשינערי
machinist	מאַשינער
macho	מאַטשאָ
mackerel	מאַקרעל
macro	מאַקראָו
mad	מעשוגע
madam	מאַדאַם
madame	מאַדאַם
madden	מאַדדען
madder	madder
mademoiselle	NO TRANSLATION
mademyday	געמאכט מיין טאג
madhouse	מאַדהאָוסע
madman	madman
madness	מעשוגאַס
maestro	maestro
mafia	מאַפיאַ
magazine	magazine
mage	מאַגע
magenta	magenta
maggot	maggot
magic	מאַגיש
magical	מאַדזשיקאַל
magician	magician
magistrate	מאַגיסטראַטע
magma	מאַגמאַ
magna	גרויס
magnate	magnate
magnesium	מאַגניזיאַם
magnet	מאַגנעט
magnetic	מאַגנעטיק
magnetism	מאַגנאַטיזאַם
magnetite	מאַגנעטיטע
magnification	מאַגנאַפאַקיישאַן
magnificence	magnificence
magnificent	פּרעכטיק
magnifier	magnifier
magnify	magnify
magnifying	magnifying
magnitude	magnitude
magnolia	magnolia
magpie	מאַגפּיע
mahi mahi	NO TRANSLATION
mahjong	מאַהדזשאָנג
mahogany	מאַכאַגאַני
maid	דינסט
maiden	מיידל
mail	mail
mailbox	mailbox
mailing	מיילינג
mailman	פּאָסטמאַן
maim	NO TRANSLATION
main	הויפּט
mainframe	mainframe
mainland	פאַרייניקטע שטאַטן
mainstay	מיינסטיי
mainstream	מיינסטרים
maintain	טייַנען
maintenance	וישאַלט
majestic	מייַעסטעטיש
majesty	majesty
major	major
majority	majority
make	מאַכן
makeover	מאַקאָוווער
maker	פאַבריקאַנט
makeshift	מייקשיפט
makesmehappy	NO TRANSLATION
makesmemad	מאכטמעמאַד
makeup	באַשטאַנד
makingdisciples	NO TRANSLATION
malady	malady
malaise	מאַלעאַס
malaria	מאַלאַריאַ
malarkey	malarkey
male	זכר
malevolent	מאַלפאָלאַנט
malfeasance	malfeasance
malformation	מאַלפאָרמיישאַן
malfunction	מאַלפאַנגקשאַן
malice	NO TRANSLATION
malicious	בייזע
malign	malign
malignancy	מאַליגנאַנסי
malignant	malignant
maligned	maligned
mall	מאָל
malleable	malleable
mallet	מאַלעט
malnutrition	מאַלנוטרישאַן
malpractice	malpractice
malt	מאַלץ
mama	מאַמאַ
mambo	מאַמבאָ
mamma	NO TRANSLATION
mammal	מאַמאַל
mammoth	מאַמאַט
mammy	NO TRANSLATION
man	מענטש
manage	manage
manageable	manageable
management	פאַרוואַלטונג
manager	פאַרוואַלטער
managerial	מאַנאַגער
mandamus	mandamus
mandarin	mandarin
mandate	מאַנדאַט
mandatory	פארלאנגט
mandible	mandible
mandolin	מאַנדאָלין
mandrel	mandrel
mane	NO TRANSLATION
maneuver	מאַנוווער
maneuvering	מאַנוווערינג
mange	NO TRANSLATION
manger	מאַן
mangle	NO TRANSLATION
mango	מאַנגאָ
mangosteen	מאַנגאָסטעען
mangy	מאַנגי
manhole	מאַנכאָול
manhood	מענטשהייַט
manhunt	מאַנהונט
mania	מאַניע
maniac	מאַניאַק
maniacal	מאַניאַקאַל
manic	מאַניק
manicure	מאַניקור
manicurist	מאַניקיעריסט
manifest	manifest
manifestation	manifestation
manifested	manifested
manifestly	מאַנאַפעסטלי
manifesto	Manifesto
manifold	מאַניפאָלד
manipulate	מאַניפּולירן
manipulation	מאַניפּיאַליישאַן
manipulative	מאַניפּולאַטיווע
mankind	מענטשהייַט
manly	מאַנלי
manna	manna
manned	מאַנד
mannequin	מאַנאַקין
manner	שטייגער
mannered	מאַניאַפייז
manners	מאַנירן
manor	מאַנער
manpower	אַרבעטקראַפט
mansion	מאַנשאַן
mansions	mansions
manslaughter	מאַנסלאווער
mantel	קליידונג
mantis	מאַנטיס
mantle	mantle
mantra	mantra
manual	מאַנואַל
manufacture	פּראָדוצירן
manufacturer	פאַבריקאַנט
manufacturing	מאַנופאַקטורינג
manure	מיסט
manuscript	מאַנוסקריפּט
map	מאַפּע
maple	נעצבוים
mar	mar
marathon	מאַראַטהאָן
marble	מירמלשטיין
marbled	מאַרבלעד
marbles	מאַרבלע
march	מאַרץ
mare	NO TRANSLATION
margarine	מאַרגאַרינע
margarita	מאַרגאַריטאַ
margin	גרענעץ
marginal	מאַרדזשאַנאַל
mariachi	mariachi
marijuana	marijuana
marinara	marinara
marine	מאַרינע
mariner	מאַרינער
marital	marital
maritime	מאַריטימע
mark	צייכן
marked	marked
marker	מאַרקער
market	מאַרק
marketable	מאַרקאַטאַבאַל
marketing	marketing
marketplace	מאַרק
marks	מאַרקס
marksman	מאַרקסמאַן
marksmanship	מאַרקסמאַנשיפּ
marl	marl
marmalade	מאַרמעלאַד
maroon	maroon
marooned	marooned
marquee	צייכן
marquis	marquis
marred	מאַרד
marriage	חתונה
married	באהעפט
marrow	מאַרך
marry	חתונה
marsh	מאַרש
marshal	מאַרשאַל
marshmallow	מאַרשמעלאָו
mart	mart
martial	מאַרשאַל
martingale	martingale
martini	martini
martyr	מאַרטיר
martyrdom	martyrdom
marvel	ווונדערלעך
marvellous	ווונדערלעך
marvelous	ווונדערלעך
marvelously	ווונדערלעך
marzipan	NO TRANSLATION
mascara	טוש
mascot	מאַסקאַט
masculine	masculine
masculinity	מאַסקיאַלאַטי
mash	צעקוועטשן
mashed	מאַשט
mask	מאַסקע
masked	מאַסקט
masks	מאַסקס
masochism	masochism
masochist	masochist
mason	mason
masquerade	מאַסקערייד
mass	מאַסע
massacre	מאַססאַקרע
massage	מאַסאַזש
masses	masses
masseur	מאַסאַזש
masseuse	מאַססעוסע
massive	massive
mast	מאַסטבוים
master	master
masterful	masterful
mastermind	mastermind
masterpiece	מייַסטערווערק
mastery	mastery
masturbate	מאַסטורבאַטע
masturbation	מאַסטערביישאַן
mat	מאַטע
matador	matador
match	גלייַכן
matchbook	מאַטטשבאָאָק
matching	וואָס ריכטן זיך
matchmaker	מאַטטשמאַקער
mate	מאַטע
material	מאַטעריאַל
materialism	מאַטעריאַליזם
materialist	מאַטעריאַליסט
materialistic	מאַטעריאַליסטיק
materiality	מאַטעריאַליטי
materialize	מאַטיריאַלייז
materially	materially
materials	מאַטעריאַלס
materiel	מאַטעריאַל
maternal	מוטער
maternity	מאַטערניטי
math	מאַט
mathematical	מאַטאַמאַטיקאַל
mathematician	מאַטעמאַטיקער
mathematics	מאטעמאטיק
matinee	matinee
mating	mating
matriculation	matriculation
matrimony	matrimony
matrix	מאַטריץ
matron	matron
matted	מאַטטעד
matter	ענין
matting	מאַטינג
mattress	מאַטראַס
maturation	maturation
mature	דערוואַקסן
maturity	צייַטיקייַט
maudlin	maudlin
mausoleum	מאַוסאָלעום
mauve	מאַוו
maverick	maverick
maxim	מאַקסים
maximize	מאַקסאַמייז
maximum	מאַקסימום
may	קען
mayday	mayday
mayflower	mayflower
mayhem	מייַהעם
mayonnaise	מייַאָנעז
mayor	בירגער - מייַסטער
maze	מייז
mead	מעאַד
meadow	לאָנקע
meager	ווייניקער
meal	מאָלצייַט
mean	מיין
meander	מאַדער
meandering	מיאַנדערינג
meanie	מידיע
meaning	טייַטש
meaningful	meaningful
meaningless	מינינגלאַס
meanness	מעאַננאַס
means	מיטל
meantime	דערמיט
measles	מיזלעס
measurable	מעזשעראַבאַל
measure	מאָס
measured	געמאסטן
measurement	מעאַסורעמענט
measuring	measuring
measuring cup	measuring cup
measuring tape	measuring tape
meat	פלייש
meatball	מיטבאָלז
meathead	פלייש
meatloaf	meatloaf
mechanic	מעכאַניקער
mechanical	מעטשאַניקאַל
mechanics	מעכאַניקער
mechanism	מעקאַניזאַם
med	NO TRANSLATION
medal	מעדאַל
medallion	מעדאַלליאָן
medallist	מעדאַליסט
meddle	ויסמיידן
meddling	ויסמיידן
media	מעדיע
medial	medial
median	median
mediate	mediate
mediation	מעדיאַטיאָן
mediator	מעדיאַטאָר
medic	מעדיצין
medical	מעדיציניש
medicate	מעדיצין
medication	מעדאַקיישאַן
medicinal	מעדיסינאַל
medicine	מעדיצין
medieval	מידייוואַל
mediocre	מיטלמעסיק
mediocrity	מעדיאָקראַט
meditate	meditate
meditating	meditating
meditation	meditation
meditative	meditative
mediterranean	מעדיטערראַנעאַן
medium	מיטל
medley	מעדלי
meek	meek
meet	meet
meeting	באַגעגעניש
mega	מעגאַ
meh	meh
melancholic	מעלאַנטשאָליק
melancholy	מעלאַנכאָליש
melee	געשווינד
mellow	mellow
melodious	מעלאָדיאָוס
melodrama	מעלאָדראַמאַ
melodramatic	מעלאָדראַמאַטיק
melody	מעלאָדי
melon	מעלאָן
melt	צעשמעלצן
meltdown	מעלטדאַון
melting	מעלטינג
member	מיטגליד
membership	מיטגליד
membrane	מעמבראַנע
memento	memento
memo	memo
memoir	memoir
memorabilia	געדולד
memorable	מעמעראַבאַל
memorandum	memorandum
memorial	memorial
memorials	מאַמאָריאַלז
memories	מעמעריז
memoriesiwontforget	NO TRANSLATION
memorize	מעמערייז
memory	זכּרון
menace	מענאַס
menacing	מענאַסינג
menagerie	menagerie
mend	מענד
mending	mending
menial	מעניאַל
meningitis	מענינגיטיס
meniscus	מעניסקוס
menopause	מענאָפּאַוס
menses	menses
menstrual	מענסטרואַל
mental	גייַסטיק
mentalhealth	NO TRANSLATION
mentality	פּסיכאָלאָגיע
menthol	מענטאָל
mention	דערמאָנען
mentor	mentor
menu	מעניו
meow	meow
mercantile	mercantile
mercenary	מערסאַנערי
merchandise	סכוירע
merchant	סוחר
merciful	רחמים
merciless	מערסאַלאַס
mercurial	מערקוריאַל
mercury	קוועקזילבער
mercy	רחמנות
mere	מער
merengue	merengue
merge	צונויפגיסן
merger	fusion
meridian	meridian
meridional	מערידיאָנאַל
meringue	meringue
merit	זכות
meritorious	meritorious
mermaid	יאַמ - מיידל
merriment	מער
merry	פרייד
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescaline
mesh	mesh
meshes	מעשעס
mesmerized	mesmerized
mess	באַלאַגאַן
message	message
messedup	NO TRANSLATION
messenger	מעסינדזשער
messiah	מעססיאַה
messy	מעסי
metabolic	מעטאַבאַליק
metabolism	מאַטאַבאַליזאַם
metal	מעטאַל
metallic	metallic
metallurgy	מעטאַללורגי
metamorphosis	מעטאַמאָרפאָסיס
metaphor	metaphor
metaphorical	מעטאַפאָריקאַל
metaphysical	מעטאַפיזיקאַל
metaphysics	מעטאַפיזיקס
metastasis	מעטאַסטאַסיס
meteor	מעטעאָר
meteoric	מעטעאָריק
meteorite	מעטעאָריטע
meteorological	meteorological
meteorology	מעטעאָראָלאָגי
meter	מעטער
meth	meth
methadone	מעטאַדאָון
methane	מעטיין
methanol	מעטאַנאַל
method	אופֿן
methodical	מעטאדיק
methodology	מעטאַדאַלאַדזשי
meticulous	מאַטיקיאַלאַס
metime	metime
metric	metric
metrical	מעטריק
metrology	מעטראָלאָגי
metropolis	מעטראָפּאָליס
metropolitan	metropolitan
mettle	מעל
mew	mew
mezzanine	mezzanine
mica	מיקאַ
mick	mick
micro	מיקראָ
microbe	מיקראָבע
microbiology	מיקראָביאָלאָגי
microchip	microchip
microcosm	מיקראָקאָסם
microfilm	מיקראָפילם
microgram	מיקראָגראַם
micrometer	מיקראָמעטער
micron	micron
microphone	מיקראָפאָן
microscope	מיקראָסקאָפּ
microscopic	מיקראָסקאָפּיק
microscopically	מיקראָסקאָפּיקאַללי
microscopy	מיקראָסקאָפּי
microwave	מייקראַווייוו
mid	mid
midair	midair
midday	midnight
middle	middle
middleman	מידדלעמאַן
middleweight	middleweight
midget	midget
midland	midland
midlife	midlife
midline	midline
midnight	האַלבנאַכט
midshipman	midshipman
midst	צווישן זיי
midsummer	מידסאַמער
midterm	midterm
midtown	midtown
midway	midway
midwife	כידעש
midwifery	midwifery
mien	NO TRANSLATION
miffed	miffed
mighty	גוואַלדיק
mignon	mignon
migraine	מייגריין
migrate	migrate
migration	מייגריישאַן
migratory	migratory
mike	mike
mil	NO TRANSLATION
mild	מילד
mildew	שימל
mildness	מילדקייט
mile	miles
mileage	מיילידזש
milestone	מעייווער - לייאַם
