Word	cs
immunity	imunita
immunization	imunizace
immutable	neměnný
imp	imp
impact	dopad
impair	narušit
impaired	poškozen
impairment	poškození
impart	předat
impartial	nestranný
impartiality	nestrannost
impassable	neprůchodné
impassioned	vášnivý
impatience	netrpělivost
impatient	netrpělivý
impatiently	NO TRANSLATION
impeach	obvinit
impeachment	obžaloba
impeccable	dokonalý
impede	překážet
impediment	překážka
impelled	impulzní
impending	hrozící
impenetrable	neproniknutelný
imperative	rozkazovací způsob
imperceptible	nepostřehnutelný
imperfect	nedokonalý
imperfection	nedokonalost
imperfectly	nedokonalé
imperial	císařský
imperialist	NO TRANSLATION
impermeable	nepropustné
impermissible	nepřípustné
impersonal	neosobní
impersonate	vyděsit
impersonation	předstírání identity
impersonator	imitátor
impertinence	drzost
impertinent	impertinentní
impervious	nepropustný
impetuous	impetutivní
impetus	impuls
implacable	nesmiřitelný
implant	implantát
implantation	implantace
implanted	implantován
implement	nářadí
implicate	zaplést
implicated	implicit
implication	implikace
implied	implicitní
implore	prosit
implosion	imploze
imply	imply
impolite	nezdvořilý
import	import
importance	důležitost
important	Důležité
importation	dovoz
impose	vnucovat
imposing	impozantní
imposition	uvalení
impossibility	nemožnost
impossible	nemožné
impostor	podvodník
impotence	impotence
impotent	impotentní
impound	zabavit
impoverished	chudé
impracticable	neproveditelné
impractical	nepraktický
impregnable	nedobytný
impregnate	impregnovat
impress	zapůsobit
impressed	ohromen
impression	dojem
impressionable	vnímavý
impressive	impozantní
imprint	otisk
imprison	uvěznit
imprisoned	uvězněn
imprisonment	odnětí svobody
improbable	nepravděpodobný
impromptu	improvizovaný
improper	nevhodný
impropriety	nevhodný
improve	zlepšit
improved	zlepšení
improvement	zlepšení
improves	zlepšuje
improving	zlepšení
improvisation	improvizace
improvise	improvizovat
improvised	improvizovaný
imprudent	nedůvěřivý
impudence	drzost
impudent	drzý
impulse	impuls
impulsive	impulsivní
impunity	beztrestnost
impure	nečistý
impurity	nečistota
imputation	imputace
imtryingtosleep	NO TRANSLATION
inability	neschopnost
inaccessible	nepřístupný
inaccurate	nepřesné
inaction	nečinnost
inactivate	deaktivovat
inactivation	inaktivace
inactive	neaktivní
inactivity	nečinnost
inadequacy	nedostatečnost
inadequate	nedostačující
inadequateness	nedostatečnost
inadmissible	nepřípustný
inadvertent	neúmyslně
inadvertently	neúmyslně
inaffable	NO TRANSLATION
inalienable	nezcizitelný
inane	inane
inanimate	neživý
inapplicable	neuplatnitelné
inappropriate	nevhodný
inattention	nepozornost
inaudible	neslyšitelný
inaugural	inaugurační
inaugurate	slavnost
inauguration	inaugurace
inborn	vrozený
inbound	příchozí
inbred	inbrední
incalculable	nevypočitatelné
incandescent	žhavící
incantation	zaklínadlo
incapable	neschopný
incapacity	neschopnost
incarceration	uvěznění
incarnate	inkarnovat
incase	v případě
incendiary	zápalný
incense	kadidlo
incensed	obtěžování
incentive	pobídka
inception	počátek
incessant	neustálý
incessantly	neustále
incest	incest
incestuous	incestní
inch	palec
incidence	incidence
incident	incident
incidental	vedlejší
incidentally	mimochodem
incineration	spalování
incinerator	spalovna
incipient	počáteční
incision	řez
incisive	pronikavý
incite	podněcovat
incitement	podněcování
inclement	nevhodné
inclination	sklon
incline	naklonění
inclined	nakloněný
include	zahrnout
included	zahrnuta
including	počítaje v to
inclusion	zařazení
inclusive	včetně
incognito	inkognito
incoherent	nesouvislý
income	příjem
incoming	přicházející
incomparable	nesrovnatelný
incompatible	nekompatibilní
incompetence	neschopnost
incompetent	neschopný
incomplete	neúplný
incompletely	neúplně
incompleteness	neúplnost
incomprehensible	nepochopitelný
inconceivable	nepředstavitelné
inconclusive	nepřesvědčivý
incongruous	nepohodlné
inconsequential	bezvýznamný
inconsiderate	bezohledný
inconsistency	nesoulad
inconsistent	nekonzistentní
inconspicuous	nenápadný
incontinence	inkontinence
inconvenience	nepohodlí
inconvenient	nevyhovující
incorporate	začlenit
incorporation	začlenění
incorrect	nesprávný
incorrigible	nenapravitelný
increase	zvýšit
increased	zvýšené
incredible	neuvěřitelný
incredulous	nevěřící
increment	přírůstek
incriminate	obvinit
incriminating	inkriminující
incrimination	obvinění
incubation	inkubace
incubator	inkubátor
incubus	upír
incumbent	provozovatel
incur	vzniknout
incurable	nevyléčitelné
incursion	vpád
indebted	zadlužený
indecency	neslušnost
indecent	sprostý
indecision	nerozhodnost
indecisive	nerozhodný
indefensible	neohrožitelný
indefinite	neurčitý
indelible	nesmazatelný
indemnification	odškodnění
indemnify	odškodnit
indemnity	odškodnění
indent	Odrážka
indentation	odsazení
indenture	odsouzení
independence	nezávislost
independent	nezávislý
indescribable	nepopsatelný
indestructible	nezničitelný
indeterminate	neurčitý
index	index
indicate	uveďte
indicating	označující
indication	indikace
indicative	orientační
indicator	indikátor
indice	NO TRANSLATION
indict	obvinit
indictment	obžaloba
indie	indie
indifference	lhostejnost
indifferent	lhostejný
indigenous	domorodé
indigent	nuzný
indigestion	špatné trávení
indignant	rozhořčený
indignation	rozhořčení
indignity	ponížení
indigo	indigo
indirect	nepřímý
indiscreet	netaktní
indiscretion	netaktnost
indispensable	nepostradatelný
indisposed	nepostradatelný
indistinct	nejasný
indistinguishable	nerozeznatelný
individual	individuální
individuality	osobitost
indivisible	nedělitelný
indoctrination	indoktrinace
indolent	indolentní
indomitable	nezkrotný
indoor	krytý
induce	vyvolat
induced	indukovaný
inducement	podněcování
induction	indukce
indulge	dopřejte si
indulgence	shovívavost
indulgent	shovívavý
industrial	průmyslový
industrialist	průmyslník
industrious	pracovitý
industry	průmysl
ineffable	nevýslovný
ineffective	neúčinné
ineffectual	neúčinné
inefficiency	neefektivnost
inefficient	neefektivní
inelastic	neelastický
ineligible	neoprávněné
inept	nešikovný
ineptitude	ineptitude
inequality	nerovnost
inequitable	nespravedlivý
inert	inertní
inertia	setrvačnost
inevitable	nevyhnutelný
inexact	nepřesný
inexcusable	nevyslovitelný
inexhaustible	nevyčerpatelný
inexpensive	levný
inexperience	nezkušenost
inexperienced	nezkušený
inexplicable	nevysvětlitelný
inexpressible	nepopsatelný
infallibility	neomylnost
infallible	neomylný
infamous	neslavné
infamy	nepoctivost
infancy	dětství
infant	dítě
infanticide	infanticid
infantile	infantilní
infantry	pěchota
infarct	infarkt
infatuated	zamilovaný
infatuation	poblouznění
infeasible	neuskutečnitelný
infect	infikovat
infection	infekce
infectious	infekční
infer	usoudit
inference	odvození
inferential	inferenční
inferior	nižší
inferiority	méněcennosti
infernal	pekelný
inferno	peklo
infertile	neplodný
infertility	neplodnost
infestation	zamoření
infidel	nevěřící
infidelity	nevěra
infield	infield
infiltrate	infiltrovat
infiltration	infiltrace
infinite	nekonečný
infinitely	nekonečně
infinitesimal	infinitezimální
infinity	nekonečno
infirm	nemohoucí
infirmary	ošetřovna
infirmity	slabost
inflammation	zánět
inflammatory	zánětlivé
inflatable	nafukovací
inflate	nahustit
inflated	nafouknutý
inflation	inflace
inflection	skloňování
inflict	způsobit
infliction	postižení
inflorescence	květenství
influence	vliv
influential	vlivný
influenza	chřipka
influx	příliv
info	info
infomercial	infomercial
inform	informovat
informal	neformální
informant	informátor
information	informace
informative	informativní
informed	informovaný
informer	informátor
infraction	porušení
infrared	infračervený
infrastructure	infrastruktura
infrequent	občasné
infrequently	zřídka
infringement	porušení
infuriate	rozzuřit
infuriated	rozzlobený
infuriates	zdědí
infuriating	rozzuřující
infuse	infuze
infused	infuze
infuser	infuser
infusion	infuze
ingenious	geniální
ingenuity	vynalézavost
ingest	ingest
ingestion	požití
ingot	ingot
ingrained	zakořeněný
ingrate	nevděčník
ingredient	přísada
ingress	vstup
inhabit	obývat
inhabitant	obyvatel
inhabited	obydlené
inhabiting	obývání
inhalation	inhalace
inhale	inhalovat
inhaler	inhalátor
inherent	vlastní
inherit	zdědit
inheritance	dědictví
inhibit	inhibovat
inhibition	inhibice
inhibitor	inhibitor
inhospitable	nehostinné
inhuman	nelidský
inhumane	nehumánní
inhumanity	nelidskost
inimaginable	NO TRANSLATION
inimical	nepřátelský
inimitable	nenapodobitelný
iniquity	neprávosti
initial	počáteční
initiate	zahájit
initiated	zahájena
initiation	zahájení
initiative	iniciativa
inject	vstříkněte
injection	injekce
injunction	soudní příkaz
injure	zranit
injured	zraněno
injuring	zranění
injurious	škodlivé
injury	zranění
injustice	bezpráví
ink	inkoust
inkling	tušení
inland	vnitrozemí
inlay	inlay
inlet	vstup
inmate	chovanec
inn	hospoda
innards	vnitřnosti
innate	vrozený
inner	vnitřní
innermost	nejvnitřnější
innerpeace	NO TRANSLATION
inning	směna
innings	inningy
innkeeper	hostinský
innocence	nevinnost
innocent	nevinný
innocently	nevinně
innocuous	neškodný
innovate	inovovat
innovation	inovace
innovative	inovační
innuendo	narážka
innumerable	nespočetný
inoculation	očkování
inoperable	nefunkční
inoperative	nefunkční
inordinate	nadměrné
inorganic	anorganický
input	vstup
inquest	vyšetřování
inquire	zeptejte se
inquirer	dotazník
inquiring	tázavý
inquiry	poptávka
inquisitive	zvědavý
inquisitor	inkvizitor
insane	šílený
insanity	šílenství
insatiable	nenasytný
inscription	nápis
inscrutable	nevyzpytatelný
insect	hmyz
insecticide	insekticid
insecure	nejistý
insecurity	nejistota
insemination	inseminace
insensitive	necitlivý
inseparable	neoddělitelné
insert	vložit
inserted	vloženo
insertion	vložení
inside	uvnitř
insider	insider
insidious	zákeřný
insight	vhled
insightful	nápadité
insignia	insignie
insignificance	bezvýznamnost
insignificant	nevýznamné
insinuate	insinuate
insipid	insipid
insist	trvat
insistence	naléhání
insistent	naléhavé
insists	trvá na tom
insolence	drzost
insolent	drzý
insoluble	nerozpustný
insolvency	platební neschopnost
insolvent	insolventní
insomnia	nespavost
insomniac	insomniac
inspect	kontrolovat
inspection	inspekce
inspector	inspektor
inspiration	inspirace
inspirational	inspirativní
inspire	inspirovat
inspired	inspirovaný
instability	nestabilita
install	Nainstalujte
installation	instalace
installment	splátka
instance	instance
instant	okamžitý
instantaneous	okamžitý
instantaneously	okamžitě
instigate	podněcovat
instigation	podněcování
instill	vštípit
instinct	instinkt
instinctive	instinktivní
institute	ústav
institution	instituce
instruct	poučit
instructed	pokyny
instruction	návod
instructional	instruktážní
instructions	instrukce
instructive	instruktivní
instructor	instruktor
instrument	nástroj
instrumental	instrumentální
instrumentalist	instrumentalista
instrumentality	nástroj
insubordination	neposlušnost
insufferable	nesnesitelný
insufficiency	nedostatečnost
insufficient	nedostatečné
insufficiently	nedostatečně
insular	ostrovní
insulate	izolovat
insulated	izolované
insulation	izolace
insulin	inzulín
insult	urazit
insulting	urážející
insurance	pojištění
insure	pojistit
insurgent	povstalec
insurmountable	nepřekonatelný
insurrection	povstání
intact	neporušené
intake	přívod
intangible	nehmotný
integer	celé číslo
integral	integrální
integrate	integrovat
integration	integrace
integrity	integrita
intellect	intelekt
intellectual	intelektuální
intelligence	inteligence
intelligent	inteligentní
intelligibility	srozumitelnost
intelligible	srozumitelný
intend	zamýšlet
intended	zamýšlený
intending	v úmyslu
intense	intenzivní
intensely	intenzivně
intensify	zesílit
intensity	intenzita
intensive	intenzivní
intent	úmysl
intention	záměr
intentional	úmyslně
intentionally	záměrně
inter	pohřbít
interact	interagovat
interaction	interakce
interactive	interaktivní
intercede	zakročit
intercept	zachytit
interception	zachycení
intercession	přímluvu
interchange	výměna
interchangeable	zaměnitelné
interchanged	zaměnitelné
intercom	interkom
intercourse	styk
interdependence	vzájemná závislost
interdependent	vzájemně závislé
interdiction	zákaz
interest	zájem
interested	zájem
interesting	zajímavý
interface	rozhraní
interfere	zasahovat
interference	rušení
interferometer	interferometru
intergalactic	intergalaktický
interim	prozatímní
interior	interiér
interject	prohodit
interlocutory	interlocutory
interlude	mezihra
intermediary	zprostředkovatel
intermediate	středně pokročilí
interment	hnojení
interminable	nekonečný
intermission	přestávka
intermittent	přerušované
intern	internovat
internal	vnitřní
internally	vnitřně
international	mezinárodní
internet	Internet
internship	stáž
interoffice	interroffice
interpolate	interpolovat
interpolation	interpolace
interpret	interpretovat
interpretation	výklad
interpreter	tlumočník
interpretive	interpretativní
interrelated	vzájemně souvisejících
interrogate	vyslýchat
interrogation	výslech
interrupt	přerušit
interrupted	přerušeno
interrupting	přerušení
interruption	přerušení
interrupts	přeruší
intersect	protínají
intersection	průsečík
interstate	mezistátní
interstellar	mezihvězdný
interstitial	intersticiální
interval	interval
intervene	zasahovat
intervening	zasahovat
intervention	zásah
interview	rozhovor
interviewer	tazatel
interworking	interworking
intestate	bez závěti
intestinal	střevní
intestine	střevo
intestines	střeva
intimacy	intimita
intimate	intimní
intimately	důvěrně
intimation	náznak
intimidate	zastrašit
intimidated	zastrašování
intimidating	zastrašující
intimidation	zastrašování
intolerable	nesnesitelné
intolerance	intolerance
intolerant	intolerantní
intonation	intonace
intoxicated	intoxikován
intoxicating	opojný
intoxication	opojení
intracranial	intrakraniální
intractable	nepoddajný
intramural	intramural
intravenous	intravenózní
intrepid	neohrožený
intricate	složitý
intrigue	intrika
intriguing	fascinující
intrinsic	vnitřní
intrinsically	vlastně
intro	intro
introduce	představit
introduction	úvod
introductory	úvodní
introspection	introspekce
introspective	introspektivní
intrude	narušit
intruder	vetřelec
intrusion	vniknutí
intrusive	rušivé
intubation	intubace
intuition	intuice
intuitive	intuitivní
intuitively	intuitivně
inundation	zaplavení
invade	napadnout
invader	vetřelec
invalid	neplatný
invalidate	zrušit platnost
invalidation	zneplatnění
invalidity	invalidita
invaluable	neocenitelný
invariably	stále
invasion	invaze
invasive	invazivní
invent	vymyslet
invention	vynález
inventive	invenční
inventor	vynálezce
inventory	inventář
inverse	inverzní
inversely	obráceně
inversion	inverze
invert	invert
inverted	obrácené
invest	investovat
investigate	vyšetřovat
investigation	vyšetřování
investigative	vyšetřovací
investigator	vyšetřovatel
investment	investice
investor	investor
invidious	Zátěž
invigorate	posílit
invincible	neporazitelný
invisibility	neviditelnost
invisible	neviditelný
invitation	pozvání
invite	pozvat
inviting	pozvání
invocation	vyvolání
invoice	faktura
invoke	vyvolat
involuntary	nedobrovolné
involution	involuce
involve	zapojit
involvement	účast
invulnerable	nezranitelný
inwards	dovnitř
iodine	jód
ion	ion
iota	jota
irate	rozzlobený
ire	NO TRANSLATION
iridescent	iridescentní
iris	duhovka
irked	zděšený
irks	irks
iron	žehlička
ironclad	ironclad
ironic	ironický
irons	žehličky
irony	ironie
irradiation	ozáření
irrational	iracionální
irrationality	nerozumnost
irreconcilable	neslučitelné
irreducible	neredukovatelné
irrefutable	nezvratný
irregular	nepravidelný
irregularity	nepravidelnosti
irregularly	nepravidelně
irrelevant	irelevantní
irreparable	nenapravitelná
irreplaceable	nenahraditelný
irrepressible	nepotlačitelný
irresistible	neodolatelný
irrespective	nehledě na to
irresponsible	nezodpovědný
irreverent	neuctivý
irreversible	nevratné
irrevocable	neodvolatelný
irrigate	zavlažovat
irrigation	zavlažování
irritability	podrážděnost
irritable	dráždivý
irritate	dráždit
irritated	podrážděná
irritates	dráždí
irritating	dráždivý
irritation	podráždění
island	ostrov
isle	ostrůvek
islet	ostrůvek
isolate	izolovat
isolated	izolovaný
isolation	izolace
isomorphism	izomorfismus
isothermal	izotermický
isotope	izotop
issue	problém
itch	svědění
itching	svědění
itchy	svědivý
item	položka
itemize	itemize
items	položek
iterate	iterate
iteration	opakování
iterative	iterativní
itinerant	cestující
itinerary	itinerář
ivory	slonová kost
jab	píchnout
jabber	brebentit
jack	zvedák
jackal	šakal
jackass	blbec
jacket	Bunda
jackhammer	sbíječka
jackpot	jackpot
jackrabbit	jackrabbit
jacks	jacks
jade	nefrit
jaded	unavený
jag	NO TRANSLATION
jagged	zubatý
jaguar	jaguár
jail	vězení
jailbird	kriminálník
jailbreak	útěk z vězení
jailer	žalářník
jailhouse	vězení
jalopy	kraksna
jam	džem
jamboree	veselice
jammed	uvíznutí
jammer	rušička
janitor	vrátný
janitorial	janitorial
japan	Japonsko
jar	sklenice
jargon	žargon
jarhead	jarhead
jarring	jarring
jasmine	jasmín
jasper	jaspis
jaundice	žloutenka
jaunt	výlet
java	Jáva
javelin	oštěp
jaw	čelist
jawbone	čelist
jaws	čelisti
jay	sojka
jazz	jazz
jazzy	jazzy
jealous	žárlivý
jealousy	žárlivost
jean	Jean
jeans	džíny
jeep	džíp
jeering	jeering
jelly	želé
jellybean	želé fazole
jellyfish	Medúza
jenny	jenny
jeopardize	ohrozit
jeopardy	ohrožení
jerk	blbec
jerks	jerky
jerky	sušené maso
jersey	trikot
jest	NO TRANSLATION
jester	šašek
jesus	Ježíš
jet	proud
jetty	molo
jewel	klenot
jeweler	klenotník
jewelry	šperky
jib	jib
jiff	NO TRANSLATION
jiffy	okamžik
jig	jig
jiggle	pohupovat
jigsaw	vykružovačka
jihad	džihád
jimmy	jimmy
jingle	cinkot
jinx	uhranout
jitters	nervozita
jittery	nervózní
jive	jive
job	práce
jobinterview	NO TRANSLATION
jock	jock
jockey	žokej
jockstrap	suspenzor
jog	jog
jogger	jogger
john	John
join	připojit
joined	připojeno
joining	spojování
joint	kloub
jointly	společně
joke	žert
joker	žolík
joking	žertovat
jolly	rozjařený
jolt	otřes
jornada	NO TRANSLATION
jot	drobek
jour	NO TRANSLATION
journal	časopis
journalism	žurnalistika
journalist	novinář
journalistic	žurnalistické
journey	cesta
journeyman	technik
joust	joust
jovial	žoviální
joy	radost
joyful	rozradostněný
joyous	radostný
joyride	joyride
joys	radosti
jubilant	jásavý
jubilee	jubileum
judge	soudce
judged	posuzováno
judging	posuzování
judgment	rozsudek
judgmental	soudní
judicial	soudní
judiciary	justiční
judicious	rozumný
judo	džudo
jug	džbán
juggle	žonglovat
juggler	žonglér
juggling	žonglování
jugular	krční
juice	šťáva
juicer	odšťavňovač
juicy	šťavnatý
juju	NO TRANSLATION
juke	juke
jukebox	Hudební automat
jumble	míchanice
jumbled	míchal
jumbo	jumbo
jump	skok
jump rope	skákací provaz
jumper	skokan
jumpsuit	kombinéza
jumpy	nervózní
junction	spojení
juncture	spojení
jungle	džungle
junior	juniorský
juniper	jalovec
junk	haraburdí
junket	hostina
junkie	feťák
junky	junky
junkyard	skládka
junta	junta
juridical	právní
jurisdiction	jurisdikce
jurisprudence	judikatura
jurist	právník
juror	porotce
jury	porota
justice	spravedlnost
justifiable	opodstatněné
justification	Zarovnání
justify	ospravedlnit
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	juta
juvenile	mladistvý
juxtaposition	juxtapozice
kaiser	kaiser
kale	kapusta
kaleidoscope	kaleidoskop
kamikaze	kamikaze
kangaroo	klokan
kanji	kanji
kappa	kappa
kaput	NO TRANSLATION
karaoke	karaoke
karate	karate
karma	karma
karmic	karmický
kayak	kajak
kazoo	kazoo
kebab	kebab
keel	kýl
keen	zájem
keep	držet
keeper	brankář
keeping	udržování
keepsake	dárek na památku
keg	soudek
kelp	kelp
ken	ken
kennel	chovatelská stanice
kerchief	šátek
kern	kern
kernel	jádro
kerosene	petrolej
ketchup	kečup
kettle	konvice
key	klíč
keyboard	klávesnice
keyed	s klíčem
keyhole	klíčová dírka
keynote	klíčová poznámka
keypad	klávesnice
keystone	keystone
keyword	klíčové slovo
khaki	khaki
khan	khan
kibble	kibble
kick	kop
kickboxing	kickboxování
kicker	kicker
kicking	kopání
kickoff	výkop
kid	dítě
kidder	chlapče
kidding	dělat si srandu
kiddo	děcko
kiddos	kiddos
kidnap	unést
kidnapped	unesli
kidnapper	únosce
kidnapping	únos
kidney	ledviny
kids	děti
kill	zabít
killer	zabiják
killing	zabíjení
killjoy	killjoy
kiln	pec
kilo	NO TRANSLATION
kilogram	kilogram
kilometer	kilometr
kilt	kilt
kimono	kimono
kin	příbuzní
kind	druh
kindergarten	mateřská školka
kindling	zapálení
kindness	laskavost
kindred	příbuzenství
kinematics	kinematika
kinesiology	kineziologie
kinetic	kinetický
king	král
king snake	králův had
kingdom	království
kingpin	Kingpin
kink	kink
kinky	kinky
kinship	příbuzenství
kiosk	stánek
kirk	kostel
kiss	polibek
kisser	kisser
kissy	kissy
kit	kit
kitchen	kuchyně
kite	papírový drak
kitten	kotě
kiwi	kiwi
klutz	klutz
knack	zručnost
knapsack	batoh
knead	hníst
knee	koleno
kneecap	čéška
kneel	klečet
kneeling	klečící
knell	umíráček
knick	knick
knickers	kalhotky
knife	nůž
knight	rytíř
knighthood	rytířství
knit	plést
knob	knoflík
knock	klepání
knockoff	knockoff
knockout	knokaut
knoll	pahorek
knot	uzel
knots	uzly
knotted	vázané
know	vědět
knowing	vědět
knowingly	vědomě
knowledge	znalost
knowledgeable	znalostí
knuckle	koleno
knucklehead	knucklehead
knuckles	klouby
koala	koala
kook	NO TRANSLATION
kooky	kůň
kool-aid	kool-aid
kos	kos
kosher	košer
kraut	NO TRANSLATION
kris	kris
kryptonite	kryptonitu
kudos	sláva
kumquat	kumquat
lab	laboratoř
label	označení
labor	práce
laboratory	laboratoř
labored	pracoval
laborer	dělník
laboring	pracovat
laborious	pracný
labyrinth	labyrint
lac	lac
lace	krajka
laceration	lacerace
lack	nedostatek
lackey	lokaj
lacking	chybí
lackluster	nedostatečné
lacquer	lak
lacrosse	laktóza
lactose	laktóza
lad	chlapec
ladder	žebřík
laddie	laddie
laden	naložený
lading	nákladní
ladle	naběračka
lady	dáma
lady bug	NO TRANSLATION
ladybug	slunéčko sedmitečné
ladylike	ladylike
ladyship	hraběnka
lag	zpoždění
lager	NO TRANSLATION
lagging	zaostávání
lagoon	laguna
lair	doupě
laity	laici
lake	jezero
lama	NO TRANSLATION
lamb	jehněčí
lame	chromý
lament	nářek
lamenting	lamentování
lamina	plátek
laminated	laminované
lamp	svítilna
lamppost	kandelábr
lance	lance
lancer	kopiník
land	přistát
landed	přistál
landfall	landfall
landfill	skládka
landing	přistání
landlady	paní domácí
landlocked	vnitrozemský
landlord	hostinský
landmark	mezník
lands	země
landscape	krajina
landscaping	terénní úpravy
landslide	sesuv půdy
lane	pruh
language	Jazyk
languid	malátný
languish	zemřít
languishing	umdlévající
lanky	vytáhlý
lantern	lucerna
lap	klín
lapdog	psíček
lapel	klopa
lapse	chyba
lapsed	zanikl
laptop	notebooku
larceny	krádež
lard	sádlo
larder	spižírna
large	velký
larger	větší
largo	NO TRANSLATION
lark	skřivan
larva	larva
laryngitis	zánět hrtanu
larynx	hrtan
lasagna	lasagna
laser	laser
lash	bič
lass	děvče
lasso	laso
lastday	NO TRANSLATION
lasting	trvalý
lastminute	lastminute
latch	západka
late	pozdě
lateness	opoždění
latent	latentní
lateral	postranní
laterally	bočně
latex	latex
lathe	soustruh
lather	pěna
latitude	zeměpisná šířka
latrine	latrína
latrines	latríny
latte	latte
lattice	mřížka
laud	chvála
laudable	chvályhodný
laudation	velebení
laudatory	laudatory
laugh	smát se
laughable	směšný
laughing	smějící se
laughingstock	NO TRANSLATION
laughs	Smích
laughter	smích
launch	zahájení
launcher	spouštěč
launches	spouští
launder	prát
laundering	praní
laundry	prádelna
laureate	laureát
laurel	vavřín
laurels	vavříny
lava	láva
lavage	lavage
lavatory	záchod
lavender	levandule
lavish	bohatý
law	zákon
lawful	zákonné
lawless	nezákonný
lawlessness	bezpráví
lawman	právník
lawn	trávník
lawnmower	sekačka na trávu
lawsuit	soudní řízení
lawyer	právník
lax	laxní
laxative	projímadlo
lay	položit
layaway	layaway
layer	vrstva
layered	vrstvené
layman	laik
layout	uspořádání
layover	mezipřistání
laziness	lenost
lazy	líný
lazyday	líný den
lea	lea
lead	Vést
leaded	olovnatý
leader	vůdce
leadership	vedení lidí
leading	vedoucí
leads	vede
leaf	list
leaflet	leták
leafy	listnaté
league	liga
leak	unikat
leakage	úniku
leaky	děravý
lean	opírat se
leaned	naklonil se
leaning	skloněný
leap	skok
learn	Učit se
learned	naučil se
learner	student
learning	učení se
lease	pronájem
leash	řemínek
leather	kůže
leathery	kožený
leave	zanechat, opustit
leavemealone	nech mě na pokoji
leaving	opouštět
lecherous	chlípný
lecture	přednáška
lecturer	přednášející
ledge	římsa
ledger	účetní kniha
lee	závětří
leech	pijavice
leeches	pijavice
leer	NO TRANSLATION
leery	leery
lees	NO TRANSLATION
leeway	volnost
left	vlevo, odjet
leftout	NO TRANSLATION
leftover	zbytek
leftovers	zbytky
lefty	levičák
leg	noha
legacy	dědictví
legal	právní
legality	legality
legalize	legalizovat
legalized	legalizováno
legally	legálně
legend	legenda
legendary	legendární
legibility	čitelnost
legible	čitelný
legion	legie
legislate	legislativu
legislation	legislativa
legislative	legislativní
legislator	zákonodárce
legislature	legislativu
legit	legit
legitimacy	legitimnost
legitimate	legitimní
lego	lego
legs	nohy
legume	lusk
legwork	legwork
leisure	volný čas
leisurely	neuspěchaný
lemma	lemma
lemon	citrón
lemonade	limonáda
lend	půjčovat
lender	půjčovatel
lending	půjčky
length	délka
lengthen	prodloužit
lengthened	prodlouženo
lengthening	prodloužení
lengthwise	podélně
lengthy	zdlouhavý
leniency	shovívavost
lenient	shovívavý
lens	objektiv
leopard	leopard
leotard	tričko
leper	malomocný
leprechaun	leprechaun
leprosy	malomocenství
lesbian	lesby
lesbianism	lesbianismus
lesion	léze
less	méně
lessee	nájemce
lessen	snížit
lessening	snížení
lesser	méně
lesson	lekce
lessor	pronajímatel
let	nechat
lethal	smrtící
lethargic	letargický
lethargy	letargie
letter	dopis
lettered	napsáno
letterhead	hlavičkový papír
lettering	nápis
letters	písmena
lettuce	hlávkový salát
leukemia	leukémie
levee	levee
level	úroveň
lever	páka
leverage	vliv
levitate	levitovat
levy	poplatek
lewd	oplzlý
lexicon	Lexikon
ley	NO TRANSLATION
liabilities	závazků
liability	odpovědnost
liable	odpovědnost
liaison	spojení
liar	lhář
libel	libel
libelous	hanlivý
liberal	liberální
liberalism	liberalismus
liberate	osvobodit
liberated	osvobozen
liberating	osvobození
liberation	osvobození
liberty	svoboda
libido	libido
librarian	knihovník
library	knihovna
libretto	libreto
lice	vši
license	licence
lichen	lišejník
lick	lízat
licorice	lékořice
lid	víčko
lie	lhát
liege	Liege
lien	zástavní právo
lieu	lož
lieutenant	poručík
life	život
lifeblood	životní krve
lifeboat	záchranný člun
lifeguard	PLAVČÍK
lifeisgood	život je dobrý
lifeless	bez života
lifelike	živý
lifeline	záchranné lano
lifelong	celoživotní
lifer	odsouzenec na doživotí
lifesaver	záchranář
lifestyle	životní styl
lifesucks	životy
lifetime	život
lift	výtah
lifted	zvedl
liftoff	liftoff
ligament	vaz
ligation	ligace
ligature	ligatura
light	světlo
light year	světelný rok
lightbulb	žárovka
lighten	světlejší
lightheaded	lehké
lighthouse	maják
lighting	osvětlení
lightness	lehkost
lightning	Blesk
lights	světla
lightweight	lehká váha
likable	sympatický
like	jako
likelihood	pravděpodobnost
likely	pravděpodobně
likeness	podoba
likewise	rovněž
liking	záliba
lilac	šeřík
lily	lilie
limb	končetiny
limber	ohebný
limbo	předpeklí
lime	Limetka
limelight	světelného světla
limestone	vápenec
limey	limey
limit	omezit
limitation	omezení
limited	omezený
limitless	neomezený
limo	limonáda
limousine	limuzína
limp	kulhat
lin	lin
line	čára
lineage	lineage
lineal	lineální
linear	lineární
linebacker	linebacker
lined	lemováno
linen	prádlo
liner	vložka
lines	line
lineup	lineup
linger	prodlévat
lingerie	spodní prádlo
lingering	přetrvávající
lingo	žargon
lingual	lingvální
linguini	linguini
linguist	lingvista
linguistic	lingvistické
linguistics	lingvistika
lining	podšívka
link	odkaz
linoleum	linoleum
lint	nehty
lion	lev
lip	ret
liposuction	liposukce
lipstick	rtěnka
liquefaction	zkapalnění
liquefied	zkapalněný
liqueur	likér
liquid	kapalina
liquidate	likvidovat
liquidation	likvidace
liquidator	likvidátor
liquidity	likvidita
liquor	alkohol
lira	NO TRANSLATION
lisp	lisp
list	seznam
listen	poslouchat
listener	posluchač
