Word	el
minivan	minivan
mink	βιζόν
minnow	ψαράκι
minor	ανήλικος
minority	μειονότητα
minstrel	αοιδός
mint	μέντα
minty	minty
minuscule	μικροσκοπικός
minute	λεπτό
minutiae	μικρολεπτομέρειες
minx	σουσουράδα
mir	NO TRANSLATION
miracle	θαύμα
miracles	θαύματα
miraculous	θαυματουργός
mirage	αντικατοπτρισμός
mire	NO TRANSLATION
mirror	καθρέφτης
mirth	κέφι
misappropriation	υπεξαίρεση
misbehave	παρεκτρέπομαι
misbehavior	κακή διαγωγή
miscalculation	λανθασμένος υπολογισμός
miscarriage	αποτυχία
miscellaneous	διάφορα
miscellany	ανάμικτα
mischief	κακό
mischievous	άτακτος
misconception	παρανόηση
misconduct	κακή συμπεριφορά
misdemeanor	πλημμέλημα
misdirection	εσφαλμένη κατεύθυνση
miser	φιλάργυρος
miserable	άθλιος
miserably	άθλιως
misery	μιζέρια
misfire	αστοχία
misfit	απροσάρμοστος
misfortune	ατυχία
misguided	NO TRANSLATION
mishap	ατύχημα
misinformed	παραπληροφορίες
misinterpretation	κακή ερμηνεία
mislead	παρασύρω
misleading	αποπλανητικός
misled	παραπλανημένος
mismanagement	κακή διαχείριση
mismatch	αναντιστοιχία
mismatched	αναντιστοιχία
misnomer	εσφαλμένο όνομα
misplace	βάζω κατά λάθος
misplaced	άσχημη
misread	αναγινώσκω εσφαλμενώς
misrepresent	διαστρεβλώνω
misrepresentation	διαστρέβλωση
misrepresented	παρερμηνεύονται
miss	δεσποινίδα
missile	βλήμα
missiles	πυραύλους
missing	λείπει
missingyou	NO TRANSLATION
mission	αποστολή
missionary	ιεραπόστολος
misspell	ανορθογραφώ
misstatement	εσφαλμένη έκθεση
missy	missy
mist	ομίχλη
mistake	λάθος
mistaken	εσφαλμένος
mister	κύριος
mistletoe	γκι
mistreated	κακομεταχείριση
mistress	ερωμένη
mistrial	κακοδικία
mistrust	δυσπιστία
misty	ομιχλώδης
misunderstand	παρεξηγώ
misunderstanding	παρεξήγηση
misunderstood	παρεξηγημένος
misuse	κακή χρήση
mite	οβολός
miter	μήτρα δεσπότη
mitigate	μετριάζω
mitigating	μετριασμό
mitigation	μείωση
mitt	γάντι πυγμαχίας
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	μείγμα
mixed	μικτός
mixedemotions	ανάμεικτα συναισθήματα
mixer	αναμικτής
mixture	μίγμα
mnemonic	μνημονικός
moan	γκρίνια
moat	τάφρος
mob	όχλος
mobile	κινητό
mobility	κινητικότητα
mobilization	κινητοποίηση
mobilize	κινητοποιώ
mobster	μαχητής
mocha	μόκα
mock	κοροϊδεύω
mocked	κοροϊδεύτηκε
mockery	κοροϊδία
mocking	διακωμώδηση
mockingbird	κοροϊδευτικό πτηνό
mod	mod
modal	τροπικός
modality	τυπικότης
mode	τρόπος
model	μοντέλο
modeler	σχεδιαστής
modeling	πρίπλασμα
modem	μοντέμ
moderate	μέτριος
moderate anticipation	μέτρια πρόβλεψη
moderate disgust	μέτρια αηδία
moderate negative	μέτρια αρνητική
moderate positive	μέτρια θετική
moderate surprise	μέτρια έκπληξη
moderate trust	μέτρια εμπιστοσύνη
moderately	μέτρια
moderating	μετριοπάθεια
moderation	μετριοπάθεια
moderator	μεσολαβητής
modern	μοντέρνο
modernism	νεωτερισμός
modest	μετριόφρων
modesty	σεμνότητα
modicum	μικρή ποσότητα
modifiable	τροποποιητικός
modification	τροποποίηση
modified	τροποποιήθηκε
modify	τροποποιώ
modulate	μετατονίζω
modulation	διαμόρφωση
module	μονάδα μέτρησης
modulus	modulus
mogul	δεσπότης
moiety	ήμισυ
moist	υγρός
moisture	υγρασία
moisturizer	ενυδατική κρέμα
molar	τραπεζίτης
molasses	μέλασσα
mold	μούχλα
molded	μορφοποιημένο
molding	γείσο
moldy	μουχλιασμένος
mole	ΕΛΙΑ δερματος
molecular	μοριακός
molecule	μόριο
molest	παρενοχλώ
molestation	παρενόχληση
molester	πειράζοντας
molten	λυωμένος
mom	μαμά
moment	στιγμή
momentary	στιγμιαίος
momentous	βαρυσήμαντος
momentum	ορμή
momma	μαμά
mommy	μαμά
monad	μονάδα
monarch	μονάρχης
monarchy	μοναρχία
monastery	μοναστήρι
monastic	μοναστικός
monetary	νομισματικός
money	χρήματα
mongoloid	mongoloid
mongoose	μαγκούστα
mongrel	μιγάς
monitor	οθόνη
monk	καλόγερος
monkey	Πίθηκος
mono	NO TRANSLATION
monochrome	μονόχρωμος
monogamous	μονογαμικό
monogamy	μονογαμία
monogram	μονόγραμμα
monogrammed	μονόγραμμα
monograph	μονογραφία
monolayer	μονοστιβάδα
monolith	μονόλιθος
monologue	μονόλογος
monopolist	μονοπωλιστής
monopoly	μονοπώλιο
monotonous	μονότονος
monotony	μονοτονία
monoxide	μονοξείδιο
monsieur	κύριος
monsoon	μουσώνας
monster	Τέρας
monstrosity	τερατούργημα
monstrous	τερατώδης
montage	μοντάζ
monte	monte
month	μήνας
monthly	μηνιαίος
monument	μνημείο
monumental	μνημειώδης
moo	μουγκανιτό
mooch	αποκτώ χωρίς πληρωμή
mood	διάθεση
moods	αθυμία
moody	κακόκεφος
moon	φεγγάρι
moonbeam	ακτή σελήνης
moonlight	σεληνόφωτο
moonlit	σεληνοφώτιστος
moonshine	λαθραίο ποτό
moonstruck	αλαφροΐσκιωτος
moonwalk	moonwalk
moor	αράζω
moored	αγκυροβολημένο
mooring	προσόρμιση
moorings	πείσματα
moorland	Μουρλαντ
moose	αμερικάνικη έλαφος
moot	συζητήσιμος
mooted	αιτήματα
mop	σφουγγαρίστρα
mope	μελαγχολώ
moped	μοτοποδήλατο
moral	ηθικός
morale	ηθικό
morality	ηθική
morals	ήθη
morass	έλος
moratorium	δικαιοστάσιο
moray	είδος θαλάσσιου ψαριού
morbid	νοσηρός
morbidity	νοσηρότητα
morbidness	νοσηρότητα
mores	ήθη
morgue	νεκροτομείο
moribund	ετοιμοθάνατος
morn	αυγή
morning	πρωί
moron	βλάκας
moronic	βλακώδης
morose	σκυθρωπός
morph	morph
morphine	μορφίνη
morphism	μορφισμός
morphology	μορφολογία
morrow	αύριο
morsel	κομματάκι
mortal	θνητός
mortality	θνησιμότητα
mortar	γουδί
mortgage	στεγαστικών δανείων
mortgagee	ενυπόθηκος δανειστής
mortgagor	υποθηκευτής
mortician	νεκροθάπτης
mortification	ταπείνωση
mortified	θανατηφόρα
mortuary	νεκροτομείο
mosaic	μωσαϊκό
mosey	mosey
mosque	τζαμί
mosquito	κουνούπι
moss	βρύο
mossy	βρυώδης
mote	NO TRANSLATION
motel	μοτέλ
moth	σκώρος
mother	μητέρα
motherfucker	μητέρα
motherfucking	μητέρα
motherhood	μητρότητα
motherland	Πατρίδα
motherless	ορφανός μητρός
motherly	μητρικός
motif	μοτίβο
motion	κίνηση
motionless	ακίνητος
motivate	θέτω στην κίνησιν
motivating	κίνητρο
motivation	κίνητρο
motivational	κινητήρια δύναμη
motive	κίνητρο
motley	ποικιλόχρους
motor	μοτέρ
motorbike	μοτοσικλέτα
motorboat	μηχανοκίνητο σκάφος
motorcade	παράλαση αυτοκινήτων
motorcar	αυτοκίνητο
motorcycle	μοτοσυκλέτα
motorist	αυτοκινητιστής
motte	motte
mottled	διάστικτος
motto	ρητό
mould	μούχλα
mound	ανάχωμα
mount	βουνό
mountain	βουνό
mountaineer	ορειβάτης
mountainous	ορεινός
mountains	βουνά
mountaintop	κορυφή βουνού
mourn	θρηνώ
mournful	λυπηρός
mourning	πένθος
mouse	ποντίκι
mousetrap	ποντικοπαγίδα
mousse	μους
moustache	μουστάκι
mousy	ποντικοειδής
mouth	στόμα
mouthful	μπουκιά
mouthpiece	στόμιο
mouthwash	στοματικό διάλυμα
movable	κινητός
move	κίνηση
movement	κίνηση
mover	υποκινητής
movie	ταινία
movies	κινηματογράφος
moving	κίνηση
movingforward	NO TRANSLATION
movingon	προχωράω
mow	θερίζω
mower	ΜΗΧΑΝΗ ΚΟΥΡΕΜΑΤΟΣ
moxie	moxie
mozzarella	Μοτσαρέλα
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	βόρβορος
mucked	σπασμένα
mucous	βλεννώδης
mucus	φλέγμα
mud	λάσπη
muddle	συγχύζομαι
muddled	μπερδεμένα
muddy	λασπωμένος
muff	μανσόν
muffin	τηγανίτα
muffled	σίγαρε
muffler	κασκόλ
mug	κούπα
mugger	κακοποιός
mulberry	μούρο
mulch	σάπια φύλλα
mule	μουλάρι
mull	συλλογίζομαι
mullet	κέφαλος
multilateral	πολύπλευρος
multimedia	multimedia
multinational	πολυεθνικός
multiple	πολλαπλούς
multiple sclerosis	πολλαπλή σκλήρυνση
multiplex	πολλαπλός
multiplication	πολλαπλασιασμός
multiplicity	πολλαπλότητα
multiplied	πολλαπλασιασμένο
multiplier	πολλαπλασιαστής
multiply	πολλαπλασιάζω
multitude	πλήθος
mum	μαμά
mumble	ψέλλισμα
mumbo	mumbo
mummy	μούμια
mumps	παρωτίτιδα
munch	τραγανίζω
munchies	Μουντς
munchkin	munchkin
mundane	τετριμμένο
municipal	δημοτικός
municipality	δήμος
mural	τοιχογραφία
murder	δολοφονία
murderer	δολοφόνος
murderess	φόνισσα
murderous	φονικό
murky	σκοτεινός
murmur	μουρμούρισμα
muscle	μυς
muscular	μυώδης
muse	μούσα
muses	μούσες
museum	μουσείο
mush	NO TRANSLATION
mushroom	μανιτάρι
mushy	ευαίσθητος
music	ΜΟΥΣΙΚΗ
musical	μιούζικαλ
musician	μουσικός
musing	ονειροπόλος
musk	μόσχος
musket	μουσκέτο
musketeer	μουσκετοφόρος
muskrat	μοσχοπόντικος
muslin	μουσελίνα
muss	NO TRANSLATION
must	πρέπει
mustang	άγριος ίππος της Αμερικής
mustard	μουστάρδα
muster	μαζεύω
musty	μπαγιάτικος
mutable	ευμετάβλητος
mutant	μεταλλαγμένος
mutate	αλλάσσω
mutation	μετάλλαξη
mute	βουβός
muted	σίγαση
mutilate	κουτσουρεύω
mutilated	ακρωτηριασμένο
mutilation	ακρωτηριασμός
mutiny	ανταρσία
mutt	γκαφατζής
mutter	NO TRANSLATION
mutton	αρνίσιο κρέας
mutual	αμοιβαίος
mutually	αμοιβαίως
muzzle	ρύγχος
myfavorite	το αγαπημένο μου
myopia	μυωπία
myopic	μυωπικός
myriad	μυριάδα
mysterious	μυστηριώδης
mystery	μυστήριο
mystic	μυστικιστής
mystical	μυστηριώδης
mysticism	μυστικισμός
mystified	μυστηριώδη
mystique	μαγεία
myth	μύθος
mythic	μυθικός
mythical	μυθικός
mythological	μυθολογικός
mythology	μυθολογία
nab	συλλαμβάνω
nacho	nacho
nada	NO TRANSLATION
nadir	ναδίρ
nag	NO TRANSLATION
nail	νύχι
nail gun	όπλο όπλο
naive	αφελής
naked	γυμνός
nakedness	γύμνια
namaste	NO TRANSLATION
name	όνομα
named	όνομα
nameless	ανώνυμος
namesake	συνώνυμος
naming	ονομασία
nana	nana
nanny	νταντά
nanometer	νανομέτρου
nap	υπνάκο
napalm	ναπάλμ
nape	αυχένας
napkin	χαρτοπετσέτα
napping	napping
nappy	χνουδωτός
narcissism	ναρκισσισμός
narcissist	ναρκισσιστός
narcissistic	ναρκισσιστική
narcotic	ναρκωτικό
narrate	διηγούμαι
narration	αφήγηση
narrative	αφήγημα
narrator	αφηγητής
narrow	στενός
narrowing	στένωση
nasal	ρινικός
nascent	γεννημένος
nasty	δυσάρεστος
natal	γενέθλιος
nation	έθνος
national	εθνικός
nationality	ιθαγένεια
nationwide	σε όλη την επικράτεια
native	ντόπιος
nativity	γέννηση
natural	φυσικός
natural gas	φυσικό αέριο
naturalist	φυσιοδίφης
naturalization	πολιτογράφηση
naturalized	πολιτογραφήθηκε
naturally	Φυσικά
nature	φύση
naught	μηδέν
naughty	άτακτος
nausea	ναυτία
nauseate	αναγουλιάζω
nauseating	ναυτία
nauseous	αηδιαστικός
nautical	ναυτικός
nautilus	ναυτίλος
naval	ναυτικός
nave	κύριος ναός
navel	ομφαλός
navigable	πλωτός
navigate	κυβερνώ
navigation	πλοήγηση
navigational	ναυτιλιακός
navigator	πλοηγός
navy	ΠΟΛΕΜΙΚΟ ΝΑΥΤΙΚΟ
nay	NO TRANSLATION
nearsighted	μύωπικός
neat	καθαρός
neatly	νοικοκυρεμένα
nebula	νεφέλωμα
nebulae	νεφελώματα
nebulous	νεφελώδης
necessarily	αναγκαίως
necessary	ΑΠΑΡΑΙΤΗΤΗ
necessitate	καθιστώ αναγκαίο
necessities	αναγκών
necessity	ανάγκη
neck	λαιμός
necklace	κολιέ
necktie	γραβάτα
necromancer	νεκρομάντις
necrosis	νέκρωση
nectar	νέκταρ
need	χρειάζομαι
needalife	NO TRANSLATION
needed	απαιτείται
needful	ενδεής
needit	NO TRANSLATION
needle	βελόνα
needlepoint	σημείο βελόνας
needles	βελόνες
needless	περιττός
needtoknow	πρέπει να ξέρω
needtorelax	NO TRANSLATION
needy	ενδεής
nefarious	άνομος
negation	άρνηση
negative	αρνητικός
negativity	αρνητικότητα
neglect	παραμέληση
neglected	αφρόντιστος
neglecting	παραμέληση
negligee	νεγκλιζέ
negligence	αμέλεια
negligent	αμελής
negligently	NO TRANSLATION
negligible	αμελητέος
negotiable	διαπραγματεύσιμος
negotiate	διαπραγματεύομαι
negotiation	διαπραγμάτευση
negotiator	διαπραγματευτής
negro	Νέγρος
neigh	χλιμίντρισμα
neighbor	γείτονας
neighborhood	γειτονιά
neighboring	γειτονικός
nemesis	θεια δικη
neon	νέο
neonatal	νεογνική
neophyte	νεοφώτιστος
neoprene	νεοπρένιο
nephew	ανιψιός
nepotism	νεποτισμός
nerd	φυτό
nerdy	nerdy
nerve	νεύρο
nerves	νεύρα
nervous	νευρικός
nervousness	νευρικότητα
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	φωλιά
nestle	φωλιάζω
nestling	πουλάκι
net	καθαρά
nether	κάτω
netting	δικτύωμα
nettle	τσουκνίδα
network	δίκτυο
networking	δικτύωσης
neural	νευρικός
neuralgia	νευραλγία
neurological	νευρολογικός
neurologist	νευρολόγος
neurology	νευρολογία
neurosis	νεύρωση
neurosurgeon	νευροχειρουργός
neurosurgery	νευροχειρουργική
neurotic	νευρωτικός
neuter	ουδέτερος
neutral	ουδέτερος
neutrality	ουδετερότητα
neutralize	εξουδετερώνω
neutron	νετρόνιο
new	νέος
new age	νέα εποχή
newbeginnings	NO TRANSLATION
newborn	νεογέννητος
newcomer	νεοφερμένος
newday	νέα ημέρα
newfound	newfound
newjob	NO TRANSLATION
newlife	νέα ζωή
newly	πρόσφατα
newlywed	νωρίς
newme	νέος εγώ
newness	φρεσκάδα
news	Νέα
newscast	δελτίο ειδήσεων
newscaster	ρεπόρτερ
newsflash	newsflash
newsletter	ενημερωτικό δελτίο
newsman	ειδησεογράφος
newspaper	εφημερίδα
newspaperman	εφημερίδα
newsreel	επίκαιρα
newsroom	γραφείο συντάξεως εφημερίδας
newsstand	περίπτερο εφημερίδων
newstart	ΝΕΟ ΞΕΚΙΝΗΜΑ
newt	σαλαμάνδρα
newyear	NO TRANSLATION
nexus	πλέγμα
nib	μύτη
nibble	ροκανίζω
nice	όμορφη
niche	κόγχη
nichts	NO TRANSLATION
nick	Νίκος
nickel	νικέλιο
nickname	παρατσούκλι
nicotine	νικοτίνη
niece	ανηψιά
nifty	φίνος
nigger	αράπης
nigh	σχεδόν
night	Νύχτα
nightcap	νυχτικός σκούφος
nightclub	νυχτερινό κέντρο
nightfall	σούρουπο
nightgown	νυχτικιά
nightie	nightie
nightingale	αηδόνι
nightlife	νυχτερινή ζωή
nightly	κάθε βράδυ
nightmare	εφιάλτης
nightmares	εφιάλτες
nightstand	κομοδίνο
nightstick	νύχτα
nighttime	νύχτα
nihilism	μηδενισμός
nil	μηδέν
nimble	ευκίνητος
nimrod	nimrod
nincompoop	κουτορνίθι
nine	εννέα
nineteen	δεκαεννέα
ninety	ενενήντα
ninja	ninja
ninny	χαζός
nintendo	nintendo
ninth	ένατος
nip	τσιμπώ
nipper	πιτσιρίκος
nipple	θηλή
nippy	δηκτικός
nitrate	νιτρικό άλας
nitro	νίτρο
nitrogen	άζωτο
nitrous	νιτρώδης
nitwit	ανόητος
nix	νεράιδα
no anticipation	χωρίς πρόβλεψη
no disgust	καμία απογοήτευση
no emotion	κανένα συναίσθημα
no sentiment	κανένα συναίσθημα
no surprise	χωρίς έκπληξη
no trust	χωρίς εμπιστοσύνη
nobility	αρχοντιά
noble	ευγενής
nobleman	ευγενής
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	νυκτερινός
nod	νεύμα
nodding	νεύση
node	κόμβος
nodular	κομβώδης
nodule	μικρός κόμβος
noggin	noggin
nohope	NO TRANSLATION
noir	noir
noise	θόρυβος
noisy	θορυβώδης
nomad	νομάς
nomadic	νομαδικός
nomenclature	ονοματολογία
nominal	ονομαστικός
nominate	προτείνω
nomination	υποψηφιότητα
nominee	υποψήφιος
nonce	nonce
nonchalant	αδιάφορος
noncompliance	μη συμμόρφωση
nondescript	αχαρακτήριστος
nonexistent	ανύπαρκτος
nonfat	μη λιπαρά
nonfiction	πεζός λόγος
nonpayment	μη πληρωμή
nonresident	μη κάτοικος
nonsense	ανοησίες
nonsensical	ανόητος
nonviolent	μη βίαιο
noob	αρχάριος
noodle	μανέστρα
nook	γωνιά
noon	μεσημέρι
noose	θηλιά
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	κανόνας
normal	κανονικός
normalcy	κανονικότητα
normality	κανονικότητα
north	Βόρειος
northbound	βόρεια
northeast	Βορειοανατολικός
northern	βόρειος
northwest	βορειοδυτικά
northwestern	βορειοδυτικός
noschool	NO TRANSLATION
nose	μύτη
nosebleed	ρινορραγία
nosey	περίεργος
nosnow	καθόλου χιόνι
nostalgia	νοσταλγία
nostalgic	νοσταλγικός
nostress	NO TRANSLATION
nostril	ρουθούνι
nosun	NO TRANSLATION
nosy	περίεργος
not negative	όχι αρνητική
not positive	όχι θετική
notable	αξιοσημείωτος
notables	αξιωματούχοι
notably	ιδιαίτερα
notamorningperson	NO TRANSLATION
notary	συμβολαιογράφος
notation	σημειογραφία
notch	εγκοπή
notched	οδοντωτός
note	Σημείωση
notebook	σημειωματάριο
noted	διάσημος
noteworthy	αξιοσημείωτος
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	ανυπαρξία
notice	ειδοποίηση
noticeable	αξιοπρόσεχτος
notification	Γνωστοποίηση
notify	κοινοποιώ
notion	έννοια
notional	θεωρητικός
notoriety	κακή φήμη
notorious	διαβόητος
notready	δεν είναι ήδη
notwithstanding	παρά
nought	μηδέν
noun	ουσιαστικό
nourish	τρέφω
nourishment	θρέψη
nouveau	NO TRANSLATION
novel	μυθιστόρημα
novelist	μυθιστοριογράφος
novelty	καινοτομία
novice	αρχάριος
nowadays	στην εποχή μας
nowork	καμία εργασία
noworries	μην ανησυχείς
noxious	επιβλαβής
nozzle	στόμιο
nuance	απόχρωση
nuances	αποχρώσεις
nuclear	πυρηνικός
nucleus	πυρήνας
nude	γυμνός
nudge	σκουντώ
nudie	nudie
nudist	γυμνιστής
nudity	γυμνότητα
nugget	όγκος χρυσού
nuisance	ενόχληση
nuke	nuke
nul	NO TRANSLATION
null	μηδενικό
nullify	ακυρώ
numb	μουδιασμένος
number	αριθμός
numbering	αρίθμηση
numbers	αριθμούς
numbness	μούδιασμα
numbskull	numbskull
numeral	αριθμός
numerator	αριθμητής
numerical	αριθμητικός
numerically	αριθμητικά
numerous	πολυάριθμος
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	γυναικείο μοναστήρι
nuptials	γάμος
nurse	νοσοκόμα
nursemaid	νταντά
nursery	φυτώριο
nursing	θηλασμός
nurture	ανατροφή
nut	ΞΗΡΟΣ ΚΑΡΠΟΣ
nutcase	nutcase
nutcracker	καρυοθραύστης
nuthouse	καρυδιού
nutmeg	μοσχοκάρυδο
nutrition	θρέψη
nutritional	θρεπτικός
nutritious	θρεπτικός
nutritive	θρεπτικός
nuts	ΞΗΡΟΙ ΚΑΡΠΟΙ
nutshell	τσόφλι καρυδιού
nutty	παλαβός
nylon	νάιλον
nylong	NO TRANSLATION
nylons	νάυλον
nymph	νύμφη
nymphomaniac	νυμφομανής
oaf	βλάκας
oak	δρυς
oar	κουπί
oasis	όαση
oat	βρώμη
oath	όρκος
oatmeal	πλιγούρι βρώμης
obedience	υπακοή
obedient	υπάκουος
obediently	υπάκουα
obelisk	οβελίσκος
obese	παχύσαρκος
obesity	ευσαρκία
obey	υπακούω
obi	μαγεία
obit	obit
obituary	νεκρολογία
object	αντικείμενο
objection	ένσταση
objectionable	απαράδεκτος
objective	σκοπός
objectivity	αντικειμενικότητα
obligation	υποχρέωση
obligatory	υποχρεωτικός
oblige	υποχρεώνω
obliged	υποχρεωμένος
obliging	περιποιητικός
obligor	οφειλέτη
oblique	λοξός
obliterate	σβήνω
obliterated	καταστραφεί
obliteration	εξάλειψη
oblivion	λήθη
oblivious	επιλήσμων
oblong	επιμήκης
obnoxious	απεχθής
oboe	όμποε
obscene	άσεμνος
obscenity	αισχρότητα
obscure	σκοτεινός
obscured	σκοτεινό
obscurity	αφάνεια
observance	τήρηση
observant	παρατηρητικός
observation	παρατήρηση
observatory	αστεροσκοπείο
observe	παρατηρώ
observer	παρατηρητής
observing	παρατηρητικός
obsess	βασανίζω
obsessed	έμμονως
obsessing	εμμονή
obsession	έμμονη ιδέα
obsessive	βασανιστικός
obsolescence	απαρχαίωση
obsolete	απαρχαιωμένος
obstacle	εμπόδιο
obstetrician	μαιευτήρας
obstetrics	μαιευτική
obstinate	πεισματάρης
obstruct	κωλυσιεργώ
obstruction	παρεμπόδιση
obstructive	κωλυσιεργικός
obtain	αποκτώ
obtainable	εφικτός
obtuse	κουτός
obverse	όψη
obvious	φανερός
ocarina	οκαρίνα
occasion	ευκαιρία
occasional	τυχαίος
occasionally	ενίοτε
occipital	ινιακός
occlusion	έμφραξη
occult	μυστηριώδης
occupancy	πληρότητας
occupant	κάτοχος
occupation	κατοχή
occupational	επαγγελματικός
occupied	κατειλημμένος
occupier	κάτοχος
occupy	ασχολούμαι
occupying	καταλαμβάνουν
occur	συμβούν
occurrence	περιστατικό
ocd	ocd
ocean	ωκεανός
oceanic	ωκεάνιος
octagon	οκτάγωνο
octave	οκτάβα
octopus	χταπόδι
ocular	οφθαλμικός
odd	Περιττός
oddball	αστείο
oddity	μοναδικότητα
odds	πιθανότητα
ode	ωδή
odious	απεχθής
odometer	οδόμετρο
odor	οσμή
odyssey	Οδύσσεια
oedipal	oedipal
oestrogen	οιστρογόνο
oeuvre	NO TRANSLATION
offal	εντόσθια
offence	αδίκημα
offend	προσβάλλω
offended	προσβληθεί
offender	παραβάτης
offense	αδίκημα
offensive	προσβλητικός
offer	προσφορά
offered	προσφέρονται
offering	προσφορά
offhand	αυτοσχέδιος
office	γραφείο
officer	αξιωματικός
offices	γραφεία
official	επίσημος
officiate	ιερουργώ
offing	πέλαγος
offload	εκφόρτωση
offset	αντισταθμίζεται
offshoot	παρακλάδι
offshore	κοντά στη στεριά
offside	οφσάιντ
offspring	απόγονος
oft	συχνά
oftentimes	πολλάκις
ogre	δράκοντας
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	Ωχ όχι
ohshit	NO TRANSLATION
oil	λάδι
oils	ελαιογραφίες
oily	ελαιώδης
oink	oink
ointment	αλοιφή
okra	μπάμια
old	παλαιός
olden	αρχαίος
older	Παλαιότερα
oldie	oldie
oldies	oldies
olfactory	οσφρητικός
oligarchy	ολιγαρχία
olive	ελιά
omega	ωμέγα
omelet	ομελέτα
omen	οιωνός
omgomgomg	NO TRANSLATION
ominous	δυσοίωνος
omission	παράλειψη
omit	παραλείπω
omitted	παραλείφθηκε
omnibus	λεωφορείο
omnipotence	παντοδυναμία
omnipotent	παντοδύναμος
omnipresent	πανταχού παρών
omniscient	παντογνόστης
onboard	επί του σκάφους
oncologist	ογκολόγος
oncology	ογκολογία
oncoming	πλησιάζων
one	ένας
oneday	NO TRANSLATION
onedge	onedge
onelove	μια αγάπη
oneness	την ενότητα
onerous	βαρύς
oneself	εαυτός
ongoing	σε εξέλιξη
onion	κρεμμύδι
onset	επίθεση
onslaught	επίθεση
onstage	στη σκηνή
ontology	οντολογία
onus	βάρος
onward	προς τα εμπρός
onyx	όνυχας
oodles	oodles
oomph	oomph
ooze	λάσπη
oozing	βγαίνει
op	op
opacity	αδιαφάνεια
opal	οπάλιο
opaque	αδιαφανής
ope	ope
open	Άνοιξε
opener	ανοιχτήρι
opening	άνοιγμα
openly	φανερά
openness	ειλικρίνεια
opera	ΛΥΡΙΚΗ ΣΚΗΝΗ
operate	λειτουργεί
operatic	μελοδραματικός
operation	λειτουργία
operational	επιχειρήσεων
operations	λειτουργίες
operative	ενεργός
operator	χειριστής
ophthalmic	οφθαλμικός
ophthalmologist	οφθαλμολόγος
opiate	ναρκωτικός
opinion	γνώμη
opinionated	δογματικός
opium	όπιο
opponent	αντίπαλος
opportune	επίκαιρος
opportunism	καιροσκοπία
opportunity	ευκαιρία
oppose	εναντιώνομαι
opposed	αντίθετος
opposing	αντίθετα
opposite	απεναντι απο
opposites	αντίθετα
opposition	αντιπολίτευση
oppress	καταπιέζω
oppressed	καταπιεσμένο
oppression	καταπίεση
oppressive	καταθλιπτικός
oppressor	καταπιεστής
ops	ops
opt	επιλέγω
optic	οπτικός
optical	οπτικός
optics	οπτική
optimism	αισιοδοξία
optimist	αισιόδοξος
optimistic	αισιόδοξος
optimum	βέλτιστος
option	επιλογή
optional	προαιρετικός
optionally	προαιρετικά
options	επιλογές
optometrist	οφθαλμομετρής
opulence	χλιδή
opulent	πλούσιος
opus	έργο
oracle	μαντείο
oral	από το στόμα
orange	πορτοκάλι
orange juice	χυμός πορτοκάλι
orangutan	οραγγουτάγγος
oration	λόγος
orator	ρήτορας
oratory	ρητορική
orb	σφαίρα
orbit	τροχιά
orbital	τροχιάς
orbiting	σε τροχιά
orbs	σφαίρες
orc	orc
orchard	δενδρόκηπος
orchestra	ορχήστρα
orchid	ορχιδέα
ordained	χειροτονήθηκε
ordeal	δοκιμασία
order	Σειρά
orderly	τακτικός
ordinance	διάταξη
ordinary	συνήθης
ordination	χειροτονία
ordnance	πυροβολικό
ore	μετάλλευμα
oregano	ρίγανη
organ	όργανο
organic	οργανικός
organism	οργανισμός
organist	οργανοπαίκτης
organization	οργάνωση
organize	οργανώνω
organized	διοργάνωσε
organizer	διοργανωτής
orgasm	οργασμός
orgies	οργίες
orgy	όργιο
orient	Ανατολή
oriental	ανατολικός
orientation	προσανατολισμός
orifice	στόμιο
origami	origami
origin	προέλευση
original	πρωτότυπο
originality	πρωτοτυπία
originate	καταγομαι απο
origination	προέλευση
originator	δημιουργός
ornament	στολίδι
ornamental	διακοσμητικός
ornamentation	διακόσμηση
ornamented	διακοσμημένα
ornate	στολισμένος
ornery	πεισματάρης
orphan	ορφανό
orphanage	ορφανοτροφείο
orphaned	ορφανά
orthodontist	ορθοδοντίατρος
orthodox	ορθόδοξος
orthodoxy	ορθοδοξία
orthogonal	ορθογώνιο
orthopedic	ορθοπεδικός
oscillate	ταλαντεύω
oscillating	ταλάντωση
oscillation	ταλάντωση
oscillatory	ταλαντευτικός
ostensible	δήθεν
ostensibly	φαινομενικά
ostentatious	επιδεικτικός
ostracized	αποστειρωμένο
ostrich	στρουθοκάμηλος
other	άλλα
otter	βίδρα
otto	όθων
ottoman	ντιβανοκασέλα
ought	πρέπει
ounce	ουγκιά
oust	εκβάλλω
outage	διακοπή λειτουργίας
outback	outback
outbid	υπερθεματίζω
outboard	εξωλέμβιος
