Word	uk
lowlife	низький рівень життя
lowly	низько
lox	Локс
loyal	лояльний
loyalty	лояльність
lsd	лсд
luau	Луау
lube	мастило
lubricant	мастило
lubricate	змащувати
lubrication	змащення
lucid	яскравий
luck	удача
luckiest	найуспішніший
lucky	вдалий
luckygirl	щасливиця
lucrative	прибутковий
ludicrous	безглуздо
lug	тягти
luggage	багаж
lukewarm	теплий
lull	затишшя
lullaby	колискова
lumbar	поперековий
lumber	пиломатеріали
lumbering	лесбійний
lumberjack	лісоруб
luminescent	люмінесцентний
luminous	світлий
lump	одноразовий
lumpy	кусковий
lunacy	лукавство
lunar	місячний
lunatic	божевільна
lunch	обід
lunchbox	обідній ящик
luncheon	обід
lunchtime	обідній час
lung	легеня
lunge	ведмедя
lungs	легені
lurch	ерх
lure	заманювати
lurid	крихітний
lurk	ховатися
lurking	ховається
luscious	соковитий
lush	пишний
lust	пожадливість
luster	блиск
lustful	пожадливий
lustrous	блискучий
lusty	похмурий
lute	лютня
luxuriant	пишний
luxurious	розкішний
luxury	розкіш
lycra	лайкра
lye	ледь
lying	лежачий
lymph	лімфа
lymphatic	лімфатичний
lymphoma	лімфома
lynch	лінч
lynching	лінчінг
lynx	рись
lyre	ліра
lyric	лірика
lyrical	ліричний
lyrics	тексти пісень
macadamia	макадамія
macarena	макарена
macaroni	макарони
mace	булава
mach	Маха
machete	мачете
machine	машина
machinery	машини
machinist	машиніст
macho	мачо
mackerel	скумбрія
macro	макрос
mad	божевільний
madam	мадам
madame	мадам
madden	madden
madder	божевільний
mademoiselle	NO TRANSLATION
mademyday	зробив мій день
madhouse	божевільний будинок
madman	божевільний
madness	божевілля
maestro	маестро
mafia	мафія
magazine	журнал
mage	маг
magenta	пурпурний
maggot	чарівник
magic	магія
magical	чарівний
magician	маг
magistrate	магістрат
magma	магма
magna	магна
magnate	магнат
magnesium	магній
magnet	магніт
magnetic	магнітний
magnetism	магнетизм
magnetite	магнетит
magnification	збільшення
magnificence	пишність
magnificent	чудовий
magnifier	лупа
magnify	збільшити
magnifying	збільшувальний
magnitude	величина
magnolia	магнолія
magpie	сорока
mahi mahi	NO TRANSLATION
mahjong	маджонг
mahogany	червоне дерево
maid	покоївка
maiden	дівчина
mail	пошта
mailbox	поштова скринька
mailing	розсилка
mailman	mailman
maim	NO TRANSLATION
main	основний
mainframe	мейнфрейм
mainland	материк
mainstay	основу
mainstream	основна течія
maintain	підтримувати
maintenance	технічне обслуговування
majestic	величний
majesty	величність
major	мажор
majority	більшість
make	зробити
makeover	макіяж
maker	виробник
makeshift	тимчасовий
makesmehappy	NO TRANSLATION
makesmemad	робить
makeup	макіяж
makingdisciples	NO TRANSLATION
malady	хвороба
malaise	нездужання
malaria	малярія
malarkey	malarkey
male	чоловік
malevolent	зловмисний
malfeasance	злочинство
malformation	мальформація
malfunction	несправність
malice	NO TRANSLATION
malicious	шкідливий
malign	злобний
malignancy	злоякісні новоутворення
malignant	злоякісний
maligned	злобний
mall	торговий центр
malleable	ковкий
mallet	молоток
malnutrition	недоїдання
malpractice	зловживання службовим становищем
malt	солод
mama	мама
mambo	мамбо
mamma	NO TRANSLATION
mammal	ссавця
mammoth	мамонта
mammy	NO TRANSLATION
man	людина
manage	управляти
manageable	керований
management	управління
manager	менеджер
managerial	управлінський
mandamus	мандамус
mandarin	мандарин
mandate	мандат
mandatory	обов'язковий
mandible	нижня частина тіла
mandolin	мандолін
mandrel	оправка
mane	NO TRANSLATION
maneuver	маневр
maneuvering	маневрування
mange	NO TRANSLATION
manger	ясенець
mangle	NO TRANSLATION
mango	манго
mangosteen	мангостан
mangy	лютий
manhole	люк
manhood	мужність
manhunt	людина
mania	манія
maniac	маніяк
maniacal	маніакальний
manic	маніакально
manicure	манікюр
manicurist	манікюрниця
manifest	маніфест
manifestation	прояв
manifested	проявляється
manifestly	явно
manifesto	маніфест
manifold	різноманіття
manipulate	маніпулювати
manipulation	маніпуляції
manipulative	маніпулятивний
mankind	людство
manly	чоловічий
manna	манна
manned	пілотований
mannequin	манекен
manner	манера
mannered	манірний
manners	манери
manor	садиба
manpower	робоча сила
mansion	особняк
mansions	особняки
manslaughter	вбивство
mantel	камінець
mantis	мантис
mantle	мантія
mantra	мантра
manual	керівництво
manufacture	виробництво
manufacturer	виробник
manufacturing	виробництво
manure	гній
manuscript	рукопис
map	карта
maple	клен
mar	Марс
marathon	марафон
marble	мармур
marbled	мармур
marbles	кульки
march	марш
mare	NO TRANSLATION
margarine	маргарин
margarita	Маргарита
margin	запас
marginal	маргінальний
mariachi	мариачі
marijuana	марихуана
marinara	маринара
marine	морський
mariner	моряк
marital	шлюбний
maritime	морський
mark	відзначити
marked	позначено
marker	маркер
market	ринок
marketable	товарний
marketing	маркетинг
marketplace	ринок
marks	знаки
marksman	стрільців
marksmanship	стрільба
marl	мергель
marmalade	Мармелад
maroon	бордовий
marooned	приземлився
marquee	смуга
marquis	маркіз
marred	зіпсував
marriage	шлюб
married	одружений
marrow	кістковий мозок
marry	одружитися
marsh	болото
marshal	маршал
marshmallow	зефір
mart	март
martial	бойовий
martingale	мартингал
martini	мартіні
martyr	мученик
martyrdom	мучеництво
marvel	дивуватися
marvellous	дивовижний
marvelous	дивовижний
marvelously	дивовижно
marzipan	NO TRANSLATION
mascara	туш для вій
mascot	талісман
masculine	чоловічий
masculinity	маскулінність
mash	пюре
mashed	пюре
mask	маска
masked	маскується
masks	маски
masochism	мазохізм
masochist	мазохіст
mason	каменець
masquerade	маскарад
mass	маса
massacre	різанина
massage	масаж
masses	маси
masseur	масажист
masseuse	масажистка
massive	масивний
mast	мачта
master	магістр
masterful	майстерно
mastermind	майстер
masterpiece	шедевр
mastery	майстерність
masturbate	мастурбувати
masturbation	мастурбація
mat	мата
matador	матадор
match	матч
matchbook	супровідник
matching	узгодження
matchmaker	сваха
mate	Мати
material	матеріал
materialism	матеріалізм
materialist	матеріаліст
materialistic	матеріалістичний
materiality	суттєвість
materialize	матеріалізується
materially	матеріально
materials	матеріали
materiel	матеріальна частина
maternal	материнська
maternity	материнство
math	математика
mathematical	математичний
mathematician	математик
mathematics	математика
matinee	ранок
mating	спарювання
matriculation	аспірантура
matrimony	подружжя
matrix	матриця
matron	матрон
matted	матове
matter	матерія
matting	матування
mattress	матрац
maturation	дозрівання
mature	зрілий
maturity	зрілість
maudlin	маудлін
mausoleum	мавзолей
mauve	марево
maverick	маврик
maxim	максимум
maximize	максимізувати
maximum	максимум
may	може
mayday	можедня
mayflower	mayflower
mayhem	хаос
mayonnaise	майонез
mayor	міський голова
maze	лабіринт
mead	меда
meadow	луг
meager	мізерний
meal	їжа
mean	означає
meander	меандр
meandering	звивистий
meanie	значить
meaning	сенс
meaningful	значущий
meaningless	безглуздо
meanness	підлості
means	засоби
meantime	тим часом
measles	кір
measurable	вимірюваний
measure	міра
measured	виміряний
measurement	вимірювання
measuring	вимірювання
measuring cup	мірна склянка
measuring tape	мірна стрічка
meat	м'ясо
meatball	м'ясорубка
meathead	м'ясний горіх
meatloaf	м'ясний рулет
mechanic	механік
mechanical	механічний
mechanics	механіка
mechanism	механізм
med	NO TRANSLATION
medal	медаль
medallion	медальйон
medallist	медаліст
meddle	втрутитися
meddling	втручання
media	ЗМІ
medial	медіальний
median	медіана
mediate	посередник
mediation	посередництво
mediator	посередник
medic	лікар
medical	медичний
medicate	лікувати
medication	ліки
medicinal	лікарський
medicine	медицина
medieval	середньовічний
mediocre	посередній
mediocrity	посередність
meditate	медитувати
meditating	медитуючи
meditation	медитація
meditative	медитативний
mediterranean	середземноморський
medium	середній
medley	меллі
meek	лагідний
meet	зустрітися
meeting	зустріч
mega	мега
meh	Мех
melancholic	меланхолік
melancholy	меланхолія
melee	ближнього бою
mellow	мягкий
melodious	мелодійний
melodrama	мелодрама
melodramatic	мелодраматичний
melody	мелодія
melon	диня
melt	танути
meltdown	падіння
melting	танення
member	член
membership	членство
membrane	мембрана
memento	пам'ять
memo	нагадування
memoir	мемуари
memorabilia	пам'ятники
memorable	пам'ятний
memorandum	меморандум
memorial	меморіал
memorials	пам'ятники
memories	спогади
memoriesiwontforget	NO TRANSLATION
memorize	запам'ятати
memory	пам'ять
menace	загроза
menacing	загрозливий
menagerie	звіринець
mend	поправляти
mending	заправка
menial	чоловічий
meningitis	менінгіт
meniscus	мениск
menopause	менопауза
menses	менструації
menstrual	менструація
mental	психічний
mentalhealth	NO TRANSLATION
mentality	менталітет
menthol	ментол
mention	згадати
mentor	наставник
menu	меню
meow	мяу
mercantile	меркантильний
mercenary	найманці
merchandise	товар
merchant	торговець
merciful	милостивий
merciless	нещадний
mercurial	ртутний
mercury	ртуть
mercy	милість
mere	просто
merengue	меренге
merge	злиття
merger	злиття
meridian	меридіана
meridional	меридіональний
meringue	мрію
merit	заслуга
meritorious	гідний
mermaid	русалка
merriment	веселощі
merry	веселий
merrychristmas	NO TRANSLATION
mesa	меза
mescaline	мескалін
mesh	сітка
meshes	сітки
mesmerized	зачарований
mess	безлад
message	повідомлення
messedup	NO TRANSLATION
messenger	посланник
messiah	месія
messy	брудний
metabolic	метаболічний
metabolism	обмін речовин
metal	метал
metallic	металевий
metallurgy	металургія
metamorphosis	метаморфоза
metaphor	метафора
metaphorical	метафоричний
metaphysical	метафізичний
metaphysics	метафізика
metastasis	метастази
meteor	метеор
meteoric	метеорний
meteorite	метеорит
meteorological	метеорологічний
meteorology	метеорологія
meter	метр
meth	мет
methadone	метадон
methane	метан
methanol	метанол
method	метод
methodical	методичний
methodology	методологія
meticulous	ретельний
metime	мені час
metric	метрика
metrical	метричний
metrology	метрологія
metropolis	мегаполіс
metropolitan	митрополит
mettle	метл
mew	мов
mezzanine	мезонін
mica	слюда
mick	Мікк
micro	мікро
microbe	мікроб
microbiology	мікробіологія
microchip	мікрочіп
microcosm	мікрокосм
microfilm	мікрофільм
microgram	мікрограм
micrometer	мікрометр
micron	мікрон
microphone	мікрофон
microscope	мікроскоп
microscopic	мікроскопічний
microscopically	мікроскопічно
microscopy	мікроскопія
microwave	мікрохвильова піч
mid	середина
midair	повітряний простір
midday	південь
middle	середній
middleman	посередник
middleweight	середня вага
midget	середній
midland	південь
midlife	середній житті
midline	середня лінія
midnight	опівночі
midshipman	місіонер
midst	середній
midsummer	сніжна літня
midterm	середній термін
midtown	центр міста
midway	на півдорозі
midwife	акушерка
midwifery	акушерство
mien	NO TRANSLATION
miffed	міфф
mighty	могутній
mignon	міньон
migraine	мігрень
migrate	мігрувати
migration	міграція
migratory	мігруюча
mike	мікрофон
mil	NO TRANSLATION
mild	м'який
mildew	плесень
mildness	м'якість
mile	миля
mileage	пробіг
milestone	віха
militant	бойовик
militants	бойовики
military	військовий
militia	міліція
milk	молоко
milkman	молочник
milkshake	молочний коктейль
milky	молочний
mill	млин
millennium	тисячоліття
milligram	міліграм
millimeter	міліметр
million	мільйон
millionaire	мільйонер
millionth	мільйонний
millstone	жорна
mime	мімей
mimic	міміка
mimicking	імітує
mimicry	міміка
mince	фарш
mincemeat	фарш
mind	розум
minded	розумний
mindful	пам'ятаю
mindfulness	уважність
mindless	безглуздо
mine	Шахта
minefield	мінне поле
miner	шахтар
mineral	мінерал
mineralogy	мінералогія
mingle	змішати
mingled	змішаний
mini	міні
miniature	мініатюра
minibus	мікроавтобус
minim	NO TRANSLATION
minimal	мінімальний
minimize	мінімізувати
minimized	мінімізовано
minimum	мінімум
mining	видобуток
minion	міньйон
minister	міністр
ministerial	міністерство
ministry	міністерство
minivan	мінівен
mink	норка
minnow	minnow
minor	неповнолітній
minority	меншість
minstrel	міністр
mint	м'ята
minty	Мінти
minuscule	мізерний
minute	хвилина
minutiae	мінуси
minx	мікс
mir	NO TRANSLATION
miracle	диво
miracles	чудеса
miraculous	чудодійний
mirage	міраж
mire	NO TRANSLATION
mirror	дзеркало
mirth	радість
misappropriation	незаконне привласнення
misbehave	погано поводься
misbehavior	неправильне поводження
miscalculation	прорахунки
miscarriage	викидень
miscellaneous	різне
miscellany	різноманітні
mischief	бідність
mischievous	Пустотливий
misconception	неправильне уявлення
misconduct	неправомірні дії
misdemeanor	проступок
misdirection	неправильне спрямування
miser	смуток
miserable	жалюгідний
miserably	жахливо
misery	страждання
misfire	забій
misfit	неправильно
misfortune	нещастя
misguided	NO TRANSLATION
mishap	невдача
misinformed	неправильно інформований
misinterpretation	неправильне тлумачення
mislead	вводити в оману
misleading	вводить в оману
misled	ввести в оману
mismanagement	неправильне управління
mismatch	невідповідність
mismatched	не відповідає
misnomer	неправильне ім'я
misplace	місці
misplaced	недоречно
misread	неправильно прочитаний
misrepresent	ігнорувати
misrepresentation	введення в оману
misrepresented	перекручений
miss	міс
missile	ракета
missiles	ракети
missing	відсутній
missingyou	NO TRANSLATION
mission	місія
missionary	місіонер
misspell	орфографічна помилка
misstatement	ігнорування
missy	місію
mist	туман
mistake	помилка
mistaken	помилково
mister	містер
mistletoe	омела
mistreated	погано поводиться
mistress	коханка
mistrial	містеріал
mistrust	недовіра
misty	туманний
misunderstand	неправильно зрозуміти
misunderstanding	непорозуміння
misunderstood	неправильно зрозуміти
misuse	неправильне використання
mite	кліща
miter	митра
mitigate	пом'якшити
mitigating	пом'якшення
mitigation	пом'якшення наслідків
mitt	mitt
mitten	NO TRANSLATION
mitzvah	міцвах
mix	змішати
mixed	змішаний
mixedemotions	змішані почуття
mixer	змішувач
mixture	суміш
mnemonic	мнемонічний
moan	стогнути
moat	ров
mob	моб
mobile	мобільний
mobility	мобільність
mobilization	мобілізація
mobilize	мобілізувати
mobster	гангстер
mocha	моча
mock	махнути
mocked	знущався над
mockery	знущання
mocking	глузування
mockingbird	глузування птиці
mod	мод
modal	модальний
modality	модальність
mode	режим
model	модель
modeler	модельєр
modeling	моделювання
modem	модем
moderate	помірний
moderate anticipation	помірне очікування
moderate disgust	помірне відраза
moderate negative	помірний негативний
moderate positive	поміркований позитивний
moderate surprise	помірний сюрприз
moderate trust	помірна довіра
moderately	помірно
moderating	модератор
moderation	модерація
moderator	модератор
modern	сучасний
modernism	модернізм
modest	скромний
modesty	скромність
modicum	модікум
modifiable	модифікований
modification	модифікація
modified	модифікований
modify	модифікувати
modulate	модулювати
modulation	модуляція
module	модуль
modulus	модуль
mogul	магнат
moiety	фрагмент
moist	вологий
moisture	вологість
moisturizer	зволожувач
molar	молярний
molasses	патока
mold	цвіль
molded	формований
molding	лиття
moldy	плеснева
mole	моль
molecular	молекулярна
molecule	молекула
molest	напасти
molestation	розбухання
molester	мольстер
molten	розплавлений
mom	мама
moment	момент
momentary	миттєвий
momentous	значний
momentum	імпульс
momma	мама
mommy	мамочка
monad	монада
monarch	монарх
monarchy	монархія
monastery	монастир
monastic	монастирський
monetary	грошовий
money	гроші
mongoloid	монголоїд
mongoose	мангуста
mongrel	чудовисько
monitor	монітор
monk	монах
monkey	мавпа
mono	NO TRANSLATION
monochrome	монохромний
monogamous	моногамний
monogamy	моногамія
monogram	монограма
monogrammed	монограмм
monograph	монографія
monolayer	одношаровий
monolith	моноліт
monologue	монолог
monopolist	монополіст
monopoly	монополія
monotonous	одноманітний
monotony	одноманітність
monoxide	монооксид
monsieur	мсьє
monsoon	мусон
monster	монстр
monstrosity	чудовиськость
monstrous	чудовисько
montage	монтаж
monte	Монте
month	місяць
monthly	щомісяця
monument	пам'ятник
monumental	монументальний
moo	мю
mooch	мохуч
mood	настрій
moods	настрої
moody	дурний
moon	місяць
moonbeam	місяць
moonlight	місячне світло
moonlit	місяць
moonshine	місячний
moonstruck	місячний струм
moonwalk	місячний прохід
moor	маврита
moored	пришвартований
mooring	причал
moorings	причали
moorland	маврита
moose	лося
moot	спірний
mooted	подумав
mop	швабр
mope	мопс
moped	мопед
moral	моральний
morale	моральний дух
morality	мораль
morals	моралі
morass	болото
moratorium	мораторій
moray	мурена
morbid	хворобливий
morbidity	захворюваність
morbidness	захворюваність
mores	нравиться
morgue	морг
moribund	вмирає
morn	ранок
morning	ранок
moron	виродок
moronic	похмурий
morose	мороза
morph	морф
morphine	морфін
morphism	морфізм
morphology	морфологія
morrow	завтра
morsel	шматочок
mortal	смертний
mortality	смертність
mortar	міномета
mortgage	іпотека
mortgagee	іпотекодержатель
mortgagor	іпотекодавець
mortician	смертниця
mortification	умертвіння
mortified	померлих
mortuary	морг
mosaic	мозаїка
mosey	морозний
mosque	мечеть
mosquito	комар
moss	мох
mossy	моховий
mote	NO TRANSLATION
motel	мотель
moth	моль
mother	мама
motherfucker	смуток
motherfucking	затінення
motherhood	материнство
motherland	Батьківщина
motherless	без матерів
motherly	материнський
motif	мотив
motion	рух
motionless	нерухомий
motivate	мотивувати
motivating	мотивація
motivation	мотивація
motivational	мотиваційний
motive	мотив
motley	пестрое
motor	мотор
motorbike	мотоцикл
motorboat	моторна човен
motorcade	корабель
motorcar	автомобіль
motorcycle	мотоцикл
motorist	автомобіліст
motte	motte
mottled	розп'ятий
motto	девіз
mould	цвіль
mound	курган
mount	монтувати
mountain	гора
mountaineer	альпініст
mountainous	гірський
mountains	гори
mountaintop	вершина гори
mourn	скорбити
mournful	скорботний
mourning	траур
mouse	миша
mousetrap	миш'яка
mousse	мус
moustache	вуса
mousy	мишей
mouth	рот
mouthful	ковток
mouthpiece	мундштук
mouthwash	полоскання рота
movable	рухливий
move	рухатися
movement	рух
mover	рухливий
movie	фільм
movies	фільми
moving	рухаючись
movingforward	NO TRANSLATION
movingon	жити далі
mow	косити
mower	косилка
moxie	моксі
mozzarella	моцарелла
mri	мрі
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	шуміти
mucked	вимазаний
mucous	слизова
mucus	слизу
mud	бруд
muddle	смуток
muddled	заплутаний
muddy	брудний
muff	муфта
muffin	кекси
muffled	приглушений
muffler	глушник
mug	кружка
mugger	грабіжник
mulberry	шовковиця
mulch	мульча
mule	мул
mull	посипати
mullet	кефаль
multilateral	багатосторонній
multimedia	мультимедіа
multinational	багатонаціональний
multiple	багаторазовий
multiple sclerosis	розсіяний склероз
multiplex	мультиплекс
multiplication	множення
multiplicity	множинність
multiplied	помножити
multiplier	мультиплікатор
multiply	помножити
multitude	безліч людей
mum	мама
mumble	мчать
mumbo	мамбо
mummy	мумія
mumps	паротит
munch	шум
munchies	мунчі
munchkin	манчкин
mundane	мирський
municipal	муніципальний
municipality	муніципалітет
mural	фреска
murder	вбивство
murderer	вбивця
murderess	вбивця
murderous	смертоносний
murky	темний
murmur	бурмотіти
muscle	м'язи
muscular	м'язовий
muse	муза
muses	муз
museum	музей
mush	NO TRANSLATION
mushroom	гриб
mushy	м'який
music	музика
musical	музичний
musician	музикант
musing	співаю
musk	мускус
musket	мушкет
musketeer	мушкетер
muskrat	Індкрат
muslin	Муслин
muss	NO TRANSLATION
must	повинен
mustang	мунданг
mustard	гірчиця
muster	збірка
musty	затхлий
mutable	змінний
mutant	мутант
mutate	мутувати
mutation	мутація
mute	німий
muted	приглушений
mutilate	калічить
mutilated	руйнується
mutilation	каліцтво
mutiny	заколот
mutt	mutt
mutter	NO TRANSLATION
mutton	баранина
mutual	взаємний
mutually	взаємно
muzzle	морда
myfavorite	мій улюблений
myopia	короткозорість
myopic	міопічний
myriad	безліч
mysterious	таємничий
mystery	таємниця
mystic	містик
mystical	містичний
mysticism	містика
mystified	містифікований
mystique	містика
myth	міф
mythic	міфічний
mythical	міфічний
mythological	міфологічний
mythology	міфологія
nab	Наб
nacho	Начо
nada	NO TRANSLATION
nadir	надир
nag	NO TRANSLATION
nail	цвях
nail gun	гвинтовий пістолет
naive	наївний
naked	голий
nakedness	нагота
namaste	NO TRANSLATION
name	ім'я
named	названий
nameless	безіменний
namesake	тезка
naming	найменування
nana	Нана
nanny	няня
nanometer	нанометр
nap	дрімота
napalm	напалм
nape	потилицю
napkin	серветка
napping	дрімати
nappy	рушник
narcissism	нарцисизм
narcissist	нарцисист
narcissistic	нарцисичний
narcotic	наркотичний
narrate	розповідати
narration	оповідання
narrative	розповідь
narrator	оповідач
narrow	вузький
narrowing	звуження
nasal	носовий
nascent	виникає
nasty	неприємний
natal	Натал
nation	нація
national	національний
nationality	національність
nationwide	загальнонаціональний
native	рідний
nativity	Різдво
natural	природний
natural gas	природний газ
naturalist	натураліст
naturalization	натуралізація
naturalized	натуралізований
naturally	природно
nature	природа
naught	нічого
naughty	неслухняний
nausea	нудота
nauseate	нудота
nauseating	нудота
nauseous	нудний
nautical	морський
nautilus	Наутилус
naval	військово-морський флот
nave	Неф
navel	пупок
navigable	судноплавний
navigate	переміщатися
navigation	навігація
navigational	навігаційні
navigator	навігатор
navy	флот
nay	NO TRANSLATION
nearsighted	короткозорість
neat	акуратний
neatly	акуратно
nebula	туманності
nebulae	туманності
nebulous	туманний
necessarily	обов'язково
necessary	необхідний
necessitate	необхідність
necessities	необхідність
necessity	необхідність
neck	шия
necklace	намисто
necktie	галстук
necromancer	некромант
necrosis	некроз
nectar	нектар
need	треба
needalife	NO TRANSLATION
needed	необхідний
needful	необхідний
needit	NO TRANSLATION
needle	голка
needlepoint	голка точка
needles	голки
needless	непотрібний
needtoknow	необхідно знати
needtorelax	NO TRANSLATION
needy	нужденний
nefarious	мерзенний
negation	заперечення
negative	негативний
negativity	негативність
neglect	нехтувати
neglected	знехтуваний
neglecting	нехтувати
negligee	неглига
negligence	недбалість
negligent	недбалість
negligently	NO TRANSLATION
negligible	незначний
negotiable	обговорюваний
negotiate	вести переговори
negotiation	переговори
negotiator	переговірник
negro	негр
neigh	сузір'я
neighbor	сусід
neighborhood	сусідство
neighboring	сусідній
nemesis	Немезида
neon	неонові
neonatal	неонатальний
neophyte	неофіт
neoprene	неопрен
nephew	племінник
nepotism	кумівство
nerd	ботанік
nerdy	нерозумний
nerve	нерв
nerves	нерви
nervous	нервовий
nervousness	нервозність
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	Несс
nest	гніздо
nestle	носити
nestling	пташеня
net	нетто
nether	далі
netting	сітка
nettle	кропива
network	мережа
networking	мережа
neural	нейронний
neuralgia	невралгія
neurological	неврологічний
neurologist	невропатолог
neurology	неврологія
neurosis	невроз
neurosurgeon	нейрохірург
neurosurgery	нейрохірургія
neurotic	невротичний
neuter	маленький
neutral	нейтральний
neutrality	нейтральність
neutralize	нейтралізувати
neutron	нейтрон
new	новий
new age	Нове століття
newbeginnings	NO TRANSLATION
newborn	новонароджений
newcomer	новачок
newday	новий день
newfound	нове знайдене
newjob	NO TRANSLATION
newlife	нове життя
newly	нещодавно
newlywed	новонароджений
newme	новинка
newness	новизна
news	новини
newscast	випуск новин
newscaster	журналіст
newsflash	екстрене повідомлення
newsletter	інформаційний бюлетень
newsman	журналіст
newspaper	газета
newspaperman	газетник
newsreel	кінохроніка
newsroom	новини
newsstand	газетний кіоск
newstart	newstart
newt	новинка
newyear	NO TRANSLATION
nexus	зв'язок
nib	ніг
nibble	тріпотіти
nice	приємно
niche	ніша
nichts	NO TRANSLATION
nick	Нік
nickel	нікель
nickname	псевдонім
nicotine	нікотин
niece	племінниця
nifty	відмінний
nigger	ніггер
nigh	близько
night	ніч
nightcap	нічний ковпак
nightclub	нічний клуб
nightfall	сонця
nightgown	нічна сорочка
nightie	ночувати
nightingale	соловей
nightlife	нічне життя
nightly	ніч
nightmare	кошмар
nightmares	кошмари
nightstand	тумбочка
nightstick	нічліжка
nighttime	ніч
nihilism	нігілізм
nil	нічия
nimble	спритний
nimrod	Nimrod
nincompoop	nincompoop
nine	дев'ять
nineteen	дев'ятнадцять
ninety	дев'яносто
ninja	ніндзя
ninny	пінні
nintendo	ніндендо
ninth	дев'ятий
nip	затискати
nipper	цвях
nipple	сосок
nippy	набряк
nitrate	нітрат
nitro	нітро
nitrogen	азот
nitrous	азот
nitwit	нітвіт
nix	нікс
no anticipation	немає очікування
no disgust	немає відразу
no emotion	ніяких емоцій
no sentiment	немає настроїв
no surprise	ні здивування
no trust	не довіряю
nobility	дворянство
noble	благородний
nobleman	дворянин
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	нічний
nod	кивнути
nodding	кивнув
node	вузол
nodular	вузловий
nodule	вузлик
noggin	ноггін
nohope	NO TRANSLATION
noir	нуар
noise	шум
noisy	галасливий
nomad	кочівник
nomadic	кочовий
nomenclature	номенклатура
nominal	номінальна
nominate	висунути
nomination	номінація
nominee	номінант
nonce	некуда
nonchalant	бездушний
noncompliance	невідповідність
nondescript	без тексту
nonexistent	не існує
nonfat	нежирний
nonfiction	науково-фантастичний
nonpayment	неплатежі
nonresident	не резидент
nonsense	нісенітниця
nonsensical	безглуздо
nonviolent	ненасильницький
noob	новачок
noodle	локшина
nook	ярмо
noon	полудень
noose	петля
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	норма
normal	нормальний
normalcy	нормальний стан
normality	нормальність
north	північ
northbound	на північ
northeast	на північний схід
northern	північний
northwest	північний захід
northwestern	північно-західний
noschool	NO TRANSLATION
nose	нос
nosebleed	носоглот
nosey	носовий
nosnow	nosnow
nostalgia	ностальгія
nostalgic	ностальгічний
nostress	NO TRANSLATION
nostril	ніздрі
nosun	NO TRANSLATION
nosy	носовий
not negative	не негативний
not positive	не позитивний
notable	помітний
notables	знаменитості
notably	особливо
notamorningperson	NO TRANSLATION
notary	нотаріус
notation	позначення
notch	нот
notched	зазубрені
note	Примітка
notebook	ноутбук
noted	зазначив
noteworthy	примітно
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	ніщо
notice	помітити
noticeable	помітний
notification	повідомлення
notify	повідомляти
notion	поняття
notional	умовний
notoriety	слава
notorious	горезвісний
notready	не готовий
notwithstanding	незважаючи на це
nought	нічого
noun	іменник
nourish	годувати
nourishment	харчування
nouveau	NO TRANSLATION
novel	Роман
novelist	романіст
novelty	новизна
novice	початківець
nowadays	сьогодні
nowork	Немає роботи
noworries	нідерри
noxious	шкідливий
nozzle	насадка
nuance	нюанс
nuances	нюанси
nuclear	ядерний
nucleus	ядро
nude	оголеною
nudge	нахилити
nudie	нуді
nudist	нудист
nudity	нагота
nugget	тигр
nuisance	неприємність
nuke	ядерне озброєння
nul	NO TRANSLATION
null	нуль
nullify	скасувати
numb	оніміння
number	номер
numbering	нумерація
numbers	номери
numbness	оніміння
numbskull	нудбікальний
numeral	цифра
numerator	чисельник
numerical	числовий
numerically	чисельно
numerous	багаточисельний
nun	NO TRANSLATION
nunchucks	нунчаки
nunnery	жіночий монастир
nuptials	весілля
nurse	медсестра
nursemaid	сестричка
nursery	розплідник
nursing	годувати
nurture	виховати
nut	гайка
nutcase	горішок
nutcracker	орешник
nuthouse	nuthouse
nutmeg	мускатний горіх
nutrition	харчування
nutritional	харчування
nutritious	поживний
nutritive	живильний
nuts	горіхи
nutshell	гайка
nutty	горіховий
nylon	нейлон
nylong	NO TRANSLATION
nylons	нейлони
nymph	німфа
nymphomaniac	німфоманіяк
oaf	ааф
oak	дуб
oar	весла
oasis	оазис
oat	овес
oath	присяга
oatmeal	вівсянка
obedience	слухняність
obedient	слухняний
obediently	слухняно
obelisk	обеліск
obese	ожиріння
obesity	ожиріння
obey	підкорятися
obi	обі
obit	Обіт
obituary	некролог
object	об'єкт
objection	заперечення
objectionable	небажаний
objective	об'єктивний
objectivity	об'єктивність
obligation	зобов'язання
obligatory	обов'язковий
oblige	зобов'язувати
obliged	зобов'язаний
obliging	зобов'язаний
obligor	дебітор
oblique	косий
obliterate	стерти
obliterated	знищений
obliteration	облітерація
oblivion	забуття
oblivious	не забувай
oblong	довгасті
obnoxious	неприємний
oboe	гобой
obscene	непристойний
obscenity	непристойність
obscure	неясний
obscured	затемнений
obscurity	неясність
observance	дотримання
observant	спостережний
observation	спостереження
observatory	обсерваторія
observe	спостерігати
observer	спостерігач
observing	спостереження
obsess	одержимий
obsessed	одержимий
