Word	nl
monopoly	Monopoly
monotonous	eentonig
monotony	eentonigheid
monoxide	monoxyde
monsieur	meneer
monsoon	moesson
monster	monster
monstrosity	wangedrocht
monstrous	monsterlijk
montage	montage
monte	monte
month	maand
monthly	maandelijks
monument	monument
monumental	monumentaal
moo	loeien
mooch	schooien
mood	humeur
moods	stemmingen
moody	humeurig
moon	maan
moonbeam	manestraal
moonlight	maanlicht
moonlit	maanverlichte
moonshine	maneschijn
moonstruck	maanziek
moonwalk	moonwalk
moor	Moor
moored	afgemeerd
mooring	ligplaats
moorings	ligplaatsen
moorland	heide
moose	eland
moot	betwistbaar
mooted	geopperd
mop	dweilen
mope	kniezen
moped	bromfiets
moral	Moreel
morale	moreel
morality	moraliteit
morals	moraal
morass	moeras
moratorium	moratorium
moray	moray
morbid	morbide
morbidity	ziektecijfers
morbidness	morbidness
mores	zeden
morgue	lijkenhuis
moribund	stervende
morn	morgen
morning	ochtend-
moron	achterlijk persoon
moronic	debiele
morose	somber
morph	morph
morphine	morfine
morphism	morfisme
morphology	morfologie
morrow	volgende dag
morsel	hapje
mortal	sterfelijk
mortality	sterfte
mortar	mortier
mortgage	hypotheek
mortgagee	hypotheekhouder
mortgagor	hypotheekgever
mortician	begrafenisondernemer
mortification	versterving
mortified	gekrenkt
mortuary	lijkenhuis
mosaic	mozaïek-
mosey	voortslenteren
mosque	moskee
mosquito	mug
moss	mos
mossy	mossig
mote	NO TRANSLATION
motel	motel
moth	mot
mother	moeder
motherfucker	klootzak
motherfucking	motherfucking
motherhood	moederschap
motherland	moederland
motherless	moederloos
motherly	moederlijk
motif	motief
motion	beweging
motionless	roerloos
motivate	motiveren
motivating	motiverend
motivation	motivatie
motivational	motiverende
motive	motief
motley	bont
motor	motor
motorbike	motorfiets
motorboat	motorboot
motorcade	autocolonne
motorcar	auto
motorcycle	motorfiets
motorist	automobilist
motte	motte
mottled	gevlekt
motto	motto
mould	gietvorm
mound	terp
mount	berg
mountain	berg-
mountaineer	bergbeklimmer
mountainous	bergachtig
mountains	bergen
mountaintop	bergtop
mourn	rouwen
mournful	treurig
mourning	rouw
mouse	muis
mousetrap	muizeval
mousse	mousse
moustache	snor
mousy	muisgrijs
mouth	mond
mouthful	mondvol
mouthpiece	mondstuk
mouthwash	mondwater
movable	beweegbaar
move	verhuizing
movement	beweging
mover	verhuizer
movie	film
movies	films
moving	in beweging
movingforward	NO TRANSLATION
movingon	verder gaan
mow	maaien
mower	maaier
moxie	moxie
mozzarella	Mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	mest
mucked	muckt
mucous	slijm-
mucus	slijm
mud	modder
muddle	warboel
muddled	warrige
muddy	modderig
muff	mof
muffin	muffin
muffled	gedempt
muffler	geluiddemper
mug	mok
mugger	overvaller
mulberry	moerbei
mulch	mulch
mule	muildier
mull	piekeren
mullet	zeebarbeel
multilateral	multilateraal
multimedia	multimedia
multinational	multinationaal
multiple	meerdere
multiple sclerosis	multiple sclerose
multiplex	multiplex
multiplication	vermenigvuldiging
multiplicity	veelheid
multiplied	vermenigvuldigd
multiplier	multiplier
multiply	vermenigvuldigen
multitude	menigte
mum	mamma
mumble	mompelen
mumbo	mumbo
mummy	mummie
mumps	de bof
munch	munch
munchies	munchies
munchkin	munchkin
mundane	mondain
municipal	gemeentelijk
municipality	gemeente
mural	muurschildering
murder	moord
murderer	moordenaar
murderess	moordenares
murderous	moorddadig
murky	duister
murmur	ruisen
muscle	spier
muscular	gespierd
muse	muze
muses	muzen
museum	museum
mush	NO TRANSLATION
mushroom	paddestoel
mushy	papperig
music	muziek-
musical	musical
musician	musicus
musing	mijmeren
musk	muskus
musket	musket
musketeer	musketier
muskrat	muskusrat
muslin	mousseline
muss	NO TRANSLATION
must	moet
mustang	mustang
mustard	mosterd-
muster	verzamelen
musty	muf
mutable	veranderlijk
mutant	mutant
mutate	veranderen
mutation	mutatie
mute	dempen
muted	gedempt
mutilate	verminken
mutilated	verminkt
mutilation	verminking
mutiny	muiterij
mutt	mormel
mutter	NO TRANSLATION
mutton	schaap
mutual	wederzijds
mutually	onderling
muzzle	snuit
myfavorite	mijn favoriet
myopia	bijziendheid
myopic	bijziend
myriad	myriade
mysterious	mysterieus
mystery	mysterie
mystic	mysticus
mystical	mystiek
mysticism	mystiek
mystified	mystified
mystique	mystiek
myth	mythe
mythic	mythische
mythical	mythisch
mythological	mythologisch
mythology	mythologie
nab	betrappen
nacho	nacho
nada	NO TRANSLATION
nadir	nadir
nag	NO TRANSLATION
nail	nagel
nail gun	Nagel pistool
naive	naief
naked	naakt
nakedness	naaktheid
namaste	NO TRANSLATION
name	naam
named	genaamd
nameless	naamloos
namesake	naamgenoot
naming	naamgeving
nana	nana
nanny	kinderjuffrouw
nanometer	nanometer
nap	dutje
napalm	napalm-
nape	nek
napkin	servet
napping	dutten
nappy	luier
narcissism	narcisme
narcissist	narcissus
narcissistic	narcistische
narcotic	verdovend
narrate	vertellen
narration	vertelling
narrative	verhaal
narrator	verteller
narrow	smal
narrowing	vernauwing
nasal	nasaal
nascent	ontluikend
nasty	smerig
natal	natal
nation	natie
national	nationaal
nationality	nationaliteit
nationwide	landelijk
native	inheems
nativity	geboorte
natural	natuurlijk
natural gas	natuurlijk gas
naturalist	naturalist
naturalization	naturalisatie
naturalized	genaturaliseerde
naturally	van nature
nature	natuur
naught	niets
naughty	stout
nausea	misselijkheid
nauseate	walgen
nauseating	misselijkmakende
nauseous	misselijk
nautical	nautische
nautilus	nautilus
naval	marine-
nave	naaf
navel	navel
navigable	bevaarbaar
navigate	navigeren
navigation	navigatie
navigational	navigatie
navigator	navigator
navy	marine
nay	NO TRANSLATION
nearsighted	bijziend
neat	netjes
neatly	netjes
nebula	nevelvlek
nebulae	nevels
nebulous	vaag
necessarily	nodig
necessary	noodzakelijk
necessitate	noodzaken
necessities	benodigdheden
necessity	noodzaak
neck	nek
necklace	ketting
necktie	stropdas
necromancer	tovenaar
necrosis	necrose
nectar	nectar
need	nodig hebben
needalife	NO TRANSLATION
needed	nodig zijn
needful	nodig
needit	NO TRANSLATION
needle	naald-
needlepoint	borduurwerk
needles	naalden
needless	onnodig
needtoknow	moet weten
needtorelax	NO TRANSLATION
needy	behoeftig
nefarious	schandelijk
negation	negatie
negative	negatief
negativity	negativiteit
neglect	verwaarlozing
neglected	verwaarloosd
neglecting	verwaarlozen
negligee	dameshuisjas
negligence	nalatigheid
negligent	nalatig
negligently	NO TRANSLATION
negligible	te verwaarlozen
negotiable	bespreekbaar
negotiate	onderhandelen
negotiation	onderhandeling
negotiator	onderhandelaar
negro	neger
neigh	hinniken
neighbor	buurman
neighborhood	buurt
neighboring	naburig
nemesis	Nemesis
neon	neon-
neonatal	neonatale
neophyte	nieuweling
neoprene	neopreen
nephew	neef
nepotism	nepotisme
nerd	nerd
nerdy	nerdachtig
nerve	zenuw
nerves	zenuwen
nervous	nerveus
nervousness	nervositeit
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	nest
nestle	nestelen
nestling	nestvogel
net	netto-
nether	onderwereld
netting	gaas
nettle	brandnetel
network	netwerk
networking	netwerken
neural	neurale
neuralgia	zenuwpijn
neurological	neurologische
neurologist	zenuwarts
neurology	neurologie
neurosis	neurose
neurosurgeon	neurochirurg
neurosurgery	neurochirurgie
neurotic	neurotisch
neuter	onzijdig
neutral	neutrale
neutrality	neutraliteit
neutralize	opheffen
neutron	neutron
new	nieuwe
new age	nieuwe tijd
newbeginnings	NO TRANSLATION
newborn	pasgeboren
newcomer	nieuweling
newday	nieuwe dag
newfound	hernieuwde
newjob	NO TRANSLATION
newlife	nieuw leven
newly	onlangs
newlywed	pasgetrouwde
newme	nieuwe ik
newness	nieuwheid
news	nieuws
newscast	newscast
newscaster	nieuwslezer
newsflash	newsflash
newsletter	nieuwsbrief
newsman	newsman
newspaper	krant-
newspaperman	newspaperman
newsreel	bioscoopjournaal
newsroom	redactiekamer
newsstand	krantenkiosk
newstart	nieuw begin
newt	watersalamander
newyear	Nieuwjaar
nexus	band
nib	punt
nibble	knabbelen
nice	leuk
niche	nis
nichts	NO TRANSLATION
nick	Nick
nickel	nikkel
nickname	bijnaam
nicotine	nicotine
niece	nicht
nifty	handig
nigger	neger
nigh	nabij
night	nacht
nightcap	slaapmutsje
nightclub	nachtclub
nightfall	vallen van de avond
nightgown	nachtjapon
nightie	nachtjapon
nightingale	nachtegaal
nightlife	nachtleven
nightly	nachtelijk
nightmare	nachtmerrie
nightmares	nachtmerries
nightstand	nachtkastje
nightstick	gummistok
nighttime	nacht
nihilism	nihilisme
nil	nul
nimble	lenig
nimrod	nimrod
nincompoop	domoor
nine	negen
nineteen	negentien
ninety	negentig
ninja	ninja
ninny	uilskuiken
nintendo	nintendo
ninth	negende
nip	kneep
nipper	schaar
nipple	tepel
nippy	vinnig
nitrate	nitraat
nitro	nitro
nitrogen	stikstof-
nitrous	salpeterachtig
nitwit	leeghoofd
nix	nix
no anticipation	geen verwachting
no disgust	geen afkeer
no emotion	geen emotie
no sentiment	geen sentiment
no surprise	geen verrassing
no trust	geen vertrouwen
nobility	adel
noble	edele
nobleman	edelman
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	nachtelijk
nod	knikken
nodding	knikkend
node	knooppunt
nodular	knoestig
nodule	knobbeltje
noggin	bekertje
nohope	NO TRANSLATION
noir	noir
noise	lawaai
noisy	luidruchtig
nomad	nomade
nomadic	nomadisch
nomenclature	nomenclatuur
nominal	nominaal
nominate	benoemen
nomination	voordracht
nominee	benoemde
nonce	nonce
nonchalant	nonchalant
noncompliance	niet-naleving
nondescript	onbeduidend
nonexistent	niet bestaand
nonfat	magere
nonfiction	non-fictie
nonpayment	niet-betaling
nonresident	ingezeten
nonsense	onzin
nonsensical	onzinnig
nonviolent	geweldloos
noob	nieuweling
noodle	uilskuiken
nook	hoekje
noon	middag
noose	strop
nopoint	geen punt
noregrets	NO TRANSLATION
norm	norm
normal	normaal
normalcy	normaliteit
normality	normaliteit
north	noorden
northbound	het noorden
northeast	noordoosten
northern	noordelijk
northwest	Noord West
northwestern	noordwestelijke
noschool	NO TRANSLATION
nose	neus-
nosebleed	neusbloeding
nosey	nieuwsgierig
nosnow	geen sneeuw
nostalgia	nostalgie
nostalgic	nostalgisch
nostress	NO TRANSLATION
nostril	neusgat
nosun	NO TRANSLATION
nosy	nieuwsgierig
not negative	niet negatief
not positive	niet positief
notable	opvallend
notables	notabelen
notably	in het bijzonder
notamorningperson	NO TRANSLATION
notary	notaris
notation	schrijfwijze
notch	inkeping
notched	getand
note	Notitie
notebook	notitieboekje
noted	dat is genoteerd
noteworthy	opmerkelijk
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	nietigheid
notice	merk op
noticeable	merkbaar
notification	kennisgeving
notify	verwittigen
notion	begrip
notional	denkbeeldig
notoriety	bekendheid
notorious	berucht
notready	Niet klaar
notwithstanding	niettegenstaande
nought	niets
noun	zelfstandig naamwoord
nourish	voeden
nourishment	voeding
nouveau	NO TRANSLATION
novel	roman
novelist	romanschrijver
novelty	nieuwigheid
novice	novice
nowadays	vandaag de dag
nowork	geen werk
noworries	geen zorgen
noxious	schadelijk
nozzle	mondstuk
nuance	nuance
nuances	nuances
nuclear	nucleair
nucleus	kern
nude	naakt
nudge	duwtje
nudie	nudie
nudist	nudist
nudity	naaktheid
nugget	goudklomp
nuisance	overlast
nuke	atoombom
nul	NO TRANSLATION
null	nul
nullify	vernietigen
numb	verdoven
number	aantal
numbering	nummering
numbers	getallen
numbness	doof gevoel
numbskull	numbskull
numeral	cijfer
numerator	teller
numerical	numeriek
numerically	numeriek
numerous	talrijk
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	nonnenklooster
nuptials	huwelijk
nurse	verpleegster
nursemaid	kindermeisje
nursery	kwekerij
nursing	verpleging
nurture	koesteren
nut	moer
nutcase	idioot
nutcracker	notenkraker
nuthouse	gekkenhuis
nutmeg	nootmuskaat
nutrition	voeding
nutritional	voedingswaarde
nutritious	voedzaam
nutritive	voedzaam
nuts	noten
nutshell	notedop
nutty	nootachtig
nylon	nylon-
nylong	NO TRANSLATION
nylons	nylonkousen
nymph	nimf
nymphomaniac	nymfomane
oaf	pummel
oak	eik
oar	roeispaan
oasis	oase
oat	haver-
oath	eed
oatmeal	havermout
obedience	gehoorzaamheid
obedient	gehoorzaam
obediently	gehoorzaam
obelisk	obelisk
obese	zwaarlijvig
obesity	zwaarlijvigheid
obey	gehoorzamen
obi	obi
obit	herdenkingsdienst
obituary	doodsbrief
object	voorwerp
objection	bezwaar
objectionable	verwerpelijk
objective	doelstelling
objectivity	objectiviteit
obligation	verplichting
obligatory	verplicht
oblige	verplichten
obliged	verplicht
obliging	bereidwillig
obligor	schuldenaar
oblique	schuin
obliterate	uitwissen
obliterated	uitgewist
obliteration	afstempeling
oblivion	vergetelheid
oblivious	vergeetachtig
oblong	langwerpig
obnoxious	onaangenaam
oboe	hobo
obscene	obsceen
obscenity	obsceniteit
obscure	obscuur
obscured	verduisterd
obscurity	duisternis
observance	inachtneming
observant	observant
observation	observatie
observatory	observatorium
observe	waarnemen
observer	waarnemer
observing	observeren
obsess	obsederen
obsessed	bezeten
obsessing	geobsedeerd
obsession	obsessie
obsessive	obsessieve
obsolescence	veroudering
obsolete	verouderd
obstacle	hindernis
obstetrician	verloskundige
obstetrics	verloskunde
obstinate	koppig
obstruct	belemmeren
obstruction	obstructie
obstructive	belemmerend
obtain	verkrijgen
obtainable	verkrijgbaar
obtuse	stomp
obverse	voorzijde
obvious	voor de hand liggend
ocarina	okarina
occasion	gelegenheid
occasional	occasionele
occasionally	af en toe
occipital	achterhoofd
occlusion	afsluiting
occult	occult
occupancy	bewoning
occupant	bewoner
occupation	bezetting
occupational	beroeps
occupied	bezet
occupier	bewoner
occupy	bezetten
occupying	bezetten
occur	voorkomen
occurrence	voorval
ocd	ocd
ocean	oceaan
oceanic	oceanisch
octagon	achthoek
octave	octaaf
octopus	Octopus
ocular	oculair
odd	vreemd
oddball	excentrieke
oddity	vreemdheid
odds	kansen
ode	ode
odious	verfoeilijk
odometer	kilometerteller
odor	geur
odyssey	Odyssee
oedipal	oedipale
oestrogen	oestrogeen
oeuvre	NO TRANSLATION
offal	afval
offence	overtreding
offend	beledigen
offended	beledigd
offender	overtreder
offense	overtreding
offensive	aanvallend
offer	aanbod
offered	aangeboden
offering	offer
offhand	onvoorbereid
office	kantoor
officer	officier
offices	kantoren
official	officieel
officiate	fungeren
offing	volle zee
offload	afladen
offset	compenseren
offshoot	zijtak
offshore	offshore
offside	buitenspel
offspring	nakomelingen
oft	vaak
oftentimes	vaak
ogre	boeman
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	Oh nee
ohshit	NO TRANSLATION
oil	olie-
oils	olieverf
oily	olieachtig
oink	oink
ointment	zalf
okra	okra
old	oud
olden	olden
older	ouder
oldie	oudje
oldies	oldies
olfactory	reuk-
oligarchy	oligarchie
olive	olijf-
omega	omega
omelet	omelet
omen	voorteken
omgomgomg	NO TRANSLATION
ominous	onheilspellend
omission	verzuim
omit	weglaten
omitted	weggelaten
omnibus	omnibus
omnipotence	almacht
omnipotent	almachtig
omnipresent	alomtegenwoordig
omniscient	alwetend
onboard	aan boord
oncologist	oncoloog
oncology	oncologie
oncoming	aanstaande
one	een
oneday	op een dag
onedge	op de rand
onelove	een liefde
oneness	eenheid
onerous	bezwaarlijk
oneself	zichzelf
ongoing	voortdurende
onion	ui
onset	begin
onslaught	woeste aanval
onstage	op het podium
ontology	ontologie
onus	bewijslast
onward	voorwaarts
onyx	onyx
oodles	hopen
oomph	oomph
ooze	slijk
oozing	sijpelen
op	op
opacity	ondoorzichtigheid
opal	opaal
opaque	ondoorzichtig
ope	ope
open	Open
opener	opener
opening	opening
openly	openlijk
openness	openheid
opera	opera
operate	bedienen
operatic	opera-
operation	operatie
operational	operationele
operations	activiteiten
operative	doeltreffend
operator	operator
ophthalmic	oogheelkundig
ophthalmologist	oogarts
opiate	opiaat
opinion	mening
opinionated	eigenzinnig
opium	opium
opponent	tegenstander
opportune	gunstig
opportunism	opportunisme
opportunity	kans
oppose	zich verzetten tegen
opposed	gekant tegen
opposing	tegengestelde
opposite	tegenover
opposites	tegenstellingen
opposition	oppositie
oppress	onderdrukken
oppressed	onderdrukte
oppression	onderdrukking
oppressive	onderdrukkend
oppressor	onderdrukker
ops	ops
opt	opteren
optic	optisch
optical	optisch
optics	optiek
optimism	optimisme
optimist	optimist
optimistic	optimistisch
optimum	optimum
option	keuze
optional	facultatief
optionally	optioneel
options	opties
optometrist	optometrist
opulence	weelde
opulent	weelderig
opus	opus
oracle	orakel
oral	mondeling
orange	oranje
orange juice	sinaasappelsap
orangutan	orangoetan
oration	oratie
orator	redenaar
oratory	retorica
orb	bol
orbit	baan
orbital	orbital
orbiting	baan
orbs	orbs
orc	orc
orchard	boomgaard
orchestra	orkest
orchid	orchidee
ordained	verordend
ordeal	beproeving
order	bestellen
orderly	ordelijk
ordinance	ordonnantie
ordinary	gewoon
ordination	ordening
ordnance	geschut
ore	erts
oregano	oregano
organ	orgaan
organic	biologisch
organism	organisme
organist	organist
organization	organisatie
organize	organiseren
organized	georganiseerd
organizer	organisator
orgasm	orgasme
orgies	orgies
orgy	orgie
orient	oriënteren
oriental	oosters
orientation	oriëntering
orifice	opening
origami	origami
origin	oorsprong
original	origineel
originality	oorspronkelijkheid
originate	voortkomen
origination	ontstaan
originator	schepper
ornament	ornament
ornamental	sier-
ornamentation	versiering
ornamented	versierde
ornate	overladen
ornery	overgevoelig
orphan	wees-
orphanage	weeshuis
orphaned	verweesd
orthodontist	orthodontist
orthodox	orthodox
orthodoxy	orthodoxie
orthogonal	orthogonale
orthopedic	orthopedische
oscillate	oscilleren
oscillating	oscillerende
oscillation	oscillatie
oscillatory	oscillerende
ostensible	schijnbaar
ostensibly	ogenschijnlijk
ostentatious	opzichtig
ostracized	verbannen
ostrich	struisvogel
other	anders
otter	Otter
otto	otto
ottoman	Osmaans
ought	moeten
ounce	ons
oust	verdrijven
outage	storing
outback	binnenland
outbid	meer bieden dan
outboard	buitenboord
outbreak	het uitbreken
outburst	uitbarsting
outcast	verschoppeling
outcome	resultaat
outcry	geschreeuw
outdated	verouderd
outdo	overtreffen
outdoor	buitenshuis
outdoors	buitenshuis
outer	buitenste
outfit	kleding
outgoing	uitgaand
outgrow	uitgroeien
outgrowth	uitwas
outhouse	bijgebouw
outing	uitstapje
outlandish	vreemd
outlast	langer duren dan
outlaw	balling
outlet	stopcontact
outline	schets
outlines	contouren
outlive	overleven
outlook	vooruitzicht
outlying	afgelegen
outnumber	overtreffen in aantal
outpatient	poliklinische patiënt
outpost	buitenpost
outpouring	uitstorting
output	uitgang
outrage	verontwaardiging
outraged	diep verontwaardigd
outrageous	schandelijk
outrank	overtreffen
outreach	overtreffen
outright	ronduit
outrun	ontlopen
outset	begin
outsider	buitenstaander
outskirts	buitenwijken
outsmart	te slim af zijn
outspoken	openhartig
outstanding	voortreffelijk
outstretched	uitgestoken
outward	buitenwaarts
outwards	naar buiten
outweigh	zwaarder wegen dan
outwit	verschalken
oval	ovaal
ovary	eierstok
ovate	ovaal
ovation	ovatie
oven	oven
overactive	overactief
overall	globaal
overalls	overalls
overbearing	aanmatigend
overburden	overbelasten
overcast	bewolking
overcharged	overladen
overcoat	overjas
overcome	overwinnen
overcoming	overwinnen
overcrowded	overvol
overdo	overdrijven
overdose	overdosis
overdrive	afbeulen
overdue	achterstallig
overestimate	overschatting
overestimated	overschat
overflow	overloop
overflowing	overvolle
overgrown	overwoekerd
overgrowth	te sterke groei
overhanging	overhangende
overhaul	revisie
overhead	boven het hoofd
overhear	afluisteren
overheated	oververhit
overjoyed	dolblij
overkill	overkill
overlaid	overlay
overlap	overlappen
overlapping	overlapping
overlay	bedekking
overload	overbelasten
overlook	overzien
overlord	opperheer
overlying	bovenliggende
overpaid	te veel betaald
overpass	viaduct
overplayed	overplayed
overpower	overweldigen
overpowering	overweldigend
overpriced	overpriced
overprotective	overbezorgd
overrated	overschat
overreact	overreageren
override	override
overriding	dwingende
overrule	verwerpen
overrun	overspoeld
oversee	overzien
overseer	opzichter
overshadow	overschaduwen
oversight	toezicht
oversized	te groot
overslept	verslapen
overstate	overdrijven
overstock	overvoeren
overt	openlijk
overtake	inhalen
overtaken	ingehaald
overthemoon	NO TRANSLATION
overthinker	overthinker
overthinking	over analyseren
overthrow	omverwerping
overtime	na een tijdje
overtired	oververmoeid
overture	ouverture
overturn	omvallen
overview	Overzicht
overweight	te zwaar
overwhelm	overweldigen
overwhelmed	overweldigd
overwhelming	overweldigend
overworked	overwerkt
overwrought	overspannen
overzealous	overijverige
owe	te danken hebben
owing	onder meer omdat
owl	uil
owner	eigenaar
ownership	eigendom
ox	os
oxidation	oxydatie
oxide	oxyde
oxygen	zuurstof
oxymoron	oxymoron
oyster	oester
ozone	ozon
pace	tempo
pacemaker	pacemaker
pacific	grote Oceaan
pacified	gepacificeerd
pacifier	fopspeen
pacifist	pacifist
pacify	pacificeren
pacing	pacing
pack	pak
package	pakket
packaging	verpakking
packer	packer
packet	pakket
pact	verbond
pad	stootkussen
padded	gestoffeerd
padding	vulling
paddle	peddelen
paddle boat	roeiboot
paddock	paddock
paddy	rijstveld
padlock	hangslot
padre	NO TRANSLATION
paean	lofzang
pagan	heidens-
paganism	heidendom
page	pagina
pageant	historische optocht
pager	pieper
pagination	paginering
paging	paging
pagoda	pagode
pail	emmer
pain	pijn
pained	gepijnigd
painful	pijnlijk
painfully	pijnlijk
painkiller	pijnstiller
painless	pijnloos
pains	pijnen
painstaking	onverdroten
paint	verf
paintball	paintball
paintbrush	penseel
painted	geschilderd
painter	schilder
painting	schilderij
pair	paar-
paisley	paisley
pajama	pyjama-
pajamas	pyjama
pal	vriend
palace	paleis
palatable	smakelijk
palate	gehemelte
pale	verbleken
paleontology	palaeontologie
palette	palet
pall	lijkkleed
palladium	palladium
pallet	pallet
palliative	lapmiddel
palm	palm
palmer	palmer
palomino	palomino
palpable	tastbaar
palpitations	hartkloppingen
palsy	verlamming
paltry	armzalig
pamper	verwennen
pamphlet	brochure
pan	pan
panacea	wondermiddel
panache	zwier
pancake	pannenkoek
pancakes	pannekoeken
pancreas	alvleesklier
panda	panda
pandemic	pandemisch
pandemonium	pandemonium
pane	paneel
panel	paneel
pang	NO TRANSLATION
panhandle	bedelen
panic	paniek
panicattack	NO TRANSLATION
panicked	paniek
panicking	paniek
panicky	paniekerig
panier	NO TRANSLATION
panorama	panorama
panoramic	panoramisch
pansy	viooltje
pant	hijgen
pantheon	pantheon
panther	panter
panties	slipje
pantomime	pantomime
pantry	provisiekast
pants	broek
panty	panty
pantyhose	panty
pap	pap
papa	papa
papacy	pausdom
papal	NO TRANSLATION
papaya	papaja
paper	papier
paperback	paperback
paperboy	krantenjongen
paperweight	presse-papier
paperwork	papierwerk
paprika	paprika
papyrus	papyrus
par	NO TRANSLATION
parable	gelijkenis
parabola	parabool
parabolic	parabolisch
parachute	parachute
parade	parade
paradigm	paradigma
paradise	paradijs
paradox	paradox
paradoxical	paradoxaal
paraffin	paraffine
paragon	toonbeeld
paragraph	paragraaf
parakeet	parkiet
paralegal	paralegal
parallax	parallax
parallel	parallel
parallelism	parallellisme
paralysis	verlamming
paralyze	verlammen
paralyzed	verlamd
paramedic	paramedicus
paramedics	paramedici
paramilitary	paramilitair
paramount	grootste belang
paranoia	paranoia
paranoid	paranoïde
paranormal	paranormaal
parapet	borstwering
paraphernalia	spullen
paraphrase	parafrase
paraplegic	dwarslaesiepatiënten
parasite	parasiet
parasitic	parasitair
parasol	parasol
parcel	pakket
parcels	pakketten
parched	uitgedroogd
parchment	perkament
pardon	Pardon
pare	NO TRANSLATION
parenchyma	parenchym
parent	ouder
parentage	afkomst
parental	ouderlijk
parenthesis	NO TRANSLATION
parenthetical	tussen haakjes
parenthood	ouderschap
parenting	ouderschap
pariah	paria
parietal	pariëtale
paring	schil
parish	parochie
parity	pariteit
park	park
parka	parka
parking	parkeren
parkinsons	parkinsons
parlance	taal
parlay	parlay
parliament	parlement
parliamentary	parlementair
parlor	salon
parmesan	parmezaan
parody	parodie
parole	erewoord
parquet	parket
parrot	papegaai
parry	pareren
parse	ontleden
parsimonious	karig
parsimony	spaarzaamheid
parsley	peterselie
parson	dominee
part	een deel
partake	deelnemen
partial	gedeeltelijk
partiality	voorliefde
partially	gedeeltelijk
participant	deelnemer
participate	deelnemen
participation	deelname
particle	deeltje
particular	bijzonder
particularity	bijzonderheid
particulars	bijzonderheden
parting	afscheid
partisan	partijdig
partisanship	partijgeest
partition	tussenschot
partly	gedeeltelijk
partner	partner
partnership	vennootschap
partridge	patrijs
parts	onderdelen
party	feest
pas	NO TRANSLATION
pass	slagen voor
passable	begaanbaar
passage	passage
passageway	doorgang
passe	NO TRANSLATION
passenger	passagier
passim	NO TRANSLATION
passing	voorbijgaand
passion	passie
passionate	hartstochtelijk
passive	passief
passivity	passiviteit
passkey	loper
passport	paspoort
password	wachtwoord
past	Verleden
pasta	pasta
paste	plakken
pastel	pastel
pastime	tijdverdrijf
pastor	pastoor
pastrami	pastrami
pastry	gebakje
pasture	weide
pasty	deegachtig
pat	tikje
patch	lap
patchwork	lapwerk
pate	kop
patella	knieschijf
patent	octrooi
patented	gepatenteerde
paternal	vaderlijk
paternity	vaderschap
path	pad
pathetic	zielig
pathological	pathologisch
pathologist	patholoog
pathology	pathologie
pathos	NO TRANSLATION
pathway	weg
patience	geduld
patient	geduldig
patio	patio
patriarch	patriarch
patriarchal	patriarchaal
patrimony	erfgoed
patriot	patriot
patriotic	vaderlandslievend
patriotism	patriottisme
patrol	patrouille
patrolman	veldwachter
patron	patroon
patronage	beschermheerschap
patronising	neerbuigend
patronize	begunstigen
patronizing	neerbuigend
patter	getrippel
pattern	patroon
paucity	gebrek
pauper	armlastige
pause	pauze
pave	plaveien
pavement	bestrating
pavilion	paviljoen
paving	bestrating
paw	poot
pawn	pion
pawnshop	pandjeshuis
pax	pax
pay	betalen
payable	betaalbaar
payback	terugverdientijd
paycheck	salaris
payday	payday
payer	betaler
payload	payload
payment	betaling
payoff	afbetalen
payout	uitbetaling
payphone	telefooncel
payroll	loonlijst
pea	erwt
peace	vrede
peaceable	vredelievend
peaceful	vredig
peacefully	vreedzaam
peacekeeper	vredeskorps
peaceofmind	NO TRANSLATION
peacetime	vredestijd
peach	perzik
peachy	peachy
peacock	Pauw
peak	hoogtepunt
peaked	piekte
peanut	pinda
peanuts	pinda's
pear	Peer
pearl	parel
pearly	parelachtig
peas	erwten
peasant	Boer
peat	turf
pebble	kiezelsteen
pecan	pecannoot
peck	pikken
pecker	snavel
peculiar	eigenaardig
peculiarities	eigenaardigheden
peculiarity	eigenaardigheid
peculiarly	eigenaardig
pecuniary	geldelijk
pedal	pedaal
pedantic	pedant
peddle	venten
peddler	marskramer
pedestal	voetstuk
pedestrian	voetganger
pediatric	pediatrische
pediatrician	kinderarts
pediatrics	kindergeneeskunde
pedicure	pedicure
pedigree	stamboom
pedometer	pedometer
pedophile	pedofiel
pee	plas
peek	kijkje
peekaboo	Kiekeboe
peel	Pel
peep	gluren
peeper	bespieder
peephole	kijkgat
peer	turen
peering	peering
peerless	weergaloos
peeved	peeved
peg	pin
pegs	haringen
peice	NO TRANSLATION
pelagic	pelagische
pelican	pelikaan
pellet	kogeltje
pelvic	bekken-
pelvis	bekken
pen	pen
penal	straf-
penalty	boete
penance	boetedoening
penchant	neiging
pencil	potlood
pendant	hanger
pendency	afhankelijkheidsrelatie
pendent	NO TRANSLATION
pending	in afwachting
pendulum	slinger
penetrate	doordringen
