Word	jw
jeans	jins
jeep	jeep
jeering	ngguyu
jelly	jeli
jellybean	jellybean
jellyfish	ubur-ubur
jenny	jenny
jeopardize	jeopardize
jeopardy	jeopardy
jerk	jerk
jerks	jerks
jerky	jerky
jersey	jersey
jest	NO TRANSLATION
jester	jester
jesus	jesus
jet	jet
jetty	jeti
jewel	permata
jeweler	tukang jahit
jewelry	perhiasan
jib	jib
jiff	NO TRANSLATION
jiffy	jiffy
jig	jig
jiggle	jiggle
jigsaw	jigsaw
jihad	jihad
jimmy	jimmy
jingle	jingle
jinx	jinx
jitters	jitters
jittery	jittery
jive	jive
job	proyek
jobinterview	NO TRANSLATION
jock	jock
jockey	jockey
jockstrap	jockstrap
jog	jog
jogger	jogger
john	john
join	gabung
joined	melu
joining	gabung
joint	peserta
jointly	bebarengan
joke	joke
joker	joker
joking	joking
jolly	jolly
jolt	jolt
jornada	NO TRANSLATION
jot	jot
jour	NO TRANSLATION
journal	jurnal
journalism	jurnalisme
journalist	wartawan
journalistic	jurnalistik
journey	lelungan
journeyman	journeyman
joust	joust
jovial	jovial
joy	bungah
joyful	bungah
joyous	bungah
joyride	joyride
joys	bungah
jubilant	jubilant
jubilee	jubilee
judge	hakim
judged	dipun biji
judging	menehi kritik
judgment	pangadilan
judgmental	judgmental
judicial	pengadilan
judiciary	pengadilan
judicious	apik banget
judo	judo
jug	jug
juggle	juggle
juggler	juggler
juggling	juggling
jugular	jugular
juice	jus
juicer	juicer
juicy	jus
juju	NO TRANSLATION
juke	juke
jukebox	jukebox
jumble	jumble
jumbled	jumbled
jumbo	jumbo
jump	mlumpat
jump rope	lompat tali
jumper	jumper
jumpsuit	jumpsuit
jumpy	jumpy
junction	prapatan
juncture	juncture
jungle	jungle
junior	junior
juniper	juniper
junk	sampah
junket	junket
junkie	junkie
junky	junky
junkyard	junkyard
junta	junta
juridical	juridical
jurisdiction	yurisdiksi
jurisprudence	jurisprudence
jurist	jurist
juror	juror
jury	juri
justice	kaadilan
justifiable	justifiable
justification	kabeneran
justify	mbenerake
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	jute
juvenile	juvenile
juxtaposition	juxtaposition
kaiser	kaiser
kale	kale
kaleidoscope	kaleidoscope
kamikaze	kamikaze
kangaroo	kangaroo
kanji	kanji
kappa	kappa
kaput	NO TRANSLATION
karaoke	karaoke
karate	karate
karma	karma
karmic	karmic
kayak	kayaking
kazoo	kazoo
kebab	kebab
keel	keel
keen	kepenginan
keep	njaga
keeper	keeper
keeping	tetep
keepsake	keepsake
keg	keg
kelp	kelp
ken	ken
kennel	kennel
kerchief	kerchief
kern	kern
kernel	kernel
kerosene	kerosene
ketchup	ketchup
kettle	ceret
key	tombol
keyboard	papan ketik
keyed	keyed
keyhole	keyhole
keynote	intine
keypad	keypad
keystone	keystone
keyword	tembung kunci
khaki	khaki
khan	khan
kibble	kibble
kick	nyepak
kickboxing	kickboxing
kicker	kicker
kicking	nyepak
kickoff	kickoff
kid	bocah
kidder	kidder
kidding	kidding
kiddo	kiddo
kiddos	kiddos
kidnap	kidnap
kidnapped	diculik
kidnapper	kidnapper
kidnapping	nyulik
kidney	ginjel
kids	bocah-bocah
kill	mateni
killer	pembunuh
killing	nyababaken
killjoy	nyengsemaken
kiln	kiln
kilo	NO TRANSLATION
kilogram	kilogram
kilometer	kilometer
kilt	kilt
kimono	kimono
kin	kin
kind	apik
kindergarten	Kindergarten
kindling	kindling
kindness	kebecikan
kindred	kulawarga
kinematics	kinematika
kinesiology	kinesiologi
kinetic	kinetik
king	raja
king snake	king snake
kingdom	kerajaan
kingpin	kingpin
kink	kink
kinky	kinky
kinship	kinship
kiosk	kiosk
kirk	kirk
kiss	Kiss
kisser	kisser
kissy	kissy
kit	kit
kitchen	pawon
kite	layangan
kitten	kucing
kiwi	kiwi
klutz	klutz
knack	knack
knapsack	knapsack
knead	knead
knee	dhengkul
kneecap	lenggah
kneel	kneel
kneeling	kneeling
knell	knell
knick	knick
knickers	knickers
knife	piso
knight	Knight
knighthood	knighthood
knit	rusak
knob	kenop
knock	ngalahake
knockoff	knockoff
knockout	kalah
knoll	knoll
knot	simpul
knots	knots
knotted	knotted
know	ngerti
knowing	ngerti
knowingly	sengaja
knowledge	kawruh
knowledgeable	pinter
knuckle	knuckle
knucklehead	knucklehead
knuckles	knuckles
koala	koala
kook	NO TRANSLATION
kooky	kooky
kool-aid	kool-aid
kos	kos
kosher	kosher
kraut	NO TRANSLATION
kris	kris
kryptonite	kryptonite
kudos	kudos
kumquat	kumquat
lab	lab
label	label
labor	pegaweyan
laboratory	laboratorium
labored	labored
laborer	buruh
laboring	ngladosi
laborious	laborious
labyrinth	labyrinth
lac	lac
lace	renda
laceration	laceration
lack	kurang
lackey	kurang ajar
lacking	kurang
lackluster	lackluster
lacquer	lacquer
lacrosse	lacrosse
lactose	lactose
lad	anak
ladder	tangga
laddie	laddie
laden	laden
lading	lading
ladle	ladle
lady	Lady
lady bug	NO TRANSLATION
ladybug	ladybug
ladylike	Ladylike
ladyship	ladyship
lag	lag
lager	NO TRANSLATION
lagging	lagging
lagoon	laguna
lair	lair
laity	laity
lake	lake
lama	NO TRANSLATION
lamb	Lamb
lame	lame
lament	sambat
lamenting	lamenting
lamina	lamina
laminated	laminated
lamp	lampu
lamppost	lamppost
lance	lance
lancer	lancer
land	tanah
landed	ndharat
landfall	landfall
landfill	landfill
landing	kebangkrutan
landlady	landlady
landlocked	landlocked
landlord	juragan tanah
landmark	landmark
lands	tanah
landscape	lanskap
landscaping	landscaping
landslide	landslide
lane	lane
language	basa
languid	languid
languish	languish
languishing	languishing
lanky	lanky
lantern	lantern
lap	lap
lapdog	nglampahi
lapel	lapel
lapse	kelangan
lapsed	lapsed
laptop	laptop
larceny	larceny
lard	lard
larder	larder
large	gedhe
larger	luwih gedhe
largo	NO TRANSLATION
lark	lark
larva	larva
laryngitis	laryngitis
larynx	larynx
lasagna	lasagna
laser	laser
lash	lash
lass	lass
lasso	lasso
lastday	NO TRANSLATION
lasting	langgeng
lastminute	lastminute
latch	latch
late	pungkasane
lateness	lateness
latent	laten
lateral	tambahan
laterally	laterally
latex	latek
lathe	lathe
lather	lather
latitude	garis lintang
latrine	jamban
latrines	jamban
latte	latte
lattice	pola
laud	laud
laudable	laudable
laudation	laudation
laudatory	laudatory
laugh	ngguyu
laughable	ngguyu
laughing	ngguyu
laughingstock	NO TRANSLATION
laughs	ngguyu
laughter	ngguyu
launch	miwiti
launcher	nguripake
launches	urip
launder	launder
laundering	laundering
laundry	usaha ngumbah klambi
laureate	panjaluke
laurel	laurel
laurels	laurels
lava	lava
lavage	lavage
lavatory	lavatory
lavender	lavender
lavish	lavish
law	hukum
lawful	sah miturut ukum
lawless	tanpa hukum
lawlessness	angger-anggering Toret
lawman	lawman
lawn	lawn
lawnmower	Mesin gawe ngethoki suket
lawsuit	tuntutan hukum
lawyer	pengacara
lax	lax
laxative	laxative
lay	lay
layaway	layaway
layer	lapisan
layered	dilapisi
layman	layman
layout	tata letak
layover	layover
laziness	kandhutan
lazy	lirih
lazyday	NO TRANSLATION
lea	lea
lead	timbal
leaded	dipimpin
leader	pimpinan
leadership	kepemimpinan
leading	leading
leads	nuntun
leaf	godhong
leaflet	leaflet
leafy	leafy
league	liga
leak	bocor
leakage	kebocoran
leaky	bocor
lean	nggoleki
leaned	leaned
leaning	nyandhang
leap	kabisat
learn	sinau
learned	sinau
learner	Murid
learning	sinau
lease	lease
leash	leash
leather	kulit
leathery	skiny
leave	ninggalake
leavemealone	leavemealone
leaving	ninggalake
lecherous	lecherous
lecture	kuliah
lecturer	dosen
ledge	langsing
ledger	buku
lee	lee
leech	lintah
leeches	leeches
leer	NO TRANSLATION
leery	leery
lees	NO TRANSLATION
leeway	leeway
left	kiwa
leftout	NO TRANSLATION
leftover	leftover
leftovers	leftovers
lefty	lefty
leg	sikil
legacy	warisan
legal	legal
legality	legality
legalize	legalize
legalized	dileksanakake
legally	sah
legend	legenda
legendary	legendaris
legibility	keterbukaan
legible	kabuka
legion	legiun
legislate	legislate
legislation	aturan
legislative	legislatif
legislator	legislator
legislature	legislatif
legit	legit
legitimacy	legitimasi
legitimate	sah
lego	lego
legs	sikil
legume	legume
legwork	legwork
leisure	luang
leisurely	leisurely
lemma	lemma
lemon	linglang
lemonade	lemonade
lend	ngutangi
lender	tiyang ingkang nyukani ampilan
lending	kredit
length	dawa
lengthen	lengthen
lengthened	lengthened
lengthening	lengthening
lengthwise	lengthwise
lengthy	dowo
leniency	leniency
lenient	lenient
lens	lensa
leopard	macan tutul
leotard	leotard
leper	kusta
leprechaun	leprechaun
leprosy	lepra
lesbian	lesbian
lesbianism	lesbianism
lesion	lesion
less	kurang
lessee	lessee
lessen	nyuda
lessening	kurangi
lesser	kurang
lesson	pawulangan
lessor	lessor
let	ayo
lethal	nyebabake
lethargic	lethargic
lethargy	lethargy
letter	huruf
lettered	dicithak
letterhead	letterhead
lettering	lettering
letters	huruf
lettuce	Lettuce
leukemia	leukemia
levee	levee
level	tingkat
lever	pengungkit
leverage	pengaruh
levitate	levitate
levy	pajek
lewd	lewd
lexicon	leksikon
ley	NO TRANSLATION
liabilities	liabilities
liability	tanggung jawab
liable	liable
liaison	Liaison
liar	ngapusi
libel	libel
libelous	libelous
liberal	liberal
liberalism	liberalisme
liberate	mbebasake
liberated	liberated
liberating	mbebasake
liberation	kebebasan
liberty	kebebasan
libido	libido
librarian	pustakawan
library	perpustakaan
libretto	libretto
lice	lice
license	lisensi
lichen	lichen
lick	dilat
licorice	licorice
lid	tutup
lie	ngapusi
liege	liege
lien	lien
lieu	lieu
lieutenant	Lètnan
life	urip
lifeblood	lifeblood
lifeboat	sekoci
lifeguard	lifeguard
lifeisgood	urip
lifeless	ora ana urip
lifelike	urip sedhih
lifeline	garis umur
lifelong	saumur urip
lifer	lifer
lifesaver	lifesaver
lifestyle	gaya urip
lifesucks	lifesucks
lifetime	sakumur urip
lift	angkat
lifted	diangkat
liftoff	liftoff
ligament	ligamen
ligation	ligation
ligature	ligature
light	cahya
light year	taun cahya
lightbulb	lightbulb
lighten	lighten
lightheaded	lampiran
lighthouse	mercusuar
lighting	lampu
lightness	lightness
lightning	kilat
lights	lampu
lightweight	entheng
likable	seneng banget
like	kaya
likelihood	kemungkinan
likely	kamungkinan
likeness	likeness
likewise	uga
liking	dikarepake
lilac	lilac
lily	lily
limb	anggota awak
limber	limber
limbo	limbah
lime	jeruk
limelight	limelight
limestone	limestone
limey	limey
limit	watesan
limitation	watesan
limited	dibatesi
limitless	tanpa wates
limo	limo
limousine	limusin
limp	limp
lin	lin
line	baris
lineage	lineage
lineal	lineal
linear	linear
linebacker	linebacker
lined	dianggo
linen	linen
liner	liner
lines	garis
lineup	garis duwur
linger	linger
lingerie	lingerie
lingering	lingering
lingo	lingo
lingual	lingual
linguini	linguini
linguist	linguist
linguistic	linguistik
linguistics	linguistik
lining	lapisan
link	pranala
linoleum	linoleum
lint	lint
lion	singa
lip	lambe
liposuction	liposuction
lipstick	lipstik
liquefaction	liquefaction
liquefied	liquefied
liqueur	liqueur
liquid	Cairan
liquidate	liquidate
liquidation	liquidation
liquidator	liquidator
liquidity	likuiditas
liquor	omben-omben
lira	NO TRANSLATION
lisp	lisp
list	dhaptar
listen	ngrungokake
listener	pendengar
listenting	NO TRANSLATION
listing	listing
listless	ngilangi
listneing	NO TRANSLATION
litany	litane
liter	liter
literacy	kesusastraan
literal	tegese
literally	tegese
literary	sastra
literature	sastra
lithe	lithe
lithium	lithium
lithograph	lithograph
lithography	lithography
lithology	lithologi
lithosphere	lithosphere
litigant	litigant
litigate	liturgi
litigation	pengadilan
litigator	litigator
litigious	litigious
litter	sampah
little	sethithik
littlethings	littlethings
littoral	littoral
liturgy	liturgi
live	manggon
livelife	livelife
livelihood	livelihood
lively	nengsemake
liven	liven
liver	ati
livery	ati
livestock	ternak
livid	livid
living	urip
lizard	Kadal
llama	llama
lml	lml
load	mbukak
loader	loader
loaf	roti
loafer	loafer
loam	loam
loan	silihan
loath	nesu
loathe	sengit
loathful	loathful
loathing	ngguyu
loathsome	loathsome
lobby	lobi
lobbyist	lobbyist
lobe	lobe
lobotomy	lobotomi
lobster	lobster
local	lokal
locale	lokal
locality	lokalitas
localization	lokalisasi
localize	localize
localized	localized
locate	nemokake
location	lokasi
locator	locator
loch	loch
lock	ngunci
locker	gantungan kunci
locket	locket
locksmith	tukang kunci
lockup	ngunci
loco	loco
locomotion	lokomotif
locomotive	lokomotif
locust	belekan
lode	NO TRANSLATION
lodge	lodge
lodger	lodger
lodging	lodging
loft	loteng
lofty	mulyane
log	log
logarithm	logarithm
logarithmic	logarithmic
logic	logika
logical	logis
logistics	logistik
logo	logo
logotype	logotype
loin	NO TRANSLATION
lollipop	Lollipop
lone	lone
loneliness	kasepen
lonely	sepi
loner	loner
lonesome	lonesome
long	dawa
longboat	longboat
longevity	umur panjang
longing	longing
longitude	bujur
longitudinal	longitudinal
longitudinally	longitudinally
longtime	longtime
loo	loo
look	katon
looker	looker
lookout	nonton
loom	loom
looming	looming
loon	loon
loony	loony
loop	loop
loophole	loophole
loopy	loopy
loose	ngeculake
loosen	loosen
loosening	loosening
loot	loot
lop	lop
lopsided	lsp
lord	Gusti
lords	pangeran
lordship	kepemimpinan
lore	lore
lorry	lorry
lose	kalah
loser	loser
losing	kelangan
loss	mundhut
lost	ilang
lot	kathah
lotion	lotion
lots	akeh
lottery	lotre
lotto	lotto
lotus	lotus
loud	banter
loudly	banter banget
loudmouth	loudmouth
loudness	banter
loudspeaker	speker
lounge	ruang tamu
lounging	lounging
louse	louse
lousy	lousy
lovable	sing disenengi
love	katresnan
loved	tresna
lovee	lovee
loveee	loveee
loveless	tresna
lovelife	NO TRANSLATION
loveliness	loveliness
lovelovelove	NO TRANSLATION
lovely	apik banget
lovemaking	lovemaking
lovemylife	NO TRANSLATION
lover	kekasih
lovesick	lovesick
lovethis	lovethis
loving	tresna
lovinglife	lovinglife
lovinlife	lovinlife
low	kurang
lowdown	lowdown
lower	ngisor
lowering	ngurangi
lowest	paling ngisor
lowlands	dhataran rendah
lowlife	lowlife
lowly	sedheng
lox	lox
loyal	setya
loyalty	kasetyan
lsd	lsd
luau	luau
lube	lube
lubricant	lubricant
lubricate	lubricate
lubrication	lubrication
lucid	lucid
luck	luck
luckiest	luckiest
lucky	lucky
luckygirl	luckygirl
lucrative	lucrative
ludicrous	ludicrous
lug	lug
luggage	bagasi
lukewarm	lukewarm
lull	lull
lullaby	lullaby
lumbar	lumbar
lumber	kayu
lumbering	lumbering
lumberjack	lumberjack
luminescent	luminescent
luminous	luminous
lump	lump
lumpy	lumpy
lunacy	lunacy
lunar	lunar
lunatic	lunatic
lunch	nedha awan
lunchbox	lunchbox
luncheon	luncheon
lunchtime	lunchtime
lung	lung
lunge	lunge
lungs	paru
lurch	lurch
lure	nggodha
lurid	lurid
lurk	lurk
lurking	lurking
luscious	luscious
lush	gembur
lust	hawa nepsu
luster	luster
lustful	lustful
lustrous	lustrous
lusty	lusty
lute	lute
luxuriant	luxuriant
luxurious	mewah
luxury	mewah
lycra	lycra
lye	lye
lying	lying
lymph	lymph
lymphatic	lymphatic
lymphoma	limfoma
lynch	lynch
lynching	lynching
lynx	lynx
lyre	lyre
lyric	lyric
lyrical	lyrical
lyrics	lirik
macadamia	macadamia
macarena	macarena
macaroni	macaroni
mace	mace
mach	mach
machete	machete
machine	mesin
machinery	mesin
machinist	machinist
macho	macho
mackerel	mackerel
macro	macro
mad	mad
madam	madam
madame	madame
madden	madden
madder	madder
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	madhouse
madman	madman
madness	madness
maestro	maestro
mafia	Mafia
magazine	majalah
mage	mage
magenta	magenta
maggot	wedhus
magic	sihir
magical	ajaib
magician	tukang sulap
magistrate	hakim
magma	magma
magna	magna
magnate	magnate
magnesium	Magnesium
magnet	magnet
magnetic	Magnetik
magnetism	magnetisme
magnetite	magnetite
magnification	nggedhekake
magnificence	magnificence
magnificent	apik banget
magnifier	nggedhekake
magnify	nggedhekake
magnifying	nggedhekake
magnitude	gedhene
magnolia	magnolia
magpie	murai
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	mahoni
maid	wong wadon
maiden	wiwitan
mail	mail
mailbox	kothak layang
mailing	mailing
mailman	mailman
maim	NO TRANSLATION
main	utama
mainframe	mainframe
mainland	dharatan
mainstay	mainstay
mainstream	main
maintain	njaga
maintenance	pangopènan
majestic	nggumun
majesty	kamulyan
major	utama
majority	mayoritas
make	nggawe
makeover	Makeover
maker	maker
makeshift	makeshift
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	dandanan
makingdisciples	NO TRANSLATION
malady	malady
malaise	malaise
malaria	malaria
malarkey	malarkey
male	lanang
malevolent	malevolent
malfeasance	malfeasance
malformation	malformasi
malfunction	malfunction
malice	NO TRANSLATION
malicious	angkoro
malign	malign
malignancy	malignancy
malignant	malignant
maligned	maligned
mall	mall
malleable	malleable
mallet	mallet
malnutrition	malnutrisi
malpractice	malpraktek
malt	malt
mama	biyung
mambo	mambo
mamma	NO TRANSLATION
mammal	mamalia
mammoth	mammoth
mammy	mammy
man	wong
manage	ngatur
manageable	bisa diatur
management	manajemen
manager	manajer
managerial	manajerial
mandamus	mandamus
mandarin	mandarin
mandate	mandate
mandatory	wajib
mandible	mandible
mandolin	mandolin
mandrel	mandrel
mane	NO TRANSLATION
maneuver	maneuver
maneuvering	maneuvering
mange	NO TRANSLATION
manger	manger
mangle	mangle
mango	mangga
mangosteen	manggis
mangy	mangy
manhole	manhole
manhood	manhood
manhunt	manhunt
mania	mania
maniac	maniac
maniacal	maniacal
manic	manik
manicure	manikur
manicurist	manicurist
manifest	catetan
manifestation	manifestation
manifested	dicethakaké
manifestly	nyata
manifesto	manifesto
manifold	pancen akeh
manipulate	ngolah
manipulation	manipulasi
manipulative	manipulative
mankind	manungsa
manly	manly
manna	manna
manned	manned
mannequin	mannequin
manner	cara
mannered	mannered
manners	tata krama
manor	manor
manpower	tenaga kerja
mansion	omah gedhong
mansions	mansions
manslaughter	manslaughter
mantel	mantel
mantis	mantis
mantle	mantel
mantra	mantra
manual	manual
manufacture	Pabrik
manufacturer	produsen
manufacturing	manufaktur
manure	manure
manuscript	manuskrip
map	peta
maple	maple
mar	mar
marathon	marathon
marble	marmer
marbled	marbled
marbles	gondhel
march	Maret
mare	NO TRANSLATION
margarine	margarine
margarita	margarita
margin	margin
marginal	marginal
mariachi	mariachi
marijuana	mariyuana
marinara	marinara
marine	marine
mariner	mariner
marital	perkawinan
maritime	maritim
mark	tandha
marked	ditandhani
marker	penanda
market	pasar
marketable	marketable
marketing	marketing
marketplace	pasar
marks	tandha
marksman	ahli sihir
marksmanship	marksmanship
marl	marl
marmalade	marmalade
maroon	maroon
marooned	marooned
marquee	marquee
marquis	marquis
marred	marred
marriage	perkawinan
married	nikah
marrow	sumsum
marry	omah-omah
marsh	rawa
marshal	marshal
marshmallow	marshmallow
mart	mart
martial	tukang perang
martingale	martingale
martini	martini
martyr	martir
martyrdom	kesahidan
marvel	gumun
marvellous	apik banget
marvelous	apik banget
marvelously	apik banget
marzipan	NO TRANSLATION
mascara	mascara
mascot	mascot
masculine	lanang
masculinity	maskulinitas
mash	mash
mashed	mashed
mask	topeng
masked	masked
masks	masker
masochism	masochism
masochist	masochist
mason	mason
masquerade	nyamar
mass	massa
massacre	pembantaian
massage	pijet
masses	massa
masseur	masseur
masseuse	masseuse
massive	massive
mast	mast
master	master
masterful	masterful
mastermind	mastermind
masterpiece	karya Agung
mastery	keprigelan
masturbate	masturbate
masturbation	masturbasi
mat	mat
matador	matador
match	cocog
matchbook	matchbook
matching	cocog
matchmaker	matchmaker
mate	mate
material	materi
materialism	materialisme
materialist	materialist
materialistic	materi
materiality	materialitas
materialize	materialize
materially	materially
materials	bahan
materiel	materiel
maternal	ibu
maternity	maternity
math	math
mathematical	matematika
mathematician	matématikawan
mathematics	matématika
matinee	matinee
mating	kawin
matriculation	matrikulasi
matrimony	matrimony
matrix	matriks
matron	matron
matted	matted
matter	prakara
matting	matting
mattress	kasur
maturation	maturasi
mature	diwasa
maturity	kadewasan
maudlin	maudlin
mausoleum	makam
mauve	mauve
maverick	maverick
maxim	maksimal
maximize	maksimalake
maximum	maksimal
may	bisa
mayday	mayday
mayflower	mayflower
mayhem	Mayhem
mayonnaise	mayonnaise
mayor	mayor
maze	maze
mead	mead
meadow	meadow
meager	kurang ajar
meal	mangan
mean	tegese
meander	meander
meandering	meandering
meanie	tegese
meaning	artine
meaningful	tegese
meaningless	ora ana guna
meanness	ngapusi
means	liya
meantime	samangke
measles	campak
measurable	bisa diukur
measure	langkah
measured	diukur
measurement	ukuran
measuring	ngukur
measuring cup	cup ukurane
measuring tape	ukuran tape
meat	daging
meatball	bakso
meathead	meathead
meatloaf	meatloaf
mechanic	mekanik
mechanical	mechanical
mechanics	mekanika
mechanism	mekanisme
med	NO TRANSLATION
medal	medal
medallion	medallion
medallist	medalist
meddle	meddle
meddling	meddling
media	media
medial	medial
median	median
mediate	mediate
mediation	mediasi
mediator	mediator
medic	obat
medical	medical
medicate	medicate
medication	obat
medicinal	medicinal
medicine	medicine
medieval	abad tengah
mediocre	mediocre
mediocrity	mediocrity
meditate	meditate
meditating	meditating
meditation	meditasi
meditative	meditative
mediterranean	mediterranean
medium	medium
medley	medley
meek	meek
meet	ketemu
meeting	rapat
mega	mega
meh	meh
melancholic	melancholic
melancholy	melancholy
melee	melee
mellow	mellow
melodious	melodious
melodrama	melodrama
melodramatic	melodramatic
melody	melodi
melon	melon
melt	nyawiji
meltdown	meltdown
melting	leleh
member	anggota
membership	anggota
membrane	membran
memento	memento
memo	memo
memoir	memoir
memorabilia	memorabilia
memorable	kenangan
memorandum	memorandum
memorial	Monumen
memorials	memorials
memories	kenangan
memoriesiwontforget	NO TRANSLATION
memorize	ngeling
memory	memori
menace	ngganggu
menacing	menacing
menagerie	menagerie
mend	mend
mending	mending
menial	kurang ajar
meningitis	meningitis
meniscus	meniskus
menopause	menopause
menses	menses
menstrual	menstruasi
mental	mental
mentalhealth	NO TRANSLATION
mentality	mentalitas
menthol	menthol
mention	disebutake
mentor	mentor
menu	menu
meow	meong
mercantile	dagang
mercenary	mercenary
merchandise	barang dagangan
merchant	merchant
merciful	welas asih
merciless	nuwun sewu
mercurial	kothak
mercury	merkuri
mercy	rahmat
mere	mung
merengue	merengue
merge	gabung
merger	penggabungan
meridian	meridian
meridional	meridional
meringue	meringue
merit	merit
meritorious	meritorious
mermaid	putri duyung
merriment	merriment
merry	nyenengake
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescaline
mesh	bolong
meshes	meshes
mesmerized	mesmerized
mess	kekacoan
message	pesen
messedup	NO TRANSLATION
messenger	utusan
messiah	mesias
messy	kotor
metabolic	metabolik
metabolism	metabolisme
metal	logam
metallic	metalik
metallurgy	metalurgi
metamorphosis	metamorfosis
metaphor	kiasan
metaphorical	metafora
metaphysical	metafisika
metaphysics	metafisika
metastasis	metastasis
meteor	meteor
meteoric	meteoric
meteorite	meteorit
meteorological	meteorologi
meteorology	meteorologi
meter	meter
meth	meth
methadone	methadone
methane	methane
methanol	methanol
method	cara
methodical	metodhe
methodology	metodologi
meticulous	teliti
metime	metime
metric	metrik
metrical	metrical
metrology	metrologi
metropolis	metropolis
metropolitan	metropolitan
mettle	mettle
mew	mew
mezzanine	mezzanine
mica	mika
mick	mick
micro	mikro
microbe	microbe
microbiology	mikrobiologi
microchip	microchip
microcosm	microcosm
microfilm	mikrofilm
microgram	microgram
micrometer	micrometer
micron	micron
microphone	mikropon
microscope	mikroskop
microscopic	mikroskopis
microscopically	mikroskopik
microscopy	mikroskopi
microwave	gelombang mikro
mid	agêng
midair	midair
midday	tengah wengi
middle	tengah
middleman	middleman
middleweight	menengah
midget	midget
midland	midland
midlife	midlife
midline	midline
midnight	tengah wengi
midshipman	midshipman
midst	Tengah
midsummer	midsummer
midterm	midterm
midtown	midtown
midway	midway
midwife	bidan
midwifery	midwifery
mien	NO TRANSLATION
miffed	miffed
mighty	kuwat
mignon	mignon
migraine	migren
migrate	pindhah
migration	migrasi
migratory	migratory
mike	mike
mil	NO TRANSLATION
mild	entheng
mildew	mildew
mildness	mildness
mile	mil
mileage	jarak tempuh
milestone	tonggak sejarah
militant	militant
militants	militants
military	militer
militia	militia
milk	susu
milkman	milkman
milkshake	milkshake
milky	milky
mill	Penggilingan
millennium	millennium
milligram	milligram
millimeter	milimeter
million	yuta
millionaire	millionaire
millionth	millionth
millstone	millstone
mime	mime
mimic	mimic
mimicking	mimicking
mimicry	mimicry
mince	mince
mincemeat	mincemeat
mind	pikiran
minded	minded
mindful	eling
mindfulness	mindfulness
mindless	mindless
mine	mine
minefield	minefield
miner	miner
mineral	Mineral
mineralogy	mineralogy
mingle	mingle
mingled	mingled
mini	mini
miniature	miniatur
minibus	minibus
minim	NO TRANSLATION
minimal	minimal
minimize	nyilikake
minimized	diminimalisir
minimum	minimal
mining	pertambangan
minion	minion
minister	menteri
ministerial	menteri
ministry	pelayanan
minivan	minivan
mink	mink
minnow	minnow
minor	suntingan
minority	minoritas
minstrel	minstrel
mint	mint
minty	minty
minuscule	minuscule
minute	menit
minutiae	minutiae
minx	minx
mir	NO TRANSLATION
miracle	Ajaib
miracles	kaelokan
miraculous	miraculous
mirage	mirage
mire	NO TRANSLATION
mirror	pangilon
mirth	mirth
misappropriation	misappropriation
misbehave	misbehave
misbehavior	misbehavior
miscalculation	miscalculation
miscarriage	keguguran
miscellaneous	macem-macem
miscellany	Liyane
mischief	piala
mischievous	mischievous
misconception	misconception
misconduct	salah
misdemeanor	misdemeanor
misdirection	misdirection
miser	miser
miserable	dakkirim
miserably	miserably
misery	kasangsaran
misfire	misfire
misfit	misfit
misfortune	misfortune
misguided	NO TRANSLATION
mishap	mishap
misinformed	misinformed
misinterpretation	misinterpretasi
mislead	mislead
misleading	nyasab
misled	misled
mismanagement	mismanagement
mismatch	ora cocog
mismatched	mismatched
misnomer	misnomer
misplace	misplace
misplaced	misplaced
misread	misread
misrepresent	misrepresent
misrepresentation	misrepresentation
misrepresented	misrepresented
miss	miss
missile	rudal
missiles	rudal
missing	ilang
missingyou	NO TRANSLATION
mission	karep
missionary	misionaris
misspell	misspell
misstatement	misstatement
missy	missy
mist	kabut
mistake	kesalahan
mistaken	mistaken
mister	mister
mistletoe	mistletoe
mistreated	mistreated
mistress	wanita simpanan
mistrial	mistrial
mistrust	mistrust
misty	misty
misunderstand	misunderstand
misunderstanding	kesalahpahaman
misunderstood	misunderstood
misuse	nyalahi panggunaan
mite	mite
miter	miter
mitigate	ngurangi
mitigating	mitigating
mitigation	mitigasi
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	nyampur
mixed	dicampur
mixedemotions	mixedemotions
mixer	mixer
mixture	dicampur
mnemonic	mnemonic
moan	nyengir
moat	moat
mob	mob
mobile	seluler
mobility	mobilitas
mobilization	mobilisasi
mobilize	mobilize
mobster	mobster
mocha	mocha
mock	mock
mocked	mocked
mockery	ngguyu
mocking	mocking
mockingbird	mockingbird
mod	mod
modal	modal
modality	modality
mode	mode
model	model
modeler	modeler
modeling	modeling
modem	modem
moderate	Moderate
moderate anticipation	antisipasi nyuda
moderate disgust	Modhe pangertosan
moderate negative	Moderate negatif
moderate positive	Moderate positif
moderate surprise	kejutan moderat
moderate trust	kepercayaan moderat
moderately	cukup
moderating	moderate
moderation	moderasi
moderator	moderator
modern	modern
modernism	modernisme
modest	andhap asor
modesty	modesty
modicum	modicum
modifiable	modifiable
modification	modifikasi
modified	dimodifikasi
modify	ngowahi
