Word	te
jade	పచ్చ
jaded	విసిగిపోయిన
jag	NO TRANSLATION
jagged	కత్తిరించిన
jaguar	జాగ్వర్
jail	జైలులో
jailbird	jailbird
jailbreak	jailbreak
jailer	జైలర్
jailhouse	jailhouse
jalopy	పాతబడి పనికిరాని మోటారు వాహనము
jam	జామ్
jamboree	బాంబోరీలో
jammed	ఆకట్టుకున్నాడు
jammer	జామర్
janitor	కాపలాదారు
janitorial	కావలి
japan	జపాన్
jar	jar
jargon	పడికట్టు
jarhead	jarhead
jarring	jarring
jasmine	మల్లె
jasper	పచ్చ
jaundice	కామెర్లు
jaunt	విహారయాత్ర
java	జావా
javelin	జావెలిన్
jaw	దవడ
jawbone	దవడ ఎముక
jaws	దవడలు
jay	జే
jazz	జాజ్
jazzy	జాజీ
jealous	ఈర్ష్య
jealousy	అసూయ
jean	జీన్
jeans	జీన్స్
jeep	జీప్
jeering	jeering
jelly	జెల్లీ
jellybean	జెల్లీ బీన్
jellyfish	జెల్లీఫిష్
jenny	జెన్నీ
jeopardize	హాని
jeopardy	పోటీలకు
jerk	కుదుపు
jerks	jerks
jerky	జెర్కీ
jersey	జెర్సీ
jest	NO TRANSLATION
jester	jester
jesus	jesus
jet	జెట్
jetty	జట్టి
jewel	ఆభరణాలను
jeweler	స్వర్ణకారుడు
jewelry	నగల
jib	పనిని కొనసాగించటానికి నిరాకరించే
jiff	NO TRANSLATION
jiffy	కొద్దిసేపట్లో
jig	గాలము
jiggle	కదిపివేయు
jigsaw	జా
jihad	జిహాద్
jimmy	జిమ్మీ
jingle	జింగిల్
jinx	అపశకునం
jitters	jitters
jittery	jittery
jive	జీవ్
job	ఉద్యోగం
jobinterview	NO TRANSLATION
jock	జోక్
jockey	జాకీ
jockstrap	జాక్ స్ట్రాప్
jog	జాగ్
jogger	కందిపోయిన
john	john
join	చేరడానికి
joined	చేరారు
joining	చేరిన
joint	ఉమ్మడి
jointly	సంయుక్తంగా
joke	జోక్
joker	జోకర్
joking	హాస్యంగా
jolly	జాలీ
jolt	జోల్ట్
jornada	NO TRANSLATION
jot	పరిమాణం
jour	NO TRANSLATION
journal	పత్రిక
journalism	జర్నలిజం
journalist	పాత్రికేయుడు
journalistic	పాత్రికేయ
journey	ప్రయాణం
journeyman	హర్షించే
joust	joust
jovial	jovial
joy	ఆనందం
joyful	ఆనందం
joyous	సంతోషకరమైన
joyride	joyride
joys	జొయ్స్
jubilant	ఆనందోత్సాహాలతో కూడిన
jubilee	జూబిలీ
judge	న్యాయమూర్తి
judged	తీర్పు
judging	తీర్పు
judgment	తీర్పు
judgmental	రహితంగా
judicial	న్యాయ
judiciary	న్యాయవ్యవస్థ
judicious	న్యాయపరమైన
judo	జూడో
jug	కూజా
juggle	మోసగించు
juggler	జగ్లెర్
juggling	గారడి విద్య
jugular	మెడ
juice	రసం
juicer	juicer
juicy	జూసీ
juju	NO TRANSLATION
juke	జూక్
jukebox	జ్యూక్ బాక్స్
jumble	గందరగోళం
jumbled	కలగలిసిపోయిన
jumbo	జంబో
jump	ఎగిరి దుముకు
jump rope	జంప్ తాడు
jumper	జంపర్
jumpsuit	జంప్సూట్పై
jumpy	Jumpy
junction	జంక్షన్
juncture	పరిస్థితిలో
jungle	అడవి
junior	జూనియర్
juniper	జునిపెర్
junk	జంక్
junket	పంచదార
junkie	మాదకద్రవ్యాలకు అలవాటుపడిన
junky	junky
junkyard	జంక్యార్డ్
junta	జుంటా
juridical	చట్టానికి
jurisdiction	అధికార
jurisprudence	న్యాయ మీమాంస
jurist	న్యాయవేత్త
juror	న్యాయాధిపతి
jury	జ్యూరీ
justice	న్యాయం
justifiable	సమర్థనీయమైన
justification	సమర్థన
justify	న్యాయంచేయటానికి
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	జనపనార
juvenile	బాల్య
juxtaposition	సన్నిధి
kaiser	కైసర్
kale	కాలే
kaleidoscope	చిత్రదర్శినీలు
kamikaze	Kamikaze
kangaroo	కంగారు
kanji	కంజి
kappa	కప్పా
kaput	NO TRANSLATION
karaoke	కచేరీ
karate	కరాటే
karma	కర్మ
karmic	కర్మ
kayak	కయాక్
kazoo	kazoo
kebab	కెబాబ్
keel	keel
keen	కీన్
keep	ఉంచేందుకు
keeper	కీపర్
keeping	కీపింగ్
keepsake	keepsake
keg	కెగ్
kelp	కెల్ప్
ken	కెన్
kennel	కుక్కల
kerchief	రుమాలు
kern	కెర్న్
kernel	కెర్నల్
kerosene	కిరోసిన్
ketchup	కెచప్
kettle	కేటిల్
key	కీ
keyboard	కీబోర్డ్
keyed	కలిగివుండదు
keyhole	కీహోల్
keynote	కీనోట్
keypad	కీప్యాడ్
keystone	కీస్టోన్
keyword	కీవర్డ్
khaki	ఖాకీ
khan	ఖాన్
kibble	నూకలుగావిసరు
kick	కిక్
kickboxing	కిక్బాక్సింగ్
kicker	kicker
kicking	తన్నడం
kickoff	తన్నివేయుట
kid	పిల్లవాడిని
kidder	కిడ్దర్
kidding	తమాషా
kiddo	kiddo
kiddos	kiddos
kidnap	అపహరించి
kidnapped	కిడ్నాప్
kidnapper	కిడ్నాపర్
kidnapping	అపహరణ
kidney	మూత్రపిండాల
kids	పిల్లలు
kill	చంపడానికి
killer	కిల్లర్
killing	హత్య
killjoy	killjoy
kiln	బట్టీలో
kilo	NO TRANSLATION
kilogram	కిలోగ్రాము
kilometer	కిలోమీటరుకు
kilt	కిల్ట్
kimono	కిమోనో
kin	బంధు
kind	రకం
kindergarten	కిండర్ గార్టెన్
kindling	సర్కారు
kindness	దయ
kindred	కిండ్రెడ్
kinematics	చర్విత
kinesiology	కినిసాలజి
kinetic	గతి
king	రాజు
king snake	రాజు పాము
kingdom	రాజ్యం
kingpin	kingpin
kink	చిక్కుముడి
kinky	కింకి
kinship	బంధుత్వం
kiosk	కియోస్క్
kirk	కిర్క్
kiss	ముద్దు
kisser	kisser
kissy	ముద్దుపెట్టే
kit	కిట్
kitchen	వంటగది
kite	గాలిపటం
kitten	పిల్లి
kiwi	కివి
klutz	వ్యర్థమైంది
knack	నేర్పు
knapsack	నాప్సాక్
knead	పిసికి కలుపు
knee	మోకాలి
kneecap	మోకాలిచిప్ప
kneel	kneel
kneeling	మోకాళ్ళపై
knell	ప్రకటించునది
knick	పనికిరాని
knickers	చెడ్డిలు
knife	కత్తి
knight	గుర్రం
knighthood	నైట్హుడ్
knit	knit
knob	నాబ్
knock	తన్నాడు
knockoff	knockoff
knockout	తన్నాడు
knoll	గుట్ట
knot	ముడి
knots	నాట్లు
knotted	ముడులతో
know	తెలుసు
knowing	తెలుసుకోవడం
knowingly	తెలిసే
knowledge	జ్ఞానం
knowledgeable	పరిజ్ఞానం
knuckle	పిడికిలిని
knucklehead	నకుల్ హెడ్
knuckles	మెటికలు
koala	కోలా
kook	NO TRANSLATION
kooky	అసాధారణ
kool-aid	కూల్-ఎయిడ్
kos	కాస్
kosher	కోషెర్
kraut	NO TRANSLATION
kris	క్రిస్
kryptonite	kryptonite
kudos	వైభవము
kumquat	కంక్వాత్
lab	ల్యాబ్
label	లేబుల్
labor	కార్మిక
laboratory	ప్రయోగశాల
labored	labored
laborer	కార్మికుడు
laboring	కార్మిక
laborious	శ్రమతో
labyrinth	చిక్కైన
lac	లక్క
lace	లేస్
laceration	చీలిక
lack	లేకపోవడం
lackey	నౌకరు
lacking	లేకపోవడంపై
lackluster	పేలవమైన
lacquer	లక్క
lacrosse	లాక్రోస్
lactose	లాక్టోజ్
lad	కుర్రవాడు
ladder	నిచ్చెన
laddie	laddie
laden	బరువు నింపిన
lading	సరుకు ఎక్కింపు
ladle	గరిటె
lady	లేడీ
lady bug	NO TRANSLATION
ladybug	ladybug
ladylike	ladylike
ladyship	ladyship
lag	లాగ్
lager	NO TRANSLATION
lagging	వెనుకబడి
lagoon	మడుగు
lair	గుహ
laity	మతబోధకులు
lake	సరస్సు
lama	NO TRANSLATION
lamb	గొర్రె
lame	మందకొడిగా
lament	విషాదం
lamenting	శోకిస్తూ
lamina	నాడులకు
laminated	పొర
lamp	దీపం
lamppost	దీపస్తంభం
lance	లాన్స్
lancer	లాన్సర్
land	భూమి
landed	అడుగుపెట్టాయి
landfall	తీరాన్ని
landfill	పల్లపు
landing	ల్యాండింగ్
landlady	యజమానురాలు
landlocked	పరివేష్టిత
landlord	భూస్వామ్య
landmark	మైలురాయి
lands	భూములు
landscape	ప్రకృతి దృశ్యం
landscaping	తోటపని
landslide	కొద్దిలో
lane	వీధి
language	భాష
languid	అలసిన
languish	నశించు
languishing	కొట్టుమిట్టాడుతున్న
lanky	వికృతంగా సన్నగా పొడవైన
lantern	లాంతరు
lap	ల్యాప్
lapdog	చిన్న పెంపుడు కుక్క
lapel	lapel
lapse	పతన
lapsed	lapsed
laptop	ల్యాప్టాప్
larceny	చిల్లర
lard	పందికొవ్వు
larder	larder
large	పెద్ద
larger	పెద్ద
largo	NO TRANSLATION
lark	లార్క్
larva	పురుగులు
laryngitis	స్వరపేటికవాపుకు
larynx	స్వరపేటిక
lasagna	లాసాగ్నా
laser	లేజర్
lash	కొరడా దెబ్బ
lass	పడుచు
lasso	లాస్సో
lastday	NO TRANSLATION
lasting	శాశ్వత
lastminute	చివరి నిమిషం
latch	గొళ్ళెం
late	ఆలస్యం
lateness	lateness
latent	గుప్త
lateral	పార్శ్వ
laterally	ప్రక్కనుండి
latex	రబ్బరు పాలు
lathe	సాధనము
lather	నురుగు
latitude	అక్షాంశం
latrine	మరుగు దొడ్డి
latrines	latrines
latte	latte
lattice	జాలక
laud	స్తోత్రము
laudable	మెచ్చుకొనదగిన
laudation	laudation
laudatory	ప్రశంసాత్మక
laugh	నవ్వుల
laughable	హాస్యాస్పదమైన
laughing	నవ్వుతూ
laughingstock	NO TRANSLATION
laughs	నవ్విన
laughter	నవ్వు
launch	ప్రయోగ
launcher	లాంచర్
launches	లాంచీలు
launder	బట్టలుతికే
laundering	బదిలీ
laundry	లాండ్రీ
laureate	గ్రహీత
laurel	సతత
laurels	దానితో
lava	లావా
lavage	బట్టలు ఉతికే సోడా
lavatory	దొడ్డి
lavender	లావెండర్
lavish	విలాసవంతమైన
law	చట్టం
lawful	చట్టబద్ధమైన
lawless	కట్టుబాట్లు
lawlessness	అక్రమము
lawman	lawman
lawn	పచ్చిక
lawnmower	గెడ్డి కత్తిరించు యంత్రము
lawsuit	దావా
lawyer	న్యాయవాది
lax	నిర్లక్ష్యం
laxative	భేదిమందు
lay	లే
layaway	layaway
layer	పొర
layered	లేయర్డ్
layman	చదువురాని
layout	లేఅవుట్
layover	Layover
laziness	బద్ధకం
lazy	సోమరి
lazyday	NO TRANSLATION
lea	లీ
lead	దారి
leaded	leaded
leader	నాయకుడు
leadership	నాయకత్వం
leading	ప్రముఖ
leads	దారితీస్తుంది
leaf	ఆకు
leaflet	రెక్క
leafy	ఆకు
league	లీగ్
leak	లీక్
leakage	లీకేజ్
leaky	కారుతున్న
lean	లీన్
leaned	పెడుతున్నాయి
leaning	లీనింగ్
leap	లీపు
learn	తెలుసుకోవడానికి
learned	నేర్చుకున్న
learner	అభ్యసించేవాడు
learning	లెర్నింగ్
lease	లీజు
leash	ఫ్రీక్
leather	తోలు
leathery	తోలు
leave	వదిలి
leavemealone	నన్ను ఒంటరిగా వదిలేయ్
leaving	వదిలి
lecherous	లెచెరాస్
lecture	ఉపన్యాసం
lecturer	లెక్చరర్
ledge	ledge
ledger	లెడ్జర్
lee	lee
leech	జలగ
leeches	జలగలు
leer	NO TRANSLATION
leery	జిత్తులమారియైన
lees	NO TRANSLATION
leeway	వెసులుబాటును
left	వదిలి
leftout	NO TRANSLATION
leftover	మిగిలిపోయిన
leftovers	మిగిలిపోయిన అంశాలతో
lefty	లెఫ్టీ
leg	కాలు
legacy	వారసత్వం
legal	చట్టపరమైన
legality	చట్టబద్ధత
legalize	చట్టబద్ధం
legalized	చట్టబద్ధం
legally	చట్టబద్ధంగా
legend	పురాణం
legendary	పురాణ
legibility	అర్హత ఆధారంగా దత్తత తీసుకున్నారు
legible	స్పష్టంగా
legion	లెజియన్
legislate	చట్టాలను
legislation	చట్టం
legislative	శాసన
legislator	శాసనసభ్యుడు
legislature	శాసనసభ
legit	సక్రమం
legitimacy	చట్టబద్ధత
legitimate	చట్టబద్ధమైన
lego	లెగో
legs	కాళ్ళు
legume	పప్పుదినుసులు
legwork	legwork
leisure	విశ్రాంతి
leisurely	విరామ
lemma	ఘర్షణ
lemon	నిమ్మకాయ
lemonade	నిమ్మరసం
lend	అప్పిచ్చు
lender	రుణదాత
lending	రుణ
length	పొడవు
lengthen	పొడిగించుకునేందుకు
lengthened	దీర్ఘంగా
lengthening	దీర్ఘం
lengthwise	పొడవాటి
lengthy	సుదీర్ఘ
leniency	లీనియన్సీ
lenient	సానుకూలంగా
lens	లెన్స్
leopard	చిరుత
leotard	leotard
leper	కుష్టు
leprechaun	లెప్రేచాన్
leprosy	కుష్టు
lesbian	లెస్బియన్
lesbianism	ఇద్దరు స్త్రీలు ఒకరితో ఒకరు రమించుట
lesion	పుండు
less	తక్కువ
lessee	లీజులో
lessen	తగ్గించటానికి
lessening	సద్దుమణగడం
lesser	తక్కువ
lesson	పాఠం
lessor	అద్దెకు ఇచ్చే
let	వీలు
lethal	ప్రాణాంతకమైన
lethargic	నీరసమైన
lethargy	బద్ధకం
letter	లేఖ
lettered	అక్షర
letterhead	లెటర్హెడ్
lettering	అక్షరాలతో
letters	అక్షరాలు
lettuce	లెటుస్
leukemia	లుకేమియా
levee	కట్టల
level	స్థాయి
lever	లివర్
leverage	పరపతి
levitate	గాలిలోకి తేల్చేందుకు
levy	లెవీ
lewd	అశ్లీలంగా
lexicon	కోశం
ley	NO TRANSLATION
liabilities	బాధ్యతలు
liability	బాధ్యత
liable	బాధ్యులు
liaison	అనుసంధాన
liar	అబద్ధాల
libel	పరువునష్టం
libelous	అసత్య
liberal	ఉదారవాద
liberalism	ఉదారవాదం
liberate	విముక్తి
liberated	విముక్తి
liberating	స్వేఛ్చ
liberation	విముక్తి
liberty	స్వేచ్ఛ
libido	లిబిడో
librarian	లైబ్రేరియన్
library	లైబ్రరీ
libretto	రచనకు
lice	పేను
license	లైసెన్స్
lichen	లిచెన్
lick	నాకు
licorice	లికోరైస్
lid	మూత
lie	అబద్ధం
liege	లీజ్
lien	తాత్కాలిక హక్కు
lieu	బదులు
lieutenant	లెఫ్టినెంట్
life	జీవితం
lifeblood	జీవనాధారం
lifeboat	లైఫ్బోట్
lifeguard	అంగరక్షకుడు
lifeisgood	జీవితం చాల బాగుంది
lifeless	పార్థివ
lifelike	జీవం
lifeline	చుట్టి
lifelong	జీవితకాల
lifer	జీవితఖైదు
lifesaver	lifesaver
lifestyle	జీవనశైలి
lifesucks	lifesucks
lifetime	జీవితకాలం
lift	లిఫ్ట్
lifted	ఎత్తివేసింది
liftoff	పైకెత్తిన
ligament	స్నాయువు
ligation	బంధనం
ligature	బంధనం
light	కాంతి
light year	కాంతి సంవత్సరం
lightbulb	వెలుగుదివ్వె
lighten	తేలిక
lightheaded	lightheaded
lighthouse	లైట్హౌస్
lighting	లైటింగ్
lightness	తేలిక
lightning	మెరుపు
lights	లైట్లు
lightweight	తేలికైన
likable	ఇష్టపడే
like	వంటి
likelihood	సంభావ్యత
likely	అవకాశం
likeness	ఇష్టంలో
likewise	అదేవిధంగా
liking	రుచించలేదు
lilac	లిలక్
lily	కలువ
limb	అవయవం
limber	మృదువైన
limbo	అసంపూర్ణ
lime	నిమ్మ
limelight	బాగా
limestone	సున్నపురాయి
limey	Limey
limit	పరిమితి
limitation	పరిమితి
limited	పరిమిత
limitless	లిమిట్లెస్
limo	నిమ్మ
limousine	కారును
limp	కుంటుకుంటూ
lin	లిం
line	లైన్
lineage	వంశం
lineal	lineal
linear	సరళ
linebacker	అక్కడ రెండవ
lined	కప్పుతారు
linen	నార
liner	లైనర్
lines	పంక్తులు
lineup	లైనప్
linger	ఆలస్యము
lingerie	లోదుస్తులు
lingering	వేలాడుతోంది
lingo	లింగో
lingual	భాషా
linguini	లింగినీ
linguist	భాషావేత్త
linguistic	భాషా
linguistics	భాషాశాస్త్రం
lining	లైనింగ్
link	లింక్
linoleum	లినోలియం
lint	మెత్తటి
lion	సింహం
lip	లిప్
liposuction	లిపోసక్షన్
lipstick	లిప్స్టిక్
liquefaction	ద్రవీకరించడము
liquefied	ద్రవీకృత
liqueur	లిక్కర్
liquid	ద్రవ
liquidate	అమ్మివేయడం
liquidation	పరిసమాప్తి
liquidator	లిక్విడేటర్
liquidity	ద్రవ్య
liquor	మద్యం
lira	NO TRANSLATION
lisp	లిస్ప్
list	జాబితా
listen	వినండి
listener	వినేవారు
listenting	NO TRANSLATION
listing	ధన్యవాదాలు
listless	ఆసక్తి లేని
listneing	NO TRANSLATION
litany	దైవ ప్రార్థన
liter	లీటరు
literacy	అక్షరాస్యత
literal	సాహిత్య
literally	అక్షరాలా
literary	సాహిత్య
literature	సాహిత్యం
lithe	వంచగలిగే
lithium	లిథియం
lithograph	బండపై
lithography	స్కానింగ్ చెయ్యటం
lithology	శిలాశాస్త్రం
lithosphere	శిలావరణం
litigant	litigant
litigate	న్యాయస్థానాలను
litigation	వ్యాజ్యం
litigator	litigator
litigious	తగువులమారి
litter	ఈతలో
little	చిన్న
littlethings	చిన్న విషయాలు
littoral	సముద్రతీర
liturgy	సామూహిక ప్రార్ధన
live	ప్రత్యక్ష
livelife	జీవితాని జీవించండి
livelihood	జీవనోపాధి
lively	సజీవ
liven	ప్రత్యక్షం
liver	కాలేయ
livery	రంగులకు
livestock	పశువుల
livid	నీలవర్ణము
living	జీవించి ఉన్న
lizard	బల్లి
llama	లామా
lml	ఎల్ఎమ్ఎల్తో
load	లోడ్
loader	లోడర్
loaf	రొట్టె
loafer	సోమరి
loam	లోవామ్
loan	ఋణం
loath	ఇష్టపడరు
loathe	అసహ్యించుకొను
loathful	loathful
loathing	ద్వేషాన్ని
loathsome	అసహ్యమైన
lobby	లాబీ
lobbyist	లాబీయిస్ట్
lobe	లోబ్
lobotomy	లోబోటోమి
lobster	ఎండ్రకాయలు
local	స్థానిక
locale	లొకేల్
locality	ప్రాంతం
localization	స్థానికీకరణ
localize	స్థానీకరణ
localized	స్థానికీకరించిన
locate	గుర్తించడం
location	నగర
locator	గుర్తింపుదారుడు
loch	లోచ్
lock	లాక్
locker	లాకర్
locket	లాకెట్ను
locksmith	తాళాలు బాగుచేసే
lockup	కారాగారం లో వేయడం
loco	లోకో
locomotion	చలనం
locomotive	లోకోమోటివ్
locust	మిడుత
lode	NO TRANSLATION
lodge	గృహం
lodger	లాడ్జెర్
lodging	బస
loft	గడ్డివాము
lofty	ఉన్నతమైనది
log	లాగిన్
logarithm	సంవర్గమానం
logarithmic	సంవర్గమాన
logic	తర్కం
logical	తార్కిక
logistics	లాజిస్టిక్స్
logo	లోగో
logotype	లోగోను
loin	NO TRANSLATION
lollipop	లాలిపాప్
lone	ఒంటరి
loneliness	ఒంటరితనం
lonely	ఒంటరి
loner	ఒంటరివాడు
lonesome	ఈ జలేశ్వర్
long	దీర్ఘ
longboat	పడవలో
longevity	దీర్ఘాయువు
longing	కోరికతో
longitude	రేఖాంశం
longitudinal	రేఖాంశ
longitudinally	పొడవును
longtime	దీర్ఘకాల
loo	లూ
look	చూడండి
looker	గమనించేవాడు
lookout	లుకౌట్
loom	మగ్గాలు
looming	దూసుకొస్తున్న
loon	లూన్
loony	పిచ్చివాడు
loop	లూప్
loophole	లొసుగును
loopy	loopy
loose	వదులుగా
loosen	సడలించడానికి
loosening	పట్టుకోల్పోవడంతో
loot	దోపిడి
lop	లోప్
lopsided	సులభంగా గెలిచాడు
lord	లార్డ్
lords	లార్డ్స్
lordship	దైవత్వం
lore	నమ్మకాలలో
lorry	లారీ
lose	కోల్పోతారు
loser	ఓటమి
losing	ఓడిపోయిన
loss	నష్టం
lost	కోల్పోయిన
lot	చాలా
lotion	మందునీరు
lots	మా
lottery	లాటరీ
lotto	లోట్టో
lotus	కమలం
loud	బిగ్గరగా
loudly	బిగ్గరగా
loudmouth	loudmouth
loudness	శబ్దవంతమైన
loudspeaker	లౌడ్స్పీకర్
lounge	లాంజ్
lounging	Lounging
louse	పేను
lousy	lousy
lovable	lovable
love	ప్రేమ
loved	ప్రియమైన
lovee	lovee
loveee	loveee
loveless	ప్రేమలేని
lovelife	NO TRANSLATION
loveliness	సౌందర్యము
lovelovelove	NO TRANSLATION
lovely	సుందరమైన
lovemaking	రాస క్రీడ
lovemylife	NO TRANSLATION
lover	ప్రేమికుడు
lovesick	lovesick
lovethis	దీనిని ప్రేమించు
loving	loving
lovinglife	ప్రేమగల జీవితం
lovinlife	lovinlife
low	తక్కువ
lowdown	నిలిచివుండే
lower	తక్కువ
lowering	తగ్గించడం
lowest	అత్యల్ప
lowlands	లోతట్టు
lowlife	lowlife
lowly	అణకువ
lox	LOX
loyal	నమ్మకమైన
loyalty	విధేయత
lsd	LSD
luau	luau
lube	lube
lubricant	కందెన
lubricate	ద్రవపదార్థం
lubrication	సరళత
lucid	గొప్ప
luck	అదృష్టం
luckiest	అదృష్టవంతమైన
lucky	అదృష్ట
luckygirl	luckygirl
lucrative	లాభదాయకమైన
ludicrous	హాస్యాస్పదమైన
lug	లగ్
luggage	సామాను
lukewarm	మోస్తరు
lull	విరామాన్ని
lullaby	లాలి పాట
lumbar	కటి
lumber	కలప
lumbering	వంట చెరకు
lumberjack	lumberjack
luminescent	కాంతి
luminous	ప్రకాశించే
lump	బొబ్బ
lumpy	లంపి
lunacy	మతిభ్రమణానికి
lunar	చంద్ర
lunatic	వెర్రివాడు
lunch	భోజనం
lunchbox	lunchbox
luncheon	విందు
lunchtime	lunchtime
lung	ఊపిరితిత్తుల
lunge	ఆకస్మికంగా చేసే చలనం
lungs	ఊపిరితిత్తులు
lurch	lurch
lure	ఎర
lurid	సంచలనాత్మక
lurk	పొంచియుండే
lurking	ప్రచ్ఛన్న
luscious	తియ్యని
lush	లష్
lust	కామం
luster	మెరుపులో
lustful	తీవ్రమైన
lustrous	నునుపుగా
lusty	బలిసిన
lute	వీణ
luxuriant	నిరర్ధకమని
luxurious	విలాసవంతమైన
luxury	లగ్జరీ
lycra	లైక్రా
lye	లై
lying	అబద్ధం
lymph	శోషరస
lymphatic	శోషరస
lymphoma	లింఫోమా
lynch	లించ్
lynching	ఉరితీసిన
lynx	లింక్స్
lyre	లైర్
lyric	గీత
lyrical	లిరికల్
lyrics	సాహిత్యం
macadamia	మకాడమియా
macarena	మకారీనా
macaroni	మాకరోనీ
mace	జాపత్రి
mach	మాక్
machete	మాచేట్
machine	యంత్రం
machinery	యంత్రాలు
machinist	machinist
macho	మాకో
mackerel	mackerel
macro	స్థూల
mad	పిచ్చి
madam	మేడమ్
madame	మేడం
madden	మాడెన్
madder	మాంజిష్ట
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	madhouse
madman	పిచ్చివాడికి
madness	పిచ్చి
maestro	మాస్ట్రో
mafia	మాఫియా
magazine	పత్రిక
mage	mage
magenta	మెజెంటా
maggot	ఈగ గుడ్డు
magic	మేజిక్
magical	మాయా
magician	మాంత్రికుడు
magistrate	మేజిస్ట్రేట్
magma	శిలాద్రవం
magna	మాగ్నా
magnate	ద్రష్ట
magnesium	మెగ్నీషియం
magnet	అయస్కాంతం
magnetic	అయస్కాంత
magnetism	అయస్కాంతశక్తి
magnetite	మాగ్నెటైట్
magnification	మాగ్నిఫికేషన్
magnificence	వైభవం
magnificent	అద్భుతమైన
magnifier	మాగ్నిఫైయర్
magnify	పెంచు
magnifying	హీరోలు
magnitude	తీవ్రతతో
magnolia	మాగ్నోలియా
magpie	మాగ్పైయి
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	ఎర్రని
maid	మెయిడ్
maiden	తొలి
mail	మెయిల్
mailbox	మెయిల్బాక్స్
mailing	మెయిలింగ్
mailman	mailman
maim	NO TRANSLATION
main	ప్రధాన
mainframe	మెయిన్ఫ్రేమ్
mainland	ప్రధాన భూభాగం
mainstay	మద్దతుదారుగా
mainstream	ప్రధాన స్రవంతి
maintain	నిర్వహించడానికి
maintenance	నిర్వహణ
majestic	మనోహరంగా
majesty	ఘనత
major	ప్రధాన
majority	మెజారిటీ
make	తయారు
makeover	makeover
maker	maker
makeshift	తాత్కాలిక
makesmehappy	NO TRANSLATION
makesmemad	makesmemad
makeup	మేకప్
makingdisciples	NO TRANSLATION
malady	రోగం
malaise	ఆయాసం
malaria	మలేరియా
malarkey	Malarkey
male	పురుషుడు
malevolent	కపటి
malfeasance	దురాచారం
malformation	వైకల్య
malfunction	పొరపాట్లను
malice	NO TRANSLATION
malicious	హానికరమైన
malign	దూషించాడు
malignancy	ప్రాణాంతకత్వాన్ని
malignant	ప్రాణాంతక
maligned	నిందించబడిన
mall	మాల్
malleable	సుతిమెత్తని
mallet	మేలట్
malnutrition	పోషకాహారలోపం
malpractice	దుష్ప్రవర్తన
malt	మాల్ట్
mama	మామా
mambo	Mambo
mamma	NO TRANSLATION
mammal	క్షీరద
mammoth	మముత్
mammy	NO TRANSLATION
man	మనిషి
manage	నిర్వహించడానికి
manageable	నిర్వహించటానికి
management	నిర్వహణ
manager	నిర్వాహకుడు
managerial	నిర్వాహక
mandamus	Mandamus అభిప్రాయపడ్డారు
mandarin	మాండరిన్
mandate	ఆదేశం
mandatory	తప్పనిసరి
mandible	క్రింది దవడ
mandolin	మాండొలిన్
mandrel	పళ్ళు తోము
mane	NO TRANSLATION
maneuver	యుక్తి
maneuvering	యుక్తి
mange	NO TRANSLATION
manger	తొట్టిలో
mangle	NO TRANSLATION
mango	మామిడి
mangosteen	mangosteen
mangy	mangy
manhole	మ్యాన్హోల్
manhood	వయస్క
manhunt	అన్వేషణ
mania	వెర్రి
maniac	ఉన్మాది
maniacal	maniacal
manic	మానిక్
manicure	చేతుల అందమును తీర్చిదిద్దే పద్ధతి
manicurist	manicurist
manifest	మానిఫెస్ట్
manifestation	అభివ్యక్తి
manifested	వ్యక్తం
manifestly	ఉద్దేశపూర్వకంగా
manifesto	మానిఫెస్టో
manifold	అనేక పరిణామాలు
manipulate	మార్చటానికి
manipulation	తారుమారు
manipulative	తారుమారు
mankind	మానవజాతి
manly	మ్యాన్లీ
manna	మన్నా
manned	మనుషులు
mannequin	బొమ్మ
manner	పద్ధతిలో
mannered	సభ్యత
manners	సభ్యత
manor	మనోర్
manpower	అంగబలం
mansion	ఇంటిని
mansions	సౌధాల
manslaughter	మారణకాండ
mantel	మోంటెల్
mantis	mantis
mantle	మాంటిల్
mantra	మంత్రం
manual	మాన్యువల్
manufacture	తయారీ
manufacturer	తయారీదారు
manufacturing	తయారీ
manure	పేడ
manuscript	మాన్యుస్క్రిప్ట్
map	చిహ్నం
maple	మాపుల్
mar	mar
marathon	మారథాన్
marble	పాలరాయి
marbled	పాలరాతి
marbles	గోళీలు
march	మార్చి
mare	NO TRANSLATION
margarine	వనస్పతి
margarita	మార్గరీటా
margin	మార్జిన్
marginal	సన్నకారు
mariachi	మారియాచి
marijuana	గంజాయి
marinara	marinara
marine	సముద్ర
mariner	మారినర్
marital	వివాహ
maritime	సముద్ర
mark	మార్క్
marked	మార్క్
marker	మార్కర్
market	మార్కెట్
marketable	మార్కెట్
marketing	మార్కెటింగ్
marketplace	మార్కెట్
marks	మార్కులు
marksman	పనిమంతుడు
marksmanship	మంత్రముగ్ధుల్ని
marl	Marl
marmalade	మార్మాలాడే
maroon	మెరూన్
marooned	వెస్ట
marquee	మార్క్యూ
marquis	మార్క్విస్
marred	దుమ్మెత్తిపోశారు
marriage	వివాహ
married	వివాహం
marrow	మజ్జ
marry	వివాహం
marsh	మార్ష్
marshal	మార్షల్
marshmallow	మార్ష్మల్లౌ
