Word	fi
mobilization	mobilisointi
mobilize	mobilisoida
mobster	gangsteri
mocha	mokkakahvi
mock	pilkata
mocked	pilkattu
mockery	pilkka
mocking	ivallinen
mockingbird	matkijalintu
mod	mod
modal	modaalinen
modality	modaliteetti
mode	tila
model	malli-
modeler	mallintaja
modeling	mallintaminen
modem	modeemi
moderate	kohtalainen
moderate anticipation	kohtalainen ennakointi
moderate disgust	kohtalainen inho
moderate negative	kohtalainen negatiivinen
moderate positive	kohtalainen positiivinen
moderate surprise	kohtalainen yllätys
moderate trust	kohtalainen luottamus
moderately	kohtalaisen
moderating	hidastavan
moderation	maltillisuus
moderator	hidastin
modern	moderni
modernism	modernismi
modest	vaatimaton
modesty	vaatimattomuus
modicum	vähänkin
modifiable	muokattavissa
modification	muutos
modified	muokattu
modify	muuttaa
modulate	moduloida
modulation	modulaatio
module	moduuli
modulus	moduuli
mogul	moguli
moiety	ryhmä
moist	kostea
moisture	kosteus
moisturizer	kosteusvoiteet
molar	poskihammas
molasses	melassi
mold	muotti
molded	valettu
molding	reunus
moldy	homeinen
mole	mooli
molecular	molekyyli-
molecule	molekyyli
molest	ahdistella
molestation	ahdistelu
molester	ahdistelija
molten	sula
mom	äiti
moment	hetki
momentary	hetkellinen
momentous	tärkeä
momentum	vauhti
momma	äiti
mommy	äiti
monad	monadin
monarch	hallitsija
monarchy	monarkia
monastery	luostari
monastic	luostari-
monetary	raha-
money	raha
mongoloid	Mongoloid
mongoose	mungo
mongrel	sekarotuinen
monitor	monitori
monk	munkki
monkey	apina
mono	NO TRANSLATION
monochrome	yksivärinen
monogamous	yksiavioinen
monogamy	yksiavioisuus
monogram	monogrammi
monogrammed	monogrammed
monograph	monografia
monolayer	yksikerroksista
monolith	monoliitti
monologue	monologi
monopolist	monopoli
monopoly	monopoli
monotonous	yksitoikkoinen
monotony	yksitoikkoisuus
monoxide	monoksidi
monsieur	monsieur
monsoon	monsuuni
monster	hirviö
monstrosity	rumilus
monstrous	hirvittävä
montage	montaasi
monte	monte
month	kuukausi
monthly	kuukausittain
monument	monumentti
monumental	monumentaalinen
moo	ammuminen
mooch	maleksia
mood	mieliala
moods	tunnelmia
moody	pahantuulinen
moon	kuu
moonbeam	kuunsäde
moonlight	kuutamo
moonlit	kuutamoinen
moonshine	pontikka
moonstruck	tärähtänyt
moonwalk	moonwalk
moor	nummi
moored	ankkurissa
mooring	kiinnitys
moorings	kiinnitysköydet
moorland	nummi
moose	hirvi
moot	pohtia
mooted	pohdittu
mop	moppi
mope	jurottaa
moped	mopo
moral	moraalinen
morale	moraali
morality	moraali
morals	moraali
morass	räme
moratorium	lykkäys
moray	moray
morbid	sairaalloinen
morbidity	sairastuvuus
morbidness	morbidness
mores	tavat
morgue	ruumishuone
moribund	kuoleva
morn	aamu
morning	aamu
moron	ääliö
moronic	moronic
morose	äreä
morph	Morph
morphine	morfiini
morphism	morfismi
morphology	morfologia
morrow	Morrow
morsel	suupala
mortal	kuolevainen
mortality	kuolleisuus
mortar	laasti
mortgage	kiinnitys
mortgagee	kiinnityksen haltija
mortgagor	mortgagor
mortician	hautausurakoitsija
mortification	häpeä
mortified	nolo
mortuary	ruumishuone
mosaic	mosaiikki
mosey	kuljeskella
mosque	moskeija
mosquito	hyttynen
moss	sammal
mossy	sammaleinen
mote	NO TRANSLATION
motel	motelli
moth	koi
mother	äiti
motherfucker	kusipää
motherfucking	vitun
motherhood	äitiys
motherland	kotimaa
motherless	äiditön
motherly	äidillinen
motif	motiivi
motion	liike
motionless	liikkumaton
motivate	motivoida
motivating	motivoiva
motivation	motivaatio
motivational	motivoiva
motive	motiivi
motley	sekalainen
motor	moottori
motorbike	moottoripyörä
motorboat	moottorivene
motorcade	autosaattue
motorcar	moottoriauto
motorcycle	moottoripyörä
motorist	autoilija
motte	Motte
mottled	kirjava
motto	motto
mould	muotti
mound	röykkiö
mount	asentaa
mountain	vuori
mountaineer	vuorikiipeilijä
mountainous	vuoristoinen
mountains	vuoret
mountaintop	vuoren huippu
mourn	surra
mournful	surullinen
mourning	suruaika
mouse	hiiri
mousetrap	hiirenloukku
mousse	vaahto
moustache	viikset
mousy	arka
mouth	suu
mouthful	suupala
mouthpiece	suukappale
mouthwash	suuvesi
movable	siirrettävä
move	liikkua
movement	liike
mover	liikkuja
movie	elokuva
movies	elokuvat
moving	liikkuva
movingforward	NO TRANSLATION
movingon	movingon
mow	leikata
mower	ruohonleikkuri
moxie	moxie
mozzarella	Mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	sonta
mucked	kippasi
mucous	limakalvojen
mucus	lima
mud	muta
muddle	sekamelska
muddled	sekava
muddy	mutainen
muff	muhvi
muffin	muffinssi
muffled	vaimeita
muffler	äänenvaimennin
mug	muki
mugger	ryöstäjä
mulberry	mulperipuu
mulch	olkikate
mule	muuli
mull	miettiä
mullet	keltti
multilateral	monenkeskinen
multimedia	multimedia
multinational	monikansallinen
multiple	moninkertainen
multiple sclerosis	multippeliskleroosi
multiplex	moninkertainen
multiplication	kertolasku
multiplicity	moninaisuus
multiplied	kerrottuna
multiplier	kertoja
multiply	lisääntyä
multitude	paljous
mum	äiti
mumble	jupina
mumbo	mumbo
mummy	muumio
mumps	sikotauti
munch	munch
munchies	munchies
munchkin	Munchkin
mundane	arkipäiväinen
municipal	kunnallis
municipality	kunta
mural	seinämaalaus
murder	murhata
murderer	murhaaja
murderess	murhaaja
murderous	murhanhimoinen
murky	hämärä
murmur	sivuääni
muscle	lihas
muscular	lihaksikas
muse	muusa
muses	pohtii
museum	museo
mush	NO TRANSLATION
mushroom	sieni
mushy	pehmeä
music	musiikki
musical	musikaali
musician	muusikko
musing	miettien
musk	myski
musket	musketti
musketeer	muskettisoturi
muskrat	piisami
muslin	musliini
muss	NO TRANSLATION
must	on pakko
mustang	mustangi
mustard	sinappi
muster	koota
musty	ummehtunut
mutable	vaihteleva
mutant	mutantti
mutate	muuttua
mutation	mutaatio
mute	mykkä
muted	vaimea
mutilate	silpoa
mutilated	silvottu
mutilation	silpominen
mutiny	kapina
mutt	rakki
mutter	NO TRANSLATION
mutton	lampaanliha
mutual	keskinäinen
mutually	molemminpuolisesti
muzzle	vaientaa
myfavorite	suosikkini
myopia	likinäköisyys
myopic	likinäköinen
myriad	lukemattomia
mysterious	salaperäinen
mystery	mysteeri
mystic	mystinen
mystical	mystinen
mysticism	mystiikka
mystified	ymmällään
mystique	mystiikka
myth	myytti
mythic	myyttinen
mythical	myyttinen
mythological	mytologinen
mythology	mytologia
nab	napata
nacho	Nacho
nada	NO TRANSLATION
nadir	aallonpohja
nag	NO TRANSLATION
nail	naulata
nail gun	naulapyssy
naive	naiivi
naked	alasti
nakedness	alastomuus
namaste	NO TRANSLATION
name	nimi
named	nimeltään
nameless	nimetön
namesake	kaima
naming	nimeäminen
nana	nana
nanny	lastenhoitaja
nanometer	nanometrin
nap	torkut
napalm	napalm
nape	nape
napkin	lautasliina
napping	napping
nappy	vaippa
narcissism	narsismi
narcissist	narsisti
narcissistic	narsistinen
narcotic	huume
narrate	kertoa
narration	kerronta
narrative	kerronta
narrator	kertoja
narrow	kapea
narrowing	kapeneminen
nasal	nenän-
nascent	orastava
nasty	ilkeä
natal	Natal
nation	kansakunta
national	kansallinen
nationality	kansalaisuus
nationwide	valtakunnallinen
native	syntyperäinen
nativity	syntymä
natural	luonnollinen
natural gas	maakaasu
naturalist	luonnontieteilijä
naturalization	kansalaisoikeuksien antaminen
naturalized	kansalaisuuden
naturally	luonnollisesti
nature	luonto
naught	ei mitään
naughty	tuhma
nausea	pahoinvointi
nauseate	kuvottaa
nauseating	kuvottava
nauseous	pahoinvoiva
nautical	merenkulku-
nautilus	nautilus
naval	merivoimien
nave	keskilaiva
navel	napa
navigable	purjehduskelpoinen
navigate	navigoida
navigation	suunnistus
navigational	navigoinnin
navigator	Navigator
navy	laivasto
nay	NO TRANSLATION
nearsighted	likinäköinen
neat	siisti
neatly	siististi
nebula	tähtisumu
nebulae	sumuja
nebulous	epämääräinen
necessarily	välttämättä
necessary	välttämätön
necessitate	edellyttää
necessities	välttämättömyys
necessity	välttämättömyys
neck	niska
necklace	kaulakoru
necktie	kravatti
necromancer	necromancer
necrosis	kuolio
nectar	mesi
need	tarve
needalife	NO TRANSLATION
needed	tarvittu
needful	tarpeellinen
needit	NO TRANSLATION
needle	neula
needlepoint	needlepoint
needles	neulat
needless	tarpeeton
needtoknow	tarvitsee tietää
needtorelax	NO TRANSLATION
needy	köyhä
nefarious	ilkeä
negation	negaatio
negative	negatiivinen
negativity	negatiivisuus
neglect	laiminlyödä
neglected	laiminlyöty
neglecting	sentähden
negligee	aamutakki
negligence	huolimattomuus
negligent	huolimaton
negligently	NO TRANSLATION
negligible	merkityksetön
negotiable	neuvoteltavissa
negotiate	neuvotella
negotiation	neuvottelu
negotiator	neuvottelija
negro	neekeri
neigh	hirnahdus
neighbor	naapuri-
neighborhood	naapuruus
neighboring	naapuri-
nemesis	Nemesis
neon	neon
neonatal	vastasyntyneiden
neophyte	aloittelija
neoprene	neopreeni
nephew	veljenpoika
nepotism	nepotismi
nerd	nörtti
nerdy	nörttimäinen
nerve	hermo
nerves	hermot
nervous	hermostunut
nervousness	hermostuneisuus
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	pesä
nestle	painautua
nestling	untuvikko
net	netto
nether	ala-
netting	verkko
nettle	nokkonen
network	verkko
networking	verkostoituminen
neural	hermo-
neuralgia	hermosärky
neurological	neurologinen
neurologist	neurologi
neurology	neurologia
neurosis	neuroosi
neurosurgeon	neurokirurgi
neurosurgery	neurokirurgia
neurotic	neuroottinen
neuter	neutri
neutral	neutraali
neutrality	puolueettomuus
neutralize	neutraloida
neutron	neutroni
new	Uusi
new age	uusi aika
newbeginnings	NO TRANSLATION
newborn	vastasyntynyt
newcomer	tulokas
newday	uusi päivä
newfound	fyysisesti
newjob	NO TRANSLATION
newlife	uusi elämä
newly	hiljattain
newlywed	vastanainut
newme	NewME
newness	uutuus
news	uutiset
newscast	uutislähetys
newscaster	uutistenlukija
newsflash	uutisvälähdys
newsletter	tiedote
newsman	uutistoimittaja
newspaper	sanomalehti
newspaperman	lehtimies
newsreel	uutiskatsaus
newsroom	uutistoimitus
newsstand	lehtikioski
newstart	Uusi alku
newt	vesilisko
newyear	NO TRANSLATION
nexus	yhteys
nib	kärki
nibble	napostella
nice	kiva
niche	markkinarako
nichts	NO TRANSLATION
nick	lovi
nickel	nikkeli
nickname	Nimimerkki
nicotine	nikotiini
niece	veljentytär
nifty	näppärä
nigger	nekru
nigh	lähellä
night	yö-
nightcap	yömyssy
nightclub	yökerho
nightfall	iltahämärä
nightgown	yöpaita
nightie	yöpaita
nightingale	satakieli
nightlife	yöelämä
nightly	iltaisin
nightmare	painajainen
nightmares	painajaisia
nightstand	yöpöytä
nightstick	pamppu
nighttime	öinen
nihilism	nihilismi
nil	nolla
nimble	ketterä
nimrod	Nimrod
nincompoop	tollo
nine	yhdeksän
nineteen	yhdeksäntoista
ninety	yhdeksänkymmentä
ninja	ninja
ninny	tomppeli
nintendo	nintendo
ninth	yhdeksäs
nip	nipistää
nipper	tenava
nipple	nänni
nippy	vikkelä
nitrate	nitraatti
nitro	nitro
nitrogen	typpi
nitrous	typenoksidikaasut
nitwit	hölmö
nix	ei käy
no anticipation	ei ennakointia
no disgust	ei inhoa
no emotion	ei tunnetta
no sentiment	ei tunne
no surprise	ei yllätys
no trust	ei luottamusta
nobility	aatelisto
noble	jalo
nobleman	aatelismies
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	öinen
nod	nyökkäys
nodding	nuokkuva
node	solmu
nodular	nodular
nodule	kyhmy
noggin	ryyppy
nohope	NO TRANSLATION
noir	noir
noise	melu
noisy	meluisa
nomad	nomadi
nomadic	kiertelevä
nomenclature	nimistö
nominal	nimellinen
nominate	nimittää
nomination	nimitys
nominee	ehdokas
nonce	seksuaalirikollinen
nonchalant	huoleton
noncompliance	Vastuu siirtyy
nondescript	mitäänsanomaton
nonexistent	olematon
nonfat	rasvaton
nonfiction	tietokirjallisuus
nonpayment	maksamatta jättäminen
nonresident	ei asukas
nonsense	hölynpöly
nonsensical	järjetön
nonviolent	väkivallaton
noob	nyyppä
noodle	nuudeli
nook	nurkka
noon	keskipäivä
noose	hirttosilmukka
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	normi
normal	normaali
normalcy	normaalius
normality	normaalius
north	pohjoinen
northbound	pohjoiseen menevä
northeast	koilliseen
northern	pohjoinen
northwest	luoteeseen
northwestern	luoteis-
noschool	NO TRANSLATION
nose	nenä
nosebleed	nenäverenvuoto
nosey	utelias
nosnow	nosnow
nostalgia	nostalgia
nostalgic	nostalginen
nostress	NO TRANSLATION
nostril	sierain
nosun	NO TRANSLATION
nosy	utelias
not negative	ei negatiivinen
not positive	ei myönteistä
notable	huomattava
notables	notables
notably	etenkin
notamorningperson	NO TRANSLATION
notary	notaari
notation	merkintätapa
notch	lovi
notched	lovinen
note	Huomautus
notebook	muistikirja
noted	huomioitu
noteworthy	huomionarvoinen
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	tyhjyys
notice	ilmoitus
noticeable	huomattava
notification	ilmoitus
notify	ilmoittaa
notion	käsite
notional	teoreettinen
notoriety	kuuluisuus
notorious	pahamaineinen
notready	ei ole valmis
notwithstanding	huolimatta
nought	ei mitään
noun	substantiivi
nourish	ravita
nourishment	ravinto
nouveau	NO TRANSLATION
novel	uusi
novelist	romaanikirjailija
novelty	uutuus
novice	noviisi
nowadays	nykyään
nowork	ei töitä
noworries	ei huolia
noxious	haitallinen
nozzle	suutin
nuance	vivahde
nuances	vivahteet
nuclear	ydinaseiden
nucleus	tuma
nude	alaston
nudge	tökätä
nudie	Nudie
nudist	nudisti
nudity	alastomuus
nugget	kultahippu
nuisance	kiusa
nuke	ydinase
nul	NO TRANSLATION
null	tyhjä
nullify	tehdä tyhjäksi
numb	tunnoton
number	määrä
numbering	numerointi
numbers	numerot
numbness	tunnottomuus
numbskull	pölkkypää
numeral	numero
numerator	osoittaja
numerical	numeerinen
numerically	numeerisesti
numerous	useat
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	nunnaluostari
nuptials	häät
nurse	sairaanhoitaja
nursemaid	lastenhoitaja
nursery	lastentarha
nursing	sairaanhoito
nurture	vaalia
nut	mutteri
nutcase	sekopää
nutcracker	pähkinänsärkijä
nuthouse	hullujenhuone
nutmeg	muskottipähkinä
nutrition	ravitsemus
nutritional	ravinto-
nutritious	ravinteikas
nutritive	ravinto-
nuts	pähkinät
nutshell	pähkinänkuori
nutty	tärähtänyt
nylon	nylon
nylong	NO TRANSLATION
nylons	nailonit
nymph	nymfi
nymphomaniac	nymfomaani
oaf	ääliö
oak	tammi-
oar	airo
oasis	keidas
oat	kaura
oath	vala
oatmeal	kaurapuuro
obedience	tottelevaisuus
obedient	tottelevainen
obediently	kuuliaisesti
obelisk	obeliski
obese	liikalihava
obesity	liikalihavuus
obey	totella
obi	obi
obit	obit
obituary	muistokirjoitus
object	esine
objection	vastalause
objectionable	vastenmielinen
objective	tavoite
objectivity	objektiivisuus
obligation	vaatimus
obligatory	pakollinen
oblige	velvoittaa
obliged	velvollinen
obliging	huomaavainen
obligor	vastapuoleen
oblique	vino
obliterate	hävittää
obliterated	häivytetty
obliteration	obliteration
oblivion	unohdus
oblivious	muistamaton
oblong	pitkulainen
obnoxious	vastenmielinen
oboe	oboe
obscene	säädytön
obscenity	törkeys
obscure	hämärä
obscured	peitettynä
obscurity	epämääräisyys
observance	noudattaminen
observant	tarkkaavainen
observation	havainto
observatory	observatorio
observe	tarkkailla
observer	tarkkailija
observing	tarkkailemalla
obsess	kiusata
obsessed	pakkomielle
obsessing	pinttyneet
obsession	pakkomielle
obsessive	pakkomielteenomainen
obsolescence	vanhentuneisuus
obsolete	vanhentunut
obstacle	este
obstetrician	synnytyslääkäri
obstetrics	synnytysoppi
obstinate	itsepäinen
obstruct	estää
obstruction	estäminen
obstructive	tukkiva
obtain	saada
obtainable	saatavissa
obtuse	tylppä
obverse	kääntöpuoli
obvious	ilmeinen
ocarina	Ocarina
occasion	tilaisuus
occasional	satunnainen
occasionally	silloin tällöin
occipital	takaraivo-
occlusion	purenta
occult	yliluonnollinen
occupancy	käyttöaste
occupant	asukas
occupation	ammatti
occupational	työperäinen
occupied	miehitetty
occupier	miehittäjä
occupy	miehittää
occupying	miehittää
occur	tapahtua
occurrence	esiintyminen
ocd	OCD
ocean	valtameri
oceanic	meri-
octagon	kahdeksankulmio
octave	oktaavi
octopus	mustekala
ocular	silmä-
odd	outo
oddball	kumma tyyppi
oddity	kummajainen
odds	todennäköisyys
ode	oodi
odious	vastenmielinen
odometer	matkamittari
odor	haju
odyssey	Odysseia
oedipal	oidipaalinen
oestrogen	estrogeeni
oeuvre	NO TRANSLATION
offal	sisäelimet
offence	rikkomus
offend	loukata
offended	loukkaantunut
offender	rikollinen
offense	rikkomus
offensive	hyökkäys
offer	tarjous
offered	tarjotaan
offering	uhri
offhand	suoralta kädeltä
office	toimisto
officer	upseeri
offices	toimistot
official	virallinen
officiate	virkaansa
offing	ulappa
offload	purkaa
offset	offset
offshoot	sivuhaara
offshore	offshore
offside	paitsiossa
offspring	jälkeläiset
oft	usein
oftentimes	useita kertoja
ogre	hirviö
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	voi ei
ohshit	NO TRANSLATION
oil	öljy
oils	öljyt
oily	öljyinen
oink	oink
ointment	voide
okra	okra
old	vanha
olden	olden
older	vanhemmat
oldie	vanha kappale
oldies	vanhukset
olfactory	haju-
oligarchy	harvainvalta
olive	oliivi-
omega	omega
omelet	munakas
omen	enne
omgomgomg	NO TRANSLATION
ominous	pahaenteinen
omission	laiminlyönti
omit	jättää pois
omitted	pois
omnibus	omnibus
omnipotence	kaikkivaltius
omnipotent	kaikkivoipa
omnipresent	kaikkialla läsnä oleva
omniscient	kaikkitietävä
onboard	kyydissä
oncologist	onkologi
oncology	onkologian
oncoming	lähestyvä
one	yksi
oneday	NO TRANSLATION
onedge	reunalla
onelove	yksi rakkaus
oneness	ykseys
onerous	työläs
oneself	itse
ongoing	jatkuva
onion	sipuli
onset	puhkeaminen
onslaught	hyökkäystä
onstage	lavalla
ontology	ontologia
onus	velvollisuus
onward	eteenpäin
onyx	onyksi
oodles	oodles
oomph	puhti
ooze	tihkua
oozing	tihkuu
op	op
opacity	sameus
opal	opaali
opaque	himmeä
ope	ope
open	avata
opener	avaaja
opening	aukko
openly	avoimesti
openness	avoimuus
opera	ooppera
operate	toimia
operatic	ooppera-
operation	operaatio
operational	toiminta-
operations	toiminnot
operative	operatiivinen
operator	operaattori
ophthalmic	silmä-
ophthalmologist	silmälääkäri
opiate	opiaattien
opinion	lausunto
opinionated	itsepäinen
opium	oopiumi
opponent	vastustaja
opportune	otollinen
opportunism	opportunismi
opportunity	tilaisuus
oppose	vastustaa
opposed	vastakkainen
opposing	vastakkainen
opposite	vastapäätä
opposites	vastakohdat
opposition	oppositio
oppress	sortaa
oppressed	sorrettu
oppression	sorto
oppressive	ahdistava
oppressor	sortaja
ops	ops
opt	valita
optic	optinen
optical	optinen
optics	optiikka
optimism	optimismi
optimist	optimisti
optimistic	optimistinen
optimum	optimaalinen
option	vaihtoehto
optional	valinnainen
optionally	mahdollisesti
options	vaihtoehtoja
optometrist	optikko
opulence	runsaus
opulent	ylenpalttinen
opus	opus
oracle	oraakkeli
oral	oraalinen
orange	oranssi
orange juice	appelsiinimehu
orangutan	oranki
oration	juhlapuhe
orator	puhuja
oratory	puhetaito
orb	taivaankappale
orbit	kiertorata
orbital	kiertoradan
orbiting	kiertävät
orbs	palloja
orc	örkki
orchard	hedelmätarha
orchestra	orkesteri
orchid	orkidea
ordained	vihitty
ordeal	koettelemus
order	tilata
orderly	hallittu
ordinance	määräys
ordinary	tavallinen
ordination	koordinointi
ordnance	taisteluvälineet
ore	malmi
oregano	oregano
organ	urut
organic	orgaaninen
organism	organismi
organist	urkuri
organization	organisaatio
organize	järjestää
organized	järjestetty
organizer	järjestäjä
orgasm	orgasmi
orgies	orgioita
orgy	vimma
orient	suunnata
oriental	itämainen
orientation	suuntautuminen
orifice	aukko
origami	origami
origin	alkuperä
original	alkuperäinen
originality	omaperäisyys
originate	olla peräisin
origination	lähdeverkkona
originator	alkuunpanija
ornament	ornamentti
ornamental	koriste-
ornamentation	ornamentiikka
ornamented	koristeltu
ornate	koristeellinen
ornery	ornery
orphan	orpo
orphanage	orpokoti
orphaned	orvoksi
orthodontist	oikomishoidon
orthodox	ortodoksinen
orthodoxy	oikeaoppisuus
orthogonal	ortogonaaliset
orthopedic	ortopedinen
oscillate	värähdellä
oscillating	värähtelevän
oscillation	värähtely
oscillatory	värähtelevää
ostensible	näennäinen
ostensibly	näennäisesti
ostentatious	pröystäilevä
ostracized	häpeäpaaluun
ostrich	strutsi
other	muut
otter	saukko
otto	otto
ottoman	ottomaanien
ought	pitäisi
ounce	unssi
oust	syrjäyttää
outage	sähkökatkos
outback	takamaa
outbid	tarjota enemmän kuin
outboard	perämoottori
outbreak	puhkeaminen
outburst	tunteenpurkaus
outcast	hylkiö
outcome	tulokset
outcry	protestointi
outdated	vanhentunut
outdo	päihittää
outdoor	ulko-
outdoors	ulkona
outer	ulompi
outfit	asu
outgoing	lähtevä
outgrow	päästä eroon
outgrowth	kasvain
outhouse	ulkorakennus
outing	retki
outlandish	omituinen
outlast	elää kauemmin kuin
outlaw	lainsuojaton
outlet	pistorasia
outline	ääriviivat
outlines	ääriviivat
outlive	elää kauemmin kuin
outlook	näkymät
outlying	syrjäinen
outnumber	olla lukuisampi kuin
outpatient	avohoidon
outpost	etuvartio
outpouring	tulva
output	ulostulo
outrage	skandaali
outraged	raivoissaan
outrageous	törkeä
outrank	sijoitu korkeammalle
outreach	Outreach
outright	suoranainen
outrun	olla suurempi kuin
outset	aluksi
outsider	ulkopuolinen
outskirts	laitamat
outsmart	vetää nenästä
outspoken	suorasanainen
outstanding	maksamatta
outstretched	ojossa
outward	ulospäin
outwards	ulospäin
outweigh	suuremmat
outwit	vetää nenästä
oval	soikea
ovary	munasarja
ovate	soikea
ovation	suosionosoitukset
oven	uuni
overactive	yliaktiivinen
overall	yleensä ottaen
overalls	haalarit
overbearing	dominoiva
overburden	ylikuormittaa
overcast	pilvinen
overcharged	ylihintaa
overcoat	päällystakki
overcome	voittaa
overcoming	voittaminen
overcrowded	ahtaasti
overdo	rasittaa
overdose	yliannos
overdrive	ylivaihde
overdue	myöhässä
overestimate	yliarvioida
overestimated	liian suureksi
overflow	ylivuoto
overflowing	täynnä
overgrown	umpeen kasvanut
overgrowth	liikakasvua
overhanging	yläpuoliset
overhaul	huolto
overhead	yläpuolella
overhear	sattua kuulemaan
overheated	ylikuumentunut
overjoyed	ikionnellinen
overkill	ylilyönti
overlaid	päällekkäin
overlap	päällekkäisyys
overlapping	päällekkäinen
overlay	päällys
overload	ylikuormittaa
overlook	unohtaa
overlord	lääninherra
overlying	päällä
overpaid	liikaa
overpass	ylikulkusilta
overplayed	overplayed
overpower	kukistaa
overpowering	vastustamaton
overpriced	ylihintainen
overprotective	ylisuojeleva
overrated	yliarvostettua
overreact	suhtautua liian vakavasti
override	ohittaa
overriding	ensisijainen
overrule	kumota
overrun	vallata
oversee	valvoa
overseer	työnjohtaja
overshadow	varjostaa
oversight	erehdys
oversized	ylisuuri
overslept	overslept
overstate	liioitella
overstock	Overstock
overt	avoin
overtake	ohittaa
overtaken	ohittanut
overthemoon	NO TRANSLATION
overthinker	overthinker
overthinking	yliajatteleminen
overthrow	kaataa
overtime	ajan myötä
overtired	väsynyt
overture	alkusoitto
overturn	kaatua
overview	yleiskatsaus
overweight	ylipainoinen
overwhelm	musertaa
overwhelmed	ällikällä lyöty
overwhelming	ylivoimainen
overworked	ylityöllistetty
overwrought	ärtynyt
overzealous	innokkaat
owe	olla velkaa
owing	maksamatta
owl	pöllö
owner	omistaja
ownership	omistaminen
ox	härkä
oxidation	hapetus
oxide	oksidi
oxygen	happi
oxymoron	epäluotettava
oyster	osteri
ozone	otsoni
pace	vauhti
pacemaker	sydämentahdistin
pacific	Tyynenmeren
pacified	pacified
pacifier	tutti
pacifist	pasifisti
pacify	rauhoittaa
pacing	vauhdista
pack	pakkaus
package	paketti
packaging	pakkaus
packer	pakkaaja
packet	paketti
pact	sopimus
pad	tyyny
padded	pehmustettu
padding	täyte
paddle	meloa
paddle boat	polkuvene
paddock	haka
paddy	riisipelto
padlock	riippulukko
padre	NO TRANSLATION
paean	ylistyslaulu
pagan	pakanallinen
paganism	pakanuus
page	sivu
pageant	kauneuskilpailut
pager	hakulaite
pagination	sivunumerointi
paging	henkilöhaku
pagoda	pagodi
pail	sanko
pain	kipu
pained	tuskainen
painful	tuskallinen
painfully	tuskallisen
painkiller	kipulääke
painless	kivuton
pains	kivut
painstaking	tunnollinen
paint	maali-
paintball	paintball
paintbrush	pensseli
painted	maalannut
painter	taidemaalari
painting	maalaus
pair	pari
paisley	kasmirkuviointi
pajama	pyjaman-
pajamas	pyjama
pal	kaveri
palace	palatsi
palatable	maukas
palate	maku
pale	kalpea
paleontology	paleontologia
palette	paletti
pall	ruumisarkku
palladium	palladium
pallet	lava
palliative	lievittävä
palm	palmu
palmer	pyhiinvaeltaja
palomino	Palomino
palpable	selvä
palpitations	sydämentykytys
palsy	halvaus
paltry	mitätön
pamper	hemmotella
pamphlet	pamfletti
pan	panoroida
panacea	ihmelääke
panache	suuren maailman tyyli
pancake	pannukakku
pancakes	pannukakut
pancreas	haima
panda	panda
pandemic	pandeeminen
pandemonium	sekasorto
pane	lasi
panel	paneeli
pang	NO TRANSLATION
panhandle	panhandle
panic	paniikki
panicattack	NO TRANSLATION
panicked	paniikkiin
panicking	paniikissa
panicky	säikky
panier	NO TRANSLATION
panorama	panoraama
panoramic	panoraama
pansy	orvokki
pant	huohottaa
pantheon	Pantheon
panther	pantteri
panties	pikkuhousut
pantomime	pantomiimi
pantry	ruokakomero
pants	housut
panty	Sukkahousut
pantyhose	sukkahousut
pap	velli
papa	isä
papacy	paavius
papal	NO TRANSLATION
papaya	papaija
paper	paperi
paperback	pokkari
paperboy	lehdenjakaja
paperweight	paperipaino
paperwork	paperityöt
paprika	paprika
papyrus	papyrus
par	NO TRANSLATION
parable	vertaus
parabola	paraabeli
parabolic	parabolinen
parachute	laskuvarjo
parade	paraati
paradigm	paradigma
paradise	paratiisi
paradox	paradoksi
paradoxical	paradoksaalinen
paraffin	parafiini
paragon	esikuva
paragraph	kohta
parakeet	papukaija
paralegal	avustavana
parallax	parallaksi
parallel	rinnakkainen
parallelism	rinnakkaisuus
paralysis	halvaus
paralyze	lamaannuttaa
paralyzed	halvaantunut
paramedic	ensihoitaja
paramedics	ensihoitajat
paramilitary	puolisotilaallinen
paramount	tärkein
paranoia	vainoharhaisuus
paranoid	vainoharhainen
paranormal	paranormaaleja
parapet	kaide
paraphernalia	varusteet
paraphrase	parafraasi
paraplegic	halvaantunut
parasite	loinen
parasitic	lois-
parasol	päivänvarjo
parcel	paketti
parcels	paketit
parched	rutikuiva
parchment	pergamentti
pardon	Anteeksi
pare	NO TRANSLATION
parenchyma	parenkyymi
parent	vanhempi
parentage	syntyperä
parental	vanhempien
parenthesis	NO TRANSLATION
parenthetical	selittävä
parenthood	vanhemmuus
parenting	vanhemmuus
pariah	hylkiö
parietal	päälaen
paring	kuoret
parish	seurakunta
parity	pariteetti
park	pysäköidä
parka	anorakki
parking	pysäköinti
parkinsons	Parkinsonin
parlance	kielenkäyttö
parlay	parlay
parliament	eduskunta
parliamentary	parlamentin
