Word	is
kneecap	kneecap
kneel	krjúpa
kneeling	krjúpa
knell	knell
knick	knick
knickers	knickers
knife	hníf
knight	riddari
knighthood	Knighthood
knit	prjóna
knob	hnappur
knock	banka
knockoff	eftirlíking
knockout	slá út
knoll	knoll
knot	hnútur
knots	hnútar
knotted	knotted
know	veit
knowing	að vita
knowingly	vísvitandi
knowledge	þekkingu
knowledgeable	fróður
knuckle	hnúi
knucklehead	knucklehead
knuckles	hnúi
koala	koala
kook	NO TRANSLATION
kooky	kooky
kool-aid	kool-aðstoð
kos	kos
kosher	kosher
kraut	NO TRANSLATION
kris	kris
kryptonite	kryptonite
kudos	kudos
kumquat	kumquat
lab	Lab
label	merki
labor	vinnuafl
laboratory	rannsóknarstofa
labored	unnið
laborer	verkamaður
laboring	laboring
laborious	laborious
labyrinth	völundarhús
lac	lac
lace	blúndur
laceration	laceration
lack	skortur
lackey	lackey
lacking	skortir
lackluster	sléttur
lacquer	skúffu
lacrosse	lacrosse
lactose	laktósa
lad	strákur
ladder	stigi
laddie	Laddie
laden	hlaðið
lading	hleðsla
ladle	ladle
lady	kona
lady bug	NO TRANSLATION
ladybug	Ladybug
ladylike	ladylike
ladyship	ladyship
lag	lag
lager	NO TRANSLATION
lagging	lagging
lagoon	lónið
lair	lair
laity	laity
lake	vatnið
lama	NO TRANSLATION
lamb	lamb
lame	leiðinlegur
lament	harmakvein
lamenting	harmakvein
lamina	lamina
laminated	lagskipt
lamp	lampi
lamppost	ljósastaur
lance	lance
lancer	lancer
land	land
landed	lenti
landfall	landfall
landfill	urðunarstað
landing	lending
landlady	húsbóndi
landlocked	landlocked
landlord	leigusala
landmark	kennileiti
lands	lendir
landscape	landslag
landscaping	landmótun
landslide	skriðu
lane	akrein
language	tungumál
languid	languid
languish	languish
languishing	languishing
lanky	slæmt
lantern	lukt
lap	hring
lapdog	lapdog
lapel	lapel
lapse	fellur úr gildi
lapsed	fellur niður
laptop	fartölvu
larceny	larceny
lard	lard
larder	larder
large	stór
larger	stærra
largo	NO TRANSLATION
lark	Lark
larva	lirfur
laryngitis	barkakýli
larynx	barkakýli
lasagna	lasagna
laser	leysir
lash	lash
lass	lass
lasso	lasso
lastday	NO TRANSLATION
lasting	varanleg
lastminute	síðasta mínúta
latch	latch
late	seint
lateness	late
latent	latent
lateral	hlið
laterally	síðar
latex	latex
lathe	rennibekkur
lather	lather
latitude	breiddargráðu
latrine	latrine
latrines	latrines
latte	latte
lattice	grindur
laud	laud
laudable	lofsvert
laudation	laudation
laudatory	laudatory
laugh	hlátur
laughable	hlæjandi
laughing	hlæja
laughingstock	NO TRANSLATION
laughs	hlær
laughter	hlátur
launch	sjósetja
launcher	sjósetja
launches	kynnir
launder	launder
laundering	þvætti
laundry	þvottahús
laureate	launþegi
laurel	laurel
laurels	laurels
lava	hraun
lavage	lavage
lavatory	salerni
lavender	Lavender
lavish	helli
law	lög
lawful	löglegur
lawless	lögleysa
lawlessness	lögleysa
lawman	lögmaður
lawn	grasflöt
lawnmower	sláttuvél
lawsuit	málsókn
lawyer	lögfræðingur
lax	lax
laxative	hægðalyf
lay	lá
layaway	layaway
layer	lag
layered	lagskipt
layman	leikmaður
layout	skipulag
layover	layover
laziness	leti
lazy	latur
lazyday	NO TRANSLATION
lea	lea
lead	leiða
leaded	blýndur
leader	leiðtogi
leadership	forystu
leading	leiðandi
leads	leiðir
leaf	blaða
leaflet	bæklingur
leafy	blaða
league	deildinni
leak	leka
leakage	leka
leaky	leaky
lean	halla
leaned	hallaði
leaning	halla sér
leap	stökk
learn	læra
learned	lærði
learner	nemandi
learning	læra
lease	leiga
leash	taumur
leather	leður
leathery	leathery
leave	fara
leavemealone	Láttu mig vera
leaving	fara
lecherous	lecherous
lecture	fyrirlestur
lecturer	kennari
ledge	Ledge
ledger	aðalbók
lee	lee
leech	leech
leeches	leeches
leer	NO TRANSLATION
leery	leery
lees	NO TRANSLATION
leeway	leeway
left	vinstri
leftout	NO TRANSLATION
leftover	vinstri
leftovers	leifar
lefty	vinstri
leg	fótur
legacy	arfleifð
legal	lagaleg
legality	lögmæti
legalize	lögleiða
legalized	lögleitt
legally	löglega
legend	þjóðsaga
legendary	Legendary
legibility	læsileiki
legible	læsileg
legion	hersveit
legislate	laga
legislation	löggjöf
legislative	laga
legislator	löggjafinn
legislature	löggjafinn
legit	legit
legitimacy	lögmæti
legitimate	lögmætur
lego	lego
legs	fætur
legume	legume
legwork	legwork
leisure	tómstundir
leisurely	hægfara
lemma	lemma
lemon	sítrónu
lemonade	sítrónus
lend	lána
lender	lánveitandi
lending	útlán
length	lengd
lengthen	lengja
lengthened	lengdur
lengthening	lenging
lengthwise	í lengd
lengthy	langur
leniency	slíkt
lenient	léleg
lens	linsu
leopard	hlébarði
leotard	leotard
leper	leper
leprechaun	leprechaun
leprosy	líkþrá
lesbian	lesbía
lesbianism	lesbía
lesion	skaða
less	minna
lessee	leigutaka
lessen	minnka
lessening	minnkun
lesser	minni
lesson	lexía
lessor	leigusala
let	láta
lethal	banvæn
lethargic	svefnhöfgi
lethargy	svefnhöfgi
letter	bréf
lettered	lettered
letterhead	bréfshaus
lettering	letri
letters	bókstafir
lettuce	salat
leukemia	hvítblæði
levee	levee
level	stigi
lever	lyftistöng
leverage	skiptimynt
levitate	levitate
levy	gjöld
lewd	óguðleg
lexicon	lexicon
ley	NO TRANSLATION
liabilities	skuldir
liability	ábyrgð
liable	ábyrgð
liaison	samskipti
liar	lygari
libel	libel
libelous	meiðsli
liberal	frjálslynda
liberalism	frjálsræði
liberate	frelsa
liberated	frelsað
liberating	frelsandi
liberation	frelsun
liberty	frelsi
libido	kynhvöt
librarian	bókasafns
library	bókasafn
libretto	libretto
lice	lús
license	leyfi
lichen	lófa
lick	sleikja
licorice	lakkrís
lid	loki
lie	ljúga
liege	Liege
lien	lien
lieu	stað
lieutenant	löggjafinn
life	lífið
lifeblood	lífsgæði
lifeboat	björgunarbátur
lifeguard	lífvörður
lifeisgood	lífið er gott
lifeless	lífvana
lifelike	lifelike
lifeline	björgunarlína
lifelong	ævilangt
lifer	lifari
lifesaver	lifesaver
lifestyle	lífsstíl
lifesucks	lifesucks
lifetime	líftími
lift	lyfta
lifted	lyfta
liftoff	flugtak
ligament	liðbönd
ligation	ligation
ligature	líkama
light	ljós
light year	Ljósár
lightbulb	ljósapera
lighten	létta
lightheaded	lightheaded
lighthouse	viti
lighting	lýsing
lightness	léttleiki
lightning	eldingar
lights	ljósin
lightweight	léttur
likable	líklegur
like	eins og
likelihood	líkur
likely	líklega
likeness	líkindi
likewise	sömuleiðis
liking	líkar vel við
lilac	Lilac
lily	Lily
limb	limur
limber	limber
limbo	limbo
lime	límóna
limelight	brennidepli
limestone	kalksteinn
limey	limey
limit	takmörk
limitation	takmörkun
limited	takmörkuð
limitless	endalausir
limo	límó
limousine	Limousine
limp	limp
lin	lin
line	lína
lineage	lína
lineal	línuleg
linear	línuleg
linebacker	linebacker
lined	fóðrað
linen	lín
liner	Ferja
lines	línur
lineup	Farið í röð
linger	sitja lengi
lingerie	undirföt
lingering	langvarandi
lingo	lingo
lingual	tungumála
linguini	linguini
linguist	tungumálafræðingur
linguistic	tungumála
linguistics	málvísindi
lining	fóður
link	hlekkur
linoleum	línóleum
lint	lint
lion	ljón
lip	vör
liposuction	fitusauki
lipstick	varalitur
liquefaction	liquefaction
liquefied	fljótandi
liqueur	líkjör
liquid	fljótandi
liquidate	laust
liquidation	slit
liquidator	skiptastjóri
liquidity	lausafjárstaða
liquor	áfengi
lira	NO TRANSLATION
lisp	lisp
list	listi
listen	hlusta
listener	hlustandi
listenting	NO TRANSLATION
listing	skráningu
listless	listless
listneing	NO TRANSLATION
litany	litany
liter	lítra
literacy	læsi
literal	bókstaflega
literally	bókstaflega
literary	bókmennta
literature	bókmenntir
lithe	lithe
lithium	litíum
lithograph	litografi
lithography	litografi
lithology	litology
lithosphere	litosphere
litigant	málsmeðferð
litigate	málsmeðferð
litigation	málsókn
litigator	lögfræðingur
litigious	litigious
litter	rusl
little	lítið
littlethings	Litlu hlutirnir
littoral	lóðrétt
liturgy	liturgy
live	lifa
livelife	lifa lífinu
livelihood	lífsviðurværi
lively	lífleg
liven	lifa
liver	lifur
livery	livery
livestock	búfé
livid	livid
living	lifandi
lizard	eðla
llama	llama
lml	lml
load	hlaða
loader	Loader
loaf	brauð
loafer	loafer
loam	loam
loan	lán
loath	loath
loathe	hryggja
loathful	loathful
loathing	hryggð
loathsome	léleg
lobby	anddyri
lobbyist	lobbyist
lobe	lobe
lobotomy	lobotomy
lobster	humar
local	staðbundin
locale	staðbundin
locality	staðsetning
localization	staðsetning
localize	staðsetja
localized	staðbundin
locate	staðsetja
location	staðsetning
locator	Locator
loch	loch
lock	læsa
locker	skáp
locket	skáp
locksmith	Locksmith
lockup	lokun
loco	loco
locomotion	flutningur
locomotive	locomotive
locust	sprengja
lode	NO TRANSLATION
lodge	skála
lodger	lodger
lodging	Gisting
loft	loft
lofty	háleit
log	skráðu þig inn
logarithm	lógaritma
logarithmic	logaritmísk
logic	rökfræði
logical	rökrétt
logistics	flutninga
logo	merki
logotype	logotype
loin	NO TRANSLATION
lollipop	lollipop
lone	einn
loneliness	einmanaleiki
lonely	einmana
loner	einfari
lonesome	einmana
long	Langt
longboat	langbátur
longevity	langlífi
longing	löngun
longitude	lengdargráðu
longitudinal	langsum
longitudinally	á lengdina
longtime	langur tími
loo	loo
look	líta út
looker	líta út
lookout	Gættu þín
loom	loom
looming	yfirvofandi
loon	laun
loony	loony
loop	lykkja
loophole	skotgat
loopy	loopy
loose	laus
loosen	losa
loosening	losun
loot	herfang
lop	lop
lopsided	lopsided
lord	herra
lords	höfðingjar
lordship	lordship
lore	Lore
lorry	vörubíll
lose	tapa
loser	tapa
losing	tapa
loss	tap
lost	glataður
lot	mikið
lotion	húðkrem
lots	mikið
lottery	happdrætti
lotto	lottó
lotus	Lotus
loud	hátt
loudly	hátt
loudmouth	loudmouth
loudness	hávær
loudspeaker	hátalari
lounge	setustofa
lounging	lounging
louse	lús
lousy	lélegt
lovable	elskanlegur
love	ást
loved	elskaði
lovee	Lovee
loveee	Loveee
loveless	kærleiksríkur
lovelife	NO TRANSLATION
loveliness	elskan
lovelovelove	NO TRANSLATION
lovely	yndislegt
lovemaking	njóta ásta
lovemylife	NO TRANSLATION
lover	elskhugi
lovesick	lovesick
lovethis	elska þetta
loving	elskandi
lovinglife	elskandi líf
lovinlife	lovinlife
low	lágt
lowdown	lowdown
lower	lægra
lowering	lækkandi
lowest	lægsta
lowlands	láglendi
lowlife	lowlife
lowly	lítillega
lox	lox
loyal	trygg
loyalty	hollusta
lsd	lsd
luau	Luau
lube	lube
lubricant	smurefni
lubricate	smyrja
lubrication	smurningu
lucid	Lucid
luck	heppni
luckiest	heppni
lucky	heppinn
luckygirl	luckygirl
lucrative	ábatasamur
ludicrous	ludicrous
lug	loft
luggage	farangur
lukewarm	lukewarm
lull	lull
lullaby	lullaby
lumbar	lendarhryggur
lumber	timbur
lumbering	lumbering
lumberjack	lumberjack
luminescent	luminescent
luminous	lýsandi
lump	klút
lumpy	klumpur
lunacy	lunacy
lunar	tungl
lunatic	lunatic
lunch	hádegismatur
lunchbox	nestisbox
luncheon	luncheon
lunchtime	Hádegismatur
lung	lungum
lunge	lunge
lungs	lungum
lurch	Lurch
lure	tálbeita
lurid	lurid
lurk	lurk
lurking	lurking
luscious	luscious
lush	lush
lust	lust
luster	ljóma
lustful	lustful
lustrous	ljómandi
lusty	lusty
lute	lúta
luxuriant	ljúffengur
luxurious	lúxus
luxury	þægindi
lycra	lycra
lye	lye
lying	liggja
lymph	eitla
lymphatic	lymphatic
lymphoma	eitilæxli
lynch	Lynch
lynching	lynching
lynx	Lynx
lyre	lyre
lyric	ljóð
lyrical	ljóðræn
lyrics	lyrics
macadamia	macadamia
macarena	macarena
macaroni	makkarónur
mace	mace
mach	mach
machete	machete
machine	vél
machinery	vélar
machinist	vélstjóri
macho	macho
mackerel	makríl
macro	þjóðhagsleg
mad	vitlaus
madam	frú
madame	frú
madden	madden
madder	madder
mademoiselle	NO TRANSLATION
mademyday	gerði daginn minn
madhouse	madhouse
madman	madman
madness	brjálæði
maestro	maestro
mafia	mafían
magazine	tímaritið
mage	Mage
magenta	magenta
maggot	maggot
magic	galdur
magical	töfrandi
magician	töframaður
magistrate	sýslumaður
magma	magma
magna	Magna
magnate	magnate
magnesium	magnesíum
magnet	segull
magnetic	segulmagnaðir
magnetism	segulsvið
magnetite	magnetite
magnification	stækkun
magnificence	glæsileika
magnificent	stórkostlegt
magnifier	stækkunargler
magnify	stækka
magnifying	stækkunargler
magnitude	stærðargráðu
magnolia	Magnolia
magpie	magpie
mahi mahi	NO TRANSLATION
mahjong	Mahjong
mahogany	mahogany
maid	vinnukona
maiden	mær
mail	póstur
mailbox	pósthólf
mailing	póstur
mailman	póstur
maim	NO TRANSLATION
main	aðal
mainframe	mainframe
mainland	meginlandinu
mainstay	grundvallaratriði
mainstream	almennum
maintain	viðhalda
maintenance	viðhald
majestic	glæsilegur
majesty	hátign
major	meiriháttar
majority	Meirihluti
make	gera
makeover	makeover
maker	framleiðandi
makeshift	tímabundið
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	farði
makingdisciples	NO TRANSLATION
malady	illkynja
malaise	lasleiki
malaria	malaríu
malarkey	malarkey
male	karlkyns
malevolent	illgjarn
malfeasance	malfeasance
malformation	vansköpun
malfunction	bilun
malice	NO TRANSLATION
malicious	illgjarn
malign	illkynja
malignancy	illkynja sjúkdómur
malignant	illkynja
maligned	maligned
mall	smáralind
malleable	sveigjanlegur
mallet	smáralind
malnutrition	vannæring
malpractice	malpractice
malt	malt
mama	mamma
mambo	Eiturslanga
mamma	NO TRANSLATION
mammal	spendýr
mammoth	Mammut
mammy	mamma
man	maður
manage	stjórna
manageable	viðráðanleg
management	stjórnun
manager	framkvæmdastjóri
managerial	stjórnandi
mandamus	Mandamus
mandarin	Mandarin
mandate	umboð
mandatory	skylt
mandible	mandible
mandolin	mandólín
mandrel	dorn
mane	NO TRANSLATION
maneuver	maneuver
maneuvering	maneuvering
mange	NO TRANSLATION
manger	manger
mangle	mangle
mango	mangó
mangosteen	mangosten
mangy	mangy
manhole	manhole
manhood	manhood
manhunt	manhunt
mania	oflæti
maniac	Maniac
maniacal	maniacal
manic	Manic
manicure	manicure
manicurist	manicurist
manifest	augljóst
manifestation	birtingarmynd
manifested	birtist
manifestly	augljóslega
manifesto	einkenni
manifold	margvíslega
manipulate	vinna
manipulation	meðferð
manipulative	manipulative
mankind	mannkynið
manly	mannlega
manna	manna
manned	mannsett
mannequin	mannequin
manner	hátt
mannered	mannered
manners	mannasiðir
manor	Manor
manpower	mannafla
mansion	höfðingjasetur
mansions	Mansions
manslaughter	mannrán
mantel	skikkju
mantis	mantis
mantle	mantle
mantra	mantra
manual	handbók
manufacture	framleiðslu
manufacturer	framleiðandi
manufacturing	framleiðslu
manure	áburð
manuscript	handrit
map	kort
maple	hlynur
mar	mar
marathon	maraþon
marble	marmara
marbled	marmari
marbles	marmari
march	mars
mare	NO TRANSLATION
margarine	smjörlíki
margarita	margarita
margin	framlegð
marginal	lélegur
mariachi	mariachi
marijuana	marijúana
marinara	marinara
marine	sjávar
mariner	Mariner
marital	hjónaband
maritime	sjó
mark	merkja
marked	merktur
marker	merki
market	markaður
marketable	markaðsverðbréf
marketing	markaðssetning
marketplace	markaður
marks	merki
marksman	marksman
marksmanship	marksmanship
marl	marl
marmalade	marmelaði
maroon	maroon
marooned	marooned
marquee	tjaldstæði
marquis	marquis
marred	marred
marriage	hjónaband
married	giftur
marrow	marrow
marry	giftast
marsh	marsh
marshal	marshal
marshmallow	marshmallow
mart	mart
martial	martial
martingale	martingale
martini	martini
martyr	píslarvottur
martyrdom	martyrdom
marvel	undur
marvellous	undursamlegt
marvelous	undursamlegt
marvelously	undursamlega
marzipan	NO TRANSLATION
mascara	mascara
mascot	mascot
masculine	karlkyns
masculinity	karlmennska
mash	mash
mashed	mashed
mask	gríma
masked	gríma
masks	grímur
masochism	masochism
masochist	masochist
mason	Mason
masquerade	masquerade
mass	massa
massacre	fjöldamorðin
massage	nudd
masses	fjöldinn
masseur	masseur
masseuse	masseuse
massive	gegnheill
mast	mastur
master	húsbóndi
masterful	húsbóndi
mastermind	mastermind
masterpiece	meistaraverk
mastery	leikni
masturbate	sjálfsfróun
masturbation	sjálfsfróun
mat	matur
matador	matador
match	passa
matchbook	matchbook
matching	samsvörun
matchmaker	matchmaker
mate	félagi
material	efni
materialism	efnishyggju
materialist	efnisfræðingur
materialistic	efnishyggju
materiality	veruleiki
materialize	veruleika
materially	verulega
materials	efni
materiel	efni
maternal	móður
maternity	fæðingarorlof
math	stærðfræði
mathematical	stærðfræðileg
mathematician	stærðfræðingur
mathematics	stærðfræði
matinee	matinee
mating	pörun
matriculation	stúdentspróf
matrimony	hjónaband
matrix	fylki
matron	matrún
matted	matted
matter	efni
matting	matting
mattress	dýnu
maturation	þroska
mature	þroskast
maturity	þroska
maudlin	maudlin
mausoleum	mausoleum
mauve	mauve
maverick	maverick
maxim	hámarki
maximize	hámarka
maximum	hámark
may	má
mayday	Mayday
mayflower	Mayflower
mayhem	Mayhem
mayonnaise	majónesi
mayor	borgarstjóri
maze	völundarhús
mead	mead
meadow	engi
meager	meager
meal	máltíð
mean	vondur
meander	meander
meandering	meandering
meanie	meanie
meaning	merkingu
meaningful	þroskandi
meaningless	hégómi
meanness	meanness
means	þýðir
meantime	á meðan
measles	mislinga
measurable	mælanleg
measure	mæla
measured	mælt
measurement	mælingar
measuring	mæla
measuring cup	mæla bolli
measuring tape	málband
meat	kjöt
meatball	kjötbollur
meathead	meathead
meatloaf	meatloaf
mechanic	vélvirki
mechanical	vélrænni
mechanics	vélfræði
mechanism	vélbúnaður
med	NO TRANSLATION
medal	verðlaun
medallion	miðlungs
medallist	medalist
meddle	blanda
meddling	samskipti
media	fjölmiðla
medial	miðgildi
median	miðgildi
mediate	miðla
mediation	miðlun
mediator	sáttasemjari
medic	læknir
medical	læknisfræðilegt
medicate	lyfjameðferð
medication	lyf
medicinal	lyf
medicine	lyf
medieval	miðalda
mediocre	miðlungs
mediocrity	miðgildi
meditate	hugleiða
meditating	hugleiða
meditation	hugleiðsla
meditative	hugleiðslu
mediterranean	Miðjarðarhafið
medium	miðlungs
medley	medley
meek	hógvært
meet	hittast
meeting	fundi
mega	mega
meh	meh
melancholic	melancholic
melancholy	depurð
melee	melee
mellow	mjúkt
melodious	Melodious
melodrama	melodrama
melodramatic	melodramatic
melody	lag
melon	melóna
melt	bráðna
meltdown	bráðna
melting	bráðnun
member	meðlimur
membership	aðild
membrane	himna
memento	memento
memo	minnisblaði
memoir	minnisblaði
memorabilia	minnisblað
memorable	eftirminnilegt
memorandum	minnisblaði
memorial	minnisvarði
memorials	minnisvarða
memories	minningar
memoriesiwontforget	NO TRANSLATION
memorize	minnið
memory	minni
menace	hótun
menacing	ógnandi
menagerie	menagerie
mend	mend
mending	mending
menial	menial
meningitis	heilahimnubólga
meniscus	meniscus
menopause	tíðahvörf
menses	tíðir
menstrual	tíðir
mental	andlegt
mentalhealth	NO TRANSLATION
mentality	hugarfar
menthol	menthol
mention	nefna
mentor	leiðbeinanda
menu	valmynd
meow	mjá
mercantile	mercantile
mercenary	málaliði
merchandise	varningi
merchant	kaupskipi
merciful	miskunnsamur
merciless	miskunnarlaust
mercurial	mercurial
mercury	kvikasilfur
mercy	miskunn
mere	aðeins
merengue	merengue
merge	sameina
merger	samruna
meridian	meridian
meridional	meridional
meringue	meringue
merit	verðleika
meritorious	verðandi
mermaid	hafmeyjan
merriment	gleði
merry	gleðilegt
merrychristmas	NO TRANSLATION
mesa	Mesa
mescaline	meskalín
mesh	möskva
meshes	möskva
mesmerized	dásamlegt
mess	Drasl
message	skilaboð
messedup	NO TRANSLATION
messenger	boðberi
messiah	Messías
messy	sóðalegur
metabolic	efnaskipti
metabolism	Efnaskipti
metal	málmur
metallic	málmi
metallurgy	málmvinnslu
metamorphosis	myndbreyting
metaphor	myndlíking
metaphorical	metaforíska
metaphysical	metaphysical
metaphysics	málfræði
metastasis	metastasis
meteor	meteor
meteoric	meteoric
meteorite	loftsteinn
meteorological	veðurfræði
meteorology	veðurfræði
meter	metra
meth	meth
methadone	metadón
methane	metan
methanol	metanól
method	aðferð
methodical	methodical
methodology	aðferðafræði
meticulous	nákvæmlega
metime	metime
metric	mæligildi
metrical	metrical
metrology	mælifræði
metropolis	stórborg
metropolitan	stórborg
mettle	mettle
mew	mew
mezzanine	millihæð
mica	gljásteinn
mick	mick
micro	ör
microbe	örk
microbiology	örverufræði
microchip	microchip
microcosm	microcosm
microfilm	örfilm
microgram	míkrógrömm
micrometer	míkrómetra
micron	míkron
microphone	hljóðnemi
microscope	smásjá
microscopic	smásjá
microscopically	smásjá
microscopy	smásjá
microwave	örbylgjuofn
mid	miðjan
midair	midair
midday	hádegisverður
middle	miðjan
middleman	milliliður
middleweight	miðgildi
midget	midget
midland	Midland
midlife	miðlíf
midline	miðlínu
midnight	miðnætti
midshipman	Midshipman
midst	mitt
midsummer	miðnætti
midterm	miðjan tíma
midtown	Miðborg
midway	á miðri leið
midwife	ljósmóður
midwifery	ljósmóðurfræði
mien	NO TRANSLATION
miffed	miffed
mighty	sterkur
mignon	mignon
migraine	mígreni
migrate	flytja
migration	fólksflutninga
migratory	fólksflutninga
mike	mike
mil	NO TRANSLATION
mild	vægt
mildew	mildew
mildness	mildness
mile	Míla
mileage	mílufjöldi
milestone	áfangi
militant	militant
militants	militants
military	herinn
militia	militia
milk	mjólk
milkman	milkman
milkshake	milkshake
milky	mjólkandi
mill	Mill
millennium	árþúsund
milligram	milligram
millimeter	millimeter
million	milljónir
millionaire	milljónamæringur
millionth	milljón
millstone	Millstone
mime	mime
mimic	líkja eftir
mimicking	líkja eftir
mimicry	mimicry
mince	hakkað
mincemeat	kjötkál
mind	hugur
minded	hugarfar
mindful	huga
mindfulness	mindfulness
mindless	mindless
mine	minn
minefield	minefield
miner	Miner
mineral	steinefni
mineralogy	jarðfræði
mingle	blanda saman
mingled	blandaðist
mini	lítill
miniature	litlu
minibus	minibus
minim	NO TRANSLATION
minimal	lágmarks
minimize	lágmarka
minimized	lágmarkað
minimum	lágmarki
mining	námuvinnslu
minion	minion
minister	ráðherra
ministerial	ráðherra
ministry	ráðuneyti
minivan	minivan
mink	mink
minnow	minnow
minor	minniháttar
minority	minnihluti
minstrel	minstrel
mint	myntu
minty	minty
minuscule	lítillega
minute	mínútu
minutiae	minutiae
minx	minx
mir	NO TRANSLATION
miracle	kraftaverk
miracles	kraftaverk
miraculous	kraftaverk
mirage	mirage
mire	NO TRANSLATION
mirror	spegill
mirth	gleði
misappropriation	misnotkun
misbehave	misskilja
misbehavior	misbehavior
miscalculation	miscalculation
miscarriage	fósturláti
miscellaneous	ýmislegt
miscellany	miscellany
mischief	skaði
mischievous	skaðlegur
misconception	misskilningur
misconduct	misferli
misdemeanor	misdemeanor
misdirection	misdirection
miser	miser
miserable	ömurlegt
miserably	miserably
misery	eymd
misfire	misfire
misfit	misfit
misfortune	ógæfu
misguided	NO TRANSLATION
mishap	óhapp
misinformed	misinformed
misinterpretation	rangtúlkun
mislead	villast
misleading	villandi
misled	villt
mismanagement	mismanagement
mismatch	misræmi
mismatched	ósamræmi
misnomer	misnomer
misplace	misplace
misplaced	misplaced
misread	rangt lesið
misrepresent	misrepresent
misrepresentation	rangt framsetning
misrepresented	misrepresented
miss	ungfrú
missile	eldflaug
missiles	eldflaugar
missing	vantar
missingyou	NO TRANSLATION
mission	verkefni
missionary	trúboði
misspell	misspell
misstatement	rangar upplýsingar
missy	missy
mist	mistur
mistake	mistök
mistaken	skakkur
mister	mister
mistletoe	mistilteinn
mistreated	misþyrmt
mistress	húsfreyja
mistrial	mistrial
mistrust	vantraust
misty	Misty
misunderstand	misskilja
misunderstanding	misskilningur
misunderstood	misskilið
misuse	misnotkun
mite	mite
miter	miter
mitigate	draga úr
mitigating	draga úr
mitigation	draga úr
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	blanda
mixed	blandað
mixedemotions	blendnar tilfinningar
mixer	hrærivél
mixture	blanda
mnemonic	mnemonic
moan	moan
moat	vötnum
mob	Mob
mobile	farsíma
mobility	hreyfanleiki
mobilization	virkjun
mobilize	virkja
mobster	mobster
mocha	mokka
mock	spotta
mocked	valdi
mockery	háði
mocking	mocking
mockingbird	mockingbird
mod	mod
modal	modal
modality	modality
mode	ham
model	líkan
modeler	modeler
modeling	líkan
modem	mótald
moderate	í meðallagi
moderate anticipation	í meðallagi
moderate disgust	meðallagi disgust
moderate negative	meðallagi neikvætt
moderate positive	í meðallagi jákvætt
moderate surprise	meðallagi óvart
moderate trust	í meðallagi traust
moderately	í meðallagi
moderating	meðhöndlun
moderation	hófi
moderator	stjórnandi
modern	nútíma
modernism	módernismi
modest	hóflega
modesty	hógværð
modicum	modicum
modifiable	modifiable
modification	breyting
modified	breytt
modify	breyta
modulate	móta
modulation	mótum
module	mát
modulus	modulus
mogul	mogul
moiety	hópur
moist	rakur
moisture	raki
moisturizer	rakakrem
molar	molar
molasses	melasses
mold	mold
molded	mótað
molding	mótun
moldy	moldy
mole	mól
molecular	sameinda
molecule	sameind
molest	molest
molestation	molestation
molester	molester
molten	bráðnar
mom	mamma
moment	augnablik
momentary	augnablik
momentous	mikilvægt
momentum	skriðþunga
momma	mamma
mommy	mamma
monad	Monad
monarch	konungur
monarchy	monarchy
monastery	klaustur
monastic	klaustur
monetary	peninga
money	peninga
mongoloid	mongóloid
mongoose	mongoose
mongrel	mongrel
monitor	fylgjast með
monk	munkur
monkey	API
mono	NO TRANSLATION
monochrome	tvílita
monogamous	monogamous
monogamy	monogamy
monogram	monogram
monogrammed	einfölduð
monograph	ritgerð
monolayer	einliða
monolith	monolith
monologue	einróma
monopolist	einkasöluaðili
monopoly	einokun
monotonous	eintóna
monotony	einhæfni
monoxide	einoxíð
monsieur	Monsieur
monsoon	Monsoon
monster	skrímsli
monstrosity	óþægindi
monstrous	skrímsli
montage	uppsetning
monte	monte
month	mánuði
monthly	mánaðarlega
monument	minnismerki
monumental	monumental
moo	moo
mooch	mooch
mood	skap
moods	skapi
moody	Moody
moon	tungl
moonbeam	moonbeam
moonlight	tunglsljósi
moonlit	moonlit
moonshine	moonshine
moonstruck	moonstruck
moonwalk	moonwalk
moor	mýr
moored	festast
mooring	mooring
moorings	moorings
moorland	moorland
moose	elgur
moot	moot
mooted	mooted
mop	mop
mope	mope
moped	flugvél
moral	siðferðileg
morale	starfsandi
morality	siðferði
morals	siðferði
morass	Morass
moratorium	greiðslustöðvun
moray	Moray
morbid	sykursýki
morbidity	veikindi
morbidness	sjúkdómur
mores	mores
morgue	morgue
moribund	moribund
morn	morn
morning	morgunn
moron	moron
moronic	morónískt
morose	morose
morph	morph
morphine	morfín
morphism	morphism
morphology	formgerð
morrow	í morgun
morsel	morsel
mortal	dauðleg
mortality	dánartíðni
mortar	steypuhræra
mortgage	veð
mortgagee	mortgagee
mortgagor	húsnæðislán
mortician	mortician
mortification	mortification
mortified	mortified
mortuary	lýði
mosaic	mósaík
mosey	Mosey
mosque	moskan
mosquito	fluga
moss	mosa
mossy	Mossy
mote	NO TRANSLATION
motel	mótel
moth	Moth
mother	móðir
motherfucker	motherfucker
motherfucking	motherfucking
motherhood	móðir
motherland	móðir
motherless	móðurlaus
motherly	móðir
motif	mótíf
motion	hreyfing
motionless	hreyfingarlaus
motivate	hvetja
motivating	hvetjandi
motivation	hvatning
motivational	hvatning
motive	hvöt
motley	motley
motor	mótor
motorbike	mótorhjól
