Word	ne
landlady	landlady
landlocked	landlocked
landlord	मकान मालिक
landmark	ल्यान्डमार्क
lands	भूमि
landscape	परिदृश्य
landscaping	भूनिर्माण
landslide	पहिरो
lane	लेन
language	भाषा
languid	सचेतक
languish	निस्सन्देह
languishing	सचेतक
lanky	lanky
lantern	लालटेन
lap	गोद
lapdog	lapdog
lapel	गोर्खा
lapse	गुप्त
lapsed	ढिलो भयो
laptop	ल्याप्टप
larceny	larceny
lard	lard
larder	larder
large	ठूलो
larger	ठूलो
largo	NO TRANSLATION
lark	लर्क
larva	लार्वा
laryngitis	laryngitis
larynx	larynx
lasagna	लासगना
laser	लेजर
lash	लाश
lass	lass
lasso	lasso
lastday	NO TRANSLATION
lasting	स्थायी
lastminute	अन्तिम समय
latch	latch
late	ढिलो
lateness	lateness
latent	छोटो
lateral	पार्श्व
laterally	पछिल्ला
latex	लेटेक्स
lathe	खराबी
lather	बरु
latitude	अक्षांश
latrine	ल्याटिन
latrines	latrines
latte	latte
lattice	लाटिस
laud	laud
laudable	प्रशंसनीय
laudation	प्रशंसा
laudatory	प्रशंसक
laugh	हँसिलो
laughable	हँसिलो
laughing	हास्नु
laughingstock	NO TRANSLATION
laughs	हँसिन्छ
laughter	हँसिलो
launch	सुरुवात गर्नुहोस्
launcher	लन्चर
launches	सुरुवात गर्दछ
launder	launder
laundering	laundering
laundry	कपडे
laureate	पुरानो
laurel	laurel
laurels	laurels
lava	लावा
lavage	लुगा
lavatory	शौचालय
lavender	लेभेंडर
lavish	शुभकामना
law	कानुन
lawful	वैधानिक
lawless	बेकार
lawlessness	अराजकता
lawman	lawman
lawn	lawn
lawnmower	lawnmower
lawsuit	मुकदमा
lawyer	वकिल
lax	लक्स
laxative	लाज
lay	राख्नु
layaway	बिस्तारै
layer	तह
layered	स्तरित
layman	तहमा
layout	लेआउट
layover	बिस्तारै
laziness	आलस्यता
lazy	आलसी
lazyday	NO TRANSLATION
lea	lea
lead	नेतृत्व
leaded	नेतृत्व गरियो
leader	नेता
leadership	नेतृत्व
leading	अग्रणी
leads	जान्छ
leaf	पत्ता
leaflet	पत्रक
leafy	पत्ती
league	लिग
leak	लीक
leakage	रिसाव
leaky	leaky
lean	दुबई
leaned	दिक्क लाग्यो
leaning	झुकाव
leap	छलांग
learn	सिक्न
learned	सिकेका
learner	सिक्न
learning	सिक्न
lease	पट्टि
leash	पलायन
leather	छाला
leathery	छाला
leave	छोड
leavemealone	मलाई एक्लै छाडिदेउ
leaving	छोडेर
lecherous	lecherous
lecture	व्याख्यान
lecturer	व्याख्याता
ledge	ledge
ledger	नेतृत्व
lee	lee
leech	लीक
leeches	लीक
leer	NO TRANSLATION
leery	छिटो
lees	NO TRANSLATION
leeway	लीवे
left	बायाँ
leftout	NO TRANSLATION
leftover	बाँकी
leftovers	leftovers
lefty	lefty
leg	पैदल
legacy	विरासत
legal	कानूनी
legality	वैधता
legalize	वैध बनाउनुहोस्
legalized	वैधानिक
legally	कानूनी रूपमा
legend	कथा
legendary	पौष्टिक
legibility	वैधता
legible	legible
legion	legion
legislate	कानून
legislation	कानून
legislative	विधायी
legislator	विधायक
legislature	विधानसभा
legit	legit
legitimacy	वैधता
legitimate	वैध
lego	lego
legs	खुट्टा
legume	फलफूल
legwork	legwork
leisure	अवकाश
leisurely	अवकाश
lemma	lemma
lemon	नींबू
lemonade	नींबू
lend	उधार
lender	ऋणदाता
lending	उधार
length	लम्बाइ
lengthen	लामो
lengthened	लामो भयो
lengthening	लम्बाई
lengthwise	लम्बाई
lengthy	लामो
leniency	विवेक
lenient	lenient
lens	लेंस
leopard	तेंदुए
leotard	पलायन
leper	लेपर
leprechaun	leprechaun
leprosy	leprosy
lesbian	समलैंगिक
lesbianism	समलैंगिकवाद
lesion	विष
less	थोरै
lessee	कमी
lessen	कम
lessening	कम गर्न
lesser	कम
lesson	पाठ
lessor	कमोर
let	गरौं
lethal	घातक
lethargic	घातक
lethargy	घृणा
letter	पत्र
lettered	वर्णित
letterhead	अक्षरहेड
lettering	अक्षर
letters	अक्षरहरू
lettuce	लेफ्टिनो
leukemia	लेक्कैमिया
levee	levee
level	स्तर
lever	लीवर
leverage	लाभकारी
levitate	लिनुहोस्
levy	लेवी
lewd	lewd
lexicon	लेक्सिकन
ley	NO TRANSLATION
liabilities	देनदारहरू
liability	देयता
liable	उत्तरदायी
liaison	संपर्क
liar	झूटा
libel	libel
libelous	निर्दोष
liberal	उदारवादी
liberalism	उदारवाद
liberate	मुक्ति
liberated	मुक्ति
liberating	मुक्ति
liberation	मुक्ति
liberty	स्वतन्त्रता
libido	libido
librarian	लाइब्रेरियन
library	पुस्तकालय
libretto	libretto
lice	लास
license	इजाजत पत्र
lichen	lichen
lick	चाट्नु
licorice	इजाजत पत्र
lid	ढक्कन
lie	झूटो
liege	झण्डा
lien	lien
lieu	lieu
lieutenant	Lieutenant
life	जीवन
lifeblood	lifeblood
lifeboat	lifeboat
lifeguard	जीवनक्षक
lifeisgood	जीवन राम्रो छ
lifeless	निर्दोष
lifelike	lifelike
lifeline	जीवन रेखा
lifelong	आजीवन
lifer	आभारी
lifesaver	lifesaver
lifestyle	जीवन शैली
lifesucks	lifesucks
lifetime	जीवन भरि
lift	लिफ्ट
lifted	उठाईयो
liftoff	liftoff
ligament	बंधन
ligation	ligation
ligature	एकान्त
light	हल्का
light year	हल्का वर्ष
lightbulb	चिम
lighten	हल्का
lightheaded	lightheaded
lighthouse	लाइटहाउस
lighting	प्रकाश
lightness	हल्का
lightning	बिजुली
lights	रोशनी
lightweight	हल्का
likable	मनपर्छ
like	जस्तै
likelihood	संभावना
likely	सम्भवतः
likeness	समानता
likewise	त्यसै गरी
liking	मनपर्छ
lilac	lilac
lily	लिली
limb	अंग
limber	लम्बा
limbo	लिम्बु
lime	चूने
limelight	लडाई
limestone	चूना पत्थर
limey	लिमी
limit	सीमा
limitation	सीमा
limited	सीमित
limitless	असीमित
limo	लिमो
limousine	लिमोसिन
limp	limp
lin	लिन
line	लाइन
lineage	वंश
lineal	lineal
linear	linear
linebacker	linebacker
lined	लाइन
linen	लिनन
liner	लाइनर
lines	लाइनहरू
lineup	लाइन मा
linger	झन्डा
lingerie	अधोवस्त्र
lingering	lingering
lingo	lingo
lingual	lingual
linguini	linguini
linguist	भाषाविद्
linguistic	भाषाई
linguistics	भाषाविज्ञान
lining	अस्तर
link	लिङ्क
linoleum	linoleum
lint	lint
lion	सिंह
lip	लिप
liposuction	liposuction
lipstick	लिपस्टिक
liquefaction	तरकारी
liquefied	दलीय
liqueur	तरकारी
liquid	तरल
liquidate	सफा गर्नुहोस्
liquidation	परिसमापन
liquidator	तरल पदार्थ
liquidity	तरलता
liquor	रक्सी
lira	NO TRANSLATION
lisp	lisp
list	सूची
listen	सुन्नुहोस्
listener	श्रोता
listenting	NO TRANSLATION
listing	लिस्टिंग
listless	अनियमित
listneing	NO TRANSLATION
litany	litany
liter	लीटर
literacy	साक्षरता
literal	शाब्दिक
literally	शाब्दिक
literary	साहित्यिक
literature	साहित्य
lithe	लिट
lithium	लिथियम
lithograph	लिथोग्राफ
lithography	लिथोग्राफी
lithology	लिथोलोजी
lithosphere	लिथोस्फायर
litigant	अभियोग
litigate	अभियोग गर्नुहोस्
litigation	मुद्दा
litigator	litigator
litigious	litigious
litter	लट्टर
little	सानो
littlethings	केही सामानहरु
littoral	littoral
liturgy	liturgy
live	जिन्दगी
livelife	जीवन जिऊ
livelihood	आजीवन
lively	जीवंत
liven	राखिएको छ
liver	लिभर
livery	livery
livestock	पशुधन
livid	लाभांश
living	जीवित
lizard	छेउमा
llama	लामा
lml	lml
load	लोड
loader	लोडर
loaf	loaf
loafer	loafer
loam	loam
loan	ऋण
loath	loath
loathe	loathe
loathful	ढोका
loathing	बाबा
loathsome	ढोका
lobby	lobby
lobbyist	lobbyist
lobe	लोब
lobotomy	लोबोटोमी
lobster	लोब्स्टर
local	स्थानिय
locale	स्थानीय
locality	स्थानीयता
localization	स्थानीयकरण
localize	स्थानीयकरण गर्नुहोस्
localized	स्थानीय
locate	पत्ता लगाउनुहोस्
location	स्थान
locator	लोकेटर
loch	loch
lock	लक
locker	लकर
locket	ल्याकेट
locksmith	तालाबन्दी
lockup	लकअप
loco	लोको
locomotion	लोभमोशन
locomotive	लोकोमोटिव
locust	स्थानीय
lode	NO TRANSLATION
lodge	लाज
lodger	lodger
lodging	आवास
loft	ढोका
lofty	उल्टै
log	लग
logarithm	logarithm
logarithmic	logarithmic
logic	तर्क
logical	तार्किक
logistics	रसद
logo	लोगो
logotype	लगोटप्रकार
loin	NO TRANSLATION
lollipop	ललीपप
lone	लोन
loneliness	अकेलापन
lonely	अकेला
loner	loner
lonesome	शून्य
long	लामो
longboat	Longboat
longevity	दीर्घायु
longing	लामो समयसम्म
longitude	देशान्तरण
longitudinal	लामो
longitudinally	लामो समयसम्म
longtime	लामो समय
loo	loo
look	हेर्नुहोस्
looker	दर्शक
lookout	बाहिर हेर
loom	ढोका
looming	ढोका
loon	loon
loony	लुनी
loop	लुप
loophole	लुफ्ली
loopy	loopy
loose	ढोका
loosen	ढोका
loosening	बन्द
loot	लूट
lop	lop
lopsided	लुप्सुड
lord	भगवान
lords	lords
lordship	प्रभुत्व
lore	चोरी
lorry	लरी
lose	हराउनु
loser	हरुवा
losing	हराउँदै
loss	हानि
lost	हरायो
lot	धेरै
lotion	लोशन
lots	धेरै
lottery	लटरी
lotto	लोट्टो
lotus	कमल
loud	ठूलो आवाज
loudly	ठूलो कुरा
loudmouth	loudmouth
loudness	बलियो
loudspeaker	लाउडस्पिकर
lounge	लाउंज
lounging	lounging
louse	शोक
lousy	लुसी
lovable	सुन्दर
love	माया
loved	माया गर्थे
lovee	lovee
loveee	loveee
loveless	मायालु
lovelife	NO TRANSLATION
loveliness	प्यारीपन
lovelovelove	NO TRANSLATION
lovely	सुन्दर
lovemaking	lovemaking
lovemylife	NO TRANSLATION
lover	प्रेमी
lovesick	Loveick
lovethis	lovethis
loving	मायालु
lovinglife	मायालु जीवन
lovinlife	lovinlife
low	low
lowdown	lowdown
lower	तल्लो
lowering	घट्दै
lowest	निम्न
lowlands	lowlands
lowlife	कम जीवन
lowly	lowly
lox	lox
loyal	वफादार
loyalty	वफादारी
lsd	lsd
luau	luau
lube	lube
lubricant	स्नेहक
lubricate	स्नेहन
lubrication	स्नेहन
lucid	लुकाइएको
luck	भाग्य
luckiest	भाग्यमानी
lucky	भाग्यशाली
luckygirl	भाग्यमानी केटी
lucrative	आकर्षक
ludicrous	लुकाउने
lug	lug
luggage	सामान
lukewarm	गुमनाम
lull	lull
lullaby	लोभी
lumbar	लुम्बर
lumber	काठ
lumbering	काठमाण्डौं
lumberjack	lumberjack
luminescent	luminescent
luminous	चमकदार
lump	लम्प
lumpy	लम्पी
lunacy	लुम्बिनी
lunar	चंद्रमा
lunatic	पागलपन
lunch	भोजन
lunchbox	खाजा बक्स
luncheon	लंचन
lunchtime	खाजा समय
lung	फेफड़ों
lunge	चकलेट
lungs	फेफड़ों
lurch	lurch
lure	lure
lurid	lurid
lurk	लर्क
lurking	गुप्त
luscious	luscious
lush	सुँगुर
lust	आशिष्
luster	चमक
lustful	लुगा
lustrous	लोभ
lusty	lusty
lute	lute
luxuriant	luxuriant
luxurious	शानदार
luxury	लक्जरी
lycra	लाइक्रा
lye	lye
lying	झूट
lymph	लिम्फ
lymphatic	lymphatic
lymphoma	लिम्फोमा
lynch	lynch
lynching	lynching
lynx	lynx
lyre	lyre
lyric	lyric
lyrical	lyrical
lyrics	गीत
macadamia	म्याकडामिया
macarena	macarena
macaroni	मार्कोनी
mace	गति
mach	mach
machete	machete
machine	मेशिन
machinery	मशीनरी
machinist	machinist
macho	macho
mackerel	मैकेरल
macro	म्याक्रो
mad	पागल
madam	महोदय
madame	madame
madden	madden
madder	पागल
mademoiselle	NO TRANSLATION
mademyday	मेरो दिन राम्रो पारिदियौ
madhouse	madhouse
madman	madman
madness	पागलपन
maestro	maestro
mafia	माफिया
magazine	पत्रिका
mage	म्यूज
magenta	म्याजेन्टा
maggot	Maggot
magic	जादू
magical	जादुई
magician	जादूगर
magistrate	मजिस्ट्रेट
magma	Magma
magna	म्यागना
magnate	म्यागरेट
magnesium	म्याग्नेसियम
magnet	चुम्बक
magnetic	चुम्बकीय
magnetism	चुम्बकीयवाद
magnetite	चुम्बकीय
magnification	magnification
magnificence	भव्यता
magnificent	शानदार
magnifier	म्याग्निफायर
magnify	बढाइदिनुहोस्
magnifying	magnifying
magnitude	परिमाण
magnolia	म्यागोलिया
magpie	म्याग्दी
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	महोगनी
maid	नौकरानी
maiden	माडिन
mail	मेल
mailbox	मेलबक्स
mailing	मेलिंग
mailman	मेलमैन
maim	NO TRANSLATION
main	मुख्य
mainframe	mainframe
mainland	मुख्य भूमि
mainstay	mainstay
mainstream	मुलधार
maintain	राख्नुहोस्
maintenance	रखरखाव
majestic	राजेश
majesty	महिमा
major	प्रमुख
majority	बहुमत
make	बनाउनुहोस्
makeover	परिवर्तन
maker	निर्माता
makeshift	उत्थान
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	श्रृंगार
makingdisciples	NO TRANSLATION
malady	malady
malaise	मस्यौदा
malaria	मलेरिया
malarkey	malarkey
male	पुरुष
malevolent	अपमानजनक
malfeasance	बेपत्ता
malformation	विकृति
malfunction	दोष
malice	NO TRANSLATION
malicious	दुर्भावनापूर्ण
malign	विलय
malignancy	अपमानजनक
malignant	घातक
maligned	अपमानित
mall	मॉल
malleable	निस्सन्देह
mallet	माललेट
malnutrition	कुपोषण
malpractice	क्यान्सर
malt	माल्ट
mama	आमा
mambo	mambo
mamma	NO TRANSLATION
mammal	स्तनपान
mammoth	mammoth
mammy	mammy
man	मानिस
manage	व्यवस्थापन गर्नुहोस्
manageable	व्यवस्थित
management	व्यवस्थापन
manager	प्रबन्धक
managerial	प्रबंधकीय
mandamus	mandamus
mandarin	mandarin
mandate	जनादेश
mandatory	अनिवार्य
mandible	अनिवार्य
mandolin	mandolin
mandrel	mandrel
mane	NO TRANSLATION
maneuver	पनीर
maneuvering	घुमिरहेको छ
mange	NO TRANSLATION
manger	खतरा
mangle	माला
mango	mango
mangosteen	mangosteen
mangy	mangy
manhole	manhole
manhood	बाल्यकाल
manhunt	manhunt
mania	उन्माद
maniac	पागल
maniacal	maniacal
manic	manic
manicure	मैनीक्योर
manicurist	manicurist
manifest	manifest
manifestation	अभिव्यक्ति
manifested	प्रकट भयो
manifestly	प्रकट
manifesto	manifesto
manifold	गुणांक
manipulate	हेरफेर गर्नुहोस्
manipulation	हेरफेर
manipulative	हेरफेर
mankind	मानिसजाति
manly	म्यानली
manna	मन्ना
manned	manned
mannequin	mannequin
manner	तरिका
mannered	सायद
manners	शिष्टाचार
manor	manor
manpower	मानव शक्ति
mansion	हवेली
mansions	हतियार
manslaughter	हत्यारे
mantel	mantel
mantis	mantis
mantle	mantle
mantra	Mantra
manual	म्यानुअल
manufacture	निर्माण
manufacturer	निर्माता
manufacturing	निर्माण
manure	खाँचो
manuscript	पांडुलिपि
map	नक्शा
maple	मेपल
mar	mar
marathon	Marathon
marble	संगमरमर
marbled	marbled
marbles	marbles
march	मार्च
mare	NO TRANSLATION
margarine	margarine
margarita	margarita
margin	मार्जिन
marginal	मार्जिन
mariachi	mariachi
marijuana	मारिजुआना
marinara	marinara
marine	समुद्री
mariner	मिरर
marital	वैवाहिक
maritime	समुद्री
mark	चिन्ह
marked	चिन्ह लगाइयो
marker	मार्कर
market	बजार
marketable	बजार
marketing	मार्केटिंग
marketplace	बजार
marks	अंकहरू
marksman	मार्कसैन
marksmanship	मार्कस्यानशिप
marl	marl
marmalade	marmalade
maroon	maroon
marooned	marooned
marquee	marquee
marquis	marquis
marred	विचित्र
marriage	विवाह
married	विवाहित
marrow	मरो
marry	विवाह गर
marsh	मार्शल
marshal	marshal
marshmallow	marshmallow
mart	मार्ट
martial	मार्शल
martingale	martingale
martini	मार्टिन
martyr	शहीद
martyrdom	शहीद
marvel	मार्वल
marvellous	अद्भुत
marvelous	अद्भुत
marvelously	अद्भुत
marzipan	NO TRANSLATION
mascara	मस्कारा
mascot	नक्कल
masculine	मर्द
masculinity	मलेसिया
mash	मैश
mashed	मसला
mask	मुकुट
masked	मास्क गरिएको
masks	मास्क
masochism	मास्लोवाद
masochist	masochist
mason	मेसन
masquerade	मजाक
mass	ठूलो
massacre	नरसंहार
massage	मालिश
masses	जनता
masseur	मसला
masseuse	मसाज
massive	ठूलो
mast	mast
master	मास्टर
masterful	masterful
mastermind	मास्टरमाइन्ड
masterpiece	उत्कृष्ट नमुना
mastery	मालिक
masturbate	हस्तमैथुन
masturbation	हस्तमैथुन
mat	चटाई
matador	matador
match	म्याच
matchbook	म्याचबुक
matching	मिल्दो
matchmaker	म्याचमैकर
mate	साथी
material	सामग्री
materialism	भौतिकवाद
materialist	भौतिकवादी
materialistic	भौतिकवादी
materiality	भौतिकता
materialize	साम्राज्यवादी
materially	भौतिक रूपमा
materials	सामग्री
materiel	मालटिज
maternal	मातृभाषा
maternity	मातृत्व
math	गणित
mathematical	गणित
mathematician	गणितज्ञ
mathematics	गणित
matinee	matinee
mating	मिलन
matriculation	matriculation
matrimony	Matrimony
matrix	म्याट्रिक्स
matron	matron
matted	गजल
matter	मुद्दा
matting	चिसो
mattress	गद्दे
maturation	परिपक्वता
mature	परिपक्व
maturity	परिपक्वता
maudlin	maudlin
mausoleum	मूसलम
mauve	mauve
maverick	maverick
maxim	अधिकतम
maximize	अधिकतम गर्नुहोस्
maximum	अधिकतम
may	सक्छ
mayday	मजदुर दिवस
mayflower	हुनसक्छ
mayhem	तमाम
mayonnaise	मेयोनेज
mayor	महापौर
maze	भूलभुलैया
mead	माड
meadow	माछा
meager	मगर
meal	खाना
mean	अर्थ
meander	म्यानर
meandering	meandering
meanie	meaningie
meaning	अर्थ
meaningful	अर्थपूर्ण
meaningless	अर्थहीन
meanness	माइनस
means	यसको अर्थ
meantime	बीचमा
measles	खण्ड
measurable	मापनयोग्य
measure	उपाय गर्नुहोस्
measured	मापन
measurement	मापन
measuring	मापन गर्दै
measuring cup	माप को कप
measuring tape	मापने टेप
meat	मासु
meatball	मासुबल
meathead	मासुहेड
meatloaf	meatloaf
mechanic	मेकानिक
mechanical	यांत्रिक
mechanics	मेकानिक्स
mechanism	तंत्र
med	NO TRANSLATION
medal	पदक
medallion	पदक
medallist	मध्यस्थ
meddle	हस्तक्षेप गर्नुहोस्
meddling	हस्तक्षेप गर्नुहोस्
media	मिडिया
medial	मध्यस्थ
median	मध्य
mediate	मध्यस्थ
mediation	मध्यस्थता
mediator	मध्यस्थ
medic	दबाइ
medical	चिकित्सा
medicate	औषधि
medication	औषधि
medicinal	औषधि
medicine	चिकित्सा
medieval	मध्ययुगीन
mediocre	मध्यस्थ
mediocrity	मध्यस्थता
meditate	मनन गर्नुहोस्
meditating	मनन गर्ने
meditation	ध्यान
meditative	ध्यान दिनुहोस
mediterranean	भूमध्यसागर
medium	मध्यम
medley	medley
meek	मलाई
meet	मिलन
meeting	बैठक
mega	मेगा
meh	meh
melancholic	melancholic
melancholy	melancholy
melee	मेले
mellow	मिलो
melodious	भद्दा
melodrama	melodrama
melodramatic	melodramatic
melody	मेलो
melon	खरबुजा
melt	पिघ्न
meltdown	meltdown
melting	पिघ्न
member	सदस्य
membership	सदस्यता
membrane	झिल्ली
memento	memento
memo	memo
memoir	memoir
memorabilia	सम्झौता
memorable	यादगार
memorandum	ज्ञापनपत्र
memorial	स्मारक
memorials	सम्झौता
memories	सम्झनाहरू
memoriesiwontforget	NO TRANSLATION
memorize	याद गर्नुहोस्
memory	स्मृति
menace	हिंड्ने
menacing	menacing
menagerie	menagerie
mend	mend
mending	mending
menial	menial
meningitis	मनिङाइटिस
meniscus	meniscus
menopause	रजोनिवृत्ति
menses	म्यान्स
menstrual	मासिक धर्म
mental	मानसिक
mentalhealth	NO TRANSLATION
mentality	मानसिकता
menthol	menthol
mention	उल्लेख गर्नुहोस्
mentor	संरक्षक
menu	menu
meow	म्याउ
mercantile	कार्तिक
mercenary	भाडा
merchandise	व्यापारिक
merchant	व्यापारी
merciful	दयालु
merciless	दयालु
mercurial	दयालु
mercury	पारा
mercy	दयालु
mere	मात्र
merengue	merengue
merge	मर्ज गर्नुहोस्
merger	विलय
meridian	मेरिडियन
meridional	meridional
meringue	meringue
merit	योग्यता
meritorious	साहसी
mermaid	मत्स्य पालन
merriment	merriment
merry	प्रिय
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	mescaline
mesh	जाल
meshes	meshes
mesmerized	mesmerized
mess	गन्दा
message	सन्देश
messedup	NO TRANSLATION
messenger	दूत
messiah	messiah
messy	गन्दा
metabolic	चयापचय
metabolism	चयापचय
metal	धातु
metallic	धातु
metallurgy	metallurgy
metamorphosis	metamorphosis
metaphor	रूपान्तरण
metaphorical	काल्पनिक
metaphysical	भौतिकवाद
metaphysics	भौतिक विज्ञान
metastasis	metastasis
meteor	उल्का
meteoric	meteoric
meteorite	meteorite
meteorological	मौसम विज्ञान
meteorology	मौसम विज्ञान
meter	मीटर
meth	meth
methadone	methadone
methane	मेथेन
methanol	मेथनोल
method	विधि
methodical	methodical
methodology	methodology
meticulous	जटिल
metime	metime
metric	मीट्रिक
metrical	metrical
metrology	विज्ञान विज्ञान
metropolis	महानगर
metropolitan	महानगरीय
mettle	मूर्ति
mew	mew
mezzanine	mezzanine
mica	मिका
mick	mick
micro	माइक्रो
microbe	माइक्रोबाइक
microbiology	सूक्ष्म जीव विज्ञान
microchip	माइक्रोचिप
microcosm	माइक्रोकोस
microfilm	माइक्रोफिल्म
microgram	माइक्रोग्राम
micrometer	माइक्रोमीटर
micron	माइक्रोन
microphone	माइक्रोफोन
microscope	माइक्रोस्कोप
microscopic	माइक्रोस्कोपी
microscopically	सूक्ष्मदर्शी
microscopy	माइक्रोस्कोपी
microwave	माइक्रोवेव
mid	मध्य
midair	midair
midday	मिडिल
middle	मध्य
middleman	मध्यस्थ
middleweight	मध्यस्थ
midget	midget
midland	मध्यभूमि
midlife	Midlife
midline	midline
midnight	midnight
midshipman	midshipman
midst	बीच
midsummer	midsummer
midterm	midterm
midtown	midtown
midway	मिडवे
midwife	दाई
midwifery	डाइविंगरी
mien	NO TRANSLATION
miffed	miffed
mighty	शक्तिशाली
mignon	mignon
migraine	माइग्र्रेन
migrate	स्थानान्तरण
migration	माइग्रेशन
migratory	प्रवासी
mike	माइक
mil	NO TRANSLATION
mild	हल्का
mildew	mildew
mildness	नम्रता
mile	माइल
mileage	माइलेज
milestone	मील का पत्थर
militant	आतंकवाद
militants	आतंकवादीहरू
military	सेना
militia	मलेसिया
milk	दूध
milkman	milkman
milkshake	दूधशैली
milky	दूध
mill	मिल
millennium	सहस्राब्दी
milligram	मिलीग्राम
millimeter	मिलिमिटर
million	लाखौं
millionaire	मिलियन
millionth	मिलियन
millstone	मिलन
mime	माइम
mimic	mimic
mimicking	मोटिङ
mimicry	उदास
mince	खटाइ
mincemeat	mincemeat
mind	मन
minded	मानसिकता
mindful	मानसिक
mindfulness	मानसिकता
mindless	दिमागमा
mine	मेरा
minefield	मेरो मैदान
miner	खनिज
mineral	खनिज
mineralogy	खनिज
mingle	मिंगल
mingled	मंगलबार
mini	मिनी
miniature	सानो
minibus	minibus
minim	NO TRANSLATION
minimal	न्यूनतम
minimize	घटाउनु
minimized	कम गरियो
minimum	न्यूनतम
mining	खनन
minion	minion
minister	minister
ministerial	ministerial
ministry	सेवकाई
minivan	minivan
mink	मंक
minnow	minnow
minor	सानो
minority	अल्पसंख्यक
minstrel	minstrel
mint	mint
minty	minty
minuscule	खनिज
minute	मिनेट
minutiae	minutiae
minx	minx
mir	NO TRANSLATION
miracle	चमत्कार
miracles	चमत्कारहरू
miraculous	चमकदार
mirage	दर्पण
mire	NO TRANSLATION
mirror	दर्पण
mirth	मिथक
misappropriation	दुर्व्यवहार
misbehave	misbehave
misbehavior	दुर्व्यवहारकर्ता
miscalculation	miscalculation
miscarriage	गर्भपात
miscellaneous	विविध
miscellany	miscellany
mischief	बदमासी
mischievous	शरारती
misconception	गलत धारणा
misconduct	दुर्व्यवहार
misdemeanor	दुर्व्यवहार
misdirection	अयोग्य
miser	दुर्व्यवहार
miserable	दुर्व्यवहार
miserably	दुर्व्यवहार
misery	दुखाइ
misfire	दुर्व्यवहार
misfit	misfit
misfortune	असुरक्षित
misguided	NO TRANSLATION
mishap	दुर्घटना
misinformed	गलत छ
misinterpretation	गलत व्याख्या
mislead	mislead
misleading	भ्रामक
misled	भ्रामक
mismanagement	दुर्व्यवहार
mismatch	बेमेल
mismatched	बेमेल
misnomer	misnomer
misplace	बदल्नुहोस्
misplaced	गलत छ
misread	गलत छ
misrepresent	गलत
misrepresentation	गलत
misrepresented	गलत छ
miss	मिस
missile	मिसाइल
missiles	मिसाइलहरू
missing	छुटेको छ
missingyou	NO TRANSLATION
mission	मिशन
missionary	मिसनरी
misspell	misspell
misstatement	दुर्व्यवहार
missy	missy
mist	धुलो
mistake	गल्ती
mistaken	गलत
mister	श्रीमान
mistletoe	गलत
mistreated	दुर्व्यवहार गरे
mistress	मालकिन
mistrial	mistrial
mistrust	अविश्वास
misty	गलत छ
misunderstand	गलत छ
misunderstanding	गलत छ
misunderstood	गलत भयो
misuse	दुरुपयोग
mite	mite
miter	miter
mitigate	घटाउनुहोस्
mitigating	घटाउने
mitigation	शून्य
mitt	mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	मिश्रण
mixed	मिश्रित
mixedemotions	मिश्रित भावनाहरू
mixer	मिक्सर
mixture	मिश्रण
mnemonic	योनोटिक
moan	moan
moat	moat
mob	mob
mobile	मोबाइल
mobility	गतिशीलता
mobilization	गतिशीलता
mobilize	उत्तेजित गर्नुहोस्
mobster	mobster
mocha	मोचा
mock	चुरोट
mocked	बन्द
mockery	मजाक
mocking	मजाक
mockingbird	मकिंगबर्ड
mod	मोड
modal	मोडल
modality	परिमार्जन
mode	मोड
model	मोडेल
modeler	modeler
modeling	मोडेलिंग
modem	मोडेम
moderate	मध्यम
moderate anticipation	मध्यम पूर्वानुमान
moderate disgust	मध्यम घृणित
moderate negative	मध्यम नकारात्मक
moderate positive	मध्यम सकारात्मक
moderate surprise	मध्यम आश्चर्य
moderate trust	मध्यम भरोसा
moderately	सामान्य
moderating	मध्यम
moderation	मध्यस्थता
moderator	मध्यस्थ
modern	आधुनिक
modernism	आधुनिकतावाद
modest	मामूली
modesty	विनम्रता
modicum	modicum
modifiable	परिमार्जित
modification	परिमार्जन
modified	संशोधित
modify	परिमार्जन गर्नुहोस्
modulate	परिमार्जन गर्नुहोस्
modulation	परिमार्जन
module	मोड्युल
modulus	मोडलस
mogul	मुगल
moiety	मस्यौदा
moist	नमस्कार
moisture	नमी
moisturizer	moisturizer
molar	करोड
molasses	गुनासो
mold	mold
molded	molded
molding	मोल्डिंग
moldy	moldy
mole	तिल
molecular	आणविक
molecule	अणु
molest	घोर
molestation	घिमिरे
molester	molester
molten	पतला
mom	आमा
moment	पल
momentary	क्षणिक
momentous	क्षणिक
momentum	गति
momma	momma
mommy	आमा
monad	monad
monarch	राजा
monarchy	राजतन्त्र
monastery	मठ
monastic	मोनिस्टिक
monetary	मौद्रिक
money	पैसा
mongoloid	mongoloid
mongoose	mongoose
mongrel	mongrel
monitor	निगरानी
monk	monk
monkey	बंदर
mono	NO TRANSLATION
monochrome	मोनोक्रोम
monogamous	monogamous
monogamy	monogamy
monogram	मोनोग्राम
monogrammed	मोनोग्राम
monograph	मोनोग्राफ
monolayer	monolayer
monolith	monolith
monologue	मोनोलोजी
