Word	zh-TW
loner	獨來獨往的人
lonesome	寂寞
long	長
longboat	艇
longevity	長壽
longing	渴望
longitude	經度
longitudinal	縱
longitudinally	縱向
longtime	長時間
loo	廁所
look	看
looker	旁觀者
lookout	小心
loom	織布機
looming	若隱若現
loon	懶人
loony	發狂
loop	循環
loophole	漏洞
loopy	糊塗
loose	疏鬆
loosen	鬆開
loosening	鬆動
loot	搶劫
lop	垂耳
lopsided	片面
lord	主
lords	領主
lordship	貴族身份
lore	知識
lorry	貨車
lose	失去
loser	失敗者
losing	失去
loss	失利
lost	丟失
lot	批量
lotion	洗劑
lots	地段
lottery	抽獎
lotto	樂透
lotus	蓮花
loud	響
loudly	高聲
loudmouth	大嘴巴
loudness	響度
loudspeaker	喇叭
lounge	休息室
lounging	閒逛
louse	蝨
lousy	糟糕
lovable	可愛
love	愛
loved	喜愛
lovee	lovee
loveee	loveee
loveless	無情
lovelife	NO TRANSLATION
loveliness	魅力
lovelovelove	NO TRANSLATION
lovely	可愛
lovemaking	做愛
lovemylife	愛我的生活
lover	情人
lovesick	為情所困
lovethis	喜歡這個
loving	愛心
lovinglife	熱愛生活
lovinlife	lovinlife
low	低
lowdown	內幕
lower	降低
lowering	降低
lowest	最低
lowlands	低地
lowlife	低賤的生活
lowly	卑賤
lox	熏鮭魚
loyal	忠誠
loyalty	忠誠
lsd	LSD
luau	盧奧
lube	潤滑油
lubricant	滑潤劑
lubricate	潤滑
lubrication	潤滑
lucid	清醒
luck	運氣
luckiest	幸運
lucky	幸運
luckygirl	luckygirl
lucrative	有利可圖
ludicrous	滑稽的
lug	耳狀物
luggage	行李
lukewarm	溫
lull	麻痺
lullaby	催眠曲
lumbar	腰
lumber	木料
lumbering	伐木
lumberjack	樵夫
luminescent	發光
luminous	發光的
lump	塊
lumpy	磊
lunacy	瘋狂行為
lunar	太陰
lunatic	瘋子
lunch	午餐
lunchbox	便當盒
luncheon	午餐
lunchtime	午餐時間
lung	肺
lunge	弓步
lungs	肺
lurch	困境
lure	餌
lurid	爚
lurk	匿伏
lurking	潛伏
luscious	甜美
lush	青蔥的
lust	情慾
luster	光澤
lustful	嫪
lustrous	光澤
lusty	精力充沛
lute	琵琶
luxuriant	莽莽
luxurious	豪華
luxury	豪華
lycra	萊卡纖維
lye	鹼液
lying	說謊
lymph	淋巴
lymphatic	淋巴
lymphoma	淋巴瘤
lynch	林奇
lynching	私刑
lynx	猞猁
lyre	七弦琴
lyric	歌詞
lyrical	抒情
lyrics	歌詞
macadamia	澳洲
macarena	瑪卡蓮娜
macaroni	通心粉
mace	錘
mach	馬赫
machete	彎刀
machine	機
machinery	機械
machinist	機械師
macho	大男子主義
mackerel	鯖魚
macro	宏
mad	狂
madam	夫人
madame	老闆娘
madden	發怒
madder	藘
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	瘋人院
madman	狂人
madness	瘋狂
maestro	大師
mafia	黑手黨
magazine	雜誌
mage	魔術師
magenta	品紅
maggot	蛆
magic	魔法
magical	神奇
magician	魔術師
magistrate	法官
magma	岩漿
magna	麥格納
magnate	巨頭
magnesium	鎂
magnet	磁鐵
magnetic	磁性
magnetism	磁性
magnetite	磁鐵礦
magnification	放大
magnificence	壯麗
magnificent	華麗的
magnifier	放大鏡
magnify	放大
magnifying	放大
magnitude	大小
magnolia	玉蘭
magpie	鵲
mahi mahi	NO TRANSLATION
mahjong	麻將
mahogany	桃花心木
maid	女傭
maiden	少女
mail	郵件
mailbox	郵箱
mailing	郵件
mailman	郵遞員
maim	NO TRANSLATION
main	主要
mainframe	大型機
mainland	大陸
mainstay	支柱
mainstream	主流
maintain	保持
maintenance	保養
majestic	雄偉
majesty	威嚴
major	重大的
majority	多數
make	使
makeover	改造
maker	製作者
makeshift	湊合的
makesmehappy	NO TRANSLATION
makesmemad	NO TRANSLATION
makeup	化妝
makingdisciples	NO TRANSLATION
malady	弊病
malaise	全身乏力
malaria	瘧疾
malarkey	說大話
male	男
malevolent	壞心腸的
malfeasance	瀆職
malformation	畸形
malfunction	故障
malice	NO TRANSLATION
malicious	惡毒
malign	誹謗
malignancy	惡性腫瘤
malignant	惡性
maligned	非議
mall	購物中心
malleable	可鍛鑄
mallet	槌
malnutrition	營養不良
malpractice	弊端
malt	麥芽
mama	媽媽
mambo	曼波
mamma	NO TRANSLATION
mammal	哺乳動物
mammoth	長毛象
mammy	媽咪
man	人
manage	管理
manageable	管理
management	管理
manager	經理
managerial	管理的
mandamus	訓令
mandarin	普通話
mandate	要求
mandatory	強制性
mandible	下顎
mandolin	曼多林
mandrel	頂桿
mane	NO TRANSLATION
maneuver	演習
maneuvering	機動
mange	NO TRANSLATION
manger	馬槽
mangle	撕裂
mango	芒果
mangosteen	山竹
mangy	癩皮狗
manhole	沙井
manhood	男子氣概
manhunt	搜捕
mania	狂躁
maniac	瘋子
maniacal	瘋狂的
manic	躁狂
manicure	修指甲
manicurist	美甲師
manifest	表現
manifestation	表現
manifested	表現
manifestly	明顯
manifesto	宣言
manifold	多種
manipulate	操作
manipulation	操作
manipulative	操控
mankind	人類
manly	男子氣
manna	甘露
manned	載人
mannequin	模特
manner	方式
mannered	彬彬有禮
manners	禮貌
manor	莊園
manpower	人手
mansion	大廈
mansions	廣廈
manslaughter	誤殺
mantel	壁爐架上
mantis	螂
mantle	披風
mantra	口頭禪
manual	手冊
manufacture	製造
manufacturer	生產廠家
manufacturing	製造業
manure	肥料
manuscript	手稿
map	地圖
maple	楓
mar	損傷
marathon	馬拉松
marble	大理石
marbled	大理石
marbles	彈子
march	遊行
mare	NO TRANSLATION
margarine	人造黃油
margarita	瑪格麗塔
margin	餘量
marginal	邊緣
mariachi	流浪
marijuana	大麻
marinara	林納拉
marine	海洋
mariner	水手
marital	婚姻
maritime	海上
mark	標記
marked	標
marker	標記
market	市場
marketable	銷售
marketing	營銷
marketplace	市井
marks	分數
marksman	射手
marksmanship	槍法
marl	泥灰岩
marmalade	果醬
maroon	栗色
marooned	被困
marquee	華蓋
marquis	侯爵
marred	毀損
marriage	婚姻
married	已婚
marrow	骨髓
marry	結婚
marsh	沼澤
marshal	元帥
marshmallow	棉花糖
mart	市場
martial	武
martingale	鞅
martini	馬蒂尼雞尾酒
martyr	烈士
martyrdom	殉教
marvel	奇蹟
marvellous	奇妙
marvelous	奇妙
marvelously	不平凡
marzipan	NO TRANSLATION
mascara	睫毛膏
mascot	吉祥物
masculine	男性
masculinity	陽剛之氣
mash	糊狀物
mashed	搗碎
mask	面具
masked	蒙面
masks	面具
masochism	受虐狂
masochist	受虐狂
mason	石匠
masquerade	假面舞會
mass	塊
massacre	屠殺
massage	按摩
masses	群眾
masseur	按摩師
masseuse	按摩師
massive	大規模的
mast	桅杆
master	主
masterful	高超
mastermind	主謀
masterpiece	傑作
mastery	征服
masturbate	手淫
masturbation	手淫
mat	墊
matador	鬥牛士
match	比賽
matchbook	火柴盒
matching	匹配
matchmaker	媒人
mate	伴侶
material	材料
materialism	唯物主義
materialist	唯物主義者
materialistic	唯物主義的
materiality	實質性
materialize	物質化
materially	重大
materials	物料
materiel	物料
maternal	母系
maternity	母道
math	數學
mathematical	數學的
mathematician	數學家
mathematics	數學
matinee	日場
mating	交配
matriculation	預科
matrimony	婚姻
matrix	矩陣
matron	護士長
matted	暗淡的
matter	物
matting	消光
mattress	床墊
maturation	成熟
mature	成熟
maturity	到期
maudlin	感傷
mausoleum	陵
mauve	紫紅色
maverick	特立獨行
maxim	格言
maximize	最大化
maximum	最大
may	可能
mayday	勞動節
mayflower	五月花
mayhem	混亂
mayonnaise	蛋黃醬
mayor	市長
maze	迷宮
mead	蜂蜜酒
meadow	草地
meager	微薄
meal	膳食
mean	意思
meander	蜿蜒
meandering	彎曲
meanie	小氣鬼
meaning	含義
meaningful	富有意義的
meaningless	無意義的
meanness	卑鄙
means	手段
meantime	與此同時
measles	麻疹
measurable	可測量
measure	測量
measured	測量
measurement	測量
measuring	測量
measuring cup	量杯
measuring tape	捲尺
meat	肉
meatball	肉丸
meathead	笨蛋
meatloaf	肉餅
mechanic	機械
mechanical	機械
mechanics	機械學
mechanism	機制
med	NO TRANSLATION
medal	勳章
medallion	獎章
medallist	得主
meddle	插手
meddling	插手
media	媒體
medial	內側
median	中位數
mediate	調解
mediation	調解
mediator	中間人
medic	軍醫
medical	醫
medicate	NO TRANSLATION
medication	藥物治療
medicinal	藥用
medicine	醫學
medieval	中世紀
mediocre	平庸
mediocrity	庸人
meditate	幽思
meditating	沉思
meditation	冥想
meditative	沉思
mediterranean	地中海
medium	中
medley	混合
meek	溫順
meet	遇到
meeting	會議
mega	巨型
meh	MEH
melancholic	憂鬱
melancholy	愁緒
melee	亂鬥
mellow	醇厚
melodious	悠揚
melodrama	情景劇
melodramatic	聳人聽聞
melody	旋律
melon	瓜
melt	熔化
meltdown	崩潰
melting	融化
member	會員
membership	籍
membrane	膜
memento	紀念
memo	備忘錄
memoir	傳記
memorabilia	大事記
memorable	難忘
memorandum	備忘錄
memorial	紀念館
memorials	紀念館
memories	回憶
memoriesiwontforget	NO TRANSLATION
memorize	記憶
memory	記憶
menace	威脅
menacing	來勢洶洶
menagerie	動物園
mend	修補
mending	修補
menial	粗重
meningitis	腦膜炎
meniscus	半月板
menopause	絕經
menses	經血
menstrual	月經
mental	心理
mentalhealth	NO TRANSLATION
mentality	心理
menthol	薄荷醇
mention	提到
mentor	導師
menu	菜單
meow	喵
mercantile	商品
mercenary	僱傭兵
merchandise	商品
merchant	商人
merciful	仁慈
merciless	無情
mercurial	善變
mercury	汞
mercy	憐憫
mere	只
merengue	梅倫格
merge	合併
merger	合併
meridian	子午線
meridional	子午
meringue	酥皮
merit	值得
meritorious	有功
mermaid	美人魚
merriment	歡樂
merry	快活
merrychristmas	NO TRANSLATION
mesa	檯面
mescaline	麥司卡林
mesh	網孔
meshes	目
mesmerized	如醉如痴
mess	食堂
message	信息
messedup	NO TRANSLATION
messenger	信使
messiah	彌賽亞
messy	亂
metabolic	新陳代謝
metabolism	代謝
metal	金屬
metallic	金屬的
metallurgy	冶金
metamorphosis	變態
metaphor	隱喻
metaphorical	隱喻
metaphysical	抽象的
metaphysics	形而上學
metastasis	轉移
meteor	流星
meteoric	流星
meteorite	隕石
meteorological	氣象
meteorology	氣象
meter	儀表
meth	甲基
methadone	美沙酮
methane	甲烷
methanol	甲醇
method	方法
methodical	有方法的
methodology	方法
meticulous	細緻
metime	metime
metric	公
metrical	韻律的
metrology	度量衡學
metropolis	都會
metropolitan	宗主
mettle	氣概
mew	貓叫聲
mezzanine	夾層
mica	雲母
mick	米克
micro	微
microbe	微生物
microbiology	微生物學
microchip	微芯片
microcosm	縮影
microfilm	縮微
microgram	微克
micrometer	千分尺
micron	微米
microphone	麥克風
microscope	顯微鏡
microscopic	顯微
microscopically	顯微鏡
microscopy	顯微鏡
microwave	微波
mid	中
midair	半空中
midday	正午
middle	中間
middleman	中間人
middleweight	中量級
midget	侏儒
midland	美聯
midlife	中年
midline	中線
midnight	午夜
midshipman	海軍官校學生
midst	中間
midsummer	盛夏
midterm	期中考試
midtown	市中心
midway	中途
midwife	助產士
midwifery	助產
mien	NO TRANSLATION
miffed	惱火
mighty	威武
mignon	牛排
migraine	偏頭痛
migrate	遷移
migration	移民
migratory	遷徙
mike	麥克風
mil	NO TRANSLATION
mild	溫和
mildew	黴菌
mildness	溫和
mile	英里
mileage	里程
milestone	里程碑
militant	激進
militants	武裝分子
military	軍事
militia	民兵
milk	牛奶
milkman	送奶工
milkshake	奶昔
milky	乳白色
mill	磨
millennium	千年
milligram	毫克
millimeter	毫米
million	百萬
millionaire	百萬富翁
millionth	百萬分之一
millstone	磨石
mime	啞劇
mimic	模仿者
mimicking	模仿
mimicry	模仿
mince	剁碎
mincemeat	碎肉
mind	心神
minded	頭腦
mindful	銘記
mindfulness	正念
mindless	沒頭腦
mine	礦
minefield	雷區
miner	礦工
mineral	礦物
mineralogy	礦物學
mingle	交融
mingled	混到
mini	微型
miniature	微型
minibus	小巴
minim	NO TRANSLATION
minimal	最小
minimize	最小化
minimized	最小化
minimum	最低限度
mining	礦業
minion	奴才
minister	部長
ministerial	部級
ministry	部
minivan	麵包車
mink	貂
minnow	桃花魚
minor	次要
minority	少數民族
minstrel	歌手
mint	薄荷
minty	薄荷
minuscule	微不足道
minute	分鐘
minutiae	細節
minx	瘋丫頭
mir	NO TRANSLATION
miracle	奇蹟
miracles	奇蹟
miraculous	神奇
mirage	蜃景
mire	NO TRANSLATION
mirror	鏡子
mirth	歡笑
misappropriation	挪用
misbehave	行為不端
misbehavior	不當行為
miscalculation	失算
miscarriage	流產
miscellaneous	雜
miscellany	雜記
mischief	惡作劇
mischievous	惡作劇
misconception	誤解
misconduct	處理不當
misdemeanor	輕罪
misdirection	誤導
miser	吝嗇鬼
miserable	慘
miserably	非常不幸地
misery	苦難
misfire	失火
misfit	錯位
misfortune	不幸
misguided	誤導
mishap	不測
misinformed	誤傳
misinterpretation	誤解
mislead	誤導
misleading	誤導
misled	誤導
mismanagement	管理不善
mismatch	不匹配
mismatched	不匹配
misnomer	用詞不當
misplace	錯位
misplaced	放錯地方
misread	誤解
misrepresent	歪曲
misrepresentation	誤傳
misrepresented	歪曲
miss	小姐
missile	導彈
missiles	導彈
missing	失踪
missingyou	NO TRANSLATION
mission	任務
missionary	傳教士
misspell	拼錯
misstatement	誤報
missy	小姐
mist	薄霧
mistake	錯誤
mistaken	錯誤
mister	先生
mistletoe	槲寄生
mistreated	虐待
mistress	情婦
mistrial	誤判
mistrust	不信任
misty	濛濛
misunderstand	誤解
misunderstanding	誤解
misunderstood	誤解
misuse	濫用
mite	蟎
miter	斜切
mitigate	減輕
mitigating	緩解
mitigation	減輕
mitt	手套
mitten	NO TRANSLATION
mitzvah	成人禮
mix	混合
mixed	雜
mixedemotions	複雜的情緒
mixer	混合器
mixture	混合物
mnemonic	助記符
moan	呻吟
moat	護城河
mob	暴民
mobile	移動
mobility	流動性
mobilization	動員
mobilize	動員
mobster	歹徒
mocha	摩卡
mock	嘲笑
mocked	嘲笑
mockery	蔑視
mocking	嘲諷
mockingbird	知更鳥
mod	MOD
modal	語氣
modality	形態
mode	模式
model	模型
modeler	建模
modeling	造型
modem	調製解調器
moderate	中等
moderate anticipation	溫和的期待
moderate disgust	溫和的厭惡
moderate negative	中等負面
moderate positive	中等積極
moderate surprise	溫和的驚喜
moderate trust	適度的信任
moderately	適當地
moderating	緩和
moderation	適度
moderator	主席
modern	現代
modernism	現代主義
modest	謙虛
modesty	謙虛
modicum	點點
modifiable	修改
modification	修改
modified	改性
modify	修改
modulate	調製
modulation	調製
module	模
modulus	係數
mogul	大亨
moiety	部分
moist	濕
moisture	濕氣
moisturizer	保濕
molar	磨牙
molasses	糖蜜
mold	模子
molded	成型
molding	造型
moldy	發霉的
mole	痣
molecular	分子
molecule	分子
molest	騷擾
molestation	性騷擾
molester	性騷擾
molten	熔融
mom	媽媽
moment	時刻
momentary	瞬間
momentous	重大
momentum	動量
momma	媽媽
mommy	媽媽
monad	單子
monarch	君主
monarchy	帝制
monastery	修道院
monastic	修道士
monetary	貨幣
money	錢
mongoloid	蒙古人
mongoose	貓鼬
mongrel	雜種
monitor	監控
monk	僧
monkey	猴
mono	NO TRANSLATION
monochrome	單色
monogamous	一夫一妻制
monogamy	一夫一妻制
monogram	花押字
monogrammed	會標
monograph	專著
monolayer	單層
monolith	整體
monologue	獨白
monopolist	獨占者
monopoly	壟斷
monotonous	單調
monotony	單調
monoxide	一氧化碳
monsieur	先生
monsoon	雨季
monster	怪物
monstrosity	怪物
monstrous	滔天
montage	剪輯
monte	蒙特
month	月
monthly	每月一次
monument	紀念碑
monumental	紀念
moo	哞
mooch	揩油
mood	心情
moods	情緒
moody	喜怒無常
moon	月亮
moonbeam	月光
moonlight	月光
moonlit	月光下的
moonshine	空想
moonstruck	發狂的
moonwalk	太空步
moor	泊
moored	停泊
mooring	停泊
moorings	系泊
moorland	荒地
moose	駝鹿
moot	沒有實際意義
mooted	醞釀
mop	拖把
mope	憂鬱
moped	助力車
moral	道德
morale	情緒
morality	道德
morals	德
morass	沼澤
moratorium	暫停
moray	海鰻
morbid	病態
morbidity	發病率
morbidness	morbidness
mores	習俗
morgue	停屍房
moribund	垂死
morn	早晨
morning	早上
moron	白痴
moronic	魯鈍的
morose	憂鬱
morph	變形
morphine	嗎啡
morphism	射
morphology	形態學
morrow	明天
morsel	一口
mortal	凡人
mortality	死亡
mortar	砂漿
mortgage	抵押
mortgagee	抵押權人
mortgagor	抵押人
mortician	殯儀業者
mortification	屈辱
mortified	羞愧
mortuary	停屍間
mosaic	鑲嵌
mosey	漫步
mosque	清真寺
mosquito	蚊子
moss	苔蘚
mossy	生苔
mote	NO TRANSLATION
motel	汽車旅館
moth	蛾
mother	母親
motherfucker	娘
motherfucking	他媽的
motherhood	母親
motherland	祖國
motherless	母親的
motherly	母愛
motif	主題
motion	運動
motionless	不動
motivate	刺激
motivating	激勵
motivation	動機
motivational	動機
motive	動機
motley	雜色
motor	發動機
motorbike	摩托車
motorboat	汽艇
motorcade	車隊
motorcar	摩托車
motorcycle	摩托車
motorist	司機
motte	莫特
mottled	斑駁
motto	座右銘
mould	模子
mound	塚
mount	安裝
mountain	山
mountaineer	登山
mountainous	多山
mountains	山
mountaintop	山頂
mourn	悼
mournful	悲哀
mourning	喪
mouse	老鼠
mousetrap	捕鼠器
mousse	摩絲
moustache	鬍子
mousy	像老鼠
mouth	口
mouthful	一口
mouthpiece	喉舌
mouthwash	漱口水
movable	活動
move	移動
movement	運動
mover	動
movie	電影
movies	電影
moving	移動
movingforward	NO TRANSLATION
movingon	繼續
mow	刈
mower	割草機
moxie	莫克西
mozzarella	奶酪
mri	MRI
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	糞肥
mucked	打亂
mucous	粘膜
mucus	粘液
mud	泥
muddle	糊塗
muddled	糊塗
muddy	渾
muff	笨人
muffin	鬆餅
muffled	悶響
muffler	圍巾
mug	杯
mugger	丑角
mulberry	桑
mulch	護根
mule	馬騾
mull	仔細考慮
mullet	鯔
multilateral	多邊
multimedia	多媒體
multinational	跨國
multiple	多
multiple sclerosis	多發性硬化症
multiplex	多工
multiplication	乘法
multiplicity	多重
multiplied	乘以
multiplier	乘數
multiply	乘
multitude	苠
mum	沉默
mumble	咕噥
mumbo	天書
mummy	木乃伊
mumps	腮腺炎
munch	蒙克
munchies	零食
munchkin	芒奇金
mundane	平凡
municipal	市政
municipality	直轄市
mural	壁畫
murder	謀殺
murderer	兇手
murderess	兇手
murderous	殺
murky	模糊
murmur	私語
muscle	肌肉
muscular	肌肉發達
muse	沉思
muses	繆斯
museum	博物館
mush	NO TRANSLATION
mushroom	蘑菇
mushy	糊狀的
music	音樂
musical	音樂
musician	音樂家
musing	沉思
musk	麝
musket	滑膛槍
musketeer	火槍手
muskrat	麝鼠
muslin	紗
muss	NO TRANSLATION
must	必須
mustang	野馬
mustard	芥末
muster	鼓起
musty	發霉的
mutable	易變的
mutant	突變體
mutate	變異
mutation	突變
mute	靜音
muted	靜音
mutilate	毀傷
mutilated	肢解
mutilation	斷肢
mutiny	兵變
mutt	傻子
mutter	NO TRANSLATION
mutton	羊肉
mutual	相互
mutually	相互
muzzle	槍口
myfavorite	我的最愛
myopia	近視
myopic	近視的
myriad	無數的
mysterious	神秘
mystery	神秘
mystic	神秘
mystical	神秘
mysticism	神秘主義
mystified	迷惑
mystique	神秘
myth	神話
mythic	神話
mythical	神話
mythological	神話
mythology	神話
nab	捉拿
nacho	納喬
nada	NO TRANSLATION
nadir	最低點
nag	NO TRANSLATION
nail	釘
nail gun	釘槍
naive	幼稚
naked	裸
nakedness	裸
namaste	NO TRANSLATION
name	名稱
named	命名
nameless	無名
namesake	同名
naming	命名
nana	娜娜
nanny	保姆
nanometer	納米
nap	小憩
napalm	凝固汽油
nape	頸背
napkin	餐巾
napping	午睡
nappy	尿布
narcissism	自戀狂
narcissist	自戀者
narcissistic	自戀
narcotic	麻醉劑
narrate	敘事
narration	記敘文
narrative	敘述
narrator	敘述者
narrow	狹窄
narrowing	變窄
nasal	鼻音
nascent	初期的
nasty	討厭
natal	產後
nation	國家
national	國民
nationality	國籍
nationwide	全國
native	本地人
nativity	耶穌誕生
natural	自然
natural gas	天然氣
naturalist	博物
naturalization	歸化
naturalized	歸
naturally	自然
nature	性質
naught	零
naughty	淘氣
nausea	噁心
nauseate	作嘔
nauseating	作嘔的
nauseous	噁心
nautical	海
nautilus	鸚鵡螺
naval	海
nave	轂
navel	臍
navigable	通航
navigate	導航
navigation	導航
navigational	航
navigator	航海家
navy	海軍
nay	NO TRANSLATION
nearsighted	近視的
neat	整齊
neatly	整潔
nebula	星雲
nebulae	星雲
nebulous	星雲
necessarily	一定
necessary	必要
necessitate	必要
necessities	必需品
necessity	必要性
neck	頸部
necklace	項鍊
necktie	領帶
necromancer	方士
necrosis	壞疽
nectar	花蜜
need	需要
needalife	NO TRANSLATION
needed	需要
needful	要緊
needit	NO TRANSLATION
needle	針
needlepoint	絨繡
needles	針
needless	不必要
needtoknow	需要知道
needtorelax	NO TRANSLATION
needy	貧窮
nefarious	邪惡
negation	否定
negative	負
negativity	消極
neglect	忽略
neglected	被忽視的
neglecting	何罪？
negligee	便服
negligence	疏忽
negligent	懈
negligently	NO TRANSLATION
negligible	微不足道
negotiable	面議
negotiate	談判
negotiation	談判
negotiator	談判代表
negro	黑人
neigh	嘶
neighbor	鄰居
neighborhood	鄰里
neighboring	鄰接
nemesis	復仇者
neon	氖
neonatal	新生兒
neophyte	新手
neoprene	氯丁橡膠
nephew	外甥
nepotism	裙帶關係
nerd	書呆子
nerdy	書呆子
nerve	神經
nerves	神經
nervous	緊張
nervousness	神經緊張
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	內斯
nest	巢
nestle	貼近
nestling	雛鳥
net	淨
nether	幽冥
netting	網
nettle	蕁麻
network	網絡
networking	聯網
neural	神經
neuralgia	神經痛
neurological	神經
neurologist	神經學家
neurology	神經內科
neurosis	神經官能症
neurosurgeon	神經外科醫生
neurosurgery	神經外科
neurotic	神經質
neuter	中性
neutral	中性
neutrality	中立
neutralize	抵消
neutron	中子
new	新
new age	新時代
newbeginnings	NO TRANSLATION
newborn	新生
newcomer	新人
newday	新的一天
newfound	新發現
newjob	NO TRANSLATION
newlife	新生活
newly	新
newlywed	新人
newme	newme
newness	新奇
news	新聞
newscast	新聞廣播
newscaster	新聞主播
newsflash	新聞快報
newsletter	通訊
newsman	新聞記者
newspaper	報紙
newspaperman	新聞記者
newsreel	新聞片
newsroom	編輯部
newsstand	報攤
newstart	新的開始
newt	蠑螈
newyear	新年
nexus	關係
nib	筆尖
nibble	蠶食
nice	不錯
niche	壁龕
nichts	NO TRANSLATION
nick	缺口
nickel	鎳
nickname	暱稱
nicotine	尼古丁
niece	侄女
nifty	俏皮的
nigger	黑鬼
nigh	近於
night	晚
nightcap	睡前
nightclub	夜店
nightfall	黃昏
nightgown	睡衣
nightie	睡衣
nightingale	夜鶯
nightlife	夜生活
nightly	每夜
nightmare	惡夢
nightmares	噩夢
nightstand	床頭櫃上
nightstick	警棍
nighttime	夜間
nihilism	虛無主義
nil	零
nimble	敏捷
nimrod	獵迷
nincompoop	笨人
nine	九
nineteen	十九
ninety	九十
ninja	忍者
ninny	傻子
nintendo	任天堂
ninth	第九
nip	掐
nipper	鑷子
nipple	乳頭
nippy	刺骨的
nitrate	硝酸鹽
nitro	硝基
nitrogen	氮
nitrous	亞硝酸
nitwit	傻子
nix	尼克斯
no anticipation	沒有期待
no disgust	沒有厭惡
no emotion	沒有情感
no sentiment	沒有情緒
no surprise	沒有驚喜
no trust	不可信
nobility	貴族
noble	高貴
nobleman	貴族
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	夜
nod	點頭
nodding	點頭
node	節點
nodular	結節
nodule	結核
noggin	腦袋，
nohope	NO TRANSLATION
noir	黑色
noise	噪聲
noisy	嘈雜
nomad	游牧
nomadic	游牧
nomenclature	命名法
nominal	公稱
nominate	提名
nomination	提名
nominee	被提名人
nonce	現時
nonchalant	滿不在乎
noncompliance	違規
nondescript	不倫不類
nonexistent	不存在的
nonfat	脫脂
nonfiction	紀實
nonpayment	未付款
nonresident	非居民
nonsense	廢話
nonsensical	無厘頭
nonviolent	非暴力
noob	菜鳥
noodle	麵條
nook	角落
noon	中午
noose	套索
nopoint	沒有意義
noregrets	NO TRANSLATION
norm	規範
normal	正常
normalcy	正常
normality	常態
north	北
northbound	路北
northeast	東北
northern	北方
northwest	西北
northwestern	西北方
noschool	NO TRANSLATION
nose	鼻子
nosebleed	鼻血
nosey	八卦
nosnow	nosnow
nostalgia	懷舊之情
nostalgic	懷舊的
nostress	NO TRANSLATION
nostril	鼻孔
nosun	NO TRANSLATION
nosy	八卦
not negative	不是消極的
not positive	不積極
notable	顯著
notables	名人
notably	特別是
notamorningperson	NO TRANSLATION
notary	公證
notation	符號
notch	缺口
notched	缺口
note	注意
notebook	筆記本
noted	注意
noteworthy	值得一提的
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	虛無
notice	注意
noticeable	顯
notification	通知
notify	通知
notion	概念
notional	概念上的
notoriety	臭名
notorious	臭名昭著
notready	沒有準備好
notwithstanding	雖然
nought	零
noun	名詞
nourish	滋養
nourishment	營養
nouveau	NO TRANSLATION
novel	小說
novelist	小說家
novelty	新奇
novice	初學者
nowadays	如今
nowork	nowork
noworries	別擔心
noxious	毒
nozzle	噴嘴
nuance	細微差別
nuances	細微之處
nuclear	核
nucleus	核
nude	裸體
nudge	微調
nudie	NUDIE
nudist	裸體主義者
nudity	裸露
nugget	金塊
nuisance	滋擾
nuke	核彈
nul	NO TRANSLATION
null	空值
nullify	廢止
numb	麻木
number	數
numbering	編號
numbers	數字
numbness	麻木
numbskull	numbskull
numeral	數字
numerator	分子
numerical	數字的
numerically	數字
numerous	眾多
nun	NO TRANSLATION
nunchucks	雙截棍
nunnery	尼姑庵
nuptials	婚禮
nurse	護士
nursemaid	保姆
nursery	苗圃
nursing	看護
nurture	培育
nut	堅果
nutcase	瘋子
nutcracker	胡桃夾子
nuthouse	nuthouse
nutmeg	肉荳蔻
nutrition	營養
nutritional	營養
nutritious	有營養
nutritive	營養
nuts	堅果
nutshell	簡而言之
nutty	瘋狂的
nylon	尼龍
nylong	NO TRANSLATION
nylons	尼龍襪
nymph	女神
nymphomaniac	慕男狂者
oaf	換孩
oak	橡木
oar	槳
oasis	綠洲
oat	燕麥
oath	誓言
oatmeal	麥片
obedience	服從
obedient	聽話
obediently	乖乖
obelisk	方尖碑
obese	肥胖
obesity	肥胖
obey	遵守
obi	OBI
obit	訃告
obituary	訃告
object	目的
objection	異議
objectionable	令人反感
objective	目的
objectivity	客觀性
obligation	義務
obligatory	必修
oblige	責成
obliged	有義務的
obliging	隨和
obligor	債務人
oblique	斜
obliterate	泯
obliterated	湮沒
obliteration	塗去
oblivion	遺忘
oblivious	渾然不覺
oblong	橢圓形
obnoxious	厭惡
oboe	雙簧管
obscene	猥褻
obscenity	意淫
obscure	朦朧
obscured	模糊
obscurity	朦朧
observance	儀式
observant	細心的
observation	意見
observatory	天文台
observe	守
observer	觀察者
observing	觀察
obsess	纏住
obsessed	痴迷
obsessing	沉迷
obsession	困擾
obsessive	強迫症
obsolescence	報廢
obsolete	過時的
obstacle	障礙
obstetrician	產科醫生
obstetrics	產科
obstinate	頑固
obstruct	阻礙
obstruction	梗阻
obstructive	阻礙
obtain	獲得
obtainable	獲得
obtuse	鈍
obverse	反面
obvious	明顯
ocarina	奧卡利那笛
occasion	場合
occasional	偶然
occasionally	偶爾
occipital	枕骨
occlusion	閉塞
