Word	sk
intrude	obťažovať
intruder	votrelec
intrusion	prenikanie
intrusive	dotieravý
intubation	intubácia
intuition	intuícia
intuitive	intuitívne
intuitively	intuitívne
inundation	zaplavenie
invade	prepadnúť
invader	votrelec
invalid	neplatný
invalidate	zrušiť
invalidation	zbavenie platnosti
invalidity	invalidity
invaluable	neoceniteľný
invariably	stále
invasion	invázie
invasive	invázne
invent	vynájsť
invention	vynález
inventive	vynaliezavý
inventor	vynálezca
inventory	inventár
inverse	obrátený
inversely	inverzne
inversion	inverzie
invert	invertný
inverted	prevrátený
invest	investovať
investigate	vyšetrovať
investigation	vyšetrovanie
investigative	vyšetrujúci
investigator	vyšetrovateľ
investment	investície
investor	investor
invidious	nevďačný
invigorate	osviežiť
invincible	neporaziteľný
invisibility	neviditeľnosť
invisible	neviditeľný
invitation	pozvánka
invite	vyzvať
inviting	lákavý
invocation	invokácie
invoice	faktúra
invoke	vzývať
involuntary	nedobrovoľný
involution	zapletenie
involve	zahrnúť
involvement	angažovanosť
invulnerable	nezraniteľný
inwards	dovnútra
iodine	jód
ion	ion
iota	jota
irate	nahnevaný
ire	NO TRANSLATION
iridescent	hrajúce dúhovými farbami
iris	kosatec
irked	hnevalo
irks	irks
iron	železo
ironclad	obrnený
ironic	ironický
irons	železa
irony	irónie
irradiation	ožiarenia
irrational	iracionálne
irrationality	nerozumnosť
irreconcilable	nezlučiteľné
irreducible	nesnížitelný
irrefutable	nevyvrátiteľný
irregular	nepravidelný
irregularity	nepravidelnosť
irregularly	nepravidelne
irrelevant	irelevantné
irreparable	nenapraviteľný
irreplaceable	nenahraditeľný
irrepressible	nepotlačiteľný
irresistible	neodolateľný
irrespective	a to bez ohľadu
irresponsible	nezodpovedný
irreverent	neúctivý
irreversible	nezvratný
irrevocable	neodvolateľný
irrigate	zavlažiť
irrigation	irigácia
irritability	popudlivosť
irritable	dráždivý
irritate	dráždiť
irritated	podráždený
irritates	dráždi
irritating	znervózňujúce
irritation	podráždenie
island	ostrov
isle	ostrovček
islet	ostrovček
isolate	izolovať
isolated	izolovaný
isolation	izolácia
isomorphism	izomorfizmus
isothermal	izotermická
isotope	izotop
issue	problém
itch	svrbenie
itching	svrbenie
itchy	svrbivý
item	položka
itemize	rozvrhnúť
items	položky
iterate	ITERATE
iteration	opakovanie
iterative	opakovacie
itinerant	potulný
itinerary	itinerár
ivory	slonová kosť
jab	bodnutie
jabber	brebentit
jack	zdvihák
jackal	šakal
jackass	blbec
jacket	bunda
jackhammer	zbíjačka
jackpot	jackpot
jackrabbit	zajac
jacks	zdviháky
jade	nefrit
jaded	unavený
jag	NO TRANSLATION
jagged	rozoklaný
jaguar	jaguár
jail	väzenia
jailbird	kriminálnik
jailbreak	útek z väzenia
jailer	žalárnik
jailhouse	väznice
jalopy	kraksna
jam	džem
jamboree	veselice
jammed	uviazol
jammer	jammer
janitor	školník
janitorial	údržbársky
japan	Japonsko
jar	poháre
jargon	žargón
jarhead	Jarhead
jarring	řvavý
jasmine	jazmín
jasper	jaspis
jaundice	žltačka
jaunt	výlet
java	Jáva
javelin	oštep
jaw	čeľusť
jawbone	čeľusť
jaws	čeľuste
jay	sojka
jazz	jazz
jazzy	džezový
jealous	žiarlivý
jealousy	žiarlivosť
jean	Jean
jeans	džínsy
jeep	džíp
jeering	posmešný
jelly	želé
jellybean	Jellybean
jellyfish	medúza
jenny	Janička
jeopardize	ohroziť
jeopardy	ohrozenie
jerk	trhnutie
jerks	trhne
jerky	trhavé
jersey	trikot
jest	NO TRANSLATION
jester	šašo
jesus	Ježiš
jet	tryska
jetty	mólo
jewel	klenot
jeweler	klenotník
jewelry	šperky
jib	kosatka
jiff	NO TRANSLATION
jiffy	okamih
jig	prípravok
jiggle	pohupovať
jigsaw	vykružovačka
jihad	džihád
jimmy	pakľúče
jingle	cinkot
jinx	uhranúť
jitters	nervozita
jittery	nervózny
jive	tanec
job	zamestnania
jobinterview	NO TRANSLATION
jock	atlét
jockey	džokej
jockstrap	suspenzor
jog	behať
jogger	kto behá pre zdravie
john	john
join	pripojiť
joined	pripojila
joining	spájanie
joint	kĺb
jointly	spoločne
joke	vtip
joker	žolík
joking	žartovanie
jolly	rozjarený
jolt	trhnutie
jornada	NO TRANSLATION
jot	drobek
jour	NO TRANSLATION
journal	časopis
journalism	žurnalistika
journalist	novinár
journalistic	žurnalistický
journey	cesta
journeyman	nádenník
joust	zápolení
jovial	žoviálny
joy	potešenie
joyful	rozradostněný
joyous	radostný
joyride	joyride
joys	radosti
jubilant	jasavý
jubilee	jubileum
judge	sudca
judged	ohodnotil
judging	súdiac
judgment	súd
judgmental	odsudzujúci
judicial	súdne
judiciary	súdnictvo
judicious	súdny
judo	Džudo
jug	džbán
juggle	žonglovať
juggler	žonglér
juggling	žonglovanie
jugular	krčnej
juice	šťava
juicer	odšťavovač
juicy	šťavnatý
juju	NO TRANSLATION
juke	Juke
jukebox	hudobný automat
jumble	míchanice
jumbled	miešaný
jumbo	obrovský
jump	preskočiť
jump rope	švihadlo
jumper	skokan
jumpsuit	kombinéza
jumpy	nervózny
junction	križovatka
juncture	kĺb
jungle	džungle
junior	junior
juniper	jalovec
junk	haraburdu
junket	hostina
junkie	feťák
junky	feťák
junkyard	smetisko
junta	junta
juridical	súdne
jurisdiction	jurisdikcie
jurisprudence	súdnictvo
jurist	právnik
juror	porotca
jury	jury
justice	spravodlivosť
justifiable	ospravedlniteľný
justification	ospravedlnenie
justify	ospravedlniť
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	juta
juvenile	mladistvý
juxtaposition	juxtapozice
kaiser	kaiser
kale	kale
kaleidoscope	kaleidoskop
kamikaze	kamikaze
kangaroo	klokan
kanji	kanji
kappa	kappa
kaput	NO TRANSLATION
karaoke	karaoke
karate	karate
karma	karma
karmic	karmický
kayak	kajak
kazoo	kazoo
kebab	kebab
keel	kýl
keen	bystrý
keep	zachovať
keeper	brankár
keeping	vedenie
keepsake	pamiatka
keg	súdok
kelp	kelp
ken	dosah poznanie
kennel	psia búda
kerchief	šatka
kern	írsky vojak
kernel	jadro
kerosene	petrolej
ketchup	kečup
kettle	kanvice
key	kľúč
keyboard	klávesnica
keyed	rozrušený
keyhole	kľúčová dierka
keynote	základný tón
keypad	klávesnica
keystone	lichobežníkového skreslenia
keyword	kľúčových slov
khaki	hnedožltý
khan	orientálne hostinec
kibble	granúl
kick	kop
kickboxing	kickboxing
kicker	hráč kopané
kicking	kopanie
kickoff	výkop
kid	dieťa
kidder	Kidder
kidding	srandu
kiddo	chlapček
kiddos	kiddos
kidnap	uniesť
kidnapped	uniesol
kidnapper	únosca
kidnapping	únos
kidney	oblička
kids	deti
kill	zabiť
killer	zabijak
killing	zabitie
killjoy	suchár
kiln	pec
kilo	NO TRANSLATION
kilogram	kilogram
kilometer	kilometer
kilt	kilt
kimono	kimono
kin	príbuzní
kind	druh
kindergarten	MATERSKÁ ŠKOLA
kindling	zakurovanie
kindness	láskavosť
kindred	príbuzenstva
kinematics	kinematika
kinesiology	kineziológia
kinetic	kinetický
king	kráľ
king snake	kráľ had
kingdom	kráľovstvo
kingpin	Kingpin
kink	výstrednosť
kinky	excentrický
kinship	príbuzenstva
kiosk	kiosk
kirk	kostol
kiss	bozk
kisser	kto bozkáva
kissy	Kissy
kit	súprava
kitchen	kuchyňa
kite	papierový drak
kitten	mačiatko
kiwi	kiwi
klutz	nemotorne
knack	zručnosť
knapsack	batoh
knead	hniesť
knee	koleno
kneecap	jabĺčka
kneel	kľačať
kneeling	kľačiaci
knell	umieráčik
knick	Knick
knickers	nohavičky
knife	nôž
knight	rytier
knighthood	rytiersky stav
knit	pliesť
knob	gombík
knock	zaklopať
knockoff	knockoff
knockout	Knock Out
knoll	návršie
knot	uzol
knots	uzlov
knotted	viazané
know	vedieť
knowing	vedomím
knowingly	vedome
knowledge	vedomosti
knowledgeable	informovaný
knuckle	koleno
knucklehead	hlupák
knuckles	kĺby
koala	koala
kook	NO TRANSLATION
kooky	výstredný
kool-aid	Kool-aid
kos	kos
kosher	kóšer
kraut	NO TRANSLATION
kris	kris
kryptonite	kryptonit
kudos	sláva
kumquat	kumquat
lab	laboratórium
label	štítok
labor	práce
laboratory	laboratórium
labored	ťažký
laborer	robotník
laboring	prácny
laborious	prácny
labyrinth	labyrint
lac	mlieko
lace	čipka
laceration	rezná rana
lack	nedostatok
lackey	lokaj
lacking	chýba
lackluster	matný
lacquer	lak
lacrosse	loptová hra
lactose	laktóza
lad	chlapec
ladder	rebrík
laddie	hoch
laden	naložený
lading	naloženie
ladle	naberačka
lady	dáma
lady bug	NO TRANSLATION
ladybug	Lienka
ladylike	chovajúci sa ako dáma
ladyship	grófka
lag	oneskorenie
lager	NO TRANSLATION
lagging	zaostávajúce
lagoon	lagúna
lair	dúpä
laity	stav svetský
lake	jazero
lama	NO TRANSLATION
lamb	jahňacie
lame	Chromý
lament	nárek
lamenting	nariekať
lamina	plátok
laminated	laminovaný
lamp	lampa
lamppost	kandelábroch
lance	oštep
lancer	kopijník
land	pôda
landed	pristálo
landfall	landfall
landfill	skládky
landing	pristávacia
landlady	hostinská
landlocked	vnútrozemský
landlord	Hostinský
landmark	medzník
lands	pozemky
landscape	krajina
landscaping	terénne
landslide	zosuv pôdy
lane	pruh
language	Jazyk
languid	malátny
languish	zamdlieva
languishing	umdlévající
lanky	vytáhl
lantern	lucerna
lap	klin
lapdog	psíček
lapel	klopa
lapse	chyba
lapsed	odpadlý
laptop	laptop
larceny	krádež
lard	masť
larder	špajza
large	veľký
larger	väčšia
largo	NO TRANSLATION
lark	škovránok
larva	larva
laryngitis	zápal hrtana
larynx	hrtan
lasagna	lasagne
laser	laser
lash	bičovať
lass	dievča
lasso	laso
lastday	NO TRANSLATION
lasting	trvalý
lastminute	na poslednú chvíľu
latch	závora
late	neskoro
lateness	oneskorenia
latent	latentný
lateral	postranné
laterally	bočne
latex	latex
lathe	sústruh
lather	pena
latitude	zemepisná šírka
latrine	latrína
latrines	latríny
latte	laté
lattice	mreží
laud	vychvaľovať
laudable	chvályhodný
laudation	velebenie
laudatory	chvalořečný
laugh	smiech
laughable	smiešny
laughing	smiech
laughingstock	NO TRANSLATION
laughs	smiech
laughter	smiech
launch	odpálenie
launcher	spúšťač
launches	štarty
launder	prať
laundering	špinavých peňazí
laundry	bielizeň
laureate	laureát
laurel	vavrín
laurels	vavríny
lava	láva
lavage	výplach
lavatory	toaleta
lavender	levanduľa
lavish	Štedrý
law	zákon
lawful	legálne
lawless	nezákonný
lawlessness	bezprávia
lawman	právnik
lawn	trávnik
lawnmower	kosačka na trávu
lawsuit	súdny proces
lawyer	právnik
lax	laxný
laxative	preháňadlo
lay	položiť
layaway	Layaway
layer	vrstva
layered	vrstvené
layman	laik
layout	dispozície
layover	medzipristátia
laziness	lenivosť
lazy	lenivý
lazyday	NO TRANSLATION
lea	palouk
lead	olovo
leaded	olovnatý
leader	vodca
leadership	vodcovstva
leading	vedúci
leads	vodiče
leaf	krídlo
leaflet	leták
leafy	listnatý
league	liga
leak	únik
leakage	unikaniu
leaky	deravý
lean	chudý
leaned	naklonil
leaning	sklon
leap	skok
learn	učiť sa
learned	učený
learner	študent
learning	štúdium
lease	prenájom
leash	remienok
leather	koža
leathery	kožné
leave	zanechať
leavemealone	leavemealone
leaving	opúšťať
lecherous	chlipný
lecture	prednáška
lecturer	prednášajúci
ledge	rímsa
ledger	Hlavná kniha
lee	závetrie
leech	pijavice
leeches	pijavice
leer	NO TRANSLATION
leery	ľstivý
lees	NO TRANSLATION
leeway	voľnosť
left	ľavý
leftout	NO TRANSLATION
leftover	zvyšok
leftovers	zvyšky
lefty	ľavičiar
leg	noha
legacy	dedičstvo
legal	právnej
legality	legálnosť
legalize	legalizovať
legalized	legalizovaný
legally	právne
legend	legenda
legendary	legendárny
legibility	čitateľnosť
legible	čitateľný
legion	légie
legislate	vydávať zákony
legislation	legislatíva
legislative	zákonodarný
legislator	zákonodarca
legislature	zákonodarný zbor
legit	utiecť
legitimacy	legitímnosť
legitimate	legitímne
lego	lego
legs	nohy
legume	struk
legwork	terénny výskum
leisure	voľný čas
leisurely	neuspěchaný
lemma	lemma
lemon	citrón
lemonade	limonáda
lend	požičať
lender	požičiavateľ
lending	požičiavanie
length	dĺžka
lengthen	predĺžiť
lengthened	predĺžená
lengthening	predlžovanie
lengthwise	pozdĺžne
lengthy	zdĺhavý
leniency	zhovievavosť
lenient	zhovievavý
lens	šošovka
leopard	leopard
leotard	trikot
leper	malomocný
leprechaun	škriatok
leprosy	malomocenstvo
lesbian	lesbička
lesbianism	lesbismus
lesion	lézie
less	menej
lessee	nájomca
lessen	znížiť
lessening	zmenšovanie
lesser	menšie
lesson	lekcie
lessor	prenajímateľ
let	nechať
lethal	smrteľný
lethargic	letargický
lethargy	letargia
letter	písmeno
lettered	sčítaný
letterhead	záhlavie
lettering	nápis
letters	literatúra
lettuce	šalát
leukemia	leukémie
levee	ranné audience
level	hladina
lever	páka
leverage	vplyv
levitate	levitovať
levy	daň
lewd	oplzlý
lexicon	lexikón
ley	NO TRANSLATION
liabilities	pasíva
liability	zodpovednosť
liable	zodpovedný
liaison	spojenia
liar	klamár
libel	nactiutrhanie
libelous	hanlivý
liberal	liberálne
liberalism	liberalizmus
liberate	oslobodiť
liberated	oslobodený
liberating	oslobodzujúce
liberation	oslobodenie
liberty	sloboda
libido	libido
librarian	knihovník
library	knižnica
libretto	libreto
lice	vši
license	licencie
lichen	lišajník
lick	olizovať
licorice	sladkého drievka
lid	viečko
lie	lož
liege	vazal
lien	lien
lieu	Lieu
lieutenant	poručík
life	život
lifeblood	miazgou
lifeboat	záchranný čln
lifeguard	PLAVČÍK
lifeisgood	život je dobrý
lifeless	neživý
lifelike	živý
lifeline	záchranné lano
lifelong	celoživotné
lifer	odsúdenec na doživotie
lifesaver	záchranca života
lifestyle	životný štýl
lifesucks	život je nanič
lifetime	život
lift	výťah
lifted	zdvihnúť
liftoff	Liftoff
ligament	väz
ligation	podviazanie
ligature	ligatúra
light	svetlo
light year	svetelný rok
lightbulb	žiarovka
lighten	uľahčiť
lightheaded	točenie
lighthouse	maják
lighting	osvetlenie
lightness	ľahkosť
lightning	blesk
lights	svetla
lightweight	ľahká váha
likable	sympatický
like	Páči sa mi to
likelihood	pravdepodobnosť
likely	pravdepodobný
likeness	podoba
likewise	takisto
liking	záľuba
lilac	orgován
lily	ľalia
limb	končatina
limber	ohybný
limbo	předpeklí
lime	vápno
limelight	svetlo rampy
limestone	vápenec
limey	Angláni
limit	limit
limitation	obmedzenia
limited	obmedzený
limitless	bez limitu
limo	limo
limousine	limuzína
limp	krívanie
lin	lin
line	riadok
lineage	rodokmeň
lineal	dedičný
linear	lineárne
linebacker	Linebacker
lined	linajkový
linen	bielizeň
liner	parník
lines	čiary
lineup	zoradiť sa
linger	prodleva
lingerie	spodná bielizeň
lingering	doznievajúcej
lingo	žargón
lingual	lingválnu
linguini	linguini
linguist	lingvista
linguistic	lingvistický
linguistics	lingvistika
lining	podšívka
link	odkaz
linoleum	linoleum
lint	cupanina
lion	lev
lip	peru
liposuction	liposukcia
lipstick	rúž
liquefaction	skvapalnenie
liquefied	skvapalnený
liqueur	likér
liquid	kvapalina
liquidate	likvidovať
liquidation	likvidácia
liquidator	likvidátor
liquidity	likvidita
liquor	alkohol
lira	NO TRANSLATION
lisp	šišlavost
list	zoznam
listen	počúvať
listener	poslucháč
listenting	NO TRANSLATION
listing	výpis
listless	apatický
listneing	NO TRANSLATION
litany	litánie
liter	liter
literacy	gramotnosť
literal	doslovný
literally	doslovne
literary	literárne
literature	literatúra
lithe	pružný
lithium	lítium
lithograph	litografie
lithography	litografie
lithology	litologie
lithosphere	lithosphere
litigant	vedúci spor
litigate	viesť spor
litigation	spor
litigator	advokát
litigious	sporný
litter	smeti
little	málo
littlethings	malé veci
littoral	pobrežné
liturgy	liturgia
live	žiť
livelife	ži život
livelihood	živobytie
lively	temperamentný
liven	oživiť
liver	pečeň
livery	livrej
livestock	hospodárske zvieratá
livid	rozčúlený
living	žijúci
lizard	jašterica
llama	lama
lml	LML
load	zaťaženie
loader	loader
loaf	bochník
loafer	povaľač
loam	hlina
loan	pôžička
loath	neochotný
loathe	ošklivit si
loathful	odporný
loathing	averzia
loathsome	odporný
lobby	lobby
lobbyist	lobista
lobe	lalok
lobotomy	lobotomie
lobster	homár
local	miestna
locale	locale
locality	lokalita
localization	lokalizácia
localize	lokalizovať
localized	lokalizované
locate	lokalizovať
location	umiestnenia
locator	vyhľadávač
loch	jazero
lock	zamknúť
locker	skrinku
locket	medailónik
locksmith	zámočník
lockup	zamknúť
loco	bláznivý
locomotion	pohyb
locomotive	lokomotíva
locust	kobylka
lode	NO TRANSLATION
lodge	lóže
lodger	podnájomník
lodging	nocľah
loft	podkrovie
lofty	vznešený
log	záznam
logarithm	logaritmus
logarithmic	logaritmické
logic	logika
logical	logický
logistics	logistika
logo	logo
logotype	logotyp
loin	NO TRANSLATION
lollipop	lízanka
lone	osamelý
loneliness	osamelosť
lonely	osamelý
loner	samotár
lonesome	osamelý
long	dlho
longboat	Longboat
longevity	dlhovekosť
longing	túžobný
longitude	zemepisná dĺžka
longitudinal	pozdĺžny
longitudinally	pozdĺžne
longtime	dlho
loo	toaleta
look	vyzerať
looker	kývajúce sa
lookout	dávaj pozor
loom	tkáčsky stav
looming	hroziacej
loon	cvok
loony	praštěná
loop	slučka
loophole	strieľňa
loopy	kličkující
loose	voľný
loosen	uvoľniť
loosening	uvoľnenie
loot	korisť
lop	prerezať
lopsided	nesúmerný
lord	lord
lords	páni
lordship	lordstvo
lore	ľudová tradícia
lorry	nákladné auto
lose	stratiť
loser	stroskotanec
losing	stráca
loss	strata
lost	stratený
lot	veľa
lotion	vodička
lots	kopa
lottery	lotérie
lotto	lotérie
lotus	lotus
loud	hlasný
loudly	hlasno
loudmouth	krikľúň
loudness	hlasitosť
loudspeaker	reproduktor
lounge	hala
lounging	leňošenie
louse	voš
lousy	mizerný
lovable	roztomilý
love	milovať
loved	Miloval
lovee	Love
loveee	LOVEEE
loveless	bez lásky
lovelife	NO TRANSLATION
loveliness	roztomilosť
lovelovelove	NO TRANSLATION
lovely	pôvabný
lovemaking	milovanie
lovemylife	NO TRANSLATION
lover	milovník
lovesick	roztúžené
lovethis	milujem to
loving	milujúca
lovinglife	milovať život
lovinlife	lovinlife
low	nízky
lowdown	Lowdown
lower	dolná
lowering	znižujúce
lowest	najnižšiu
lowlands	nížiny
lowlife	lowlife
lowly	pokorný
lox	lox
loyal	lojálni
loyalty	vernosť
lsd	LSD
luau	luau
lube	lube
lubricant	mazadlo
lubricate	mazať
lubrication	mazanie
lucid	priezračný
luck	šťastie
luckiest	najšťastnejší
lucky	šťastný
luckygirl	šťastné dievča
lucrative	lukratívne
ludicrous	smiešny
lug	uško
luggage	batožinu
lukewarm	vlažný
lull	prestávka
lullaby	uspávanka
lumbar	bedrový
lumber	rachotať
lumbering	hlučný
lumberjack	drevorubač
luminescent	svetielkujúce
luminous	svietivý
lump	hruda
lumpy	hrudkovitý
lunacy	šialenstvo
lunar	lunárny
lunatic	blázon
lunch	obed
lunchbox	Obedár
luncheon	obed
lunchtime	obed
lung	pľúca
lunge	výpad
lungs	pľúca
lurch	škubnutí
lure	návnada
lurid	děsný
lurk	číhať
lurking	číhajú
luscious	lahodný
lush	bujný
lust	chtíč
luster	lesk
lustful	Vilna
lustrous	trblietavý
lusty	poriadny
lute	lutna
luxuriant	bujný
luxurious	luxusným
luxury	luxus
lycra	lycra
lye	lúh
lying	ležiace
lymph	lymfa
lymphatic	lymfatický
lymphoma	lymfóm
lynch	lynčovať
lynching	lynčovaniu
lynx	rys
lyre	lýra
lyric	lyrický
lyrical	lyrický
lyrics	text
macadamia	macadamia
macarena	Macarena
macaroni	makarónmi
mace	muškátový kvet
mach	mach
machete	mačeta
machine	stroj
machinery	stroje
machinist	strojník
macho	macho
mackerel	makrela
macro	makro
mad	šialený
madam	pani
madame	madame
madden	rozčúliť
madder	šialenejšie
mademoiselle	NO TRANSLATION
mademyday	zlepšilo mi to deň
madhouse	blázinec
madman	šialenec
madness	šialenstvo
maestro	maestro
mafia	mafie
magazine	časopis
mage	kúzelník
magenta	magenta
maggot	červ
magic	kúzlo
magical	kúzelný
magician	kúzelník
magistrate	zmierovací sudca
magma	magma
magna	magna
magnate	magnát
magnesium	magnézium
magnet	magnet
magnetic	magnetický
magnetism	magnetizmus
magnetite	magnetit
magnification	zväčšenie
magnificence	veľkoleposť
magnificent	veľkolepý
magnifier	zväčšovacie sklo
magnify	zväčšiť
magnifying	zväčšovacie
magnitude	rozsah
magnolia	magnólie
magpie	straka
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	mahagón
maid	chyžná
maiden	dievčenské
mail	pošta
mailbox	poštová schránka
mailing	poštové
mailman	poštár
maim	NO TRANSLATION
main	Hlavná
mainframe	hlavný rám
mainland	pevnina
mainstay	pilierom
mainstream	mainstream
maintain	udržiavať
maintenance	údržba
majestic	majestátne
majesty	majestát
major	major
majority	väčšina
make	urobiť
makeover	človeka
maker	výrobca
makeshift	provizórne
makesmehappy	NO TRANSLATION
makesmemad	makesmemad
makeup	makeup
makingdisciples	NO TRANSLATION
malady	choroba
malaise	nevoľnosť
malaria	malárie
malarkey	Malarkey
male	Muž
malevolent	zlovoľné
malfeasance	zneužitie
malformation	malformácie
malfunction	porucha
malice	NO TRANSLATION
malicious	zlomyseľný
malign	zhubný
malignancy	zlomyseľnosť
malignant	zhubný
maligned	ohováral
mall	nákupné centrum
malleable	kujný
mallet	udrieť palicou
malnutrition	podvýživa
malpractice	nesprávna liečba
malt	slad
mama	mamička
mambo	mambo
mamma	NO TRANSLATION
mammal	cicavec
mammoth	mamut
mammy	NO TRANSLATION
man	muž
manage	spravovať
manageable	ovládateľný
management	management
manager	manažér
managerial	manažérsky
mandamus	mandamus
mandarin	mandarínka
mandate	mandát
mandatory	povinná
mandible	čeľusť
mandolin	mandolína
mandrel	tŕň
mane	NO TRANSLATION
maneuver	manéver
maneuvering	manévrovanie
mange	NO TRANSLATION
manger	žľab
mangle	NO TRANSLATION
mango	mango
mangosteen	Mangosteen
mangy	prašivý
manhole	prielez
manhood	mužstvo
manhunt	stíhanie
mania	mánia
maniac	maniak
maniacal	manické
manic	šialený
manicure	manikúra
manicurist	manikérka
manifest	manifest
manifestation	manifestácie
manifested	prejavujú
manifestly	zjavne
manifesto	manifest
manifold	rozdeľovač
manipulate	manipulovať
manipulation	manipulácia
manipulative	manipulatívne
mankind	ľudstvo
manly	mužný
manna	mana
manned	posádkou
mannequin	manekýn
manner	spôsob
mannered	spôsobne
manners	mravy
manor	panstva
manpower	pracovná sila
mansion	panské sídlo
mansions	sídla
manslaughter	zabitie
mantel	výklenok krbu
mantis	modlivka
mantle	skryť
mantra	mantra
manual	Manuálny
manufacture	výroba
manufacturer	výrobca
manufacturing	výrobné
manure	hnoj
manuscript	rukopis
map	mapa
maple	javor
mar	mar
marathon	maratón
marble	mramor
marbled	mramorovaný
marbles	guličky
march	pochod
mare	NO TRANSLATION
margarine	margarín
margarita	margarita
margin	okraj
marginal	okrajový
mariachi	Mariachi
marijuana	marihuana
marinara	pokrm
marine	morský
mariner	námorník
marital	manželský
maritime	námornej
mark	značka
marked	výrazný
marker	fix
market	trhové
marketable	predajný
marketing	marketing
marketplace	trhovisko
marks	známky
marksman	strelec
marksmanship	Strelectvo
marl	slieň
marmalade	marmeláda
maroon	gaštanové
marooned	opustený
marquee	markíza
marquis	markíz
marred	skazený
marriage	manželstvo
married	ženatý
marrow	dreň
marry	oženiť
marsh	močiar
marshal	maršal
marshmallow	ibištek
mart	mart
martial	vojnový
martingale	martingale
martini	Martini
martyr	mučeník
martyrdom	mučeníctvo
marvel	zázrak
marvellous	Podivuhodný
marvelous	Podivuhodný
marvelously	úžasne
marzipan	NO TRANSLATION
mascara	riasenky
mascot	maskot
masculine	mužský
masculinity	mužstvo
mash	kaše
mashed	kašou
mask	maskovať
masked	maskovaný
masks	masky
masochism	masochizmus
masochist	masochista
mason	murár
masquerade	maškaráda
mass	hmota
massacre	masaker
massage	masáž
masses	masy
masseur	masér
masseuse	masérka
massive	masívny
mast	stožiar
master	majster
masterful	majstrovský
mastermind	génius
masterpiece	majstrovské dielo
mastery	majstrovstvá
masturbate	masturbovať
masturbation	masturbácie
mat	rohož
matador	matador
match	zápas
matchbook	škatuľky zápaliek
matching	vhodný
matchmaker	dohadzovač
mate	kamarát
material	materiál
materialism	materializmus
materialist	materialista
materialistic	materialistický
materiality	významnosť
materialize	zhmotniť
materially	výrazne
materials	materiály
materiel	MATERIEL
maternal	materský
maternity	materstvo
math	matematika
mathematical	matematický
mathematician	matematik
mathematics	matematika
matinee	matiné
mating	párenie
matriculation	imatrikuláciu
matrimony	manželstvo
matrix	matrice
matron	dozorkyňa
matted	rozstrapatené
matter	záležitosť
matting	rohože
mattress	matrace
maturation	zrenia
mature	zrelý
maturity	splatnosť
maudlin	sentimentálny
mausoleum	mauzóleum
mauve	fialový
maverick	maverick
maxim	maxima
maximize	maximalizovať
maximum	maximum
may	smieť
mayday	mayday
mayflower	Mayflower
mayhem	zmrzačenie
mayonnaise	majonéza
mayor	starosta
maze	bludisko
mead	luh
meadow	lúka
meager	skromný
meal	jedlo
mean	znamenať
meander	meander
meandering	meandrující
meanie	lakomec
meaning	zmysel
meaningful	významný
meaningless	bezvýznamný
meanness	podlosť
means	prostriedky
meantime	medzitým
measles	osýpky
measurable	merateľný
measure	zmerať
measured	merané
measurement	meranie
measuring	meracie
measuring cup	odmerka
measuring tape	meracia páska
meat	mäso
meatball	karbonátok
meathead	Meathead
meatloaf	sekaná
mechanic	mechanik
mechanical	mechanický
mechanics	mechanika
mechanism	mechanizmus
med	NO TRANSLATION
medal	medaily
medallion	medailón
medallist	medailista
meddle	miešať sa
meddling	zasahovania
media	médiá
medial	prostredný
median	medián
mediate	sprostredkujúci
mediation	sprostredkovanie
mediator	prostredník
medic	zdravotník
medical	lekársky
medicate	liečiť
medication	liečenie
medicinal	liečivý
medicine	lekárstvo
medieval	stredoveký
mediocre	podpriemerný
mediocrity	prostřednost
meditate	premýšľať
meditating	meditujúci
meditation	rozjímanie
meditative	rozjímavý
mediterranean	Stredomorský
medium	stredná
medley	zmes
meek	pokorný
meet	zísť
meeting	stretnutie
mega	mega
meh	meh
melancholic	melancholický
melancholy	melanchólia
melee	bitka
mellow	mäkký
melodious	melodický
melodrama	melodrámu
melodramatic	melodramatický
melody	melódie
melon	melón
melt	topiť
meltdown	zrútenie
melting	topenia
member	člen
membership	členstva
membrane	membrána
memento	memento
memo	memorandum
memoir	monografia
memorabilia	memorabílie
memorable	pamätný
memorandum	memorandum
memorial	pamätník
memorials	pamätníky
memories	spomienky
memoriesiwontforget	NO TRANSLATION
memorize	memorovat
memory	Pamäť
menace	nebezpečenstvo
menacing	hrozivý
menagerie	zverinec
mend	opraviť
mending	oprava
menial	sluha
meningitis	meningitída
meniscus	meniskus
menopause	menopauza
menses	mesiačiky
menstrual	menštruačný
mental	duševné
mentalhealth	NO TRANSLATION
mentality	mentalita
menthol	mentol
mention	spomenúť
mentor	učiteľ
menu	Ponuka
meow	mňau
mercantile	obchodné
mercenary	žoldnier
merchandise	tovar
merchant	obchodník
merciful	milosrdný
merciless	neľútostná
mercurial	ortuťový
mercury	ortuť
mercy	súcit
mere	púhy
merengue	merengue
merge	zlúčiť
merger	fúzie
meridian	poludník
meridional	Poledníková
meringue	snehová pusinka
merit	zaslúžiť si
meritorious	zaslúžilý
mermaid	morská panna
merriment	veselí
merry	veselý
merrychristmas	NO TRANSLATION
mesa	mesa
mescaline	meskalín
mesh	pletivo
