Word	iw
inane	מְטוּפָּשׁ
inanimate	דוֹמֵם
inapplicable	לֹא יָשִׂים
inappropriate	לא ראוי
inattention	אי הקשבה
inaudible	לא נשמע
inaugural	הפתיחה
inaugurate	לַחֲנוֹך
inauguration	חֲנוּכָּה
inborn	מוּטבָּע
inbound	נכנס
inbred	שֶׁמִלֵדָה
incalculable	בלתי ניתנת לחישוב
incandescent	זוֹהֵר
incantation	כִּשׁוּף
incapable	לֹא מְסוּגָל
incapacity	נָכוּת
incarceration	כְּלִיאָה
incarnate	בגלגול
incase	במקרה
incendiary	מַבעִיר
incense	קְטוֹרֶת
incensed	מתרעם
incentive	תַמרִיץ
inception	הַתחָלָה
incessant	תְמִידִי
incessantly	ללא הרף
incest	גילוי עריות
incestuous	עריות
inch	אִינְטשׁ
incidence	שכיחות
incident	תַקרִית
incidental	מִקרִי
incidentally	אַגַב
incineration	שריפה
incinerator	כִּבשָׁן
incipient	הֶתחֵלִי
incision	חֲתָך
incisive	נוֹקֵב
incite	לְהַסִית
incitement	הֲסָתָה
inclement	סַגרִירִי
inclination	יֵצֶר
incline	שְׁפִיָה
inclined	נוֹטֶה
include	לִכלוֹל
included	כלול
including	לְרַבּוֹת
inclusion	הַכלָלָה
inclusive	כָּלוּל
incognito	גלישה בסתר
incoherent	מְבוּלבָּל
income	הַכנָסָה
incoming	נִכנָס
incomparable	שאין דומה לו
incompatible	שאינו עולה בקנה אחד
incompetence	חוֹסֶר כִּשָׁרוֹן
incompetent	חֲסַר יְכוֹלֶת
incomplete	לא שלם
incompletely	חלקית
incompleteness	פְּגִימוּת
incomprehensible	לא מובן
inconceivable	בלתי נתפס
inconclusive	לא חד משמעי
incongruous	לֹא מַתְאִים
inconsequential	חֲסַר חֲשִׁיבוּת
inconsiderate	לֹא מִתְחַשֵׁב
inconsistency	חוסר עקביות
inconsistent	לא עקבי
inconspicuous	לֹא בּוֹלֵט
incontinence	חוסר שליטה
inconvenience	אי נוחות
inconvenient	לֹא נוֹחַ
incorporate	"בע""מ"
incorporation	הִתגַשְׁמוּת
incorrect	לֹא נָכוֹן
incorrigible	לְלֹא תַקָנָה
increase	להגביר
increased	מוּגדָל
incredible	מדהים
incredulous	סַפקָנִי
increment	תוֹסֶפֶת
incriminate	לְהַפְלִיל
incriminating	מפליל
incrimination	הַפלָלָה
incubation	דְגִירָה
incubator	מַדגֵרָה
incubus	אינקובוס
incumbent	מוּטָל
incur	לִיטוֹל עַל עַצמוֹ
incurable	חָשׁוּך מַרפֵּא
incursion	פְּלִישָׁה
indebted	אֲסִיר תוֹדָה
indecency	חוסר הגינות
indecent	מְגוּנֶה
indecision	הַסְסָנוּת
indecisive	הססני
indefensible	בלתי ניתן להגנה
indefinite	סְתָמִי
indelible	בלתי ניתן לביטוי
indemnification	שיפוי
indemnify	לְפַצוֹת
indemnity	שִׁפּוּי
indent	לְשַׁנֵן
indentation	הֲזָחָה
indenture	-
independence	עצמאות
independent	עצמאי
indescribable	לֹא יְתוּאָר
indestructible	בלתי ניתנת להריסה
indeterminate	לֹא קָבוּעַ
index	אינדקס
indicate	מצביע
indicating	המציין
indication	סִימָן
indicative	מְעִיד עַל
indicator	אינדיקטור
indice	NO TRANSLATION
indict	לְהַאֲשִׁים
indictment	כתב אישום
indie	אינדי
indifference	אֲדִישׁוּת
indifferent	אָדִישׁ
indigenous	יְלִידִי
indigent	נִצרָך
indigestion	קִלקוּל קֵבָה
indignant	מִתרַעֵם
indignation	כַּעַס
indignity	הַשׁפָּלָה
indigo	אִינדִיגוֹ
indirect	עקיף
indiscreet	לא-חכם
indiscretion	חוסר שיקול דעת
indispensable	חִיוּנִי
indisposed	ללא הפרעה
indistinct	לֹא בָּרוּר
indistinguishable	בלתי נבדל
individual	אִישִׁי
individuality	אִינְדִיבִידוּאָלִיוּת
indivisible	בלתי ניתן לחלוקה
indoctrination	אינדוקטרינציה
indolent	עָצֵל
indomitable	לְלֹא חַת
indoor	מקורה
induce	לְהַשְׁרוֹת
induced	induced
inducement	תַמרִיץ
induction	הַשׁרָאָה
indulge	לְפַנֵק
indulgence	פינוק
indulgent	וַתְרָנִי
industrial	תַעֲשִׂיָתִי
industrialist	תעשיין
industrious	חָרוּץ
industry	תַעֲשִׂיָה
ineffable	בַּל יְתוּאַר
ineffective	לֹא יָעִיל
ineffectual	לֹא יָעִיל
inefficiency	אִי יְעִילוּת
inefficient	לֹא יָעִיל
inelastic	גמיש
ineligible	לא זכאי ל
inept	שׁטוּתִי
ineptitude	חוסר אונים
inequality	אי שיוויון
inequitable	לא שוויונית
inert	אָדִישׁ
inertia	אִינֶרצִיָה
inevitable	בִּלתִי נִמנַע
inexact	לֹא מְדוּיָק
inexcusable	בלתי נסלח
inexhaustible	לֹא אַכזָב
inexpensive	לא יקר
inexperience	חוֹסֶר נִסָיוֹן
inexperienced	לֹא מְנוּסֶה
inexplicable	שֶׁאֵין לְהַסבִּירוֹ
inexpressible	בלתי ניתן לביטוי
infallibility	אי התאמה
infallible	וַדָאִי
infamous	מְתוֹעָב
infamy	קָלוֹן
infancy	יַנקוּת
infant	תִינוֹק
infanticide	רצח תינוקות
infantile	יַלדוּתִי
infantry	חֵיל הַרַגלִים
infarct	אוטם
infatuated	מוּקסָם
infatuation	אַהֲבָה עִוֶרֶת
infeasible	בלתי אפשרי
infect	לְהַדבִּיק
infection	הַדבָּקָה
infectious	מִדַבֵּק
infer	לְהַסִיק
inference	הסקה
inferential	הסקרני
inferior	נָחוּת
inferiority	נְחִיתוּת
infernal	שְׂטָנִי
inferno	תוֹפֶת
infertile	עָקָר
infertility	אִי פּוּרִיוּת
infestation	שְׁרִיצָה
infidel	כּוֹפֵר
infidelity	בְּגִידָה
infield	המגרש
infiltrate	לְהִסְתַנֵן
infiltration	הִסתַנְנוּת
infinite	אֵינְסוֹף
infinitely	ללא הרף
infinitesimal	זָעִיר מְאֹד
infinity	אינסוף
infirm	חוֹלֶה
infirmary	מרפאה
infirmity	חוּלשָׁה
inflammation	דַלֶקֶת
inflammatory	דַלַקתִי
inflatable	מתנפחים
inflate	לְנַפֵּחַ
inflated	מְנוּפָּח
inflation	אִינפלַצִיָה
inflection	נטיה
inflict	לִגרוֹם
infliction	גרימת נזק
inflorescence	תִפרַחַת
influence	לְהַשְׁפִּיעַ
influential	בעל השפעה
influenza	שַׁפַעַת
influx	זֶרֶם
info	מידע
infomercial	אינפורמטיבי
inform	לְהוֹדִיעַ
informal	לא רשמי
informant	המודיע
information	מֵידָע
informative	אִינפוֹרמָטִיבִי
informed	מעודכן
informer	מוֹדִיעַ
infraction	הפרה
infrared	אינפרא אדום
infrastructure	תַשׁתִית
infrequent	נָדִיר
infrequently	לְעִתִים רְחוֹקוֹת
infringement	הֲפָרָה
infuriate	לְהַרְתִיחַ
infuriated	נרגז
infuriates	מקומם
infuriating	מקוממת
infuse	להשרות
infused	חדור
infuser	infuser
infusion	אִינפוּזִיָה
ingenious	מְחוּכָּם
ingenuity	שְׁנִינוּת
ingest	לְהֵבָּלַע
ingestion	הַכנָסַת מָזוֹן
ingot	מְטִיל
ingrained	עָמוֹק
ingrate	כְּפוּי טוֹבָה
ingredient	מַרכִּיב
ingress	חדירה
inhabit	לָגוּר
inhabitant	תוֹשָׁב
inhabited	מְאוּכלָס
inhabiting	המאכלסים
inhalation	שְׁאִיפָה
inhale	לִשְׁאוֹף
inhaler	מַשׁאֵף
inherent	טָבוּעַ
inherit	לָרֶשֶׁת
inheritance	יְרוּשָׁה
inhibit	לעכב
inhibition	עַכָּבָּה
inhibitor	מעכב
inhospitable	לא נעים
inhuman	לֹא אֶנוֹשִׁי
inhumane	לֹא אֶנוֹשִׁי
inhumanity	אַכְזָרִיוּת
inimaginable	NO TRANSLATION
inimical	עוֹיֵן
inimitable	לא ייאמן
iniquity	עָווֹן
initial	התחלתי
initiate	לִיזוֹם
initiated	יָזוּם
initiation	ייזום
initiative	יוזמה
inject	לְהַזרִיק
injection	זריקה
injunction	צַו מְנִיעָה
injure	לִפְגוֹעַ
injured	נִפגָע
injuring	פציעה
injurious	פּוֹגֵעַ
injury	פציעה
injustice	אי צדק
ink	דְיוֹ
inkling	רֶמֶז
inland	פְּנִים הָאָרֶץ
inlay	שִׁבּוּץ
inlet	מִפרָצוֹן
inmate	אָסִיר
inn	אכסניה
innards	קְרָבַיִם
innate	מוּטבָּע
inner	פְּנִימִי
innermost	פנימי
innerpeace	NO TRANSLATION
inning	קָדֶנצִיָה
innings	סיבובים
innkeeper	פּוּנדְקַאִי
innocence	חפות מפשע
innocent	חף מפשע
innocently	בתמימות
innocuous	לֹא מַזִיק
innovate	לְחַדֵשׁ
innovation	חדשנות
innovative	חדשני
innuendo	רְמִיזַת זִלזוּל
innumerable	אינספור
inoculation	הַרכָּבָה
inoperable	בלתי ניתן לפעולה
inoperative	לֹא פּוֹעֵל
inordinate	מוּפרָז
inorganic	דוֹמֵם
input	קֶלֶט
inquest	חֲקִירָה
inquire	לברר
inquirer	חוקר
inquiring	שואל
inquiry	חֲקִירָה
inquisitive	סקרן
inquisitor	אינקוויזיטור
insane	מטורף
insanity	אי שפיות
insatiable	שֶׁאֵינוֹ יוֹדֵעַ שׂוֹבַע
inscription	כְּתוֹבֶת
inscrutable	בלתי ניתנת לזיהוי
insect	חֶרֶק
insecticide	קוטל חרקים
insecure	לֹא בָּטוּחַ
insecurity	חוסר ביטחון
insemination	הַזרָעָה
insensitive	לֹא רָגִישׁ
inseparable	בלתי ניתנים להפרדה
insert	לְהַכנִיס
inserted	מוּכנָס
insertion	הַכנָסָה
inside	בְּתוֹך
insider	פְּנִימַאי
insidious	חַתרָנִי
insight	תוֹבָנָה
insightful	תובנה
insignia	סִימָנֵי דַרגָה
insignificance	חוסר משמעות
insignificant	לֹא מַשְׁמָעוּתִי
insinuate	לִרְמוֹז
insipid	תָפֵל
insist	מתעקש
insistence	הִתעַקְשׁוּת
insistent	עקשן
insists	מתעקש
insolence	חוּצפָּה
insolent	חָצוּף
insoluble	לֹא מָסִיס
insolvency	פְּשִׁיטַת רֶגֶל
insolvent	פּוֹשֵׁט רֶגֶל
insomnia	נדודי שינה
insomniac	נדודי שינה
inspect	לִבדוֹק
inspection	בְּדִיקָה
inspector	מְפַקֵחַ
inspiration	הַשׁרָאָה
inspirational	מעוררת השראה
inspire	השראה
inspired	בהשראה
instability	חוסר יציבות
install	להתקין
installation	הַתקָנָה
installment	פֶּרֶק
instance	למשל
instant	רֶגַע
instantaneous	מִיָדִי
instantaneously	באופן מיידי
instigate	לְהַסִית
instigation	חִרחוּר
instill	לְהַחדִיר
instinct	יֵצֶר
instinctive	אינסטינקטיבית
institute	מכון
institution	מוֹסָד
instruct	לְהוֹרוֹת
instructed	הורה
instruction	הוראה
instructional	הדרכה
instructions	הוראות
instructive	מְאַלֵף
instructor	מַדְרִיך
instrument	כלי
instrumental	מוֹעִיל
instrumentalist	נַגָן
instrumentality	מַכשִׁירִיוּת
insubordination	סרבנות
insufferable	בִּלתִי נִסבָּל
insufficiency	אִי סְפִיקָה
insufficient	לא מספיק
insufficiently	לא מספיק
insular	מבודדים
insulate	לְבוּדֵד
insulated	מְבוּדָד
insulation	בִּדוּד
insulin	אִינסוּלִין
insult	לְהַעֲלִיב
insulting	מַעֲלִיב
insurance	ביטוח
insure	לְהַבטִיחַ
insurgent	מִתקוֹמֵם
insurmountable	בלתי ניתן להתגבר
insurrection	הִתקוֹמְמוּת
intact	שָׁלֵם
intake	הַכנָסָה
intangible	בלתי מוחשי
integer	מספר שלם
integral	בלתי נפרד
integrate	לשלב
integration	שילוב
integrity	יושרה
intellect	בִּינָה
intellectual	אִינטֶלֶקְטוּאַלִי
intelligence	אינטליגנציה
intelligent	אִינְטֶלִיגֶנְטִי
intelligibility	מוּבָנוּת
intelligible	מוּבָן
intend	מתכוונים
intended	התכוון
intending	מתכוונת
intense	אִינטֶנסִיבִי
intensely	בעוצמה
intensify	לְהַגבִּיר
intensity	עָצמָה
intensive	אִינטֶנסִיבִי
intent	כוונה
intention	מַטָרָה
intentional	מְכוּוָן
intentionally	בְּמֵזִיד
inter	בֵּין
interact	אינטראקציה
interaction	אינטראקציה
interactive	אינטראקטיבי
intercede	להתערב
intercept	לעכב
interception	יירוט
intercession	שְׁתַדְלָנוּת
interchange	מֶחלָף
interchangeable	ניתן להחלפה
interchanged	להחלפה
intercom	אינטרקום
intercourse	יַחֲסֵי מִין
interdependence	תלות הדדית
interdependent	תלות הדדית
interdiction	אַמְנָעָה
interest	ריבית
interested	מעוניין
interesting	מעניין
interface	מִמְשָׁק
interfere	לְהַפְרִיעַ
interference	הַפרָעָה
interferometer	- אינטרפרומטר
intergalactic	גלקטי
interim	זְמַנִי
interior	פְּנִים
interject	לְשַׁסֵעַ
interlocutory	בין-ארצי
interlude	הַפסָקָה
intermediary	מתווך
intermediate	ביניים
interment	קְבוּרָה
interminable	נִמשָׁך לְלֹא סוֹף
intermission	הַפסָקָה
intermittent	סֵרוּגִי
intern	מתמחה
internal	פְּנִימִי
internally	כְּלַפֵּי פְּנִים
international	בינלאומי
internet	אינטרנט
internship	תְקוּפַת הִתמַחוּת
interoffice	משרדית
interpolate	להתערב
interpolation	שִׁרבּוּב
interpret	לפרש
interpretation	פרשנות
interpreter	מְתוּרגְמָן
interpretive	פרשני
interrelated	קשורות זו בזו
interrogate	לַחקוֹר
interrogation	חֲקִירָה
interrupt	לְהַפְרִיעַ
interrupted	מוּפרָע
interrupting	קוטע
interruption	הַפרָעָה
interrupts	קוטע
intersect	לְהִצְטָלֵב
intersection	הִצטַלְבוּת
interstate	בין מדינות
interstellar	בֵּין כּוֹכָבִי
interstitial	ביניים
interval	הַפסָקָה
intervene	להתערב
intervening	מתערבת
intervention	התערבות
interview	רֵאָיוֹן
interviewer	מראיין
interworking	עבודה
intestate	לְלֹא צַוָאָה
intestinal	פְּנִימִי
intestine	מְעִי
intestines	קְרָבַיִם
intimacy	אִינטִימִיוּת
intimate	אִינטִימִי
intimately	באופן אינטימי
intimation	רֶמֶז
intimidate	לְהָטִיל אֵימָה
intimidated	מאוימת
intimidating	הַטָלַת אֵימָה
intimidation	הַפחָדָה
intolerable	בִּלתִי נִסבָּל
intolerance	חוסר סובלנות
intolerant	לֹא סוֹבלָנִי
intonation	אינטונציה
intoxicated	שָׁתוּי
intoxicating	מְשַׁכֵּר
intoxication	הַרעָלָה
intracranial	תוך גולגולתי
intractable	סוֹרֵר
intramural	פנימי
intravenous	תוֹך וְרִידִי
intrepid	לְלֹא חַת
intricate	מוּרכָּב
intrigue	תְכָכִים
intriguing	מסקרן
intrinsic	פְּנִימִי
intrinsically	באופן מהותי
intro	הקדמה
introduce	הצג
introduction	מבוא
introductory	אֲקָדֵמַאִי
introspection	הִסתַכְּלוּת פְּנִימִית
introspective	מְכוּנָס בְּתוֹך עַצמוֹ
intrude	לְהַפְרִיעַ
intruder	פּוֹלֵשׁ
intrusion	הִתעָרְבוּת
intrusive	פולשני
intubation	צִנרוּר
intuition	אינטואיציה
intuitive	אינטואיטיבי
intuitively	באופן אינטואיטיבי
inundation	הֲצָפָה
invade	לִפְלוֹשׁ
invader	פּוֹלֵשׁ
invalid	לא חוקי
invalidate	לִפְסוֹל
invalidation	פסול
invalidity	נָכוּת
invaluable	לֹא יְסוּלֵא בְּפָּז
invariably	בִּקְבִיעוּת
invasion	פְּלִישָׁה
invasive	פַּלשָׁנִי
invent	לִהַמצִיא
invention	הַמצָאָה
inventive	תַחבְּלָנִי
inventor	מַמצִיא
inventory	מְלַאי
inverse	הפוך
inversely	בְּיַחַס הָפוּך
inversion	הִתְהַפְּכוּת
invert	לַהֲפוֹך
inverted	הָפוּך
invest	להשקיע
investigate	לַחקוֹר
investigation	חֲקִירָה
investigative	תחקיר
investigator	חוֹקֵר
investment	הַשׁקָעָה
investor	משקיע
invidious	מזויף
invigorate	לְרַעֲנֵן
invincible	בלתי מנוצח
invisibility	בלתי נראה
invisible	בלתי נראה
invitation	הַזמָנָה
invite	להזמין
inviting	מַזמִין
invocation	קְרִיאָה
invoice	חשבונית
invoke	לעורר
involuntary	לֹא רְצוֹנִי
involution	לִפּוּף
involve	כרוך
involvement	מְעוֹרָבוּת
invulnerable	לֹא פָּגִיעַ
inwards	פְּנִימָה
iodine	יוֹד
ion	יוֹן
iota	יוֹטָה
irate	נִזעָם
ire	NO TRANSLATION
iridescent	ססגוני
iris	קַשׁתִית
irked	מבוהלת
irks	שמקפיץ
iron	בַּרזֶל
ironclad	מְשׁוּריָן
ironic	אִירוֹנִי
irons	מגהצים
irony	אִירוֹנִיָה
irradiation	הַקרָנָה
irrational	לא הגיוני
irrationality	אי-רציונליות
irreconcilable	בִּלתִי מִתפַּשֵׁר
irreducible	בלתי ניתנת לצמצום
irrefutable	שֶׁאֵין לְהַפרִיכוֹ
irregular	לֹא סָדִיר
irregularity	חֲרִיגָה
irregularly	באופן בלתי סדיר
irrelevant	לא רלוונטי
irreparable	בלתי הפיך
irreplaceable	שאין לו תחליף
irrepressible	בלתי הפיך
irresistible	אין לעמוד בפניו
irrespective	ללא קשר
irresponsible	לֹא אַחֲרַאִי
irreverent	מְזַלזֵל
irreversible	בלתי הפיך
irrevocable	לְלֹא תַקָנָה
irrigate	לְהַשְׁקוֹת
irrigation	השקיה
irritability	נִרגָנוּת
irritable	עַצבָּנִי
irritate	לְגָרוֹת
irritated	מרוגז
irritates	מגרה
irritating	מְעַצבֵּן
irritation	הַקפָּדָה
island	אִי
isle	אִי
islet	אִיוֹן
isolate	לְבוּדֵד
isolated	מְבוּדָד
isolation	בְּדִידוּת
isomorphism	איזומורפיזם
isothermal	isothermal
isotope	אִיזוֹטוֹפּ
issue	נושא
itch	גירוד
itching	עִקצוּץ
itchy	מגרד
item	פריט
itemize	לְפַרֵט
items	פריטים
iterate	לְחַזֵר
iteration	איטרציה
iterative	איטרטיבי
itinerant	נוֹדֵד
itinerary	מַסלוּל
ivory	שֶׁנהָב
jab	דְקִירָה
jabber	לְקַשְׁקֵשׁ
jack	ג'ֵק
jackal	תַן
jackass	חֲמוֹר
jacket	ז'ָקֵט
jackhammer	jackhammer
jackpot	קוּפָּה
jackrabbit	ג'ק ארנב
jacks	שקעים
jade	יַרקָן
jaded	תָשׁוּשׁ
jag	NO TRANSLATION
jagged	מְשׁוּנָן
jaguar	יָגוּאָר
jail	כלא
jailbird	אָסִיר לְשֶׁעָבָר
jailbreak	-
jailer	סוהר
jailhouse	בית סוהר
jalopy	טָרָנטָה
jam	ריבה
jamboree	ג'ָמבּוֹרִי
jammed	תקוע
jammer	ג'אמר
janitor	שָׁרָת
janitorial	-
japan	יפן
jar	קַנקַן
jargon	ז'רגון
jarhead	ג 'רדה
jarring	צוֹרֵם
jasmine	יַסמִין
jasper	יָשׁפֵה
jaundice	צַהֶבֶת
jaunt	טִיוּל קָצָר
java	ג 'אווה
javelin	כִּידוֹן
jaw	לֶסֶת
jawbone	עצם עצם הלסת
jaws	מלתעות
jay	עוֹרְבָנִי
jazz	ג'ֶז
jazzy	ג'זי
jealous	קַנָאִי
jealousy	קנאה
jean	ג 'ין
jeans	גִ'ינס
jeep	ג'ִיפּ
jeering	גיחוך
jelly	ג'לי
jellybean	סוכריית ג'לי
jellyfish	מדוזה
jenny	ג 'ני
jeopardize	לְסַכֵּן
jeopardy	סַכָּנָה
jerk	אִידיוֹט
jerks	מטומטמים
jerky	מִתנַדנֵד
jersey	חולצה
jest	NO TRANSLATION
jester	ליצן החצר
jesus	יֵשׁוּעַ
jet	מטוס סילון
jetty	מֵזַח
jewel	תַכשִׁיט
jeweler	תַכשִׁיטָן
jewelry	תכשיט
jib	חָלוּץ
jiff	NO TRANSLATION
jiffy	הֶרֶף עַיִן
jig	לְנַעֲנֵעַ
jiggle	נִענוּעַ
jigsaw	פאזל
jihad	ג'יהאד
jimmy	ג 'ימי
jingle	ג'ִינגֵל
jinx	ג 'ינקס
jitters	הֶתקֵף עַצבָּנוּת
jittery	מְעוּצבָּן
jive	jive
job	עבודה
jobinterview	NO TRANSLATION
jock	ספורטאים
jockey	רוֹכֵב
jockstrap	רצועה
jog	לָרוּץ
jogger	רָץ לְהַנָאָתוֹ
john	ג 'ון
join	לְהִצְטַרֵף
joined	הצטרף
joining	הִצטָרְפוּת
joint	משותף
jointly	יַחַד
joke	בדיחה
joker	לֵץ
joking	מתבדח
jolly	עַלִיז
jolt	לְהַקְפִּיץ
jornada	NO TRANSLATION
jot	יוֹד
jour	NO TRANSLATION
journal	כתב עת
journalism	עיתונאות
journalist	עִתוֹנָאִי
journalistic	עיתונאי
journey	מסע
journeyman	אוּמָן שָׂכִיר
joust	מתנצח
jovial	מִתרוֹנֵן
joy	שִׂמְחָה
joyful	שַׂמֵחַ
joyous	מְשַׂמֵחַ
joyride	JOYRIDE
joys	הנאות
jubilant	צוֹהֵל
jubilee	יוֹבֵל
judge	לִשְׁפּוֹט
judged	נשפט
judging	שופט
judgment	פְּסַק דִין
judgmental	שיפוטי
judicial	מִשׁפָּטִי
judiciary	מַעֲרֶכֶת מִשׁפָּטִית
judicious	נָבוֹן
judo	ג'וּדוֹ
jug	כד
juggle	ללהטט
juggler	לַהֲטוּטָן
juggling	לַהֲטוּטָנוּת
jugular	הצוואר
juice	מיץ
juicer	מסחטה
juicy	עֲסִיסִי
juju	NO TRANSLATION
juke	Juke
jukebox	מָקוֹל אוֹטוֹמָטִי
jumble	עִרבּוּביָה
jumbled	מְעוּרבָּב
jumbo	עֲנָק
jump	קְפִיצָה
jump rope	חבל קפיצה
jumper	קַפצָן
jumpsuit	סרבל
jumpy	עַצבָּנִי
junction	צוֹמֶת
juncture	צומת
jungle	ג'וּנגֶל
junior	זוּטָר
juniper	עַרעָר
junk	פְּסוֹלֶת
junket	חֲבִיצָה
junkie	נַרקוֹמָן
junky	ג 'וני
junkyard	גרוטאות
junta	כַּת צְבָאִית
juridical	מִשׁפָּטִי
jurisdiction	שיפוט
jurisprudence	תוֹרַת הַמִשְׁפָּט
jurist	מִשׁפְּטָן
juror	מוּשׁבָּע
jury	חֶבֶר מוּשׁבַּעִים
justice	צֶדֶק
justifiable	מוּצדָק
justification	הַצדָקָה
justify	לְהַצְדִיק
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	יוּטָה
juvenile	צָעִיר
juxtaposition	סְמִיכוּת
kaiser	קֵיסָר
kale	קייל
kaleidoscope	קָלֵידוֹסקוֹפּ
kamikaze	קמיקזה
kangaroo	קנגרו
kanji	קאנג'י
kappa	קאפה
kaput	NO TRANSLATION
karaoke	קריוקי
karate	קָרָטֵה
karma	קארמה
karmic	קרמתי
kayak	קָאִיָאק
kazoo	kazoo
kebab	קַבַּבּ
keel	שִׁדְרִית
keen	נִלהָב
keep	לִשְׁמוֹר
keeper	שׁוֹמֵר
keeping	שְׁמִירָה
keepsake	מַזכֶּרֶת
keg	חָבִית קְטָנָה
kelp	אַצוֹת יָם
ken	קן
kennel	מְלוּנָה
kerchief	מִטפַּחַת
kern	kern
kernel	גַרעִין
kerosene	נֵפט
ketchup	קטשופ
kettle	קוּמקוּם
key	מַפְתֵחַ
keyboard	מקלדת
keyed	המפתח
keyhole	חוֹר הַמַנעוּל
keynote	מפתח
keypad	לוח המקשים
keystone	אֶבֶן רֹאשָׁה
keyword	מילת מפתח
khaki	חָקִי
khan	חַאן
kibble	קיבל
kick	בְּעִיטָה
kickboxing	קיקבוקסינג
kicker	תמרוץ
kicking	בועט
kickoff	לבעוט
kid	יֶלֶד
kidder	קידר
kidding	צוחק
kiddo	ילדון
kiddos	קידוש
kidnap	לַחטוֹף
kidnapped	חָטוּף
kidnapper	חוֹטֵף
kidnapping	חֲטִיפָה
kidney	כִּליָה
kids	ילדים
kill	לַהֲרוֹג
killer	רוֹצֵחַ
killing	הֶרֶג
killjoy	משבית שמחה
kiln	כִּבשָׁן
kilo	NO TRANSLATION
kilogram	קִילוֹגרָם
kilometer	קִילוֹמֶטֶר
kilt	חֲצָאִית סְקוֹטִית
kimono	קִימוֹנוֹ
kin	משפחה
kind	סוג
kindergarten	גן ילדים
kindling	הַדלָקָה
kindness	חסד
kindred	בָּשָׂר
kinematics	קינמטיקה
kinesiology	קינסיולוגיה
kinetic	קִינֵטִי
king	מלך
king snake	מלך נחש
kingdom	מַלְכוּת
kingpin	קינגפין
kink	קינק
kinky	קינקי
kinship	קרבה
kiosk	קִיוֹסק
kirk	קירק
kiss	נְשִׁיקָה
kisser	נַשׁקָן
kissy	נשיקה
kit	קִיט
kitchen	מִטְבָּח
kite	עֲפִיפוֹן
kitten	גור חתולים
kiwi	קיווי
klutz	קלוץ
knack	כִּשָׁרוֹן
knapsack	תַרמִיל גַב
knead	ללוש
knee	הברך
kneecap	פִּיקַת הַבֶּרֶך
kneel	לִכרוֹעַ בֶּרֶך
kneeling	כְּרִיעָה
knell	צִלצוּל
knick	חמור
knickers	תחתונים
knife	סַכִּין
knight	אַבִּיר
knighthood	אַבִּירוּת
knit	לִסְרוֹג
knob	כַּפתוֹר
knock	נְקִישָׁה
knockoff	ובמחירו
knockout	נוקאוט
knoll	גִבעָה
knot	קשר
knots	קשרים
knotted	מְסוּקָס
know	לָדַעַת
knowing	יוֹדֵעַ
knowingly	בְּיוֹדְעִין
knowledge	יֶדַע
knowledgeable	בעל ידע
knuckle	פֶּרֶק
knucklehead	טמבל
knuckles	פרקי אצבעות
koala	קוֹאָלָה
kook	NO TRANSLATION
kooky	קוקי
kool-aid	עזרה
kos	kos
kosher	כשר
kraut	NO TRANSLATION
kris	קריס
kryptonite	קריפטוניט
kudos	כָּבוֹד
kumquat	תפוז סיני
lab	מַעבָּדָה
label	תווית
labor	עבודה
laboratory	מַעבָּדָה
labored	עבדו
laborer	פּוֹעֵל
laboring	עמל
laborious	חָרוּץ
labyrinth	מָבוֹך
lac	לאק
lace	תַחרָה
laceration	קְרִיעָה
lack	חוֹסֶר
lackey	מְשָׁרֵת
lacking	נָטוּל
lackluster	מרושע
lacquer	לַכָּה
lacrosse	לקרוס
lactose	לקטוז
lad	בָּחוּר
ladder	סוּלָם
laddie	לאדי
laden	עָמוּס
lading	מִטְעָן
ladle	מַצֶקֶת
lady	גברת
lady bug	NO TRANSLATION
ladybug	פָּרַת מֹשֶׁה רַבֵּנוּ
ladylike	מגוחך
ladyship	כְּבוֹד הַגְבֶרֶת
lag	לְפַגֵר
lager	NO TRANSLATION
lagging	הַשׁהָיָה
lagoon	לָגוּנָה
lair	מִרבָּץ
laity	הֶדיוֹטוּת
lake	אֲגַם
lama	NO TRANSLATION
lamb	טלה
lame	צוֹלֵעַ
lament	קִינָה
lamenting	מקונן
lamina	למינה
laminated	מְרוּבָּד
lamp	מנורה
lamppost	מנורת רחוב
lance	רוֹמַח
lancer	נוֹשֵׂא רוֹמַח
land	ארץ
landed	נחת
landfall	הִתקָרְבוּת לְיַבָּשָׁה
landfill	המזבלה
landing	נְחִיתָה
landlady	בַּעֲלַת בַּיִת
landlocked	מוּקָף יַבָּשָׁה
landlord	בעל בית
landmark	ציון דרך
lands	אדמות
landscape	נוֹף
landscaping	אדריכלות נוף
landslide	רוֹב מוֹחֵץ
lane	נתיב
language	שפה
languid	רָפֶה
languish	לְהִתְמוֹגֵג
languishing	מתנודד
lanky	גָבוֹהַ וְרָזֵה
lantern	פָּנָס
lap	חיק
lapdog	lapdog
lapel	דַשׁ
lapse	לִשְׁגוֹת
lapsed	נפסק
laptop	מחשב נייד
larceny	גְנֵבָה
lard	שׁוּמָן
larder	מזווה
large	גָדוֹל
larger	יותר גדול
largo	NO TRANSLATION
lark	לְהִשְׁתַעֲשֵׁעַ
larva	זַחַל
laryngitis	דַלֶקֶת הַגָרוֹן
larynx	גָרוֹן
lasagna	לזניה
