Word	lv
mistrial	mistrial
mistrust	neuzticība
misty	miglains
misunderstand	nepareizi saprot
misunderstanding	pārpratums
misunderstood	pārpratusi
misuse	ļaunprātīga izmantošana
mite	ērce
miter	miters
mitigate	mazināt
mitigating	mīkstinoša
mitigation	mazināšana
mitt	Mitt
mitten	NO TRANSLATION
mitzvah	mitzvah
mix	sajauc
mixed	jaukts
mixedemotions	dalītas jūtas
mixer	maisītājs
mixture	maisījums
mnemonic	mnemonisks
moan	vaidēt
moat	līdums
mob	mob
mobile	mobilais
mobility	mobilitāte
mobilization	mobilizācija
mobilize	mobilizēt
mobster	mobsteris
mocha	moča
mock	izspēles
mocked	izlikās
mockery	izmisums
mocking	mocīšana
mockingbird	mockingbird
mod	mod
modal	modal
modality	modalitāte
mode	režīms
model	modelis
modeler	modelētājs
modeling	modelēšana
modem	modems
moderate	mērens
moderate anticipation	mērena gaidīšana
moderate disgust	mērens riebums
moderate negative	mērens negatīvs
moderate positive	mēreni pozitīvs
moderate surprise	mērens pārsteigums
moderate trust	mērena uzticība
moderately	mēreni
moderating	moderators
moderation	mērenība
moderator	moderators
modern	moderna
modernism	modernisms
modest	neliels
modesty	pieticība
modicum	modicum
modifiable	modificējama
modification	modifikācija
modified	modificēts
modify	modificēt
modulate	modulēt
modulation	modulācija
module	modulis
modulus	modulis
mogul	moguls
moiety	daļa
moist	mitra
moisture	mitrums
moisturizer	mitrinātājs
molar	molārs
molasses	melase
mold	pelējums
molded	molded
molding	molding
moldy	pelējums
mole	mols
molecular	molekulārais
molecule	molekula
molest	pieskarties
molestation	nepatīkamība
molester	molesteris
molten	izkausēts
mom	mamma
moment	brīdi
momentary	īslaicīgs
momentous	nozīmīgs
momentum	impulss
momma	mamma
mommy	mammīte
monad	monads
monarch	monarhs
monarchy	monarhija
monastery	klosteris
monastic	klosteris
monetary	monetārais
money	nauda
mongoloid	mongoloids
mongoose	mongoze
mongrel	mongrels
monitor	monitors
monk	mūks
monkey	mērkaķis
mono	NO TRANSLATION
monochrome	vienkrāsains
monogamous	monogāms
monogamy	monogāmija
monogram	monogramma
monogrammed	monogrammā
monograph	monogrāfija
monolayer	monolayer
monolith	monolīts
monologue	monologs
monopolist	monopolists
monopoly	monopols
monotonous	monotonu
monotony	monotonija
monoxide	monoksīds
monsieur	monsieur
monsoon	musons
monster	monster
monstrosity	monstrosity
monstrous	briesmīgs
montage	montāža
monte	monte
month	mēnesis
monthly	katru mēnesi
monument	piemineklis
monumental	monumentāls
moo	moo
mooch	mooch
mood	garastāvoklis
moods	noskaņas
moody	dīvains
moon	mēness
moonbeam	moonbeam
moonlight	mēness gaisma
moonlit	moonlit
moonshine	moonshine
moonstruck	moonstruck
moonwalk	moonwalk
moor	smiltis
moored	pietauvots
mooring	pietauvošanās
moorings	piestātnes
moorland	Moorland
moose	alnis
moot	saprātīgs
mooted	mooted
mop	mops
mope	mope
moped	mopēds
moral	morāls
morale	Morāle
morality	morāle
morals	morāle
morass	saldējums
moratorium	moratorijs
moray	morēra
morbid	slikts
morbidity	saslimstība
morbidness	saslimstība
mores	mores
morgue	morgs
moribund	mirst
morn	martā
morning	no rīta
moron	dievs
moronic	morošs
morose	mūris
morph	morfs
morphine	morfīns
morphism	morfisms
morphology	morfoloģija
morrow	rīt
morsel	kumoss
mortal	mirstīgais
mortality	mirstība
mortar	java
mortgage	hipotēka
mortgagee	ķīlas īpašnieks
mortgagor	mortgagor
mortician	morticis
mortification	mirstība
mortified	mortified
mortuary	mortuārs
mosaic	mozaīka
mosey	mosey
mosque	mošeja
mosquito	moskītu
moss	sūnas
mossy	sams
mote	NO TRANSLATION
motel	motelis
moth	mīts
mother	māte
motherfucker	mātītes
motherfucking	māte
motherhood	mātes stāvoklis
motherland	dzimtene
motherless	bezmātes
motherly	mātes
motif	motīvs
motion	kustība
motionless	nekustīgs
motivate	motivēt
motivating	motivējošs
motivation	motivācija
motivational	motivējošs
motive	motīvs
motley	smalks
motor	motors
motorbike	motocikls
motorboat	motorlaiva
motorcade	autoceļš
motorcar	automašīna
motorcycle	motocikls
motorist	autovadītājs
motte	motte
mottled	plankumainais
motto	devīze
mould	pelējums
mound	pilskalns
mount	montēt
mountain	kalns
mountaineer	alpīnists
mountainous	kalnu
mountains	kalni
mountaintop	kalna virsotne
mourn	sērot
mournful	sērojošs
mourning	sēru
mouse	pele
mousetrap	peļu slazds
mousse	putas
moustache	ūsas
mousy	mousy
mouth	mute
mouthful	kūpošais
mouthpiece	iemutnis
mouthwash	mutes skalošana
movable	kustams
move	kustēties
movement	kustība
mover	pārvietotājs
movie	filma
movies	filmas
moving	pārvietojas
movingforward	NO TRANSLATION
movingon	movingon
mow	pļaut
mower	pļāvējs
moxie	moxie
mozzarella	mozzarella
mri	mri
muchneeded	NO TRANSLATION
mucis	NO TRANSLATION
muck	muck
mucked	mucked
mucous	gļotāda
mucus	gļotas
mud	dubļi
muddle	sajaukt
muddled	neskaidri
muddy	dubļains
muff	mufs
muffin	smalkmaizītes
muffled	slēpts
muffler	trokšņa slāpētājs
mug	krūze
mugger	murgeris
mulberry	zīdkoks
mulch	mulča
mule	mūlis
mull	mullēt
mullet	kefale
multilateral	daudzpusēja
multimedia	multivide
multinational	daudznacionāla
multiple	vairākkārt
multiple sclerosis	multiplā skleroze
multiplex	multiplekss
multiplication	reizināšana
multiplicity	daudzveidība
multiplied	reizināts ar
multiplier	reizinātājs
multiply	reizināt
multitude	daudzums
mum	mamma
mumble	mumble
mumbo	mumbo
mummy	māmiņa
mumps	cūciņš
munch	munch
munchies	munchīzes
munchkin	munchkin
mundane	ikdienišķa
municipal	pašvaldība
municipality	pašvaldība
mural	sienas dekori
murder	slepkavība
murderer	slepkava
murderess	slepkavība
murderous	slepkavīgs
murky	tumšs
murmur	murmurs
muscle	muskuļi
muscular	muskuļains
muse	Mūzika
muses	musi
museum	muzejs
mush	NO TRANSLATION
mushroom	sēņu
mushy	salds
music	mūzika
musical	mūzikas
musician	mūziķis
musing	musing
musk	muskuss
musket	Muskete
musketeer	musketieris
muskrat	muskrat
muslin	muslīns
muss	NO TRANSLATION
must	jābūt
mustang	Mustangs
mustard	sinepes
muster	pulcēšanās
musty	dubļains
mutable	maināms
mutant	mutants
mutate	muita
mutation	mutācija
mute	nesegt
muted	izslēgts
mutilate	sakropļot
mutilated	izkropļots
mutilation	kropļošana
mutiny	sacelšanās
mutt	mutt
mutter	NO TRANSLATION
mutton	aitas gaļa
mutual	savstarpēja
mutually	savstarpēji
muzzle	purns
myfavorite	Mans mīļākais
myopia	tuvredzība
myopic	tuvredzība
myriad	neskaitāmi
mysterious	noslēpumains
mystery	noslēpums
mystic	mistika
mystical	mistisks
mysticism	mistika
mystified	mystified
mystique	mistika
myth	mīts
mythic	mītisks
mythical	mītisks
mythological	mitoloģisks
mythology	mitoloģija
nab	nab
nacho	nacho
nada	NO TRANSLATION
nadir	zemi
nag	NO TRANSLATION
nail	nagu
nail gun	nagu pistoli
naive	naivs
naked	kails
nakedness	kailums
namaste	NO TRANSLATION
name	vārds
named	nosaukts
nameless	beznosaukums
namesake	vārdnīca
naming	nosaucot
nana	nana
nanny	aukle
nanometer	nanometrs
nap	nap
napalm	napalms
nape	nape
napkin	salvete
napping	napping
nappy	autiņš
narcissism	narcisms
narcissist	narcissist
narcissistic	narcissistic
narcotic	narkotisks
narrate	stāstīt
narration	stāstījums
narrative	naratīvs
narrator	stāstītājs
narrow	Šaurs
narrowing	sašaurināšanās
nasal	deguna
nascent	nākošais
nasty	šķebinošs
natal	dzimšanas diena
nation	tauta
national	nacionālais
nationality	pilsonība
nationwide	valsts mērogā
native	native
nativity	dzimšanas diena
natural	dabisks
natural gas	dabasgāze
naturalist	dabaszinātne
naturalization	naturalizācija
naturalized	naturalizēta
naturally	dabiski
nature	daba
naught	nē
naughty	nerātns
nausea	slikta dūša
nauseate	slikta dūša
nauseating	slikta dūša
nauseous	slikta dūša
nautical	jūras kuģis
nautilus	nautilus
naval	jūras kara flotes
nave	nave
navel	naba
navigable	kuģojams
navigate	pārvietoties
navigation	navigācija
navigational	navigācijas sistēma
navigator	navigators
navy	jūrmala
nay	NO TRANSLATION
nearsighted	tuvredzīgs
neat	veikls
neatly	glīti
nebula	miglājs
nebulae	miglāji
nebulous	miglots
necessarily	obligāti
necessary	nepieciešams
necessitate	nepieciešams
necessities	nepieciešamie piederumi
necessity	nepieciešamība
neck	kakls
necklace	kaklarota
necktie	kaklasaite
necromancer	necromancers
necrosis	nekroze
nectar	nektārs
need	nepieciešamība
needalife	NO TRANSLATION
needed	vajadzīgs
needful	vajadzīgs
needit	NO TRANSLATION
needle	adata
needlepoint	adatu punkts
needles	adatas
needless	lieki
needtoknow	jāzina
needtorelax	NO TRANSLATION
needy	trūcīgs
nefarious	naidīgs
negation	negācija
negative	negatīvs
negativity	negativitāte
neglect	nolaidība
neglected	novārtā
neglecting	nolaidība
negligee	negligee
negligence	nolaidība
negligent	nolaidīgs
negligently	NO TRANSLATION
negligible	niecīgs
negotiable	apgrozāms
negotiate	sarunāties
negotiation	sarunas
negotiator	sarunu vadītājs
negro	negro
neigh	kaimiņš
neighbor	kaimiņš
neighborhood	apkārtne
neighboring	kaimiņš
nemesis	nemesis
neon	neons
neonatal	jaundzimušais
neophyte	neofīte
neoprene	neoprēns
nephew	brāļadēls
nepotism	nepotisms
nerd	nerd
nerdy	nūģīgs
nerve	nervu
nerves	nervi
nervous	nervozs
nervousness	nervozitāte
nervouswreck	NO TRANSLATION
nervy	NO TRANSLATION
ness	ness
nest	ligzda
nestle	nestle
nestling	nestling
net	tīkls
nether	nether
netting	ieskaits
nettle	nātru
network	tīkls
networking	tīklu veidošana
neural	nervu
neuralgia	neiralģija
neurological	neiroloģisks
neurologist	neirologs
neurology	neiroloģija
neurosis	neiroze
neurosurgeon	neiroķirurgs
neurosurgery	neiroķirurģija
neurotic	neirotiskais
neuter	neuter
neutral	neitrāla
neutrality	neitralitāte
neutralize	neitralizē
neutron	neitronu
new	jauns
new age	jaunais laikmets
newbeginnings	NO TRANSLATION
newborn	jaundzimušais
newcomer	jaunpienācējs
newday	jauna diena
newfound	jauna
newjob	NO TRANSLATION
newlife	jauna dzīve
newly	nesen
newlywed	jaundzimušais
newme	newme
newness	jaunums
news	ziņas
newscast	ziņu izlaidums
newscaster	ziņotājs
newsflash	newsflash
newsletter	biļetens
newsman	žurnālists
newspaper	laikraksts
newspaperman	newspaperman
newsreel	kinohronika
newsroom	ziņu telpa
newsstand	kiosks
newstart	Jauns sākums
newt	jauns
newyear	NO TRANSLATION
nexus	nexus
nib	nib
nibble	nibbles
nice	jauki
niche	niša
nichts	NO TRANSLATION
nick	nika
nickel	niķelis
nickname	segvārds
nicotine	nikotīns
niece	brāļameita
nifty	skaista
nigger	nigger
nigh	tuvu
night	nakts
nightcap	nakts krēsls
nightclub	nakts klubs
nightfall	nakts krēsls
nightgown	naktskrekls
nightie	nightie
nightingale	suns
nightlife	naktsdzīve
nightly	katru nakti
nightmare	murgs
nightmares	murgi
nightstand	nakts skapītis
nightstick	nightstick
nighttime	nakts laiks
nihilism	nihilisms
nil	nulle
nimble	izveicīgs
nimrod	Nimrod
nincompoop	nincompoop
nine	deviņi
nineteen	deviņpadsmit
ninety	deviņdesmit
ninja	ninja
ninny	ninny
nintendo	nintendo
ninth	devītais
nip	nip
nipper	niper
nipple	nipelis
nippy	nipītis
nitrate	nitrāts
nitro	nitro
nitrogen	slāpeklis
nitrous	slāpeklis
nitwit	nitwit
nix	niks
no anticipation	nav gaidīšanas
no disgust	nav riebuma
no emotion	nav emociju
no sentiment	nav izjūtas
no surprise	nav pārsteigums
no trust	neuzticas
nobility	muižniecība
noble	cēls
nobleman	augstākais cilvēks
nobodycares	NO TRANSLATION
nocomplaints	NO TRANSLATION
nocturnal	nakts
nod	Piekrist
nodding	paklupšana
node	mezgls
nodular	mezglains
nodule	mezgls
noggin	noggin
nohope	NO TRANSLATION
noir	noir
noise	troksnis
noisy	trokšņains
nomad	nomad
nomadic	nomadisks
nomenclature	nomenklatūra
nominal	nominālā
nominate	nominēt
nomination	nominācija
nominee	kandidāts
nonce	nece
nonchalant	bezceļš
noncompliance	neatbilstība
nondescript	bezskaidrs
nonexistent	neeksistējošs
nonfat	bezkrāsains
nonfiction	zinātniskā izpēte
nonpayment	nemaksāšana
nonresident	nerezidents
nonsense	absurds
nonsensical	absurds
nonviolent	nevardarbīgs
noob	iesācējs
noodle	nūdeles
nook	kakts
noon	pusdienlaiks
noose	cilpiņa
nopoint	NO TRANSLATION
noregrets	NO TRANSLATION
norm	norma
normal	normāls
normalcy	normalitāte
normality	normāli
north	uz ziemeļiem
northbound	uz ziemeļiem
northeast	ziemeļaustrumiem
northern	ziemeļu
northwest	ziemeļrietumi
northwestern	ziemeļrietumu
noschool	NO TRANSLATION
nose	deguns
nosebleed	deguna asiņošana
nosey	ziņkārīgs
nosnow	nosnow
nostalgia	nostalģija
nostalgic	nostaļģisks
nostress	NO TRANSLATION
nostril	nāsa
nosun	NO TRANSLATION
nosy	ziņkārīgs
not negative	nav negatīva
not positive	nav pozitīvs
notable	ievērojams
notables	notables
notably	jo īpaši
notamorningperson	NO TRANSLATION
notary	notārs
notation	apzīmējums
notch	iecirtums
notched	iecirsts
note	Piezīme
notebook	piezīmju grāmatiņa
noted	atzīmēts
noteworthy	ievērības cienīgs
nothappy	NO TRANSLATION
nothingbetter	NO TRANSLATION
nothingness	nekas
notice	paziņojums
noticeable	ievērojams
notification	paziņojums
notify	paziņot
notion	jēdziens
notional	nosacīts
notoriety	slavenība
notorious	bēdīgi slavens
notready	nav gatavs
notwithstanding	neskatoties uz to
nought	nē
noun	lietvārds
nourish	baro
nourishment	barošana
nouveau	NO TRANSLATION
novel	novele
novelist	romānists
novelty	jaunums
novice	iesācējs
nowadays	mūsdienās
nowork	nav darba
noworries	neuztraucies
noxious	kaitīgs
nozzle	uzgalis
nuance	nianses
nuances	nianses
nuclear	kodolenerģija
nucleus	kodols
nude	pliks
nudge	atlaist
nudie	nudie
nudist	nudists
nudity	kailums
nugget	tīrradnis
nuisance	traucējumi
nuke	nuke
nul	NO TRANSLATION
null	null
nullify	anulēt
numb	nicināt
number	numurs
numbering	numerācija
numbers	cipari
numbness	nejutīgums
numbskull	numbskull
numeral	skaitlis
numerator	skaitītājs
numerical	skaitliski
numerically	skaitliski
numerous	daudzi
nun	NO TRANSLATION
nunchucks	nunchucks
nunnery	klosteris
nuptials	draugi
nurse	medmāsa
nursemaid	aukle
nursery	bērnistaba
nursing	māsu
nurture	audzināt
nut	rieksts
nutcase	riekstu saturs
nutcracker	riekstu krēms
nuthouse	nuthouse
nutmeg	muskatrieksts
nutrition	uzturs
nutritional	uzturvērtība
nutritious	barojošs
nutritive	barības vielas
nuts	rieksti
nutshell	īsumā
nutty	riebīgs
nylon	neilons
nylong	NO TRANSLATION
nylons	neiloni
nymph	nimfa
nymphomaniac	nymphomaniac
oaf	oaf
oak	ozols
oar	airis
oasis	oāze
oat	auzas
oath	zvērests
oatmeal	auzu pārslu
obedience	paklausība
obedient	paklausīgs
obediently	paklausīgi
obelisk	obelisks
obese	aptaukošanās
obesity	aptaukošanās
obey	pakļauties
obi	obi
obit	obit
obituary	nekrologs
object	objekts
objection	iebildums
objectionable	iebildīgs
objective	mērķis
objectivity	objektivitāte
obligation	pienākums
obligatory	obligāti
oblige	pienākums
obliged	pienākums
obliging	pienākums
obligor	parādnieks
oblique	slīps
obliterate	iznīcināt
obliterated	iznīcināts
obliteration	likvidācija
oblivion	aizmirstība
oblivious	izklaidīgs
oblong	iegarenas
obnoxious	nepatīkams
oboe	oboe
obscene	nepatīkams
obscenity	neķītrība
obscure	neskaidra
obscured	aptumšota
obscurity	tumsa
observance	ievērošana
observant	uzmanīgs
observation	novērošana
observatory	novērošanas centrs
observe	novērot
observer	novērotājs
observing	ievērojot
obsess	apsēsties
obsessed	pārņemts
obsessing	apsēsts
obsession	apsēstība
obsessive	obsessīvs
obsolescence	novecošana
obsolete	novecojusi
obstacle	šķērslis
obstetrician	akušieris
obstetrics	dzemdniecība
obstinate	stūrgalvīgs
obstruct	aizsegt
obstruction	šķēršļi
obstructive	obstruktīva
obtain	iegūt
obtainable	iegūstama
obtuse	netīrs
obverse	averss
obvious	acīmredzams
ocarina	okarina
occasion	gadījums
occasional	gadījuma rakstura
occasionally	reizēm
occipital	pakauša
occlusion	oklūzija
occult	slepena
occupancy	izmitināšana
occupant	pasažieris
occupation	nodarbošanās
occupational	profesionālā
occupied	aizņemts
occupier	iemītnieks
occupy	aizņem
occupying	aizņem
occur	notikt
occurrence	notikums
ocd	ocd
ocean	okeāns
oceanic	okeāna
octagon	astoņstūris
octave	oktāvs
octopus	astoņkājis
ocular	acu forma
odd	nepāra
oddball	oddball
oddity	dīvains
odds	izredzes
ode	oda
odious	apbēdinošs
odometer	odometra rādītājs
odor	smarža
odyssey	Odiseja
oedipal	oedipal
oestrogen	estrogēns
oeuvre	NO TRANSLATION
offal	subprodukti
offence	apvainojums
offend	apvainot
offended	apvainots
offender	likumpārkāpējs
offense	apvainojums
offensive	aizvainojoša
offer	piedāvājums
offered	piedāvāja
offering	piedāvājums
offhand	atlaide
office	birojs
officer	virsnieks
offices	biroji
official	ierēdnis
officiate	darbinieks
offing	izslēgšana
offload	izkraut
offset	kompensēt
offshoot	atzars
offshore	ārzonas
offside	offside
offspring	pēcnācēji
oft	oft
oftentimes	bieži vien
ogre	ogre
ohdear	NO TRANSLATION
ohgod	NO TRANSLATION
ohno	Ak nē
ohshit	NO TRANSLATION
oil	eļļa
oils	eļļas
oily	eļļains
oink	oink
ointment	ziede
okra	okra
old	vecs
olden	senais
older	vecāki
oldie	vecais
oldies	veci cilvēki
olfactory	ožas
oligarchy	oligarhija
olive	olīvu
omega	omega
omelet	Omlete
omen	iezīme
omgomgomg	NO TRANSLATION
ominous	draudīgs
omission	izlaidums
omit	izlaist
omitted	izlaists
omnibus	omnibus
omnipotence	visvarenība
omnipotent	visvarens
omnipresent	visuresošs
omniscient	pazīstams
onboard	uz klāja
oncologist	onkologs
oncology	onkoloģija
oncoming	gaidāms
one	vienu
oneday	NO TRANSLATION
onedge	uz malas
onelove	viena mīlestība
oneness	vienotība
onerous	apgrūtinošs
oneself	sevi
ongoing	notiek nepārtraukti
onion	sīpols
onset	sākums
onslaught	uzbrukums
onstage	uz skatuves
ontology	ontoloģija
onus	onus
onward	uz priekšu
onyx	onikss
oodles	oodles
oomph	oomph
ooze	sūknis
oozing	oozing
op	op
opacity	necaurredzamība
opal	opāls
opaque	necaurspīdīgs
ope	ope
open	atvērts
opener	nazis
opening	atvēršana
openly	atklāti
openness	atvērtība
opera	opera
operate	darboties
operatic	opera
operation	operācija
operational	operatīvais
operations	operācijas
operative	operatīvais
operator	operators
ophthalmic	oftalmoloģija
ophthalmologist	oftalmologs
opiate	opiāts
opinion	viedoklis
opinionated	uzticīgs
opium	opijs
opponent	pretinieks
opportune	piemērots
opportunism	oportūnisms
opportunity	iespēja
oppose	iebilst
opposed	iebilda pret
opposing	iebilst pret
opposite	pretī
opposites	pretī
opposition	opozīcija
oppress	apspiest
oppressed	apslāpēts
oppression	apspiestība
oppressive	represīvs
oppressor	apslāpētājs
ops	ops
opt	izvēlēties
optic	optika
optical	optiskais
optics	optika
optimism	optimisms
optimist	optimists
optimistic	optimistisks
optimum	optimāls
option	iespēja
optional	neobligāti
optionally	pēc izvēles
options	iespējas
optometrist	optometrists
opulence	bagātība
opulent	bagāts
opus	opus
oracle	orākuls
oral	mutiski
orange	apelsīns
orange juice	apelsīnu sula
orangutan	orangutans
oration	oration
orator	orators
oratory	oratorija
orb	orb
orbit	orbītā
orbital	orbitāla
orbiting	orbītā
orbs	orbs
orc	orc
orchard	augļu dārzs
orchestra	orķestris
orchid	orhideja
ordained	ordinēts
ordeal	smaga pārbaude
order	kārtībā
orderly	kārtībā
ordinance	rīkojums
ordinary	parasts
ordination	ordinācija
ordnance	munīcija
ore	rūdas
oregano	oregano
organ	orgāns
organic	organisks
organism	organisms
organist	organists
organization	organizācija
organize	organizēt
organized	organizēts
organizer	organizators
orgasm	orgasma
orgies	orģijas
orgy	orģija
orient	orientēties
oriental	austrumu
orientation	orientācija
orifice	atvere
origami	origami
origin	izcelsme
original	oriģināls
originality	oriģinalitāte
originate	izcelsme
origination	izcelšanās
originator	iniciators
ornament	ornaments
ornamental	dekoratīvie
ornamentation	ornaments
ornamented	ornamentēts
ornate	grezns
ornery	ornery
orphan	bārenis
orphanage	bērnu nami
orphaned	bāreņiem
orthodontist	ortodonts
orthodox	pareizticīgo
orthodoxy	ortodoksija
orthogonal	ortogonāls
orthopedic	ortopēds
oscillate	svārstīties
oscillating	oscilējošs
oscillation	svārstības
oscillatory	svārstīgs
ostensible	šķietams
ostensibly	šķietami
ostentatious	izrādīgs
ostracized	ostracized
ostrich	strauss
other	cits
otter	ūdrs
otto	otto
ottoman	ottoman
ought	vajadzēja
ounce	unce
oust	izstumt
outage	pārtraukt darbu
outback	outback
outbid	pārspēj
outboard	ārējais
outbreak	uzliesmojums
outburst	uzliesmojums
outcast	izraidīts
outcome	rezultāts
outcry	protests
outdated	novecojis
outdo	pārspēt
outdoor	āra
outdoors	ārā
outer	ārējais
outfit	apģērbs
outgoing	izejošais
outgrow	pārtēriņš
outgrowth	izaugums
outhouse	ārpus mājas
outing	izbrauciens
outlandish	ārzemniecisks
outlast	pārsniedz
outlaw	likumpārkāpums
outlet	izeja
outline	izklāsts
outlines	kontūras
outlive	pārdzīvot
outlook	perspektīva
outlying	novirzījies
outnumber	pārsniedz
outpatient	ambulatori
outpost	priekšpostenis
outpouring	izlejot
output	produkcija
outrage	sašutums
outraged	sašutums
outrageous	nežēlīgs
outrank	pārspēj
outreach	informēšana
outright	tieši
outrun	pārspēja
outset	sākums
outsider	nepiederošs
outskirts	nomalē
outsmart	pārsteidzošs
outspoken	atklāts
outstanding	izcili
outstretched	izstiepts
outward	uz āru
outwards	uz āru
outweigh	atsver
outwit	pārspēt
oval	ovāls
ovary	olnīcu
ovate	ovate
ovation	ovācija
oven	krāsns
overactive	pārāk aktīva
overall	kopumā
overalls	kombinezoni
overbearing	valdošs
overburden	pārslogot
overcast	mākoņains
overcharged	pārmaksāta
overcoat	mētelis
overcome	pārvarēt
overcoming	pārvarēt
overcrowded	pārpildīts
overdo	pārslodze
overdose	pārdozēšana
overdrive	pārlidot
overdue	nokavēts
overestimate	pārvērtēt
overestimated	pārvērtēts
overflow	pārplūde
overflowing	pārpildīts
overgrown	aizaugusi
overgrowth	pāraugt
overhanging	uzvelkams
overhaul	kapitālais remonts
overhead	pieskaitāmās izmaksas
overhear	pārklausīt
overheated	pārkarsēts
overjoyed	ļoti priecīgs
overkill	pārslodze
overlaid	pārklāts
overlap	pārklājas
overlapping	pārklāšanās
overlay	pārklājums
overload	pārslodze
overlook	aizmirst
overlord	Overlord
overlying	virspusēja
overpaid	pārmaksātā
overpass	ceļu pārvada
overplayed	pārpilns
overpower	pārvarēt
overpowering	pārvaroša
overpriced	pārāk dārga
overprotective	pārāk aizsargāta
overrated	pārvērtēts
overreact	pārāk reaģēt
override	ignorēt
overriding	galvenais
overrule	atcelt
overrun	pārsniegums
oversee	pārraudzīt
overseer	pārraugs
overshadow	aizēnot
oversight	pārraudzība
oversized	negabarīts
overslept	overslept
overstate	pārvērtēt
overstock	pārtēriņš
overt	atklāts
overtake	pārņemt
overtaken	apsteidzis
overthemoon	NO TRANSLATION
overthinker	pārdomātājs
overthinking	pārdomāts
overthrow	gāzt
overtime	virsstundas
overtired	pārtraucis
overture	overture
overturn	apgāzties
overview	pārskats
overweight	liekais svars
overwhelm	apslāpēt
overwhelmed	pieblīvēts
overwhelming	pārsteidzošs
overworked	pārpildīts
overwrought	pārmērīgs
overzealous	pārāk liels
owe	parādā
owing	sakarā ar
owl	pūce
owner	īpašnieks
ownership	īpašumtiesības
ox	vērsis
oxidation	oksidēšana
oxide	oksīds
oxygen	skābeklis
oxymoron	oksimorons
oyster	austere
ozone	ozons
pace	temps
pacemaker	elektrokardiostimulators
pacific	Klusā okeāna reģions
pacified	mierīgs
pacifier	murgs
pacifist	pacifists
pacify	mīļš
pacing	pacing
pack	komplekts
package	pakete
packaging	iepakojums
packer	fasētājs
packet	pakete
pact	pakts
pad	pakete
padded	polsterēts
padding	polsterējums
paddle	bradāt
paddle boat	buru laiva
paddock	aploklis
paddy	paddy
padlock	atslēga
padre	NO TRANSLATION
paean	paean
pagan	pagānu
paganism	pagānisms
page	lappuse
pageant	konkurss
pager	peidžeris
pagination	lappuses
paging	peidžeri
pagoda	pagoda
pail	putekļains
pain	sāpes
pained	bīstami
painful	sāpīgs
painfully	sāpīgi
painkiller	pretsāpju līdzeklis
painless	nesāpīgs
pains	sāpes
painstaking	cītīgs
paint	krāsu
paintball	peintbols
paintbrush	otas
painted	krāsotas
painter	gleznotājs
painting	glezna
pair	pāris
paisley	Paisley
pajama	Pajama
pajamas	pidžamas
pal	pal
palace	pils
palatable	garšīgs
palate	aukslējas
pale	bāla
paleontology	paleontoloģija
palette	palete
pall	pall
palladium	pallādijs
pallet	palete
palliative	paliatīvs
palm	palma
palmer	palmeris
palomino	palomino
palpable	jūtams
palpitations	sirdsklauves
palsy	paralīze
paltry	niecīgs
pamper	lutināt
pamphlet	brošūra
pan	panna
panacea	panaceja
panache	panache
pancake	pankūka
pancakes	pankūkas
pancreas	aizkuņģa dziedzeris
panda	panda
pandemic	pandēmija
pandemonium	pandēmija
pane	rūts
panel	panelis
pang	NO TRANSLATION
panhandle	panhandle
panic	panika
panicattack	NO TRANSLATION
panicked	panikā
panicking	panika
panicky	panicky
panier	NO TRANSLATION
panorama	panorāma
panoramic	panorāmas
pansy	Pansija
pant	elsoties
pantheon	panteons
panther	panther
panties	biksītes
pantomime	pantomīma
pantry	pieliekamais
pants	pants
panty	bikses
pantyhose	zeķbikses
pap	pap
papa	papa
papacy	pāvests
papal	NO TRANSLATION
papaya	papaija
paper	papīrs
paperback	brošēta grāmata
paperboy	grāmatvedis
paperweight	preses svars
paperwork	papīru darbs
paprika	paprika
papyrus	papiruss
par	NO TRANSLATION
parable	līdzība
parabola	parabola
parabolic	parabolisks
parachute	izpletņlēcējs
parade	parāde
paradigm	paradigma
paradise	paradīze
paradox	paradokss
paradoxical	paradoksāls
paraffin	parafīns
paragon	paragon
paragraph	paragrāfs
parakeet	paraksts
paralegal	paralegals
parallax	paralakss
parallel	paralēli
parallelism	paralēlisms
paralysis	paralīze
paralyze	paralīze
paralyzed	paralizēta
paramedic	paramedicīns
paramedics	paramedikas
paramilitary	paramilitārais
paramount	vissvarīgākais
paranoia	paranoja
paranoid	paranojas
paranormal	paranormāls
parapet	parapets
paraphernalia	piederumus
paraphrase	pārfrāzēt
paraplegic	paraplēģis
parasite	parazīts
parasitic	parazītisks
parasol	saulessargs
parcel	zemes gabals
parcels	pakas
parched	izaugusi
parchment	pergaments
pardon	piedod
pare	NO TRANSLATION
parenchyma	parenhimija
parent	vecāks
parentage	vecāku izcelsme
parental	vecāku
parenthesis	NO TRANSLATION
parenthetical	ieslēgts
parenthood	vecākums
parenting	audzināšana
pariah	pariah
parietal	parietāls
paring	atdalīšana
parish	pagasts
parity	paritāte
park	parks
parka	parka
parking	autostāvvieta
parkinsons	parkinsoni
parlance	lietvārds
parlay	parlay
parliament	parlaments
parliamentary	parlamentāro
parlor	salons
parmesan	Parmesan
parody	parodija
parole	parole
parquet	parkets
parrot	papagailis
parry	parry
parse	parsēt
parsimonious	parsimonious
parsimony	parsimony
parsley	pētersīļi
parson	parsons
part	daļa
partake	piedalīties
partial	daļējs
partiality	neobjektivitāte
partially	daļēji
