Word	cy
jasmine	jasmin
jasper	jasper
jaundice	clefyd melyn
jaunt	haen
java	java
javelin	javelin
jaw	jaw
jawbone	jawbone
jaws	jaws
jay	jay
jazz	jazz
jazzy	jazzy
jealous	yn eiddigeddus
jealousy	eiddigedd
jean	jean
jeans	jîns
jeep	jeep
jeering	gwisgo
jelly	jeli
jellybean	jellybean
jellyfish	pysgod môr
jenny	jenny
jeopardize	yn peryglu
jeopardy	peryglu
jerk	jerk
jerks	jerks
jerky	jerky
jersey	jersey
jest	NO TRANSLATION
jester	jester
jesus	jesus
jet	jet
jetty	lanfa
jewel	jewel
jeweler	gemwaith
jewelry	jewelry
jib	jib
jiff	NO TRANSLATION
jiffy	jiffy
jig	jig
jiggle	jiggle
jigsaw	jig-so
jihad	jihad
jimmy	jimmy
jingle	jingle
jinx	jinx
jitters	jitters
jittery	yn sydyn
jive	jive
job	swydd
jobinterview	NO TRANSLATION
jock	jock
jockey	hoci
jockstrap	jockstrap
jog	jog
jogger	jogger
john	john
join	ymunwch
joined	ymunodd
joining	ymuno
joint	ar y cyd
jointly	ar y cyd
joke	jôc
joker	jôc
joking	magu
jolly	jolly
jolt	jolt
jornada	NO TRANSLATION
jot	jot
jour	NO TRANSLATION
journal	cylchgrawn
journalism	newyddiaduraeth
journalist	newyddiadurwr
journalistic	newyddiadurwr
journey	daith
journeyman	cylchgrawn
joust	joust
jovial	jovial
joy	llawenydd
joyful	llawenydd
joyous	llawenydd
joyride	joyride
joys	llawenydd
jubilant	yn ymddeol
jubilee	jiwbilî
judge	barnwr
judged	barnwyd
judging	barnu
judgment	dyfarniad
judgmental	barniadol
judicial	barnwrol
judiciary	barnwriaeth
judicious	yn ddoniol
judo	judo
jug	jwg
juggle	juggle
juggler	ysgogwr
juggling	jyglo
jugular	jiwbwl
juice	sudd
juicer	juicer
juicy	sudd
juju	NO TRANSLATION
juke	juke
jukebox	jukebox
jumble	jumble
jumbled	ysgwyd
jumbo	jumbo
jump	neidio
jump rope	neidio rhaff
jumper	neidr
jumpsuit	neidio bach
jumpy	neidio
junction	gyffordd
juncture	pwynt
jungle	jyngl
junior	iau
juniper	juniper
junk	sothach
junket	junket
junkie	junkie
junky	junky
junkyard	junkyard
junta	gyfarfod
juridical	cyfreithiol
jurisdiction	awdurdodaeth
jurisprudence	jurisprudence
jurist	rheithiwr
juror	rheithiwr
jury	rheithgor
justice	cyfiawnder
justifiable	gellir ei gyfiawnhau
justification	cyfiawnhad
justify	cyfiawnhau
juststop	NO TRANSLATION
justthebeginning	NO TRANSLATION
jute	jiwt
juvenile	ifanc
juxtaposition	cyfosodiad
kaiser	kaiser
kale	kale
kaleidoscope	caleidosgop
kamikaze	kamikaze
kangaroo	cangŵl
kanji	kanji
kappa	kappa
kaput	NO TRANSLATION
karaoke	karaoke
karate	karate
karma	karma
karmic	karmic
kayak	caiac
kazoo	achoso
kebab	cwbab
keel	cerdyn
keen	yn awyddus
keep	cadw
keeper	Ceidwad
keeping	cadw
keepsake	cofio
keg	cwbl
kelp	kelp
ken	ken
kennel	kennel
kerchief	chwistrell
kern	cnewyllyn
kernel	cnewyllyn
kerosene	cerosen
ketchup	cwpwl
kettle	tegell
key	allweddol
keyboard	bysellfwrdd
keyed	allwedd
keyhole	toll clo
keynote	prifathro
keypad	keypad
keystone	carreg garreg
keyword	keyword
khaki	khaki
khan	khan
kibble	kibble
kick	cicio
kickboxing	kickboxing
kicker	cicio
kicking	cicio
kickoff	kickoff
kid	plentyn
kidder	feidr
kidding	kidding
kiddo	kiddo
kiddos	kiddos
kidnap	herwgipio
kidnapped	herwgipio
kidnapper	kidnapper
kidnapping	herwgipio
kidney	aren
kids	plant
kill	lladd
killer	lladdwr
killing	lladd
killjoy	lladdfwrdd
kiln	odyn
kilo	NO TRANSLATION
kilogram	cilogram
kilometer	cilomedr
kilt	cilt
kimono	kimono
kin	perthynas
kind	caredig
kindergarten	kindergarten
kindling	cario
kindness	caredigrwydd
kindred	garedig
kinematics	cinemateg
kinesiology	cinesioleg
kinetic	cinetig
king	brenin
king snake	neidr brenin
kingdom	deyrnas
kingpin	kingpin
kink	kink
kinky	kinky
kinship	perthynas
kiosk	ciosg
kirk	Y Waun
kiss	cusan
kisser	meinyn
kissy	mochyn
kit	pecyn
kitchen	cegin
kite	barcud
kitten	kitten
kiwi	kiwi
klutz	klutz
knack	clymu
knapsack	knapsack
knead	clymu
knee	pen-glin
kneecap	pen-glinio
kneel	pen-glin
kneeling	pen-glinio
knell	gell
knick	glin
knickers	clymwyr
knife	cyllell
knight	farchog
knighthood	criw
knit	gwau
knob	clym
knock	chwythu
knockoff	cwymp
knockout	clymu
knoll	cerrig
knot	cwlwm
knots	knotiau
knotted	clymu
know	yn gwybod
knowing	gwybod
knowingly	yn wybodus
knowledge	gwybodaeth
knowledgeable	yn wybodus
knuckle	cnau bach
knucklehead	knucklehead
knuckles	cnau bach
koala	koala
kook	NO TRANSLATION
kooky	kooky
kool-aid	kool-help
kos	kos
kosher	kosher
kraut	NO TRANSLATION
kris	kris
kryptonite	kryptonite
kudos	kudos
kumquat	kumquat
lab	labordy
label	label
labor	llafur
laboratory	labordy
labored	wedi'i labelu
laborer	llafurwr
laboring	yn gweithio
laborious	llafurus
labyrinth	labyrinth
lac	lac
lace	les
laceration	lladdiad
lack	diffyg
lackey	lackey
lacking	yn ddiffygiol
lackluster	yn ddiffygiol
lacquer	lac
lacrosse	lacrosse
lactose	lactos
lad	lad
ladder	ysgol
laddie	laddie
laden	llwythog
lading	llawenydd
ladle	ladle
lady	gwraig
lady bug	NO TRANSLATION
ladybug	gwenyn
ladylike	ladylike
ladyship	ladyship
lag	lag
lager	NO TRANSLATION
lagging	lleiaf
lagoon	morlyn
lair	lair
laity	laity
lake	llyn
lama	NO TRANSLATION
lamb	cig oen
lame	clog
lament	lament
lamenting	yn galaru
lamina	lamina
laminated	wedi'i lamineiddio
lamp	lamp
lamppost	postyn lamp
lance	llawenydd
lancer	lancer
land	tir
landed	tirio
landfall	tirfall
landfill	tirlenwi
landing	glanio
landlady	tirlad
landlocked	wedi'i gladdu
landlord	landlord
landmark	nodedig
lands	tiroedd
landscape	tirwedd
landscaping	tirlunio
landslide	tirlithriad
lane	lôn
language	iaith
languid	languid
languish	yn syfrdanu
languishing	languishing
lanky	lanky
lantern	llusern
lap	lap
lapdog	lapdog
lapel	lapel
lapse	cwympo
lapsed	wedi dod i ben
laptop	laptop
larceny	llithrig
lard	lard
larder	lledr
large	mawr
larger	mwy
largo	NO TRANSLATION
lark	lark
larva	larfa
laryngitis	laryngitis
larynx	laryncs
lasagna	lasagna
laser	laser
lash	lash
lass	pêl-droed
lasso	lasso
lastday	NO TRANSLATION
lasting	yn barhaol
lastminute	funud olaf
latch	cylchdro
late	hwyr
lateness	yn hwyr
latent	cuddio
lateral	ochr yn ochr
laterally	ochr yn ochr
latex	latecs
lathe	can
lather	lather
latitude	lledred
latrine	latrin
latrines	chwistrell
latte	latte
lattice	dellt
laud	canmoliaeth
laudable	canmoladwy
laudation	canmoliaeth
laudatory	canmoliaethol
laugh	chwerthin
laughable	llawen
laughing	chwerthin
laughingstock	NO TRANSLATION
laughs	chwerthin
laughter	chwerthin
launch	lansio
launcher	lansiwr
launches	lansio
launder	golchi
laundering	gwyngalchu
laundry	golchi dillad
laureate	gwenith
laurel	laurel
laurels	laurels
lava	lafa
lavage	gwisgo
lavatory	llety
lavender	lafant
lavish	llawen
law	gyfraith
lawful	cyfreithlon
lawless	anghyfreithlon
lawlessness	anghyfreithlon
lawman	cyfreithiwr
lawn	lawnt
lawnmower	llawr gwely
lawsuit	lawsuit
lawyer	cyfreithiwr
lax	lax
laxative	llaethog
lay	lleyg
layaway	layaway
layer	haen
layered	haenog
layman	layman
layout	cynllun
layover	llawr
laziness	pleser
lazy	ddiog
lazyday	NO TRANSLATION
lea	lea
lead	arwain
leaded	arwain
leader	arweinydd
leadership	arweinyddiaeth
leading	yn arwain
leads	arwain
leaf	dail
leaflet	taflen
leafy	taflen
league	cynghrair
leak	gollwng
leakage	gollyngiad
leaky	yn gollwng
lean	braidd
leaned	yn blino
leaning	yn pwyso
leap	leidio
learn	dysgu
learned	dysgu
learner	dysgwr
learning	dysgu
lease	brydles
leash	leash
leather	lledr
leathery	lledr
leave	gadael
leavemealone	gwyliwr
leaving	gadael
lecherous	llaethog
lecture	darlith
lecturer	darlithydd
ledge	llawr
ledger	cyfriflyfr
lee	lee
leech	leech
leeches	leeches
leer	NO TRANSLATION
leery	leery
lees	NO TRANSLATION
leeway	leeway
left	chwith
leftout	NO TRANSLATION
leftover	dros ben
leftovers	gweddillion
lefty	lefty
leg	coes
legacy	etifeddiaeth
legal	cyfreithiol
legality	cyfreithlondeb
legalize	cyfreithloni
legalized	wedi'i gyfreithloni
legally	yn gyfreithiol
legend	chwedl
legendary	chwedlonol
legibility	eglurder
legible	yn ddarllenadwy
legion	legion
legislate	deddfu
legislation	deddfwriaeth
legislative	deddfwriaethol
legislator	deddfwr
legislature	deddfwrfa
legit	legit
legitimacy	cyfreithlondeb
legitimate	cyfreithlon
lego	lego
legs	coesau
legume	cyffelyb
legwork	gwaith coes
leisure	hamdden
leisurely	hamddenol
lemma	lemma
lemon	lemwn
lemonade	lemonêd
lend	benthyg
lender	benthyciwr
lending	benthyca
length	hyd
lengthen	ymestyn
lengthened	ymestyn
lengthening	ymestyn
lengthwise	hyd yn ochr
lengthy	hir
leniency	ddiffygion
lenient	braidd
lens	lens
leopard	leopard
leotard	leotard
leper	llymach
leprechaun	leprechaun
leprosy	lepros
lesbian	lesbiaidd
lesbianism	lesbiaiddiaeth
lesion	lesion
less	llai
lessee	prydlesai
lessen	lleihau
lessening	lleihau
lesser	llai
lesson	gwers
lessor	prydleswr
let	gadewch
lethal	yn farwol
lethargic	braidd
lethargy	chwalu
letter	llythyr
lettered	llythrennedd
letterhead	pennawd llythyr
lettering	llythrennu
letters	llythyrau
lettuce	letys
leukemia	lewcemia
levee	levee
level	lefel
lever	lifer
leverage	ysgogi
levitate	levitate
levy	ardoll
lewd	lewd
lexicon	geiriadur
ley	NO TRANSLATION
liabilities	rhwymedigaethau
liability	atebolrwydd
liable	yn atebol
liaison	cyswllt
liar	liarw
libel	rhyddhad
libelous	llygredig
liberal	rhyddfrydol
liberalism	rhyddfrydiaeth
liberate	rhyddhau
liberated	rhyddhau
liberating	rhyddhau
liberation	rhyddhad
liberty	rhyddid
libido	libido
librarian	llyfrgellydd
library	llyfrgell
libretto	libretto
lice	llau
license	trwydded
lichen	cen
lick	llawen
licorice	trwydded
lid	cwt
lie	gorwedd
liege	gorwedd
lien	lien
lieu	lieu
lieutenant	cynghtenydd
life	bywyd
lifeblood	llif y byd
lifeboat	bad achub
lifeguard	achubwr bywyd
lifeisgood	Mae bywyd yn dda
lifeless	heb oes
lifelike	lifelike
lifeline	lifeline
lifelong	gydol oes
lifer	lifer
lifesaver	lifesaver
lifestyle	ffordd o fyw
lifesucks	Bywyd sugno
lifetime	bywyd
lift	lifft
lifted	codi
liftoff	lifft
ligament	ligament
ligation	ligation
ligature	ligature
light	golau
light year	blwyddyn ysgafn
lightbulb	bwlb golau
lighten	goleuo
lightheaded	golau â llaw
lighthouse	goleudy
lighting	goleuadau
lightness	goleuni
lightning	mellt
lights	goleuadau
lightweight	ysgafn
likable	dymunol
like	fel
likelihood	tebygolrwydd
likely	tebygol
likeness	tebyg
likewise	yn yr un modd
liking	hoffi
lilac	lelog
lily	lili
limb	aelod
limber	limber
limbo	limbo
lime	calch
limelight	cyfyngu
limestone	calchfaen
limey	calchog
limit	terfyn
limitation	cyfyngiad
limited	cyfyngedig
limitless	ddi-ben
limo	limo
limousine	limwsin
limp	glan
lin	lin
line	llinell
lineage	llinyn
lineal	llinellol
linear	llinol
linebacker	linebacker
lined	leinin
linen	lliain
liner	leinin
lines	llinellau
lineup	lein
linger	ieir
lingerie	dillad isaf
lingering	mewnol
lingo	lingo
lingual	yn ddwyieithog
linguini	linguini
linguist	ieithydd
linguistic	ieithyddol
linguistics	ieithyddiaeth
lining	leinin
link	dolen
linoleum	linoliwm
lint	lint
lion	llew
lip	gwefus
liposuction	liposuction
lipstick	llinyn gwefusau
liquefaction	drygu
liquefied	hylifedig
liqueur	gwirod
liquid	hylif
liquidate	diddymu
liquidation	diddymiad
liquidator	ddiddymwr
liquidity	hylifedd
liquor	hylif
lira	NO TRANSLATION
lisp	lisp
list	rhestr
listen	gwrandewch
listener	gwrandäwr
listenting	NO TRANSLATION
listing	rhestru
listless	di-wifr
listneing	NO TRANSLATION
litany	litany
liter	litr
literacy	Llenyddiaeth
literal	llythrennol
literally	yn llythrennol
literary	llenyddol
literature	llenyddiaeth
lithe	lithe
lithium	lithiwm
lithograph	lithograff
lithography	lithograffeg
lithology	litholeg
lithosphere	lithosffer
litigant	anghyfreithlon
litigate	troseddu
litigation	ymgyfreitha
litigator	cyfreithiwr
litigious	gwallus
litter	sbwriel
little	ychydig
littlethings	pethau bach
littoral	llythrennol
liturgy	litwrgi
live	byw
livelife	byw bywyd
livelihood	bywoliaeth
lively	yn fywiog
liven	byw
liver	Iau
livery	bywiog
livestock	da byw
livid	livid
living	byw
lizard	madfall
llama	llama
lml	lml
load	llwyth
loader	llwythwr
loaf	paff
loafer	lledr
loam	gariad
loan	benthyciad
loath	cariad
loathe	cariad
loathful	cariadus
loathing	gofalu
loathsome	yn ddrwg
lobby	lobïo
lobbyist	lobïwr
lobe	lobe
lobotomy	lobotomi
lobster	cimwch
local	lleol
locale	locale
locality	ardal leol
localization	lleoli
localize	lleolwch
localized	lleol
locate	lleoli
location	lleoliad
locator	lleolwr
loch	loch
lock	clo
locker	locer
locket	loced
locksmith	cloeon
lockup	cloi lan
loco	loco
locomotion	locomotion
locomotive	locomotif
locust	locust
lode	NO TRANSLATION
lodge	porthdy
lodger	lletywr
lodging	llety
loft	llofft
lofty	uchel
log	log
logarithm	logarithm
logarithmic	logarithmig
logic	rhesymeg
logical	rhesymegol
logistics	logisteg
logo	logo
logotype	logoteip
loin	NO TRANSLATION
lollipop	lolipop
lone	unig
loneliness	unigrwydd
lonely	unig
loner	loner
lonesome	lonesome
long	hir
longboat	cwch hir
longevity	hirhoedledd
longing	yn hir
longitude	hydred
longitudinal	hydredol
longitudinally	hydredol
longtime	amser hir
loo	loo
look	edrychwch
looker	edrychwr
lookout	edrych allan
loom	cariad
looming	yn fras
loon	llawenydd
loony	loony
loop	dolen
loophole	bwlch
loopy	dolen
loose	rhydd
loosen	rhyddhau
loosening	yn rhyddhau
loot	chwistrellwch
lop	lop
lopsided	lopsided
lord	Arglwydd
lords	arglwyddi
lordship	arglwyddiaeth
lore	lore
lorry	lori
lose	colli
loser	collwr
losing	colli
loss	colled
lost	colli
lot	llawer
lotion	lotion
lots	llawer
lottery	Loteri
lotto	lotto
lotus	lotus
loud	uchel
loudly	yn uchel
loudmouth	uchelmyn
loudness	ucheldeb
loudspeaker	uchelseinydd
lounge	lolfa
lounging	lolfa
louse	pridd
lousy	lousy
lovable	lovable
love	cariad
loved	cariad
lovee	cariad
loveee	loveee
loveless	cariadus
lovelife	NO TRANSLATION
loveliness	anhygoel
lovelovelove	NO TRANSLATION
lovely	hyfryd
lovemaking	gwneud cariad
lovemylife	NO TRANSLATION
lover	cariad
lovesick	cariad
lovethis	caru hwn
loving	cariadus
lovinglife	lovinglife
lovinlife	lovinlife
low	isel
lowdown	yn isel
lower	yn is
lowering	yn gostwng
lowest	isaf
lowlands	iseldiroedd
lowlife	bywyd isel
lowly	yn isel
lox	lox
loyal	yn ffyddlon
loyalty	teyrngarwch
lsd	lsd
luau	luau
lube	lube
lubricant	iraid
lubricate	lubricate
lubrication	lubrication
lucid	lucid
luck	lwc
luckiest	yn luckiest
lucky	lwcus
luckygirl	luckygirl
lucrative	proffidiol
ludicrous	druenus
lug	lug
luggage	bagiau
lukewarm	braenog
lull	lull
lullaby	lullaby
lumbar	lumbar
lumber	lumber
lumbering	lumbering
lumberjack	lumberjack
luminescent	lliwgar
luminous	luminous
lump	lwmp
lumpy	lumpy
lunacy	cywilydd
lunar	cinio
lunatic	llonydd
lunch	cinio
lunchbox	bocs bwyd
luncheon	cinio
lunchtime	amser Cinio
lung	ysgyfaint
lunge	cinio
lungs	ysgyfaint
lurch	lurch
lure	cofiwch
lurid	lurid
lurk	lurk
lurking	cuddio
luscious	rhyfedd
lush	lush
lust	lust
luster	lwcus
lustful	lustful
lustrous	lustrous
lusty	lusty
lute	lute
luxuriant	moethus
luxurious	moethus
luxury	moethus
lycra	lycra
lye	lye
lying	yn gorwedd
lymph	lymff
lymphatic	lymffatig
lymphoma	lymffoma
lynch	lynch
lynching	lynching
lynx	lynx
lyre	lyre
lyric	lyric
lyrical	chwedlonol
lyrics	geiriau
macadamia	macadamia
macarena	macarena
macaroni	macaroni
mace	mace
mach	mach
machete	machete
machine	peiriant
machinery	peiriannau
machinist	peiriannydd
macho	macho
mackerel	macrell
macro	macro
mad	yn wallgof
madam	madamam
madame	madame
madden	madden
madder	yn ofnadwy
mademoiselle	NO TRANSLATION
mademyday	mademyday
madhouse	madhouse
madman	madman
madness	madness
maestro	maestro
mafia	maffia
magazine	cylchgrawn
mage	mage
magenta	magenta
maggot	maggot
magic	hud
magical	hudol
magician	dewin
magistrate	ynad
magma	magma
magna	mawr
magnate	cymal
magnesium	magnesiwm
magnet	magnet
magnetic	magnetig
magnetism	magnetiaeth
magnetite	magnetit
magnification	cywasgiad
magnificence	magnificence
magnificent	yn wych
magnifier	chwyddydd
magnify	magnify
magnifying	chwyddo
magnitude	maint
magnolia	magnolia
magpie	cwpl
mahi mahi	NO TRANSLATION
mahjong	mahjong
mahogany	mahogan
maid	maid
maiden	briodyr
mail	bost
mailbox	bost post
mailing	bostio
mailman	bost post
maim	NO TRANSLATION
main	prif
mainframe	prif ffrâm
mainland	tir mawr
mainstay	prif bapur
mainstream	prif ffrwd
maintain	cynnal
maintenance	cynnal a chadw
majestic	mawreddog
majesty	mawredd
major	mawr
majority	mwyafrif
make	Creu
makeover	gweddnewidiad
maker	gwneuthurwr
makeshift	gwneud iawn
makesmehappy	NO TRANSLATION
makesmemad	cofnodi
makeup	cyfansoddiad
makingdisciples	NO TRANSLATION
malady	malady
malaise	maenus
malaria	malaria
malarkey	malarkey
male	gwryw
malevolent	malevolent
malfeasance	malfeasance
malformation	malffurfiaeth
malfunction	diffyg gweithredu
malice	NO TRANSLATION
malicious	maleisus
malign	malign
malignancy	malignancy
malignant	malign
maligned	maligned
mall	canolfan
malleable	hyfryd
mallet	mallet
malnutrition	diffyg maeth
malpractice	camymddygiad
malt	braich
mama	mama
mambo	mambo
mamma	NO TRANSLATION
mammal	mamal
mammoth	mamoth
mammy	NO TRANSLATION
man	dyn
manage	rheoli
manageable	y gellir eu rheoli
management	rheoli
manager	rheolwr
managerial	rheolaethol
mandamus	mandamus
mandarin	mandarin
mandate	mandad
mandatory	gorfodol
mandible	mandib
mandolin	mandolin
mandrel	mandrel
mane	NO TRANSLATION
maneuver	symud
maneuvering	symud
mange	NO TRANSLATION
manger	manger
mangle	NO TRANSLATION
mango	mango
mangosteen	mangosteen
mangy	mangy
manhole	tyllau dwr
manhood	dynoliaeth
manhunt	dynion
mania	mania
maniac	maniac
maniacal	maniacal
manic	manig
manicure	dwylo
manicurist	manicurist
manifest	amlwg
manifestation	amlygiad
manifested	amlwg
manifestly	amlwg
manifesto	maniffesto
manifold	manifold
manipulate	trin
manipulation	trin
manipulative	triniaeth
mankind	dynoliaeth
manly	dynol
manna	manna
manned	dynion
mannequin	mannequin
manner	modd
mannered	mannered
manners	moesau
manor	maenor
manpower	gweithlu
mansion	plasty
mansions	plastai
manslaughter	dynladdiad
mantel	mantel
mantis	mantis
mantle	mantle
mantra	mantra
manual	llawlyfr
manufacture	cynhyrchu
manufacturer	gwneuthurwr
manufacturing	gweithgynhyrchu
manure	tail
manuscript	llawysgrif
map	map
maple	maple
mar	mar
marathon	marathon
marble	marmor
marbled	marmor
marbles	marblis
march	marchogaeth
mare	NO TRANSLATION
margarine	margarîn
margarita	margarita
margin	ymyl
marginal	ymylol
mariachi	mariachi
marijuana	marijuana
marinara	marinara
marine	morol
mariner	marinwr
marital	priodasol
maritime	morwrol
mark	marc
marked	wedi'i farcio
marker	marcwr
market	farchnad
marketable	fasnachadwy
marketing	marchnata
marketplace	farchnad
marks	marciau
marksman	marciwr
marksmanship	marchogaeth
marl	marl
marmalade	marmalad
maroon	marwn
marooned	marooned
marquee	barlys
marquis	marquis
marred	marred
marriage	priodas
married	priod
marrow	mêr
marry	priodi
marsh	cors
marshal	marshal
marshmallow	marshmallow
mart	mart
martial	ymladd
martingale	ymosodiad
martini	martini
martyr	martyr
martyrdom	martyrdom
marvel	rhyfedd
marvellous	yn wych
marvelous	yn wych
marvelously	yn wych
marzipan	NO TRANSLATION
mascara	mascara
mascot	masgot
masculine	gwrywaidd
masculinity	gwrywaidd
mash	mash
mashed	mashed
mask	mwgwd
masked	wedi'u cuddio
masks	masgiau
masochism	masochiaeth
masochist	masochist
mason	claddwr
masquerade	masquerade
mass	màs
massacre	llofruddiaeth
massage	tylino
masses	masau
masseur	masseur
masseuse	masseuse
massive	yn enfawr
mast	mast
master	meistr
masterful	yn feistrolgar
mastermind	meistr
masterpiece	campwaith
mastery	meistroli
masturbate	masturbate
masturbation	masturbation
mat	mat
matador	matador
match	cyfateb
matchbook	llyfr cyfatebol
matching	cyfateb
matchmaker	cyfunwr
mate	ffrind
material	deunydd
materialism	deunyddiaeth
materialist	deunyddydd
materialistic	materol
materiality	materoldeb
materialize	yn berthnasol
materially	yn sylweddol
materials	deunyddiau
materiel	materiel
maternal	mamau
maternity	mamolaeth
math	mathemateg
mathematical	mathemategol
mathematician	mathemategydd
mathematics	mathemateg
matinee	matiniaid
mating	yn paru
matriculation	matriciwleiddio
matrimony	marwolaeth
matrix	matrics
matron	matron
matted	matted
matter	mater
matting	matio
mattress	matres
maturation	aeddfedu
mature	aeddfed
maturity	aeddfedrwydd
maudlin	maudlin
mausoleum	mawsolewm
mauve	mauve
maverick	maverick
maxim	maxim
maximize	mwyaf posibl
maximum	uchafswm
may	efallai
mayday	mayday
mayflower	mayflower
mayhem	canhem
mayonnaise	mayonnaise
mayor	maer
maze	drysfa
mead	mead
meadow	ddôl
meager	yn fach iawn
meal	pryd bwyd
mean	yn golygu
meander	meander
meandering	yn chwalu
meanie	meanie
meaning	ystyr
meaningful	yn ystyrlon
meaningless	ddiystyr
meanness	dwysedd
means	yn golygu
meantime	yn y cyfamser
measles	y frech goch
measurable	mesuradwy
measure	mesur
measured	wedi'i fesur
measurement	mesuriad
measuring	mesur
measuring cup	cwpan mesur
measuring tape	tâp mesur
meat	cig
meatball	pêl cig
meathead	cigheadhead
meatloaf	cig bach
mechanic	mecanig
mechanical	mecanyddol
mechanics	mecaneg
mechanism	mecanwaith
med	NO TRANSLATION
medal	medal
medallion	medaliwn
medallist	medalwr
meddle	meddle
meddling	meddling
media	cyfryngau
medial	medial
median	canolrif
mediate	cyfryngol
mediation	cyfryngu
mediator	cyfryngwr
medic	meddyg
medical	meddygol
medicate	meddyginiaeth
medication	meddyginiaeth
medicinal	meddyginiaethol
medicine	meddygaeth
medieval	canoloesol
mediocre	canolig
mediocrity	mediocrity
meditate	meddyliwch
meditating	meditating
meditation	myfyrdod
meditative	meditative
mediterranean	mediterraneaidd
medium	canolig
medley	medley
meek	meek
meet	cwrdd
meeting	cyfarfod
mega	mega
meh	meh
melancholic	melancholic
melancholy	melancholy
melee	cysur
mellow	braidd
melodious	melodious
melodrama	melodrama
melodramatic	melodramatig
melody	alaw
melon	melon
melt	toddi
meltdown	meltdown
melting	toddi
member	aelod
membership	aelodaeth
membrane	bilen
memento	cofiwch
memo	memo
memoir	memoir
memorabilia	cofiadwy
memorable	cofiadwy
memorandum	memorandwm
memorial	cofeb
memorials	cofebion
memories	atgofion
memoriesiwontforget	NO TRANSLATION
memorize	cofiwch
memory	cof
menace	anffodus
menacing	yn flinig
menagerie	menagerie
mend	mendwch
mending	benthyca
menial	menial
meningitis	llid yr ymennydd
meniscus	meniscws
menopause	menopos
menses	menywod
menstrual	menstrual
mental	meddyliol
mentalhealth	NO TRANSLATION
mentality	meddylfryd
menthol	menthol
mention	sôn
mentor	mentor
menu	ddewislen
meow	meow
mercantile	mercantile
mercenary	mercenary
merchandise	nwyddau
merchant	masnachwr
merciful	drugarog
merciless	merched
mercurial	mercurial
mercury	mercwri
mercy	trugaredd
mere	dim ond
merengue	merengue
merge	uno
merger	uno
meridian	meridian
meridional	meridional
meringue	meringw
merit	teilyngdod
meritorious	meritorious
mermaid	morwyn
merriment	rhyfeddod
merry	hapus
merrychristmas	NO TRANSLATION
mesa	table
mescaline	mescalîn
mesh	rhwyll
meshes	clwydi
mesmerized	wedi'i fydwthio
mess	llanast
message	neges
messedup	NO TRANSLATION
messenger	negesydd
messiah	messiah
messy	llawen
metabolic	metabolig
metabolism	metaboledd
metal	metel
metallic	metelaidd
metallurgy	meteleg
metamorphosis	metamorffosis
metaphor	drosffl
metaphorical	wrthffolig
metaphysical	metaphisegol
metaphysics	metaphiseg
metastasis	metastasis
meteor	meteor
meteoric	meteorig
meteorite	meteorit
meteorological	meteorolegol
meteorology	meteoroleg
meter	metr
meth	meth
methadone	methadon
methane	methan
methanol	methanol
method	dull
methodical	drefnus
methodology	methodoleg
meticulous	yn fanwl
metime	metimeg
metric	metrig
metrical	metrig
metrology	metroleg
metropolis	metropolis
metropolitan	metropolitan
mettle	mettle
mew	mew
mezzanine	mezzanine
mica	mica
mick	mick
micro	micro
microbe	microb
microbiology	microbioleg
microchip	microsglodyn
microcosm	microcosm
microfilm	microffilm
microgram	microgram
micrometer	micromedr
micron	micron
microphone	meicroffon
microscope	microsgop
microscopic	microsgopig
microscopically	microsgopig
microscopy	microsgopeg
microwave	meicrodon
mid	canol
midair	canol
midday	canol dydd
middle	canol
middleman	canolwr
middleweight	pwysau canol
midget	bachgen
midland	canolbarth
midlife	canol oes
midline	canolig
midnight	hanner nos
midshipman	canolbarthwr
midst	canol
midsummer	canol dydd
midterm	canol dydd
midtown	canol y dref
midway	canol ffordd
midwife	bydwraig
midwifery	bydwreigiaeth
mien	NO TRANSLATION
miffed	miffed
mighty	cryf
mignon	mignon
migraine	meigryn
migrate	mudo
migration	mudo
migratory	mudol
mike	mike
mil	NO TRANSLATION
mild	ysgafn
mildew	lladd
mildness	mildness
mile	milltir
mileage	milltiroedd
milestone	carreg filltir
militant	militant
militants	militants
military	milwrol
militia	milisia
milk	llaeth
milkman	dyn llaeth
milkshake	gwisgoedd
milky	llaethog
mill	melin
millennium	mileniwm
milligram	miligram
millimeter	milimedr
million	miliwn
millionaire	filiwnwr
millionth	miliwnfed
millstone	melinfaen
mime	meim
mimic	dynwared
mimicking	dynwared
mimicry	dynwared
mince	mins
mincemeat	mincemeat
mind	meddwl
minded	meddwl
mindful	yn ofalus
mindfulness	meddylfryd
mindless	ddiofal
mine	pwll
minefield	minfield
miner	glöwr
mineral	mwynau
mineralogy	mwynoleg
mingle	mingle
mingled	wedi'i gyfuno
mini	bach
miniature	bach bach
minibus	bws mini
minim	NO TRANSLATION
minimal	lleiaf posibl
minimize	lleihau
minimized	wedi'i leihau
minimum	lleiafswm
mining	cloddio
minion	glustyn
minister	gweinidog
ministerial	gweinidogol
ministry	gweinidogaeth
minivan	minivan
mink	minc
minnow	minnow
minor	mân
minority	lleiafrifoedd
minstrel	minstrel
mint	mintys
minty	minty
minuscule	minuscule
minute	munud
minutiae	minutiae
minx	minx
mir	NO TRANSLATION
miracle	gwyrth
miracles	gwyrthiau
miraculous	gwyrthiol
mirage	merthyr
